SED_NAME16	AgeStudent	students
Prahran (Southern Metropolitan)	20-24	3271
Prahran (Southern Metropolitan)	25+	4864
Preston (Northern Metropolitan)	0-4	742
Preston (Northern Metropolitan)	5-14	5858
Preston (Northern Metropolitan)	15-19	2324
Preston (Northern Metropolitan)	20-24	2364
Preston (Northern Metropolitan)	25+	3924
Richmond (Northern Metropolitan)	0-4	607
Richmond (Northern Metropolitan)	5-14	4005
Richmond (Northern Metropolitan)	15-19	1700
Richmond (Northern Metropolitan)	20-24	2560
Richmond (Northern Metropolitan)	25+	5421
Ringwood (Eastern Metropolitan)	0-4	936
Ringwood (Eastern Metropolitan)	5-14	6932
Ringwood (Eastern Metropolitan)	15-19	2817
Ringwood (Eastern Metropolitan)	20-24	1645
Ringwood (Eastern Metropolitan)	25+	2670
Ripon (Western Victoria)	0-4	626
Ripon (Western Victoria)	5-14	6470
Ripon (Western Victoria)	15-19	2320
Ripon (Western Victoria)	20-24	493
Ripon (Western Victoria)	25+	1087
Rowville (South-Eastern Metropolitan)	0-4	629
Rowville (South-Eastern Metropolitan)	5-14	6883
Rowville (South-Eastern Metropolitan)	15-19	3671
Rowville (South-Eastern Metropolitan)	20-24	1828
Rowville (South-Eastern Metropolitan)	25+	1532
Sandringham (Southern Metropolitan)	0-4	802
Sandringham (Southern Metropolitan)	5-14	6997
Sandringham (Southern Metropolitan)	15-19	3020
Sandringham (Southern Metropolitan)	20-24	1564
Sandringham (Southern Metropolitan)	25+	1701
Shepparton (Northern Victoria)	0-4	707
Shepparton (Northern Victoria)	5-14	8135
Shepparton (Northern Victoria)	15-19	3394
Shepparton (Northern Victoria)	20-24	879
Shepparton (Northern Victoria)	25+	1735
South Barwon (Western Victoria)	0-4	978
South Barwon (Western Victoria)	5-14	8662
South Barwon (Western Victoria)	15-19	3737
South Barwon (Western Victoria)	20-24	2563
South Barwon (Western Victoria)	25+	2358
South-West Coast (Western Victoria)	0-4	586
South-West Coast (Western Victoria)	5-14	7137
South-West Coast (Western Victoria)	15-19	2823
South-West Coast (Western Victoria)	20-24	781
South-West Coast (Western Victoria)	25+	1538
St Albans (Western Metropolitan)	0-4	714
St Albans (Western Metropolitan)	5-14	6776
St Albans (Western Metropolitan)	15-19	3483
St Albans (Western Metropolitan)	20-24	2911
St Albans (Western Metropolitan)	25+	3564
Sunbury (Western Metropolitan)	0-4	734
Sunbury (Western Metropolitan)	5-14	6705
Sunbury (Western Metropolitan)	15-19	2899
Sunbury (Western Metropolitan)	20-24	1301
Sunbury (Western Metropolitan)	25+	1722
Sydenham (Western Metropolitan)	0-4	1004
Sydenham (Western Metropolitan)	5-14	10713
Sydenham (Western Metropolitan)	15-19	4623
Sydenham (Western Metropolitan)	20-24	2326
Sydenham (Western Metropolitan)	25+	2093
Tarneit (Western Metropolitan)	0-4	1498
Tarneit (Western Metropolitan)	5-14	12887
Tarneit (Western Metropolitan)	15-19	4507
Tarneit (Western Metropolitan)	20-24	2457
Tarneit (Western Metropolitan)	25+	3942
Thomastown (Northern Metropolitan)	0-4	905
Thomastown (Northern Metropolitan)	5-14	7168
Thomastown (Northern Metropolitan)	15-19	2863
Thomastown (Northern Metropolitan)	20-24	1787
Thomastown (Northern Metropolitan)	25+	2573
Warrandyte (Eastern Metropolitan)	0-4	739
Warrandyte (Eastern Metropolitan)	5-14	7418
Warrandyte (Eastern Metropolitan)	15-19	4032
Warrandyte (Eastern Metropolitan)	20-24	2147
Warrandyte (Eastern Metropolitan)	25+	1909
Wendouree (Western Victoria)	0-4	728
Wendouree (Western Victoria)	5-14	6523
Wendouree (Western Victoria)	15-19	2924
Wendouree (Western Victoria)	20-24	1293
Wendouree (Western Victoria)	25+	1850
Werribee (Western Metropolitan)	0-4	836
Werribee (Western Metropolitan)	5-14	8650
Werribee (Western Metropolitan)	15-19	3249
Werribee (Western Metropolitan)	20-24	1533
Werribee (Western Metropolitan)	25+	2583
Williamstown (Western Metropolitan)	0-4	1074
Williamstown (Western Metropolitan)	5-14	7670
Williamstown (Western Metropolitan)	15-19	2831
Williamstown (Western Metropolitan)	20-24	1790
Williamstown (Western Metropolitan)	25+	3010
Yan Yean (Northern Victoria)	0-4	1469
Yan Yean (Northern Victoria)	5-14	11369
Yan Yean (Northern Victoria)	15-19	4040
Yan Yean (Northern Victoria)	20-24	1564
Yan Yean (Northern Victoria)	25+	2275
Yuroke (Northern Metropolitan)	0-4	1311
Yuroke (Northern Metropolitan)	5-14	12501
Yuroke (Northern Metropolitan)	15-19	5158
Yuroke (Northern Metropolitan)	20-24	2461
Yuroke (Northern Metropolitan)	25+	3108
No usual address (Vic.)	0-4	37
No usual address (Vic.)	5-14	259
No usual address (Vic.)	15-19	158
No usual address (Vic.)	20-24	242
No usual address (Vic.)	25+	299
Albert	0-4	1153
Albert	5-14	10623
Albert	15-19	3420
Albert	20-24	975
Albert	25+	2083
Algester	0-4	667
Algester	5-14	7331
Algester	15-19	2807
Algester	20-24	1167
Algester	25+	1877
Ashgrove	0-4	643
Ashgrove	5-14	6469
Ashgrove	15-19	2590
Ashgrove	20-24	1516
Ashgrove	25+	1938
Aspley	0-4	462
Aspley	5-14	5243
Aspley	15-19	2355
Aspley	20-24	1060
Aspley	25+	1498
Barron River	0-4	635
Barron River	5-14	8068
Barron River	15-19	2622
Barron River	20-24	861
Barron River	25+	2420
Beaudesert	0-4	598
Beaudesert	5-14	7674
Beaudesert	15-19	2481
Beaudesert	20-24	535
Beaudesert	25+	1396
Brisbane Central	0-4	326
Brisbane Central	5-14	2627
Brisbane Central	15-19	2241
Brisbane Central	20-24	4516
Brisbane Central	25+	6062
Broadwater	0-4	456
Broadwater	5-14	4103
Broadwater	15-19	1655
Broadwater	20-24	1105
Broadwater	25+	1685
Buderim	0-4	557
Buderim	5-14	6460
Buderim	15-19	2444
Buderim	20-24	937
Buderim	25+	1803
Bulimba	0-4	659
Bulimba	5-14	5945
Bulimba	15-19	2193
Bulimba	20-24	1486
Bulimba	25+	2398
Bundaberg	0-4	389
Bundaberg	5-14	4875
Bundaberg	15-19	1547
Bundaberg	20-24	448
Bundaberg	25+	1136
Bundamba	0-4	1141
Bundamba	5-14	12060
Bundamba	15-19	3700
Bundamba	20-24	1389
Bundamba	25+	3135
Burdekin	0-4	405
Burdekin	5-14	5141
Burdekin	15-19	1735
Burdekin	20-24	495
Burdekin	25+	1018
Burleigh	0-4	605
Burleigh	5-14	5505
Burleigh	15-19	1915
Burleigh	20-24	893
Burleigh	25+	1933
Burnett	0-4	405
Burnett	5-14	5681
Burnett	15-19	1846
Burnett	20-24	313
Burnett	25+	1200
Cairns	0-4	492
Cairns	5-14	5918
Cairns	15-19	2036
Cairns	20-24	807
Cairns	25+	2531
Callide	0-4	388
Callide	5-14	5433
Callide	15-19	1437
Callide	20-24	240
Callide	25+	842
Caloundra	0-4	502
Caloundra	5-14	5880
Caloundra	15-19	2085
Caloundra	20-24	602
Caloundra	25+	1440
Capalaba	0-4	530
Capalaba	5-14	5927
Capalaba	15-19	2132
Capalaba	20-24	794
Capalaba	25+	1270
Chatsworth	0-4	625
Chatsworth	5-14	6667
Chatsworth	15-19	2676
Chatsworth	20-24	1382
Chatsworth	25+	1753
Clayfield	0-4	494
Clayfield	5-14	5129
Clayfield	15-19	2329
Clayfield	20-24	1648
Clayfield	25+	2540
Cleveland	0-4	465
Cleveland	5-14	6122
Cleveland	15-19	2722
Cleveland	20-24	848
Cleveland	25+	1262
Condamine	0-4	674
Condamine	5-14	7983
Condamine	15-19	2614
Condamine	20-24	920
Condamine	25+	1656
Cook	0-4	658
Cook	5-14	6773
Cook	15-19	1494
Cook	20-24	230
Cook	25+	979
Coomera	0-4	1146
Coomera	5-14	9806
Coomera	15-19	3207
Coomera	20-24	1132
Coomera	25+	2125
Currumbin	0-4	506
Currumbin	5-14	5091
Currumbin	15-19	1968
Currumbin	20-24	761
Currumbin	25+	1492
Dalrymple	0-4	453
Dalrymple	5-14	6092
Dalrymple	15-19	1707
Dalrymple	20-24	245
Dalrymple	25+	1002
Everton	0-4	549
Everton	5-14	6219
Everton	15-19	2398
Everton	20-24	1038
Everton	25+	1662
Ferny Grove	0-4	604
Ferny Grove	5-14	6596
Ferny Grove	15-19	2510
Ferny Grove	20-24	890
Ferny Grove	25+	1606
Gaven	0-4	882
Gaven	5-14	7796
Gaven	15-19	2708
Gaven	20-24	890
Gaven	25+	1773
Gladstone	0-4	656
Gladstone	5-14	7820
Gladstone	15-19	2168
Gladstone	20-24	504
Gladstone	25+	1575
Glass House	0-4	514
Glass House	5-14	6760
Glass House	15-19	2218
Glass House	20-24	596
Glass House	25+	1477
Greenslopes	0-4	534
Greenslopes	5-14	5345
Greenslopes	15-19	2073
Greenslopes	20-24	1589
Greenslopes	25+	2405
Gregory	0-4	538
Gregory	5-14	5434
Gregory	15-19	1235
Gregory	20-24	259
Gregory	25+	988
Gympie	0-4	417
Gympie	5-14	5749
Gympie	15-19	1716
Gympie	20-24	337
Gympie	25+	1162
Hervey Bay	0-4	484
Hervey Bay	5-14	5683
Hervey Bay	15-19	1791
Hervey Bay	20-24	351
Hervey Bay	25+	1375
Hinchinbrook	0-4	556
Hinchinbrook	5-14	6281
Hinchinbrook	15-19	1890
Hinchinbrook	20-24	448
Hinchinbrook	25+	1289
Inala	0-4	569
Inala	5-14	7145
Inala	15-19	2836
Inala	20-24	1304
Inala	25+	2103
Indooroopilly	0-4	466
Indooroopilly	5-14	5027
Indooroopilly	15-19	4295
Indooroopilly	20-24	5990
Indooroopilly	25+	3713
Ipswich	0-4	606
Ipswich	5-14	6668
Ipswich	15-19	2215
Ipswich	20-24	800
Ipswich	25+	1813
Ipswich West	0-4	582
Ipswich West	5-14	7396
Ipswich West	15-19	2393
Ipswich West	20-24	756
Ipswich West	25+	1625
Kallangur	0-4	657
Kallangur	5-14	7279
Kallangur	15-19	2223
Kallangur	20-24	808
Kallangur	25+	1630
Kawana	0-4	563
Kawana	5-14	6808
Kawana	15-19	2715
Kawana	20-24	1102
Kawana	25+	1773
Keppel	0-4	485
Keppel	5-14	6915
Keppel	15-19	2378
Keppel	20-24	702
Keppel	25+	1525
Lockyer	0-4	559
Lockyer	5-14	7287
Lockyer	15-19	2552
Lockyer	20-24	970
Lockyer	25+	1555
Logan	0-4	534
Logan	5-14	6947
Logan	15-19	2488
Logan	20-24	723
Logan	25+	1249
Lytton	0-4	569
Lytton	5-14	5947
Lytton	15-19	2260
Lytton	20-24	762
Lytton	25+	1541
Mackay	0-4	399
Mackay	5-14	4860
Mackay	15-19	1570
Mackay	20-24	468
Mackay	25+	1235
Mansfield	0-4	454
Mansfield	5-14	5675
Mansfield	15-19	2823
Mansfield	20-24	2012
Mansfield	25+	2052
Maroochydore	0-4	401
Maroochydore	5-14	4706
Maroochydore	15-19	1748
Maroochydore	20-24	963
Maroochydore	25+	2024
Maryborough	0-4	381
Maryborough	5-14	5497
Maryborough	15-19	1758
Maryborough	20-24	289
Maryborough	25+	1114
Mermaid Beach	0-4	575
Mermaid Beach	5-14	5249
Mermaid Beach	15-19	2605
Mermaid Beach	20-24	1765
Mermaid Beach	25+	2206
Mirani	0-4	515
Mirani	5-14	6586
Mirani	15-19	1983
Mirani	20-24	413
Mirani	25+	1145
Moggill	0-4	632
Moggill	5-14	7066
Moggill	15-19	3111
Moggill	20-24	1489
Moggill	25+	1729
Morayfield	0-4	702
Morayfield	5-14	8358
Morayfield	15-19	2791
Morayfield	20-24	775
Morayfield	25+	1518
Mount Coot-tha	0-4	452
Mount Coot-tha	5-14	4087
Mount Coot-tha	15-19	2352
Mount Coot-tha	20-24	3562
Mount Coot-tha	25+	3225
Mount Isa	0-4	368
Mount Isa	5-14	4031
Mount Isa	15-19	790
Mount Isa	20-24	205
Mount Isa	25+	875
Mount Ommaney	0-4	582
Mount Ommaney	5-14	6001
Mount Ommaney	15-19	2473
Mount Ommaney	20-24	1240
Mount Ommaney	25+	1803
Mudgeeraba	0-4	748
Mudgeeraba	5-14	7417
Mudgeeraba	15-19	2779
Mudgeeraba	20-24	930
Mudgeeraba	25+	1704
Mulgrave	0-4	563
Mulgrave	5-14	7570
Mulgrave	15-19	2113
Mulgrave	20-24	436
Mulgrave	25+	1359
Mundingburra	0-4	414
Mundingburra	5-14	5468
Mundingburra	15-19	2849
Mundingburra	20-24	1984
Mundingburra	25+	2016
Murrumba	0-4	1006
Murrumba	5-14	10573
Murrumba	15-19	3241
Murrumba	20-24	991
Murrumba	25+	2255
Nanango	0-4	438
Nanango	5-14	6215
Nanango	15-19	1695
Nanango	20-24	292
Nanango	25+	1080
Nicklin	0-4	517
Nicklin	5-14	6327
Nicklin	15-19	1913
Nicklin	20-24	581
Nicklin	25+	1609
Noosa	0-4	499
Noosa	5-14	6291
Noosa	15-19	2081
Noosa	20-24	435
Noosa	25+	1382
Nudgee	0-4	586
Nudgee	5-14	5466
Nudgee	15-19	1989
Nudgee	20-24	1336
Nudgee	25+	2429
Pine Rivers	0-4	722
Pine Rivers	5-14	7373
Pine Rivers	15-19	2547
Pine Rivers	20-24	897
Pine Rivers	25+	1762
Pumicestone	0-4	478
Pumicestone	5-14	5632
Pumicestone	15-19	1746
Pumicestone	20-24	491
Pumicestone	25+	1408
Redcliffe	0-4	395
Redcliffe	5-14	4984
Redcliffe	15-19	1781
Redcliffe	20-24	502
Redcliffe	25+	1399
Redlands	0-4	526
Redlands	5-14	6676
Redlands	15-19	2405
Redlands	20-24	711
Redlands	25+	1267
Rockhampton	0-4	456
Rockhampton	5-14	6220
Rockhampton	15-19	2196
Rockhampton	20-24	667
Rockhampton	25+	1566
Sandgate	0-4	586
Sandgate	5-14	5823
Sandgate	15-19	2092
Sandgate	20-24	886
Sandgate	25+	1845
South Brisbane	0-4	315
South Brisbane	5-14	3525
South Brisbane	15-19	2359
South Brisbane	20-24	3757
South Brisbane	25+	5101
Southern Downs	0-4	418
Southern Downs	5-14	5934
Southern Downs	15-19	1792
Southern Downs	20-24	300
Southern Downs	25+	984
Southport	0-4	518
Southport	5-14	5094
Southport	15-19	2840
Southport	20-24	2990
Southport	25+	3077
Springwood	0-4	600
Springwood	5-14	6208
Springwood	15-19	2380
Springwood	20-24	947
Springwood	25+	1715
Stafford	0-4	526
Stafford	5-14	5110
Stafford	15-19	1970
Stafford	20-24	1498
Stafford	25+	2251
Stretton	0-4	646
Stretton	5-14	6903
Stretton	15-19	3128
Stretton	20-24	2670
Stretton	25+	2997
Sunnybank	0-4	508
Sunnybank	5-14	4905
Sunnybank	15-19	2505
Sunnybank	20-24	3199
Sunnybank	25+	3785
Surfers Paradise	0-4	479
Surfers Paradise	5-14	4440
Surfers Paradise	15-19	2082
Surfers Paradise	20-24	1757
Surfers Paradise	25+	2919
Thuringowa	0-4	656
Thuringowa	5-14	7687
Thuringowa	15-19	2604
Thuringowa	20-24	956
Thuringowa	25+	1889
Toowoomba North	0-4	483
Toowoomba North	5-14	6230
Toowoomba North	15-19	2305
Toowoomba North	20-24	793
Toowoomba North	25+	1849
Toowoomba South	0-4	563
Toowoomba South	5-14	6127
Toowoomba South	15-19	2283
Toowoomba South	20-24	965
Toowoomba South	25+	2172
Townsville	0-4	471
Townsville	5-14	5127
Townsville	15-19	1891
Townsville	20-24	989
Townsville	25+	2164
Warrego	0-4	432
Warrego	5-14	4960
Warrego	15-19	1242
Warrego	20-24	248
Warrego	25+	826
Waterford	0-4	820
Waterford	5-14	7979
Waterford	15-19	2621
Waterford	20-24	952
Waterford	25+	1995
Whitsunday	0-4	677
Whitsunday	5-14	7761
Whitsunday	15-19	2265
Whitsunday	20-24	547
Whitsunday	25+	1525
Woodridge	0-4	784
Woodridge	5-14	9054
Woodridge	15-19	2944
Woodridge	20-24	1080
Woodridge	25+	2275
Yeerongpilly	0-4	568
Yeerongpilly	5-14	5064
Yeerongpilly	15-19	2442
Yeerongpilly	20-24	2608
Yeerongpilly	25+	3151
No usual address (Qld)	0-4	25
No usual address (Qld)	5-14	353
No usual address (Qld)	15-19	131
No usual address (Qld)	20-24	169
No usual address (Qld)	25+	295
Migratory - Offshore - Shipping (Qld)	5-14	4
Migratory - Offshore - Shipping (Qld)	15-19	7
Migratory - Offshore - Shipping (Qld)	25+	3
Adelaide	0-4	329
Adelaide	5-14	2636
Adelaide	15-19	2327
Adelaide	20-24	4428
Adelaide	25+	3015
Ashford	0-4	375
Ashford	5-14	3416
Ashford	15-19	1661
Ashford	20-24	1366
Ashford	25+	1974
Bragg	0-4	422
Bragg	5-14	4389
Bragg	15-19	2361
Bragg	20-24	1235
Bragg	25+	1307
Bright	0-4	324
Bright	5-14	3442
Bright	15-19	1533
Bright	20-24	775
Bright	25+	1210
Chaffey	0-4	290
Chaffey	5-14	3879
Chaffey	15-19	1425
Chaffey	20-24	207
Chaffey	25+	616
Cheltenham	0-4	390
Cheltenham	5-14	3684
Cheltenham	15-19	1713
Cheltenham	20-24	1013
Cheltenham	25+	1568
Colton	0-4	338
Colton	5-14	3340
Colton	15-19	1664
Colton	20-24	893
Colton	25+	1093
Croydon	0-4	277
Croydon	5-14	3310
Croydon	15-19	1560
Croydon	20-24	1470
Croydon	25+	1895
Davenport	0-4	412
Davenport	5-14	4092
Davenport	15-19	2024
Davenport	20-24	1289
Davenport	25+	1607
Dunstan	0-4	400
Dunstan	5-14	3270
Dunstan	15-19	1652
Dunstan	20-24	1627
Dunstan	25+	2017
Elder	0-4	368
Elder	5-14	3013
Elder	15-19	1540
Elder	20-24	1425
Elder	25+	1968
Enfield	0-4	430
Enfield	5-14	4165
Enfield	15-19	1804
Enfield	20-24	1441
Enfield	25+	2114
Finniss	0-4	254
Finniss	5-14	3124
Finniss	15-19	1107
Finniss	20-24	227
Finniss	25+	670
Fisher	0-4	341
Fisher	5-14	4115
Fisher	15-19	1836
Fisher	20-24	751
Fisher	25+	1053
Flinders	0-4	346
Flinders	5-14	3879
Flinders	15-19	1185
Flinders	20-24	185
Flinders	25+	629
Florey	0-4	325
Florey	5-14	3165
Florey	15-19	1374
Florey	20-24	760
Florey	25+	1241
Frome	0-4	360
Frome	5-14	3889
Frome	15-19	1426
Frome	20-24	226
Frome	25+	637
Giles	0-4	417
Giles	5-14	3911
Giles	15-19	1234
Giles	20-24	301
Giles	25+	1009
Goyder (SA)	0-4	271
Goyder (SA)	5-14	3350
Goyder (SA)	15-19	1194
Goyder (SA)	20-24	178
Goyder (SA)	25+	517
Hammond	0-4	270
Hammond	5-14	3266
Hammond	15-19	1226
Hammond	20-24	324
Hammond	25+	678
Hartley	0-4	366
Hartley	5-14	3483
Hartley	15-19	1660
Hartley	20-24	1307
Hartley	25+	1757
Heysen	0-4	389
Heysen	5-14	4460
Heysen	15-19	1808
Heysen	20-24	665
Heysen	25+	1039
Kaurna	0-4	428
Kaurna	5-14	4755
Kaurna	15-19	1685
Kaurna	20-24	559
Kaurna	25+	1196
Kavel	0-4	415
Kavel	5-14	4638
Kavel	15-19	1924
Kavel	20-24	696
Kavel	25+	1100
Lee	0-4	317
Lee	5-14	3085
Lee	15-19	1359
Lee	20-24	586
Lee	25+	1128
Light	0-4	452
Light	5-14	4954
Light	15-19	1893
Light	20-24	749
Light	25+	1106
Little Para	0-4	394
Little Para	5-14	4402
Little Para	15-19	1790
Little Para	20-24	706
Little Para	25+	1357
Mackillop	0-4	328
Mackillop	5-14	3819
Mackillop	15-19	1220
Mackillop	20-24	221
Mackillop	25+	559
Mawson	0-4	344
Mawson	5-14	4020
Mawson	15-19	1650
Mawson	20-24	597
Mawson	25+	1031
Mitchell	0-4	379
Mitchell	5-14	3811
Mitchell	15-19	1609
Mitchell	20-24	958
Mitchell	25+	1582
Morialta	0-4	352
Morialta	5-14	3946
Morialta	15-19	2048
Morialta	20-24	1069
Morialta	25+	1182
Morphett	0-4	266
Morphett	5-14	2810
Morphett	15-19	1367
Morphett	20-24	971
Morphett	25+	1223
Mount Gambier	0-4	348
Mount Gambier	5-14	4272
Mount Gambier	15-19	1521
Mount Gambier	20-24	359
Mount Gambier	25+	823
Napier	0-4	512
Napier	5-14	5168
Napier	15-19	1912
Napier	20-24	704
Napier	25+	1292
Newland	0-4	333
Newland	5-14	3764
Newland	15-19	1629
Newland	20-24	645
Newland	25+	1091
Playford	0-4	359
Playford	5-14	3937
Playford	15-19	1643
Playford	20-24	814
Playford	25+	1352
Port Adelaide	0-4	445
Port Adelaide	5-14	4217
Port Adelaide	15-19	1885
Port Adelaide	20-24	1222
Port Adelaide	25+	1801
Ramsay	0-4	375
Ramsay	5-14	4323
Ramsay	15-19	1728
Ramsay	20-24	861
Ramsay	25+	1560
Reynell	0-4	347
Reynell	5-14	3503
Reynell	15-19	1408
Reynell	20-24	585
Reynell	25+	1111
Schubert	0-4	340
Schubert	5-14	4108
Schubert	15-19	1570
Schubert	20-24	361
Schubert	25+	767
Stuart (SA)	0-4	319
Stuart (SA)	5-14	3460
Stuart (SA)	15-19	1155
Stuart (SA)	20-24	213
Stuart (SA)	25+	566
Taylor	0-4	575
Taylor	5-14	5570
Taylor	15-19	1968
Taylor	20-24	775
Taylor	25+	1297
Torrens	0-4	497
Torrens	5-14	3834
Torrens	15-19	1643
Torrens	20-24	1204
Torrens	25+	1985
Unley	0-4	398
Unley	5-14	3724
Unley	15-19	1849
Unley	20-24	1385
Unley	25+	1807
Waite	0-4	365
Waite	5-14	3951
Waite	15-19	1969
Waite	20-24	1184
Waite	25+	1532
West Torrens	0-4	356
West Torrens	5-14	2939
West Torrens	15-19	1471
West Torrens	20-24	1769
West Torrens	25+	2165
Wright	0-4	289
Wright	5-14	4165
Wright	15-19	1955
Wright	20-24	792
Wright	25+	1059
No usual address (SA)	0-4	11
No usual address (SA)	5-14	90
No usual address (SA)	15-19	85
No usual address (SA)	20-24	42
No usual address (SA)	25+	97
Albany (South West)	0-4	345
Albany (South West)	5-14	4412
Albany (South West)	15-19	1550
Albany (South West)	20-24	253
Albany (South West)	25+	865
Alfred Cove (South Metropolitan)	0-4	420
Alfred Cove (South Metropolitan)	5-14	4044
Alfred Cove (South Metropolitan)	15-19	2040
Alfred Cove (South Metropolitan)	20-24	1053
Alfred Cove (South Metropolitan)	25+	1199
Armadale (East Metropolitan)	0-4	670
Armadale (East Metropolitan)	5-14	5400
Armadale (East Metropolitan)	15-19	1811
Armadale (East Metropolitan)	20-24	642
Armadale (East Metropolitan)	25+	1461
Balcatta (North Metropolitan)	0-4	478
Balcatta (North Metropolitan)	5-14	3268
Balcatta (North Metropolitan)	15-19	1262
Balcatta (North Metropolitan)	20-24	999
Balcatta (North Metropolitan)	25+	1840
Bassendean (East Metropolitan)	0-4	438
Bassendean (East Metropolitan)	5-14	3952
Bassendean (East Metropolitan)	15-19	1686
Bassendean (East Metropolitan)	20-24	810
Bassendean (East Metropolitan)	25+	1302
Bateman (South Metropolitan)	0-4	414
Bateman (South Metropolitan)	5-14	3876
Bateman (South Metropolitan)	15-19	2192
Bateman (South Metropolitan)	20-24	1567
Bateman (South Metropolitan)	25+	1495
Belmont (East Metropolitan)	0-4	441
Belmont (East Metropolitan)	5-14	3592
Belmont (East Metropolitan)	15-19	1317
Belmont (East Metropolitan)	20-24	1196
Belmont (East Metropolitan)	25+	2039
Bunbury (South West)	0-4	388
Bunbury (South West)	5-14	3804
Bunbury (South West)	15-19	1290
Bunbury (South West)	20-24	285
Bunbury (South West)	25+	897
Butler (North Metropolitan)	0-4	1316
Butler (North Metropolitan)	5-14	10646
Butler (North Metropolitan)	15-19	3701
Butler (North Metropolitan)	20-24	1347
Butler (North Metropolitan)	25+	2431
Cannington (South Metropolitan)	0-4	565
Cannington (South Metropolitan)	5-14	4475
Cannington (South Metropolitan)	15-19	1902
Cannington (South Metropolitan)	20-24	2092
Cannington (South Metropolitan)	25+	2875
Carine (North Metropolitan)	0-4	517
Carine (North Metropolitan)	5-14	4918
Carine (North Metropolitan)	15-19	1761
Carine (North Metropolitan)	20-24	782
Carine (North Metropolitan)	25+	983
Central Wheatbelt (Agricultural)	0-4	371
Central Wheatbelt (Agricultural)	5-14	3784
Central Wheatbelt (Agricultural)	15-19	989
Central Wheatbelt (Agricultural)	20-24	229
Central Wheatbelt (Agricultural)	25+	593
Churchlands (North Metropolitan)	0-4	605
Churchlands (North Metropolitan)	5-14	5886
Churchlands (North Metropolitan)	15-19	2412
Churchlands (North Metropolitan)	20-24	1314
Churchlands (North Metropolitan)	25+	1738
Cockburn (South Metropolitan)	0-4	741
Cockburn (South Metropolitan)	5-14	5787
Cockburn (South Metropolitan)	15-19	2166
Cockburn (South Metropolitan)	20-24	985
Cockburn (South Metropolitan)	25+	1632
Collie-Preston (South West)	0-4	535
Collie-Preston (South West)	5-14	5544
Collie-Preston (South West)	15-19	2013
Collie-Preston (South West)	20-24	297
Collie-Preston (South West)	25+	931
Cottesloe (North Metropolitan)	0-4	418
Cottesloe (North Metropolitan)	5-14	4493
Cottesloe (North Metropolitan)	15-19	2427
Cottesloe (North Metropolitan)	20-24	1205
Cottesloe (North Metropolitan)	25+	1443
Darling Range (East Metropolitan)	0-4	1083
Darling Range (East Metropolitan)	5-14	8217
Darling Range (East Metropolitan)	15-19	2660
Darling Range (East Metropolitan)	20-24	1002
Darling Range (East Metropolitan)	25+	1921
Dawesville (South West)	0-4	435
Dawesville (South West)	5-14	4524
Dawesville (South West)	15-19	1692
Dawesville (South West)	20-24	438
Dawesville (South West)	25+	903
Eyre (Mining and Pastoral)	0-4	692
Eyre (Mining and Pastoral)	5-14	6402
Eyre (Mining and Pastoral)	15-19	1861
Eyre (Mining and Pastoral)	20-24	368
Eyre (Mining and Pastoral)	25+	1282
Forrestfield (East Metropolitan)	0-4	545
Forrestfield (East Metropolitan)	5-14	5145
Forrestfield (East Metropolitan)	15-19	1824
Forrestfield (East Metropolitan)	20-24	742
Forrestfield (East Metropolitan)	25+	1265
Fremantle (South Metropolitan)	0-4	441
Fremantle (South Metropolitan)	5-14	3866
Fremantle (South Metropolitan)	15-19	1529
Fremantle (South Metropolitan)	20-24	937
Fremantle (South Metropolitan)	25+	1899
Geraldton (Agricultural)	0-4	458
Geraldton (Agricultural)	5-14	4840
Geraldton (Agricultural)	15-19	1673
Geraldton (Agricultural)	20-24	287
Geraldton (Agricultural)	25+	914
Girrawheen (North Metropolitan)	0-4	709
Girrawheen (North Metropolitan)	5-14	6477
Girrawheen (North Metropolitan)	15-19	2739
Girrawheen (North Metropolitan)	20-24	1161
Girrawheen (North Metropolitan)	25+	1607
Gosnells (East Metropolitan)	0-4	545
Gosnells (East Metropolitan)	5-14	4887
Gosnells (East Metropolitan)	15-19	1815
Gosnells (East Metropolitan)	20-24	793
Gosnells (East Metropolitan)	25+	1420
Hillarys (North Metropolitan)	0-4	451
Hillarys (North Metropolitan)	5-14	4355
Hillarys (North Metropolitan)	15-19	1933
Hillarys (North Metropolitan)	20-24	854
Hillarys (North Metropolitan)	25+	888
Jandakot (South Metropolitan)	0-4	617
Jandakot (South Metropolitan)	5-14	5409
Jandakot (South Metropolitan)	15-19	2235
Jandakot (South Metropolitan)	20-24	1125
Jandakot (South Metropolitan)	25+	1395
Joondalup (North Metropolitan)	0-4	485
Joondalup (North Metropolitan)	5-14	3820
Joondalup (North Metropolitan)	15-19	1827
Joondalup (North Metropolitan)	20-24	1160
Joondalup (North Metropolitan)	25+	1470
Kalamunda (East Metropolitan)	0-4	441
Kalamunda (East Metropolitan)	5-14	4557
Kalamunda (East Metropolitan)	15-19	2100
Kalamunda (East Metropolitan)	20-24	686
Kalamunda (East Metropolitan)	25+	1069
Kalgoorlie (Mining and Pastoral)	0-4	46
Kalgoorlie (Mining and Pastoral)	5-14	425
Kalgoorlie (Mining and Pastoral)	15-19	56
Kalgoorlie (Mining and Pastoral)	20-24	18
Kalgoorlie (Mining and Pastoral)	25+	84
