SED_NAME16	Landlord	Rent.min	occupied_private_dwellings_being_rented
Buninyong (Western Victoria)	Person not in same household	11812	244
Buninyong (Western Victoria)	Person not in same household	14437	138
Buninyong (Western Victoria)	Person not in same household	18375	49
Buninyong (Western Victoria)	Person not in same household	23625	15
Buninyong (Western Victoria)	Person not in same household	28875	4
Buninyong (Western Victoria)	Person not in same household	49875	3
Buninyong (Western Victoria)	Real estate agent	0	7
Buninyong (Western Victoria)	Real estate agent	3937	5
Buninyong (Western Victoria)	Real estate agent	5250	91
Buninyong (Western Victoria)	Real estate agent	7875	239
Buninyong (Western Victoria)	Real estate agent	10500	300
Buninyong (Western Victoria)	Real estate agent	11812	1142
Buninyong (Western Victoria)	Real estate agent	14437	928
Buninyong (Western Victoria)	Real estate agent	18375	317
Buninyong (Western Victoria)	Real estate agent	23625	37
Buninyong (Western Victoria)	Real estate agent	28875	12
Buninyong (Western Victoria)	Real estate agent	34125	9
Buninyong (Western Victoria)	Real estate agent	49875	4
Buninyong (Western Victoria)	State or territory housing authority	0	27
Buninyong (Western Victoria)	State or territory housing authority	3937	28
Buninyong (Western Victoria)	State or territory housing authority	5250	266
Buninyong (Western Victoria)	State or territory housing authority	7875	112
Buninyong (Western Victoria)	State or territory housing authority	10500	53
Buninyong (Western Victoria)	State or territory housing authority	11812	52
Buninyong (Western Victoria)	State or territory housing authority	14437	11
Buninyong (Western Victoria)	State or territory housing authority	18375	3
Burwood (Southern Metropolitan)		0	53
Burwood (Southern Metropolitan)		5250	6
Burwood (Southern Metropolitan)		7875	3
Burwood (Southern Metropolitan)		10500	4
Burwood (Southern Metropolitan)		11812	3
Burwood (Southern Metropolitan)		14437	7
Burwood (Southern Metropolitan)		18375	3
Burwood (Southern Metropolitan)		23625	3
Burwood (Southern Metropolitan)		49875	3
Burwood (Southern Metropolitan)	(Other)	0	12
Burwood (Southern Metropolitan)	(Other)	5250	14
Burwood (Southern Metropolitan)	(Other)	7875	14
Burwood (Southern Metropolitan)	(Other)	10500	10
Burwood (Southern Metropolitan)	(Other)	11812	10
Burwood (Southern Metropolitan)	(Other)	14437	12
Burwood (Southern Metropolitan)	(Other)	18375	21
Burwood (Southern Metropolitan)	(Other)	23625	16
Burwood (Southern Metropolitan)	(Other)	28875	5
Burwood (Southern Metropolitan)	(Other)	34125	3
Burwood (Southern Metropolitan)	(Other)	39375	3
Burwood (Southern Metropolitan)	(Other)	44625	4
Burwood (Southern Metropolitan)	Co-op/church group etc	0	9
Burwood (Southern Metropolitan)	Co-op/church group etc	3937	17
Burwood (Southern Metropolitan)	Co-op/church group etc	5250	24
Burwood (Southern Metropolitan)	Co-op/church group etc	7875	64
Burwood (Southern Metropolitan)	Co-op/church group etc	10500	31
Burwood (Southern Metropolitan)	Co-op/church group etc	11812	38
Burwood (Southern Metropolitan)	Co-op/church group etc	14437	20
Burwood (Southern Metropolitan)	Co-op/church group etc	18375	8
Burwood (Southern Metropolitan)	Co-op/church group etc	23625	3
Burwood (Southern Metropolitan)	Person not in same household	0	118
Burwood (Southern Metropolitan)	Person not in same household	3937	7
Burwood (Southern Metropolitan)	Person not in same household	5250	64
Burwood (Southern Metropolitan)	Person not in same household	7875	91
Burwood (Southern Metropolitan)	Person not in same household	10500	58
Burwood (Southern Metropolitan)	Person not in same household	11812	74
Burwood (Southern Metropolitan)	Person not in same household	14437	151
Burwood (Southern Metropolitan)	Person not in same household	18375	220
Burwood (Southern Metropolitan)	Person not in same household	23625	165
Burwood (Southern Metropolitan)	Person not in same household	28875	78
Burwood (Southern Metropolitan)	Person not in same household	34125	51
Burwood (Southern Metropolitan)	Person not in same household	39375	23
Burwood (Southern Metropolitan)	Person not in same household	44625	15
Burwood (Southern Metropolitan)	Person not in same household	49875	38
Burwood (Southern Metropolitan)	Real estate agent	0	14
Burwood (Southern Metropolitan)	Real estate agent	3937	3
Burwood (Southern Metropolitan)	Real estate agent	5250	29
Burwood (Southern Metropolitan)	Real estate agent	7875	58
Burwood (Southern Metropolitan)	Real estate agent	10500	113
Burwood (Southern Metropolitan)	Real estate agent	11812	112
Burwood (Southern Metropolitan)	Real estate agent	14437	353
Burwood (Southern Metropolitan)	Real estate agent	18375	1414
Burwood (Southern Metropolitan)	Real estate agent	23625	848
Burwood (Southern Metropolitan)	Real estate agent	28875	456
Burwood (Southern Metropolitan)	Real estate agent	34125	303
Burwood (Southern Metropolitan)	Real estate agent	39375	126
Burwood (Southern Metropolitan)	Real estate agent	44625	68
Burwood (Southern Metropolitan)	Real estate agent	49875	110
Burwood (Southern Metropolitan)	State or territory housing authority	0	51
Burwood (Southern Metropolitan)	State or territory housing authority	3937	38
Burwood (Southern Metropolitan)	State or territory housing authority	5250	399
Burwood (Southern Metropolitan)	State or territory housing authority	7875	183
Burwood (Southern Metropolitan)	State or territory housing authority	10500	86
Burwood (Southern Metropolitan)	State or territory housing authority	11812	81
Burwood (Southern Metropolitan)	State or territory housing authority	14437	42
Burwood (Southern Metropolitan)	State or territory housing authority	18375	67
Burwood (Southern Metropolitan)	State or territory housing authority	23625	5
Burwood (Southern Metropolitan)	State or territory housing authority	28875	3
Burwood (Southern Metropolitan)	State or territory housing authority	44625	3
Carrum (South-Eastern Metropolitan)		0	40
Carrum (South-Eastern Metropolitan)		5250	3
Carrum (South-Eastern Metropolitan)		10500	3
Carrum (South-Eastern Metropolitan)		11812	11
Carrum (South-Eastern Metropolitan)		14437	6
Carrum (South-Eastern Metropolitan)		18375	7
Carrum (South-Eastern Metropolitan)	(Other)	0	3
Carrum (South-Eastern Metropolitan)	(Other)	3937	4
Carrum (South-Eastern Metropolitan)	(Other)	5250	20
Carrum (South-Eastern Metropolitan)	(Other)	7875	41
Carrum (South-Eastern Metropolitan)	(Other)	10500	46
Carrum (South-Eastern Metropolitan)	(Other)	11812	120
Carrum (South-Eastern Metropolitan)	(Other)	14437	43
Carrum (South-Eastern Metropolitan)	(Other)	18375	16
Carrum (South-Eastern Metropolitan)	(Other)	49875	3
Carrum (South-Eastern Metropolitan)	Co-op/church group etc	0	6
Carrum (South-Eastern Metropolitan)	Co-op/church group etc	3937	9
Carrum (South-Eastern Metropolitan)	Co-op/church group etc	5250	19
Carrum (South-Eastern Metropolitan)	Co-op/church group etc	7875	23
Carrum (South-Eastern Metropolitan)	Co-op/church group etc	10500	3
Carrum (South-Eastern Metropolitan)	Co-op/church group etc	11812	13
Carrum (South-Eastern Metropolitan)	Co-op/church group etc	14437	8
Carrum (South-Eastern Metropolitan)	Co-op/church group etc	18375	10
Carrum (South-Eastern Metropolitan)	Co-op/church group etc	23625	3
Carrum (South-Eastern Metropolitan)	Person not in same household	0	74
Carrum (South-Eastern Metropolitan)	Person not in same household	3937	10
Carrum (South-Eastern Metropolitan)	Person not in same household	5250	43
Carrum (South-Eastern Metropolitan)	Person not in same household	7875	74
Carrum (South-Eastern Metropolitan)	Person not in same household	10500	74
Carrum (South-Eastern Metropolitan)	Person not in same household	11812	160
Carrum (South-Eastern Metropolitan)	Person not in same household	14437	359
Carrum (South-Eastern Metropolitan)	Person not in same household	18375	224
Carrum (South-Eastern Metropolitan)	Person not in same household	23625	36
Carrum (South-Eastern Metropolitan)	Person not in same household	28875	19
Carrum (South-Eastern Metropolitan)	Person not in same household	34125	5
Carrum (South-Eastern Metropolitan)	Person not in same household	39375	3
Carrum (South-Eastern Metropolitan)	Person not in same household	49875	3
Carrum (South-Eastern Metropolitan)	Real estate agent	0	5
Carrum (South-Eastern Metropolitan)	Real estate agent	3937	3
Carrum (South-Eastern Metropolitan)	Real estate agent	5250	15
Carrum (South-Eastern Metropolitan)	Real estate agent	7875	57
Carrum (South-Eastern Metropolitan)	Real estate agent	10500	76
Carrum (South-Eastern Metropolitan)	Real estate agent	11812	343
Carrum (South-Eastern Metropolitan)	Real estate agent	14437	1679
Carrum (South-Eastern Metropolitan)	Real estate agent	18375	1687
Carrum (South-Eastern Metropolitan)	Real estate agent	23625	398
Carrum (South-Eastern Metropolitan)	Real estate agent	28875	123
Carrum (South-Eastern Metropolitan)	Real estate agent	34125	43
Carrum (South-Eastern Metropolitan)	Real estate agent	39375	16
Carrum (South-Eastern Metropolitan)	Real estate agent	44625	3
Carrum (South-Eastern Metropolitan)	Real estate agent	49875	36
Carrum (South-Eastern Metropolitan)	State or territory housing authority	0	25
Carrum (South-Eastern Metropolitan)	State or territory housing authority	3937	15
Carrum (South-Eastern Metropolitan)	State or territory housing authority	5250	167
Carrum (South-Eastern Metropolitan)	State or territory housing authority	7875	57
Carrum (South-Eastern Metropolitan)	State or territory housing authority	10500	18
Carrum (South-Eastern Metropolitan)	State or territory housing authority	11812	33
Carrum (South-Eastern Metropolitan)	State or territory housing authority	14437	35
Carrum (South-Eastern Metropolitan)	State or territory housing authority	18375	7
Caulfield (Southern Metropolitan)		0	106
Caulfield (Southern Metropolitan)		3937	3
Caulfield (Southern Metropolitan)		11812	3
Caulfield (Southern Metropolitan)		14437	3
Caulfield (Southern Metropolitan)		18375	7
Caulfield (Southern Metropolitan)	(Other)	0	5
Caulfield (Southern Metropolitan)	(Other)	5250	4
Caulfield (Southern Metropolitan)	(Other)	7875	10
Caulfield (Southern Metropolitan)	(Other)	11812	8
Caulfield (Southern Metropolitan)	(Other)	14437	6
Caulfield (Southern Metropolitan)	(Other)	18375	10
Caulfield (Southern Metropolitan)	(Other)	23625	10
Caulfield (Southern Metropolitan)	(Other)	28875	10
Caulfield (Southern Metropolitan)	(Other)	49875	5
Caulfield (Southern Metropolitan)	Co-op/church group etc	0	9
Caulfield (Southern Metropolitan)	Co-op/church group etc	3937	15
Caulfield (Southern Metropolitan)	Co-op/church group etc	5250	18
Caulfield (Southern Metropolitan)	Co-op/church group etc	7875	31
Caulfield (Southern Metropolitan)	Co-op/church group etc	10500	3
Caulfield (Southern Metropolitan)	Co-op/church group etc	11812	9
Caulfield (Southern Metropolitan)	Co-op/church group etc	14437	3
Caulfield (Southern Metropolitan)	Co-op/church group etc	18375	3
Caulfield (Southern Metropolitan)	Co-op/church group etc	23625	4
Caulfield (Southern Metropolitan)	Co-op/church group etc	49875	3
Caulfield (Southern Metropolitan)	Person not in same household	0	176
Caulfield (Southern Metropolitan)	Person not in same household	3937	8
Caulfield (Southern Metropolitan)	Person not in same household	5250	54
Caulfield (Southern Metropolitan)	Person not in same household	7875	100
Caulfield (Southern Metropolitan)	Person not in same household	10500	70
Caulfield (Southern Metropolitan)	Person not in same household	11812	136
Caulfield (Southern Metropolitan)	Person not in same household	14437	262
Caulfield (Southern Metropolitan)	Person not in same household	18375	378
Caulfield (Southern Metropolitan)	Person not in same household	23625	230
Caulfield (Southern Metropolitan)	Person not in same household	28875	133
Caulfield (Southern Metropolitan)	Person not in same household	34125	89
Caulfield (Southern Metropolitan)	Person not in same household	39375	51
Caulfield (Southern Metropolitan)	Person not in same household	44625	24
Caulfield (Southern Metropolitan)	Person not in same household	49875	34
Caulfield (Southern Metropolitan)	Real estate agent	0	14
Caulfield (Southern Metropolitan)	Real estate agent	3937	7
Caulfield (Southern Metropolitan)	Real estate agent	5250	21
Caulfield (Southern Metropolitan)	Real estate agent	7875	68
Caulfield (Southern Metropolitan)	Real estate agent	10500	138
Caulfield (Southern Metropolitan)	Real estate agent	11812	785
Caulfield (Southern Metropolitan)	Real estate agent	14437	1390
Caulfield (Southern Metropolitan)	Real estate agent	18375	2417
Caulfield (Southern Metropolitan)	Real estate agent	23625	1242
Caulfield (Southern Metropolitan)	Real estate agent	28875	662
Caulfield (Southern Metropolitan)	Real estate agent	34125	344
Caulfield (Southern Metropolitan)	Real estate agent	39375	174
Caulfield (Southern Metropolitan)	Real estate agent	44625	88
Caulfield (Southern Metropolitan)	Real estate agent	49875	158
Caulfield (Southern Metropolitan)	State or territory housing authority	0	25
Caulfield (Southern Metropolitan)	State or territory housing authority	3937	10
Caulfield (Southern Metropolitan)	State or territory housing authority	5250	108
Caulfield (Southern Metropolitan)	State or territory housing authority	7875	41
Caulfield (Southern Metropolitan)	State or territory housing authority	10500	11
Caulfield (Southern Metropolitan)	State or territory housing authority	14437	6
Caulfield (Southern Metropolitan)	State or territory housing authority	18375	8
Clarinda (South-Eastern Metropolitan)		0	89
Clarinda (South-Eastern Metropolitan)		5250	3
Clarinda (South-Eastern Metropolitan)		7875	3
Clarinda (South-Eastern Metropolitan)		14437	13
Clarinda (South-Eastern Metropolitan)		18375	11
Clarinda (South-Eastern Metropolitan)	(Other)	0	6
Clarinda (South-Eastern Metropolitan)	(Other)	5250	12
Clarinda (South-Eastern Metropolitan)	(Other)	7875	18
Clarinda (South-Eastern Metropolitan)	(Other)	10500	8
Clarinda (South-Eastern Metropolitan)	(Other)	11812	25
Clarinda (South-Eastern Metropolitan)	(Other)	14437	74
Clarinda (South-Eastern Metropolitan)	(Other)	18375	45
Clarinda (South-Eastern Metropolitan)	(Other)	23625	14
Clarinda (South-Eastern Metropolitan)	(Other)	28875	6
Clarinda (South-Eastern Metropolitan)	(Other)	34125	3
Clarinda (South-Eastern Metropolitan)	(Other)	49875	3
Clarinda (South-Eastern Metropolitan)	Co-op/church group etc	0	7
Clarinda (South-Eastern Metropolitan)	Co-op/church group etc	3937	6
Clarinda (South-Eastern Metropolitan)	Co-op/church group etc	5250	18
Clarinda (South-Eastern Metropolitan)	Co-op/church group etc	7875	12
Clarinda (South-Eastern Metropolitan)	Co-op/church group etc	10500	13
Clarinda (South-Eastern Metropolitan)	Co-op/church group etc	11812	8
Clarinda (South-Eastern Metropolitan)	Co-op/church group etc	14437	11
Clarinda (South-Eastern Metropolitan)	Co-op/church group etc	18375	9
Clarinda (South-Eastern Metropolitan)	Co-op/church group etc	23625	3
Clarinda (South-Eastern Metropolitan)	Person not in same household	0	135
Clarinda (South-Eastern Metropolitan)	Person not in same household	3937	11
Clarinda (South-Eastern Metropolitan)	Person not in same household	5250	84
Clarinda (South-Eastern Metropolitan)	Person not in same household	7875	118
Clarinda (South-Eastern Metropolitan)	Person not in same household	10500	73
Clarinda (South-Eastern Metropolitan)	Person not in same household	11812	136
Clarinda (South-Eastern Metropolitan)	Person not in same household	14437	317
Clarinda (South-Eastern Metropolitan)	Person not in same household	18375	329
Clarinda (South-Eastern Metropolitan)	Person not in same household	23625	138
Clarinda (South-Eastern Metropolitan)	Person not in same household	28875	43
Clarinda (South-Eastern Metropolitan)	Person not in same household	34125	26
Clarinda (South-Eastern Metropolitan)	Person not in same household	39375	16
Clarinda (South-Eastern Metropolitan)	Person not in same household	44625	3
Clarinda (South-Eastern Metropolitan)	Person not in same household	49875	11
Clarinda (South-Eastern Metropolitan)	Real estate agent	0	19
Clarinda (South-Eastern Metropolitan)	Real estate agent	3937	12
Clarinda (South-Eastern Metropolitan)	Real estate agent	5250	35
Clarinda (South-Eastern Metropolitan)	Real estate agent	7875	89
Clarinda (South-Eastern Metropolitan)	Real estate agent	10500	71
Clarinda (South-Eastern Metropolitan)	Real estate agent	11812	285
Clarinda (South-Eastern Metropolitan)	Real estate agent	14437	1644
Clarinda (South-Eastern Metropolitan)	Real estate agent	18375	2267
Clarinda (South-Eastern Metropolitan)	Real estate agent	23625	832
Clarinda (South-Eastern Metropolitan)	Real estate agent	28875	290
Clarinda (South-Eastern Metropolitan)	Real estate agent	34125	103
Clarinda (South-Eastern Metropolitan)	Real estate agent	39375	36
Clarinda (South-Eastern Metropolitan)	Real estate agent	44625	9
Clarinda (South-Eastern Metropolitan)	Real estate agent	49875	65
Clarinda (South-Eastern Metropolitan)	State or territory housing authority	0	22
Clarinda (South-Eastern Metropolitan)	State or territory housing authority	3937	24
Clarinda (South-Eastern Metropolitan)	State or territory housing authority	5250	181
Clarinda (South-Eastern Metropolitan)	State or territory housing authority	7875	84
Clarinda (South-Eastern Metropolitan)	State or territory housing authority	10500	37
Clarinda (South-Eastern Metropolitan)	State or territory housing authority	11812	28
Clarinda (South-Eastern Metropolitan)	State or territory housing authority	14437	34
Clarinda (South-Eastern Metropolitan)	State or territory housing authority	18375	39
Clarinda (South-Eastern Metropolitan)	State or territory housing authority	23625	3
Cranbourne (South-Eastern Metropolitan)		0	39
Cranbourne (South-Eastern Metropolitan)		7875	3
Cranbourne (South-Eastern Metropolitan)		11812	9
Cranbourne (South-Eastern Metropolitan)		14437	10
Cranbourne (South-Eastern Metropolitan)		18375	6
Cranbourne (South-Eastern Metropolitan)		39375	3
Cranbourne (South-Eastern Metropolitan)		49875	3
Cranbourne (South-Eastern Metropolitan)	(Other)	0	9
Cranbourne (South-Eastern Metropolitan)	(Other)	3937	4
Cranbourne (South-Eastern Metropolitan)	(Other)	7875	4
Cranbourne (South-Eastern Metropolitan)	(Other)	10500	5
Cranbourne (South-Eastern Metropolitan)	(Other)	11812	9
Cranbourne (South-Eastern Metropolitan)	(Other)	14437	39
Cranbourne (South-Eastern Metropolitan)	(Other)	18375	22
Cranbourne (South-Eastern Metropolitan)	(Other)	23625	7
Cranbourne (South-Eastern Metropolitan)	Co-op/church group etc	5250	3
Cranbourne (South-Eastern Metropolitan)	Co-op/church group etc	7875	9
Cranbourne (South-Eastern Metropolitan)	Co-op/church group etc	10500	3
Cranbourne (South-Eastern Metropolitan)	Co-op/church group etc	11812	12
Cranbourne (South-Eastern Metropolitan)	Co-op/church group etc	14437	15
Cranbourne (South-Eastern Metropolitan)	Co-op/church group etc	18375	3
Cranbourne (South-Eastern Metropolitan)	Person not in same household	0	50
Cranbourne (South-Eastern Metropolitan)	Person not in same household	3937	10
Cranbourne (South-Eastern Metropolitan)	Person not in same household	5250	41
Cranbourne (South-Eastern Metropolitan)	Person not in same household	7875	61
Cranbourne (South-Eastern Metropolitan)	Person not in same household	10500	58
Cranbourne (South-Eastern Metropolitan)	Person not in same household	11812	146
Cranbourne (South-Eastern Metropolitan)	Person not in same household	14437	404
Cranbourne (South-Eastern Metropolitan)	Person not in same household	18375	238
Cranbourne (South-Eastern Metropolitan)	Person not in same household	23625	43
Cranbourne (South-Eastern Metropolitan)	Person not in same household	28875	3
Cranbourne (South-Eastern Metropolitan)	Person not in same household	34125	5
Cranbourne (South-Eastern Metropolitan)	Person not in same household	39375	7
Cranbourne (South-Eastern Metropolitan)	Person not in same household	49875	4
Cranbourne (South-Eastern Metropolitan)	Real estate agent	0	14
Cranbourne (South-Eastern Metropolitan)	Real estate agent	3937	3
Cranbourne (South-Eastern Metropolitan)	Real estate agent	5250	5
Cranbourne (South-Eastern Metropolitan)	Real estate agent	7875	30
Cranbourne (South-Eastern Metropolitan)	Real estate agent	10500	22
Cranbourne (South-Eastern Metropolitan)	Real estate agent	11812	251
Cranbourne (South-Eastern Metropolitan)	Real estate agent	14437	1573
Cranbourne (South-Eastern Metropolitan)	Real estate agent	18375	2485
Cranbourne (South-Eastern Metropolitan)	Real estate agent	23625	209
Cranbourne (South-Eastern Metropolitan)	Real estate agent	28875	36
Cranbourne (South-Eastern Metropolitan)	Real estate agent	34125	15
Cranbourne (South-Eastern Metropolitan)	Real estate agent	39375	7
Cranbourne (South-Eastern Metropolitan)	Real estate agent	44625	4
Cranbourne (South-Eastern Metropolitan)	Real estate agent	49875	29
Cranbourne (South-Eastern Metropolitan)	State or territory housing authority	0	9
Cranbourne (South-Eastern Metropolitan)	State or territory housing authority	3937	10
Cranbourne (South-Eastern Metropolitan)	State or territory housing authority	5250	103
Cranbourne (South-Eastern Metropolitan)	State or territory housing authority	7875	75
Cranbourne (South-Eastern Metropolitan)	State or territory housing authority	10500	29
Cranbourne (South-Eastern Metropolitan)	State or territory housing authority	11812	73
Cranbourne (South-Eastern Metropolitan)	State or territory housing authority	14437	34
Cranbourne (South-Eastern Metropolitan)	State or territory housing authority	18375	8
Cranbourne (South-Eastern Metropolitan)	State or territory housing authority	23625	4
Croydon (Eastern Metropolitan)		0	41
Croydon (Eastern Metropolitan)		7875	3
Croydon (Eastern Metropolitan)		11812	4
Croydon (Eastern Metropolitan)		14437	3
Croydon (Eastern Metropolitan)		18375	3
Croydon (Eastern Metropolitan)	(Other)	3937	3
Croydon (Eastern Metropolitan)	(Other)	5250	3
Croydon (Eastern Metropolitan)	(Other)	10500	3
Croydon (Eastern Metropolitan)	(Other)	11812	6
Croydon (Eastern Metropolitan)	(Other)	14437	18
Croydon (Eastern Metropolitan)	(Other)	18375	8
Croydon (Eastern Metropolitan)	(Other)	23625	4
Croydon (Eastern Metropolitan)	Co-op/church group etc	0	6
Croydon (Eastern Metropolitan)	Co-op/church group etc	3937	3
Croydon (Eastern Metropolitan)	Co-op/church group etc	5250	13
Croydon (Eastern Metropolitan)	Co-op/church group etc	7875	20
Croydon (Eastern Metropolitan)	Co-op/church group etc	10500	9
Croydon (Eastern Metropolitan)	Co-op/church group etc	11812	17
Croydon (Eastern Metropolitan)	Co-op/church group etc	14437	5
Croydon (Eastern Metropolitan)	Co-op/church group etc	18375	6
Croydon (Eastern Metropolitan)	Person not in same household	0	54
Croydon (Eastern Metropolitan)	Person not in same household	3937	3
Croydon (Eastern Metropolitan)	Person not in same household	5250	21
Croydon (Eastern Metropolitan)	Person not in same household	7875	47
Croydon (Eastern Metropolitan)	Person not in same household	10500	56
Croydon (Eastern Metropolitan)	Person not in same household	11812	96
Croydon (Eastern Metropolitan)	Person not in same household	14437	253
Croydon (Eastern Metropolitan)	Person not in same household	18375	235
Croydon (Eastern Metropolitan)	Person not in same household	23625	42
Croydon (Eastern Metropolitan)	Person not in same household	28875	12
Croydon (Eastern Metropolitan)	Person not in same household	39375	3
Croydon (Eastern Metropolitan)	Real estate agent	0	7
Croydon (Eastern Metropolitan)	Real estate agent	3937	3
Croydon (Eastern Metropolitan)	Real estate agent	5250	12
Croydon (Eastern Metropolitan)	Real estate agent	7875	20
Croydon (Eastern Metropolitan)	Real estate agent	10500	50
Croydon (Eastern Metropolitan)	Real estate agent	11812	194
Croydon (Eastern Metropolitan)	Real estate agent	14437	1132
Croydon (Eastern Metropolitan)	Real estate agent	18375	1455
Croydon (Eastern Metropolitan)	Real estate agent	23625	363
Croydon (Eastern Metropolitan)	Real estate agent	28875	64
Croydon (Eastern Metropolitan)	Real estate agent	34125	19
Croydon (Eastern Metropolitan)	Real estate agent	39375	9
Croydon (Eastern Metropolitan)	Real estate agent	44625	3
Croydon (Eastern Metropolitan)	Real estate agent	49875	20
Croydon (Eastern Metropolitan)	State or territory housing authority	0	20
Croydon (Eastern Metropolitan)	State or territory housing authority	3937	15
Croydon (Eastern Metropolitan)	State or territory housing authority	5250	154
Croydon (Eastern Metropolitan)	State or territory housing authority	7875	61
Croydon (Eastern Metropolitan)	State or territory housing authority	10500	31
Croydon (Eastern Metropolitan)	State or territory housing authority	11812	31
Croydon (Eastern Metropolitan)	State or territory housing authority	14437	35
Croydon (Eastern Metropolitan)	State or territory housing authority	18375	26
Croydon (Eastern Metropolitan)	State or territory housing authority	23625	3
Dandenong (South-Eastern Metropolitan)		0	50
Dandenong (South-Eastern Metropolitan)		5250	8
Dandenong (South-Eastern Metropolitan)		7875	13
Dandenong (South-Eastern Metropolitan)		10500	3
Dandenong (South-Eastern Metropolitan)		11812	13
Dandenong (South-Eastern Metropolitan)		14437	21
Dandenong (South-Eastern Metropolitan)		18375	12
Dandenong (South-Eastern Metropolitan)	(Other)	0	5
Dandenong (South-Eastern Metropolitan)	(Other)	3937	3
Dandenong (South-Eastern Metropolitan)	(Other)	5250	11
Dandenong (South-Eastern Metropolitan)	(Other)	7875	32
Dandenong (South-Eastern Metropolitan)	(Other)	10500	32
Dandenong (South-Eastern Metropolitan)	(Other)	11812	52
Dandenong (South-Eastern Metropolitan)	(Other)	14437	115
Dandenong (South-Eastern Metropolitan)	(Other)	18375	81
Dandenong (South-Eastern Metropolitan)	(Other)	23625	9
Dandenong (South-Eastern Metropolitan)	(Other)	28875	7
Dandenong (South-Eastern Metropolitan)	(Other)	49875	4
Dandenong (South-Eastern Metropolitan)	Co-op/church group etc	0	7
Dandenong (South-Eastern Metropolitan)	Co-op/church group etc	3937	4
Dandenong (South-Eastern Metropolitan)	Co-op/church group etc	5250	16
Dandenong (South-Eastern Metropolitan)	Co-op/church group etc	7875	42
Dandenong (South-Eastern Metropolitan)	Co-op/church group etc	10500	19
Dandenong (South-Eastern Metropolitan)	Co-op/church group etc	11812	21
Dandenong (South-Eastern Metropolitan)	Co-op/church group etc	14437	5
Dandenong (South-Eastern Metropolitan)	Co-op/church group etc	18375	5
Dandenong (South-Eastern Metropolitan)	Co-op/church group etc	23625	3
Dandenong (South-Eastern Metropolitan)	Person not in same household	0	98
Dandenong (South-Eastern Metropolitan)	Person not in same household	3937	12
Dandenong (South-Eastern Metropolitan)	Person not in same household	5250	60
Dandenong (South-Eastern Metropolitan)	Person not in same household	7875	99
Dandenong (South-Eastern Metropolitan)	Person not in same household	10500	79
Dandenong (South-Eastern Metropolitan)	Person not in same household	11812	250
Dandenong (South-Eastern Metropolitan)	Person not in same household	14437	546
Dandenong (South-Eastern Metropolitan)	Person not in same household	18375	218
Dandenong (South-Eastern Metropolitan)	Person not in same household	23625	31
Dandenong (South-Eastern Metropolitan)	Person not in same household	28875	10
Dandenong (South-Eastern Metropolitan)	Person not in same household	34125	5
Dandenong (South-Eastern Metropolitan)	Person not in same household	39375	8
Dandenong (South-Eastern Metropolitan)	Person not in same household	49875	8
Dandenong (South-Eastern Metropolitan)	Real estate agent	0	26
Dandenong (South-Eastern Metropolitan)	Real estate agent	3937	9
Dandenong (South-Eastern Metropolitan)	Real estate agent	5250	49
Dandenong (South-Eastern Metropolitan)	Real estate agent	7875	100
Dandenong (South-Eastern Metropolitan)	Real estate agent	10500	198
Dandenong (South-Eastern Metropolitan)	Real estate agent	11812	1386
Dandenong (South-Eastern Metropolitan)	Real estate agent	14437	2862
Dandenong (South-Eastern Metropolitan)	Real estate agent	18375	1152
Dandenong (South-Eastern Metropolitan)	Real estate agent	23625	106
Dandenong (South-Eastern Metropolitan)	Real estate agent	28875	31
Dandenong (South-Eastern Metropolitan)	Real estate agent	34125	14
Dandenong (South-Eastern Metropolitan)	Real estate agent	39375	8
Dandenong (South-Eastern Metropolitan)	Real estate agent	49875	58
Dandenong (South-Eastern Metropolitan)	State or territory housing authority	0	63
Dandenong (South-Eastern Metropolitan)	State or territory housing authority	3937	55
Dandenong (South-Eastern Metropolitan)	State or territory housing authority	5250	482
Dandenong (South-Eastern Metropolitan)	State or territory housing authority	7875	208
Dandenong (South-Eastern Metropolitan)	State or territory housing authority	10500	116
Dandenong (South-Eastern Metropolitan)	State or territory housing authority	11812	108
Dandenong (South-Eastern Metropolitan)	State or territory housing authority	14437	106
Dandenong (South-Eastern Metropolitan)	State or territory housing authority	18375	39
Dandenong (South-Eastern Metropolitan)	State or territory housing authority	23625	6
Eildon (Northern Victoria)		0	128
Eildon (Northern Victoria)		5250	6
Eildon (Northern Victoria)		7875	8
Eildon (Northern Victoria)		11812	3
Eildon (Northern Victoria)		14437	5
Eildon (Northern Victoria)	(Other)	0	66
Eildon (Northern Victoria)	(Other)	3937	10
Eildon (Northern Victoria)	(Other)	5250	25
Eildon (Northern Victoria)	(Other)	7875	33
Eildon (Northern Victoria)	(Other)	10500	21
Eildon (Northern Victoria)	(Other)	11812	11
Eildon (Northern Victoria)	(Other)	14437	17
Eildon (Northern Victoria)	(Other)	18375	7
Eildon (Northern Victoria)	(Other)	28875	3
Eildon (Northern Victoria)	Co-op/church group etc	0	11
Eildon (Northern Victoria)	Co-op/church group etc	5250	14
Eildon (Northern Victoria)	Co-op/church group etc	7875	5
Eildon (Northern Victoria)	Co-op/church group etc	10500	5
Eildon (Northern Victoria)	Co-op/church group etc	14437	3
Eildon (Northern Victoria)	Person not in same household	0	102
Eildon (Northern Victoria)	Person not in same household	3937	13
Eildon (Northern Victoria)	Person not in same household	5250	95
