SED_NAME16	Age5yr	ChildrenEverBorn	females
Kogarah	55-59	3	337
Kogarah	55-59	4	149
Kogarah	55-59	5	40
Kogarah	55-59	6	25
Kogarah	60-64		152
Kogarah	60-64	0	318
Kogarah	60-64	1	617
Kogarah	60-64	2	740
Kogarah	60-64	3	370
Kogarah	60-64	4	134
Kogarah	60-64	5	28
Kogarah	60-64	6	29
Kogarah	65-69		125
Kogarah	65-69	0	210
Kogarah	65-69	1	310
Kogarah	65-69	2	743
Kogarah	65-69	3	350
Kogarah	65-69	4	134
Kogarah	65-69	5	41
Kogarah	65-69	6	22
Kogarah	70-74		96
Kogarah	70-74	0	149
Kogarah	70-74	1	166
Kogarah	70-74	2	585
Kogarah	70-74	3	300
Kogarah	70-74	4	106
Kogarah	70-74	5	43
Kogarah	70-74	6	30
Kogarah	75-79		112
Kogarah	75-79	0	95
Kogarah	75-79	1	120
Kogarah	75-79	2	463
Kogarah	75-79	3	254
Kogarah	75-79	4	106
Kogarah	75-79	5	35
Kogarah	75-79	6	36
Kogarah	80-84		125
Kogarah	80-84	0	81
Kogarah	80-84	1	84
Kogarah	80-84	2	321
Kogarah	80-84	3	231
Kogarah	80-84	4	115
Kogarah	80-84	5	44
Kogarah	80-84	6	46
Kogarah	85+		306
Kogarah	85+	0	131
Kogarah	85+	1	140
Kogarah	85+	2	313
Kogarah	85+	3	215
Kogarah	85+	4	123
Kogarah	85+	5	57
Kogarah	85+	6	84
Ku-ring-gai	15-19		285
Ku-ring-gai	15-19	0	2747
Ku-ring-gai	20-24		186
Ku-ring-gai	20-24	0	1992
Ku-ring-gai	20-24	1	27
Ku-ring-gai	20-24	2	6
Ku-ring-gai	25-29		127
Ku-ring-gai	25-29	0	1443
Ku-ring-gai	25-29	1	169
Ku-ring-gai	25-29	2	60
Ku-ring-gai	25-29	3	10
Ku-ring-gai	30-34		118
Ku-ring-gai	30-34	0	975
Ku-ring-gai	30-34	1	723
Ku-ring-gai	30-34	2	434
Ku-ring-gai	30-34	3	92
Ku-ring-gai	30-34	4	13
Ku-ring-gai	35-39		102
Ku-ring-gai	35-39	0	503
Ku-ring-gai	35-39	1	642
Ku-ring-gai	35-39	2	1145
Ku-ring-gai	35-39	3	317
Ku-ring-gai	35-39	4	59
Ku-ring-gai	35-39	5	6
Ku-ring-gai	35-39	6	4
Ku-ring-gai	40-44		128
Ku-ring-gai	40-44	0	364
Ku-ring-gai	40-44	1	563
Ku-ring-gai	40-44	2	1409
Ku-ring-gai	40-44	3	527
Ku-ring-gai	40-44	4	105
Ku-ring-gai	40-44	5	21
Ku-ring-gai	40-44	6	3
Ku-ring-gai	45-49		122
Ku-ring-gai	45-49	0	331
Ku-ring-gai	45-49	1	525
Ku-ring-gai	45-49	2	1467
Ku-ring-gai	45-49	3	659
Ku-ring-gai	45-49	4	162
Ku-ring-gai	45-49	5	30
Ku-ring-gai	45-49	6	8
Ku-ring-gai	50-54		112
Ku-ring-gai	50-54	0	291
Ku-ring-gai	50-54	1	482
Ku-ring-gai	50-54	2	1267
Ku-ring-gai	50-54	3	609
Ku-ring-gai	50-54	4	157
Ku-ring-gai	50-54	5	29
Ku-ring-gai	50-54	6	16
Ku-ring-gai	55-59		93
Ku-ring-gai	55-59	0	274
Ku-ring-gai	55-59	1	396
Ku-ring-gai	55-59	2	993
Ku-ring-gai	55-59	3	526
Ku-ring-gai	55-59	4	156
Ku-ring-gai	55-59	5	25
Ku-ring-gai	55-59	6	10
Ku-ring-gai	60-64		82
Ku-ring-gai	60-64	0	218
Ku-ring-gai	60-64	1	336
Ku-ring-gai	60-64	2	823
Ku-ring-gai	60-64	3	431
Ku-ring-gai	60-64	4	136
Ku-ring-gai	60-64	5	36
Ku-ring-gai	60-64	6	13
Ku-ring-gai	65-69		81
Ku-ring-gai	65-69	0	182
Ku-ring-gai	65-69	1	244
Ku-ring-gai	65-69	2	831
Ku-ring-gai	65-69	3	456
Ku-ring-gai	65-69	4	124
Ku-ring-gai	65-69	5	22
Ku-ring-gai	65-69	6	15
Ku-ring-gai	70-74		90
Ku-ring-gai	70-74	0	152
Ku-ring-gai	70-74	1	145
Ku-ring-gai	70-74	2	668
Ku-ring-gai	70-74	3	419
Ku-ring-gai	70-74	4	125
Ku-ring-gai	70-74	5	31
Ku-ring-gai	70-74	6	16
Ku-ring-gai	75-79		90
Ku-ring-gai	75-79	0	97
Ku-ring-gai	75-79	1	108
Ku-ring-gai	75-79	2	426
Ku-ring-gai	75-79	3	391
Ku-ring-gai	75-79	4	159
Ku-ring-gai	75-79	5	50
Ku-ring-gai	75-79	6	20
Ku-ring-gai	80-84		93
Ku-ring-gai	80-84	0	111
Ku-ring-gai	80-84	1	100
Ku-ring-gai	80-84	2	331
Ku-ring-gai	80-84	3	301
Ku-ring-gai	80-84	4	156
Ku-ring-gai	80-84	5	41
Ku-ring-gai	80-84	6	47
Ku-ring-gai	85+		293
Ku-ring-gai	85+	0	154
Ku-ring-gai	85+	1	175
Ku-ring-gai	85+	2	497
Ku-ring-gai	85+	3	370
Ku-ring-gai	85+	4	210
Ku-ring-gai	85+	5	77
Ku-ring-gai	85+	6	53
Lake Macquarie	15-19		191
Lake Macquarie	15-19	0	1870
Lake Macquarie	15-19	1	33
Lake Macquarie	15-19	2	3
Lake Macquarie	20-24		113
Lake Macquarie	20-24	0	1478
Lake Macquarie	20-24	1	204
Lake Macquarie	20-24	2	85
Lake Macquarie	20-24	3	14
Lake Macquarie	20-24	4	3
Lake Macquarie	20-24	6	3
Lake Macquarie	25-29		101
Lake Macquarie	25-29	0	966
Lake Macquarie	25-29	1	380
Lake Macquarie	25-29	2	286
Lake Macquarie	25-29	3	96
Lake Macquarie	25-29	4	25
Lake Macquarie	25-29	5	9
Lake Macquarie	30-34		78
Lake Macquarie	30-34	0	502
Lake Macquarie	30-34	1	399
Lake Macquarie	30-34	2	592
Lake Macquarie	30-34	3	229
Lake Macquarie	30-34	4	80
Lake Macquarie	30-34	5	10
Lake Macquarie	30-34	6	6
Lake Macquarie	35-39		51
Lake Macquarie	35-39	0	299
Lake Macquarie	35-39	1	280
Lake Macquarie	35-39	2	689
Lake Macquarie	35-39	3	404
Lake Macquarie	35-39	4	123
Lake Macquarie	35-39	5	21
Lake Macquarie	35-39	6	32
Lake Macquarie	40-44		88
Lake Macquarie	40-44	0	255
Lake Macquarie	40-44	1	306
Lake Macquarie	40-44	2	837
Lake Macquarie	40-44	3	506
Lake Macquarie	40-44	4	151
Lake Macquarie	40-44	5	40
Lake Macquarie	40-44	6	33
Lake Macquarie	45-49		97
Lake Macquarie	45-49	0	242
Lake Macquarie	45-49	1	263
Lake Macquarie	45-49	2	889
Lake Macquarie	45-49	3	507
Lake Macquarie	45-49	4	172
Lake Macquarie	45-49	5	50
Lake Macquarie	45-49	6	27
Lake Macquarie	50-54		114
Lake Macquarie	50-54	0	268
Lake Macquarie	50-54	1	309
Lake Macquarie	50-54	2	914
Lake Macquarie	50-54	3	590
Lake Macquarie	50-54	4	217
Lake Macquarie	50-54	5	62
Lake Macquarie	50-54	6	30
Lake Macquarie	55-59		149
Lake Macquarie	55-59	0	277
Lake Macquarie	55-59	1	270
Lake Macquarie	55-59	2	1028
Lake Macquarie	55-59	3	572
Lake Macquarie	55-59	4	222
Lake Macquarie	55-59	5	85
Lake Macquarie	55-59	6	29
Lake Macquarie	60-64		118
Lake Macquarie	60-64	0	249
Lake Macquarie	60-64	1	235
Lake Macquarie	60-64	2	931
Lake Macquarie	60-64	3	657
Lake Macquarie	60-64	4	245
Lake Macquarie	60-64	5	75
Lake Macquarie	60-64	6	22
Lake Macquarie	65-69		133
Lake Macquarie	65-69	0	211
Lake Macquarie	65-69	1	206
Lake Macquarie	65-69	2	927
Lake Macquarie	65-69	3	687
Lake Macquarie	65-69	4	236
Lake Macquarie	65-69	5	73
Lake Macquarie	65-69	6	36
Lake Macquarie	70-74		136
Lake Macquarie	70-74	0	176
Lake Macquarie	70-74	1	146
Lake Macquarie	70-74	2	705
Lake Macquarie	70-74	3	558
Lake Macquarie	70-74	4	224
Lake Macquarie	70-74	5	71
Lake Macquarie	70-74	6	50
Lake Macquarie	75-79		145
Lake Macquarie	75-79	0	124
Lake Macquarie	75-79	1	86
Lake Macquarie	75-79	2	381
Lake Macquarie	75-79	3	388
Lake Macquarie	75-79	4	233
Lake Macquarie	75-79	5	81
Lake Macquarie	75-79	6	65
Lake Macquarie	80-84		156
Lake Macquarie	80-84	0	92
Lake Macquarie	80-84	1	70
Lake Macquarie	80-84	2	213
Lake Macquarie	80-84	3	262
Lake Macquarie	80-84	4	182
Lake Macquarie	80-84	5	86
Lake Macquarie	80-84	6	65
Lake Macquarie	85+		363
Lake Macquarie	85+	0	85
Lake Macquarie	85+	1	109
Lake Macquarie	85+	2	292
Lake Macquarie	85+	3	266
Lake Macquarie	85+	4	157
Lake Macquarie	85+	5	80
Lake Macquarie	85+	6	82
Lakemba	15-19		462
Lakemba	15-19	0	2387
Lakemba	15-19	1	14
Lakemba	15-19	2	5
Lakemba	15-19	6	4
Lakemba	20-24		382
Lakemba	20-24	0	2432
Lakemba	20-24	1	292
Lakemba	20-24	2	135
Lakemba	20-24	3	33
Lakemba	25-29		339
Lakemba	25-29	0	1799
Lakemba	25-29	1	682
Lakemba	25-29	2	516
Lakemba	25-29	3	226
Lakemba	25-29	4	52
Lakemba	25-29	5	9
Lakemba	25-29	6	10
Lakemba	30-34		287
Lakemba	30-34	0	974
Lakemba	30-34	1	780
Lakemba	30-34	2	869
Lakemba	30-34	3	508
Lakemba	30-34	4	194
Lakemba	30-34	5	72
Lakemba	30-34	6	22
Lakemba	35-39		217
Lakemba	35-39	0	532
Lakemba	35-39	1	442
Lakemba	35-39	2	860
Lakemba	35-39	3	582
Lakemba	35-39	4	325
Lakemba	35-39	5	126
Lakemba	35-39	6	63
Lakemba	40-44		181
Lakemba	40-44	0	416
Lakemba	40-44	1	323
Lakemba	40-44	2	739
Lakemba	40-44	3	531
Lakemba	40-44	4	323
Lakemba	40-44	5	136
Lakemba	40-44	6	102
Lakemba	45-49		173
Lakemba	45-49	0	349
Lakemba	45-49	1	365
Lakemba	45-49	2	692
Lakemba	45-49	3	529
Lakemba	45-49	4	297
Lakemba	45-49	5	151
Lakemba	45-49	6	110
Lakemba	50-54		200
Lakemba	50-54	0	357
Lakemba	50-54	1	399
Lakemba	50-54	2	713
Lakemba	50-54	3	471
Lakemba	50-54	4	295
Lakemba	50-54	5	147
Lakemba	50-54	6	99
Lakemba	55-59		172
Lakemba	55-59	0	314
Lakemba	55-59	1	400
Lakemba	55-59	2	624
Lakemba	55-59	3	410
Lakemba	55-59	4	253
Lakemba	55-59	5	157
Lakemba	55-59	6	139
Lakemba	60-64		145
Lakemba	60-64	0	245
Lakemba	60-64	1	310
Lakemba	60-64	2	494
Lakemba	60-64	3	394
Lakemba	60-64	4	224
Lakemba	60-64	5	103
Lakemba	60-64	6	118
Lakemba	65-69		140
Lakemba	65-69	0	184
Lakemba	65-69	1	195
Lakemba	65-69	2	442
Lakemba	65-69	3	300
Lakemba	65-69	4	155
Lakemba	65-69	5	83
Lakemba	65-69	6	96
Lakemba	70-74		107
Lakemba	70-74	0	132
Lakemba	70-74	1	119
Lakemba	70-74	2	318
Lakemba	70-74	3	244
Lakemba	70-74	4	132
Lakemba	70-74	5	75
Lakemba	70-74	6	99
Lakemba	75-79		123
Lakemba	75-79	0	92
Lakemba	75-79	1	109
Lakemba	75-79	2	289
Lakemba	75-79	3	208
Lakemba	75-79	4	112
Lakemba	75-79	5	46
Lakemba	75-79	6	103
Lakemba	80-84		109
Lakemba	80-84	0	70
Lakemba	80-84	1	71
Lakemba	80-84	2	204
Lakemba	80-84	3	163
Lakemba	80-84	4	99
Lakemba	80-84	5	57
Lakemba	80-84	6	108
Lakemba	85+		169
Lakemba	85+	0	83
Lakemba	85+	1	97
Lakemba	85+	2	239
Lakemba	85+	3	158
Lakemba	85+	4	88
Lakemba	85+	5	53
Lakemba	85+	6	128
Lane Cove	15-19		169
Lane Cove	15-19	0	1730
Lane Cove	15-19	1	3
Lane Cove	15-19	2	3
Lane Cove	20-24		181
Lane Cove	20-24	0	1978
Lane Cove	20-24	1	35
Lane Cove	20-24	2	3
Lane Cove	25-29		251
Lane Cove	25-29	0	2394
Lane Cove	25-29	1	196
Lane Cove	25-29	2	62
Lane Cove	25-29	3	12
Lane Cove	30-34		254
Lane Cove	30-34	0	1823
Lane Cove	30-34	1	813
Lane Cove	30-34	2	467
Lane Cove	30-34	3	60
Lane Cove	30-34	4	8
Lane Cove	30-34	5	3
Lane Cove	35-39		201
Lane Cove	35-39	0	1030
Lane Cove	35-39	1	725
Lane Cove	35-39	2	1015
Lane Cove	35-39	3	312
Lane Cove	35-39	4	44
Lane Cove	35-39	5	12
Lane Cove	35-39	6	3
Lane Cove	40-44		168
Lane Cove	40-44	0	668
Lane Cove	40-44	1	548
Lane Cove	40-44	2	1203
Lane Cove	40-44	3	507
Lane Cove	40-44	4	97
Lane Cove	40-44	5	13
Lane Cove	40-44	6	5
Lane Cove	45-49		120
Lane Cove	45-49	0	592
Lane Cove	45-49	1	482
Lane Cove	45-49	2	1131
Lane Cove	45-49	3	591
Lane Cove	45-49	4	103
Lane Cove	45-49	5	22
Lane Cove	45-49	6	3
Lane Cove	50-54		131
Lane Cove	50-54	0	507
Lane Cove	50-54	1	430
Lane Cove	50-54	2	1043
Lane Cove	50-54	3	501
Lane Cove	50-54	4	126
Lane Cove	50-54	5	21
Lane Cove	50-54	6	8
Lane Cove	55-59		139
Lane Cove	55-59	0	461
Lane Cove	55-59	1	405
Lane Cove	55-59	2	854
Lane Cove	55-59	3	438
Lane Cove	55-59	4	145
Lane Cove	55-59	5	29
Lane Cove	55-59	6	13
Lane Cove	60-64		118
Lane Cove	60-64	0	389
Lane Cove	60-64	1	349
Lane Cove	60-64	2	711
Lane Cove	60-64	3	381
Lane Cove	60-64	4	121
Lane Cove	60-64	5	31
Lane Cove	60-64	6	8
Lane Cove	65-69		105
Lane Cove	65-69	0	310
Lane Cove	65-69	1	284
Lane Cove	65-69	2	718
Lane Cove	65-69	3	366
Lane Cove	65-69	4	116
Lane Cove	65-69	5	26
Lane Cove	65-69	6	24
Lane Cove	70-74		88
Lane Cove	70-74	0	214
Lane Cove	70-74	1	163
Lane Cove	70-74	2	565
Lane Cove	70-74	3	266
Lane Cove	70-74	4	116
Lane Cove	70-74	5	25
Lane Cove	70-74	6	22
Lane Cove	75-79		85
Lane Cove	75-79	0	153
Lane Cove	75-79	1	103
Lane Cove	75-79	2	367
Lane Cove	75-79	3	286
Lane Cove	75-79	4	131
Lane Cove	75-79	5	46
Lane Cove	75-79	6	33
Lane Cove	80-84		94
Lane Cove	80-84	0	118
Lane Cove	80-84	1	92
Lane Cove	80-84	2	260
Lane Cove	80-84	3	216
Lane Cove	80-84	4	125
Lane Cove	80-84	5	39
Lane Cove	80-84	6	48
Lane Cove	85+		299
Lane Cove	85+	0	203
Lane Cove	85+	1	158
Lane Cove	85+	2	353
Lane Cove	85+	3	293
Lane Cove	85+	4	136
Lane Cove	85+	5	69
Lane Cove	85+	6	46
Lismore	15-19		348
Lismore	15-19	0	1847
Lismore	15-19	1	31
Lismore	15-19	6	3
Lismore	20-24		193
Lismore	20-24	0	1296
Lismore	20-24	1	179
Lismore	20-24	2	66
Lismore	20-24	3	13
Lismore	25-29		161
Lismore	25-29	0	767
Lismore	25-29	1	290
Lismore	25-29	2	289
Lismore	25-29	3	106
Lismore	25-29	4	28
Lismore	25-29	5	16
Lismore	25-29	6	3
Lismore	30-34		160
Lismore	30-34	0	430
Lismore	30-34	1	322
Lismore	30-34	2	497
Lismore	30-34	3	304
Lismore	30-34	4	101
Lismore	30-34	5	21
Lismore	30-34	6	14
Lismore	35-39		146
Lismore	35-39	0	384
Lismore	35-39	1	277
Lismore	35-39	2	658
Lismore	35-39	3	367
Lismore	35-39	4	142
Lismore	35-39	5	57
Lismore	35-39	6	36
Lismore	40-44		199
Lismore	40-44	0	361
Lismore	40-44	1	301
Lismore	40-44	2	745
Lismore	40-44	3	454
Lismore	40-44	4	201
Lismore	40-44	5	64
Lismore	40-44	6	36
Lismore	45-49		222
Lismore	45-49	0	382
Lismore	45-49	1	318
Lismore	45-49	2	783
Lismore	45-49	3	544
Lismore	45-49	4	202
Lismore	45-49	5	69
Lismore	45-49	6	45
Lismore	50-54		261
Lismore	50-54	0	436
Lismore	50-54	1	353
Lismore	50-54	2	833
Lismore	50-54	3	591
Lismore	50-54	4	272
Lismore	50-54	5	76
Lismore	50-54	6	53
Lismore	55-59		290
Lismore	55-59	0	428
Lismore	55-59	1	324
Lismore	55-59	2	964
Lismore	55-59	3	737
Lismore	55-59	4	309
Lismore	55-59	5	102
Lismore	55-59	6	73
Lismore	60-64		264
Lismore	60-64	0	344
Lismore	60-64	1	291
Lismore	60-64	2	880
Lismore	60-64	3	707
Lismore	60-64	4	307
Lismore	60-64	5	88
Lismore	60-64	6	54
Lismore	65-69		201
Lismore	65-69	0	301
Lismore	65-69	1	218
Lismore	65-69	2	758
Lismore	65-69	3	596
Lismore	65-69	4	262
Lismore	65-69	5	97
Lismore	65-69	6	37
Lismore	70-74		166
Lismore	70-74	0	151
Lismore	70-74	1	139
Lismore	70-74	2	499
Lismore	70-74	3	461
Lismore	70-74	4	224
Lismore	70-74	5	66
Lismore	70-74	6	51
Lismore	75-79		157
Lismore	75-79	0	127
Lismore	75-79	1	82
Lismore	75-79	2	285
Lismore	75-79	3	284
Lismore	75-79	4	217
Lismore	75-79	5	94
Lismore	75-79	6	85
Lismore	80-84		153
Lismore	80-84	0	68
Lismore	80-84	1	45
Lismore	80-84	2	163
Lismore	80-84	3	215
Lismore	80-84	4	158
Lismore	80-84	5	90
Lismore	80-84	6	94
Lismore	85+		278
Lismore	85+	0	86
Lismore	85+	1	70
Lismore	85+	2	220
Lismore	85+	3	240
Lismore	85+	4	215
Lismore	85+	5	97
Lismore	85+	6	127
Liverpool	15-19		491
Liverpool	15-19	0	2721
Liverpool	15-19	1	29
Liverpool	15-19	2	10
Liverpool	15-19	3	3
Liverpool	20-24		396
Liverpool	20-24	0	2625
Liverpool	20-24	1	273
Liverpool	20-24	2	124
Liverpool	20-24	3	28
Liverpool	20-24	4	3
Liverpool	20-24	6	3
Liverpool	25-29		401
Liverpool	25-29	0	1705
Liverpool	25-29	1	640
Liverpool	25-29	2	458
Liverpool	25-29	3	178
Liverpool	25-29	4	56
Liverpool	25-29	5	8
Liverpool	25-29	6	3
Liverpool	30-34		362
Liverpool	30-34	0	951
Liverpool	30-34	1	764
Liverpool	30-34	2	915
Liverpool	30-34	3	407
Liverpool	30-34	4	147
Liverpool	30-34	5	44
Liverpool	30-34	6	28
Liverpool	35-39		338
Liverpool	35-39	0	483
Liverpool	35-39	1	518
Liverpool	35-39	2	1092
Liverpool	35-39	3	570
Liverpool	35-39	4	284
Liverpool	35-39	5	104
Liverpool	35-39	6	60
Liverpool	40-44		232
Liverpool	40-44	0	345
Liverpool	40-44	1	406
Liverpool	40-44	2	1054
Liverpool	40-44	3	618
Liverpool	40-44	4	277
Liverpool	40-44	5	108
Liverpool	40-44	6	84
Liverpool	45-49		251
Liverpool	45-49	0	292
Liverpool	45-49	1	373
Liverpool	45-49	2	1039
Liverpool	45-49	3	625
Liverpool	45-49	4	299
Liverpool	45-49	5	111
Liverpool	45-49	6	80
Liverpool	50-54		266
Liverpool	50-54	0	299
Liverpool	50-54	1	346
Liverpool	50-54	2	1022
Liverpool	50-54	3	609
Liverpool	50-54	4	301
Liverpool	50-54	5	129
Liverpool	50-54	6	80
Liverpool	55-59		244
Liverpool	55-59	0	250
Liverpool	55-59	1	305
Liverpool	55-59	2	866
Liverpool	55-59	3	546
Liverpool	55-59	4	276
Liverpool	55-59	5	122
Liverpool	55-59	6	94
Liverpool	60-64		199
Liverpool	60-64	0	185
Liverpool	60-64	1	226
Liverpool	60-64	2	621
Liverpool	60-64	3	428
Liverpool	60-64	4	245
Liverpool	60-64	5	105
Liverpool	60-64	6	111
Liverpool	65-69		170
Liverpool	65-69	0	116
Liverpool	65-69	1	148
Liverpool	65-69	2	440
Liverpool	65-69	3	306
Liverpool	65-69	4	179
Liverpool	65-69	5	96
Liverpool	65-69	6	76
Liverpool	70-74		140
Liverpool	70-74	0	68
Liverpool	70-74	1	79
Liverpool	70-74	2	265
Liverpool	70-74	3	272
Liverpool	70-74	4	160
Liverpool	70-74	5	79
Liverpool	70-74	6	94
Liverpool	75-79		121
Liverpool	75-79	0	37
Liverpool	75-79	1	61
Liverpool	75-79	2	220
Liverpool	75-79	3	193
Liverpool	75-79	4	131
Liverpool	75-79	5	85
Liverpool	75-79	6	106
Liverpool	80-84		90
Liverpool	80-84	0	25
Liverpool	80-84	1	51
Liverpool	80-84	2	121
Liverpool	80-84	3	116
Liverpool	80-84	4	83
Liverpool	80-84	5	51
Liverpool	80-84	6	104
Liverpool	85+		68
Liverpool	85+	0	21
Liverpool	85+	1	43
Liverpool	85+	2	91
Liverpool	85+	3	70
Liverpool	85+	4	61
Liverpool	85+	5	41
Liverpool	85+	6	106
Londonderry	15-19		407
Londonderry	15-19	0	2385
Londonderry	15-19	1	62
Londonderry	15-19	2	14
Londonderry	15-19	4	3
Londonderry	15-19	6	3
Londonderry	20-24		373
Londonderry	20-24	0	2383
Londonderry	20-24	1	439
Londonderry	20-24	2	218
Londonderry	20-24	3	42
Londonderry	20-24	4	17
Londonderry	20-24	5	3
Londonderry	20-24	6	3
Londonderry	25-29		343
Londonderry	25-29	0	1712
Londonderry	25-29	1	725
Londonderry	25-29	2	600
Londonderry	25-29	3	252
Londonderry	25-29	4	95
Londonderry	25-29	5	26
Londonderry	25-29	6	22
Londonderry	30-34		331
Londonderry	30-34	0	971
Londonderry	30-34	1	809
Londonderry	30-34	2	966
Londonderry	30-34	3	481
Londonderry	30-34	4	182
Londonderry	30-34	5	74
Londonderry	30-34	6	43
Londonderry	35-39		267
Londonderry	35-39	0	497
Londonderry	35-39	1	504
Londonderry	35-39	2	934
Londonderry	35-39	3	509
Londonderry	35-39	4	238
Londonderry	35-39	5	109
Londonderry	35-39	6	94
Londonderry	40-44		245
Londonderry	40-44	0	407
Londonderry	40-44	1	368
Londonderry	40-44	2	867
Londonderry	40-44	3	605
Londonderry	40-44	4	291
Londonderry	40-44	5	109
Londonderry	40-44	6	127
Londonderry	45-49		221
Londonderry	45-49	0	332
Londonderry	45-49	1	358
Londonderry	45-49	2	734
Londonderry	45-49	3	576
Londonderry	45-49	4	284
Londonderry	45-49	5	130
Londonderry	45-49	6	108
Londonderry	50-54		216
Londonderry	50-54	0	304
Londonderry	50-54	1	303
Londonderry	50-54	2	757
Londonderry	50-54	3	596
Londonderry	50-54	4	280
Londonderry	50-54	5	107
Londonderry	50-54	6	88
Londonderry	55-59		199
Londonderry	55-59	0	249
Londonderry	55-59	1	244
Londonderry	55-59	2	793
Londonderry	55-59	3	595
Londonderry	55-59	4	302
Londonderry	55-59	5	115
Londonderry	55-59	6	96
Londonderry	60-64		184
Londonderry	60-64	0	162
Londonderry	60-64	1	212
Londonderry	60-64	2	699
Londonderry	60-64	3	551
Londonderry	60-64	4	242
Londonderry	60-64	5	79
Londonderry	60-64	6	84
Londonderry	65-69		188
Londonderry	65-69	0	126
Londonderry	65-69	1	174
Londonderry	65-69	2	660
Londonderry	65-69	3	527
Londonderry	65-69	4	271
Londonderry	65-69	5	94
Londonderry	65-69	6	65
Londonderry	70-74		151
Londonderry	70-74	0	82
Londonderry	70-74	1	87
Londonderry	70-74	2	414
Londonderry	70-74	3	350
Londonderry	70-74	4	204
Londonderry	70-74	5	81
Londonderry	70-74	6	82
Londonderry	75-79		128
Londonderry	75-79	0	49
Londonderry	75-79	1	67
Londonderry	75-79	2	203
Londonderry	75-79	3	234
Londonderry	75-79	4	160
Londonderry	75-79	5	79
Londonderry	75-79	6	100
Londonderry	80-84		99
Londonderry	80-84	0	25
Londonderry	80-84	1	43
Londonderry	80-84	2	106
Londonderry	80-84	3	124
Londonderry	80-84	4	97
Londonderry	80-84	5	65
Londonderry	80-84	6	88
Londonderry	85+		97
Londonderry	85+	0	33
Londonderry	85+	1	35
Londonderry	85+	2	92
Londonderry	85+	3	78
Londonderry	85+	4	74
Londonderry	85+	5	41
Londonderry	85+	6	70
Macquarie Fields	15-19		353
Macquarie Fields	15-19	0	2365
Macquarie Fields	15-19	1	28
Macquarie Fields	15-19	2	4
Macquarie Fields	15-19	6	3
Macquarie Fields	20-24		273
Macquarie Fields	20-24	0	2323
Macquarie Fields	20-24	1	224
Macquarie Fields	20-24	2	105
Macquarie Fields	20-24	3	25
Macquarie Fields	20-24	4	3
Macquarie Fields	25-29		247
Macquarie Fields	25-29	0	1652
Macquarie Fields	25-29	1	636
Macquarie Fields	25-29	2	444
Macquarie Fields	25-29	3	157
Macquarie Fields	25-29	4	44
Macquarie Fields	25-29	5	9
Macquarie Fields	25-29	6	3
Macquarie Fields	30-34		205
Macquarie Fields	30-34	0	898
Macquarie Fields	30-34	1	952
Macquarie Fields	30-34	2	1069
Macquarie Fields	30-34	3	357
Macquarie Fields	30-34	4	129
Macquarie Fields	30-34	5	38
Macquarie Fields	30-34	6	23
Macquarie Fields	35-39		181
Macquarie Fields	35-39	0	481
Macquarie Fields	35-39	1	557
Macquarie Fields	35-39	2	1164
Macquarie Fields	35-39	3	500
Macquarie Fields	35-39	4	178
Macquarie Fields	35-39	5	81
Macquarie Fields	35-39	6	38
Macquarie Fields	40-44		145
Macquarie Fields	40-44	0	381
Macquarie Fields	40-44	1	389
Macquarie Fields	40-44	2	1108
Macquarie Fields	40-44	3	506
Macquarie Fields	40-44	4	201
Macquarie Fields	40-44	5	90
Macquarie Fields	40-44	6	52
Macquarie Fields	45-49		155
Macquarie Fields	45-49	0	314
Macquarie Fields	45-49	1	402
Macquarie Fields	45-49	2	995
Macquarie Fields	45-49	3	563
Macquarie Fields	45-49	4	221
Macquarie Fields	45-49	5	96
Macquarie Fields	45-49	6	61
Macquarie Fields	50-54		157
Macquarie Fields	50-54	0	303
Macquarie Fields	50-54	1	372
Macquarie Fields	50-54	2	1105
Macquarie Fields	50-54	3	610
Macquarie Fields	50-54	4	242
Macquarie Fields	50-54	5	82
Macquarie Fields	50-54	6	89
Macquarie Fields	55-59		150
Macquarie Fields	55-59	0	272
Macquarie Fields	55-59	1	293
Macquarie Fields	55-59	2	1059
Macquarie Fields	55-59	3	633
Macquarie Fields	55-59	4	284
Macquarie Fields	55-59	5	97
Macquarie Fields	55-59	6	63
Macquarie Fields	60-64		147
Macquarie Fields	60-64	0	205
Macquarie Fields	60-64	1	245
Macquarie Fields	60-64	2	856
Macquarie Fields	60-64	3	580
Macquarie Fields	60-64	4	241
Macquarie Fields	60-64	5	82
Macquarie Fields	60-64	6	58
Macquarie Fields	65-69		143
Macquarie Fields	65-69	0	139
Macquarie Fields	65-69	1	167
Macquarie Fields	65-69	2	633
Macquarie Fields	65-69	3	453
Macquarie Fields	65-69	4	191
Macquarie Fields	65-69	5	79
Macquarie Fields	65-69	6	45
Macquarie Fields	70-74		99
Macquarie Fields	70-74	0	81
Macquarie Fields	70-74	1	100
Macquarie Fields	70-74	2	325
Macquarie Fields	70-74	3	279
Macquarie Fields	70-74	4	151
Macquarie Fields	70-74	5	56
Macquarie Fields	70-74	6	52
Macquarie Fields	75-79		88
Macquarie Fields	75-79	0	38
Macquarie Fields	75-79	1	42
Macquarie Fields	75-79	2	196
Macquarie Fields	75-79	3	170
Macquarie Fields	75-79	4	115
Macquarie Fields	75-79	5	54
Macquarie Fields	75-79	6	55
Macquarie Fields	80-84		89
Macquarie Fields	80-84	0	41
