SED_NAME16	Age5yr	Indigenous	Sex	persons
Lyons (Rosevears)	50-54	0	M	340
Lyons (Rosevears)	50-54	1	F	6
Lyons (Rosevears)	50-54	1	M	9
Lyons (Rosevears)	55-59		F	28
Lyons (Rosevears)	55-59		M	41
Lyons (Rosevears)	55-59	0	F	448
Lyons (Rosevears)	55-59	0	M	414
Lyons (Rosevears)	55-59	1	F	13
Lyons (Rosevears)	55-59	1	M	7
Lyons (Rosevears)	60-64		F	38
Lyons (Rosevears)	60-64		M	33
Lyons (Rosevears)	60-64	0	F	401
Lyons (Rosevears)	60-64	0	M	408
Lyons (Rosevears)	60-64	1	F	3
Lyons (Rosevears)	60-64	1	M	4
Lyons (Rosevears)	65+		F	83
Lyons (Rosevears)	65+		M	98
Lyons (Rosevears)	65+	0	F	1071
Lyons (Rosevears)	65+	0	M	1101
Lyons (Rosevears)	65+	1	F	3
Lyons (Rosevears)	65+	1	M	10
Lyons (Rumney)	0-4		F	23
Lyons (Rumney)	0-4		M	26
Lyons (Rumney)	0-4	0	F	426
Lyons (Rumney)	0-4	0	M	455
Lyons (Rumney)	0-4	1	F	30
Lyons (Rumney)	0-4	1	M	37
Lyons (Rumney)	5-9		F	33
Lyons (Rumney)	5-9		M	30
Lyons (Rumney)	5-9	0	F	437
Lyons (Rumney)	5-9	0	M	443
Lyons (Rumney)	5-9	1	F	34
Lyons (Rumney)	5-9	1	M	37
Lyons (Rumney)	10-14		F	32
Lyons (Rumney)	10-14		M	30
Lyons (Rumney)	10-14	0	F	406
Lyons (Rumney)	10-14	0	M	457
Lyons (Rumney)	10-14	1	F	42
Lyons (Rumney)	10-14	1	M	43
Lyons (Rumney)	15-19		F	32
Lyons (Rumney)	15-19		M	22
Lyons (Rumney)	15-19	0	F	405
Lyons (Rumney)	15-19	0	M	393
Lyons (Rumney)	15-19	1	F	30
Lyons (Rumney)	15-19	1	M	46
Lyons (Rumney)	20-24		F	35
Lyons (Rumney)	20-24		M	28
Lyons (Rumney)	20-24	0	F	344
Lyons (Rumney)	20-24	0	M	338
Lyons (Rumney)	20-24	1	F	12
Lyons (Rumney)	20-24	1	M	29
Lyons (Rumney)	25-29		F	24
Lyons (Rumney)	25-29		M	29
Lyons (Rumney)	25-29	0	F	388
Lyons (Rumney)	25-29	0	M	394
Lyons (Rumney)	25-29	1	F	21
Lyons (Rumney)	25-29	1	M	17
Lyons (Rumney)	30-34		F	29
Lyons (Rumney)	30-34		M	27
Lyons (Rumney)	30-34	0	F	451
Lyons (Rumney)	30-34	0	M	398
Lyons (Rumney)	30-34	1	F	29
Lyons (Rumney)	30-34	1	M	27
Lyons (Rumney)	35-39		F	33
Lyons (Rumney)	35-39		M	24
Lyons (Rumney)	35-39	0	F	417
Lyons (Rumney)	35-39	0	M	368
Lyons (Rumney)	35-39	1	F	17
Lyons (Rumney)	35-39	1	M	24
Lyons (Rumney)	40-44		F	41
Lyons (Rumney)	40-44		M	35
Lyons (Rumney)	40-44	0	F	471
Lyons (Rumney)	40-44	0	M	466
Lyons (Rumney)	40-44	1	F	15
Lyons (Rumney)	40-44	1	M	25
Lyons (Rumney)	45-49		F	44
Lyons (Rumney)	45-49		M	34
Lyons (Rumney)	45-49	0	F	523
Lyons (Rumney)	45-49	0	M	466
Lyons (Rumney)	45-49	1	F	26
Lyons (Rumney)	45-49	1	M	17
Lyons (Rumney)	50-54		F	40
Lyons (Rumney)	50-54		M	42
Lyons (Rumney)	50-54	0	F	593
Lyons (Rumney)	50-54	0	M	586
Lyons (Rumney)	50-54	1	F	27
Lyons (Rumney)	50-54	1	M	20
Lyons (Rumney)	55-59		F	36
Lyons (Rumney)	55-59		M	50
Lyons (Rumney)	55-59	0	F	658
Lyons (Rumney)	55-59	0	M	599
Lyons (Rumney)	55-59	1	F	20
Lyons (Rumney)	55-59	1	M	22
Lyons (Rumney)	60-64		F	43
Lyons (Rumney)	60-64		M	39
Lyons (Rumney)	60-64	0	F	559
Lyons (Rumney)	60-64	0	M	617
Lyons (Rumney)	60-64	1	F	20
Lyons (Rumney)	60-64	1	M	28
Lyons (Rumney)	65+		F	138
Lyons (Rumney)	65+		M	148
Lyons (Rumney)	65+	0	F	1470
Lyons (Rumney)	65+	0	M	1471
Lyons (Rumney)	65+	1	F	22
Lyons (Rumney)	65+	1	M	23
Lyons (Western Tiers)	0-4		F	50
Lyons (Western Tiers)	0-4		M	44
Lyons (Western Tiers)	0-4	0	F	611
Lyons (Western Tiers)	0-4	0	M	737
Lyons (Western Tiers)	0-4	1	F	54
Lyons (Western Tiers)	0-4	1	M	76
Lyons (Western Tiers)	5-9		F	56
Lyons (Western Tiers)	5-9		M	56
Lyons (Western Tiers)	5-9	0	F	780
Lyons (Western Tiers)	5-9	0	M	863
Lyons (Western Tiers)	5-9	1	F	71
Lyons (Western Tiers)	5-9	1	M	70
Lyons (Western Tiers)	10-14		F	53
Lyons (Western Tiers)	10-14		M	48
Lyons (Western Tiers)	10-14	0	F	838
Lyons (Western Tiers)	10-14	0	M	852
Lyons (Western Tiers)	10-14	1	F	61
Lyons (Western Tiers)	10-14	1	M	63
Lyons (Western Tiers)	15-19		F	53
Lyons (Western Tiers)	15-19		M	62
Lyons (Western Tiers)	15-19	0	F	780
Lyons (Western Tiers)	15-19	0	M	850
Lyons (Western Tiers)	15-19	1	F	51
Lyons (Western Tiers)	15-19	1	M	61
Lyons (Western Tiers)	20-24		F	56
Lyons (Western Tiers)	20-24		M	61
Lyons (Western Tiers)	20-24	0	F	639
Lyons (Western Tiers)	20-24	0	M	705
Lyons (Western Tiers)	20-24	1	F	29
Lyons (Western Tiers)	20-24	1	M	40
Lyons (Western Tiers)	25-29		F	43
Lyons (Western Tiers)	25-29		M	48
Lyons (Western Tiers)	25-29	0	F	626
Lyons (Western Tiers)	25-29	0	M	621
Lyons (Western Tiers)	25-29	1	F	40
Lyons (Western Tiers)	25-29	1	M	33
Lyons (Western Tiers)	30-34		F	50
Lyons (Western Tiers)	30-34		M	46
Lyons (Western Tiers)	30-34	0	F	728
Lyons (Western Tiers)	30-34	0	M	635
Lyons (Western Tiers)	30-34	1	F	47
Lyons (Western Tiers)	30-34	1	M	32
Lyons (Western Tiers)	35-39		F	49
Lyons (Western Tiers)	35-39		M	50
Lyons (Western Tiers)	35-39	0	F	743
Lyons (Western Tiers)	35-39	0	M	671
Lyons (Western Tiers)	35-39	1	F	38
Lyons (Western Tiers)	35-39	1	M	15
Lyons (Western Tiers)	40-44		F	45
Lyons (Western Tiers)	40-44		M	72
Lyons (Western Tiers)	40-44	0	F	890
Lyons (Western Tiers)	40-44	0	M	819
Lyons (Western Tiers)	40-44	1	F	33
Lyons (Western Tiers)	40-44	1	M	29
Lyons (Western Tiers)	45-49		F	72
Lyons (Western Tiers)	45-49		M	74
Lyons (Western Tiers)	45-49	0	F	1086
Lyons (Western Tiers)	45-49	0	M	1003
Lyons (Western Tiers)	45-49	1	F	37
Lyons (Western Tiers)	45-49	1	M	40
Lyons (Western Tiers)	50-54		F	78
Lyons (Western Tiers)	50-54		M	96
Lyons (Western Tiers)	50-54	0	F	1126
Lyons (Western Tiers)	50-54	0	M	1099
Lyons (Western Tiers)	50-54	1	F	38
Lyons (Western Tiers)	50-54	1	M	27
Lyons (Western Tiers)	55-59		F	80
Lyons (Western Tiers)	55-59		M	89
Lyons (Western Tiers)	55-59	0	F	1191
Lyons (Western Tiers)	55-59	0	M	1178
Lyons (Western Tiers)	55-59	1	F	31
Lyons (Western Tiers)	55-59	1	M	38
Lyons (Western Tiers)	60-64		F	89
Lyons (Western Tiers)	60-64		M	93
Lyons (Western Tiers)	60-64	0	F	1163
Lyons (Western Tiers)	60-64	0	M	1142
Lyons (Western Tiers)	60-64	1	F	27
Lyons (Western Tiers)	60-64	1	M	27
Lyons (Western Tiers)	65+		F	264
Lyons (Western Tiers)	65+		M	256
Lyons (Western Tiers)	65+	0	F	3254
Lyons (Western Tiers)	65+	0	M	3153
Lyons (Western Tiers)	65+	1	F	36
Lyons (Western Tiers)	65+	1	M	46
No usual address (Tas.)	0-4	0	F	12
No usual address (Tas.)	0-4	0	M	20
No usual address (Tas.)	0-4	1	M	3
No usual address (Tas.)	5-9	0	F	9
No usual address (Tas.)	5-9	0	M	7
No usual address (Tas.)	10-14	0	F	10
No usual address (Tas.)	10-14	0	M	8
No usual address (Tas.)	15-19		M	3
No usual address (Tas.)	15-19	0	F	31
No usual address (Tas.)	15-19	0	M	23
No usual address (Tas.)	15-19	1	F	3
No usual address (Tas.)	15-19	1	M	3
No usual address (Tas.)	20-24		F	3
No usual address (Tas.)	20-24		M	8
No usual address (Tas.)	20-24	0	F	22
No usual address (Tas.)	20-24	0	M	45
No usual address (Tas.)	20-24	1	F	4
No usual address (Tas.)	20-24	1	M	7
No usual address (Tas.)	25-29		F	5
No usual address (Tas.)	25-29		M	16
No usual address (Tas.)	25-29	0	F	32
No usual address (Tas.)	25-29	0	M	51
No usual address (Tas.)	25-29	1	F	3
No usual address (Tas.)	25-29	1	M	3
No usual address (Tas.)	30-34		F	3
No usual address (Tas.)	30-34		M	9
No usual address (Tas.)	30-34	0	F	23
No usual address (Tas.)	30-34	0	M	43
No usual address (Tas.)	35-39		M	6
No usual address (Tas.)	35-39	0	F	32
No usual address (Tas.)	35-39	0	M	42
No usual address (Tas.)	35-39	1	M	5
No usual address (Tas.)	40-44		M	6
No usual address (Tas.)	40-44	0	F	21
No usual address (Tas.)	40-44	0	M	33
No usual address (Tas.)	40-44	1	M	3
No usual address (Tas.)	45-49		F	5
No usual address (Tas.)	45-49		M	3
No usual address (Tas.)	45-49	0	F	20
No usual address (Tas.)	45-49	0	M	29
No usual address (Tas.)	45-49	1	F	3
No usual address (Tas.)	45-49	1	M	3
No usual address (Tas.)	50-54		F	3
No usual address (Tas.)	50-54		M	7
No usual address (Tas.)	50-54	0	F	24
No usual address (Tas.)	50-54	0	M	26
No usual address (Tas.)	50-54	1	F	3
No usual address (Tas.)	50-54	1	M	3
No usual address (Tas.)	55-59		M	6
No usual address (Tas.)	55-59	0	F	29
No usual address (Tas.)	55-59	0	M	23
No usual address (Tas.)	60-64		F	3
No usual address (Tas.)	60-64		M	3
No usual address (Tas.)	60-64	0	F	26
No usual address (Tas.)	60-64	0	M	23
No usual address (Tas.)	65+		F	9
No usual address (Tas.)	65+		M	10
No usual address (Tas.)	65+	0	F	41
No usual address (Tas.)	65+	0	M	41
No usual address (Tas.)	65+	1	F	3
No usual address (Tas.)	65+	1	M	4
Migratory - Offshore - Shipping (Tas.)	20-24	0	F	4
Migratory - Offshore - Shipping (Tas.)	20-24	0	M	6
Migratory - Offshore - Shipping (Tas.)	25-29	0	M	11
Migratory - Offshore - Shipping (Tas.)	30-34	0	F	4
Migratory - Offshore - Shipping (Tas.)	30-34	0	M	8
Migratory - Offshore - Shipping (Tas.)	40-44	0	M	4
Migratory - Offshore - Shipping (Tas.)	45-49	0	M	9
Migratory - Offshore - Shipping (Tas.)	50-54	0	F	3
Migratory - Offshore - Shipping (Tas.)	50-54	0	M	5
Migratory - Offshore - Shipping (Tas.)	55-59	0	M	4
Migratory - Offshore - Shipping (Tas.)	60-64	0	M	3
Migratory - Offshore - Shipping (Tas.)	65+	0	M	4
Arafura	0-4		F	3
Arafura	0-4		M	4
Arafura	0-4	0	F	13
Arafura	0-4	0	M	15
Arafura	0-4	1	F	314
Arafura	0-4	1	M	306
Arafura	5-9		F	3
Arafura	5-9		M	7
Arafura	5-9	0	F	16
Arafura	5-9	0	M	20
Arafura	5-9	1	F	274
Arafura	5-9	1	M	307
Arafura	10-14		F	3
Arafura	10-14		M	4
Arafura	10-14	0	F	3
Arafura	10-14	0	M	6
Arafura	10-14	1	F	292
Arafura	10-14	1	M	330
Arafura	15-19		M	5
Arafura	15-19	0	F	3
Arafura	15-19	0	M	3
Arafura	15-19	1	F	307
Arafura	15-19	1	M	296
Arafura	20-24		F	5
Arafura	20-24		M	12
Arafura	20-24	0	F	13
Arafura	20-24	0	M	13
Arafura	20-24	1	F	310
Arafura	20-24	1	M	308
Arafura	25-29		F	3
Arafura	25-29		M	14
Arafura	25-29	0	F	28
Arafura	25-29	0	M	29
Arafura	25-29	1	F	295
Arafura	25-29	1	M	312
Arafura	30-34		F	14
Arafura	30-34		M	13
Arafura	30-34	0	F	35
Arafura	30-34	0	M	35
Arafura	30-34	1	F	278
Arafura	30-34	1	M	235
Arafura	35-39		F	10
Arafura	35-39		M	11
Arafura	35-39	0	F	16
Arafura	35-39	0	M	19
Arafura	35-39	1	F	235
Arafura	35-39	1	M	259
Arafura	40-44		F	11
Arafura	40-44		M	6
Arafura	40-44	0	F	20
Arafura	40-44	0	M	23
Arafura	40-44	1	F	258
Arafura	40-44	1	M	251
Arafura	45-49		F	10
Arafura	45-49		M	10
Arafura	45-49	0	F	21
Arafura	45-49	0	M	24
Arafura	45-49	1	F	209
Arafura	45-49	1	M	204
Arafura	50-54		F	4
Arafura	50-54		M	5
Arafura	50-54	0	F	18
Arafura	50-54	0	M	19
Arafura	50-54	1	F	189
Arafura	50-54	1	M	168
Arafura	55-59		F	4
Arafura	55-59		M	6
Arafura	55-59	0	F	37
Arafura	55-59	0	M	34
Arafura	55-59	1	F	126
Arafura	55-59	1	M	103
Arafura	60-64		M	5
Arafura	60-64	0	F	16
Arafura	60-64	0	M	23
Arafura	60-64	1	F	96
Arafura	60-64	1	M	82
Arafura	65+		F	3
Arafura	65+		M	3
Arafura	65+	0	F	6
Arafura	65+	0	M	23
Arafura	65+	1	F	101
Arafura	65+	1	M	85
Araluen	0-4		F	36
Araluen	0-4		M	48
Araluen	0-4	0	F	329
Araluen	0-4	0	M	315
Araluen	0-4	1	F	78
Araluen	0-4	1	M	82
Araluen	5-9		F	42
Araluen	5-9		M	41
Araluen	5-9	0	F	307
Araluen	5-9	0	M	282
Araluen	5-9	1	F	87
Araluen	5-9	1	M	87
Araluen	10-14		F	33
Araluen	10-14		M	26
Araluen	10-14	0	F	247
Araluen	10-14	0	M	259
Araluen	10-14	1	F	79
Araluen	10-14	1	M	78
Araluen	15-19		F	34
Araluen	15-19		M	38
Araluen	15-19	0	F	189
Araluen	15-19	0	M	248
Araluen	15-19	1	F	48
Araluen	15-19	1	M	83
Araluen	20-24		F	41
Araluen	20-24		M	47
Araluen	20-24	0	F	235
Araluen	20-24	0	M	218
Araluen	20-24	1	F	57
Araluen	20-24	1	M	58
Araluen	25-29		F	93
Araluen	25-29		M	65
Araluen	25-29	0	F	453
Araluen	25-29	0	M	331
Araluen	25-29	1	F	74
Araluen	25-29	1	M	47
Araluen	30-34		F	68
Araluen	30-34		M	88
Araluen	30-34	0	F	431
Araluen	30-34	0	M	422
Araluen	30-34	1	F	53
Araluen	30-34	1	M	39
Araluen	35-39		F	51
Araluen	35-39		M	32
Araluen	35-39	0	F	372
Araluen	35-39	0	M	339
Araluen	35-39	1	F	51
Araluen	35-39	1	M	44
Araluen	40-44		F	44
Araluen	40-44		M	55
Araluen	40-44	0	F	298
Araluen	40-44	0	M	323
Araluen	40-44	1	F	71
Araluen	40-44	1	M	51
Araluen	45-49		F	51
Araluen	45-49		M	48
Araluen	45-49	0	F	340
Araluen	45-49	0	M	336
Araluen	45-49	1	F	65
Araluen	45-49	1	M	54
Araluen	50-54		F	40
Araluen	50-54		M	52
Araluen	50-54	0	F	330
Araluen	50-54	0	M	322
Araluen	50-54	1	F	53
Araluen	50-54	1	M	36
Araluen	55-59		F	39
Araluen	55-59		M	35
Araluen	55-59	0	F	290
Araluen	55-59	0	M	304
Araluen	55-59	1	F	43
Araluen	55-59	1	M	20
Araluen	60-64		F	35
Araluen	60-64		M	29
Araluen	60-64	0	F	193
Araluen	60-64	0	M	222
Araluen	60-64	1	F	32
Araluen	60-64	1	M	17
Araluen	65+		F	48
Araluen	65+		M	45
Araluen	65+	0	F	304
Araluen	65+	0	M	297
Araluen	65+	1	F	58
Araluen	65+	1	M	40
Arnhem	0-4		F	11
Arnhem	0-4		M	19
Arnhem	0-4	0	F	76
Arnhem	0-4	0	M	78
Arnhem	0-4	1	F	299
Arnhem	0-4	1	M	312
Arnhem	5-9		F	9
Arnhem	5-9		M	17
Arnhem	5-9	0	F	64
Arnhem	5-9	0	M	80
Arnhem	5-9	1	F	327
Arnhem	5-9	1	M	294
Arnhem	10-14		F	9
Arnhem	10-14		M	8
Arnhem	10-14	0	F	35
Arnhem	10-14	0	M	42
Arnhem	10-14	1	F	303
Arnhem	10-14	1	M	334
Arnhem	15-19		F	13
Arnhem	15-19		M	9
Arnhem	15-19	0	F	9
Arnhem	15-19	0	M	11
Arnhem	15-19	1	F	324
Arnhem	15-19	1	M	377
Arnhem	20-24		F	12
Arnhem	20-24		M	27
Arnhem	20-24	0	F	32
Arnhem	20-24	0	M	37
Arnhem	20-24	1	F	267
Arnhem	20-24	1	M	280
Arnhem	25-29		F	23
Arnhem	25-29		M	19
Arnhem	25-29	0	F	82
Arnhem	25-29	0	M	74
Arnhem	25-29	1	F	296
Arnhem	25-29	1	M	319
Arnhem	30-34		F	22
Arnhem	30-34		M	18
Arnhem	30-34	0	F	106
Arnhem	30-34	0	M	99
Arnhem	30-34	1	F	270
Arnhem	30-34	1	M	230
Arnhem	35-39		F	11
Arnhem	35-39		M	22
Arnhem	35-39	0	F	84
Arnhem	35-39	0	M	99
Arnhem	35-39	1	F	205
Arnhem	35-39	1	M	197
Arnhem	40-44		F	8
Arnhem	40-44		M	20
Arnhem	40-44	0	F	70
Arnhem	40-44	0	M	96
Arnhem	40-44	1	F	208
Arnhem	40-44	1	M	168
Arnhem	45-49		F	27
Arnhem	45-49		M	28
Arnhem	45-49	0	F	68
Arnhem	45-49	0	M	76
Arnhem	45-49	1	F	207
Arnhem	45-49	1	M	167
Arnhem	50-54		F	14
Arnhem	50-54		M	30
Arnhem	50-54	0	F	53
Arnhem	50-54	0	M	89
Arnhem	50-54	1	F	140
Arnhem	50-54	1	M	111
Arnhem	55-59		F	9
Arnhem	55-59		M	15
Arnhem	55-59	0	F	50
Arnhem	55-59	0	M	72
Arnhem	55-59	1	F	87
Arnhem	55-59	1	M	81
Arnhem	60-64		F	13
Arnhem	60-64		M	19
Arnhem	60-64	0	F	39
Arnhem	60-64	0	M	49
Arnhem	60-64	1	F	73
Arnhem	60-64	1	M	57
Arnhem	65+		F	12
Arnhem	65+		M	10
Arnhem	65+	0	F	21
Arnhem	65+	0	M	42
Arnhem	65+	1	F	98
Arnhem	65+	1	M	57
Barkly	0-4		F	14
Barkly	0-4		M	27
Barkly	0-4	0	F	63
Barkly	0-4	0	M	77
Barkly	0-4	1	F	296
Barkly	0-4	1	M	311
Barkly	5-9		F	23
Barkly	5-9		M	14
Barkly	5-9	0	F	61
Barkly	5-9	0	M	55
Barkly	5-9	1	F	285
Barkly	5-9	1	M	322
Barkly	10-14		F	13
Barkly	10-14		M	19
Barkly	10-14	0	F	32
Barkly	10-14	0	M	30
Barkly	10-14	1	F	259
Barkly	10-14	1	M	296
Barkly	15-19		F	15
Barkly	15-19		M	20
Barkly	15-19	0	F	31
Barkly	15-19	0	M	58
Barkly	15-19	1	F	248
Barkly	15-19	1	M	278
Barkly	20-24		F	20
Barkly	20-24		M	35
Barkly	20-24	0	F	73
Barkly	20-24	0	M	96
Barkly	20-24	1	F	269
Barkly	20-24	1	M	263
Barkly	25-29		F	30
Barkly	25-29		M	22
Barkly	25-29	0	F	109
Barkly	25-29	0	M	119
Barkly	25-29	1	F	239
Barkly	25-29	1	M	256
Barkly	30-34		F	18
Barkly	30-34		M	20
Barkly	30-34	0	F	113
Barkly	30-34	0	M	104
Barkly	30-34	1	F	190
Barkly	30-34	1	M	210
Barkly	35-39		F	16
Barkly	35-39		M	17
Barkly	35-39	0	F	75
Barkly	35-39	0	M	96
Barkly	35-39	1	F	187
Barkly	35-39	1	M	162
Barkly	40-44		F	13
Barkly	40-44		M	22
Barkly	40-44	0	F	56
Barkly	40-44	0	M	89
Barkly	40-44	1	F	164
Barkly	40-44	1	M	169
Barkly	45-49		F	26
Barkly	45-49		M	27
Barkly	45-49	0	F	78
Barkly	45-49	0	M	106
Barkly	45-49	1	F	168
Barkly	45-49	1	M	165
Barkly	50-54		F	27
Barkly	50-54		M	28
Barkly	50-54	0	F	93
Barkly	50-54	0	M	103
Barkly	50-54	1	F	140
Barkly	50-54	1	M	129
Barkly	55-59		F	21
Barkly	55-59		M	31
Barkly	55-59	0	F	106
Barkly	55-59	0	M	105
Barkly	55-59	1	F	88
Barkly	55-59	1	M	92
Barkly	60-64		F	14
Barkly	60-64		M	21
Barkly	60-64	0	F	86
Barkly	60-64	0	M	104
Barkly	60-64	1	F	86
Barkly	60-64	1	M	73
Barkly	65+		F	22
Barkly	65+		M	27
Barkly	65+	0	F	109
Barkly	65+	0	M	194
Barkly	65+	1	F	115
Barkly	65+	1	M	97
Blain	0-4		F	33
Blain	0-4		M	36
Blain	0-4	0	F	393
Blain	0-4	0	M	397
Blain	0-4	1	F	64
Blain	0-4	1	M	81
Blain	5-9		F	21
Blain	5-9		M	27
Blain	5-9	0	F	334
Blain	5-9	0	M	328
Blain	5-9	1	F	66
Blain	5-9	1	M	70
Blain	10-14		F	18
Blain	10-14		M	16
Blain	10-14	0	F	251
Blain	10-14	0	M	260
Blain	10-14	1	F	55
Blain	10-14	1	M	76
Blain	15-19		F	21
Blain	15-19		M	22
Blain	15-19	0	F	206
Blain	15-19	0	M	237
Blain	15-19	1	F	53
Blain	15-19	1	M	58
Blain	20-24		F	30
Blain	20-24		M	25
Blain	20-24	0	F	286
Blain	20-24	0	M	281
Blain	20-24	1	F	36
Blain	20-24	1	M	50
Blain	25-29		F	50
Blain	25-29		M	42
Blain	25-29	0	F	375
Blain	25-29	0	M	374
Blain	25-29	1	F	38
Blain	25-29	1	M	32
Blain	30-34		F	29
Blain	30-34		M	30
Blain	30-34	0	F	440
Blain	30-34	0	M	393
Blain	30-34	1	F	30
Blain	30-34	1	M	29
Blain	35-39		F	27
Blain	35-39		M	33
Blain	35-39	0	F	345
Blain	35-39	0	M	349
Blain	35-39	1	F	33
Blain	35-39	1	M	30
Blain	40-44		F	30
Blain	40-44		M	21
Blain	40-44	0	F	301
Blain	40-44	0	M	299
Blain	40-44	1	F	35
Blain	40-44	1	M	24
Blain	45-49		F	33
Blain	45-49		M	25
Blain	45-49	0	F	254
Blain	45-49	0	M	282
Blain	45-49	1	F	32
Blain	45-49	1	M	15
Blain	50-54		F	15
Blain	50-54		M	18
Blain	50-54	0	F	161
Blain	50-54	0	M	185
Blain	50-54	1	F	21
Blain	50-54	1	M	18
Blain	55-59		F	17
Blain	55-59		M	21
Blain	55-59	0	F	154
Blain	55-59	0	M	139
Blain	55-59	1	F	21
Blain	55-59	1	M	14
Blain	60-64		F	4
Blain	60-64		M	11
Blain	60-64	0	F	98
Blain	60-64	0	M	117
Blain	60-64	1	F	13
Blain	60-64	1	M	10
Blain	65+		F	11
Blain	65+		M	18
Blain	65+	0	F	172
Blain	65+	0	M	168
Blain	65+	1	F	18
Blain	65+	1	M	11
Braitling	0-4		F	30
Braitling	0-4		M	49
Braitling	0-4	0	F	222
Braitling	0-4	0	M	272
Braitling	0-4	1	F	85
Braitling	0-4	1	M	86
Braitling	5-9		F	31
Braitling	5-9		M	31
Braitling	5-9	0	F	261
Braitling	5-9	0	M	248
Braitling	5-9	1	F	107
Braitling	5-9	1	M	137
Braitling	10-14		F	26
Braitling	10-14		M	32
Braitling	10-14	0	F	204
Braitling	10-14	0	M	213
Braitling	10-14	1	F	90
Braitling	10-14	1	M	115
Braitling	15-19		F	30
Braitling	15-19		M	30
Braitling	15-19	0	F	176
Braitling	15-19	0	M	225
Braitling	15-19	1	F	94
Braitling	15-19	1	M	101
Braitling	20-24		F	25
Braitling	20-24		M	44
Braitling	20-24	0	F	193
Braitling	20-24	0	M	195
Braitling	20-24	1	F	72
Braitling	20-24	1	M	70
Braitling	25-29		F	61
Braitling	25-29		M	53
Braitling	25-29	0	F	352
Braitling	25-29	0	M	294
Braitling	25-29	1	F	53
Braitling	25-29	1	M	64
Braitling	30-34		F	50
Braitling	30-34		M	44
Braitling	30-34	0	F	348
Braitling	30-34	0	M	313
Braitling	30-34	1	F	81
Braitling	30-34	1	M	71
Braitling	35-39		F	49
Braitling	35-39		M	40
Braitling	35-39	0	F	310
Braitling	35-39	0	M	272
Braitling	35-39	1	F	75
Braitling	35-39	1	M	43
Braitling	40-44		F	38
Braitling	40-44		M	33
Braitling	40-44	0	F	290
Braitling	40-44	0	M	257
Braitling	40-44	1	F	83
Braitling	40-44	1	M	60
Braitling	45-49		F	41
Braitling	45-49		M	44
Braitling	45-49	0	F	302
Braitling	45-49	0	M	258
Braitling	45-49	1	F	76
Braitling	45-49	1	M	47
Braitling	50-54		F	35
Braitling	50-54		M	33
Braitling	50-54	0	F	318
Braitling	50-54	0	M	302
Braitling	50-54	1	F	69
Braitling	50-54	1	M	38
Braitling	55-59		F	43
Braitling	55-59		M	44
Braitling	55-59	0	F	288
Braitling	55-59	0	M	280
Braitling	55-59	1	F	63
Braitling	55-59	1	M	33
Braitling	60-64		F	41
Braitling	60-64		M	40
Braitling	60-64	0	F	239
Braitling	60-64	0	M	243
Braitling	60-64	1	F	40
Braitling	60-64	1	M	24
Braitling	65+		F	62
Braitling	65+		M	50
Braitling	65+	0	F	304
Braitling	65+	0	M	312
Braitling	65+	1	F	66
Braitling	65+	1	M	29
Brennan	0-4		F	24
Brennan	0-4		M	30
Brennan	0-4	0	F	330
Brennan	0-4	0	M	385
Brennan	0-4	1	F	48
Brennan	0-4	1	M	46
Brennan	5-9		F	17
Brennan	5-9		M	38
Brennan	5-9	0	F	272
Brennan	5-9	0	M	308
Brennan	5-9	1	F	46
Brennan	5-9	1	M	53
Brennan	10-14		F	15
Brennan	10-14		M	24
Brennan	10-14	0	F	228
Brennan	10-14	0	M	195
Brennan	10-14	1	F	42
Brennan	10-14	1	M	35
Brennan	15-19		F	15
Brennan	15-19		M	13
Brennan	15-19	0	F	197
Brennan	15-19	0	M	189
Brennan	15-19	1	F	21
Brennan	15-19	1	M	33
Brennan	20-24		F	14
Brennan	20-24		M	21
Brennan	20-24	0	F	259
Brennan	20-24	0	M	249
Brennan	20-24	1	F	31
Brennan	20-24	1	M	43
Brennan	25-29		F	30
Brennan	25-29		M	24
Brennan	25-29	0	F	359
Brennan	25-29	0	M	356
Brennan	25-29	1	F	32
Brennan	25-29	1	M	33
Brennan	30-34		F	19
Brennan	30-34		M	31
Brennan	30-34	0	F	373
Brennan	30-34	0	M	371
Brennan	30-34	1	F	22
Brennan	30-34	1	M	35
Brennan	35-39		F	28
Brennan	35-39		M	27
Brennan	35-39	0	F	350
Brennan	35-39	0	M	328
Brennan	35-39	1	F	26
Brennan	35-39	1	M	19
Brennan	40-44		F	34
Brennan	40-44		M	31
Brennan	40-44	0	F	292
Brennan	40-44	0	M	307
Brennan	40-44	1	F	22
Brennan	40-44	1	M	20
Brennan	45-49		F	22
Brennan	45-49		M	24
Brennan	45-49	0	F	247
Brennan	45-49	0	M	256
Brennan	45-49	1	F	22
Brennan	45-49	1	M	17
Brennan	50-54		F	5
Brennan	50-54		M	22
Brennan	50-54	0	F	187
Brennan	50-54	0	M	209
Brennan	50-54	1	F	14
Brennan	50-54	1	M	22
Brennan	55-59		F	13
Brennan	55-59		M	10
Brennan	55-59	0	F	144
Brennan	55-59	0	M	145
Brennan	55-59	1	F	12
Brennan	55-59	1	M	14
Brennan	60-64		F	13
Brennan	60-64		M	9
Brennan	60-64	0	F	100
Brennan	60-64	0	M	110
Brennan	60-64	1	F	15
Brennan	60-64	1	M	5
Brennan	65+		F	9
Brennan	65+		M	7
Brennan	65+	0	F	160
Brennan	65+	0	M	140
