SED_NAME16	Age	UsualResidence	persons
Sydney	75-84	Visitor from SA	23
Sydney	75-84	Visitor from TAS	9
Sydney	75-84	Visitor from VIC	41
Sydney	75-84	Visitor from WA	28
Sydney	75-84	Visitor same SA2	5
Sydney	85+	Home	1133
Sydney	85+	Visitor from ACT	3
Sydney	85+	Visitor from NSW	158
Sydney	85+	Visitor from VIC	6
Sydney	85+	Visitor from WA	3
Sydney	85+	Visitor same SA2	5
Tamworth	0-14	Home	15026
Tamworth	0-14	Visitor from NSW	488
Tamworth	0-14	Visitor from NT	4
Tamworth	0-14	Visitor from QLD	23
Tamworth	0-14	Visitor from VIC	4
Tamworth	0-14	Visitor same SA2	20
Tamworth	15-24	Home	8089
Tamworth	15-24	Visitor from NSW	617
Tamworth	15-24	Visitor from NT	3
Tamworth	15-24	Visitor from QLD	36
Tamworth	15-24	Visitor from VIC	15
Tamworth	15-24	Visitor from WA	3
Tamworth	15-24	Visitor same SA2	22
Tamworth	25-34	Home	8596
Tamworth	25-34	Visitor from ACT	5
Tamworth	25-34	Visitor from NSW	522
Tamworth	25-34	Visitor from NT	5
Tamworth	25-34	Visitor from QLD	43
Tamworth	25-34	Visitor from SA	7
Tamworth	25-34	Visitor from TAS	3
Tamworth	25-34	Visitor from VIC	26
Tamworth	25-34	Visitor same SA2	21
Tamworth	35-44	Home	8409
Tamworth	35-44	Visitor from NSW	340
Tamworth	35-44	Visitor from QLD	43
Tamworth	35-44	Visitor from SA	3
Tamworth	35-44	Visitor from VIC	16
Tamworth	35-44	Visitor from WA	4
Tamworth	35-44	Visitor same SA2	8
Tamworth	45-54	Home	9310
Tamworth	45-54	Visitor from NSW	409
Tamworth	45-54	Visitor from QLD	48
Tamworth	45-54	Visitor from SA	15
Tamworth	45-54	Visitor from TAS	5
Tamworth	45-54	Visitor from VIC	25
Tamworth	45-54	Visitor from WA	5
Tamworth	45-54	Visitor same SA2	16
Tamworth	55-64	Home	9368
Tamworth	55-64	Visitor from NSW	440
Tamworth	55-64	Visitor from QLD	64
Tamworth	55-64	Visitor from SA	16
Tamworth	55-64	Visitor from TAS	7
Tamworth	55-64	Visitor from VIC	44
Tamworth	55-64	Visitor from WA	7
Tamworth	55-64	Visitor same SA2	12
Tamworth	65-74	Home	7452
Tamworth	65-74	Visitor from ACT	5
Tamworth	65-74	Visitor from NSW	360
Tamworth	65-74	Visitor from QLD	64
Tamworth	65-74	Visitor from SA	18
Tamworth	65-74	Visitor from TAS	6
Tamworth	65-74	Visitor from VIC	58
Tamworth	65-74	Visitor from WA	5
Tamworth	65-74	Visitor same SA2	9
Tamworth	75-84	Home	4464
Tamworth	75-84	Visitor from NSW	188
Tamworth	75-84	Visitor from QLD	16
Tamworth	75-84	Visitor from VIC	13
Tamworth	75-84	Visitor from WA	3
Tamworth	75-84	Visitor same SA2	10
Tamworth	85+	Home	1817
Tamworth	85+	Visitor from NSW	56
Tamworth	85+	Visitor same SA2	9
Terrigal	0-14	Home	13319
Terrigal	0-14	Visitor from ACT	13
Terrigal	0-14	Visitor from NSW	240
Terrigal	0-14	Visitor from QLD	16
Terrigal	0-14	Visitor from SA	14
Terrigal	0-14	Visitor from VIC	12
Terrigal	0-14	Visitor from WA	3
Terrigal	0-14	Visitor same SA2	4
Terrigal	15-24	Home	7766
Terrigal	15-24	Visitor from ACT	4
Terrigal	15-24	Visitor from NSW	297
Terrigal	15-24	Visitor from QLD	10
Terrigal	15-24	Visitor from TAS	5
Terrigal	15-24	Visitor from VIC	12
Terrigal	15-24	Visitor from WA	6
Terrigal	15-24	Visitor same SA2	8
Terrigal	25-34	Home	6407
Terrigal	25-34	Visitor from ACT	10
Terrigal	25-34	Visitor from NSW	312
Terrigal	25-34	Visitor from QLD	21
Terrigal	25-34	Visitor from SA	7
Terrigal	25-34	Visitor from VIC	15
Terrigal	25-34	Visitor from WA	13
Terrigal	25-34	Visitor same SA2	6
Terrigal	35-44	Home	8358
Terrigal	35-44	Visitor from ACT	12
Terrigal	35-44	Visitor from NSW	208
Terrigal	35-44	Visitor from QLD	25
Terrigal	35-44	Visitor from SA	14
Terrigal	35-44	Visitor from VIC	20
Terrigal	35-44	Visitor from WA	13
Terrigal	35-44	Visitor same SA2	3
Terrigal	45-54	Home	9552
Terrigal	45-54	Visitor from ACT	4
Terrigal	45-54	Visitor from NSW	189
Terrigal	45-54	Visitor from NT	3
Terrigal	45-54	Visitor from QLD	14
Terrigal	45-54	Visitor from SA	7
Terrigal	45-54	Visitor from TAS	7
Terrigal	45-54	Visitor from VIC	19
Terrigal	45-54	Visitor from WA	16
Terrigal	45-54	Visitor same SA2	11
Terrigal	55-64	Home	9285
Terrigal	55-64	Visitor from ACT	3
Terrigal	55-64	Visitor from NSW	240
Terrigal	55-64	Visitor from QLD	17
Terrigal	55-64	Visitor from TAS	5
Terrigal	55-64	Visitor from VIC	12
Terrigal	55-64	Visitor from WA	10
Terrigal	55-64	Visitor same SA2	8
Terrigal	65-74	Home	7846
Terrigal	65-74	Visitor from ACT	3
Terrigal	65-74	Visitor from NSW	161
Terrigal	65-74	Visitor from NT	4
Terrigal	65-74	Visitor from OT	3
Terrigal	65-74	Visitor from QLD	17
Terrigal	65-74	Visitor from SA	7
Terrigal	65-74	Visitor from TAS	4
Terrigal	65-74	Visitor from VIC	20
Terrigal	65-74	Visitor from WA	3
Terrigal	65-74	Visitor same SA2	7
Terrigal	75-84	Home	4666
Terrigal	75-84	Visitor from NSW	82
Terrigal	75-84	Visitor from QLD	5
Terrigal	75-84	Visitor from SA	4
Terrigal	75-84	Visitor from VIC	9
Terrigal	75-84	Visitor same SA2	10
Terrigal	85+	Home	2248
Terrigal	85+	Visitor from NSW	61
Terrigal	85+	Visitor same SA2	3
The Entrance	0-14	Home	13336
The Entrance	0-14	Visitor from ACT	7
The Entrance	0-14	Visitor from NSW	249
The Entrance	0-14	Visitor from QLD	17
The Entrance	0-14	Visitor from VIC	14
The Entrance	0-14	Visitor from WA	4
The Entrance	0-14	Visitor same SA2	16
The Entrance	15-24	Home	8122
The Entrance	15-24	Visitor from NSW	328
The Entrance	15-24	Visitor from QLD	11
The Entrance	15-24	Visitor from VIC	4
The Entrance	15-24	Visitor same SA2	18
The Entrance	25-34	Home	7864
The Entrance	25-34	Visitor from ACT	4
The Entrance	25-34	Visitor from NSW	340
The Entrance	25-34	Visitor from QLD	19
The Entrance	25-34	Visitor from VIC	7
The Entrance	25-34	Visitor same SA2	17
The Entrance	35-44	Home	8528
The Entrance	35-44	Visitor from ACT	7
The Entrance	35-44	Visitor from NSW	203
The Entrance	35-44	Visitor from NT	3
The Entrance	35-44	Visitor from QLD	13
The Entrance	35-44	Visitor from VIC	12
The Entrance	35-44	Visitor same SA2	5
The Entrance	45-54	Home	9217
The Entrance	45-54	Visitor from ACT	3
The Entrance	45-54	Visitor from NSW	226
The Entrance	45-54	Visitor from QLD	20
The Entrance	45-54	Visitor from TAS	3
The Entrance	45-54	Visitor from VIC	22
The Entrance	45-54	Visitor from WA	3
The Entrance	45-54	Visitor same SA2	17
The Entrance	55-64	Home	8944
The Entrance	55-64	Visitor from ACT	5
The Entrance	55-64	Visitor from NSW	221
The Entrance	55-64	Visitor from QLD	26
The Entrance	55-64	Visitor from SA	4
The Entrance	55-64	Visitor from TAS	3
The Entrance	55-64	Visitor from VIC	15
The Entrance	55-64	Visitor from WA	9
The Entrance	55-64	Visitor same SA2	8
The Entrance	65-74	Home	7106
The Entrance	65-74	Visitor from ACT	3
The Entrance	65-74	Visitor from NSW	177
The Entrance	65-74	Visitor from NT	3
The Entrance	65-74	Visitor from QLD	13
The Entrance	65-74	Visitor from SA	7
The Entrance	65-74	Visitor from VIC	14
The Entrance	65-74	Visitor from WA	3
The Entrance	65-74	Visitor same SA2	9
The Entrance	75-84	Home	4194
The Entrance	75-84	Visitor from NSW	101
The Entrance	75-84	Visitor from QLD	3
The Entrance	75-84	Visitor from VIC	5
The Entrance	75-84	Visitor same SA2	8
The Entrance	85+	Home	2378
The Entrance	85+	Visitor from NSW	42
The Entrance	85+	Visitor from QLD	3
The Entrance	85+	Visitor same SA2	8
Tweed	0-14	Home	12229
Tweed	0-14	Visitor from ACT	3
Tweed	0-14	Visitor from NSW	201
Tweed	0-14	Visitor from QLD	141
Tweed	0-14	Visitor from SA	11
Tweed	0-14	Visitor from TAS	3
Tweed	0-14	Visitor from VIC	26
Tweed	0-14	Visitor from WA	3
Tweed	0-14	Visitor same SA2	18
Tweed	15-24	Home	7027
Tweed	15-24	Visitor from ACT	3
Tweed	15-24	Visitor from NSW	260
Tweed	15-24	Visitor from QLD	226
Tweed	15-24	Visitor from SA	3
Tweed	15-24	Visitor from VIC	11
Tweed	15-24	Visitor from WA	9
Tweed	15-24	Visitor same SA2	9
Tweed	25-34	Home	6479
Tweed	25-34	Visitor from ACT	4
Tweed	25-34	Visitor from NSW	267
Tweed	25-34	Visitor from NT	3
Tweed	25-34	Visitor from QLD	170
Tweed	25-34	Visitor from SA	4
Tweed	25-34	Visitor from TAS	3
Tweed	25-34	Visitor from VIC	34
Tweed	25-34	Visitor from WA	3
Tweed	25-34	Visitor same SA2	7
Tweed	35-44	Home	8189
Tweed	35-44	Visitor from ACT	3
Tweed	35-44	Visitor from NSW	231
Tweed	35-44	Visitor from QLD	178
Tweed	35-44	Visitor from SA	9
Tweed	35-44	Visitor from VIC	34
Tweed	35-44	Visitor from WA	3
Tweed	35-44	Visitor same SA2	3
Tweed	45-54	Home	9239
Tweed	45-54	Visitor from ACT	6
Tweed	45-54	Visitor from NSW	280
Tweed	45-54	Visitor from QLD	216
Tweed	45-54	Visitor from SA	15
Tweed	45-54	Visitor from TAS	16
Tweed	45-54	Visitor from VIC	71
Tweed	45-54	Visitor from WA	7
Tweed	45-54	Visitor same SA2	14
Tweed	55-64	Home	10312
Tweed	55-64	Visitor from ACT	14
Tweed	55-64	Visitor from NSW	412
Tweed	55-64	Visitor from NT	3
Tweed	55-64	Visitor from QLD	276
Tweed	55-64	Visitor from SA	31
Tweed	55-64	Visitor from TAS	29
Tweed	55-64	Visitor from VIC	170
Tweed	55-64	Visitor from WA	16
Tweed	55-64	Visitor same SA2	24
Tweed	65-74	Home	9592
Tweed	65-74	Visitor from ACT	29
Tweed	65-74	Visitor from NSW	545
Tweed	65-74	Visitor from NT	3
Tweed	65-74	Visitor from QLD	250
Tweed	65-74	Visitor from SA	89
Tweed	65-74	Visitor from TAS	58
Tweed	65-74	Visitor from VIC	488
Tweed	65-74	Visitor from WA	12
Tweed	65-74	Visitor same SA2	15
Tweed	75-84	Home	6254
Tweed	75-84	Visitor from ACT	8
Tweed	75-84	Visitor from NSW	285
Tweed	75-84	Visitor from QLD	82
Tweed	75-84	Visitor from SA	61
Tweed	75-84	Visitor from TAS	36
Tweed	75-84	Visitor from VIC	231
Tweed	75-84	Visitor from WA	4
Tweed	75-84	Visitor same SA2	9
Tweed	85+	Home	2929
Tweed	85+	Visitor from NSW	85
Tweed	85+	Visitor from QLD	17
Tweed	85+	Visitor from SA	7
Tweed	85+	Visitor from TAS	11
Tweed	85+	Visitor from VIC	41
Tweed	85+	Visitor same SA2	7
Upper Hunter	0-14	Home	15015
Upper Hunter	0-14	Visitor from NSW	263
Upper Hunter	0-14	Visitor from NT	3
Upper Hunter	0-14	Visitor from QLD	24
Upper Hunter	0-14	Visitor from VIC	13
Upper Hunter	0-14	Visitor from WA	3
Upper Hunter	0-14	Visitor same SA2	24
Upper Hunter	15-24	Home	8146
Upper Hunter	15-24	Visitor from ACT	9
Upper Hunter	15-24	Visitor from NSW	492
Upper Hunter	15-24	Visitor from NT	9
Upper Hunter	15-24	Visitor from QLD	89
Upper Hunter	15-24	Visitor from SA	13
Upper Hunter	15-24	Visitor from TAS	9
Upper Hunter	15-24	Visitor from VIC	34
Upper Hunter	15-24	Visitor from WA	10
Upper Hunter	15-24	Visitor same SA2	29
Upper Hunter	25-34	Home	8212
Upper Hunter	25-34	Visitor from ACT	4
Upper Hunter	25-34	Visitor from NSW	484
Upper Hunter	25-34	Visitor from NT	11
Upper Hunter	25-34	Visitor from QLD	64
Upper Hunter	25-34	Visitor from SA	7
Upper Hunter	25-34	Visitor from VIC	15
Upper Hunter	25-34	Visitor from WA	14
Upper Hunter	25-34	Visitor same SA2	26
Upper Hunter	35-44	Home	8872
Upper Hunter	35-44	Visitor from NSW	315
Upper Hunter	35-44	Visitor from NT	3
Upper Hunter	35-44	Visitor from QLD	33
Upper Hunter	35-44	Visitor from SA	3
Upper Hunter	35-44	Visitor from VIC	5
Upper Hunter	35-44	Visitor from WA	4
Upper Hunter	35-44	Visitor same SA2	8
Upper Hunter	45-54	Home	10174
Upper Hunter	45-54	Visitor from NSW	340
Upper Hunter	45-54	Visitor from QLD	46
Upper Hunter	45-54	Visitor from SA	9
Upper Hunter	45-54	Visitor from VIC	9
Upper Hunter	45-54	Visitor from WA	5
Upper Hunter	45-54	Visitor same SA2	15
Upper Hunter	55-64	Home	9242
Upper Hunter	55-64	Visitor from ACT	3
Upper Hunter	55-64	Visitor from NSW	412
Upper Hunter	55-64	Visitor from QLD	47
Upper Hunter	55-64	Visitor from SA	4
Upper Hunter	55-64	Visitor from TAS	5
Upper Hunter	55-64	Visitor from VIC	17
Upper Hunter	55-64	Visitor from WA	3
Upper Hunter	55-64	Visitor same SA2	24
Upper Hunter	65-74	Home	6818
Upper Hunter	65-74	Visitor from NSW	290
Upper Hunter	65-74	Visitor from QLD	36
Upper Hunter	65-74	Visitor from SA	7
Upper Hunter	65-74	Visitor from TAS	5
Upper Hunter	65-74	Visitor from VIC	19
Upper Hunter	65-74	Visitor from WA	5
Upper Hunter	65-74	Visitor same SA2	10
Upper Hunter	75-84	Home	3683
Upper Hunter	75-84	Visitor from NSW	135
Upper Hunter	75-84	Visitor from QLD	12
Upper Hunter	75-84	Visitor from SA	5
Upper Hunter	75-84	Visitor from VIC	9
Upper Hunter	75-84	Visitor from WA	3
Upper Hunter	75-84	Visitor same SA2	5
Upper Hunter	85+	Home	1377
Upper Hunter	85+	Visitor from NSW	52
Vaucluse	0-14	Home	12503
Vaucluse	0-14	Visitor from NSW	290
Vaucluse	0-14	Visitor from QLD	6
Vaucluse	0-14	Visitor from SA	3
Vaucluse	0-14	Visitor from VIC	9
Vaucluse	0-14	Visitor from WA	3
Vaucluse	0-14	Visitor same SA2	8
Vaucluse	15-24	Home	7505
Vaucluse	15-24	Visitor from ACT	5
Vaucluse	15-24	Visitor from NSW	376
Vaucluse	15-24	Visitor from QLD	15
Vaucluse	15-24	Visitor from SA	3
Vaucluse	15-24	Visitor from TAS	8
Vaucluse	15-24	Visitor from VIC	13
Vaucluse	15-24	Visitor from WA	7
Vaucluse	15-24	Visitor same SA2	12
Vaucluse	25-34	Home	15459
Vaucluse	25-34	Visitor from ACT	3
Vaucluse	25-34	Visitor from NSW	461
Vaucluse	25-34	Visitor from NT	3
Vaucluse	25-34	Visitor from QLD	33
Vaucluse	25-34	Visitor from SA	3
Vaucluse	25-34	Visitor from VIC	63
Vaucluse	25-34	Visitor from WA	20
Vaucluse	25-34	Visitor same SA2	12
Vaucluse	35-44	Home	12135
Vaucluse	35-44	Visitor from ACT	3
Vaucluse	35-44	Visitor from NSW	267
Vaucluse	35-44	Visitor from NT	3
Vaucluse	35-44	Visitor from QLD	23
Vaucluse	35-44	Visitor from SA	10
Vaucluse	35-44	Visitor from VIC	36
Vaucluse	35-44	Visitor from WA	11
Vaucluse	35-44	Visitor same SA2	3
Vaucluse	45-54	Home	9405
Vaucluse	45-54	Visitor from ACT	13
Vaucluse	45-54	Visitor from NSW	241
Vaucluse	45-54	Visitor from QLD	32
Vaucluse	45-54	Visitor from SA	13
Vaucluse	45-54	Visitor from VIC	37
Vaucluse	45-54	Visitor from WA	13
Vaucluse	45-54	Visitor same SA2	3
Vaucluse	55-64	Home	7452
Vaucluse	55-64	Visitor from ACT	9
Vaucluse	55-64	Visitor from NSW	221
Vaucluse	55-64	Visitor from QLD	31
Vaucluse	55-64	Visitor from SA	19
Vaucluse	55-64	Visitor from TAS	8
Vaucluse	55-64	Visitor from VIC	13
Vaucluse	55-64	Visitor from WA	11
Vaucluse	55-64	Visitor same SA2	3
Vaucluse	65-74	Home	6406
Vaucluse	65-74	Visitor from ACT	13
Vaucluse	65-74	Visitor from NSW	202
Vaucluse	65-74	Visitor from QLD	23
Vaucluse	65-74	Visitor from SA	11
Vaucluse	65-74	Visitor from TAS	5
Vaucluse	65-74	Visitor from VIC	34
Vaucluse	65-74	Visitor from WA	4
Vaucluse	65-74	Visitor same SA2	7
Vaucluse	75-84	Home	3470
Vaucluse	75-84	Visitor from ACT	4
Vaucluse	75-84	Visitor from NSW	112
Vaucluse	75-84	Visitor from QLD	9
Vaucluse	75-84	Visitor from SA	4
Vaucluse	75-84	Visitor from VIC	4
Vaucluse	75-84	Visitor same SA2	4
Vaucluse	85+	Home	1867
Vaucluse	85+	Visitor from NSW	52
Vaucluse	85+	Visitor from QLD	3
Vaucluse	85+	Visitor same SA2	3
Wagga Wagga	0-14	Home	15009
Wagga Wagga	0-14	Visitor from ACT	5
Wagga Wagga	0-14	Visitor from NSW	304
Wagga Wagga	0-14	Visitor from QLD	20
Wagga Wagga	0-14	Visitor from TAS	3
Wagga Wagga	0-14	Visitor from VIC	14
Wagga Wagga	0-14	Visitor from WA	5
Wagga Wagga	0-14	Visitor same SA2	26
Wagga Wagga	15-24	Home	9922
Wagga Wagga	15-24	Visitor from ACT	51
Wagga Wagga	15-24	Visitor from NSW	1278
Wagga Wagga	15-24	Visitor from NT	17
Wagga Wagga	15-24	Visitor from QLD	227
Wagga Wagga	15-24	Visitor from SA	51
Wagga Wagga	15-24	Visitor from TAS	32
Wagga Wagga	15-24	Visitor from VIC	262
Wagga Wagga	15-24	Visitor from WA	36
Wagga Wagga	15-24	Visitor same SA2	15
Wagga Wagga	25-34	Home	9340
Wagga Wagga	25-34	Visitor from ACT	33
Wagga Wagga	25-34	Visitor from NSW	559
Wagga Wagga	25-34	Visitor from NT	5
Wagga Wagga	25-34	Visitor from QLD	103
Wagga Wagga	25-34	Visitor from SA	28
Wagga Wagga	25-34	Visitor from TAS	5
Wagga Wagga	25-34	Visitor from VIC	94
Wagga Wagga	25-34	Visitor from WA	18
Wagga Wagga	25-34	Visitor same SA2	20
Wagga Wagga	35-44	Home	8644
Wagga Wagga	35-44	Visitor from ACT	20
Wagga Wagga	35-44	Visitor from NSW	374
Wagga Wagga	35-44	Visitor from NT	3
Wagga Wagga	35-44	Visitor from QLD	61
Wagga Wagga	35-44	Visitor from SA	12
Wagga Wagga	35-44	Visitor from TAS	4
Wagga Wagga	35-44	Visitor from VIC	60
Wagga Wagga	35-44	Visitor from WA	12
Wagga Wagga	35-44	Visitor same SA2	12
Wagga Wagga	45-54	Home	8900
Wagga Wagga	45-54	Visitor from ACT	28
Wagga Wagga	45-54	Visitor from NSW	328
Wagga Wagga	45-54	Visitor from NT	7
Wagga Wagga	45-54	Visitor from QLD	24
Wagga Wagga	45-54	Visitor from SA	10
Wagga Wagga	45-54	Visitor from TAS	6
Wagga Wagga	45-54	Visitor from VIC	73
Wagga Wagga	45-54	Visitor from WA	3
Wagga Wagga	45-54	Visitor same SA2	16
Wagga Wagga	55-64	Home	8634
Wagga Wagga	55-64	Visitor from ACT	21
Wagga Wagga	55-64	Visitor from NSW	331
Wagga Wagga	55-64	Visitor from QLD	34
Wagga Wagga	55-64	Visitor from SA	4
Wagga Wagga	55-64	Visitor from TAS	6
Wagga Wagga	55-64	Visitor from VIC	43
Wagga Wagga	55-64	Visitor from WA	4
Wagga Wagga	55-64	Visitor same SA2	12
Wagga Wagga	65-74	Home	6144
Wagga Wagga	65-74	Visitor from ACT	8
Wagga Wagga	65-74	Visitor from NSW	245
Wagga Wagga	65-74	Visitor from QLD	16
Wagga Wagga	65-74	Visitor from SA	9
Wagga Wagga	65-74	Visitor from TAS	5
Wagga Wagga	65-74	Visitor from VIC	28
Wagga Wagga	65-74	Visitor from WA	8
Wagga Wagga	65-74	Visitor same SA2	4
Wagga Wagga	75-84	Home	3654
Wagga Wagga	75-84	Visitor from NSW	128
Wagga Wagga	75-84	Visitor from QLD	6
Wagga Wagga	75-84	Visitor from VIC	8
Wagga Wagga	75-84	Visitor from WA	3
Wagga Wagga	75-84	Visitor same SA2	9
Wagga Wagga	85+	Home	1702
Wagga Wagga	85+	Visitor from NSW	100
Wagga Wagga	85+	Visitor same SA2	10
Wakehurst	0-14	Home	15524
Wakehurst	0-14	Visitor from NSW	165
Wakehurst	0-14	Visitor from QLD	3
Wakehurst	0-14	Visitor from VIC	3
Wakehurst	0-14	Visitor same SA2	6
Wakehurst	15-24	Home	8834
Wakehurst	15-24	Visitor from NSW	192
Wakehurst	15-24	Visitor from QLD	3
Wakehurst	15-24	Visitor from SA	7
Wakehurst	15-24	Visitor from VIC	6
Wakehurst	15-24	Visitor from WA	4
Wakehurst	15-24	Visitor same SA2	9
Wakehurst	25-34	Home	8844
Wakehurst	25-34	Visitor from NSW	285
Wakehurst	25-34	Visitor from QLD	3
Wakehurst	25-34	Visitor from SA	4
Wakehurst	25-34	Visitor from VIC	14
Wakehurst	25-34	Visitor same SA2	12
Wakehurst	35-44	Home	11588
Wakehurst	35-44	Visitor from NSW	174
Wakehurst	35-44	Visitor from NT	3
Wakehurst	35-44	Visitor from QLD	11
Wakehurst	35-44	Visitor from VIC	5
Wakehurst	35-44	Visitor from WA	3
Wakehurst	35-44	Visitor same SA2	4
Wakehurst	45-54	Home	11427
Wakehurst	45-54	Visitor from ACT	3
Wakehurst	45-54	Visitor from NSW	182
Wakehurst	45-54	Visitor from QLD	16
Wakehurst	45-54	Visitor from SA	3
Wakehurst	45-54	Visitor from VIC	10
Wakehurst	45-54	Visitor same SA2	8
Wakehurst	55-64	Home	8121
Wakehurst	55-64	Visitor from ACT	8
Wakehurst	55-64	Visitor from NSW	149
Wakehurst	55-64	Visitor from QLD	19
Wakehurst	55-64	Visitor from SA	4
Wakehurst	55-64	Visitor from TAS	3
Wakehurst	55-64	Visitor from VIC	5
Wakehurst	55-64	Visitor from WA	8
Wakehurst	55-64	Visitor same SA2	6
Wakehurst	65-74	Home	6011
Wakehurst	65-74	Visitor from NSW	115
Wakehurst	65-74	Visitor from QLD	9
Wakehurst	65-74	Visitor from TAS	3
Wakehurst	65-74	Visitor from VIC	6
Wakehurst	65-74	Visitor from WA	5
Wakehurst	65-74	Visitor same SA2	10
Wakehurst	75-84	Home	4008
Wakehurst	75-84	Visitor from NSW	52
Wakehurst	75-84	Visitor from QLD	7
Wakehurst	75-84	Visitor from VIC	6
Wakehurst	75-84	Visitor from WA	6
Wakehurst	85+	Home	1987
Wakehurst	85+	Visitor from NSW	31
Wakehurst	85+	Visitor from QLD	4
Wakehurst	85+	Visitor same SA2	7
Wallsend	0-14	Home	14278
Wallsend	0-14	Visitor from NSW	356
Wallsend	0-14	Visitor from QLD	6
Wallsend	0-14	Visitor same SA2	12
Wallsend	15-24	Home	12140
Wallsend	15-24	Visitor from NSW	781
Wallsend	15-24	Visitor from QLD	14
Wallsend	15-24	Visitor from SA	3
Wallsend	15-24	Visitor from TAS	3
Wallsend	15-24	Visitor from VIC	9
Wallsend	15-24	Visitor same SA2	28
Wallsend	25-34	Home	10737
Wallsend	25-34	Visitor from ACT	6
Wallsend	25-34	Visitor from NSW	520
Wallsend	25-34	Visitor from NT	3
Wallsend	25-34	Visitor from QLD	13
Wallsend	25-34	Visitor from SA	4
Wallsend	25-34	Visitor from VIC	7
Wallsend	25-34	Visitor from WA	4
Wallsend	25-34	Visitor same SA2	11
Wallsend	35-44	Home	9597
Wallsend	35-44	Visitor from NSW	373
Wallsend	35-44	Visitor from QLD	14
Wallsend	35-44	Visitor from VIC	12
Wallsend	35-44	Visitor from WA	5
Wallsend	35-44	Visitor same SA2	10
Wallsend	45-54	Home	9181
Wallsend	45-54	Visitor from ACT	3
Wallsend	45-54	Visitor from NSW	363
Wallsend	45-54	Visitor from NT	4
Wallsend	45-54	Visitor from QLD	15
Wallsend	45-54	Visitor from SA	3
Wallsend	45-54	Visitor from VIC	11
Wallsend	45-54	Visitor from WA	3
Wallsend	45-54	Visitor same SA2	9
Wallsend	55-64	Home	8486
Wallsend	55-64	Visitor from NSW	381
Wallsend	55-64	Visitor from QLD	22
Wallsend	55-64	Visitor from TAS	3
Wallsend	55-64	Visitor from VIC	11
Wallsend	55-64	Visitor from WA	7
Wallsend	55-64	Visitor same SA2	6
Wallsend	65-74	Home	6577
Wallsend	65-74	Visitor from NSW	361
Wallsend	65-74	Visitor from QLD	11
Wallsend	65-74	Visitor from SA	3
Wallsend	65-74	Visitor from TAS	4
Wallsend	65-74	Visitor from VIC	9
Wallsend	65-74	Visitor from WA	3
Wallsend	65-74	Visitor same SA2	11
Wallsend	75-84	Home	3933
Wallsend	75-84	Visitor from NSW	249
Wallsend	75-84	Visitor from QLD	3
Wallsend	75-84	Visitor from TAS	6
Wallsend	75-84	Visitor from VIC	3
Wallsend	75-84	Visitor same SA2	11
Wallsend	85+	Home	2137
Wallsend	85+	Visitor from NSW	165
Wallsend	85+	Visitor from QLD	3
Wallsend	85+	Visitor same SA2	3
Willoughby	0-14	Home	15761
Willoughby	0-14	Visitor from NSW	156
Willoughby	0-14	Visitor from QLD	3
Willoughby	0-14	Visitor from VIC	7
Willoughby	15-24	Home	8742
Willoughby	15-24	Visitor from ACT	8
Willoughby	15-24	Visitor from NSW	185
Willoughby	15-24	Visitor from QLD	16
Willoughby	15-24	Visitor from SA	3
Willoughby	15-24	Visitor from VIC	10
Willoughby	15-24	Visitor from WA	3
Willoughby	15-24	Visitor same SA2	8
Willoughby	25-34	Home	12741
Willoughby	25-34	Visitor from ACT	3
Willoughby	25-34	Visitor from NSW	361
Willoughby	25-34	Visitor from QLD	23
Willoughby	25-34	Visitor from SA	6
Willoughby	25-34	Visitor from VIC	31
Willoughby	25-34	Visitor from WA	10
Willoughby	25-34	Visitor same SA2	4
Willoughby	35-44	Home	13884
Willoughby	35-44	Visitor from ACT	3
Willoughby	35-44	Visitor from NSW	216
Willoughby	35-44	Visitor from QLD	34
Willoughby	35-44	Visitor from SA	5
Willoughby	35-44	Visitor from VIC	34
Willoughby	35-44	Visitor from WA	8
Willoughby	45-54	Home	11065
Willoughby	45-54	Visitor from ACT	6
Willoughby	45-54	Visitor from NSW	181
Willoughby	45-54	Visitor from QLD	39
Willoughby	45-54	Visitor from SA	10
Willoughby	45-54	Visitor from TAS	3
Willoughby	45-54	Visitor from VIC	28
Willoughby	45-54	Visitor from WA	6
Willoughby	45-54	Visitor same SA2	11
Willoughby	55-64	Home	8336
Willoughby	55-64	Visitor from ACT	9
Willoughby	55-64	Visitor from NSW	188
Willoughby	55-64	Visitor from QLD	32
Willoughby	55-64	Visitor from SA	12
Willoughby	55-64	Visitor from TAS	5
Willoughby	55-64	Visitor from VIC	22
Willoughby	55-64	Visitor from WA	18
Willoughby	55-64	Visitor same SA2	10
Willoughby	65-74	Home	6165
Willoughby	65-74	Visitor from ACT	10
Willoughby	65-74	Visitor from NSW	166
Willoughby	65-74	Visitor from QLD	23
Willoughby	65-74	Visitor from SA	3
Willoughby	65-74	Visitor from TAS	3
Willoughby	65-74	Visitor from VIC	18
Willoughby	65-74	Visitor from WA	7
Willoughby	65-74	Visitor same SA2	9
Willoughby	75-84	Home	3176
Willoughby	75-84	Visitor from NSW	93
Willoughby	75-84	Visitor from QLD	8
Willoughby	75-84	Visitor from VIC	5
Willoughby	75-84	Visitor from WA	4
Willoughby	75-84	Visitor same SA2	8
Willoughby	85+	Home	1810
Willoughby	85+	Visitor from NSW	66
Willoughby	85+	Visitor from QLD	3
