SED_NAME16	BornAust	Sex	persons
Murray	1	M	32605
Myall Lakes	0	F	3378
Myall Lakes	0	M	3196
Myall Lakes	1	F	30117
Myall Lakes	1	M	28374
Newcastle	0	F	4679
Newcastle	0	M	4410
Newcastle	1	F	29379
Newcastle	1	M	28996
Newtown	0	F	16189
Newtown	0	M	15633
Newtown	1	F	20968
Newtown	1	M	22143
North Shore	0	F	15364
North Shore	0	M	13328
North Shore	1	F	22404
North Shore	1	M	20072
Northern Tablelands	0	F	3400
Northern Tablelands	0	M	3155
Northern Tablelands	1	F	32887
Northern Tablelands	1	M	31862
Oatley	0	F	14279
Oatley	0	M	12843
Oatley	1	F	23279
Oatley	1	M	22515
Orange	0	F	3019
Orange	0	M	2719
Orange	1	F	33323
Orange	1	M	32374
Oxley	0	F	3238
Oxley	0	M	2928
Oxley	1	F	30314
Oxley	1	M	29613
Parramatta	0	F	27047
Parramatta	0	M	26783
Parramatta	1	F	20555
Parramatta	1	M	21384
Penrith	0	F	7757
Penrith	0	M	7193
Penrith	1	F	30265
Penrith	1	M	28939
Pittwater	0	F	8703
Pittwater	0	M	7996
Pittwater	1	F	26394
Pittwater	1	M	25246
Port Macquarie	0	F	4568
Port Macquarie	0	M	4133
Port Macquarie	1	F	30683
Port Macquarie	1	M	28492
Port Stephens	0	F	4136
Port Stephens	0	M	3902
Port Stephens	1	F	29077
Port Stephens	1	M	28529
Prospect	0	F	19097
Prospect	0	M	18431
Prospect	1	F	19808
Prospect	1	M	20036
Riverstone	0	F	17862
Riverstone	0	M	17434
Riverstone	1	F	25195
Riverstone	1	M	25856
Rockdale	0	F	20047
Rockdale	0	M	19284
Rockdale	1	F	20548
Rockdale	1	M	20355
Ryde	0	F	25350
Ryde	0	M	22742
Ryde	1	F	20241
Ryde	1	M	20634
Seven Hills	0	F	16666
Seven Hills	0	M	16625
Seven Hills	1	F	23823
Seven Hills	1	M	22993
Shellharbour	0	F	7457
Shellharbour	0	M	6789
Shellharbour	1	F	31748
Shellharbour	1	M	30658
South Coast	0	F	4594
South Coast	0	M	4191
South Coast	1	F	27985
South Coast	1	M	27062
Strathfield	0	F	26771
Strathfield	0	M	25502
Strathfield	1	F	17914
Strathfield	1	M	17950
Summer Hill	0	F	16870
Summer Hill	0	M	15771
Summer Hill	1	F	21780
Summer Hill	1	M	21132
Swansea	0	F	3527
Swansea	0	M	3263
Swansea	1	F	30732
Swansea	1	M	29911
Sydney	0	F	23098
Sydney	0	M	23986
Sydney	1	F	17256
Sydney	1	M	19545
Tamworth	0	F	2462
Tamworth	0	M	2407
Tamworth	1	F	33272
Tamworth	1	M	31978
Terrigal	0	F	6223
Terrigal	0	M	5838
Terrigal	1	F	29545
Terrigal	1	M	27634
The Entrance	0	F	5102
The Entrance	0	M	4587
The Entrance	1	F	30419
The Entrance	1	M	28415
Tweed	0	F	6120
Tweed	0	M	5443
Tweed	1	F	30253
Tweed	1	M	28333
Upper Hunter	0	F	2738
Upper Hunter	0	M	2662
Upper Hunter	1	F	31427
Upper Hunter	1	M	32180
Vaucluse	0	F	15626
Vaucluse	0	M	13969
Vaucluse	1	F	22104
Vaucluse	1	M	20356
Wagga Wagga	0	F	3439
Wagga Wagga	0	M	3464
Wagga Wagga	1	F	32766
Wagga Wagga	1	M	31329
Wakehurst	0	F	12660
Wakehurst	0	M	11647
Wakehurst	1	F	25858
Wakehurst	1	M	25197
Wallsend	0	F	6219
Wallsend	0	M	5922
Wallsend	1	F	33263
Wallsend	1	M	32014
Willoughby	0	F	19517
Willoughby	0	M	16468
Willoughby	1	F	22660
Willoughby	1	M	21749
Wollondilly	0	F	5294
Wollondilly	0	M	4804
Wollondilly	1	F	30322
Wollondilly	1	M	29310
Wollongong	0	F	11213
Wollongong	0	M	11013
Wollongong	1	F	27220
Wollongong	1	M	27318
Wyong	0	F	5203
Wyong	0	M	4742
Wyong	1	F	31643
Wyong	1	M	30009
No usual address (NSW)	0	F	1346
No usual address (NSW)	0	M	1663
No usual address (NSW)	1	F	2726
No usual address (NSW)	1	M	4304
Migratory - Offshore - Shipping (NSW)	0	F	86
Migratory - Offshore - Shipping (NSW)	0	M	60
Migratory - Offshore - Shipping (NSW)	1	F	135
Migratory - Offshore - Shipping (NSW)	1	M	102
Albert Park (Southern Metropolitan)	0	F	14554
Albert Park (Southern Metropolitan)	0	M	13648
Albert Park (Southern Metropolitan)	1	F	19524
Albert Park (Southern Metropolitan)	1	M	19457
Altona (Western Metropolitan)	0	F	19309
Altona (Western Metropolitan)	0	M	18691
Altona (Western Metropolitan)	1	F	24368
Altona (Western Metropolitan)	1	M	24400
Bass (Eastern Victoria)	0	F	7252
Bass (Eastern Victoria)	0	M	6913
Bass (Eastern Victoria)	1	F	27344
Bass (Eastern Victoria)	1	M	25797
Bayswater (Eastern Metropolitan)	0	F	7983
Bayswater (Eastern Metropolitan)	0	M	7065
Bayswater (Eastern Metropolitan)	1	F	22109
Bayswater (Eastern Metropolitan)	1	M	21670
Bellarine (Western Victoria)	0	F	3847
Bellarine (Western Victoria)	0	M	3682
Bellarine (Western Victoria)	1	F	24863
Bellarine (Western Victoria)	1	M	22998
Benambra (Northern Victoria)	0	F	3184
Benambra (Northern Victoria)	0	M	2996
Benambra (Northern Victoria)	1	F	27050
Benambra (Northern Victoria)	1	M	26386
Bendigo East (Northern Victoria)	0	F	2513
Bendigo East (Northern Victoria)	0	M	2321
Bendigo East (Northern Victoria)	1	F	28287
Bendigo East (Northern Victoria)	1	M	26549
Bendigo West (Northern Victoria)	0	F	2717
Bendigo West (Northern Victoria)	0	M	2736
Bendigo West (Northern Victoria)	1	F	25420
Bendigo West (Northern Victoria)	1	M	24287
Bentleigh (Southern Metropolitan)	0	F	10742
Bentleigh (Southern Metropolitan)	0	M	9583
Bentleigh (Southern Metropolitan)	1	F	19187
Bentleigh (Southern Metropolitan)	1	M	18544
Box Hill (Eastern Metropolitan)	0	F	14024
Box Hill (Eastern Metropolitan)	0	M	12455
Box Hill (Eastern Metropolitan)	1	F	20374
Box Hill (Eastern Metropolitan)	1	M	19372
Brighton (Southern Metropolitan)	0	F	8638
Brighton (Southern Metropolitan)	0	M	7787
Brighton (Southern Metropolitan)	1	F	22121
Brighton (Southern Metropolitan)	1	M	19898
Broadmeadows (Northern Metropolitan)	0	F	16094
Broadmeadows (Northern Metropolitan)	0	M	16659
Broadmeadows (Northern Metropolitan)	1	F	16677
Broadmeadows (Northern Metropolitan)	1	M	16614
Brunswick (Northern Metropolitan)	0	F	11592
Brunswick (Northern Metropolitan)	0	M	10535
Brunswick (Northern Metropolitan)	1	F	22771
Brunswick (Northern Metropolitan)	1	M	21273
Bulleen (Eastern Metropolitan)	0	F	14049
Bulleen (Eastern Metropolitan)	0	M	12395
Bulleen (Eastern Metropolitan)	1	F	16427
Bulleen (Eastern Metropolitan)	1	M	15945
Bundoora (Northern Metropolitan)	0	F	10214
Bundoora (Northern Metropolitan)	0	M	10082
Bundoora (Northern Metropolitan)	1	F	19484
Bundoora (Northern Metropolitan)	1	M	18602
Buninyong (Western Victoria)	0	F	3021
Buninyong (Western Victoria)	0	M	2950
Buninyong (Western Victoria)	1	F	24786
Buninyong (Western Victoria)	1	M	23884
Burwood (Southern Metropolitan)	0	F	12339
Burwood (Southern Metropolitan)	0	M	11209
Burwood (Southern Metropolitan)	1	F	20680
Burwood (Southern Metropolitan)	1	M	19128
Carrum (South-Eastern Metropolitan)	0	F	8347
Carrum (South-Eastern Metropolitan)	0	M	7490
Carrum (South-Eastern Metropolitan)	1	F	23891
Carrum (South-Eastern Metropolitan)	1	M	23291
Caulfield (Southern Metropolitan)	0	F	12631
Caulfield (Southern Metropolitan)	0	M	11663
Caulfield (Southern Metropolitan)	1	F	19223
Caulfield (Southern Metropolitan)	1	M	18127
Clarinda (South-Eastern Metropolitan)	0	F	19894
Clarinda (South-Eastern Metropolitan)	0	M	19453
Clarinda (South-Eastern Metropolitan)	1	F	15051
Clarinda (South-Eastern Metropolitan)	1	M	15495
Cranbourne (South-Eastern Metropolitan)	0	F	18349
Cranbourne (South-Eastern Metropolitan)	0	M	18031
Cranbourne (South-Eastern Metropolitan)	1	F	27682
Cranbourne (South-Eastern Metropolitan)	1	M	27147
Croydon (Eastern Metropolitan)	0	F	6744
Croydon (Eastern Metropolitan)	0	M	5963
Croydon (Eastern Metropolitan)	1	F	22580
Croydon (Eastern Metropolitan)	1	M	20877
Dandenong (South-Eastern Metropolitan)	0	F	19701
Dandenong (South-Eastern Metropolitan)	0	M	22054
Dandenong (South-Eastern Metropolitan)	1	F	13246
Dandenong (South-Eastern Metropolitan)	1	M	13942
Eildon (Northern Victoria)	0	F	3672
Eildon (Northern Victoria)	0	M	3569
Eildon (Northern Victoria)	1	F	22896
Eildon (Northern Victoria)	1	M	22807
Eltham (Eastern Metropolitan)	0	F	5192
Eltham (Eastern Metropolitan)	0	M	4853
Eltham (Eastern Metropolitan)	1	F	23998
Eltham (Eastern Metropolitan)	1	M	22809
Essendon (Western Metropolitan)	0	F	9631
Essendon (Western Metropolitan)	0	M	8546
Essendon (Western Metropolitan)	1	F	22639
Essendon (Western Metropolitan)	1	M	21502
Euroa (Northern Victoria)	0	F	3076
Euroa (Northern Victoria)	0	M	2973
Euroa (Northern Victoria)	1	F	25797
Euroa (Northern Victoria)	1	M	26185
Evelyn (Eastern Victoria)	0	F	4840
Evelyn (Eastern Victoria)	0	M	4601
Evelyn (Eastern Victoria)	1	F	22817
Evelyn (Eastern Victoria)	1	M	22186
Ferntree Gully (Eastern Metropolitan)	0	F	10124
Ferntree Gully (Eastern Metropolitan)	0	M	8952
Ferntree Gully (Eastern Metropolitan)	1	F	18233
Ferntree Gully (Eastern Metropolitan)	1	M	17831
Footscray (Western Metropolitan)	0	F	18928
Footscray (Western Metropolitan)	0	M	19518
Footscray (Western Metropolitan)	1	F	18052
Footscray (Western Metropolitan)	1	M	18585
Forest Hill (Eastern Metropolitan)	0	F	12744
Forest Hill (Eastern Metropolitan)	0	M	11518
Forest Hill (Eastern Metropolitan)	1	F	16907
Forest Hill (Eastern Metropolitan)	1	M	16209
Frankston (South-Eastern Metropolitan)	0	F	7199
Frankston (South-Eastern Metropolitan)	0	M	6433
Frankston (South-Eastern Metropolitan)	1	F	21907
Frankston (South-Eastern Metropolitan)	1	M	20848
Geelong (Western Victoria)	0	F	4833
Geelong (Western Victoria)	0	M	4566
Geelong (Western Victoria)	1	F	25869
Geelong (Western Victoria)	1	M	23444
Gembrook (Eastern Victoria)	0	F	7101
Gembrook (Eastern Victoria)	0	M	6863
Gembrook (Eastern Victoria)	1	F	25679
Gembrook (Eastern Victoria)	1	M	24816
Gippsland East (Eastern Victoria)	0	F	3118
Gippsland East (Eastern Victoria)	0	M	2862
Gippsland East (Eastern Victoria)	1	F	24041
Gippsland East (Eastern Victoria)	1	M	23459
Gippsland South (Eastern Victoria)	0	F	3359
Gippsland South (Eastern Victoria)	0	M	3219
Gippsland South (Eastern Victoria)	1	F	22547
Gippsland South (Eastern Victoria)	1	M	22672
Hastings (Eastern Victoria)	0	F	5263
Hastings (Eastern Victoria)	0	M	4881
Hastings (Eastern Victoria)	1	F	27123
Hastings (Eastern Victoria)	1	M	26755
Hawthorn (Southern Metropolitan)	0	F	10266
Hawthorn (Southern Metropolitan)	0	M	9382
Hawthorn (Southern Metropolitan)	1	F	21934
Hawthorn (Southern Metropolitan)	1	M	20326
Ivanhoe (Eastern Metropolitan)	0	F	8824
Ivanhoe (Eastern Metropolitan)	0	M	8103
Ivanhoe (Eastern Metropolitan)	1	F	22237
Ivanhoe (Eastern Metropolitan)	1	M	21155
Kew (Southern Metropolitan)	0	F	11489
Kew (Southern Metropolitan)	0	M	9681
Kew (Southern Metropolitan)	1	F	19715
Kew (Southern Metropolitan)	1	M	19146
Keysborough (South-Eastern Metropolitan)	0	F	18624
Keysborough (South-Eastern Metropolitan)	0	M	17395
Keysborough (South-Eastern Metropolitan)	1	F	15021
Keysborough (South-Eastern Metropolitan)	1	M	15727
Kororoit (Western Metropolitan)	0	F	19390
Kororoit (Western Metropolitan)	0	M	18611
Kororoit (Western Metropolitan)	1	F	19742
Kororoit (Western Metropolitan)	1	M	20358
Lara (Western Victoria)	0	F	6909
Lara (Western Victoria)	0	M	6630
Lara (Western Victoria)	1	F	23421
Lara (Western Victoria)	1	M	23110
Lowan (Western Victoria)	0	F	2117
Lowan (Western Victoria)	0	M	1785
Lowan (Western Victoria)	1	F	24222
Lowan (Western Victoria)	1	M	23954
Macedon (Northern Victoria)	0	F	3751
Macedon (Northern Victoria)	0	M	3722
Macedon (Northern Victoria)	1	F	23168
Macedon (Northern Victoria)	1	M	22329
Malvern (Southern Metropolitan)	0	F	8983
Malvern (Southern Metropolitan)	0	M	7819
Malvern (Southern Metropolitan)	1	F	20222
Malvern (Southern Metropolitan)	1	M	18444
Melbourne (Northern Metropolitan)	0	F	33747
Melbourne (Northern Metropolitan)	0	M	29584
Melbourne (Northern Metropolitan)	1	F	19523
Melbourne (Northern Metropolitan)	1	M	19930
Melton (Western Victoria)	0	F	8445
Melton (Western Victoria)	0	M	7934
Melton (Western Victoria)	1	F	28730
Melton (Western Victoria)	1	M	27711
Mildura (Northern Victoria)	0	F	3539
Mildura (Northern Victoria)	0	M	3503
Mildura (Northern Victoria)	1	F	25201
Mildura (Northern Victoria)	1	M	24504
Mill Park (Northern Metropolitan)	0	F	11490
Mill Park (Northern Metropolitan)	0	M	11268
Mill Park (Northern Metropolitan)	1	F	21440
Mill Park (Northern Metropolitan)	1	M	20796
Monbulk (Eastern Victoria)	0	F	4900
Monbulk (Eastern Victoria)	0	M	4693
Monbulk (Eastern Victoria)	1	F	22240
Monbulk (Eastern Victoria)	1	M	22233
Mordialloc (South-Eastern Metropolitan)	0	F	8025
Mordialloc (South-Eastern Metropolitan)	0	M	7222
Mordialloc (South-Eastern Metropolitan)	1	F	22839
Mordialloc (South-Eastern Metropolitan)	1	M	21525
Mornington (Eastern Victoria)	0	F	6984
Mornington (Eastern Victoria)	0	M	6310
Mornington (Eastern Victoria)	1	F	23436
Mornington (Eastern Victoria)	1	M	21479
Morwell (Eastern Victoria)	0	F	4107
Morwell (Eastern Victoria)	0	M	3735
Morwell (Eastern Victoria)	1	F	25856
Morwell (Eastern Victoria)	1	M	24950
Mount Waverley (Eastern Metropolitan)	0	F	16348
Mount Waverley (Eastern Metropolitan)	0	M	15016
Mount Waverley (Eastern Metropolitan)	1	F	14080
Mount Waverley (Eastern Metropolitan)	1	M	14111
Mulgrave (South-Eastern Metropolitan)	0	F	15703
Mulgrave (South-Eastern Metropolitan)	0	M	15058
Mulgrave (South-Eastern Metropolitan)	1	F	13996
Mulgrave (South-Eastern Metropolitan)	1	M	14267
Murray Plains (Northern Victoria)	0	F	2319
Murray Plains (Northern Victoria)	0	M	2079
Murray Plains (Northern Victoria)	1	F	26151
Murray Plains (Northern Victoria)	1	M	25748
Narracan (Eastern Victoria)	0	F	3876
Narracan (Eastern Victoria)	0	M	3513
Narracan (Eastern Victoria)	1	F	27367
Narracan (Eastern Victoria)	1	M	26293
Narre Warren North (South-Eastern Metrop	0	F	13500
Narre Warren North (South-Eastern Metrop	0	M	13152
Narre Warren North (South-Eastern Metrop	1	F	18137
Narre Warren North (South-Eastern Metrop	1	M	18137
Narre Warren South (South-Eastern Metrop	0	F	16862
Narre Warren South (South-Eastern Metrop	0	M	16667
Narre Warren South (South-Eastern Metrop	1	F	22259
Narre Warren South (South-Eastern Metrop	1	M	22485
Nepean (Eastern Victoria)	0	F	4805
Nepean (Eastern Victoria)	0	M	4475
Nepean (Eastern Victoria)	1	F	23230
Nepean (Eastern Victoria)	1	M	21722
Niddrie (Western Metropolitan)	0	F	8738
Niddrie (Western Metropolitan)	0	M	7834
Niddrie (Western Metropolitan)	1	F	20182
Niddrie (Western Metropolitan)	1	M	19461
Northcote (Northern Metropolitan)	0	F	8916
Northcote (Northern Metropolitan)	0	M	8034
Northcote (Northern Metropolitan)	1	F	22775
Northcote (Northern Metropolitan)	1	M	20640
Oakleigh (Southern Metropolitan)	0	F	16911
Oakleigh (Southern Metropolitan)	0	M	15927
Oakleigh (Southern Metropolitan)	1	F	17817
Oakleigh (Southern Metropolitan)	1	M	17334
Ovens Valley (Northern Victoria)	0	F	2864
Ovens Valley (Northern Victoria)	0	M	2707
Ovens Valley (Northern Victoria)	1	F	23463
Ovens Valley (Northern Victoria)	1	M	22526
Pascoe Vale (Northern Metropolitan)	0	F	12741
Pascoe Vale (Northern Metropolitan)	0	M	12759
Pascoe Vale (Northern Metropolitan)	1	F	22608
Pascoe Vale (Northern Metropolitan)	1	M	21287
Polwarth (Western Victoria)	0	F	2511
Polwarth (Western Victoria)	0	M	2451
Polwarth (Western Victoria)	1	F	24883
Polwarth (Western Victoria)	1	M	25173
Prahran (Southern Metropolitan)	0	F	13818
Prahran (Southern Metropolitan)	0	M	12552
Prahran (Southern Metropolitan)	1	F	20229
Prahran (Southern Metropolitan)	1	M	18932
Preston (Northern Metropolitan)	0	F	12808
Preston (Northern Metropolitan)	0	M	12387
Preston (Northern Metropolitan)	1	F	19093
Preston (Northern Metropolitan)	1	M	18232
Richmond (Northern Metropolitan)	0	F	11577
Richmond (Northern Metropolitan)	0	M	10187
Richmond (Northern Metropolitan)	1	F	21859
Richmond (Northern Metropolitan)	1	M	21497
Ringwood (Eastern Metropolitan)	0	F	9982
Ringwood (Eastern Metropolitan)	0	M	9119
Ringwood (Eastern Metropolitan)	1	F	20498
Ringwood (Eastern Metropolitan)	1	M	19802
Ripon (Western Victoria)	0	F	2642
Ripon (Western Victoria)	0	M	2746
Ripon (Western Victoria)	1	F	25403
Ripon (Western Victoria)	1	M	26239
Rowville (South-Eastern Metropolitan)	0	F	8681
Rowville (South-Eastern Metropolitan)	0	M	8096
Rowville (South-Eastern Metropolitan)	1	F	18201
Rowville (South-Eastern Metropolitan)	1	M	18163
Sandringham (Southern Metropolitan)	0	F	7823
Sandringham (Southern Metropolitan)	0	M	6911
Sandringham (Southern Metropolitan)	1	F	21232
Sandringham (Southern Metropolitan)	1	M	19449
Shepparton (Northern Victoria)	0	F	4927
Shepparton (Northern Victoria)	0	M	4928
Shepparton (Northern Victoria)	1	F	26952
Shepparton (Northern Victoria)	1	M	26191
South Barwon (Western Victoria)	0	F	5106
South Barwon (Western Victoria)	0	M	5149
South Barwon (Western Victoria)	1	F	28584
South Barwon (Western Victoria)	1	M	26978
South-West Coast (Western Victoria)	0	F	2560
South-West Coast (Western Victoria)	0	M	2375
South-West Coast (Western Victoria)	1	F	26828
South-West Coast (Western Victoria)	1	M	25624
St Albans (Western Metropolitan)	0	F	19958
St Albans (Western Metropolitan)	0	M	20137
St Albans (Western Metropolitan)	1	F	14208
St Albans (Western Metropolitan)	1	M	14707
Sunbury (Western Metropolitan)	0	F	6501
Sunbury (Western Metropolitan)	0	M	5959
Sunbury (Western Metropolitan)	1	F	22479
Sunbury (Western Metropolitan)	1	M	21736
Sydenham (Western Metropolitan)	0	F	13764
Sydenham (Western Metropolitan)	0	M	13083
Sydenham (Western Metropolitan)	1	F	22415
Sydenham (Western Metropolitan)	1	M	22180
Tarneit (Western Metropolitan)	0	F	21935
Tarneit (Western Metropolitan)	0	M	22486
Tarneit (Western Metropolitan)	1	F	23043
Tarneit (Western Metropolitan)	1	M	23783
Thomastown (Northern Metropolitan)	0	F	16539
Thomastown (Northern Metropolitan)	0	M	16230
Thomastown (Northern Metropolitan)	1	F	15297
Thomastown (Northern Metropolitan)	1	M	15530
Warrandyte (Eastern Metropolitan)	0	F	10818
Warrandyte (Eastern Metropolitan)	0	M	9869
Warrandyte (Eastern Metropolitan)	1	F	18692
Warrandyte (Eastern Metropolitan)	1	M	18429
Wendouree (Western Victoria)	0	F	2879
Wendouree (Western Victoria)	0	M	2561
Wendouree (Western Victoria)	1	F	25099
Wendouree (Western Victoria)	1	M	22987
Werribee (Western Metropolitan)	0	F	11375
Werribee (Western Metropolitan)	0	M	10941
Werribee (Western Metropolitan)	1	F	22024
Werribee (Western Metropolitan)	1	M	21622
Williamstown (Western Metropolitan)	0	F	9792
Williamstown (Western Metropolitan)	0	M	9130
Williamstown (Western Metropolitan)	1	F	24150
Williamstown (Western Metropolitan)	1	M	23497
Yan Yean (Northern Victoria)	0	F	6754
Yan Yean (Northern Victoria)	0	M	6709
Yan Yean (Northern Victoria)	1	F	31353
Yan Yean (Northern Victoria)	1	M	30391
Yuroke (Northern Metropolitan)	0	F	17460
Yuroke (Northern Metropolitan)	0	M	17694
Yuroke (Northern Metropolitan)	1	F	24799
Yuroke (Northern Metropolitan)	1	M	24512
No usual address (Vic.)	0	F	952
No usual address (Vic.)	0	M	1057
No usual address (Vic.)	1	F	1804
No usual address (Vic.)	1	M	2581
Migratory - Offshore - Shipping (Vic.)	0	F	4
Migratory - Offshore - Shipping (Vic.)	0	M	6
Migratory - Offshore - Shipping (Vic.)	1	M	17
Albert	0	F	9351
Albert	0	M	8896
Albert	1	F	23991
Albert	1	M	23339
Algester	0	F	9932
Algester	0	M	9388
Algester	1	F	16546
Algester	1	M	16096
Ashgrove	0	F	4602
Ashgrove	0	M	4509
Ashgrove	1	F	17824
Ashgrove	1	M	17605
Aspley	0	F	5922
Aspley	0	M	5546
Aspley	1	F	16196
Aspley	1	M	14983
Barron River	0	F	7443
Barron River	0	M	6438
Barron River	1	F	21158
Barron River	1	M	21017
Beaudesert	0	F	4533
Beaudesert	0	M	4250
Beaudesert	1	F	22352
Beaudesert	1	M	22039
Brisbane Central	0	F	11717
Brisbane Central	0	M	11891
Brisbane Central	1	F	15359
Brisbane Central	1	M	16275
Broadwater	0	F	8565
Broadwater	0	M	7348
Broadwater	1	F	16271
Broadwater	1	M	14962
Buderim	0	F	5849
Buderim	0	M	5200
Buderim	1	F	19067
Buderim	1	M	17174
Bulimba	0	F	6157
Bulimba	0	M	5942
Bulimba	1	F	19103
Bulimba	1	M	17906
