SED_NAME16	Age	Sex	persons
Albury	0-4	F	2364
Albury	0-4	M	2456
Albury	5-14	F	4941
Albury	5-14	M	5043
Albury	15-19	F	2412
Albury	15-19	M	2461
Albury	20-24	F	2330
Albury	20-24	M	2313
Albury	25-34	F	4500
Albury	25-34	M	4397
Albury	35-44	F	4661
Albury	35-44	M	4372
Albury	45-54	F	5159
Albury	45-54	M	4977
Albury	55-64	F	5447
Albury	55-64	M	5173
Albury	65-74	F	4344
Albury	65-74	M	4280
Albury	75-84	F	2654
Albury	75-84	M	2235
Albury	85+	F	1291
Albury	85+	M	830
Auburn	0-4	F	3746
Auburn	0-4	M	3862
Auburn	5-14	F	5679
Auburn	5-14	M	5895
Auburn	15-19	F	2797
Auburn	15-19	M	3002
Auburn	20-24	F	4055
Auburn	20-24	M	5195
Auburn	25-34	F	10629
Auburn	25-34	M	13419
Auburn	35-44	F	6567
Auburn	35-44	M	8022
Auburn	45-54	F	5837
Auburn	45-54	M	6035
Auburn	55-64	F	4849
Auburn	55-64	M	4886
Auburn	65-74	F	2566
Auburn	65-74	M	2717
Auburn	75-84	F	1449
Auburn	75-84	M	1326
Auburn	85+	F	766
Auburn	85+	M	407
Ballina	0-4	F	1774
Ballina	0-4	M	1842
Ballina	5-14	F	4154
Ballina	5-14	M	4438
Ballina	15-19	F	1904
Ballina	15-19	M	2083
Ballina	20-24	F	1397
Ballina	20-24	M	1373
Ballina	25-34	F	3634
Ballina	25-34	M	3333
Ballina	35-44	F	4838
Ballina	35-44	M	4209
Ballina	45-54	F	5662
Ballina	45-54	M	4966
Ballina	55-64	F	6176
Ballina	55-64	M	5724
Ballina	65-74	F	4418
Ballina	65-74	M	4446
Ballina	75-84	F	2476
Ballina	75-84	M	1997
Ballina	85+	F	1554
Ballina	85+	M	889
Balmain	0-4	F	2514
Balmain	0-4	M	2544
Balmain	5-14	F	3518
Balmain	5-14	M	3773
Balmain	15-19	F	1714
Balmain	15-19	M	1435
Balmain	20-24	F	4069
Balmain	20-24	M	3352
Balmain	25-34	F	8594
Balmain	25-34	M	7868
Balmain	35-44	F	7466
Balmain	35-44	M	7172
Balmain	45-54	F	5670
Balmain	45-54	M	5397
Balmain	55-64	F	4559
Balmain	55-64	M	3874
Balmain	65-74	F	3145
Balmain	65-74	M	2760
Balmain	75-84	F	1324
Balmain	75-84	M	1063
Balmain	85+	F	630
Balmain	85+	M	340
Bankstown	0-4	F	3351
Bankstown	0-4	M	3441
Bankstown	5-14	F	5808
Bankstown	5-14	M	6235
Bankstown	15-19	F	2806
Bankstown	15-19	M	2900
Bankstown	20-24	F	3133
Bankstown	20-24	M	3164
Bankstown	25-34	F	6633
Bankstown	25-34	M	6466
Bankstown	35-44	F	5596
Bankstown	35-44	M	5465
Bankstown	45-54	F	5263
Bankstown	45-54	M	5174
Bankstown	55-64	F	4522
Bankstown	55-64	M	4527
Bankstown	65-74	F	2895
Bankstown	65-74	M	2902
Bankstown	75-84	F	1907
Bankstown	75-84	M	1532
Bankstown	85+	F	1113
Bankstown	85+	M	681
Barwon	0-4	F	2517
Barwon	0-4	M	2584
Barwon	5-14	F	5021
Barwon	5-14	M	5038
Barwon	15-19	F	1978
Barwon	15-19	M	2162
Barwon	20-24	F	2009
Barwon	20-24	M	2045
Barwon	25-34	F	4628
Barwon	25-34	M	4291
Barwon	35-44	F	4218
Barwon	35-44	M	4111
Barwon	45-54	F	5150
Barwon	45-54	M	5204
Barwon	55-64	F	5179
Barwon	55-64	M	5753
Barwon	65-74	F	4086
Barwon	65-74	M	4492
Barwon	75-84	F	2609
Barwon	75-84	M	2338
Barwon	85+	F	1225
Barwon	85+	M	715
Bathurst	0-4	F	2237
Bathurst	0-4	M	2389
Bathurst	5-14	F	4828
Bathurst	5-14	M	5176
Bathurst	15-19	F	2489
Bathurst	15-19	M	2656
Bathurst	20-24	F	2360
Bathurst	20-24	M	2638
Bathurst	25-34	F	4160
Bathurst	25-34	M	4685
Bathurst	35-44	F	4512
Bathurst	35-44	M	4444
Bathurst	45-54	F	5202
Bathurst	45-54	M	5171
Bathurst	55-64	F	5170
Bathurst	55-64	M	5151
Bathurst	65-74	F	4274
Bathurst	65-74	M	4391
Bathurst	75-84	F	2364
Bathurst	75-84	M	2014
Bathurst	85+	F	1129
Bathurst	85+	M	625
Baulkham Hills	0-4	F	2463
Baulkham Hills	0-4	M	2567
Baulkham Hills	5-14	F	5383
Baulkham Hills	5-14	M	5688
Baulkham Hills	15-19	F	2520
Baulkham Hills	15-19	M	2748
Baulkham Hills	20-24	F	2341
Baulkham Hills	20-24	M	2572
Baulkham Hills	25-34	F	4460
Baulkham Hills	25-34	M	4177
Baulkham Hills	35-44	F	6124
Baulkham Hills	35-44	M	5621
Baulkham Hills	45-54	F	5710
Baulkham Hills	45-54	M	5336
Baulkham Hills	55-64	F	5093
Baulkham Hills	55-64	M	4638
Baulkham Hills	65-74	F	3831
Baulkham Hills	65-74	M	3644
Baulkham Hills	75-84	F	1638
Baulkham Hills	75-84	M	1551
Baulkham Hills	85+	F	649
Baulkham Hills	85+	M	396
Bega	0-4	F	1440
Bega	0-4	M	1499
Bega	5-14	F	3657
Bega	5-14	M	3920
Bega	15-19	F	1760
Bega	15-19	M	1804
Bega	20-24	F	1182
Bega	20-24	M	1267
Bega	25-34	F	2579
Bega	25-34	M	2481
Bega	35-44	F	3434
Bega	35-44	M	3048
Bega	45-54	F	4821
Bega	45-54	M	4425
Bega	55-64	F	6688
Bega	55-64	M	6174
Bega	65-74	F	5727
Bega	65-74	M	5861
Bega	75-84	F	3001
Bega	75-84	M	2902
Bega	85+	F	1459
Bega	85+	M	924
Blacktown	0-4	F	3313
Blacktown	0-4	M	3421
Blacktown	5-14	F	5435
Blacktown	5-14	M	5848
Blacktown	15-19	F	2650
Blacktown	15-19	M	2852
Blacktown	20-24	F	2897
Blacktown	20-24	M	3254
Blacktown	25-34	F	7685
Blacktown	25-34	M	7558
Blacktown	35-44	F	6170
Blacktown	35-44	M	6537
Blacktown	45-54	F	5155
Blacktown	45-54	M	5210
Blacktown	55-64	F	4785
Blacktown	55-64	M	4535
Blacktown	65-74	F	3044
Blacktown	65-74	M	2836
Blacktown	75-84	F	1846
Blacktown	75-84	M	1374
Blacktown	85+	F	780
Blacktown	85+	M	483
Blue Mountains	0-4	F	1936
Blue Mountains	0-4	M	2022
Blue Mountains	5-14	F	4403
Blue Mountains	5-14	M	4650
Blue Mountains	15-19	F	2115
Blue Mountains	15-19	M	2257
Blue Mountains	20-24	F	1601
Blue Mountains	20-24	M	1713
Blue Mountains	25-34	F	3389
Blue Mountains	25-34	M	3162
Blue Mountains	35-44	F	4686
Blue Mountains	35-44	M	4251
Blue Mountains	45-54	F	5330
Blue Mountains	45-54	M	4829
Blue Mountains	55-64	F	5793
Blue Mountains	55-64	M	5150
Blue Mountains	65-74	F	4600
Blue Mountains	65-74	M	4081
Blue Mountains	75-84	F	2108
Blue Mountains	75-84	M	1717
Blue Mountains	85+	F	1027
Blue Mountains	85+	M	513
Cabramatta	0-4	F	2324
Cabramatta	0-4	M	2469
Cabramatta	5-14	F	5102
Cabramatta	5-14	M	5459
Cabramatta	15-19	F	2961
Cabramatta	15-19	M	3101
Cabramatta	20-24	F	3164
Cabramatta	20-24	M	3374
Cabramatta	25-34	F	5763
Cabramatta	25-34	M	5418
Cabramatta	35-44	F	5380
Cabramatta	35-44	M	4618
Cabramatta	45-54	F	5867
Cabramatta	45-54	M	5632
Cabramatta	55-64	F	5493
Cabramatta	55-64	M	5043
Cabramatta	65-74	F	2980
Cabramatta	65-74	M	3011
Cabramatta	75-84	F	1771
Cabramatta	75-84	M	1447
Cabramatta	85+	F	837
Cabramatta	85+	M	571
Camden	0-4	F	3516
Camden	0-4	M	3637
Camden	5-14	F	6697
Camden	5-14	M	6921
Camden	15-19	F	3002
Camden	15-19	M	3020
Camden	20-24	F	2755
Camden	20-24	M	2799
Camden	25-34	F	6766
Camden	25-34	M	6225
Camden	35-44	F	6802
Camden	35-44	M	6496
Camden	45-54	F	5690
Camden	45-54	M	5541
Camden	55-64	F	4415
Camden	55-64	M	4106
Camden	65-74	F	3023
Camden	65-74	M	2887
Camden	75-84	F	1467
Camden	75-84	M	1240
Camden	85+	F	791
Camden	85+	M	416
Campbelltown	0-4	F	2692
Campbelltown	0-4	M	2916
Campbelltown	5-14	F	5504
Campbelltown	5-14	M	5806
Campbelltown	15-19	F	2700
Campbelltown	15-19	M	2858
Campbelltown	20-24	F	3056
Campbelltown	20-24	M	2957
Campbelltown	25-34	F	5971
Campbelltown	25-34	M	5526
Campbelltown	35-44	F	5284
Campbelltown	35-44	M	4896
Campbelltown	45-54	F	4954
Campbelltown	45-54	M	4518
Campbelltown	55-64	F	4782
Campbelltown	55-64	M	4313
Campbelltown	65-74	F	3458
Campbelltown	65-74	M	3197
Campbelltown	75-84	F	1420
Campbelltown	75-84	M	1242
Campbelltown	85+	F	518
Campbelltown	85+	M	285
Canterbury	0-4	F	2598
Canterbury	0-4	M	2765
Canterbury	5-14	F	4808
Canterbury	5-14	M	5224
Canterbury	15-19	F	2481
Canterbury	15-19	M	2606
Canterbury	20-24	F	2942
Canterbury	20-24	M	3054
Canterbury	25-34	F	7153
Canterbury	25-34	M	7153
Canterbury	35-44	F	6330
Canterbury	35-44	M	6222
Canterbury	45-54	F	6219
Canterbury	45-54	M	5866
Canterbury	55-64	F	4887
Canterbury	55-64	M	4482
Canterbury	65-74	F	3500
Canterbury	65-74	M	3214
Canterbury	75-84	F	2490
Canterbury	75-84	M	2165
Canterbury	85+	F	1067
Canterbury	85+	M	789
Castle Hill	0-4	F	2351
Castle Hill	0-4	M	2483
Castle Hill	5-14	F	6254
Castle Hill	5-14	M	6598
Castle Hill	15-19	F	2992
Castle Hill	15-19	M	3113
Castle Hill	20-24	F	2309
Castle Hill	20-24	M	2617
Castle Hill	25-34	F	4135
Castle Hill	25-34	M	3935
Castle Hill	35-44	F	6459
Castle Hill	35-44	M	5675
Castle Hill	45-54	F	6049
Castle Hill	45-54	M	5734
Castle Hill	55-64	F	4660
Castle Hill	55-64	M	4458
Castle Hill	65-74	F	3280
Castle Hill	65-74	M	3082
Castle Hill	75-84	F	1375
Castle Hill	75-84	M	1292
Castle Hill	85+	F	614
Castle Hill	85+	M	363
Cessnock	0-4	F	2714
Cessnock	0-4	M	2769
Cessnock	5-14	F	5230
Cessnock	5-14	M	5402
Cessnock	15-19	F	2332
Cessnock	15-19	M	2425
Cessnock	20-24	F	2261
Cessnock	20-24	M	2355
Cessnock	25-34	F	5208
Cessnock	25-34	M	4952
Cessnock	35-44	F	4902
Cessnock	35-44	M	5004
Cessnock	45-54	F	4806
Cessnock	45-54	M	4779
Cessnock	55-64	F	4805
Cessnock	55-64	M	4664
Cessnock	65-74	F	3665
Cessnock	65-74	M	3615
Cessnock	75-84	F	1812
Cessnock	75-84	M	1517
Cessnock	85+	F	944
Cessnock	85+	M	479
Charlestown	0-4	F	2167
Charlestown	0-4	M	2341
Charlestown	5-14	F	4523
Charlestown	5-14	M	4827
Charlestown	15-19	F	2057
Charlestown	15-19	M	2304
Charlestown	20-24	F	2010
Charlestown	20-24	M	2066
Charlestown	25-34	F	4327
Charlestown	25-34	M	4089
Charlestown	35-44	F	4851
Charlestown	35-44	M	4477
Charlestown	45-54	F	4934
Charlestown	45-54	M	4692
Charlestown	55-64	F	4525
Charlestown	55-64	M	4162
Charlestown	65-74	F	3846
Charlestown	65-74	M	3268
Charlestown	75-84	F	2544
Charlestown	75-84	M	1999
Charlestown	85+	F	1281
Charlestown	85+	M	752
Clarence	0-4	F	1854
Clarence	0-4	M	1985
Clarence	5-14	F	4234
Clarence	5-14	M	4611
Clarence	15-19	F	2153
Clarence	15-19	M	2316
Clarence	20-24	F	1525
Clarence	20-24	M	1642
Clarence	25-34	F	3101
Clarence	25-34	M	3039
Clarence	35-44	F	3969
Clarence	35-44	M	3658
Clarence	45-54	F	4936
Clarence	45-54	M	4712
Clarence	55-64	F	5896
Clarence	55-64	M	5755
Clarence	65-74	F	5024
Clarence	65-74	M	5189
Clarence	75-84	F	2947
Clarence	75-84	M	2719
Clarence	85+	F	1407
Clarence	85+	M	849
Coffs Harbour	0-4	F	1998
Coffs Harbour	0-4	M	2058
Coffs Harbour	5-14	F	4584
Coffs Harbour	5-14	M	4709
Coffs Harbour	15-19	F	2109
Coffs Harbour	15-19	M	2224
Coffs Harbour	20-24	F	1806
Coffs Harbour	20-24	M	1888
Coffs Harbour	25-34	F	3953
Coffs Harbour	25-34	M	3701
Coffs Harbour	35-44	F	4326
Coffs Harbour	35-44	M	3895
Coffs Harbour	45-54	F	5167
Coffs Harbour	45-54	M	4461
Coffs Harbour	55-64	F	5473
Coffs Harbour	55-64	M	5220
Coffs Harbour	65-74	F	4328
Coffs Harbour	65-74	M	4187
Coffs Harbour	75-84	F	2601
Coffs Harbour	75-84	M	2188
Coffs Harbour	85+	F	1284
Coffs Harbour	85+	M	786
Coogee	0-4	F	2580
Coogee	0-4	M	2602
Coogee	5-14	F	4020
Coogee	5-14	M	4085
Coogee	15-19	F	1601
Coogee	15-19	M	1658
Coogee	20-24	F	2803
Coogee	20-24	M	2487
Coogee	25-34	F	9701
Coogee	25-34	M	8447
Coogee	35-44	F	7412
Coogee	35-44	M	6985
Coogee	45-54	F	5427
Coogee	45-54	M	5209
Coogee	55-64	F	3856
Coogee	55-64	M	3603
Coogee	65-74	F	2900
Coogee	65-74	M	2552
Coogee	75-84	F	1809
Coogee	75-84	M	1427
Coogee	85+	F	1317
Coogee	85+	M	688
Cootamundra	0-4	F	1996
Cootamundra	0-4	M	2087
Cootamundra	5-14	F	4586
Cootamundra	5-14	M	4894
Cootamundra	15-19	F	2046
Cootamundra	15-19	M	2112
Cootamundra	20-24	F	1628
Cootamundra	20-24	M	1796
Cootamundra	25-34	F	3327
Cootamundra	25-34	M	3405
Cootamundra	35-44	F	3854
Cootamundra	35-44	M	3949
Cootamundra	45-54	F	4701
Cootamundra	45-54	M	4600
Cootamundra	55-64	F	4952
Cootamundra	55-64	M	5187
Cootamundra	65-74	F	4493
Cootamundra	65-74	M	4608
Cootamundra	75-84	F	2803
Cootamundra	75-84	M	2492
Cootamundra	85+	F	1448
Cootamundra	85+	M	819
Cronulla	0-4	F	2086
Cronulla	0-4	M	2260
Cronulla	5-14	F	4469
Cronulla	5-14	M	4801
Cronulla	15-19	F	2179
Cronulla	15-19	M	2195
Cronulla	20-24	F	2063
Cronulla	20-24	M	2198
Cronulla	25-34	F	4811
Cronulla	25-34	M	4508
Cronulla	35-44	F	5146
Cronulla	35-44	M	4840
Cronulla	45-54	F	5203
Cronulla	45-54	M	5003
Cronulla	55-64	F	4839
Cronulla	55-64	M	4669
Cronulla	65-74	F	3462
Cronulla	65-74	M	3215
Cronulla	75-84	F	2140
Cronulla	75-84	M	1754
Cronulla	85+	F	1163
Cronulla	85+	M	729
Davidson	0-4	F	1982
Davidson	0-4	M	2139
Davidson	5-14	F	5781
Davidson	5-14	M	6432
Davidson	15-19	F	2778
Davidson	15-19	M	3046
Davidson	20-24	F	2022
Davidson	20-24	M	2143
Davidson	25-34	F	3060
Davidson	25-34	M	2817
Davidson	35-44	F	5563
Davidson	35-44	M	4734
Davidson	45-54	F	6368
Davidson	45-54	M	5818
Davidson	55-64	F	4573
Davidson	55-64	M	4213
Davidson	65-74	F	4014
Davidson	65-74	M	3474
Davidson	75-84	F	2623
Davidson	75-84	M	2262
Davidson	85+	F	1551
Davidson	85+	M	916
Drummoyne	0-4	F	2432
Drummoyne	0-4	M	2588
Drummoyne	5-14	F	4071
Drummoyne	5-14	M	4205
Drummoyne	15-19	F	1765
Drummoyne	15-19	M	1867
Drummoyne	20-24	F	2755
Drummoyne	20-24	M	2545
Drummoyne	25-34	F	7306
Drummoyne	25-34	M	6829
Drummoyne	35-44	F	6345
Drummoyne	35-44	M	5922
Drummoyne	45-54	F	5622
Drummoyne	45-54	M	4850
Drummoyne	55-64	F	4680
Drummoyne	55-64	M	4067
Drummoyne	65-74	F	3506
Drummoyne	65-74	M	3096
Drummoyne	75-84	F	2140
Drummoyne	75-84	M	1702
Drummoyne	85+	F	1233
Drummoyne	85+	M	706
Dubbo	0-4	F	2718
Dubbo	0-4	M	2782
Dubbo	5-14	F	5015
Dubbo	5-14	M	5499
Dubbo	15-19	F	2249
Dubbo	15-19	M	2351
Dubbo	20-24	F	2149
Dubbo	20-24	M	2262
Dubbo	25-34	F	4949
Dubbo	25-34	M	4769
Dubbo	35-44	F	4572
Dubbo	35-44	M	4338
Dubbo	45-54	F	5054
Dubbo	45-54	M	4861
Dubbo	55-64	F	4929
Dubbo	55-64	M	4680
Dubbo	65-74	F	3763
Dubbo	65-74	M	3758
Dubbo	75-84	F	2307
Dubbo	75-84	M	1919
Dubbo	85+	F	1039
Dubbo	85+	M	616
East Hills	0-4	F	2545
East Hills	0-4	M	2595
East Hills	5-14	F	4884
East Hills	5-14	M	5367
East Hills	15-19	F	2411
East Hills	15-19	M	2517
East Hills	20-24	F	2577
East Hills	20-24	M	2580
East Hills	25-34	F	5163
East Hills	25-34	M	4878
East Hills	35-44	F	5402
East Hills	35-44	M	5048
East Hills	45-54	F	5158
East Hills	45-54	M	4870
East Hills	55-64	F	4649
East Hills	55-64	M	4465
East Hills	65-74	F	3170
East Hills	65-74	M	3069
East Hills	75-84	F	2172
East Hills	75-84	M	1697
East Hills	85+	F	1335
East Hills	85+	M	793
Epping	0-4	F	1949
Epping	0-4	M	1967
Epping	5-14	F	5066
Epping	5-14	M	5356
Epping	15-19	F	2783
Epping	15-19	M	3077
Epping	20-24	F	2797
Epping	20-24	M	2911
Epping	25-34	F	4277
Epping	25-34	M	4268
Epping	35-44	F	5493
Epping	35-44	M	4798
Epping	45-54	F	6096
Epping	45-54	M	5518
Epping	55-64	F	5160
Epping	55-64	M	4927
Epping	65-74	F	3339
Epping	65-74	M	3137
Epping	75-84	F	2414
Epping	75-84	M	1836
Epping	85+	F	1793
Epping	85+	M	954
Fairfield	0-4	F	2851
Fairfield	0-4	M	3008
Fairfield	5-14	F	5669
Fairfield	5-14	M	5967
Fairfield	15-19	F	2905
Fairfield	15-19	M	3118
Fairfield	20-24	F	3190
Fairfield	20-24	M	3418
Fairfield	25-34	F	6415
Fairfield	25-34	M	6015
Fairfield	35-44	F	5766
Fairfield	35-44	M	5299
Fairfield	45-54	F	5802
Fairfield	45-54	M	5739
Fairfield	55-64	F	5083
Fairfield	55-64	M	4941
Fairfield	65-74	F	3206
Fairfield	65-74	M	3058
Fairfield	75-84	F	2098
Fairfield	75-84	M	1723
Fairfield	85+	F	1086
Fairfield	85+	M	637
Gosford	0-4	F	2004
Gosford	0-4	M	2183
Gosford	5-14	F	4026
Gosford	5-14	M	4143
Gosford	15-19	F	1971
Gosford	15-19	M	2056
Gosford	20-24	F	1969
Gosford	20-24	M	2078
Gosford	25-34	F	4239
Gosford	25-34	M	4162
Gosford	35-44	F	4628
Gosford	35-44	M	4507
Gosford	45-54	F	5168
Gosford	45-54	M	4898
Gosford	55-64	F	5123
Gosford	55-64	M	4703
Gosford	65-74	F	4493
Gosford	65-74	M	4068
Gosford	75-84	F	2783
Gosford	75-84	M	2179
Gosford	85+	F	1572
Gosford	85+	M	906
Goulburn	0-4	F	2039
Goulburn	0-4	M	2262
Goulburn	5-14	F	4701
Goulburn	5-14	M	5016
Goulburn	15-19	F	2237
Goulburn	15-19	M	2366
Goulburn	20-24	F	1651
Goulburn	20-24	M	1914
Goulburn	25-34	F	3803
Goulburn	25-34	M	3702
Goulburn	35-44	F	4537
Goulburn	35-44	M	4388
Goulburn	45-54	F	5496
Goulburn	45-54	M	5325
