SED_NAME16	Age	Sex	persons
Goulburn	55-64	F	5407
Goulburn	55-64	M	5315
Goulburn	65-74	F	4677
Goulburn	65-74	M	4607
Goulburn	75-84	F	2359
Goulburn	75-84	M	2206
Goulburn	85+	F	1111
Goulburn	85+	M	645
Granville	0-4	F	3628
Granville	0-4	M	3836
Granville	5-14	F	5581
Granville	5-14	M	6069
Granville	15-19	F	2447
Granville	15-19	M	2651
Granville	20-24	F	3181
Granville	20-24	M	3713
Granville	25-34	F	8804
Granville	25-34	M	9305
Granville	35-44	F	6260
Granville	35-44	M	7012
Granville	45-54	F	5086
Granville	45-54	M	5057
Granville	55-64	F	4234
Granville	55-64	M	4124
Granville	65-74	F	2816
Granville	65-74	M	2691
Granville	75-84	F	1773
Granville	75-84	M	1400
Granville	85+	F	868
Granville	85+	M	516
Hawkesbury	0-4	F	2248
Hawkesbury	0-4	M	2370
Hawkesbury	5-14	F	4912
Hawkesbury	5-14	M	5231
Hawkesbury	15-19	F	2585
Hawkesbury	15-19	M	2710
Hawkesbury	20-24	F	2423
Hawkesbury	20-24	M	2492
Hawkesbury	25-34	F	4473
Hawkesbury	25-34	M	4354
Hawkesbury	35-44	F	4759
Hawkesbury	35-44	M	4494
Hawkesbury	45-54	F	5619
Hawkesbury	45-54	M	5419
Hawkesbury	55-64	F	4577
Hawkesbury	55-64	M	4503
Hawkesbury	65-74	F	3348
Hawkesbury	65-74	M	3233
Hawkesbury	75-84	F	1631
Hawkesbury	75-84	M	1425
Hawkesbury	85+	F	703
Hawkesbury	85+	M	421
Heathcote	0-4	F	2510
Heathcote	0-4	M	2570
Heathcote	5-14	F	5026
Heathcote	5-14	M	5274
Heathcote	15-19	F	2296
Heathcote	15-19	M	2509
Heathcote	20-24	F	2093
Heathcote	20-24	M	2346
Heathcote	25-34	F	4676
Heathcote	25-34	M	4359
Heathcote	35-44	F	5670
Heathcote	35-44	M	5245
Heathcote	45-54	F	5533
Heathcote	45-54	M	5215
Heathcote	55-64	F	4732
Heathcote	55-64	M	4525
Heathcote	65-74	F	3495
Heathcote	65-74	M	3298
Heathcote	75-84	F	1694
Heathcote	75-84	M	1480
Heathcote	85+	F	1061
Heathcote	85+	M	548
Heffron	0-4	F	2580
Heffron	0-4	M	2507
Heffron	5-14	F	3169
Heffron	5-14	M	3367
Heffron	15-19	F	3275
Heffron	15-19	M	3247
Heffron	20-24	F	7666
Heffron	20-24	M	7541
Heffron	25-34	F	13731
Heffron	25-34	M	14561
Heffron	35-44	F	7429
Heffron	35-44	M	8234
Heffron	45-54	F	4981
Heffron	45-54	M	5458
Heffron	55-64	F	3765
Heffron	55-64	M	3696
Heffron	65-74	F	2598
Heffron	65-74	M	2360
Heffron	75-84	F	1620
Heffron	75-84	M	1370
Heffron	85+	F	630
Heffron	85+	M	428
Holsworthy	0-4	F	3176
Holsworthy	0-4	M	3304
Holsworthy	5-14	F	6293
Holsworthy	5-14	M	6483
Holsworthy	15-19	F	2945
Holsworthy	15-19	M	3214
Holsworthy	20-24	F	2805
Holsworthy	20-24	M	3023
Holsworthy	25-34	F	5953
Holsworthy	25-34	M	5583
Holsworthy	35-44	F	6461
Holsworthy	35-44	M	5900
Holsworthy	45-54	F	5652
Holsworthy	45-54	M	5730
Holsworthy	55-64	F	4277
Holsworthy	55-64	M	4187
Holsworthy	65-74	F	2826
Holsworthy	65-74	M	2673
Holsworthy	75-84	F	1497
Holsworthy	75-84	M	1219
Holsworthy	85+	F	797
Holsworthy	85+	M	407
Hornsby	0-4	F	2298
Hornsby	0-4	M	2639
Hornsby	5-14	F	5356
Hornsby	5-14	M	5540
Hornsby	15-19	F	2451
Hornsby	15-19	M	2648
Hornsby	20-24	F	2122
Hornsby	20-24	M	2397
Hornsby	25-34	F	4330
Hornsby	25-34	M	4206
Hornsby	35-44	F	6171
Hornsby	35-44	M	5732
Hornsby	45-54	F	6140
Hornsby	45-54	M	5640
Hornsby	55-64	F	4917
Hornsby	55-64	M	4638
Hornsby	65-74	F	3569
Hornsby	65-74	M	3308
Hornsby	75-84	F	1848
Hornsby	75-84	M	1676
Hornsby	85+	F	857
Hornsby	85+	M	544
Keira	0-4	F	2278
Keira	0-4	M	2480
Keira	5-14	F	5052
Keira	5-14	M	5252
Keira	15-19	F	2462
Keira	15-19	M	2581
Keira	20-24	F	2402
Keira	20-24	M	2717
Keira	25-34	F	4455
Keira	25-34	M	4300
Keira	35-44	F	5381
Keira	35-44	M	5079
Keira	45-54	F	5344
Keira	45-54	M	5156
Keira	55-64	F	4982
Keira	55-64	M	4526
Keira	65-74	F	3802
Keira	65-74	M	3399
Keira	75-84	F	2526
Keira	75-84	M	2042
Keira	85+	F	1363
Keira	85+	M	794
Kiama	0-4	F	1978
Kiama	0-4	M	2057
Kiama	5-14	F	4255
Kiama	5-14	M	4483
Kiama	15-19	F	2143
Kiama	15-19	M	2288
Kiama	20-24	F	1778
Kiama	20-24	M	2172
Kiama	25-34	F	3630
Kiama	25-34	M	3788
Kiama	35-44	F	4108
Kiama	35-44	M	4001
Kiama	45-54	F	4792
Kiama	45-54	M	4477
Kiama	55-64	F	5340
Kiama	55-64	M	5018
Kiama	65-74	F	4270
Kiama	65-74	M	4159
Kiama	75-84	F	2410
Kiama	75-84	M	2100
Kiama	85+	F	1282
Kiama	85+	M	763
Kogarah	0-4	F	2640
Kogarah	0-4	M	2930
Kogarah	5-14	F	4384
Kogarah	5-14	M	4792
Kogarah	15-19	F	2541
Kogarah	15-19	M	2692
Kogarah	20-24	F	3689
Kogarah	20-24	M	4017
Kogarah	25-34	F	9171
Kogarah	25-34	M	9241
Kogarah	35-44	F	6162
Kogarah	35-44	M	5983
Kogarah	45-54	F	5793
Kogarah	45-54	M	5314
Kogarah	55-64	F	5139
Kogarah	55-64	M	4557
Kogarah	65-74	F	3416
Kogarah	65-74	M	3104
Kogarah	75-84	F	2278
Kogarah	75-84	M	1924
Kogarah	85+	F	1358
Kogarah	85+	M	818
Ku-ring-gai	0-4	F	2162
Ku-ring-gai	0-4	M	2314
Ku-ring-gai	5-14	F	5624
Ku-ring-gai	5-14	M	5936
Ku-ring-gai	15-19	F	3024
Ku-ring-gai	15-19	M	2983
Ku-ring-gai	20-24	F	2207
Ku-ring-gai	20-24	M	2135
Ku-ring-gai	25-34	F	4169
Ku-ring-gai	25-34	M	3681
Ku-ring-gai	35-44	F	5902
Ku-ring-gai	35-44	M	5237
Ku-ring-gai	45-54	F	6279
Ku-ring-gai	45-54	M	5631
Ku-ring-gai	55-64	F	4549
Ku-ring-gai	55-64	M	4178
Ku-ring-gai	65-74	F	3592
Ku-ring-gai	65-74	M	3178
Ku-ring-gai	75-84	F	2520
Ku-ring-gai	75-84	M	2038
Ku-ring-gai	85+	F	1824
Ku-ring-gai	85+	M	1059
Lake Macquarie	0-4	F	1892
Lake Macquarie	0-4	M	2049
Lake Macquarie	5-14	F	3998
Lake Macquarie	5-14	M	4211
Lake Macquarie	15-19	F	2093
Lake Macquarie	15-19	M	2264
Lake Macquarie	20-24	F	1899
Lake Macquarie	20-24	M	2071
Lake Macquarie	25-34	F	3756
Lake Macquarie	25-34	M	3685
Lake Macquarie	35-44	F	4104
Lake Macquarie	35-44	M	3772
Lake Macquarie	45-54	F	4758
Lake Macquarie	45-54	M	4556
Lake Macquarie	55-64	F	5160
Lake Macquarie	55-64	M	4800
Lake Macquarie	65-74	F	4577
Lake Macquarie	65-74	M	4271
Lake Macquarie	75-84	F	2620
Lake Macquarie	75-84	M	2243
Lake Macquarie	85+	F	1437
Lake Macquarie	85+	M	838
Lakemba	0-4	F	3601
Lakemba	0-4	M	3925
Lakemba	5-14	F	6410
Lakemba	5-14	M	6751
Lakemba	15-19	F	2879
Lakemba	15-19	M	3071
Lakemba	20-24	F	3272
Lakemba	20-24	M	3643
Lakemba	25-34	F	7351
Lakemba	25-34	M	7879
Lakemba	35-44	F	5889
Lakemba	35-44	M	6273
Lakemba	45-54	F	5337
Lakemba	45-54	M	5237
Lakemba	55-64	F	4497
Lakemba	55-64	M	4496
