SED_NAME16	Age	MaritalStatus	Registered	adults
Blue Mountains	75-84	Married	1	1686
Blue Mountains	75-84	Never married		1470
Blue Mountains	85+	Married	0	18
Blue Mountains	85+	Married	1	294
Blue Mountains	85+	Never married		711
Cabramatta	15-19	Married	0	24
Cabramatta	15-19	Married	1	30
Cabramatta	15-19	Never married		5726
Cabramatta	20-24	Married	0	188
Cabramatta	20-24	Married	1	487
Cabramatta	20-24	Never married		5440
Cabramatta	25-34	Married	0	612
Cabramatta	25-34	Married	1	3643
Cabramatta	25-34	Never married		6096
Cabramatta	35-44	Married	0	694
Cabramatta	35-44	Married	1	5105
Cabramatta	35-44	Never married		3538
Cabramatta	45-54	Married	0	631
Cabramatta	45-54	Married	1	6603
Cabramatta	45-54	Never married		3583
Cabramatta	55-64	Married	0	465
Cabramatta	55-64	Married	1	6302
Cabramatta	55-64	Never married		3137
Cabramatta	65-74	Married	0	190
Cabramatta	65-74	Married	1	3585
Cabramatta	65-74	Never married		1816
Cabramatta	75-84	Married	0	41
Cabramatta	75-84	Married	1	1483
Cabramatta	75-84	Never married		1322
Cabramatta	85+	Married	0	7
Cabramatta	85+	Married	1	333
Cabramatta	85+	Never married		642
Camden	15-19	Married	0	29
Camden	15-19	Married	1	4
Camden	15-19	Never married		5657
Camden	20-24	Married	0	568
Camden	20-24	Married	1	249
Camden	20-24	Never married		4201
Camden	25-34	Married	0	2021
Camden	25-34	Married	1	6499
Camden	25-34	Never married		3534
Camden	35-44	Married	0	1299
Camden	35-44	Married	1	8988
Camden	35-44	Never married		2178
Camden	45-54	Married	0	991
Camden	45-54	Married	1	7400
Camden	45-54	Never married		2100
Camden	55-64	Married	0	521
Camden	55-64	Married	1	5713
Camden	55-64	Never married		1706
Camden	65-74	Married	0	171
Camden	65-74	Married	1	3785
Camden	65-74	Never married		1378
Camden	75-84	Married	0	44
Camden	75-84	Married	1	1360
Camden	75-84	Never married		882
Camden	85+	Married	0	3
Camden	85+	Married	1	200
Camden	85+	Never married		505
Campbelltown	15-19	Married	0	84
Campbelltown	15-19	Married	1	7
Campbelltown	15-19	Never married		4924
Campbelltown	20-24	Married	0	749
Campbelltown	20-24	Married	1	273
Campbelltown	20-24	Never married		4296
Campbelltown	25-34	Married	0	1667
Campbelltown	25-34	Married	1	4023
Campbelltown	25-34	Never married		4686
Campbelltown	35-44	Married	0	1190
Campbelltown	35-44	Married	1	5008
Campbelltown	35-44	Never married		3142
Campbelltown	45-54	Married	0	948
Campbelltown	45-54	Married	1	5067
Campbelltown	45-54	Never married		2741
Campbelltown	55-64	Married	0	604
Campbelltown	55-64	Married	1	5248
Campbelltown	55-64	Never married		2501
Campbelltown	65-74	Married	0	252
Campbelltown	65-74	Married	1	3816
Campbelltown	65-74	Never married		1936
Campbelltown	75-84	Married	0	56
Campbelltown	75-84	Married	1	1260
Campbelltown	75-84	Never married		1063
Campbelltown	85+	Married	0	6
Campbelltown	85+	Married	1	188
Campbelltown	85+	Never married		427
Canterbury	15-19	Married	0	21
Canterbury	15-19	Married	1	16
Canterbury	15-19	Never married		4752
Canterbury	20-24	Married	0	283
Canterbury	20-24	Married	1	458
Canterbury	20-24	Never married		4812
Canterbury	25-34	Married	0	1264
Canterbury	25-34	Married	1	5950
Canterbury	25-34	Never married		5970
Canterbury	35-44	Married	0	991
Canterbury	35-44	Married	1	7230
Canterbury	35-44	Never married		3333
Canterbury	45-54	Married	0	874
Canterbury	45-54	Married	1	6791
Canterbury	45-54	Never married		3577
Canterbury	55-64	Married	0	538
Canterbury	55-64	Married	1	5217
Canterbury	55-64	Never married		2888
Canterbury	65-74	Married	0	223
Canterbury	65-74	Married	1	3887
Canterbury	65-74	Never married		1990
Canterbury	75-84	Married	0	71
Canterbury	75-84	Married	1	2471
Canterbury	75-84	Never married		1602
Canterbury	85+	Married	0	9
Canterbury	85+	Married	1	550
Canterbury	85+	Never married		892
Castle Hill	15-19	Married	0	18
Castle Hill	15-19	Married	1	3
Castle Hill	15-19	Never married		5850
Castle Hill	20-24	Married	0	153
Castle Hill	20-24	Married	1	94
Castle Hill	20-24	Never married		4418
Castle Hill	25-34	Married	0	634
Castle Hill	25-34	Married	1	3621
Castle Hill	25-34	Never married		3309
Castle Hill	35-44	Married	0	666
Castle Hill	35-44	Married	1	9423
Castle Hill	35-44	Never married		1492
Castle Hill	45-54	Married	0	581
Castle Hill	45-54	Married	1	9141
Castle Hill	45-54	Never married		1505
Castle Hill	55-64	Married	0	381
Castle Hill	55-64	Married	1	6986
Castle Hill	55-64	Never married		1255
Castle Hill	65-74	Married	0	157
Castle Hill	65-74	Married	1	4517
Castle Hill	65-74	Never married		1216
Castle Hill	75-84	Married	0	33
Castle Hill	75-84	Married	1	1627
Castle Hill	75-84	Never married		758
Castle Hill	85+	Married	0	10
Castle Hill	85+	Married	1	296
Castle Hill	85+	Never married		425
Cessnock	15-19	Married	0	84
Cessnock	15-19	Married	1	3
Cessnock	15-19	Never married		4247
Cessnock	20-24	Married	0	822
Cessnock	20-24	Married	1	183
Cessnock	20-24	Never married		2942
Cessnock	25-34	Married	0	2063
Cessnock	25-34	Married	1	3643
Cessnock	25-34	Never married		3108
Cessnock	35-44	Married	0	1411
Cessnock	35-44	Married	1	5004
Cessnock	35-44	Never married		2384
Cessnock	45-54	Married	0	1123
Cessnock	45-54	Married	1	4898
Cessnock	45-54	Never married		2592
Cessnock	55-64	Married	0	634
Cessnock	55-64	Married	1	5256
Cessnock	55-64	Never married		2486
Cessnock	65-74	Married	0	282
Cessnock	65-74	Married	1	4047
Cessnock	65-74	Never married		1987
Cessnock	75-84	Married	0	46
Cessnock	75-84	Married	1	1451
Cessnock	75-84	Never married		1248
Cessnock	85+	Married	0	14
Cessnock	85+	Married	1	228
Cessnock	85+	Never married		603
Charlestown	15-19	Married	0	48
Charlestown	15-19	Never married		4059
Charlestown	20-24	Married	0	484
Charlestown	20-24	Married	1	93
Charlestown	20-24	Never married		3101
Charlestown	25-34	Married	0	1758
Charlestown	25-34	Married	1	3072
Charlestown	25-34	Never married		2814
Charlestown	35-44	Married	0	1069
Charlestown	35-44	Married	1	5494
Charlestown	35-44	Never married		2092
Charlestown	45-54	Married	0	889
Charlestown	45-54	Married	1	5431
Charlestown	45-54	Never married		2541
Charlestown	55-64	Married	0	551
Charlestown	55-64	Married	1	5018
Charlestown	55-64	Never married		2407
Charlestown	65-74	Married	0	254
Charlestown	65-74	Married	1	4250
Charlestown	65-74	Never married		1961
Charlestown	75-84	Married	0	80
Charlestown	75-84	Married	1	2424
Charlestown	75-84	Never married		1608
Charlestown	85+	Married	0	11
Charlestown	85+	Married	1	553
Charlestown	85+	Never married		1021
Clarence	15-19	Married	0	65
Clarence	15-19	Married	1	8
Clarence	15-19	Never married		3867
Clarence	20-24	Married	0	513
Clarence	20-24	Married	1	149
Clarence	20-24	Never married		2002
Clarence	25-34	Married	0	1258
Clarence	25-34	Married	1	1840
Clarence	25-34	Never married		2208
Clarence	35-44	Married	0	1136
Clarence	35-44	Married	1	3366
Clarence	35-44	Never married		2181
Clarence	45-54	Married	0	1166
Clarence	45-54	Married	1	4481
Clarence	45-54	Never married		2911
Clarence	55-64	Married	0	1021
Clarence	55-64	Married	1	5847
Clarence	55-64	Never married		3310
Clarence	65-74	Married	0	575
Clarence	65-74	Married	1	5572
Clarence	65-74	Never married		2732
Clarence	75-84	Married	0	145
Clarence	75-84	Married	1	2682
Clarence	75-84	Never married		2076
Clarence	85+	Married	0	26
Clarence	85+	Married	1	551
Clarence	85+	Never married		1010
Coffs Harbour	15-19	Married	0	72
Coffs Harbour	15-19	Married	1	4
Coffs Harbour	15-19	Never married		3806
Coffs Harbour	20-24	Married	0	536
Coffs Harbour	20-24	Married	1	155
Coffs Harbour	20-24	Never married		2403
Coffs Harbour	25-34	Married	0	1449
Coffs Harbour	25-34	Married	1	2528
Coffs Harbour	25-34	Never married		2752
Coffs Harbour	35-44	Married	0	1139
Coffs Harbour	35-44	Married	1	4055
Coffs Harbour	35-44	Never married		2213
Coffs Harbour	45-54	Married	0	1126
Coffs Harbour	45-54	Married	1	4710
Coffs Harbour	45-54	Never married		2770
Coffs Harbour	55-64	Married	0	896
Coffs Harbour	55-64	Married	1	5354
Coffs Harbour	55-64	Never married		3115
Coffs Harbour	65-74	Married	0	448
Coffs Harbour	65-74	Married	1	4589
Coffs Harbour	65-74	Never married		2334
Coffs Harbour	75-84	Married	0	115
Coffs Harbour	75-84	Married	1	2317
Coffs Harbour	75-84	Never married		1639
Coffs Harbour	85+	Married	0	14
Coffs Harbour	85+	Married	1	503
Coffs Harbour	85+	Never married		899
Coogee	15-19	Married	0	18
Coogee	15-19	Never married		2814
Coogee	20-24	Married	0	449
Coogee	20-24	Married	1	35
Coogee	20-24	Never married		3879
Coogee	25-34	Married	0	4591
Coogee	25-34	Married	1	3416
Coogee	25-34	Never married		7551
Coogee	35-44	Married	0	2388
Coogee	35-44	Married	1	6880
Coogee	35-44	Never married		3420
Coogee	45-54	Married	0	1281
Coogee	45-54	Married	1	5138
Coogee	45-54	Never married		2915
Coogee	55-64	Married	0	680
Coogee	55-64	Married	1	3361
Coogee	55-64	Never married		2457
Coogee	65-74	Married	0	282
Coogee	65-74	Married	1	2402
Coogee	65-74	Never married		1954
Coogee	75-84	Married	0	80
Coogee	75-84	Married	1	1228
Coogee	75-84	Never married		1270
Coogee	85+	Married	0	21
Coogee	85+	Married	1	320
Coogee	85+	Never married		785
Cootamundra	15-19	Married	0	92
Cootamundra	15-19	Married	1	3
Cootamundra	15-19	Never married		3463
Cootamundra	20-24	Married	0	680
Cootamundra	20-24	Married	1	165
Cootamundra	20-24	Never married		1900
Cootamundra	25-34	Married	0	1306
Cootamundra	25-34	Married	1	2209
Cootamundra	25-34	Never married		2064
Cootamundra	35-44	Married	0	846
Cootamundra	35-44	Married	1	3958
Cootamundra	35-44	Never married		1841
Cootamundra	45-54	Married	0	924
Cootamundra	45-54	Married	1	4950
Cootamundra	45-54	Never married		2299
Cootamundra	55-64	Married	0	624
Cootamundra	55-64	Married	1	5583
Cootamundra	55-64	Never married		2532
Cootamundra	65-74	Married	0	349
Cootamundra	65-74	Married	1	4963
Cootamundra	65-74	Never married		2441
Cootamundra	75-84	Married	0	92
Cootamundra	75-84	Married	1	2447
Cootamundra	75-84	Never married		1892
Cootamundra	85+	Married	0	15
Cootamundra	85+	Married	1	471
Cootamundra	85+	Never married		1002
Cronulla	15-19	Married	0	19
Cronulla	15-19	Married	1	5
Cronulla	15-19	Never married		4142
Cronulla	20-24	Married	0	309
Cronulla	20-24	Married	1	57
Cronulla	20-24	Never married		3481
Cronulla	25-34	Married	0	1941
Cronulla	25-34	Married	1	3008
Cronulla	25-34	Never married		3366
Cronulla	35-44	Married	0	1028
Cronulla	35-44	Married	1	6277
Cronulla	35-44	Never married		1894
Cronulla	45-54	Married	0	875
Cronulla	45-54	Married	1	6538
Cronulla	45-54	Never married		2068
Cronulla	55-64	Married	0	570
Cronulla	55-64	Married	1	5993
Cronulla	55-64	Never married		2161
Cronulla	65-74	Married	0	231
Cronulla	65-74	Married	1	4172
Cronulla	65-74	Never married		1679
Cronulla	75-84	Married	0	53
Cronulla	75-84	Married	1	2076
Cronulla	75-84	Never married		1348
Cronulla	85+	Married	0	19
Cronulla	85+	Married	1	563
Cronulla	85+	Never married		988
Davidson	15-19	Married	0	13
Davidson	15-19	Never married		5594
Davidson	20-24	Married	0	105
Davidson	20-24	Married	1	52
Davidson	20-24	Never married		3740
Davidson	25-34	Married	0	574
Davidson	25-34	Married	1	2382
Davidson	25-34	Never married		2529
Davidson	35-44	Married	0	617
Davidson	35-44	Married	1	7919
Davidson	35-44	Never married		1245
Davidson	45-54	Married	0	650
Davidson	45-54	Married	1	9329
Davidson	45-54	Never married		1614
Davidson	55-64	Married	0	332
Davidson	55-64	Married	1	6475
Davidson	55-64	Never married		1395
Davidson	65-74	Married	0	175
Davidson	65-74	Married	1	5296
Davidson	65-74	Never married		1396
Davidson	75-84	Married	0	64
Davidson	75-84	Married	1	2839
Davidson	75-84	Never married		1394
Davidson	85+	Married	0	16
Davidson	85+	Married	1	650
Davidson	85+	Never married		1060
Drummoyne	15-19	Married	0	19
Drummoyne	15-19	Married	1	6
Drummoyne	15-19	Never married		3393
Drummoyne	20-24	Married	0	475
Drummoyne	20-24	Married	1	131
Drummoyne	20-24	Never married		4317
Drummoyne	25-34	Married	0	2272
Drummoyne	25-34	Married	1	5377
Drummoyne	25-34	Never married		5165
Drummoyne	35-44	Married	0	1189
Drummoyne	35-44	Married	1	7489
Drummoyne	35-44	Never married		2599
Drummoyne	45-54	Married	0	889
Drummoyne	45-54	Married	1	6231
Drummoyne	45-54	Never married		2560
Drummoyne	55-64	Married	0	579
Drummoyne	55-64	Married	1	5109
Drummoyne	55-64	Never married		2266
Drummoyne	65-74	Married	0	270
Drummoyne	65-74	Married	1	3926
Drummoyne	65-74	Never married		1750
Drummoyne	75-84	Married	0	64
Drummoyne	75-84	Married	1	1898
Drummoyne	75-84	Never married		1366
Drummoyne	85+	Married	0	17
Drummoyne	85+	Married	1	451
Drummoyne	85+	Never married		884
Dubbo	15-19	Married	0	108
Dubbo	15-19	Married	1	3
Dubbo	15-19	Never married		3869
Dubbo	20-24	Married	0	875
Dubbo	20-24	Married	1	201
Dubbo	20-24	Never married		2464
Dubbo	25-34	Married	0	1845
Dubbo	25-34	Married	1	3325
Dubbo	25-34	Never married		2951
Dubbo	35-44	Married	0	1079
Dubbo	35-44	Married	1	4561
Dubbo	35-44	Never married		2031
Dubbo	45-54	Married	0	965
Dubbo	45-54	Married	1	5023
Dubbo	45-54	Never married		2573
Dubbo	55-64	Married	0	634
Dubbo	55-64	Married	1	5010
Dubbo	55-64	Never married		2524
Dubbo	65-74	Married	0	286
Dubbo	65-74	Married	1	3929
Dubbo	65-74	Never married		2090
Dubbo	75-84	Married	0	78
Dubbo	75-84	Married	1	1791
Dubbo	75-84	Never married		1573
Dubbo	85+	Married	0	7
Dubbo	85+	Married	1	335
Dubbo	85+	Never married		693
East Hills	15-19	Married	0	22
East Hills	15-19	Married	1	3
East Hills	15-19	Never married		4656
East Hills	20-24	Married	0	214
East Hills	20-24	Married	1	248
East Hills	20-24	Never married		4277
East Hills	25-34	Married	0	883
East Hills	25-34	Married	1	4140
East Hills	25-34	Never married		4249
East Hills	35-44	Married	0	745
East Hills	35-44	Married	1	6703
East Hills	35-44	Never married		2394
East Hills	45-54	Married	0	645
East Hills	45-54	Married	1	6420
East Hills	45-54	Never married		2389
East Hills	55-64	Married	0	449
East Hills	55-64	Married	1	5649
East Hills	55-64	Never married		2422
East Hills	65-74	Married	0	204
East Hills	65-74	Married	1	3770
East Hills	65-74	Never married		1769
East Hills	75-84	Married	0	62
East Hills	75-84	Married	1	1898
East Hills	75-84	Never married		1466
East Hills	85+	Married	0	7
East Hills	85+	Married	1	472
East Hills	85+	Never married		1006
Epping	15-19	Married	0	10
Epping	15-19	Married	1	3
Epping	15-19	Never married		5711
Epping	20-24	Married	0	187
Epping	20-24	Married	1	95
Epping	20-24	Never married		5172
Epping	25-34	Married	0	547
Epping	25-34	Married	1	3330
Epping	25-34	Never married		4176
Epping	35-44	Married	0	413
Epping	35-44	Married	1	7969
Epping	35-44	Never married		1475
Epping	45-54	Married	0	460
Epping	45-54	Married	1	9085
Epping	45-54	Never married		1627
Epping	55-64	Married	0	300
Epping	55-64	Married	1	7614
Epping	55-64	Never married		1752
Epping	65-74	Married	0	122
Epping	65-74	Married	1	4538
Epping	65-74	Never married		1362
Epping	75-84	Married	0	36
Epping	75-84	Married	1	2308
Epping	75-84	Never married		1343
Epping	85+	Married	0	11
Epping	85+	Married	1	664
Epping	85+	Never married		1054
Fairfield	15-19	Married	0	20
Fairfield	15-19	Married	1	22
Fairfield	15-19	Never married		5695
Fairfield	20-24	Married	0	192
Fairfield	20-24	Married	1	541
Fairfield	20-24	Never married		5459
Fairfield	25-34	Married	0	681
Fairfield	25-34	Married	1	4629
Fairfield	25-34	Never married		6185
Fairfield	35-44	Married	0	665
Fairfield	35-44	Married	1	5980
Fairfield	35-44	Never married		3706
Fairfield	45-54	Married	0	605
Fairfield	45-54	Married	1	6399
Fairfield	45-54	Never married		3801
Fairfield	55-64	Married	0	465
Fairfield	55-64	Married	1	5641
Fairfield	55-64	Never married		3264
Fairfield	65-74	Married	0	183
Fairfield	65-74	Married	1	3529
Fairfield	65-74	Never married		2082
Fairfield	75-84	Married	0	52
Fairfield	75-84	Married	1	1759
Fairfield	75-84	Never married		1549
Fairfield	85+	Married	0	12
Fairfield	85+	Married	1	395
Fairfield	85+	Never married		817
Gosford	15-19	Married	0	49
Gosford	15-19	Married	1	3
Gosford	15-19	Never married		3585
Gosford	20-24	Married	0	525
Gosford	20-24	Married	1	125
Gosford	20-24	Never married		2893
Gosford	25-34	Married	0	1790
Gosford	25-34	Married	1	2711
Gosford	25-34	Never married		3067
Gosford	35-44	Married	0	1350
Gosford	35-44	Married	1	4470
Gosford	35-44	Never married		2473
Gosford	45-54	Married	0	1175
Gosford	45-54	Married	1	4639
Gosford	45-54	Never married		3387
Gosford	55-64	Married	0	752
Gosford	55-64	Married	1	4719
Gosford	55-64	Never married		3374
Gosford	65-74	Married	0	397
Gosford	65-74	Married	1	4261
Gosford	65-74	Never married		2952
Gosford	75-84	Married	0	108
Gosford	75-84	Married	1	2198
Gosford	75-84	Never married		2062
Gosford	85+	Married	0	36
Gosford	85+	Married	1	527
Gosford	85+	Never married		1295
Goulburn	15-19	Married	0	60
Goulburn	15-19	Married	1	3
Goulburn	15-19	Never married		3884
Goulburn	20-24	Married	0	578
Goulburn	20-24	Married	1	159
Goulburn	20-24	Never married		2219
Goulburn	25-34	Married	0	1456
Goulburn	25-34	Married	1	2695
Goulburn	25-34	Never married		2264
Goulburn	35-44	Married	0	1067
Goulburn	35-44	Married	1	4967
Goulburn	35-44	Never married		1811
Goulburn	45-54	Married	0	1167
Goulburn	45-54	Married	1	5895
Goulburn	45-54	Never married		2565
Goulburn	55-64	Married	0	828
