SED_NAME16	PrivateDwelling	Sex	persons
Burnett	0	M	2971
Burnett	1	F	22196
Burnett	1	M	22038
Cairns	0	F	7909
Cairns	0	M	8377
Cairns	1	F	26112
Cairns	1	M	25001
Callide	0	F	2876
Callide	0	M	5156
Callide	1	F	20031
Callide	1	M	20690
Caloundra	0	F	2979
Caloundra	0	M	2618
Caloundra	1	F	24485
Caloundra	1	M	22605
Capalaba	0	F	855
Capalaba	0	M	693
Capalaba	1	F	22807
Capalaba	1	M	22249
Chatsworth	0	F	913
Chatsworth	0	M	810
Chatsworth	1	F	25041
Chatsworth	1	M	23504
Clayfield	0	F	2221
Clayfield	0	M	2200
Clayfield	1	F	24124
Clayfield	1	M	23074
Cleveland	0	F	1497
Cleveland	0	M	1219
Cleveland	1	F	24326
Cleveland	1	M	22698
Condamine	0	F	2254
Condamine	0	M	2558
Condamine	1	F	26115
Condamine	1	M	25672
Cook	0	F	7501
Cook	0	M	8713
Cook	1	F	22327
Cook	1	M	22732
Coomera	0	F	2987
Coomera	0	M	2763
Coomera	1	F	35104
Coomera	1	M	33244
Currumbin	0	F	3845
Currumbin	0	M	3404
Currumbin	1	F	22655
Currumbin	1	M	21418
Dalrymple	0	F	3986
Dalrymple	0	M	8107
Dalrymple	1	F	20873
Dalrymple	1	M	20471
Everton	0	F	880
Everton	0	M	686
Everton	1	F	22603
Everton	1	M	21251
Ferny Grove	0	F	738
Ferny Grove	0	M	609
Ferny Grove	1	F	22141
Ferny Grove	1	M	21389
Gaven	0	F	1502
Gaven	0	M	1370
Gaven	1	F	28135
Gaven	1	M	26797
Gladstone	0	F	2466
Gladstone	0	M	3729
Gladstone	1	F	24776
Gladstone	1	M	25171
Glass House	0	F	2038
Glass House	0	M	2801
Glass House	1	F	25499
Glass House	1	M	24781
Greenslopes	0	F	1660
Greenslopes	0	M	1268
Greenslopes	1	F	22614
Greenslopes	1	M	21334
Gregory	0	F	4268
Gregory	0	M	8021
Gregory	1	F	17470
Gregory	1	M	17911
Gympie	0	F	2291
Gympie	0	M	2407
Gympie	1	F	22832
Gympie	1	M	22042
Hervey Bay	0	F	4123
Hervey Bay	0	M	4008
Hervey Bay	1	F	25320
Hervey Bay	1	M	22920
Hinchinbrook	0	F	3443
Hinchinbrook	0	M	3949
Hinchinbrook	1	F	23746
Hinchinbrook	1	M	24131
Inala	0	F	2271
Inala	0	M	4557
Inala	1	F	26102
Inala	1	M	25253
Indooroopilly	0	F	2700
Indooroopilly	0	M	2422
Indooroopilly	1	F	22651
Indooroopilly	1	M	21487
Ipswich	0	F	2078
Ipswich	0	M	2040
Ipswich	1	F	24452
Ipswich	1	M	23368
Ipswich West	0	F	1862
Ipswich West	0	M	2331
Ipswich West	1	F	25667
Ipswich West	1	M	24614
Kallangur	0	F	1345
Kallangur	0	M	1104
Kallangur	1	F	25543
Kallangur	1	M	24408
Kawana	0	F	1932
Kawana	0	M	1552
Kawana	1	F	25792
Kawana	1	M	23581
Keppel	0	F	2541
Keppel	0	M	2733
Keppel	1	F	24962
Keppel	1	M	23969
Lockyer	0	F	2127
Lockyer	0	M	2150
Lockyer	1	F	25167
Lockyer	1	M	25018
Logan	0	F	1255
Logan	0	M	1194
Logan	1	F	23723
Logan	1	M	23493
Lytton	0	F	1262
Lytton	0	M	1036
Lytton	1	F	23818
Lytton	1	M	22251
Mackay	0	F	2138
Mackay	0	M	2475
Mackay	1	F	19559
Mackay	1	M	18659
Mansfield	0	F	1305
Mansfield	0	M	1249
Mansfield	1	F	22590
Mansfield	1	M	21243
Maroochydore	0	F	5542
Maroochydore	0	M	5062
Maroochydore	1	F	24563
Maroochydore	1	M	22670
Maryborough	0	F	2282
Maryborough	0	M	2933
Maryborough	1	F	23100
Maryborough	1	M	22565
Mermaid Beach	0	F	2979
Mermaid Beach	0	M	2606
Mermaid Beach	1	F	25351
Mermaid Beach	1	M	23470
Mirani	0	F	3211
Mirani	0	M	8357
Mirani	1	F	22591
Mirani	1	M	23323
Moggill	0	F	841
Moggill	0	M	628
Moggill	1	F	22977
Moggill	1	M	21969
Morayfield	0	F	1157
Morayfield	0	M	1076
Morayfield	1	F	27109
Morayfield	1	M	25667
Mount Coot-tha	0	F	2149
Mount Coot-tha	0	M	2205
Mount Coot-tha	1	F	21118
Mount Coot-tha	1	M	20065
Mount Isa	0	F	4263
Mount Isa	0	M	6307
Mount Isa	1	F	13704
Mount Isa	1	M	14473
Mount Ommaney	0	F	1069
Mount Ommaney	0	M	763
Mount Ommaney	1	F	22319
Mount Ommaney	1	M	21488
Mudgeeraba	0	F	2204
Mudgeeraba	0	M	1849
Mudgeeraba	1	F	26984
Mudgeeraba	1	M	25184
Mulgrave	0	F	2560
Mulgrave	0	M	2439
Mulgrave	1	F	24300
Mulgrave	1	M	23666
Mundingburra	0	F	2467
Mundingburra	0	M	2138
Mundingburra	1	F	20847
Mundingburra	1	M	19696
Murrumba	0	F	2144
Murrumba	0	M	1766
Murrumba	1	F	35311
Murrumba	1	M	32999
Nanango	0	F	1957
Nanango	0	M	2318
Nanango	1	F	22887
Nanango	1	M	22769
Nicklin	0	F	2053
Nicklin	0	M	1841
Nicklin	1	F	24398
Nicklin	1	M	22768
Noosa	0	F	4595
Noosa	0	M	4189
Noosa	1	F	24767
Noosa	1	M	23052
Nudgee	0	F	1400
Nudgee	0	M	1311
Nudgee	1	F	26109
Nudgee	1	M	25195
Pine Rivers	0	F	1039
Pine Rivers	0	M	987
Pine Rivers	1	F	25834
Pine Rivers	1	M	25008
Pumicestone	0	F	2374
Pumicestone	0	M	2130
Pumicestone	1	F	25839
Pumicestone	1	M	24213
Redcliffe	0	F	2203
Redcliffe	0	M	1946
Redcliffe	1	F	23646
Redcliffe	1	M	21775
Redlands	0	F	1286
Redlands	0	M	1099
Redlands	1	F	24605
Redlands	1	M	23614
Rockhampton	0	F	3257
Rockhampton	0	M	3159
Rockhampton	1	F	22536
Rockhampton	1	M	21037
Sandgate	0	F	1321
Sandgate	0	M	1131
Sandgate	1	F	24193
Sandgate	1	M	22618
South Brisbane	0	F	4490
South Brisbane	0	M	4638
South Brisbane	1	F	23847
South Brisbane	1	M	24465
Southern Downs	0	F	2403
Southern Downs	0	M	2535
Southern Downs	1	F	22285
Southern Downs	1	M	21822
Southport	0	F	3829
Southport	0	M	3840
Southport	1	F	27292
Southport	1	M	25700
Springwood	0	F	958
Springwood	0	M	897
Springwood	1	F	23793
Springwood	1	M	23049
Stafford	0	F	1608
Stafford	0	M	1381
Stafford	1	F	22708
Stafford	1	M	21219
Stretton	0	F	1206
Stretton	0	M	1072
Stretton	1	F	28621
Stretton	1	M	27671
Sunnybank	0	F	1737
Sunnybank	0	M	1611
Sunnybank	1	F	25582
Sunnybank	1	M	25453
Surfers Paradise	0	F	10459
Surfers Paradise	0	M	9986
Surfers Paradise	1	F	25390
Surfers Paradise	1	M	24651
Thuringowa	0	F	1722
Thuringowa	0	M	1593
Thuringowa	1	F	25311
Thuringowa	1	M	23588
Toowoomba North	0	F	2535
Toowoomba North	0	M	2530
Toowoomba North	1	F	23700
Toowoomba North	1	M	21844
Toowoomba South	0	F	2380
Toowoomba South	0	M	1880
Toowoomba South	1	F	24507
Toowoomba South	1	M	21811
Townsville	0	F	4396
Townsville	0	M	4921
Townsville	1	F	22138
Townsville	1	M	21524
Warrego	0	F	3397
Warrego	0	M	5745
Warrego	1	F	17267
Warrego	1	M	17744
Waterford	0	F	2532
Waterford	0	M	2141
Waterford	1	F	30127
Waterford	1	M	28944
Whitsunday	0	F	5788
Whitsunday	0	M	6098
Whitsunday	1	F	25986
Whitsunday	1	M	25172
Woodridge	0	F	2262
Woodridge	0	M	2191
Woodridge	1	F	29371
Woodridge	1	M	29217
Yeerongpilly	0	F	1729
Yeerongpilly	0	M	1803
Yeerongpilly	1	F	23741
Yeerongpilly	1	M	23136
Migratory - Offshore - Shipping (Qld)	0	F	1037
Migratory - Offshore - Shipping (Qld)	0	M	940
Adelaide	0	F	5895
Adelaide	0	M	6861
Adelaide	1	F	17273
Adelaide	1	M	17096
Ashford	0	F	983
Ashford	0	M	903
Ashford	1	F	16792
Ashford	1	M	15561
Bragg	0	F	1063
Bragg	0	M	675
Bragg	1	F	16554
Bragg	1	M	15097
Bright	0	F	861
Bright	0	M	695
Bright	1	F	15811
Bright	1	M	14733
Chaffey	0	F	1553
Chaffey	0	M	1653
Chaffey	1	F	15777
Chaffey	1	M	15906
Cheltenham	0	F	1162
Cheltenham	0	M	1032
Cheltenham	1	F	18289
Cheltenham	1	M	17508
Colton	0	F	750
Colton	0	M	595
Colton	1	F	16475
Colton	1	M	15666
Croydon	0	F	1042
Croydon	0	M	939
Croydon	1	F	16709
Croydon	1	M	16493
Davenport	0	F	1207
Davenport	0	M	956
Davenport	1	F	16226
Davenport	1	M	15719
Dunstan	0	F	1059
Dunstan	0	M	1120
Dunstan	1	F	16785
Dunstan	1	M	15708
Elder	0	F	1014
Elder	0	M	794
Elder	1	F	17076
Elder	1	M	15566
Enfield	0	F	1103
Enfield	0	M	1035
Enfield	1	F	18118
Enfield	1	M	18627
Finniss	0	F	1507
Finniss	0	M	1444
Finniss	1	F	15251
Finniss	1	M	14365
Fisher	0	F	593
Fisher	0	M	424
Fisher	1	F	16869
Fisher	1	M	15822
Flinders	0	F	2172
Flinders	0	M	3055
Flinders	1	F	14632
Flinders	1	M	14851
Florey	0	F	929
Florey	0	M	735
Florey	1	F	15226
Florey	1	M	14620
Frome	0	F	1448
Frome	0	M	1703
Frome	1	F	16022
Frome	1	M	15722
Giles	0	F	1927
Giles	0	M	3981
Giles	1	F	14860
Giles	1	M	15228
Goyder (SA)	0	F	1381
Goyder (SA)	0	M	1380
Goyder (SA)	1	F	14761
Goyder (SA)	1	M	15226
Hammond	0	F	1064
Hammond	0	M	1412
Hammond	1	F	15421
Hammond	1	M	14946
Hartley	0	F	1072
Hartley	0	M	723
Hartley	1	F	17463
Hartley	1	M	15923
Heysen	0	F	1079
Heysen	0	M	928
Heysen	1	F	16603
Heysen	1	M	15758
Kaurna	0	F	1244
Kaurna	0	M	1072
Kaurna	1	F	18068
Kaurna	1	M	16884
Kavel	0	F	1006
Kavel	0	M	897
Kavel	1	F	17488
Kavel	1	M	16559
Lee	0	F	1134
Lee	0	M	1003
Lee	1	F	16436
Lee	1	M	15289
Light	0	F	1118
Light	0	M	944
Light	1	F	18325
Light	1	M	17329
Little Para	0	F	1576
Little Para	0	M	1336
Little Para	1	F	18302
Little Para	1	M	18006
Mackillop	0	F	1235
Mackillop	0	M	1339
Mackillop	1	F	14228
Mackillop	1	M	15062
Mawson	0	F	938
Mawson	0	M	747
Mawson	1	F	16293
Mawson	1	M	15590
Mitchell	0	F	667
Mitchell	0	M	568
Mitchell	1	F	17305
Mitchell	1	M	16336
Morialta	0	F	621
Morialta	0	M	573
Morialta	1	F	16919
Morialta	1	M	16609
Morphett	0	F	1655
Morphett	0	M	1475
Morphett	1	F	15144
Morphett	1	M	13857
Mount Gambier	0	F	1184
Mount Gambier	0	M	1689
Mount Gambier	1	F	15688
Mount Gambier	1	M	15316
Napier	0	F	1238
Napier	0	M	1214
Napier	1	F	18609
Napier	1	M	18229
Newland	0	F	675
Newland	0	M	511
Newland	1	F	15936
Newland	1	M	15578
Playford	0	F	1026
Playford	0	M	1392
Playford	1	F	16839
Playford	1	M	16878
Port Adelaide	0	F	949
Port Adelaide	0	M	982
Port Adelaide	1	F	19373
Port Adelaide	1	M	19073
Ramsay	0	F	1072
Ramsay	0	M	1043
Ramsay	1	F	17954
Ramsay	1	M	17700
Reynell	0	F	1143
Reynell	0	M	1011
Reynell	1	F	16115
Reynell	1	M	15624
Schubert	0	F	1268
Schubert	0	M	1181
Schubert	1	F	16061
Schubert	1	M	16023
Stuart (SA)	0	F	2184
Stuart (SA)	0	M	3986
Stuart (SA)	1	F	14384
Stuart (SA)	1	M	14343
Taylor	0	F	958
Taylor	0	M	1180
Taylor	1	F	19327
Taylor	1	M	19042
Torrens	0	F	1089
Torrens	0	M	1040
Torrens	1	F	18692
Torrens	1	M	17554
Unley	0	F	1651
Unley	0	M	1286
Unley	1	F	16712
Unley	1	M	14743
Waite	0	F	1214
Waite	0	M	908
Waite	1	F	16446
Waite	1	M	15311
West Torrens	0	F	1164
West Torrens	0	M	1025
West Torrens	1	F	17060
West Torrens	1	M	16409
Wright	0	F	518
Wright	0	M	445
Wright	1	F	16854
Wright	1	M	15870
Migratory - Offshore - Shipping (SA)	0	F	107
Migratory - Offshore - Shipping (SA)	0	M	113
Albany (South West)	0	F	1592
Albany (South West)	0	M	1950
Albany (South West)	1	F	16599
Albany (South West)	1	M	15634
Alfred Cove (South Metropolitan)	0	F	994
Alfred Cove (South Metropolitan)	0	M	668
Alfred Cove (South Metropolitan)	1	F	16973
Alfred Cove (South Metropolitan)	1	M	15495
Armadale (East Metropolitan)	0	F	1625
Armadale (East Metropolitan)	0	M	1560
Armadale (East Metropolitan)	1	F	21165
Armadale (East Metropolitan)	1	M	20506
Balcatta (North Metropolitan)	0	F	1283
Balcatta (North Metropolitan)	0	M	1122
Balcatta (North Metropolitan)	1	F	18679
Balcatta (North Metropolitan)	1	M	17420
Bassendean (East Metropolitan)	0	F	958
Bassendean (East Metropolitan)	0	M	862
Bassendean (East Metropolitan)	1	F	17770
Bassendean (East Metropolitan)	1	M	17533
Bateman (South Metropolitan)	0	F	1780
Bateman (South Metropolitan)	0	M	1414
Bateman (South Metropolitan)	1	F	16469
Bateman (South Metropolitan)	1	M	15634
Belmont (East Metropolitan)	0	F	2147
Belmont (East Metropolitan)	0	M	2486
Belmont (East Metropolitan)	1	F	18322
Belmont (East Metropolitan)	1	M	18705
Bunbury (South West)	0	F	1632
Bunbury (South West)	0	M	1877
Bunbury (South West)	1	F	16483
Bunbury (South West)	1	M	15214
Butler (North Metropolitan)	0	F	2604
Butler (North Metropolitan)	0	M	2318
Butler (North Metropolitan)	1	F	35609
Butler (North Metropolitan)	1	M	33691
Cannington (South Metropolitan)	0	F	1301
Cannington (South Metropolitan)	0	M	1278
Cannington (South Metropolitan)	1	F	21437
Cannington (South Metropolitan)	1	M	22168
Carine (North Metropolitan)	0	F	713
Carine (North Metropolitan)	0	M	581
Carine (North Metropolitan)	1	F	16677
Carine (North Metropolitan)	1	M	15911
Central Wheatbelt (Agricultural)	0	F	1829
Central Wheatbelt (Agricultural)	0	M	2814
Central Wheatbelt (Agricultural)	1	F	14579
Central Wheatbelt (Agricultural)	1	M	14853
Churchlands (North Metropolitan)	0	F	1415
Churchlands (North Metropolitan)	0	M	1356
Churchlands (North Metropolitan)	1	F	19473
Churchlands (North Metropolitan)	1	M	18665
Cockburn (South Metropolitan)	0	F	1212
Cockburn (South Metropolitan)	0	M	1138
Cockburn (South Metropolitan)	1	F	22912
Cockburn (South Metropolitan)	1	M	21907
Collie-Preston (South West)	0	F	1292
Collie-Preston (South West)	0	M	1265
Collie-Preston (South West)	1	F	18509
Collie-Preston (South West)	1	M	17606
Cottesloe (North Metropolitan)	0	F	1993
Cottesloe (North Metropolitan)	0	M	1699
Cottesloe (North Metropolitan)	1	F	17294
Cottesloe (North Metropolitan)	1	M	15795
Darling Range (East Metropolitan)	0	F	1293
Darling Range (East Metropolitan)	0	M	1568
Darling Range (East Metropolitan)	1	F	29232
Darling Range (East Metropolitan)	1	M	28511
Dawesville (South West)	0	F	1136
Dawesville (South West)	0	M	1017
Dawesville (South West)	1	F	18919
Dawesville (South West)	1	M	17360
Eyre (Mining and Pastoral)	0	F	3736
Eyre (Mining and Pastoral)	0	M	6743
Eyre (Mining and Pastoral)	1	F	21511
Eyre (Mining and Pastoral)	1	M	22357
Forrestfield (East Metropolitan)	0	F	998
Forrestfield (East Metropolitan)	0	M	1099
Forrestfield (East Metropolitan)	1	F	20189
Forrestfield (East Metropolitan)	1	M	19828
Fremantle (South Metropolitan)	0	F	2302
Fremantle (South Metropolitan)	0	M	2275
Fremantle (South Metropolitan)	1	F	18943
Fremantle (South Metropolitan)	1	M	17025
Geraldton (Agricultural)	0	F	1913
Geraldton (Agricultural)	0	M	2136
Geraldton (Agricultural)	1	F	17314
Geraldton (Agricultural)	1	M	16290
Girrawheen (North Metropolitan)	0	F	1037
Girrawheen (North Metropolitan)	0	M	916
Girrawheen (North Metropolitan)	1	F	23119
Girrawheen (North Metropolitan)	1	M	22551
Gosnells (East Metropolitan)	0	F	1091
Gosnells (East Metropolitan)	0	M	1055
Gosnells (East Metropolitan)	1	F	19707
Gosnells (East Metropolitan)	1	M	19252
Hillarys (North Metropolitan)	0	F	543
Hillarys (North Metropolitan)	0	M	494
Hillarys (North Metropolitan)	1	F	16320
Hillarys (North Metropolitan)	1	M	15615
Jandakot (South Metropolitan)	0	F	693
Jandakot (South Metropolitan)	0	M	722
Jandakot (South Metropolitan)	1	F	19395
Jandakot (South Metropolitan)	1	M	18731
Joondalup (North Metropolitan)	0	F	1253
Joondalup (North Metropolitan)	0	M	1091
Joondalup (North Metropolitan)	1	F	17179
Joondalup (North Metropolitan)	1	M	16760
Kalamunda (East Metropolitan)	0	F	1108
Kalamunda (East Metropolitan)	0	M	1008
Kalamunda (East Metropolitan)	1	F	16873
Kalamunda (East Metropolitan)	1	M	16632
Kalgoorlie (Mining and Pastoral)	0	F	867
Kalgoorlie (Mining and Pastoral)	0	M	4148
Kalgoorlie (Mining and Pastoral)	1	F	1498
Kalgoorlie (Mining and Pastoral)	1	M	1489
Kimberley (Mining and Pastoral)	0	F	8410
Kimberley (Mining and Pastoral)	0	M	8977
Kimberley (Mining and Pastoral)	1	F	14787
Kimberley (Mining and Pastoral)	1	M	14293
Kingsley (North Metropolitan)	0	F	682
Kingsley (North Metropolitan)	0	M	474
Kingsley (North Metropolitan)	1	F	16292
Kingsley (North Metropolitan)	1	M	15715
Kwinana (South Metropolitan)	0	F	2180
Kwinana (South Metropolitan)	0	M	3019
Kwinana (South Metropolitan)	1	F	29785
Kwinana (South Metropolitan)	1	M	28501
Mandurah (South West)	0	F	1573
Mandurah (South West)	0	M	1370
Mandurah (South West)	1	F	19868
Mandurah (South West)	1	M	18129
Maylands (East Metropolitan)	0	F	1523
Maylands (East Metropolitan)	0	M	1299
Maylands (East Metropolitan)	1	F	18878
Maylands (East Metropolitan)	1	M	18448
Midland (East Metropolitan)	0	F	1603
Midland (East Metropolitan)	0	M	1676
Midland (East Metropolitan)	1	F	18487
Midland (East Metropolitan)	1	M	17915
Mirrabooka (East Metropolitan)	0	F	1221
Mirrabooka (East Metropolitan)	0	M	1188
Mirrabooka (East Metropolitan)	1	F	20854
Mirrabooka (East Metropolitan)	1	M	21231
Moore (Agricultural)	0	F	2790
Moore (Agricultural)	0	M	3707
Moore (Agricultural)	1	F	15267
Moore (Agricultural)	1	M	15877
Morley (East Metropolitan)	0	F	941
Morley (East Metropolitan)	0	M	943
Morley (East Metropolitan)	1	F	18268
Morley (East Metropolitan)	1	M	17866
Mount Lawley (East Metropolitan)	0	F	1786
Mount Lawley (East Metropolitan)	0	M	1371
Mount Lawley (East Metropolitan)	1	F	18270
Mount Lawley (East Metropolitan)	1	M	17036
Murray-Wellington (South West)	0	F	1594
Murray-Wellington (South West)	0	M	1651
Murray-Wellington (South West)	1	F	18621
Murray-Wellington (South West)	1	M	18160
Nedlands (North Metropolitan)	0	F	3057
Nedlands (North Metropolitan)	0	M	2662
Nedlands (North Metropolitan)	1	F	17980
Nedlands (North Metropolitan)	1	M	17167
North West Central (Mining and Pastoral)	0	F	7255
North West Central (Mining and Pastoral)	0	M	23926
North West Central (Mining and Pastoral)	1	F	7143
North West Central (Mining and Pastoral)	1	M	7774
Ocean Reef (North Metropolitan)	0	F	628
Ocean Reef (North Metropolitan)	0	M	539
Ocean Reef (North Metropolitan)	1	F	20342
Ocean Reef (North Metropolitan)	1	M	19626
Perth (North Metropolitan)	0	F	5477
Perth (North Metropolitan)	0	M	7005
Perth (North Metropolitan)	1	F	22050
Perth (North Metropolitan)	1	M	22366
Pilbara (Mining and Pastoral)	0	F	5747
Pilbara (Mining and Pastoral)	0	M	20081
Pilbara (Mining and Pastoral)	1	F	16504
Pilbara (Mining and Pastoral)	1	M	17610
Riverton (South Metropolitan)	0	F	526
Riverton (South Metropolitan)	0	M	369
Riverton (South Metropolitan)	1	F	18399
Riverton (South Metropolitan)	1	M	17688
Rockingham (South Metropolitan)	0	F	1576
Rockingham (South Metropolitan)	0	M	2524
Rockingham (South Metropolitan)	1	F	16955
Rockingham (South Metropolitan)	1	M	16219
Scarborough (North Metropolitan)	0	F	1853
Scarborough (North Metropolitan)	0	M	1461
Scarborough (North Metropolitan)	1	F	18861
Scarborough (North Metropolitan)	1	M	17349
South Perth (South Metropolitan)	0	F	1998
South Perth (South Metropolitan)	0	M	2024
South Perth (South Metropolitan)	1	F	17713
South Perth (South Metropolitan)	1	M	16723
Southern River (South Metropolitan)	0	F	673
Southern River (South Metropolitan)	0	M	1731
Southern River (South Metropolitan)	1	F	24752
Southern River (South Metropolitan)	1	M	24094
Swan Hills (East Metropolitan)	0	F	1276
Swan Hills (East Metropolitan)	0	M	3152
Swan Hills (East Metropolitan)	1	F	21700
Swan Hills (East Metropolitan)	1	M	21005
Vasse (South West)	0	F	2118
Vasse (South West)	0	M	1902
Vasse (South West)	1	F	17942
Vasse (South West)	1	M	16702
Victoria Park (South Metropolitan)	0	F	2788
Victoria Park (South Metropolitan)	0	M	2846
Victoria Park (South Metropolitan)	1	F	20660
Victoria Park (South Metropolitan)	1	M	21096
Wagin (Agricultural)	0	F	1865
Wagin (Agricultural)	0	M	2723
Wagin (Agricultural)	1	F	13940
Wagin (Agricultural)	1	M	14443
Wanneroo (North Metropolitan)	0	F	836
Wanneroo (North Metropolitan)	0	M	741
Wanneroo (North Metropolitan)	1	F	22242
Wanneroo (North Metropolitan)	1	M	21147
Warnbro (South Metropolitan)	0	F	1673
Warnbro (South Metropolitan)	0	M	1527
Warnbro (South Metropolitan)	1	F	28793
Warnbro (South Metropolitan)	1	M	26997
Warren-Blackwood (South West)	0	F	2292
Warren-Blackwood (South West)	0	M	2330
Warren-Blackwood (South West)	1	F	17541
Warren-Blackwood (South West)	1	M	17086
West Swan (East Metropolitan)	0	F	1811
West Swan (East Metropolitan)	0	M	1328
West Swan (East Metropolitan)	1	F	27592
West Swan (East Metropolitan)	1	M	26632
Willagee (South Metropolitan)	0	F	1260
Willagee (South Metropolitan)	0	M	1088
Willagee (South Metropolitan)	1	F	17411
Willagee (South Metropolitan)	1	M	16220
Migratory - Offshore - Shipping (WA)	0	F	668
Migratory - Offshore - Shipping (WA)	0	M	3004
Bass (Apsley)	0	F	355
Bass (Apsley)	0	M	387
Bass (Apsley)	1	F	4427
Bass (Apsley)	1	M	4610
Bass (Launceston)	0	F	1876
Bass (Launceston)	0	M	1705
Bass (Launceston)	1	F	15311
Bass (Launceston)	1	M	13976
Bass (Rosevears)	0	F	647
Bass (Rosevears)	0	M	562
Bass (Rosevears)	1	F	11287
Bass (Rosevears)	1	M	10620
Bass (Windermere)	0	F	1663
Bass (Windermere)	0	M	1726
Bass (Windermere)	1	F	15742
Bass (Windermere)	1	M	15023
Braddon (Mersey)	0	F	1015
Braddon (Mersey)	0	M	938
Braddon (Mersey)	1	F	15461
Braddon (Mersey)	1	M	14089
Braddon (Montgomery)	0	F	904
Braddon (Montgomery)	0	M	934
Braddon (Montgomery)	1	F	14975
Braddon (Montgomery)	1	M	13895
Braddon (Murchison)	0	F	1400
Braddon (Murchison)	0	M	1691
Braddon (Murchison)	1	F	14761
Braddon (Murchison)	1	M	14648
Braddon (Western Tiers)	0	F	5
Braddon (Western Tiers)	0	M	9
Braddon (Western Tiers)	1	F	86
Braddon (Western Tiers)	1	M	95
Denison (Derwent)	0	F	179
Denison (Derwent)	0	M	165
Denison (Derwent)	1	F	4651
Denison (Derwent)	1	M	4426
Denison (Elwick)	0	F	1260
Denison (Elwick)	0	M	1169
Denison (Elwick)	1	F	17152
Denison (Elwick)	1	M	16053
Denison (Hobart)	0	F	2694
Denison (Hobart)	0	M	2777
Denison (Hobart)	1	F	15104
Denison (Hobart)	1	M	14316
Denison (Huon)	0	F	12
Denison (Huon)	0	M	12
Denison (Huon)	1	F	187
Denison (Huon)	1	M	188
Denison (Nelson)	0	F	985
Denison (Nelson)	0	M	858
Denison (Nelson)	1	F	10274
Denison (Nelson)	1	M	9864
Franklin (Derwent)	0	F	91
Franklin (Derwent)	0	M	92
Franklin (Derwent)	1	F	1776
Franklin (Derwent)	1	M	1713
Franklin (Huon)	0	F	1042
Franklin (Huon)	0	M	979
Franklin (Huon)	1	F	16455
Franklin (Huon)	1	M	15915
Franklin (Nelson)	0	F	241
Franklin (Nelson)	0	M	211
Franklin (Nelson)	1	F	5389
Franklin (Nelson)	1	M	4813
Franklin (Pembroke)	0	F	1023
Franklin (Pembroke)	0	M	1293
Franklin (Pembroke)	1	F	16307
Franklin (Pembroke)	1	M	14801
Franklin (Rumney)	0	F	528
Franklin (Rumney)	0	M	513
Franklin (Rumney)	1	F	9733
Franklin (Rumney)	1	M	9312
Lyons (Apsley)	0	F	942
Lyons (Apsley)	0	M	1018
Lyons (Apsley)	1	F	8746
Lyons (Apsley)	1	M	9027
Lyons (Derwent)	0	F	808
Lyons (Derwent)	0	M	851
Lyons (Derwent)	1	F	11470
Lyons (Derwent)	1	M	11227
Lyons (Rosevears)	0	F	314
Lyons (Rosevears)	0	M	315
Lyons (Rosevears)	1	F	4455
Lyons (Rosevears)	1	M	4336
Lyons (Rumney)	0	F	615
Lyons (Rumney)	0	M	525
Lyons (Rumney)	1	F	7594
Lyons (Rumney)	1	M	7542
Lyons (Western Tiers)	0	F	1275
Lyons (Western Tiers)	0	M	1206
Lyons (Western Tiers)	1	F	14525
Lyons (Western Tiers)	1	M	14345
Migratory - Offshore - Shipping (Tas.)	0	F	218
Migratory - Offshore - Shipping (Tas.)	0	M	471
Arafura	0	F	354
Arafura	0	M	479
Arafura	1	F	3303
Arafura	1	M	3280
Araluen	0	F	1585
Araluen	0	M	1436
Araluen	1	F	4938
Araluen	1	M	4689
Arnhem	0	F	975
Arnhem	0	M	1494
Arnhem	1	F	3730
Arnhem	1	M	3716
Barkly	0	F	1605
Barkly	0	M	2224
Barkly	1	F	3606
Barkly	1	M	3651
Blain	0	F	324
Blain	0	M	296
Blain	1	F	4304
Blain	1	M	4278
Braitling	0	F	892
Braitling	0	M	835
Braitling	1	F	4535
Braitling	1	M	4321
Brennan	0	F	251
Brennan	0	M	287
Brennan	1	F	3862
Brennan	1	M	3845
Casuarina	0	F	1092
Casuarina	0	M	1135
Casuarina	1	F	3948
Casuarina	1	M	3872
Daly	0	F	1343
Daly	0	M	2244
Daly	1	F	3881
Daly	1	M	4184
Drysdale	0	F	511
Drysdale	0	M	640
Drysdale	1	F	3778
Drysdale	1	M	3829
Fannie Bay	0	F	750
Fannie Bay	0	M	813
Fannie Bay	1	F	3710
Fannie Bay	1	M	3756
Fong Lim	0	F	402
Fong Lim	0	M	482
Fong Lim	1	F	3500
Fong Lim	1	M	3593
Goyder (NT)	0	F	727
Goyder (NT)	0	M	873
Goyder (NT)	1	F	4023
Goyder (NT)	1	M	4458
Johnston	0	F	358
Johnston	0	M	354
Johnston	1	F	3396
Johnston	1	M	3484
Karama	0	F	447
Karama	0	M	397
Karama	1	F	3627
Karama	1	M	3426
Katherine	0	F	1936
Katherine	0	M	2397
Katherine	1	F	3652
Katherine	1	M	3709
Namatjira	0	F	2538
Namatjira	0	M	3007
Namatjira	1	F	3432
Namatjira	1	M	3369
Nelson	0	F	1262
Nelson	0	M	5563
Nelson	1	F	3740
Nelson	1	M	3987
Nhulunbuy	0	F	468
Nhulunbuy	0	M	582
Nhulunbuy	1	F	4315
