SED_NAME16	Age	MaxSchoolingCompleted	Sex	adults
Auburn	25-34	Year 11	F	268
Auburn	25-34	Year 11	M	397
Auburn	25-34	Year 12	F	8421
Auburn	25-34	Year 12	M	9346
Auburn	35-44		F	570
Auburn	35-44		M	986
Auburn	35-44	Did not go to school	F	204
Auburn	35-44	Did not go to school	M	348
Auburn	35-44	Year 8 or below	F	256
Auburn	35-44	Year 8 or below	M	423
Auburn	35-44	Year 9	F	172
Auburn	35-44	Year 9	M	233
Auburn	35-44	Year 10	F	541
Auburn	35-44	Year 10	M	763
Auburn	35-44	Year 11	F	174
Auburn	35-44	Year 11	M	246
Auburn	35-44	Year 12	F	4619
Auburn	35-44	Year 12	M	4989
Auburn	45-54		F	447
Auburn	45-54		M	647
Auburn	45-54	Did not go to school	F	352
Auburn	45-54	Did not go to school	M	323
Auburn	45-54	Year 8 or below	F	440
Auburn	45-54	Year 8 or below	M	441
Auburn	45-54	Year 9	F	223
Auburn	45-54	Year 9	M	248
Auburn	45-54	Year 10	F	960
Auburn	45-54	Year 10	M	870
Auburn	45-54	Year 11	F	185
Auburn	45-54	Year 11	M	224
Auburn	45-54	Year 12	F	3211
Auburn	45-54	Year 12	M	3250
Auburn	55-64		F	378
Auburn	55-64		M	448
Auburn	55-64	Did not go to school	F	369
Auburn	55-64	Did not go to school	M	249
Auburn	55-64	Year 8 or below	F	606
Auburn	55-64	Year 8 or below	M	464
Auburn	55-64	Year 9	F	250
Auburn	55-64	Year 9	M	231
Auburn	55-64	Year 10	F	866
Auburn	55-64	Year 10	M	808
Auburn	55-64	Year 11	F	120
Auburn	55-64	Year 11	M	146
Auburn	55-64	Year 12	F	2234
Auburn	55-64	Year 12	M	2528
Auburn	65-74		F	248
Auburn	65-74		M	291
Auburn	65-74	Did not go to school	F	247
Auburn	65-74	Did not go to school	M	191
Auburn	65-74	Year 8 or below	F	478
Auburn	65-74	Year 8 or below	M	417
Auburn	65-74	Year 9	F	211
Auburn	65-74	Year 9	M	182
Auburn	65-74	Year 10	F	481
Auburn	65-74	Year 10	M	418
Auburn	65-74	Year 11	F	56
Auburn	65-74	Year 11	M	56
Auburn	65-74	Year 12	F	827
Auburn	65-74	Year 12	M	1148
Auburn	75-84		F	192
Auburn	75-84		M	179
Auburn	75-84	Did not go to school	F	230
Auburn	75-84	Did not go to school	M	133
Auburn	75-84	Year 8 or below	F	341
Auburn	75-84	Year 8 or below	M	263
Auburn	75-84	Year 9	F	118
Auburn	75-84	Year 9	M	90
Auburn	75-84	Year 10	F	245
Auburn	75-84	Year 10	M	225
Auburn	75-84	Year 11	F	24
Auburn	75-84	Year 11	M	24
Auburn	75-84	Year 12	F	287
Auburn	75-84	Year 12	M	419
Auburn	85+		F	135
Auburn	85+		M	77
Auburn	85+	Did not go to school	F	122
Auburn	85+	Did not go to school	M	43
Auburn	85+	Year 8 or below	F	179
Auburn	85+	Year 8 or below	M	86
Auburn	85+	Year 9	F	84
Auburn	85+	Year 9	M	40
Auburn	85+	Year 10	F	124
Auburn	85+	Year 10	M	64
Auburn	85+	Year 11	F	10
Auburn	85+	Year 11	M	4
Auburn	85+	Year 12	F	106
Auburn	85+	Year 12	M	94
Ballina	15-19		F	149
Ballina	15-19		M	167
Ballina	15-19	Did not go to school	M	3
Ballina	15-19	Year 8 or below	F	6
Ballina	15-19	Year 8 or below	M	11
Ballina	15-19	Year 9	F	16
Ballina	15-19	Year 9	M	34
Ballina	15-19	Year 10	F	108
Ballina	15-19	Year 10	M	187
Ballina	15-19	Year 11	F	72
Ballina	15-19	Year 11	M	85
Ballina	15-19	Year 12	F	321
Ballina	15-19	Year 12	M	350
Ballina	20-24		F	134
Ballina	20-24		M	154
Ballina	20-24	Did not go to school	F	3
Ballina	20-24	Year 8 or below	F	6
Ballina	20-24	Year 8 or below	M	11
Ballina	20-24	Year 9	F	26
Ballina	20-24	Year 9	M	37
Ballina	20-24	Year 10	F	183
Ballina	20-24	Year 10	M	248
Ballina	20-24	Year 11	F	95
Ballina	20-24	Year 11	M	149
Ballina	20-24	Year 12	F	941
Ballina	20-24	Year 12	M	770
Ballina	25-34		F	365
Ballina	25-34		M	366
Ballina	25-34	Did not go to school	F	8
Ballina	25-34	Did not go to school	M	3
Ballina	25-34	Year 8 or below	F	18
Ballina	25-34	Year 8 or below	M	31
Ballina	25-34	Year 9	F	78
Ballina	25-34	Year 9	M	87
Ballina	25-34	Year 10	F	400
Ballina	25-34	Year 10	M	606
Ballina	25-34	Year 11	F	227
Ballina	25-34	Year 11	M	266
Ballina	25-34	Year 12	F	2532
Ballina	25-34	Year 12	M	1966
Ballina	35-44		F	477
Ballina	35-44		M	452
Ballina	35-44	Did not go to school	F	8
Ballina	35-44	Did not go to school	M	12
Ballina	35-44	Year 8 or below	F	30
Ballina	35-44	Year 8 or below	M	38
Ballina	35-44	Year 9	F	95
Ballina	35-44	Year 9	M	108
Ballina	35-44	Year 10	F	646
Ballina	35-44	Year 10	M	826
Ballina	35-44	Year 11	F	269
Ballina	35-44	Year 11	M	304
Ballina	35-44	Year 12	F	3313
Ballina	35-44	Year 12	M	2463
Ballina	45-54		F	557
Ballina	45-54		M	575
Ballina	45-54	Did not go to school	F	9
Ballina	45-54	Did not go to school	M	19
Ballina	45-54	Year 8 or below	F	53
Ballina	45-54	Year 8 or below	M	77
Ballina	45-54	Year 9	F	166
Ballina	45-54	Year 9	M	213
Ballina	45-54	Year 10	F	1613
Ballina	45-54	Year 10	M	1527
Ballina	45-54	Year 11	F	378
Ballina	45-54	Year 11	M	370
Ballina	45-54	Year 12	F	2893
Ballina	45-54	Year 12	M	2194
Ballina	55-64		F	648
Ballina	55-64		M	675
Ballina	55-64	Did not go to school	F	15
Ballina	55-64	Did not go to school	M	13
Ballina	55-64	Year 8 or below	F	135
Ballina	55-64	Year 8 or below	M	176
Ballina	55-64	Year 9	F	325
Ballina	55-64	Year 9	M	283
Ballina	55-64	Year 10	F	2081
Ballina	55-64	Year 10	M	1769
Ballina	55-64	Year 11	F	395
Ballina	55-64	Year 11	M	333
Ballina	55-64	Year 12	F	2579
Ballina	55-64	Year 12	M	2473
Ballina	65-74		F	502
Ballina	65-74		M	498
Ballina	65-74	Did not go to school	F	6
Ballina	65-74	Did not go to school	M	11
Ballina	65-74	Year 8 or below	F	237
Ballina	65-74	Year 8 or below	M	265
Ballina	65-74	Year 9	F	470
Ballina	65-74	Year 9	M	475
Ballina	65-74	Year 10	F	1543
Ballina	65-74	Year 10	M	1155
Ballina	65-74	Year 11	F	215
Ballina	65-74	Year 11	M	200
Ballina	65-74	Year 12	F	1442
Ballina	65-74	Year 12	M	1835
Ballina	75-84		F	433
Ballina	75-84		M	312
Ballina	75-84	Did not go to school	F	7
Ballina	75-84	Did not go to school	M	8
Ballina	75-84	Year 8 or below	F	287
Ballina	75-84	Year 8 or below	M	235
Ballina	75-84	Year 9	F	366
Ballina	75-84	Year 9	M	248
Ballina	75-84	Year 10	F	746
Ballina	75-84	Year 10	M	516
Ballina	75-84	Year 11	F	120
Ballina	75-84	Year 11	M	85
Ballina	75-84	Year 12	F	517
Ballina	75-84	Year 12	M	586
Ballina	85+		F	352
Ballina	85+		M	183
Ballina	85+	Did not go to school	F	8
Ballina	85+	Did not go to school	M	3
Ballina	85+	Year 8 or below	F	329
Ballina	85+	Year 8 or below	M	191
Ballina	85+	Year 9	F	263
Ballina	85+	Year 9	M	125
Ballina	85+	Year 10	F	334
Ballina	85+	Year 10	M	161
Ballina	85+	Year 11	F	31
Ballina	85+	Year 11	M	25
Ballina	85+	Year 12	F	229
Ballina	85+	Year 12	M	194
Balmain	15-19		F	121
Balmain	15-19		M	120
Balmain	15-19	Year 8 or below	F	8
Balmain	15-19	Year 8 or below	M	5
Balmain	15-19	Year 9	F	11
Balmain	15-19	Year 9	M	11
Balmain	15-19	Year 10	F	45
Balmain	15-19	Year 10	M	40
Balmain	15-19	Year 11	F	38
Balmain	15-19	Year 11	M	45
Balmain	15-19	Year 12	F	722
Balmain	15-19	Year 12	M	506
Balmain	20-24		F	367
Balmain	20-24		M	329
Balmain	20-24	Did not go to school	F	7
Balmain	20-24	Did not go to school	M	5
Balmain	20-24	Year 8 or below	F	15
Balmain	20-24	Year 8 or below	M	14
Balmain	20-24	Year 9	F	45
Balmain	20-24	Year 9	M	35
Balmain	20-24	Year 10	F	83
Balmain	20-24	Year 10	M	101
Balmain	20-24	Year 11	F	74
Balmain	20-24	Year 11	M	86
Balmain	20-24	Year 12	F	3478
Balmain	20-24	Year 12	M	2778
Balmain	25-34		F	843
Balmain	25-34		M	865
Balmain	25-34	Did not go to school	F	13
Balmain	25-34	Did not go to school	M	32
Balmain	25-34	Year 8 or below	F	16
Balmain	25-34	Year 8 or below	M	18
Balmain	25-34	Year 9	F	54
Balmain	25-34	Year 9	M	62
Balmain	25-34	Year 10	F	251
Balmain	25-34	Year 10	M	346
Balmain	25-34	Year 11	F	170
Balmain	25-34	Year 11	M	214
Balmain	25-34	Year 12	F	7241
Balmain	25-34	Year 12	M	6334
Balmain	35-44		F	658
Balmain	35-44		M	684
Balmain	35-44	Did not go to school	F	12
Balmain	35-44	Did not go to school	M	9
Balmain	35-44	Year 8 or below	F	24
Balmain	35-44	Year 8 or below	M	32
Balmain	35-44	Year 9	F	24
Balmain	35-44	Year 9	M	59
Balmain	35-44	Year 10	F	260
Balmain	35-44	Year 10	M	395
Balmain	35-44	Year 11	F	160
Balmain	35-44	Year 11	M	208
Balmain	35-44	Year 12	F	6318
Balmain	35-44	Year 12	M	5779
Balmain	45-54		F	472
Balmain	45-54		M	509
Balmain	45-54	Did not go to school	F	18
Balmain	45-54	Did not go to school	M	9
Balmain	45-54	Year 8 or below	F	44
Balmain	45-54	Year 8 or below	M	53
Balmain	45-54	Year 9	F	71
Balmain	45-54	Year 9	M	87
Balmain	45-54	Year 10	F	626
Balmain	45-54	Year 10	M	713
Balmain	45-54	Year 11	F	229
Balmain	45-54	Year 11	M	208
Balmain	45-54	Year 12	F	4196
Balmain	45-54	Year 12	M	3818
Balmain	55-64		F	427
Balmain	55-64		M	412
Balmain	55-64	Did not go to school	F	30
Balmain	55-64	Did not go to school	M	19
Balmain	55-64	Year 8 or below	F	116
Balmain	55-64	Year 8 or below	M	86
Balmain	55-64	Year 9	F	136
Balmain	55-64	Year 9	M	92
Balmain	55-64	Year 10	F	752
Balmain	55-64	Year 10	M	516
Balmain	55-64	Year 11	F	135
Balmain	55-64	Year 11	M	137
Balmain	55-64	Year 12	F	2960
Balmain	55-64	Year 12	M	2612
Balmain	65-74		F	364
Balmain	65-74		M	313
Balmain	65-74	Did not go to school	F	43
Balmain	65-74	Did not go to school	M	25
Balmain	65-74	Year 8 or below	F	202
Balmain	65-74	Year 8 or below	M	172
Balmain	65-74	Year 9	F	193
Balmain	65-74	Year 9	M	134
Balmain	65-74	Year 10	F	518
Balmain	65-74	Year 10	M	350
Balmain	65-74	Year 11	F	112
Balmain	65-74	Year 11	M	85
Balmain	65-74	Year 12	F	1707
Balmain	65-74	Year 12	M	1674
Balmain	75-84		F	193
Balmain	75-84		M	145
Balmain	75-84	Did not go to school	F	58
Balmain	75-84	Did not go to school	M	41
Balmain	75-84	Year 8 or below	F	249
Balmain	75-84	Year 8 or below	M	171
Balmain	75-84	Year 9	F	104
Balmain	75-84	Year 9	M	87
Balmain	75-84	Year 10	F	234
Balmain	75-84	Year 10	M	165
Balmain	75-84	Year 11	F	44
Balmain	75-84	Year 11	M	24
Balmain	75-84	Year 12	F	442
Balmain	75-84	Year 12	M	420
Balmain	85+		F	155
Balmain	85+		M	61
Balmain	85+	Did not go to school	F	44
Balmain	85+	Did not go to school	M	26
Balmain	85+	Year 8 or below	F	128
Balmain	85+	Year 8 or below	M	79
Balmain	85+	Year 9	F	54
Balmain	85+	Year 9	M	31
Balmain	85+	Year 10	F	101
Balmain	85+	Year 10	M	38
Balmain	85+	Year 11	F	8
Balmain	85+	Year 11	M	14
Balmain	85+	Year 12	F	142
Balmain	85+	Year 12	M	93
Bankstown	15-19		F	175
Bankstown	15-19		M	170
Bankstown	15-19	Did not go to school	F	3
Bankstown	15-19	Year 8 or below	F	3
Bankstown	15-19	Year 8 or below	M	10
Bankstown	15-19	Year 9	F	29
Bankstown	15-19	Year 9	M	48
Bankstown	15-19	Year 10	F	116
Bankstown	15-19	Year 10	M	197
Bankstown	15-19	Year 11	F	104
Bankstown	15-19	Year 11	M	131
Bankstown	15-19	Year 12	F	862
Bankstown	15-19	Year 12	M	812
Bankstown	20-24		F	249
Bankstown	20-24		M	259
Bankstown	20-24	Did not go to school	F	17
Bankstown	20-24	Did not go to school	M	21
Bankstown	20-24	Year 8 or below	F	25
Bankstown	20-24	Year 8 or below	M	29
Bankstown	20-24	Year 9	F	46
Bankstown	20-24	Year 9	M	56
Bankstown	20-24	Year 10	F	197
Bankstown	20-24	Year 10	M	316
Bankstown	20-24	Year 11	F	119
Bankstown	20-24	Year 11	M	134
Bankstown	20-24	Year 12	F	2448
Bankstown	20-24	Year 12	M	2314
Bankstown	25-34		F	481
Bankstown	25-34		M	646
Bankstown	25-34	Did not go to school	F	66
Bankstown	25-34	Did not go to school	M	80
Bankstown	25-34	Year 8 or below	F	88
Bankstown	25-34	Year 8 or below	M	121
Bankstown	25-34	Year 9	F	133
Bankstown	25-34	Year 9	M	166
Bankstown	25-34	Year 10	F	636
Bankstown	25-34	Year 10	M	752
Bankstown	25-34	Year 11	F	251
Bankstown	25-34	Year 11	M	262
Bankstown	25-34	Year 12	F	4952
Bankstown	25-34	Year 12	M	4408
Bankstown	35-44		F	423
Bankstown	35-44		M	483
Bankstown	35-44	Did not go to school	F	112
Bankstown	35-44	Did not go to school	M	109
Bankstown	35-44	Year 8 or below	F	219
Bankstown	35-44	Year 8 or below	M	214
Bankstown	35-44	Year 9	F	201
Bankstown	35-44	Year 9	M	216
Bankstown	35-44	Year 10	F	745
Bankstown	35-44	Year 10	M	771
Bankstown	35-44	Year 11	F	238
Bankstown	35-44	Year 11	M	243
Bankstown	35-44	Year 12	F	3641
Bankstown	35-44	Year 12	M	3405
Bankstown	45-54		F	425
Bankstown	45-54		M	472
Bankstown	45-54	Did not go to school	F	252
Bankstown	45-54	Did not go to school	M	176
Bankstown	45-54	Year 8 or below	F	391
Bankstown	45-54	Year 8 or below	M	316
Bankstown	45-54	Year 9	F	266
Bankstown	45-54	Year 9	M	247
Bankstown	45-54	Year 10	F	1163
Bankstown	45-54	Year 10	M	1142
Bankstown	45-54	Year 11	F	225
Bankstown	45-54	Year 11	M	260
Bankstown	45-54	Year 12	F	2520
Bankstown	45-54	Year 12	M	2541
Bankstown	55-64		F	329
Bankstown	55-64		M	377
Bankstown	55-64	Did not go to school	F	322
Bankstown	55-64	Did not go to school	M	179
Bankstown	55-64	Year 8 or below	F	601
Bankstown	55-64	Year 8 or below	M	423
Bankstown	55-64	Year 9	F	314
Bankstown	55-64	Year 9	M	235
Bankstown	55-64	Year 10	F	971
Bankstown	55-64	Year 10	M	985
Bankstown	55-64	Year 11	F	143
Bankstown	55-64	Year 11	M	162
Bankstown	55-64	Year 12	F	1816
Bankstown	55-64	Year 12	M	2141
Bankstown	65-74		F	296
Bankstown	65-74		M	309
Bankstown	65-74	Did not go to school	F	252
Bankstown	65-74	Did not go to school	M	169
Bankstown	65-74	Year 8 or below	F	551
Bankstown	65-74	Year 8 or below	M	478
Bankstown	65-74	Year 9	F	281
Bankstown	65-74	Year 9	M	274
Bankstown	65-74	Year 10	F	689
Bankstown	65-74	Year 10	M	580
Bankstown	65-74	Year 11	F	62
Bankstown	65-74	Year 11	M	84
Bankstown	65-74	Year 12	F	750
Bankstown	65-74	Year 12	M	1012
Bankstown	75-84		F	243
Bankstown	75-84		M	196
Bankstown	75-84	Did not go to school	F	251
Bankstown	75-84	Did not go to school	M	117
Bankstown	75-84	Year 8 or below	F	520
Bankstown	75-84	Year 8 or below	M	386
Bankstown	75-84	Year 9	F	215
Bankstown	75-84	Year 9	M	134
Bankstown	75-84	Year 10	F	362
Bankstown	75-84	Year 10	M	303
Bankstown	75-84	Year 11	F	26
Bankstown	75-84	Year 11	M	43
Bankstown	75-84	Year 12	F	287
Bankstown	75-84	Year 12	M	339
Bankstown	85+		F	166
Bankstown	85+		M	108
Bankstown	85+	Did not go to school	F	129
Bankstown	85+	Did not go to school	M	53
Bankstown	85+	Year 8 or below	F	361
Bankstown	85+	Year 8 or below	M	190
Bankstown	85+	Year 9	F	163
Bankstown	85+	Year 9	M	80
Bankstown	85+	Year 10	F	178
Bankstown	85+	Year 10	M	111
Bankstown	85+	Year 11	F	9
Bankstown	85+	Year 11	M	15
Bankstown	85+	Year 12	F	102
Bankstown	85+	Year 12	M	120
Barwon	15-19		F	199
Barwon	15-19		M	225
Barwon	15-19	Year 8 or below	F	9
Barwon	15-19	Year 8 or below	M	34
Barwon	15-19	Year 9	F	65
Barwon	15-19	Year 9	M	89
Barwon	15-19	Year 10	F	181
Barwon	15-19	Year 10	M	278
Barwon	15-19	Year 11	F	146
Barwon	15-19	Year 11	M	161
Barwon	15-19	Year 12	F	341
Barwon	15-19	Year 12	M	331
Barwon	20-24		F	243
Barwon	20-24		M	273
Barwon	20-24	Did not go to school	M	4
Barwon	20-24	Year 8 or below	F	15
Barwon	20-24	Year 8 or below	M	55
Barwon	20-24	Year 9	F	104
Barwon	20-24	Year 9	M	116
Barwon	20-24	Year 10	F	366
Barwon	20-24	Year 10	M	513
Barwon	20-24	Year 11	F	180
Barwon	20-24	Year 11	M	235
Barwon	20-24	Year 12	F	1098
Barwon	20-24	Year 12	M	840
Barwon	25-34		F	525
Barwon	25-34		M	593
Barwon	25-34	Did not go to school	F	3
Barwon	25-34	Did not go to school	M	13
Barwon	25-34	Year 8 or below	F	64
Barwon	25-34	Year 8 or below	M	103
Barwon	25-34	Year 9	F	247
Barwon	25-34	Year 9	M	265
Barwon	25-34	Year 10	F	912
Barwon	25-34	Year 10	M	1169
Barwon	25-34	Year 11	F	357
Barwon	25-34	Year 11	M	362
Barwon	25-34	Year 12	F	2520
Barwon	25-34	Year 12	M	1793
Barwon	35-44		F	495
Barwon	35-44		M	539
Barwon	35-44	Did not go to school	M	16
Barwon	35-44	Year 8 or below	F	97
Barwon	35-44	Year 8 or below	M	136
Barwon	35-44	Year 9	F	251
Barwon	35-44	Year 9	M	309
Barwon	35-44	Year 10	F	903
Barwon	35-44	Year 10	M	1230
Barwon	35-44	Year 11	F	359
Barwon	35-44	Year 11	M	345
Barwon	35-44	Year 12	F	2095
Barwon	35-44	Year 12	M	1540
Barwon	45-54		F	643
Barwon	45-54		M	714
Barwon	45-54	Did not go to school	F	15
Barwon	45-54	Did not go to school	M	23
Barwon	45-54	Year 8 or below	F	174
Barwon	45-54	Year 8 or below	M	281
Barwon	45-54	Year 9	F	415
Barwon	45-54	Year 9	M	522
Barwon	45-54	Year 10	F	2016
Barwon	45-54	Year 10	M	2254
Barwon	45-54	Year 11	F	375
Barwon	45-54	Year 11	M	352
Barwon	45-54	Year 12	F	1508
Barwon	45-54	Year 12	M	1064
Barwon	55-64		F	634
Barwon	55-64		M	782
Barwon	55-64	Did not go to school	F	19
Barwon	55-64	Did not go to school	M	48
Barwon	55-64	Year 8 or below	F	433
Barwon	55-64	Year 8 or below	M	699
Barwon	55-64	Year 9	F	594
Barwon	55-64	Year 9	M	674
Barwon	55-64	Year 10	F	2070
Barwon	55-64	Year 10	M	2186
Barwon	55-64	Year 11	F	285
Barwon	55-64	Year 11	M	269
Barwon	55-64	Year 12	F	1142
Barwon	55-64	Year 12	M	1091
Barwon	65-74		F	661
Barwon	65-74		M	719
Barwon	65-74	Did not go to school	F	29
Barwon	65-74	Did not go to school	M	54
Barwon	65-74	Year 8 or below	F	542
Barwon	65-74	Year 8 or below	M	818
Barwon	65-74	Year 9	F	619
Barwon	65-74	Year 9	M	740
Barwon	65-74	Year 10	F	1414
Barwon	65-74	Year 10	M	1269
Barwon	65-74	Year 11	F	166
Barwon	65-74	Year 11	M	177
Barwon	65-74	Year 12	F	655
Barwon	65-74	Year 12	M	712
Barwon	75-84		F	594
Barwon	75-84		M	498
Barwon	75-84	Did not go to school	F	18
Barwon	75-84	Did not go to school	M	31
Barwon	75-84	Year 8 or below	F	467
Barwon	75-84	Year 8 or below	M	543
Barwon	75-84	Year 9	F	390
Barwon	75-84	Year 9	M	353
Barwon	75-84	Year 10	F	726
Barwon	75-84	Year 10	M	516
Barwon	75-84	Year 11	F	102
Barwon	75-84	Year 11	M	74
Barwon	75-84	Year 12	F	311
Barwon	75-84	Year 12	M	316
Barwon	85+		F	375
Barwon	85+		M	178
Barwon	85+	Did not go to school	F	13
Barwon	85+	Did not go to school	M	5
Barwon	85+	Year 8 or below	F	239
Barwon	85+	Year 8 or below	M	203
Barwon	85+	Year 9	F	185
Barwon	85+	Year 9	M	106
Barwon	85+	Year 10	F	237
Barwon	85+	Year 10	M	118
Barwon	85+	Year 11	F	37
Barwon	85+	Year 11	M	23
Barwon	85+	Year 12	F	130
Barwon	85+	Year 12	M	81
Bathurst	15-19		F	228
Bathurst	15-19		M	233
Bathurst	15-19	Year 8 or below	F	7
Bathurst	15-19	Year 8 or below	M	17
Bathurst	15-19	Year 9	F	48
Bathurst	15-19	Year 9	M	53
Bathurst	15-19	Year 10	F	175
Bathurst	15-19	Year 10	M	265
Bathurst	15-19	Year 11	F	106
Bathurst	15-19	Year 11	M	157
Bathurst	15-19	Year 12	F	589
Bathurst	15-19	Year 12	M	485
Bathurst	20-24		F	217
Bathurst	20-24		M	519
Bathurst	20-24	Year 8 or below	F	16
Bathurst	20-24	Year 8 or below	M	29
Bathurst	20-24	Year 9	F	69
Bathurst	20-24	Year 9	M	64
Bathurst	20-24	Year 10	F	335
Bathurst	20-24	Year 10	M	494
Bathurst	20-24	Year 11	F	160
Bathurst	20-24	Year 11	M	232
Bathurst	20-24	Year 12	F	1554
Bathurst	20-24	Year 12	M	1304
Bathurst	25-34		F	303
Bathurst	25-34		M	871
Bathurst	25-34	Did not go to school	F	8
