SED_NAME16	Age5yr	Indigenous	persons
South Barwon (Western Victoria)	30-34		185
South Barwon (Western Victoria)	30-34	0	4255
South Barwon (Western Victoria)	30-34	1	28
South Barwon (Western Victoria)	35-39		192
South Barwon (Western Victoria)	35-39	0	4396
South Barwon (Western Victoria)	35-39	1	30
South Barwon (Western Victoria)	40-44		234
South Barwon (Western Victoria)	40-44	0	4594
South Barwon (Western Victoria)	40-44	1	38
South Barwon (Western Victoria)	45-49		223
South Barwon (Western Victoria)	45-49	0	4393
South Barwon (Western Victoria)	45-49	1	33
South Barwon (Western Victoria)	50-54		197
South Barwon (Western Victoria)	50-54	0	3955
South Barwon (Western Victoria)	50-54	1	16
South Barwon (Western Victoria)	55-59		181
South Barwon (Western Victoria)	55-59	0	3875
South Barwon (Western Victoria)	55-59	1	12
South Barwon (Western Victoria)	60-64		161
South Barwon (Western Victoria)	60-64	0	3552
South Barwon (Western Victoria)	60-64	1	18
South Barwon (Western Victoria)	65+		654
South Barwon (Western Victoria)	65+	0	10515
South Barwon (Western Victoria)	65+	1	13
South-West Coast (Western Victoria)	0-4		238
South-West Coast (Western Victoria)	0-4	0	3162
South-West Coast (Western Victoria)	0-4	1	163
South-West Coast (Western Victoria)	5-9		246
South-West Coast (Western Victoria)	5-9	0	3553
South-West Coast (Western Victoria)	5-9	1	136
South-West Coast (Western Victoria)	10-14		272
South-West Coast (Western Victoria)	10-14	0	3529
South-West Coast (Western Victoria)	10-14	1	142
South-West Coast (Western Victoria)	15-19		273
South-West Coast (Western Victoria)	15-19	0	3641
South-West Coast (Western Victoria)	15-19	1	113
South-West Coast (Western Victoria)	20-24		280
South-West Coast (Western Victoria)	20-24	0	3170
South-West Coast (Western Victoria)	20-24	1	106
South-West Coast (Western Victoria)	25-29		231
South-West Coast (Western Victoria)	25-29	0	3038
South-West Coast (Western Victoria)	25-29	1	73
South-West Coast (Western Victoria)	30-34		207
South-West Coast (Western Victoria)	30-34	0	3060
South-West Coast (Western Victoria)	30-34	1	67
South-West Coast (Western Victoria)	35-39		212
South-West Coast (Western Victoria)	35-39	0	3186
South-West Coast (Western Victoria)	35-39	1	49
South-West Coast (Western Victoria)	40-44		277
South-West Coast (Western Victoria)	40-44	0	3603
South-West Coast (Western Victoria)	40-44	1	59
South-West Coast (Western Victoria)	45-49		320
South-West Coast (Western Victoria)	45-49	0	3920
South-West Coast (Western Victoria)	45-49	1	53
South-West Coast (Western Victoria)	50-54		273
South-West Coast (Western Victoria)	50-54	0	4149
South-West Coast (Western Victoria)	50-54	1	60
South-West Coast (Western Victoria)	55-59		310
South-West Coast (Western Victoria)	55-59	0	4124
South-West Coast (Western Victoria)	55-59	1	48
South-West Coast (Western Victoria)	60-64		331
South-West Coast (Western Victoria)	60-64	0	3949
South-West Coast (Western Victoria)	60-64	1	31
South-West Coast (Western Victoria)	65+		1089
South-West Coast (Western Victoria)	65+	0	10915
South-West Coast (Western Victoria)	65+	1	47
St Albans (Western Metropolitan)	0-4		381
St Albans (Western Metropolitan)	0-4	0	4472
St Albans (Western Metropolitan)	0-4	1	45
St Albans (Western Metropolitan)	5-9		270
St Albans (Western Metropolitan)	5-9	0	3752
St Albans (Western Metropolitan)	5-9	1	31
St Albans (Western Metropolitan)	10-14		247
St Albans (Western Metropolitan)	10-14	0	3550
St Albans (Western Metropolitan)	10-14	1	21
St Albans (Western Metropolitan)	15-19		284
St Albans (Western Metropolitan)	15-19	0	4119
St Albans (Western Metropolitan)	15-19	1	23
St Albans (Western Metropolitan)	20-24		396
St Albans (Western Metropolitan)	20-24	0	5872
St Albans (Western Metropolitan)	20-24	1	34
St Albans (Western Metropolitan)	25-29		456
St Albans (Western Metropolitan)	25-29	0	6375
St Albans (Western Metropolitan)	25-29	1	31
St Albans (Western Metropolitan)	30-34		431
St Albans (Western Metropolitan)	30-34	0	5952
St Albans (Western Metropolitan)	30-34	1	23
St Albans (Western Metropolitan)	35-39		315
St Albans (Western Metropolitan)	35-39	0	4634
St Albans (Western Metropolitan)	35-39	1	22
St Albans (Western Metropolitan)	40-44		285
St Albans (Western Metropolitan)	40-44	0	4259
St Albans (Western Metropolitan)	40-44	1	16
St Albans (Western Metropolitan)	45-49		280
St Albans (Western Metropolitan)	45-49	0	4224
St Albans (Western Metropolitan)	45-49	1	20
St Albans (Western Metropolitan)	50-54		287
St Albans (Western Metropolitan)	50-54	0	4038
St Albans (Western Metropolitan)	50-54	1	19
St Albans (Western Metropolitan)	55-59		263
St Albans (Western Metropolitan)	55-59	0	4119
St Albans (Western Metropolitan)	55-59	1	14
St Albans (Western Metropolitan)	60-64		260
St Albans (Western Metropolitan)	60-64	0	3956
St Albans (Western Metropolitan)	60-64	1	15
St Albans (Western Metropolitan)	65+		829
St Albans (Western Metropolitan)	65+	0	10583
St Albans (Western Metropolitan)	65+	1	17
Sunbury (Western Metropolitan)	0-4		224
Sunbury (Western Metropolitan)	0-4	0	3625
Sunbury (Western Metropolitan)	0-4	1	53
Sunbury (Western Metropolitan)	5-9		167
Sunbury (Western Metropolitan)	5-9	0	3483
Sunbury (Western Metropolitan)	5-9	1	48
Sunbury (Western Metropolitan)	10-14		154
Sunbury (Western Metropolitan)	10-14	0	3400
Sunbury (Western Metropolitan)	10-14	1	45
Sunbury (Western Metropolitan)	15-19		178
Sunbury (Western Metropolitan)	15-19	0	3529
Sunbury (Western Metropolitan)	15-19	1	44
Sunbury (Western Metropolitan)	20-24		244
Sunbury (Western Metropolitan)	20-24	0	3685
Sunbury (Western Metropolitan)	20-24	1	47
Sunbury (Western Metropolitan)	25-29		246
Sunbury (Western Metropolitan)	25-29	0	3874
Sunbury (Western Metropolitan)	25-29	1	48
Sunbury (Western Metropolitan)	30-34		237
Sunbury (Western Metropolitan)	30-34	0	3832
Sunbury (Western Metropolitan)	30-34	1	37
Sunbury (Western Metropolitan)	35-39		206
Sunbury (Western Metropolitan)	35-39	0	3744
Sunbury (Western Metropolitan)	35-39	1	33
Sunbury (Western Metropolitan)	40-44		217
Sunbury (Western Metropolitan)	40-44	0	3936
Sunbury (Western Metropolitan)	40-44	1	22
Sunbury (Western Metropolitan)	45-49		212
Sunbury (Western Metropolitan)	45-49	0	4016
Sunbury (Western Metropolitan)	45-49	1	36
Sunbury (Western Metropolitan)	50-54		192
Sunbury (Western Metropolitan)	50-54	0	3870
Sunbury (Western Metropolitan)	50-54	1	26
Sunbury (Western Metropolitan)	55-59		225
Sunbury (Western Metropolitan)	55-59	0	3729
Sunbury (Western Metropolitan)	55-59	1	20
Sunbury (Western Metropolitan)	60-64		204
Sunbury (Western Metropolitan)	60-64	0	3374
Sunbury (Western Metropolitan)	60-64	1	19
Sunbury (Western Metropolitan)	65+		619
Sunbury (Western Metropolitan)	65+	0	8639
Sunbury (Western Metropolitan)	65+	1	15
Sydenham (Western Metropolitan)	0-4		202
Sydenham (Western Metropolitan)	0-4	0	4883
Sydenham (Western Metropolitan)	0-4	1	29
Sydenham (Western Metropolitan)	5-9		261
Sydenham (Western Metropolitan)	5-9	0	5606
Sydenham (Western Metropolitan)	5-9	1	33
Sydenham (Western Metropolitan)	10-14		260
Sydenham (Western Metropolitan)	10-14	0	5468
Sydenham (Western Metropolitan)	10-14	1	29
Sydenham (Western Metropolitan)	15-19		220
Sydenham (Western Metropolitan)	15-19	0	5321
Sydenham (Western Metropolitan)	15-19	1	26
Sydenham (Western Metropolitan)	20-24		236
Sydenham (Western Metropolitan)	20-24	0	5141
Sydenham (Western Metropolitan)	20-24	1	25
Sydenham (Western Metropolitan)	25-29		236
Sydenham (Western Metropolitan)	25-29	0	4983
Sydenham (Western Metropolitan)	25-29	1	26
Sydenham (Western Metropolitan)	30-34		245
Sydenham (Western Metropolitan)	30-34	0	5301
Sydenham (Western Metropolitan)	30-34	1	15
Sydenham (Western Metropolitan)	35-39		278
Sydenham (Western Metropolitan)	35-39	0	5594
Sydenham (Western Metropolitan)	35-39	1	12
Sydenham (Western Metropolitan)	40-44		278
Sydenham (Western Metropolitan)	40-44	0	5939
Sydenham (Western Metropolitan)	40-44	1	12
Sydenham (Western Metropolitan)	45-49		254
Sydenham (Western Metropolitan)	45-49	0	5530
Sydenham (Western Metropolitan)	45-49	1	18
Sydenham (Western Metropolitan)	50-54		207
Sydenham (Western Metropolitan)	50-54	0	4936
Sydenham (Western Metropolitan)	50-54	1	8
Sydenham (Western Metropolitan)	55-59		193
Sydenham (Western Metropolitan)	55-59	0	4087
Sydenham (Western Metropolitan)	55-59	1	5
Sydenham (Western Metropolitan)	60-64		162
Sydenham (Western Metropolitan)	60-64	0	3117
Sydenham (Western Metropolitan)	60-64	1	3
Sydenham (Western Metropolitan)	65+		412
Sydenham (Western Metropolitan)	65+	0	5846
Tarneit (Western Metropolitan)	0-4		457
Tarneit (Western Metropolitan)	0-4	0	9618
Tarneit (Western Metropolitan)	0-4	1	71
Tarneit (Western Metropolitan)	5-9		386
Tarneit (Western Metropolitan)	5-9	0	7833
Tarneit (Western Metropolitan)	5-9	1	72
Tarneit (Western Metropolitan)	10-14		267
Tarneit (Western Metropolitan)	10-14	0	5792
Tarneit (Western Metropolitan)	10-14	1	59
Tarneit (Western Metropolitan)	15-19		270
Tarneit (Western Metropolitan)	15-19	0	5394
Tarneit (Western Metropolitan)	15-19	1	65
Tarneit (Western Metropolitan)	20-24		274
Tarneit (Western Metropolitan)	20-24	0	5820
Tarneit (Western Metropolitan)	20-24	1	69
Tarneit (Western Metropolitan)	25-29		395
Tarneit (Western Metropolitan)	25-29	0	8097
Tarneit (Western Metropolitan)	25-29	1	70
Tarneit (Western Metropolitan)	30-34		557
Tarneit (Western Metropolitan)	30-34	0	11144
Tarneit (Western Metropolitan)	30-34	1	57
Tarneit (Western Metropolitan)	35-39		417
Tarneit (Western Metropolitan)	35-39	0	8910
Tarneit (Western Metropolitan)	35-39	1	47
Tarneit (Western Metropolitan)	40-44		312
Tarneit (Western Metropolitan)	40-44	0	6273
Tarneit (Western Metropolitan)	40-44	1	35
Tarneit (Western Metropolitan)	45-49		276
Tarneit (Western Metropolitan)	45-49	0	5247
Tarneit (Western Metropolitan)	45-49	1	34
Tarneit (Western Metropolitan)	50-54		267
Tarneit (Western Metropolitan)	50-54	0	4651
Tarneit (Western Metropolitan)	50-54	1	21
Tarneit (Western Metropolitan)	55-59		215
Tarneit (Western Metropolitan)	55-59	0	3962
Tarneit (Western Metropolitan)	55-59	1	17
Tarneit (Western Metropolitan)	60-64		173
Tarneit (Western Metropolitan)	60-64	0	3068
Tarneit (Western Metropolitan)	60-64	1	12
Tarneit (Western Metropolitan)	65+		391
Tarneit (Western Metropolitan)	65+	0	5499
Tarneit (Western Metropolitan)	65+	1	13
Thomastown (Northern Metropolitan)	0-4		309
Thomastown (Northern Metropolitan)	0-4	0	5022
Thomastown (Northern Metropolitan)	0-4	1	53
Thomastown (Northern Metropolitan)	5-9		247
Thomastown (Northern Metropolitan)	5-9	0	4136
Thomastown (Northern Metropolitan)	5-9	1	48
Thomastown (Northern Metropolitan)	10-14		176
Thomastown (Northern Metropolitan)	10-14	0	3446
Thomastown (Northern Metropolitan)	10-14	1	37
Thomastown (Northern Metropolitan)	15-19		176
Thomastown (Northern Metropolitan)	15-19	0	3455
Thomastown (Northern Metropolitan)	15-19	1	41
Thomastown (Northern Metropolitan)	20-24		232
Thomastown (Northern Metropolitan)	20-24	0	4080
Thomastown (Northern Metropolitan)	20-24	1	46
Thomastown (Northern Metropolitan)	25-29		318
Thomastown (Northern Metropolitan)	25-29	0	5214
Thomastown (Northern Metropolitan)	25-29	1	37
Thomastown (Northern Metropolitan)	30-34		341
Thomastown (Northern Metropolitan)	30-34	0	6192
Thomastown (Northern Metropolitan)	30-34	1	38
Thomastown (Northern Metropolitan)	35-39		259
Thomastown (Northern Metropolitan)	35-39	0	5178
Thomastown (Northern Metropolitan)	35-39	1	26
Thomastown (Northern Metropolitan)	40-44		218
Thomastown (Northern Metropolitan)	40-44	0	4124
Thomastown (Northern Metropolitan)	40-44	1	20
Thomastown (Northern Metropolitan)	45-49		203
Thomastown (Northern Metropolitan)	45-49	0	3739
Thomastown (Northern Metropolitan)	45-49	1	17
Thomastown (Northern Metropolitan)	50-54		190
Thomastown (Northern Metropolitan)	50-54	0	3478
Thomastown (Northern Metropolitan)	50-54	1	31
Thomastown (Northern Metropolitan)	55-59		172
Thomastown (Northern Metropolitan)	55-59	0	3194
Thomastown (Northern Metropolitan)	55-59	1	14
Thomastown (Northern Metropolitan)	60-64		211
Thomastown (Northern Metropolitan)	60-64	0	3030
Thomastown (Northern Metropolitan)	60-64	1	12
Thomastown (Northern Metropolitan)	65+		699
Thomastown (Northern Metropolitan)	65+	0	10161
Thomastown (Northern Metropolitan)	65+	1	10
Warrandyte (Eastern Metropolitan)	0-4		99
Warrandyte (Eastern Metropolitan)	0-4	0	2802
Warrandyte (Eastern Metropolitan)	0-4	1	7
Warrandyte (Eastern Metropolitan)	5-9		113
Warrandyte (Eastern Metropolitan)	5-9	0	3635
Warrandyte (Eastern Metropolitan)	5-9	1	12
Warrandyte (Eastern Metropolitan)	10-14		110
Warrandyte (Eastern Metropolitan)	10-14	0	3901
Warrandyte (Eastern Metropolitan)	10-14	1	21
Warrandyte (Eastern Metropolitan)	15-19		127
Warrandyte (Eastern Metropolitan)	15-19	0	4345
Warrandyte (Eastern Metropolitan)	15-19	1	14
Warrandyte (Eastern Metropolitan)	20-24		120
Warrandyte (Eastern Metropolitan)	20-24	0	3736
Warrandyte (Eastern Metropolitan)	20-24	1	10
Warrandyte (Eastern Metropolitan)	25-29		96
Warrandyte (Eastern Metropolitan)	25-29	0	2841
Warrandyte (Eastern Metropolitan)	25-29	1	4
Warrandyte (Eastern Metropolitan)	30-34		89
Warrandyte (Eastern Metropolitan)	30-34	0	2754
Warrandyte (Eastern Metropolitan)	30-34	1	8
Warrandyte (Eastern Metropolitan)	35-39		109
Warrandyte (Eastern Metropolitan)	35-39	0	3244
Warrandyte (Eastern Metropolitan)	40-44		116
Warrandyte (Eastern Metropolitan)	40-44	0	3900
Warrandyte (Eastern Metropolitan)	40-44	1	10
Warrandyte (Eastern Metropolitan)	45-49		146
Warrandyte (Eastern Metropolitan)	45-49	0	4604
Warrandyte (Eastern Metropolitan)	45-49	1	9
Warrandyte (Eastern Metropolitan)	50-54		158
Warrandyte (Eastern Metropolitan)	50-54	0	4409
Warrandyte (Eastern Metropolitan)	50-54	1	8
Warrandyte (Eastern Metropolitan)	55-59		181
Warrandyte (Eastern Metropolitan)	55-59	0	4108
Warrandyte (Eastern Metropolitan)	55-59	1	3
Warrandyte (Eastern Metropolitan)	60-64		134
Warrandyte (Eastern Metropolitan)	60-64	0	3396
Warrandyte (Eastern Metropolitan)	60-64	1	5
Warrandyte (Eastern Metropolitan)	65+		608
Warrandyte (Eastern Metropolitan)	65+	0	10275
Warrandyte (Eastern Metropolitan)	65+	1	12
Wendouree (Western Victoria)	0-4		189
Wendouree (Western Victoria)	0-4	0	3168
Wendouree (Western Victoria)	0-4	1	115
Wendouree (Western Victoria)	5-9		157
Wendouree (Western Victoria)	5-9	0	3343
Wendouree (Western Victoria)	5-9	1	107
Wendouree (Western Victoria)	10-14		169
Wendouree (Western Victoria)	10-14	0	3199
Wendouree (Western Victoria)	10-14	1	102
Wendouree (Western Victoria)	15-19		201
Wendouree (Western Victoria)	15-19	0	3609
Wendouree (Western Victoria)	15-19	1	93
Wendouree (Western Victoria)	20-24		228
Wendouree (Western Victoria)	20-24	0	3525
Wendouree (Western Victoria)	20-24	1	85
Wendouree (Western Victoria)	25-29		229
Wendouree (Western Victoria)	25-29	0	3476
Wendouree (Western Victoria)	25-29	1	61
Wendouree (Western Victoria)	30-34		188
Wendouree (Western Victoria)	30-34	0	3177
Wendouree (Western Victoria)	30-34	1	49
Wendouree (Western Victoria)	35-39		185
Wendouree (Western Victoria)	35-39	0	3055
Wendouree (Western Victoria)	35-39	1	33
Wendouree (Western Victoria)	40-44		181
Wendouree (Western Victoria)	40-44	0	3244
Wendouree (Western Victoria)	40-44	1	47
Wendouree (Western Victoria)	45-49		221
Wendouree (Western Victoria)	45-49	0	3515
Wendouree (Western Victoria)	45-49	1	38
Wendouree (Western Victoria)	50-54		208
Wendouree (Western Victoria)	50-54	0	3523
Wendouree (Western Victoria)	50-54	1	33
Wendouree (Western Victoria)	55-59		209
Wendouree (Western Victoria)	55-59	0	3400
Wendouree (Western Victoria)	55-59	1	31
Wendouree (Western Victoria)	60-64		160
Wendouree (Western Victoria)	60-64	0	3142
Wendouree (Western Victoria)	60-64	1	20
Wendouree (Western Victoria)	65+		759
Wendouree (Western Victoria)	65+	0	9787
Wendouree (Western Victoria)	65+	1	41
Werribee (Western Metropolitan)	0-4		298
Werribee (Western Metropolitan)	0-4	0	5255
Werribee (Western Metropolitan)	0-4	1	106
Werribee (Western Metropolitan)	5-9		253
Werribee (Western Metropolitan)	5-9	0	4811
Werribee (Western Metropolitan)	5-9	1	119
Werribee (Western Metropolitan)	10-14		231
Werribee (Western Metropolitan)	10-14	0	4111
Werribee (Western Metropolitan)	10-14	1	96
Werribee (Western Metropolitan)	15-19		193
Werribee (Western Metropolitan)	15-19	0	3968
Werribee (Western Metropolitan)	15-19	1	82
Werribee (Western Metropolitan)	20-24		295
Werribee (Western Metropolitan)	20-24	0	4377
Werribee (Western Metropolitan)	20-24	1	64
Werribee (Western Metropolitan)	25-29		339
Werribee (Western Metropolitan)	25-29	0	5122
Werribee (Western Metropolitan)	25-29	1	67
Werribee (Western Metropolitan)	30-34		341
Werribee (Western Metropolitan)	30-34	0	5841
Werribee (Western Metropolitan)	30-34	1	46
Werribee (Western Metropolitan)	35-39		247
Werribee (Western Metropolitan)	35-39	0	4962
Werribee (Western Metropolitan)	35-39	1	46
Werribee (Western Metropolitan)	40-44		264
Werribee (Western Metropolitan)	40-44	0	4530
Werribee (Western Metropolitan)	40-44	1	39
Werribee (Western Metropolitan)	45-49		225
Werribee (Western Metropolitan)	45-49	0	4259
Werribee (Western Metropolitan)	45-49	1	38
Werribee (Western Metropolitan)	50-54		222
Werribee (Western Metropolitan)	50-54	0	4083
Werribee (Western Metropolitan)	50-54	1	43
Werribee (Western Metropolitan)	55-59		248
Werribee (Western Metropolitan)	55-59	0	3692
Werribee (Western Metropolitan)	55-59	1	34
Werribee (Western Metropolitan)	60-64		191
Werribee (Western Metropolitan)	60-64	0	3273
Werribee (Western Metropolitan)	60-64	1	21
Werribee (Western Metropolitan)	65+		619
Werribee (Western Metropolitan)	65+	0	7504
Werribee (Western Metropolitan)	65+	1	22
Williamstown (Western Metropolitan)	0-4		264
Williamstown (Western Metropolitan)	0-4	0	5015
Williamstown (Western Metropolitan)	0-4	1	40
Williamstown (Western Metropolitan)	5-9		216
Williamstown (Western Metropolitan)	5-9	0	4504
Williamstown (Western Metropolitan)	5-9	1	31
Williamstown (Western Metropolitan)	10-14		155
Williamstown (Western Metropolitan)	10-14	0	3356
Williamstown (Western Metropolitan)	10-14	1	22
Williamstown (Western Metropolitan)	15-19		138
Williamstown (Western Metropolitan)	15-19	0	3261
Williamstown (Western Metropolitan)	15-19	1	24
Williamstown (Western Metropolitan)	20-24		220
Williamstown (Western Metropolitan)	20-24	0	3619
Williamstown (Western Metropolitan)	20-24	1	22
Williamstown (Western Metropolitan)	25-29		290
Williamstown (Western Metropolitan)	25-29	0	4648
Williamstown (Western Metropolitan)	25-29	1	35
Williamstown (Western Metropolitan)	30-34		343
Williamstown (Western Metropolitan)	30-34	0	5678
Williamstown (Western Metropolitan)	30-34	1	33
Williamstown (Western Metropolitan)	35-39		330
Williamstown (Western Metropolitan)	35-39	0	5890
Williamstown (Western Metropolitan)	35-39	1	24
Williamstown (Western Metropolitan)	40-44		346
Williamstown (Western Metropolitan)	40-44	0	5710
Williamstown (Western Metropolitan)	40-44	1	26
Williamstown (Western Metropolitan)	45-49		266
Williamstown (Western Metropolitan)	45-49	0	5136
Williamstown (Western Metropolitan)	45-49	1	22
Williamstown (Western Metropolitan)	50-54		249
Williamstown (Western Metropolitan)	50-54	0	4474
Williamstown (Western Metropolitan)	50-54	1	9
Williamstown (Western Metropolitan)	55-59		212
Williamstown (Western Metropolitan)	55-59	0	3826
Williamstown (Western Metropolitan)	55-59	1	11
Williamstown (Western Metropolitan)	60-64		162
Williamstown (Western Metropolitan)	60-64	0	2976
Williamstown (Western Metropolitan)	60-64	1	19
Williamstown (Western Metropolitan)	65+		700
Williamstown (Western Metropolitan)	65+	0	8746
Williamstown (Western Metropolitan)	65+	1	10
Yan Yean (Northern Victoria)	0-4		362
Yan Yean (Northern Victoria)	0-4	0	6721
Yan Yean (Northern Victoria)	0-4	1	144
Yan Yean (Northern Victoria)	5-9		342
Yan Yean (Northern Victoria)	5-9	0	6071
Yan Yean (Northern Victoria)	5-9	1	109
Yan Yean (Northern Victoria)	10-14		295
Yan Yean (Northern Victoria)	10-14	0	5422
Yan Yean (Northern Victoria)	10-14	1	92
Yan Yean (Northern Victoria)	15-19		261
Yan Yean (Northern Victoria)	15-19	0	4816
Yan Yean (Northern Victoria)	15-19	1	57
Yan Yean (Northern Victoria)	20-24		225
Yan Yean (Northern Victoria)	20-24	0	4354
Yan Yean (Northern Victoria)	20-24	1	51
Yan Yean (Northern Victoria)	25-29		318
Yan Yean (Northern Victoria)	25-29	0	5330
Yan Yean (Northern Victoria)	25-29	1	56
Yan Yean (Northern Victoria)	30-34		323
Yan Yean (Northern Victoria)	30-34	0	6334
Yan Yean (Northern Victoria)	30-34	1	62
Yan Yean (Northern Victoria)	35-39		293
Yan Yean (Northern Victoria)	35-39	0	5888
Yan Yean (Northern Victoria)	35-39	1	57
Yan Yean (Northern Victoria)	40-44		311
Yan Yean (Northern Victoria)	40-44	0	5814
Yan Yean (Northern Victoria)	40-44	1	41
Yan Yean (Northern Victoria)	45-49		278
Yan Yean (Northern Victoria)	45-49	0	5351
Yan Yean (Northern Victoria)	45-49	1	39
Yan Yean (Northern Victoria)	50-54		270
Yan Yean (Northern Victoria)	50-54	0	4603
Yan Yean (Northern Victoria)	50-54	1	25
Yan Yean (Northern Victoria)	55-59		208
Yan Yean (Northern Victoria)	55-59	0	4007
Yan Yean (Northern Victoria)	55-59	1	24
Yan Yean (Northern Victoria)	60-64		202
Yan Yean (Northern Victoria)	60-64	0	3311
Yan Yean (Northern Victoria)	60-64	1	30
Yan Yean (Northern Victoria)	65+		485
Yan Yean (Northern Victoria)	65+	0	6873
Yan Yean (Northern Victoria)	65+	1	17
Yuroke (Northern Metropolitan)	0-4		377
Yuroke (Northern Metropolitan)	0-4	0	7584
Yuroke (Northern Metropolitan)	0-4	1	71
Yuroke (Northern Metropolitan)	5-9		331
Yuroke (Northern Metropolitan)	5-9	0	7009
Yuroke (Northern Metropolitan)	5-9	1	72
Yuroke (Northern Metropolitan)	10-14		266
Yuroke (Northern Metropolitan)	10-14	0	6169
Yuroke (Northern Metropolitan)	10-14	1	73
Yuroke (Northern Metropolitan)	15-19		275
Yuroke (Northern Metropolitan)	15-19	0	6128
Yuroke (Northern Metropolitan)	15-19	1	75
Yuroke (Northern Metropolitan)	20-24		276
Yuroke (Northern Metropolitan)	20-24	0	6253
Yuroke (Northern Metropolitan)	20-24	1	63
Yuroke (Northern Metropolitan)	25-29		353
Yuroke (Northern Metropolitan)	25-29	0	6949
Yuroke (Northern Metropolitan)	25-29	1	36
Yuroke (Northern Metropolitan)	30-34		359
Yuroke (Northern Metropolitan)	30-34	0	7637
Yuroke (Northern Metropolitan)	30-34	1	25
Yuroke (Northern Metropolitan)	35-39		313
Yuroke (Northern Metropolitan)	35-39	0	6919
Yuroke (Northern Metropolitan)	35-39	1	32
Yuroke (Northern Metropolitan)	40-44		243
Yuroke (Northern Metropolitan)	40-44	0	5874
Yuroke (Northern Metropolitan)	40-44	1	29
Yuroke (Northern Metropolitan)	45-49		243
Yuroke (Northern Metropolitan)	45-49	0	5814
Yuroke (Northern Metropolitan)	45-49	1	32
Yuroke (Northern Metropolitan)	50-54		220
Yuroke (Northern Metropolitan)	50-54	0	5354
Yuroke (Northern Metropolitan)	50-54	1	31
Yuroke (Northern Metropolitan)	55-59		174
Yuroke (Northern Metropolitan)	55-59	0	4190
Yuroke (Northern Metropolitan)	55-59	1	11
Yuroke (Northern Metropolitan)	60-64		160
Yuroke (Northern Metropolitan)	60-64	0	3223
Yuroke (Northern Metropolitan)	60-64	1	19
Yuroke (Northern Metropolitan)	65+		311
Yuroke (Northern Metropolitan)	65+	0	5564
Yuroke (Northern Metropolitan)	65+	1	22
No usual address (Vic.)	0-4		39
No usual address (Vic.)	0-4	0	312
No usual address (Vic.)	0-4	1	25
No usual address (Vic.)	5-9		24
No usual address (Vic.)	5-9	0	157
No usual address (Vic.)	5-9	1	8
No usual address (Vic.)	10-14		25
No usual address (Vic.)	10-14	0	145
No usual address (Vic.)	10-14	1	9
No usual address (Vic.)	15-19		39
No usual address (Vic.)	15-19	0	288
No usual address (Vic.)	15-19	1	28
No usual address (Vic.)	20-24		121
No usual address (Vic.)	20-24	0	753
No usual address (Vic.)	20-24	1	23
No usual address (Vic.)	25-29		143
No usual address (Vic.)	25-29	0	821
No usual address (Vic.)	25-29	1	22
No usual address (Vic.)	30-34		134
No usual address (Vic.)	30-34	0	691
No usual address (Vic.)	30-34	1	28
No usual address (Vic.)	35-39		108
No usual address (Vic.)	35-39	0	555
No usual address (Vic.)	35-39	1	32
No usual address (Vic.)	40-44		95
No usual address (Vic.)	40-44	0	471
No usual address (Vic.)	40-44	1	38
No usual address (Vic.)	45-49		73
No usual address (Vic.)	45-49	0	427
No usual address (Vic.)	45-49	1	23
No usual address (Vic.)	50-54		66
No usual address (Vic.)	50-54	0	364
No usual address (Vic.)	50-54	1	20
No usual address (Vic.)	55-59		58
No usual address (Vic.)	55-59	0	355
No usual address (Vic.)	55-59	1	12
No usual address (Vic.)	60-64		55
No usual address (Vic.)	60-64	0	324
No usual address (Vic.)	60-64	1	12
No usual address (Vic.)	65+		80
No usual address (Vic.)	65+	0	556
No usual address (Vic.)	65+	1	6
Migratory - Offshore - Shipping (Vic.)	30-34	0	4
Migratory - Offshore - Shipping (Vic.)	35-39	0	3
Migratory - Offshore - Shipping (Vic.)	45-49	0	6
Migratory - Offshore - Shipping (Vic.)	50-54	0	5
Migratory - Offshore - Shipping (Vic.)	55-59	0	4
Migratory - Offshore - Shipping (Vic.)	60-64	0	4
Albert	0-4		298
Albert	0-4	0	5224
Albert	0-4	1	197
Albert	5-9		309
Albert	5-9	0	5624
Albert	5-9	1	212
Albert	10-14		304
Albert	10-14	0	4972
Albert	10-14	1	165
Albert	15-19		268
Albert	15-19	0	4565
Albert	15-19	1	163
Albert	20-24		238
Albert	20-24	0	3966
Albert	20-24	1	123
Albert	25-29		282
Albert	25-29	0	4321
Albert	25-29	1	128
Albert	30-34		328
Albert	30-34	0	4954
Albert	30-34	1	93
Albert	35-39		290
Albert	35-39	0	5063
Albert	35-39	1	79
Albert	40-44		325
Albert	40-44	0	5094
Albert	40-44	1	68
Albert	45-49		298
Albert	45-49	0	4670
Albert	45-49	1	57
Albert	50-54		210
Albert	50-54	0	3893
Albert	50-54	1	58
Albert	55-59		203
Albert	55-59	0	3406
Albert	55-59	1	44
Albert	60-64		168
Albert	60-64	0	2715
Albert	60-64	1	29
Albert	65+		396
Albert	65+	0	6026
Albert	65+	1	42
Algester	0-4		143
Algester	0-4	0	3831
Algester	0-4	1	133
Algester	5-9		165
Algester	5-9	0	3889
Algester	5-9	1	117
Algester	10-14		145
Algester	10-14	0	3485
Algester	10-14	1	121
Algester	15-19		113
Algester	15-19	0	3644
Algester	15-19	1	121
Algester	20-24		129
Algester	20-24	0	3347
Algester	20-24	1	93
Algester	25-29		144
