SED_NAME16	Age	MaritalStatus	Sex	responses
Balmain	55-64	Divorced	F	1072
Balmain	55-64	Divorced	M	623
Balmain	55-64	Married	F	1975
Balmain	55-64	Married	M	2004
Balmain	55-64	Separated	F	175
Balmain	55-64	Separated	M	142
Balmain	55-64	Widowed	F	208
Balmain	55-64	Widowed	M	69
Balmain	65-74	Divorced	F	818
Balmain	65-74	Divorced	M	534
Balmain	65-74	Married	F	1255
Balmain	65-74	Married	M	1496
Balmain	65-74	Separated	F	132
Balmain	65-74	Separated	M	119
Balmain	65-74	Widowed	F	418
Balmain	65-74	Widowed	M	90
Balmain	75-84	Divorced	F	243
Balmain	75-84	Divorced	M	137
Balmain	75-84	Married	F	402
Balmain	75-84	Married	M	588
Balmain	75-84	Separated	F	32
Balmain	75-84	Separated	M	30
Balmain	75-84	Widowed	F	504
Balmain	75-84	Widowed	M	128
Balmain	85+	Divorced	F	62
Balmain	85+	Divorced	M	20
Balmain	85+	Married	F	63
Balmain	85+	Married	M	168
Balmain	85+	Separated	F	11
Balmain	85+	Separated	M	9
Balmain	85+	Widowed	F	433
Balmain	85+	Widowed	M	105
Bankstown	15-19	Divorced	F	5
Bankstown	15-19	Married	F	62
Bankstown	15-19	Married	M	4
Bankstown	15-19	Separated	F	3
Bankstown	20-24	Divorced	F	29
Bankstown	20-24	Divorced	M	11
Bankstown	20-24	Married	F	694
Bankstown	20-24	Married	M	241
Bankstown	20-24	Separated	F	44
Bankstown	20-24	Separated	M	4
Bankstown	20-24	Widowed	M	3
Bankstown	25-34	Divorced	F	340
Bankstown	25-34	Divorced	M	216
Bankstown	25-34	Married	F	3828
Bankstown	25-34	Married	M	2916
Bankstown	25-34	Separated	F	349
Bankstown	25-34	Separated	M	186
Bankstown	25-34	Widowed	F	15
Bankstown	25-34	Widowed	M	3
Bankstown	35-44	Divorced	F	714
Bankstown	35-44	Divorced	M	378
Bankstown	35-44	Married	F	3592
Bankstown	35-44	Married	M	3669
Bankstown	35-44	Separated	F	410
Bankstown	35-44	Separated	M	249
Bankstown	35-44	Widowed	F	40
Bankstown	35-44	Widowed	M	3
Bankstown	45-54	Divorced	F	963
Bankstown	45-54	Divorced	M	609
Bankstown	45-54	Married	F	3202
Bankstown	45-54	Married	M	3444
Bankstown	45-54	Separated	F	353
Bankstown	45-54	Separated	M	267
Bankstown	45-54	Widowed	F	154
Bankstown	45-54	Widowed	M	24
Bankstown	55-64	Divorced	F	947
Bankstown	55-64	Divorced	M	687
Bankstown	55-64	Married	F	2546
Bankstown	55-64	Married	M	2972
Bankstown	55-64	Separated	F	240
Bankstown	55-64	Separated	M	239
Bankstown	55-64	Widowed	F	377
Bankstown	55-64	Widowed	M	74
Bankstown	65-74	Divorced	F	460
Bankstown	65-74	Divorced	M	414
Bankstown	65-74	Married	F	1558
Bankstown	65-74	Married	M	1959
Bankstown	65-74	Separated	F	101
Bankstown	65-74	Separated	M	159
Bankstown	65-74	Widowed	F	610
Bankstown	65-74	Widowed	M	124
Bankstown	75-84	Divorced	F	152
Bankstown	75-84	Divorced	M	134
Bankstown	75-84	Married	F	746
Bankstown	75-84	Married	M	1077
Bankstown	75-84	Separated	F	32
Bankstown	75-84	Separated	M	43
Bankstown	75-84	Widowed	F	920
Bankstown	75-84	Widowed	M	201
Bankstown	85+	Divorced	F	47
Bankstown	85+	Divorced	M	34
Bankstown	85+	Married	F	178
Bankstown	85+	Married	M	358
Bankstown	85+	Separated	F	3
Bankstown	85+	Separated	M	20
Bankstown	85+	Widowed	F	842
Bankstown	85+	Widowed	M	241
Barwon	15-19	Divorced	M	3
Barwon	15-19	Married	F	3
Barwon	15-19	Married	M	4
Barwon	15-19	Separated	M	3
Barwon	15-19	Widowed	F	3
Barwon	15-19	Widowed	M	3
Barwon	20-24	Divorced	F	4
Barwon	20-24	Married	F	119
Barwon	20-24	Married	M	71
Barwon	20-24	Separated	F	12
Barwon	20-24	Separated	M	3
Barwon	25-34	Divorced	F	70
Barwon	25-34	Divorced	M	54
Barwon	25-34	Married	F	1707
Barwon	25-34	Married	M	1313
Barwon	25-34	Separated	F	144
Barwon	25-34	Separated	M	83
Barwon	25-34	Widowed	F	18
Barwon	25-34	Widowed	M	6
Barwon	35-44	Divorced	F	271
Barwon	35-44	Divorced	M	224
Barwon	35-44	Married	F	2224
Barwon	35-44	Married	M	2060
Barwon	35-44	Separated	F	216
Barwon	35-44	Separated	M	190
Barwon	35-44	Widowed	F	24
Barwon	35-44	Widowed	M	14
Barwon	45-54	Divorced	F	695
Barwon	45-54	Divorced	M	614
Barwon	45-54	Married	F	2810
Barwon	45-54	Married	M	2680
Barwon	45-54	Separated	F	323
Barwon	45-54	Separated	M	278
Barwon	45-54	Widowed	F	117
Barwon	45-54	Widowed	M	58
Barwon	55-64	Divorced	F	841
Barwon	55-64	Divorced	M	938
Barwon	55-64	Married	F	3157
Barwon	55-64	Married	M	3253
Barwon	55-64	Separated	F	268
Barwon	55-64	Separated	M	335
Barwon	55-64	Widowed	F	351
Barwon	55-64	Widowed	M	126
Barwon	65-74	Divorced	F	519
Barwon	65-74	Divorced	M	716
Barwon	65-74	Married	F	2408
Barwon	65-74	Married	M	2771
Barwon	65-74	Separated	F	154
Barwon	65-74	Separated	M	244
Barwon	65-74	Widowed	F	794
Barwon	65-74	Widowed	M	284
Barwon	75-84	Divorced	F	184
Barwon	75-84	Divorced	M	233
Barwon	75-84	Married	F	1066
Barwon	75-84	Married	M	1433
Barwon	75-84	Separated	F	47
Barwon	75-84	Separated	M	79
Barwon	75-84	Widowed	F	1224
Barwon	75-84	Widowed	M	368
Barwon	85+	Divorced	F	47
Barwon	85+	Divorced	M	52
Barwon	85+	Married	F	195
Barwon	85+	Married	M	364
Barwon	85+	Separated	F	6
Barwon	85+	Separated	M	6
Barwon	85+	Widowed	F	927
Barwon	85+	Widowed	M	260
Bathurst	15-19	Divorced	F	4
Bathurst	15-19	Married	M	3
Bathurst	20-24	Divorced	F	3
Bathurst	20-24	Divorced	M	3
Bathurst	20-24	Married	F	142
Bathurst	20-24	Married	M	105
Bathurst	20-24	Separated	F	11
Bathurst	20-24	Separated	M	11
Bathurst	20-24	Widowed	F	4
Bathurst	25-34	Divorced	F	81
Bathurst	25-34	Divorced	M	58
Bathurst	25-34	Married	F	1739
Bathurst	25-34	Married	M	1540
Bathurst	25-34	Separated	F	123
Bathurst	25-34	Separated	M	81
Bathurst	25-34	Widowed	F	12
Bathurst	25-34	Widowed	M	5
Bathurst	35-44	Divorced	F	461
Bathurst	35-44	Divorced	M	300
Bathurst	35-44	Married	F	2604
Bathurst	35-44	Married	M	2401
Bathurst	35-44	Separated	F	281
Bathurst	35-44	Separated	M	199
Bathurst	35-44	Widowed	F	33
Bathurst	35-44	Widowed	M	16
Bathurst	45-54	Divorced	F	792
Bathurst	45-54	Divorced	M	634
Bathurst	45-54	Married	F	3072
Bathurst	45-54	Married	M	2893
Bathurst	45-54	Separated	F	310
Bathurst	45-54	Separated	M	312
Bathurst	45-54	Widowed	F	125
Bathurst	45-54	Widowed	M	43
Bathurst	55-64	Divorced	F	954
Bathurst	55-64	Divorced	M	801
Bathurst	55-64	Married	F	3219
Bathurst	55-64	Married	M	3244
Bathurst	55-64	Separated	F	247
Bathurst	55-64	Separated	M	262
Bathurst	55-64	Widowed	F	297
Bathurst	55-64	Widowed	M	91
Bathurst	65-74	Divorced	F	693
Bathurst	65-74	Divorced	M	738
Bathurst	65-74	Married	F	2478
Bathurst	65-74	Married	M	2854
Bathurst	65-74	Separated	F	167
Bathurst	65-74	Separated	M	192
Bathurst	65-74	Widowed	F	701
Bathurst	65-74	Widowed	M	243
Bathurst	75-84	Divorced	F	240
Bathurst	75-84	Divorced	M	195
Bathurst	75-84	Married	F	933
Bathurst	75-84	Married	M	1323
Bathurst	75-84	Separated	F	43
Bathurst	75-84	Separated	M	57
Bathurst	75-84	Widowed	F	1031
Bathurst	75-84	Widowed	M	303
Bathurst	85+	Divorced	F	53
Bathurst	85+	Divorced	M	37
Bathurst	85+	Married	F	166
Bathurst	85+	Married	M	330
Bathurst	85+	Separated	F	4
Bathurst	85+	Separated	M	8
Bathurst	85+	Widowed	F	848
Bathurst	85+	Widowed	M	219
Baulkham Hills	15-19	Married	F	8
Baulkham Hills	15-19	Married	M	4
Baulkham Hills	20-24	Married	F	63
Baulkham Hills	20-24	Married	M	38
Baulkham Hills	20-24	Separated	M	3
Baulkham Hills	25-34	Divorced	F	80
Baulkham Hills	25-34	Divorced	M	46
Baulkham Hills	25-34	Married	F	2466
Baulkham Hills	25-34	Married	M	1722
Baulkham Hills	25-34	Separated	F	66
Baulkham Hills	25-34	Separated	M	25
Baulkham Hills	25-34	Widowed	F	4
Baulkham Hills	35-44	Divorced	F	278
Baulkham Hills	35-44	Divorced	M	150
Baulkham Hills	35-44	Married	F	4988
Baulkham Hills	35-44	Married	M	4568
Baulkham Hills	35-44	Separated	F	171
Baulkham Hills	35-44	Separated	M	104
Baulkham Hills	35-44	Widowed	F	25
Baulkham Hills	35-44	Widowed	M	11
Baulkham Hills	45-54	Divorced	F	560
Baulkham Hills	45-54	Divorced	M	336
Baulkham Hills	45-54	Married	F	4480
Baulkham Hills	45-54	Married	M	4414
Baulkham Hills	45-54	Separated	F	192
Baulkham Hills	45-54	Separated	M	129
Baulkham Hills	45-54	Widowed	F	67
Baulkham Hills	45-54	Widowed	M	28
Baulkham Hills	55-64	Divorced	F	570
Baulkham Hills	55-64	Divorced	M	361
Baulkham Hills	55-64	Married	F	3961
Baulkham Hills	55-64	Married	M	3903
Baulkham Hills	55-64	Separated	F	141
Baulkham Hills	55-64	Separated	M	105
Baulkham Hills	55-64	Widowed	F	218
Baulkham Hills	55-64	Widowed	M	49
Baulkham Hills	65-74	Divorced	F	400
Baulkham Hills	65-74	Divorced	M	191
Baulkham Hills	65-74	Married	F	2757
Baulkham Hills	65-74	Married	M	3202
Baulkham Hills	65-74	Separated	F	58
Baulkham Hills	65-74	Separated	M	81
Baulkham Hills	65-74	Widowed	F	534
Baulkham Hills	65-74	Widowed	M	113
Baulkham Hills	75-84	Divorced	F	125
Baulkham Hills	75-84	Divorced	M	58
Baulkham Hills	75-84	Married	F	830
Baulkham Hills	75-84	Married	M	1259
Baulkham Hills	75-84	Separated	F	8
Baulkham Hills	75-84	Separated	M	24
Baulkham Hills	75-84	Widowed	F	637
Baulkham Hills	75-84	Widowed	M	179
Baulkham Hills	85+	Divorced	F	21
Baulkham Hills	85+	Divorced	M	7
Baulkham Hills	85+	Married	F	108
Baulkham Hills	85+	Married	M	246
Baulkham Hills	85+	Separated	F	6
Baulkham Hills	85+	Separated	M	3
Baulkham Hills	85+	Widowed	F	494
Baulkham Hills	85+	Widowed	M	125
Bega	15-19	Divorced	M	3
Bega	15-19	Married	F	3
Bega	15-19	Widowed	F	3
Bega	20-24	Divorced	F	3
Bega	20-24	Divorced	M	3
Bega	20-24	Married	F	83
Bega	20-24	Married	M	39
Bega	20-24	Separated	F	15
Bega	25-34	Divorced	F	76
Bega	25-34	Divorced	M	46
Bega	25-34	Married	F	965
Bega	25-34	Married	M	699
Bega	25-34	Separated	F	96
Bega	25-34	Separated	M	41
Bega	25-34	Widowed	F	5
Bega	25-34	Widowed	M	4
Bega	35-44	Divorced	F	353
Bega	35-44	Divorced	M	215
Bega	35-44	Married	F	1747
Bega	35-44	Married	M	1466
Bega	35-44	Separated	F	218
Bega	35-44	Separated	M	157
Bega	35-44	Widowed	F	28
Bega	35-44	Widowed	M	7
Bega	45-54	Divorced	F	853
Bega	45-54	Divorced	M	664
Bega	45-54	Married	F	2549
Bega	45-54	Married	M	2261
Bega	45-54	Separated	F	296
Bega	45-54	Separated	M	246
Bega	45-54	Widowed	F	134
Bega	45-54	Widowed	M	31
Bega	55-64	Divorced	F	1253
Bega	55-64	Divorced	M	1138
Bega	55-64	Married	F	4065
Bega	55-64	Married	M	3657
Bega	55-64	Separated	F	311
Bega	55-64	Separated	M	309
Bega	55-64	Widowed	F	374
Bega	55-64	Widowed	M	115
Bega	65-74	Divorced	F	897
Bega	65-74	Divorced	M	916
Bega	65-74	Married	F	3652
Bega	65-74	Married	M	4116
Bega	65-74	Separated	F	157
Bega	65-74	Separated	M	249
Bega	65-74	Widowed	F	801
Bega	65-74	Widowed	M	268
Bega	75-84	Divorced	F	290
Bega	75-84	Divorced	M	324
Bega	75-84	Married	F	1426
Bega	75-84	Married	M	2001
Bega	75-84	Separated	F	53
Bega	75-84	Separated	M	91
Bega	75-84	Widowed	F	1158
Bega	75-84	Widowed	M	367
Bega	85+	Divorced	F	79
Bega	85+	Divorced	M	45
Bega	85+	Married	F	290
Bega	85+	Married	M	496
Bega	85+	Separated	F	4
Bega	85+	Separated	M	12
Bega	85+	Widowed	F	1067
Bega	85+	Widowed	M	322
Blacktown	15-19	Divorced	M	3
Blacktown	15-19	Married	F	19
Blacktown	15-19	Married	M	7
Blacktown	15-19	Widowed	M	4
Blacktown	20-24	Divorced	F	7
Blacktown	20-24	Divorced	M	5
Blacktown	20-24	Married	F	390
Blacktown	20-24	Married	M	160
Blacktown	20-24	Separated	F	17
Blacktown	20-24	Separated	M	9
Blacktown	20-24	Widowed	F	3
Blacktown	25-34	Divorced	F	126
Blacktown	25-34	Divorced	M	123
Blacktown	25-34	Married	F	4636
Blacktown	25-34	Married	M	3657
Blacktown	25-34	Separated	F	202
Blacktown	25-34	Separated	M	133
Blacktown	25-34	Widowed	F	15
Blacktown	25-34	Widowed	M	3
Blacktown	35-44	Divorced	F	461
Blacktown	35-44	Divorced	M	328
Blacktown	35-44	Married	F	4226
Blacktown	35-44	Married	M	4543
Blacktown	35-44	Separated	F	302
Blacktown	35-44	Separated	M	213
Blacktown	35-44	Widowed	F	31
Blacktown	35-44	Widowed	M	11
Blacktown	45-54	Divorced	F	721
Blacktown	45-54	Divorced	M	529
Blacktown	45-54	Married	F	3182
Blacktown	45-54	Married	M	3351
Blacktown	45-54	Separated	F	335
Blacktown	45-54	Separated	M	246
Blacktown	45-54	Widowed	F	138
Blacktown	45-54	Widowed	M	31
Blacktown	55-64	Divorced	F	818
Blacktown	55-64	Divorced	M	613
Blacktown	55-64	Married	F	2919
Blacktown	55-64	Married	M	3025
Blacktown	55-64	Separated	F	244
Blacktown	55-64	Separated	M	233
Blacktown	55-64	Widowed	F	409
Blacktown	55-64	Widowed	M	89
Blacktown	65-74	Divorced	F	505
Blacktown	65-74	Divorced	M	333
Blacktown	65-74	Married	F	1660
Blacktown	65-74	Married	M	2046
Blacktown	65-74	Separated	F	118
Blacktown	65-74	Separated	M	128
Blacktown	65-74	Widowed	F	637
Blacktown	65-74	Widowed	M	152
Blacktown	75-84	Divorced	F	160
Blacktown	75-84	Divorced	M	96
Blacktown	75-84	Married	F	662
Blacktown	75-84	Married	M	957
Blacktown	75-84	Separated	F	34
Blacktown	75-84	Separated	M	56
Blacktown	75-84	Widowed	F	955
Blacktown	75-84	Widowed	M	214
Blacktown	85+	Divorced	F	44
Blacktown	85+	Divorced	M	25
Blacktown	85+	Married	F	111
Blacktown	85+	Married	M	245
Blacktown	85+	Separated	F	11
Blacktown	85+	Separated	M	10
Blacktown	85+	Widowed	F	608
Blacktown	85+	Widowed	M	182
Blue Mountains	15-19	Married	F	7
Blue Mountains	15-19	Married	M	4
Blue Mountains	20-24	Divorced	F	4
Blue Mountains	20-24	Married	F	84
Blue Mountains	20-24	Married	M	45
Blue Mountains	20-24	Separated	F	3
Blue Mountains	20-24	Widowed	F	3
Blue Mountains	25-34	Divorced	F	82
Blue Mountains	25-34	Divorced	M	64
Blue Mountains	25-34	Married	F	1528
Blue Mountains	25-34	Married	M	1187
Blue Mountains	25-34	Separated	F	67
Blue Mountains	25-34	Separated	M	32
Blue Mountains	25-34	Widowed	F	5
Blue Mountains	25-34	Widowed	M	5
Blue Mountains	35-44	Divorced	F	420
Blue Mountains	35-44	Divorced	M	267
Blue Mountains	35-44	Married	F	2781
Blue Mountains	35-44	Married	M	2469
Blue Mountains	35-44	Separated	F	210
Blue Mountains	35-44	Separated	M	144
Blue Mountains	35-44	Widowed	F	15
Blue Mountains	35-44	Widowed	M	15
Blue Mountains	45-54	Divorced	F	828
Blue Mountains	45-54	Divorced	M	515
Blue Mountains	45-54	Married	F	3066
Blue Mountains	45-54	Married	M	2924
Blue Mountains	45-54	Separated	F	295
Blue Mountains	45-54	Separated	M	219
Blue Mountains	45-54	Widowed	F	85
Blue Mountains	45-54	Widowed	M	34
Blue Mountains	55-64	Divorced	F	1167
Blue Mountains	55-64	Divorced	M	738
Blue Mountains	55-64	Married	F	3323
Blue Mountains	55-64	Married	M	3326
Blue Mountains	55-64	Separated	F	271
Blue Mountains	55-64	Separated	M	209
Blue Mountains	55-64	Widowed	F	277
Blue Mountains	55-64	Widowed	M	86
Blue Mountains	65-74	Divorced	F	1035
Blue Mountains	65-74	Divorced	M	569
Blue Mountains	65-74	Married	F	2405
Blue Mountains	65-74	Married	M	2766
Blue Mountains	65-74	Separated	F	163
Blue Mountains	65-74	Separated	M	150
Blue Mountains	65-74	Widowed	F	607
Blue Mountains	65-74	Widowed	M	165
Blue Mountains	75-84	Divorced	F	327
Blue Mountains	75-84	Divorced	M	187
Blue Mountains	75-84	Married	F	806
Blue Mountains	75-84	Married	M	1134
Blue Mountains	75-84	Separated	F	44
Blue Mountains	75-84	Separated	M	56
Blue Mountains	75-84	Widowed	F	765
Blue Mountains	75-84	Widowed	M	202
Blue Mountains	85+	Divorced	F	78
Blue Mountains	85+	Divorced	M	30
Blue Mountains	85+	Married	F	141
Blue Mountains	85+	Married	M	252
Blue Mountains	85+	Separated	F	10
Blue Mountains	85+	Separated	M	8
Blue Mountains	85+	Widowed	F	743
Blue Mountains	85+	Widowed	M	188
Cabramatta	15-19	Divorced	F	3
Cabramatta	15-19	Divorced	M	4
Cabramatta	15-19	Married	F	57
Cabramatta	15-19	Married	M	13
Cabramatta	15-19	Separated	F	3
Cabramatta	15-19	Widowed	F	4
Cabramatta	20-24	Divorced	F	27
Cabramatta	20-24	Divorced	M	6
Cabramatta	20-24	Married	F	459
Cabramatta	20-24	Married	M	210
Cabramatta	20-24	Separated	F	34
Cabramatta	20-24	Separated	M	10
Cabramatta	20-24	Widowed	F	8
Cabramatta	20-24	Widowed	M	3
Cabramatta	25-34	Divorced	F	376
Cabramatta	25-34	Divorced	M	208
Cabramatta	25-34	Married	F	2594
Cabramatta	25-34	Married	M	1837
Cabramatta	25-34	Separated	F	252
Cabramatta	25-34	Separated	M	129
Cabramatta	25-34	Widowed	F	28
Cabramatta	25-34	Widowed	M	5
Cabramatta	35-44	Divorced	F	767
Cabramatta	35-44	Divorced	M	488
Cabramatta	35-44	Married	F	3167
Cabramatta	35-44	Married	M	2641
Cabramatta	35-44	Separated	F	324
Cabramatta	35-44	Separated	M	226
Cabramatta	35-44	Widowed	F	46
Cabramatta	35-44	Widowed	M	13
Cabramatta	45-54	Divorced	F	1075
Cabramatta	45-54	Divorced	M	710
Cabramatta	45-54	Married	F	3549
Cabramatta	45-54	Married	M	3749
Cabramatta	45-54	Separated	F	353
Cabramatta	45-54	Separated	M	286
Cabramatta	45-54	Widowed	F	168
Cabramatta	45-54	Widowed	M	35
Cabramatta	55-64	Divorced	F	954
Cabramatta	55-64	Divorced	M	703
Cabramatta	55-64	Married	F	3329
Cabramatta	55-64	Married	M	3594
Cabramatta	55-64	Separated	F	292
Cabramatta	55-64	Separated	M	223
Cabramatta	55-64	Widowed	F	459
Cabramatta	55-64	Widowed	M	70
Cabramatta	65-74	Divorced	F	351
Cabramatta	65-74	Divorced	M	322
Cabramatta	65-74	Married	F	1677
Cabramatta	65-74	Married	M	2246
Cabramatta	65-74	Separated	F	109
Cabramatta	65-74	Separated	M	139
Cabramatta	65-74	Widowed	F	677
Cabramatta	65-74	Widowed	M	123
Cabramatta	75-84	Divorced	F	101
Cabramatta	75-84	Divorced	M	128
Cabramatta	75-84	Married	F	691
