SED_NAME16	EduInstitutionType	Sex	students
Brunswick (Northern Metropolitan)		M	2493
Brunswick (Northern Metropolitan)	Infants/Primary	F	1844
Brunswick (Northern Metropolitan)	Infants/Primary	M	1957
Brunswick (Northern Metropolitan)	Pre-school	F	458
Brunswick (Northern Metropolitan)	Pre-school	M	495
Brunswick (Northern Metropolitan)	Secondary	F	1219
Brunswick (Northern Metropolitan)	Secondary	M	1211
Brunswick (Northern Metropolitan)	Technical or Further Educational Institution	F	601
Brunswick (Northern Metropolitan)	Technical or Further Educational Institution	M	601
Brunswick (Northern Metropolitan)	University or other tertiary	F	4626
Brunswick (Northern Metropolitan)	University or other tertiary	M	3564
Bulleen (Eastern Metropolitan)		F	1949
Bulleen (Eastern Metropolitan)		M	1655
Bulleen (Eastern Metropolitan)	Infants/Primary	F	1999
Bulleen (Eastern Metropolitan)	Infants/Primary	M	2187
Bulleen (Eastern Metropolitan)	Pre-school	F	435
Bulleen (Eastern Metropolitan)	Pre-school	M	460
Bulleen (Eastern Metropolitan)	Secondary	F	1876
Bulleen (Eastern Metropolitan)	Secondary	M	1940
Bulleen (Eastern Metropolitan)	Technical or Further Educational Institution	F	440
Bulleen (Eastern Metropolitan)	Technical or Further Educational Institution	M	448
Bulleen (Eastern Metropolitan)	University or other tertiary	F	2029
Bulleen (Eastern Metropolitan)	University or other tertiary	M	1861
Bundoora (Northern Metropolitan)		F	2134
Bundoora (Northern Metropolitan)		M	1868
Bundoora (Northern Metropolitan)	Infants/Primary	F	2165
Bundoora (Northern Metropolitan)	Infants/Primary	M	2356
Bundoora (Northern Metropolitan)	Pre-school	F	469
Bundoora (Northern Metropolitan)	Pre-school	M	477
Bundoora (Northern Metropolitan)	Secondary	F	1679
Bundoora (Northern Metropolitan)	Secondary	M	1799
Bundoora (Northern Metropolitan)	Technical or Further Educational Institution	F	477
Bundoora (Northern Metropolitan)	Technical or Further Educational Institution	M	549
Bundoora (Northern Metropolitan)	University or other tertiary	F	3520
Bundoora (Northern Metropolitan)	University or other tertiary	M	3138
Buninyong (Western Victoria)		F	2598
Buninyong (Western Victoria)		M	2377
Buninyong (Western Victoria)	Infants/Primary	F	2503
Buninyong (Western Victoria)	Infants/Primary	M	2675
Buninyong (Western Victoria)	Pre-school	F	442
Buninyong (Western Victoria)	Pre-school	M	485
Buninyong (Western Victoria)	Secondary	F	1877
Buninyong (Western Victoria)	Secondary	M	1834
Buninyong (Western Victoria)	Technical or Further Educational Institution	F	452
Buninyong (Western Victoria)	Technical or Further Educational Institution	M	406
Buninyong (Western Victoria)	University or other tertiary	F	1691
Buninyong (Western Victoria)	University or other tertiary	M	1199
Burwood (Southern Metropolitan)		F	2127
Burwood (Southern Metropolitan)		M	1879
Burwood (Southern Metropolitan)	Infants/Primary	F	2716
Burwood (Southern Metropolitan)	Infants/Primary	M	2813
Burwood (Southern Metropolitan)	Pre-school	F	597
Burwood (Southern Metropolitan)	Pre-school	M	624
Burwood (Southern Metropolitan)	Secondary	F	2447
Burwood (Southern Metropolitan)	Secondary	M	2104
Burwood (Southern Metropolitan)	Technical or Further Educational Institution	F	598
Burwood (Southern Metropolitan)	Technical or Further Educational Institution	M	675
Burwood (Southern Metropolitan)	University or other tertiary	F	3933
Burwood (Southern Metropolitan)	University or other tertiary	M	3573
Carrum (South-Eastern Metropolitan)		F	2781
Carrum (South-Eastern Metropolitan)		M	2513
Carrum (South-Eastern Metropolitan)	Infants/Primary	F	2626
Carrum (South-Eastern Metropolitan)	Infants/Primary	M	2802
Carrum (South-Eastern Metropolitan)	Pre-school	F	564
Carrum (South-Eastern Metropolitan)	Pre-school	M	640
Carrum (South-Eastern Metropolitan)	Secondary	F	1892
Carrum (South-Eastern Metropolitan)	Secondary	M	1920
Carrum (South-Eastern Metropolitan)	Technical or Further Educational Institution	F	650
Carrum (South-Eastern Metropolitan)	Technical or Further Educational Institution	M	586
Carrum (South-Eastern Metropolitan)	University or other tertiary	F	1306
Carrum (South-Eastern Metropolitan)	University or other tertiary	M	749
Caulfield (Southern Metropolitan)		F	2443
Caulfield (Southern Metropolitan)		M	2296
Caulfield (Southern Metropolitan)	Infants/Primary	F	2409
Caulfield (Southern Metropolitan)	Infants/Primary	M	2606
Caulfield (Southern Metropolitan)	Pre-school	F	615
Caulfield (Southern Metropolitan)	Pre-school	M	633
Caulfield (Southern Metropolitan)	Secondary	F	1713
Caulfield (Southern Metropolitan)	Secondary	M	1783
Caulfield (Southern Metropolitan)	Technical or Further Educational Institution	F	468
Caulfield (Southern Metropolitan)	Technical or Further Educational Institution	M	393
Caulfield (Southern Metropolitan)	University or other tertiary	F	3053
Caulfield (Southern Metropolitan)	University or other tertiary	M	2593
Clarinda (South-Eastern Metropolitan)		F	2772
Clarinda (South-Eastern Metropolitan)		M	2651
Clarinda (South-Eastern Metropolitan)	Infants/Primary	F	2359
Clarinda (South-Eastern Metropolitan)	Infants/Primary	M	2604
Clarinda (South-Eastern Metropolitan)	Pre-school	F	533
Clarinda (South-Eastern Metropolitan)	Pre-school	M	572
Clarinda (South-Eastern Metropolitan)	Secondary	F	1846
Clarinda (South-Eastern Metropolitan)	Secondary	M	1915
Clarinda (South-Eastern Metropolitan)	Technical or Further Educational Institution	F	734
Clarinda (South-Eastern Metropolitan)	Technical or Further Educational Institution	M	913
Clarinda (South-Eastern Metropolitan)	University or other tertiary	F	3296
Clarinda (South-Eastern Metropolitan)	University or other tertiary	M	3432
Cranbourne (South-Eastern Metropolitan)		F	3805
Cranbourne (South-Eastern Metropolitan)		M	3410
Cranbourne (South-Eastern Metropolitan)	Infants/Primary	F	4926
Cranbourne (South-Eastern Metropolitan)	Infants/Primary	M	5130
Cranbourne (South-Eastern Metropolitan)	Pre-school	F	956
Cranbourne (South-Eastern Metropolitan)	Pre-school	M	1056
Cranbourne (South-Eastern Metropolitan)	Secondary	F	3133
Cranbourne (South-Eastern Metropolitan)	Secondary	M	3151
Cranbourne (South-Eastern Metropolitan)	Technical or Further Educational Institution	F	1143
Cranbourne (South-Eastern Metropolitan)	Technical or Further Educational Institution	M	917
Cranbourne (South-Eastern Metropolitan)	University or other tertiary	F	1754
Cranbourne (South-Eastern Metropolitan)	University or other tertiary	M	1298
Croydon (Eastern Metropolitan)		F	2001
Croydon (Eastern Metropolitan)		M	1560
Croydon (Eastern Metropolitan)	Infants/Primary	F	2334
Croydon (Eastern Metropolitan)	Infants/Primary	M	2374
Croydon (Eastern Metropolitan)	Pre-school	F	503
Croydon (Eastern Metropolitan)	Pre-school	M	553
Croydon (Eastern Metropolitan)	Secondary	F	1761
Croydon (Eastern Metropolitan)	Secondary	M	1900
Croydon (Eastern Metropolitan)	Technical or Further Educational Institution	F	519
Croydon (Eastern Metropolitan)	Technical or Further Educational Institution	M	600
Croydon (Eastern Metropolitan)	University or other tertiary	F	1359
Croydon (Eastern Metropolitan)	University or other tertiary	M	948
Dandenong (South-Eastern Metropolitan)		F	3911
Dandenong (South-Eastern Metropolitan)		M	3956
Dandenong (South-Eastern Metropolitan)	Infants/Primary	F	2693
Dandenong (South-Eastern Metropolitan)	Infants/Primary	M	2775
Dandenong (South-Eastern Metropolitan)	Pre-school	F	450
Dandenong (South-Eastern Metropolitan)	Pre-school	M	492
Dandenong (South-Eastern Metropolitan)	Secondary	F	2134
Dandenong (South-Eastern Metropolitan)	Secondary	M	2219
Dandenong (South-Eastern Metropolitan)	Technical or Further Educational Institution	F	913
Dandenong (South-Eastern Metropolitan)	Technical or Further Educational Institution	M	943
Dandenong (South-Eastern Metropolitan)	University or other tertiary	F	1523
Dandenong (South-Eastern Metropolitan)	University or other tertiary	M	1484
Eildon (Northern Victoria)		F	2754
Eildon (Northern Victoria)		M	2665
Eildon (Northern Victoria)	Infants/Primary	F	2315
Eildon (Northern Victoria)	Infants/Primary	M	2428
Eildon (Northern Victoria)	Pre-school	F	427
Eildon (Northern Victoria)	Pre-school	M	479
Eildon (Northern Victoria)	Secondary	F	1862
Eildon (Northern Victoria)	Secondary	M	1850
Eildon (Northern Victoria)	Technical or Further Educational Institution	F	438
Eildon (Northern Victoria)	Technical or Further Educational Institution	M	484
Eildon (Northern Victoria)	University or other tertiary	F	799
Eildon (Northern Victoria)	University or other tertiary	M	356
Eltham (Eastern Metropolitan)		F	1430
Eltham (Eastern Metropolitan)		M	1204
Eltham (Eastern Metropolitan)	Infants/Primary	F	2547
Eltham (Eastern Metropolitan)	Infants/Primary	M	2730
Eltham (Eastern Metropolitan)	Pre-school	F	561
Eltham (Eastern Metropolitan)	Pre-school	M	564
Eltham (Eastern Metropolitan)	Secondary	F	2109
Eltham (Eastern Metropolitan)	Secondary	M	2188
Eltham (Eastern Metropolitan)	Technical or Further Educational Institution	F	382
Eltham (Eastern Metropolitan)	Technical or Further Educational Institution	M	536
Eltham (Eastern Metropolitan)	University or other tertiary	F	1645
Eltham (Eastern Metropolitan)	University or other tertiary	M	1193
Essendon (Western Metropolitan)		F	2972
Essendon (Western Metropolitan)		M	2546
Essendon (Western Metropolitan)	Infants/Primary	F	2362
Essendon (Western Metropolitan)	Infants/Primary	M	2503
Essendon (Western Metropolitan)	Pre-school	F	482
Essendon (Western Metropolitan)	Pre-school	M	502
Essendon (Western Metropolitan)	Secondary	F	1911
Essendon (Western Metropolitan)	Secondary	M	1859
Essendon (Western Metropolitan)	Technical or Further Educational Institution	F	538
Essendon (Western Metropolitan)	Technical or Further Educational Institution	M	519
Essendon (Western Metropolitan)	University or other tertiary	F	2812
Essendon (Western Metropolitan)	University or other tertiary	M	2403
Euroa (Northern Victoria)		F	3272
Euroa (Northern Victoria)		M	3349
Euroa (Northern Victoria)	Infants/Primary	F	2267
Euroa (Northern Victoria)	Infants/Primary	M	2451
Euroa (Northern Victoria)	Pre-school	F	431
Euroa (Northern Victoria)	Pre-school	M	471
Euroa (Northern Victoria)	Secondary	F	1961
Euroa (Northern Victoria)	Secondary	M	1983
Euroa (Northern Victoria)	Technical or Further Educational Institution	F	549
Euroa (Northern Victoria)	Technical or Further Educational Institution	M	458
Euroa (Northern Victoria)	University or other tertiary	F	718
Euroa (Northern Victoria)	University or other tertiary	M	326
Evelyn (Eastern Victoria)		F	1732
Evelyn (Eastern Victoria)		M	1534
Evelyn (Eastern Victoria)	Infants/Primary	F	2405
Evelyn (Eastern Victoria)	Infants/Primary	M	2489
Evelyn (Eastern Victoria)	Pre-school	F	505
Evelyn (Eastern Victoria)	Pre-school	M	588
Evelyn (Eastern Victoria)	Secondary	F	2121
Evelyn (Eastern Victoria)	Secondary	M	2078
Evelyn (Eastern Victoria)	Technical or Further Educational Institution	F	523
Evelyn (Eastern Victoria)	Technical or Further Educational Institution	M	670
Evelyn (Eastern Victoria)	University or other tertiary	F	1108
Evelyn (Eastern Victoria)	University or other tertiary	M	709
Ferntree Gully (Eastern Metropolitan)		F	1524
Ferntree Gully (Eastern Metropolitan)		M	1296
Ferntree Gully (Eastern Metropolitan)	Infants/Primary	F	1962
Ferntree Gully (Eastern Metropolitan)	Infants/Primary	M	2202
Ferntree Gully (Eastern Metropolitan)	Pre-school	F	446
Ferntree Gully (Eastern Metropolitan)	Pre-school	M	471
Ferntree Gully (Eastern Metropolitan)	Secondary	F	1909
Ferntree Gully (Eastern Metropolitan)	Secondary	M	1887
Ferntree Gully (Eastern Metropolitan)	Technical or Further Educational Institution	F	524
Ferntree Gully (Eastern Metropolitan)	Technical or Further Educational Institution	M	495
Ferntree Gully (Eastern Metropolitan)	University or other tertiary	F	1443
Ferntree Gully (Eastern Metropolitan)	University or other tertiary	M	1258
Footscray (Western Metropolitan)		F	4115
Footscray (Western Metropolitan)		M	3950
Footscray (Western Metropolitan)	Infants/Primary	F	2342
Footscray (Western Metropolitan)	Infants/Primary	M	2420
Footscray (Western Metropolitan)	Pre-school	F	488
Footscray (Western Metropolitan)	Pre-school	M	568
Footscray (Western Metropolitan)	Secondary	F	1968
Footscray (Western Metropolitan)	Secondary	M	1895
Footscray (Western Metropolitan)	Technical or Further Educational Institution	F	899
Footscray (Western Metropolitan)	Technical or Further Educational Institution	M	939
Footscray (Western Metropolitan)	University or other tertiary	F	3397
Footscray (Western Metropolitan)	University or other tertiary	M	3660
Forest Hill (Eastern Metropolitan)		F	1637
Forest Hill (Eastern Metropolitan)		M	1303
Forest Hill (Eastern Metropolitan)	Infants/Primary	F	2330
Forest Hill (Eastern Metropolitan)	Infants/Primary	M	2447
Forest Hill (Eastern Metropolitan)	Pre-school	F	483
Forest Hill (Eastern Metropolitan)	Pre-school	M	560
Forest Hill (Eastern Metropolitan)	Secondary	F	2006
Forest Hill (Eastern Metropolitan)	Secondary	M	2164
Forest Hill (Eastern Metropolitan)	Technical or Further Educational Institution	F	417
Forest Hill (Eastern Metropolitan)	Technical or Further Educational Institution	M	457
Forest Hill (Eastern Metropolitan)	University or other tertiary	F	2097
Forest Hill (Eastern Metropolitan)	University or other tertiary	M	2003
Frankston (South-Eastern Metropolitan)		F	2819
Frankston (South-Eastern Metropolitan)		M	2500
Frankston (South-Eastern Metropolitan)	Infants/Primary	F	2220
Frankston (South-Eastern Metropolitan)	Infants/Primary	M	2281
Frankston (South-Eastern Metropolitan)	Pre-school	F	466
Frankston (South-Eastern Metropolitan)	Pre-school	M	550
Frankston (South-Eastern Metropolitan)	Secondary	F	1667
Frankston (South-Eastern Metropolitan)	Secondary	M	1755
Frankston (South-Eastern Metropolitan)	Technical or Further Educational Institution	F	707
Frankston (South-Eastern Metropolitan)	Technical or Further Educational Institution	M	587
Frankston (South-Eastern Metropolitan)	University or other tertiary	F	1287
Frankston (South-Eastern Metropolitan)	University or other tertiary	M	757
Geelong (Western Victoria)		F	2534
Geelong (Western Victoria)		M	2180
Geelong (Western Victoria)	Infants/Primary	F	2169
Geelong (Western Victoria)	Infants/Primary	M	2221
Geelong (Western Victoria)	Pre-school	F	437
Geelong (Western Victoria)	Pre-school	M	536
Geelong (Western Victoria)	Secondary	F	1732
Geelong (Western Victoria)	Secondary	M	1786
Geelong (Western Victoria)	Technical or Further Educational Institution	F	638
Geelong (Western Victoria)	Technical or Further Educational Institution	M	543
Geelong (Western Victoria)	University or other tertiary	F	1925
Geelong (Western Victoria)	University or other tertiary	M	1494
Gembrook (Eastern Victoria)		F	2269
Gembrook (Eastern Victoria)		M	2098
Gembrook (Eastern Victoria)	Infants/Primary	F	3042
Gembrook (Eastern Victoria)	Infants/Primary	M	3157
Gembrook (Eastern Victoria)	Pre-school	F	602
Gembrook (Eastern Victoria)	Pre-school	M	698
Gembrook (Eastern Victoria)	Secondary	F	2402
Gembrook (Eastern Victoria)	Secondary	M	2557
Gembrook (Eastern Victoria)	Technical or Further Educational Institution	F	651
Gembrook (Eastern Victoria)	Technical or Further Educational Institution	M	717
Gembrook (Eastern Victoria)	University or other tertiary	F	1554
Gembrook (Eastern Victoria)	University or other tertiary	M	954
Gippsland East (Eastern Victoria)		F	3146
Gippsland East (Eastern Victoria)		M	2856
Gippsland East (Eastern Victoria)	Infants/Primary	F	2096
Gippsland East (Eastern Victoria)	Infants/Primary	M	2224
Gippsland East (Eastern Victoria)	Pre-school	F	419
Gippsland East (Eastern Victoria)	Pre-school	M	405
Gippsland East (Eastern Victoria)	Secondary	F	1640
Gippsland East (Eastern Victoria)	Secondary	M	1674
Gippsland East (Eastern Victoria)	Technical or Further Educational Institution	F	481
Gippsland East (Eastern Victoria)	Technical or Further Educational Institution	M	311
Gippsland East (Eastern Victoria)	University or other tertiary	F	572
Gippsland East (Eastern Victoria)	University or other tertiary	M	197
Gippsland South (Eastern Victoria)		F	2734
Gippsland South (Eastern Victoria)		M	3394
Gippsland South (Eastern Victoria)	Infants/Primary	F	2147
Gippsland South (Eastern Victoria)	Infants/Primary	M	2247
Gippsland South (Eastern Victoria)	Pre-school	F	390
Gippsland South (Eastern Victoria)	Pre-school	M	458
Gippsland South (Eastern Victoria)	Secondary	F	1743
Gippsland South (Eastern Victoria)	Secondary	M	1698
Gippsland South (Eastern Victoria)	Technical or Further Educational Institution	F	441
Gippsland South (Eastern Victoria)	Technical or Further Educational Institution	M	344
Gippsland South (Eastern Victoria)	University or other tertiary	F	641
Gippsland South (Eastern Victoria)	University or other tertiary	M	265
Hastings (Eastern Victoria)		F	2501
Hastings (Eastern Victoria)		M	2266
Hastings (Eastern Victoria)	Infants/Primary	F	2855
Hastings (Eastern Victoria)	Infants/Primary	M	2942
Hastings (Eastern Victoria)	Pre-school	F	522
Hastings (Eastern Victoria)	Pre-school	M	599
Hastings (Eastern Victoria)	Secondary	F	2252
Hastings (Eastern Victoria)	Secondary	M	2232
Hastings (Eastern Victoria)	Technical or Further Educational Institution	F	762
Hastings (Eastern Victoria)	Technical or Further Educational Institution	M	755
Hastings (Eastern Victoria)	University or other tertiary	F	1101
Hastings (Eastern Victoria)	University or other tertiary	M	578
Hawthorn (Southern Metropolitan)		F	2213
Hawthorn (Southern Metropolitan)		M	1899
Hawthorn (Southern Metropolitan)	Infants/Primary	F	2400
Hawthorn (Southern Metropolitan)	Infants/Primary	M	2523
Hawthorn (Southern Metropolitan)	Pre-school	F	471
Hawthorn (Southern Metropolitan)	Pre-school	M	554
Hawthorn (Southern Metropolitan)	Secondary	F	2144
Hawthorn (Southern Metropolitan)	Secondary	M	2069
Hawthorn (Southern Metropolitan)	Technical or Further Educational Institution	F	410
Hawthorn (Southern Metropolitan)	Technical or Further Educational Institution	M	437
Hawthorn (Southern Metropolitan)	University or other tertiary	F	3785
Hawthorn (Southern Metropolitan)	University or other tertiary	M	3666
Ivanhoe (Eastern Metropolitan)		F	2414
Ivanhoe (Eastern Metropolitan)		M	2108
Ivanhoe (Eastern Metropolitan)	Infants/Primary	F	2542
Ivanhoe (Eastern Metropolitan)	Infants/Primary	M	2558
Ivanhoe (Eastern Metropolitan)	Pre-school	F	576
Ivanhoe (Eastern Metropolitan)	Pre-school	M	568
Ivanhoe (Eastern Metropolitan)	Secondary	F	1889
Ivanhoe (Eastern Metropolitan)	Secondary	M	1977
Ivanhoe (Eastern Metropolitan)	Technical or Further Educational Institution	F	477
Ivanhoe (Eastern Metropolitan)	Technical or Further Educational Institution	M	445
Ivanhoe (Eastern Metropolitan)	University or other tertiary	F	2181
Ivanhoe (Eastern Metropolitan)	University or other tertiary	M	1853
Kew (Southern Metropolitan)		F	1985
Kew (Southern Metropolitan)		M	1818
Kew (Southern Metropolitan)	Infants/Primary	F	2555
Kew (Southern Metropolitan)	Infants/Primary	M	2722
Kew (Southern Metropolitan)	Pre-school	F	486
Kew (Southern Metropolitan)	Pre-school	M	495
Kew (Southern Metropolitan)	Secondary	F	2794
Kew (Southern Metropolitan)	Secondary	M	2924
Kew (Southern Metropolitan)	Technical or Further Educational Institution	F	350
Kew (Southern Metropolitan)	Technical or Further Educational Institution	M	343
Kew (Southern Metropolitan)	University or other tertiary	F	2733
Kew (Southern Metropolitan)	University or other tertiary	M	2663
Keysborough (South-Eastern Metropolitan)		F	2475
Keysborough (South-Eastern Metropolitan)		M	2282
Keysborough (South-Eastern Metropolitan)	Infants/Primary	F	2638
Keysborough (South-Eastern Metropolitan)	Infants/Primary	M	2866
Keysborough (South-Eastern Metropolitan)	Pre-school	F	531
Keysborough (South-Eastern Metropolitan)	Pre-school	M	528
Keysborough (South-Eastern Metropolitan)	Secondary	F	2416
Keysborough (South-Eastern Metropolitan)	Secondary	M	2519
Keysborough (South-Eastern Metropolitan)	Technical or Further Educational Institution	F	725
Keysborough (South-Eastern Metropolitan)	Technical or Further Educational Institution	M	724
Keysborough (South-Eastern Metropolitan)	University or other tertiary	F	1924
Keysborough (South-Eastern Metropolitan)	University or other tertiary	M	1816
Kororoit (Western Metropolitan)		F	4043
Kororoit (Western Metropolitan)		M	4158
Kororoit (Western Metropolitan)	Infants/Primary	F	3975
Kororoit (Western Metropolitan)	Infants/Primary	M	4189
Kororoit (Western Metropolitan)	Pre-school	F	738
Kororoit (Western Metropolitan)	Pre-school	M	754
Kororoit (Western Metropolitan)	Secondary	F	2982
Kororoit (Western Metropolitan)	Secondary	M	2907
Kororoit (Western Metropolitan)	Technical or Further Educational Institution	F	739
Kororoit (Western Metropolitan)	Technical or Further Educational Institution	M	691
Kororoit (Western Metropolitan)	University or other tertiary	F	2036
Kororoit (Western Metropolitan)	University or other tertiary	M	1705
Lara (Western Victoria)		F	3161
Lara (Western Victoria)		M	3780
Lara (Western Victoria)	Infants/Primary	F	2506
Lara (Western Victoria)	Infants/Primary	M	2565
Lara (Western Victoria)	Pre-school	F	471
Lara (Western Victoria)	Pre-school	M	481
Lara (Western Victoria)	Secondary	F	2207
Lara (Western Victoria)	Secondary	M	2352
Lara (Western Victoria)	Technical or Further Educational Institution	F	664
Lara (Western Victoria)	Technical or Further Educational Institution	M	537
Lara (Western Victoria)	University or other tertiary	F	1091
Lara (Western Victoria)	University or other tertiary	M	716
Lowan (Western Victoria)		F	2446
Lowan (Western Victoria)		M	2257
Lowan (Western Victoria)	Infants/Primary	F	2108
Lowan (Western Victoria)	Infants/Primary	M	2306
Lowan (Western Victoria)	Pre-school	F	379
Lowan (Western Victoria)	Pre-school	M	413
Lowan (Western Victoria)	Secondary	F	1766
Lowan (Western Victoria)	Secondary	M	1811
Lowan (Western Victoria)	Technical or Further Educational Institution	F	306
Lowan (Western Victoria)	Technical or Further Educational Institution	M	280
Lowan (Western Victoria)	University or other tertiary	F	548
Lowan (Western Victoria)	University or other tertiary	M	254
Macedon (Northern Victoria)		F	2589
Macedon (Northern Victoria)		M	2295
Macedon (Northern Victoria)	Infants/Primary	F	2525
Macedon (Northern Victoria)	Infants/Primary	M	2615
Macedon (Northern Victoria)	Pre-school	F	482
Macedon (Northern Victoria)	Pre-school	M	546
Macedon (Northern Victoria)	Secondary	F	1899
Macedon (Northern Victoria)	Secondary	M	1971
Macedon (Northern Victoria)	Technical or Further Educational Institution	F	355
Macedon (Northern Victoria)	Technical or Further Educational Institution	M	370
Macedon (Northern Victoria)	University or other tertiary	F	1056
Macedon (Northern Victoria)	University or other tertiary	M	549
Malvern (Southern Metropolitan)		F	2188
Malvern (Southern Metropolitan)		M	1800
Malvern (Southern Metropolitan)	Infants/Primary	F	2180
Malvern (Southern Metropolitan)	Infants/Primary	M	2205
Malvern (Southern Metropolitan)	Pre-school	F	445
Malvern (Southern Metropolitan)	Pre-school	M	498
Malvern (Southern Metropolitan)	Secondary	F	1841
Malvern (Southern Metropolitan)	Secondary	M	1803
Malvern (Southern Metropolitan)	Technical or Further Educational Institution	F	390
Malvern (Southern Metropolitan)	Technical or Further Educational Institution	M	308
Malvern (Southern Metropolitan)	University or other tertiary	F	3150
Malvern (Southern Metropolitan)	University or other tertiary	M	2548
Melbourne (Northern Metropolitan)		F	7910
Melbourne (Northern Metropolitan)		M	7894
Melbourne (Northern Metropolitan)	Infants/Primary	F	1289
Melbourne (Northern Metropolitan)	Infants/Primary	M	1315
Melbourne (Northern Metropolitan)	Pre-school	F	329
Melbourne (Northern Metropolitan)	Pre-school	M	358
Melbourne (Northern Metropolitan)	Secondary	F	1059
Melbourne (Northern Metropolitan)	Secondary	M	1129
Melbourne (Northern Metropolitan)	Technical or Further Educational Institution	F	2030
Melbourne (Northern Metropolitan)	Technical or Further Educational Institution	M	1720
Melbourne (Northern Metropolitan)	University or other tertiary	F	17504
Melbourne (Northern Metropolitan)	University or other tertiary	M	13978
Melton (Western Victoria)		F	3562
Melton (Western Victoria)		M	3125
Melton (Western Victoria)	Infants/Primary	F	3765
Melton (Western Victoria)	Infants/Primary	M	3804
Melton (Western Victoria)	Pre-school	F	715
Melton (Western Victoria)	Pre-school	M	753
Melton (Western Victoria)	Secondary	F	2512
Melton (Western Victoria)	Secondary	M	2584
Melton (Western Victoria)	Technical or Further Educational Institution	F	654
Melton (Western Victoria)	Technical or Further Educational Institution	M	619
Melton (Western Victoria)	University or other tertiary	F	1378
Melton (Western Victoria)	University or other tertiary	M	774
Mildura (Northern Victoria)		F	3427
Mildura (Northern Victoria)		M	3353
Mildura (Northern Victoria)	Infants/Primary	F	2470
Mildura (Northern Victoria)	Infants/Primary	M	2632
Mildura (Northern Victoria)	Pre-school	F	499
Mildura (Northern Victoria)	Pre-school	M	583
Mildura (Northern Victoria)	Secondary	F	2038
Mildura (Northern Victoria)	Secondary	M	2042
Mildura (Northern Victoria)	Technical or Further Educational Institution	F	600
Mildura (Northern Victoria)	Technical or Further Educational Institution	M	522
Mildura (Northern Victoria)	University or other tertiary	F	750
Mildura (Northern Victoria)	University or other tertiary	M	294
Mill Park (Northern Metropolitan)		F	2182
Mill Park (Northern Metropolitan)		M	1916
Mill Park (Northern Metropolitan)	Infants/Primary	F	2935
Mill Park (Northern Metropolitan)	Infants/Primary	M	3130
Mill Park (Northern Metropolitan)	Pre-school	F	508
Mill Park (Northern Metropolitan)	Pre-school	M	600
Mill Park (Northern Metropolitan)	Secondary	F	2388
Mill Park (Northern Metropolitan)	Secondary	M	2452
Mill Park (Northern Metropolitan)	Technical or Further Educational Institution	F	668
Mill Park (Northern Metropolitan)	Technical or Further Educational Institution	M	641
Mill Park (Northern Metropolitan)	University or other tertiary	F	1741
Mill Park (Northern Metropolitan)	University or other tertiary	M	1374
Monbulk (Eastern Victoria)		F	1758
Monbulk (Eastern Victoria)		M	1549
Monbulk (Eastern Victoria)	Infants/Primary	F	2434
Monbulk (Eastern Victoria)	Infants/Primary	M	2703
Monbulk (Eastern Victoria)	Pre-school	F	470
Monbulk (Eastern Victoria)	Pre-school	M	534
Monbulk (Eastern Victoria)	Secondary	F	2001
Monbulk (Eastern Victoria)	Secondary	M	1981
Monbulk (Eastern Victoria)	Technical or Further Educational Institution	F	485
Monbulk (Eastern Victoria)	Technical or Further Educational Institution	M	604
Monbulk (Eastern Victoria)	University or other tertiary	F	1325
Monbulk (Eastern Victoria)	University or other tertiary	M	820
Mordialloc (South-Eastern Metropolitan)		F	2089
Mordialloc (South-Eastern Metropolitan)		M	1817
Mordialloc (South-Eastern Metropolitan)	Infants/Primary	F	2743
Mordialloc (South-Eastern Metropolitan)	Infants/Primary	M	2841
Mordialloc (South-Eastern Metropolitan)	Pre-school	F	556
Mordialloc (South-Eastern Metropolitan)	Pre-school	M	651
Mordialloc (South-Eastern Metropolitan)	Secondary	F	2034
Mordialloc (South-Eastern Metropolitan)	Secondary	M	2006
Mordialloc (South-Eastern Metropolitan)	Technical or Further Educational Institution	F	457
Mordialloc (South-Eastern Metropolitan)	Technical or Further Educational Institution	M	562
Mordialloc (South-Eastern Metropolitan)	University or other tertiary	F	1594
Mordialloc (South-Eastern Metropolitan)	University or other tertiary	M	1088
Mornington (Eastern Victoria)		F	1980
Mornington (Eastern Victoria)		M	1669
Mornington (Eastern Victoria)	Infants/Primary	F	2844
Mornington (Eastern Victoria)	Infants/Primary	M	2995
Mornington (Eastern Victoria)	Pre-school	F	535
Mornington (Eastern Victoria)	Pre-school	M	559
Mornington (Eastern Victoria)	Secondary	F	2214
Mornington (Eastern Victoria)	Secondary	M	2269
Mornington (Eastern Victoria)	Technical or Further Educational Institution	F	402
Mornington (Eastern Victoria)	Technical or Further Educational Institution	M	452
Mornington (Eastern Victoria)	University or other tertiary	F	1059
Mornington (Eastern Victoria)	University or other tertiary	M	735
Morwell (Eastern Victoria)		F	3211
Morwell (Eastern Victoria)		M	2917
Morwell (Eastern Victoria)	Infants/Primary	F	2502
Morwell (Eastern Victoria)	Infants/Primary	M	2664
Morwell (Eastern Victoria)	Pre-school	F	412
Morwell (Eastern Victoria)	Pre-school	M	444
Morwell (Eastern Victoria)	Secondary	F	1983
Morwell (Eastern Victoria)	Secondary	M	1935
Morwell (Eastern Victoria)	Technical or Further Educational Institution	F	604
Morwell (Eastern Victoria)	Technical or Further Educational Institution	M	481
