SED_NAME16	Age	Sex	Volunteer	adults
Caulfield (Southern Metropolitan)	15-19	F	0	937
Caulfield (Southern Metropolitan)	15-19	F	1	554
Caulfield (Southern Metropolitan)	15-19	M		104
Caulfield (Southern Metropolitan)	15-19	M	0	1025
Caulfield (Southern Metropolitan)	15-19	M	1	451
Caulfield (Southern Metropolitan)	20-24	F		143
Caulfield (Southern Metropolitan)	20-24	F	0	1708
Caulfield (Southern Metropolitan)	20-24	F	1	675
Caulfield (Southern Metropolitan)	20-24	M		153
Caulfield (Southern Metropolitan)	20-24	M	0	1657
Caulfield (Southern Metropolitan)	20-24	M	1	506
Caulfield (Southern Metropolitan)	25-34	F		442
Caulfield (Southern Metropolitan)	25-34	F	0	4722
Caulfield (Southern Metropolitan)	25-34	F	1	1298
Caulfield (Southern Metropolitan)	25-34	M		498
Caulfield (Southern Metropolitan)	25-34	M	0	4752
Caulfield (Southern Metropolitan)	25-34	M	1	1009
Caulfield (Southern Metropolitan)	35-44	F		281
Caulfield (Southern Metropolitan)	35-44	F	0	3016
Caulfield (Southern Metropolitan)	35-44	F	1	1352
Caulfield (Southern Metropolitan)	35-44	M		282
Caulfield (Southern Metropolitan)	35-44	M	0	3224
Caulfield (Southern Metropolitan)	35-44	M	1	1017
Caulfield (Southern Metropolitan)	45-54	F		216
Caulfield (Southern Metropolitan)	45-54	F	0	2576
Caulfield (Southern Metropolitan)	45-54	F	1	1274
Caulfield (Southern Metropolitan)	45-54	M		240
Caulfield (Southern Metropolitan)	45-54	M	0	2464
Caulfield (Southern Metropolitan)	45-54	M	1	1021
Caulfield (Southern Metropolitan)	55-64	F		214
Caulfield (Southern Metropolitan)	55-64	F	0	2415
Caulfield (Southern Metropolitan)	55-64	F	1	901
Caulfield (Southern Metropolitan)	55-64	M		210
Caulfield (Southern Metropolitan)	55-64	M	0	2266
Caulfield (Southern Metropolitan)	55-64	M	1	814
Caulfield (Southern Metropolitan)	65-74	F		173
Caulfield (Southern Metropolitan)	65-74	F	0	1812
Caulfield (Southern Metropolitan)	65-74	F	1	688
Caulfield (Southern Metropolitan)	65-74	M		152
Caulfield (Southern Metropolitan)	65-74	M	0	1813
Caulfield (Southern Metropolitan)	65-74	M	1	519
Caulfield (Southern Metropolitan)	75-84	F		168
Caulfield (Southern Metropolitan)	75-84	F	0	1151
Caulfield (Southern Metropolitan)	75-84	F	1	271
Caulfield (Southern Metropolitan)	75-84	M		103
Caulfield (Southern Metropolitan)	75-84	M	0	826
Caulfield (Southern Metropolitan)	75-84	M	1	210
Caulfield (Southern Metropolitan)	85+	F		158
Caulfield (Southern Metropolitan)	85+	F	0	1020
Caulfield (Southern Metropolitan)	85+	F	1	85
Caulfield (Southern Metropolitan)	85+	M		96
Caulfield (Southern Metropolitan)	85+	M	0	562
Caulfield (Southern Metropolitan)	85+	M	1	54
Clarinda (South-Eastern Metropolitan)	15-19	F		115
Clarinda (South-Eastern Metropolitan)	15-19	F	0	1465
Clarinda (South-Eastern Metropolitan)	15-19	F	1	339
Clarinda (South-Eastern Metropolitan)	15-19	M		146
Clarinda (South-Eastern Metropolitan)	15-19	M	0	1683
Clarinda (South-Eastern Metropolitan)	15-19	M	1	272
Clarinda (South-Eastern Metropolitan)	20-24	F		167
Clarinda (South-Eastern Metropolitan)	20-24	F	0	2409
Clarinda (South-Eastern Metropolitan)	20-24	F	1	566
Clarinda (South-Eastern Metropolitan)	20-24	M		243
Clarinda (South-Eastern Metropolitan)	20-24	M	0	3063
Clarinda (South-Eastern Metropolitan)	20-24	M	1	501
Clarinda (South-Eastern Metropolitan)	25-34	F		379
Clarinda (South-Eastern Metropolitan)	25-34	F	0	5194
Clarinda (South-Eastern Metropolitan)	25-34	F	1	731
Clarinda (South-Eastern Metropolitan)	25-34	M		422
Clarinda (South-Eastern Metropolitan)	25-34	M	0	5653
Clarinda (South-Eastern Metropolitan)	25-34	M	1	729
Clarinda (South-Eastern Metropolitan)	35-44	F		238
Clarinda (South-Eastern Metropolitan)	35-44	F	0	3773
Clarinda (South-Eastern Metropolitan)	35-44	F	1	893
Clarinda (South-Eastern Metropolitan)	35-44	M		279
Clarinda (South-Eastern Metropolitan)	35-44	M	0	4096
Clarinda (South-Eastern Metropolitan)	35-44	M	1	677
Clarinda (South-Eastern Metropolitan)	45-54	F		233
Clarinda (South-Eastern Metropolitan)	45-54	F	0	3483
Clarinda (South-Eastern Metropolitan)	45-54	F	1	678
Clarinda (South-Eastern Metropolitan)	45-54	M		246
Clarinda (South-Eastern Metropolitan)	45-54	M	0	3366
Clarinda (South-Eastern Metropolitan)	45-54	M	1	628
Clarinda (South-Eastern Metropolitan)	55-64	F		219
Clarinda (South-Eastern Metropolitan)	55-64	F	0	3165
Clarinda (South-Eastern Metropolitan)	55-64	F	1	461
Clarinda (South-Eastern Metropolitan)	55-64	M		195
Clarinda (South-Eastern Metropolitan)	55-64	M	0	2932
Clarinda (South-Eastern Metropolitan)	55-64	M	1	395
Clarinda (South-Eastern Metropolitan)	65-74	F		215
Clarinda (South-Eastern Metropolitan)	65-74	F	0	2453
Clarinda (South-Eastern Metropolitan)	65-74	F	1	443
Clarinda (South-Eastern Metropolitan)	65-74	M		193
Clarinda (South-Eastern Metropolitan)	65-74	M	0	2191
Clarinda (South-Eastern Metropolitan)	65-74	M	1	315
Clarinda (South-Eastern Metropolitan)	75-84	F		254
Clarinda (South-Eastern Metropolitan)	75-84	F	0	1817
Clarinda (South-Eastern Metropolitan)	75-84	F	1	227
Clarinda (South-Eastern Metropolitan)	75-84	M		179
Clarinda (South-Eastern Metropolitan)	75-84	M	0	1473
Clarinda (South-Eastern Metropolitan)	75-84	M	1	174
Clarinda (South-Eastern Metropolitan)	85+	F		218
Clarinda (South-Eastern Metropolitan)	85+	F	0	1030
Clarinda (South-Eastern Metropolitan)	85+	F	1	66
Clarinda (South-Eastern Metropolitan)	85+	M		110
Clarinda (South-Eastern Metropolitan)	85+	M	0	659
Clarinda (South-Eastern Metropolitan)	85+	M	1	35
Cranbourne (South-Eastern Metropolitan)	15-19	F		225
Cranbourne (South-Eastern Metropolitan)	15-19	F	0	2176
Cranbourne (South-Eastern Metropolitan)	15-19	F	1	396
Cranbourne (South-Eastern Metropolitan)	15-19	M		238
Cranbourne (South-Eastern Metropolitan)	15-19	M	0	2388
Cranbourne (South-Eastern Metropolitan)	15-19	M	1	330
Cranbourne (South-Eastern Metropolitan)	20-24	F		221
Cranbourne (South-Eastern Metropolitan)	20-24	F	0	2447
Cranbourne (South-Eastern Metropolitan)	20-24	F	1	438
Cranbourne (South-Eastern Metropolitan)	20-24	M		236
Cranbourne (South-Eastern Metropolitan)	20-24	M	0	2563
Cranbourne (South-Eastern Metropolitan)	20-24	M	1	312
Cranbourne (South-Eastern Metropolitan)	25-34	F		540
Cranbourne (South-Eastern Metropolitan)	25-34	F	0	7844
Cranbourne (South-Eastern Metropolitan)	25-34	F	1	1115
Cranbourne (South-Eastern Metropolitan)	25-34	M		545
Cranbourne (South-Eastern Metropolitan)	25-34	M	0	7074
Cranbourne (South-Eastern Metropolitan)	25-34	M	1	781
Cranbourne (South-Eastern Metropolitan)	35-44	F		418
Cranbourne (South-Eastern Metropolitan)	35-44	F	0	6011
Cranbourne (South-Eastern Metropolitan)	35-44	F	1	1288
Cranbourne (South-Eastern Metropolitan)	35-44	M		506
Cranbourne (South-Eastern Metropolitan)	35-44	M	0	6664
Cranbourne (South-Eastern Metropolitan)	35-44	M	1	1038
Cranbourne (South-Eastern Metropolitan)	45-54	F		339
Cranbourne (South-Eastern Metropolitan)	45-54	F	0	4319
Cranbourne (South-Eastern Metropolitan)	45-54	F	1	770
Cranbourne (South-Eastern Metropolitan)	45-54	M		347
Cranbourne (South-Eastern Metropolitan)	45-54	M	0	4424
Cranbourne (South-Eastern Metropolitan)	45-54	M	1	699
Cranbourne (South-Eastern Metropolitan)	55-64	F		287
Cranbourne (South-Eastern Metropolitan)	55-64	F	0	3150
Cranbourne (South-Eastern Metropolitan)	55-64	F	1	453
Cranbourne (South-Eastern Metropolitan)	55-64	M		264
Cranbourne (South-Eastern Metropolitan)	55-64	M	0	3092
Cranbourne (South-Eastern Metropolitan)	55-64	M	1	406
Cranbourne (South-Eastern Metropolitan)	65-74	F		252
Cranbourne (South-Eastern Metropolitan)	65-74	F	0	1973
Cranbourne (South-Eastern Metropolitan)	65-74	F	1	350
Cranbourne (South-Eastern Metropolitan)	65-74	M		200
Cranbourne (South-Eastern Metropolitan)	65-74	M	0	1792
Cranbourne (South-Eastern Metropolitan)	65-74	M	1	273
Cranbourne (South-Eastern Metropolitan)	75-84	F		193
Cranbourne (South-Eastern Metropolitan)	75-84	F	0	987
Cranbourne (South-Eastern Metropolitan)	75-84	F	1	119
Cranbourne (South-Eastern Metropolitan)	75-84	M		159
Cranbourne (South-Eastern Metropolitan)	75-84	M	0	764
Cranbourne (South-Eastern Metropolitan)	75-84	M	1	103
Cranbourne (South-Eastern Metropolitan)	85+	F		130
Cranbourne (South-Eastern Metropolitan)	85+	F	0	438
Cranbourne (South-Eastern Metropolitan)	85+	F	1	19
Cranbourne (South-Eastern Metropolitan)	85+	M		70
Cranbourne (South-Eastern Metropolitan)	85+	M	0	252
Cranbourne (South-Eastern Metropolitan)	85+	M	1	16
Croydon (Eastern Metropolitan)	15-19	F		103
Croydon (Eastern Metropolitan)	15-19	F	0	1200
Croydon (Eastern Metropolitan)	15-19	F	1	381
Croydon (Eastern Metropolitan)	15-19	M		97
Croydon (Eastern Metropolitan)	15-19	M	0	1419
Croydon (Eastern Metropolitan)	15-19	M	1	299
Croydon (Eastern Metropolitan)	20-24	F		83
Croydon (Eastern Metropolitan)	20-24	F	0	1348
Croydon (Eastern Metropolitan)	20-24	F	1	415
Croydon (Eastern Metropolitan)	20-24	M		80
Croydon (Eastern Metropolitan)	20-24	M	0	1429
Croydon (Eastern Metropolitan)	20-24	M	1	297
Croydon (Eastern Metropolitan)	25-34	F		224
Croydon (Eastern Metropolitan)	25-34	F	0	3386
Croydon (Eastern Metropolitan)	25-34	F	1	744
Croydon (Eastern Metropolitan)	25-34	M		194
Croydon (Eastern Metropolitan)	25-34	M	0	3240
Croydon (Eastern Metropolitan)	25-34	M	1	540
Croydon (Eastern Metropolitan)	35-44	F		174
Croydon (Eastern Metropolitan)	35-44	F	0	2743
Croydon (Eastern Metropolitan)	35-44	F	1	1105
Croydon (Eastern Metropolitan)	35-44	M		167
Croydon (Eastern Metropolitan)	35-44	M	0	2912
Croydon (Eastern Metropolitan)	35-44	M	1	747
Croydon (Eastern Metropolitan)	45-54	F		167
Croydon (Eastern Metropolitan)	45-54	F	0	2975
Croydon (Eastern Metropolitan)	45-54	F	1	987
Croydon (Eastern Metropolitan)	45-54	M		197
Croydon (Eastern Metropolitan)	45-54	M	0	2657
Croydon (Eastern Metropolitan)	45-54	M	1	789
Croydon (Eastern Metropolitan)	55-64	F		179
Croydon (Eastern Metropolitan)	55-64	F	0	2820
Croydon (Eastern Metropolitan)	55-64	F	1	702
Croydon (Eastern Metropolitan)	55-64	M		154
Croydon (Eastern Metropolitan)	55-64	M	0	2509
Croydon (Eastern Metropolitan)	55-64	M	1	609
Croydon (Eastern Metropolitan)	65-74	F		198
Croydon (Eastern Metropolitan)	65-74	F	0	2055
Croydon (Eastern Metropolitan)	65-74	F	1	739
Croydon (Eastern Metropolitan)	65-74	M		145
Croydon (Eastern Metropolitan)	65-74	M	0	1702
Croydon (Eastern Metropolitan)	65-74	M	1	515
Croydon (Eastern Metropolitan)	75-84	F		242
Croydon (Eastern Metropolitan)	75-84	F	0	1294
Croydon (Eastern Metropolitan)	75-84	F	1	335
Croydon (Eastern Metropolitan)	75-84	M		123
Croydon (Eastern Metropolitan)	75-84	M	0	942
Croydon (Eastern Metropolitan)	75-84	M	1	279
Croydon (Eastern Metropolitan)	85+	F		156
Croydon (Eastern Metropolitan)	85+	F	0	776
Croydon (Eastern Metropolitan)	85+	F	1	66
Croydon (Eastern Metropolitan)	85+	M		77
Croydon (Eastern Metropolitan)	85+	M	0	426
Croydon (Eastern Metropolitan)	85+	M	1	49
Dandenong (South-Eastern Metropolitan)	15-19	F		193
Dandenong (South-Eastern Metropolitan)	15-19	F	0	1586
Dandenong (South-Eastern Metropolitan)	15-19	F	1	262
Dandenong (South-Eastern Metropolitan)	15-19	M		221
Dandenong (South-Eastern Metropolitan)	15-19	M	0	1760
Dandenong (South-Eastern Metropolitan)	15-19	M	1	209
Dandenong (South-Eastern Metropolitan)	20-24	F		172
Dandenong (South-Eastern Metropolitan)	20-24	F	0	1852
Dandenong (South-Eastern Metropolitan)	20-24	F	1	341
Dandenong (South-Eastern Metropolitan)	20-24	M		305
Dandenong (South-Eastern Metropolitan)	20-24	M	0	2727
Dandenong (South-Eastern Metropolitan)	20-24	M	1	373
Dandenong (South-Eastern Metropolitan)	25-34	F		511
Dandenong (South-Eastern Metropolitan)	25-34	F	0	5028
Dandenong (South-Eastern Metropolitan)	25-34	F	1	748
Dandenong (South-Eastern Metropolitan)	25-34	M		652
Dandenong (South-Eastern Metropolitan)	25-34	M	0	5871
Dandenong (South-Eastern Metropolitan)	25-34	M	1	716
Dandenong (South-Eastern Metropolitan)	35-44	F		354
Dandenong (South-Eastern Metropolitan)	35-44	F	0	3688
Dandenong (South-Eastern Metropolitan)	35-44	F	1	680
Dandenong (South-Eastern Metropolitan)	35-44	M		468
Dandenong (South-Eastern Metropolitan)	35-44	M	0	4802
Dandenong (South-Eastern Metropolitan)	35-44	M	1	664
Dandenong (South-Eastern Metropolitan)	45-54	F		315
Dandenong (South-Eastern Metropolitan)	45-54	F	0	3144
Dandenong (South-Eastern Metropolitan)	45-54	F	1	491
Dandenong (South-Eastern Metropolitan)	45-54	M		377
Dandenong (South-Eastern Metropolitan)	45-54	M	0	3541
Dandenong (South-Eastern Metropolitan)	45-54	M	1	483
Dandenong (South-Eastern Metropolitan)	55-64	F		315
Dandenong (South-Eastern Metropolitan)	55-64	F	0	3176
Dandenong (South-Eastern Metropolitan)	55-64	F	1	469
Dandenong (South-Eastern Metropolitan)	55-64	M		324
Dandenong (South-Eastern Metropolitan)	55-64	M	0	3122
Dandenong (South-Eastern Metropolitan)	55-64	M	1	405
Dandenong (South-Eastern Metropolitan)	65-74	F		300
Dandenong (South-Eastern Metropolitan)	65-74	F	0	2251
Dandenong (South-Eastern Metropolitan)	65-74	F	1	349
Dandenong (South-Eastern Metropolitan)	65-74	M		308
Dandenong (South-Eastern Metropolitan)	65-74	M	0	2166
Dandenong (South-Eastern Metropolitan)	65-74	M	1	264
Dandenong (South-Eastern Metropolitan)	75-84	F		267
Dandenong (South-Eastern Metropolitan)	75-84	F	0	1478
Dandenong (South-Eastern Metropolitan)	75-84	F	1	167
Dandenong (South-Eastern Metropolitan)	75-84	M		239
Dandenong (South-Eastern Metropolitan)	75-84	M	0	1171
Dandenong (South-Eastern Metropolitan)	75-84	M	1	120
Dandenong (South-Eastern Metropolitan)	85+	F		149
Dandenong (South-Eastern Metropolitan)	85+	F	0	675
Dandenong (South-Eastern Metropolitan)	85+	F	1	26
Dandenong (South-Eastern Metropolitan)	85+	M		86
Dandenong (South-Eastern Metropolitan)	85+	M	0	401
Dandenong (South-Eastern Metropolitan)	85+	M	1	22
Eildon (Northern Victoria)	15-19	F		245
Eildon (Northern Victoria)	15-19	F	0	1052
Eildon (Northern Victoria)	15-19	F	1	403
Eildon (Northern Victoria)	15-19	M		235
Eildon (Northern Victoria)	15-19	M	0	1224
Eildon (Northern Victoria)	15-19	M	1	318
Eildon (Northern Victoria)	20-24	F		85
Eildon (Northern Victoria)	20-24	F	0	971
Eildon (Northern Victoria)	20-24	F	1	268
Eildon (Northern Victoria)	20-24	M		126
Eildon (Northern Victoria)	20-24	M	0	1092
Eildon (Northern Victoria)	20-24	M	1	196
Eildon (Northern Victoria)	25-34	F		218
Eildon (Northern Victoria)	25-34	F	0	1961
Eildon (Northern Victoria)	25-34	F	1	560
Eildon (Northern Victoria)	25-34	M		221
Eildon (Northern Victoria)	25-34	M	0	2004
Eildon (Northern Victoria)	25-34	M	1	412
Eildon (Northern Victoria)	35-44	F		287
Eildon (Northern Victoria)	35-44	F	0	2055
Eildon (Northern Victoria)	35-44	F	1	1250
Eildon (Northern Victoria)	35-44	M		306
Eildon (Northern Victoria)	35-44	M	0	2247
Eildon (Northern Victoria)	35-44	M	1	793
Eildon (Northern Victoria)	45-54	F		328
Eildon (Northern Victoria)	45-54	F	0	2694
Eildon (Northern Victoria)	45-54	F	1	1298
Eildon (Northern Victoria)	45-54	M		360
Eildon (Northern Victoria)	45-54	M	0	2858
Eildon (Northern Victoria)	45-54	M	1	1098
Eildon (Northern Victoria)	55-64	F		365
Eildon (Northern Victoria)	55-64	F	0	2876
Eildon (Northern Victoria)	55-64	F	1	1326
Eildon (Northern Victoria)	55-64	M		403
Eildon (Northern Victoria)	55-64	M	0	3056
Eildon (Northern Victoria)	55-64	M	1	1024
Eildon (Northern Victoria)	65-74	F		336
Eildon (Northern Victoria)	65-74	F	0	2046
Eildon (Northern Victoria)	65-74	F	1	1136
Eildon (Northern Victoria)	65-74	M		387
Eildon (Northern Victoria)	65-74	M	0	2358
Eildon (Northern Victoria)	65-74	M	1	1008
Eildon (Northern Victoria)	75-84	F		236
Eildon (Northern Victoria)	75-84	F	0	960
Eildon (Northern Victoria)	75-84	F	1	379
Eildon (Northern Victoria)	75-84	M		210
Eildon (Northern Victoria)	75-84	M	0	999
Eildon (Northern Victoria)	75-84	M	1	296
Eildon (Northern Victoria)	85+	F		92
Eildon (Northern Victoria)	85+	F	0	527
Eildon (Northern Victoria)	85+	F	1	65
Eildon (Northern Victoria)	85+	M		68
Eildon (Northern Victoria)	85+	M	0	334
Eildon (Northern Victoria)	85+	M	1	48
Eltham (Eastern Metropolitan)	15-19	F		81
Eltham (Eastern Metropolitan)	15-19	F	0	1299
Eltham (Eastern Metropolitan)	15-19	F	1	451
Eltham (Eastern Metropolitan)	15-19	M		75
Eltham (Eastern Metropolitan)	15-19	M	0	1491
Eltham (Eastern Metropolitan)	15-19	M	1	389
Eltham (Eastern Metropolitan)	20-24	F		52
Eltham (Eastern Metropolitan)	20-24	F	0	1274
Eltham (Eastern Metropolitan)	20-24	F	1	408
Eltham (Eastern Metropolitan)	20-24	M		65
Eltham (Eastern Metropolitan)	20-24	M	0	1447
Eltham (Eastern Metropolitan)	20-24	M	1	299
Eltham (Eastern Metropolitan)	25-34	F		121
Eltham (Eastern Metropolitan)	25-34	F	0	2420
Eltham (Eastern Metropolitan)	25-34	F	1	529
Eltham (Eastern Metropolitan)	25-34	M		114
Eltham (Eastern Metropolitan)	25-34	M	0	2398
Eltham (Eastern Metropolitan)	25-34	M	1	454
Eltham (Eastern Metropolitan)	35-44	F		139
Eltham (Eastern Metropolitan)	35-44	F	0	2767
Eltham (Eastern Metropolitan)	35-44	F	1	1308
Eltham (Eastern Metropolitan)	35-44	M		149
Eltham (Eastern Metropolitan)	35-44	M	0	2798
Eltham (Eastern Metropolitan)	35-44	M	1	856
Eltham (Eastern Metropolitan)	45-54	F		165
Eltham (Eastern Metropolitan)	45-54	F	0	3135
Eltham (Eastern Metropolitan)	45-54	F	1	1345
Eltham (Eastern Metropolitan)	45-54	M		194
Eltham (Eastern Metropolitan)	45-54	M	0	2852
Eltham (Eastern Metropolitan)	45-54	M	1	1109
Eltham (Eastern Metropolitan)	55-64	F		171
Eltham (Eastern Metropolitan)	55-64	F	0	3450
Eltham (Eastern Metropolitan)	55-64	F	1	918
Eltham (Eastern Metropolitan)	55-64	M		151
Eltham (Eastern Metropolitan)	55-64	M	0	3063
Eltham (Eastern Metropolitan)	55-64	M	1	817
Eltham (Eastern Metropolitan)	65-74	F		166
Eltham (Eastern Metropolitan)	65-74	F	0	1963
Eltham (Eastern Metropolitan)	65-74	F	1	776
Eltham (Eastern Metropolitan)	65-74	M		134
Eltham (Eastern Metropolitan)	65-74	M	0	2017
Eltham (Eastern Metropolitan)	65-74	M	1	717
Eltham (Eastern Metropolitan)	75-84	F		130
Eltham (Eastern Metropolitan)	75-84	F	0	914
Eltham (Eastern Metropolitan)	75-84	F	1	248
Eltham (Eastern Metropolitan)	75-84	M		73
Eltham (Eastern Metropolitan)	75-84	M	0	769
Eltham (Eastern Metropolitan)	75-84	M	1	202
Eltham (Eastern Metropolitan)	85+	F		87
Eltham (Eastern Metropolitan)	85+	F	0	500
Eltham (Eastern Metropolitan)	85+	F	1	28
Eltham (Eastern Metropolitan)	85+	M		44
Eltham (Eastern Metropolitan)	85+	M	0	254
Eltham (Eastern Metropolitan)	85+	M	1	25
Essendon (Western Metropolitan)	15-19	F		152
Essendon (Western Metropolitan)	15-19	F	0	1292
Essendon (Western Metropolitan)	15-19	F	1	387
Essendon (Western Metropolitan)	15-19	M		134
Essendon (Western Metropolitan)	15-19	M	0	1253
Essendon (Western Metropolitan)	15-19	M	1	324
Essendon (Western Metropolitan)	20-24	F		192
Essendon (Western Metropolitan)	20-24	F	0	1778
Essendon (Western Metropolitan)	20-24	F	1	642
Essendon (Western Metropolitan)	20-24	M		180
Essendon (Western Metropolitan)	20-24	M	0	1932
Essendon (Western Metropolitan)	20-24	M	1	432
Essendon (Western Metropolitan)	25-34	F		528
Essendon (Western Metropolitan)	25-34	F	0	4793
Essendon (Western Metropolitan)	25-34	F	1	1182
Essendon (Western Metropolitan)	25-34	M		531
Essendon (Western Metropolitan)	25-34	M	0	4552
Essendon (Western Metropolitan)	25-34	M	1	926
Essendon (Western Metropolitan)	35-44	F		352
Essendon (Western Metropolitan)	35-44	F	0	3506
Essendon (Western Metropolitan)	35-44	F	1	1253
Essendon (Western Metropolitan)	35-44	M		371
Essendon (Western Metropolitan)	35-44	M	0	3542
Essendon (Western Metropolitan)	35-44	M	1	851
Essendon (Western Metropolitan)	45-54	F		283
Essendon (Western Metropolitan)	45-54	F	0	3091
Essendon (Western Metropolitan)	45-54	F	1	1189
Essendon (Western Metropolitan)	45-54	M		305
Essendon (Western Metropolitan)	45-54	M	0	3052
Essendon (Western Metropolitan)	45-54	M	1	1001
Essendon (Western Metropolitan)	55-64	F		261
Essendon (Western Metropolitan)	55-64	F	0	2706
Essendon (Western Metropolitan)	55-64	F	1	851
Essendon (Western Metropolitan)	55-64	M		243
Essendon (Western Metropolitan)	55-64	M	0	2595
Essendon (Western Metropolitan)	55-64	M	1	684
Essendon (Western Metropolitan)	65-74	F		182
Essendon (Western Metropolitan)	65-74	F	0	1613
Essendon (Western Metropolitan)	65-74	F	1	464
Essendon (Western Metropolitan)	65-74	M		166
Essendon (Western Metropolitan)	65-74	M	0	1555
Essendon (Western Metropolitan)	65-74	M	1	396
Essendon (Western Metropolitan)	75-84	F		202
Essendon (Western Metropolitan)	75-84	F	0	1184
Essendon (Western Metropolitan)	75-84	F	1	188
Essendon (Western Metropolitan)	75-84	M		123
Essendon (Western Metropolitan)	75-84	M	0	812
Essendon (Western Metropolitan)	75-84	M	1	150
Essendon (Western Metropolitan)	85+	F		121
Essendon (Western Metropolitan)	85+	F	0	753
Essendon (Western Metropolitan)	85+	F	1	50
Essendon (Western Metropolitan)	85+	M		64
Essendon (Western Metropolitan)	85+	M	0	443
Essendon (Western Metropolitan)	85+	M	1	30
Euroa (Northern Victoria)	15-19	F		266
