SED_NAME16	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
Auburn	65-74	1	1	0	M	64
Auburn	65-74	1	1	1	F	4
Auburn	65-74	1	1	1	M	4
Auburn	75-84				F	166
Auburn	75-84				M	152
Auburn	75-84	0			F	1175
Auburn	75-84	0			M	1088
Auburn	75-84	1	0	1	F	99
Auburn	75-84	1	0	1	M	77
Auburn	75-84	1	1	0	F	12
Auburn	75-84	1	1	0	M	13
Auburn	75-84	1	1	1	F	3
Auburn	75-84	1	1	1	M	4
Auburn	85+				F	107
Auburn	85+				M	56
Auburn	85+	0			F	653
Auburn	85+	0			M	348
Auburn	85+	1	0	1	F	5
Auburn	85+	1	0	1	M	5
Ballina	15-19				F	265
Ballina	15-19				M	294
Ballina	15-19	0			F	1482
Ballina	15-19	0			M	1692
Ballina	15-19	1	0	1	F	135
Ballina	15-19	1	0	1	M	80
Ballina	15-19	1	1	0	F	22
Ballina	15-19	1	1	0	M	11
Ballina	20-24				F	140
Ballina	20-24				M	153
Ballina	20-24	0			F	1040
Ballina	20-24	0			M	1128
Ballina	20-24	1	0	1	F	94
Ballina	20-24	1	0	1	M	47
Ballina	20-24	1	1	0	F	117
Ballina	20-24	1	1	0	M	39
Ballina	20-24	1	1	1	F	6
Ballina	20-24	1	1	1	M	4
Ballina	25-34				F	347
Ballina	25-34				M	382
Ballina	25-34	0			F	1725
Ballina	25-34	0			M	1986
Ballina	25-34	1	0	1	F	185
Ballina	25-34	1	0	1	M	117
Ballina	25-34	1	1	0	F	1311
Ballina	25-34	1	1	0	M	825
Ballina	25-34	1	1	1	F	74
Ballina	25-34	1	1	1	M	17
Ballina	35-44				F	453
Ballina	35-44				M	429
Ballina	35-44	0			F	1299
Ballina	35-44	0			M	1530
Ballina	35-44	1	0	1	F	164
Ballina	35-44	1	0	1	M	101
Ballina	35-44	1	1	0	F	2740
Ballina	35-44	1	1	0	M	2081
Ballina	35-44	1	1	1	F	176
Ballina	35-44	1	1	1	M	67
Ballina	45-54				F	532
Ballina	45-54				M	535
Ballina	45-54	0			F	3098
Ballina	45-54	0			M	2674
Ballina	45-54	1	0	1	F	349
Ballina	45-54	1	0	1	M	165
Ballina	45-54	1	1	0	F	1610
Ballina	45-54	1	1	0	M	1533
Ballina	45-54	1	1	1	F	77
Ballina	45-54	1	1	1	M	63
Ballina	55-64				F	614
Ballina	55-64				M	631
Ballina	55-64	0			F	4379
Ballina	55-64	0			M	4279
Ballina	55-64	1	0	1	F	1008
Ballina	55-64	1	0	1	M	399
Ballina	55-64	1	1	0	F	167
Ballina	55-64	1	1	0	M	416
Ballina	55-64	1	1	1	F	13
Ballina	55-64	1	1	1	M	9
Ballina	65-74				F	476
Ballina	65-74				M	483
Ballina	65-74	0			F	3129
Ballina	65-74	0			M	3430
Ballina	65-74	1	0	1	F	782
Ballina	65-74	1	0	1	M	482
Ballina	65-74	1	1	0	F	27
Ballina	65-74	1	1	0	M	53
Ballina	65-74	1	1	1	M	3
Ballina	75-84				F	417
Ballina	75-84				M	300
Ballina	75-84	0			F	1962
Ballina	75-84	0			M	1610
Ballina	75-84	1	0	1	F	87
Ballina	75-84	1	0	1	M	75
Ballina	75-84	1	1	0	F	13
Ballina	75-84	1	1	0	M	7
Ballina	75-84	1	1	1	M	3
Ballina	85+				F	392
Ballina	85+				M	205
Ballina	85+	0			F	1143
Ballina	85+	0			M	678
Ballina	85+	1	0	1	F	14
Ballina	85+	1	0	1	M	5
Ballina	85+	1	1	0	F	3
Ballina	85+	1	1	0	M	3
Balmain	15-19				F	148
Balmain	15-19				M	156
Balmain	15-19	0			F	1482
Balmain	15-19	0			M	1243
Balmain	15-19	1	0	1	F	79
Balmain	15-19	1	0	1	M	37
Balmain	15-19	1	1	0	F	6
Balmain	20-24				F	373
Balmain	20-24				M	342
Balmain	20-24	0			F	3558
Balmain	20-24	0			M	2944
Balmain	20-24	1	0	1	F	115
Balmain	20-24	1	0	1	M	48
Balmain	20-24	1	1	0	F	24
Balmain	20-24	1	1	0	M	12
Balmain	20-24	1	1	1	F	5
Balmain	25-34				F	863
Balmain	25-34				M	891
Balmain	25-34	0			F	6259
Balmain	25-34	0			M	6119
Balmain	25-34	1	0	1	F	280
Balmain	25-34	1	0	1	M	149
Balmain	25-34	1	1	0	F	1161
Balmain	25-34	1	1	0	M	699
Balmain	25-34	1	1	1	F	32
Balmain	25-34	1	1	1	M	16
Balmain	35-44				F	638
Balmain	35-44				M	682
Balmain	35-44	0			F	2995
Balmain	35-44	0			M	3508
Balmain	35-44	1	0	1	F	248
Balmain	35-44	1	0	1	M	120
Balmain	35-44	1	1	0	F	3418
Balmain	35-44	1	1	0	M	2798
Balmain	35-44	1	1	1	F	159
Balmain	35-44	1	1	1	M	65
Balmain	45-54				F	474
Balmain	45-54				M	500
Balmain	45-54	0			F	3131
Balmain	45-54	0			M	2999
Balmain	45-54	1	0	1	F	214
Balmain	45-54	1	0	1	M	70
Balmain	45-54	1	1	0	F	1769
Balmain	45-54	1	1	0	M	1775
Balmain	45-54	1	1	1	F	78
Balmain	45-54	1	1	1	M	51
Balmain	55-64				F	419
Balmain	55-64				M	383
Balmain	55-64	0			F	3417
Balmain	55-64	0			M	2965
Balmain	55-64	1	0	1	F	535
Balmain	55-64	1	0	1	M	169
Balmain	55-64	1	1	0	F	176
Balmain	55-64	1	1	0	M	354
Balmain	55-64	1	1	1	F	11
Balmain	55-64	1	1	1	M	3
Balmain	65-74				F	304
Balmain	65-74				M	262
Balmain	65-74	0			F	2125
Balmain	65-74	0			M	2089
Balmain	65-74	1	0	1	F	682
Balmain	65-74	1	0	1	M	348
Balmain	65-74	1	1	0	F	35
Balmain	65-74	1	1	0	M	52
Balmain	65-74	1	1	1	F	3
Balmain	65-74	1	1	1	M	3
Balmain	75-84				F	175
Balmain	75-84				M	142
Balmain	75-84	0			F	1031
Balmain	75-84	0			M	849
Balmain	75-84	1	0	1	F	103
Balmain	75-84	1	0	1	M	67
Balmain	75-84	1	1	0	F	9
Balmain	75-84	1	1	0	M	11
Balmain	85+				F	108
Balmain	85+				M	41
Balmain	85+	0			F	513
Balmain	85+	0			M	287
Balmain	85+	1	0	1	F	4
Balmain	85+	1	0	1	M	6
Balmain	85+	1	1	0	F	5
Bankstown	15-19				F	261
Bankstown	15-19				M	260
Bankstown	15-19	0			F	2339
Bankstown	15-19	0			M	2545
Bankstown	15-19	1	0	1	F	164
Bankstown	15-19	1	0	1	M	72
Bankstown	15-19	1	1	0	F	31
Bankstown	15-19	1	1	0	M	16
Bankstown	15-19	1	1	1	F	9
Bankstown	15-19	1	1	1	M	8
Bankstown	20-24				F	280
Bankstown	20-24				M	303
Bankstown	20-24	0			F	2356
Bankstown	20-24	0			M	2685
Bankstown	20-24	1	0	1	F	176
Bankstown	20-24	1	0	1	M	113
Bankstown	20-24	1	1	0	F	309
Bankstown	20-24	1	1	0	M	63
Bankstown	20-24	1	1	1	F	10
Bankstown	25-34				F	518
Bankstown	25-34				M	720
Bankstown	25-34	0			F	3107
Bankstown	25-34	0			M	4267
Bankstown	25-34	1	0	1	F	209
Bankstown	25-34	1	0	1	M	139
Bankstown	25-34	1	1	0	F	2745
Bankstown	25-34	1	1	0	M	1321
Bankstown	25-34	1	1	1	F	60
Bankstown	25-34	1	1	1	M	13
Bankstown	35-44				F	425
Bankstown	35-44				M	527
Bankstown	35-44	0			F	1951
Bankstown	35-44	0			M	2607
Bankstown	35-44	1	0	1	F	137
Bankstown	35-44	1	0	1	M	62
Bankstown	35-44	1	1	0	F	3012
Bankstown	35-44	1	1	0	M	2232
Bankstown	35-44	1	1	1	F	70
Bankstown	35-44	1	1	1	M	23
Bankstown	45-54				F	433
Bankstown	45-54				M	496
Bankstown	45-54	0			F	3301
Bankstown	45-54	0			M	3249
Bankstown	45-54	1	0	1	F	268
Bankstown	45-54	1	0	1	M	64
Bankstown	45-54	1	1	0	F	1233
Bankstown	45-54	1	1	0	M	1346
Bankstown	45-54	1	1	1	F	37
Bankstown	45-54	1	1	1	M	16
Bankstown	55-64				F	313
Bankstown	55-64				M	385
Bankstown	55-64	0			F	3323
Bankstown	55-64	0			M	3527
Bankstown	55-64	1	0	1	F	677
Bankstown	55-64	1	0	1	M	242
Bankstown	55-64	1	1	0	F	187
Bankstown	55-64	1	1	0	M	357
Bankstown	55-64	1	1	1	F	16
Bankstown	55-64	1	1	1	M	6
Bankstown	65-74				F	252
Bankstown	65-74				M	294
Bankstown	65-74	0			F	2087
Bankstown	65-74	0			M	2256
Bankstown	65-74	1	0	1	F	496
Bankstown	65-74	1	0	1	M	280
Bankstown	65-74	1	1	0	F	45
Bankstown	65-74	1	1	0	M	68
Bankstown	65-74	1	1	1	F	8
Bankstown	65-74	1	1	1	M	6
Bankstown	75-84				F	213
Bankstown	75-84				M	163
Bankstown	75-84	0			F	1587
Bankstown	75-84	0			M	1285
Bankstown	75-84	1	0	1	F	92
Bankstown	75-84	1	0	1	M	75
Bankstown	75-84	1	1	0	F	11
Bankstown	75-84	1	1	0	M	10
Bankstown	85+				F	114
Bankstown	85+				M	86
Bankstown	85+	0			F	988
Bankstown	85+	0			M	581
Bankstown	85+	1	0	1	F	10
Bankstown	85+	1	0	1	M	7
Bankstown	85+	1	1	0	F	3
Bankstown	85+	1	1	0	M	3
Barwon	15-19				F	323
Barwon	15-19				M	381
Barwon	15-19	0			F	1441
Barwon	15-19	0			M	1675
Barwon	15-19	1	0	1	F	169
Barwon	15-19	1	0	1	M	88
Barwon	15-19	1	1	0	F	43
Barwon	15-19	1	1	0	M	13
Barwon	15-19	1	1	1	F	3
Barwon	20-24				F	234
Barwon	20-24				M	294
Barwon	20-24	0			F	1202
Barwon	20-24	0			M	1492
Barwon	20-24	1	0	1	F	149
Barwon	20-24	1	0	1	M	80
Barwon	20-24	1	1	0	F	412
Barwon	20-24	1	1	0	M	168
Barwon	20-24	1	1	1	F	13
Barwon	20-24	1	1	1	M	4
Barwon	25-34				F	517
Barwon	25-34				M	586
Barwon	25-34	0			F	1624
Barwon	25-34	0			M	2249
Barwon	25-34	1	0	1	F	255
Barwon	25-34	1	0	1	M	108
Barwon	25-34	1	1	0	F	2118
Barwon	25-34	1	1	0	M	1312
Barwon	25-34	1	1	1	F	116
Barwon	25-34	1	1	1	M	40
Barwon	35-44				F	486
Barwon	35-44				M	517
Barwon	35-44	0			F	1273
Barwon	35-44	0			M	1584
Barwon	35-44	1	0	1	F	174
Barwon	35-44	1	0	1	M	113
Barwon	35-44	1	1	0	F	2183
Barwon	35-44	1	1	0	M	1854
Barwon	35-44	1	1	1	F	99
Barwon	35-44	1	1	1	M	47
Barwon	45-54				F	601
Barwon	45-54				M	668
Barwon	45-54	0			F	3088
Barwon	45-54	0			M	3316
Barwon	45-54	1	0	1	F	593
Barwon	45-54	1	0	1	M	213
Barwon	45-54	1	1	0	F	835
Barwon	45-54	1	1	0	M	986
Barwon	45-54	1	1	1	F	33
Barwon	45-54	1	1	1	M	16
Barwon	55-64				F	569
Barwon	55-64				M	738
Barwon	55-64	0			F	3572
Barwon	55-64	0			M	4361
Barwon	55-64	1	0	1	F	934
Barwon	55-64	1	0	1	M	463
Barwon	55-64	1	1	0	F	103
Barwon	55-64	1	1	0	M	179
Barwon	55-64	1	1	1	F	3
Barwon	55-64	1	1	1	M	6
Barwon	65-74				F	567
Barwon	65-74				M	650
Barwon	65-74	0			F	3024
Barwon	65-74	0			M	3496
Barwon	65-74	1	0	1	F	469
Barwon	65-74	1	0	1	M	310
Barwon	65-74	1	1	0	F	24
Barwon	65-74	1	1	0	M	37
Barwon	65-74	1	1	1	F	3
Barwon	75-84				F	498
Barwon	75-84				M	428
Barwon	75-84	0			F	2007
Barwon	75-84	0			M	1846
Barwon	75-84	1	0	1	F	99
Barwon	75-84	1	0	1	M	56
Barwon	75-84	1	1	0	F	6
Barwon	75-84	1	1	0	M	10
Barwon	85+				F	253
Barwon	85+				M	169
Barwon	85+	0			F	947
Barwon	85+	0			M	534
Barwon	85+	1	0	1	F	14
Barwon	85+	1	0	1	M	3
Barwon	85+	1	1	0	F	14
Barwon	85+	1	1	0	M	3
Bathurst	15-19				F	343
Bathurst	15-19				M	367
Bathurst	15-19	0			F	1888
Bathurst	15-19	0			M	2127
Bathurst	15-19	1	0	1	F	216
Bathurst	15-19	1	0	1	M	144
Bathurst	15-19	1	1	0	F	41
Bathurst	15-19	1	1	0	M	17
Bathurst	15-19	1	1	1	F	3
Bathurst	20-24				F	231
Bathurst	20-24				M	536
Bathurst	20-24	0			F	1573
Bathurst	20-24	0			M	1840
Bathurst	20-24	1	0	1	F	193
Bathurst	20-24	1	0	1	M	112
Bathurst	20-24	1	1	0	F	341
Bathurst	20-24	1	1	0	M	149
Bathurst	20-24	1	1	1	F	19
Bathurst	20-24	1	1	1	M	8
Bathurst	25-34				F	317
Bathurst	25-34				M	903
Bathurst	25-34	0			F	1460
Bathurst	25-34	0			M	2152
Bathurst	25-34	1	0	1	F	228
Bathurst	25-34	1	0	1	M	154
Bathurst	25-34	1	1	0	F	2032
Bathurst	25-34	1	1	0	M	1437
Bathurst	25-34	1	1	1	F	126
Bathurst	25-34	1	1	1	M	45
Bathurst	35-44				F	337
Bathurst	35-44				M	679
Bathurst	35-44	0			F	1158
Bathurst	35-44	0			M	1460
Bathurst	35-44	1	0	1	F	166
Bathurst	35-44	1	0	1	M	102
Bathurst	35-44	1	1	0	F	2724
Bathurst	35-44	1	1	0	M	2135
Bathurst	35-44	1	1	1	F	129
Bathurst	35-44	1	1	1	M	71
Bathurst	45-54				F	434
Bathurst	45-54				M	649
Bathurst	45-54	0			F	2993
Bathurst	45-54	0			M	2993
Bathurst	45-54	1	0	1	F	583
Bathurst	45-54	1	0	1	M	238
Bathurst	45-54	1	1	0	F	1139
Bathurst	45-54	1	1	0	M	1256
Bathurst	45-54	1	1	1	F	42
Bathurst	45-54	1	1	1	M	42
Bathurst	55-64				F	464
Bathurst	55-64				M	557
Bathurst	55-64	0			F	3424
Bathurst	55-64	0			M	3813
Bathurst	55-64	1	0	1	F	1163
Bathurst	55-64	1	0	1	M	536
Bathurst	55-64	1	1	0	F	114
Bathurst	55-64	1	1	0	M	240
Bathurst	55-64	1	1	1	F	11
Bathurst	55-64	1	1	1	M	3
Bathurst	65-74				F	488
Bathurst	65-74				M	578
Bathurst	65-74	0			F	3075
Bathurst	65-74	0			M	3317
Bathurst	65-74	1	0	1	F	670
Bathurst	65-74	1	0	1	M	449
Bathurst	65-74	1	1	0	F	36
Bathurst	65-74	1	1	0	M	53
Bathurst	65-74	1	1	1	F	3
Bathurst	65-74	1	1	1	M	4
Bathurst	75-84				F	418
Bathurst	75-84				M	340
Bathurst	75-84	0			F	1831
Bathurst	75-84	0			M	1591
Bathurst	75-84	1	0	1	F	105
Bathurst	75-84	1	0	1	M	75
Bathurst	75-84	1	1	0	F	7
Bathurst	75-84	1	1	0	M	12
Bathurst	85+				F	220
Bathurst	85+				M	136
Bathurst	85+	0			F	891
Bathurst	85+	0			M	483
Bathurst	85+	1	0	1	F	9
Bathurst	85+	1	0	1	M	3
Bathurst	85+	1	1	0	F	6
Bathurst	85+	1	1	0	M	7
Baulkham Hills	15-19				F	92
Baulkham Hills	15-19				M	96
Baulkham Hills	15-19	0			F	2255
Baulkham Hills	15-19	0			M	2528
Baulkham Hills	15-19	1	0	1	F	168
Baulkham Hills	15-19	1	0	1	M	105
Baulkham Hills	15-19	1	1	0	F	7
Baulkham Hills	15-19	1	1	0	M	13
Baulkham Hills	20-24				F	63
Baulkham Hills	20-24				M	82
Baulkham Hills	20-24	0			F	2105
Baulkham Hills	20-24	0			M	2382
Baulkham Hills	20-24	1	0	1	F	120
Baulkham Hills	20-24	1	0	1	M	81
Baulkham Hills	20-24	1	1	0	F	45
Baulkham Hills	20-24	1	1	0	M	28
Baulkham Hills	20-24	1	1	1	F	4
Baulkham Hills	25-34				F	166
Baulkham Hills	25-34				M	164
Baulkham Hills	25-34	0			F	2315
Baulkham Hills	25-34	0			M	2929
Baulkham Hills	25-34	1	0	1	F	203
Baulkham Hills	25-34	1	0	1	M	86
Baulkham Hills	25-34	1	1	0	F	1729
Baulkham Hills	25-34	1	1	0	M	984
Baulkham Hills	25-34	1	1	1	F	47
Baulkham Hills	25-34	1	1	1	M	7
Baulkham Hills	35-44				F	169
Baulkham Hills	35-44				M	167
Baulkham Hills	35-44	0			F	1362
Baulkham Hills	35-44	0			M	1888
Baulkham Hills	35-44	1	0	1	F	128
Baulkham Hills	35-44	1	0	1	M	58
Baulkham Hills	35-44	1	1	0	F	4324
Baulkham Hills	35-44	1	1	0	M	3465
Baulkham Hills	35-44	1	1	1	F	135
Baulkham Hills	35-44	1	1	1	M	44
Baulkham Hills	45-54				F	167
Baulkham Hills	45-54				M	159
Baulkham Hills	45-54	0			F	3305
Baulkham Hills	45-54	0			M	3011
Baulkham Hills	45-54	1	0	1	F	214
Baulkham Hills	45-54	1	0	1	M	80
Baulkham Hills	45-54	1	1	0	F	1965
Baulkham Hills	45-54	1	1	0	M	2062
Baulkham Hills	45-54	1	1	1	F	56
Baulkham Hills	45-54	1	1	1	M	29
Baulkham Hills	55-64				F	151
Baulkham Hills	55-64				M	144
Baulkham Hills	55-64	0			F	3563
Baulkham Hills	55-64	0			M	3669
Baulkham Hills	55-64	1	0	1	F	1163
Baulkham Hills	55-64	1	0	1	M	438
Baulkham Hills	55-64	1	1	0	F	199
Baulkham Hills	55-64	1	1	0	M	375
Baulkham Hills	55-64	1	1	1	F	20
Baulkham Hills	55-64	1	1	1	M	13
Baulkham Hills	65-74				F	142
Baulkham Hills	65-74				M	140
Baulkham Hills	65-74	0			F	2351
Baulkham Hills	65-74	0			M	2583
Baulkham Hills	65-74	1	0	1	F	1232
Baulkham Hills	65-74	1	0	1	M	823
Baulkham Hills	65-74	1	1	0	F	83
Baulkham Hills	65-74	1	1	0	M	92
Baulkham Hills	65-74	1	1	1	F	15
Baulkham Hills	65-74	1	1	1	M	4
Baulkham Hills	75-84				F	129
Baulkham Hills	75-84				M	94
Baulkham Hills	75-84	0			F	1327
Baulkham Hills	75-84	0			M	1271
Baulkham Hills	75-84	1	0	1	F	166
Baulkham Hills	75-84	1	0	1	M	174
Baulkham Hills	75-84	1	1	0	F	7
Baulkham Hills	75-84	1	1	0	M	6
Baulkham Hills	85+				F	94
Baulkham Hills	85+				M	50
Baulkham Hills	85+	0			F	551
Baulkham Hills	85+	0			M	333
Baulkham Hills	85+	1	0	1	F	7
Baulkham Hills	85+	1	0	1	M	16
Bega	15-19				F	224
Bega	15-19				M	267
Bega	15-19	0			F	1377
Bega	15-19	0			M	1445
Bega	15-19	1	0	1	F	132
Bega	15-19	1	0	1	M	78
Bega	15-19	1	1	0	F	30
Bega	15-19	1	1	0	M	20
Bega	20-24				F	98
Bega	20-24				M	116
Bega	20-24	0			F	771
Bega	20-24	0			M	1007
Bega	20-24	1	0	1	F	88
Bega	20-24	1	0	1	M	55
Bega	20-24	1	1	0	F	219
Bega	20-24	1	1	0	M	96
Bega	20-24	1	1	1	F	6
Bega	25-34				F	211
Bega	25-34				M	217
Bega	25-34	0			F	913
Bega	25-34	0			M	1365
Bega	25-34	1	0	1	F	144
Bega	25-34	1	0	1	M	76
Bega	25-34	1	1	0	F	1236
Bega	25-34	1	1	0	M	799
Bega	25-34	1	1	1	F	83
Bega	25-34	1	1	1	M	19
Bega	35-44				F	260
Bega	35-44				M	267
Bega	35-44	0			F	977
Bega	35-44	0			M	1169
Bega	35-44	1	0	1	F	141
Bega	35-44	1	0	1	M	90
Bega	35-44	1	1	0	F	1942
Bega	35-44	1	1	0	M	1451
Bega	35-44	1	1	1	F	117
Bega	35-44	1	1	1	M	67
Bega	45-54				F	350
Bega	45-54				M	410
Bega	45-54	0			F	2974
Bega	45-54	0			M	2716
Bega	45-54	1	0	1	F	384
Bega	45-54	1	0	1	M	160
Bega	45-54	1	1	0	F	1074
Bega	45-54	1	1	0	M	1103
Bega	45-54	1	1	1	F	41
Bega	45-54	1	1	1	M	34
Bega	55-64				F	515
Bega	55-64				M	514
Bega	55-64	0			F	5121
Bega	55-64	0			M	4947
Bega	55-64	1	0	1	F	948
Bega	55-64	1	0	1	M	429
Bega	55-64	1	1	0	F	103
Bega	55-64	1	1	0	M	272
Bega	55-64	1	1	1	F	9
Bega	55-64	1	1	1	M	13
Bega	65-74				F	588
Bega	65-74				M	581
Bega	65-74	0			F	4455
Bega	65-74	0			M	4811
Bega	65-74	1	0	1	F	662
Bega	65-74	1	0	1	M	427
Bega	65-74	1	1	0	F	21
Bega	65-74	1	1	0	M	38
Bega	65-74	1	1	1	F	5
Bega	75-84				F	528
Bega	75-84				M	450
Bega	75-84	0			F	2379
Bega	75-84	0			M	2368
Bega	75-84	1	0	1	F	89
Bega	75-84	1	0	1	M	76
Bega	75-84	1	1	0	F	10
Bega	75-84	1	1	0	M	6
Bega	85+				F	339
Bega	85+				M	186
Bega	85+	0			F	1107
Bega	85+	0			M	731
Bega	85+	1	0	1	F	11
Bega	85+	1	0	1	M	3
Bega	85+	1	1	0	M	7
Blacktown	15-19				F	182
Blacktown	15-19				M	211
Blacktown	15-19	0			F	2225
Blacktown	15-19	0			M	2498
Blacktown	15-19	1	0	1	F	205
Blacktown	15-19	1	0	1	M	129
Blacktown	15-19	1	1	0	F	38
Blacktown	15-19	1	1	0	M	17
Blacktown	20-24				F	167
Blacktown	20-24				M	201
Blacktown	20-24	0			F	2217
Blacktown	20-24	0			M	2818
Blacktown	20-24	1	0	1	F	213
Blacktown	20-24	1	0	1	M	110
Blacktown	20-24	1	1	0	F	299
Blacktown	20-24	1	1	0	M	121
Blacktown	20-24	1	1	1	F	8
Blacktown	20-24	1	1	1	M	4
Blacktown	25-34				F	403
Blacktown	25-34				M	454
Blacktown	25-34	0			F	3636
Blacktown	25-34	0			M	5007
Blacktown	25-34	1	0	1	F	294
Blacktown	25-34	1	0	1	M	174
Blacktown	25-34	1	1	0	F	3262
Blacktown	25-34	1	1	0	M	1894
Blacktown	25-34	1	1	1	F	90
Blacktown	25-34	1	1	1	M	31
Blacktown	35-44				F	325
Blacktown	35-44				M	385
Blacktown	35-44	0			F	1967
Blacktown	35-44	0			M	2871
Blacktown	35-44	1	0	1	F	199
Blacktown	35-44	1	0	1	M	124
Blacktown	35-44	1	1	0	F	3555
Blacktown	35-44	1	1	0	M	3108
Blacktown	35-44	1	1	1	F	119
Blacktown	35-44	1	1	1	M	54
Blacktown	45-54				F	289
Blacktown	45-54				M	320
Blacktown	45-54	0			F	3340
Blacktown	45-54	0			M	3409
Blacktown	45-54	1	0	1	F	376
Blacktown	45-54	1	0	1	M	125
Blacktown	45-54	1	1	0	F	1119
Blacktown	45-54	1	1	0	M	1342
Blacktown	45-54	1	1	1	F	30
