SED_NAME16	Age	HoursHousekeeping	Sex	adults
Auburn	20-24	5-14	M	521
Auburn	20-24	15-29	F	211
Auburn	20-24	15-29	M	78
Auburn	20-24	30+	F	168
Auburn	20-24	30+	M	61
Auburn	25-34		F	985
Auburn	25-34		M	1768
Auburn	25-34	0	F	2915
Auburn	25-34	0	M	5585
Auburn	25-34	<5	F	1976
Auburn	25-34	<5	M	3389
Auburn	25-34	5-14	F	2300
Auburn	25-34	5-14	M	2077
Auburn	25-34	15-29	F	968
Auburn	25-34	15-29	M	390
Auburn	25-34	30+	F	1479
Auburn	25-34	30+	M	211
Auburn	35-44		F	608
Auburn	35-44		M	1047
Auburn	35-44	0	F	1582
Auburn	35-44	0	M	2808
Auburn	35-44	<5	F	719
Auburn	35-44	<5	M	1946
Auburn	35-44	5-14	F	1349
Auburn	35-44	5-14	M	1635
Auburn	35-44	15-29	F	958
Auburn	35-44	15-29	M	372
Auburn	35-44	30+	F	1346
Auburn	35-44	30+	M	213
Auburn	45-54		F	455
Auburn	45-54		M	709
Auburn	45-54	0	F	1518
Auburn	45-54	0	M	2232
Auburn	45-54	<5	F	662
Auburn	45-54	<5	M	1424
Auburn	45-54	5-14	F	1301
Auburn	45-54	5-14	M	1190
Auburn	45-54	15-29	F	923
Auburn	45-54	15-29	M	320
Auburn	45-54	30+	F	977
Auburn	45-54	30+	M	157
Auburn	55-64		F	372
Auburn	55-64		M	465
Auburn	55-64	0	F	1282
Auburn	55-64	0	M	1801
Auburn	55-64	<5	F	524
Auburn	55-64	<5	M	1105
Auburn	55-64	5-14	F	1139
Auburn	55-64	5-14	M	1054
Auburn	55-64	15-29	F	774
Auburn	55-64	15-29	M	296
Auburn	55-64	30+	F	754
Auburn	55-64	30+	M	173
Auburn	65-74		F	224
Auburn	65-74		M	287
Auburn	65-74	0	F	729
Auburn	65-74	0	M	1003
Auburn	65-74	<5	F	270
Auburn	65-74	<5	M	492
Auburn	65-74	5-14	F	495
Auburn	65-74	5-14	M	577
Auburn	65-74	15-29	F	444
Auburn	65-74	15-29	M	221
Auburn	65-74	30+	F	402
Auburn	65-74	30+	M	142
Auburn	75-84		F	175
Auburn	75-84		M	157
Auburn	75-84	0	F	558
Auburn	75-84	0	M	537
Auburn	75-84	<5	F	148
Auburn	75-84	<5	M	205
Auburn	75-84	5-14	F	241
Auburn	75-84	5-14	M	271
Auburn	75-84	15-29	F	172
Auburn	75-84	15-29	M	112
Auburn	75-84	30+	F	156
Auburn	75-84	30+	M	58
Auburn	85+		F	117
Auburn	85+		M	62
Auburn	85+	0	F	433
Auburn	85+	0	M	232
Auburn	85+	<5	F	75
Auburn	85+	<5	M	56
Auburn	85+	5-14	F	70
Auburn	85+	5-14	M	34
Auburn	85+	15-29	F	38
Auburn	85+	15-29	M	20
Auburn	85+	30+	F	27
Auburn	85+	30+	M	9
Ballina	15-19		F	260
Ballina	15-19		M	283
Ballina	15-19	0	F	548
Ballina	15-19	0	M	721
Ballina	15-19	<5	F	898
Ballina	15-19	<5	M	910
Ballina	15-19	5-14	F	170
Ballina	15-19	5-14	M	143
Ballina	15-19	15-29	F	25
Ballina	15-19	15-29	M	11
Ballina	15-19	30+	F	10
Ballina	15-19	30+	M	10
Ballina	20-24		F	145
Ballina	20-24		M	153
Ballina	20-24	0	F	247
Ballina	20-24	0	M	425
Ballina	20-24	<5	F	519
Ballina	20-24	<5	M	537
Ballina	20-24	5-14	F	342
Ballina	20-24	5-14	M	197
Ballina	20-24	15-29	F	88
Ballina	20-24	15-29	M	36
Ballina	20-24	30+	F	60
Ballina	20-24	30+	M	22
Ballina	25-34		F	357
Ballina	25-34		M	402
Ballina	25-34	0	F	324
Ballina	25-34	0	M	568
Ballina	25-34	<5	F	846
Ballina	25-34	<5	M	1200
Ballina	25-34	5-14	F	1054
Ballina	25-34	5-14	M	906
Ballina	25-34	15-29	F	477
Ballina	25-34	15-29	M	184
Ballina	25-34	30+	F	576
Ballina	25-34	30+	M	72
Ballina	35-44		F	467
Ballina	35-44		M	446
Ballina	35-44	0	F	277
Ballina	35-44	0	M	578
Ballina	35-44	<5	F	605
Ballina	35-44	<5	M	1166
Ballina	35-44	5-14	F	1500
Ballina	35-44	5-14	M	1432
Ballina	35-44	15-29	F	1020
Ballina	35-44	15-29	M	401
Ballina	35-44	30+	F	962
Ballina	35-44	30+	M	185
Ballina	45-54		F	544
Ballina	45-54		M	574
Ballina	45-54	0	F	421
Ballina	45-54	0	M	718
Ballina	45-54	<5	F	774
Ballina	45-54	<5	M	1267
Ballina	45-54	5-14	F	2043
Ballina	45-54	5-14	M	1684
Ballina	45-54	15-29	F	1159
Ballina	45-54	15-29	M	502
Ballina	45-54	30+	F	713
Ballina	45-54	30+	M	224
Ballina	55-64		F	629
Ballina	55-64		M	650
Ballina	55-64	0	F	622
Ballina	55-64	0	M	1014
Ballina	55-64	<5	F	771
Ballina	55-64	<5	M	1291
Ballina	55-64	5-14	F	2094
Ballina	55-64	5-14	M	1875
Ballina	55-64	15-29	F	1311
Ballina	55-64	15-29	M	580
Ballina	55-64	30+	F	752
Ballina	55-64	30+	M	319
Ballina	65-74		F	511
Ballina	65-74		M	510
Ballina	65-74	0	F	710
Ballina	65-74	0	M	942
Ballina	65-74	<5	F	294
Ballina	65-74	<5	M	716
Ballina	65-74	5-14	F	1054
Ballina	65-74	5-14	M	1283
Ballina	65-74	15-29	F	1003
Ballina	65-74	15-29	M	639
Ballina	65-74	30+	F	836
Ballina	65-74	30+	M	349
Ballina	75-84		F	435
Ballina	75-84		M	315
Ballina	75-84	0	F	615
Ballina	75-84	0	M	575
Ballina	75-84	<5	F	171
Ballina	75-84	<5	M	231
Ballina	75-84	5-14	F	446
Ballina	75-84	5-14	M	419
Ballina	75-84	15-29	F	402
Ballina	75-84	15-29	M	246
Ballina	75-84	30+	F	408
Ballina	75-84	30+	M	201
Ballina	85+		F	400
Ballina	85+		M	218
Ballina	85+	0	F	652
Ballina	85+	0	M	315
Ballina	85+	<5	F	152
Ballina	85+	<5	M	87
Ballina	85+	5-14	F	159
Ballina	85+	5-14	M	124
Ballina	85+	15-29	F	97
Ballina	85+	15-29	M	76
Ballina	85+	30+	F	90
Ballina	85+	30+	M	60
Balmain	15-19		F	158
Balmain	15-19		M	154
Balmain	15-19	0	F	649
Balmain	15-19	0	M	583
Balmain	15-19	<5	F	721
Balmain	15-19	<5	M	588
Balmain	15-19	5-14	F	176
Balmain	15-19	5-14	M	88
Balmain	15-19	15-29	F	8
Balmain	15-19	15-29	M	17
Balmain	15-19	30+	F	6
Balmain	15-19	30+	M	5
Balmain	20-24		F	368
Balmain	20-24		M	354
Balmain	20-24	0	F	1415
Balmain	20-24	0	M	1286
Balmain	20-24	<5	F	1510
Balmain	20-24	<5	M	1214
Balmain	20-24	5-14	F	693
Balmain	20-24	5-14	M	441
Balmain	20-24	15-29	F	64
Balmain	20-24	15-29	M	33
Balmain	20-24	30+	F	25
Balmain	20-24	30+	M	14
Balmain	25-34		F	863
Balmain	25-34		M	899
Balmain	25-34	0	F	1339
Balmain	25-34	0	M	1701
Balmain	25-34	<5	F	3016
Balmain	25-34	<5	M	3238
Balmain	25-34	5-14	F	2399
Balmain	25-34	5-14	M	1774
Balmain	25-34	15-29	F	507
Balmain	25-34	15-29	M	206
Balmain	25-34	30+	F	468
Balmain	25-34	30+	M	56
Balmain	35-44		F	640
Balmain	35-44		M	697
Balmain	35-44	0	F	540
Balmain	35-44	0	M	959
Balmain	35-44	<5	F	1615
Balmain	35-44	<5	M	2579
Balmain	35-44	5-14	F	2478
Balmain	35-44	5-14	M	2319
Balmain	35-44	15-29	F	1178
Balmain	35-44	15-29	M	490
Balmain	35-44	30+	F	1015
Balmain	35-44	30+	M	128
Balmain	45-54		F	462
Balmain	45-54		M	513
Balmain	45-54	0	F	441
Balmain	45-54	0	M	797
Balmain	45-54	<5	F	1111
Balmain	45-54	<5	M	1705
Balmain	45-54	5-14	F	2122
Balmain	45-54	5-14	M	1870
Balmain	45-54	15-29	F	1065
Balmain	45-54	15-29	M	377
Balmain	45-54	30+	F	464
Balmain	45-54	30+	M	138
Balmain	55-64		F	426
Balmain	55-64		M	400
Balmain	55-64	0	F	529
Balmain	55-64	0	M	675
Balmain	55-64	<5	F	791
Balmain	55-64	<5	M	1093
Balmain	55-64	5-14	F	1764
Balmain	55-64	5-14	M	1297
Balmain	55-64	15-29	F	716
Balmain	55-64	15-29	M	295
Balmain	55-64	30+	F	337
Balmain	55-64	30+	M	114
Balmain	65-74		F	320
Balmain	65-74		M	278
Balmain	65-74	0	F	555
Balmain	65-74	0	M	638
Balmain	65-74	<5	F	411
Balmain	65-74	<5	M	616
Balmain	65-74	5-14	F	983
Balmain	65-74	5-14	M	815
Balmain	65-74	15-29	F	557
Balmain	65-74	15-29	M	294
Balmain	65-74	30+	F	313
Balmain	65-74	30+	M	110
Balmain	75-84		F	172
Balmain	75-84		M	161
Balmain	75-84	0	F	401
Balmain	75-84	0	M	376
Balmain	75-84	<5	F	147
Balmain	75-84	<5	M	177
Balmain	75-84	5-14	F	288
Balmain	75-84	5-14	M	227
Balmain	75-84	15-29	F	195
Balmain	75-84	15-29	M	86
Balmain	75-84	30+	F	120
Balmain	75-84	30+	M	38
Balmain	85+		F	113
Balmain	85+		M	50
Balmain	85+	0	F	294
Balmain	85+	0	M	164
Balmain	85+	<5	F	70
Balmain	85+	<5	M	45
Balmain	85+	5-14	F	92
Balmain	85+	5-14	M	54
Balmain	85+	15-29	F	36
Balmain	85+	15-29	M	13
Balmain	85+	30+	F	18
Balmain	85+	30+	M	15
Bankstown	15-19		F	272
Bankstown	15-19		M	266
Bankstown	15-19	0	F	1164
Bankstown	15-19	0	M	1509
Bankstown	15-19	<5	F	904
Bankstown	15-19	<5	M	828
Bankstown	15-19	5-14	F	374
Bankstown	15-19	5-14	M	244
Bankstown	15-19	15-29	F	67
Bankstown	15-19	15-29	M	36
Bankstown	15-19	30+	F	27
Bankstown	15-19	30+	M	21
Bankstown	20-24		F	295
Bankstown	20-24		M	310
Bankstown	20-24	0	F	1099
Bankstown	20-24	0	M	1547
Bankstown	20-24	<5	F	857
Bankstown	20-24	<5	M	878
Bankstown	20-24	5-14	F	555
Bankstown	20-24	5-14	M	332
Bankstown	20-24	15-29	F	154
Bankstown	20-24	15-29	M	58
Bankstown	20-24	30+	F	172
Bankstown	20-24	30+	M	35
Bankstown	25-34		F	528
Bankstown	25-34		M	732
Bankstown	25-34	0	F	1837
Bankstown	25-34	0	M	2649
Bankstown	25-34	<5	F	1020
Bankstown	25-34	<5	M	1710
Bankstown	25-34	5-14	F	1328
Bankstown	25-34	5-14	M	1095
Bankstown	25-34	15-29	F	703
Bankstown	25-34	15-29	M	179
Bankstown	25-34	30+	F	1219
Bankstown	25-34	30+	M	107
Bankstown	35-44		F	458
Bankstown	35-44		M	545
Bankstown	35-44	0	F	1413
Bankstown	35-44	0	M	2037
Bankstown	35-44	<5	F	525
Bankstown	35-44	<5	M	1380
Bankstown	35-44	5-14	F	1137
Bankstown	35-44	5-14	M	1070
Bankstown	35-44	15-29	F	838
Bankstown	35-44	15-29	M	259
Bankstown	35-44	30+	F	1225
Bankstown	35-44	30+	M	167
Bankstown	45-54		F	451
Bankstown	45-54		M	540
Bankstown	45-54	0	F	1321
Bankstown	45-54	0	M	1974
Bankstown	45-54	<5	F	509
Bankstown	45-54	<5	M	1179
Bankstown	45-54	5-14	F	1233
Bankstown	45-54	5-14	M	1046
Bankstown	45-54	15-29	F	836
Bankstown	45-54	15-29	M	272
Bankstown	45-54	30+	F	923
Bankstown	45-54	30+	M	163
Bankstown	55-64		F	335
Bankstown	55-64		M	405
Bankstown	55-64	0	F	1227
Bankstown	55-64	0	M	1689
Bankstown	55-64	<5	F	488
Bankstown	55-64	<5	M	933
Bankstown	55-64	5-14	F	995
Bankstown	55-64	5-14	M	1017
Bankstown	55-64	15-29	F	763
Bankstown	55-64	15-29	M	302
Bankstown	55-64	30+	F	720
Bankstown	55-64	30+	M	175
Bankstown	65-74		F	268
Bankstown	65-74		M	302
Bankstown	65-74	0	F	882
Bankstown	65-74	0	M	1144
Bankstown	65-74	<5	F	252
Bankstown	65-74	<5	M	476
Bankstown	65-74	5-14	F	568
Bankstown	65-74	5-14	M	584
Bankstown	65-74	15-29	F	466
Bankstown	65-74	15-29	M	262
Bankstown	65-74	30+	F	450
Bankstown	65-74	30+	M	139
Bankstown	75-84		F	234
Bankstown	75-84		M	183
Bankstown	75-84	0	F	762
Bankstown	75-84	0	M	669
Bankstown	75-84	<5	F	194
Bankstown	75-84	<5	M	223
Bankstown	75-84	5-14	F	291
Bankstown	75-84	5-14	M	226
Bankstown	75-84	15-29	F	240
Bankstown	75-84	15-29	M	136
Bankstown	75-84	30+	F	198
Bankstown	75-84	30+	M	103
Bankstown	85+		F	120
Bankstown	85+		M	103
Bankstown	85+	0	F	644
Bankstown	85+	0	M	349
Bankstown	85+	<5	F	108
Bankstown	85+	<5	M	72
Bankstown	85+	5-14	F	120
Bankstown	85+	5-14	M	77
Bankstown	85+	15-29	F	73
Bankstown	85+	15-29	M	51
Bankstown	85+	30+	F	47
Bankstown	85+	30+	M	37
Barwon	15-19		F	331
Barwon	15-19		M	382
Barwon	15-19	0	F	667
Barwon	15-19	0	M	864
Barwon	15-19	<5	F	625
Barwon	15-19	<5	M	661
Barwon	15-19	5-14	F	279
Barwon	15-19	5-14	M	193
Barwon	15-19	15-29	F	50
Barwon	15-19	15-29	M	34
Barwon	15-19	30+	F	22
Barwon	15-19	30+	M	25
Barwon	20-24		F	243
Barwon	20-24		M	307
Barwon	20-24	0	F	434
Barwon	20-24	0	M	687
Barwon	20-24	<5	F	417
Barwon	20-24	<5	M	575
Barwon	20-24	5-14	F	508
Barwon	20-24	5-14	M	354
Barwon	20-24	15-29	F	184
Barwon	20-24	15-29	M	77
Barwon	20-24	30+	F	221
Barwon	20-24	30+	M	43
Barwon	25-34		F	532
Barwon	25-34		M	612
Barwon	25-34	0	F	579
Barwon	25-34	0	M	955
Barwon	25-34	<5	F	529
Barwon	25-34	<5	M	1170
Barwon	25-34	5-14	F	1295
Barwon	25-34	5-14	M	1149
Barwon	25-34	15-29	F	691
Barwon	25-34	15-29	M	283
Barwon	25-34	30+	F	994
Barwon	25-34	30+	M	136
Barwon	35-44		F	481
Barwon	35-44		M	545
Barwon	35-44	0	F	461
Barwon	35-44	0	M	848
Barwon	35-44	<5	F	336
Barwon	35-44	<5	M	1033
Barwon	35-44	5-14	F	1169
Barwon	35-44	5-14	M	1144
Barwon	35-44	15-29	F	830
Barwon	35-44	15-29	M	338
Barwon	35-44	30+	F	935
Barwon	35-44	30+	M	210
Barwon	45-54		F	614
Barwon	45-54		M	713
Barwon	45-54	0	F	747
Barwon	45-54	0	M	1304
Barwon	45-54	<5	F	470
Barwon	45-54	<5	M	1215
Barwon	45-54	5-14	F	1476
Barwon	45-54	5-14	M	1364
Barwon	45-54	15-29	F	1037
Barwon	45-54	15-29	M	386
Barwon	45-54	30+	F	796
Barwon	45-54	30+	M	225
Barwon	55-64		F	628
Barwon	55-64		M	803
Barwon	55-64	0	F	880
Barwon	55-64	0	M	1643
Barwon	55-64	<5	F	430
Barwon	55-64	<5	M	1180
Barwon	55-64	5-14	F	1351
Barwon	55-64	5-14	M	1381
Barwon	55-64	15-29	F	1002
Barwon	55-64	15-29	M	454
Barwon	55-64	30+	F	881
Barwon	55-64	30+	M	299
Barwon	65-74		F	640
Barwon	65-74		M	736
Barwon	65-74	0	F	935
Barwon	65-74	0	M	1383
Barwon	65-74	<5	F	260
Barwon	65-74	<5	M	640
Barwon	65-74	5-14	F	707
Barwon	65-74	5-14	M	881
Barwon	65-74	15-29	F	690
Barwon	65-74	15-29	M	457
Barwon	65-74	30+	F	867
Barwon	65-74	30+	M	397
Barwon	75-84		F	561
Barwon	75-84		M	490
Barwon	75-84	0	F	793
Barwon	75-84	0	M	815
Barwon	75-84	<5	F	191
Barwon	75-84	<5	M	289
Barwon	75-84	5-14	F	352
Barwon	75-84	5-14	M	343
Barwon	75-84	15-29	F	308
Barwon	75-84	15-29	M	176
Barwon	75-84	30+	F	396
Barwon	75-84	30+	M	217
Barwon	85+		F	280
Barwon	85+		M	183
Barwon	85+	0	F	593
Barwon	85+	0	M	305
Barwon	85+	<5	F	105
Barwon	85+	<5	M	73
Barwon	85+	5-14	F	104
Barwon	85+	5-14	M	79
Barwon	85+	15-29	F	84
Barwon	85+	15-29	M	33
Barwon	85+	30+	F	65
Barwon	85+	30+	M	33
Bathurst	15-19		F	360
Bathurst	15-19		M	370
Bathurst	15-19	0	F	726
Bathurst	15-19	0	M	990
Bathurst	15-19	<5	F	1053
Bathurst	15-19	<5	M	1076
Bathurst	15-19	5-14	F	271
Bathurst	15-19	5-14	M	188
Bathurst	15-19	15-29	F	38
Bathurst	15-19	15-29	M	19
Bathurst	15-19	30+	F	32
Bathurst	15-19	30+	M	18
Bathurst	20-24		F	243
Bathurst	20-24		M	546
Bathurst	20-24	0	F	435
Bathurst	20-24	0	M	707
Bathurst	20-24	<5	F	730
Bathurst	20-24	<5	M	871
Bathurst	20-24	5-14	F	592
Bathurst	20-24	5-14	M	426
Bathurst	20-24	15-29	F	175
Bathurst	20-24	15-29	M	57
Bathurst	20-24	30+	F	184
Bathurst	20-24	30+	M	42
Bathurst	25-34		F	317
Bathurst	25-34		M	928
Bathurst	25-34	0	F	341
Bathurst	25-34	0	M	772
Bathurst	25-34	<5	F	588
Bathurst	25-34	<5	M	1400
Bathurst	25-34	5-14	F	1264
Bathurst	25-34	5-14	M	1189
Bathurst	25-34	15-29	F	700
Bathurst	25-34	15-29	M	255
Bathurst	25-34	30+	F	953
Bathurst	25-34	30+	M	139
Bathurst	35-44		F	349
Bathurst	35-44		M	711
Bathurst	35-44	0	F	358
Bathurst	35-44	0	M	664
Bathurst	35-44	<5	F	338
Bathurst	35-44	<5	M	1057
Bathurst	35-44	5-14	F	1374
Bathurst	35-44	5-14	M	1394
Bathurst	35-44	15-29	F	1026
Bathurst	35-44	15-29	M	408
Bathurst	35-44	30+	F	1061
Bathurst	35-44	30+	M	213
Bathurst	45-54		F	463
Bathurst	45-54		M	681
Bathurst	45-54	0	F	477
Bathurst	45-54	0	M	934
Bathurst	45-54	<5	F	513
Bathurst	45-54	<5	M	1220
Bathurst	45-54	5-14	F	1802
Bathurst	45-54	5-14	M	1643
Bathurst	45-54	15-29	F	1167
Bathurst	45-54	15-29	M	467
Bathurst	45-54	30+	F	780
Bathurst	45-54	30+	M	227
Bathurst	55-64		F	490
Bathurst	55-64		M	591
Bathurst	55-64	0	F	676
Bathurst	55-64	0	M	1036
Bathurst	55-64	<5	F	503
Bathurst	55-64	<5	M	1153
Bathurst	55-64	5-14	F	1562
Bathurst	55-64	5-14	M	1572
Bathurst	55-64	15-29	F	1077
Bathurst	55-64	15-29	M	506
Bathurst	55-64	30+	F	857
Bathurst	55-64	30+	M	292
Bathurst	65-74		F	548
Bathurst	65-74		M	638
Bathurst	65-74	0	F	877
Bathurst	65-74	0	M	1168
Bathurst	65-74	<5	F	262
Bathurst	65-74	<5	M	642
Bathurst	65-74	5-14	F	839
Bathurst	65-74	5-14	M	1010
Bathurst	65-74	15-29	F	866
Bathurst	65-74	15-29	M	539
Bathurst	65-74	30+	F	874
Bathurst	65-74	30+	M	399
Bathurst	75-84		F	482
Bathurst	75-84		M	390
Bathurst	75-84	0	F	647
Bathurst	75-84	0	M	607
Bathurst	75-84	<5	F	174
Bathurst	75-84	<5	M	244
Bathurst	75-84	5-14	F	403
Bathurst	75-84	5-14	M	370
Bathurst	75-84	15-29	F	312
Bathurst	75-84	15-29	M	203
Bathurst	75-84	30+	F	344
Bathurst	75-84	30+	M	199
Bathurst	85+		F	247
Bathurst	85+		M	144
Bathurst	85+	0	F	507
Bathurst	85+	0	M	238
Bathurst	85+	<5	F	113
Bathurst	85+	<5	M	69
Bathurst	85+	5-14	F	123
Bathurst	85+	5-14	M	98
Bathurst	85+	15-29	F	75
Bathurst	85+	15-29	M	45
Bathurst	85+	30+	F	65
Bathurst	85+	30+	M	38
Baulkham Hills	15-19		F	86
Baulkham Hills	15-19		M	94
Baulkham Hills	15-19	0	F	878
Baulkham Hills	15-19	0	M	1139
Baulkham Hills	15-19	<5	F	1286
Baulkham Hills	15-19	<5	M	1324
Baulkham Hills	15-19	5-14	F	246
Baulkham Hills	15-19	5-14	M	182
Baulkham Hills	15-19	15-29	F	18
Baulkham Hills	15-19	15-29	M	10
Baulkham Hills	15-19	30+	F	4
Baulkham Hills	20-24		F	61
Baulkham Hills	20-24		M	83
Baulkham Hills	20-24	0	F	682
Baulkham Hills	20-24	0	M	1031
Baulkham Hills	20-24	<5	F	1114
Baulkham Hills	20-24	<5	M	1144
Baulkham Hills	20-24	5-14	F	418
Baulkham Hills	20-24	5-14	M	283
Baulkham Hills	20-24	15-29	F	45
Baulkham Hills	20-24	15-29	M	24
Baulkham Hills	20-24	30+	F	20
Baulkham Hills	20-24	30+	M	10
Baulkham Hills	25-34		F	166
Baulkham Hills	25-34		M	156
Baulkham Hills	25-34	0	F	695
Baulkham Hills	25-34	0	M	1182
Baulkham Hills	25-34	<5	F	1228
Baulkham Hills	25-34	<5	M	1676
Baulkham Hills	25-34	5-14	F	1191
Baulkham Hills	25-34	5-14	M	980
Baulkham Hills	25-34	15-29	F	559
Baulkham Hills	25-34	15-29	M	136
Baulkham Hills	25-34	30+	F	619
Baulkham Hills	25-34	30+	M	46
Baulkham Hills	35-44		F	152
Baulkham Hills	35-44		M	177
Baulkham Hills	35-44	0	F	593
Baulkham Hills	35-44	0	M	940
Baulkham Hills	35-44	<5	F	609
Baulkham Hills	35-44	<5	M	1830
Baulkham Hills	35-44	5-14	F	1818
Baulkham Hills	35-44	5-14	M	2054
Baulkham Hills	35-44	15-29	F	1421
Baulkham Hills	35-44	15-29	M	460
Baulkham Hills	35-44	30+	F	1529
Baulkham Hills	35-44	30+	M	165
Baulkham Hills	45-54		F	167
Baulkham Hills	45-54		M	171
Baulkham Hills	45-54	0	F	504
Baulkham Hills	45-54	0	M	889
Baulkham Hills	45-54	<5	F	555
Baulkham Hills	45-54	<5	M	1669
Baulkham Hills	45-54	5-14	F	2000
Baulkham Hills	45-54	5-14	M	1964
Baulkham Hills	45-54	15-29	F	1446
Baulkham Hills	45-54	15-29	M	479
Baulkham Hills	45-54	30+	F	1043
Baulkham Hills	45-54	30+	M	164
Baulkham Hills	55-64		F	150
Baulkham Hills	55-64		M	148
Baulkham Hills	55-64	0	F	561
Baulkham Hills	55-64	0	M	831
Baulkham Hills	55-64	<5	F	483
Baulkham Hills	55-64	<5	M	1311
Baulkham Hills	55-64	5-14	F	1640
Baulkham Hills	55-64	5-14	M	1684
Baulkham Hills	55-64	15-29	F	1301
Baulkham Hills	55-64	15-29	M	466
Baulkham Hills	55-64	30+	F	957
Baulkham Hills	55-64	30+	M	203
Baulkham Hills	65-74		F	148
Baulkham Hills	65-74		M	141
Baulkham Hills	65-74	0	F	612
Baulkham Hills	65-74	0	M	801
Baulkham Hills	65-74	<5	F	278
Baulkham Hills	65-74	<5	M	708
Baulkham Hills	65-74	5-14	F	933
Baulkham Hills	65-74	5-14	M	1165
Baulkham Hills	65-74	15-29	F	958
Baulkham Hills	65-74	15-29	M	537
Baulkham Hills	65-74	30+	F	900
Baulkham Hills	65-74	30+	M	279
Baulkham Hills	75-84		F	144
Baulkham Hills	75-84		M	111
Baulkham Hills	75-84	0	F	449
Baulkham Hills	75-84	0	M	454
Baulkham Hills	75-84	<5	F	153
Baulkham Hills	75-84	<5	M	241
Baulkham Hills	75-84	5-14	F	311
Baulkham Hills	75-84	5-14	M	389
Baulkham Hills	75-84	15-29	F	294
Baulkham Hills	75-84	15-29	M	199
Baulkham Hills	75-84	30+	F	296
Baulkham Hills	75-84	30+	M	161
Baulkham Hills	85+		F	97
