SED_NAME16	HomeCensusNight	Sex	persons
Bundamba	1	F	38887
Bundamba	1	M	37651
Burdekin	0	F	1028
Burdekin	0	M	1758
Burdekin	1	F	21833
Burdekin	1	M	23644
Burleigh	0	F	1228
Burleigh	0	M	1361
Burleigh	1	F	25619
Burleigh	1	M	23287
Burnett	0	F	1414
Burnett	0	M	1916
Burnett	1	F	22650
Burnett	1	M	22442
Cairns	0	F	1568
Cairns	0	M	1835
Cairns	1	F	28884
Cairns	1	M	27944
Callide	0	F	1295
Callide	0	M	1675
Callide	1	F	21161
Callide	1	M	22056
Caloundra	0	F	1281
Caloundra	0	M	1533
Caloundra	1	F	25196
Caloundra	1	M	23082
Capalaba	0	F	878
Capalaba	0	M	1048
Capalaba	1	F	23081
Capalaba	1	M	22352
Chatsworth	0	F	977
Chatsworth	0	M	1223
Chatsworth	1	F	25268
Chatsworth	1	M	23681
Clayfield	0	F	1349
Clayfield	0	M	1482
Clayfield	1	F	25317
Clayfield	1	M	24080
Cleveland	0	F	1101
Cleveland	0	M	1361
Cleveland	1	F	24830
Cleveland	1	M	22993
Condamine	0	F	1310
Condamine	0	M	1867
Condamine	1	F	27267
Condamine	1	M	26954
Cook	0	F	1619
Cook	0	M	1917
Cook	1	F	23738
Cook	1	M	24362
Coomera	0	F	1382
Coomera	0	M	1719
Coomera	1	F	36807
Coomera	1	M	34733
Currumbin	0	F	1172
Currumbin	0	M	1318
Currumbin	1	F	23689
Currumbin	1	M	22334
Dalrymple	0	F	1360
Dalrymple	0	M	1702
Dalrymple	1	F	22351
Dalrymple	1	M	23039
Everton	0	F	843
Everton	0	M	1082
Everton	1	F	22878
Everton	1	M	21386
Ferny Grove	0	F	851
Ferny Grove	0	M	1066
Ferny Grove	1	F	22292
Ferny Grove	1	M	21513
Gaven	0	F	1018
Gaven	0	M	1260
Gaven	1	F	28842
Gaven	1	M	27341
Gladstone	0	F	1483
Gladstone	0	M	2159
Gladstone	1	F	25687
Gladstone	1	M	26289
Glass House	0	F	1191
Glass House	0	M	1482
Glass House	1	F	26300
Glass House	1	M	26406
Greenslopes	0	F	983
Greenslopes	0	M	1079
Greenslopes	1	F	23444
Greenslopes	1	M	21827
Gregory	0	F	1346
Gregory	0	M	1886
Gregory	1	F	18608
Gregory	1	M	19662
Gympie	0	F	1322
Gympie	0	M	1683
Gympie	1	F	23584
Gympie	1	M	22710
Hervey Bay	0	F	1410
Hervey Bay	0	M	1732
Hervey Bay	1	F	26256
Hervey Bay	1	M	23632
Hinchinbrook	0	F	1248
Hinchinbrook	0	M	1908
Hinchinbrook	1	F	24500
Hinchinbrook	1	M	25128
Inala	0	F	949
Inala	0	M	1094
Inala	1	F	27561
Inala	1	M	28893
Indooroopilly	0	F	1154
Indooroopilly	0	M	1248
Indooroopilly	1	F	24476
Indooroopilly	1	M	23077
Ipswich	0	F	1075
Ipswich	0	M	1224
Ipswich	1	F	25519
Ipswich	1	M	24312
Ipswich West	0	F	1092
Ipswich West	0	M	1332
Ipswich West	1	F	26729
Ipswich West	1	M	25961
Kallangur	0	F	993
Kallangur	0	M	1277
Kallangur	1	F	26148
Kallangur	1	M	24724
Kawana	0	F	1186
Kawana	0	M	1469
Kawana	1	F	26682
Kawana	1	M	24160
Keppel	0	F	1453
Keppel	0	M	2628
Keppel	1	F	25738
Keppel	1	M	24771
Lockyer	0	F	1144
Lockyer	0	M	1411
Lockyer	1	F	26398
Lockyer	1	M	26270
Logan	0	F	879
Logan	0	M	1016
Logan	1	F	24283
Logan	1	M	24032
Lytton	0	F	1096
Lytton	0	M	1380
Lytton	1	F	24370
Lytton	1	M	22583
Mackay	0	F	1299
Mackay	0	M	2358
Mackay	1	F	20322
Mackay	1	M	19382
Mansfield	0	F	915
Mansfield	0	M	926
Mansfield	1	F	23255
Mansfield	1	M	21803
Maroochydore	0	F	1413
Maroochydore	0	M	1757
Maroochydore	1	F	25870
Maroochydore	1	M	23654
Maryborough	0	F	1331
Maryborough	0	M	1784
Maryborough	1	F	24006
Maryborough	1	M	23989
Mermaid Beach	0	F	1211
Mermaid Beach	0	M	1287
Mermaid Beach	1	F	26617
Mermaid Beach	1	M	24523
Mirani	0	F	1360
Mirani	0	M	2742
Mirani	1	F	23664
Mirani	1	M	25768
Moggill	0	F	912
Moggill	0	M	1149
Moggill	1	F	23268
Moggill	1	M	22090
Morayfield	0	F	1046
Morayfield	0	M	1279
Morayfield	1	F	27459
Morayfield	1	M	25955
Mount Coot-tha	0	F	1232
Mount Coot-tha	0	M	1378
Mount Coot-tha	1	F	22199
Mount Coot-tha	1	M	21209
Mount Isa	0	F	1135
Mount Isa	0	M	1321
Mount Isa	1	F	14458
Mount Isa	1	M	15674
Mount Ommaney	0	F	907
Mount Ommaney	0	M	1026
Mount Ommaney	1	F	22832
Mount Ommaney	1	M	21683
Mudgeeraba	0	F	1009
Mudgeeraba	0	M	1158
Mudgeeraba	1	F	28175
Mudgeeraba	1	M	26064
Mulgrave	0	F	1117
Mulgrave	0	M	1521
Mulgrave	1	F	25396
Mulgrave	1	M	24578
Mundingburra	0	F	976
Mundingburra	0	M	1335
Mundingburra	1	F	21920
Mundingburra	1	M	20494
Murrumba	0	F	1311
Murrumba	0	M	1654
Murrumba	1	F	36571
Murrumba	1	M	33855
Nanango	0	F	1223
Nanango	0	M	1559
Nanango	1	F	23727
Nanango	1	M	23797
Nicklin	0	F	1220
Nicklin	0	M	1573
Nicklin	1	F	25270
Nicklin	1	M	23397
Noosa	0	F	1348
Noosa	0	M	1662
Noosa	1	F	25461
Noosa	1	M	23651
Nudgee	0	F	1116
Nudgee	0	M	1268
Nudgee	1	F	26650
Nudgee	1	M	25649
Pine Rivers	0	F	954
Pine Rivers	0	M	1326
Pine Rivers	1	F	26181
Pine Rivers	1	M	25272
Pumicestone	0	F	1338
Pumicestone	0	M	1477
Pumicestone	1	F	26919
Pumicestone	1	M	25040
Redcliffe	0	F	1111
Redcliffe	0	M	1246
Redcliffe	1	F	24627
Redcliffe	1	M	22462
Redlands	0	F	1189
Redlands	0	M	1424
Redlands	1	F	25154
Redlands	1	M	23993
Rockhampton	0	F	1264
Rockhampton	0	M	1992
Rockhampton	1	F	24138
Rockhampton	1	M	22177
Sandgate	0	F	1018
Sandgate	0	M	1058
Sandgate	1	F	24831
Sandgate	1	M	23056
South Brisbane	0	F	1476
South Brisbane	0	M	1667
South Brisbane	1	F	25873
South Brisbane	1	M	26659
Southern Downs	0	F	1390
Southern Downs	0	M	1599
Southern Downs	1	F	23358
Southern Downs	1	M	22758
Southport	0	F	1140
Southport	0	M	1254
Southport	1	F	29480
Southport	1	M	27861
Springwood	0	F	870
Springwood	0	M	1030
Springwood	1	F	24143
Springwood	1	M	23331
Stafford	0	F	1100
Stafford	0	M	1191
Stafford	1	F	23327
Stafford	1	M	21672
Stretton	0	F	891
Stretton	0	M	968
Stretton	1	F	29172
Stretton	1	M	28102
Sunnybank	0	F	1051
Sunnybank	0	M	1130
Sunnybank	1	F	26457
Sunnybank	1	M	26140
Surfers Paradise	0	F	1340
Surfers Paradise	0	M	1494
Surfers Paradise	1	F	28059
Surfers Paradise	1	M	27482
Thuringowa	0	F	1096
Thuringowa	0	M	1761
Thuringowa	1	F	25979
Thuringowa	1	M	24158
Toowoomba North	0	F	1267
Toowoomba North	0	M	1492
Toowoomba North	1	F	24844
Toowoomba North	1	M	22826
Toowoomba South	0	F	1249
Toowoomba South	0	M	1324
Toowoomba South	1	F	25806
Toowoomba South	1	M	22635
Townsville	0	F	1446
Townsville	0	M	1935
Townsville	1	F	23435
Townsville	1	M	22995
Warrego	0	F	1415
Warrego	0	M	1782
Warrego	1	F	18642
Warrego	1	M	19281
Waterford	0	F	1284
Waterford	0	M	1354
Waterford	1	F	31615
Waterford	1	M	30026
Whitsunday	0	F	1600
Whitsunday	0	M	3260
Whitsunday	1	F	27700
Whitsunday	1	M	27087
Woodridge	0	F	1083
Woodridge	0	M	1192
Woodridge	1	F	30800
Woodridge	1	M	30505
Yeerongpilly	0	F	1153
Yeerongpilly	0	M	1246
Yeerongpilly	1	F	24772
Yeerongpilly	1	M	24225
No usual address (Qld)	0	F	5572
No usual address (Qld)	0	M	6937
Migratory - Offshore - Shipping (Qld)	0	F	3
Migratory - Offshore - Shipping (Qld)	0	M	10
Migratory - Offshore - Shipping (Qld)	1	F	81
Migratory - Offshore - Shipping (Qld)	1	M	56
Adelaide	0	F	976
Adelaide	0	M	1240
Adelaide	1	F	19716
Adelaide	1	M	19868
Ashford	0	F	679
Ashford	0	M	732
Ashford	1	F	17245
Ashford	1	M	15978
Bragg	0	F	667
Bragg	0	M	763
Bragg	1	F	17144
Bragg	1	M	15383
Bright	0	F	819
Bright	0	M	903
Bright	1	F	16180
Bright	1	M	15032
Chaffey	0	F	1030
Chaffey	0	M	1133
Chaffey	1	F	16465
Chaffey	1	M	16436
Cheltenham	0	F	657
Cheltenham	0	M	799
Cheltenham	1	F	18811
Cheltenham	1	M	17856
Colton	0	F	726
Colton	0	M	834
Colton	1	F	16831
Colton	1	M	15862
Croydon	0	F	703
Croydon	0	M	776
Croydon	1	F	17283
Croydon	1	M	16966
Davenport	0	F	746
Davenport	0	M	929
Davenport	1	F	16622
Davenport	1	M	15980
Dunstan	0	F	839
Dunstan	0	M	861
Dunstan	1	F	17245
Dunstan	1	M	16240
Elder	0	F	778
Elder	0	M	804
Elder	1	F	17608
Elder	1	M	15880
Enfield	0	F	746
Enfield	0	M	880
Enfield	1	F	18696
Enfield	1	M	19045
Finniss	0	F	1272
Finniss	0	M	1403
Finniss	1	F	15890
Finniss	1	M	14933
Fisher	0	F	727
Fisher	0	M	871
Fisher	1	F	17121
Fisher	1	M	15919
Flinders	0	F	1284
Flinders	0	M	1500
Flinders	1	F	15130
Flinders	1	M	15465
Florey	0	F	623
Florey	0	M	693
Florey	1	F	15727
Florey	1	M	14877
Frome	0	F	1080
Frome	0	M	1297
Frome	1	F	16603
Frome	1	M	16202
Giles	0	F	1128
Giles	0	M	1224
Giles	1	F	15458
Giles	1	M	16329
Goyder (SA)	0	F	1138
Goyder (SA)	0	M	1404
Goyder (SA)	1	F	15305
Goyder (SA)	1	M	15632
Hammond	0	F	986
Hammond	0	M	1110
Hammond	1	F	15864
Hammond	1	M	15627
Hartley	0	F	752
Hartley	0	M	775
Hartley	1	F	18020
Hartley	1	M	16214
Heysen	0	F	812
Heysen	0	M	1000
Heysen	1	F	17109
Heysen	1	M	16191
Kaurna	0	F	857
Kaurna	0	M	1050
Kaurna	1	F	18787
Kaurna	1	M	17423
Kavel	0	F	862
Kavel	0	M	984
Kavel	1	F	17975
Kavel	1	M	16969
Lee	0	F	829
Lee	0	M	926
Lee	1	F	17009
Lee	1	M	15653
Light	0	F	830
Light	0	M	973
Light	1	F	18872
Light	1	M	17720
Little Para	0	F	754
Little Para	0	M	908
Little Para	1	F	19060
Little Para	1	M	18460
Mackillop	0	F	1156
Mackillop	0	M	1326
Mackillop	1	F	14772
Mackillop	1	M	15553
Mawson	0	F	738
Mawson	0	M	900
Mawson	1	F	16751
Mawson	1	M	15838
Mitchell	0	F	690
Mitchell	0	M	745
Mitchell	1	F	17611
Mitchell	1	M	16535
Morialta	0	F	617
Morialta	0	M	728
Morialta	1	F	17173
Morialta	1	M	16783
Morphett	0	F	906
Morphett	0	M	947
Morphett	1	F	15985
Morphett	1	M	14479
Mount Gambier	0	F	1144
Mount Gambier	0	M	1128
Mount Gambier	1	F	16106
Mount Gambier	1	M	16138
Napier	0	F	784
Napier	0	M	1067
Napier	1	F	19247
Napier	1	M	18692
Newland	0	F	698
Newland	0	M	846
Newland	1	F	16260
Newland	1	M	15738
Playford	0	F	674
Playford	0	M	776
Playford	1	F	17442
Playford	1	M	17735
Port Adelaide	0	F	764
Port Adelaide	0	M	1053
Port Adelaide	1	F	19719
Port Adelaide	1	M	19295
Ramsay	0	F	644
Ramsay	0	M	794
Ramsay	1	F	18529
Ramsay	1	M	18130
Reynell	0	F	779
Reynell	0	M	852
Reynell	1	F	16713
Reynell	1	M	16039
Schubert	0	F	831
Schubert	0	M	1035
Schubert	1	F	16673
Schubert	1	M	16502
Stuart (SA)	0	F	1046
Stuart (SA)	0	M	1346
Stuart (SA)	1	F	15009
Stuart (SA)	1	M	15801
Taylor	0	F	656
Taylor	0	M	979
Taylor	1	F	19774
Taylor	1	M	19514
Torrens	0	F	686
Torrens	0	M	745
Torrens	1	F	19292
Torrens	1	M	18016
Unley	0	F	817
Unley	0	M	890
Unley	1	F	17686
Unley	1	M	15393
Waite	0	F	763
Waite	0	M	846
Waite	1	F	17089
Waite	1	M	15732
West Torrens	0	F	719
West Torrens	0	M	820
West Torrens	1	F	17766
West Torrens	1	M	16920
Wright	0	F	683
Wright	0	M	773
Wright	1	F	17041
Wright	1	M	15934
No usual address (SA)	0	F	1129
No usual address (SA)	0	M	1734
Migratory - Offshore - Shipping (SA)	1	M	6
Albany (South West)	0	F	1259
Albany (South West)	0	M	1445
Albany (South West)	1	F	17273
Albany (South West)	1	M	16612
Alfred Cove (South Metropolitan)	0	F	688
Alfred Cove (South Metropolitan)	0	M	938
Alfred Cove (South Metropolitan)	1	F	17534
Alfred Cove (South Metropolitan)	1	M	15755
Armadale (East Metropolitan)	0	F	827
Armadale (East Metropolitan)	0	M	1225
Armadale (East Metropolitan)	1	F	22083
Armadale (East Metropolitan)	1	M	21298
Balcatta (North Metropolitan)	0	F	783
Balcatta (North Metropolitan)	0	M	969
Balcatta (North Metropolitan)	1	F	19426
Balcatta (North Metropolitan)	1	M	18060
Bassendean (East Metropolitan)	0	F	679
Bassendean (East Metropolitan)	0	M	928
Bassendean (East Metropolitan)	1	F	18346
Bassendean (East Metropolitan)	1	M	17911
Bateman (South Metropolitan)	0	F	582
Bateman (South Metropolitan)	0	M	756
Bateman (South Metropolitan)	1	F	17383
Bateman (South Metropolitan)	1	M	16259
Belmont (East Metropolitan)	0	F	862
Belmont (East Metropolitan)	0	M	1362
Belmont (East Metropolitan)	1	F	19770
Belmont (East Metropolitan)	1	M	20090
Bunbury (South West)	0	F	1118
Bunbury (South West)	0	M	1443
Bunbury (South West)	1	F	17295
Bunbury (South West)	1	M	16203
Butler (North Metropolitan)	0	F	1292
Butler (North Metropolitan)	0	M	2289
Butler (North Metropolitan)	1	F	37471
Butler (North Metropolitan)	1	M	35195
Cannington (South Metropolitan)	0	F	723
Cannington (South Metropolitan)	0	M	1103
Cannington (South Metropolitan)	1	F	22248
Cannington (South Metropolitan)	1	M	22891
Carine (North Metropolitan)	0	F	648
Carine (North Metropolitan)	0	M	994
Carine (North Metropolitan)	1	F	16940
Carine (North Metropolitan)	1	M	16039
Central Wheatbelt (Agricultural)	0	F	1029
Central Wheatbelt (Agricultural)	0	M	1416
Central Wheatbelt (Agricultural)	1	F	15533
Central Wheatbelt (Agricultural)	1	M	16335
Churchlands (North Metropolitan)	0	F	820
Churchlands (North Metropolitan)	0	M	1003
Churchlands (North Metropolitan)	1	F	20235
Churchlands (North Metropolitan)	1	M	19454
Cockburn (South Metropolitan)	0	F	867
Cockburn (South Metropolitan)	0	M	1319
Cockburn (South Metropolitan)	1	F	23572
Cockburn (South Metropolitan)	1	M	22467
Collie-Preston (South West)	0	F	1024
Collie-Preston (South West)	0	M	1600
Collie-Preston (South West)	1	F	19201
Collie-Preston (South West)	1	M	18206
Cottesloe (North Metropolitan)	0	F	987
Cottesloe (North Metropolitan)	0	M	1171
Cottesloe (North Metropolitan)	1	F	18575
Cottesloe (North Metropolitan)	1	M	16870
Darling Range (East Metropolitan)	0	F	906
Darling Range (East Metropolitan)	0	M	1732
Darling Range (East Metropolitan)	1	F	29886
Darling Range (East Metropolitan)	1	M	29475
Dawesville (South West)	0	F	1314
Dawesville (South West)	0	M	2078
Dawesville (South West)	1	F	19458
Dawesville (South West)	1	M	17783
Eyre (Mining and Pastoral)	0	F	1542
Eyre (Mining and Pastoral)	0	M	2076
Eyre (Mining and Pastoral)	1	F	23324
Eyre (Mining and Pastoral)	1	M	24970
Forrestfield (East Metropolitan)	0	F	778
Forrestfield (East Metropolitan)	0	M	1241
Forrestfield (East Metropolitan)	1	F	20609
Forrestfield (East Metropolitan)	1	M	20252
Fremantle (South Metropolitan)	0	F	1041
Fremantle (South Metropolitan)	0	M	1362
Fremantle (South Metropolitan)	1	F	20081
Fremantle (South Metropolitan)	1	M	18221
Geraldton (Agricultural)	0	F	1088
Geraldton (Agricultural)	0	M	1595
Geraldton (Agricultural)	1	F	18147
Geraldton (Agricultural)	1	M	17280
Girrawheen (North Metropolitan)	0	F	679
Girrawheen (North Metropolitan)	0	M	988
Girrawheen (North Metropolitan)	1	F	23649
Girrawheen (North Metropolitan)	1	M	22967
Gosnells (East Metropolitan)	0	F	723
Gosnells (East Metropolitan)	0	M	1009
Gosnells (East Metropolitan)	1	F	20320
Gosnells (East Metropolitan)	1	M	19803
Hillarys (North Metropolitan)	0	F	622
Hillarys (North Metropolitan)	0	M	948
Hillarys (North Metropolitan)	1	F	16473
Hillarys (North Metropolitan)	1	M	15756
Jandakot (South Metropolitan)	0	F	583
Jandakot (South Metropolitan)	0	M	1029
Jandakot (South Metropolitan)	1	F	19720
Jandakot (South Metropolitan)	1	M	19082
Joondalup (North Metropolitan)	0	F	613
Joondalup (North Metropolitan)	0	M	1064
Joondalup (North Metropolitan)	1	F	17757
Joondalup (North Metropolitan)	1	M	17250
Kalamunda (East Metropolitan)	0	F	733
Kalamunda (East Metropolitan)	0	M	1080
Kalamunda (East Metropolitan)	1	F	17587
Kalamunda (East Metropolitan)	1	M	17209
Kalgoorlie (Mining and Pastoral)	0	F	148
Kalgoorlie (Mining and Pastoral)	0	M	190
Kalgoorlie (Mining and Pastoral)	1	F	1747
Kalgoorlie (Mining and Pastoral)	1	M	2578
Kimberley (Mining and Pastoral)	0	F	1316
Kimberley (Mining and Pastoral)	0	M	1371
Kimberley (Mining and Pastoral)	1	F	15892
Kimberley (Mining and Pastoral)	1	M	15785
Kingsley (North Metropolitan)	0	F	598
Kingsley (North Metropolitan)	0	M	863
Kingsley (North Metropolitan)	1	F	16591
Kingsley (North Metropolitan)	1	M	15835
Kwinana (South Metropolitan)	0	F	1188
Kwinana (South Metropolitan)	0	M	2174
Kwinana (South Metropolitan)	1	F	31082
Kwinana (South Metropolitan)	1	M	30627
Mandurah (South West)	0	F	1211
Mandurah (South West)	0	M	1680
Mandurah (South West)	1	F	20535
Mandurah (South West)	1	M	18601
Maylands (East Metropolitan)	0	F	823
Maylands (East Metropolitan)	0	M	1118
Maylands (East Metropolitan)	1	F	19884
Maylands (East Metropolitan)	1	M	19213
Midland (East Metropolitan)	0	F	863
Midland (East Metropolitan)	0	M	1289
Midland (East Metropolitan)	1	F	19310
Midland (East Metropolitan)	1	M	18747
Mirrabooka (East Metropolitan)	0	F	710
Mirrabooka (East Metropolitan)	0	M	983
Mirrabooka (East Metropolitan)	1	F	21592
Mirrabooka (East Metropolitan)	1	M	21897
Moore (Agricultural)	0	F	1206
Moore (Agricultural)	0	M	1786
Moore (Agricultural)	1	F	16023
Moore (Agricultural)	1	M	16931
Morley (East Metropolitan)	0	F	686
Morley (East Metropolitan)	0	M	855
Morley (East Metropolitan)	1	F	18814
Morley (East Metropolitan)	1	M	18366
Mount Lawley (East Metropolitan)	0	F	753
Mount Lawley (East Metropolitan)	0	M	898
Mount Lawley (East Metropolitan)	1	F	19537
Mount Lawley (East Metropolitan)	1	M	17874
Murray-Wellington (South West)	0	F	1075
Murray-Wellington (South West)	0	M	1746
Murray-Wellington (South West)	1	F	19539
Murray-Wellington (South West)	1	M	19003
Nedlands (North Metropolitan)	0	F	852
Nedlands (North Metropolitan)	0	M	964
Nedlands (North Metropolitan)	1	F	19637
Nedlands (North Metropolitan)	1	M	18667
North West Central (Mining and Pastoral)	0	F	699
North West Central (Mining and Pastoral)	0	M	1127
North West Central (Mining and Pastoral)	1	F	8587
North West Central (Mining and Pastoral)	1	M	15165
Ocean Reef (North Metropolitan)	0	F	626
Ocean Reef (North Metropolitan)	0	M	1138
Ocean Reef (North Metropolitan)	1	F	20563
Ocean Reef (North Metropolitan)	1	M	19783
Perth (North Metropolitan)	0	F	1301
Perth (North Metropolitan)	0	M	1738
Perth (North Metropolitan)	1	F	24735
Perth (North Metropolitan)	1	M	25427
Pilbara (Mining and Pastoral)	0	F	1044
Pilbara (Mining and Pastoral)	0	M	1734
Pilbara (Mining and Pastoral)	1	F	18758
Pilbara (Mining and Pastoral)	1	M	24985
Riverton (South Metropolitan)	0	F	592
Riverton (South Metropolitan)	0	M	771
Riverton (South Metropolitan)	1	F	18599
Riverton (South Metropolitan)	1	M	17734
Rockingham (South Metropolitan)	0	F	940
Rockingham (South Metropolitan)	0	M	1573
Rockingham (South Metropolitan)	1	F	17825
Rockingham (South Metropolitan)	1	M	17258
Scarborough (North Metropolitan)	0	F	953
Scarborough (North Metropolitan)	0	M	1376
Scarborough (North Metropolitan)	1	F	20071
Scarborough (North Metropolitan)	1	M	18064
South Perth (South Metropolitan)	0	F	908
South Perth (South Metropolitan)	0	M	1066
South Perth (South Metropolitan)	1	F	19006
South Perth (South Metropolitan)	1	M	17970
Southern River (South Metropolitan)	0	F	691
Southern River (South Metropolitan)	0	M	1150
Southern River (South Metropolitan)	1	F	24995
Southern River (South Metropolitan)	1	M	25262
Swan Hills (East Metropolitan)	0	F	924
Swan Hills (East Metropolitan)	0	M	1525
Swan Hills (East Metropolitan)	1	F	22351
Swan Hills (East Metropolitan)	1	M	23522
Vasse (South West)	0	F	1502
Vasse (South West)	0	M	2082
Vasse (South West)	1	F	18765
Vasse (South West)	1	M	17360
Victoria Park (South Metropolitan)	0	F	954
Victoria Park (South Metropolitan)	0	M	1360
Victoria Park (South Metropolitan)	1	F	22636
Victoria Park (South Metropolitan)	1	M	22880
Wagin (Agricultural)	0	F	1169
Wagin (Agricultural)	0	M	1436
Wagin (Agricultural)	1	F	15004
Wagin (Agricultural)	1	M	15657
Wanneroo (North Metropolitan)	0	F	783
Wanneroo (North Metropolitan)	0	M	1223
Wanneroo (North Metropolitan)	1	F	22687
Wanneroo (North Metropolitan)	1	M	21483
Warnbro (South Metropolitan)	0	F	1202
Warnbro (South Metropolitan)	0	M	2523
Warnbro (South Metropolitan)	1	F	29794
Warnbro (South Metropolitan)	1	M	27853
Warren-Blackwood (South West)	0	F	1473
Warren-Blackwood (South West)	0	M	1855
Warren-Blackwood (South West)	1	F	18523
Warren-Blackwood (South West)	1	M	17973
West Swan (East Metropolitan)	0	F	862
West Swan (East Metropolitan)	0	M	1430
West Swan (East Metropolitan)	1	F	28791
West Swan (East Metropolitan)	1	M	27296
Willagee (South Metropolitan)	0	F	729
Willagee (South Metropolitan)	0	M	991
Willagee (South Metropolitan)	1	F	18197
Willagee (South Metropolitan)	1	M	16804
No usual address (WA)	0	F	2415
No usual address (WA)	0	M	3532
Migratory - Offshore - Shipping (WA)	0	F	5
Migratory - Offshore - Shipping (WA)	0	M	8
Migratory - Offshore - Shipping (WA)	1	F	27
Migratory - Offshore - Shipping (WA)	1	M	397
Bass (Apsley)	0	F	358
Bass (Apsley)	0	M	401
Bass (Apsley)	1	F	4611
Bass (Apsley)	1	M	4784
Bass (Launceston)	0	F	1065
Bass (Launceston)	0	M	1042
Bass (Launceston)	1	F	16210
Bass (Launceston)	1	M	14556
Bass (Rosevears)	0	F	711
Bass (Rosevears)	0	M	766
Bass (Rosevears)	1	F	11550
Bass (Rosevears)	1	M	10808
Bass (Windermere)	0	F	857
Bass (Windermere)	0	M	1010
Bass (Windermere)	1	F	16742
Bass (Windermere)	1	M	15918
Braddon (Mersey)	0	F	1059
Braddon (Mersey)	0	M	1134
Braddon (Mersey)	1	F	15893
Braddon (Mersey)	1	M	14353
Braddon (Montgomery)	0	F	963
Braddon (Montgomery)	0	M	1087
Braddon (Montgomery)	1	F	15322
Braddon (Montgomery)	1	M	14183
Braddon (Murchison)	0	F	1063
Braddon (Murchison)	0	M	1198
Braddon (Murchison)	1	F	15397
Braddon (Murchison)	1	M	15176
Braddon (Western Tiers)	0	F	19
Braddon (Western Tiers)	0	M	13
Braddon (Western Tiers)	1	F	85
Braddon (Western Tiers)	1	M	104
Denison (Derwent)	0	F	232
Denison (Derwent)	0	M	265
Denison (Derwent)	1	F	4701
Denison (Derwent)	1	M	4429
Denison (Elwick)	0	F	935
Denison (Elwick)	0	M	947
Denison (Elwick)	1	F	17817
Denison (Elwick)	1	M	16537
Denison (Hobart)	0	F	1093
Denison (Hobart)	0	M	1043
Denison (Hobart)	1	F	16146
Denison (Hobart)	1	M	15255
Denison (Huon)	0	F	23
Denison (Huon)	0	M	16
Denison (Huon)	1	F	192
Denison (Huon)	1	M	202
Denison (Nelson)	0	F	678
Denison (Nelson)	0	M	697
Denison (Nelson)	1	F	10787
Denison (Nelson)	1	M	10276
Franklin (Derwent)	0	F	103
Franklin (Derwent)	0	M	118
Franklin (Derwent)	1	F	1819
Franklin (Derwent)	1	M	1743
Franklin (Huon)	0	F	1019
Franklin (Huon)	0	M	1115
Franklin (Huon)	1	F	16857
Franklin (Huon)	1	M	16275
Franklin (Nelson)	0	F	282
Franklin (Nelson)	0	M	287
Franklin (Nelson)	1	F	5479
Franklin (Nelson)	1	M	4868
Franklin (Pembroke)	0	F	1050
Franklin (Pembroke)	0	M	1052
Franklin (Pembroke)	1	F	16835
Franklin (Pembroke)	1	M	15508
Franklin (Rumney)	0	F	523
Franklin (Rumney)	0	M	575
Franklin (Rumney)	1	F	9803
Franklin (Rumney)	1	M	9422
Lyons (Apsley)	0	F	835
Lyons (Apsley)	0	M	862
Lyons (Apsley)	1	F	9099
Lyons (Apsley)	1	M	9438
Lyons (Derwent)	0	F	574
Lyons (Derwent)	0	M	651
Lyons (Derwent)	1	F	11827
Lyons (Derwent)	1	M	11519
Lyons (Rosevears)	0	F	332
Lyons (Rosevears)	0	M	380
Lyons (Rosevears)	1	F	4590
Lyons (Rosevears)	1	M	4459
Lyons (Rumney)	0	F	588
Lyons (Rumney)	0	M	642
Lyons (Rumney)	1	F	7868
Lyons (Rumney)	1	M	7735
Lyons (Western Tiers)	0	F	1005
Lyons (Western Tiers)	0	M	1207
Lyons (Western Tiers)	1	F	15068
Lyons (Western Tiers)	1	M	14833
No usual address (Tas.)	0	F	393
No usual address (Tas.)	0	M	524
Migratory - Offshore - Shipping (Tas.)	0	M	3
Migratory - Offshore - Shipping (Tas.)	1	F	18
Migratory - Offshore - Shipping (Tas.)	1	M	46
Arafura	0	F	151
Arafura	0	M	171
Arafura	1	F	3448
Arafura	1	M	3459
Araluen	0	F	317
Araluen	0	M	364
Araluen	1	F	5490
Araluen	1	M	5241
Arnhem	0	F	271
Arnhem	0	M	260
Arnhem	1	F	3820
Arnhem	1	M	3943
Barkly	0	F	279
Barkly	0	M	351
Barkly	1	F	3791
Barkly	1	M	4137
Blain	0	F	194
Blain	0	M	267
Blain	1	F	4457
Blain	1	M	4424
Braitling	0	F	455
Braitling	0	M	470
Braitling	1	F	4974
Braitling	1	M	4706
Brennan	0	F	191
Brennan	0	M	246
Brennan	1	F	3942
Brennan	1	M	3991
Casuarina	0	F	200
Casuarina	0	M	274
Casuarina	1	F	4398
Casuarina	1	M	4441
Daly	0	F	276
Daly	0	M	290
Daly	1	F	4286
Daly	1	M	4951
Drysdale	0	F	166
Drysdale	0	M	231
Drysdale	1	F	4096
Drysdale	1	M	4143
Fannie Bay	0	F	220
Fannie Bay	0	M	218
Fannie Bay	1	F	4024
Fannie Bay	1	M	4085
Fong Lim	0	F	200
Fong Lim	0	M	288
Fong Lim	1	F	3654
Fong Lim	1	M	3846
Goyder (NT)	0	F	201
Goyder (NT)	0	M	230
Goyder (NT)	1	F	4249
