SED_NAME16	MaxSchoolingCompleted	Sex	persons
Darling Range (East Metropolitan)	Year 8	F	434
Darling Range (East Metropolitan)	Year 8	M	514
Darling Range (East Metropolitan)	Year 9	F	831
Darling Range (East Metropolitan)	Year 9	M	1136
Darling Range (East Metropolitan)	Year 10	F	5148
Darling Range (East Metropolitan)	Year 10	M	6012
Darling Range (East Metropolitan)	Year 11	F	2708
Darling Range (East Metropolitan)	Year 11	M	2663
Darling Range (East Metropolitan)	Year 12	F	13243
Darling Range (East Metropolitan)	Year 12	M	11526
Dawesville (South West)	Did not go to school	F	28
Dawesville (South West)	Did not go to school	M	26
Dawesville (South West)	Year 8	F	551
Dawesville (South West)	Year 8	M	596
Dawesville (South West)	Year 9	F	1069
Dawesville (South West)	Year 9	M	1127
Dawesville (South West)	Year 10	F	5026
Dawesville (South West)	Year 10	M	4816
Dawesville (South West)	Year 11	F	2145
Dawesville (South West)	Year 11	M	1939
Dawesville (South West)	Year 12	F	7148
Dawesville (South West)	Year 12	M	6257
Eyre (Mining and Pastoral)	Did not go to school	F	52
Eyre (Mining and Pastoral)	Did not go to school	M	70
Eyre (Mining and Pastoral)	Year 8	F	577
Eyre (Mining and Pastoral)	Year 8	M	796
Eyre (Mining and Pastoral)	Year 9	F	960
Eyre (Mining and Pastoral)	Year 9	M	1332
Eyre (Mining and Pastoral)	Year 10	F	4707
Eyre (Mining and Pastoral)	Year 10	M	6028
Eyre (Mining and Pastoral)	Year 11	F	2490
Eyre (Mining and Pastoral)	Year 11	M	2702
Eyre (Mining and Pastoral)	Year 12	F	8061
Eyre (Mining and Pastoral)	Year 12	M	7318
Forrestfield (East Metropolitan)	Did not go to school	F	120
Forrestfield (East Metropolitan)	Did not go to school	M	137
Forrestfield (East Metropolitan)	Year 8	F	568
Forrestfield (East Metropolitan)	Year 8	M	616
Forrestfield (East Metropolitan)	Year 9	F	864
Forrestfield (East Metropolitan)	Year 9	M	968
Forrestfield (East Metropolitan)	Year 10	F	4067
Forrestfield (East Metropolitan)	Year 10	M	4497
Forrestfield (East Metropolitan)	Year 11	F	1974
Forrestfield (East Metropolitan)	Year 11	M	2064
Forrestfield (East Metropolitan)	Year 12	F	8393
Forrestfield (East Metropolitan)	Year 12	M	7496
Fremantle (South Metropolitan)	Did not go to school	F	108
Fremantle (South Metropolitan)	Did not go to school	M	75
Fremantle (South Metropolitan)	Year 8	F	800
Fremantle (South Metropolitan)	Year 8	M	607
Fremantle (South Metropolitan)	Year 9	F	592
Fremantle (South Metropolitan)	Year 9	M	559
Fremantle (South Metropolitan)	Year 10	F	2415
Fremantle (South Metropolitan)	Year 10	M	2439
Fremantle (South Metropolitan)	Year 11	F	1157
Fremantle (South Metropolitan)	Year 11	M	1296
Fremantle (South Metropolitan)	Year 12	F	11003
Fremantle (South Metropolitan)	Year 12	M	9677
Geraldton (Agricultural)	Did not go to school	F	63
Geraldton (Agricultural)	Did not go to school	M	60
Geraldton (Agricultural)	Year 8	F	643
Geraldton (Agricultural)	Year 8	M	759
Geraldton (Agricultural)	Year 9	F	819
Geraldton (Agricultural)	Year 9	M	1050
Geraldton (Agricultural)	Year 10	F	3825
Geraldton (Agricultural)	Year 10	M	4207
Geraldton (Agricultural)	Year 11	F	2100
Geraldton (Agricultural)	Year 11	M	1985
Geraldton (Agricultural)	Year 12	F	6245
Geraldton (Agricultural)	Year 12	M	4979
Girrawheen (North Metropolitan)	Did not go to school	F	381
Girrawheen (North Metropolitan)	Did not go to school	M	284
Girrawheen (North Metropolitan)	Year 8	F	960
Girrawheen (North Metropolitan)	Year 8	M	735
Girrawheen (North Metropolitan)	Year 9	F	894
Girrawheen (North Metropolitan)	Year 9	M	870
Girrawheen (North Metropolitan)	Year 10	F	3735
Girrawheen (North Metropolitan)	Year 10	M	3829
Girrawheen (North Metropolitan)	Year 11	F	1823
Girrawheen (North Metropolitan)	Year 11	M	1950
Girrawheen (North Metropolitan)	Year 12	F	10159
Girrawheen (North Metropolitan)	Year 12	M	9719
Gosnells (East Metropolitan)	Did not go to school	F	217
Gosnells (East Metropolitan)	Did not go to school	M	221
Gosnells (East Metropolitan)	Year 8	F	725
Gosnells (East Metropolitan)	Year 8	M	681
Gosnells (East Metropolitan)	Year 9	F	882
Gosnells (East Metropolitan)	Year 9	M	988
Gosnells (East Metropolitan)	Year 10	F	4057
Gosnells (East Metropolitan)	Year 10	M	4095
Gosnells (East Metropolitan)	Year 11	F	1916
Gosnells (East Metropolitan)	Year 11	M	1859
Gosnells (East Metropolitan)	Year 12	F	7807
Gosnells (East Metropolitan)	Year 12	M	7308
Hillarys (North Metropolitan)	Did not go to school	F	22
Hillarys (North Metropolitan)	Did not go to school	M	16
Hillarys (North Metropolitan)	Year 8	F	232
Hillarys (North Metropolitan)	Year 8	M	238
Hillarys (North Metropolitan)	Year 9	F	497
Hillarys (North Metropolitan)	Year 9	M	506
Hillarys (North Metropolitan)	Year 10	F	2733
Hillarys (North Metropolitan)	Year 10	M	2564
Hillarys (North Metropolitan)	Year 11	F	1237
Hillarys (North Metropolitan)	Year 11	M	1361
Hillarys (North Metropolitan)	Year 12	F	8584
Hillarys (North Metropolitan)	Year 12	M	8028
Jandakot (South Metropolitan)	Did not go to school	F	86
Jandakot (South Metropolitan)	Did not go to school	M	56
Jandakot (South Metropolitan)	Year 8	F	391
Jandakot (South Metropolitan)	Year 8	M	316
Jandakot (South Metropolitan)	Year 9	F	640
Jandakot (South Metropolitan)	Year 9	M	682
Jandakot (South Metropolitan)	Year 10	F	2964
Jandakot (South Metropolitan)	Year 10	M	3083
Jandakot (South Metropolitan)	Year 11	F	1507
Jandakot (South Metropolitan)	Year 11	M	1589
Jandakot (South Metropolitan)	Year 12	F	9820
Jandakot (South Metropolitan)	Year 12	M	9124
Joondalup (North Metropolitan)	Did not go to school	F	45
Joondalup (North Metropolitan)	Did not go to school	M	43
Joondalup (North Metropolitan)	Year 8	F	340
Joondalup (North Metropolitan)	Year 8	M	259
Joondalup (North Metropolitan)	Year 9	F	570
Joondalup (North Metropolitan)	Year 9	M	564
Joondalup (North Metropolitan)	Year 10	F	2895
Joondalup (North Metropolitan)	Year 10	M	3079
Joondalup (North Metropolitan)	Year 11	F	1560
Joondalup (North Metropolitan)	Year 11	M	1700
Joondalup (North Metropolitan)	Year 12	F	8945
Joondalup (North Metropolitan)	Year 12	M	8407
Kalamunda (East Metropolitan)	Did not go to school	F	124
Kalamunda (East Metropolitan)	Did not go to school	M	143
Kalamunda (East Metropolitan)	Year 8	F	473
Kalamunda (East Metropolitan)	Year 8	M	511
Kalamunda (East Metropolitan)	Year 9	F	653
Kalamunda (East Metropolitan)	Year 9	M	710
Kalamunda (East Metropolitan)	Year 10	F	3137
Kalamunda (East Metropolitan)	Year 10	M	3339
Kalamunda (East Metropolitan)	Year 11	F	1443
Kalamunda (East Metropolitan)	Year 11	M	1607
Kalamunda (East Metropolitan)	Year 12	F	7983
Kalamunda (East Metropolitan)	Year 12	M	7276
Kalgoorlie (Mining and Pastoral)	Did not go to school	F	14
Kalgoorlie (Mining and Pastoral)	Did not go to school	M	25
Kalgoorlie (Mining and Pastoral)	Year 8	F	215
Kalgoorlie (Mining and Pastoral)	Year 8	M	180
Kalgoorlie (Mining and Pastoral)	Year 9	F	141
Kalgoorlie (Mining and Pastoral)	Year 9	M	151
Kalgoorlie (Mining and Pastoral)	Year 10	F	243
Kalgoorlie (Mining and Pastoral)	Year 10	M	464
Kalgoorlie (Mining and Pastoral)	Year 11	F	137
Kalgoorlie (Mining and Pastoral)	Year 11	M	230
Kalgoorlie (Mining and Pastoral)	Year 12	F	394
Kalgoorlie (Mining and Pastoral)	Year 12	M	653
Kimberley (Mining and Pastoral)	Did not go to school	F	204
Kimberley (Mining and Pastoral)	Did not go to school	M	190
Kimberley (Mining and Pastoral)	Year 8	F	508
Kimberley (Mining and Pastoral)	Year 8	M	638
Kimberley (Mining and Pastoral)	Year 9	F	613
Kimberley (Mining and Pastoral)	Year 9	M	747
Kimberley (Mining and Pastoral)	Year 10	F	2588
Kimberley (Mining and Pastoral)	Year 10	M	3103
Kimberley (Mining and Pastoral)	Year 11	F	1534
Kimberley (Mining and Pastoral)	Year 11	M	1412
Kimberley (Mining and Pastoral)	Year 12	F	5470
Kimberley (Mining and Pastoral)	Year 12	M	4476
Kingsley (North Metropolitan)	Did not go to school	F	28
Kingsley (North Metropolitan)	Did not go to school	M	22
Kingsley (North Metropolitan)	Year 8	F	359
Kingsley (North Metropolitan)	Year 8	M	297
Kingsley (North Metropolitan)	Year 9	F	598
Kingsley (North Metropolitan)	Year 9	M	547
Kingsley (North Metropolitan)	Year 10	F	2994
Kingsley (North Metropolitan)	Year 10	M	2937
Kingsley (North Metropolitan)	Year 11	F	1430
Kingsley (North Metropolitan)	Year 11	M	1428
Kingsley (North Metropolitan)	Year 12	F	7952
Kingsley (North Metropolitan)	Year 12	M	7555
Kwinana (South Metropolitan)	Did not go to school	F	109
Kwinana (South Metropolitan)	Did not go to school	M	75
Kwinana (South Metropolitan)	Year 8	F	665
Kwinana (South Metropolitan)	Year 8	M	668
Kwinana (South Metropolitan)	Year 9	F	1151
Kwinana (South Metropolitan)	Year 9	M	1299
Kwinana (South Metropolitan)	Year 10	F	5900
Kwinana (South Metropolitan)	Year 10	M	6160
Kwinana (South Metropolitan)	Year 11	F	2929
Kwinana (South Metropolitan)	Year 11	M	3003
Kwinana (South Metropolitan)	Year 12	F	11904
Kwinana (South Metropolitan)	Year 12	M	10476
Mandurah (South West)	Did not go to school	F	51
Mandurah (South West)	Did not go to school	M	66
Mandurah (South West)	Year 8	F	836
Mandurah (South West)	Year 8	M	772
Mandurah (South West)	Year 9	F	1177
Mandurah (South West)	Year 9	M	1182
Mandurah (South West)	Year 10	F	4907
Mandurah (South West)	Year 10	M	4637
Mandurah (South West)	Year 11	F	2142
Mandurah (South West)	Year 11	M	2035
Mandurah (South West)	Year 12	F	7114
Mandurah (South West)	Year 12	M	6042
Maylands (East Metropolitan)	Did not go to school	F	154
Maylands (East Metropolitan)	Did not go to school	M	123
Maylands (East Metropolitan)	Year 8	F	633
Maylands (East Metropolitan)	Year 8	M	513
Maylands (East Metropolitan)	Year 9	F	552
Maylands (East Metropolitan)	Year 9	M	539
Maylands (East Metropolitan)	Year 10	F	2405
Maylands (East Metropolitan)	Year 10	M	2477
Maylands (East Metropolitan)	Year 11	F	1186
Maylands (East Metropolitan)	Year 11	M	1299
Maylands (East Metropolitan)	Year 12	F	10997
Maylands (East Metropolitan)	Year 12	M	10551
Midland (East Metropolitan)	Did not go to school	F	86
Midland (East Metropolitan)	Did not go to school	M	73
Midland (East Metropolitan)	Year 8	F	736
Midland (East Metropolitan)	Year 8	M	651
Midland (East Metropolitan)	Year 9	F	856
Midland (East Metropolitan)	Year 9	M	979
Midland (East Metropolitan)	Year 10	F	4045
Midland (East Metropolitan)	Year 10	M	4171
Midland (East Metropolitan)	Year 11	F	1774
Midland (East Metropolitan)	Year 11	M	1884
Midland (East Metropolitan)	Year 12	F	7588
Midland (East Metropolitan)	Year 12	M	6861
Mirrabooka (East Metropolitan)	Did not go to school	F	560
Mirrabooka (East Metropolitan)	Did not go to school	M	533
Mirrabooka (East Metropolitan)	Year 8	F	1184
Mirrabooka (East Metropolitan)	Year 8	M	1082
Mirrabooka (East Metropolitan)	Year 9	F	848
Mirrabooka (East Metropolitan)	Year 9	M	818
Mirrabooka (East Metropolitan)	Year 10	F	3381
Mirrabooka (East Metropolitan)	Year 10	M	3511
Mirrabooka (East Metropolitan)	Year 11	F	1680
Mirrabooka (East Metropolitan)	Year 11	M	1742
Mirrabooka (East Metropolitan)	Year 12	F	8816
Mirrabooka (East Metropolitan)	Year 12	M	9025
Moore (Agricultural)	Did not go to school	F	40
Moore (Agricultural)	Did not go to school	M	43
Moore (Agricultural)	Year 8	F	520
Moore (Agricultural)	Year 8	M	793
Moore (Agricultural)	Year 9	F	737
Moore (Agricultural)	Year 9	M	1140
Moore (Agricultural)	Year 10	F	3907
Moore (Agricultural)	Year 10	M	4828
Moore (Agricultural)	Year 11	F	1701
Moore (Agricultural)	Year 11	M	1747
Moore (Agricultural)	Year 12	F	5638
Moore (Agricultural)	Year 12	M	4984
Morley (East Metropolitan)	Did not go to school	F	263
Morley (East Metropolitan)	Did not go to school	M	190
Morley (East Metropolitan)	Year 8	F	925
Morley (East Metropolitan)	Year 8	M	773
Morley (East Metropolitan)	Year 9	F	652
Morley (East Metropolitan)	Year 9	M	599
Morley (East Metropolitan)	Year 10	F	2911
Morley (East Metropolitan)	Year 10	M	2703
Morley (East Metropolitan)	Year 11	F	1226
Morley (East Metropolitan)	Year 11	M	1304
Morley (East Metropolitan)	Year 12	F	9331
Morley (East Metropolitan)	Year 12	M	9147
Mount Lawley (East Metropolitan)	Did not go to school	F	117
Mount Lawley (East Metropolitan)	Did not go to school	M	102
Mount Lawley (East Metropolitan)	Year 8	F	707
Mount Lawley (East Metropolitan)	Year 8	M	524
Mount Lawley (East Metropolitan)	Year 9	F	661
Mount Lawley (East Metropolitan)	Year 9	M	549
Mount Lawley (East Metropolitan)	Year 10	F	2504
Mount Lawley (East Metropolitan)	Year 10	M	2103
Mount Lawley (East Metropolitan)	Year 11	F	1159
Mount Lawley (East Metropolitan)	Year 11	M	1150
Mount Lawley (East Metropolitan)	Year 12	F	10724
Mount Lawley (East Metropolitan)	Year 12	M	10017
Murray-Wellington (South West)	Did not go to school	F	44
Murray-Wellington (South West)	Did not go to school	M	63
Murray-Wellington (South West)	Year 8	F	567
Murray-Wellington (South West)	Year 8	M	725
Murray-Wellington (South West)	Year 9	F	949
Murray-Wellington (South West)	Year 9	M	1166
Murray-Wellington (South West)	Year 10	F	4724
Murray-Wellington (South West)	Year 10	M	5269
Murray-Wellington (South West)	Year 11	F	2172
Murray-Wellington (South West)	Year 11	M	2139
Murray-Wellington (South West)	Year 12	F	6278
Murray-Wellington (South West)	Year 12	M	5157
Nedlands (North Metropolitan)	Did not go to school	F	27
Nedlands (North Metropolitan)	Did not go to school	M	19
Nedlands (North Metropolitan)	Year 8	F	237
Nedlands (North Metropolitan)	Year 8	M	176
Nedlands (North Metropolitan)	Year 9	F	356
Nedlands (North Metropolitan)	Year 9	M	325
Nedlands (North Metropolitan)	Year 10	F	1475
Nedlands (North Metropolitan)	Year 10	M	1110
Nedlands (North Metropolitan)	Year 11	F	823
Nedlands (North Metropolitan)	Year 11	M	719
Nedlands (North Metropolitan)	Year 12	F	13158
Nedlands (North Metropolitan)	Year 12	M	12743
North West Central (Mining and Pastoral)	Did not go to school	F	40
North West Central (Mining and Pastoral)	Did not go to school	M	70
North West Central (Mining and Pastoral)	Year 8	F	213
North West Central (Mining and Pastoral)	Year 8	M	374
North West Central (Mining and Pastoral)	Year 9	F	310
North West Central (Mining and Pastoral)	Year 9	M	601
North West Central (Mining and Pastoral)	Year 10	F	1627
North West Central (Mining and Pastoral)	Year 10	M	3381
North West Central (Mining and Pastoral)	Year 11	F	906
North West Central (Mining and Pastoral)	Year 11	M	1665
North West Central (Mining and Pastoral)	Year 12	F	3081
North West Central (Mining and Pastoral)	Year 12	M	5170
Ocean Reef (North Metropolitan)	Did not go to school	F	39
Ocean Reef (North Metropolitan)	Did not go to school	M	28
Ocean Reef (North Metropolitan)	Year 8	F	252
Ocean Reef (North Metropolitan)	Year 8	M	221
Ocean Reef (North Metropolitan)	Year 9	F	563
Ocean Reef (North Metropolitan)	Year 9	M	581
Ocean Reef (North Metropolitan)	Year 10	F	3195
Ocean Reef (North Metropolitan)	Year 10	M	3359
Ocean Reef (North Metropolitan)	Year 11	F	1791
Ocean Reef (North Metropolitan)	Year 11	M	1897
Ocean Reef (North Metropolitan)	Year 12	F	10424
Ocean Reef (North Metropolitan)	Year 12	M	9606
Perth (North Metropolitan)	Did not go to school	F	179
Perth (North Metropolitan)	Did not go to school	M	122
Perth (North Metropolitan)	Year 8	F	694
Perth (North Metropolitan)	Year 8	M	447
Perth (North Metropolitan)	Year 9	F	400
Perth (North Metropolitan)	Year 9	M	428
Perth (North Metropolitan)	Year 10	F	1942
Perth (North Metropolitan)	Year 10	M	2107
Perth (North Metropolitan)	Year 11	F	1121
Perth (North Metropolitan)	Year 11	M	1371
Perth (North Metropolitan)	Year 12	F	15906
Perth (North Metropolitan)	Year 12	M	16409
Pilbara (Mining and Pastoral)	Did not go to school	F	92
Pilbara (Mining and Pastoral)	Did not go to school	M	81
Pilbara (Mining and Pastoral)	Year 8	F	306
Pilbara (Mining and Pastoral)	Year 8	M	404
Pilbara (Mining and Pastoral)	Year 9	F	548
Pilbara (Mining and Pastoral)	Year 9	M	785
Pilbara (Mining and Pastoral)	Year 10	F	2829
Pilbara (Mining and Pastoral)	Year 10	M	4853
Pilbara (Mining and Pastoral)	Year 11	F	1705
Pilbara (Mining and Pastoral)	Year 11	M	2801
Pilbara (Mining and Pastoral)	Year 12	F	7055
Pilbara (Mining and Pastoral)	Year 12	M	8040
Riverton (South Metropolitan)	Did not go to school	F	109
Riverton (South Metropolitan)	Did not go to school	M	75
Riverton (South Metropolitan)	Year 8	F	460
Riverton (South Metropolitan)	Year 8	M	363
Riverton (South Metropolitan)	Year 9	F	643
Riverton (South Metropolitan)	Year 9	M	619
Riverton (South Metropolitan)	Year 10	F	2480
Riverton (South Metropolitan)	Year 10	M	2354
Riverton (South Metropolitan)	Year 11	F	1211
Riverton (South Metropolitan)	Year 11	M	1193
Riverton (South Metropolitan)	Year 12	F	10017
Riverton (South Metropolitan)	Year 12	M	9614
Rockingham (South Metropolitan)	Did not go to school	F	50
Rockingham (South Metropolitan)	Did not go to school	M	31
Rockingham (South Metropolitan)	Year 8	F	621
Rockingham (South Metropolitan)	Year 8	M	582
Rockingham (South Metropolitan)	Year 9	F	910
Rockingham (South Metropolitan)	Year 9	M	1006
Rockingham (South Metropolitan)	Year 10	F	4280
Rockingham (South Metropolitan)	Year 10	M	4474
Rockingham (South Metropolitan)	Year 11	F	1911
Rockingham (South Metropolitan)	Year 11	M	1926
Rockingham (South Metropolitan)	Year 12	F	6465
Rockingham (South Metropolitan)	Year 12	M	5859
Scarborough (North Metropolitan)	Did not go to school	F	51
Scarborough (North Metropolitan)	Did not go to school	M	37
Scarborough (North Metropolitan)	Year 8	F	435
Scarborough (North Metropolitan)	Year 8	M	308
Scarborough (North Metropolitan)	Year 9	F	636
Scarborough (North Metropolitan)	Year 9	M	480
Scarborough (North Metropolitan)	Year 10	F	2375
Scarborough (North Metropolitan)	Year 10	M	2141
Scarborough (North Metropolitan)	Year 11	F	1281
Scarborough (North Metropolitan)	Year 11	M	1361
Scarborough (North Metropolitan)	Year 12	F	11481
Scarborough (North Metropolitan)	Year 12	M	10373
South Perth (South Metropolitan)	Did not go to school	F	86
South Perth (South Metropolitan)	Did not go to school	M	45
South Perth (South Metropolitan)	Year 8	F	350
South Perth (South Metropolitan)	Year 8	M	235
South Perth (South Metropolitan)	Year 9	F	507
South Perth (South Metropolitan)	Year 9	M	486
South Perth (South Metropolitan)	Year 10	F	2212
South Perth (South Metropolitan)	Year 10	M	1812
South Perth (South Metropolitan)	Year 11	F	1083
South Perth (South Metropolitan)	Year 11	M	1055
South Perth (South Metropolitan)	Year 12	F	11476
South Perth (South Metropolitan)	Year 12	M	11114
Southern River (South Metropolitan)	Did not go to school	F	178
Southern River (South Metropolitan)	Did not go to school	M	126
Southern River (South Metropolitan)	Year 8	F	526
Southern River (South Metropolitan)	Year 8	M	449
Southern River (South Metropolitan)	Year 9	F	757
Southern River (South Metropolitan)	Year 9	M	860
Southern River (South Metropolitan)	Year 10	F	3625
Southern River (South Metropolitan)	Year 10	M	3632
Southern River (South Metropolitan)	Year 11	F	1869
Southern River (South Metropolitan)	Year 11	M	1896
Southern River (South Metropolitan)	Year 12	F	12240
Southern River (South Metropolitan)	Year 12	M	11540
Swan Hills (East Metropolitan)	Did not go to school	F	44
Swan Hills (East Metropolitan)	Did not go to school	M	46
Swan Hills (East Metropolitan)	Year 8	F	390
Swan Hills (East Metropolitan)	Year 8	M	458
Swan Hills (East Metropolitan)	Year 9	F	736
Swan Hills (East Metropolitan)	Year 9	M	951
Swan Hills (East Metropolitan)	Year 10	F	4233
Swan Hills (East Metropolitan)	Year 10	M	4823
Swan Hills (East Metropolitan)	Year 11	F	2081
Swan Hills (East Metropolitan)	Year 11	M	2145
Swan Hills (East Metropolitan)	Year 12	F	9782
Swan Hills (East Metropolitan)	Year 12	M	8216
Vasse (South West)	Did not go to school	F	27
Vasse (South West)	Did not go to school	M	62
Vasse (South West)	Year 8	F	454
Vasse (South West)	Year 8	M	507
Vasse (South West)	Year 9	F	773
Vasse (South West)	Year 9	M	876
Vasse (South West)	Year 10	F	3984
Vasse (South West)	Year 10	M	4140
Vasse (South West)	Year 11	F	1921
Vasse (South West)	Year 11	M	1792
Vasse (South West)	Year 12	F	7561
Vasse (South West)	Year 12	M	6276
Victoria Park (South Metropolitan)	Did not go to school	F	170
Victoria Park (South Metropolitan)	Did not go to school	M	171
Victoria Park (South Metropolitan)	Year 8	F	657
Victoria Park (South Metropolitan)	Year 8	M	499
Victoria Park (South Metropolitan)	Year 9	F	588
Victoria Park (South Metropolitan)	Year 9	M	542
Victoria Park (South Metropolitan)	Year 10	F	2350
Victoria Park (South Metropolitan)	Year 10	M	2443
Victoria Park (South Metropolitan)	Year 11	F	1203
Victoria Park (South Metropolitan)	Year 11	M	1395
Victoria Park (South Metropolitan)	Year 12	F	13005
Victoria Park (South Metropolitan)	Year 12	M	13618
Wagin (Agricultural)	Did not go to school	F	96
Wagin (Agricultural)	Did not go to school	M	140
Wagin (Agricultural)	Year 8	F	545
Wagin (Agricultural)	Year 8	M	740
Wagin (Agricultural)	Year 9	F	706
Wagin (Agricultural)	Year 9	M	956
Wagin (Agricultural)	Year 10	F	3214
Wagin (Agricultural)	Year 10	M	3758
Wagin (Agricultural)	Year 11	F	1447
Wagin (Agricultural)	Year 11	M	1322
Wagin (Agricultural)	Year 12	F	5260
Wagin (Agricultural)	Year 12	M	4867
Wanneroo (North Metropolitan)	Did not go to school	F	88
Wanneroo (North Metropolitan)	Did not go to school	M	81
Wanneroo (North Metropolitan)	Year 8	F	472
Wanneroo (North Metropolitan)	Year 8	M	392
Wanneroo (North Metropolitan)	Year 9	F	705
Wanneroo (North Metropolitan)	Year 9	M	845
Wanneroo (North Metropolitan)	Year 10	F	3775
Wanneroo (North Metropolitan)	Year 10	M	4131
Wanneroo (North Metropolitan)	Year 11	F	2096
Wanneroo (North Metropolitan)	Year 11	M	2087
Wanneroo (North Metropolitan)	Year 12	F	10179
Wanneroo (North Metropolitan)	Year 12	M	8840
Warnbro (South Metropolitan)	Did not go to school	F	50
Warnbro (South Metropolitan)	Did not go to school	M	35
Warnbro (South Metropolitan)	Year 8	F	437
Warnbro (South Metropolitan)	Year 8	M	440
Warnbro (South Metropolitan)	Year 9	F	955
Warnbro (South Metropolitan)	Year 9	M	1125
Warnbro (South Metropolitan)	Year 10	F	5554
Warnbro (South Metropolitan)	Year 10	M	5894
Warnbro (South Metropolitan)	Year 11	F	3091
Warnbro (South Metropolitan)	Year 11	M	3148
Warnbro (South Metropolitan)	Year 12	F	11403
Warnbro (South Metropolitan)	Year 12	M	9855
Warren-Blackwood (South West)	Did not go to school	F	52
Warren-Blackwood (South West)	Did not go to school	M	65
Warren-Blackwood (South West)	Year 8	F	474
Warren-Blackwood (South West)	Year 8	M	602
Warren-Blackwood (South West)	Year 9	F	762
Warren-Blackwood (South West)	Year 9	M	1022
Warren-Blackwood (South West)	Year 10	F	3987
Warren-Blackwood (South West)	Year 10	M	4565
Warren-Blackwood (South West)	Year 11	F	1798
Warren-Blackwood (South West)	Year 11	M	1660
Warren-Blackwood (South West)	Year 12	F	7515
Warren-Blackwood (South West)	Year 12	M	6301
West Swan (East Metropolitan)	Did not go to school	F	281
West Swan (East Metropolitan)	Did not go to school	M	222
West Swan (East Metropolitan)	Year 8	F	699
West Swan (East Metropolitan)	Year 8	M	621
West Swan (East Metropolitan)	Year 9	F	955
West Swan (East Metropolitan)	Year 9	M	981
West Swan (East Metropolitan)	Year 10	F	4452
West Swan (East Metropolitan)	Year 10	M	4789
West Swan (East Metropolitan)	Year 11	F	2417
West Swan (East Metropolitan)	Year 11	M	2563
West Swan (East Metropolitan)	Year 12	F	12072
West Swan (East Metropolitan)	Year 12	M	10845
Willagee (South Metropolitan)	Did not go to school	F	120
Willagee (South Metropolitan)	Did not go to school	M	100
Willagee (South Metropolitan)	Year 8	F	847
Willagee (South Metropolitan)	Year 8	M	724
Willagee (South Metropolitan)	Year 9	F	792
Willagee (South Metropolitan)	Year 9	M	740
Willagee (South Metropolitan)	Year 10	F	3050
Willagee (South Metropolitan)	Year 10	M	2953
Willagee (South Metropolitan)	Year 11	F	1271
Willagee (South Metropolitan)	Year 11	M	1286
Willagee (South Metropolitan)	Year 12	F	8322
Willagee (South Metropolitan)	Year 12	M	7496
No usual address (WA)	Did not go to school	F	12
No usual address (WA)	Did not go to school	M	25
No usual address (WA)	Year 8	F	46
No usual address (WA)	Year 8	M	100
No usual address (WA)	Year 9	F	85
No usual address (WA)	Year 9	M	179
No usual address (WA)	Year 10	F	434
No usual address (WA)	Year 10	M	715
No usual address (WA)	Year 11	F	183
No usual address (WA)	Year 11	M	312
No usual address (WA)	Year 12	F	875
No usual address (WA)	Year 12	M	1035
Migratory - Offshore - Shipping (WA)	Year 8	M	8
Migratory - Offshore - Shipping (WA)	Year 9	M	13
Migratory - Offshore - Shipping (WA)	Year 10	F	5
Migratory - Offshore - Shipping (WA)	Year 10	M	84
Migratory - Offshore - Shipping (WA)	Year 11	M	45
Migratory - Offshore - Shipping (WA)	Year 12	F	14
Migratory - Offshore - Shipping (WA)	Year 12	M	199
Bass (Apsley)	Did not go to school	F	5
Bass (Apsley)	Did not go to school	M	21
Bass (Apsley)	Year 8	F	200
Bass (Apsley)	Year 8	M	293
Bass (Apsley)	Year 9	F	402
Bass (Apsley)	Year 9	M	508
Bass (Apsley)	Year 10	F	1423
Bass (Apsley)	Year 10	M	1758
Bass (Apsley)	Year 11	F	382
Bass (Apsley)	Year 11	M	290
Bass (Apsley)	Year 12	F	1314
Bass (Apsley)	Year 12	M	955
Bass (Launceston)	Did not go to school	F	92
Bass (Launceston)	Did not go to school	M	72
Bass (Launceston)	Year 8	F	792
Bass (Launceston)	Year 8	M	580
Bass (Launceston)	Year 9	F	1042
Bass (Launceston)	Year 9	M	939
Bass (Launceston)	Year 10	F	4138
Bass (Launceston)	Year 10	M	3945
Bass (Launceston)	Year 11	F	1229
Bass (Launceston)	Year 11	M	1087
Bass (Launceston)	Year 12	F	5894
Bass (Launceston)	Year 12	M	5017
Bass (Rosevears)	Did not go to school	F	36
Bass (Rosevears)	Did not go to school	M	29
Bass (Rosevears)	Year 8	F	340
Bass (Rosevears)	Year 8	M	345
Bass (Rosevears)	Year 9	F	647
Bass (Rosevears)	Year 9	M	645
Bass (Rosevears)	Year 10	F	2845
Bass (Rosevears)	Year 10	M	2870
Bass (Rosevears)	Year 11	F	989
Bass (Rosevears)	Year 11	M	843
Bass (Rosevears)	Year 12	F	4526
Bass (Rosevears)	Year 12	M	3882
Bass (Windermere)	Did not go to school	F	177
Bass (Windermere)	Did not go to school	M	148
Bass (Windermere)	Year 8	F	864
Bass (Windermere)	Year 8	M	859
Bass (Windermere)	Year 9	F	1233
Bass (Windermere)	Year 9	M	1255
Bass (Windermere)	Year 10	F	4496
Bass (Windermere)	Year 10	M	4595
Bass (Windermere)	Year 11	F	1253
Bass (Windermere)	Year 11	M	1134
Bass (Windermere)	Year 12	F	4960
Bass (Windermere)	Year 12	M	4359
Braddon (Mersey)	Did not go to school	F	42
