SED_NAME16	OnlyEnglishSpokenHome	Sex	persons
Bundaberg	0	F	1231
Bundaberg	0	M	1075
Bundaberg	1	F	19834
Bundaberg	1	M	18390
Bundamba	0	F	8402
Bundamba	0	M	7733
Bundamba	1	F	29229
Bundamba	1	M	29000
Burdekin	0	F	1578
Burdekin	0	M	1390
Burdekin	1	F	19300
Burdekin	1	M	20735
Burleigh	0	F	2480
Burleigh	0	M	1874
Burleigh	1	F	22561
Burleigh	1	M	21116
Burnett	0	F	962
Burnett	0	M	775
Burnett	1	F	21574
Burnett	1	M	21897
Cairns	0	F	6242
Cairns	0	M	5225
Cairns	1	F	20725
Cairns	1	M	20935
Callide	0	F	811
Callide	0	M	915
Callide	1	F	19677
Callide	1	M	20485
Caloundra	0	F	1250
Caloundra	0	M	965
Caloundra	1	F	23762
Caloundra	1	M	22231
Capalaba	0	F	1914
Capalaba	0	M	1614
Capalaba	1	F	21176
Capalaba	1	M	20912
Chatsworth	0	F	4717
Chatsworth	0	M	4012
Chatsworth	1	F	20544
Chatsworth	1	M	19864
Clayfield	0	F	4018
Clayfield	0	M	3623
Clayfield	1	F	20893
Clayfield	1	M	20082
Cleveland	0	F	2010
Cleveland	0	M	1633
Cleveland	1	F	22654
Cleveland	1	M	21561
Condamine	0	F	1502
Condamine	0	M	1689
Condamine	1	F	25218
Condamine	1	M	25156
Cook	0	F	7252
Cook	0	M	6942
Cook	1	F	15408
Cook	1	M	16391
Coomera	0	F	3621
Coomera	0	M	3104
Coomera	1	F	31801
Coomera	1	M	30543
Currumbin	0	F	1485
Currumbin	0	M	1210
Currumbin	1	F	21701
Currumbin	1	M	20797
Dalrymple	0	F	1069
Dalrymple	0	M	921
Dalrymple	1	F	20450
Dalrymple	1	M	20564
Everton	0	F	2061
Everton	0	M	1725
Everton	1	F	20826
Everton	1	M	19905
Ferny Grove	0	F	1514
Ferny Grove	0	M	1298
Ferny Grove	1	F	20838
Ferny Grove	1	M	20456
Gaven	0	F	3103
Gaven	0	M	2706
Gaven	1	F	25104
Gaven	1	M	24311
Gladstone	0	F	1836
Gladstone	0	M	1821
Gladstone	1	F	23463
Gladstone	1	M	24506
Glass House	0	F	1229
Glass House	0	M	982
Glass House	1	F	24518
Glass House	1	M	24154
Greenslopes	0	F	3976
Greenslopes	0	M	3496
Greenslopes	1	F	19154
Greenslopes	1	M	18225
Gregory	0	F	857
Gregory	0	M	815
Gregory	1	F	17124
Gregory	1	M	18182
Gympie	0	F	765
Gympie	0	M	573
Gympie	1	F	22303
Gympie	1	M	21889
Hervey Bay	0	F	1312
Hervey Bay	0	M	976
Hervey Bay	1	F	24392
Hervey Bay	1	M	22479
Hinchinbrook	0	F	1563
Hinchinbrook	0	M	1437
Hinchinbrook	1	F	22396
Hinchinbrook	1	M	23476
Inala	0	F	10274
Inala	0	M	9506
Inala	1	F	15689
Inala	1	M	15719
Indooroopilly	0	F	6557
Indooroopilly	0	M	5794
Indooroopilly	1	F	17842
Indooroopilly	1	M	17323
Ipswich	0	F	1484
Ipswich	0	M	1369
Ipswich	1	F	23495
Ipswich	1	M	22580
Ipswich West	0	F	1029
Ipswich West	0	M	850
Ipswich West	1	F	24925
Ipswich West	1	M	24312
Kallangur	0	F	1959
Kallangur	0	M	1666
Kallangur	1	F	23735
Kallangur	1	M	22974
Kawana	0	F	1619
Kawana	0	M	1290
Kawana	1	F	24899
Kawana	1	M	23040
Keppel	0	F	1443
Keppel	0	M	1492
Keppel	1	F	23962
Keppel	1	M	23705
Lockyer	0	F	1741
Lockyer	0	M	1563
Lockyer	1	F	23835
Lockyer	1	M	23861
Logan	0	F	3524
Logan	0	M	3316
Logan	1	F	20248
Logan	1	M	20336
Lytton	0	F	2169
Lytton	0	M	1828
Lytton	1	F	22072
Lytton	1	M	20933
Mackay	0	F	1779
Mackay	0	M	1562
Mackay	1	F	18392
Mackay	1	M	18224
Mansfield	0	F	7508
Mansfield	0	M	6583
Mansfield	1	F	15649
Mansfield	1	M	15139
Maroochydore	0	F	1790
Maroochydore	0	M	1525
Maroochydore	1	F	23469
Maroochydore	1	M	21950
Maryborough	0	F	665
Maryborough	0	M	471
Maryborough	1	F	22810
Maryborough	1	M	22657
Mermaid Beach	0	F	4618
Mermaid Beach	0	M	3927
Mermaid Beach	1	F	21361
Mermaid Beach	1	M	20176
Mirani	0	F	795
Mirani	0	M	689
Mirani	1	F	22087
Mirani	1	M	23961
Moggill	0	F	3216
Moggill	0	M	2807
Moggill	1	F	20064
Moggill	1	M	19579
Morayfield	0	F	1682
Morayfield	0	M	1376
Morayfield	1	F	25414
Morayfield	1	M	24481
Mount Coot-tha	0	F	3655
Mount Coot-tha	0	M	3134
Mount Coot-tha	1	F	18312
Mount Coot-tha	1	M	17870
Mount Isa	0	F	1107
Mount Isa	0	M	1025
Mount Isa	1	F	12810
Mount Isa	1	M	14017
Mount Ommaney	0	F	5297
Mount Ommaney	0	M	4639
Mount Ommaney	1	F	17515
Mount Ommaney	1	M	17232
Mudgeeraba	0	F	3235
Mudgeeraba	0	M	2688
Mudgeeraba	1	F	24045
Mudgeeraba	1	M	22829
Mulgrave	0	F	2925
Mulgrave	0	M	2462
Mulgrave	1	F	21565
Mulgrave	1	M	21534
Mundingburra	0	F	2756
Mundingburra	0	M	2438
Mundingburra	1	F	18918
Mundingburra	1	M	18118
Murrumba	0	F	4173
Murrumba	0	M	3635
Murrumba	1	F	31508
Murrumba	1	M	29760
Nanango	0	F	808
Nanango	0	M	704
Nanango	1	F	22503
Nanango	1	M	22735
Nicklin	0	F	1221
Nicklin	0	M	936
Nicklin	1	F	23734
Nicklin	1	M	22429
Noosa	0	F	1619
Noosa	0	M	1244
Noosa	1	F	23568
Noosa	1	M	22456
Nudgee	0	F	4929
Nudgee	0	M	4516
Nudgee	1	F	21275
Nudgee	1	M	21020
Pine Rivers	0	F	2359
Pine Rivers	0	M	2015
Pine Rivers	1	F	23635
Pine Rivers	1	M	23341
Pumicestone	0	F	1611
Pumicestone	0	M	1226
Pumicestone	1	F	24395
Pumicestone	1	M	23291
Redcliffe	0	F	1733
Redcliffe	0	M	1381
Redcliffe	1	F	22249
Redcliffe	1	M	20797
Redlands	0	F	1516
Redlands	0	M	1232
Redlands	1	F	23618
Redlands	1	M	22965
Rockhampton	0	F	1263
Rockhampton	0	M	1216
Rockhampton	1	F	22448
Rockhampton	1	M	21070
Sandgate	0	F	3785
Sandgate	0	M	3352
Sandgate	1	F	20910
Sandgate	1	M	19614
South Brisbane	0	F	7871
South Brisbane	0	M	7383
South Brisbane	1	F	17272
South Brisbane	1	M	18468
Southern Downs	0	F	1081
Southern Downs	0	M	998
Southern Downs	1	F	21896
Southern Downs	1	M	21502
Southport	0	F	6785
Southport	0	M	5843
Southport	1	F	21525
Southport	1	M	20675
Springwood	0	F	3514
Springwood	0	M	3191
Springwood	1	F	20401
Springwood	1	M	20095
Stafford	0	F	3337
Stafford	0	M	2886
Stafford	1	F	19659
Stafford	1	M	18754
Stretton	0	F	16841
Stretton	0	M	15740
Stretton	1	F	12078
Stretton	1	M	12119
Sunnybank	0	F	14145
Sunnybank	0	M	13786
Sunnybank	1	F	11866
Sunnybank	1	M	12018
Surfers Paradise	0	F	6077
Surfers Paradise	0	M	5533
Surfers Paradise	1	F	20067
Surfers Paradise	1	M	20092
Thuringowa	0	F	1487
Thuringowa	0	M	1298
Thuringowa	1	F	23974
Thuringowa	1	M	22834
Toowoomba North	0	F	1222
Toowoomba North	0	M	1067
Toowoomba North	1	F	23242
Toowoomba North	1	M	21495
Toowoomba South	0	F	2642
Toowoomba South	0	M	2580
Toowoomba South	1	F	22574
Toowoomba South	1	M	19888
Townsville	0	F	2037
Townsville	0	M	1802
Townsville	1	F	20772
Townsville	1	M	20825
Warrego	0	F	657
Warrego	0	M	674
Warrego	1	F	17297
Warrego	1	M	18047
Waterford	0	F	4986
Waterford	0	M	4480
Waterford	1	F	25573
Waterford	1	M	24716
Whitsunday	0	F	1696
Whitsunday	0	M	1458
Whitsunday	1	F	25232
Whitsunday	1	M	25775
Woodridge	0	F	9340
Woodridge	0	M	9356
Woodridge	1	F	19946
Woodridge	1	M	19747
Yeerongpilly	0	F	4934
Yeerongpilly	0	M	4651
Yeerongpilly	1	F	19520
Yeerongpilly	1	M	19273
No usual address (Qld)	0	F	657
No usual address (Qld)	0	M	636
No usual address (Qld)	1	F	3934
No usual address (Qld)	1	M	4759
Migratory - Offshore - Shipping (Qld)	0	F	10
Migratory - Offshore - Shipping (Qld)	0	M	7
Migratory - Offshore - Shipping (Qld)	1	F	56
Migratory - Offshore - Shipping (Qld)	1	M	56
Adelaide	0	F	6658
Adelaide	0	M	6312
Adelaide	1	F	12566
Adelaide	1	M	12835
Ashford	0	F	4223
Ashford	0	M	3895
Ashford	1	F	12948
Ashford	1	M	12088
Bragg	0	F	3750
Bragg	0	M	3157
Bragg	1	F	13402
Bragg	1	M	12370
Bright	0	F	1807
Bright	0	M	1556
Bright	1	F	14551
Bright	1	M	13778
Chaffey	0	F	1428
Chaffey	0	M	1463
Chaffey	1	F	14898
Chaffey	1	M	14914
Cheltenham	0	F	6384
Cheltenham	0	M	5901
Cheltenham	1	F	12137
Cheltenham	1	M	11766
Colton	0	F	4007
Colton	0	M	3628
Colton	1	F	12880
Colton	1	M	12370
Croydon	0	F	6815
Croydon	0	M	6466
Croydon	1	F	10221
Croydon	1	M	10328
Davenport	0	F	2121
Davenport	0	M	1806
Davenport	1	F	14694
Davenport	1	M	14462
Dunstan	0	F	4824
Dunstan	0	M	4340
Dunstan	1	F	12433
Dunstan	1	M	11972
Elder	0	F	4402
Elder	0	M	3983
Elder	1	F	13192
Elder	1	M	11906
Enfield	0	F	8304
Enfield	0	M	8695
Enfield	1	F	10098
Enfield	1	M	10168
Finniss	0	F	560
Finniss	0	M	489
Finniss	1	F	15553
Finniss	1	M	14750
Fisher	0	F	1412
Fisher	0	M	1216
Fisher	1	F	15918
Fisher	1	M	15059
Flinders	0	F	578
Flinders	0	M	535
Flinders	1	F	14578
Flinders	1	M	14885
Florey	0	F	3273
Florey	0	M	3079
Florey	1	F	12413
Florey	1	M	11927
Frome	0	F	612
Frome	0	M	515
Frome	1	F	15998
Frome	1	M	15889
Giles	0	F	1997
Giles	0	M	2021
Giles	1	F	13257
Giles	1	M	13998
Goyder (SA)	0	F	406
Goyder (SA)	0	M	449
Goyder (SA)	1	F	14916
Goyder (SA)	1	M	15455
Hammond	0	F	1186
Hammond	0	M	1239
Hammond	1	F	14676
Hammond	1	M	14132
Hartley	0	F	6747
Hartley	0	M	5984
Hartley	1	F	11309
Hartley	1	M	10329
Heysen	0	F	764
Heysen	0	M	665
Heysen	1	F	16287
Heysen	1	M	15659
Kaurna	0	F	938
Kaurna	0	M	836
Kaurna	1	F	17442
Kaurna	1	M	16445
Kavel	0	F	769
Kavel	0	M	665
Kavel	1	F	17156
Kavel	1	M	16368
Lee	0	F	2611
Lee	0	M	2255
Lee	1	F	14339
Lee	1	M	13506
Light	0	F	1012
Light	0	M	915
Light	1	F	17700
Light	1	M	16856
Little Para	0	F	2636
Little Para	0	M	2538
Little Para	1	F	15784
Little Para	1	M	15465
Mackillop	0	F	740
Mackillop	0	M	975
Mackillop	1	F	14137
Mackillop	1	M	14789
Mawson	0	F	1079
Mawson	0	M	916
Mawson	1	F	15625
Mawson	1	M	15059
Mitchell	0	F	2830
Mitchell	0	M	2540
Mitchell	1	F	14707
Mitchell	1	M	14031
Morialta	0	F	4939
Morialta	0	M	4637
Morialta	1	F	12337
Morialta	1	M	12340
Morphett	0	F	1954
Morphett	0	M	1733
Morphett	1	F	13936
Morphett	1	M	12787
Mount Gambier	0	F	945
Mount Gambier	0	M	802
Mount Gambier	1	F	15334
Mount Gambier	1	M	15087
Napier	0	F	2039
Napier	0	M	2002
Napier	1	F	16754
Napier	1	M	16442
Newland	0	F	1546
Newland	0	M	1317
Newland	1	F	14807
Newland	1	M	14647
Playford	0	F	4847
Playford	0	M	4794
Playford	1	F	12282
Playford	1	M	12247
Port Adelaide	0	F	5593
Port Adelaide	0	M	5430
Port Adelaide	1	F	13935
Port Adelaide	1	M	13921
Ramsay	0	F	6121
Ramsay	0	M	5923
Ramsay	1	F	12035
Ramsay	1	M	11973
Reynell	0	F	1346
Reynell	0	M	1188
Reynell	1	F	14965
Reynell	1	M	14616
Schubert	0	F	444
Schubert	0	M	352
Schubert	1	F	16070
Schubert	1	M	16197
Stuart (SA)	0	F	506
Stuart (SA)	0	M	499
Stuart (SA)	1	F	14351
Stuart (SA)	1	M	14569
Taylor	0	F	4589
Taylor	0	M	4374
Taylor	1	F	14795
Taylor	1	M	14983
Torrens	0	F	6746
Torrens	0	M	6229
Torrens	1	F	12343
Torrens	1	M	11654
Unley	0	F	3936
Unley	0	M	3385
Unley	1	F	13770
Unley	1	M	12126
Waite	0	F	2850
Waite	0	M	2529
Waite	1	F	14318
Waite	1	M	13381
West Torrens	0	F	6372
West Torrens	0	M	6126
West Torrens	1	F	11101
West Torrens	1	M	10662
Wright	0	F	1971
Wright	0	M	1825
Wright	1	F	15169
Wright	1	M	14298
No usual address (SA)	0	F	150
No usual address (SA)	0	M	196
No usual address (SA)	1	F	769
No usual address (SA)	1	M	1167
Migratory - Offshore - Shipping (SA)	0	M	4
Migratory - Offshore - Shipping (SA)	1	M	4
Albany (South West)	0	F	1186
Albany (South West)	0	M	1005
Albany (South West)	1	F	16265
Albany (South West)	1	M	15526
Alfred Cove (South Metropolitan)	0	F	3087
Alfred Cove (South Metropolitan)	0	M	2568
Alfred Cove (South Metropolitan)	1	F	14276
Alfred Cove (South Metropolitan)	1	M	13322
Armadale (East Metropolitan)	0	F	3790
Armadale (East Metropolitan)	0	M	3576
Armadale (East Metropolitan)	1	F	17413
Armadale (East Metropolitan)	1	M	17165
Balcatta (North Metropolitan)	0	F	6674
Balcatta (North Metropolitan)	0	M	6157
Balcatta (North Metropolitan)	1	F	12241
Balcatta (North Metropolitan)	1	M	11674
Bassendean (East Metropolitan)	0	F	4642
Bassendean (East Metropolitan)	0	M	4332
Bassendean (East Metropolitan)	1	F	13235
Bassendean (East Metropolitan)	1	M	13313
Bateman (South Metropolitan)	0	F	5097
Bateman (South Metropolitan)	0	M	4543
Bateman (South Metropolitan)	1	F	11978
Bateman (South Metropolitan)	1	M	11614
Belmont (East Metropolitan)	0	F	5882
Belmont (East Metropolitan)	0	M	6125
Belmont (East Metropolitan)	1	F	12764
Belmont (East Metropolitan)	1	M	13113
Bunbury (South West)	0	F	1660
Bunbury (South West)	0	M	1490
Bunbury (South West)	1	F	15449
Bunbury (South West)	1	M	14458
Butler (North Metropolitan)	0	F	5448
Butler (North Metropolitan)	0	M	4855
Butler (North Metropolitan)	1	F	30526
Butler (North Metropolitan)	1	M	29738
Cannington (South Metropolitan)	0	F	9993
Cannington (South Metropolitan)	0	M	10605
Cannington (South Metropolitan)	1	F	11670
Cannington (South Metropolitan)	1	M	11958
Carine (North Metropolitan)	0	F	2059
Carine (North Metropolitan)	0	M	1674
Carine (North Metropolitan)	1	F	14920
Carine (North Metropolitan)	1	M	14681
Central Wheatbelt (Agricultural)	0	F	685
Central Wheatbelt (Agricultural)	0	M	754
Central Wheatbelt (Agricultural)	1	F	14334
Central Wheatbelt (Agricultural)	1	M	14882
Churchlands (North Metropolitan)	0	F	4173
Churchlands (North Metropolitan)	0	M	3644
Churchlands (North Metropolitan)	1	F	15855
Churchlands (North Metropolitan)	1	M	15758
Cockburn (South Metropolitan)	0	F	5817
Cockburn (South Metropolitan)	0	M	5390
Cockburn (South Metropolitan)	1	F	17277
Cockburn (South Metropolitan)	1	M	17002
Collie-Preston (South West)	0	F	1261
Collie-Preston (South West)	0	M	1109
Collie-Preston (South West)	1	F	17725
Collie-Preston (South West)	1	M	17322
Cottesloe (North Metropolitan)	0	F	2182
Cottesloe (North Metropolitan)	0	M	1862
Cottesloe (North Metropolitan)	1	F	15966
Cottesloe (North Metropolitan)	1	M	14792
Darling Range (East Metropolitan)	0	F	5182
Darling Range (East Metropolitan)	0	M	4917
Darling Range (East Metropolitan)	1	F	24175
Darling Range (East Metropolitan)	1	M	24308
Dawesville (South West)	0	F	1307
Dawesville (South West)	0	M	1037
Dawesville (South West)	1	F	18324
Dawesville (South West)	1	M	17492
Eyre (Mining and Pastoral)	0	F	2203
Eyre (Mining and Pastoral)	0	M	2159
Eyre (Mining and Pastoral)	1	F	20172
Eyre (Mining and Pastoral)	1	M	21769
Forrestfield (East Metropolitan)	0	F	3971
Forrestfield (East Metropolitan)	0	M	3811
Forrestfield (East Metropolitan)	1	F	16291
Forrestfield (East Metropolitan)	1	M	16412
Fremantle (South Metropolitan)	0	F	3092
Fremantle (South Metropolitan)	0	M	2539
Fremantle (South Metropolitan)	1	F	16279
Fremantle (South Metropolitan)	1	M	15316
Geraldton (Agricultural)	0	F	1510
Geraldton (Agricultural)	0	M	1306
Geraldton (Agricultural)	1	F	16211
Geraldton (Agricultural)	1	M	15737
Girrawheen (North Metropolitan)	0	F	8226
Girrawheen (North Metropolitan)	0	M	7930
Girrawheen (North Metropolitan)	1	F	15032
Girrawheen (North Metropolitan)	1	M	14887
Gosnells (East Metropolitan)	0	F	5280
Gosnells (East Metropolitan)	0	M	5156
Gosnells (East Metropolitan)	1	F	14513
Gosnells (East Metropolitan)	1	M	14358
Hillarys (North Metropolitan)	0	F	1788
Hillarys (North Metropolitan)	0	M	1515
Hillarys (North Metropolitan)	1	F	14699
Hillarys (North Metropolitan)	1	M	14497
Jandakot (South Metropolitan)	0	F	3991
Jandakot (South Metropolitan)	0	M	3792
Jandakot (South Metropolitan)	1	F	15530
Jandakot (South Metropolitan)	1	M	15445
Joondalup (North Metropolitan)	0	F	2517
Joondalup (North Metropolitan)	0	M	2272
Joondalup (North Metropolitan)	1	F	15023
Joondalup (North Metropolitan)	1	M	15089
Kalamunda (East Metropolitan)	0	F	2763
Kalamunda (East Metropolitan)	0	M	2752
Kalamunda (East Metropolitan)	1	F	14577
Kalamunda (East Metropolitan)	1	M	14485
Kalgoorlie (Mining and Pastoral)	0	F	905
Kalgoorlie (Mining and Pastoral)	0	M	906
Kalgoorlie (Mining and Pastoral)	1	F	746
Kalgoorlie (Mining and Pastoral)	1	M	1347
Kimberley (Mining and Pastoral)	0	F	3577
Kimberley (Mining and Pastoral)	0	M	3336
Kimberley (Mining and Pastoral)	1	F	11461
Kimberley (Mining and Pastoral)	1	M	11442
Kingsley (North Metropolitan)	0	F	1824
Kingsley (North Metropolitan)	0	M	1584
Kingsley (North Metropolitan)	1	F	14850
Kingsley (North Metropolitan)	1	M	14542
Kwinana (South Metropolitan)	0	F	5214
Kwinana (South Metropolitan)	0	M	4939
Kwinana (South Metropolitan)	1	F	24791
Kwinana (South Metropolitan)	1	M	24438
Mandurah (South West)	0	F	1725
Mandurah (South West)	0	M	1442
Mandurah (South West)	1	F	18637
Mandurah (South West)	1	M	17424
Maylands (East Metropolitan)	0	F	4979
Maylands (East Metropolitan)	0	M	4708
Maylands (East Metropolitan)	1	F	14373
Maylands (East Metropolitan)	1	M	14301
Midland (East Metropolitan)	0	F	2592
Midland (East Metropolitan)	0	M	2362
Midland (East Metropolitan)	1	F	16122
Midland (East Metropolitan)	1	M	16185
Mirrabooka (East Metropolitan)	0	F	9748
Mirrabooka (East Metropolitan)	0	M	10002
Mirrabooka (East Metropolitan)	1	F	11116
Mirrabooka (East Metropolitan)	1	M	11331
Moore (Agricultural)	0	F	767
Moore (Agricultural)	0	M	712
Moore (Agricultural)	1	F	14951
Moore (Agricultural)	1	M	16253
Morley (East Metropolitan)	0	F	7171
Morley (East Metropolitan)	0	M	6790
Morley (East Metropolitan)	1	F	11218
Morley (East Metropolitan)	1	M	11278
Mount Lawley (East Metropolitan)	0	F	5026
Mount Lawley (East Metropolitan)	0	M	4655
Mount Lawley (East Metropolitan)	1	F	13848
Mount Lawley (East Metropolitan)	1	M	12873
Murray-Wellington (South West)	0	F	1164
Murray-Wellington (South West)	0	M	1108
Murray-Wellington (South West)	1	F	17904
Murray-Wellington (South West)	1	M	17908
Nedlands (North Metropolitan)	0	F	4334
Nedlands (North Metropolitan)	0	M	3836
Nedlands (North Metropolitan)	1	F	14989
Nedlands (North Metropolitan)	1	M	14616
North West Central (Mining and Pastoral)	0	F	998
North West Central (Mining and Pastoral)	0	M	1768
North West Central (Mining and Pastoral)	1	F	7070
North West Central (Mining and Pastoral)	1	M	11684
Ocean Reef (North Metropolitan)	0	F	2498
Ocean Reef (North Metropolitan)	0	M	2193
Ocean Reef (North Metropolitan)	1	F	17950
Ocean Reef (North Metropolitan)	1	M	17926
Perth (North Metropolitan)	0	F	7744
Perth (North Metropolitan)	0	M	7032
Perth (North Metropolitan)	1	F	15437
Perth (North Metropolitan)	1	M	16887
Pilbara (Mining and Pastoral)	0	F	3223
Pilbara (Mining and Pastoral)	0	M	3542
Pilbara (Mining and Pastoral)	1	F	14049
Pilbara (Mining and Pastoral)	1	M	18692
Riverton (South Metropolitan)	0	F	7057
Riverton (South Metropolitan)	0	M	6487
Riverton (South Metropolitan)	1	F	11569
Riverton (South Metropolitan)	1	M	11472
Rockingham (South Metropolitan)	0	F	1537
Rockingham (South Metropolitan)	0	M	1339
Rockingham (South Metropolitan)	1	F	15928
Rockingham (South Metropolitan)	1	M	15881
Scarborough (North Metropolitan)	0	F	2993
Scarborough (North Metropolitan)	0	M	2514
Scarborough (North Metropolitan)	1	F	16544
Scarborough (North Metropolitan)	1	M	15492
South Perth (South Metropolitan)	0	F	4536
South Perth (South Metropolitan)	0	M	4135
South Perth (South Metropolitan)	1	F	14036
South Perth (South Metropolitan)	1	M	13613
Southern River (South Metropolitan)	0	F	9152
Southern River (South Metropolitan)	0	M	8617
Southern River (South Metropolitan)	1	F	15656
Southern River (South Metropolitan)	1	M	15878
Swan Hills (East Metropolitan)	0	F	2114
Swan Hills (East Metropolitan)	0	M	1886
Swan Hills (East Metropolitan)	1	F	19832
Swan Hills (East Metropolitan)	1	M	19833
Vasse (South West)	0	F	1023
Vasse (South West)	0	M	812
Vasse (South West)	1	F	17854
Vasse (South West)	1	M	17162
Victoria Park (South Metropolitan)	0	F	7312
Victoria Park (South Metropolitan)	0	M	7468
Victoria Park (South Metropolitan)	1	F	14222
Victoria Park (South Metropolitan)	1	M	14632
Wagin (Agricultural)	0	F	946
Wagin (Agricultural)	0	M	990
Wagin (Agricultural)	1	F	13576
Wagin (Agricultural)	1	M	14236
Wanneroo (North Metropolitan)	0	F	3460
Wanneroo (North Metropolitan)	0	M	3110
Wanneroo (North Metropolitan)	1	F	19097
Wanneroo (North Metropolitan)	1	M	18577
Warnbro (South Metropolitan)	0	F	2254
Warnbro (South Metropolitan)	0	M	1808
Warnbro (South Metropolitan)	1	F	26890
Warnbro (South Metropolitan)	1	M	26438
Warren-Blackwood (South West)	0	F	1098
Warren-Blackwood (South West)	0	M	960
Warren-Blackwood (South West)	1	F	17227
Warren-Blackwood (South West)	1	M	17204
West Swan (East Metropolitan)	0	F	7967
West Swan (East Metropolitan)	0	M	7601
West Swan (East Metropolitan)	1	F	19634
West Swan (East Metropolitan)	1	M	19429
Willagee (South Metropolitan)	0	F	3551
Willagee (South Metropolitan)	0	M	3214
Willagee (South Metropolitan)	1	F	14144
Willagee (South Metropolitan)	1	M	13389
No usual address (WA)	0	F	281
No usual address (WA)	0	M	305
No usual address (WA)	1	F	1559
No usual address (WA)	1	M	2258
Migratory - Offshore - Shipping (WA)	0	F	3
Migratory - Offshore - Shipping (WA)	0	M	51
Migratory - Offshore - Shipping (WA)	1	F	14
Migratory - Offshore - Shipping (WA)	1	M	288
Bass (Apsley)	0	F	105
Bass (Apsley)	0	M	101
Bass (Apsley)	1	F	4518
Bass (Apsley)	1	M	4689
Bass (Launceston)	0	F	891
Bass (Launceston)	0	M	786
Bass (Launceston)	1	F	15245
Bass (Launceston)	1	M	13818
Bass (Rosevears)	0	F	605
Bass (Rosevears)	0	M	545
Bass (Rosevears)	1	F	11011
Bass (Rosevears)	1	M	10393
Bass (Windermere)	0	F	1350
Bass (Windermere)	0	M	1463
Bass (Windermere)	1	F	14901
Bass (Windermere)	1	M	14151
Braddon (Mersey)	0	F	528
Braddon (Mersey)	0	M	402
Braddon (Mersey)	1	F	15470
Braddon (Mersey)	1	M	14183
Braddon (Montgomery)	0	F	357
Braddon (Montgomery)	0	M	281
Braddon (Montgomery)	1	F	14987
Braddon (Montgomery)	1	M	14062
Braddon (Murchison)	0	F	415
Braddon (Murchison)	0	M	371
Braddon (Murchison)	1	F	14958
Braddon (Murchison)	1	M	14889
Braddon (Western Tiers)	1	F	95
Braddon (Western Tiers)	1	M	106
Denison (Derwent)	0	F	191
Denison (Derwent)	0	M	143
Denison (Derwent)	1	F	4506
Denison (Derwent)	1	M	4313
Denison (Elwick)	0	F	2107
Denison (Elwick)	0	M	1916
Denison (Elwick)	1	F	15309
Denison (Elwick)	1	M	14329
Denison (Hobart)	0	F	2083
Denison (Hobart)	0	M	1901
Denison (Hobart)	1	F	14125
Denison (Hobart)	1	M	13285
Denison (Huon)	0	M	5
Denison (Huon)	1	F	192
Denison (Huon)	1	M	192
Denison (Nelson)	0	F	2061
Denison (Nelson)	0	M	1908
Denison (Nelson)	1	F	8863
Denison (Nelson)	1	M	8528
Franklin (Derwent)	0	F	80
Franklin (Derwent)	0	M	71
Franklin (Derwent)	1	F	1775
Franklin (Derwent)	1	M	1719
Franklin (Huon)	0	F	763
Franklin (Huon)	0	M	631
Franklin (Huon)	1	F	16152
Franklin (Huon)	1	M	15788
Franklin (Nelson)	0	F	545
Franklin (Nelson)	0	M	426
Franklin (Nelson)	1	F	4974
Franklin (Nelson)	1	M	4478
Franklin (Pembroke)	0	F	894
Franklin (Pembroke)	0	M	774
Franklin (Pembroke)	1	F	16079
Franklin (Pembroke)	1	M	14549
Franklin (Rumney)	0	F	305
Franklin (Rumney)	0	M	258
Franklin (Rumney)	1	F	9554
Franklin (Rumney)	1	M	9248
Lyons (Apsley)	0	F	213
Lyons (Apsley)	0	M	153
Lyons (Apsley)	1	F	8977
Lyons (Apsley)	1	M	9342
Lyons (Derwent)	0	F	202
Lyons (Derwent)	0	M	154
Lyons (Derwent)	1	F	11292
Lyons (Derwent)	1	M	11154
Lyons (Rosevears)	0	F	120
Lyons (Rosevears)	0	M	103
Lyons (Rosevears)	1	F	4458
Lyons (Rosevears)	1	M	4405
Lyons (Rumney)	0	F	197
Lyons (Rumney)	0	M	137
Lyons (Rumney)	1	F	7667
Lyons (Rumney)	1	M	7678
Lyons (Western Tiers)	0	F	353
Lyons (Western Tiers)	0	M	300
Lyons (Western Tiers)	1	F	14646
Lyons (Western Tiers)	1	M	14632
No usual address (Tas.)	0	F	31
No usual address (Tas.)	0	M	31
No usual address (Tas.)	1	F	300
No usual address (Tas.)	1	M	378
Migratory - Offshore - Shipping (Tas.)	0	M	9
Migratory - Offshore - Shipping (Tas.)	1	F	18
Migratory - Offshore - Shipping (Tas.)	1	M	37
Arafura	0	F	2994
Arafura	0	M	2982
Arafura	1	F	299
Arafura	1	M	317
Araluen	0	F	1225
Araluen	0	M	1115
Araluen	1	F	3866
Araluen	1	M	3786
Arnhem	0	F	2888
Arnhem	0	M	2786
Arnhem	1	F	838
Arnhem	1	M	1024
Barkly	0	F	1773
Barkly	0	M	1728
Barkly	1	F	1895
Barkly	1	M	2175
Blain	0	F	761
Blain	0	M	630
Blain	1	F	3515
Blain	1	M	3674
Braitling	0	F	913
Braitling	0	M	831
Braitling	1	F	3882
Braitling	1	M	3740
Brennan	0	F	578
Brennan	0	M	517
Brennan	1	F	3296
Brennan	1	M	3407
Casuarina	0	F	1459
Casuarina	0	M	1472
Casuarina	1	F	2743
