SED_NAME16	Age	persons
Altona (Western Metropolitan)	0-4	8276
Altona (Western Metropolitan)	5-14	12955
Altona (Western Metropolitan)	15-19	4879
Altona (Western Metropolitan)	20-24	5130
Altona (Western Metropolitan)	25-34	15499
Altona (Western Metropolitan)	35-44	16521
Altona (Western Metropolitan)	45-54	11915
Altona (Western Metropolitan)	55-64	8115
Altona (Western Metropolitan)	65-74	5048
Altona (Western Metropolitan)	75-84	2458
Altona (Western Metropolitan)	85+	905
Bass (Eastern Victoria)	0-4	5277
Bass (Eastern Victoria)	5-14	9859
Bass (Eastern Victoria)	15-19	4092
Bass (Eastern Victoria)	20-24	3469
Bass (Eastern Victoria)	25-34	9171
Bass (Eastern Victoria)	35-44	9214
Bass (Eastern Victoria)	45-54	8991
Bass (Eastern Victoria)	55-64	8722
Bass (Eastern Victoria)	65-74	8113
Bass (Eastern Victoria)	75-84	4099
Bass (Eastern Victoria)	85+	1699
Bayswater (Eastern Metropolitan)	0-4	4205
Bayswater (Eastern Metropolitan)	5-14	7013
Bayswater (Eastern Metropolitan)	15-19	3383
Bayswater (Eastern Metropolitan)	20-24	3710
Bayswater (Eastern Metropolitan)	25-34	9252
Bayswater (Eastern Metropolitan)	35-44	8857
Bayswater (Eastern Metropolitan)	45-54	8290
Bayswater (Eastern Metropolitan)	55-64	7231
Bayswater (Eastern Metropolitan)	65-74	5708
Bayswater (Eastern Metropolitan)	75-84	3054
Bayswater (Eastern Metropolitan)	85+	1474
Bellarine (Western Victoria)	0-4	3357
Bellarine (Western Victoria)	5-14	7376
Bellarine (Western Victoria)	15-19	3294
Bellarine (Western Victoria)	20-24	2501
Bellarine (Western Victoria)	25-34	5459
Bellarine (Western Victoria)	35-44	6949
Bellarine (Western Victoria)	45-54	7499
Bellarine (Western Victoria)	55-64	8639
Bellarine (Western Victoria)	65-74	8217
Bellarine (Western Victoria)	75-84	4200
Bellarine (Western Victoria)	85+	1731
Benambra (Northern Victoria)	0-4	3994
Benambra (Northern Victoria)	5-14	8392
Benambra (Northern Victoria)	15-19	4102
Benambra (Northern Victoria)	20-24	3580
Benambra (Northern Victoria)	25-34	7317
Benambra (Northern Victoria)	35-44	7699
Benambra (Northern Victoria)	45-54	8807
Benambra (Northern Victoria)	55-64	8918
Benambra (Northern Victoria)	65-74	6793
Benambra (Northern Victoria)	75-84	3249
Benambra (Northern Victoria)	85+	1369
Bendigo East (Northern Victoria)	0-4	4211
Bendigo East (Northern Victoria)	5-14	8687
Bendigo East (Northern Victoria)	15-19	4403
Bendigo East (Northern Victoria)	20-24	4590
Bendigo East (Northern Victoria)	25-34	7678
Bendigo East (Northern Victoria)	35-44	7595
Bendigo East (Northern Victoria)	45-54	8278
Bendigo East (Northern Victoria)	55-64	8032
Bendigo East (Northern Victoria)	65-74	5934
Bendigo East (Northern Victoria)	75-84	3259
Bendigo East (Northern Victoria)	85+	1570
Bendigo West (Northern Victoria)	0-4	3554
Bendigo West (Northern Victoria)	5-14	6966
Bendigo West (Northern Victoria)	15-19	3375
Bendigo West (Northern Victoria)	20-24	3555
Bendigo West (Northern Victoria)	25-34	7356
Bendigo West (Northern Victoria)	35-44	7194
Bendigo West (Northern Victoria)	45-54	7873
Bendigo West (Northern Victoria)	55-64	8241
Bendigo West (Northern Victoria)	65-74	6689
Bendigo West (Northern Victoria)	75-84	3709
Bendigo West (Northern Victoria)	85+	1609
Bentleigh (Southern Metropolitan)	0-4	3853
Bentleigh (Southern Metropolitan)	5-14	8399
Bentleigh (Southern Metropolitan)	15-19	3865
Bentleigh (Southern Metropolitan)	20-24	3424
Bentleigh (Southern Metropolitan)	25-34	6687
Bentleigh (Southern Metropolitan)	35-44	9033
Bentleigh (Southern Metropolitan)	45-54	9443
Bentleigh (Southern Metropolitan)	55-64	6788
Bentleigh (Southern Metropolitan)	65-74	4520
Bentleigh (Southern Metropolitan)	75-84	3146
Bentleigh (Southern Metropolitan)	85+	1873
Box Hill (Eastern Metropolitan)	0-4	3555
Box Hill (Eastern Metropolitan)	5-14	7945
Box Hill (Eastern Metropolitan)	15-19	4590
Box Hill (Eastern Metropolitan)	20-24	5502
Box Hill (Eastern Metropolitan)	25-34	9832
Box Hill (Eastern Metropolitan)	35-44	8973
Box Hill (Eastern Metropolitan)	45-54	9528
Box Hill (Eastern Metropolitan)	55-64	7587
Box Hill (Eastern Metropolitan)	65-74	5406
Box Hill (Eastern Metropolitan)	75-84	3901
Box Hill (Eastern Metropolitan)	85+	2527
Brighton (Southern Metropolitan)	0-4	3113
Brighton (Southern Metropolitan)	5-14	7956
Brighton (Southern Metropolitan)	15-19	3637
Brighton (Southern Metropolitan)	20-24	3235
Brighton (Southern Metropolitan)	25-34	7556
Brighton (Southern Metropolitan)	35-44	8780
Brighton (Southern Metropolitan)	45-54	10020
Brighton (Southern Metropolitan)	55-64	7667
Brighton (Southern Metropolitan)	65-74	5527
Brighton (Southern Metropolitan)	75-84	3058
Brighton (Southern Metropolitan)	85+	1952
Broadmeadows (Northern Metropolitan)	0-4	5581
Broadmeadows (Northern Metropolitan)	5-14	10326
Broadmeadows (Northern Metropolitan)	15-19	5133
Broadmeadows (Northern Metropolitan)	20-24	5552
Broadmeadows (Northern Metropolitan)	25-34	11675
Broadmeadows (Northern Metropolitan)	35-44	9122
Broadmeadows (Northern Metropolitan)	45-54	9099
Broadmeadows (Northern Metropolitan)	55-64	6540
Broadmeadows (Northern Metropolitan)	65-74	4647
Broadmeadows (Northern Metropolitan)	75-84	3442
Broadmeadows (Northern Metropolitan)	85+	1242
Brunswick (Northern Metropolitan)	0-4	3554
Brunswick (Northern Metropolitan)	5-14	5477
Brunswick (Northern Metropolitan)	15-19	2635
Brunswick (Northern Metropolitan)	20-24	6846
Brunswick (Northern Metropolitan)	25-34	18752
Brunswick (Northern Metropolitan)	35-44	11601
Brunswick (Northern Metropolitan)	45-54	7985
Brunswick (Northern Metropolitan)	55-64	5849
Brunswick (Northern Metropolitan)	65-74	3872
Brunswick (Northern Metropolitan)	75-84	2999
Brunswick (Northern Metropolitan)	85+	1473
Bulleen (Eastern Metropolitan)	0-4	2908
Bulleen (Eastern Metropolitan)	5-14	6355
Bulleen (Eastern Metropolitan)	15-19	3596
Bulleen (Eastern Metropolitan)	20-24	3790
Bulleen (Eastern Metropolitan)	25-34	7423
Bulleen (Eastern Metropolitan)	35-44	7342
Bulleen (Eastern Metropolitan)	45-54	8501
Bulleen (Eastern Metropolitan)	55-64	7405
Bulleen (Eastern Metropolitan)	65-74	6788
Bulleen (Eastern Metropolitan)	75-84	5378
Bulleen (Eastern Metropolitan)	85+	2171
Bundoora (Northern Metropolitan)	0-4	3617
Bundoora (Northern Metropolitan)	5-14	6653
Bundoora (Northern Metropolitan)	15-19	3903
Bundoora (Northern Metropolitan)	20-24	6025
Bundoora (Northern Metropolitan)	25-34	9738
Bundoora (Northern Metropolitan)	35-44	8268
Bundoora (Northern Metropolitan)	45-54	7541
Bundoora (Northern Metropolitan)	55-64	6451
Bundoora (Northern Metropolitan)	65-74	5237
Bundoora (Northern Metropolitan)	75-84	3127
Bundoora (Northern Metropolitan)	85+	1204
Buninyong (Western Victoria)	0-4	3674
Buninyong (Western Victoria)	5-14	7773
Buninyong (Western Victoria)	15-19	3799
Buninyong (Western Victoria)	20-24	4325
Buninyong (Western Victoria)	25-34	6705
Buninyong (Western Victoria)	35-44	7417
Buninyong (Western Victoria)	45-54	8107
Buninyong (Western Victoria)	55-64	7715
Buninyong (Western Victoria)	65-74	5969
Buninyong (Western Victoria)	75-84	2684
Buninyong (Western Victoria)	85+	1043
Burwood (Southern Metropolitan)	0-4	3518
Burwood (Southern Metropolitan)	5-14	8096
Burwood (Southern Metropolitan)	15-19	4642
Burwood (Southern Metropolitan)	20-24	6505
Burwood (Southern Metropolitan)	25-34	9260
Burwood (Southern Metropolitan)	35-44	8405
Burwood (Southern Metropolitan)	45-54	9136
Burwood (Southern Metropolitan)	55-64	7096
Burwood (Southern Metropolitan)	65-74	4891
Burwood (Southern Metropolitan)	75-84	3109
Burwood (Southern Metropolitan)	85+	2020
Carrum (South-Eastern Metropolitan)	0-4	4767
Carrum (South-Eastern Metropolitan)	5-14	8027
Carrum (South-Eastern Metropolitan)	15-19	3712
Carrum (South-Eastern Metropolitan)	20-24	3854
Carrum (South-Eastern Metropolitan)	25-34	9476
Carrum (South-Eastern Metropolitan)	35-44	10327
Carrum (South-Eastern Metropolitan)	45-54	9553
Carrum (South-Eastern Metropolitan)	55-64	8049
Carrum (South-Eastern Metropolitan)	65-74	5706
Carrum (South-Eastern Metropolitan)	75-84	2938
Carrum (South-Eastern Metropolitan)	85+	1300
Caulfield (Southern Metropolitan)	0-4	3943
Caulfield (Southern Metropolitan)	5-14	7251
Caulfield (Southern Metropolitan)	15-19	3156
Caulfield (Southern Metropolitan)	20-24	4833
Caulfield (Southern Metropolitan)	25-34	12726
Caulfield (Southern Metropolitan)	35-44	9169
Caulfield (Southern Metropolitan)	45-54	7791
Caulfield (Southern Metropolitan)	55-64	6812
Caulfield (Southern Metropolitan)	65-74	5156
Caulfield (Southern Metropolitan)	75-84	2739
Caulfield (Southern Metropolitan)	85+	1968
Clarinda (South-Eastern Metropolitan)	0-4	4513
Clarinda (South-Eastern Metropolitan)	5-14	7362
Clarinda (South-Eastern Metropolitan)	15-19	4022
Clarinda (South-Eastern Metropolitan)	20-24	6948
Clarinda (South-Eastern Metropolitan)	25-34	13118
Clarinda (South-Eastern Metropolitan)	35-44	9954
Clarinda (South-Eastern Metropolitan)	45-54	8634
Clarinda (South-Eastern Metropolitan)	55-64	7365
Clarinda (South-Eastern Metropolitan)	65-74	5807
Clarinda (South-Eastern Metropolitan)	75-84	4131
Clarinda (South-Eastern Metropolitan)	85+	2116
Cranbourne (South-Eastern Metropolitan)	0-4	9815
Cranbourne (South-Eastern Metropolitan)	5-14	14802
Cranbourne (South-Eastern Metropolitan)	15-19	5754
Cranbourne (South-Eastern Metropolitan)	20-24	6210
Cranbourne (South-Eastern Metropolitan)	25-34	17906
Cranbourne (South-Eastern Metropolitan)	35-44	15928
Cranbourne (South-Eastern Metropolitan)	45-54	10903
Cranbourne (South-Eastern Metropolitan)	55-64	7648
Cranbourne (South-Eastern Metropolitan)	65-74	4829
Cranbourne (South-Eastern Metropolitan)	75-84	2319
Cranbourne (South-Eastern Metropolitan)	85+	920
Croydon (Eastern Metropolitan)	0-4	3924
Croydon (Eastern Metropolitan)	5-14	6947
Croydon (Eastern Metropolitan)	15-19	3496
Croydon (Eastern Metropolitan)	20-24	3653
Croydon (Eastern Metropolitan)	25-34	8319
Croydon (Eastern Metropolitan)	35-44	7850
Croydon (Eastern Metropolitan)	45-54	7768
Croydon (Eastern Metropolitan)	55-64	6970
Croydon (Eastern Metropolitan)	65-74	5363
Croydon (Eastern Metropolitan)	75-84	3214
Croydon (Eastern Metropolitan)	85+	1545
Dandenong (South-Eastern Metropolitan)	0-4	5449
Dandenong (South-Eastern Metropolitan)	5-14	8682
Dandenong (South-Eastern Metropolitan)	15-19	4233
Dandenong (South-Eastern Metropolitan)	20-24	5772
Dandenong (South-Eastern Metropolitan)	25-34	13514
Dandenong (South-Eastern Metropolitan)	35-44	10655
Dandenong (South-Eastern Metropolitan)	45-54	8357
Dandenong (South-Eastern Metropolitan)	55-64	7816
Dandenong (South-Eastern Metropolitan)	65-74	5631
Dandenong (South-Eastern Metropolitan)	75-84	3440
Dandenong (South-Eastern Metropolitan)	85+	1363
Eildon (Northern Victoria)	0-4	3046
Eildon (Northern Victoria)	5-14	7358
Eildon (Northern Victoria)	15-19	3479
Eildon (Northern Victoria)	20-24	2745
Eildon (Northern Victoria)	25-34	5380
Eildon (Northern Victoria)	35-44	6937
Eildon (Northern Victoria)	45-54	8640
Eildon (Northern Victoria)	55-64	9052
Eildon (Northern Victoria)	65-74	7270
Eildon (Northern Victoria)	75-84	3088
Eildon (Northern Victoria)	85+	1127
Eltham (Eastern Metropolitan)	0-4	3504
Eltham (Eastern Metropolitan)	5-14	7735
Eltham (Eastern Metropolitan)	15-19	3787
Eltham (Eastern Metropolitan)	20-24	3543
Eltham (Eastern Metropolitan)	25-34	6044
Eltham (Eastern Metropolitan)	35-44	8017
Eltham (Eastern Metropolitan)	45-54	8796
Eltham (Eastern Metropolitan)	55-64	8570
Eltham (Eastern Metropolitan)	65-74	5765
Eltham (Eastern Metropolitan)	75-84	2335
Eltham (Eastern Metropolitan)	85+	949
Essendon (Western Metropolitan)	0-4	3822
Essendon (Western Metropolitan)	5-14	7339
Essendon (Western Metropolitan)	15-19	3536
Essendon (Western Metropolitan)	20-24	5157
Essendon (Western Metropolitan)	25-34	12508
Essendon (Western Metropolitan)	35-44	9881
Essendon (Western Metropolitan)	45-54	8918
Essendon (Western Metropolitan)	55-64	7344
Essendon (Western Metropolitan)	65-74	4380
Essendon (Western Metropolitan)	75-84	2659
Essendon (Western Metropolitan)	85+	1457
Euroa (Northern Victoria)	0-4	3354
Euroa (Northern Victoria)	5-14	7443
Euroa (Northern Victoria)	15-19	3944
Euroa (Northern Victoria)	20-24	3191
Euroa (Northern Victoria)	25-34	6054
Euroa (Northern Victoria)	35-44	6885
Euroa (Northern Victoria)	45-54	9026
Euroa (Northern Victoria)	55-64	9996
Euroa (Northern Victoria)	65-74	8296
Euroa (Northern Victoria)	75-84	4307
Euroa (Northern Victoria)	85+	1706
Evelyn (Eastern Victoria)	0-4	3553
Evelyn (Eastern Victoria)	5-14	7416
Evelyn (Eastern Victoria)	15-19	4040
Evelyn (Eastern Victoria)	20-24	3617
Evelyn (Eastern Victoria)	25-34	7499
Evelyn (Eastern Victoria)	35-44	7436
Evelyn (Eastern Victoria)	45-54	8163
Evelyn (Eastern Victoria)	55-64	6920
Evelyn (Eastern Victoria)	65-74	5306
Evelyn (Eastern Victoria)	75-84	2456
Evelyn (Eastern Victoria)	85+	851
Ferntree Gully (Eastern Metropolitan)	0-4	3236
Ferntree Gully (Eastern Metropolitan)	5-14	6302
Ferntree Gully (Eastern Metropolitan)	15-19	3524
Ferntree Gully (Eastern Metropolitan)	20-24	3679
Ferntree Gully (Eastern Metropolitan)	25-34	7553
Ferntree Gully (Eastern Metropolitan)	35-44	7455
Ferntree Gully (Eastern Metropolitan)	45-54	7677
Ferntree Gully (Eastern Metropolitan)	55-64	7883
Ferntree Gully (Eastern Metropolitan)	65-74	5664
Ferntree Gully (Eastern Metropolitan)	75-84	2891
Ferntree Gully (Eastern Metropolitan)	85+	1579
Footscray (Western Metropolitan)	0-4	5281
Footscray (Western Metropolitan)	5-14	7455
Footscray (Western Metropolitan)	15-19	4025
Footscray (Western Metropolitan)	20-24	7689
Footscray (Western Metropolitan)	25-34	18480
Footscray (Western Metropolitan)	35-44	12372
Footscray (Western Metropolitan)	45-54	9275
Footscray (Western Metropolitan)	55-64	7571
Footscray (Western Metropolitan)	65-74	4952
Footscray (Western Metropolitan)	75-84	2971
Footscray (Western Metropolitan)	85+	1342
Forest Hill (Eastern Metropolitan)	0-4	3068
Forest Hill (Eastern Metropolitan)	5-14	7104
Forest Hill (Eastern Metropolitan)	15-19	3705
Forest Hill (Eastern Metropolitan)	20-24	3876
Forest Hill (Eastern Metropolitan)	25-34	6758
Forest Hill (Eastern Metropolitan)	35-44	7895
Forest Hill (Eastern Metropolitan)	45-54	7827
Forest Hill (Eastern Metropolitan)	55-64	6807
Forest Hill (Eastern Metropolitan)	65-74	6316
Forest Hill (Eastern Metropolitan)	75-84	4385
Forest Hill (Eastern Metropolitan)	85+	1865
Frankston (South-Eastern Metropolitan)	0-4	3770
Frankston (South-Eastern Metropolitan)	5-14	6821
Frankston (South-Eastern Metropolitan)	15-19	3491
Frankston (South-Eastern Metropolitan)	20-24	3890
Frankston (South-Eastern Metropolitan)	25-34	8119
Frankston (South-Eastern Metropolitan)	35-44	7833
Frankston (South-Eastern Metropolitan)	45-54	8213
Frankston (South-Eastern Metropolitan)	55-64	7676
Frankston (South-Eastern Metropolitan)	65-74	6131
Frankston (South-Eastern Metropolitan)	75-84	3534
Frankston (South-Eastern Metropolitan)	85+	1696
Geelong (Western Victoria)	0-4	3739
Geelong (Western Victoria)	5-14	6663
Geelong (Western Victoria)	15-19	3454
Geelong (Western Victoria)	20-24	4622
Geelong (Western Victoria)	25-34	9141
Geelong (Western Victoria)	35-44	7894
Geelong (Western Victoria)	45-54	8358
Geelong (Western Victoria)	55-64	7777
Geelong (Western Victoria)	65-74	5708
Geelong (Western Victoria)	75-84	3562
Geelong (Western Victoria)	85+	1966
Gembrook (Eastern Victoria)	0-4	5080
Gembrook (Eastern Victoria)	5-14	9358
Gembrook (Eastern Victoria)	15-19	4802
Gembrook (Eastern Victoria)	20-24	4542
Gembrook (Eastern Victoria)	25-34	9073
Gembrook (Eastern Victoria)	35-44	9237
Gembrook (Eastern Victoria)	45-54	9661
Gembrook (Eastern Victoria)	55-64	7606
Gembrook (Eastern Victoria)	65-74	5175
Gembrook (Eastern Victoria)	75-84	2691
Gembrook (Eastern Victoria)	85+	1104
Gippsland East (Eastern Victoria)	0-4	3069
Gippsland East (Eastern Victoria)	5-14	6743
Gippsland East (Eastern Victoria)	15-19	3174
Gippsland East (Eastern Victoria)	20-24	2527
Gippsland East (Eastern Victoria)	25-34	5299
Gippsland East (Eastern Victoria)	35-44	5839
Gippsland East (Eastern Victoria)	45-54	7590
Gippsland East (Eastern Victoria)	55-64	9409
Gippsland East (Eastern Victoria)	65-74	9200
Gippsland East (Eastern Victoria)	75-84	4653
Gippsland East (Eastern Victoria)	85+	1701
Gippsland South (Eastern Victoria)	0-4	3159
Gippsland South (Eastern Victoria)	5-14	6831
Gippsland South (Eastern Victoria)	15-19	3209
Gippsland South (Eastern Victoria)	20-24	2549
Gippsland South (Eastern Victoria)	25-34	5841
Gippsland South (Eastern Victoria)	35-44	6318
Gippsland South (Eastern Victoria)	45-54	7781
Gippsland South (Eastern Victoria)	55-64	8728
Gippsland South (Eastern Victoria)	65-74	7378
Gippsland South (Eastern Victoria)	75-84	3624
Gippsland South (Eastern Victoria)	85+	1529
Hastings (Eastern Victoria)	0-4	4160
Hastings (Eastern Victoria)	5-14	8693
Hastings (Eastern Victoria)	15-19	4721
Hastings (Eastern Victoria)	20-24	4757
Hastings (Eastern Victoria)	25-34	8505
Hastings (Eastern Victoria)	35-44	8502
Hastings (Eastern Victoria)	45-54	10074
Hastings (Eastern Victoria)	55-64	8828
Hastings (Eastern Victoria)	65-74	6244
Hastings (Eastern Victoria)	75-84	2887
Hastings (Eastern Victoria)	85+	911
Hawthorn (Southern Metropolitan)	0-4	3142
Hawthorn (Southern Metropolitan)	5-14	7277
Hawthorn (Southern Metropolitan)	15-19	4130
Hawthorn (Southern Metropolitan)	20-24	6055
Hawthorn (Southern Metropolitan)	25-34	11886
Hawthorn (Southern Metropolitan)	35-44	8586
Hawthorn (Southern Metropolitan)	45-54	8252
Hawthorn (Southern Metropolitan)	55-64	6654
Hawthorn (Southern Metropolitan)	65-74	5162
Hawthorn (Southern Metropolitan)	75-84	2764
Hawthorn (Southern Metropolitan)	85+	1424
Ivanhoe (Eastern Metropolitan)	0-4	4020
Ivanhoe (Eastern Metropolitan)	5-14	7483
Ivanhoe (Eastern Metropolitan)	15-19	3621
Ivanhoe (Eastern Metropolitan)	20-24	3919
Ivanhoe (Eastern Metropolitan)	25-34	8864
Ivanhoe (Eastern Metropolitan)	35-44	9035
Ivanhoe (Eastern Metropolitan)	45-54	8692
Ivanhoe (Eastern Metropolitan)	55-64	7462
Ivanhoe (Eastern Metropolitan)	65-74	5571
Ivanhoe (Eastern Metropolitan)	75-84	3471
Ivanhoe (Eastern Metropolitan)	85+	2014
Kew (Southern Metropolitan)	0-4	2657
Kew (Southern Metropolitan)	5-14	8261
Kew (Southern Metropolitan)	15-19	5042
Kew (Southern Metropolitan)	20-24	4703
Kew (Southern Metropolitan)	25-34	6873
Kew (Southern Metropolitan)	35-44	7231
Kew (Southern Metropolitan)	45-54	9800
Kew (Southern Metropolitan)	55-64	7731
Kew (Southern Metropolitan)	65-74	5517
Kew (Southern Metropolitan)	75-84	3306
Kew (Southern Metropolitan)	85+	2018
Keysborough (South-Eastern Metropolitan)	0-4	4551
Keysborough (South-Eastern Metropolitan)	5-14	8591
Keysborough (South-Eastern Metropolitan)	15-19	4573
Keysborough (South-Eastern Metropolitan)	20-24	5146
Keysborough (South-Eastern Metropolitan)	25-34	10581
Keysborough (South-Eastern Metropolitan)	35-44	9647
Keysborough (South-Eastern Metropolitan)	45-54	9010
Keysborough (South-Eastern Metropolitan)	55-64	7820
Keysborough (South-Eastern Metropolitan)	65-74	5951
Keysborough (South-Eastern Metropolitan)	75-84	2960
Keysborough (South-Eastern Metropolitan)	85+	1267
Kororoit (Western Metropolitan)	0-4	6893
Kororoit (Western Metropolitan)	5-14	12521
Kororoit (Western Metropolitan)	15-19	5441
Kororoit (Western Metropolitan)	20-24	5514
Kororoit (Western Metropolitan)	25-34	13126
Kororoit (Western Metropolitan)	35-44	14249
Kororoit (Western Metropolitan)	45-54	10469
Kororoit (Western Metropolitan)	55-64	8032
Kororoit (Western Metropolitan)	65-74	5041
Kororoit (Western Metropolitan)	75-84	1909
Kororoit (Western Metropolitan)	85+	539
Lara (Western Victoria)	0-4	4029
Lara (Western Victoria)	5-14	8035
Lara (Western Victoria)	15-19	4506
Lara (Western Victoria)	20-24	4495
Lara (Western Victoria)	25-34	8732
Lara (Western Victoria)	35-44	8286
Lara (Western Victoria)	45-54	8579
Lara (Western Victoria)	55-64	7694
Lara (Western Victoria)	65-74	6003
Lara (Western Victoria)	75-84	3451
Lara (Western Victoria)	85+	1545
Lowan (Western Victoria)	0-4	3044
Lowan (Western Victoria)	5-14	6780
Lowan (Western Victoria)	15-19	3292
Lowan (Western Victoria)	20-24	2678
Lowan (Western Victoria)	25-34	5521
Lowan (Western Victoria)	35-44	5784
Lowan (Western Victoria)	45-54	7678
Lowan (Western Victoria)	55-64	8531
Lowan (Western Victoria)	65-74	6960
Lowan (Western Victoria)	75-84	4179
Lowan (Western Victoria)	85+	2067
Macedon (Northern Victoria)	0-4	3373
Macedon (Northern Victoria)	5-14	7814
Macedon (Northern Victoria)	15-19	3435
Macedon (Northern Victoria)	20-24	2515
Macedon (Northern Victoria)	25-34	4692
Macedon (Northern Victoria)	35-44	7628
Macedon (Northern Victoria)	45-54	9044
Macedon (Northern Victoria)	55-64	8577
Macedon (Northern Victoria)	65-74	6788
Macedon (Northern Victoria)	75-84	2679
Macedon (Northern Victoria)	85+	1118
Malvern (Southern Metropolitan)	0-4	2757
Malvern (Southern Metropolitan)	5-14	6553
Malvern (Southern Metropolitan)	15-19	3320
Malvern (Southern Metropolitan)	20-24	4990
Malvern (Southern Metropolitan)	25-34	9369
Malvern (Southern Metropolitan)	35-44	7460
Malvern (Southern Metropolitan)	45-54	7734
Malvern (Southern Metropolitan)	55-64	6383
Malvern (Southern Metropolitan)	65-74	5304
Malvern (Southern Metropolitan)	75-84	3227
Malvern (Southern Metropolitan)	85+	1697
Melbourne (Northern Metropolitan)	0-4	3799
Melbourne (Northern Metropolitan)	5-14	4128
Melbourne (Northern Metropolitan)	15-19	9601
Melbourne (Northern Metropolitan)	20-24	26519
Melbourne (Northern Metropolitan)	25-34	36440
Melbourne (Northern Metropolitan)	35-44	13124
Melbourne (Northern Metropolitan)	45-54	8150
Melbourne (Northern Metropolitan)	55-64	6394
Melbourne (Northern Metropolitan)	65-74	4340
Melbourne (Northern Metropolitan)	75-84	1848
Melbourne (Northern Metropolitan)	85+	807
Melton (Western Victoria)	0-4	6634
Melton (Western Victoria)	5-14	11476
Melton (Western Victoria)	15-19	4930
Melton (Western Victoria)	20-24	5076
Melton (Western Victoria)	25-34	11961
Melton (Western Victoria)	35-44	11151
Melton (Western Victoria)	45-54	9565
Melton (Western Victoria)	55-64	8582
Melton (Western Victoria)	65-74	6121
Melton (Western Victoria)	75-84	2284
Melton (Western Victoria)	85+	849
Mildura (Northern Victoria)	0-4	3855
Mildura (Northern Victoria)	5-14	8042
Mildura (Northern Victoria)	15-19	4042
Mildura (Northern Victoria)	20-24	3558
Mildura (Northern Victoria)	25-34	7580
Mildura (Northern Victoria)	35-44	7072
Mildura (Northern Victoria)	45-54	8399
Mildura (Northern Victoria)	55-64	8592
Mildura (Northern Victoria)	65-74	6597
Mildura (Northern Victoria)	75-84	3811
Mildura (Northern Victoria)	85+	1752
Mill Park (Northern Metropolitan)	0-4	4885
Mill Park (Northern Metropolitan)	5-14	9181
Mill Park (Northern Metropolitan)	15-19	4533
Mill Park (Northern Metropolitan)	20-24	4969
Mill Park (Northern Metropolitan)	25-34	10607
Mill Park (Northern Metropolitan)	35-44	9984
Mill Park (Northern Metropolitan)	45-54	9767
Mill Park (Northern Metropolitan)	55-64	7473
Mill Park (Northern Metropolitan)	65-74	4189
Mill Park (Northern Metropolitan)	75-84	2110
Mill Park (Northern Metropolitan)	85+	892
Monbulk (Eastern Victoria)	0-4	3432
Monbulk (Eastern Victoria)	5-14	7530
Monbulk (Eastern Victoria)	15-19	3682
Monbulk (Eastern Victoria)	20-24	3370
Monbulk (Eastern Victoria)	25-34	6229
Monbulk (Eastern Victoria)	35-44	7960
Monbulk (Eastern Victoria)	45-54	8598
Monbulk (Eastern Victoria)	55-64	8051
Monbulk (Eastern Victoria)	65-74	5332
Monbulk (Eastern Victoria)	75-84	1999
Monbulk (Eastern Victoria)	85+	880
Mordialloc (South-Eastern Metropolitan)	0-4	3931
Mordialloc (South-Eastern Metropolitan)	5-14	8113
Mordialloc (South-Eastern Metropolitan)	15-19	3538
Mordialloc (South-Eastern Metropolitan)	20-24	3362
Mordialloc (South-Eastern Metropolitan)	25-34	7391
Mordialloc (South-Eastern Metropolitan)	35-44	9705
Mordialloc (South-Eastern Metropolitan)	45-54	9582
Mordialloc (South-Eastern Metropolitan)	55-64	7266
Mordialloc (South-Eastern Metropolitan)	65-74	5127
Mordialloc (South-Eastern Metropolitan)	75-84	3312
Mordialloc (South-Eastern Metropolitan)	85+	1644
Mornington (Eastern Victoria)	0-4	3245
Mornington (Eastern Victoria)	5-14	8524
Mornington (Eastern Victoria)	15-19	3899
Mornington (Eastern Victoria)	20-24	2610
Mornington (Eastern Victoria)	25-34	4399
Mornington (Eastern Victoria)	35-44	7796
Mornington (Eastern Victoria)	45-54	9006
Mornington (Eastern Victoria)	55-64	7637
Mornington (Eastern Victoria)	65-74	7783
Mornington (Eastern Victoria)	75-84	4651
Mornington (Eastern Victoria)	85+	1979
Morwell (Eastern Victoria)	0-4	3912
Morwell (Eastern Victoria)	5-14	7972
Morwell (Eastern Victoria)	15-19	3917
Morwell (Eastern Victoria)	20-24	4174
Morwell (Eastern Victoria)	25-34	8054
Morwell (Eastern Victoria)	35-44	7410
Morwell (Eastern Victoria)	45-54	8553
Morwell (Eastern Victoria)	55-64	8802
Morwell (Eastern Victoria)	65-74	6481
Morwell (Eastern Victoria)	75-84	3596
Morwell (Eastern Victoria)	85+	1546
Mount Waverley (Eastern Metropolitan)	0-4	2763
Mount Waverley (Eastern Metropolitan)	5-14	7700
Mount Waverley (Eastern Metropolitan)	15-19	4545
Mount Waverley (Eastern Metropolitan)	20-24	4572
Mount Waverley (Eastern Metropolitan)	25-34	7150
Mount Waverley (Eastern Metropolitan)	35-44	7926
Mount Waverley (Eastern Metropolitan)	45-54	8949
Mount Waverley (Eastern Metropolitan)	55-64	6818
Mount Waverley (Eastern Metropolitan)	65-74	5354
Mount Waverley (Eastern Metropolitan)	75-84	4505
Mount Waverley (Eastern Metropolitan)	85+	1814
Mulgrave (South-Eastern Metropolitan)	0-4	3565
Mulgrave (South-Eastern Metropolitan)	5-14	6636
