SED_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	persons_in_families
Bathurst	1	1	0	0	16631
Bathurst	1	1	0	1	1129
Bathurst	1	1	1	0	4097
Bathurst	1	1	1	1	784
Baulkham Hills					453
Baulkham Hills	0	0	0	1	2134
Baulkham Hills	0	0	1	0	709
Baulkham Hills	0	0	1	1	404
Baulkham Hills	0	1	0	0	1604
Baulkham Hills	0	1	0	1	196
Baulkham Hills	0	1	1	0	530
Baulkham Hills	0	1	1	1	75
Baulkham Hills	1	0	0	1	8471
Baulkham Hills	1	0	1	0	5141
Baulkham Hills	1	0	1	1	3977
Baulkham Hills	1	1	0	0	25937
Baulkham Hills	1	1	0	1	901
Baulkham Hills	1	1	1	0	5820
Baulkham Hills	1	1	1	1	822
Bega					395
Bega	0	0	0	1	2094
Bega	0	0	1	0	551
Bega	0	0	1	1	278
Bega	0	1	0	0	3291
Bega	0	1	0	1	390
Bega	0	1	1	0	749
Bega	0	1	1	1	130
Bega	1	0	0	1	3637
Bega	1	0	1	0	1340
Bega	1	0	1	1	801
Bega	1	1	0	0	11646
Bega	1	1	0	1	913
Bega	1	1	1	0	2644
Bega	1	1	1	1	528
Blacktown					1048
Blacktown	0	0	0	1	4218
Blacktown	0	0	1	0	791
Blacktown	0	0	1	1	734
Blacktown	0	1	0	0	3964
Blacktown	0	1	0	1	707
Blacktown	0	1	1	0	1137
Blacktown	0	1	1	1	367
Blacktown	1	0	0	1	8053
Blacktown	1	0	1	0	3209
Blacktown	1	0	1	1	3153
Blacktown	1	1	0	0	24944
Blacktown	1	1	0	1	1631
Blacktown	1	1	1	0	5289
Blacktown	1	1	1	1	1291
Blue Mountains					431
Blue Mountains	0	0	0	1	2323
Blue Mountains	0	0	1	0	743
Blue Mountains	0	0	1	1	372
Blue Mountains	0	1	0	0	2911
Blue Mountains	0	1	0	1	352
Blue Mountains	0	1	1	0	750
Blue Mountains	0	1	1	1	135
Blue Mountains	1	0	0	1	5037
Blue Mountains	1	0	1	0	2603
Blue Mountains	1	0	1	1	1712
Blue Mountains	1	1	0	0	17023
Blue Mountains	1	1	0	1	944
Blue Mountains	1	1	1	0	4001
Blue Mountains	1	1	1	1	788
Cabramatta					1061
Cabramatta	0	0	0	1	4888
Cabramatta	0	0	1	0	1375
Cabramatta	0	0	1	1	1008
Cabramatta	0	1	0	0	5084
Cabramatta	0	1	0	1	792
Cabramatta	0	1	1	0	1564
Cabramatta	0	1	1	1	404
Cabramatta	1	0	0	1	10008
Cabramatta	1	0	1	0	3662
Cabramatta	1	0	1	1	4168
Cabramatta	1	1	0	0	16870
Cabramatta	1	1	0	1	1671
Cabramatta	1	1	1	0	5704
Cabramatta	1	1	1	1	1649
Camden					532
Camden	0	0	0	1	2595
Camden	0	0	1	0	642
Camden	0	0	1	1	614
Camden	0	1	0	0	3460
Camden	0	1	0	1	549
Camden	0	1	1	0	908
Camden	0	1	1	1	278
Camden	1	0	0	1	8003
Camden	1	0	1	0	2874
Camden	1	0	1	1	3196
Camden	1	1	0	0	28343
Camden	1	1	0	1	2496
Camden	1	1	1	0	5876
Camden	1	1	1	1	1599
Campbelltown					738
Campbelltown	0	0	0	1	3897
Campbelltown	0	0	1	0	719
Campbelltown	0	0	1	1	716
Campbelltown	0	1	0	0	5764
Campbelltown	0	1	0	1	972
Campbelltown	0	1	1	0	1359
Campbelltown	0	1	1	1	545
Campbelltown	1	0	0	1	7539
Campbelltown	1	0	1	0	2035
Campbelltown	1	0	1	1	2473
Campbelltown	1	1	0	0	17617
Campbelltown	1	1	0	1	2056
Campbelltown	1	1	1	0	4204
Campbelltown	1	1	1	1	1603
Canterbury					1127
Canterbury	0	0	0	1	4080
Canterbury	0	0	1	0	1103
Canterbury	0	0	1	1	658
Canterbury	0	1	0	0	2982
Canterbury	0	1	0	1	373
Canterbury	0	1	1	0	903
Canterbury	0	1	1	1	178
Canterbury	1	0	0	1	8527
Canterbury	1	0	1	0	3617
Canterbury	1	0	1	1	2889
Canterbury	1	1	0	0	22424
Canterbury	1	1	0	1	979
Canterbury	1	1	1	0	4527
Canterbury	1	1	1	1	989
Castle Hill					363
Castle Hill	0	0	0	1	1828
Castle Hill	0	0	1	0	664
Castle Hill	0	0	1	1	536
Castle Hill	0	1	0	0	1810
Castle Hill	0	1	0	1	224
Castle Hill	0	1	1	0	599
Castle Hill	0	1	1	1	152
Castle Hill	1	0	0	1	8536
Castle Hill	1	0	1	0	4948
Castle Hill	1	0	1	1	4285
Castle Hill	1	1	0	0	25922
Castle Hill	1	1	0	1	1350
Castle Hill	1	1	1	0	7358
Castle Hill	1	1	1	1	1321
Cessnock					592
Cessnock	0	0	0	1	2868
Cessnock	0	0	1	0	574
Cessnock	0	0	1	1	348
Cessnock	0	1	0	0	5101
Cessnock	0	1	0	1	647
Cessnock	0	1	1	0	908
Cessnock	0	1	1	1	259
Cessnock	1	0	0	1	5706
Cessnock	1	0	1	0	1510
Cessnock	1	0	1	1	1737
Cessnock	1	1	0	0	18365
Cessnock	1	1	0	1	1670
Cessnock	1	1	1	0	3716
Cessnock	1	1	1	1	1064
Charlestown					513
Charlestown	0	0	0	1	2938
Charlestown	0	0	1	0	772
Charlestown	0	0	1	1	408
Charlestown	0	1	0	0	3329
Charlestown	0	1	0	1	362
Charlestown	0	1	1	0	809
Charlestown	0	1	1	1	218
Charlestown	1	0	0	1	5110
Charlestown	1	0	1	0	2573
Charlestown	1	0	1	1	1852
Charlestown	1	1	0	0	18266
Charlestown	1	1	0	1	1060
Charlestown	1	1	1	0	3820
Charlestown	1	1	1	1	672
Clarence					630
Clarence	0	0	0	1	2656
Clarence	0	0	1	0	583
Clarence	0	0	1	1	388
Clarence	0	1	0	0	4408
Clarence	0	1	0	1	607
Clarence	0	1	1	0	869
Clarence	0	1	1	1	235
Clarence	1	0	0	1	4387
Clarence	1	0	1	0	1519
Clarence	1	0	1	1	1059
Clarence	1	1	0	0	12812
Clarence	1	1	0	1	1326
Clarence	1	1	1	0	3377
Clarence	1	1	1	1	842
Coffs Harbour					433
Coffs Harbour	0	0	0	1	2654
Coffs Harbour	0	0	1	0	678
Coffs Harbour	0	0	1	1	395
Coffs Harbour	0	1	0	0	4164
Coffs Harbour	0	1	0	1	510
Coffs Harbour	0	1	1	0	1089
Coffs Harbour	0	1	1	1	217
Coffs Harbour	1	0	0	1	4284
Coffs Harbour	1	0	1	0	1691
Coffs Harbour	1	0	1	1	1213
Coffs Harbour	1	1	0	0	15317
Coffs Harbour	1	1	0	1	1013
Coffs Harbour	1	1	1	0	3357
Coffs Harbour	1	1	1	1	597
Coogee					932
Coogee	0	0	0	1	1890
Coogee	0	0	1	0	797
Coogee	0	0	1	1	242
Coogee	0	1	0	0	2120
Coogee	0	1	0	1	125
Coogee	0	1	1	0	358
Coogee	0	1	1	1	42
Coogee	1	0	0	1	2998
Coogee	1	0	1	0	2717
Coogee	1	0	1	1	1269
Coogee	1	1	0	0	20967
Coogee	1	1	0	1	293
Coogee	1	1	1	0	3045
Coogee	1	1	1	1	237
Cootamundra					569
Cootamundra	0	0	0	1	2043
Cootamundra	0	0	1	0	478
Cootamundra	0	0	1	1	242
Cootamundra	0	1	0	0	3717
Cootamundra	0	1	0	1	420
Cootamundra	0	1	1	0	780
Cootamundra	0	1	1	1	167
Cootamundra	1	0	0	1	4192
Cootamundra	1	0	1	0	1406
Cootamundra	1	0	1	1	1016
Cootamundra	1	1	0	0	14824
Cootamundra	1	1	0	1	1070
Cootamundra	1	1	1	0	3417
Cootamundra	1	1	1	1	802
Cronulla					520
Cronulla	0	0	0	1	2371
Cronulla	0	0	1	0	623
Cronulla	0	0	1	1	445
Cronulla	0	1	0	0	1928
Cronulla	0	1	0	1	178
Cronulla	0	1	1	0	499
Cronulla	0	1	1	1	86
Cronulla	1	0	0	1	6542
Cronulla	1	0	1	0	3106
Cronulla	1	0	1	1	3125
Cronulla	1	1	0	0	19836
Cronulla	1	1	0	1	767
Cronulla	1	1	1	0	4224
Cronulla	1	1	1	1	888
Davidson					450
Davidson	0	0	0	1	1818
Davidson	0	0	1	0	887
Davidson	0	0	1	1	451
Davidson	0	1	0	0	1506
Davidson	0	1	0	1	116
Davidson	0	1	1	0	601
Davidson	0	1	1	1	79
Davidson	1	0	0	1	5931
Davidson	1	0	1	0	5928
Davidson	1	0	1	1	3662
Davidson	1	1	0	0	25187
Davidson	1	1	0	1	540
Davidson	1	1	1	0	6604
Davidson	1	1	1	1	758
Drummoyne					927
Drummoyne	0	0	0	1	2531
Drummoyne	0	0	1	0	906
Drummoyne	0	0	1	1	362
Drummoyne	0	1	0	0	2077
Drummoyne	0	1	0	1	159
Drummoyne	0	1	1	0	453
Drummoyne	0	1	1	1	35
Drummoyne	1	0	0	1	5828
Drummoyne	1	0	1	0	2940
Drummoyne	1	0	1	1	2259
Drummoyne	1	1	0	0	21602
Drummoyne	1	1	0	1	477
Drummoyne	1	1	1	0	3415
Drummoyne	1	1	1	1	405
Dubbo					656
Dubbo	0	0	0	1	2222
Dubbo	0	0	1	0	567
Dubbo	0	0	1	1	362
Dubbo	0	1	0	0	4938
Dubbo	0	1	0	1	555
Dubbo	0	1	1	0	874
Dubbo	0	1	1	1	213
Dubbo	1	0	0	1	4303
Dubbo	1	0	1	0	1505
Dubbo	1	0	1	1	1202
Dubbo	1	1	0	0	18076
Dubbo	1	1	0	1	1024
Dubbo	1	1	1	0	3565
Dubbo	1	1	1	1	650
East Hills					807
East Hills	0	0	0	1	3570
East Hills	0	0	1	0	779
East Hills	0	0	1	1	672
East Hills	0	1	0	0	2881
East Hills	0	1	0	1	451
East Hills	0	1	1	0	882
East Hills	0	1	1	1	280
East Hills	1	0	0	1	8252
East Hills	1	0	1	0	3276
East Hills	1	0	1	1	3098
East Hills	1	1	0	0	20663
East Hills	1	1	0	1	1426
East Hills	1	1	1	0	5179
East Hills	1	1	1	1	1236
Epping					544
Epping	0	0	0	1	1976
Epping	0	0	1	0	967
Epping	0	0	1	1	527
Epping	0	1	0	0	1633
Epping	0	1	0	1	123
Epping	0	1	1	0	587
Epping	0	1	1	1	72
Epping	1	0	0	1	7755
Epping	1	0	1	0	6729
Epping	1	0	1	1	4256
Epping	1	1	0	0	22495
Epping	1	1	0	1	679
Epping	1	1	1	0	6356
Epping	1	1	1	1	676
Fairfield					1362
Fairfield	0	0	0	1	5277
Fairfield	0	0	1	0	1248
Fairfield	0	0	1	1	995
Fairfield	0	1	0	0	4622
Fairfield	0	1	0	1	777
Fairfield	0	1	1	0	1466
Fairfield	0	1	1	1	620
Fairfield	1	0	0	1	8959
Fairfield	1	0	1	0	3243
Fairfield	1	0	1	1	3902
Fairfield	1	1	0	0	20109
Fairfield	1	1	0	1	2023
Fairfield	1	1	1	0	6044
Fairfield	1	1	1	1	2159
Gosford					677
Gosford	0	0	0	1	3394
Gosford	0	0	1	0	786
Gosford	0	0	1	1	491
Gosford	0	1	0	0	3646
Gosford	0	1	0	1	514
Gosford	0	1	1	0	701
Gosford	0	1	1	1	166
Gosford	1	0	0	1	4996
Gosford	1	0	1	0	1883
Gosford	1	0	1	1	1700
Gosford	1	1	0	0	15631
Gosford	1	1	0	1	927
Gosford	1	1	1	0	3035
Gosford	1	1	1	1	597
Goulburn					486
Goulburn	0	0	0	1	2171
Goulburn	0	0	1	0	587
Goulburn	0	0	1	1	267
Goulburn	0	1	0	0	3207
Goulburn	0	1	0	1	456
Goulburn	0	1	1	0	799
Goulburn	0	1	1	1	169
Goulburn	1	0	0	1	5061
Goulburn	1	0	1	0	1805
Goulburn	1	0	1	1	1384
Goulburn	1	1	0	0	17046
Goulburn	1	1	0	1	1307
Goulburn	1	1	1	0	3817
Goulburn	1	1	1	1	893
Granville					1305
Granville	0	0	0	1	3833
Granville	0	0	1	0	808
Granville	0	0	1	1	714
Granville	0	1	0	0	3463
Granville	0	1	0	1	442
Granville	0	1	1	0	915
Granville	0	1	1	1	360
Granville	1	0	0	1	7343
Granville	1	0	1	0	2831
Granville	1	0	1	1	2982
Granville	1	1	0	0	27154
Granville	1	1	0	1	1431
Granville	1	1	1	0	5356
Granville	1	1	1	1	1778
Hawkesbury					430
Hawkesbury	0	0	0	1	2693
Hawkesbury	0	0	1	0	596
Hawkesbury	0	0	1	1	443
Hawkesbury	0	1	0	0	2894
Hawkesbury	0	1	0	1	427
Hawkesbury	0	1	1	0	810
Hawkesbury	0	1	1	1	167
Hawkesbury	1	0	0	1	7374
Hawkesbury	1	0	1	0	2339
Hawkesbury	1	0	1	1	2571
Hawkesbury	1	1	0	0	18503
Hawkesbury	1	1	0	1	1924
Hawkesbury	1	1	1	0	4434
Hawkesbury	1	1	1	1	1426
Heathcote					489
Heathcote	0	0	0	1	2522
Heathcote	0	0	1	0	709
Heathcote	0	0	1	1	543
Heathcote	0	1	0	0	2339
Heathcote	0	1	0	1	257
Heathcote	0	1	1	0	640
Heathcote	0	1	1	1	132
Heathcote	1	0	0	1	7638
Heathcote	1	0	1	0	3131
Heathcote	1	0	1	1	3089
Heathcote	1	1	0	0	22851
Heathcote	1	1	0	1	1073
Heathcote	1	1	1	0	4601
Heathcote	1	1	1	1	970
Heffron					1873
Heffron	0	0	0	1	2669
Heffron	0	0	1	0	962
Heffron	0	0	1	1	367
Heffron	0	1	0	0	2214
Heffron	0	1	0	1	265
Heffron	0	1	1	0	388
Heffron	0	1	1	1	102
Heffron	1	0	0	1	4112
Heffron	1	0	1	0	2159
Heffron	1	0	1	1	1386
Heffron	1	1	0	0	19127
Heffron	1	1	0	1	459
Heffron	1	1	1	0	2345
Heffron	1	1	1	1	353
Holsworthy					649
Holsworthy	0	0	0	1	3010
Holsworthy	0	0	1	0	776
Holsworthy	0	0	1	1	758
Holsworthy	0	1	0	0	3235
Holsworthy	0	1	0	1	549
Holsworthy	0	1	1	0	895
Holsworthy	0	1	1	1	269
Holsworthy	1	0	0	1	8581
Holsworthy	1	0	1	0	3636
Holsworthy	1	0	1	1	3894
Holsworthy	1	1	0	0	25376
Holsworthy	1	1	0	1	1908
Holsworthy	1	1	1	0	7050
Holsworthy	1	1	1	1	1656
Hornsby					615
Hornsby	0	0	0	1	2558
Hornsby	0	0	1	0	752
Hornsby	0	0	1	1	617
Hornsby	0	1	0	0	1783
Hornsby	0	1	0	1	134
Hornsby	0	1	1	0	646
Hornsby	0	1	1	1	88
Hornsby	1	0	0	1	6829
Hornsby	1	0	1	0	4456
Hornsby	1	0	1	1	3243
Hornsby	1	1	0	0	24855
Hornsby	1	1	0	1	790
Hornsby	1	1	1	0	5457
Hornsby	1	1	1	1	804
Keira					564
Keira	0	0	0	1	2831
Keira	0	0	1	0	819
Keira	0	0	1	1	500
Keira	0	1	0	0	3000
Keira	0	1	0	1	388
Keira	0	1	1	0	797
Keira	0	1	1	1	162
Keira	1	0	0	1	5649
Keira	1	0	1	0	3114
Keira	1	0	1	1	2444
Keira	1	1	0	0	20653
Keira	1	1	0	1	858
Keira	1	1	1	0	4346
Keira	1	1	1	1	925
Kiama					377
Kiama	0	0	0	1	2127
Kiama	0	0	1	0	623
Kiama	0	0	1	1	396
Kiama	0	1	0	0	2942
Kiama	0	1	0	1	397
Kiama	0	1	1	0	727
Kiama	0	1	1	1	166
Kiama	1	0	0	1	5402
Kiama	1	0	1	0	2300
Kiama	1	0	1	1	1863
Kiama	1	1	0	0	16011
Kiama	1	1	0	1	1116
Kiama	1	1	1	0	3681
Kiama	1	1	1	1	918
Kogarah					1366
Kogarah	0	0	0	1	3558
Kogarah	0	0	1	0	1382
Kogarah	0	0	1	1	594
Kogarah	0	1	0	0	2844
Kogarah	0	1	0	1	311
Kogarah	0	1	1	0	744
Kogarah	0	1	1	1	198
Kogarah	1	0	0	1	7453
Kogarah	1	0	1	0	3997
Kogarah	1	0	1	1	2976
Kogarah	1	1	0	0	22886
Kogarah	1	1	0	1	1078
Kogarah	1	1	1	0	4492
Kogarah	1	1	1	1	813
Ku-ring-gai					575
Ku-ring-gai	0	0	0	1	1836
Ku-ring-gai	0	0	1	0	1015
Ku-ring-gai	0	0	1	1	449
Ku-ring-gai	0	1	0	0	1681
Ku-ring-gai	0	1	0	1	113
Ku-ring-gai	0	1	1	0	709
Ku-ring-gai	0	1	1	1	59
Ku-ring-gai	1	0	0	1	5311
Ku-ring-gai	1	0	1	0	5797
Ku-ring-gai	1	0	1	1	3009
Ku-ring-gai	1	1	0	0	24814
Ku-ring-gai	1	1	0	1	543
Ku-ring-gai	1	1	1	0	6379
Ku-ring-gai	1	1	1	1	672
Lake Macquarie					476
Lake Macquarie	0	0	0	1	2896
Lake Macquarie	0	0	1	0	694
Lake Macquarie	0	0	1	1	420
Lake Macquarie	0	1	0	0	3745
Lake Macquarie	0	1	0	1	446
Lake Macquarie	0	1	1	0	826
Lake Macquarie	0	1	1	1	201
Lake Macquarie	1	0	0	1	5718
Lake Macquarie	1	0	1	0	2157
Lake Macquarie	1	0	1	1	1734
Lake Macquarie	1	1	0	0	14400
Lake Macquarie	1	1	0	1	1367
Lake Macquarie	1	1	1	0	3477
Lake Macquarie	1	1	1	1	702
Lakemba					1130
Lakemba	0	0	0	1	3840
Lakemba	0	0	1	0	940
Lakemba	0	0	1	1	686
Lakemba	0	1	0	0	3596
Lakemba	0	1	0	1	469
Lakemba	0	1	1	0	1139
Lakemba	0	1	1	1	501
Lakemba	1	0	0	1	8088
Lakemba	1	0	1	0	2964
Lakemba	1	0	1	1	3515
Lakemba	1	1	0	0	26235
Lakemba	1	1	0	1	1738
Lakemba	1	1	1	0	7125
Lakemba	1	1	1	1	2311
Lane Cove					822
Lane Cove	0	0	0	1	2094
Lane Cove	0	0	1	0	917
Lane Cove	0	0	1	1	369
Lane Cove	0	1	0	0	1898
Lane Cove	0	1	0	1	99
Lane Cove	0	1	1	0	423
Lane Cove	0	1	1	1	46
Lane Cove	1	0	0	1	4677
Lane Cove	1	0	1	0	4158
Lane Cove	1	0	1	1	2545
Lane Cove	1	1	0	0	23958
Lane Cove	1	1	0	1	437
Lane Cove	1	1	1	0	4554
Lane Cove	1	1	1	1	453
Lismore					568
Lismore	0	0	0	1	2702
Lismore	0	0	1	0	828
Lismore	0	0	1	1	395
Lismore	0	1	0	0	4432
Lismore	0	1	0	1	438
Lismore	0	1	1	0	1118
Lismore	0	1	1	1	272
Lismore	1	0	0	1	4230
Lismore	1	0	1	0	1772
Lismore	1	0	1	1	1067
Lismore	1	1	0	0	13788
Lismore	1	1	0	1	850
Lismore	1	1	1	0	3503
Lismore	1	1	1	1	609
Liverpool					924
Liverpool	0	0	0	1	4355
Liverpool	0	0	1	0	1089
Liverpool	0	0	1	1	935
Liverpool	0	1	0	0	4936
Liverpool	0	1	0	1	850
Liverpool	0	1	1	0	1497
Liverpool	0	1	1	1	517
Liverpool	1	0	0	1	8624
Liverpool	1	0	1	0	3215
Liverpool	1	0	1	1	3773
Liverpool	1	1	0	0	23461
Liverpool	1	1	0	1	2304
Liverpool	1	1	1	0	7149
Liverpool	1	1	1	1	2008
Londonderry					979
Londonderry	0	0	0	1	4684
Londonderry	0	0	1	0	742
Londonderry	0	0	1	1	650
Londonderry	0	1	0	0	6719
Londonderry	0	1	0	1	1106
Londonderry	0	1	1	0	1427
Londonderry	0	1	1	1	704
Londonderry	1	0	0	1	7690
Londonderry	1	0	1	0	1847
Londonderry	1	0	1	1	2301
Londonderry	1	1	0	0	22357
Londonderry	1	1	0	1	2431
Londonderry	1	1	1	0	4562
Londonderry	1	1	1	1	1832
Macquarie Fields					716
Macquarie Fields	0	0	0	1	3826
Macquarie Fields	0	0	1	0	822
Macquarie Fields	0	0	1	1	645
Macquarie Fields	0	1	0	0	4470
Macquarie Fields	0	1	0	1	749
Macquarie Fields	0	1	1	0	1101
Macquarie Fields	0	1	1	1	355
Macquarie Fields	1	0	0	1	8547
Macquarie Fields	1	0	1	0	3378
Macquarie Fields	1	0	1	1	3174
Macquarie Fields	1	1	0	0	24051
Macquarie Fields	1	1	0	1	2057
Macquarie Fields	1	1	1	0	5710
Macquarie Fields	1	1	1	1	1540
Maitland					605
Maitland	0	0	0	1	2554
Maitland	0	0	1	0	701
Maitland	0	0	1	1	484
Maitland	0	1	0	0	4772
Maitland	0	1	0	1	501
Maitland	0	1	1	0	1001
Maitland	0	1	1	1	263
Maitland	1	0	0	1	5531
Maitland	1	0	1	0	2255
Maitland	1	0	1	1	1861
Maitland	1	1	0	0	20476
Maitland	1	1	0	1	1383
Maitland	1	1	1	0	4386
Maitland	1	1	1	1	861
Manly					567
Manly	0	0	0	1	1866
Manly	0	0	1	0	725
Manly	0	0	1	1	360
Manly	0	1	0	0	1981
Manly	0	1	0	1	120
Manly	0	1	1	0	521
Manly	0	1	1	1	64
Manly	1	0	0	1	4040
Manly	1	0	1	0	3196
Manly	1	0	1	1	2000
Manly	1	1	0	0	24909
Manly	1	1	0	1	431
Manly	1	1	1	0	4475
Manly	1	1	1	1	406
Maroubra					1157
Maroubra	0	0	0	1	3283
Maroubra	0	0	1	0	894
Maroubra	0	0	1	1	453
Maroubra	0	1	0	0	2645
Maroubra	0	1	0	1	296
Maroubra	0	1	1	0	578
Maroubra	0	1	1	1	163
Maroubra	1	0	0	1	6285
Maroubra	1	0	1	0	3060
Maroubra	1	0	1	1	2467
Maroubra	1	1	0	0	20413
Maroubra	1	1	0	1	857
Maroubra	1	1	1	0	4004
Maroubra	1	1	1	1	524
Miranda					500
Miranda	0	0	0	1	2643
Miranda	0	0	1	0	702
Miranda	0	0	1	1	498
Miranda	0	1	0	0	2273
Miranda	0	1	0	1	240
Miranda	0	1	1	0	525
Miranda	0	1	1	1	105
Miranda	1	0	0	1	7428
Miranda	1	0	1	0	3252
Miranda	1	0	1	1	2806
Miranda	1	1	0	0	20922
Miranda	1	1	0	1	936
Miranda	1	1	1	0	4168
Miranda	1	1	1	1	613
Monaro					460
Monaro	0	0	0	1	2096
Monaro	0	0	1	0	574
Monaro	0	0	1	1	298
Monaro	0	1	0	0	2961
Monaro	0	1	0	1	271
Monaro	0	1	1	0	501
Monaro	0	1	1	1	156
Monaro	1	0	0	1	4824
Monaro	1	0	1	0	2635
Monaro	1	0	1	1	1828
Monaro	1	1	0	0	19221
Monaro	1	1	0	1	996
Monaro	1	1	1	0	4285
Monaro	1	1	1	1	719
Mount Druitt					881
Mount Druitt	0	0	0	1	3815
Mount Druitt	0	0	1	0	835
Mount Druitt	0	0	1	1	911
Mount Druitt	0	1	0	0	5501
Mount Druitt	0	1	0	1	1093
Mount Druitt	0	1	1	0	1403
Mount Druitt	0	1	1	1	606
Mount Druitt	1	0	0	1	8459
Mount Druitt	1	0	1	0	3365
Mount Druitt	1	0	1	1	3944
Mount Druitt	1	1	0	0	24072
Mount Druitt	1	1	0	1	2370
Mount Druitt	1	1	1	0	6890
Mount Druitt	1	1	1	1	2224
Mulgoa					493
Mulgoa	0	0	0	1	2785
Mulgoa	0	0	1	0	622
Mulgoa	0	0	1	1	602
Mulgoa	0	1	0	0	3240
Mulgoa	0	1	0	1	446
Mulgoa	0	1	1	0	868
Mulgoa	0	1	1	1	284
Mulgoa	1	0	0	1	10245
Mulgoa	1	0	1	0	3477
Mulgoa	1	0	1	1	4202
Mulgoa	1	1	0	0	23488
Mulgoa	1	1	0	1	2157
Mulgoa	1	1	1	0	6096
Mulgoa	1	1	1	1	1636
Murray					597
Murray	0	0	0	1	2250
Murray	0	0	1	0	474
Murray	0	0	1	1	261
Murray	0	1	0	0	3620
Murray	0	1	0	1	444
Murray	0	1	1	0	759
Murray	0	1	1	1	173
Murray	1	0	0	1	4979
Murray	1	0	1	0	1662
Murray	1	0	1	1	1421
Murray	1	1	0	0	18608
Murray	1	1	0	1	1379
Murray	1	1	1	0	4075
Murray	1	1	1	1	994
Myall Lakes					518
Myall Lakes	0	0	0	1	2704
Myall Lakes	0	0	1	0	633
Myall Lakes	0	0	1	1	289
Myall Lakes	0	1	0	0	4253
Myall Lakes	0	1	0	1	519
Myall Lakes	0	1	1	0	995
Myall Lakes	0	1	1	1	211
Myall Lakes	1	0	0	1	3966
Myall Lakes	1	0	1	0	1597
Myall Lakes	1	0	1	1	867
Myall Lakes	1	1	0	0	11492
Myall Lakes	1	1	0	1	1048
Myall Lakes	1	1	1	0	2855
Myall Lakes	1	1	1	1	583
Newcastle					778
Newcastle	0	0	0	1	2563
Newcastle	0	0	1	0	791
Newcastle	0	0	1	1	309
Newcastle	0	1	0	0	2901
Newcastle	0	1	0	1	299
Newcastle	0	1	1	0	650
Newcastle	0	1	1	1	111
Newcastle	1	0	0	1	3284
Newcastle	1	0	1	0	1985
Newcastle	1	0	1	1	1131
