SED_NAME16	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Benambra (Northern Victoria)	1	2	8220
Benambra (Northern Victoria)	1	3	3310
Benambra (Northern Victoria)	1	4	3215
Benambra (Northern Victoria)	1	5	1417
Benambra (Northern Victoria)	1	6	541
Bendigo East (Northern Victoria)	0	1	6052
Bendigo East (Northern Victoria)	0	2	676
Bendigo East (Northern Victoria)	0	3	201
Bendigo East (Northern Victoria)	0	4	71
Bendigo East (Northern Victoria)	0	5	23
Bendigo East (Northern Victoria)	0	6	9
Bendigo East (Northern Victoria)	1	2	7551
Bendigo East (Northern Victoria)	1	3	3343
Bendigo East (Northern Victoria)	1	4	3247
Bendigo East (Northern Victoria)	1	5	1577
Bendigo East (Northern Victoria)	1	6	649
Bendigo West (Northern Victoria)	0	1	7285
Bendigo West (Northern Victoria)	0	2	707
Bendigo West (Northern Victoria)	0	3	129
Bendigo West (Northern Victoria)	0	4	24
Bendigo West (Northern Victoria)	0	5	8
Bendigo West (Northern Victoria)	0	6	5
Bendigo West (Northern Victoria)	1	2	7593
Bendigo West (Northern Victoria)	1	3	3142
Bendigo West (Northern Victoria)	1	4	2749
Bendigo West (Northern Victoria)	1	5	1168
Bendigo West (Northern Victoria)	1	6	469
Bentleigh (Southern Metropolitan)	0	1	5070
Bentleigh (Southern Metropolitan)	0	2	453
Bentleigh (Southern Metropolitan)	0	3	139
Bentleigh (Southern Metropolitan)	0	4	44
Bentleigh (Southern Metropolitan)	0	5	15
Bentleigh (Southern Metropolitan)	0	6	11
Bentleigh (Southern Metropolitan)	1	2	5774
Bentleigh (Southern Metropolitan)	1	3	3704
Bentleigh (Southern Metropolitan)	1	4	4597
Bentleigh (Southern Metropolitan)	1	5	1575
Bentleigh (Southern Metropolitan)	1	6	425
Box Hill (Eastern Metropolitan)	0	1	6312
Box Hill (Eastern Metropolitan)	0	2	781
Box Hill (Eastern Metropolitan)	0	3	330
Box Hill (Eastern Metropolitan)	0	4	140
Box Hill (Eastern Metropolitan)	0	5	60
Box Hill (Eastern Metropolitan)	0	6	39
Box Hill (Eastern Metropolitan)	1	2	6808
Box Hill (Eastern Metropolitan)	1	3	4043
Box Hill (Eastern Metropolitan)	1	4	4449
Box Hill (Eastern Metropolitan)	1	5	1664
Box Hill (Eastern Metropolitan)	1	6	566
Brighton (Southern Metropolitan)	0	1	6636
Brighton (Southern Metropolitan)	0	2	803
Brighton (Southern Metropolitan)	0	3	142
Brighton (Southern Metropolitan)	0	4	37
Brighton (Southern Metropolitan)	0	5	9
Brighton (Southern Metropolitan)	0	6	3
Brighton (Southern Metropolitan)	1	2	7041
Brighton (Southern Metropolitan)	1	3	3249
Brighton (Southern Metropolitan)	1	4	3947
Brighton (Southern Metropolitan)	1	5	1438
Brighton (Southern Metropolitan)	1	6	346
Broadmeadows (Northern Metropolitan)	0	1	4401
Broadmeadows (Northern Metropolitan)	0	2	425
Broadmeadows (Northern Metropolitan)	0	3	136
Broadmeadows (Northern Metropolitan)	0	4	91
Broadmeadows (Northern Metropolitan)	0	5	61
Broadmeadows (Northern Metropolitan)	0	6	44
Broadmeadows (Northern Metropolitan)	1	2	4887
Broadmeadows (Northern Metropolitan)	1	3	3590
Broadmeadows (Northern Metropolitan)	1	4	3689
Broadmeadows (Northern Metropolitan)	1	5	2319
Broadmeadows (Northern Metropolitan)	1	6	2101
Brunswick (Northern Metropolitan)	0	1	8502
Brunswick (Northern Metropolitan)	0	2	2219
Brunswick (Northern Metropolitan)	0	3	1063
Brunswick (Northern Metropolitan)	0	4	485
Brunswick (Northern Metropolitan)	0	5	161
Brunswick (Northern Metropolitan)	0	6	63
Brunswick (Northern Metropolitan)	1	2	8144
Brunswick (Northern Metropolitan)	1	3	3580
Brunswick (Northern Metropolitan)	1	4	3234
Brunswick (Northern Metropolitan)	1	5	941
Brunswick (Northern Metropolitan)	1	6	356
Bulleen (Eastern Metropolitan)	0	1	4414
Bulleen (Eastern Metropolitan)	0	2	346
Bulleen (Eastern Metropolitan)	0	3	134
Bulleen (Eastern Metropolitan)	0	4	47
Bulleen (Eastern Metropolitan)	0	5	14
Bulleen (Eastern Metropolitan)	0	6	12
Bulleen (Eastern Metropolitan)	1	2	6996
Bulleen (Eastern Metropolitan)	1	3	3856
Bulleen (Eastern Metropolitan)	1	4	3962
Bulleen (Eastern Metropolitan)	1	5	1570
Bulleen (Eastern Metropolitan)	1	6	585
Bundoora (Northern Metropolitan)	0	1	4499
Bundoora (Northern Metropolitan)	0	2	574
Bundoora (Northern Metropolitan)	0	3	306
Bundoora (Northern Metropolitan)	0	4	171
Bundoora (Northern Metropolitan)	0	5	100
Bundoora (Northern Metropolitan)	0	6	52
Bundoora (Northern Metropolitan)	1	2	6122
Bundoora (Northern Metropolitan)	1	3	3649
Bundoora (Northern Metropolitan)	1	4	3799
Bundoora (Northern Metropolitan)	1	5	1352
Bundoora (Northern Metropolitan)	1	6	629
Buninyong (Western Victoria)	0	1	5715
Buninyong (Western Victoria)	0	2	657
Buninyong (Western Victoria)	0	3	138
Buninyong (Western Victoria)	0	4	87
Buninyong (Western Victoria)	0	5	15
Buninyong (Western Victoria)	0	6	13
Buninyong (Western Victoria)	1	2	6931
Buninyong (Western Victoria)	1	3	2959
Buninyong (Western Victoria)	1	4	3136
Buninyong (Western Victoria)	1	5	1377
Buninyong (Western Victoria)	1	6	602
Burwood (Southern Metropolitan)	0	1	5368
Burwood (Southern Metropolitan)	0	2	616
Burwood (Southern Metropolitan)	0	3	410
Burwood (Southern Metropolitan)	0	4	240
Burwood (Southern Metropolitan)	0	5	123
Burwood (Southern Metropolitan)	0	6	102
Burwood (Southern Metropolitan)	1	2	5870
Burwood (Southern Metropolitan)	1	3	3665
Burwood (Southern Metropolitan)	1	4	4449
Burwood (Southern Metropolitan)	1	5	1669
Burwood (Southern Metropolitan)	1	6	508
Carrum (South-Eastern Metropolitan)	0	1	6764
Carrum (South-Eastern Metropolitan)	0	2	698
Carrum (South-Eastern Metropolitan)	0	3	92
Carrum (South-Eastern Metropolitan)	0	4	19
Carrum (South-Eastern Metropolitan)	0	5	7
Carrum (South-Eastern Metropolitan)	1	2	7375
Carrum (South-Eastern Metropolitan)	1	3	4230
Carrum (South-Eastern Metropolitan)	1	4	4016
Carrum (South-Eastern Metropolitan)	1	5	1446
Carrum (South-Eastern Metropolitan)	1	6	604
Caulfield (Southern Metropolitan)	0	1	7276
Caulfield (Southern Metropolitan)	0	2	1255
Caulfield (Southern Metropolitan)	0	3	453
Caulfield (Southern Metropolitan)	0	4	152
Caulfield (Southern Metropolitan)	0	5	54
Caulfield (Southern Metropolitan)	0	6	37
Caulfield (Southern Metropolitan)	1	2	7246
Caulfield (Southern Metropolitan)	1	3	3398
Caulfield (Southern Metropolitan)	1	4	3321
Caulfield (Southern Metropolitan)	1	5	1340
Caulfield (Southern Metropolitan)	1	6	578
Clarinda (South-Eastern Metropolitan)	0	1	5232
Clarinda (South-Eastern Metropolitan)	0	2	741
Clarinda (South-Eastern Metropolitan)	0	3	453
Clarinda (South-Eastern Metropolitan)	0	4	309
Clarinda (South-Eastern Metropolitan)	0	5	122
Clarinda (South-Eastern Metropolitan)	0	6	86
Clarinda (South-Eastern Metropolitan)	1	2	6488
Clarinda (South-Eastern Metropolitan)	1	3	4599
Clarinda (South-Eastern Metropolitan)	1	4	4278
Clarinda (South-Eastern Metropolitan)	1	5	1773
Clarinda (South-Eastern Metropolitan)	1	6	1020
Cranbourne (South-Eastern Metropolitan)	0	1	4441
Cranbourne (South-Eastern Metropolitan)	0	2	547
Cranbourne (South-Eastern Metropolitan)	0	3	73
Cranbourne (South-Eastern Metropolitan)	0	4	22
Cranbourne (South-Eastern Metropolitan)	0	5	9
Cranbourne (South-Eastern Metropolitan)	0	6	5
Cranbourne (South-Eastern Metropolitan)	1	2	7306
Cranbourne (South-Eastern Metropolitan)	1	3	5938
Cranbourne (South-Eastern Metropolitan)	1	4	6581
Cranbourne (South-Eastern Metropolitan)	1	5	2832
Cranbourne (South-Eastern Metropolitan)	1	6	1959
Croydon (Eastern Metropolitan)	0	1	5467
Croydon (Eastern Metropolitan)	0	2	471
Croydon (Eastern Metropolitan)	0	3	71
Croydon (Eastern Metropolitan)	0	4	18
Croydon (Eastern Metropolitan)	0	5	3
Croydon (Eastern Metropolitan)	0	6	3
Croydon (Eastern Metropolitan)	1	2	6552
Croydon (Eastern Metropolitan)	1	3	3481
Croydon (Eastern Metropolitan)	1	4	3571
Croydon (Eastern Metropolitan)	1	5	1439
Croydon (Eastern Metropolitan)	1	6	580
Dandenong (South-Eastern Metropolitan)	0	1	5425
Dandenong (South-Eastern Metropolitan)	0	2	659
Dandenong (South-Eastern Metropolitan)	0	3	226
Dandenong (South-Eastern Metropolitan)	0	4	181
Dandenong (South-Eastern Metropolitan)	0	5	127
Dandenong (South-Eastern Metropolitan)	0	6	136
Dandenong (South-Eastern Metropolitan)	1	2	6195
Dandenong (South-Eastern Metropolitan)	1	3	4171
Dandenong (South-Eastern Metropolitan)	1	4	3754
Dandenong (South-Eastern Metropolitan)	1	5	1799
Dandenong (South-Eastern Metropolitan)	1	6	1584
Eildon (Northern Victoria)	0	1	5674
Eildon (Northern Victoria)	0	2	451
Eildon (Northern Victoria)	0	3	31
Eildon (Northern Victoria)	0	4	8
Eildon (Northern Victoria)	0	5	11
Eildon (Northern Victoria)	0	6	3
Eildon (Northern Victoria)	1	2	7213
Eildon (Northern Victoria)	1	3	2956
Eildon (Northern Victoria)	1	4	2939
Eildon (Northern Victoria)	1	5	1296
Eildon (Northern Victoria)	1	6	564
Eltham (Eastern Metropolitan)	0	1	3569
Eltham (Eastern Metropolitan)	0	2	246
Eltham (Eastern Metropolitan)	0	3	45
Eltham (Eastern Metropolitan)	0	4	10
Eltham (Eastern Metropolitan)	0	5	4
Eltham (Eastern Metropolitan)	0	6	7
Eltham (Eastern Metropolitan)	1	2	6194
Eltham (Eastern Metropolitan)	1	3	3533
Eltham (Eastern Metropolitan)	1	4	4532
Eltham (Eastern Metropolitan)	1	5	1685
Eltham (Eastern Metropolitan)	1	6	438
Essendon (Western Metropolitan)	0	1	7441
Essendon (Western Metropolitan)	0	2	1138
Essendon (Western Metropolitan)	0	3	408
Essendon (Western Metropolitan)	0	4	120
Essendon (Western Metropolitan)	0	5	24
Essendon (Western Metropolitan)	0	6	18
Essendon (Western Metropolitan)	1	2	7062
Essendon (Western Metropolitan)	1	3	3585
Essendon (Western Metropolitan)	1	4	3896
Essendon (Western Metropolitan)	1	5	1435
Essendon (Western Metropolitan)	1	6	449
Euroa (Northern Victoria)	0	1	6962
Euroa (Northern Victoria)	0	2	556
Euroa (Northern Victoria)	0	3	45
Euroa (Northern Victoria)	0	4	8
Euroa (Northern Victoria)	0	5	9
Euroa (Northern Victoria)	0	6	9
Euroa (Northern Victoria)	1	2	8643
Euroa (Northern Victoria)	1	3	3129
Euroa (Northern Victoria)	1	4	2894
Euroa (Northern Victoria)	1	5	1358
Euroa (Northern Victoria)	1	6	571
Evelyn (Eastern Victoria)	0	1	3693
Evelyn (Eastern Victoria)	0	2	292
Evelyn (Eastern Victoria)	0	3	49
Evelyn (Eastern Victoria)	0	4	12
Evelyn (Eastern Victoria)	0	6	3
Evelyn (Eastern Victoria)	1	2	6044
Evelyn (Eastern Victoria)	1	3	3314
Evelyn (Eastern Victoria)	1	4	3746
Evelyn (Eastern Victoria)	1	5	1642
Evelyn (Eastern Victoria)	1	6	704
Ferntree Gully (Eastern Metropolitan)	0	1	4230
Ferntree Gully (Eastern Metropolitan)	0	2	375
Ferntree Gully (Eastern Metropolitan)	0	3	72
Ferntree Gully (Eastern Metropolitan)	0	4	28
Ferntree Gully (Eastern Metropolitan)	0	5	3
Ferntree Gully (Eastern Metropolitan)	1	2	6004
Ferntree Gully (Eastern Metropolitan)	1	3	3580
Ferntree Gully (Eastern Metropolitan)	1	4	3798
Ferntree Gully (Eastern Metropolitan)	1	5	1481
Ferntree Gully (Eastern Metropolitan)	1	6	633
Footscray (Western Metropolitan)	0	1	7417
Footscray (Western Metropolitan)	0	2	1405
Footscray (Western Metropolitan)	0	3	567
Footscray (Western Metropolitan)	0	4	300
Footscray (Western Metropolitan)	0	5	122
Footscray (Western Metropolitan)	0	6	109
Footscray (Western Metropolitan)	1	2	7675
Footscray (Western Metropolitan)	1	3	4629
Footscray (Western Metropolitan)	1	4	3993
Footscray (Western Metropolitan)	1	5	1614
Footscray (Western Metropolitan)	1	6	1140
Forest Hill (Eastern Metropolitan)	0	1	4270
Forest Hill (Eastern Metropolitan)	0	2	347
Forest Hill (Eastern Metropolitan)	0	3	180
Forest Hill (Eastern Metropolitan)	0	4	103
Forest Hill (Eastern Metropolitan)	0	5	38
Forest Hill (Eastern Metropolitan)	0	6	20
Forest Hill (Eastern Metropolitan)	1	2	6002
Forest Hill (Eastern Metropolitan)	1	3	3574
Forest Hill (Eastern Metropolitan)	1	4	4236
Forest Hill (Eastern Metropolitan)	1	5	1521
Forest Hill (Eastern Metropolitan)	1	6	566
Frankston (South-Eastern Metropolitan)	0	1	7142
Frankston (South-Eastern Metropolitan)	0	2	726
Frankston (South-Eastern Metropolitan)	0	3	119
Frankston (South-Eastern Metropolitan)	0	4	28
Frankston (South-Eastern Metropolitan)	0	5	12
Frankston (South-Eastern Metropolitan)	0	6	4
Frankston (South-Eastern Metropolitan)	1	2	7177
Frankston (South-Eastern Metropolitan)	1	3	3572
Frankston (South-Eastern Metropolitan)	1	4	3155
Frankston (South-Eastern Metropolitan)	1	5	1234
Frankston (South-Eastern Metropolitan)	1	6	476
Geelong (Western Victoria)	0	1	8686
Geelong (Western Victoria)	0	2	819
Geelong (Western Victoria)	0	3	281
Geelong (Western Victoria)	0	4	97
Geelong (Western Victoria)	0	5	25
Geelong (Western Victoria)	0	6	22
Geelong (Western Victoria)	1	2	7666
Geelong (Western Victoria)	1	3	3331
Geelong (Western Victoria)	1	4	3070
Geelong (Western Victoria)	1	5	1167
Geelong (Western Victoria)	1	6	368
Gembrook (Eastern Victoria)	0	1	4263
Gembrook (Eastern Victoria)	0	2	420
Gembrook (Eastern Victoria)	0	3	45
Gembrook (Eastern Victoria)	0	4	21
Gembrook (Eastern Victoria)	0	5	4
Gembrook (Eastern Victoria)	0	6	9
Gembrook (Eastern Victoria)	1	2	6803
Gembrook (Eastern Victoria)	1	3	3985
Gembrook (Eastern Victoria)	1	4	4524
Gembrook (Eastern Victoria)	1	5	1973
Gembrook (Eastern Victoria)	1	6	828
Gippsland East (Eastern Victoria)	0	1	6889
Gippsland East (Eastern Victoria)	0	2	458
Gippsland East (Eastern Victoria)	0	3	59
Gippsland East (Eastern Victoria)	0	4	10
Gippsland East (Eastern Victoria)	0	5	3
Gippsland East (Eastern Victoria)	0	6	4
Gippsland East (Eastern Victoria)	1	2	8693
Gippsland East (Eastern Victoria)	1	3	2647
Gippsland East (Eastern Victoria)	1	4	2466
Gippsland East (Eastern Victoria)	1	5	1168
Gippsland East (Eastern Victoria)	1	6	469
Gippsland South (Eastern Victoria)	0	1	6413
Gippsland South (Eastern Victoria)	0	2	455
Gippsland South (Eastern Victoria)	0	3	55
Gippsland South (Eastern Victoria)	0	4	13
Gippsland South (Eastern Victoria)	0	5	7
Gippsland South (Eastern Victoria)	0	6	5
Gippsland South (Eastern Victoria)	1	2	7590
Gippsland South (Eastern Victoria)	1	3	2627
Gippsland South (Eastern Victoria)	1	4	2478
Gippsland South (Eastern Victoria)	1	5	1233
Gippsland South (Eastern Victoria)	1	6	491
Hastings (Eastern Victoria)	0	1	5357
Hastings (Eastern Victoria)	0	2	462
Hastings (Eastern Victoria)	0	3	42
Hastings (Eastern Victoria)	0	4	8
Hastings (Eastern Victoria)	0	5	4
Hastings (Eastern Victoria)	1	2	7371
Hastings (Eastern Victoria)	1	3	3889
Hastings (Eastern Victoria)	1	4	4154
Hastings (Eastern Victoria)	1	5	1771
Hastings (Eastern Victoria)	1	6	789
Hawthorn (Southern Metropolitan)	0	1	7140
Hawthorn (Southern Metropolitan)	0	2	1248
Hawthorn (Southern Metropolitan)	0	3	389
Hawthorn (Southern Metropolitan)	0	4	143
Hawthorn (Southern Metropolitan)	0	5	48
Hawthorn (Southern Metropolitan)	0	6	21
Hawthorn (Southern Metropolitan)	1	2	7247
Hawthorn (Southern Metropolitan)	1	3	3180
Hawthorn (Southern Metropolitan)	1	4	3752
Hawthorn (Southern Metropolitan)	1	5	1507
Hawthorn (Southern Metropolitan)	1	6	411
Ivanhoe (Eastern Metropolitan)	0	1	6062
Ivanhoe (Eastern Metropolitan)	0	2	615
Ivanhoe (Eastern Metropolitan)	0	3	172
Ivanhoe (Eastern Metropolitan)	0	4	76
Ivanhoe (Eastern Metropolitan)	0	5	17
Ivanhoe (Eastern Metropolitan)	0	6	8
Ivanhoe (Eastern Metropolitan)	1	2	6857
Ivanhoe (Eastern Metropolitan)	1	3	3736
Ivanhoe (Eastern Metropolitan)	1	4	4057
Ivanhoe (Eastern Metropolitan)	1	5	1446
Ivanhoe (Eastern Metropolitan)	1	6	511
Kew (Southern Metropolitan)	0	1	4489
Kew (Southern Metropolitan)	0	2	529
Kew (Southern Metropolitan)	0	3	192
Kew (Southern Metropolitan)	0	4	96
Kew (Southern Metropolitan)	0	5	40
Kew (Southern Metropolitan)	0	6	19
Kew (Southern Metropolitan)	1	2	5819
Kew (Southern Metropolitan)	1	3	3601
Kew (Southern Metropolitan)	1	4	4323
Kew (Southern Metropolitan)	1	5	1824
Kew (Southern Metropolitan)	1	6	604
Keysborough (South-Eastern Metropolitan)	0	1	3810
Keysborough (South-Eastern Metropolitan)	0	2	395
Keysborough (South-Eastern Metropolitan)	0	3	121
Keysborough (South-Eastern Metropolitan)	0	4	69
Keysborough (South-Eastern Metropolitan)	0	5	36
Keysborough (South-Eastern Metropolitan)	0	6	18
Keysborough (South-Eastern Metropolitan)	1	2	5442
Keysborough (South-Eastern Metropolitan)	1	3	4124
Keysborough (South-Eastern Metropolitan)	1	4	4380
Keysborough (South-Eastern Metropolitan)	1	5	2097
Keysborough (South-Eastern Metropolitan)	1	6	1500
Kororoit (Western Metropolitan)	0	1	3513
Kororoit (Western Metropolitan)	0	2	422
Kororoit (Western Metropolitan)	0	3	94
Kororoit (Western Metropolitan)	0	4	32
Kororoit (Western Metropolitan)	0	5	14
Kororoit (Western Metropolitan)	0	6	6
Kororoit (Western Metropolitan)	1	2	5593
Kororoit (Western Metropolitan)	1	3	4729
Kororoit (Western Metropolitan)	1	4	5616
Kororoit (Western Metropolitan)	1	5	2600
Kororoit (Western Metropolitan)	1	6	1867
Lara (Western Victoria)	0	1	6570
Lara (Western Victoria)	0	2	640
Lara (Western Victoria)	0	3	90
Lara (Western Victoria)	0	4	34
Lara (Western Victoria)	0	5	10
Lara (Western Victoria)	0	6	3
Lara (Western Victoria)	1	2	7092
Lara (Western Victoria)	1	3	3808
Lara (Western Victoria)	1	4	3296
Lara (Western Victoria)	1	5	1456
Lara (Western Victoria)	1	6	701
Lowan (Western Victoria)	0	1	7239
Lowan (Western Victoria)	0	2	445
Lowan (Western Victoria)	0	3	73
Lowan (Western Victoria)	0	4	15
Lowan (Western Victoria)	1	2	7931
Lowan (Western Victoria)	1	3	2585
Lowan (Western Victoria)	1	4	2479
Lowan (Western Victoria)	1	5	1190
Lowan (Western Victoria)	1	6	450
Macedon (Northern Victoria)	0	1	4579
Macedon (Northern Victoria)	0	2	350
Macedon (Northern Victoria)	0	3	48
Macedon (Northern Victoria)	0	4	17
Macedon (Northern Victoria)	0	5	4
Macedon (Northern Victoria)	0	6	6
Macedon (Northern Victoria)	1	2	6848
Macedon (Northern Victoria)	1	3	2974
Macedon (Northern Victoria)	1	4	3443
Macedon (Northern Victoria)	1	5	1490
Macedon (Northern Victoria)	1	6	535
Malvern (Southern Metropolitan)	0	1	6480
Malvern (Southern Metropolitan)	0	2	957
Malvern (Southern Metropolitan)	0	3	359
Malvern (Southern Metropolitan)	0	4	118
Malvern (Southern Metropolitan)	0	5	56
Malvern (Southern Metropolitan)	0	6	24
Malvern (Southern Metropolitan)	1	2	6632
Malvern (Southern Metropolitan)	1	3	2922
Malvern (Southern Metropolitan)	1	4	3318
Malvern (Southern Metropolitan)	1	5	1443
Malvern (Southern Metropolitan)	1	6	352
Melbourne (Northern Metropolitan)	0	1	17046
Melbourne (Northern Metropolitan)	0	2	6316
Melbourne (Northern Metropolitan)	0	3	2716
Melbourne (Northern Metropolitan)	0	4	1100
Melbourne (Northern Metropolitan)	0	5	366
Melbourne (Northern Metropolitan)	0	6	163
Melbourne (Northern Metropolitan)	1	2	12437
Melbourne (Northern Metropolitan)	1	3	4318
Melbourne (Northern Metropolitan)	1	4	2335
Melbourne (Northern Metropolitan)	1	5	653
Melbourne (Northern Metropolitan)	1	6	316
Melton (Western Victoria)	0	1	5551
Melton (Western Victoria)	0	2	637
Melton (Western Victoria)	0	3	75
Melton (Western Victoria)	0	4	19
Melton (Western Victoria)	0	5	6
Melton (Western Victoria)	1	2	7487
Melton (Western Victoria)	1	3	4653
Melton (Western Victoria)	1	4	4636
Melton (Western Victoria)	1	5	2096
Melton (Western Victoria)	1	6	1246
Mildura (Northern Victoria)	0	1	6745
Mildura (Northern Victoria)	0	2	557
Mildura (Northern Victoria)	0	3	92
Mildura (Northern Victoria)	0	4	42
Mildura (Northern Victoria)	0	5	20
Mildura (Northern Victoria)	0	6	20
Mildura (Northern Victoria)	1	2	7596
Mildura (Northern Victoria)	1	3	3128
Mildura (Northern Victoria)	1	4	2828
Mildura (Northern Victoria)	1	5	1504
Mildura (Northern Victoria)	1	6	713
Mill Park (Northern Metropolitan)	0	1	3300
Mill Park (Northern Metropolitan)	0	2	315
Mill Park (Northern Metropolitan)	0	3	57
Mill Park (Northern Metropolitan)	0	4	31
Mill Park (Northern Metropolitan)	0	5	12
Mill Park (Northern Metropolitan)	0	6	3
Mill Park (Northern Metropolitan)	1	2	5450
Mill Park (Northern Metropolitan)	1	3	4299
Mill Park (Northern Metropolitan)	1	4	5154
Mill Park (Northern Metropolitan)	1	5	2100
Mill Park (Northern Metropolitan)	1	6	980
Monbulk (Eastern Victoria)	0	1	3517
Monbulk (Eastern Victoria)	0	2	346
Monbulk (Eastern Victoria)	0	3	44
Monbulk (Eastern Victoria)	0	4	8
Monbulk (Eastern Victoria)	0	5	4
Monbulk (Eastern Victoria)	0	6	3
Monbulk (Eastern Victoria)	1	2	6169
Monbulk (Eastern Victoria)	1	3	3267
Monbulk (Eastern Victoria)	1	4	3750
Monbulk (Eastern Victoria)	1	5	1613
Monbulk (Eastern Victoria)	1	6	644
Mordialloc (South-Eastern Metropolitan)	0	1	6084
Mordialloc (South-Eastern Metropolitan)	0	2	479
Mordialloc (South-Eastern Metropolitan)	0	3	66
Mordialloc (South-Eastern Metropolitan)	0	4	19
Mordialloc (South-Eastern Metropolitan)	0	5	13
Mordialloc (South-Eastern Metropolitan)	0	6	3
Mordialloc (South-Eastern Metropolitan)	1	2	6676
Mordialloc (South-Eastern Metropolitan)	1	3	3707
Mordialloc (South-Eastern Metropolitan)	1	4	4317
Mordialloc (South-Eastern Metropolitan)	1	5	1516
Mordialloc (South-Eastern Metropolitan)	1	6	406
Mornington (Eastern Victoria)	0	1	5256
Mornington (Eastern Victoria)	0	2	315
Mornington (Eastern Victoria)	0	3	34
Mornington (Eastern Victoria)	0	4	6
Mornington (Eastern Victoria)	0	5	11
Mornington (Eastern Victoria)	1	2	7376
Mornington (Eastern Victoria)	1	3	3101
Mornington (Eastern Victoria)	1	4	3945
Mornington (Eastern Victoria)	1	5	1595
Mornington (Eastern Victoria)	1	6	505
Morwell (Eastern Victoria)	0	1	7260
Morwell (Eastern Victoria)	0	2	573
Morwell (Eastern Victoria)	0	3	84
Morwell (Eastern Victoria)	0	4	23
Morwell (Eastern Victoria)	0	6	5
Morwell (Eastern Victoria)	1	2	8021
Morwell (Eastern Victoria)	1	3	3443
Morwell (Eastern Victoria)	1	4	3168
Morwell (Eastern Victoria)	1	5	1281
Morwell (Eastern Victoria)	1	6	538
Mount Waverley (Eastern Metropolitan)	0	1	3894
Mount Waverley (Eastern Metropolitan)	0	2	355
Mount Waverley (Eastern Metropolitan)	0	3	182
Mount Waverley (Eastern Metropolitan)	0	4	124
Mount Waverley (Eastern Metropolitan)	0	5	50
Mount Waverley (Eastern Metropolitan)	0	6	32
Mount Waverley (Eastern Metropolitan)	1	2	5915
Mount Waverley (Eastern Metropolitan)	1	3	3845
Mount Waverley (Eastern Metropolitan)	1	4	4558
Mount Waverley (Eastern Metropolitan)	1	5	1576
Mount Waverley (Eastern Metropolitan)	1	6	654
Mulgrave (South-Eastern Metropolitan)	0	1	4064
Mulgrave (South-Eastern Metropolitan)	0	2	406
Mulgrave (South-Eastern Metropolitan)	0	3	137
Mulgrave (South-Eastern Metropolitan)	0	4	70
Mulgrave (South-Eastern Metropolitan)	0	5	21
Mulgrave (South-Eastern Metropolitan)	0	6	27
Mulgrave (South-Eastern Metropolitan)	1	2	6249
Mulgrave (South-Eastern Metropolitan)	1	3	3947
Mulgrave (South-Eastern Metropolitan)	1	4	3959
Mulgrave (South-Eastern Metropolitan)	1	5	1522
Mulgrave (South-Eastern Metropolitan)	1	6	798
Murray Plains (Northern Victoria)	0	1	6753
Murray Plains (Northern Victoria)	0	2	505
Murray Plains (Northern Victoria)	0	3	66
Murray Plains (Northern Victoria)	0	4	26
Murray Plains (Northern Victoria)	0	5	3
Murray Plains (Northern Victoria)	0	6	7
Murray Plains (Northern Victoria)	1	2	8169
Murray Plains (Northern Victoria)	1	3	2898
Murray Plains (Northern Victoria)	1	4	2691
Murray Plains (Northern Victoria)	1	5	1442
Murray Plains (Northern Victoria)	1	6	650
Narracan (Eastern Victoria)	0	1	6545
Narracan (Eastern Victoria)	0	2	510
Narracan (Eastern Victoria)	0	3	41
Narracan (Eastern Victoria)	0	4	10
Narracan (Eastern Victoria)	0	5	8
Narracan (Eastern Victoria)	0	6	3
Narracan (Eastern Victoria)	1	2	8370
Narracan (Eastern Victoria)	1	3	3340
Narracan (Eastern Victoria)	1	4	3262
Narracan (Eastern Victoria)	1	5	1621
Narracan (Eastern Victoria)	1	6	748
Narre Warren North (South-Eastern Metrop	0	1	3417
Narre Warren North (South-Eastern Metrop	0	2	359
Narre Warren North (South-Eastern Metrop	0	3	57
Narre Warren North (South-Eastern Metrop	0	4	19
Narre Warren North (South-Eastern Metrop	0	5	15
Narre Warren North (South-Eastern Metrop	0	6	8
Narre Warren North (South-Eastern Metrop	1	2	5587
Narre Warren North (South-Eastern Metrop	1	3	3844
Narre Warren North (South-Eastern Metrop	1	4	4361
Narre Warren North (South-Eastern Metrop	1	5	1995
Narre Warren North (South-Eastern Metrop	1	6	1271
Narre Warren South (South-Eastern Metrop	0	1	2699
Narre Warren South (South-Eastern Metrop	0	2	358
Narre Warren South (South-Eastern Metrop	0	3	73
Narre Warren South (South-Eastern Metrop	0	4	33
Narre Warren South (South-Eastern Metrop	0	5	10
Narre Warren South (South-Eastern Metrop	0	6	11
Narre Warren South (South-Eastern Metrop	1	2	5056
Narre Warren South (South-Eastern Metrop	1	3	4440
Narre Warren South (South-Eastern Metrop	1	4	6219
Narre Warren South (South-Eastern Metrop	1	5	2800
Narre Warren South (South-Eastern Metrop	1	6	1948
Nepean (Eastern Victoria)	0	1	7246
Nepean (Eastern Victoria)	0	2	468
Nepean (Eastern Victoria)	0	3	42
Nepean (Eastern Victoria)	0	4	14
Nepean (Eastern Victoria)	0	5	3
Nepean (Eastern Victoria)	0	6	5
Nepean (Eastern Victoria)	1	2	8780
Nepean (Eastern Victoria)	1	3	2845
Nepean (Eastern Victoria)	1	4	2579
