SED_NAME16	AgeStudent	Sex	students
Clarence	25+	F	1215
Clarence	25+	M	492
Coffs Harbour	0-4	F	506
Coffs Harbour	0-4	M	543
Coffs Harbour	5-14	F	4168
Coffs Harbour	5-14	M	4295
Coffs Harbour	15-19	F	1484
Coffs Harbour	15-19	M	1485
Coffs Harbour	20-24	F	564
Coffs Harbour	20-24	M	400
Coffs Harbour	25+	F	1617
Coffs Harbour	25+	M	739
Coogee	0-4	F	641
Coogee	0-4	M	632
Coogee	5-14	F	3684
Coogee	5-14	M	3727
Coogee	15-19	F	1362
Coogee	15-19	M	1362
Coogee	20-24	F	1386
Coogee	20-24	M	1293
Coogee	25+	F	2716
Coogee	25+	M	1902
Cootamundra	0-4	F	507
Cootamundra	0-4	M	511
Cootamundra	5-14	F	4101
Cootamundra	5-14	M	4319
Cootamundra	15-19	F	1366
Cootamundra	15-19	M	1313
Cootamundra	20-24	F	376
Cootamundra	20-24	M	226
Cootamundra	25+	F	1014
Cootamundra	25+	M	381
Cronulla	0-4	F	546
Cronulla	0-4	M	640
Cronulla	5-14	F	4223
Cronulla	5-14	M	4542
Cronulla	15-19	F	1831
Cronulla	15-19	M	1794
Cronulla	20-24	F	845
Cronulla	20-24	M	857
Cronulla	25+	F	1357
Cronulla	25+	M	796
Davidson	0-4	F	658
Davidson	0-4	M	678
Davidson	5-14	F	5560
Davidson	5-14	M	6184
Davidson	15-19	F	2550
Davidson	15-19	M	2724
Davidson	20-24	F	1228
Davidson	20-24	M	1290
Davidson	25+	F	1481
Davidson	25+	M	969
Drummoyne	0-4	F	517
Drummoyne	0-4	M	565
Drummoyne	5-14	F	3786
Drummoyne	5-14	M	3937
Drummoyne	15-19	F	1554
Drummoyne	15-19	M	1564
Drummoyne	20-24	F	1565
Drummoyne	20-24	M	1406
Drummoyne	25+	F	2034
Drummoyne	25+	M	1533
Dubbo	0-4	F	617
Dubbo	0-4	M	606
Dubbo	5-14	F	4463
Dubbo	5-14	M	4883
Dubbo	15-19	F	1505
Dubbo	15-19	M	1464
Dubbo	20-24	F	464
Dubbo	20-24	M	315
Dubbo	25+	F	1402
Dubbo	25+	M	680
East Hills	0-4	F	597
East Hills	0-4	M	619
East Hills	5-14	F	4548
East Hills	5-14	M	4947
East Hills	15-19	F	2006
East Hills	15-19	M	2020
East Hills	20-24	F	1140
East Hills	20-24	M	1064
East Hills	25+	F	1480
East Hills	25+	M	927
Epping	0-4	F	534
Epping	0-4	M	530
Epping	5-14	F	4858
Epping	5-14	M	5123
Epping	15-19	F	2589
Epping	15-19	M	2819
Epping	20-24	F	1716
Epping	20-24	M	1833
Epping	25+	F	1852
Epping	25+	M	1338
Fairfield	0-4	F	481
Fairfield	0-4	M	530
Fairfield	5-14	F	5010
Fairfield	5-14	M	5272
Fairfield	15-19	F	2394
Fairfield	15-19	M	2373
Fairfield	20-24	F	1392
Fairfield	20-24	M	1348
Fairfield	25+	F	2282
Fairfield	25+	M	1491
Gosford	0-4	F	515
Gosford	0-4	M	526
Gosford	5-14	F	3717
Gosford	5-14	M	3791
Gosford	15-19	F	1423
Gosford	15-19	M	1454
Gosford	20-24	F	642
Gosford	20-24	M	589
Gosford	25+	F	1570
Gosford	25+	M	863
Goulburn	0-4	F	535
Goulburn	0-4	M	584
Goulburn	5-14	F	4297
Goulburn	5-14	M	4563
Goulburn	15-19	F	1589
Goulburn	15-19	M	1647
Goulburn	20-24	F	462
Goulburn	20-24	M	388
Goulburn	25+	F	1423
Goulburn	25+	M	669
Granville	0-4	F	633
Granville	0-4	M	713
Granville	5-14	F	4992
Granville	5-14	M	5467
Granville	15-19	F	1998
Granville	15-19	M	1969
Granville	20-24	F	1403
Granville	20-24	M	1495
Granville	25+	F	2457
Granville	25+	M	1854
Hawkesbury	0-4	F	589
Hawkesbury	0-4	M	662
Hawkesbury	5-14	F	4558
Hawkesbury	5-14	M	4837
Hawkesbury	15-19	F	1918
Hawkesbury	15-19	M	1870
Hawkesbury	20-24	F	800
Hawkesbury	20-24	M	634
Hawkesbury	25+	F	1262
Hawkesbury	25+	M	634
Heathcote	0-4	F	717
Heathcote	0-4	M	768
Heathcote	5-14	F	4802
Heathcote	5-14	M	5025
Heathcote	15-19	F	1926
Heathcote	15-19	M	2030
Heathcote	20-24	F	875
Heathcote	20-24	M	856
Heathcote	25+	F	1412
Heathcote	25+	M	851
Heffron	0-4	F	485
Heffron	0-4	M	482
Heffron	5-14	F	2902
Heffron	5-14	M	3040
Heffron	15-19	F	2830
Heffron	15-19	M	2770
Heffron	20-24	F	5267
Heffron	20-24	M	5206
Heffron	25+	F	4181
Heffron	25+	M	4022
Holsworthy	0-4	F	673
Holsworthy	0-4	M	725
Holsworthy	5-14	F	5803
Holsworthy	5-14	M	5972
Holsworthy	15-19	F	2425
Holsworthy	15-19	M	2502
Holsworthy	20-24	F	1179
Holsworthy	20-24	M	1066
Holsworthy	25+	F	1666
Holsworthy	25+	M	990
Hornsby	0-4	F	647
Hornsby	0-4	M	697
Hornsby	5-14	F	5144
Hornsby	5-14	M	5292
Hornsby	15-19	F	2155
Hornsby	15-19	M	2235
Hornsby	20-24	F	1114
Hornsby	20-24	M	1180
Hornsby	25+	F	1806
Hornsby	25+	M	1172
Keira	0-4	F	660
Keira	0-4	M	707
Keira	5-14	F	4777
Keira	5-14	M	4989
Keira	15-19	F	2052
Keira	15-19	M	2064
Keira	20-24	F	1234
Keira	20-24	M	1362
Keira	25+	F	1754
Keira	25+	M	1322
Kiama	0-4	F	587
Kiama	0-4	M	621
Kiama	5-14	F	3962
Kiama	5-14	M	4137
Kiama	15-19	F	1602
Kiama	15-19	M	1626
Kiama	20-24	F	563
Kiama	20-24	M	544
Kiama	25+	F	1252
Kiama	25+	M	645
Kogarah	0-4	F	536
Kogarah	0-4	M	576
Kogarah	5-14	F	4083
Kogarah	5-14	M	4390
Kogarah	15-19	F	2196
Kogarah	15-19	M	2253
Kogarah	20-24	F	2150
Kogarah	20-24	M	2395
Kogarah	25+	F	2961
Kogarah	25+	M	2501
Ku-ring-gai	0-4	F	641
Ku-ring-gai	0-4	M	692
Ku-ring-gai	5-14	F	5405
Ku-ring-gai	5-14	M	5657
Ku-ring-gai	15-19	F	2728
Ku-ring-gai	15-19	M	2636
Ku-ring-gai	20-24	F	1349
Ku-ring-gai	20-24	M	1248
Ku-ring-gai	25+	F	1831
Ku-ring-gai	25+	M	1157
Lake Macquarie	0-4	F	511
Lake Macquarie	0-4	M	499
Lake Macquarie	5-14	F	3779
Lake Macquarie	5-14	M	3959
Lake Macquarie	15-19	F	1562
Lake Macquarie	15-19	M	1618
Lake Macquarie	20-24	F	593
Lake Macquarie	20-24	M	570
Lake Macquarie	25+	F	1351
Lake Macquarie	25+	M	690
Lakemba	0-4	F	638
Lakemba	0-4	M	746
Lakemba	5-14	F	5722
Lakemba	5-14	M	5971
Lakemba	15-19	F	2367
Lakemba	15-19	M	2348
Lakemba	20-24	F	1364
Lakemba	20-24	M	1732
Lakemba	25+	F	2272
Lakemba	25+	M	2117
Lane Cove	0-4	F	650
Lane Cove	0-4	M	698
Lane Cove	5-14	F	4573
Lane Cove	5-14	M	4870
Lane Cove	15-19	F	1697
Lane Cove	15-19	M	2555
Lane Cove	20-24	F	1179
Lane Cove	20-24	M	1241
Lane Cove	25+	F	2147
Lane Cove	25+	M	1396
Lismore	0-4	F	470
Lismore	0-4	M	458
Lismore	5-14	F	4081
Lismore	5-14	M	4232
Lismore	15-19	F	1613
Lismore	15-19	M	1535
Lismore	20-24	F	579
Lismore	20-24	M	442
Lismore	25+	F	1693
Lismore	25+	M	874
Liverpool	0-4	F	561
Liverpool	0-4	M	620
Liverpool	5-14	F	5749
Liverpool	5-14	M	6111
Liverpool	15-19	F	2526
Liverpool	15-19	M	2541
Liverpool	20-24	F	1367
Liverpool	20-24	M	1143
Liverpool	25+	F	2036
Liverpool	25+	M	1250
Londonderry	0-4	F	734
Londonderry	0-4	M	762
Londonderry	5-14	F	5685
Londonderry	5-14	M	5944
Londonderry	15-19	F	1934
Londonderry	15-19	M	1945
Londonderry	20-24	F	865
Londonderry	20-24	M	697
Londonderry	25+	F	1682
Londonderry	25+	M	889
Macquarie Fields	0-4	F	657
Macquarie Fields	0-4	M	641
Macquarie Fields	5-14	F	5316
Macquarie Fields	5-14	M	5691
Macquarie Fields	15-19	F	2133
Macquarie Fields	15-19	M	2210
Macquarie Fields	20-24	F	1074
Macquarie Fields	20-24	M	1038
Macquarie Fields	25+	F	1814
Macquarie Fields	25+	M	1157
Maitland	0-4	F	638
Maitland	0-4	M	699
Maitland	5-14	F	4998
Maitland	5-14	M	5299
Maitland	15-19	F	1739
Maitland	15-19	M	1802
Maitland	20-24	F	747
Maitland	20-24	M	558
Maitland	25+	F	1557
Maitland	25+	M	841
Manly	0-4	F	695
Manly	0-4	M	702
Manly	5-14	F	4874
Manly	5-14	M	5041
Manly	15-19	F	1622
Manly	15-19	M	1695
Manly	20-24	F	918
Manly	20-24	M	872
Manly	25+	F	1962
Manly	25+	M	1233
Maroubra	0-4	F	580
Maroubra	0-4	M	594
Maroubra	5-14	F	4119
Maroubra	5-14	M	4420
Maroubra	15-19	F	1869
Maroubra	15-19	M	1959
Maroubra	20-24	F	1508
Maroubra	20-24	M	1617
Maroubra	25+	F	1957
Maroubra	25+	M	1514
Miranda	0-4	F	606
Miranda	0-4	M	676
Miranda	5-14	F	4298
Miranda	5-14	M	4468
Miranda	15-19	F	1737
Miranda	15-19	M	1785
Miranda	20-24	F	921
Miranda	20-24	M	815
Miranda	25+	F	1242
Miranda	25+	M	816
Monaro	0-4	F	420
Monaro	0-4	M	533
Monaro	5-14	F	4316
Monaro	5-14	M	4577
Monaro	15-19	F	1625
Monaro	15-19	M	1752
Monaro	20-24	F	670
Monaro	20-24	M	570
Monaro	25+	F	1744
Monaro	25+	M	1077
Mount Druitt	0-4	F	610
Mount Druitt	0-4	M	660
Mount Druitt	5-14	F	6062
Mount Druitt	5-14	M	6463
Mount Druitt	15-19	F	2596
Mount Druitt	15-19	M	2569
Mount Druitt	20-24	F	1207
Mount Druitt	20-24	M	1087
Mount Druitt	25+	F	1958
Mount Druitt	25+	M	1190
Mulgoa	0-4	F	696
Mulgoa	0-4	M	700
Mulgoa	5-14	F	5571
Mulgoa	5-14	M	5685
Mulgoa	15-19	F	2363
Mulgoa	15-19	M	2424
Mulgoa	20-24	F	1033
Mulgoa	20-24	M	991
Mulgoa	25+	F	1364
Mulgoa	25+	M	744
Murray	0-4	F	561
Murray	0-4	M	587
Murray	5-14	F	4699
Murray	5-14	M	4834
Murray	15-19	F	1722
Murray	15-19	M	1651
Murray	20-24	F	385
Murray	20-24	M	256
Murray	25+	F	1100
Murray	25+	M	549
Myall Lakes	0-4	F	457
Myall Lakes	0-4	M	487
Myall Lakes	5-14	F	3486
Myall Lakes	5-14	M	3646
Myall Lakes	15-19	F	1302
Myall Lakes	15-19	M	1321
Myall Lakes	20-24	F	306
Myall Lakes	20-24	M	214
Myall Lakes	25+	F	1146
Myall Lakes	25+	M	457
Newcastle	0-4	F	445
Newcastle	0-4	M	505
Newcastle	5-14	F	3137
Newcastle	5-14	M	3319
Newcastle	15-19	F	1249
Newcastle	15-19	M	1258
Newcastle	20-24	F	1437
Newcastle	20-24	M	1178
Newcastle	25+	F	2175
Newcastle	25+	M	1689
Newtown	0-4	F	287
Newtown	0-4	M	307
Newtown	5-14	F	1891
Newtown	5-14	M	1978
Newtown	15-19	F	1739
Newtown	15-19	M	1292
Newtown	20-24	F	3911
Newtown	20-24	M	2792
Newtown	25+	F	4033
Newtown	25+	M	3404
North Shore	0-4	F	493
North Shore	0-4	M	476
North Shore	5-14	F	2922
North Shore	5-14	M	3044
North Shore	15-19	F	1265
North Shore	15-19	M	1199
North Shore	20-24	F	993
North Shore	20-24	M	851
North Shore	25+	F	2365
North Shore	25+	M	1430
Northern Tablelands	0-4	F	574
Northern Tablelands	0-4	M	620
Northern Tablelands	5-14	F	4533
Northern Tablelands	5-14	M	4607
Northern Tablelands	15-19	F	1911
Northern Tablelands	15-19	M	1821
Northern Tablelands	20-24	F	1088
Northern Tablelands	20-24	M	860
Northern Tablelands	25+	F	1651
Northern Tablelands	25+	M	935
Oatley	0-4	F	538
Oatley	0-4	M	571
Oatley	5-14	F	4218
Oatley	5-14	M	4355
Oatley	15-19	F	2098
Oatley	15-19	M	2105
Oatley	20-24	F	1138
Oatley	20-24	M	1301
Oatley	25+	F	1608
Oatley	25+	M	1154
Orange	0-4	F	628
Orange	0-4	M	599
Orange	5-14	F	4768
Orange	5-14	M	5123
Orange	15-19	F	1796
Orange	15-19	M	1692
Orange	20-24	F	568
Orange	20-24	M	414
Orange	25+	F	1564
Orange	25+	M	799
Oxley	0-4	F	487
Oxley	0-4	M	524
Oxley	5-14	F	3894
Oxley	5-14	M	4009
Oxley	15-19	F	1387
Oxley	15-19	M	1393
Oxley	20-24	F	317
Oxley	20-24	M	208
Oxley	25+	F	1261
Oxley	25+	M	465
Parramatta	0-4	F	737
Parramatta	0-4	M	720
Parramatta	5-14	F	4707
Parramatta	5-14	M	5120
Parramatta	15-19	F	1982
Parramatta	15-19	M	2203
Parramatta	20-24	F	1577
Parramatta	20-24	M	1893
Parramatta	25+	F	3259
Parramatta	25+	M	2423
Penrith	0-4	F	659
Penrith	0-4	M	758
Penrith	5-14	F	4709
Penrith	5-14	M	4919
Penrith	15-19	F	1758
Penrith	15-19	M	1804
Penrith	20-24	F	805
Penrith	20-24	M	706
Penrith	25+	F	1693
Penrith	25+	M	987
Pittwater	0-4	F	584
Pittwater	0-4	M	620
Pittwater	5-14	F	4300
Pittwater	5-14	M	4535
Pittwater	15-19	F	1690
Pittwater	15-19	M	1711
Pittwater	20-24	F	731
Pittwater	20-24	M	809
Pittwater	25+	F	1227
Pittwater	25+	M	741
Port Macquarie	0-4	F	487
Port Macquarie	0-4	M	474
Port Macquarie	5-14	F	3747
Port Macquarie	5-14	M	3931
Port Macquarie	15-19	F	1460
Port Macquarie	15-19	M	1484
Port Macquarie	20-24	F	433
Port Macquarie	20-24	M	287
Port Macquarie	25+	F	1380
Port Macquarie	25+	M	651
Port Stephens	0-4	F	504
Port Stephens	0-4	M	489
Port Stephens	5-14	F	3849
Port Stephens	5-14	M	4175
Port Stephens	15-19	F	1408
Port Stephens	15-19	M	1426
Port Stephens	20-24	F	487
Port Stephens	20-24	M	378
Port Stephens	25+	F	1172
Port Stephens	25+	M	514
Prospect	0-4	F	575
Prospect	0-4	M	607
Prospect	5-14	F	4914
Prospect	5-14	M	5107
Prospect	15-19	F	1980
Prospect	15-19	M	2015
Prospect	20-24	F	1053
Prospect	20-24	M	1111
Prospect	25+	F	1637
Prospect	25+	M	1075
Riverstone	0-4	F	896
Riverstone	0-4	M	916
Riverstone	5-14	F	6578
Riverstone	5-14	M	7071
Riverstone	15-19	F	2461
Riverstone	15-19	M	2604
Riverstone	20-24	F	1152
Riverstone	20-24	M	1242
Riverstone	25+	F	1841
Riverstone	25+	M	1203
Rockdale	0-4	F	536
Rockdale	0-4	M	549
Rockdale	5-14	F	3739
Rockdale	5-14	M	3920
Rockdale	15-19	F	1712
Rockdale	15-19	M	1721
Rockdale	20-24	F	1655
Rockdale	20-24	M	1645
Rockdale	25+	F	2683
Rockdale	25+	M	2325
Ryde	0-4	F	632
Ryde	0-4	M	621
Ryde	5-14	F	3958
Ryde	5-14	M	4382
Ryde	15-19	F	2068
Ryde	15-19	M	2189
Ryde	20-24	F	2823
Ryde	20-24	M	2653
Ryde	25+	F	3352
Ryde	25+	M	2670
Seven Hills	0-4	F	717
Seven Hills	0-4	M	735
Seven Hills	5-14	F	4797
Seven Hills	5-14	M	5128
Seven Hills	15-19	F	1729
Seven Hills	15-19	M	1833
Seven Hills	20-24	F	971
Seven Hills	20-24	M	1092
Seven Hills	25+	F	1916
Seven Hills	25+	M	1341
Shellharbour	0-4	F	691
Shellharbour	0-4	M	748
Shellharbour	5-14	F	4929
Shellharbour	5-14	M	5135
Shellharbour	15-19	F	1935
Shellharbour	15-19	M	1944
Shellharbour	20-24	F	740
Shellharbour	20-24	M	599
Shellharbour	25+	F	1381
Shellharbour	25+	M	704
South Coast	0-4	F	466
South Coast	0-4	M	499
South Coast	5-14	F	3458
South Coast	5-14	M	3638
South Coast	15-19	F	1208
South Coast	15-19	M	1156
South Coast	20-24	F	302
South Coast	20-24	M	257
South Coast	25+	F	1111
South Coast	25+	M	450
Strathfield	0-4	F	503
Strathfield	0-4	M	523
Strathfield	5-14	F	3964
Strathfield	5-14	M	3926
Strathfield	15-19	F	2490
Strathfield	15-19	M	2222
Strathfield	20-24	F	2784
Strathfield	20-24	M	2965
Strathfield	25+	F	3327
Strathfield	25+	M	2890
Summer Hill	0-4	F	485
Summer Hill	0-4	M	487
Summer Hill	5-14	F	3326
Summer Hill	5-14	M	3595
Summer Hill	15-19	F	1318
Summer Hill	15-19	M	1525
Summer Hill	20-24	F	1574
Summer Hill	20-24	M	1538
Summer Hill	25+	F	3024
Summer Hill	25+	M	2281
Swansea	0-4	F	531
Swansea	0-4	M	568
Swansea	5-14	F	3825
Swansea	5-14	M	4148
Swansea	15-19	F	1537
Swansea	15-19	M	1586
Swansea	20-24	F	590
Swansea	20-24	M	557
Swansea	25+	F	1182
Swansea	25+	M	509
Sydney	0-4	F	285
Sydney	0-4	M	273
Sydney	5-14	F	1373
Sydney	5-14	M	1365
Sydney	15-19	F	1020
Sydney	15-19	M	844
Sydney	20-24	F	2861
Sydney	20-24	M	2444
Sydney	25+	F	5351
Sydney	25+	M	4328
Tamworth	0-4	F	654
Tamworth	0-4	M	670
Tamworth	5-14	F	4553
Tamworth	5-14	M	4790
Tamworth	15-19	F	1523
Tamworth	15-19	M	1490
Tamworth	20-24	F	457
Tamworth	20-24	M	305
Tamworth	25+	F	1315
Tamworth	25+	M	605
Terrigal	0-4	F	570
Terrigal	0-4	M	600
Terrigal	5-14	F	4354
Terrigal	5-14	M	4609
Terrigal	15-19	F	1823
Terrigal	15-19	M	1807
Terrigal	20-24	F	697
Terrigal	20-24	M	697
Terrigal	25+	F	1433
Terrigal	25+	M	757
The Entrance	0-4	F	576
The Entrance	0-4	M	628
The Entrance	5-14	F	4127
The Entrance	5-14	M	4472
The Entrance	15-19	F	1586
The Entrance	15-19	M	1600
The Entrance	20-24	F	670
The Entrance	20-24	M	612
The Entrance	25+	F	1493
The Entrance	25+	M	731
Tweed	0-4	F	376
Tweed	0-4	M	471
Tweed	5-14	F	3826
Tweed	5-14	M	3959
Tweed	15-19	F	1516
Tweed	15-19	M	1454
Tweed	20-24	F	513
Tweed	20-24	M	425
Tweed	25+	F	1508
Tweed	25+	M	671
Upper Hunter	0-4	F	603
Upper Hunter	0-4	M	618
Upper Hunter	5-14	F	4616
Upper Hunter	5-14	M	4828
Upper Hunter	15-19	F	1587
Upper Hunter	15-19	M	1590
Upper Hunter	20-24	F	414
Upper Hunter	20-24	M	316
Upper Hunter	25+	F	1182
Upper Hunter	25+	M	492
Vaucluse	0-4	F	593
Vaucluse	0-4	M	660
Vaucluse	5-14	F	3793
Vaucluse	5-14	M	3842
Vaucluse	15-19	F	1533
Vaucluse	15-19	M	1551
Vaucluse	20-24	F	1183
Vaucluse	20-24	M	952
Vaucluse	25+	F	2111
Vaucluse	25+	M	1405
Wagga Wagga	0-4	F	512
Wagga Wagga	0-4	M	603
Wagga Wagga	5-14	F	4721
Wagga Wagga	5-14	M	4801
Wagga Wagga	15-19	F	1746
Wagga Wagga	15-19	M	1751
Wagga Wagga	20-24	F	1175
Wagga Wagga	20-24	M	741
Wagga Wagga	25+	F	1735
Wagga Wagga	25+	M	1004
Wakehurst	0-4	F	637
Wakehurst	0-4	M	708
Wakehurst	5-14	F	4963
Wakehurst	5-14	M	5255
Wakehurst	15-19	F	1985
Wakehurst	15-19	M	2102
Wakehurst	20-24	F	929
Wakehurst	20-24	M	921
Wakehurst	25+	F	1647
Wakehurst	25+	M	1126
Wallsend	0-4	F	605
Wallsend	0-4	M	692
Wallsend	5-14	F	4307
Wallsend	5-14	M	4625
Wallsend	15-19	F	2044
Wallsend	15-19	M	2010
Wallsend	20-24	F	2034
Wallsend	20-24	M	1955
Wallsend	25+	F	2179
Wallsend	25+	M	1778
Willoughby	0-4	F	728
Willoughby	0-4	M	764
Willoughby	5-14	F	4750
Willoughby	5-14	M	5000
Willoughby	15-19	F	1863
Willoughby	15-19	M	1889
Willoughby	20-24	F	1531
Willoughby	20-24	M	1306
Willoughby	25+	F	2433
Willoughby	25+	M	1610
Wollondilly	0-4	F	612
Wollondilly	0-4	M	640
Wollondilly	5-14	F	4701
Wollondilly	5-14	M	4975
Wollondilly	15-19	F	1891
Wollondilly	15-19	M	1766
Wollondilly	20-24	F	629
Wollondilly	20-24	M	477
Wollondilly	25+	F	1186
Wollondilly	25+	M	556
Wollongong	0-4	F	568
Wollongong	0-4	M	577
Wollongong	5-14	F	3695
Wollongong	5-14	M	3993
Wollongong	15-19	F	1979
Wollongong	15-19	M	1893
Wollongong	20-24	F	1976
Wollongong	20-24	M	2186
Wollongong	25+	F	2140
Wollongong	25+	M	1970
Wyong	0-4	F	613
Wyong	0-4	M	657
Wyong	5-14	F	4685
Wyong	5-14	M	4960
Wyong	15-19	F	1740
Wyong	15-19	M	1690
Wyong	20-24	F	672
Wyong	20-24	M	501
Wyong	25+	F	1527
Wyong	25+	M	686
No usual address (NSW)	0-4	F	19
No usual address (NSW)	0-4	M	24
No usual address (NSW)	5-14	F	158
No usual address (NSW)	5-14	M	148
No usual address (NSW)	15-19	F	82
No usual address (NSW)	15-19	M	90
No usual address (NSW)	20-24	F	141
No usual address (NSW)	20-24	M	137
No usual address (NSW)	25+	F	254
No usual address (NSW)	25+	M	179
Migratory - Offshore - Shipping (NSW)	5-14	F	10
Migratory - Offshore - Shipping (NSW)	5-14	M	10
Migratory - Offshore - Shipping (NSW)	15-19	F	5
Migratory - Offshore - Shipping (NSW)	20-24	F	3
Migratory - Offshore - Shipping (NSW)	25+	F	6
Albert Park (Southern Metropolitan)	0-4	F	339
Albert Park (Southern Metropolitan)	0-4	M	327
Albert Park (Southern Metropolitan)	5-14	F	1891
Albert Park (Southern Metropolitan)	5-14	M	1955
Albert Park (Southern Metropolitan)	15-19	F	1060
Albert Park (Southern Metropolitan)	15-19	M	927
