SED_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
Albury					231
Albury	0	0	0	1	1004
Albury	0	0	1	0	284
Albury	0	0	1	1	97
Albury	0	1	0	0	1439
Albury	0	1	0	1	115
Albury	0	1	1	0	246
Albury	0	1	1	1	40
Albury	1	0	0	1	1282
Albury	1	0	1	0	631
Albury	1	0	1	1	362
Albury	1	1	0	0	4447
Albury	1	1	0	1	219
Albury	1	1	1	0	802
Albury	1	1	1	1	139
Auburn					660
Auburn	0	0	0	1	1526
Auburn	0	0	1	0	377
Auburn	0	0	1	1	208
Auburn	0	1	0	0	1121
Auburn	0	1	0	1	108
Auburn	0	1	1	0	232
Auburn	0	1	1	1	80
Auburn	1	0	0	1	2409
Auburn	1	0	1	0	983
Auburn	1	0	1	1	761
Auburn	1	1	0	0	6724
Auburn	1	1	0	1	303
Auburn	1	1	1	0	1218
Auburn	1	1	1	1	330
Ballina					230
Ballina	0	0	0	1	1124
Ballina	0	0	1	0	426
Ballina	0	0	1	1	114
Ballina	0	1	0	0	1423
Ballina	0	1	0	1	99
Ballina	0	1	1	0	238
Ballina	0	1	1	1	24
Ballina	1	0	0	1	1238
Ballina	1	0	1	0	617
Ballina	1	0	1	1	264
Ballina	1	1	0	0	3873
Ballina	1	1	0	1	169
Ballina	1	1	1	0	704
Ballina	1	1	1	1	86
Balmain					476
Balmain	0	0	0	1	921
Balmain	0	0	1	0	368
Balmain	0	0	1	1	94
Balmain	0	1	0	0	825
Balmain	0	1	0	1	40
Balmain	0	1	1	0	119
Balmain	0	1	1	1	8
Balmain	1	0	0	1	871
Balmain	1	0	1	0	629
Balmain	1	0	1	1	221
Balmain	1	1	0	0	5533
Balmain	1	1	0	1	73
Balmain	1	1	1	0	478
Balmain	1	1	1	1	27
Bankstown					463
Bankstown	0	0	0	1	1722
Bankstown	0	0	1	0	435
Bankstown	0	0	1	1	236
Bankstown	0	1	0	0	1393
Bankstown	0	1	0	1	170
Bankstown	0	1	1	0	314
Bankstown	0	1	1	1	100
Bankstown	1	0	0	1	2249
Bankstown	1	0	1	0	848
Bankstown	1	0	1	1	676
Bankstown	1	1	0	0	5518
Bankstown	1	1	0	1	322
Bankstown	1	1	1	0	1171
Bankstown	1	1	1	1	290
Barwon					330
Barwon	0	0	0	1	1286
Barwon	0	0	1	0	225
Barwon	0	0	1	1	74
Barwon	0	1	0	0	1773
Barwon	0	1	0	1	173
Barwon	0	1	1	0	258
Barwon	0	1	1	1	59
Barwon	1	0	0	1	1269
Barwon	1	0	1	0	413
Barwon	1	0	1	1	220
Barwon	1	1	0	0	3803
Barwon	1	1	0	1	269
Barwon	1	1	1	0	665
Barwon	1	1	1	1	114
Bathurst					249
Bathurst	0	0	0	1	1139
Bathurst	0	0	1	0	311
Bathurst	0	0	1	1	100
Bathurst	0	1	0	0	1492
Bathurst	0	1	0	1	119
Bathurst	0	1	1	0	265
Bathurst	0	1	1	1	48
Bathurst	1	0	0	1	1479
Bathurst	1	0	1	0	568
Bathurst	1	0	1	1	332
Bathurst	1	1	0	0	4166
Bathurst	1	1	0	1	246
Bathurst	1	1	1	0	886
Bathurst	1	1	1	1	144
Baulkham Hills					215
Baulkham Hills	0	0	0	1	952
Baulkham Hills	0	0	1	0	295
Baulkham Hills	0	0	1	1	131
Baulkham Hills	0	1	0	0	602
Baulkham Hills	0	1	0	1	61
Baulkham Hills	0	1	1	0	151
Baulkham Hills	0	1	1	1	17
Baulkham Hills	1	0	0	1	2629
Baulkham Hills	1	0	1	0	1439
Baulkham Hills	1	0	1	1	946
Baulkham Hills	1	1	0	0	6626
Baulkham Hills	1	1	0	1	202
Baulkham Hills	1	1	1	0	1297
Baulkham Hills	1	1	1	1	148
Bega					193
Bega	0	0	0	1	1024
Bega	0	0	1	0	262
Bega	0	0	1	1	91
Bega	0	1	0	0	1188
Bega	0	1	0	1	106
Bega	0	1	1	0	212
Bega	0	1	1	1	30
Bega	1	0	0	1	1203
Bega	1	0	1	0	433
Bega	1	0	1	1	209
Bega	1	1	0	0	2959
Bega	1	1	0	1	207
Bega	1	1	1	0	564
Bega	1	1	1	1	91
Blacktown					484
Blacktown	0	0	0	1	1851
Blacktown	0	0	1	0	341
Blacktown	0	0	1	1	215
Blacktown	0	1	0	0	1368
Blacktown	0	1	0	1	184
Blacktown	0	1	1	0	289
Blacktown	0	1	1	1	71
Blacktown	1	0	0	1	2424
Blacktown	1	0	1	0	905
Blacktown	1	0	1	1	727
Blacktown	1	1	0	0	6444
Blacktown	1	1	0	1	344
Blacktown	1	1	1	0	1080
Blacktown	1	1	1	1	212
Blue Mountains					202
Blue Mountains	0	0	0	1	1105
Blue Mountains	0	0	1	0	336
Blue Mountains	0	0	1	1	122
Blue Mountains	0	1	0	0	1108
Blue Mountains	0	1	0	1	104
Blue Mountains	0	1	1	0	214
Blue Mountains	0	1	1	1	29
Blue Mountains	1	0	0	1	1609
Blue Mountains	1	0	1	0	774
Blue Mountains	1	0	1	1	421
Blue Mountains	1	1	0	0	4352
Blue Mountains	1	1	0	1	206
Blue Mountains	1	1	1	0	869
Blue Mountains	1	1	1	1	133
Cabramatta					467
Cabramatta	0	0	0	1	2040
Cabramatta	0	0	1	0	547
Cabramatta	0	0	1	1	289
Cabramatta	0	1	0	0	1725
Cabramatta	0	1	0	1	210
Cabramatta	0	1	1	0	400
Cabramatta	0	1	1	1	80
Cabramatta	1	0	0	1	2904
Cabramatta	1	0	1	0	993
Cabramatta	1	0	1	1	916
Cabramatta	1	1	0	0	4098
Cabramatta	1	1	0	1	334
Cabramatta	1	1	1	0	1162
Cabramatta	1	1	1	1	277
Camden					245
Camden	0	0	0	1	1158
Camden	0	0	1	0	276
Camden	0	0	1	1	187
Camden	0	1	0	0	1238
Camden	0	1	0	1	143
Camden	0	1	1	0	251
Camden	0	1	1	1	60
Camden	1	0	0	1	2419
Camden	1	0	1	0	820
Camden	1	0	1	1	736
Camden	1	1	0	0	7147
