SED_NAME16	AgeChild	CoupleFamily	ParentsBornAus	children
Shellharbour	10-12	0		27
Shellharbour	10-12	0	Both	619
Shellharbour	10-12	0	Father only	41
Shellharbour	10-12	0	Mother only	76
Shellharbour	10-12	0	Neither	26
Shellharbour	10-12	1		10
Shellharbour	10-12	1	Both	1728
Shellharbour	10-12	1	Father only	172
Shellharbour	10-12	1	Mother only	206
Shellharbour	10-12	1	Neither	165
Shellharbour	13-14	0		13
Shellharbour	13-14	0	Both	408
Shellharbour	13-14	0	Father only	43
Shellharbour	13-14	0	Mother only	62
Shellharbour	13-14	0	Neither	32
Shellharbour	13-14	1		13
Shellharbour	13-14	1	Both	1064
Shellharbour	13-14	1	Father only	125
Shellharbour	13-14	1	Mother only	140
Shellharbour	13-14	1	Neither	136
Shellharbour	15-17	0		9
Shellharbour	15-17	0	Both	537
Shellharbour	15-17	0	Father only	52
Shellharbour	15-17	0	Mother only	80
Shellharbour	15-17	0	Neither	56
Shellharbour	15-17	1		10
Shellharbour	15-17	1	Both	1350
Shellharbour	15-17	1	Father only	172
Shellharbour	15-17	1	Mother only	226
Shellharbour	15-17	1	Neither	181
Shellharbour	18-20	0		5
Shellharbour	18-20	0	Both	127
Shellharbour	18-20	0	Father only	22
Shellharbour	18-20	0	Mother only	32
Shellharbour	18-20	0	Neither	24
Shellharbour	18-20	1	Both	434
Shellharbour	18-20	1	Father only	71
Shellharbour	18-20	1	Mother only	111
Shellharbour	18-20	1	Neither	123
Shellharbour	21-24	0	Both	41
Shellharbour	21-24	0	Father only	13
Shellharbour	21-24	0	Mother only	14
Shellharbour	21-24	0	Neither	13
Shellharbour	21-24	1		3
Shellharbour	21-24	1	Both	142
Shellharbour	21-24	1	Father only	32
Shellharbour	21-24	1	Mother only	47
Shellharbour	21-24	1	Neither	54
South Coast	0-4	0		24
South Coast	0-4	0	Both	654
South Coast	0-4	0	Father only	22
South Coast	0-4	0	Mother only	32
South Coast	0-4	0	Neither	8
South Coast	0-4	1		4
South Coast	0-4	1	Both	2113
South Coast	0-4	1	Father only	147
South Coast	0-4	1	Mother only	121
South Coast	0-4	1	Neither	112
South Coast	5-9	0		28
South Coast	5-9	0	Both	852
South Coast	5-9	0	Father only	37
South Coast	5-9	0	Mother only	47
South Coast	5-9	0	Neither	26
South Coast	5-9	1		21
South Coast	5-9	1	Both	2230
South Coast	5-9	1	Father only	136
South Coast	5-9	1	Mother only	193
South Coast	5-9	1	Neither	103
South Coast	10-12	0		20
South Coast	10-12	0	Both	544
South Coast	10-12	0	Father only	35
South Coast	10-12	0	Mother only	42
South Coast	10-12	0	Neither	19
South Coast	10-12	1		16
South Coast	10-12	1	Both	1232
South Coast	10-12	1	Father only	86
South Coast	10-12	1	Mother only	95
South Coast	10-12	1	Neither	74
South Coast	13-14	0		16
South Coast	13-14	0	Both	381
South Coast	13-14	0	Father only	23
South Coast	13-14	0	Mother only	38
South Coast	13-14	0	Neither	17
South Coast	13-14	1		10
South Coast	13-14	1	Both	777
South Coast	13-14	1	Father only	49
South Coast	13-14	1	Mother only	74
South Coast	13-14	1	Neither	49
South Coast	15-17	0		10
South Coast	15-17	0	Both	424
South Coast	15-17	0	Father only	29
South Coast	15-17	0	Mother only	49
South Coast	15-17	0	Neither	19
South Coast	15-17	1		7
South Coast	15-17	1	Both	986
South Coast	15-17	1	Father only	72
South Coast	15-17	1	Mother only	93
South Coast	15-17	1	Neither	54
South Coast	18-20	0	Both	62
South Coast	18-20	0	Father only	12
South Coast	18-20	0	Mother only	6
South Coast	18-20	0	Neither	3
South Coast	18-20	1	Both	165
South Coast	18-20	1	Father only	15
South Coast	18-20	1	Mother only	17
South Coast	18-20	1	Neither	19
South Coast	21-24	0	Both	15
South Coast	21-24	0	Father only	4
South Coast	21-24	0	Mother only	5
South Coast	21-24	1	Both	48
South Coast	21-24	1	Father only	5
South Coast	21-24	1	Neither	7
Strathfield	0-4	0		13
Strathfield	0-4	0	Both	82
Strathfield	0-4	0	Father only	34
Strathfield	0-4	0	Mother only	55
Strathfield	0-4	0	Neither	189
Strathfield	0-4	1		19
Strathfield	0-4	1	Both	972
Strathfield	0-4	1	Father only	338
Strathfield	0-4	1	Mother only	339
Strathfield	0-4	1	Neither	2514
Strathfield	5-9	0		12
Strathfield	5-9	0	Both	130
Strathfield	5-9	0	Father only	63
Strathfield	5-9	0	Mother only	47
Strathfield	5-9	0	Neither	226
Strathfield	5-9	1		11
Strathfield	5-9	1	Both	965
Strathfield	5-9	1	Father only	350
Strathfield	5-9	1	Mother only	367
Strathfield	5-9	1	Neither	2011
Strathfield	10-12	0		6
Strathfield	10-12	0	Both	86
Strathfield	10-12	0	Father only	35
Strathfield	10-12	0	Mother only	46
Strathfield	10-12	0	Neither	193
Strathfield	10-12	1		7
Strathfield	10-12	1	Both	550
Strathfield	10-12	1	Father only	173
Strathfield	10-12	1	Mother only	230
Strathfield	10-12	1	Neither	1027
Strathfield	13-14	0	Both	66
Strathfield	13-14	0	Father only	25
Strathfield	13-14	0	Mother only	34
Strathfield	13-14	0	Neither	197
Strathfield	13-14	1		11
Strathfield	13-14	1	Both	343
Strathfield	13-14	1	Father only	93
Strathfield	13-14	1	Mother only	122
Strathfield	13-14	1	Neither	698
Strathfield	15-17	0		10
Strathfield	15-17	0	Both	89
Strathfield	15-17	0	Father only	34
Strathfield	15-17	0	Mother only	43
Strathfield	15-17	0	Neither	322
Strathfield	15-17	1		7
Strathfield	15-17	1	Both	475
Strathfield	15-17	1	Father only	154
Strathfield	15-17	1	Mother only	181
Strathfield	15-17	1	Neither	1141
Strathfield	18-20	0		3
Strathfield	18-20	0	Both	62
Strathfield	18-20	0	Father only	24
Strathfield	18-20	0	Mother only	21
Strathfield	18-20	0	Neither	274
Strathfield	18-20	1		9
Strathfield	18-20	1	Both	321
Strathfield	18-20	1	Father only	95
Strathfield	18-20	1	Mother only	123
Strathfield	18-20	1	Neither	977
Strathfield	21-24	0	Both	26
Strathfield	21-24	0	Father only	10
Strathfield	21-24	0	Mother only	11
Strathfield	21-24	0	Neither	165
Strathfield	21-24	1		7
Strathfield	21-24	1	Both	162
Strathfield	21-24	1	Father only	42
Strathfield	21-24	1	Mother only	51
Strathfield	21-24	1	Neither	549
Summer Hill	0-4	0		9
Summer Hill	0-4	0	Both	144
Summer Hill	0-4	0	Father only	40
Summer Hill	0-4	0	Mother only	63
Summer Hill	0-4	0	Neither	103
Summer Hill	0-4	1		16
Summer Hill	0-4	1	Both	1514
Summer Hill	0-4	1	Father only	431
Summer Hill	0-4	1	Mother only	467
Summer Hill	0-4	1	Neither	1200
Summer Hill	5-9	0		20
Summer Hill	5-9	0	Both	211
Summer Hill	5-9	0	Father only	79
Summer Hill	5-9	0	Mother only	79
Summer Hill	5-9	0	Neither	159
Summer Hill	5-9	1		22
Summer Hill	5-9	1	Both	1457
Summer Hill	5-9	1	Father only	400
Summer Hill	5-9	1	Mother only	512
Summer Hill	5-9	1	Neither	911
Summer Hill	10-12	0		16
Summer Hill	10-12	0	Both	123
Summer Hill	10-12	0	Father only	44
Summer Hill	10-12	0	Mother only	67
Summer Hill	10-12	0	Neither	121
Summer Hill	10-12	1		10
Summer Hill	10-12	1	Both	750
Summer Hill	10-12	1	Father only	174
Summer Hill	10-12	1	Mother only	239
Summer Hill	10-12	1	Neither	450
Summer Hill	13-14	0		3
Summer Hill	13-14	0	Both	101
Summer Hill	13-14	0	Father only	27
Summer Hill	13-14	0	Mother only	37
Summer Hill	13-14	0	Neither	94
Summer Hill	13-14	1		6
Summer Hill	13-14	1	Both	391
Summer Hill	13-14	1	Father only	105
Summer Hill	13-14	1	Mother only	134
Summer Hill	13-14	1	Neither	295
Summer Hill	15-17	0		15
Summer Hill	15-17	0	Both	125
Summer Hill	15-17	0	Father only	39
Summer Hill	15-17	0	Mother only	48
Summer Hill	15-17	0	Neither	170
Summer Hill	15-17	1	Both	529
Summer Hill	15-17	1	Father only	150
Summer Hill	15-17	1	Mother only	148
Summer Hill	15-17	1	Neither	436
Summer Hill	18-20	0		9
Summer Hill	18-20	0	Both	53
Summer Hill	18-20	0	Father only	15
Summer Hill	18-20	0	Mother only	32
Summer Hill	18-20	0	Neither	108
Summer Hill	18-20	1		3
Summer Hill	18-20	1	Both	261
Summer Hill	18-20	1	Father only	62
Summer Hill	18-20	1	Mother only	68
Summer Hill	18-20	1	Neither	304
Summer Hill	21-24	0	Both	34
Summer Hill	21-24	0	Father only	9
Summer Hill	21-24	0	Mother only	18
Summer Hill	21-24	0	Neither	72
Summer Hill	21-24	1	Both	116
Summer Hill	21-24	1	Father only	39
Summer Hill	21-24	1	Mother only	50
Summer Hill	21-24	1	Neither	171
Swansea	0-4	0		21
Swansea	0-4	0	Both	623
Swansea	0-4	0	Father only	24
Swansea	0-4	0	Mother only	48
Swansea	0-4	0	Neither	4
Swansea	0-4	1		17
Swansea	0-4	1	Both	2500
Swansea	0-4	1	Father only	167
Swansea	0-4	1	Mother only	155
Swansea	0-4	1	Neither	87
Swansea	5-9	0		26
Swansea	5-9	0	Both	823
Swansea	5-9	0	Father only	46
Swansea	5-9	0	Mother only	76
Swansea	5-9	0	Neither	16
Swansea	5-9	1		17
Swansea	5-9	1	Both	2543
Swansea	5-9	1	Father only	198
Swansea	5-9	1	Mother only	223
Swansea	5-9	1	Neither	129
Swansea	10-12	0		18
Swansea	10-12	0	Both	516
Swansea	10-12	0	Father only	32
Swansea	10-12	0	Mother only	43
Swansea	10-12	0	Neither	15
Swansea	10-12	1		14
Swansea	10-12	1	Both	1465
Swansea	10-12	1	Father only	110
Swansea	10-12	1	Mother only	102
Swansea	10-12	1	Neither	67
Swansea	13-14	0		14
Swansea	13-14	0	Both	362
Swansea	13-14	0	Father only	28
Swansea	13-14	0	Mother only	38
Swansea	13-14	0	Neither	7
Swansea	13-14	1		12
Swansea	13-14	1	Both	977
Swansea	13-14	1	Father only	66
Swansea	13-14	1	Mother only	73
Swansea	13-14	1	Neither	49
Swansea	15-17	0		12
Swansea	15-17	0	Both	481
Swansea	15-17	0	Father only	40
Swansea	15-17	0	Mother only	56
Swansea	15-17	0	Neither	23
Swansea	15-17	1		6
Swansea	15-17	1	Both	1279
Swansea	15-17	1	Father only	93
Swansea	15-17	1	Mother only	106
Swansea	15-17	1	Neither	57
Swansea	18-20	0	Both	131
Swansea	18-20	0	Father only	14
Swansea	18-20	0	Mother only	15
Swansea	18-20	0	Neither	3
Swansea	18-20	1		4
Swansea	18-20	1	Both	454
Swansea	18-20	1	Father only	37
Swansea	18-20	1	Mother only	37
Swansea	18-20	1	Neither	29
Swansea	21-24	0	Both	46
Swansea	21-24	0	Mother only	8
Swansea	21-24	0	Neither	3
Swansea	21-24	1	Both	202
Swansea	21-24	1	Father only	13
Swansea	21-24	1	Mother only	18
Swansea	21-24	1	Neither	15
Sydney	0-4	0		18
Sydney	0-4	0	Both	66
Sydney	0-4	0	Father only	18
Sydney	0-4	0	Mother only	33
Sydney	0-4	0	Neither	80
Sydney	0-4	1		17
Sydney	0-4	1	Both	718
Sydney	0-4	1	Father only	370
Sydney	0-4	1	Mother only	283
Sydney	0-4	1	Neither	986
Sydney	5-9	0		13
Sydney	5-9	0	Both	124
Sydney	5-9	0	Father only	30
Sydney	5-9	0	Mother only	49
Sydney	5-9	0	Neither	85
Sydney	5-9	1		6
Sydney	5-9	1	Both	403
Sydney	5-9	1	Father only	171
Sydney	5-9	1	Mother only	193
Sydney	5-9	1	Neither	493
Sydney	10-12	0		7
Sydney	10-12	0	Both	88
Sydney	10-12	0	Father only	17
Sydney	10-12	0	Mother only	38
Sydney	10-12	0	Neither	70
Sydney	10-12	1		3
Sydney	10-12	1	Both	168
Sydney	10-12	1	Father only	77
Sydney	10-12	1	Mother only	76
Sydney	10-12	1	Neither	200
Sydney	13-14	0		7
Sydney	13-14	0	Both	48
Sydney	13-14	0	Father only	10
Sydney	13-14	0	Mother only	20
Sydney	13-14	0	Neither	43
Sydney	13-14	1		3
Sydney	13-14	1	Both	95
Sydney	13-14	1	Father only	40
Sydney	13-14	1	Mother only	41
Sydney	13-14	1	Neither	110
Sydney	15-17	0		7
Sydney	15-17	0	Both	57
Sydney	15-17	0	Father only	29
Sydney	15-17	0	Mother only	27
Sydney	15-17	0	Neither	100
Sydney	15-17	1	Both	142
Sydney	15-17	1	Father only	47
Sydney	15-17	1	Mother only	39
Sydney	15-17	1	Neither	140
Sydney	18-20	0	Both	31
Sydney	18-20	0	Father only	17
Sydney	18-20	0	Mother only	15
Sydney	18-20	0	Neither	76
Sydney	18-20	1	Both	84
Sydney	18-20	1	Father only	33
Sydney	18-20	1	Mother only	27
Sydney	18-20	1	Neither	104
Sydney	21-24	0		3
Sydney	21-24	0	Both	33
Sydney	21-24	0	Father only	11
Sydney	21-24	0	Mother only	14
Sydney	21-24	0	Neither	47
Sydney	21-24	1	Both	60
Sydney	21-24	1	Father only	16
Sydney	21-24	1	Mother only	18
Sydney	21-24	1	Neither	95
Tamworth	0-4	0		34
Tamworth	0-4	0	Both	1016
Tamworth	0-4	0	Father only	8
Tamworth	0-4	0	Mother only	29
Tamworth	0-4	0	Neither	8
Tamworth	0-4	1		31
Tamworth	0-4	1	Both	3067
Tamworth	0-4	1	Father only	128
Tamworth	0-4	1	Mother only	122
Tamworth	0-4	1	Neither	180
Tamworth	5-9	0		54
Tamworth	5-9	0	Both	1150
Tamworth	5-9	0	Father only	21
Tamworth	5-9	0	Mother only	37
Tamworth	5-9	0	Neither	12
Tamworth	5-9	1		32
Tamworth	5-9	1	Both	3230
Tamworth	5-9	1	Father only	109
Tamworth	5-9	1	Mother only	115
Tamworth	5-9	1	Neither	161
Tamworth	10-12	0		28
Tamworth	10-12	0	Both	700
Tamworth	10-12	0	Father only	15
Tamworth	10-12	0	Mother only	26
Tamworth	10-12	0	Neither	7
Tamworth	10-12	1		9
Tamworth	10-12	1	Both	1833
Tamworth	10-12	1	Father only	72
Tamworth	10-12	1	Mother only	53
Tamworth	10-12	1	Neither	87
Tamworth	13-14	0		23
Tamworth	13-14	0	Both	447
Tamworth	13-14	0	Father only	15
Tamworth	13-14	0	Mother only	30
Tamworth	13-14	0	Neither	7
Tamworth	13-14	1		3
Tamworth	13-14	1	Both	1116
Tamworth	13-14	1	Father only	31
Tamworth	13-14	1	Mother only	34
Tamworth	13-14	1	Neither	50
Tamworth	15-17	0		10
Tamworth	15-17	0	Both	485
Tamworth	15-17	0	Father only	23
Tamworth	15-17	0	Mother only	21
Tamworth	15-17	0	Neither	17
Tamworth	15-17	1		5
Tamworth	15-17	1	Both	1349
Tamworth	15-17	1	Father only	51
Tamworth	15-17	1	Mother only	44
Tamworth	15-17	1	Neither	82
Tamworth	18-20	0	Both	67
Tamworth	18-20	0	Father only	8
Tamworth	18-20	0	Mother only	10
Tamworth	18-20	0	Neither	6
Tamworth	18-20	1	Both	199
Tamworth	18-20	1	Father only	15
Tamworth	18-20	1	Mother only	8
Tamworth	18-20	1	Neither	11
Tamworth	21-24	0	Both	19
Tamworth	21-24	0	Neither	3
Tamworth	21-24	1	Both	37
Tamworth	21-24	1	Mother only	4
Tamworth	21-24	1	Neither	3
Terrigal	0-4	0		20
Terrigal	0-4	0	Both	317
Terrigal	0-4	0	Father only	27
Terrigal	0-4	0	Mother only	64
Terrigal	0-4	0	Neither	9
Terrigal	0-4	1		17
Terrigal	0-4	1	Both	2377
Terrigal	0-4	1	Father only	324
Terrigal	0-4	1	Mother only	362
Terrigal	0-4	1	Neither	322
Terrigal	5-9	0		18
Terrigal	5-9	0	Both	521
Terrigal	5-9	0	Father only	56
Terrigal	5-9	0	Mother only	84
Terrigal	5-9	0	Neither	37
Terrigal	5-9	1		18
Terrigal	5-9	1	Both	2576
Terrigal	5-9	1	Father only	366
Terrigal	5-9	1	Mother only	418
Terrigal	5-9	1	Neither	431
Terrigal	10-12	0		14
Terrigal	10-12	0	Both	326
Terrigal	10-12	0	Father only	38
Terrigal	10-12	0	Mother only	62
Terrigal	10-12	0	Neither	40
Terrigal	10-12	1		8
Terrigal	10-12	1	Both	1540
Terrigal	10-12	1	Father only	204
Terrigal	10-12	1	Mother only	277
Terrigal	10-12	1	Neither	262
Terrigal	13-14	0		6
Terrigal	13-14	0	Both	280
Terrigal	13-14	0	Father only	22
Terrigal	13-14	0	Mother only	47
Terrigal	13-14	0	Neither	37
Terrigal	13-14	1		11
Terrigal	13-14	1	Both	955
Terrigal	13-14	1	Father only	123
Terrigal	13-14	1	Mother only	168
Terrigal	13-14	1	Neither	147
Terrigal	15-17	0		8
Terrigal	15-17	0	Both	379
Terrigal	15-17	0	Father only	65
Terrigal	15-17	0	Mother only	67
Terrigal	15-17	0	Neither	48
Terrigal	15-17	1		7
Terrigal	15-17	1	Both	1299
Terrigal	15-17	1	Father only	153
Terrigal	15-17	1	Mother only	225
Terrigal	15-17	1	Neither	230
Terrigal	18-20	0	Both	107
Terrigal	18-20	0	Father only	18
Terrigal	18-20	0	Mother only	22
Terrigal	18-20	0	Neither	30
Terrigal	18-20	1	Both	530
Terrigal	18-20	1	Father only	72
Terrigal	18-20	1	Mother only	97
Terrigal	18-20	1	Neither	111
Terrigal	21-24	0	Both	57
Terrigal	21-24	0	Father only	9
Terrigal	21-24	0	Mother only	7
Terrigal	21-24	0	Neither	10
Terrigal	21-24	1	Both	248
Terrigal	21-24	1	Father only	34
Terrigal	21-24	1	Mother only	42
Terrigal	21-24	1	Neither	45
The Entrance	0-4	0		39
The Entrance	0-4	0	Both	616
The Entrance	0-4	0	Father only	43
The Entrance	0-4	0	Mother only	60
The Entrance	0-4	0	Neither	13
The Entrance	0-4	1		17
The Entrance	0-4	1	Both	2494
The Entrance	0-4	1	Father only	251
The Entrance	0-4	1	Mother only	327
The Entrance	0-4	1	Neither	212
The Entrance	5-9	0		34
The Entrance	5-9	0	Both	827
The Entrance	5-9	0	Father only	61
The Entrance	5-9	0	Mother only	109
The Entrance	5-9	0	Neither	37
The Entrance	5-9	1		17
The Entrance	5-9	1	Both	2547
The Entrance	5-9	1	Father only	280
The Entrance	5-9	1	Mother only	352
The Entrance	5-9	1	Neither	272
The Entrance	10-12	0		27
The Entrance	10-12	0	Both	535
The Entrance	10-12	0	Father only	42
The Entrance	10-12	0	Mother only	81
The Entrance	10-12	0	Neither	34
The Entrance	10-12	1		16
The Entrance	10-12	1	Both	1426
The Entrance	10-12	1	Father only	141
The Entrance	10-12	1	Mother only	180
The Entrance	10-12	1	Neither	166
The Entrance	13-14	0		9
The Entrance	13-14	0	Both	336
The Entrance	13-14	0	Father only	33
The Entrance	13-14	0	Mother only	41
The Entrance	13-14	0	Neither	27
The Entrance	13-14	1		3
The Entrance	13-14	1	Both	844
The Entrance	13-14	1	Father only	102
The Entrance	13-14	1	Mother only	100
The Entrance	13-14	1	Neither	100
The Entrance	15-17	0		10
The Entrance	15-17	0	Both	500
The Entrance	15-17	0	Father only	39
The Entrance	15-17	0	Mother only	71
The Entrance	15-17	0	Neither	30
The Entrance	15-17	1		10
The Entrance	15-17	1	Both	1141
The Entrance	15-17	1	Father only	124
The Entrance	15-17	1	Mother only	154
The Entrance	15-17	1	Neither	126
The Entrance	18-20	0	Both	132
The Entrance	18-20	0	Father only	6
The Entrance	18-20	0	Mother only	28
The Entrance	18-20	0	Neither	7
The Entrance	18-20	1		4
The Entrance	18-20	1	Both	389
The Entrance	18-20	1	Father only	59
The Entrance	18-20	1	Mother only	68
The Entrance	18-20	1	Neither	51
The Entrance	21-24	0	Both	56
The Entrance	21-24	0	Father only	7
The Entrance	21-24	0	Mother only	17
The Entrance	21-24	0	Neither	5
The Entrance	21-24	1	Both	186
The Entrance	21-24	1	Father only	22
The Entrance	21-24	1	Mother only	22
The Entrance	21-24	1	Neither	39
Tweed	0-4	0		12
Tweed	0-4	0	Both	451
Tweed	0-4	0	Father only	31
Tweed	0-4	0	Mother only	74
Tweed	0-4	0	Neither	17
Tweed	0-4	1		16
Tweed	0-4	1	Both	2225
Tweed	0-4	1	Father only	290
Tweed	0-4	1	Mother only	302
Tweed	0-4	1	Neither	258
Tweed	5-9	0		26
Tweed	5-9	0	Both	686
Tweed	5-9	0	Father only	55
Tweed	5-9	0	Mother only	101
Tweed	5-9	0	Neither	37
Tweed	5-9	1		18
Tweed	5-9	1	Both	2239
Tweed	5-9	1	Father only	296
Tweed	5-9	1	Mother only	303
Tweed	5-9	1	Neither	286
Tweed	10-12	0		13
Tweed	10-12	0	Both	478
Tweed	10-12	0	Father only	57
Tweed	10-12	0	Mother only	75
Tweed	10-12	0	Neither	27
Tweed	10-12	1		4
Tweed	10-12	1	Both	1277
Tweed	10-12	1	Father only	127
Tweed	10-12	1	Mother only	165
Tweed	10-12	1	Neither	150
Tweed	13-14	0		13
Tweed	13-14	0	Both	316
Tweed	13-14	0	Father only	30
Tweed	13-14	0	Mother only	43
Tweed	13-14	0	Neither	19
Tweed	13-14	1		6
Tweed	13-14	1	Both	845
Tweed	13-14	1	Father only	87
Tweed	13-14	1	Mother only	96
Tweed	13-14	1	Neither	97
Tweed	15-17	0		8
Tweed	15-17	0	Both	457
Tweed	15-17	0	Father only	65
Tweed	15-17	0	Mother only	63
Tweed	15-17	0	Neither	34
Tweed	15-17	1		5
Tweed	15-17	1	Both	1092
Tweed	15-17	1	Father only	113
Tweed	15-17	1	Mother only	130
Tweed	15-17	1	Neither	138
Tweed	18-20	0		3
Tweed	18-20	0	Both	131
Tweed	18-20	0	Father only	14
Tweed	18-20	0	Mother only	14
Tweed	18-20	0	Neither	17
Tweed	18-20	1	Both	327
Tweed	18-20	1	Father only	41
Tweed	18-20	1	Mother only	28
Tweed	18-20	1	Neither	32
Tweed	21-24	0	Both	43
Tweed	21-24	0	Father only	4
Tweed	21-24	0	Mother only	3
Tweed	21-24	0	Neither	3
Tweed	21-24	1	Both	116
Tweed	21-24	1	Father only	11
Tweed	21-24	1	Mother only	13
Tweed	21-24	1	Neither	15
Upper Hunter	0-4	0		27
Upper Hunter	0-4	0	Both	727
Upper Hunter	0-4	0	Father only	13
Upper Hunter	0-4	0	Mother only	36
Upper Hunter	0-4	0	Neither	14
Upper Hunter	0-4	1		25
Upper Hunter	0-4	1	Both	3105
Upper Hunter	0-4	1	Father only	197
Upper Hunter	0-4	1	Mother only	111
Upper Hunter	0-4	1	Neither	170
Upper Hunter	5-9	0		31
Upper Hunter	5-9	0	Both	973
Upper Hunter	5-9	0	Father only	22
Upper Hunter	5-9	0	Mother only	53
Upper Hunter	5-9	0	Neither	25
Upper Hunter	5-9	1		28
Upper Hunter	5-9	1	Both	3332
Upper Hunter	5-9	1	Father only	190
Upper Hunter	5-9	1	Mother only	159
Upper Hunter	5-9	1	Neither	190
Upper Hunter	10-12	0		17
Upper Hunter	10-12	0	Both	544
Upper Hunter	10-12	0	Father only	18
Upper Hunter	10-12	0	Mother only	28
Upper Hunter	10-12	0	Neither	7
Upper Hunter	10-12	1		15
Upper Hunter	10-12	1	Both	1844
Upper Hunter	10-12	1	Father only	113
Upper Hunter	10-12	1	Mother only	72
Upper Hunter	10-12	1	Neither	96
Upper Hunter	13-14	0		6
Upper Hunter	13-14	0	Both	392
Upper Hunter	13-14	0	Father only	14
Upper Hunter	13-14	0	Mother only	20
Upper Hunter	13-14	0	Neither	8
Upper Hunter	13-14	1		11
Upper Hunter	13-14	1	Both	1242
Upper Hunter	13-14	1	Father only	61
Upper Hunter	13-14	1	Mother only	60
Upper Hunter	13-14	1	Neither	65
Upper Hunter	15-17	0		5
Upper Hunter	15-17	0	Both	457
Upper Hunter	15-17	0	Father only	19
Upper Hunter	15-17	0	Mother only	24
Upper Hunter	15-17	0	Neither	15
Upper Hunter	15-17	1		12
Upper Hunter	15-17	1	Both	1521
Upper Hunter	15-17	1	Father only	72
Upper Hunter	15-17	1	Mother only	70
Upper Hunter	15-17	1	Neither	83
Upper Hunter	18-20	0		6
Upper Hunter	18-20	0	Both	76
Upper Hunter	18-20	0	Mother only	4
Upper Hunter	18-20	0	Neither	4
Upper Hunter	18-20	1	Both	302
Upper Hunter	18-20	1	Father only	19
Upper Hunter	18-20	1	Mother only	19
Upper Hunter	18-20	1	Neither	18
Upper Hunter	21-24	0	Both	13
Upper Hunter	21-24	0	Father only	3
Upper Hunter	21-24	1	Both	85
Upper Hunter	21-24	1	Father only	5
Upper Hunter	21-24	1	Mother only	3
Upper Hunter	21-24	1	Neither	3
Vaucluse	0-4	0		5
Vaucluse	0-4	0	Both	73
Vaucluse	0-4	0	Father only	41
Vaucluse	0-4	0	Mother only	49
Vaucluse	0-4	0	Neither	65
Vaucluse	0-4	1		16
Vaucluse	0-4	1	Both	1359
Vaucluse	0-4	1	Father only	589
Vaucluse	0-4	1	Mother only	652
Vaucluse	0-4	1	Neither	1176
Vaucluse	5-9	0		3
Vaucluse	5-9	0	Both	160
Vaucluse	5-9	0	Father only	79
Vaucluse	5-9	0	Mother only	87
Vaucluse	5-9	0	Neither	138
Vaucluse	5-9	1		20
Vaucluse	5-9	1	Both	1295
Vaucluse	5-9	1	Father only	539
Vaucluse	5-9	1	Mother only	583
Vaucluse	5-9	1	Neither	1126
Vaucluse	10-12	0		4
Vaucluse	10-12	0	Both	114
Vaucluse	10-12	0	Father only	35
Vaucluse	10-12	0	Mother only	79
Vaucluse	10-12	0	Neither	95
Vaucluse	10-12	1		9
Vaucluse	10-12	1	Both	757
Vaucluse	10-12	1	Father only	273
Vaucluse	10-12	1	Mother only	312
Vaucluse	10-12	1	Neither	530
Vaucluse	13-14	0	Both	77
Vaucluse	13-14	0	Father only	35
Vaucluse	13-14	0	Mother only	37
Vaucluse	13-14	0	Neither	64
Vaucluse	13-14	1		4
Vaucluse	13-14	1	Both	435
Vaucluse	13-14	1	Father only	150
Vaucluse	13-14	1	Mother only	175
Vaucluse	13-14	1	Neither	352
Vaucluse	15-17	0	Both	110
Vaucluse	15-17	0	Father only	41
Vaucluse	15-17	0	Mother only	61
Vaucluse	15-17	0	Neither	92
Vaucluse	15-17	1		3
Vaucluse	15-17	1	Both	560
Vaucluse	15-17	1	Father only	177
Vaucluse	15-17	1	Mother only	216
Vaucluse	15-17	1	Neither	480
Vaucluse	18-20	0		4
Vaucluse	18-20	0	Both	69
Vaucluse	18-20	0	Father only	24
Vaucluse	18-20	0	Mother only	35
Vaucluse	18-20	0	Neither	67
Vaucluse	18-20	1		4
Vaucluse	18-20	1	Both	317
Vaucluse	18-20	1	Father only	107
Vaucluse	18-20	1	Mother only	112
Vaucluse	18-20	1	Neither	266
Vaucluse	21-24	0	Both	50
Vaucluse	21-24	0	Father only	14
Vaucluse	21-24	0	Mother only	19
Vaucluse	21-24	0	Neither	56
Vaucluse	21-24	1	Both	193
Vaucluse	21-24	1	Father only	57
Vaucluse	21-24	1	Mother only	78
Vaucluse	21-24	1	Neither	201
Wagga Wagga	0-4	0		41
Wagga Wagga	0-4	0	Both	739
Wagga Wagga	0-4	0	Father only	10
Wagga Wagga	0-4	0	Mother only	50
Wagga Wagga	0-4	0	Neither	35
Wagga Wagga	0-4	1		14
Wagga Wagga	0-4	1	Both	3102
Wagga Wagga	0-4	1	Father only	159
Wagga Wagga	0-4	1	Mother only	135
Wagga Wagga	0-4	1	Neither	389
Wagga Wagga	5-9	0		26
Wagga Wagga	5-9	0	Both	932
Wagga Wagga	5-9	0	Father only	31
Wagga Wagga	5-9	0	Mother only	56
Wagga Wagga	5-9	0	Neither	45
Wagga Wagga	5-9	1		13
Wagga Wagga	5-9	1	Both	3230
Wagga Wagga	5-9	1	Father only	133
Wagga Wagga	5-9	1	Mother only	172
Wagga Wagga	5-9	1	Neither	390
Wagga Wagga	10-12	0		23
Wagga Wagga	10-12	0	Both	555
Wagga Wagga	10-12	0	Father only	18
