SSC_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SSC22204,269,3,0,8,0,275,174,0,0,0,0,176,37,0,3,0,0,39,3,3,0,0,0,6,29,7,0,0,0,39,0,0,0,0,0,0,5,0,0,5,0,13,3,0,0,0,0,3,75,6,3,10,0,97,3,0,0,0,0,3,26,0,0,0,0,32,545,9,3,16,3,579
SSC22205,11,0,0,0,0,11,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,27
SSC22206,367,9,14,3,0,391,309,3,3,4,0,318,77,4,31,0,0,108,13,4,19,0,0,36,54,0,3,0,0,53,4,0,0,0,0,9,7,0,0,0,0,7,9,0,0,0,0,9,159,5,56,3,0,228,4,0,0,0,0,3,19,0,3,0,0,21,857,19,74,6,0,963
SSC22207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22208,51,0,0,0,0,51,38,0,0,0,4,42,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,110,0,0,0,4,108
SSC22209,1258,57,3,26,8,1349,1018,19,0,3,0,1042,505,56,3,0,0,563,0,0,0,0,0,0,167,10,0,0,0,185,0,0,0,0,0,0,11,3,0,0,3,21,26,3,0,0,0,27,713,72,4,3,3,797,24,5,0,0,0,24,120,5,0,7,0,132,3127,159,3,37,11,3338
SSC22210,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC22211,625,121,9,0,0,752,421,100,3,0,4,532,190,133,13,0,0,332,0,0,0,0,0,0,58,27,0,0,3,88,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14,264,153,10,0,3,438,48,3,0,0,0,48,40,11,16,0,0,71,1394,392,42,0,7,1838
SSC22212,13,0,0,0,0,16,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,31
SSC22213,99,0,0,0,0,99,113,0,0,0,0,113,27,0,0,0,0,28,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,50,0,0,0,0,51,0,0,0,0,0,0,3,0,0,0,0,3,265,0,0,0,0,267
SSC22214,21,0,0,0,0,21,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33
SSC22215,1627,86,62,25,4,1809,1495,37,21,9,5,1573,744,175,158,0,3,1080,135,70,38,0,0,244,164,11,15,3,0,197,12,19,6,0,0,42,123,5,3,0,0,133,21,8,3,0,0,34,1210,286,218,11,3,1728,14,25,0,0,0,39,111,26,10,0,0,149,4459,466,312,42,10,5295
SSC22216,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC22217,17,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,21
SSC22218,213,8,3,0,0,229,106,5,0,0,3,115,47,41,9,0,0,100,0,0,0,0,0,0,26,4,5,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,78,42,15,0,0,139,0,0,0,0,0,0,12,0,0,0,0,11,413,56,25,0,3,501
SSC22219,49,0,0,0,0,49,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,63,0,0,0,0,63
SSC22220,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC22221,273,53,0,0,0,325,846,147,0,0,0,988,186,40,0,0,0,219,0,0,0,0,0,0,20,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,41,0,0,0,247,3,0,0,0,0,3,18,0,0,0,0,22,1344,246,0,0,0,1591
SSC22222,18,0,0,0,0,22,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31
SSC22223,940,362,148,3,0,1455,764,269,141,3,3,1174,161,229,332,6,3,734,6,7,11,0,0,26,58,43,41,3,3,148,0,0,19,0,0,15,4,0,6,0,0,13,3,0,3,0,0,6,226,285,410,8,9,946,12,4,19,0,0,35,38,29,23,0,0,87,1988,946,739,19,11,3704
SSC22224,21,0,0,0,0,21,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,62
SSC22225,59,0,0,0,0,59,22,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,97,0,0,0,0,100
SSC22226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22227,102,4,0,0,3,105,97,0,0,0,0,97,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,16,0,0,0,6,21,0,0,0,0,0,0,3,0,0,0,0,3,213,9,0,0,5,233
SSC22228,136,0,0,0,3,134,180,0,0,0,0,184,16,0,0,0,0,16,0,0,0,0,0,0,8,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,3,27,0,0,0,0,0,0,3,0,0,0,0,3,345,0,0,0,3,352
SSC22229,9,0,0,0,0,13,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,37
SSC22230,89,0,0,3,0,88,145,0,0,3,0,146,9,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,3,259,0,0,6,0,266
SSC22231,672,9,0,0,0,683,853,19,0,0,0,873,282,9,0,0,0,293,31,0,0,0,0,29,67,4,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,388,9,0,0,0,396,3,0,0,0,0,3,38,0,0,0,0,39,1952,46,0,0,0,1995
SSC22232,17,0,0,0,0,17,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
SSC22233,38,0,0,0,0,38,31,0,0,0,0,31,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,83,0,0,0,0,83
SSC22234,24,0,0,0,3,27,26,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,16,0,0,0,0,16,4,0,0,0,0,4,3,0,0,0,0,3,77,0,0,0,3,81
SSC22235,127,0,0,0,0,133,65,0,0,0,0,66,0,0,0,0,0,0,0,0,3,0,0,4,28,0,0,0,0,27,0,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,37,0,3,0,0,43,0,0,0,0,0,0,10,0,0,0,0,12,245,4,3,3,0,255
SSC22236,364,157,0,0,0,512,549,241,0,0,0,789,146,81,0,0,0,220,14,4,0,0,0,14,43,13,0,0,0,57,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,206,91,0,0,0,303,4,0,0,0,0,3,12,6,0,0,0,19,1133,494,0,0,3,1631
SSC22237,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8
SSC22238,1545,281,17,0,0,1849,1966,364,46,3,0,2375,824,497,128,5,0,1458,119,92,29,0,0,244,243,93,13,0,0,356,18,8,0,0,0,30,23,14,10,35,0,79,13,3,4,0,0,20,1240,709,187,43,0,2183,33,100,5,0,0,135,134,51,22,4,0,214,4920,1496,276,53,6,6751
SSC22239,295,28,0,0,0,326,182,33,8,0,0,221,72,35,8,0,0,112,3,0,0,0,0,3,20,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,34,10,0,0,142,0,0,0,0,0,0,16,3,0,0,0,16,593,103,14,3,0,713
SSC22240,55,0,0,0,0,60,33,0,0,0,0,33,8,0,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,22,0,0,0,0,0,0,9,0,0,0,0,9,115,0,0,0,0,121
SSC22241,23,0,0,0,0,23,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,57,0,0,0,0,59
SSC22242,13,0,0,0,0,13,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,47
SSC22243,22,0,0,0,0,22,41,0,0,0,0,43,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,67,0,0,0,0,69
SSC22244,896,232,4,0,0,1133,920,277,0,0,0,1203,503,526,25,0,3,1055,107,139,3,0,0,253,177,72,0,0,0,252,26,24,3,0,0,56,7,19,0,0,0,32,15,16,0,0,0,30,833,801,37,0,6,1676,22,7,0,0,8,36,111,44,4,0,4,161,2777,1365,45,0,18,4202
SSC22245,367,50,21,0,0,440,521,119,63,0,3,705,271,111,211,3,0,599,13,18,22,0,0,54,72,17,27,4,0,116,0,0,15,0,0,19,9,0,4,0,0,14,5,0,3,0,0,11,371,152,279,7,0,809,3,3,0,0,0,6,31,3,9,0,4,41,1299,321,365,12,10,2011
SSC22246,72,0,0,0,0,72,86,0,0,0,0,85,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,168,0,0,0,0,173
SSC22247,155,0,0,0,0,151,320,0,0,0,0,324,18,0,0,0,0,13,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0,0,32,3,0,0,0,0,3,8,0,0,0,0,8,518,0,0,0,0,525
SSC22248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22249,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC22250,24,0,0,0,0,24,18,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,21,0,0,0,0,0,0,5,0,0,0,0,5,73,0,0,3,0,70
SSC22251,33,0,0,0,0,33,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,43
SSC22252,237,0,0,0,0,237,459,0,0,0,3,456,34,0,0,0,0,34,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,74,0,0,0,0,74,3,0,0,0,0,3,18,0,0,0,0,18,784,0,0,0,3,788
SSC22253,64,0,0,0,0,64,174,0,0,0,0,176,12,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,7,262,0,0,0,0,265
SSC22254,806,6,24,14,3,852,662,3,8,0,0,680,276,11,70,0,0,355,146,11,46,0,0,204,130,0,28,0,8,165,5,0,3,0,0,6,32,0,10,4,0,43,17,0,3,0,0,18,599,21,161,9,8,794,5,0,9,0,0,16,78,4,12,0,0,102,2164,34,215,28,10,2441
SSC22255,23,0,0,0,0,26,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,4,3,0,0,0,0,3,62,0,0,0,0,60
SSC22256,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC22257,23,0,0,0,0,23,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42
SSC22258,4,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC22259,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC22260,57,0,0,0,8,67,64,0,0,0,8,76,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,129,0,0,0,18,148
SSC22261,32,0,0,0,0,32,39,0,0,0,3,35,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,3,86
SSC22262,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC22263,14,0,0,0,0,14,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31
SSC22264,3116,216,3,26,0,3361,3077,120,0,4,0,3203,1630,688,29,7,6,2356,458,153,20,0,0,628,602,125,9,3,4,745,77,28,17,0,0,120,110,25,3,6,3,144,53,18,0,0,0,76,2929,1033,89,14,14,4076,87,35,0,0,0,123,324,92,15,3,3,441,9534,1486,114,52,26,11209
SSC22265,163,0,0,0,0,163,119,0,0,0,0,124,17,0,0,0,0,17,0,0,0,0,0,0,20,0,0,0,0,27,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,47,0,0,0,0,52,4,0,0,0,0,4,12,0,0,0,0,14,346,0,0,0,4,350
SSC22266,47,0,0,0,0,43,141,0,0,0,0,143,68,0,0,0,0,73,3,11,0,0,0,13,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,14,0,0,0,95,0,0,0,0,0,0,4,0,0,0,0,6,268,14,0,0,0,284
SSC22267,51,0,0,0,0,51,45,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,102,0,0,0,3,105
SSC22268,100,0,3,0,0,101,53,0,0,0,0,53,17,0,0,0,0,17,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,9,40,0,0,0,0,37,3,0,0,0,0,3,3,0,0,0,0,5,204,0,0,0,0,212
SSC22269,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC22270,162,0,0,0,0,160,156,0,0,5,0,159,8,3,0,0,0,15,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,38,3,0,0,0,41,4,0,0,0,0,4,5,0,0,0,0,5,365,3,0,5,3,370
SSC22271,48,0,0,0,0,48,12,0,0,0,0,12,11,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,18,0,0,0,0,0,0,5,0,0,0,0,5,84,0,0,0,0,84
SSC22272,74,0,0,0,0,74,59,0,0,0,3,66,7,0,0,0,0,7,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,50,0,0,0,0,50,4,0,0,0,0,4,3,0,0,0,0,3,191,0,0,0,3,193
SSC22273,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC22274,14,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31
SSC22275,38,0,0,0,0,35,10,0,0,0,0,10,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,0,0,0,3,9,0,0,0,0,0,0,8,0,0,0,0,5,61,0,0,0,3,65
SSC22276,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC22277,11,0,0,0,0,11,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
SSC22278,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC22279,119,0,0,0,0,116,71,0,0,0,0,71,3,0,0,0,0,3,6,0,0,0,0,6,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,0,4,27,0,0,0,0,29,7,0,0,0,0,7,9,0,0,0,0,9,228,0,0,0,0,228
SSC22280,442,63,0,0,0,505,1374,127,0,0,0,1499,279,76,0,0,0,355,0,3,0,0,0,3,89,5,0,0,0,95,3,3,0,0,0,3,10,0,0,0,0,10,4,0,0,0,0,4,389,91,0,0,0,480,9,18,0,0,0,25,38,15,0,0,0,54,2256,304,3,0,0,2562
SSC22281,9,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,13
SSC22282,51,0,0,0,0,52,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,95
SSC22283,44,0,0,0,0,40,18,0,0,0,0,18,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,82
SSC22284,48,0,0,0,0,48,57,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,123,0,0,0,0,121
SSC22285,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC22286,13,0,0,0,0,13,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
