SSC_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC20241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,4,0,0,0,3,0,3,0,0,3,0,0,0,0,0,4,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,16,13,7,0,32
SSC20242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20243,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,15,3,0,6,0,9,20,3,3,0,19,7,0,0,0,7,4,0,5,0,12,9,8,0,0,16,0,8,0,0,3,3,4,3,0,10,5,4,0,0,15,0,11,0,0,15,4,0,0,0,4,0,0,0,0,0,0,3,0,0,5,3,18,3,0,26,3,0,0,0,3,79,66,25,0,175
SSC20244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,9,3,4,0,11,3,3,0,0,8,3,5,0,0,10,3,9,0,0,14,4,10,0,0,11,0,14,0,0,15,10,17,0,0,31,3,6,0,0,7,4,8,0,0,6,0,3,0,0,3,3,0,0,0,3,7,12,3,0,21,4,0,0,0,5,56,91,11,0,155
SSC20246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,0,3,0,9,7,3,0,0,5,17,3,4,0,22,12,3,3,3,18,10,10,4,0,23,11,9,0,0,18,4,8,0,0,18,12,14,0,0,24,14,6,0,0,26,6,10,0,0,20,7,5,0,0,13,0,0,0,0,0,5,4,0,0,12,6,8,0,0,21,0,0,0,0,0,111,89,26,3,235
SSC20247,3,0,0,0,3,7,3,0,0,9,3,0,0,0,3,0,0,6,0,11,15,0,12,0,21,9,8,10,0,31,66,10,11,0,86,28,15,19,0,70,37,29,10,0,79,50,41,6,0,98,22,44,4,0,74,19,49,3,0,74,52,86,5,0,150,23,64,3,0,94,12,27,0,0,36,8,17,4,0,33,8,29,0,0,37,34,73,12,0,118,10,10,8,0,20,414,487,126,8,1036
SSC20248,0,0,4,0,7,0,0,0,0,0,0,0,3,0,0,3,0,4,0,9,8,0,10,0,15,5,0,11,0,23,24,6,9,0,47,15,10,13,0,36,32,15,9,0,56,21,22,6,0,42,13,14,7,0,36,15,22,7,0,44,26,32,6,0,69,7,25,3,0,38,9,12,0,0,20,3,7,0,0,7,7,21,0,0,28,16,22,13,0,46,8,0,4,0,6,203,210,114,3,534
SSC20249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,3,0,0,0,3,25,20,0,0,49
SSC20250,12,3,0,4,20,3,0,0,0,9,0,5,3,0,10,0,0,4,0,3,17,3,5,0,31,13,7,17,0,35,39,3,16,0,60,26,7,12,4,45,54,11,14,4,91,63,9,15,0,86,25,25,19,0,70,37,20,4,0,70,71,70,16,0,162,62,82,6,0,150,42,65,4,0,105,40,79,10,0,133,116,317,8,0,443,52,127,20,0,196,15,9,0,0,23,685,843,166,15,1722
SSC20251,38,9,28,0,70,12,0,9,3,26,14,4,14,6,34,3,6,7,0,14,36,5,15,0,62,28,17,21,0,68,93,16,32,10,145,78,24,46,3,156,131,57,55,6,247,104,67,32,5,212,67,72,30,3,169,74,91,23,0,191,145,230,38,13,424,120,213,24,3,367,62,189,7,5,266,65,144,12,0,226,113,462,5,0,587,79,199,49,0,321,14,22,10,0,46,1277,1844,439,58,3622
SSC20252,27,10,11,3,40,9,8,7,0,18,0,3,10,0,14,8,3,8,0,17,20,10,9,0,45,10,7,19,3,39,83,21,32,0,145,59,34,37,3,126,60,60,37,8,170,54,58,36,9,151,32,69,22,3,125,38,70,19,0,130,56,148,29,6,237,40,113,10,0,164,37,108,0,3,147,19,59,5,0,80,32,163,3,0,199,29,112,27,0,173,9,10,3,0,22,618,1076,317,39,2047
SSC20253,25,4,9,0,45,11,0,5,0,19,4,3,11,0,24,5,0,12,0,25,54,8,9,0,77,18,17,28,0,63,110,22,44,3,184,65,47,33,5,145,105,55,48,7,215,78,70,34,3,183,34,76,33,9,155,47,88,18,3,152,96,193,39,0,325,59,214,20,0,300,37,125,10,0,172,18,97,10,0,122,51,260,8,3,322,67,159,38,0,268,13,12,9,0,28,897,1474,412,38,2825
SSC20254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,5
SSC20255,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,6,0,0,0,4,3,3,3,0,3,5,0,0,0,11,0,3,0,0,5,4,3,0,0,6,7,0,0,0,4,5,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,3,0,5,0,0,0,0,3,34,24,15,0,68
SSC20256,6,0,0,0,6,0,0,0,0,3,3,0,0,0,6,0,0,4,0,4,27,3,3,0,26,4,0,5,0,13,57,3,12,0,67,31,6,3,0,45,47,8,3,0,61,33,13,10,0,52,19,4,3,0,33,23,18,3,0,44,34,28,3,0,69,18,21,3,0,35,10,10,0,0,18,13,7,0,0,21,14,11,0,0,30,29,22,16,0,68,8,3,0,0,14,376,163,68,3,613
SSC20257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,12
SSC20258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,3,0,0,4,3,0,0,0,3,3,0,0,0,7,0,4,0,0,7,0,3,0,0,6,3,0,0,0,3,3,3,0,0,3,3,6,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,3,0,0,0,3,23,22,7,4,52
SSC20259,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,3,4,4,0,9,0,0,3,0,7,16,3,0,0,17,4,7,8,0,18,19,12,0,0,31,14,10,4,0,30,8,22,4,0,34,13,18,3,0,37,30,46,0,0,72,12,15,0,0,32,8,8,0,0,10,3,0,0,0,7,0,3,0,0,8,3,14,10,0,28,3,3,0,0,3,134,174,48,3,352
SSC20260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,3,0,27
SSC20261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
SSC20262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,3,0,0,0,6,4,0,0,0,4,3,3,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,16,10,3,0,28
SSC20263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,7,5,0,22
SSC20264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,3,6,0,22
SSC20266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,3,0,21
SSC20267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SSC20269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,3,0,0,8,3,0,0,0,5,5,0,0,0,5,5,3,0,0,9,5,3,0,0,5,5,7,0,0,14,0,4,0,0,5,3,0,0,0,3,0,3,0,0,3,0,0,0,0,4,0,0,0,0,3,3,5,0,0,5,0,0,0,0,0,44,35,5,3,85
SSC20270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,5,0,0,0,0,3,5,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,7,4,5,0,0,8,0,0,0,0,0,23,26,3,0,46
SSC20272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,3,0,0,0,3,12,0,0,0,14,6,0,7,0,12,17,4,0,0,17,8,3,0,0,11,9,4,0,0,11,0,5,0,0,5,9,13,0,0,26,9,10,0,0,14,3,0,0,0,6,0,3,0,0,3,0,0,0,0,0,15,13,3,0,27,3,0,0,0,3,84,61,15,0,167
SSC20274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10
SSC20275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,4,0,0,0,3,0,3,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,13,11,3,0,27
SSC20276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,0,11
SSC20277,8,0,0,0,12,3,0,3,0,7,3,0,6,0,12,3,0,6,0,10,15,0,16,0,35,8,3,28,0,42,58,16,23,0,92,36,12,33,3,92,56,28,23,3,109,49,45,29,4,125,27,45,24,0,93,53,62,14,0,131,90,127,18,3,238,74,100,3,0,179,48,59,7,0,114,30,45,7,0,83,41,74,0,0,116,47,78,23,0,154,12,6,7,3,22,674,695,272,26,1672
SSC20278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,3,3,0,0,4,3,4,0,0,11,4,0,0,0,5,7,0,0,0,6,9,0,0,0,9,11,7,0,0,16,3,4,0,0,5,0,0,0,0,0,3,9,0,0,9,0,3,0,0,7,0,0,0,0,0,45,33,7,0,89
SSC20279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,0,6,5,9,3,0,18,3,3,0,0,9,0,0,0,0,4,0,3,0,0,5,6,0,0,0,5,3,3,0,0,4,0,3,0,0,3,0,0,0,0,0,4,4,0,0,7,0,8,0,0,8,0,0,0,0,3,28,47,11,3,89
SSC20280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,3,0,0,9
SSC20281,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,4,14,3,3,0,21,7,3,0,0,18,7,3,0,0,13,7,4,0,0,18,4,3,0,0,3,5,5,3,0,9,9,0,0,0,10,5,5,0,0,10,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,13,0,0,28,0,0,0,0,0,83,43,18,0,148
SSC20282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,4,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,4,0,0,8,0,0,0,0,0,3,4,0,0,3,0,6,0,0,3,0,8,0,0,8,0,0,0,0,0,16,37,4,0,55
SSC20283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,3,3,0,0,7,0,3,0,0,3,0,3,0,0,4,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,17,24,4,0,45
SSC20284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC20286,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,0,0,13,3,0,3,0,12,19,3,0,0,25,11,14,3,0,22,23,9,5,0,31,11,7,3,0,22,3,8,3,0,13,10,9,0,0,24,10,19,3,0,27,9,14,0,0,19,4,3,0,0,8,0,3,0,0,3,3,5,0,0,11,9,19,3,0,29,3,0,3,0,6,130,110,30,0,268
SSC20287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,3,4,4,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,25,12,4,0,41
SSC20288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4
SSC20290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
SSC20291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC20292,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,6,3,0,0,0,3,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,21,12,3,0,35
SSC20293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,16,15,0,0,39
SSC20294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SSC20295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,11
SSC20296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,3,0,0,0,3,3,0,0,0,3,0,0,3,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,9,0,0,0,0,0,21,13,7,0,36
SSC20297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,13
SSC20298,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,3,0,0,16,3,3,0,0,13,27,5,3,0,30,11,3,0,0,18,6,8,4,0,22,13,4,0,0,20,0,7,3,0,15,6,11,0,0,15,6,15,0,0,26,3,4,0,0,3,3,0,0,0,7,0,0,0,0,0,0,3,0,0,3,18,10,0,0,27,3,0,0,0,8,134,71,25,0,235
SSC20299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,7,0,0,0,8,0,0,0,0,3,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,17,14,0,0,29
