SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC13964,0,7,7,30,51,83,0,0,0,0,0,0,0,0,0,40,48,89,0,0,0,3,3,5,0,0,3,0,0,0,3,0,6,0,0,0,0,0,3,3,0,4,7,4,10,0,0,0,0,3,3,11,4,11,5,3,15,0,0,0,105,127,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,60,118,0,0,0,0,0,0,54,60,118,23,29,55,190,223,405
SSC13965,0,0,0,5,6,8,0,0,0,0,0,0,0,0,0,11,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,33
SSC13966,10,8,18,896,1040,1944,0,0,0,41,35,70,0,0,0,839,927,1769,0,0,0,4,7,12,11,16,28,0,0,0,7,15,22,0,0,0,3,3,7,12,14,28,81,76,160,4,0,6,7,10,20,76,93,170,56,66,128,3,4,5,2058,2313,4370,11,9,13,11,3,13,0,0,0,4,4,5,5,0,3,3,3,9,7,8,15,549,458,1009,5,3,8,3,3,3,564,466,1028,385,375,760,3040,3190,6230
SSC13967,0,0,0,4,5,5,0,0,0,0,0,0,0,0,0,11,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,22,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,5,6,12,34,32,60
SSC13968,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,5,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,0,0,0,0,0,0,3,6,7,3,0,7,0,0,0,24,26,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,15,0,0,0,0,0,0,9,8,15,0,4,9,33,36,71
SSC13969,12,27,36,863,1037,1897,0,0,0,33,50,90,0,0,0,626,769,1399,4,4,10,9,4,13,18,25,44,3,10,20,10,11,22,0,0,0,20,19,34,15,23,41,119,123,244,18,15,34,4,4,12,138,191,330,44,46,92,0,0,0,1926,2353,4274,4,0,6,3,0,6,0,0,0,0,0,0,3,7,7,0,3,4,3,9,11,681,542,1223,8,3,13,0,8,10,692,555,1241,298,300,595,2944,3238,6186
SSC13970,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,15,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,17,12,26
SSC13971,7,10,20,11,12,23,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,18,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,57,48,105,0,3,4,0,0,0,53,55,107,15,15,23,96,94,191
SSC13972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,9
SSC13973,10,18,22,347,449,795,0,0,0,23,22,48,0,0,0,333,351,681,0,0,0,4,13,11,4,8,7,0,5,8,7,11,17,0,0,0,0,0,3,0,6,9,54,66,119,4,6,6,0,0,0,57,86,143,27,33,57,0,0,4,870,1044,1910,0,0,0,0,5,5,0,3,4,0,0,0,0,0,0,5,13,20,5,13,20,463,438,906,7,0,4,0,0,3,473,441,914,133,151,287,1494,1668,3158
SSC13974,0,0,0,10,8,19,0,0,0,0,0,0,0,0,0,9,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,25,19,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,28,0,0,0,0,0,0,17,11,28,13,12,29,57,47,105
SSC13975,0,0,0,16,18,30,0,0,0,0,0,0,0,0,0,15,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,0,0,0,0,0,3,3,3,5,4,5,11,0,0,0,45,44,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,47,0,0,0,0,0,0,28,21,47,14,8,19,83,75,157
SSC13976,0,0,0,13,8,19,0,0,0,3,0,3,0,0,0,21,17,43,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,7,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,43,43,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,48,0,0,0,0,0,0,25,26,48,7,8,13,74,74,148
SSC13977,0,0,0,17,11,22,0,0,0,0,0,0,0,0,0,11,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,4,0,7,10,0,0,0,33,33,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,6,0,11,3,5,4,46,36,85
SSC13978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,3,3,4,4,3,13
SSC13979,5,8,13,236,288,526,0,0,0,7,10,23,0,0,0,261,278,536,3,0,3,7,3,14,0,0,0,3,0,3,9,4,12,0,0,0,0,3,4,5,10,16,31,45,79,5,3,5,0,0,0,28,38,67,19,21,43,3,3,3,619,717,1336,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,370,328,697,4,0,5,3,6,12,382,333,710,94,88,179,1094,1146,2241
SSC13980,103,153,256,1093,1341,2443,0,0,0,51,60,114,3,3,3,1102,1318,2423,9,5,14,78,63,139,10,9,20,4,3,11,23,28,49,11,11,26,22,24,47,49,60,116,170,175,346,3,0,3,23,22,42,261,408,671,106,123,224,7,8,15,3029,3669,6696,124,132,251,41,54,95,52,49,100,0,0,0,35,37,75,10,14,26,47,50,98,1906,1605,3509,16,14,26,8,9,19,1934,1626,3559,444,415,856,5776,6146,11919
SSC13981,0,0,0,13,12,23,0,0,0,0,0,0,0,0,0,4,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,24,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,16,0,0,0,0,0,0,5,12,15,3,0,6,37,36,72
SSC13982,77,88,169,36,43,84,0,0,0,11,16,21,0,0,0,218,220,433,0,0,0,74,83,155,0,0,4,3,5,7,0,0,0,4,0,4,3,3,3,13,9,16,15,11,28,0,0,0,0,0,0,4,11,21,37,35,73,0,0,0,417,442,854,45,17,68,230,231,462,0,7,9,0,0,0,3,0,3,4,3,8,10,3,11,386,327,715,3,0,4,3,3,12,395,334,723,112,103,223,1283,1230,2511
SSC13983,6,5,14,255,276,526,0,0,0,18,25,49,0,3,3,468,647,1115,13,3,19,0,0,0,5,8,16,0,0,0,17,15,27,0,0,4,9,8,21,8,11,16,95,97,193,3,3,6,4,3,9,54,66,120,35,29,64,3,0,3,977,1200,2184,5,4,10,32,22,47,0,0,0,0,0,0,0,0,0,0,7,4,0,7,4,421,394,811,8,6,12,3,6,9,430,398,825,132,110,240,1579,1745,3329
SSC13984,40,63,105,747,924,1670,0,0,0,36,37,71,0,0,0,903,1066,1975,0,13,10,19,20,39,13,37,51,3,4,9,13,23,33,0,3,3,5,6,19,38,42,75,170,164,332,3,9,15,4,16,23,145,182,331,80,91,173,3,3,3,2183,2638,4825,31,33,57,16,6,17,4,6,10,0,0,0,8,3,18,6,24,26,16,27,46,1136,1022,2154,20,11,28,10,12,19,1155,1048,2205,460,449,913,3905,4272,8176
SSC13985,27,57,82,743,1009,1749,0,0,0,34,53,82,0,0,0,758,939,1700,6,10,15,8,14,21,24,40,66,13,16,30,15,16,22,3,3,10,11,14,21,48,78,122,170,187,357,13,17,27,8,29,33,111,197,311,86,103,188,0,5,9,2052,2721,4773,23,18,43,10,8,13,3,0,4,5,5,7,15,13,28,16,15,23,33,28,60,1014,914,1926,8,7,18,8,14,18,1032,933,1962,340,328,667,3525,4094,7615
SSC13986,27,51,80,569,694,1262,0,0,0,15,29,47,0,0,0,623,737,1363,0,0,3,16,8,26,29,48,71,3,3,5,13,9,21,0,0,0,8,14,23,35,48,88,123,136,258,3,13,22,7,15,20,76,114,190,62,83,146,0,0,0,1580,1950,3533,12,8,21,13,4,21,0,0,0,0,0,0,8,9,9,9,13,20,13,19,32,939,842,1779,8,0,8,8,11,19,952,859,1811,342,362,703,2945,3254,6196
SSC13987,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,3,4,3,0,4,3,15,16,27
SSC13988,0,0,0,25,13,32,0,0,0,0,0,0,0,0,0,15,14,31,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,8,13,0,0,0,0,0,0,49,42,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,20,7,29,0,0,0,0,0,0,20,12,34,20,18,41,91,70,161
SSC13989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13991,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,13,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,11,0,0,0,0,0,0,4,10,11,4,0,7,17,14,35
SSC13992,0,0,0,10,8,21,0,0,0,0,0,0,0,0,0,16,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,31,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,29,0,0,0,0,0,0,15,14,32,14,7,16,50,38,89
SSC13993,7,3,9,4,4,7,0,0,0,0,0,0,0,0,0,5,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,11,17,29,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,41,83,0,0,0,0,0,3,39,42,83,16,9,23,73,78,152
SSC13994,3,5,6,35,35,67,0,0,0,3,0,3,0,0,0,31,31,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,12,0,0,0,3,7,14,7,9,16,0,8,11,0,0,0,85,107,194,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,3,4,13,101,110,213,0,0,0,7,4,13,113,117,228,48,64,106,252,298,545
SSC13995,0,3,3,10,7,16,0,0,0,0,0,0,0,0,0,5,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,3,3,4,0,0,0,0,0,0,0,0,0,8,5,10,0,0,0,24,25,49,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,25,0,0,0,0,3,0,15,12,27,14,15,28,60,54,107
SSC13996,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,16,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,4,15,0,0,0,3,4,5,0,0,0,0,4,3,0,0,0,34,31,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,46,0,0,0,0,0,0,26,23,46,10,8,20,65,59,126
SSC13997,0,0,0,30,15,44,0,0,0,0,0,0,0,0,0,15,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,11,5,15,0,0,0,0,0,0,60,49,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,50,0,0,0,0,0,0,31,20,50,9,8,13,96,80,175
SSC13998,0,0,3,16,10,20,0,0,0,0,0,0,0,0,0,5,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,19,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,50,0,0,0,0,0,0,34,14,48,13,0,13,62,38,100
SSC13999,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,3,9,11,8,22,27,18,49
SSC14000,3,6,6,41,49,89,0,0,0,3,0,4,0,0,0,32,28,65,0,0,0,0,0,0,0,6,8,0,5,0,0,0,0,0,0,0,0,0,3,0,3,3,12,9,16,0,0,0,3,4,11,10,9,19,9,8,13,0,0,0,118,117,230,7,5,16,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,3,3,10,153,138,289,4,0,4,6,12,17,161,144,307,58,66,122,355,342,696
SSC14001,0,0,0,21,17,41,0,0,0,0,3,3,0,0,0,20,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,23,0,0,0,0,0,0,7,4,13,3,8,8,0,0,0,64,70,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,50,0,0,0,0,0,0,28,23,52,13,12,31,104,111,210
SSC14002,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,8,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,14,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,15,0,0,0,0,0,0,4,6,15,12,9,16,28,30,58
SSC14003,26,31,53,768,896,1662,0,0,0,60,89,143,0,0,0,721,841,1560,0,6,3,10,13,26,14,21,40,3,4,5,14,13,22,0,0,0,10,23,26,18,16,32,82,95,180,11,7,17,3,5,14,137,185,323,50,64,114,6,6,10,1906,2282,4191,11,12,18,5,5,11,0,3,3,0,0,0,8,3,9,7,7,12,10,12,29,962,788,1744,7,12,18,7,13,17,976,806,1781,262,273,538,3198,3421,6615
SSC14004,0,0,0,102,103,205,0,0,0,14,8,19,0,0,0,75,83,158,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,38,36,78,0,3,3,0,0,0,14,20,36,9,5,13,0,0,0,255,268,527,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,7,86,92,179,0,0,3,0,0,0,85,94,181,43,28,66,391,390,779
SSC14005,0,0,0,16,13,29,0,0,0,3,0,3,0,0,0,27,24,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,9,11,0,0,0,57,52,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,19,58,0,0,0,0,3,4,36,27,68,30,28,66,125,111,233
SSC14006,421,564,981,99,99,201,0,0,0,24,29,62,0,0,0,433,450,886,3,0,3,22,29,48,0,3,0,0,0,0,3,3,8,0,3,3,15,14,30,17,29,42,32,45,77,0,0,0,3,3,7,20,36,58,45,77,123,3,0,3,721,822,1544,132,78,203,141,70,216,9,11,21,0,0,0,3,7,10,13,11,25,19,18,37,2073,2344,4419,16,9,23,4,7,10,2097,2358,4449,714,686,1396,4250,4592,8845
SSC14007,79,142,218,1740,2101,3839,0,0,0,91,116,205,0,0,0,1998,2251,4243,6,11,19,58,61,114,6,17,26,13,18,30,24,28,50,0,0,0,59,44,100,67,90,165,193,196,392,15,32,50,14,13,28,204,296,502,134,144,283,3,8,10,4626,5426,10053,18,22,41,16,9,28,8,7,14,4,3,4,5,3,10,17,32,51,26,37,66,2475,2252,4729,26,24,53,7,19,32,2511,2298,4811,738,772,1513,8022,8707,16733
SSC14008,18,27,45,415,498,904,0,0,0,24,21,43,5,7,12,654,777,1428,3,3,8,88,97,182,6,9,14,8,7,13,16,8,29,4,6,5,0,4,10,36,42,70,57,69,130,6,13,23,13,10,16,88,128,216,88,87,177,5,4,8,1498,1794,3290,11,9,14,67,65,130,0,0,0,0,0,0,0,0,0,0,3,3,0,8,4,697,612,1315,0,6,9,0,0,3,702,619,1323,275,350,623,2570,2859,5434
SSC14009,0,0,0,9,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,4,3,10,3,3,7,13,18,34
SSC14010,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,12
SSC14011,0,0,0,59,90,152,0,0,0,0,3,3,0,0,0,65,66,131,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,15,4,15,0,0,0,0,0,0,34,22,58,4,7,14,0,0,0,181,199,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,43,104,0,0,0,0,0,0,62,43,104,39,34,71,287,278,557
SSC14012,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,11,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,16,12,26
SSC14013,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,12
SSC14014,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,0,0,0,0,0,0,6,6,13,0,0,0,15,18,29
SSC14015,4,8,12,11,14,24,0,0,0,0,0,0,0,0,0,10,13,24,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,4,0,0,0,4,3,4,0,0,0,42,35,76,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,84,51,137,0,0,4,0,0,0,82,57,139,26,23,44,151,123,279
SSC14016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4
SSC14017,0,0,0,9,9,13,0,0,0,3,3,6,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,22,0,0,0,0,0,0,8,10,22,4,3,8,27,30,60
SSC14018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,34,0,0,0,0,0,0,19,15,39,9,15,25,30,33,65
SSC14019,0,0,3,18,18,35,0,0,0,0,0,0,0,0,0,7,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,15,0,0,0,0,0,0,8,10,15,8,5,9,44,40,86
SSC14020,0,0,4,23,21,42,0,0,0,3,0,3,0,0,0,9,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,38,36,70,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,7,4,7,30,22,49,0,0,0,0,0,0,30,22,49,13,13,21,81,76,156
SSC14021,3,3,7,3,8,15,0,0,0,0,0,0,0,0,0,21,16,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,9,15,0,0,0,5,0,9,5,0,8,0,0,3,0,0,0,45,40,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,40,76,0,0,0,0,0,0,42,39,84,14,7,18,101,83,189
