POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA3856,114,0,0,0,0,114,201,0,0,0,0,201,12,0,0,0,0,12,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,3,0,0,0,0,3,7,0,0,0,0,7,353,0,0,0,0,353
POA3857,55,0,0,0,0,55,52,0,0,0,0,60,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,16,3,0,0,0,0,3,11,0,0,0,0,11,136,3,0,3,0,136
POA3858,451,0,0,0,3,453,385,0,0,3,0,392,97,0,5,0,0,103,6,4,0,0,0,11,78,0,0,0,0,78,0,0,0,0,0,0,26,0,0,0,0,31,10,0,0,0,0,10,218,11,5,0,0,235,9,0,0,0,0,9,34,3,0,0,0,36,1103,11,5,5,8,1125
POA3859,113,0,0,5,0,113,106,0,0,0,0,110,14,0,0,0,0,16,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,24,0,0,3,0,25,7,0,0,0,0,7,57,0,0,3,0,63,5,0,0,0,0,3,7,0,0,0,0,7,291,0,0,3,5,296
POA3860,1058,3,9,4,7,1083,960,3,0,0,10,978,266,0,22,0,3,295,64,3,12,0,0,78,125,0,0,4,0,134,3,4,0,0,0,11,36,0,0,0,0,36,22,0,0,0,0,26,517,8,40,7,3,581,14,6,0,0,0,20,65,0,3,0,0,72,2621,14,52,15,16,2724
POA3862,461,0,0,3,5,475,484,0,0,3,4,491,82,0,0,0,0,82,7,0,0,0,0,7,39,0,0,0,0,43,0,0,0,0,0,0,8,0,0,0,0,8,10,0,0,0,0,13,147,0,0,0,0,152,10,0,0,0,0,10,29,0,0,0,0,29,1135,0,0,6,8,1154
POA3864,34,0,0,0,0,34,31,0,0,0,0,31,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,82
POA3865,76,0,0,0,0,76,71,0,0,0,0,71,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,4,170,0,0,0,3,168
POA3869,236,0,3,3,0,238,234,0,0,0,0,233,24,3,0,0,0,29,0,0,0,0,0,0,37,0,0,0,0,35,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,72,3,4,0,0,74,5,0,0,0,0,3,21,0,0,0,0,25,562,6,12,3,0,583
POA3870,240,3,0,0,0,246,185,0,0,0,0,183,13,0,0,0,0,13,0,5,0,0,0,5,32,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,5,0,0,0,53,4,0,0,0,0,4,10,0,0,0,0,10,485,12,0,0,0,499
POA3871,456,0,4,0,0,463,390,0,0,0,3,395,64,0,0,0,0,64,0,0,19,0,0,19,53,0,7,0,0,63,0,0,0,0,0,0,3,0,0,0,0,10,3,0,0,0,0,3,126,0,20,0,0,149,6,0,0,0,0,3,31,0,0,0,0,30,1003,5,29,5,4,1047
POA3873,53,0,0,0,0,58,42,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,3,117
POA3874,128,0,0,3,0,134,62,0,0,0,0,67,11,0,0,0,0,11,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,28,0,0,4,0,35,0,0,0,0,0,0,5,0,0,0,0,10,230,0,0,8,0,239
POA3875,2605,63,14,15,6,2707,2109,15,3,11,8,2147,760,127,51,0,3,949,194,79,19,0,0,288,328,16,6,3,7,360,65,4,10,0,0,84,36,4,0,3,6,46,45,0,0,0,3,47,1427,236,85,9,19,1772,63,4,0,0,0,72,201,12,3,5,55,277,6411,328,107,35,90,6973
POA3878,208,0,0,0,0,210,124,0,0,0,0,126,41,0,0,0,0,41,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,79,0,0,0,0,78,0,0,0,0,0,0,3,0,0,0,0,3,410,0,0,3,0,420
POA3880,773,66,35,35,5,912,336,16,4,0,0,358,214,39,15,0,4,270,0,11,0,0,0,11,65,13,4,0,0,87,3,0,0,0,0,3,6,3,0,3,0,9,4,0,3,0,0,9,300,65,18,3,4,383,3,0,0,0,0,3,40,7,3,0,0,52,1453,151,64,39,8,1710
POA3882,186,0,0,29,3,213,144,0,0,0,0,150,13,0,0,0,0,13,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,3,0,0,9,0,14,0,0,0,0,0,0,31,0,0,9,0,49,3,0,0,0,0,3,7,0,0,0,0,7,376,0,3,41,3,423
POA3885,328,0,0,7,4,334,258,3,0,0,4,267,25,0,0,0,0,29,0,0,0,0,0,0,53,0,0,0,0,54,4,6,0,0,0,14,3,0,0,0,0,3,4,0,0,0,0,7,91,7,0,0,0,104,3,0,0,0,0,3,23,0,0,0,0,23,702,11,0,8,8,728
POA3886,77,0,0,0,0,79,45,0,0,0,0,45,9,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,16,0,0,0,0,0,4,7,0,0,0,0,7,142,0,0,0,3,144
POA3887,47,0,0,0,0,49,37,0,0,0,4,41,3,0,0,0,0,5,13,0,0,0,0,13,6,0,0,0,0,6,5,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,38,0,0,0,0,42,0,0,0,0,0,0,6,0,0,3,0,14,130,0,0,3,4,141
POA3888,701,0,3,9,3,716,304,0,3,0,3,307,80,0,18,0,0,98,32,0,18,0,0,53,98,3,3,3,4,110,0,0,3,0,0,3,17,0,0,0,0,25,20,0,3,0,0,21,246,3,39,4,4,306,12,0,0,0,0,16,41,0,8,0,0,50,1305,3,55,14,12,1393
POA3889,40,0,0,3,3,43,13,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,68,0,0,3,4,68
POA3890,74,0,0,0,0,77,18,0,0,0,0,20,3,0,0,0,0,3,0,3,0,0,0,8,16,0,0,0,0,14,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,29,3,0,0,0,32,0,0,0,0,0,0,5,0,0,0,0,7,129,8,0,0,0,137
POA3891,36,0,0,0,0,37,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,52,0,0,0,0,53
POA3892,243,9,0,4,0,257,110,0,0,0,0,114,20,3,0,0,0,21,0,3,0,0,0,4,23,9,0,0,0,36,3,0,0,0,0,9,10,0,0,0,0,16,3,0,0,0,0,3,69,13,0,0,0,87,9,0,0,0,0,9,12,0,0,0,0,13,435,25,0,7,0,470
POA3893,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
POA3895,50,0,0,0,0,52,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,7,89,0,0,0,0,88
POA3896,81,0,0,0,3,79,39,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,0,0,0,9,0,5,0,0,11,0,0,0,0,0,0,28,0,5,0,0,34,3,0,0,0,0,3,3,0,0,0,0,4,150,0,5,0,6,157
POA3898,104,0,0,0,3,111,63,4,0,0,0,76,15,0,0,0,0,15,3,0,0,0,0,3,21,0,0,0,0,22,0,0,0,0,0,0,13,0,0,0,0,10,8,0,5,0,0,4,53,3,5,0,0,63,0,0,0,0,0,0,9,0,0,0,0,10,235,8,8,3,6,260
POA3900,31,0,0,0,0,31,16,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,10,3,0,0,0,0,3,5,0,0,0,0,5,61,0,0,0,0,60
POA3902,59,0,0,32,0,90,46,0,0,0,0,46,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,3,129,0,0,35,0,162
POA3903,132,0,0,8,0,141,94,0,0,0,0,90,7,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,32,0,0,0,0,32,3,0,0,0,0,3,50,0,0,0,0,54,0,0,0,0,0,0,4,0,0,0,0,6,282,0,0,10,0,289
POA3904,301,0,0,4,0,304,154,0,0,0,0,160,71,3,0,4,0,74,0,0,0,0,0,0,21,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,98,3,0,4,3,106,0,0,0,0,0,0,5,0,0,0,3,11,563,7,3,8,10,585
POA3909,1286,24,21,39,15,1372,769,10,5,5,6,791,304,55,29,6,8,393,89,17,8,0,3,119,153,7,3,6,9,175,14,0,0,0,0,14,21,0,3,19,3,50,23,0,0,0,0,28,600,78,41,34,21,777,11,0,0,3,7,24,101,9,3,11,7,130,2770,114,73,85,52,3092
POA3910,1882,281,5,26,0,2192,3677,320,19,4,0,4022,589,382,44,4,0,1017,40,6,0,0,0,52,237,73,4,4,0,319,8,4,0,0,0,12,17,7,0,71,0,94,7,11,0,0,0,23,899,474,51,86,0,1509,20,15,0,0,0,34,134,31,3,5,0,172,6612,1126,73,119,0,7929
POA3911,354,10,0,0,0,370,554,27,0,0,0,584,76,21,0,0,0,95,12,3,0,0,0,13,47,3,0,0,0,53,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,9,139,31,0,0,0,174,10,0,0,0,0,10,33,0,0,0,0,36,1093,70,0,0,0,1170
POA3912,1406,149,7,33,3,1599,2345,149,15,0,3,2506,313,213,0,0,0,529,26,11,0,0,0,34,169,49,4,0,0,217,0,3,0,0,0,3,16,4,0,0,0,15,18,8,0,0,0,25,533,289,3,3,0,835,22,76,0,0,0,93,86,26,4,0,4,119,4391,692,26,39,9,5157
POA3913,344,32,0,0,3,376,554,33,0,0,3,592,57,45,0,0,0,102,0,0,0,0,0,3,39,13,0,0,0,53,0,3,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,112,60,0,0,3,167,6,0,0,0,0,6,12,4,0,0,0,17,1032,127,0,0,6,1161
POA3915,1004,120,0,23,0,1153,1013,113,5,0,0,1134,481,374,8,0,0,860,153,108,0,0,0,256,119,53,4,0,0,171,7,12,0,0,0,15,63,11,0,10,0,85,17,10,0,0,0,27,836,565,14,12,3,1426,32,3,0,0,0,40,98,35,0,3,0,142,2993,848,18,36,7,3898
POA3916,163,0,3,0,0,167,95,0,0,0,0,97,21,0,0,0,0,21,0,0,0,0,0,0,17,0,0,0,0,17,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,9,50,0,0,0,0,53,7,0,0,0,0,7,7,0,0,0,0,11,319,0,6,3,0,330
POA3918,410,24,0,0,0,435,610,32,0,0,0,647,69,21,0,0,3,91,0,0,0,0,0,0,41,3,0,0,0,47,0,0,0,0,0,0,17,0,0,0,0,16,4,0,0,0,0,7,135,26,0,3,3,165,8,0,0,0,0,8,34,3,0,0,0,39,1202,82,0,3,4,1294
POA3919,287,42,0,3,0,333,480,62,3,0,0,539,110,76,10,0,0,195,6,4,0,0,0,15,45,9,0,0,0,51,3,0,0,0,0,3,5,0,0,0,0,11,4,0,0,0,0,7,175,94,7,0,0,277,0,0,0,0,0,3,24,0,0,0,0,20,969,199,13,5,0,1182
POA3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,80,0,0,0,0,0,0,81,0,0,0,0,81,0,0,0,0,0,0,3,0,0,0,0,3,85,0,0,0,0,85
POA3921,34,0,0,3,0,36,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,48,0,0,8,0,55
POA3922,1071,156,23,0,5,1249,807,21,11,0,0,841,440,37,42,0,6,527,7,26,0,0,0,31,167,9,3,0,0,188,0,13,0,0,0,11,13,7,0,3,0,19,21,3,0,0,0,25,653,97,54,3,4,807,18,5,0,0,3,31,74,19,4,0,0,99,2622,297,86,6,17,3032
POA3923,133,0,0,0,0,137,54,0,0,0,0,55,19,0,0,0,0,19,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,34,0,0,0,0,34,0,0,0,0,0,0,8,0,0,0,0,8,226,0,0,0,0,231
POA3925,515,10,5,0,4,537,418,9,3,4,3,430,155,46,9,4,0,213,0,0,0,0,0,0,82,5,6,0,0,97,0,0,0,0,0,0,3,0,0,0,0,8,11,0,0,0,0,11,250,50,20,3,0,328,3,0,0,0,0,3,27,0,0,0,0,34,1214,67,35,12,10,1332
POA3926,550,4,3,0,0,555,399,3,0,0,0,401,73,0,0,0,0,78,3,0,0,0,0,3,61,0,0,0,0,61,0,0,0,0,0,0,5,0,0,0,0,5,16,0,0,0,0,16,157,3,0,0,0,161,5,0,0,0,0,5,27,0,0,0,0,29,1138,10,3,0,0,1154
POA3927,302,0,0,0,0,302,190,0,0,0,0,190,49,0,0,0,0,49,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,14,0,0,0,0,19,3,0,0,0,0,3,93,0,0,0,0,92,3,0,0,0,0,3,22,0,0,0,0,22,615,0,0,0,0,612
POA3928,78,0,0,0,0,81,46,0,0,0,0,46,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,21,0,0,0,0,23,0,0,0,0,0,0,5,0,0,0,0,5,151,0,0,0,0,151
POA3929,197,0,4,0,0,204,71,0,0,3,0,71,23,0,3,0,0,26,0,0,0,0,0,0,31,0,0,0,0,33,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,57,0,3,0,0,65,3,0,0,0,0,7,0,0,0,0,0,0,333,0,9,5,3,345
POA3930,2348,122,105,0,4,2581,2550,48,51,0,5,2656,290,64,71,0,3,432,3,0,3,0,0,3,99,5,12,0,0,117,0,0,0,0,0,0,9,0,0,0,0,13,18,0,3,0,0,18,418,72,86,0,8,581,20,3,3,0,0,25,97,7,11,0,0,117,5435,251,250,3,11,5951
POA3931,2522,395,693,90,3,3704,2612,140,350,0,5,3110,747,110,552,0,3,1416,157,3,158,0,0,323,237,23,128,0,3,387,17,0,6,0,0,20,21,0,3,20,0,45,18,3,9,0,0,33,1195,144,860,22,4,2228,139,18,48,0,0,199,152,30,84,8,0,269,6614,721,2033,120,15,9510
POA3933,139,0,0,0,0,137,141,0,0,0,0,145,7,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,4,26,0,0,0,0,31,3,0,0,0,0,3,4,0,0,0,0,9,314,0,0,0,3,317
POA3934,2083,345,25,0,9,2460,2580,213,0,0,5,2800,474,179,0,0,0,650,12,0,0,0,0,12,137,43,0,0,0,184,3,0,0,0,0,5,10,0,0,0,0,13,15,4,0,0,0,24,656,231,3,0,0,894,78,22,0,0,0,100,112,19,7,0,3,138,5510,827,32,0,15,6385
POA3936,1503,191,15,62,8,1777,1117,138,5,6,5,1273,519,249,18,0,4,787,31,10,0,0,0,42,162,42,0,8,0,223,3,5,0,0,0,12,7,3,0,18,0,32,22,6,0,0,0,31,743,321,20,35,10,1122,56,6,0,0,0,63,101,27,22,14,0,161,3513,682,57,116,23,4389
POA3937,264,0,0,3,0,265,185,0,0,0,0,180,17,0,0,0,0,17,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,58,0,0,0,0,58,3,0,0,0,0,3,11,0,0,0,0,11,518,0,0,3,0,523
POA3938,521,26,0,0,0,544,311,7,0,0,0,322,114,16,0,0,3,135,9,0,0,0,0,7,54,6,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,178,22,0,0,0,211,9,0,0,0,0,13,30,3,0,0,0,31,1048,65,3,3,3,1124
POA3939,2169,140,79,21,3,2409,1653,36,12,0,0,1702,807,90,79,0,3,984,64,59,10,0,0,126,262,18,16,3,0,295,17,19,0,0,0,33,26,3,4,4,0,33,24,3,8,3,0,44,1196,188,113,10,4,1516,31,16,0,0,0,53,214,29,13,0,4,257,5268,406,213,37,9,5936
POA3940,562,249,28,19,8,864,341,22,0,0,3,370,325,76,3,3,3,415,18,3,0,0,0,21,83,15,0,0,4,101,3,3,0,0,0,7,8,8,0,29,0,44,15,0,0,0,0,12,449,110,4,33,6,604,11,157,5,0,12,176,69,34,4,3,0,117,1428,576,45,58,26,2132
POA3941,1705,70,3,26,8,1813,1529,22,0,3,4,1556,742,76,4,0,0,823,3,0,0,0,0,4,235,15,5,0,0,250,0,0,0,0,0,0,14,3,0,0,3,18,33,3,0,0,0,34,1025,99,9,3,3,1136,32,5,0,0,0,40,171,6,0,7,0,189,4473,200,9,37,19,4737
POA3942,515,4,0,0,0,520,198,3,0,0,0,207,108,0,0,0,0,115,0,0,0,0,0,4,50,0,0,0,0,50,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,166,3,0,0,0,169,5,0,0,0,0,5,26,0,0,0,0,24,915,9,3,0,0,922
POA3943,420,11,0,0,0,433,116,0,0,0,0,116,47,0,0,3,0,56,0,0,0,0,0,0,25,0,0,0,0,26,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,84,7,0,3,0,91,10,0,0,0,0,10,19,0,0,0,0,21,646,14,9,3,0,668
POA3944,124,13,4,0,0,138,28,0,0,0,0,33,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,168,15,4,0,0,185
POA3945,160,0,0,0,0,170,153,0,0,0,0,155,16,0,0,3,0,20,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,55,0,0,3,0,58,3,0,0,0,0,3,8,0,0,0,0,8,373,0,0,3,0,383
POA3946,36,0,0,0,0,36,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,77
POA3950,651,29,3,5,0,692,618,5,3,0,0,631,187,26,9,0,0,218,37,11,0,0,0,52,84,6,0,0,0,92,7,11,0,0,0,25,10,0,0,0,0,6,12,6,0,0,0,14,334,62,12,0,0,406,11,3,0,0,0,21,46,6,0,0,0,61,1663,113,15,10,5,1806
POA3951,179,0,0,0,0,177,121,0,0,0,0,122,5,0,0,0,0,5,0,0,0,0,0,0,22,0,0,0,0,23,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,4,48,0,0,0,0,48,3,0,0,0,0,3,12,0,0,0,0,10,359,0,0,0,8,361
POA3953,1125,30,49,0,5,1212,912,6,10,0,3,931,288,25,40,0,0,358,31,6,3,0,0,40,139,3,22,0,0,170,12,3,13,0,0,26,29,0,0,0,0,27,21,0,4,0,0,25,520,40,82,0,3,647,22,0,10,0,0,27,73,3,5,0,0,84,2650,88,159,5,9,2906
POA3954,62,0,0,0,0,69,63,0,0,0,0,63,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,3,0,139
POA3956,485,0,0,0,3,491,332,0,0,3,0,332,72,0,7,0,3,80,0,0,7,0,0,7,70,0,0,0,0,70,0,0,0,0,0,0,18,0,0,0,0,18,14,0,0,0,0,14,167,0,11,0,3,180,7,0,0,0,0,14,36,0,0,0,0,38,1034,0,14,3,5,1055
POA3957,35,0,0,0,0,35,43,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,95,0,0,0,0,95
POA3958,40,0,0,0,0,40,30,0,0,0,0,30,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,18,3,0,0,0,0,3,3,0,0,0,0,3,95,0,0,0,0,95
POA3959,209,0,0,4,3,210,133,0,0,0,3,134,13,0,0,0,0,13,0,0,0,0,0,0,23,0,0,0,0,24,0,0,0,0,0,0,10,0,0,0,0,12,3,0,0,0,0,3,50,0,3,0,0,55,8,0,0,0,0,8,18,0,0,0,0,18,412,0,3,6,3,425
POA3960,502,9,6,6,0,524,227,0,3,0,0,232,78,14,6,0,0,95,15,0,5,0,0,20,47,3,0,0,0,53,0,0,8,0,0,10,17,0,0,4,0,26,18,0,0,3,0,23,177,18,19,7,4,232,4,0,8,0,0,13,26,0,0,0,0,27,933,38,40,11,5,1023
POA3962,166,0,0,9,0,177,126,0,0,8,0,129,24,3,0,0,0,28,7,4,0,0,0,16,25,0,0,0,0,30,0,0,0,0,0,3,8,0,0,0,0,11,0,0,0,0,0,0,66,13,0,3,3,86,5,0,0,0,0,4,12,0,0,0,0,12,373,11,0,19,4,411
POA3964,34,0,0,0,0,34,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,58
POA3965,53,0,0,3,0,60,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,3,0,4,89,0,0,8,0,94
POA3966,95,0,0,3,0,101,70,0,0,0,0,66,9,0,0,0,0,9,0,0,0,0,0,0,23,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,10,37,0,0,0,0,37,3,0,0,0,0,0,8,0,0,0,0,11,205,0,0,5,0,216
POA3967,29,0,0,0,0,29,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,53
POA3971,740,12,0,21,3,776,420,0,0,7,3,433,128,11,7,0,0,150,31,11,0,0,0,40,117,3,0,0,0,126,19,0,0,0,0,19,28,3,0,12,0,37,16,0,0,0,0,19,329,30,11,16,0,386,12,0,0,0,0,8,47,0,7,0,0,57,1554,45,15,46,9,1663
POA3975,492,19,0,0,0,516,2683,81,3,0,3,2769,436,99,0,0,3,538,4,0,10,0,0,16,82,9,0,0,0,92,0,4,9,0,0,9,9,0,0,0,0,9,3,0,0,0,0,3,531,113,18,0,3,671,10,0,0,0,0,10,93,4,0,0,0,97,3813,222,26,0,9,4067
POA3976,1500,71,3,4,0,1573,3500,147,3,7,4,3660,1168,137,7,0,0,1320,87,26,22,3,0,139,355,21,4,0,0,382,9,0,0,0,0,9,66,4,0,3,0,69,31,0,0,0,0,37,1719,186,34,7,4,1952,33,14,0,0,0,45,216,20,0,0,0,241,6963,442,44,20,15,7481
