POA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
POA2018,0,0,0,0,5,0,3,4,0,14,0,0,9,13,4,6,3,0,0,26,0,0,3,15,0,0,0,0,0,24,0,0,5,31,5,4,0,0,0,43,0,0,0,4,0,5,0,0,0,8,0,0,7,27,30,19,24,10,0,115,0,3,4,13,7,0,0,0,0,27,0,0,3,17,5,8,6,0,0,44,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,5,16,54,266,89,129,90,67,23,736,36,54,100,240,78,57,36,28,10,638,510,824,1312,3070,1021,733,560,376,119,8531,0,0,0,3,0,3,0,0,0,14,424,633,620,1013,363,211,142,76,45,3529,4,5,28,148,37,9,3,0,0,232,0,0,0,3,6,3,0,0,0,18,0,0,0,3,3,0,0,0,0,5,0,3,0,8,4,0,0,0,0,14,0,0,0,3,3,14,15,3,0,36
POA2019,0,0,0,0,0,4,0,0,0,11,0,0,0,3,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,12,0,0,0,9,3,0,0,0,0,11,0,0,3,8,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,22,108,39,49,29,12,4,276,30,23,47,127,45,46,19,18,3,356,456,710,656,1698,764,555,316,210,57,5416,0,0,0,0,0,0,0,0,0,0,328,622,446,977,410,239,178,99,66,3373,0,0,4,20,0,0,0,0,0,29,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,6,0,0,0,8,0,0,3,3,0,22
POA2020,0,0,0,7,0,0,0,0,0,11,0,0,0,7,5,3,0,0,0,14,0,0,6,32,3,0,0,0,0,44,0,4,14,82,3,3,0,0,0,103,0,0,0,3,3,0,0,3,0,13,0,0,0,6,20,8,3,5,0,48,0,0,7,13,0,5,0,0,0,26,0,0,3,18,11,6,3,0,0,40,0,0,3,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,3,9,42,234,54,54,56,16,5,480,18,32,75,237,57,49,24,10,0,512,425,587,1203,3259,802,583,325,202,59,7437,0,0,0,0,0,4,0,0,0,3,385,431,478,967,268,183,98,77,29,2923,0,3,15,58,29,13,4,0,0,116,0,0,0,0,0,5,0,0,0,5,0,0,3,5,3,3,0,0,0,17,0,0,0,14,0,0,0,0,0,14,0,0,0,12,8,10,6,5,0,34
POA2021,0,0,0,0,0,0,0,6,0,8,0,0,0,6,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,14,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,6,14,10,51,19,7,8,3,0,125,0,0,5,6,3,0,0,0,0,17,0,0,0,9,4,0,0,0,0,15,0,0,0,6,0,6,0,0,0,7,0,11,18,168,28,16,37,20,4,300,32,36,74,314,105,60,60,18,10,721,424,579,618,3039,999,707,570,265,72,7277,0,0,0,0,0,0,0,0,0,0,324,485,561,1893,549,408,366,141,61,4795,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,0,3,3,0,32,0,0,0,7,7,3,4,0,0,21
POA2022,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,9,4,0,0,0,0,13,0,0,3,18,3,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,8,11,7,29,13,8,4,3,0,88,0,0,0,6,6,0,0,0,0,14,0,0,0,8,4,0,0,0,0,19,0,0,0,3,0,0,0,0,0,4,3,10,56,278,53,43,63,42,29,575,28,66,66,310,87,70,58,37,20,743,380,571,579,2373,733,547,441,244,129,6000,0,0,0,0,0,0,0,0,0,0,293,416,354,850,355,265,190,138,45,2908,0,0,3,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,26,3,3,0,0,0,37,0,0,3,28,0,0,0,0,0,29
POA2023,0,0,0,3,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,15,19,7,9,0,0,0,72,0,0,3,3,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,3,0,0,0,14,5,5,30,118,65,43,78,28,13,380,14,37,50,137,60,39,49,29,9,417,266,755,730,1487,678,532,496,201,72,5222,0,0,0,0,0,0,0,0,0,0,256,487,411,919,420,324,220,94,35,3171,3,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,22,0,0,0,10,0,0,0,0,0,12
POA2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,6,35,7,3,0,0,0,65,0,0,3,3,0,0,0,0,0,5,0,0,0,12,0,3,4,0,0,16,0,0,0,7,0,0,0,0,0,3,0,12,14,129,42,30,52,29,18,326,29,56,33,152,70,52,29,35,36,492,354,697,451,1734,792,508,363,238,142,5282,0,0,0,0,0,0,0,0,0,0,306,512,358,1017,465,290,220,115,121,3396,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,4,0,0,0,0,31,0,0,0,14,0,0,0,0,0,17
POA2025,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,7,8,9,6,8,9,5,10,0,0,48,0,0,0,3,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,5,14,65,18,15,19,7,10,155,15,24,30,93,42,41,45,41,16,353,228,333,293,1082,416,360,371,206,86,3370,0,0,0,0,0,0,0,0,0,0,165,264,219,732,279,248,253,150,86,2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5
POA2026,0,0,0,3,0,3,0,4,0,16,0,0,0,6,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,3,3,13,3,0,0,0,0,22,0,0,0,3,0,0,0,0,0,10,0,0,0,14,3,7,0,0,0,28,7,14,13,143,34,26,11,0,0,259,0,0,0,6,10,0,3,0,0,16,0,0,3,27,4,0,3,5,0,36,0,0,0,3,3,4,3,0,0,13,17,34,154,806,136,105,134,96,40,1531,92,109,164,1034,239,121,100,64,32,1955,1015,1400,1415,7708,1941,1129,817,439,200,16061,0,0,0,0,0,0,0,0,0,0,799,1077,761,3246,855,549,320,183,88,7869,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,9,87,6,3,0,0,0,110,0,0,17,77,3,4,3,0,0,112
POA2027,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,12,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,6,19,14,3,4,0,0,60,0,0,0,5,3,0,0,0,0,16,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,6,60,21,23,54,10,22,198,23,32,33,150,61,62,72,46,27,497,164,273,272,1172,462,469,506,275,159,3758,0,0,0,0,0,0,0,0,0,0,136,225,226,694,247,272,309,188,131,2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,3,0,0,23,0,0,0,4,0,3,0,0,0,8
POA2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,7,3,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4,41,8,12,27,9,11,113,7,5,17,88,19,14,25,15,3,207,102,149,173,773,198,212,240,124,58,2036,0,0,0,0,0,0,0,0,0,0,93,115,161,483,148,150,135,100,54,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,14,0,0,0,3,0,0,0,0,0,4
POA2029,0,0,0,3,0,4,0,0,0,8,0,3,3,3,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,12,6,29,7,7,4,0,0,62,0,0,0,3,0,0,0,0,0,9,0,0,0,9,3,0,0,0,0,9,0,0,0,3,3,3,3,0,0,15,9,13,17,138,47,51,65,29,13,371,23,32,32,129,39,32,26,24,8,344,316,573,444,1546,567,452,409,221,97,4632,0,0,0,0,0,0,0,0,0,0,256,501,364,817,297,214,208,110,89,2857,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,28,0,0,0,4,0,0,0,0,0,3
