POA_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA3900,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12
POA3902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,11,19,0,3,0,0,38
POA3903,4,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,0,0,0,0,0,6,0,0,0,0,0,0,3,0,5,0,0,0,0,9,5,4,0,0,0,0,5,0,3,0,0,0,0,9,4,6,4,0,0,0,11,0,3,0,3,0,0,6,5,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,37,28,9,5,3,3,82
POA3904,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,6,10,0,0,0,0,0,16,4,0,3,0,0,0,12,4,3,3,0,0,0,12,7,7,0,0,0,0,16,0,3,0,0,0,0,3,3,5,0,0,0,0,12,3,3,0,0,0,0,10,3,5,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,0,0,0,0,11,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,0,0,0,7,65,40,12,7,0,0,124
POA3909,14,3,4,0,0,0,22,7,0,3,0,0,0,7,10,3,4,0,0,0,21,10,7,3,0,0,0,21,15,13,3,3,3,0,38,16,13,10,5,4,0,52,21,28,18,9,12,0,77,30,38,8,11,7,0,91,27,30,8,0,0,0,68,18,33,8,6,0,0,64,6,13,6,3,0,0,36,17,20,6,0,0,0,42,3,7,0,0,0,0,12,5,3,0,3,0,0,15,8,7,4,0,0,0,16,3,6,3,0,0,0,13,3,3,0,0,0,0,6,5,3,3,0,0,0,6,12,10,4,3,0,0,27,223,238,103,39,31,6,639
POA3910,38,19,22,3,17,0,94,9,10,7,3,3,0,29,22,12,17,4,4,0,57,21,13,12,0,3,0,51,33,23,23,9,16,0,102,45,50,46,17,22,3,180,59,72,65,9,25,3,237,61,109,70,21,35,4,303,66,143,64,28,23,3,324,86,213,70,28,25,4,435,75,143,42,21,20,0,299,104,228,76,17,11,4,443,42,98,27,10,3,0,181,20,45,20,0,0,0,84,60,117,43,15,7,0,244,47,96,57,3,8,0,207,12,25,7,0,0,3,52,9,12,5,0,5,0,32,45,59,42,8,12,3,171,856,1479,718,194,250,41,3538
POA3911,6,7,5,0,3,0,19,3,0,3,0,0,0,10,3,0,4,0,0,0,11,4,0,4,0,3,0,16,3,3,4,0,5,0,14,9,3,3,5,5,0,29,6,7,8,0,7,0,24,11,21,7,3,9,0,59,15,15,12,3,3,0,46,17,28,10,0,3,0,57,10,14,7,3,0,0,29,14,21,11,0,0,0,48,3,3,0,0,0,0,15,5,7,3,0,0,0,13,6,8,7,0,0,0,20,18,27,8,0,3,0,57,3,3,4,0,0,0,7,0,3,0,0,0,0,9,6,10,5,0,3,0,32,143,180,97,25,49,4,503
POA3912,18,12,12,8,10,0,65,8,11,7,0,3,0,29,18,10,10,3,10,0,57,13,6,14,3,4,0,40,20,15,20,6,17,3,80,31,25,25,12,12,3,105,34,51,38,10,19,0,154,50,83,48,20,18,3,220,53,72,39,11,15,0,183,49,121,47,10,15,0,236,39,88,15,4,7,0,165,72,121,46,11,14,0,263,27,57,13,4,3,0,103,14,39,5,0,3,0,65,43,75,27,8,3,0,150,38,65,37,3,3,0,145,19,12,10,6,0,4,43,4,13,10,0,3,0,35,34,39,27,10,8,0,123,586,919,455,134,169,16,2267
POA3913,12,6,6,0,3,0,25,4,0,0,0,3,0,9,3,0,7,0,0,0,7,3,4,3,3,3,0,15,16,5,3,3,5,0,28,8,9,4,0,4,0,28,11,10,4,6,5,0,35,19,9,6,3,4,3,45,13,19,14,9,5,0,62,8,22,16,3,3,0,53,4,25,3,0,0,0,34,11,25,16,3,0,0,55,0,14,3,0,0,0,21,3,12,0,0,0,0,12,7,20,6,0,0,0,32,7,15,11,5,0,0,44,5,6,3,0,0,0,9,4,5,0,0,0,0,5,3,3,0,0,0,0,13,143,204,102,39,45,3,533
POA3915,11,3,0,0,0,0,14,6,3,0,0,0,0,8,3,5,0,0,3,0,14,3,9,3,0,0,0,13,8,4,9,0,7,0,28,7,18,12,8,3,0,50,10,13,10,8,13,0,52,26,41,21,10,7,0,101,21,47,13,13,12,3,103,34,52,21,4,6,0,117,19,52,7,10,4,0,94,24,53,26,4,7,0,113,6,20,7,0,0,0,32,4,6,0,0,0,0,14,15,24,11,5,4,0,56,4,22,4,3,0,0,34,8,8,0,0,0,0,15,3,0,8,0,0,0,11,14,20,10,4,0,0,41,230,393,161,74,74,4,937
POA3916,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,4,0,0,0,9,0,0,0,0,0,0,3,3,3,3,0,0,0,16,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,3,3,4,0,0,0,9,6,0,0,0,0,0,5,31,25,27,0,4,0,85
POA3918,3,8,6,0,0,0,15,3,0,3,0,0,0,4,11,7,0,0,3,0,27,3,7,0,0,0,0,10,9,3,3,0,0,0,16,12,10,17,5,7,0,41,7,13,8,0,3,0,25,20,23,16,5,4,0,56,9,21,8,8,0,0,45,13,29,13,3,7,0,61,10,21,4,0,3,0,45,13,32,11,3,0,0,60,3,13,6,0,0,0,24,9,13,3,0,0,0,19,11,19,8,0,0,0,37,10,21,9,0,0,0,40,8,3,0,0,0,0,13,0,3,0,0,0,0,4,6,8,6,3,0,0,24,153,234,116,37,31,4,573
POA3919,4,0,0,0,3,0,7,3,3,0,0,0,0,6,4,0,0,0,7,0,10,0,0,0,0,3,0,7,3,8,4,3,3,0,24,8,9,13,0,6,0,34,8,15,11,4,8,0,44,12,22,8,12,0,0,60,19,32,6,3,4,0,57,7,18,11,0,3,0,39,19,15,4,0,0,0,40,19,27,9,5,3,0,60,0,8,3,0,0,0,15,0,3,0,0,0,0,4,9,16,0,0,0,0,19,4,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,17,120,179,70,42,41,5,454
POA3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
POA3922,7,8,3,4,0,0,24,7,0,0,0,0,0,9,9,4,0,0,0,0,20,6,3,3,0,0,0,14,21,8,3,3,4,0,34,22,20,5,9,6,0,54,22,25,8,4,3,0,58,29,26,3,10,5,0,79,23,28,11,8,3,0,75,20,31,12,3,0,0,65,17,15,3,3,0,0,44,20,34,9,0,5,0,65,3,10,3,0,3,0,18,3,3,0,0,0,0,6,11,12,7,0,4,0,27,13,11,3,0,0,0,28,5,8,3,0,0,0,17,3,3,3,0,0,0,11,12,11,9,3,0,0,42,250,264,91,44,45,0,689
POA3923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,3,0,0,9,0,0,0,0,0,0,3,6,0,0,0,0,0,5,0,3,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,7,3,3,0,51
POA3925,5,3,0,0,0,0,10,3,0,0,0,0,0,8,0,10,0,3,0,0,17,9,3,0,0,0,0,13,5,3,3,3,3,0,17,3,4,3,0,4,0,12,9,18,0,3,0,0,31,10,15,3,4,3,0,37,9,25,3,4,0,0,41,7,19,4,0,0,0,34,5,14,0,0,3,0,17,16,18,4,0,3,0,34,3,6,0,0,0,0,12,6,0,0,0,0,0,3,6,6,0,0,0,0,13,4,5,0,0,0,0,12,3,0,0,0,0,0,4,0,0,0,0,0,0,4,9,12,0,0,0,0,18,104,168,32,21,21,0,347
POA3926,12,3,7,0,0,0,27,6,0,0,0,0,0,4,3,0,0,0,0,0,8,0,6,3,0,0,0,7,4,0,0,0,0,0,9,5,0,4,0,0,0,7,3,11,10,0,3,0,29,13,4,8,3,0,0,31,9,14,11,0,0,0,32,5,11,3,0,3,0,23,8,13,0,0,0,0,22,5,21,12,0,0,0,38,0,6,0,0,0,0,12,6,12,0,0,0,0,19,5,15,0,0,4,0,23,6,17,8,0,0,0,36,0,3,3,0,0,0,7,0,7,3,0,0,0,12,7,11,8,0,0,0,29,102,165,76,14,20,3,367
POA3927,7,0,0,0,0,0,9,3,0,0,0,0,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,7,3,0,3,0,14,3,3,0,0,0,0,13,4,3,0,0,0,0,10,4,3,0,0,0,0,11,0,9,6,0,0,0,14,0,12,3,0,0,0,15,3,10,3,0,0,0,16,3,6,0,0,0,0,8,5,6,0,0,0,0,6,3,3,0,0,0,0,12,0,12,4,0,0,0,14,0,0,0,0,0,0,3,3,6,0,0,0,0,4,3,0,0,0,0,0,10,53,74,27,4,13,0,169
POA3928,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,4,7,3,3,0,0,0,9,0,3,0,0,0,0,8,14,14,12,0,0,0,38
POA3929,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,3,3,0,0,0,0,0,3,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,3,7,4,0,0,0,6,3,0,0,0,0,0,3,4,8,0,0,0,0,9,0,0,0,0,0,0,8,28,24,12,0,3,0,69
POA3930,29,19,17,3,8,0,79,5,6,8,0,0,0,20,18,11,12,3,3,0,47,10,13,9,0,6,0,42,21,19,18,3,5,0,68,23,13,22,3,0,0,66,20,38,21,7,8,0,92,31,47,26,4,4,0,115,28,52,24,9,5,0,113,27,66,19,6,5,0,129,20,47,25,0,6,0,96,45,143,60,6,6,0,251,16,53,11,4,0,0,84,16,99,24,6,0,0,152,37,144,27,9,7,0,226,85,303,65,11,4,0,466,27,121,33,4,0,0,195,25,78,17,3,5,0,132,36,55,35,3,4,0,127,527,1332,477,81,75,11,2497
POA3931,42,12,18,0,13,0,89,10,0,0,3,3,0,18,23,13,9,6,13,0,54,21,10,13,5,7,0,57,27,16,11,6,11,0,75,34,31,25,7,19,0,118,37,48,29,10,19,0,141,47,76,30,22,18,0,194,41,81,29,17,19,0,191,66,109,42,26,22,3,263,44,97,29,12,14,0,198,74,155,39,19,14,3,312,31,73,17,6,8,0,135,25,71,11,0,3,0,108,60,102,38,8,7,0,214,70,113,56,0,10,3,242,13,35,11,7,3,0,65,10,19,9,0,0,0,34,32,44,20,9,22,0,124,703,1091,433,168,206,22,2628
POA3933,4,3,0,0,0,0,11,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,7,4,0,3,0,0,0,7,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,3,0,0,0,15,0,3,3,0,0,0,7,0,0,3,0,0,0,6,0,0,0,0,0,0,0,4,9,8,0,0,0,21,4,7,3,0,0,0,16,7,13,0,0,0,0,21,3,0,4,0,0,0,11,45,48,38,0,12,0,147
POA3934,33,15,15,7,7,0,77,12,8,3,0,0,0,21,24,9,11,0,0,0,49,18,13,8,4,3,0,39,18,18,20,10,10,0,66,29,38,19,11,6,0,100,22,52,22,8,15,0,124,41,84,39,13,13,0,182,32,61,44,7,4,0,156,30,91,27,10,8,0,164,19,88,15,14,3,3,147,53,190,57,15,12,0,326,31,88,20,10,7,0,151,19,82,9,6,3,0,117,47,172,34,5,0,0,264,53,190,50,6,4,0,304,29,59,8,3,3,0,105,10,38,13,4,3,0,63,23,58,18,3,7,0,112,542,1352,443,131,108,3,2578
POA3936,27,3,0,0,0,0,39,0,0,5,3,3,0,7,13,3,3,0,0,0,22,12,3,3,0,7,0,25,12,6,9,0,4,0,29,17,10,6,4,7,0,50,26,13,12,3,10,0,65,32,29,16,4,4,0,90,21,37,15,8,6,0,89,18,30,16,4,3,0,74,25,29,7,7,5,0,73,35,66,21,4,3,0,130,16,27,9,4,0,0,62,16,22,6,3,3,0,43,35,38,3,0,4,0,70,20,44,17,3,0,0,83,3,8,0,0,0,0,15,7,6,6,0,0,0,15,21,15,12,0,7,0,56,371,385,157,58,67,3,1042
POA3937,7,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,4,0,0,0,8,8,4,0,0,0,0,12,0,3,7,0,0,0,10,3,3,0,0,0,0,14,0,7,0,0,0,0,13,4,3,3,0,0,0,12,3,12,0,0,0,0,21,0,3,0,0,0,0,7,3,0,0,0,0,0,6,3,5,3,0,0,0,9,4,14,0,0,0,0,21,0,5,0,0,0,0,5,3,8,0,0,0,0,7,4,6,0,0,3,0,13,39,81,31,4,8,0,164
POA3938,0,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,3,0,0,0,10,3,4,0,0,0,0,4,3,0,0,0,0,0,9,14,0,0,0,4,0,15,10,6,4,0,0,0,18,10,10,3,3,3,0,26,4,3,0,0,0,0,14,3,8,5,7,0,0,27,7,9,5,0,0,0,23,3,8,3,3,0,0,22,3,6,0,0,0,0,14,7,6,3,0,0,0,14,3,5,0,0,0,0,14,7,11,4,0,0,0,19,4,0,0,0,0,0,7,0,0,0,0,0,0,0,3,10,3,0,0,0,18,97,94,45,10,17,0,268
POA3939,31,6,10,0,5,3,60,6,0,3,0,5,0,14,15,6,4,0,9,0,34,13,0,3,3,3,0,30,33,12,10,6,12,0,66,29,18,16,11,15,0,84,36,30,17,8,9,0,92,40,43,24,12,13,0,133,30,61,20,6,3,0,121,41,86,22,11,13,0,165,35,53,17,3,0,3,116,54,81,19,4,4,0,164,13,30,6,4,0,0,60,3,19,3,0,0,0,28,13,50,9,7,0,0,83,30,30,23,0,4,0,88,3,5,7,0,0,0,20,9,0,3,0,0,0,8,27,25,10,3,7,3,73,454,561,229,74,101,11,1438
POA3940,5,4,3,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,9,3,0,0,3,3,0,12,5,3,5,0,0,0,19,4,3,5,0,4,0,14,5,6,3,7,0,0,24,9,7,3,3,9,0,29,5,9,5,4,9,0,33,11,12,0,3,3,3,27,11,19,6,0,0,0,30,6,14,5,0,3,0,30,0,11,3,0,0,0,10,0,0,0,0,0,0,7,0,5,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,3,0,0,14,71,105,38,23,40,7,282
POA3941,17,6,7,3,9,0,42,7,3,0,0,0,0,8,15,5,6,3,9,0,37,17,5,6,3,0,0,43,21,19,9,3,10,0,58,28,18,14,3,8,0,67,31,26,16,14,6,0,96,30,45,9,13,3,0,107,29,49,19,11,8,0,115,27,56,18,9,8,0,121,18,52,8,7,0,0,91,44,81,24,11,3,4,168,8,19,10,3,0,0,42,12,12,3,4,0,0,30,20,35,14,0,3,0,71,29,37,14,5,4,0,85,6,10,4,0,0,0,22,0,5,0,0,0,0,10,32,10,11,3,3,0,63,393,521,190,86,72,6,1273
POA3942,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,3,0,0,0,4,3,0,0,0,0,0,6,4,7,5,0,0,0,18,0,0,3,0,0,0,6,6,5,0,0,0,0,14,6,0,0,0,3,0,11,8,7,6,0,0,0,24,0,3,0,0,0,0,3,3,3,3,0,0,0,12,0,8,0,0,0,0,6,8,5,5,0,0,0,18,0,0,0,0,0,0,4,0,3,0,0,0,0,3,3,4,0,0,0,0,13,63,58,28,5,8,0,156
POA3943,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,7,4,0,0,0,0,7,0,0,0,0,0,0,0,3,4,0,0,0,0,8,3,0,3,0,0,0,3,3,4,0,0,0,0,4,3,3,4,0,0,0,10,4,0,0,0,0,0,3,7,3,0,0,0,0,8,57,18,11,3,3,0,94
POA3944,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,3,12,6,3,0,0,0,26
POA3945,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,4,5,0,0,0,0,9,3,4,0,0,0,0,13,11,4,0,0,0,0,12,7,0,6,0,0,0,10,3,3,3,0,0,0,7,3,10,0,0,0,0,14,9,3,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,62,41,19,3,3,0,133
POA3946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,17
POA3950,11,5,0,0,0,0,19,3,3,0,0,0,0,11,12,0,0,3,3,0,17,9,4,3,0,0,0,20,7,10,9,0,3,0,27,13,18,9,6,6,0,56,12,21,7,3,4,0,56,14,34,8,3,0,0,60,22,19,17,3,0,0,64,10,21,7,3,0,3,38,4,21,3,0,0,0,25,15,21,6,0,0,0,41,4,8,3,0,0,0,14,3,3,0,0,0,0,11,6,6,0,0,0,0,18,5,16,3,0,0,0,27,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,3,0,15,154,212,82,35,34,8,516
POA3951,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,7,4,3,3,0,0,0,11,3,5,0,0,0,0,9,0,3,0,0,0,0,5,0,3,0,0,0,0,3,3,0,0,0,0,0,4,0,3,0,0,0,0,3,0,12,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,4,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,57,12,4,3,0,99
POA3953,15,11,3,0,3,0,34,4,3,4,0,5,0,14,7,4,3,3,3,0,22,5,4,3,0,3,0,26,11,11,10,5,0,0,37,17,19,9,8,0,0,57,23,27,12,10,4,0,71,18,40,23,4,3,0,88,24,50,6,8,0,3,87,26,53,6,4,6,0,90,7,34,6,0,0,0,42,18,43,4,0,0,0,68,8,15,0,0,4,0,29,0,11,3,0,0,0,17,4,16,7,0,0,0,25,8,16,4,3,0,0,33,0,4,3,0,0,0,9,3,7,0,0,0,0,7,14,10,10,5,0,0,29,213,380,113,45,41,5,791
POA3954,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,4,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,25,13,0,3,0,55
POA3956,10,3,6,0,0,0,24,0,0,0,0,0,0,3,3,3,0,3,0,0,11,6,0,0,0,3,0,14,10,3,0,0,0,0,14,9,12,5,0,0,0,28,11,9,3,7,3,0,25,15,15,6,0,0,0,35,3,10,0,0,0,0,11,3,12,0,0,0,0,13,0,7,0,0,0,0,11,7,13,3,0,0,0,20,3,7,0,0,0,0,7,3,3,0,0,0,0,8,3,4,0,0,0,0,6,3,3,0,0,0,0,6,0,0,0,0,0,0,4,0,3,0,0,0,0,3,10,3,6,0,0,0,18,101,102,31,12,8,0,255
