POA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA2290,2820,3725,1345,86,7968,1845,230,10049,257,76,107,6,448,676,40,1154,162,82,98,4,350,263,52,671,418,155,210,14,800,939,86,1822,40,18,36,5,105,150,20,269,6,4,4,3,16,39,0,53,51,8,12,0,76,84,5,160,3,0,3,0,8,7,0,12,105,32,53,5,192,275,31,498,0,3,0,0,3,0,0,3,11,0,3,0,20,80,0,99,0,0,0,0,5,3,0,3,0,0,0,0,3,3,0,6,14,10,10,0,31,89,0,118,9,3,0,0,11,4,4,27,3358,3928,1614,107,9002,3157,355,12514
POA2291,858,1427,260,23,2567,557,142,3267,54,27,21,3,104,130,20,254,207,114,57,4,389,260,75,731,263,144,77,7,490,390,100,982,78,12,18,5,117,274,66,463,93,20,30,11,156,246,50,447,16,0,8,0,20,11,12,47,3,0,0,0,3,3,0,4,190,36,53,15,294,540,119,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,0,3,0,0,3,4,3,0,0,8,7,0,17,1317,1608,392,48,3369,1492,359,5216
POA2292,180,196,117,18,507,225,68,803,11,3,11,0,25,39,5,66,20,25,16,0,56,18,7,84,29,23,27,3,80,55,14,147,17,3,0,0,17,36,3,58,3,3,0,0,7,4,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,17,6,5,0,29,46,8,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,225,222,142,17,612,335,86,1037
POA2293,136,117,81,3,337,164,63,569,5,4,7,3,21,21,4,44,132,52,36,3,222,102,38,360,141,58,45,4,246,119,42,402,0,0,0,0,5,8,0,15,27,8,0,0,37,24,10,64,15,3,0,0,16,5,0,18,0,0,0,0,0,0,0,0,45,11,3,0,57,39,10,106,0,0,0,0,0,0,0,0,10,0,0,0,9,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,0,13,5,0,18,0,0,0,0,0,12,3,19,323,183,137,11,647,339,113,1107
POA2294,120,113,60,11,304,154,56,517,13,10,12,0,28,28,3,60,57,21,18,3,101,46,18,168,73,25,28,3,132,74,22,224,6,0,0,0,15,44,3,59,8,3,0,0,6,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,22,54,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,16,208,144,94,15,461,293,83,838
POA2295,802,619,231,22,1677,644,71,2397,12,11,3,0,24,30,3,51,20,4,8,0,38,21,5,65,26,16,11,0,53,50,11,115,16,5,21,0,42,98,5,146,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,21,0,47,98,5,153,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,12,0,0,0,0,5,4,0,12,855,641,270,25,1795,803,87,2685
POA2296,101,107,74,10,284,143,67,496,13,3,11,3,30,14,11,57,55,11,16,0,88,68,23,180,70,19,27,4,118,86,32,238,10,3,3,0,17,20,4,40,7,0,0,0,10,5,0,14,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,17,3,3,3,25,40,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,11,0,12,6,0,0,0,7,11,0,19,0,0,0,0,3,3,0,8,198,131,96,16,441,280,106,827
POA2297,131,150,76,10,362,138,54,550,3,0,0,0,6,14,0,15,7,0,9,0,13,4,3,24,12,0,7,0,19,18,3,41,4,3,4,0,10,39,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,14,39,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,149,149,94,10,396,190,58,650
POA2298,683,751,398,55,1884,633,267,2783,38,12,22,3,74,101,18,187,53,20,45,3,120,98,34,251,87,28,69,10,192,200,49,439,44,14,22,0,84,213,18,311,16,3,3,0,21,55,5,89,3,3,0,0,6,8,0,16,9,0,3,0,12,22,4,41,75,20,30,3,123,297,27,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,3,9,0,3,0,0,3,10,3,11,3,0,0,0,4,5,3,20,850,809,491,61,2215,1144,347,3707
POA2299,690,930,420,54,2098,686,268,3047,73,51,50,7,180,179,49,409,46,65,40,12,156,88,36,272,119,114,89,16,342,259,82,683,34,29,26,3,105,190,23,310,17,20,11,0,57,71,13,137,0,0,0,0,0,0,0,0,7,5,0,3,18,19,3,35,59,60,46,10,176,272,38,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,0,0,0,0,5,5,0,6,3,0,3,0,6,6,0,15,877,1107,560,83,2622,1227,390,4236
POA2300,185,240,46,8,475,141,51,663,68,38,19,0,120,63,30,212,320,221,89,9,639,335,150,1122,385,252,106,11,755,400,180,1333,122,37,35,11,197,311,83,587,131,33,56,6,233,387,92,708,492,119,66,10,687,626,110,1423,0,0,0,0,0,0,0,0,743,190,160,27,1115,1324,283,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,8,3,0,0,0,4,4,0,13,8,3,0,0,9,14,3,26,1322,684,310,46,2357,1885,509,4754
POA2302,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,4,3,3,0,0,4,0,0,4,3,3,0,0,5,33,3,37,6,0,0,0,4,19,9,36,58,11,13,0,76,79,23,176,0,0,0,0,0,0,0,0,62,10,13,0,88,129,38,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,68,13,13,0,97,137,37,270
POA2303,604,761,232,29,1626,471,184,2277,39,28,18,0,87,116,18,223,124,63,91,12,284,177,46,501,160,91,108,7,368,290,68,728,27,6,14,3,47,156,14,217,41,8,42,12,108,225,23,352,11,0,3,0,18,83,4,104,0,0,0,0,0,0,0,0,76,20,65,14,169,461,35,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,14,15,3,30,7,3,8,0,16,15,5,35,3,0,0,0,3,15,0,24,851,867,407,54,2184,1252,301,3736
POA2304,1164,1222,633,87,3110,1139,343,4587,99,48,71,17,229,338,40,609,66,37,53,5,162,171,30,361,168,82,123,21,395,506,72,972,50,7,27,6,88,238,22,354,3,0,3,0,5,25,3,32,0,0,0,0,0,0,0,0,3,0,0,0,3,16,8,26,53,6,32,6,98,282,28,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,6,4,0,20,15,4,37,5,6,3,0,15,15,4,42,6,10,0,0,15,11,6,36,1402,1328,795,109,3634,1958,454,6046
POA2305,1017,1508,437,50,3011,786,111,3909,55,20,43,3,118,214,11,341,46,24,30,0,97,97,18,214,93,38,68,8,210,310,31,553,23,11,37,0,72,182,11,267,13,3,6,0,19,21,5,47,0,0,0,0,0,5,0,5,0,0,0,0,3,15,0,18,37,16,40,0,98,228,11,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,5,0,0,3,0,6,5,0,6,3,0,0,0,6,4,0,7,1148,1567,548,59,3325,1334,153,4815
POA2306,164,205,271,18,655,303,31,988,12,6,16,0,39,35,4,78,8,30,47,0,87,69,8,168,24,41,68,0,128,109,12,247,12,0,5,0,15,86,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,15,89,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,195,241,337,18,800,500,43,1343
POA2307,294,318,174,22,815,325,87,1222,41,10,19,0,67,88,12,174,20,11,14,10,55,30,48,132,68,20,28,10,123,116,63,305,5,3,0,0,10,13,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,10,11,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,12,366,349,208,28,952,464,151,1561
POA2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2311,89,89,30,0,214,84,4,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,3,0,9,0,0,0,0,0,0,0,0,94,97,30,0,225,87,4,321
POA2312,179,147,56,3,392,109,10,509,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,11,0,0,0,0,0,0,0,0,177,152,64,3,397,114,8,521
POA2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2315,1354,1043,322,20,2737,725,91,3553,180,40,61,0,278,284,12,577,334,167,114,7,615,237,33,888,507,206,171,9,892,522,47,1468,32,10,20,0,68,104,4,179,31,6,8,0,47,44,6,97,91,20,24,3,135,134,15,278,0,0,0,0,0,3,0,3,156,33,48,9,247,287,25,558,4,0,0,0,4,5,0,11,7,7,0,0,12,6,0,19,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,6,13,7,3,0,24,9,0,35,7,9,3,0,25,17,3,43,2044,1285,559,31,3921,1569,166,5658
POA2316,531,579,177,10,1298,366,32,1693,14,12,22,0,46,22,3,73,27,33,35,0,100,30,3,133,43,53,53,0,147,54,8,209,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,13,0,3,0,17,17,0,34,33,0,7,0,39,51,4,86,0,0,0,0,3,0,0,3,0,3,0,0,4,0,0,4,42,3,9,0,59,71,4,131,9,3,0,0,10,13,0,24,629,639,239,10,1519,500,42,2066
POA2317,569,430,134,12,1146,298,24,1470,140,34,52,4,229,274,3,512,96,62,57,3,222,83,17,315,239,102,109,4,453,352,19,826,22,5,0,0,27,60,0,88,26,3,4,0,32,35,0,65,18,3,4,0,26,27,0,45,0,0,0,0,0,0,0,0,60,6,14,0,82,116,0,204,0,0,0,0,0,3,0,3,11,0,0,0,10,14,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,12,4,29,6,0,0,0,6,11,0,12,881,541,257,17,1697,793,50,2536
POA2318,1169,1566,400,30,3160,582,77,3816,56,3,13,0,73,32,5,106,0,0,0,0,3,0,0,3,59,3,13,0,74,32,5,105,0,0,3,0,3,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,5,0,6,0,0,3,6,5,5,0,12,3,0,12,3,4,0,0,9,3,0,10,1232,1577,413,31,3253,625,80,3963
POA2319,837,591,276,24,1727,574,78,2377,21,10,15,3,44,69,0,112,7,8,11,0,27,11,3,50,28,17,27,3,69,78,9,155,3,3,3,0,15,19,0,34,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,9,3,3,8,0,14,30,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,3,0,5,4,0,10,3,3,3,0,6,5,0,17,0,0,0,0,3,0,0,5,875,608,313,31,1823,688,88,2596
POA2320,2950,4129,1401,100,8586,1828,259,10672,193,65,103,8,372,385,26,784,21,13,20,0,56,122,10,187,215,75,124,8,425,504,33,969,19,7,22,0,51,102,3,157,0,0,0,0,0,0,0,0,8,0,0,0,10,20,3,34,0,0,0,0,0,0,0,3,23,11,26,0,61,122,5,194,0,4,7,0,13,25,0,38,0,0,0,0,0,3,0,3,0,3,0,0,5,3,0,5,13,3,4,0,14,12,3,26,10,12,10,0,32,44,3,78,0,8,8,0,10,103,0,112,3201,4229,1571,113,9115,2611,303,12028
POA2321,1355,1865,533,31,3783,606,89,4473,84,21,37,3,147,107,13,269,5,3,0,0,9,0,0,10,88,29,37,3,151,110,13,281,3,0,0,0,9,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,20,0,26,0,0,0,0,3,5,0,6,0,0,0,0,0,0,0,0,9,6,0,0,11,0,0,9,0,3,0,0,6,0,0,10,12,11,0,0,21,8,0,25,40,13,4,3,56,94,0,149,1488,1910,585,36,4021,829,106,4954
POA2322,1703,2286,844,67,4903,1024,150,6081,39,15,41,5,101,135,4,241,4,3,3,0,18,20,0,35,45,22,42,4,115,159,4,279,0,0,3,0,7,17,0,22,3,0,0,0,3,29,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,50,0,55,3,0,0,0,3,6,0,13,15,0,8,0,18,63,0,81,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,5,0,25,73,0,96,7,4,3,0,11,5,0,20,1777,2314,901,79,5068,1303,157,6529
POA2323,2242,2831,1065,88,6221,1408,183,7809,147,83,124,12,365,403,24,796,51,22,46,3,124,173,13,311,197,105,171,12,494,578,34,1104,40,10,34,5,93,278,12,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,10,34,5,97,282,12,388,0,4,3,0,5,22,0,29,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,3,8,3,0,13,4,0,21,5,11,9,0,19,26,0,50,35,3,5,0,44,66,0,117,2516,2959,1280,111,6874,2360,230,9467
POA2324,2489,2139,1002,75,5703,1585,157,7442,117,40,133,5,295,361,23,679,49,12,43,0,110,103,12,222,161,55,177,9,408,467,31,905,28,6,10,0,51,89,3,144,7,3,6,0,16,23,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,36,13,18,0,70,110,9,180,57,7,9,3,76,108,14,200,23,0,3,0,23,34,3,60,5,5,0,0,12,3,0,17,5,3,4,0,15,10,3,23,91,13,13,5,122,158,19,298,9,3,7,0,17,18,0,34,2790,2227,1211,89,6318,2333,210,8858
POA2325,2376,2658,1408,98,6549,1893,244,8680,143,52,134,6,341,423,27,784,11,3,8,0,26,67,9,102,157,59,145,10,369,489,30,888,16,5,12,0,36,97,9,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,12,3,38,97,9,137,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,3,0,0,6,0,6,12,0,21,0,3,5,0,11,19,0,30,16,6,16,0,36,26,0,62,2566,2735,1580,114,6995,2521,283,9807
POA2326,601,792,376,36,1803,543,64,2416,23,9,10,0,35,87,0,121,0,0,0,0,0,0,0,0,23,9,10,0,35,87,0,121,0,3,0,0,5,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,11,0,15,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,5,0,0,0,8,0,0,9,3,0,0,0,3,0,0,9,625,807,390,34,1855,642,70,2566
POA2327,664,706,407,41,1813,615,56,2491,32,8,34,0,83,125,5,216,13,7,15,0,34,62,7,105,43,13,49,0,112,196,8,318,8,3,10,3,18,78,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,3,18,78,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,4,4,0,7,716,731,462,46,1956,890,76,2921
POA2328,247,254,91,0,604,184,9,794,5,0,3,0,11,41,0,54,0,0,0,0,0,0,0,0,5,0,3,0,11,41,3,55,3,0,0,0,3,25,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,25,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,3,0,20,0,0,24,273,265,101,0,640,247,15,899
POA2329,232,202,85,8,523,193,21,740,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,0,6,21,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,21,0,32,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,3,0,0,9,4,0,16,238,202,90,8,542,227,21,783
POA2330,1716,2395,644,56,4816,1129,117,6059,66,55,62,3,184,171,20,375,23,9,29,0,65,108,9,182,91,63,89,8,249,277,32,554,34,19,33,6,83,166,11,260,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,31,19,31,6,86,166,11,266,10,3,0,0,12,31,0,46,0,0,0,0,4,0,0,8,3,0,4,0,4,6,0,14,3,0,0,0,4,0,0,3,18,7,3,0,25,38,3,62,9,10,4,0,22,25,0,50,1868,2494,778,64,5204,1635,159,6997
POA2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2333,1139,1428,606,37,3207,954,141,4301,54,34,47,0,133,222,12,374,12,6,17,0,45,99,13,148,74,40,65,0,176,318,24,520,4,3,0,0,10,13,0,23,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,17,0,28,0,0,0,0,3,15,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,0,0,0,5,13,0,20,3,8,0,0,12,10,0,21,1221,1483,673,42,3417,1316,168,4896
POA2334,231,353,129,10,721,204,26,948,0,0,4,0,8,9,0,9,0,0,0,0,0,0,0,0,0,0,4,0,8,9,0,9,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,3,233,364,136,10,739,214,26,972
POA2335,552,792,197,16,1558,308,38,1902,11,14,19,0,47,31,0,80,3,0,3,0,9,4,3,10,18,9,27,0,54,40,3,93,0,3,3,0,3,18,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,18,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,5,3,10,0,0,14,8,0,27,573,820,222,16,1637,374,40,2053
POA2336,272,280,86,12,649,175,16,844,0,0,3,0,6,3,0,8,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,8,3,3,9,0,14,31,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,14,31,0,44,0,0,0,0,0,0,0,0,10,0,0,0,10,31,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,13,32,0,40,5,4,0,0,14,0,0,14,291,294,96,12,694,241,19,951
POA2337,765,819,243,16,1844,625,73,2540,18,14,3,0,31,50,7,81,0,0,0,0,0,0,0,0,18,14,3,0,31,50,7,81,25,16,8,0,47,95,12,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,8,0,47,101,12,154,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,5,11,0,21,4,10,3,0,13,11,0,25,818,854,260,16,1948,797,86,2829
POA2338,176,123,59,0,357,185,10,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,178,127,58,0,361,196,13,572
