POA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
POA4568,602,316,228,408,538,569,441,159,38,3299,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,8,5,3,0,22,4,0,0,3,3,3,7,0,0,14,9,19,6,12,7,17,14,3,3,91,0,0,0,0,0,6,5,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,7,16,6,39,27,10,3,144,8,23,7,16,6,39,28,10,3,150,611,337,236,428,548,610,465,173,42,3448
POA4569,330,104,113,222,264,252,152,75,18,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,3,3,0,10,0,6,11,8,3,13,8,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,9,3,3,13,9,3,3,66,5,8,9,3,3,13,9,3,3,68,334,113,122,228,269,264,169,77,20,1603
POA4570,7813,4131,3715,4354,5739,5908,5063,2348,844,39916,15,11,3,3,6,15,11,6,0,75,14,14,18,7,21,40,43,18,7,180,7,6,7,10,7,37,44,11,0,129,165,285,189,159,215,262,204,75,33,1577,3,0,8,0,3,15,22,7,0,60,5,0,7,3,0,14,6,0,0,32,0,0,0,0,0,7,13,0,0,21,0,3,0,0,3,3,3,0,0,13,0,0,0,3,0,10,4,0,3,20,0,0,0,0,0,0,0,0,0,0,193,306,222,188,254,383,341,114,39,2034,211,317,222,188,264,398,353,119,41,2104,8024,4445,3937,4544,5997,6303,5415,2467,886,42020
POA4571,148,54,32,95,134,160,107,45,0,775,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,5,5,3,0,23,0,4,7,4,3,10,6,0,0,45,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,5,11,10,12,17,23,5,0,86,8,5,11,10,12,17,22,5,0,88,151,60,42,108,146,173,133,49,0,864
POA4572,402,456,610,372,555,513,358,230,205,3701,0,0,0,0,4,0,0,0,0,3,13,3,10,8,10,22,23,20,0,107,6,0,3,19,13,33,136,100,16,337,12,20,44,28,33,61,48,33,7,288,0,5,0,5,3,6,20,18,3,60,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,11,32,23,4,76,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,9,0,0,10,0,0,0,0,0,0,0,0,0,0,30,32,66,63,58,140,268,189,30,887,34,32,66,63,60,141,268,189,31,891,437,483,676,437,615,658,625,427,240,4593
POA4573,5462,2357,2504,3804,3532,3026,2318,1244,515,24772,5,3,0,3,3,6,3,0,0,24,25,14,25,27,24,43,116,35,6,312,32,0,19,14,38,106,311,193,41,759,92,105,135,107,103,110,100,39,17,805,3,3,0,3,7,15,39,16,3,90,0,0,0,3,3,3,6,0,0,15,0,0,3,3,0,23,47,18,0,98,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,15,6,3,27,0,0,0,0,0,3,0,0,0,3,156,127,184,155,173,307,637,315,71,2122,157,125,183,163,176,309,640,315,71,2137,5620,2481,2692,3965,3710,3338,2959,1562,590,26910
POA4574,211,77,104,145,207,229,170,56,21,1224,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,3,0,0,8,14,12,11,12,6,10,10,7,0,90,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,13,21,9,10,24,8,0,116,14,12,13,19,9,13,24,8,0,122,221,96,111,160,222,244,199,61,23,1346
POA4575,4109,2538,2509,2923,3050,2851,2376,1481,639,22485,0,9,7,3,0,4,9,0,0,31,3,7,10,4,7,22,23,10,0,94,3,4,9,3,3,16,32,11,5,91,86,157,119,96,93,108,96,56,38,852,0,0,0,0,0,4,10,7,0,27,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,3,7,0,3,17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,99,171,147,116,106,157,170,86,45,1103,103,180,154,121,108,158,178,93,45,1134,4215,2719,2666,3043,3164,3012,2552,1570,688,23622
POA4580,571,270,227,320,505,847,1196,455,112,4505,0,0,0,0,0,0,4,3,0,6,0,3,0,3,4,12,34,9,0,64,3,0,0,0,4,13,44,10,3,80,6,12,21,29,31,84,64,19,4,258,0,0,0,0,0,5,8,3,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,11,0,0,0,0,0,0,0,0,0,0,16,13,17,33,41,126,166,38,4,454,16,13,17,33,47,126,167,42,4,461,589,283,241,355,552,970,1363,499,115,4970
POA4581,192,145,138,157,187,258,232,83,14,1405,0,0,3,0,0,0,3,0,0,3,21,16,26,24,29,52,81,18,3,278,19,9,18,24,24,50,68,19,5,239,80,69,110,105,145,200,118,36,6,861,0,4,0,0,10,17,5,0,0,36,3,3,5,3,0,4,0,0,0,26,3,0,0,0,6,14,7,0,0,33,4,0,0,0,0,0,0,0,0,6,0,0,10,0,0,5,28,13,3,58,0,0,0,0,0,0,0,0,0,0,133,100,167,163,219,343,304,90,17,1537,133,100,167,163,219,343,306,90,17,1542,328,248,303,315,406,603,537,176,26,2945
POA4600,155,68,77,75,130,173,121,51,13,864,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,3,3,4,5,0,6,7,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,5,0,6,10,12,10,0,53,3,4,5,0,6,13,18,10,0,53,154,74,81,79,138,182,137,62,10,917
POA4601,202,94,79,120,142,170,175,80,6,1066,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,10,14,11,7,10,8,12,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,13,11,7,12,11,16,0,0,87,10,13,11,7,12,11,20,3,0,92,217,110,92,124,154,185,191,85,6,1163
POA4605,1122,598,432,488,569,515,486,259,100,4565,4,4,0,3,3,0,0,0,0,20,0,3,3,3,0,3,13,6,0,35,0,0,0,0,3,6,10,6,0,21,31,26,21,23,23,27,44,10,7,219,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,33,30,25,30,29,39,72,32,6,288,37,35,26,35,31,34,70,32,6,300,1157,626,456,523,602,554,553,287,108,4871
POA4606,424,224,178,205,313,277,373,216,85,2292,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,5,3,3,0,18,0,0,0,0,0,0,0,0,0,0,11,11,9,8,11,14,13,7,0,82,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,10,9,8,23,19,6,0,111,15,11,10,9,9,23,19,10,0,116,443,232,187,214,323,308,394,227,87,2408
POA4608,146,71,63,87,130,147,124,42,12,833,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,10,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,5,3,0,24,3,3,0,0,0,12,6,4,0,32,146,76,70,87,132,161,134,50,12,864
POA4610,3004,1658,1516,1665,1781,1830,1527,778,310,14063,4,4,0,0,0,6,8,0,3,33,3,3,4,3,3,16,24,9,0,57,0,0,0,0,0,7,21,6,0,31,38,94,81,91,103,91,78,21,5,604,0,0,0,0,0,0,8,3,0,14,0,0,0,3,3,6,3,0,0,14,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,47,99,83,94,115,121,123,44,7,734,51,109,88,94,116,124,131,48,8,765,3059,1767,1604,1754,1892,1952,1658,828,324,14828
POA4611,28,12,8,17,16,13,15,6,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,28,16,8,17,16,12,17,6,0,108
POA4612,40,17,16,25,23,44,55,11,3,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,3,0,0,12,40,18,22,25,24,48,59,14,3,248
POA4613,134,56,58,77,116,136,149,55,15,800,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,10,0,0,13,0,0,0,0,0,0,3,0,0,3,11,9,0,0,0,8,10,6,0,47,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,14,21,8,0,69,12,12,0,0,0,12,27,10,0,77,147,64,60,81,118,151,178,65,15,871
POA4614,187,96,67,116,133,161,229,98,25,1104,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,8,9,7,0,8,8,3,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,0,8,9,5,5,0,53,7,9,7,0,8,9,7,5,0,56,194,104,73,116,138,169,238,100,25,1159
POA4615,1171,616,531,679,922,1073,1084,466,119,6668,0,3,0,0,3,0,0,0,0,13,0,0,0,0,0,3,22,0,0,30,0,0,0,0,0,3,10,0,0,14,37,31,24,32,41,32,25,19,3,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,31,32,37,35,62,20,3,298,36,38,32,31,43,35,66,20,3,307,1207,662,563,709,968,1111,1145,489,126,6974
POA4620,47,33,11,21,68,80,73,34,6,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,4,0,0,20,0,8,0,0,0,3,4,0,0,20,47,36,11,19,69,85,83,32,6,401
POA4621,271,115,118,147,218,265,285,154,61,1635,0,3,0,3,4,0,0,0,0,9,0,0,0,0,0,4,9,0,0,16,0,0,0,0,0,0,10,3,0,15,8,10,9,7,14,22,15,5,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,7,7,14,28,32,12,0,117,8,14,7,14,17,28,34,11,0,132,276,130,126,155,238,293,321,163,65,1771
POA4625,453,292,271,286,377,367,342,164,58,2610,0,0,0,0,0,0,0,3,0,4,0,4,3,0,5,6,3,4,0,23,0,0,0,0,0,0,4,0,0,7,12,24,28,22,33,50,38,4,5,208,0,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,27,20,36,60,46,15,5,248,13,30,27,20,36,60,48,13,5,252,469,325,298,308,416,425,391,175,57,2863
POA4626,405,198,316,237,296,275,225,107,44,2108,0,0,0,0,0,0,0,0,0,6,0,3,6,0,0,9,14,0,0,27,3,6,3,0,3,0,3,4,0,18,3,22,36,9,16,16,18,6,3,130,0,0,0,0,0,0,3,0,0,7,4,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,28,53,8,23,22,34,12,3,193,6,28,53,8,25,24,34,12,3,192,410,229,368,241,319,299,262,120,48,2305
POA4627,176,65,65,90,124,117,92,49,18,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,28,0,0,0,0,0,4,26,13,0,41,8,3,0,5,8,28,27,7,0,88,0,0,0,0,0,4,9,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,3,8,48,71,22,0,170,6,6,0,3,12,48,71,22,0,174,179,66,66,96,135,165,165,73,18,973
POA4630,418,187,186,235,297,342,283,195,78,2216,0,0,0,0,0,0,0,0,0,3,5,0,3,4,0,12,16,3,0,43,0,0,0,0,3,12,26,0,0,37,10,27,19,14,25,44,42,7,5,187,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,25,16,26,76,83,15,5,286,16,24,25,14,26,76,83,17,5,285,437,206,211,250,325,420,368,213,84,2503
POA4650,5665,3319,2905,3548,4093,4928,4444,2229,807,31936,14,16,5,7,0,14,7,5,4,66,0,3,12,11,13,44,57,20,3,154,3,4,3,0,15,44,90,21,5,176,119,216,164,146,137,178,213,89,39,1298,0,0,0,0,0,7,14,3,3,31,4,3,8,0,0,3,7,4,0,32,0,0,4,0,4,3,20,8,0,36,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,127,225,188,163,163,281,406,136,49,1743,142,243,198,162,168,295,409,140,55,1810,5805,3557,3100,3708,4256,5221,4855,2371,864,33744
POA4655,9941,5378,4754,5876,6968,7988,8842,4749,1501,55996,9,8,3,9,3,9,11,11,0,69,36,24,45,49,50,178,377,168,19,941,26,12,32,29,64,256,639,283,45,1400,268,340,317,278,345,546,466,189,52,2798,8,3,0,11,7,36,138,72,3,274,0,4,3,0,4,14,19,3,0,56,3,0,0,4,11,44,124,35,0,226,0,0,0,3,0,3,3,0,0,7,0,0,5,6,3,21,12,10,0,60,0,0,0,0,0,0,0,0,0,0,339,393,406,384,488,1102,1775,756,120,5767,351,399,412,395,495,1109,1790,771,123,5839,10287,5775,5159,6270,7464,9095,10635,5519,1622,61828
POA4659,577,258,211,341,589,857,1068,396,98,4398,0,0,0,0,0,0,3,0,0,12,0,0,0,0,3,40,79,33,0,160,0,0,0,0,4,14,23,17,8,74,9,20,17,24,30,65,72,27,0,269,0,0,0,0,0,3,18,6,0,30,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,4,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,15,26,17,21,47,135,209,82,13,553,14,27,17,21,47,132,207,86,13,564,588,282,230,364,632,992,1277,484,110,4966
POA4660,968,549,432,578,874,1234,1329,512,121,6589,6,0,0,3,0,0,0,3,0,12,9,0,0,7,5,26,49,23,3,120,3,0,0,3,4,30,151,70,4,267,32,27,33,27,35,98,89,33,3,379,0,0,0,0,0,3,18,9,0,26,0,0,3,0,0,3,0,0,0,12,0,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,16,0,0,0,0,0,0,0,0,0,0,43,31,42,32,46,166,322,128,15,829,44,31,42,39,52,166,320,130,17,845,1006,581,476,618,921,1402,1652,651,139,7432
POA4662,167,79,58,88,97,101,107,41,11,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,8,0,0,28,0,4,3,3,0,3,8,0,0,24,171,80,62,96,96,105,112,50,11,779
POA4670,14041,8484,7827,8106,9716,10058,9305,5467,2029,75024,8,14,13,14,4,13,15,17,3,105,17,17,48,23,46,172,281,113,11,733,15,16,26,21,43,137,391,183,18,858,290,546,431,351,430,493,493,197,86,3320,3,3,5,6,8,34,85,43,7,192,5,3,5,3,9,13,14,9,0,68,0,0,0,4,5,41,84,27,0,163,3,3,3,0,8,0,0,0,0,18,0,0,0,0,0,8,4,9,0,28,0,0,0,0,0,0,0,0,0,0,334,597,522,413,545,908,1363,577,116,5385,347,611,539,424,548,916,1382,591,127,5488,14384,9095,8364,8533,10266,10971,10687,6059,2152,80514
POA4671,963,493,385,573,908,1018,903,325,94,5660,5,3,5,0,0,0,0,3,0,18,0,0,0,0,3,22,25,7,0,57,0,0,3,0,0,19,13,7,0,38,36,33,34,39,56,39,55,16,7,309,0,0,0,0,6,0,4,0,0,11,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,36,38,42,59,84,106,29,8,430,36,37,41,42,65,83,101,36,8,442,1002,529,424,613,967,1104,1007,358,105,6106
POA4673,107,54,33,59,95,120,105,27,3,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,4,0,31,0,0,0,0,0,0,8,0,0,10,0,3,0,0,4,20,24,10,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,28,58,19,0,118,0,3,0,0,4,28,58,19,0,118,113,60,35,59,107,144,169,45,4,723
POA4674,189,105,54,121,236,312,229,66,9,1330,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,11,16,8,0,39,0,0,3,0,0,5,9,0,0,23,13,6,5,11,27,33,20,7,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,11,9,18,29,50,48,16,3,193,12,11,9,18,29,50,48,16,3,193,207,111,68,142,271,366,276,81,14,1524
POA4676,19,4,5,17,27,38,25,11,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,7,0,0,20,0,5,3,3,0,3,7,0,0,20,19,14,10,14,27,35,25,12,0,165
POA4677,616,246,251,425,573,558,405,118,9,3214,0,0,0,0,0,0,0,0,0,3,10,12,10,3,4,78,93,24,3,232,3,7,5,4,13,68,131,32,3,266,16,25,39,43,66,85,75,24,5,386,0,0,0,3,3,14,27,3,0,48,0,0,0,0,0,3,3,0,0,13,0,0,0,0,5,7,8,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,32,41,55,53,95,267,333,87,13,983,32,41,55,53,95,267,333,90,13,989,652,294,309,479,675,820,739,211,25,4201
POA4678,114,53,47,79,143,136,148,49,9,770,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,8,0,0,12,0,0,0,0,0,0,0,0,0,3,0,10,5,8,3,17,15,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,3,25,22,7,0,82,3,10,3,13,3,29,22,7,0,83,120,58,52,85,147,165,167,53,6,856
