POA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
POA2294,13,84,46,629,7,769,0,0,0,11,0,11,3,0,0,7,0,14,0,0,0,0,0,4,3,3,0,13,0,17,86,68,59,680,11,907,13,0,6,0,0,21,3,0,0,4,0,9,15,4,4,57,0,76,9,4,0,5,3,23,0,0,0,0,0,0,6,0,0,0,0,4,23,15,16,236,0,282,5,5,0,16,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,3,0,8,9,3,0,0,0,15,7,8,3,0,0,11,3,4,0,3,0,9,0,3,0,3,0,11,28,13,13,176,0,232,0,0,0,0,0,0,5,0,0,0,0,3,9,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,6,0,24,49,15,11,36,0,110,0,4,0,25,101,139,223,136,93,1350,120,1929
POA2295,13,201,160,2270,63,2697,0,3,0,37,0,43,21,0,3,7,0,39,0,5,3,0,0,9,32,12,7,23,0,73,288,203,159,2197,49,2899,18,0,12,0,0,27,4,0,0,21,0,33,49,14,18,208,7,292,12,3,0,19,0,33,3,0,0,0,0,8,11,0,0,4,0,15,56,42,34,796,20,946,24,19,3,65,0,113,3,0,0,0,0,3,3,0,0,0,0,4,9,3,0,13,0,21,5,5,0,4,0,21,20,3,3,8,0,36,21,3,6,4,0,36,23,5,0,19,0,48,10,0,0,4,0,10,92,66,49,627,5,840,4,0,0,0,0,4,3,0,0,0,0,7,15,0,0,6,0,26,4,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,9,10,40,0,79,152,41,30,74,4,297,6,0,4,47,765,821,736,381,293,4635,884,6925
POA2296,5,61,55,549,7,679,0,0,0,9,0,14,10,0,0,4,0,20,3,0,0,5,0,10,6,3,3,7,0,20,81,65,49,566,11,772,13,0,0,0,0,15,5,3,0,6,0,10,10,5,0,71,0,90,0,0,0,5,0,11,7,0,0,4,0,14,18,0,0,0,0,18,24,23,12,246,3,307,18,11,3,31,0,60,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,4,3,4,0,3,0,8,4,0,0,3,0,7,12,6,3,0,0,19,8,4,0,7,0,16,3,0,0,3,0,7,26,19,22,188,3,254,0,0,0,0,0,0,3,0,4,0,0,7,7,0,0,4,0,9,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,9,3,0,19,0,32,87,13,24,33,0,156,0,0,0,9,121,129,285,132,102,1226,139,1883
POA2297,4,72,49,473,18,606,0,0,0,3,0,9,8,0,3,9,0,14,4,3,0,0,0,5,14,0,5,11,3,35,84,76,48,467,12,678,14,0,0,0,0,11,4,0,0,7,0,9,15,13,6,53,0,86,6,3,0,7,0,14,0,0,0,0,0,0,6,0,3,0,0,12,9,11,14,166,0,205,17,6,3,19,0,46,4,0,3,0,0,6,0,0,0,0,0,0,13,0,0,0,0,17,3,4,0,0,0,9,4,3,3,3,0,13,7,0,3,3,0,16,3,0,0,9,0,14,0,3,0,3,0,7,27,18,14,140,3,204,4,4,0,0,0,4,3,4,0,0,0,6,3,0,0,3,0,6,3,0,0,0,0,4,0,0,0,3,0,5,3,0,0,0,0,3,0,0,0,10,0,16,83,19,7,23,3,143,10,3,3,18,103,132,295,147,99,1020,129,1680
POA2298,33,307,231,3001,59,3630,0,3,0,52,0,56,170,3,3,21,0,198,38,13,0,11,0,59,38,13,15,48,0,120,312,313,198,2797,61,3679,43,3,29,0,0,75,11,0,0,17,0,33,60,27,29,263,0,379,40,21,6,24,0,84,11,3,7,10,0,29,101,0,3,0,0,105,65,81,45,1041,24,1256,88,33,17,119,4,257,17,0,0,0,0,23,8,3,8,3,0,17,30,9,0,4,0,45,0,3,3,3,0,14,16,11,5,9,0,49,16,8,13,3,0,45,50,6,4,33,0,97,5,0,0,4,0,16,85,80,47,753,11,969,13,0,0,5,0,19,8,0,7,0,0,13,24,8,0,10,0,40,14,3,0,0,0,17,0,0,0,0,0,0,38,0,0,0,0,36,20,12,5,47,0,90,467,81,59,95,13,713,32,0,5,67,813,920,1562,605,436,5950,944,9498
POA2299,74,281,245,3390,67,4057,0,3,0,43,0,49,530,5,19,32,0,583,48,0,0,13,0,60,35,23,12,48,0,117,363,296,255,3159,59,4131,64,0,27,0,0,93,14,4,4,29,0,55,59,23,22,277,0,381,36,8,5,49,0,95,10,3,8,4,0,21,196,0,3,11,0,215,83,72,45,1002,14,1226,115,23,9,124,0,277,85,0,3,3,0,95,13,8,0,13,0,39,145,13,11,38,0,203,11,5,0,13,0,26,13,5,11,4,0,31,23,13,12,8,0,52,55,9,8,38,0,110,11,4,0,9,0,22,108,70,72,835,6,1093,20,0,3,0,0,23,13,4,0,0,0,14,21,3,0,6,0,37,25,0,0,0,0,25,11,0,0,0,0,12,82,0,0,0,0,85,18,15,4,65,0,108,1090,72,49,120,10,1347,34,3,3,56,373,474,3017,569,488,6627,508,11207
POA2300,40,360,291,2658,42,3396,0,5,0,24,0,30,139,10,20,31,0,206,13,3,3,5,0,27,66,16,13,50,0,143,600,383,283,3137,53,4456,40,3,11,3,0,54,47,10,13,31,0,100,159,43,51,297,0,547,42,14,5,40,0,102,19,6,0,7,0,38,87,12,5,8,0,108,157,101,66,1384,13,1728,100,35,17,129,3,279,24,0,0,4,0,30,10,5,3,12,0,25,14,0,0,6,0,25,11,3,3,13,0,26,17,4,4,5,5,38,47,26,18,7,0,93,53,13,11,39,0,117,20,0,3,13,0,37,179,100,92,1039,7,1419,5,3,0,0,0,13,34,7,7,6,0,54,34,0,0,11,0,55,13,0,0,3,0,18,8,4,0,0,0,11,26,0,0,0,0,28,27,9,10,73,0,118,466,101,74,161,10,812,13,0,7,70,824,925,1981,746,578,6340,930,10578
POA2302,0,15,11,113,0,142,0,0,0,3,0,3,22,0,0,0,0,21,0,0,0,0,0,0,0,3,0,0,0,5,22,15,11,159,0,216,3,0,0,0,0,3,0,0,0,0,0,3,13,3,3,16,0,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,8,3,74,3,93,9,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,4,3,0,3,0,6,3,0,0,0,0,3,7,3,7,58,0,78,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,3,0,6,42,0,3,7,0,51,0,0,0,9,77,81,118,30,27,316,78,564
POA2303,52,312,246,2522,53,3184,0,0,0,42,0,43,85,10,8,22,3,125,22,8,0,12,0,40,43,16,22,55,0,128,340,327,200,2857,55,3774,29,8,5,0,0,40,22,3,10,31,0,65,57,39,18,236,4,354,218,24,10,87,0,346,8,3,3,5,0,19,64,4,0,3,0,78,109,91,58,1131,9,1397,201,35,19,141,0,396,7,0,3,4,0,13,8,0,0,13,0,23,88,10,3,14,7,123,18,3,4,20,0,40,6,3,0,0,0,10,24,5,18,11,0,56,38,17,3,38,0,97,23,4,3,8,0,41,113,100,54,832,9,1117,12,0,0,0,0,18,24,9,4,3,0,37,7,4,3,9,0,27,11,0,0,0,0,11,8,0,3,0,0,11,24,0,3,0,0,30,21,15,11,85,0,127,276,75,57,113,4,522,19,8,4,57,535,618,1656,647,453,5734,654,9143
POA2304,30,536,350,4630,77,5626,0,3,0,85,0,85,244,14,13,38,6,318,48,11,0,11,0,79,46,48,27,58,3,184,536,496,358,4590,80,6049,146,0,30,5,0,181,25,11,8,52,0,88,145,64,39,435,7,698,70,17,4,47,0,145,15,3,0,12,0,29,105,5,0,3,0,116,189,125,113,1677,25,2123,154,66,20,203,3,452,29,0,0,0,3,31,4,3,0,6,0,16,96,14,3,28,0,138,3,5,0,18,0,28,36,19,21,11,0,92,54,25,25,13,9,119,82,15,17,59,6,173,18,5,0,13,0,40,180,130,112,1312,19,1754,43,0,0,9,0,58,12,4,8,3,0,27,35,0,6,11,0,50,11,0,3,6,0,16,9,0,0,0,0,9,119,3,0,0,0,123,29,26,11,85,0,153,703,145,87,207,23,1152,31,5,0,104,984,1133,2696,1047,716,9533,1181,15176
POA2305,44,412,324,4172,57,5011,0,0,0,35,0,31,134,9,9,19,3,178,24,4,5,3,0,35,49,33,18,53,0,160,497,435,323,4173,60,5493,36,0,16,3,0,61,24,3,5,40,0,74,83,29,31,369,3,517,64,15,9,50,0,134,12,6,0,3,0,24,118,7,10,0,0,133,129,123,75,1623,16,1959,126,37,16,201,5,386,26,0,7,0,0,36,0,4,5,7,0,14,75,17,3,42,0,133,9,9,0,18,0,33,12,7,3,6,0,31,37,26,15,12,0,93,53,10,8,51,0,128,19,3,4,13,0,38,131,119,74,1240,24,1594,13,6,0,3,0,19,25,12,0,0,0,36,22,0,6,13,0,33,19,0,4,0,0,22,3,0,0,0,0,3,22,0,3,0,0,28,24,14,9,111,0,153,382,99,87,193,0,761,21,4,7,57,395,484,1820,833,610,8710,532,12506
POA2306,12,86,51,1474,43,1667,0,3,0,54,0,64,0,4,0,9,0,19,3,0,0,0,0,3,8,0,0,7,0,12,87,83,59,1136,43,1403,9,0,3,0,0,17,0,3,0,4,0,15,18,7,6,99,3,132,0,0,0,3,0,9,7,0,0,0,0,7,3,0,0,0,0,3,16,21,8,282,13,336,8,7,4,23,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,3,0,0,0,6,3,4,3,4,0,15,13,0,0,3,0,17,3,0,0,0,0,3,25,23,20,232,3,309,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,9,0,12,33,9,11,27,4,80,4,3,0,55,238,303,223,161,105,2540,332,3358
POA2307,24,149,77,1337,28,1615,0,0,0,18,0,16,189,4,8,3,0,205,5,3,0,6,0,11,7,7,3,14,0,29,139,121,83,1195,19,1558,26,0,8,0,0,32,3,3,0,3,0,7,20,14,11,118,0,163,3,3,0,12,0,19,0,0,0,0,0,3,48,0,8,0,0,56,25,32,19,381,9,460,13,15,8,23,0,57,8,0,0,0,0,4,3,0,0,0,0,3,12,0,0,5,0,17,0,0,0,3,0,4,4,0,0,0,0,6,8,12,12,0,0,35,9,7,3,0,0,20,4,0,0,3,0,6,42,30,22,286,5,384,5,0,0,0,0,11,0,0,3,0,0,4,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,5,16,0,3,0,0,23,6,10,0,30,0,44,234,43,18,57,0,355,5,0,0,34,100,135,758,257,165,2584,147,3905
POA2308,3,46,43,387,4,481,0,0,0,3,0,0,158,3,3,9,3,178,0,3,0,3,0,10,0,3,0,18,0,24,45,44,30,281,0,399,4,0,7,0,0,12,0,0,0,4,0,10,9,4,0,33,0,46,0,3,0,3,0,10,0,0,0,0,0,4,33,0,0,0,0,39,12,11,3,132,0,164,3,10,0,24,0,32,18,0,0,0,0,18,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,12,11,3,96,0,126,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,8,14,0,0,0,0,17,0,0,0,0,0,0,10,0,0,0,0,10,3,0,3,5,0,9,110,13,16,16,3,156,8,0,0,3,58,74,417,90,67,693,72,1326
POA2311,0,15,14,380,5,410,0,0,0,6,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,17,12,14,331,7,386,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,34,0,38,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,84,3,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,9,5,72,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,14,0,0,3,0,14,0,0,0,11,51,64,43,24,26,704,65,858
POA2312,9,55,32,624,11,725,0,0,3,10,0,11,0,3,0,5,0,6,0,0,0,0,0,0,13,0,0,4,0,18,74,55,21,475,18,648,3,0,0,0,0,3,7,0,3,3,0,7,14,4,3,38,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,14,11,6,112,3,146,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,3,0,0,0,17,0,0,0,3,0,3,3,0,0,0,0,6,3,0,0,3,0,12,0,0,0,0,0,0,18,15,11,111,0,150,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,6,16,3,44,0,0,0,3,75,78,148,93,59,1048,106,1458
POA2314,0,9,3,34,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,5,5,40,0,58,0,0,3,0,0,3,0,0,0,0,0,0,3,4,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,13,0,0,0,0,90,90,17,13,7,74,86,203
POA2315,80,510,362,4345,90,5380,3,3,0,56,0,66,66,0,3,20,0,85,85,7,0,45,3,135,120,25,23,37,3,212,1170,494,342,4274,92,6370,60,7,15,4,0,91,39,9,7,39,3,97,173,48,34,359,6,615,61,14,7,29,3,109,23,0,0,5,0,33,32,12,0,0,0,44,243,117,75,1367,27,1833,144,39,16,151,8,353,26,0,3,0,0,27,10,8,3,11,0,38,5,0,5,0,0,9,66,8,3,38,0,116,31,10,7,0,0,48,55,26,14,27,0,121,63,8,12,27,0,107,22,3,3,4,0,33,260,134,75,1094,22,1588,18,0,4,3,0,27,34,5,3,3,0,42,25,10,0,11,0,49,3,0,0,0,0,3,15,6,3,0,0,29,18,0,0,0,0,18,78,17,11,69,4,174,421,104,64,155,8,746,28,5,3,90,1163,1284,2802,956,634,8892,1375,14658
POA2316,23,237,188,2055,43,2537,0,0,0,11,0,11,7,5,3,8,0,22,9,4,0,13,0,25,59,9,11,30,0,106,363,227,164,1745,47,2543,22,0,4,3,0,23,17,0,0,11,0,30,74,21,13,146,6,257,9,0,0,4,0,16,10,0,0,3,0,21,3,3,0,0,0,10,64,27,31,495,3,620,38,20,3,53,3,112,5,0,0,0,0,5,3,0,0,3,0,9,0,0,0,0,0,0,25,4,10,12,0,48,14,10,5,4,0,26,22,20,10,3,0,61,32,5,3,22,0,54,10,0,0,5,0,20,105,60,45,439,4,650,0,3,0,0,0,3,13,0,0,4,0,21,12,0,0,4,0,24,0,0,0,3,0,7,0,0,0,0,0,0,4,0,0,0,0,4,14,7,3,17,0,37,110,29,26,43,0,210,4,0,3,33,436,472,841,391,293,3797,521,5849
POA2317,21,202,174,2042,59,2507,0,0,0,21,0,21,34,0,0,9,0,50,9,3,3,0,0,17,42,11,5,13,0,74,560,227,161,1972,52,2966,14,6,3,0,0,25,17,3,7,14,0,39,44,24,11,150,5,234,26,4,4,12,3,56,4,3,0,3,0,13,16,0,0,0,0,17,113,38,37,574,9,761,44,13,0,71,4,134,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,22,6,4,6,0,43,4,4,3,3,0,10,23,13,3,4,0,43,17,3,0,11,0,33,13,3,3,3,0,19,110,50,35,430,10,632,4,0,0,0,0,3,16,0,3,4,0,29,4,0,0,6,0,11,0,3,0,0,0,3,0,0,0,4,0,4,7,0,0,0,0,7,32,7,3,35,0,77,154,28,43,56,11,292,7,0,0,34,341,388,1115,383,293,3988,455,6244
POA2318,47,444,356,4994,77,5916,0,5,0,57,0,57,35,3,6,19,0,71,19,0,0,4,0,32,96,38,17,43,0,193,694,390,269,3705,53,5110,41,3,25,3,0,65,18,7,4,34,0,52,76,41,31,342,5,495,15,4,4,19,0,43,18,5,0,3,0,30,13,3,0,5,4,24,104,78,44,940,18,1174,45,24,13,91,4,177,13,0,0,0,0,9,5,3,0,0,0,9,11,0,0,15,0,31,38,15,7,33,0,93,15,11,0,4,0,27,37,20,16,12,3,91,27,10,7,30,0,78,6,0,0,8,0,18,138,96,76,880,9,1202,0,0,0,0,0,0,37,5,8,4,0,49,18,3,8,15,0,47,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,3,0,21,23,7,4,45,0,81,201,75,56,117,3,447,15,6,7,100,745,870,1463,750,566,8487,887,12147
POA2319,28,257,161,2585,50,3081,0,0,0,36,0,40,19,13,3,11,0,46,7,0,3,3,0,11,47,4,10,19,0,81,446,224,151,2151,67,3026,12,0,5,0,0,25,18,3,3,18,0,42,55,24,12,178,0,268,9,6,0,18,0,28,10,3,0,3,0,13,0,3,0,0,0,3,61,49,33,532,6,681,29,16,6,38,0,91,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,14,5,6,9,0,33,20,3,6,0,0,35,24,15,9,10,0,49,19,3,6,15,0,40,3,0,0,6,0,10,95,56,41,496,7,699,4,0,0,0,0,4,16,0,0,0,0,15,10,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,23,3,3,36,0,64,98,28,24,67,0,224,3,5,0,60,390,463,864,427,281,4606,506,6684
POA2320,109,942,719,13713,194,15678,3,3,3,164,4,178,86,9,10,69,0,173,18,7,0,16,0,38,130,74,51,164,8,419,1233,950,664,12099,229,15166,125,10,33,7,3,184,30,8,0,78,0,119,228,106,72,1270,19,1691,38,10,7,73,0,127,15,8,3,18,0,49,230,11,3,4,5,246,241,225,141,3599,62,4260,99,41,20,315,4,479,13,0,3,3,0,18,17,8,4,23,0,54,12,5,0,21,0,35,32,11,3,49,0,96,71,32,19,25,3,152,81,56,41,48,0,224,132,30,10,140,0,313,19,10,9,32,0,64,373,240,191,2825,40,3666,7,4,6,3,0,20,92,5,15,15,3,138,28,8,0,32,0,73,4,0,3,3,0,16,3,0,0,0,0,4,18,0,0,0,0,15,60,26,20,126,3,242,643,173,128,302,16,1268,38,21,14,336,1848,2246,3339,1770,1262,25904,2274,34556
POA2321,40,444,279,6135,88,6994,0,4,5,71,0,78,37,0,4,15,0,56,4,3,4,12,0,23,78,35,14,71,0,197,459,400,262,5166,99,6380,47,3,13,3,0,64,12,3,0,24,0,44,94,44,20,479,12,650,13,12,0,21,0,47,10,3,0,3,0,19,47,4,0,12,0,58,100,83,56,1535,29,1800,22,20,16,115,3,175,14,0,0,0,0,9,0,0,0,7,0,7,0,0,0,3,0,11,5,11,5,11,0,36,30,7,0,11,4,47,37,33,17,17,0,101,50,11,9,53,0,119,18,3,0,7,0,27,150,133,78,1318,24,1710,9,0,0,0,0,11,19,0,6,9,0,32,15,3,3,12,0,32,13,4,3,7,0,21,0,0,0,0,0,0,9,0,0,0,0,11,16,8,9,71,0,102,195,67,46,193,9,502,15,8,3,136,596,756,1210,791,505,11321,805,14625
POA2322,38,529,403,7503,118,8586,0,0,3,77,0,82,188,3,9,21,3,225,26,7,3,12,0,51,90,36,16,57,0,199,637,481,358,6567,111,8157,115,0,30,4,6,149,15,9,0,34,3,57,101,55,41,611,9,819,21,8,0,32,0,59,18,3,3,16,0,33,64,6,0,10,0,72,89,74,58,1741,29,2000,66,41,7,196,3,309,15,0,3,0,0,15,4,4,0,6,0,14,13,3,0,12,0,31,21,8,12,17,0,54,39,16,11,19,0,85,40,22,26,19,0,106,101,18,4,70,0,192,19,3,0,14,0,40,155,134,119,1529,22,1956,9,3,0,4,0,13,21,5,3,3,0,35,24,0,0,15,0,37,3,0,0,5,0,12,6,0,0,0,0,6,17,0,0,0,0,17,45,18,10,95,0,173,332,98,75,193,10,707,18,9,3,141,714,890,1924,955,708,13908,949,18450
POA2323,98,821,528,9825,146,11414,0,3,0,128,0,139,196,16,20,54,0,284,22,10,0,11,0,38,89,51,31,130,9,311,838,763,501,8986,130,11220,140,4,41,4,0,194,21,3,0,54,0,78,163,90,48,867,13,1175,28,15,6,59,0,113,22,7,4,13,0,42,222,4,3,10,3,241,212,158,125,2662,41,3196,80,38,17,207,8,349,10,3,0,0,0,19,3,9,0,13,0,29,6,4,0,9,0,24,17,16,3,32,0,64,52,16,10,22,0,98,60,49,39,17,0,161,134,16,11,95,7,264,27,0,7,12,0,49,229,209,121,2193,25,2784,8,0,0,0,0,6,32,10,3,9,0,53,44,6,3,24,0,76,16,11,0,0,0,23,0,3,0,3,0,9,36,0,0,0,0,47,39,34,7,133,0,216,678,155,109,292,12,1243,39,11,6,231,1246,1525,2863,1484,947,18895,1547,25735
POA2324,57,679,518,9069,195,10520,0,15,0,264,0,282,98,0,6,36,0,136,34,3,3,22,0,61,125,41,31,95,3,286,1100,658,513,7810,216,10290,77,9,30,6,0,132,29,11,3,61,4,106,152,76,41,659,19,949,39,18,3,34,0,91,24,3,5,9,0,43,62,5,0,3,0,75,173,118,89,2280,28,2690,92,46,30,198,8,367,5,0,0,0,0,5,5,0,0,9,0,15,11,3,0,8,0,22,49,9,4,44,0,102,43,8,4,24,6,85,68,33,29,13,0,142,94,19,7,53,3,176,17,4,0,14,0,32,307,186,123,1842,44,2496,13,0,0,3,0,16,20,7,5,4,0,45,38,5,0,37,0,79,0,3,0,0,0,4,0,0,0,0,0,0,17,0,4,0,0,21,62,25,24,130,6,243,467,121,92,213,12,897,25,11,10,227,1419,1692,2639,1250,926,16984,1840,23648
