POA_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA2480,291,8,7,9,0,307,154,8,9,0,0,177,128,6,3,0,0,135,310,15,5,6,0,342,353,18,3,4,0,372,982,53,13,8,4,1060,1029,40,3,12,3,1090,848,8,3,12,5,876,310,0,0,10,0,329,202,0,0,5,0,208,127,3,0,3,0,130,213,3,0,8,0,227,4945,162,49,71,19,5254
POA2481,71,3,3,3,0,82,21,3,0,0,0,26,11,0,3,0,0,10,25,3,0,5,0,33,34,12,3,0,0,51,88,9,5,3,3,107,83,18,12,0,0,116,165,25,9,0,0,199,100,21,9,0,3,128,115,12,3,0,0,137,76,3,3,3,0,78,67,10,3,0,0,76,862,119,53,10,16,1062
POA2482,40,0,0,0,0,39,23,0,0,0,0,24,18,0,0,0,0,18,17,0,0,0,0,21,26,0,0,0,0,27,104,0,5,6,0,110,77,0,0,0,0,81,109,3,0,0,0,118,56,0,0,0,0,59,38,0,0,0,0,42,15,0,0,0,0,15,35,0,0,0,0,38,564,6,5,9,9,591
POA2483,79,0,0,0,0,80,36,5,0,0,0,46,31,0,3,0,0,30,43,0,3,0,0,45,69,0,0,0,0,77,180,5,4,0,0,193,182,5,4,0,3,193,280,7,3,0,3,294,102,7,0,0,0,113,65,3,0,3,0,66,29,0,0,0,0,33,65,4,3,0,0,73,1162,36,25,9,12,1247
POA2484,117,0,3,0,0,119,64,0,0,0,0,64,48,0,4,0,0,52,88,3,0,0,0,93,123,3,0,0,0,129,340,8,4,0,3,352,409,5,0,0,0,421,414,0,0,0,3,423,171,0,0,0,3,170,117,0,0,0,3,122,52,0,0,3,0,60,116,0,0,0,0,119,2055,24,17,5,22,2128
POA2485,49,19,21,0,0,84,17,5,15,0,0,39,16,9,8,0,0,36,33,21,10,0,0,66,43,17,22,0,0,87,106,49,63,0,0,227,124,63,41,0,0,220,207,44,28,3,0,274,70,16,7,0,0,85,66,4,3,0,0,76,25,8,5,0,0,36,33,14,14,0,0,62,786,264,228,8,0,1288
POA2486,150,34,0,0,0,187,71,19,9,0,0,101,48,16,3,0,0,71,107,21,6,0,0,140,147,39,5,0,0,183,395,100,22,0,4,516,457,131,12,0,0,606,772,96,9,3,0,875,384,15,0,0,0,407,213,9,0,0,0,220,91,0,0,0,0,93,141,27,3,0,0,166,2965,512,71,4,4,3558
POA2487,36,16,8,0,0,60,20,4,3,0,0,28,17,0,0,0,0,20,29,7,6,3,0,53,26,18,10,0,0,44,108,35,17,0,0,160,106,45,19,0,0,171,222,24,22,3,0,263,162,17,13,0,0,195,170,10,7,0,0,185,104,4,0,0,0,108,46,4,4,0,0,61,1041,185,103,8,3,1339
POA2488,17,0,0,0,0,17,13,3,0,0,0,14,5,0,0,0,0,8,8,8,0,0,0,15,18,3,0,0,0,22,37,14,3,0,0,60,59,24,3,0,0,92,66,13,3,0,0,89,47,5,0,0,0,57,23,3,0,0,0,27,5,0,0,0,0,11,17,0,4,0,0,17,324,80,15,3,0,426
POA2489,23,3,0,0,0,28,5,5,0,0,0,13,7,0,0,0,0,11,29,4,3,3,0,38,32,11,0,0,0,38,87,13,3,0,0,104,106,32,0,0,3,148,207,20,0,0,0,228,140,6,0,0,0,144,62,3,0,0,0,65,24,0,0,0,0,30,27,3,0,0,0,29,756,96,12,5,10,880
POA2490,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,12,0,0,0,0,12,12,0,0,0,0,12,20,0,0,0,0,20,10,0,0,0,0,10,7,0,0,0,0,7,10,0,0,0,0,10,3,0,0,0,0,3,103,0,0,0,0,102
POA2500,98,25,44,0,0,169,42,3,24,0,0,72,35,3,15,0,0,53,68,12,33,0,0,114,65,18,59,0,0,144,214,41,152,0,0,410,247,78,203,0,3,537,488,84,205,0,4,774,271,37,77,0,0,392,232,19,77,0,0,330,125,16,42,0,0,182,68,12,30,0,0,113,1951,349,963,6,10,3280
POA2502,33,0,4,0,0,39,22,0,0,0,0,22,16,0,0,0,0,15,44,7,5,0,0,48,42,3,3,0,0,48,167,8,8,0,0,181,200,13,7,0,0,224,184,5,7,0,0,194,71,0,4,0,0,76,48,3,0,0,0,48,20,0,0,0,0,18,26,0,3,0,0,25,871,38,38,0,3,951
POA2505,17,0,7,0,0,27,6,0,0,0,0,6,7,0,0,0,0,7,13,0,3,0,0,12,23,0,0,0,0,28,64,3,3,0,0,73,77,6,0,0,0,87,92,4,0,0,0,98,38,6,0,0,0,37,27,0,0,0,0,34,22,0,0,0,0,22,18,0,0,0,0,25,408,18,14,0,0,443
POA2506,25,0,0,0,0,25,18,0,0,0,0,18,18,0,0,0,0,18,29,0,0,0,0,29,46,0,0,0,0,46,110,0,0,0,0,116,184,0,8,0,0,194,138,3,7,0,0,150,66,0,0,0,0,66,36,0,0,0,0,36,12,0,0,0,0,14,32,0,0,0,0,32,719,7,15,0,0,745
POA2508,37,0,0,0,0,36,14,0,0,0,0,14,15,0,3,0,0,17,21,0,6,0,0,29,44,0,4,0,0,49,119,4,15,0,0,138,118,8,17,0,0,143,293,4,36,0,0,335,234,7,24,0,0,259,239,9,13,0,0,267,88,0,3,0,0,97,50,0,3,0,0,54,1284,31,117,5,4,1444
POA2515,67,7,0,0,0,80,22,3,0,0,0,21,19,3,0,0,0,19,17,5,3,0,0,27,40,6,3,0,0,53,122,11,6,0,0,134,107,4,6,0,0,120,226,23,20,0,0,276,169,10,5,0,0,186,265,17,14,0,0,296,203,5,0,0,0,210,45,3,4,0,0,52,1302,94,71,3,0,1464
POA2516,27,0,3,0,0,32,21,0,3,0,0,26,11,0,0,0,0,11,21,0,3,0,0,24,18,0,3,0,0,23,69,0,4,0,0,72,65,5,9,0,0,85,151,11,8,0,3,177,138,4,6,0,0,144,150,3,3,0,0,155,82,4,3,0,0,86,35,0,0,0,0,30,786,34,43,0,8,872
POA2517,41,4,9,0,0,53,25,4,3,0,0,38,14,3,3,0,0,18,42,9,3,0,0,53,40,16,11,0,0,67,122,29,36,0,0,186,139,46,40,0,0,225,314,64,40,0,4,427,256,33,14,0,0,308,229,15,4,0,0,258,94,8,0,0,0,102,48,13,4,0,0,71,1370,248,175,3,10,1807
POA2518,53,11,3,3,0,69,36,4,4,0,0,43,11,5,0,0,0,20,35,16,4,0,0,57,58,19,13,0,0,89,142,55,31,0,0,227,199,65,27,0,0,295,409,78,29,6,3,532,249,23,7,0,0,278,208,8,0,0,0,215,72,11,3,0,0,85,63,12,3,0,0,75,1544,309,133,11,3,2001
POA2519,85,15,4,0,0,96,22,0,3,0,0,25,27,4,0,0,0,26,34,8,0,0,0,43,46,10,4,0,0,60,143,37,17,0,0,192,189,33,21,0,0,236,352,49,21,0,0,428,206,31,6,0,0,243,215,22,4,0,3,242,93,3,0,0,0,100,52,3,3,0,0,60,1459,203,91,0,5,1751
POA2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2525,66,3,0,0,0,69,11,0,4,0,0,20,17,0,0,3,0,17,41,0,0,0,0,41,46,0,3,0,0,53,133,20,5,0,0,161,180,10,5,0,0,196,341,14,10,0,3,367,205,4,3,0,0,204,199,7,0,0,3,208,82,0,0,0,0,82,53,3,0,0,0,56,1377,64,33,7,7,1479
POA2526,83,0,0,0,0,84,54,3,0,0,0,55,38,4,0,0,0,39,66,3,0,0,0,70,67,0,0,0,0,69,213,9,7,3,0,227,323,17,4,0,0,342,484,13,6,0,0,505,225,6,3,0,0,234,174,0,0,0,0,171,98,0,3,0,0,98,61,0,3,0,3,64,1874,56,20,4,6,1960
POA2527,110,10,0,0,0,116,44,9,0,0,0,56,53,9,0,0,0,58,82,11,0,0,0,100,113,12,3,0,0,129,361,49,0,0,0,411,500,58,3,0,0,559,941,64,0,0,0,1004,333,18,0,0,3,350,171,5,0,0,0,180,65,0,0,0,0,60,112,7,0,0,0,119,2879,246,9,0,3,3135
POA2528,86,8,3,0,0,92,50,8,3,0,0,56,35,0,5,3,0,45,54,20,3,3,0,86,110,10,3,0,0,118,311,28,20,0,0,355,446,28,8,0,0,491,489,21,12,3,0,528,180,4,0,0,0,188,115,3,0,0,0,118,44,0,3,0,0,53,74,5,0,0,0,87,1996,136,67,9,4,2209
POA2529,124,11,0,0,0,134,61,10,0,0,0,72,39,8,0,0,0,44,91,18,0,0,0,117,116,8,0,0,0,131,331,43,0,0,0,383,413,52,7,3,0,479,742,74,13,0,0,825,452,44,0,0,5,495,380,20,0,0,0,403,165,7,0,0,3,176,108,12,0,0,0,126,3036,304,30,3,11,3387
POA2530,156,8,0,0,0,163,103,4,0,0,0,103,64,0,0,0,0,72,135,10,0,0,0,146,220,15,0,0,4,231,591,28,7,0,0,623,886,39,8,5,0,937,1180,51,0,0,3,1244,514,3,0,0,0,515,274,3,0,0,0,274,124,3,0,0,0,130,154,7,0,3,0,159,4395,171,18,5,10,4599
POA2533,93,16,4,0,0,112,34,8,0,0,0,43,25,0,0,0,0,32,53,7,0,0,0,56,57,8,0,0,0,66,158,25,8,0,3,198,167,36,11,3,0,211,338,62,8,0,0,407,226,23,3,0,0,256,205,8,0,0,0,219,112,6,3,0,0,121,62,3,0,0,0,71,1524,208,40,4,3,1781
POA2534,29,0,0,0,0,32,12,0,0,0,0,14,3,0,0,0,0,9,16,0,0,0,0,16,29,0,0,0,0,25,63,4,0,0,0,68,62,3,3,0,0,67,123,10,3,0,0,137,80,0,0,0,0,82,88,0,0,0,0,88,38,0,0,0,0,42,33,0,0,0,0,33,572,22,6,3,0,599
POA2535,44,5,0,0,0,52,16,0,0,0,0,18,16,0,3,3,0,22,18,0,0,0,0,18,19,0,0,0,0,24,73,0,0,0,4,81,115,4,0,0,0,120,148,7,3,0,0,153,69,0,0,0,0,68,61,0,0,0,0,67,44,0,0,0,5,49,22,3,3,3,0,31,647,24,13,8,14,701
POA2536,114,5,6,0,0,125,55,3,6,0,0,60,42,0,0,0,0,48,75,0,4,0,0,78,114,3,3,0,0,120,273,16,14,0,0,301,282,13,3,0,3,304,303,5,3,0,3,314,105,3,0,0,0,107,65,0,0,0,0,65,37,0,0,0,0,37,74,0,0,0,3,78,1540,51,32,0,10,1643
POA2537,74,0,0,0,0,81,47,3,3,0,0,53,41,0,0,0,0,43,59,0,7,0,0,66,83,0,0,0,0,82,212,5,8,3,11,235,208,9,7,0,0,226,208,3,0,0,6,218,66,0,0,0,0,66,53,0,0,0,0,52,28,0,0,0,0,26,66,0,0,0,0,72,1148,25,26,7,14,1218
POA2538,13,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,3,14,0,0,0,0,14,47,0,0,0,4,50,35,3,0,0,0,35,49,0,0,0,0,49,30,0,0,0,0,34,10,0,0,0,0,14,10,0,0,0,0,10,15,0,0,0,0,14,240,3,0,0,4,250
POA2539,124,0,0,0,0,131,51,0,0,0,0,51,56,3,0,4,0,57,103,4,0,0,0,107,138,5,0,0,0,140,276,7,4,0,3,290,341,4,4,0,0,347,294,0,0,0,0,295,98,0,0,0,0,101,59,0,0,0,0,58,42,0,0,3,0,50,99,3,0,0,0,100,1679,34,9,9,6,1736
POA2540,299,4,0,3,0,305,133,0,0,0,0,138,118,0,0,0,0,121,199,3,0,0,0,206,314,3,3,3,0,321,863,14,7,4,0,888,892,14,0,0,3,912,882,8,0,0,0,895,357,3,0,0,0,360,227,3,0,0,3,234,119,4,0,0,0,122,220,3,0,0,4,225,4626,59,21,15,9,4727
POA2541,134,4,0,0,0,138,69,3,0,0,0,71,68,3,0,0,0,74,140,6,8,0,0,152,158,9,5,0,0,173,536,22,10,3,3,568,556,23,8,0,3,592,520,3,0,0,0,520,150,0,3,0,0,151,90,0,0,0,0,90,39,0,0,0,0,39,102,0,0,0,0,106,2559,78,33,7,7,2683
POA2545,5,0,0,0,0,5,5,0,0,0,0,5,4,0,0,0,0,4,10,0,0,0,0,10,10,0,0,0,0,10,27,0,0,0,0,29,22,0,0,0,0,22,10,0,0,0,0,14,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,113,0,0,0,3,111
POA2546,62,3,0,0,0,70,25,3,3,0,0,33,22,3,0,0,0,29,46,0,0,0,0,48,74,5,0,3,0,83,156,3,0,0,0,164,139,4,0,0,0,148,102,3,3,5,0,106,37,0,0,0,0,38,20,0,3,0,0,26,17,0,3,0,0,19,41,0,0,0,0,38,741,30,23,12,3,808
POA2548,42,4,0,0,0,49,26,7,0,0,0,30,10,7,0,0,0,20,29,13,6,0,0,52,41,18,3,0,0,57,114,25,9,3,3,152,124,10,4,4,0,142,136,5,0,0,0,142,51,0,0,0,0,53,41,4,0,0,0,45,16,0,0,0,0,17,26,3,3,0,0,26,658,83,31,3,12,783
POA2549,21,0,0,0,0,28,10,4,0,0,0,19,9,3,0,0,0,8,23,0,0,0,0,21,22,3,0,0,0,32,82,4,0,0,0,90,83,3,0,3,0,84,67,0,0,0,0,71,28,0,0,0,0,28,29,0,0,0,0,29,7,0,0,0,0,8,22,0,0,0,0,20,406,24,3,4,0,439
POA2550,129,0,0,0,3,134,68,3,0,0,0,69,58,3,0,0,0,60,134,0,3,0,0,134,176,0,0,0,5,181,385,0,3,0,3,389,349,5,3,0,3,356,280,0,0,0,6,288,89,0,0,0,0,93,61,0,0,0,0,58,33,0,0,0,0,33,91,0,0,0,0,90,1840,12,12,12,20,1894
POA2551,15,0,3,0,0,23,7,0,0,0,0,6,11,0,0,0,0,12,11,0,0,0,0,17,24,0,0,0,0,28,62,3,4,0,3,71,62,0,0,3,0,64,49,0,0,0,0,49,9,0,0,0,0,9,3,0,0,0,0,5,8,0,0,0,0,8,19,0,0,0,0,23,279,12,8,3,4,311
POA2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
POA2556,16,0,0,0,0,16,3,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,7,8,0,0,0,0,8,20,0,0,0,0,20,26,0,0,0,0,26,30,0,0,0,0,30,29,0,0,0,0,29,22,0,0,0,0,22,40,0,0,0,0,38,22,0,0,0,0,22,216,0,0,4,0,226
POA2557,39,0,0,0,0,39,14,0,0,0,0,14,7,0,0,0,0,9,6,0,0,0,0,6,22,0,0,0,0,22,73,0,0,0,0,69,80,0,0,0,0,80,250,0,0,0,0,249,308,0,0,0,0,311,279,0,0,0,0,279,95,0,0,0,0,104,69,0,0,0,0,69,1246,3,0,0,7,1253
POA2558,60,7,0,0,0,70,29,0,0,0,0,36,34,0,0,0,0,34,47,3,0,0,0,50,76,7,0,0,0,78,240,19,0,0,0,259,305,20,0,0,0,333,508,25,0,0,0,530,209,0,0,0,0,209,87,0,0,0,0,90,39,3,0,0,0,40,71,8,0,0,0,75,1707,88,0,3,0,1794
POA2559,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,7,21,0,0,0,0,21,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,45,0,0,0,0,45
POA2560,305,16,15,0,0,331,139,11,0,0,0,152,126,8,7,0,0,145,203,24,10,0,0,235,377,32,10,0,0,411,1087,119,43,0,0,1243,1600,141,58,4,4,1811,2284,109,61,0,0,2453,1022,25,17,3,0,1069,670,21,10,0,3,701,284,5,5,0,0,294,355,20,7,0,0,380,8442,526,242,14,11,9236
POA2563,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
POA2564,56,4,0,0,0,63,21,6,0,0,0,24,14,8,0,0,0,26,31,9,0,0,0,47,56,29,0,0,0,81,167,87,0,0,0,255,211,122,0,0,0,332,283,81,0,0,0,368,109,25,0,0,0,132,67,13,0,0,0,80,29,4,0,0,0,32,48,17,0,0,0,59,1092,413,0,0,0,1511
POA2565,82,18,0,0,3,103,26,8,0,0,0,37,37,5,0,0,0,45,42,19,0,0,0,62,61,20,3,0,0,90,189,87,11,0,0,292,268,122,12,0,0,402,485,148,23,0,0,657,295,53,8,0,0,349,261,15,3,0,0,278,149,13,3,0,0,160,73,16,0,0,0,92,1968,537,64,0,3,2568
POA2566,123,7,0,0,0,129,66,0,0,0,0,64,37,6,0,0,0,41,97,11,0,0,0,102,122,6,0,0,0,127,427,48,0,0,0,473,599,51,10,0,0,654,1022,54,3,0,0,1084,448,17,0,0,0,465,269,5,0,0,0,277,119,3,0,0,0,121,138,15,0,0,0,157,3458,218,16,0,4,3703
POA2567,190,4,0,0,0,195,67,4,0,0,0,71,60,0,0,0,0,66,106,0,0,0,0,108,179,7,0,0,0,185,503,24,0,0,0,530,819,42,3,0,0,859,1712,55,0,0,0,1768,1169,26,0,0,0,1196,922,17,0,0,3,940,354,4,0,0,0,358,261,6,0,0,0,268,6340,190,3,0,4,6533
POA2568,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,20,0,0,0,0,20,21,0,0,0,0,21,14,0,0,0,0,14,26,0,0,0,0,26,13,0,0,0,0,13,9,0,0,0,0,9,125,0,0,0,0,128
POA2569,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,16,0,0,0,0,13,15,0,0,0,0,15,34,0,0,0,0,34,38,0,4,0,0,41,35,0,0,0,0,35,25,0,0,0,0,25,17,0,0,0,0,17,7,0,0,0,0,7,207,0,3,0,0,208
POA2570,182,0,0,0,0,182,64,3,0,0,0,68,52,0,0,0,0,51,86,6,0,0,0,92,133,0,0,0,0,132,444,15,0,0,3,464,659,24,0,0,0,682,1576,67,7,3,0,1652,1167,20,0,0,0,1194,1031,5,0,0,3,1037,451,0,0,0,4,462,234,3,0,0,0,240,6072,154,14,3,11,6255
POA2571,65,0,0,0,0,62,29,0,0,0,0,29,17,0,0,0,0,17,33,0,0,0,0,36,68,0,0,0,0,68,174,4,0,0,0,178,236,9,0,0,0,243,456,10,0,3,0,464,358,4,0,0,0,356,326,0,3,0,0,327,151,0,0,0,0,151,102,0,0,0,3,105,2016,25,9,3,0,2043
POA2572,24,0,0,0,0,21,12,0,0,0,0,16,13,0,0,0,0,13,23,0,0,0,0,23,19,0,0,0,0,16,49,0,0,0,0,52,77,7,0,0,0,83,176,3,0,4,0,180,86,0,0,0,0,90,67,0,0,7,0,73,35,0,0,0,0,36,24,0,0,0,0,26,602,17,0,12,0,629
POA2573,24,0,0,0,0,24,10,0,0,0,0,10,14,0,0,0,0,14,13,0,0,0,0,15,19,0,0,0,0,20,83,3,0,0,0,88,122,3,0,0,0,126,163,3,0,0,0,165,86,0,0,0,0,86,41,0,0,0,0,41,28,0,0,0,0,28,19,0,0,0,0,20,615,15,3,0,0,634
POA2574,17,0,0,0,0,19,16,0,0,0,0,16,11,0,0,0,0,8,23,0,0,0,0,23,34,0,0,0,0,34,95,3,0,0,0,97,119,0,0,0,0,129,225,0,0,0,0,229,148,0,0,0,0,146,95,0,0,0,0,102,47,0,0,0,0,47,44,0,0,0,0,50,885,7,0,3,4,896
POA2575,106,0,0,0,0,106,33,0,0,0,0,33,35,0,0,0,0,35,58,0,0,0,0,58,89,0,0,0,0,93,275,3,0,0,0,275,384,3,0,4,0,394,568,0,3,3,3,579,236,0,0,0,3,240,138,0,0,0,0,144,106,0,0,0,0,106,88,3,0,0,0,96,2116,10,8,11,5,2148
POA2576,79,8,0,0,0,86,31,4,0,0,0,36,21,3,0,0,0,27,45,4,0,0,0,56,59,4,0,0,0,61,126,4,0,0,0,134,133,3,0,0,0,140,241,14,3,0,0,258,153,4,0,0,0,160,178,3,0,3,0,185,150,4,0,0,0,157,62,0,0,0,0,71,1292,53,10,3,4,1366
POA2577,82,0,0,3,5,90,45,0,0,0,0,43,26,0,0,0,0,25,56,0,0,0,0,55,68,3,3,0,0,71,239,6,3,0,0,251,348,0,3,0,0,355,412,5,0,0,3,417,169,4,0,0,0,175,164,0,0,0,0,167,110,0,0,0,5,113,83,3,0,0,0,91,1797,25,15,3,8,1845
POA2578,23,0,0,0,0,23,7,0,0,0,0,8,12,0,0,0,0,10,18,0,0,0,0,18,20,0,0,0,0,20,40,0,0,0,0,40,40,0,0,0,0,40,62,0,0,0,0,59,34,0,0,0,0,34,24,0,0,0,0,24,13,0,0,0,0,13,14,0,0,0,0,18,308,4,0,0,0,314
POA2579,24,0,0,0,0,24,14,0,0,0,0,14,5,0,0,0,0,5,20,0,0,0,0,20,33,0,0,0,0,33,90,0,0,0,0,93,95,0,0,0,0,95,116,0,0,0,3,118,45,0,0,0,0,49,46,0,0,0,0,46,30,0,0,0,0,29,37,0,0,0,0,39,549,0,0,5,4,553
POA2580,129,5,0,3,0,138,79,10,0,0,0,87,77,3,0,0,0,81,139,8,3,3,0,153,234,4,3,3,0,245,626,25,4,6,3,659,735,23,0,3,0,763,657,8,3,3,3,674,237,6,0,0,0,243,165,0,0,3,0,169,83,0,0,0,0,83,148,3,0,0,0,154,3313,90,19,23,8,3453
POA2581,14,0,0,0,0,17,12,0,0,0,0,12,11,0,0,0,0,12,10,0,0,0,0,12,23,0,0,0,0,22,47,0,0,0,0,47,43,0,0,0,0,43,69,0,0,0,0,65,39,0,0,0,0,38,33,0,0,0,0,33,15,0,0,0,0,19,22,0,0,0,0,22,328,0,0,3,6,340
POA2582,98,4,0,0,0,99,27,3,0,0,0,33,26,3,0,0,0,26,40,0,0,0,0,40,96,3,0,0,0,100,212,3,0,4,0,223,287,0,0,3,0,295,413,5,0,3,0,425,241,0,0,0,0,241,280,0,0,0,0,279,118,0,0,0,0,118,57,0,0,0,0,59,1898,29,6,5,5,1936
POA2583,27,0,0,0,0,27,11,0,0,0,0,11,23,0,0,0,0,23,33,0,0,0,0,33,34,0,0,0,0,36,102,0,0,0,0,103,82,0,0,0,0,80,54,0,0,0,0,56,14,0,0,0,0,14,17,0,0,0,0,19,11,0,0,0,0,11,22,0,0,0,0,22,423,3,0,0,0,431
POA2584,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,21,0,0,0,0,18,12,0,0,0,0,12,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,74,0,0,0,0,77
POA2585,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
POA2586,28,0,0,0,0,28,16,0,0,0,0,19,14,0,0,0,0,14,21,0,0,0,0,21,31,0,0,0,0,31,44,0,0,0,0,48,37,0,0,0,0,39,48,0,0,0,0,48,7,0,0,0,0,7,6,0,0,0,0,6,8,0,0,0,0,8,15,0,0,0,0,17,278,0,3,6,0,281
POA2587,28,0,0,0,0,31,21,0,0,0,0,22,24,0,0,0,0,24,42,0,0,0,0,44,51,0,0,0,0,51,64,0,0,0,0,63,41,0,0,0,0,46,28,0,0,0,0,28,12,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,26,0,0,0,0,26,335,3,0,3,0,348
POA2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,22
POA2590,37,0,0,0,0,45,28,0,0,0,0,33,37,0,0,0,0,37,71,0,0,0,0,71,93,0,0,0,0,93,196,3,0,0,0,199,125,0,0,0,0,125,71,0,0,0,0,69,23,0,0,0,0,23,12,0,0,0,0,12,17,0,0,0,0,17,42,0,0,0,0,42,750,3,3,0,0,759
POA2594,80,0,0,0,0,79,38,0,0,0,0,40,32,0,0,0,3,35,81,3,3,0,0,89,134,0,3,0,0,139,294,4,0,0,0,301,240,0,0,0,0,240,152,0,0,0,0,150,52,0,0,0,0,52,32,0,0,0,0,32,17,0,0,0,0,19,74,0,0,0,0,74,1219,10,8,0,3,1245
POA2619,52,5,0,0,0,65,30,0,0,0,0,32,16,0,0,0,0,19,17,9,0,0,0,27,36,3,0,0,0,38,115,4,0,0,0,118,136,31,0,0,0,172,257,54,0,0,0,316,218,19,0,0,0,230,297,19,0,0,0,314,181,4,0,0,0,186,47,5,0,0,0,54,1405,156,0,0,0,1562
