SA1_7DIGITCODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
1149632,80,0,0,0,0,0,0,80
1149633,69,0,0,3,0,0,0,72
1149634,59,3,0,0,0,0,0,67
1149635,69,5,0,0,0,0,0,76
1149636,53,0,0,0,0,0,0,53
1149637,72,5,5,0,0,0,0,78
1149638,76,0,0,0,0,0,0,81
1149639,44,0,0,0,0,0,0,47
1149640,69,5,0,3,0,0,0,79
1149641,70,3,0,0,0,0,0,82
1149642,69,3,0,3,0,0,0,73
1149643,67,0,0,0,0,0,0,72
1149644,73,0,0,0,0,0,0,79
1149645,32,0,4,0,0,0,0,34
1149646,82,3,3,0,0,0,0,82
1149647,87,6,0,0,0,0,0,96
1149648,64,3,0,0,0,0,0,63
1149649,56,5,3,0,0,0,0,65
1149650,44,3,0,0,0,0,0,49
1149701,80,3,0,0,0,0,0,82
1149702,65,3,0,0,0,0,0,65
1149703,68,5,0,3,0,0,0,78
1149704,69,3,0,3,0,0,0,78
1149705,67,3,0,3,0,0,0,71
1149706,72,7,0,0,0,0,0,81
1149707,64,10,0,0,0,0,0,72
1149708,46,3,0,0,0,0,0,52
1149709,31,0,0,0,0,0,0,31
1149710,50,0,0,3,0,0,0,50
1149711,63,0,0,0,0,0,0,67
1149712,84,0,0,3,0,0,0,86
1149713,63,0,0,0,0,0,0,69
1149714,36,3,0,0,0,0,0,42
1149715,69,4,0,0,0,0,0,72
1149716,64,0,0,0,0,0,0,65
1149717,176,10,0,4,0,0,0,188
1149718,43,0,3,3,0,0,0,49
1149719,42,0,0,0,0,0,5,56
1149720,56,0,0,0,0,0,0,54
1149721,53,3,0,0,0,0,0,60
1149722,65,0,0,0,0,0,0,67
1149723,30,0,0,0,0,0,0,35
1149724,63,0,0,0,0,0,0,68
1149725,88,4,3,0,0,0,0,93
1149726,79,0,0,0,0,0,0,78
1149727,44,4,0,0,0,0,0,50
1149728,64,0,0,0,0,0,0,67
1149729,74,3,0,0,0,0,0,82
1149730,69,0,0,3,0,0,0,74
1149731,64,3,3,0,0,0,0,74
1149732,57,3,0,0,0,0,0,60
1149733,50,0,0,0,0,0,0,50
1149734,55,3,0,3,0,0,0,64
1149735,63,3,0,0,0,0,0,64
1149736,71,0,0,0,0,0,0,67
1149737,90,0,0,0,0,0,0,88
1149738,75,3,0,0,0,0,0,77
1149739,88,0,0,3,0,0,0,90
1149740,57,4,0,0,0,0,0,59
1149741,54,0,0,0,0,0,0,59
1149742,71,0,0,0,0,0,0,76
1149743,78,3,0,0,0,0,0,84
1149744,71,0,3,0,0,0,0,74
1149745,84,0,0,0,0,0,0,85
1149746,53,3,0,0,0,0,0,57
1149747,44,0,0,0,0,0,0,46
1149748,37,3,0,0,0,0,0,38
1149749,32,0,0,0,0,0,0,34
1149750,83,0,0,0,0,0,0,84
1149751,69,0,3,0,0,0,0,71
1149752,28,3,0,0,0,0,0,36
1149753,47,0,0,0,0,0,0,50
1149754,24,0,0,3,0,0,0,29
1149801,37,3,0,0,0,0,0,36
1149802,32,0,0,0,0,0,0,38
1149803,74,4,0,0,0,0,0,81
1149804,53,3,0,0,0,0,0,53
1149805,67,5,0,0,0,0,0,68
1149806,81,3,0,0,0,0,0,81
1149807,49,3,0,0,0,0,0,50
1149808,17,4,0,0,0,0,0,18
1149809,59,0,0,0,0,0,0,65
1149810,66,11,0,0,0,0,0,79
1149811,12,0,0,0,0,0,0,12
1149812,48,0,0,0,0,0,0,47
1149813,83,4,0,0,0,0,0,88
1149814,66,0,0,0,0,0,0,69
1149815,32,7,0,0,0,0,0,35
1149816,27,0,0,0,0,0,0,32
1149817,54,0,0,0,0,0,0,54
1149818,38,0,0,0,0,0,0,43
1149819,30,0,0,0,0,0,0,33
1149820,75,3,0,0,0,0,0,74
1149821,33,4,3,0,0,0,0,40
1149822,47,0,0,0,0,0,0,47
1149823,24,0,0,0,0,0,0,25
1149824,64,5,0,0,0,0,0,69
1149825,53,0,0,0,0,0,0,56
1149826,21,0,0,0,0,0,0,21
1149827,54,0,0,0,0,0,0,57
1149828,54,0,0,0,0,0,0,56
1149829,70,3,0,0,0,0,0,76
1149830,72,0,0,0,0,0,0,76
1149831,75,4,0,0,0,0,0,82
1149832,36,0,4,0,0,0,0,40
1149833,61,0,0,0,0,0,0,57
1149834,80,0,0,0,0,0,0,80
1149835,23,0,0,0,0,0,0,27
1149901,50,3,0,0,0,0,0,49
1149902,73,0,0,0,0,0,0,74
1149903,63,0,0,0,0,0,0,63
1149904,77,4,0,0,0,0,0,85
1149905,36,0,0,0,0,0,0,38
1149906,55,3,3,0,0,0,0,60
1149907,76,5,0,0,0,0,0,84
1149908,0,0,0,0,0,0,0,0
1149909,43,0,0,0,0,0,0,49
1149910,56,7,0,0,0,0,0,63
1149911,81,3,0,0,0,0,0,87
1149912,75,3,3,0,0,0,0,81
1149913,39,0,0,0,0,0,0,40
1149914,31,3,0,0,0,0,0,36
1149915,36,0,0,0,0,0,0,35
1149916,53,0,0,0,0,0,0,57
1149917,44,0,0,0,0,0,0,44
1149918,64,0,0,0,0,0,0,71
1149919,62,3,0,0,0,0,0,65
1149920,60,0,3,3,0,0,0,60
1149921,54,5,0,0,0,0,0,59
1149922,78,0,0,0,0,0,0,80
1149923,31,0,0,0,0,0,0,37
1149924,31,3,0,0,0,0,0,34
1150001,0,0,0,0,0,0,0,0
1150002,17,0,0,0,0,0,0,17
1150003,80,3,0,3,0,0,0,91
1150004,28,0,0,0,0,0,0,33
1150005,24,3,0,0,0,0,0,24
1150006,82,0,0,0,0,0,0,90
1150007,66,3,0,0,0,0,0,65
1150008,27,0,0,0,0,0,0,28
1150009,60,0,0,0,0,0,0,63
1150010,74,3,0,0,0,0,0,77
1150011,107,0,3,4,0,0,0,109
1150012,31,0,0,0,0,0,0,31
1150013,95,3,0,0,0,0,0,97
1150014,51,0,0,0,0,0,0,55
1150015,67,4,0,0,0,0,0,72
1150016,47,3,0,0,0,0,0,50
1150017,74,5,0,0,0,0,0,74
1150018,76,4,0,0,0,0,0,80
1150019,72,3,0,0,0,0,0,77
1150020,105,3,0,0,0,0,0,109
1150021,16,0,0,0,0,0,0,16
1150022,4,0,0,0,0,0,0,4
1150023,30,3,0,0,0,0,0,32
1150024,0,0,0,0,0,0,0,0
1150025,45,0,3,0,0,0,0,52
1150026,21,3,0,0,0,0,0,17
1150027,39,0,0,0,0,0,0,35
1150028,48,0,0,0,0,0,0,56
1150029,36,3,0,0,0,0,0,40
1150030,35,3,0,0,0,0,0,42
1150031,47,0,0,4,0,0,0,52
1150032,52,0,0,0,0,0,0,52
1150033,83,4,0,0,0,0,0,86
1150034,38,5,0,0,0,0,0,39
1150035,23,3,0,0,0,0,0,26
1150036,70,6,0,0,0,0,0,78
1150037,44,3,0,0,0,0,0,48
1150038,19,0,0,3,0,0,0,24
1150039,35,0,0,0,0,0,0,41
1150040,23,0,0,0,0,0,0,25
1150041,37,0,0,0,0,0,0,39
1150042,29,0,0,0,0,0,0,32
1150043,46,0,0,0,0,0,0,48
1150101,70,0,3,0,0,0,0,73
1150102,62,8,0,0,0,0,0,69
1150103,47,0,0,0,0,0,0,47
1150104,81,0,0,0,0,0,0,80
1150105,77,4,3,3,0,0,0,92
1150106,50,0,3,0,0,0,0,54
1150107,96,0,0,3,0,0,0,101
1150108,47,4,0,0,0,0,0,52
1150109,65,3,0,0,0,0,0,66
1150110,63,6,0,0,0,0,0,67
1150111,61,4,0,0,0,0,0,59
1150112,29,3,0,0,0,0,0,28
1150113,40,0,3,0,0,0,0,46
1150114,0,0,0,0,0,0,0,0
1150115,87,4,3,0,0,0,0,96
1150116,69,0,0,0,0,0,0,70
1150117,45,3,0,0,0,0,0,49
1150118,52,7,0,0,0,0,0,59
1150119,0,0,0,0,0,0,0,0
1150120,28,0,0,0,0,0,0,31
1150121,58,0,3,0,0,0,0,67
1150122,67,3,3,0,0,0,0,75
1150123,91,3,0,0,0,0,0,97
1150124,66,0,3,0,0,0,0,73
1150125,0,0,0,0,0,0,0,0
1150126,38,0,0,0,0,0,0,41
1150127,3,0,0,0,0,0,0,3
1150128,90,5,0,0,0,0,0,96
1150129,46,0,0,0,0,0,0,49
1150130,55,5,0,3,0,0,0,64
1150131,63,4,0,0,0,0,0,75
1150132,78,0,0,0,0,0,0,82
1150301,24,0,0,0,0,0,0,24
1150302,33,0,0,0,0,0,0,37
1150303,64,3,0,3,0,0,0,74
1150304,64,3,0,0,0,0,0,66
1150305,45,3,0,0,0,0,0,50
1150306,52,0,0,0,0,0,0,51
1150308,74,0,0,0,0,0,0,79
1150309,78,8,0,0,0,0,0,84
1150310,35,3,3,0,0,0,0,40
1150311,59,4,0,0,0,0,0,66
1150312,69,3,0,0,0,0,0,75
1150313,71,0,0,0,0,0,0,73
1150314,88,0,0,0,0,0,0,94
1150315,62,0,0,0,0,0,0,63
1150316,46,0,0,0,0,0,0,48
1150317,30,0,0,0,0,0,0,35
1150318,35,0,0,3,0,0,0,40
1150320,73,3,0,0,0,0,0,75
1150321,33,3,0,0,0,0,0,36
1150322,57,3,3,0,0,0,0,57
1150323,77,3,0,0,0,0,0,81
1150324,82,0,0,0,0,0,0,86
1150325,28,0,0,0,0,0,0,32
1150326,27,0,0,0,0,0,0,25
1150327,50,3,0,3,0,0,0,54
1150328,76,0,3,0,0,0,0,78
1150329,0,0,0,0,0,0,0,0
1150330,39,0,0,0,0,0,0,39
1150331,79,0,0,0,0,0,0,80
1150333,82,3,0,0,0,0,0,86
1150334,43,0,0,0,0,0,0,40
1150335,75,5,3,0,0,0,0,85
1150336,75,3,3,0,0,0,0,83
1150337,63,4,0,0,0,0,0,65
1150338,64,0,0,0,0,0,0,71
1150339,32,3,0,0,0,0,0,35
1150340,34,0,3,0,0,0,0,41
1150341,21,0,0,0,0,0,0,21
1150342,49,0,0,0,0,0,0,58
1150343,53,3,0,0,0,0,0,56
1150344,32,0,0,0,0,0,0,32
1150345,47,0,0,0,0,0,0,48
1150401,54,3,0,4,0,4,0,63
1150402,31,3,0,0,0,0,0,37
1150403,34,6,0,0,0,0,0,43
1150404,27,0,0,3,0,0,3,33
1150405,21,0,4,0,0,0,0,30
1150406,61,3,4,6,0,0,0,75
1150407,32,0,0,3,0,0,0,34
1150408,31,3,0,3,0,0,0,39
1150409,34,3,3,0,0,0,0,41
1150410,34,3,0,0,0,0,0,34
1150411,42,5,0,0,0,0,0,44
1150412,33,3,0,0,0,0,0,40
1150413,29,0,3,4,0,0,3,39
1150414,31,0,3,0,0,0,0,39
1150415,41,0,3,3,0,0,0,47
1150416,3,0,0,0,0,0,0,8
1150417,47,3,0,0,0,0,0,60
1150418,50,3,5,5,0,0,0,60
1150419,41,3,3,0,0,0,0,44
1150420,43,4,0,0,0,0,0,46
1150421,15,0,0,0,0,0,0,16
1150422,54,3,3,0,0,0,0,57
1150423,41,3,0,0,0,0,0,46
1150424,64,7,0,3,0,0,3,73
1150425,41,4,3,3,0,0,0,46
1150426,31,0,0,0,0,0,0,38
1150427,41,0,0,0,0,0,0,43
1150428,53,7,4,0,0,0,0,62
1150429,53,0,3,0,0,0,0,67
1150430,40,0,3,0,0,0,0,49
1150431,0,0,0,0,0,0,0,0
1150432,33,0,0,0,0,0,0,36
1150433,24,0,0,3,0,0,3,31
1150434,44,6,0,6,0,0,0,49
1150435,18,4,0,3,0,0,0,23
1150436,18,0,5,0,0,0,0,22
1150437,27,0,0,0,0,0,0,29
1150438,72,4,10,7,0,0,0,91
1150439,40,3,3,3,0,0,3,55
1150440,42,3,0,0,0,0,0,43
1150441,44,3,0,0,0,0,0,49
1150501,51,4,0,3,0,0,0,60
1150502,42,3,0,0,0,0,0,47
1150503,23,0,0,0,0,0,0,23
1150504,74,3,3,0,0,0,0,79
1150505,50,5,0,0,0,0,0,53
1150506,34,3,0,0,0,0,0,41
1150507,35,0,5,0,0,0,0,34
1150508,37,0,0,6,0,0,0,49
1150509,63,3,3,3,0,0,0,77
1150510,59,0,0,3,0,0,0,64
1150511,65,0,0,5,0,0,0,71
1150512,36,0,0,0,0,0,0,38
1150513,51,0,0,3,0,0,0,54
1150514,34,3,0,0,0,0,0,42
1150516,54,3,0,0,0,0,0,59
1150517,33,3,0,0,0,0,0,35
1150518,65,0,0,0,0,0,0,72
1150519,112,4,3,0,0,3,0,123
1150521,37,0,3,0,0,0,0,40
1150522,29,4,0,0,0,0,0,34
1150523,22,0,0,0,0,0,0,22
1150524,0,0,0,0,0,0,0,0
1150601,46,5,3,0,0,0,0,56
1150604,66,0,0,0,0,0,0,70
1150606,51,3,0,0,0,0,0,54
1150607,19,0,0,0,0,0,0,18
1150608,0,0,0,0,0,0,0,3
1150609,33,0,0,0,0,0,0,38
1150610,42,0,0,0,0,0,0,43
1150612,60,3,0,0,0,0,0,59
1150613,45,0,0,0,0,0,0,46
1150614,36,0,0,0,4,0,0,42
1150615,35,0,0,0,0,0,0,39
1150616,208,11,8,4,0,0,0,228
1150617,45,0,3,0,0,0,0,44
1150618,49,4,0,0,0,0,0,53
1150619,103,11,4,0,0,0,0,116
1150620,342,26,18,6,0,0,0,393
1150621,37,0,0,0,0,0,0,35
1150622,41,0,3,0,0,0,0,46
1150623,55,9,4,0,0,0,0,69
1150624,127,6,8,0,0,0,0,138
1150625,135,6,3,0,0,0,0,144
1150626,0,0,0,0,0,0,0,0
1150627,189,14,16,3,0,0,0,215
1150628,13,0,0,0,0,0,0,12
1150629,0,0,0,0,0,0,0,0
1150630,115,8,9,0,0,0,0,139
1150631,32,0,0,0,0,0,0,36
1150632,29,0,0,0,0,0,0,29
1150633,441,28,16,4,0,0,0,484
1150901,26,0,0,3,0,0,0,31
1150902,94,0,4,0,0,0,0,99
1150903,60,3,0,3,0,0,0,69
1150904,56,0,5,4,0,0,0,64
1150905,62,3,0,0,0,0,0,65
1150906,75,0,0,3,0,0,0,81
1150907,63,3,0,0,3,0,0,67
1150908,63,5,3,0,0,0,0,70
1150909,96,3,3,0,0,0,0,109
1150910,61,3,0,0,0,0,0,65
1150911,61,4,3,0,0,0,0,62
1150912,58,3,0,4,0,0,0,66
1150913,65,4,3,0,0,0,0,69
1150914,52,0,3,3,0,0,0,60
1150915,81,0,3,7,0,0,0,95
1150916,50,0,0,4,0,0,0,53
1150917,34,8,0,3,0,0,0,45
1150918,46,0,0,0,0,0,0,50
1150919,85,0,3,5,0,0,3,95
1150920,100,3,0,0,0,0,0,110
1150921,40,6,0,0,0,0,0,50
1150922,64,0,3,0,0,0,0,62
1150923,60,6,0,0,0,0,0,66
1150924,54,0,0,3,0,0,0,53
1150925,67,3,3,0,0,0,3,75
1150926,35,0,0,3,0,0,0,41
1150927,45,0,4,0,0,0,0,48
1150928,0,0,0,0,0,0,0,0
1150929,59,0,0,0,0,0,0,65
1150930,40,3,0,3,0,0,0,48
1150931,59,7,0,3,3,0,0,70
1150932,31,3,0,0,0,0,0,36
1150933,72,4,0,0,0,0,0,81
1150934,16,0,0,0,0,0,0,15
1150935,49,5,0,0,0,0,0,59
1150936,43,4,0,3,0,0,0,54
1151001,75,3,0,0,0,0,0,78
1151002,49,0,0,0,0,0,0,44
1151003,41,5,0,3,0,0,0,45
1151004,57,0,0,0,0,0,0,62
1151005,65,7,0,0,0,0,0,77
1151006,92,0,0,0,0,0,0,91
1151007,72,0,0,0,0,0,0,73
1151008,46,0,0,0,0,0,0,48
1151009,64,3,0,3,0,0,0,71
1151010,38,0,0,3,0,0,0,41
1151011,41,3,0,0,0,0,0,41
1151012,41,3,0,0,0,0,0,44
1151013,55,0,3,0,0,0,0,58
1151014,77,4,0,3,0,0,0,79
1151015,42,0,0,0,0,0,0,48
1151016,50,0,0,0,0,0,0,56
1151017,60,0,0,0,0,0,0,66
1151018,77,0,0,0,0,0,0,81
1151019,83,3,0,0,0,0,0,92
1151020,36,3,0,0,0,0,0,40
1151021,54,3,0,0,0,0,0,61
1151022,56,0,0,0,0,0,0,58
1151023,0,0,0,0,0,0,0,0
1151024,78,0,3,3,0,0,0,85
1151025,0,0,0,0,0,0,0,0
1151026,40,3,0,0,0,0,0,46
1151027,40,6,0,0,0,0,0,45
1151028,20,0,0,0,0,0,0,28
1151029,69,3,0,0,0,0,0,72
1151030,68,0,0,0,0,0,0,72
1151031,65,0,3,3,0,0,0,70
1151032,53,3,0,0,0,0,0,63
1151033,76,6,0,0,0,0,0,90
1151034,69,0,3,0,0,0,0,71
1151035,51,3,0,0,0,0,0,56
1151036,90,0,0,3,0,0,0,96
1151037,66,0,4,3,0,0,0,73
1151038,50,0,3,3,0,0,0,58
1151039,59,0,0,0,0,0,0,63
1151040,38,0,3,0,0,0,0,40
1151041,43,3,0,0,0,0,0,50
1151042,59,0,0,0,0,0,0,68
1151043,29,3,0,0,0,0,0,35
1151044,75,3,0,0,0,0,0,79
1151045,104,0,3,0,0,0,0,109
1151046,59,7,4,0,0,0,0,66
1151047,68,0,0,0,0,0,0,72
1151048,56,0,0,0,0,0,0,62
1151049,51,3,0,0,0,0,0,56
1151101,45,10,3,0,0,0,0,58
1151102,0,0,0,0,0,0,0,0
1151103,44,4,4,0,0,0,0,47
1151104,27,3,0,0,0,0,0,38
1151105,20,3,3,0,0,0,0,27
1151106,49,0,0,0,0,0,0,52
1151107,51,3,0,3,0,0,0,61
1151108,50,3,0,3,0,0,4,55
1151109,18,0,0,0,0,0,0,20
1151110,61,0,3,3,0,0,0,63
1151111,62,6,6,0,0,0,0,76
1151112,65,7,0,0,0,0,0,76
1151113,48,5,4,3,0,0,0,61
1151114,47,6,3,3,0,0,0,55
1151115,41,3,0,3,0,0,0,48
1151116,33,4,0,3,0,0,0,38
1151117,39,5,3,0,0,0,0,51
1151118,54,9,0,0,0,0,0,67
1151119,36,4,3,0,0,0,0,41
1151120,29,5,0,4,0,0,0,40
1151121,37,4,0,3,0,0,0,46
1151122,64,3,3,0,0,0,0,75
1151123,29,0,3,0,0,0,0,38
1151124,36,7,0,0,0,0,0,42
1151125,32,0,3,3,0,0,0,40
1151126,40,5,0,0,0,0,0,47
1151127,36,3,0,0,0,0,0,43
1151128,43,0,0,0,0,0,0,51
1151129,43,0,3,0,0,0,0,46
1151130,41,5,3,3,0,0,0,56
1151131,10,3,0,0,0,0,0,15
1151132,31,4,0,0,0,0,0,40
1151133,30,0,0,0,0,0,0,30
1151134,58,0,0,3,0,0,0,64
1151135,42,4,5,3,0,0,0,57
1151136,86,3,0,4,0,0,0,93
1151137,69,3,0,0,0,0,3,73
1151138,47,3,3,0,0,0,0,54
1151139,55,3,0,0,0,0,0,60
1151140,26,8,5,0,0,0,0,33
1151141,71,3,3,11,3,0,0,86
1151142,25,4,0,0,0,0,0,35
1151143,51,7,0,0,0,0,0,64
1151144,52,3,7,0,0,0,0,59
1151145,24,3,0,3,0,0,0,29
1151146,32,3,0,0,0,0,0,35
1151147,33,5,0,0,0,0,0,43
1151148,40,5,3,0,0,0,0,52
1151149,57,0,0,0,0,0,0,60
1151150,67,4,3,0,0,0,4,79
1151151,26,3,0,0,0,0,0,31
1151152,31,4,4,0,0,0,0,34
1151153,32,0,0,0,0,0,0,34
1151154,61,3,0,4,0,0,0,69
1151155,56,3,0,0,0,0,0,67
1151156,27,3,0,0,0,0,0,35
1151201,24,3,3,0,0,0,0,29
1151202,46,4,0,0,0,0,0,57
1151203,38,0,3,3,0,0,0,51
1151204,63,4,3,0,0,0,0,75
1151205,55,4,0,0,0,0,0,65
1151206,50,6,3,3,0,0,0,56
1151207,37,5,0,3,0,0,0,42
1151208,17,0,0,3,0,0,0,23
1151209,43,3,0,0,0,0,0,46
1151210,44,0,3,6,0,0,0,52
1151211,76,3,0,3,0,0,0,85
1151212,42,0,7,7,0,0,0,52
1151213,51,0,5,0,0,0,0,57
1151214,29,3,3,0,0,0,0,37
1151215,55,4,3,0,0,0,0,65
1151216,38,0,0,0,0,0,0,44
1151217,51,3,3,0,0,0,0,57
1151218,64,4,3,3,0,0,0,79
1151219,38,0,3,3,0,0,0,48
1151220,85,3,4,0,0,0,0,93
1151221,65,6,3,3,0,0,0,78
1151222,58,9,0,6,0,0,0,68
1151223,63,3,3,4,0,0,0,76
1151224,37,0,3,0,0,0,0,44
1151225,41,3,0,3,0,0,0,48
1151226,47,3,7,7,0,0,0,64
1151227,49,5,0,0,0,0,0,56
1151228,51,0,0,3,0,0,0,55
1151229,83,0,0,0,0,0,0,87
1151230,69,0,3,0,0,0,0,74
1151231,60,3,3,0,0,0,0,68
1151232,49,3,3,3,0,0,0,65
1151233,48,4,0,0,0,0,0,53
1151234,47,0,0,0,0,0,0,50
1151235,50,7,0,0,0,0,0,64
1151236,31,4,0,3,0,0,0,42
1151237,44,4,0,4,0,0,0,50
1151301,48,4,0,0,0,0,0,56
1151302,27,4,0,3,0,0,0,37
1151303,18,3,0,0,0,0,0,26
1151304,47,0,0,3,0,0,0,49
1151305,23,3,0,4,0,0,0,33
1151306,56,0,0,0,0,0,0,57
1151307,46,5,4,0,0,0,0,52
1151308,76,7,0,0,0,0,0,86
1151309,56,3,0,3,0,0,0,64
1151310,54,4,6,0,0,0,0,62
1151311,60,5,4,0,0,0,0,72
1151312,34,3,0,4,0,0,0,34
1151313,44,3,0,3,0,0,0,49
1151314,56,0,3,3,0,0,0,64
1151315,56,7,3,0,0,0,0,62
1151316,52,3,0,0,0,0,0,51
1151317,31,3,5,0,0,0,0,37
1151318,64,3,0,0,0,0,0,66
1151319,46,0,3,4,0,0,0,56
1151320,69,0,0,3,0,0,0,80
1151321,35,3,0,0,0,0,0,41
1151322,60,0,0,0,0,0,0,59
1151323,30,3,0,0,0,0,0,39
1151324,31,3,0,0,0,0,0,35
1151325,52,3,0,0,0,0,0,55
1151326,79,6,4,0,0,0,0,88
1151327,34,3,3,0,0,0,0,32
1151328,44,0,3,0,0,0,0,50
1151329,33,0,0,0,0,0,0,29
1151330,33,0,0,0,0,0,0,41
1151331,57,3,0,3,0,0,0,66
1151332,56,5,0,0,4,0,0,64
1151333,40,0,0,0,0,0,0,47
1151334,42,0,0,0,0,0,0,39
1151335,71,0,3,4,0,0,0,84
1151336,57,3,3,3,0,0,0,63
1151337,54,3,3,3,0,0,0,70
1151338,53,8,0,3,0,0,0,62
1151339,51,3,0,0,0,0,0,59
1151340,38,0,0,3,0,0,0,44
1151341,43,0,0,4,0,0,0,53
1151342,113,5,3,3,0,0,0,134
1151343,48,3,0,8,0,0,0,62
1151344,47,0,0,5,0,0,0,53
1151345,40,7,0,0,0,0,0,49
1151346,28,3,0,0,0,0,0,35
1151347,33,0,0,0,0,0,0,36
1151348,33,3,0,0,0,0,0,37
1151401,36,0,0,0,0,0,0,36
1151402,52,5,0,0,0,0,0,63
1151403,74,3,3,0,0,0,0,77
1151404,31,0,0,0,0,0,0,33
1151405,63,6,0,0,0,0,0,71
1151406,61,3,3,0,0,0,0,72
1151407,108,5,0,0,0,0,0,123
1151408,72,3,0,0,0,0,0,79
1151409,40,3,0,0,0,0,0,42
1151410,61,4,0,0,0,0,0,71
1151411,37,3,0,0,0,0,0,37
1151412,75,5,0,0,0,0,0,81
1151413,69,3,0,0,0,0,0,74
1151414,71,7,0,0,0,0,0,81
1151415,65,4,0,0,0,0,0,67
1151416,85,4,0,4,0,0,0,87
1151417,99,3,0,0,0,0,0,99
1151418,70,6,3,0,0,0,0,75
1151419,57,0,3,0,0,0,0,61
1151420,58,0,0,0,0,0,0,64
1151421,56,0,0,0,0,0,0,59
1151422,58,3,3,0,0,0,0,65
1151501,35,0,0,0,0,0,0,35
1151502,57,0,0,0,0,0,0,57
1151503,32,0,0,0,0,0,0,35
1151504,60,3,0,3,0,0,0,69
1151505,27,4,0,0,0,0,0,32
1151506,34,0,0,0,0,0,0,35
1151507,33,0,0,0,0,0,0,33
1151508,25,0,0,0,0,0,0,26
1151509,54,0,3,0,0,0,0,58
1151510,37,7,0,0,0,0,0,43
1151511,34,0,0,0,0,0,0,37
1151512,59,0,0,3,0,0,0,68
1151513,21,0,6,0,0,0,0,29
1151514,35,0,0,0,0,0,0,35
1151515,69,3,0,3,0,0,0,74
1151516,42,3,4,0,0,0,0,46
1151517,58,0,0,0,0,0,0,60
1151518,61,3,0,0,0,0,0,61
1151519,54,0,0,5,0,0,0,62
1151520,64,3,4,0,0,0,0,71
1151521,36,3,0,3,0,0,0,38
1151522,32,0,3,0,0,0,0,39
1151523,50,0,0,0,0,0,0,55
1151524,39,0,3,3,0,0,0,45
1151525,33,0,0,0,0,0,0,29
1151526,43,4,3,0,0,0,0,48
1151527,50,0,0,0,0,0,0,49
1151528,51,0,0,0,0,0,0,51
1151529,55,0,0,0,0,0,0,55
1151530,22,0,0,0,0,0,0,23
1151531,65,0,0,3,0,0,0,68
1151532,68,0,0,3,0,0,0,72
1151533,64,4,0,0,0,0,3,71
1151534,106,5,0,3,0,0,0,114
1151535,37,0,0,3,0,0,0,37
1151536,48,3,0,0,0,0,0,52
1151537,39,3,0,0,0,0,0,39
1151538,37,0,0,0,0,0,0,44
1151539,37,0,3,0,0,0,0,39
1151540,28,3,0,0,0,0,0,31
1151541,70,3,4,3,0,0,0,82
1151542,50,0,0,0,0,0,0,51
1151543,55,4,4,0,0,0,0,62
1151544,65,0,3,3,0,0,0,72
1151601,52,3,4,3,0,0,0,65
1151602,47,3,0,6,0,0,0,56
1151603,85,0,0,0,0,0,0,91
1151604,54,0,3,0,0,0,0,58
1151605,78,3,0,0,0,0,0,80
1151606,38,4,0,0,0,0,0,43
1151607,61,8,3,0,0,0,0,75
1151608,52,5,3,3,0,0,0,65
1151609,60,3,3,0,0,0,0,64
1151610,68,7,3,0,0,0,0,77
1151611,67,5,0,0,0,0,0,76
1151612,60,5,3,3,0,0,0,69
1151613,67,5,0,3,0,0,0,76
1151614,80,3,3,3,0,0,3,93
1151615,68,5,3,0,0,0,0,71
1151616,43,0,0,0,0,0,0,52
1151617,43,4,0,0,0,0,0,47
1151618,57,0,0,0,0,0,0,63
1151619,56,3,3,6,0,0,0,72
1151620,64,0,0,4,0,0,0,68
1151621,86,0,3,0,0,0,0,94
1151622,63,0,3,0,0,0,0,73
1151623,65,0,0,0,0,0,0,66
1151624,99,0,5,0,0,0,0,110
1151625,75,4,10,4,0,0,0,90
1151626,63,3,3,7,0,0,0,71
1151627,61,0,0,0,0,0,0,65
1151628,51,3,3,0,0,0,0,63
1151629,43,0,3,0,0,0,0,46
1151630,52,0,3,3,0,0,3,55
1151631,60,3,0,0,0,0,0,69
1151632,43,0,0,0,0,0,0,44
1151633,54,0,4,0,0,0,0,61
1151634,62,6,0,3,0,0,0,68
1151635,92,0,3,3,0,0,0,97
1151636,35,0,0,7,0,0,0,40
1151637,31,8,0,6,0,0,0,44
1151638,54,3,0,0,0,0,0,55
1151701,61,3,0,0,0,0,0,62
1151702,61,4,0,0,0,0,0,68
1151703,33,0,0,0,0,0,0,40
1151704,85,3,0,0,0,0,0,90
1151705,59,5,0,4,0,0,0,67
1151706,50,0,0,0,0,0,0,54
1151707,44,0,0,0,0,0,0,46
1151708,66,0,0,0,0,0,0,63
1151709,85,0,0,0,0,0,0,85
1151710,58,3,0,0,0,0,0,69
1151711,85,0,0,0,0,0,0,84
1151712,101,4,0,0,0,0,0,115
1151713,49,0,0,0,0,0,0,49
1151714,40,0,0,0,0,0,0,41
1151715,49,0,0,0,0,0,0,53
1151716,0,0,0,0,0,0,0,0
1151717,65,3,0,0,0,0,0,74
1151718,46,0,0,3,0,0,0,53
1151719,38,0,0,3,0,0,0,48
1151720,36,0,0,0,0,0,0,38
