LGA_NAME16	Age5yr	Indigenous	persons
Plantagenet (S)	0-4		7
Plantagenet (S)	0-4	0	237
Plantagenet (S)	0-4	1	9
Plantagenet (S)	5-9		24
Plantagenet (S)	5-9	0	261
Plantagenet (S)	5-9	1	24
Plantagenet (S)	10-14		25
Plantagenet (S)	10-14	0	276
Plantagenet (S)	10-14	1	22
Plantagenet (S)	15-19		19
Plantagenet (S)	15-19	0	263
Plantagenet (S)	15-19	1	10
Plantagenet (S)	20-24		16
Plantagenet (S)	20-24	0	180
Plantagenet (S)	20-24	1	8
Plantagenet (S)	25-29		21
Plantagenet (S)	25-29	0	185
Plantagenet (S)	25-29	1	5
Plantagenet (S)	30-34		14
Plantagenet (S)	30-34	0	173
Plantagenet (S)	30-34	1	12
Plantagenet (S)	35-39		22
Plantagenet (S)	35-39	0	233
Plantagenet (S)	35-39	1	18
Plantagenet (S)	40-44		24
Plantagenet (S)	40-44	0	296
Plantagenet (S)	40-44	1	7
Plantagenet (S)	45-49		32
Plantagenet (S)	45-49	0	349
Plantagenet (S)	45-49	1	11
Plantagenet (S)	50-54		41
Plantagenet (S)	50-54	0	364
Plantagenet (S)	50-54	1	3
Plantagenet (S)	55-59		34
Plantagenet (S)	55-59	0	372
Plantagenet (S)	55-59	1	6
Plantagenet (S)	60-64		32
Plantagenet (S)	60-64	0	367
Plantagenet (S)	60-64	1	7
Plantagenet (S)	65+		99
Plantagenet (S)	65+	0	953
Plantagenet (S)	65+	1	9
Port Hedland (T)	0-4		172
Port Hedland (T)	0-4	0	934
Port Hedland (T)	0-4	1	264
Port Hedland (T)	5-9		164
Port Hedland (T)	5-9	0	800
Port Hedland (T)	5-9	1	262
Port Hedland (T)	10-14		116
Port Hedland (T)	10-14	0	494
Port Hedland (T)	10-14	1	213
Port Hedland (T)	15-19		81
Port Hedland (T)	15-19	0	399
Port Hedland (T)	15-19	1	203
Port Hedland (T)	20-24		132
Port Hedland (T)	20-24	0	580
Port Hedland (T)	20-24	1	183
Port Hedland (T)	25-29		244
Port Hedland (T)	25-29	0	1122
Port Hedland (T)	25-29	1	230
Port Hedland (T)	30-34		250
Port Hedland (T)	30-34	0	1264
Port Hedland (T)	30-34	1	165
Port Hedland (T)	35-39		198
Port Hedland (T)	35-39	0	976
Port Hedland (T)	35-39	1	144
Port Hedland (T)	40-44		161
Port Hedland (T)	40-44	0	799
Port Hedland (T)	40-44	1	139
Port Hedland (T)	45-49		146
Port Hedland (T)	45-49	0	740
Port Hedland (T)	45-49	1	164
Port Hedland (T)	50-54		176
Port Hedland (T)	50-54	0	655
Port Hedland (T)	50-54	1	164
Port Hedland (T)	55-59		120
Port Hedland (T)	55-59	0	556
Port Hedland (T)	55-59	1	100
Port Hedland (T)	60-64		68
Port Hedland (T)	60-64	0	323
Port Hedland (T)	60-64	1	58
Port Hedland (T)	65+		83
Port Hedland (T)	65+	0	288
Port Hedland (T)	65+	1	124
Quairading (S)	0-4		9
Quairading (S)	0-4	0	42
Quairading (S)	0-4	1	6
Quairading (S)	5-9		7
Quairading (S)	5-9	0	50
Quairading (S)	5-9	1	12
Quairading (S)	10-14		3
Quairading (S)	10-14	0	35
Quairading (S)	10-14	1	3
Quairading (S)	15-19		3
Quairading (S)	15-19	0	30
Quairading (S)	15-19	1	4
Quairading (S)	20-24		4
Quairading (S)	20-24	0	19
Quairading (S)	25-29		8
Quairading (S)	25-29	0	39
Quairading (S)	25-29	1	4
Quairading (S)	30-34		9
Quairading (S)	30-34	0	37
Quairading (S)	30-34	1	3
Quairading (S)	35-39		8
Quairading (S)	35-39	0	30
Quairading (S)	40-44		4
Quairading (S)	40-44	0	26
Quairading (S)	40-44	1	3
Quairading (S)	45-49		10
Quairading (S)	45-49	0	59
Quairading (S)	45-49	1	3
Quairading (S)	50-54		6
Quairading (S)	50-54	0	65
Quairading (S)	50-54	1	3
Quairading (S)	55-59		16
Quairading (S)	55-59	0	77
Quairading (S)	55-59	1	4
Quairading (S)	60-64		17
Quairading (S)	60-64	0	84
Quairading (S)	60-64	1	9
Quairading (S)	65+		36
Quairading (S)	65+	0	209
Quairading (S)	65+	1	11
Ravensthorpe (S)	0-4		19
Ravensthorpe (S)	0-4	0	82
Ravensthorpe (S)	0-4	1	3
Ravensthorpe (S)	5-9		14
Ravensthorpe (S)	5-9	0	101
Ravensthorpe (S)	10-14		11
Ravensthorpe (S)	10-14	0	76
Ravensthorpe (S)	15-19		7
Ravensthorpe (S)	15-19	0	36
Ravensthorpe (S)	20-24		7
Ravensthorpe (S)	20-24	0	52
Ravensthorpe (S)	20-24	1	3
Ravensthorpe (S)	25-29		15
Ravensthorpe (S)	25-29	0	88
Ravensthorpe (S)	30-34		14
Ravensthorpe (S)	30-34	0	97
Ravensthorpe (S)	35-39		19
Ravensthorpe (S)	35-39	0	92
Ravensthorpe (S)	35-39	1	3
Ravensthorpe (S)	40-44		17
Ravensthorpe (S)	40-44	0	100
Ravensthorpe (S)	40-44	1	3
Ravensthorpe (S)	45-49		12
Ravensthorpe (S)	45-49	0	99
Ravensthorpe (S)	50-54		14
Ravensthorpe (S)	50-54	0	118
Ravensthorpe (S)	55-59		26
Ravensthorpe (S)	55-59	0	128
Ravensthorpe (S)	60-64		17
Ravensthorpe (S)	60-64	0	99
Ravensthorpe (S)	65+		43
Ravensthorpe (S)	65+	0	318
Ravensthorpe (S)	65+	1	10
Rockingham (C)	0-4		543
Rockingham (C)	0-4	0	8518
Rockingham (C)	0-4	1	349
Rockingham (C)	5-9		564
Rockingham (C)	5-9	0	8937
Rockingham (C)	5-9	1	353
Rockingham (C)	10-14		462
Rockingham (C)	10-14	0	7899
Rockingham (C)	10-14	1	279
Rockingham (C)	15-19		511
Rockingham (C)	15-19	0	7424
Rockingham (C)	15-19	1	280
Rockingham (C)	20-24		766
Rockingham (C)	20-24	0	7520
Rockingham (C)	20-24	1	228
Rockingham (C)	25-29		794
Rockingham (C)	25-29	0	7984
Rockingham (C)	25-29	1	217
Rockingham (C)	30-34		727
Rockingham (C)	30-34	0	8345
Rockingham (C)	30-34	1	158
Rockingham (C)	35-39		581
Rockingham (C)	35-39	0	7651
Rockingham (C)	35-39	1	142
Rockingham (C)	40-44		606
Rockingham (C)	40-44	0	8087
Rockingham (C)	40-44	1	138
Rockingham (C)	45-49		614
Rockingham (C)	45-49	0	8121
Rockingham (C)	45-49	1	126
Rockingham (C)	50-54		597
Rockingham (C)	50-54	0	7655
Rockingham (C)	50-54	1	103
Rockingham (C)	55-59		457
Rockingham (C)	55-59	0	6293
Rockingham (C)	55-59	1	75
Rockingham (C)	60-64		402
Rockingham (C)	60-64	0	5134
Rockingham (C)	60-64	1	55
Rockingham (C)	65+		1140
Rockingham (C)	65+	0	14223
Rockingham (C)	65+	1	57
Sandstone (S)	35-39	0	4
Sandstone (S)	40-44		3
Sandstone (S)	40-44	0	3
Sandstone (S)	45-49	0	4
Sandstone (S)	50-54	0	13
Sandstone (S)	55-59	0	10
Sandstone (S)	60-64		3
Sandstone (S)	60-64	0	7
Sandstone (S)	65+		6
Sandstone (S)	65+	0	23
Serpentine-Jarrahdale (S)	0-4		132
Serpentine-Jarrahdale (S)	0-4	0	2119
Serpentine-Jarrahdale (S)	0-4	1	72
Serpentine-Jarrahdale (S)	5-9		146
Serpentine-Jarrahdale (S)	5-9	0	1966
Serpentine-Jarrahdale (S)	5-9	1	81
Serpentine-Jarrahdale (S)	10-14		99
Serpentine-Jarrahdale (S)	10-14	0	1715
Serpentine-Jarrahdale (S)	10-14	1	69
Serpentine-Jarrahdale (S)	15-19		82
Serpentine-Jarrahdale (S)	15-19	0	1559
Serpentine-Jarrahdale (S)	15-19	1	57
Serpentine-Jarrahdale (S)	20-24		100
Serpentine-Jarrahdale (S)	20-24	0	1651
Serpentine-Jarrahdale (S)	20-24	1	37
Serpentine-Jarrahdale (S)	25-29		107
Serpentine-Jarrahdale (S)	25-29	0	2043
Serpentine-Jarrahdale (S)	25-29	1	33
Serpentine-Jarrahdale (S)	30-34		135
Serpentine-Jarrahdale (S)	30-34	0	2093
Serpentine-Jarrahdale (S)	30-34	1	44
Serpentine-Jarrahdale (S)	35-39		100
Serpentine-Jarrahdale (S)	35-39	0	1769
Serpentine-Jarrahdale (S)	35-39	1	40
Serpentine-Jarrahdale (S)	40-44		114
Serpentine-Jarrahdale (S)	40-44	0	1678
Serpentine-Jarrahdale (S)	40-44	1	31
Serpentine-Jarrahdale (S)	45-49		103
Serpentine-Jarrahdale (S)	45-49	0	1786
Serpentine-Jarrahdale (S)	45-49	1	23
Serpentine-Jarrahdale (S)	50-54		107
Serpentine-Jarrahdale (S)	50-54	0	1650
Serpentine-Jarrahdale (S)	50-54	1	19
Serpentine-Jarrahdale (S)	55-59		79
Serpentine-Jarrahdale (S)	55-59	0	1375
Serpentine-Jarrahdale (S)	55-59	1	11
Serpentine-Jarrahdale (S)	60-64		73
Serpentine-Jarrahdale (S)	60-64	0	1066
Serpentine-Jarrahdale (S)	60-64	1	11
Serpentine-Jarrahdale (S)	65+		132
Serpentine-Jarrahdale (S)	65+	0	2309
Serpentine-Jarrahdale (S)	65+	1	10
Shark Bay (S)	0-4		8
Shark Bay (S)	0-4	0	64
Shark Bay (S)	0-4	1	6
Shark Bay (S)	5-9		4
Shark Bay (S)	5-9	0	48
Shark Bay (S)	5-9	1	3
Shark Bay (S)	10-14		3
Shark Bay (S)	10-14	0	36
Shark Bay (S)	10-14	1	3
Shark Bay (S)	15-19	0	11
Shark Bay (S)	15-19	1	3
Shark Bay (S)	20-24		5
Shark Bay (S)	20-24	0	31
Shark Bay (S)	20-24	1	10
Shark Bay (S)	25-29		8
Shark Bay (S)	25-29	0	47
Shark Bay (S)	30-34		12
Shark Bay (S)	30-34	0	55
Shark Bay (S)	30-34	1	3
Shark Bay (S)	35-39		8
Shark Bay (S)	35-39	0	71
Shark Bay (S)	35-39	1	3
Shark Bay (S)	40-44	0	44
Shark Bay (S)	40-44	1	7
Shark Bay (S)	45-49		3
Shark Bay (S)	45-49	0	38
Shark Bay (S)	45-49	1	3
Shark Bay (S)	50-54		7
Shark Bay (S)	50-54	0	62
Shark Bay (S)	55-59		5
Shark Bay (S)	55-59	0	63
Shark Bay (S)	55-59	1	8
Shark Bay (S)	60-64	0	69
Shark Bay (S)	60-64	1	6
Shark Bay (S)	65+		21
Shark Bay (S)	65+	0	161
Shark Bay (S)	65+	1	10
South Perth (C)	0-4		107
South Perth (C)	0-4	0	1823
South Perth (C)	0-4	1	43
South Perth (C)	5-9		110
South Perth (C)	5-9	0	1908
South Perth (C)	5-9	1	46
South Perth (C)	10-14		93
South Perth (C)	10-14	0	1884
South Perth (C)	10-14	1	82
South Perth (C)	15-19		121
South Perth (C)	15-19	0	2438
South Perth (C)	15-19	1	92
South Perth (C)	20-24		215
South Perth (C)	20-24	0	3403
South Perth (C)	20-24	1	44
South Perth (C)	25-29		271
South Perth (C)	25-29	0	3373
South Perth (C)	25-29	1	44
South Perth (C)	30-34		251
South Perth (C)	30-34	0	3162
South Perth (C)	30-34	1	18
South Perth (C)	35-39		201
South Perth (C)	35-39	0	2620
South Perth (C)	35-39	1	18
South Perth (C)	40-44		166
South Perth (C)	40-44	0	2370
South Perth (C)	40-44	1	27
South Perth (C)	45-49		175
South Perth (C)	45-49	0	2516
South Perth (C)	45-49	1	22
South Perth (C)	50-54		167
South Perth (C)	50-54	0	2364
South Perth (C)	50-54	1	25
South Perth (C)	55-59		154
South Perth (C)	55-59	0	2464
South Perth (C)	55-59	1	18
South Perth (C)	60-64		165
South Perth (C)	60-64	0	2347
South Perth (C)	60-64	1	15
South Perth (C)	65+		436
South Perth (C)	65+	0	6160
South Perth (C)	65+	1	30
Stirling (C)	0-4		705
Stirling (C)	0-4	0	12101
Stirling (C)	0-4	1	223
Stirling (C)	5-9		589
Stirling (C)	5-9	0	10898
Stirling (C)	5-9	1	202
Stirling (C)	10-14		472
Stirling (C)	10-14	0	9969
Stirling (C)	10-14	1	242
Stirling (C)	15-19		465
Stirling (C)	15-19	0	10046
Stirling (C)	15-19	1	244
Stirling (C)	20-24		832
Stirling (C)	20-24	0	12361
Stirling (C)	20-24	1	204
Stirling (C)	25-29		1332
Stirling (C)	25-29	0	17767
Stirling (C)	25-29	1	204
Stirling (C)	30-34		1452
Stirling (C)	30-34	0	18616
Stirling (C)	30-34	1	150
Stirling (C)	35-39		940
Stirling (C)	35-39	0	14693
Stirling (C)	35-39	1	123
Stirling (C)	40-44		870
Stirling (C)	40-44	0	13564
Stirling (C)	40-44	1	125
Stirling (C)	45-49		766
Stirling (C)	45-49	0	12695
Stirling (C)	45-49	1	149
Stirling (C)	50-54		677
Stirling (C)	50-54	0	11750
Stirling (C)	50-54	1	107
Stirling (C)	55-59		660
Stirling (C)	55-59	0	10931
Stirling (C)	55-59	1	105
Stirling (C)	60-64		583
Stirling (C)	60-64	0	9880
Stirling (C)	60-64	1	64
Stirling (C)	65+		1931
Stirling (C)	65+	0	30446
Stirling (C)	65+	1	98
Subiaco (C)	0-4		78
Subiaco (C)	0-4	0	918
Subiaco (C)	0-4	1	9
Subiaco (C)	5-9		47
Subiaco (C)	5-9	0	910
Subiaco (C)	5-9	1	8
Subiaco (C)	10-14		48
Subiaco (C)	10-14	0	829
Subiaco (C)	10-14	1	10
Subiaco (C)	15-19		40
Subiaco (C)	15-19	0	978
Subiaco (C)	15-19	1	26
Subiaco (C)	20-24		83
Subiaco (C)	20-24	0	1669
Subiaco (C)	20-24	1	25
Subiaco (C)	25-29		166
Subiaco (C)	25-29	0	1818
Subiaco (C)	25-29	1	10
Subiaco (C)	30-34		116
Subiaco (C)	30-34	0	1472
Subiaco (C)	30-34	1	10
Subiaco (C)	35-39		100
Subiaco (C)	35-39	0	1297
Subiaco (C)	35-39	1	8
Subiaco (C)	40-44		74
Subiaco (C)	40-44	0	1106
Subiaco (C)	40-44	1	8
Subiaco (C)	45-49		48
Subiaco (C)	45-49	0	1037
Subiaco (C)	45-49	1	10
Subiaco (C)	50-54		70
Subiaco (C)	50-54	0	1021
Subiaco (C)	50-54	1	5
Subiaco (C)	55-59		68
Subiaco (C)	55-59	0	969
Subiaco (C)	60-64		82
Subiaco (C)	60-64	0	963
Subiaco (C)	60-64	1	4
Subiaco (C)	65+		229
Subiaco (C)	65+	0	2973
Subiaco (C)	65+	1	8
Swan (C)	0-4		539
Swan (C)	0-4	0	9038
Swan (C)	0-4	1	474
Swan (C)	5-9		493
Swan (C)	5-9	0	8760
Swan (C)	5-9	1	483
Swan (C)	10-14		502
Swan (C)	10-14	0	8238
Swan (C)	10-14	1	473
Swan (C)	15-19		455
Swan (C)	15-19	0	8166
Swan (C)	15-19	1	395
Swan (C)	20-24		584
Swan (C)	20-24	0	8449
Swan (C)	20-24	1	358
Swan (C)	25-29		629
Swan (C)	25-29	0	9378
Swan (C)	25-29	1	321
Swan (C)	30-34		636
Swan (C)	30-34	0	9926
Swan (C)	30-34	1	246
Swan (C)	35-39		552
Swan (C)	35-39	0	8837
Swan (C)	35-39	1	211
Swan (C)	40-44		600
Swan (C)	40-44	0	8908
Swan (C)	40-44	1	228
Swan (C)	45-49		565
Swan (C)	45-49	0	8855
Swan (C)	45-49	1	167
Swan (C)	50-54		546
Swan (C)	50-54	0	8181
Swan (C)	50-54	1	151
Swan (C)	55-59		439
Swan (C)	55-59	0	7064
Swan (C)	55-59	1	119
Swan (C)	60-64		367
Swan (C)	60-64	0	5635
Swan (C)	60-64	1	79
Swan (C)	65+		919
Swan (C)	65+	0	12783
Swan (C)	65+	1	112
Tammin (S)	0-4	0	25
Tammin (S)	5-9		3
Tammin (S)	5-9	0	38
Tammin (S)	5-9	1	5
Tammin (S)	10-14		3
Tammin (S)	10-14	0	16
Tammin (S)	10-14	1	8
Tammin (S)	15-19	0	9
Tammin (S)	15-19	1	3
Tammin (S)	20-24		3
Tammin (S)	20-24	0	13
Tammin (S)	20-24	1	3
Tammin (S)	25-29		4
Tammin (S)	25-29	0	14
Tammin (S)	30-34	0	20
Tammin (S)	35-39		4
Tammin (S)	35-39	0	22
Tammin (S)	35-39	1	3
Tammin (S)	40-44		3
Tammin (S)	40-44	0	15
Tammin (S)	40-44	1	4
Tammin (S)	45-49		3
Tammin (S)	45-49	0	26
Tammin (S)	45-49	1	3
Tammin (S)	50-54		3
Tammin (S)	50-54	0	27
Tammin (S)	50-54	1	3
Tammin (S)	55-59		9
Tammin (S)	55-59	0	23
Tammin (S)	60-64	0	19
Tammin (S)	60-64	1	3
Tammin (S)	65+		6
Tammin (S)	65+	0	49
Tammin (S)	65+	1	3
Three Springs (S)	0-4		3
Three Springs (S)	0-4	0	36
Three Springs (S)	0-4	1	12
Three Springs (S)	5-9		7
Three Springs (S)	5-9	0	43
Three Springs (S)	5-9	1	5
Three Springs (S)	10-14		3
Three Springs (S)	10-14	0	27
Three Springs (S)	10-14	1	12
Three Springs (S)	15-19		3
Three Springs (S)	15-19	0	11
Three Springs (S)	15-19	1	3
Three Springs (S)	20-24	0	15
Three Springs (S)	20-24	1	3
Three Springs (S)	25-29		7
Three Springs (S)	25-29	0	20
Three Springs (S)	25-29	1	3
Three Springs (S)	30-34		3
Three Springs (S)	30-34	0	42
Three Springs (S)	35-39		6
Three Springs (S)	35-39	0	28
Three Springs (S)	40-44		4
Three Springs (S)	40-44	0	35
Three Springs (S)	45-49	0	36
Three Springs (S)	45-49	1	3
Three Springs (S)	50-54	0	25
Three Springs (S)	50-54	1	4
Three Springs (S)	55-59		3
Three Springs (S)	55-59	0	39
Three Springs (S)	60-64		3
Three Springs (S)	60-64	0	39
Three Springs (S)	65+		5
Three Springs (S)	65+	0	101
Three Springs (S)	65+	1	3
Toodyay (S)	0-4		15
Toodyay (S)	0-4	0	175
Toodyay (S)	0-4	1	9
Toodyay (S)	5-9		27
Toodyay (S)	5-9	0	176
Toodyay (S)	5-9	1	17
Toodyay (S)	10-14		22
Toodyay (S)	10-14	0	209
Toodyay (S)	10-14	1	14
Toodyay (S)	15-19		24
Toodyay (S)	15-19	0	184
Toodyay (S)	15-19	1	17
Toodyay (S)	20-24		19
Toodyay (S)	20-24	0	140
Toodyay (S)	20-24	1	8
Toodyay (S)	25-29		12
Toodyay (S)	25-29	0	111
Toodyay (S)	25-29	1	6
Toodyay (S)	30-34		19
Toodyay (S)	30-34	0	153
Toodyay (S)	30-34	1	4
Toodyay (S)	35-39		28
Toodyay (S)	35-39	0	168
Toodyay (S)	35-39	1	3
Toodyay (S)	40-44		17
Toodyay (S)	40-44	0	195
Toodyay (S)	40-44	1	5
Toodyay (S)	45-49		37
Toodyay (S)	45-49	0	315
Toodyay (S)	45-49	1	11
Toodyay (S)	50-54		34
Toodyay (S)	50-54	0	371
Toodyay (S)	50-54	1	10
Toodyay (S)	55-59		45
Toodyay (S)	55-59	0	401
Toodyay (S)	55-59	1	10
Toodyay (S)	60-64		35
Toodyay (S)	60-64	0	364
Toodyay (S)	60-64	1	7
Toodyay (S)	65+		97
Toodyay (S)	65+	0	935
Toodyay (S)	65+	1	10
Trayning (S)	0-4	0	10
Trayning (S)	5-9		4
Trayning (S)	5-9	0	11
Trayning (S)	5-9	1	8
Trayning (S)	10-14	0	16
Trayning (S)	15-19	0	4
Trayning (S)	20-24		10
Trayning (S)	20-24	0	8
Trayning (S)	20-24	1	3
Trayning (S)	25-29	0	12
Trayning (S)	30-34	0	10
Trayning (S)	35-39	0	14
Trayning (S)	40-44	0	12
Trayning (S)	45-49		3
Trayning (S)	45-49	0	24
Trayning (S)	50-54		8
Trayning (S)	50-54	0	30
Trayning (S)	50-54	1	4
Trayning (S)	55-59		9
Trayning (S)	55-59	0	22
Trayning (S)	60-64		5
Trayning (S)	60-64	0	23
Trayning (S)	65+		11
Trayning (S)	65+	0	74
Upper Gascoyne (S)	0-4	0	5
Upper Gascoyne (S)	0-4	1	21
Upper Gascoyne (S)	5-9		3
Upper Gascoyne (S)	5-9	0	3
Upper Gascoyne (S)	5-9	1	21
Upper Gascoyne (S)	10-14	0	3
Upper Gascoyne (S)	10-14	1	22
Upper Gascoyne (S)	15-19	1	21
Upper Gascoyne (S)	20-24		4
Upper Gascoyne (S)	20-24	0	10
Upper Gascoyne (S)	20-24	1	13
Upper Gascoyne (S)	25-29		3
Upper Gascoyne (S)	25-29	0	8
Upper Gascoyne (S)	25-29	1	20
Upper Gascoyne (S)	30-34		5
Upper Gascoyne (S)	30-34	0	8
Upper Gascoyne (S)	30-34	1	6
Upper Gascoyne (S)	35-39	0	10
Upper Gascoyne (S)	35-39	1	5
Upper Gascoyne (S)	40-44	0	7
Upper Gascoyne (S)	40-44	1	7
Upper Gascoyne (S)	45-49	1	6
Upper Gascoyne (S)	50-54	0	9
Upper Gascoyne (S)	50-54	1	11
Upper Gascoyne (S)	55-59		5
Upper Gascoyne (S)	55-59	0	7
Upper Gascoyne (S)	55-59	1	3
Upper Gascoyne (S)	60-64		3
Upper Gascoyne (S)	60-64	0	11
Upper Gascoyne (S)	60-64	1	3
Upper Gascoyne (S)	65+	0	14
Upper Gascoyne (S)	65+	1	6
Victoria Park (T)	0-4		110
Victoria Park (T)	0-4	0	1888
Victoria Park (T)	0-4	1	38
Victoria Park (T)	5-9		74
Victoria Park (T)	5-9	0	1399
Victoria Park (T)	5-9	1	43
Victoria Park (T)	10-14		87
Victoria Park (T)	10-14	0	1049
Victoria Park (T)	10-14	1	42
Victoria Park (T)	15-19		100
Victoria Park (T)	15-19	0	1471
Victoria Park (T)	15-19	1	43
Victoria Park (T)	20-24		232
Victoria Park (T)	20-24	0	2975
Victoria Park (T)	20-24	1	60
Victoria Park (T)	25-29		383
Victoria Park (T)	25-29	0	3725
Victoria Park (T)	25-29	1	47
Victoria Park (T)	30-34		343
Victoria Park (T)	30-34	0	3648
Victoria Park (T)	30-34	1	40
Victoria Park (T)	35-39		237
Victoria Park (T)	35-39	0	2674
Victoria Park (T)	35-39	1	25
Victoria Park (T)	40-44		175
Victoria Park (T)	40-44	0	2075
Victoria Park (T)	40-44	1	32
Victoria Park (T)	45-49		168
Victoria Park (T)	45-49	0	1846
Victoria Park (T)	45-49	1	30
Victoria Park (T)	50-54		146
Victoria Park (T)	50-54	0	1726
Victoria Park (T)	50-54	1	31
Victoria Park (T)	55-59		128
Victoria Park (T)	55-59	0	1581
Victoria Park (T)	55-59	1	27
Victoria Park (T)	60-64		107
Victoria Park (T)	60-64	0	1419
Victoria Park (T)	60-64	1	18
Victoria Park (T)	65+		334
Victoria Park (T)	65+	0	4355
Victoria Park (T)	65+	1	43
Victoria Plains (S)	0-4		3
Victoria Plains (S)	0-4	0	55
Victoria Plains (S)	5-9		5
Victoria Plains (S)	5-9	0	57
Victoria Plains (S)	10-14	0	35
Victoria Plains (S)	15-19	0	35
Victoria Plains (S)	15-19	1	4
Victoria Plains (S)	20-24	0	27
Victoria Plains (S)	20-24	1	3
Victoria Plains (S)	25-29		5
Victoria Plains (S)	25-29	0	34
Victoria Plains (S)	25-29	1	3
Victoria Plains (S)	30-34		4
Victoria Plains (S)	30-34	0	50
Victoria Plains (S)	35-39		10
Victoria Plains (S)	35-39	0	50
Victoria Plains (S)	35-39	1	3
Victoria Plains (S)	40-44		7
Victoria Plains (S)	40-44	0	54
Victoria Plains (S)	45-49		7
Victoria Plains (S)	45-49	0	76
Victoria Plains (S)	50-54		10
Victoria Plains (S)	50-54	0	78
Victoria Plains (S)	55-59		8
Victoria Plains (S)	55-59	0	86
Victoria Plains (S)	60-64		3
Victoria Plains (S)	60-64	0	39
Victoria Plains (S)	65+		25
Victoria Plains (S)	65+	0	126
Victoria Plains (S)	65+	1	3
Vincent (C)	0-4		117
Vincent (C)	0-4	0	1721
Vincent (C)	0-4	1	16
Vincent (C)	5-9		107
Vincent (C)	5-9	0	1577
Vincent (C)	5-9	1	13
Vincent (C)	10-14		69
Vincent (C)	10-14	0	1146
Vincent (C)	10-14	1	5
Vincent (C)	15-19		105
Vincent (C)	15-19	0	1084
Vincent (C)	15-19	1	16
Vincent (C)	20-24		238
Vincent (C)	20-24	0	2205
Vincent (C)	20-24	1	38
Vincent (C)	25-29		421
Vincent (C)	25-29	0	3919
Vincent (C)	25-29	1	36
Vincent (C)	30-34		403
Vincent (C)	30-34	0	3824
Vincent (C)	30-34	1	18
Vincent (C)	35-39		265
Vincent (C)	35-39	0	2765
Vincent (C)	35-39	1	16
Vincent (C)	40-44		166
Vincent (C)	40-44	0	2250
Vincent (C)	40-44	1	16
Vincent (C)	45-49		164
Vincent (C)	45-49	0	2066
Vincent (C)	45-49	1	20
Vincent (C)	50-54		150
Vincent (C)	50-54	0	1823
Vincent (C)	50-54	1	14
Vincent (C)	55-59		132
Vincent (C)	55-59	0	1677
Vincent (C)	55-59	1	9
Vincent (C)	60-64		97
Vincent (C)	60-64	0	1333
Vincent (C)	60-64	1	9
Vincent (C)	65+		305
Vincent (C)	65+	0	3329
Vincent (C)	65+	1	8
Wagin (S)	0-4		4
Wagin (S)	0-4	0	83
Wagin (S)	0-4	1	3
Wagin (S)	5-9		19
Wagin (S)	5-9	0	111
Wagin (S)	5-9	1	3
Wagin (S)	10-14		9
Wagin (S)	10-14	0	93
Wagin (S)	15-19		15
Wagin (S)	15-19	0	67
Wagin (S)	15-19	1	3
Wagin (S)	20-24		7
Wagin (S)	20-24	0	60
Wagin (S)	25-29		9
Wagin (S)	25-29	0	47
Wagin (S)	30-34		7
Wagin (S)	30-34	0	83
Wagin (S)	35-39		6
Wagin (S)	35-39	0	78
Wagin (S)	40-44		11
Wagin (S)	40-44	0	95
Wagin (S)	45-49		11
Wagin (S)	45-49	0	94
Wagin (S)	45-49	1	3
Wagin (S)	50-54		12
Wagin (S)	50-54	0	125
Wagin (S)	50-54	1	3
Wagin (S)	55-59		22
Wagin (S)	55-59	0	137
Wagin (S)	55-59	1	3
Wagin (S)	60-64		12
Wagin (S)	60-64	0	140
Wagin (S)	65+		42
Wagin (S)	65+	0	404
Wagin (S)	65+	1	8
Wandering (S)	0-4		5
Wandering (S)	0-4	0	23
Wandering (S)	5-9		3
Wandering (S)	5-9	0	29
Wandering (S)	10-14		3
Wandering (S)	10-14	0	27
Wandering (S)	15-19	0	8
Wandering (S)	20-24	0	13
Wandering (S)	25-29	0	10
Wandering (S)	30-34		3
Wandering (S)	30-34	0	24
Wandering (S)	35-39		3
Wandering (S)	35-39	0	24
Wandering (S)	40-44		3
Wandering (S)	40-44	0	31
Wandering (S)	45-49	0	39
Wandering (S)	50-54		6
Wandering (S)	50-54	0	39
Wandering (S)	55-59		3
Wandering (S)	55-59	0	29
Wandering (S)	60-64		3
Wandering (S)	60-64	0	27
Wandering (S)	65+		7
Wandering (S)	65+	0	75
Wanneroo (C)	0-4		808
Wanneroo (C)	0-4	0	13820
Wanneroo (C)	0-4	1	365
Wanneroo (C)	5-9		712
Wanneroo (C)	5-9	0	13797
Wanneroo (C)	5-9	1	364
Wanneroo (C)	10-14		574
Wanneroo (C)	10-14	0	12414
Wanneroo (C)	10-14	1	367
Wanneroo (C)	15-19		611
Wanneroo (C)	15-19	0	12556
Wanneroo (C)	15-19	1	262
Wanneroo (C)	20-24		738
Wanneroo (C)	20-24	0	11830
Wanneroo (C)	20-24	1	227
Wanneroo (C)	25-29		857
Wanneroo (C)	25-29	0	13118
Wanneroo (C)	25-29	1	210
Wanneroo (C)	30-34		869
Wanneroo (C)	30-34	0	14226
Wanneroo (C)	30-34	1	187
Wanneroo (C)	35-39		746
Wanneroo (C)	35-39	0	13167
Wanneroo (C)	35-39	1	130
Wanneroo (C)	40-44		766
Wanneroo (C)	40-44	0	13368
Wanneroo (C)	40-44	1	124
Wanneroo (C)	45-49		786
Wanneroo (C)	45-49	0	13011
Wanneroo (C)	45-49	1	127
