LGA_NAME16	FamilyHousehold	IncomeHousehold.max	households
Richmond Valley (A)	1	78750	593
Richmond Valley (A)	1	91875	362
Richmond Valley (A)	1	105000	399
Richmond Valley (A)	1	131250	546
Richmond Valley (A)	1	157500	312
Richmond Valley (A)	1	183750	130
Richmond Valley (A)	1	210000	80
Richmond Valley (A)	1	Inf	96
Rockdale (C)	0		759
Rockdale (C)	0	0	512
Rockdale (C)	0	7875	156
Rockdale (C)	0	15750	478
Rockdale (C)	0	21000	758
Rockdale (C)	0	26250	1434
Rockdale (C)	0	34125	762
Rockdale (C)	0	42000	714
Rockdale (C)	0	52500	861
Rockdale (C)	0	65625	952
Rockdale (C)	0	78750	727
Rockdale (C)	0	91875	689
Rockdale (C)	0	105000	511
Rockdale (C)	0	131250	921
Rockdale (C)	0	157500	185
Rockdale (C)	0	183750	137
Rockdale (C)	0	210000	293
Rockdale (C)	0	Inf	105
Rockdale (C)	1		2877
Rockdale (C)	1	0	361
Rockdale (C)	1	7875	159
Rockdale (C)	1	15750	235
Rockdale (C)	1	21000	185
Rockdale (C)	1	26250	650
Rockdale (C)	1	34125	612
Rockdale (C)	1	42000	1629
Rockdale (C)	1	52500	1441
Rockdale (C)	1	65625	1874
Rockdale (C)	1	78750	1954
Rockdale (C)	1	91875	1701
Rockdale (C)	1	105000	1718
Rockdale (C)	1	131250	3622
Rockdale (C)	1	157500	2479
Rockdale (C)	1	183750	1790
Rockdale (C)	1	210000	1291
Rockdale (C)	1	Inf	2443
Ryde (C)	0		670
Ryde (C)	0	0	682
Ryde (C)	0	7875	187
Ryde (C)	0	15750	534
Ryde (C)	0	21000	768
Ryde (C)	0	26250	1397
Ryde (C)	0	34125	774
Ryde (C)	0	42000	744
Ryde (C)	0	52500	896
Ryde (C)	0	65625	1054
Ryde (C)	0	78750	856
Ryde (C)	0	91875	805
Ryde (C)	0	105000	651
Ryde (C)	0	131250	1025
Ryde (C)	0	157500	198
Ryde (C)	0	183750	103
Ryde (C)	0	210000	414
Ryde (C)	0	Inf	138
Ryde (C)	1		2830
Ryde (C)	1	0	485
Ryde (C)	1	7875	160
Ryde (C)	1	15750	199
Ryde (C)	1	21000	147
Ryde (C)	1	26250	540
Ryde (C)	1	34125	522
Ryde (C)	1	42000	1281
Ryde (C)	1	52500	1242
Ryde (C)	1	65625	1776
Ryde (C)	1	78750	1816
Ryde (C)	1	91875	1687
Ryde (C)	1	105000	1690
Ryde (C)	1	131250	3723
Ryde (C)	1	157500	2803
Ryde (C)	1	183750	2127
Ryde (C)	1	210000	1815
Ryde (C)	1	Inf	4542
Shellharbour (C)	0		375
Shellharbour (C)	0	0	120
Shellharbour (C)	0	7875	68
Shellharbour (C)	0	15750	298
Shellharbour (C)	0	21000	619
Shellharbour (C)	0	26250	1237
Shellharbour (C)	0	34125	471
Shellharbour (C)	0	42000	390
Shellharbour (C)	0	52500	428
Shellharbour (C)	0	65625	421
Shellharbour (C)	0	78750	231
Shellharbour (C)	0	91875	198
Shellharbour (C)	0	105000	137
Shellharbour (C)	0	131250	208
Shellharbour (C)	0	157500	31
Shellharbour (C)	0	183750	10
Shellharbour (C)	0	210000	64
Shellharbour (C)	0	Inf	10
Shellharbour (C)	1		2010
Shellharbour (C)	1	0	131
Shellharbour (C)	1	7875	84
Shellharbour (C)	1	15750	130
Shellharbour (C)	1	21000	143
Shellharbour (C)	1	26250	505
Shellharbour (C)	1	34125	558
Shellharbour (C)	1	42000	1714
Shellharbour (C)	1	52500	1172
Shellharbour (C)	1	65625	1501
Shellharbour (C)	1	78750	1476
Shellharbour (C)	1	91875	1248
Shellharbour (C)	1	105000	1246
Shellharbour (C)	1	131250	2318
Shellharbour (C)	1	157500	1564
Shellharbour (C)	1	183750	932
Shellharbour (C)	1	210000	596
Shellharbour (C)	1	Inf	998
Shoalhaven (C)	0		980
Shoalhaven (C)	0	0	247
Shoalhaven (C)	0	7875	165
Shoalhaven (C)	0	15750	727
Shoalhaven (C)	0	21000	1297
Shoalhaven (C)	0	26250	2849
Shoalhaven (C)	0	34125	1331
Shoalhaven (C)	0	42000	983
Shoalhaven (C)	0	52500	942
Shoalhaven (C)	0	65625	799
Shoalhaven (C)	0	78750	481
Shoalhaven (C)	0	91875	374
Shoalhaven (C)	0	105000	266
Shoalhaven (C)	0	131250	275
Shoalhaven (C)	0	157500	17
Shoalhaven (C)	0	183750	6
Shoalhaven (C)	0	210000	133
Shoalhaven (C)	0	Inf	16
Shoalhaven (C)	1		3115
Shoalhaven (C)	1	0	224
Shoalhaven (C)	1	7875	150
Shoalhaven (C)	1	15750	235
Shoalhaven (C)	1	21000	255
Shoalhaven (C)	1	26250	1093
Shoalhaven (C)	1	34125	949
Shoalhaven (C)	1	42000	3410
Shoalhaven (C)	1	52500	2308
Shoalhaven (C)	1	65625	2759
Shoalhaven (C)	1	78750	2509
Shoalhaven (C)	1	91875	1657
Shoalhaven (C)	1	105000	1494
Shoalhaven (C)	1	131250	2470
Shoalhaven (C)	1	157500	1511
Shoalhaven (C)	1	183750	821
Shoalhaven (C)	1	210000	458
Shoalhaven (C)	1	Inf	886
Singleton (A)	0		118
Singleton (A)	0	0	59
Singleton (A)	0	7875	31
Singleton (A)	0	15750	110
Singleton (A)	0	21000	165
Singleton (A)	0	26250	299
Singleton (A)	0	34125	125
Singleton (A)	0	42000	129
Singleton (A)	0	52500	147
Singleton (A)	0	65625	159
Singleton (A)	0	78750	120
Singleton (A)	0	91875	95
Singleton (A)	0	105000	85
Singleton (A)	0	131250	161
Singleton (A)	0	157500	12
Singleton (A)	0	183750	8
Singleton (A)	0	210000	71
Singleton (A)	0	Inf	6
Singleton (A)	1		701
Singleton (A)	1	0	34
Singleton (A)	1	7875	21
Singleton (A)	1	15750	35
Singleton (A)	1	21000	38
Singleton (A)	1	26250	150
Singleton (A)	1	34125	156
Singleton (A)	1	42000	324
Singleton (A)	1	52500	287
Singleton (A)	1	65625	389
Singleton (A)	1	78750	389
Singleton (A)	1	91875	328
Singleton (A)	1	105000	365
Singleton (A)	1	131250	813
Singleton (A)	1	157500	581
Singleton (A)	1	183750	358
Singleton (A)	1	210000	273
Singleton (A)	1	Inf	620
Snowy Monaro Regional (A)	0		191
Snowy Monaro Regional (A)	0	0	51
Snowy Monaro Regional (A)	0	7875	37
Snowy Monaro Regional (A)	0	15750	143
Snowy Monaro Regional (A)	0	21000	252
Snowy Monaro Regional (A)	0	26250	446
Snowy Monaro Regional (A)	0	34125	267
Snowy Monaro Regional (A)	0	42000	238
Snowy Monaro Regional (A)	0	52500	265
Snowy Monaro Regional (A)	0	65625	192
Snowy Monaro Regional (A)	0	78750	135
Snowy Monaro Regional (A)	0	91875	97
Snowy Monaro Regional (A)	0	105000	68
Snowy Monaro Regional (A)	0	131250	94
Snowy Monaro Regional (A)	0	157500	19
Snowy Monaro Regional (A)	0	183750	10
Snowy Monaro Regional (A)	0	210000	44
Snowy Monaro Regional (A)	0	Inf	11
Snowy Monaro Regional (A)	1		630
Snowy Monaro Regional (A)	1	0	34
Snowy Monaro Regional (A)	1	7875	30
Snowy Monaro Regional (A)	1	15750	43
Snowy Monaro Regional (A)	1	21000	35
Snowy Monaro Regional (A)	1	26250	144
Snowy Monaro Regional (A)	1	34125	138
Snowy Monaro Regional (A)	1	42000	419
Snowy Monaro Regional (A)	1	52500	302
Snowy Monaro Regional (A)	1	65625	437
Snowy Monaro Regional (A)	1	78750	446
Snowy Monaro Regional (A)	1	91875	343
Snowy Monaro Regional (A)	1	105000	339
Snowy Monaro Regional (A)	1	131250	619
Snowy Monaro Regional (A)	1	157500	390
Snowy Monaro Regional (A)	1	183750	224
Snowy Monaro Regional (A)	1	210000	153
Snowy Monaro Regional (A)	1	Inf	234
Snowy Valleys (A)	0		112
Snowy Valleys (A)	0	0	29
Snowy Valleys (A)	0	7875	19
Snowy Valleys (A)	0	15750	113
Snowy Valleys (A)	0	21000	180
Snowy Valleys (A)	0	26250	369
Snowy Valleys (A)	0	34125	162
Snowy Valleys (A)	0	42000	124
Snowy Valleys (A)	0	52500	144
Snowy Valleys (A)	0	65625	134
Snowy Valleys (A)	0	78750	76
Snowy Valleys (A)	0	91875	70
Snowy Valleys (A)	0	105000	48
Snowy Valleys (A)	0	131250	55
Snowy Valleys (A)	0	157500	4
Snowy Valleys (A)	0	183750	3
Snowy Valleys (A)	0	210000	18
Snowy Valleys (A)	0	Inf	4
Snowy Valleys (A)	1		545
Snowy Valleys (A)	1	0	36
Snowy Valleys (A)	1	7875	24
Snowy Valleys (A)	1	15750	41
Snowy Valleys (A)	1	21000	46
Snowy Valleys (A)	1	26250	133
Snowy Valleys (A)	1	34125	117
Snowy Valleys (A)	1	42000	352
Snowy Valleys (A)	1	52500	244
Snowy Valleys (A)	1	65625	325
Snowy Valleys (A)	1	78750	343
Snowy Valleys (A)	1	91875	243
Snowy Valleys (A)	1	105000	237
Snowy Valleys (A)	1	131250	469
Snowy Valleys (A)	1	157500	245
Snowy Valleys (A)	1	183750	132
Snowy Valleys (A)	1	210000	68
Snowy Valleys (A)	1	Inf	108
Strathfield (A)	0		269
Strathfield (A)	0	0	169
Strathfield (A)	0	7875	55
Strathfield (A)	0	15750	149
Strathfield (A)	0	21000	214
Strathfield (A)	0	26250	335
Strathfield (A)	0	34125	192
Strathfield (A)	0	42000	207
Strathfield (A)	0	52500	219
Strathfield (A)	0	65625	243
Strathfield (A)	0	78750	218
Strathfield (A)	0	91875	183
Strathfield (A)	0	105000	134
Strathfield (A)	0	131250	274
Strathfield (A)	0	157500	84
Strathfield (A)	0	183750	60
Strathfield (A)	0	210000	94
Strathfield (A)	0	Inf	128
Strathfield (A)	1		1033
Strathfield (A)	1	0	146
Strathfield (A)	1	7875	50
Strathfield (A)	1	15750	94
Strathfield (A)	1	21000	77
Strathfield (A)	1	26250	162
Strathfield (A)	1	34125	192
Strathfield (A)	1	42000	440
Strathfield (A)	1	52500	419
Strathfield (A)	1	65625	650
Strathfield (A)	1	78750	606
Strathfield (A)	1	91875	567
Strathfield (A)	1	105000	571
Strathfield (A)	1	131250	1205
Strathfield (A)	1	157500	824
Strathfield (A)	1	183750	587
Strathfield (A)	1	210000	448
Strathfield (A)	1	Inf	1368
Sutherland Shire (A)	0		1143
Sutherland Shire (A)	0	0	448
Sutherland Shire (A)	0	7875	211
Sutherland Shire (A)	0	15750	714
Sutherland Shire (A)	0	21000	1239
Sutherland Shire (A)	0	26250	2663
Sutherland Shire (A)	0	34125	1533
Sutherland Shire (A)	0	42000	1368
Sutherland Shire (A)	0	52500	1503
Sutherland Shire (A)	0	65625	1674
Sutherland Shire (A)	0	78750	1112
Sutherland Shire (A)	0	91875	1126
Sutherland Shire (A)	0	105000	841
Sutherland Shire (A)	0	131250	1302
Sutherland Shire (A)	0	157500	182
Sutherland Shire (A)	0	183750	90
Sutherland Shire (A)	0	210000	540
Sutherland Shire (A)	0	Inf	92
Sutherland Shire (A)	1		6394
Sutherland Shire (A)	1	0	373
Sutherland Shire (A)	1	7875	211
Sutherland Shire (A)	1	15750	242
Sutherland Shire (A)	1	21000	181
Sutherland Shire (A)	1	26250	891
Sutherland Shire (A)	1	34125	849
Sutherland Shire (A)	1	42000	2326
Sutherland Shire (A)	1	52500	2338
Sutherland Shire (A)	1	65625	3401
Sutherland Shire (A)	1	78750	3327
Sutherland Shire (A)	1	91875	2890
Sutherland Shire (A)	1	105000	3280
Sutherland Shire (A)	1	131250	7332
Sutherland Shire (A)	1	157500	6352
Sutherland Shire (A)	1	183750	4866
Sutherland Shire (A)	1	210000	3689
Sutherland Shire (A)	1	Inf	9643
Sydney (C)	0		3493
Sydney (C)	0	0	3661
Sydney (C)	0	7875	663
Sydney (C)	0	15750	1713
Sydney (C)	0	21000	2368
Sydney (C)	0	26250	2672
Sydney (C)	0	34125	1721
Sydney (C)	0	42000	1829
Sydney (C)	0	52500	2374
Sydney (C)	0	65625	3030
Sydney (C)	0	78750	2848
Sydney (C)	0	91875	2898
Sydney (C)	0	105000	2505
Sydney (C)	0	131250	5462
Sydney (C)	0	157500	1161
Sydney (C)	0	183750	854
Sydney (C)	0	210000	4086
Sydney (C)	0	Inf	1750
Sydney (C)	1		3930
Sydney (C)	1	0	775
Sydney (C)	1	7875	187
Sydney (C)	1	15750	306
Sydney (C)	1	21000	235
Sydney (C)	1	26250	632
Sydney (C)	1	34125	607
Sydney (C)	1	42000	1150
Sydney (C)	1	52500	1183
Sydney (C)	1	65625	1673
Sydney (C)	1	78750	1763
Sydney (C)	1	91875	1644
Sydney (C)	1	105000	1825
Sydney (C)	1	131250	4658
Sydney (C)	1	157500	3858
Sydney (C)	1	183750	3293
Sydney (C)	1	210000	3211
Sydney (C)	1	Inf	9395
Tamworth Regional (A)	0		518
Tamworth Regional (A)	0	0	135
Tamworth Regional (A)	0	7875	79
Tamworth Regional (A)	0	15750	363
Tamworth Regional (A)	0	21000	607
Tamworth Regional (A)	0	26250	1330
Tamworth Regional (A)	0	34125	678
Tamworth Regional (A)	0	42000	576
Tamworth Regional (A)	0	52500	634
Tamworth Regional (A)	0	65625	549
Tamworth Regional (A)	0	78750	327
Tamworth Regional (A)	0	91875	239
Tamworth Regional (A)	0	105000	196
Tamworth Regional (A)	0	131250	227
Tamworth Regional (A)	0	157500	47
Tamworth Regional (A)	0	183750	24
Tamworth Regional (A)	0	210000	97
Tamworth Regional (A)	0	Inf	30
Tamworth Regional (A)	1		1849
Tamworth Regional (A)	1	0	98
Tamworth Regional (A)	1	7875	48
Tamworth Regional (A)	1	15750	114
Tamworth Regional (A)	1	21000	117
Tamworth Regional (A)	1	26250	476
Tamworth Regional (A)	1	34125	533
Tamworth Regional (A)	1	42000	1378
Tamworth Regional (A)	1	52500	1084
Tamworth Regional (A)	1	65625	1429
Tamworth Regional (A)	1	78750	1359
Tamworth Regional (A)	1	91875	1006
Tamworth Regional (A)	1	105000	1032
Tamworth Regional (A)	1	131250	1832
Tamworth Regional (A)	1	157500	1084
Tamworth Regional (A)	1	183750	626
Tamworth Regional (A)	1	210000	375
Tamworth Regional (A)	1	Inf	644
Temora (A)	0		71
Temora (A)	0	0	10
Temora (A)	0	7875	7
Temora (A)	0	15750	37
Temora (A)	0	21000	92
Temora (A)	0	26250	198
Temora (A)	0	34125	90
Temora (A)	0	42000	66
Temora (A)	0	52500	61
Temora (A)	0	65625	36
Temora (A)	0	78750	21
Temora (A)	0	91875	16
Temora (A)	0	105000	11
Temora (A)	0	131250	7
Temora (A)	0	210000	17
Temora (A)	1		178
Temora (A)	1	0	10
Temora (A)	1	7875	8
Temora (A)	1	15750	12
Temora (A)	1	21000	9
Temora (A)	1	26250	57
Temora (A)	1	34125	46
Temora (A)	1	42000	193
Temora (A)	1	52500	113
Temora (A)	1	65625	184
Temora (A)	1	78750	159
Temora (A)	1	91875	111
Temora (A)	1	105000	121
Temora (A)	1	131250	172
Temora (A)	1	157500	83
Temora (A)	1	183750	56
Temora (A)	1	210000	37
Temora (A)	1	Inf	46
Tenterfield (A)	0		57
Tenterfield (A)	0	0	33
Tenterfield (A)	0	7875	24
Tenterfield (A)	0	15750	91
Tenterfield (A)	0	21000	123
Tenterfield (A)	0	26250	274
Tenterfield (A)	0	34125	84
Tenterfield (A)	0	42000	89
Tenterfield (A)	0	52500	72
Tenterfield (A)	0	65625	60
Tenterfield (A)	0	78750	24
Tenterfield (A)	0	91875	14
Tenterfield (A)	0	105000	19
Tenterfield (A)	0	131250	18
Tenterfield (A)	0	210000	8
Tenterfield (A)	0	Inf	3
Tenterfield (A)	1		230
Tenterfield (A)	1	0	17
Tenterfield (A)	1	7875	22
Tenterfield (A)	1	15750	23
Tenterfield (A)	1	21000	27
Tenterfield (A)	1	26250	123
Tenterfield (A)	1	34125	88
Tenterfield (A)	1	42000	254
Tenterfield (A)	1	52500	143
Tenterfield (A)	1	65625	176
Tenterfield (A)	1	78750	169
Tenterfield (A)	1	91875	77
Tenterfield (A)	1	105000	91
Tenterfield (A)	1	131250	110
Tenterfield (A)	1	157500	55
Tenterfield (A)	1	183750	23
Tenterfield (A)	1	210000	15
Tenterfield (A)	1	Inf	38
The Hills Shire (A)	0		387
The Hills Shire (A)	0	0	193
The Hills Shire (A)	0	7875	85
The Hills Shire (A)	0	15750	228
The Hills Shire (A)	0	21000	348
The Hills Shire (A)	0	26250	820
The Hills Shire (A)	0	34125	550
The Hills Shire (A)	0	42000	481
The Hills Shire (A)	0	52500	464
The Hills Shire (A)	0	65625	549
The Hills Shire (A)	0	78750	411
The Hills Shire (A)	0	91875	369
The Hills Shire (A)	0	105000	291
The Hills Shire (A)	0	131250	547
The Hills Shire (A)	0	157500	67
The Hills Shire (A)	0	183750	40
The Hills Shire (A)	0	210000	255
The Hills Shire (A)	0	Inf	56
The Hills Shire (A)	1		4482
The Hills Shire (A)	1	0	357
The Hills Shire (A)	1	7875	159
The Hills Shire (A)	1	15750	182
The Hills Shire (A)	1	21000	123
The Hills Shire (A)	1	26250	499
The Hills Shire (A)	1	34125	495
The Hills Shire (A)	1	42000	1300
The Hills Shire (A)	1	52500	1395
The Hills Shire (A)	1	65625	2079
The Hills Shire (A)	1	78750	2109
The Hills Shire (A)	1	91875	1866
The Hills Shire (A)	1	105000	2100
The Hills Shire (A)	1	131250	4985
The Hills Shire (A)	1	157500	4180
The Hills Shire (A)	1	183750	3533
The Hills Shire (A)	1	210000	3060
The Hills Shire (A)	1	Inf	8778
Tweed (A)	0		970
Tweed (A)	0	0	264
Tweed (A)	0	7875	145
Tweed (A)	0	15750	589
Tweed (A)	0	21000	1142
Tweed (A)	0	26250	2613
Tweed (A)	0	34125	1430
Tweed (A)	0	42000	916
Tweed (A)	0	52500	981
Tweed (A)	0	65625	848
Tweed (A)	0	78750	485
Tweed (A)	0	91875	325
Tweed (A)	0	105000	260
Tweed (A)	0	131250	251
Tweed (A)	0	157500	55
Tweed (A)	0	183750	18
Tweed (A)	0	210000	135
Tweed (A)	0	Inf	14
Tweed (A)	1		2771
Tweed (A)	1	0	174
Tweed (A)	1	7875	129
Tweed (A)	1	15750	165
Tweed (A)	1	21000	166
Tweed (A)	1	26250	785
Tweed (A)	1	34125	853
Tweed (A)	1	42000	2624
Tweed (A)	1	52500	1868
Tweed (A)	1	65625	2387
Tweed (A)	1	78750	2246
Tweed (A)	1	91875	1612
Tweed (A)	1	105000	1487
Tweed (A)	1	131250	2558
Tweed (A)	1	157500	1562
Tweed (A)	1	183750	862
Tweed (A)	1	210000	482
Tweed (A)	1	Inf	911
Upper Hunter Shire (A)	0		134
Upper Hunter Shire (A)	0	0	31
Upper Hunter Shire (A)	0	7875	31
Upper Hunter Shire (A)	0	15750	80
Upper Hunter Shire (A)	0	21000	141
Upper Hunter Shire (A)	0	26250	332
Upper Hunter Shire (A)	0	34125	136
Upper Hunter Shire (A)	0	42000	150
Upper Hunter Shire (A)	0	52500	137
Upper Hunter Shire (A)	0	65625	117
Upper Hunter Shire (A)	0	78750	80
Upper Hunter Shire (A)	0	91875	53
Upper Hunter Shire (A)	0	105000	58
Upper Hunter Shire (A)	0	131250	72
Upper Hunter Shire (A)	0	157500	9
Upper Hunter Shire (A)	0	183750	3
Upper Hunter Shire (A)	0	210000	26
Upper Hunter Shire (A)	0	Inf	6
Upper Hunter Shire (A)	1		429
Upper Hunter Shire (A)	1	0	33
Upper Hunter Shire (A)	1	7875	20
Upper Hunter Shire (A)	1	15750	37
Upper Hunter Shire (A)	1	21000	28
Upper Hunter Shire (A)	1	26250	104
Upper Hunter Shire (A)	1	34125	94
Upper Hunter Shire (A)	1	42000	305
Upper Hunter Shire (A)	1	52500	226
Upper Hunter Shire (A)	1	65625	305
Upper Hunter Shire (A)	1	78750	301
Upper Hunter Shire (A)	1	91875	207
Upper Hunter Shire (A)	1	105000	233
Upper Hunter Shire (A)	1	131250	436
Upper Hunter Shire (A)	1	157500	292
Upper Hunter Shire (A)	1	183750	186
Upper Hunter Shire (A)	1	210000	106
Upper Hunter Shire (A)	1	Inf	216
Upper Lachlan Shire (A)	0		58
Upper Lachlan Shire (A)	0	0	33
Upper Lachlan Shire (A)	0	7875	12
Upper Lachlan Shire (A)	0	15750	62
Upper Lachlan Shire (A)	0	21000	81
Upper Lachlan Shire (A)	0	26250	182
Upper Lachlan Shire (A)	0	34125	97
Upper Lachlan Shire (A)	0	42000	72
Upper Lachlan Shire (A)	0	52500	87
Upper Lachlan Shire (A)	0	65625	65
Upper Lachlan Shire (A)	0	78750	38
Upper Lachlan Shire (A)	0	91875	28
Upper Lachlan Shire (A)	0	105000	18
Upper Lachlan Shire (A)	0	131250	30
Upper Lachlan Shire (A)	0	210000	25
Upper Lachlan Shire (A)	1		254
Upper Lachlan Shire (A)	1	0	15
Upper Lachlan Shire (A)	1	7875	12
Upper Lachlan Shire (A)	1	15750	17
Upper Lachlan Shire (A)	1	21000	16
Upper Lachlan Shire (A)	1	26250	78
Upper Lachlan Shire (A)	1	34125	55
Upper Lachlan Shire (A)	1	42000	178
Upper Lachlan Shire (A)	1	52500	149
Upper Lachlan Shire (A)	1	65625	172
Upper Lachlan Shire (A)	1	78750	165
Upper Lachlan Shire (A)	1	91875	143
Upper Lachlan Shire (A)	1	105000	139
Upper Lachlan Shire (A)	1	131250	219
Upper Lachlan Shire (A)	1	157500	143
Upper Lachlan Shire (A)	1	183750	102
Upper Lachlan Shire (A)	1	210000	51
Upper Lachlan Shire (A)	1	Inf	101
Uralla (A)	0		43
Uralla (A)	0	0	11
Uralla (A)	0	7875	11
Uralla (A)	0	15750	44
Uralla (A)	0	21000	72
Uralla (A)	0	26250	166
Uralla (A)	0	34125	76
Uralla (A)	0	42000	55
Uralla (A)	0	52500	61
Uralla (A)	0	65625	51
Uralla (A)	0	78750	28
Uralla (A)	0	91875	22
Uralla (A)	0	105000	15
Uralla (A)	0	131250	13
Uralla (A)	0	210000	9
Uralla (A)	1		202
Uralla (A)	1	0	13
Uralla (A)	1	7875	9
Uralla (A)	1	15750	21
Uralla (A)	1	21000	12
Uralla (A)	1	26250	65
Uralla (A)	1	34125	56
Uralla (A)	1	42000	174
Uralla (A)	1	52500	133
Uralla (A)	1	65625	145
Uralla (A)	1	78750	157
Uralla (A)	1	91875	99
Uralla (A)	1	105000	122
Uralla (A)	1	131250	179
Uralla (A)	1	157500	92
Uralla (A)	1	183750	58
Uralla (A)	1	210000	36
Uralla (A)	1	Inf	45
Wagga Wagga (C)	0		507
Wagga Wagga (C)	0	0	112
Wagga Wagga (C)	0	7875	93
Wagga Wagga (C)	0	15750	385
Wagga Wagga (C)	0	21000	551
Wagga Wagga (C)	0	26250	1043
Wagga Wagga (C)	0	34125	607
Wagga Wagga (C)	0	42000	615
Wagga Wagga (C)	0	52500	680
Wagga Wagga (C)	0	65625	656
Wagga Wagga (C)	0	78750	468
Wagga Wagga (C)	0	91875	289
Wagga Wagga (C)	0	105000	274
Wagga Wagga (C)	0	131250	328
Wagga Wagga (C)	0	157500	52
Wagga Wagga (C)	0	183750	34
Wagga Wagga (C)	0	210000	107
Wagga Wagga (C)	0	Inf	23
Wagga Wagga (C)	1		1812
Wagga Wagga (C)	1	0	90
Wagga Wagga (C)	1	7875	65
Wagga Wagga (C)	1	15750	104
Wagga Wagga (C)	1	21000	107
Wagga Wagga (C)	1	26250	417
Wagga Wagga (C)	1	34125	452
Wagga Wagga (C)	1	42000	1087
Wagga Wagga (C)	1	52500	963
Wagga Wagga (C)	1	65625	1255
Wagga Wagga (C)	1	78750	1353
Wagga Wagga (C)	1	91875	1072
Wagga Wagga (C)	1	105000	1138
Wagga Wagga (C)	1	131250	2077
Wagga Wagga (C)	1	157500	1399
Wagga Wagga (C)	1	183750	845
Wagga Wagga (C)	1	210000	477
Wagga Wagga (C)	1	Inf	865
Walcha (A)	0		32
Walcha (A)	0	0	7
Walcha (A)	0	7875	10
Walcha (A)	0	15750	27
Walcha (A)	0	21000	48
Walcha (A)	0	26250	73
Walcha (A)	0	34125	39
Walcha (A)	0	42000	35
Walcha (A)	0	52500	29
Walcha (A)	0	65625	25
Walcha (A)	0	78750	21
Walcha (A)	0	91875	5
Walcha (A)	0	105000	13
Walcha (A)	0	131250	4
Walcha (A)	0	210000	13
Walcha (A)	1		115
Walcha (A)	1	0	11
Walcha (A)	1	7875	7
Walcha (A)	1	15750	9
Walcha (A)	1	21000	3
Walcha (A)	1	26250	22
Walcha (A)	1	34125	29
Walcha (A)	1	42000	80
Walcha (A)	1	52500	65
Walcha (A)	1	65625	83
Walcha (A)	1	78750	68
Walcha (A)	1	91875	48
Walcha (A)	1	105000	65
Walcha (A)	1	131250	77
Walcha (A)	1	157500	33
Walcha (A)	1	183750	28
Walcha (A)	1	210000	15
Walcha (A)	1	Inf	38
Walgett (A)	0		98
Walgett (A)	0	0	29
Walgett (A)	0	7875	22
Walgett (A)	0	15750	90
Walgett (A)	0	21000	128
Walgett (A)	0	26250	187
Walgett (A)	0	34125	65
Walgett (A)	0	42000	55
Walgett (A)	0	52500	79
Walgett (A)	0	65625	65
Walgett (A)	0	78750	32
Walgett (A)	0	91875	27
Walgett (A)	0	105000	14
Walgett (A)	0	131250	25
Walgett (A)	0	210000	16
Walgett (A)	1		219
Walgett (A)	1	0	24
Walgett (A)	1	7875	15
Walgett (A)	1	15750	24
Walgett (A)	1	21000	29
Walgett (A)	1	26250	86
Walgett (A)	1	34125	73
Walgett (A)	1	42000	160
Walgett (A)	1	52500	121
Walgett (A)	1	65625	128
Walgett (A)	1	78750	110
Walgett (A)	1	91875	70
Walgett (A)	1	105000	59
Walgett (A)	1	131250	101
Walgett (A)	1	157500	63
Walgett (A)	1	183750	27
Walgett (A)	1	210000	22
Walgett (A)	1	Inf	38
Warren (A)	0		28
Warren (A)	0	0	9
Warren (A)	0	7875	4
Warren (A)	0	15750	31
Warren (A)	0	21000	38
Warren (A)	0	26250	60
Warren (A)	0	34125	25
Warren (A)	0	42000	28
Warren (A)	0	52500	37
Warren (A)	0	65625	30
Warren (A)	0	78750	16
Warren (A)	0	91875	13
Warren (A)	0	105000	14
Warren (A)	0	131250	8
Warren (A)	0	210000	3
Warren (A)	1		114
Warren (A)	1	0	9
Warren (A)	1	7875	3
Warren (A)	1	15750	11
Warren (A)	1	21000	3
Warren (A)	1	26250	23
Warren (A)	1	34125	19
Warren (A)	1	42000	58
Warren (A)	1	52500	44
Warren (A)	1	65625	58
Warren (A)	1	78750	57
Warren (A)	1	91875	34
Warren (A)	1	105000	50
Warren (A)	1	131250	91
Warren (A)	1	157500	48
Warren (A)	1	183750	18
Warren (A)	1	210000	17
Warren (A)	1	Inf	29
Warrumbungle Shire (A)	0		114
Warrumbungle Shire (A)	0	0	30
Warrumbungle Shire (A)	0	7875	26
Warrumbungle Shire (A)	0	15750	73
Warrumbungle Shire (A)	0	21000	148
Warrumbungle Shire (A)	0	26250	302
Warrumbungle Shire (A)	0	34125	114
Warrumbungle Shire (A)	0	42000	74
Warrumbungle Shire (A)	0	52500	92
Warrumbungle Shire (A)	0	65625	81
Warrumbungle Shire (A)	0	78750	33
Warrumbungle Shire (A)	0	91875	28
Warrumbungle Shire (A)	0	105000	17
Warrumbungle Shire (A)	0	131250	31
Warrumbungle Shire (A)	0	210000	18
Warrumbungle Shire (A)	1		347
Warrumbungle Shire (A)	1	0	20
Warrumbungle Shire (A)	1	7875	24
Warrumbungle Shire (A)	1	15750	22
Warrumbungle Shire (A)	1	21000	30
Warrumbungle Shire (A)	1	26250	127
Warrumbungle Shire (A)	1	34125	98
Warrumbungle Shire (A)	1	42000	318
Warrumbungle Shire (A)	1	52500	217
Warrumbungle Shire (A)	1	65625	236
Warrumbungle Shire (A)	1	78750	219
Warrumbungle Shire (A)	1	91875	114
Warrumbungle Shire (A)	1	105000	119
