LGA_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
Gwydir (A)	1	0	0	1	83
Gwydir (A)	1	0	1	0	25
Gwydir (A)	1	0	1	1	13
Gwydir (A)	1	1	0	0	282
Gwydir (A)	1	1	0	1	18
Gwydir (A)	1	1	1	0	47
Gwydir (A)	1	1	1	1	6
Hawkesbury (C)					189
Hawkesbury (C)	0	0	0	1	1118
Hawkesbury (C)	0	0	1	0	244
Hawkesbury (C)	0	0	1	1	125
Hawkesbury (C)	0	1	0	0	982
Hawkesbury (C)	0	1	0	1	116
Hawkesbury (C)	0	1	1	0	202
Hawkesbury (C)	0	1	1	1	41
Hawkesbury (C)	1	0	0	1	1938
Hawkesbury (C)	1	0	1	0	551
Hawkesbury (C)	1	0	1	1	510
Hawkesbury (C)	1	1	0	0	4042
Hawkesbury (C)	1	1	0	1	374
Hawkesbury (C)	1	1	1	0	768
Hawkesbury (C)	1	1	1	1	211
Hay (A)					8
Hay (A)	0	0	0	1	48
Hay (A)	0	0	1	0	3
Hay (A)	0	0	1	1	6
Hay (A)	0	1	0	0	54
Hay (A)	0	1	0	1	7
Hay (A)	0	1	1	0	9
Hay (A)	0	1	1	1	3
Hay (A)	1	0	0	1	61
Hay (A)	1	0	1	0	16
Hay (A)	1	0	1	1	10
Hay (A)	1	1	0	0	134
Hay (A)	1	1	0	1	7
Hay (A)	1	1	1	0	33
Hay (A)	1	1	1	1	9
Hilltops (A)					69
Hilltops (A)	0	0	0	1	262
Hilltops (A)	0	0	1	0	67
Hilltops (A)	0	0	1	1	20
Hilltops (A)	0	1	0	0	350
Hilltops (A)	0	1	0	1	37
Hilltops (A)	0	1	1	0	68
Hilltops (A)	0	1	1	1	10
Hilltops (A)	1	0	0	1	345
Hilltops (A)	1	0	1	0	140
Hilltops (A)	1	0	1	1	68
Hilltops (A)	1	1	0	0	943
Hilltops (A)	1	1	0	1	59
Hilltops (A)	1	1	1	0	194
Hilltops (A)	1	1	1	1	42
Hornsby (A)					462
Hornsby (A)	0	0	0	1	1938
Hornsby (A)	0	0	1	0	611
Hornsby (A)	0	0	1	1	324
Hornsby (A)	0	1	0	0	1165
Hornsby (A)	0	1	0	1	69
Hornsby (A)	0	1	1	0	339
Hornsby (A)	0	1	1	1	39
Hornsby (A)	1	0	0	1	3896
Hornsby (A)	1	0	1	0	2635
Hornsby (A)	1	0	1	1	1533
Hornsby (A)	1	1	0	0	11257
Hornsby (A)	1	1	0	1	293
Hornsby (A)	1	1	1	0	2371
Hornsby (A)	1	1	1	1	266
Hunters Hill (A)					36
Hunters Hill (A)	0	0	0	1	144
Hunters Hill (A)	0	0	1	0	57
Hunters Hill (A)	0	0	1	1	20
Hunters Hill (A)	0	1	0	0	129
Hunters Hill (A)	0	1	0	1	6
Hunters Hill (A)	0	1	1	0	27
Hunters Hill (A)	1	0	0	1	296
Hunters Hill (A)	1	0	1	0	232
Hunters Hill (A)	1	0	1	1	122
Hunters Hill (A)	1	1	0	0	933
Hunters Hill (A)	1	1	0	1	14
Hunters Hill (A)	1	1	1	0	217
Hunters Hill (A)	1	1	1	1	24
Inner West (A)					1077
Inner West (A)	0	0	0	1	2554
Inner West (A)	0	0	1	0	850
Inner West (A)	0	0	1	1	241
Inner West (A)	0	1	0	0	2034
Inner West (A)	0	1	0	1	113
Inner West (A)	0	1	1	0	289
Inner West (A)	0	1	1	1	30
Inner West (A)	1	0	0	1	2759
Inner West (A)	1	0	1	0	1536
Inner West (A)	1	0	1	1	685
Inner West (A)	1	1	0	0	12347
Inner West (A)	1	1	0	1	206
Inner West (A)	1	1	1	0	1313
Inner West (A)	1	1	1	1	107
Inverell (A)					57
Inverell (A)	0	0	0	1	230
Inverell (A)	0	0	1	0	54
Inverell (A)	0	0	1	1	14
Inverell (A)	0	1	0	0	394
Inverell (A)	0	1	0	1	36
Inverell (A)	0	1	1	0	72
Inverell (A)	0	1	1	1	9
Inverell (A)	1	0	0	1	281
Inverell (A)	1	0	1	0	121
Inverell (A)	1	0	1	1	49
Inverell (A)	1	1	0	0	832
Inverell (A)	1	1	0	1	71
Inverell (A)	1	1	1	0	165
Inverell (A)	1	1	1	1	34
Junee (A)					21
Junee (A)	0	0	0	1	84
Junee (A)	0	0	1	0	23
Junee (A)	0	0	1	1	5
Junee (A)	0	1	0	0	104
Junee (A)	0	1	0	1	12
Junee (A)	0	1	1	0	14
Junee (A)	0	1	1	1	3
Junee (A)	1	0	0	1	125
Junee (A)	1	0	1	0	37
Junee (A)	1	0	1	1	18
Junee (A)	1	1	0	0	287
Junee (A)	1	1	0	1	25
Junee (A)	1	1	1	0	51
Junee (A)	1	1	1	1	8
Kempsey (A)					111
Kempsey (A)	0	0	0	1	559
Kempsey (A)	0	0	1	0	117
Kempsey (A)	0	0	1	1	45
Kempsey (A)	0	1	0	0	726
Kempsey (A)	0	1	0	1	82
Kempsey (A)	0	1	1	0	112
Kempsey (A)	0	1	1	1	28
Kempsey (A)	1	0	0	1	567
Kempsey (A)	1	0	1	0	173
Kempsey (A)	1	0	1	1	81
Kempsey (A)	1	1	0	0	1078
Kempsey (A)	1	1	0	1	92
Kempsey (A)	1	1	1	0	253
Kempsey (A)	1	1	1	1	53
Kiama (A)					44
Kiama (A)	0	0	0	1	266
Kiama (A)	0	0	1	0	80
Kiama (A)	0	0	1	1	32
Kiama (A)	0	1	0	0	227
Kiama (A)	0	1	0	1	17
Kiama (A)	0	1	1	0	53
Kiama (A)	0	1	1	1	8
Kiama (A)	1	0	0	1	545
Kiama (A)	1	0	1	0	263
Kiama (A)	1	0	1	1	133
Kiama (A)	1	1	0	0	1191
Kiama (A)	1	1	0	1	68
Kiama (A)	1	1	1	0	278
Kiama (A)	1	1	1	1	46
Ku-ring-gai (A)					367
Ku-ring-gai (A)	0	0	0	1	1199
Ku-ring-gai (A)	0	0	1	0	658
Ku-ring-gai (A)	0	0	1	1	213
Ku-ring-gai (A)	0	1	0	0	884
Ku-ring-gai (A)	0	1	0	1	46
Ku-ring-gai (A)	0	1	1	0	300
Ku-ring-gai (A)	0	1	1	1	23
Ku-ring-gai (A)	1	0	0	1	2718
Ku-ring-gai (A)	1	0	1	0	2748
Ku-ring-gai (A)	1	0	1	1	1314
Ku-ring-gai (A)	1	1	0	0	9290
Ku-ring-gai (A)	1	1	0	1	178
Ku-ring-gai (A)	1	1	1	0	2266
Ku-ring-gai (A)	1	1	1	1	205
Kyogle (A)					38
Kyogle (A)	0	0	0	1	152
Kyogle (A)	0	0	1	0	41
Kyogle (A)	0	0	1	1	7
Kyogle (A)	0	1	0	0	173
Kyogle (A)	0	1	0	1	10
Kyogle (A)	0	1	1	0	33
Kyogle (A)	0	1	1	1	8
Kyogle (A)	1	0	0	1	147
Kyogle (A)	1	0	1	0	70
Kyogle (A)	1	0	1	1	18
Kyogle (A)	1	1	0	0	365
Kyogle (A)	1	1	0	1	22
Kyogle (A)	1	1	1	0	75
Kyogle (A)	1	1	1	1	10
Lachlan (A)					27
Lachlan (A)	0	0	0	1	87
Lachlan (A)	0	0	1	0	16
Lachlan (A)	0	0	1	1	7
Lachlan (A)	0	1	0	0	126
Lachlan (A)	0	1	0	1	15
Lachlan (A)	0	1	1	0	18
Lachlan (A)	0	1	1	1	3
Lachlan (A)	1	0	0	1	94
Lachlan (A)	1	0	1	0	26
Lachlan (A)	1	0	1	1	18
Lachlan (A)	1	1	0	0	389
Lachlan (A)	1	1	0	1	13
Lachlan (A)	1	1	1	0	46
Lachlan (A)	1	1	1	1	6
Lake Macquarie (C)					661
Lake Macquarie (C)	0	0	0	1	3672
Lake Macquarie (C)	0	0	1	0	896
Lake Macquarie (C)	0	0	1	1	347
Lake Macquarie (C)	0	1	0	0	3558
Lake Macquarie (C)	0	1	0	1	330
Lake Macquarie (C)	0	1	1	0	625
Lake Macquarie (C)	0	1	1	1	132
Lake Macquarie (C)	1	0	0	1	4983
Lake Macquarie (C)	1	0	1	0	1875
Lake Macquarie (C)	1	0	1	1	1258
Lake Macquarie (C)	1	1	0	0	11584
Lake Macquarie (C)	1	1	0	1	789
Lake Macquarie (C)	1	1	1	0	2241
Lake Macquarie (C)	1	1	1	1	367
Lane Cove (A)					171
Lane Cove (A)	0	0	0	1	372
Lane Cove (A)	0	0	1	0	182
Lane Cove (A)	0	0	1	1	48
Lane Cove (A)	0	1	0	0	345
Lane Cove (A)	0	1	0	1	11
Lane Cove (A)	0	1	1	0	45
Lane Cove (A)	0	1	1	1	3
Lane Cove (A)	1	0	0	1	541
Lane Cove (A)	1	0	1	0	534
Lane Cove (A)	1	0	1	1	237
Lane Cove (A)	1	1	0	0	2940
Lane Cove (A)	1	1	0	1	35
Lane Cove (A)	1	1	1	0	415
Lane Cove (A)	1	1	1	1	29
Leeton (A)					37
Leeton (A)	0	0	0	1	148
Leeton (A)	0	0	1	0	29
Leeton (A)	0	0	1	1	5
Leeton (A)	0	1	0	0	200
Leeton (A)	0	1	0	1	17
Leeton (A)	0	1	1	0	32
Leeton (A)	0	1	1	1	9
Leeton (A)	1	0	0	1	232
Leeton (A)	1	0	1	0	77
Leeton (A)	1	0	1	1	55
Leeton (A)	1	1	0	0	587
Leeton (A)	1	1	0	1	45
Leeton (A)	1	1	1	0	115
Leeton (A)	1	1	1	1	25
Lismore (C)					169
Lismore (C)	0	0	0	1	729
Lismore (C)	0	0	1	0	254
Lismore (C)	0	0	1	1	95
Lismore (C)	0	1	0	0	1011
Lismore (C)	0	1	0	1	73
Lismore (C)	0	1	1	0	171
Lismore (C)	0	1	1	1	36
Lismore (C)	1	0	0	1	824
Lismore (C)	1	0	1	0	328
Lismore (C)	1	0	1	1	174
Lismore (C)	1	1	0	0	2102
Lismore (C)	1	1	0	1	113
Lismore (C)	1	1	1	0	445
Lismore (C)	1	1	1	1	54
Lithgow (C)					70
Lithgow (C)	0	0	0	1	369
Lithgow (C)	0	0	1	0	82
Lithgow (C)	0	0	1	1	24
Lithgow (C)	0	1	0	0	398
Lithgow (C)	0	1	0	1	37
Lithgow (C)	0	1	1	0	74
Lithgow (C)	0	1	1	1	21
Lithgow (C)	1	0	0	1	468
Lithgow (C)	1	0	1	0	133
Lithgow (C)	1	0	1	1	85
Lithgow (C)	1	1	0	0	978
Lithgow (C)	1	1	0	1	67
Lithgow (C)	1	1	1	0	184
Lithgow (C)	1	1	1	1	30
Liverpool (C)					800
Liverpool (C)	0	0	0	1	3593
Liverpool (C)	0	0	1	0	862
Liverpool (C)	0	0	1	1	549
Liverpool (C)	0	1	0	0	3153
Liverpool (C)	0	1	0	1	410
Liverpool (C)	0	1	1	0	685
Liverpool (C)	0	1	1	1	190
Liverpool (C)	1	0	0	1	5956
Liverpool (C)	1	0	1	0	2230
Liverpool (C)	1	0	1	1	2036
Liverpool (C)	1	1	0	0	14133
Liverpool (C)	1	1	0	1	1016
Liverpool (C)	1	1	1	0	3402
Liverpool (C)	1	1	1	1	718
Liverpool Plains (A)					38
Liverpool Plains (A)	0	0	0	1	116
Liverpool Plains (A)	0	0	1	0	22
Liverpool Plains (A)	0	0	1	1	13
Liverpool Plains (A)	0	1	0	0	156
Liverpool Plains (A)	0	1	0	1	13
Liverpool Plains (A)	0	1	1	0	27
Liverpool Plains (A)	0	1	1	1	8
Liverpool Plains (A)	1	0	0	1	139
Liverpool Plains (A)	1	0	1	0	36
Liverpool Plains (A)	1	0	1	1	26
Liverpool Plains (A)	1	1	0	0	388
Liverpool Plains (A)	1	1	0	1	20
Liverpool Plains (A)	1	1	1	0	86
Liverpool Plains (A)	1	1	1	1	13
Lockhart (A)					7
Lockhart (A)	0	0	0	1	42
Lockhart (A)	0	0	1	0	14
Lockhart (A)	0	1	0	0	43
Lockhart (A)	0	1	0	1	3
Lockhart (A)	1	0	0	1	61
Lockhart (A)	1	0	1	0	14
Lockhart (A)	1	0	1	1	13
Lockhart (A)	1	1	0	0	181
Lockhart (A)	1	1	0	1	11
Lockhart (A)	1	1	1	0	36
Lockhart (A)	1	1	1	1	3
Maitland (C)					291
Maitland (C)	0	0	0	1	1197
Maitland (C)	0	0	1	0	320
Maitland (C)	0	0	1	1	156
Maitland (C)	0	1	0	0	1688
Maitland (C)	0	1	0	1	140
Maitland (C)	0	1	1	0	280
Maitland (C)	0	1	1	1	52
Maitland (C)	1	0	0	1	1775
Maitland (C)	1	0	1	0	677
Maitland (C)	1	0	1	1	452
Maitland (C)	1	1	0	0	5219
Maitland (C)	1	1	0	1	306
Maitland (C)	1	1	1	0	947
Maitland (C)	1	1	1	1	154
Mid-Coast (A)					320
Mid-Coast (A)	0	0	0	1	1557
Mid-Coast (A)	0	0	1	0	350
Mid-Coast (A)	0	0	1	1	114
Mid-Coast (A)	0	1	0	0	1762
Mid-Coast (A)	0	1	0	1	176
Mid-Coast (A)	0	1	1	0	324
Mid-Coast (A)	0	1	1	1	58
Mid-Coast (A)	1	0	0	1	1666
Mid-Coast (A)	1	0	1	0	609
Mid-Coast (A)	1	0	1	1	280
Mid-Coast (A)	1	1	0	0	3643
Mid-Coast (A)	1	1	0	1	274
Mid-Coast (A)	1	1	1	0	755
Mid-Coast (A)	1	1	1	1	134
Mid-Western Regional (A)					77
Mid-Western Regional (A)	0	0	0	1	319
Mid-Western Regional (A)	0	0	1	0	75
Mid-Western Regional (A)	0	0	1	1	22
Mid-Western Regional (A)	0	1	0	0	425
Mid-Western Regional (A)	0	1	0	1	34
Mid-Western Regional (A)	0	1	1	0	64
Mid-Western Regional (A)	0	1	1	1	12
Mid-Western Regional (A)	1	0	0	1	418
Mid-Western Regional (A)	1	0	1	0	149
Mid-Western Regional (A)	1	0	1	1	69
Mid-Western Regional (A)	1	1	0	0	1502
Mid-Western Regional (A)	1	1	0	1	84
Mid-Western Regional (A)	1	1	1	0	229
Mid-Western Regional (A)	1	1	1	1	30
Moree Plains (A)					82
Moree Plains (A)	0	0	0	1	209
Moree Plains (A)	0	0	1	0	30
Moree Plains (A)	0	0	1	1	18
Moree Plains (A)	0	1	0	0	338
Moree Plains (A)	0	1	0	1	49
Moree Plains (A)	0	1	1	0	42
Moree Plains (A)	0	1	1	1	13
Moree Plains (A)	1	0	0	1	223
Moree Plains (A)	1	0	1	0	78
Moree Plains (A)	1	0	1	1	34
Moree Plains (A)	1	1	0	0	726
Moree Plains (A)	1	1	0	1	41
Moree Plains (A)	1	1	1	0	96
Moree Plains (A)	1	1	1	1	25
Mosman (A)					86
Mosman (A)	0	0	0	1	257
Mosman (A)	0	0	1	0	158
Mosman (A)	0	0	1	1	47
Mosman (A)	0	1	0	0	271
Mosman (A)	0	1	0	1	7
Mosman (A)	0	1	1	0	61
Mosman (A)	1	0	0	1	420
Mosman (A)	1	0	1	0	515
Mosman (A)	1	0	1	1	169
Mosman (A)	1	1	0	0	2008
Mosman (A)	1	1	0	1	28
Mosman (A)	1	1	1	0	344
Mosman (A)	1	1	1	1	30
Murray River (A)					34
Murray River (A)	0	0	0	1	113
Murray River (A)	0	0	1	0	32
Murray River (A)	0	0	1	1	12
Murray River (A)	0	1	0	0	148
Murray River (A)	0	1	0	1	7
Murray River (A)	0	1	1	0	21
Murray River (A)	0	1	1	1	3
Murray River (A)	1	0	0	1	178
Murray River (A)	1	0	1	0	79
Murray River (A)	1	0	1	1	45
Murray River (A)	1	1	0	0	631
Murray River (A)	1	1	0	1	31
Murray River (A)	1	1	1	0	126
Murray River (A)	1	1	1	1	23
Murrumbidgee (A)					14
Murrumbidgee (A)	0	0	0	1	48
Murrumbidgee (A)	0	0	1	0	12
Murrumbidgee (A)	0	0	1	1	5
Murrumbidgee (A)	0	1	0	0	65
Murrumbidgee (A)	0	1	0	1	4
Murrumbidgee (A)	0	1	1	0	6
Murrumbidgee (A)	1	0	0	1	81
Murrumbidgee (A)	1	0	1	0	33
Murrumbidgee (A)	1	0	1	1	17
Murrumbidgee (A)	1	1	0	0	191
Murrumbidgee (A)	1	1	0	1	14
Murrumbidgee (A)	1	1	1	0	45
Murrumbidgee (A)	1	1	1	1	10
Muswellbrook (A)					42
Muswellbrook (A)	0	0	0	1	200
Muswellbrook (A)	0	0	1	0	54
Muswellbrook (A)	0	0	1	1	19
Muswellbrook (A)	0	1	0	0	419
Muswellbrook (A)	0	1	0	1	31
Muswellbrook (A)	0	1	1	0	48
Muswellbrook (A)	0	1	1	1	13
Muswellbrook (A)	1	0	0	1	276
Muswellbrook (A)	1	0	1	0	112
Muswellbrook (A)	1	0	1	1	63
Muswellbrook (A)	1	1	0	0	1039
Muswellbrook (A)	1	1	0	1	55
Muswellbrook (A)	1	1	1	0	163
Muswellbrook (A)	1	1	1	1	30
Nambucca (A)					88
Nambucca (A)	0	0	0	1	344
Nambucca (A)	0	0	1	0	63
Nambucca (A)	0	0	1	1	27
Nambucca (A)	0	1	0	0	433
Nambucca (A)	0	1	0	1	42
Nambucca (A)	0	1	1	0	80
Nambucca (A)	0	1	1	1	11
Nambucca (A)	1	0	0	1	345
Nambucca (A)	1	0	1	0	100
Nambucca (A)	1	0	1	1	59
Nambucca (A)	1	1	0	0	774
Nambucca (A)	1	1	0	1	65
Nambucca (A)	1	1	1	0	155
Nambucca (A)	1	1	1	1	35
Narrabri (A)					39
Narrabri (A)	0	0	0	1	187
Narrabri (A)	0	0	1	0	44
Narrabri (A)	0	0	1	1	11
Narrabri (A)	0	1	0	0	257
Narrabri (A)	0	1	0	1	23
Narrabri (A)	0	1	1	0	37
Narrabri (A)	0	1	1	1	7
Narrabri (A)	1	0	0	1	245
Narrabri (A)	1	0	1	0	83
Narrabri (A)	1	0	1	1	43
Narrabri (A)	1	1	0	0	735
Narrabri (A)	1	1	0	1	46
Narrabri (A)	1	1	1	0	151
Narrabri (A)	1	1	1	1	18
Narrandera (A)					16
Narrandera (A)	0	0	0	1	77
Narrandera (A)	0	0	1	0	18
Narrandera (A)	0	0	1	1	3
Narrandera (A)	0	1	0	0	118
Narrandera (A)	0	1	0	1	18
Narrandera (A)	0	1	1	0	12
Narrandera (A)	1	0	0	1	105
Narrandera (A)	1	0	1	0	47
Narrandera (A)	1	0	1	1	22
Narrandera (A)	1	1	0	0	296
Narrandera (A)	1	1	0	1	16
Narrandera (A)	1	1	1	0	51
Narrandera (A)	1	1	1	1	10
Narromine (A)					31
Narromine (A)	0	0	0	1	99
Narromine (A)	0	0	1	0	16
Narromine (A)	0	0	1	1	11
Narromine (A)	0	1	0	0	155
Narromine (A)	0	1	0	1	17
Narromine (A)	0	1	1	0	27
Narromine (A)	0	1	1	1	4
Narromine (A)	1	0	0	1	116
Narromine (A)	1	0	1	0	27
Narromine (A)	1	0	1	1	30
Narromine (A)	1	1	0	0	322
Narromine (A)	1	1	0	1	15
Narromine (A)	1	1	1	0	77
Narromine (A)	1	1	1	1	9
Newcastle (C)					817
Newcastle (C)	0	0	0	1	2716
Newcastle (C)	0	0	1	0	775
Newcastle (C)	0	0	1	1	261
Newcastle (C)	0	1	0	0	2688
Newcastle (C)	0	1	0	1	214
Newcastle (C)	0	1	1	0	451
Newcastle (C)	0	1	1	1	92
Newcastle (C)	1	0	0	1	2843
Newcastle (C)	1	0	1	0	1322
Newcastle (C)	1	0	1	1	726
Newcastle (C)	1	1	0	0	9107
Newcastle (C)	1	1	0	1	393
Newcastle (C)	1	1	1	0	1472
Newcastle (C)	1	1	1	1	185
North Sydney (A)					397
North Sydney (A)	0	0	0	1	616
North Sydney (A)	0	0	1	0	329
North Sydney (A)	0	0	1	1	73
North Sydney (A)	0	1	0	0	656
North Sydney (A)	0	1	0	1	14
North Sydney (A)	0	1	1	0	72
North Sydney (A)	0	1	1	1	6
North Sydney (A)	1	0	0	1	677
North Sydney (A)	1	0	1	0	562
North Sydney (A)	1	0	1	1	181
North Sydney (A)	1	1	0	0	4153
North Sydney (A)	1	1	0	1	38
North Sydney (A)	1	1	1	0	307
North Sydney (A)	1	1	1	1	18
Northern Beaches (A)					755
Northern Beaches (A)	0	0	0	1	3259
Northern Beaches (A)	0	0	1	0	992
Northern Beaches (A)	0	0	1	1	457
Northern Beaches (A)	0	1	0	0	2427
Northern Beaches (A)	0	1	0	1	161
Northern Beaches (A)	0	1	1	0	530
Northern Beaches (A)	0	1	1	1	62
Northern Beaches (A)	1	0	0	1	5523
Northern Beaches (A)	1	0	1	0	3194
Northern Beaches (A)	1	0	1	1	1989
Northern Beaches (A)	1	1	0	0	19792
Northern Beaches (A)	1	1	0	1	536
Northern Beaches (A)	1	1	1	0	3377
Northern Beaches (A)	1	1	1	1	381
Oberon (A)					5
Oberon (A)	0	0	0	1	75
Oberon (A)	0	0	1	0	24
Oberon (A)	0	0	1	1	8
Oberon (A)	0	1	0	0	74
Oberon (A)	0	1	0	1	9
Oberon (A)	0	1	1	0	10
Oberon (A)	0	1	1	1	3
Oberon (A)	1	0	0	1	99
Oberon (A)	1	0	1	0	31
Oberon (A)	1	0	1	1	28
Oberon (A)	1	1	0	0	242
Oberon (A)	1	1	0	1	15
Oberon (A)	1	1	1	0	71
Oberon (A)	1	1	1	1	16
Orange (C)					119
Orange (C)	0	0	0	1	587
Orange (C)	0	0	1	0	160
Orange (C)	0	0	1	1	56
Orange (C)	0	1	0	0	868
Orange (C)	0	1	0	1	75
Orange (C)	0	1	1	0	151
Orange (C)	0	1	1	1	28
Orange (C)	1	0	0	1	649
Orange (C)	1	0	1	0	311
Orange (C)	1	0	1	1	170
Orange (C)	1	1	0	0	2554
Orange (C)	1	1	0	1	127
Orange (C)	1	1	1	0	400
Orange (C)	1	1	1	1	79
Parkes (A)					50
Parkes (A)	0	0	0	1	229
Parkes (A)	0	0	1	0	60
Parkes (A)	0	0	1	1	14
Parkes (A)	0	1	0	0	288
Parkes (A)	0	1	0	1	29
Parkes (A)	0	1	1	0	50
Parkes (A)	0	1	1	1	10
Parkes (A)	1	0	0	1	296
Parkes (A)	1	0	1	0	97
Parkes (A)	1	0	1	1	65
Parkes (A)	1	1	0	0	765
Parkes (A)	1	1	0	1	58
Parkes (A)	1	1	1	0	147
Parkes (A)	1	1	1	1	42
Parramatta (C)					1137
Parramatta (C)	0	0	0	1	3150
Parramatta (C)	0	0	1	0	1097
Parramatta (C)	0	0	1	1	352
Parramatta (C)	0	1	0	0	2403
Parramatta (C)	0	1	0	1	167
Parramatta (C)	0	1	1	0	497
Parramatta (C)	0	1	1	1	62
Parramatta (C)	1	0	0	1	4815
Parramatta (C)	1	0	1	0	2898
Parramatta (C)	1	0	1	1	1569
Parramatta (C)	1	1	0	0	18726
Parramatta (C)	1	1	0	1	427
Parramatta (C)	1	1	1	0	2404
Parramatta (C)	1	1	1	1	251
Penrith (C)					784
Penrith (C)	0	0	0	1	3766
Penrith (C)	0	0	1	0	759
Penrith (C)	0	0	1	1	415
Penrith (C)	0	1	0	0	3932
Penrith (C)	0	1	0	1	412
Penrith (C)	0	1	1	0	613
Penrith (C)	0	1	1	1	163
Penrith (C)	1	0	0	1	5649
Penrith (C)	1	0	1	0	1612
Penrith (C)	1	0	1	1	1492
Penrith (C)	1	1	0	0	12888
Penrith (C)	1	1	0	1	986
Penrith (C)	1	1	1	0	2243
Penrith (C)	1	1	1	1	546
Port Macquarie-Hastings (A)					222
Port Macquarie-Hastings (A)	0	0	0	1	1213
Port Macquarie-Hastings (A)	0	0	1	0	359
Port Macquarie-Hastings (A)	0	0	1	1	116
Port Macquarie-Hastings (A)	0	1	0	0	1435
Port Macquarie-Hastings (A)	0	1	0	1	106
Port Macquarie-Hastings (A)	0	1	1	0	265
Port Macquarie-Hastings (A)	0	1	1	1	36
Port Macquarie-Hastings (A)	1	0	0	1	1355
Port Macquarie-Hastings (A)	1	0	1	0	576
Port Macquarie-Hastings (A)	1	0	1	1	256
Port Macquarie-Hastings (A)	1	1	0	0	3824
Port Macquarie-Hastings (A)	1	1	0	1	211
Port Macquarie-Hastings (A)	1	1	1	0	861
Port Macquarie-Hastings (A)	1	1	1	1	113
Port Stephens (A)					199
Port Stephens (A)	0	0	0	1	1113
Port Stephens (A)	0	0	1	0	221
Port Stephens (A)	0	0	1	1	109
Port Stephens (A)	0	1	0	0	1284
Port Stephens (A)	0	1	0	1	136
Port Stephens (A)	0	1	1	0	206
Port Stephens (A)	0	1	1	1	40
Port Stephens (A)	1	0	0	1	1548
Port Stephens (A)	1	0	1	0	518
Port Stephens (A)	1	0	1	1	369
Port Stephens (A)	1	1	0	0	3694
Port Stephens (A)	1	1	0	1	268
Port Stephens (A)	1	1	1	0	719
Port Stephens (A)	1	1	1	1	139
Queanbeyan-Palerang Regional (A)					172
Queanbeyan-Palerang Regional (A)	0	0	0	1	711
Queanbeyan-Palerang Regional (A)	0	0	1	0	194
Queanbeyan-Palerang Regional (A)	0	0	1	1	77
Queanbeyan-Palerang Regional (A)	0	1	0	0	859
Queanbeyan-Palerang Regional (A)	0	1	0	1	66
Queanbeyan-Palerang Regional (A)	0	1	1	0	110
Queanbeyan-Palerang Regional (A)	0	1	1	1	26
Queanbeyan-Palerang Regional (A)	1	0	0	1	1187
Queanbeyan-Palerang Regional (A)	1	0	1	0	640
Queanbeyan-Palerang Regional (A)	1	0	1	1	368
Queanbeyan-Palerang Regional (A)	1	1	0	0	3879
Queanbeyan-Palerang Regional (A)	1	1	0	1	183
Queanbeyan-Palerang Regional (A)	1	1	1	0	745
Queanbeyan-Palerang Regional (A)	1	1	1	1	94
Randwick (C)					1005
Randwick (C)	0	0	0	1	1948
Randwick (C)	0	0	1	0	621
Randwick (C)	0	0	1	1	185
Randwick (C)	0	1	0	0	1475
Randwick (C)	0	1	0	1	99
Randwick (C)	0	1	1	0	215
Randwick (C)	0	1	1	1	35
Randwick (C)	1	0	0	1	2413
Randwick (C)	1	0	1	0	1356
Randwick (C)	1	0	1	1	709
Randwick (C)	1	1	0	0	8596
Randwick (C)	1	1	0	1	186
Randwick (C)	1	1	1	0	1232
Randwick (C)	1	1	1	1	99
Richmond Valley (A)					107
Richmond Valley (A)	0	0	0	1	412
Richmond Valley (A)	0	0	1	0	83
Richmond Valley (A)	0	0	1	1	35
Richmond Valley (A)	0	1	0	0	487
Richmond Valley (A)	0	1	0	1	48
Richmond Valley (A)	0	1	1	0	81
Richmond Valley (A)	0	1	1	1	19
Richmond Valley (A)	1	0	0	1	459
Richmond Valley (A)	1	0	1	0	152
Richmond Valley (A)	1	0	1	1	96
Richmond Valley (A)	1	1	0	0	1064
Richmond Valley (A)	1	1	0	1	101
Richmond Valley (A)	1	1	1	0	227
Richmond Valley (A)	1	1	1	1	43
Rockdale (C)					723
Rockdale (C)	0	0	0	1	2004
Rockdale (C)	0	0	1	0	479
Rockdale (C)	0	0	1	1	205
Rockdale (C)	0	1	0	0	1232
Rockdale (C)	0	1	0	1	107
Rockdale (C)	0	1	1	0	194
Rockdale (C)	0	1	1	1	42
Rockdale (C)	1	0	0	1	2642
Rockdale (C)	1	0	1	0	994
Rockdale (C)	1	0	1	1	730
Rockdale (C)	1	1	0	0	7022
Rockdale (C)	1	1	0	1	280
Rockdale (C)	1	1	1	0	1084
Rockdale (C)	1	1	1	1	191
Ryde (C)					739
Ryde (C)	0	0	0	1	1706
Ryde (C)	0	0	1	0	548
Ryde (C)	0	0	1	1	173
Ryde (C)	0	1	0	0	1106
Ryde (C)	0	1	0	1	61
Ryde (C)	0	1	1	0	196
Ryde (C)	0	1	1	1	15
Ryde (C)	1	0	0	1	2583
Ryde (C)	1	0	1	0	1509
Ryde (C)	1	0	1	1	869
Ryde (C)	1	1	0	0	8515
Ryde (C)	1	1	0	1	150
Ryde (C)	1	1	1	0	1235
Ryde (C)	1	1	1	1	117
Shellharbour (C)					224
Shellharbour (C)	0	0	0	1	1247
Shellharbour (C)	0	0	1	0	318
Shellharbour (C)	0	0	1	1	145
Shellharbour (C)	0	1	0	0	1439
Shellharbour (C)	0	1	0	1	166
