LGA_NAME16	Age	HoursHousekeeping	Sex	adults
Central Coast (M) (Tas.)	20-24	0	M	185
Central Coast (M) (Tas.)	20-24	<5	F	141
Central Coast (M) (Tas.)	20-24	<5	M	224
Central Coast (M) (Tas.)	20-24	5-14	F	142
Central Coast (M) (Tas.)	20-24	5-14	M	99
Central Coast (M) (Tas.)	20-24	15-29	F	43
Central Coast (M) (Tas.)	20-24	15-29	M	15
Central Coast (M) (Tas.)	20-24	30+	F	40
Central Coast (M) (Tas.)	20-24	30+	M	13
Central Coast (M) (Tas.)	25-34		F	65
Central Coast (M) (Tas.)	25-34		M	68
Central Coast (M) (Tas.)	25-34	0	F	97
Central Coast (M) (Tas.)	25-34	0	M	171
Central Coast (M) (Tas.)	25-34	<5	F	130
Central Coast (M) (Tas.)	25-34	<5	M	276
Central Coast (M) (Tas.)	25-34	5-14	F	305
Central Coast (M) (Tas.)	25-34	5-14	M	304
Central Coast (M) (Tas.)	25-34	15-29	F	196
Central Coast (M) (Tas.)	25-34	15-29	M	64
Central Coast (M) (Tas.)	25-34	30+	F	229
Central Coast (M) (Tas.)	25-34	30+	M	32
Central Coast (M) (Tas.)	35-44		F	59
Central Coast (M) (Tas.)	35-44		M	66
Central Coast (M) (Tas.)	35-44	0	F	99
Central Coast (M) (Tas.)	35-44	0	M	182
Central Coast (M) (Tas.)	35-44	<5	F	106
Central Coast (M) (Tas.)	35-44	<5	M	289
Central Coast (M) (Tas.)	35-44	5-14	F	373
Central Coast (M) (Tas.)	35-44	5-14	M	358
Central Coast (M) (Tas.)	35-44	15-29	F	274
Central Coast (M) (Tas.)	35-44	15-29	M	128
Central Coast (M) (Tas.)	35-44	30+	F	290
Central Coast (M) (Tas.)	35-44	30+	M	61
Central Coast (M) (Tas.)	45-54		F	108
Central Coast (M) (Tas.)	45-54		M	102
Central Coast (M) (Tas.)	45-54	0	F	176
Central Coast (M) (Tas.)	45-54	0	M	293
Central Coast (M) (Tas.)	45-54	<5	F	151
Central Coast (M) (Tas.)	45-54	<5	M	362
Central Coast (M) (Tas.)	45-54	5-14	F	573
Central Coast (M) (Tas.)	45-54	5-14	M	461
Central Coast (M) (Tas.)	45-54	15-29	F	342
Central Coast (M) (Tas.)	45-54	15-29	M	137
Central Coast (M) (Tas.)	45-54	30+	F	274
Central Coast (M) (Tas.)	45-54	30+	M	67
Central Coast (M) (Tas.)	55-64		F	130
Central Coast (M) (Tas.)	55-64		M	125
Central Coast (M) (Tas.)	55-64	0	F	226
Central Coast (M) (Tas.)	55-64	0	M	365
Central Coast (M) (Tas.)	55-64	<5	F	176
Central Coast (M) (Tas.)	55-64	<5	M	361
Central Coast (M) (Tas.)	55-64	5-14	F	507
Central Coast (M) (Tas.)	55-64	5-14	M	533
Central Coast (M) (Tas.)	55-64	15-29	F	373
Central Coast (M) (Tas.)	55-64	15-29	M	151
Central Coast (M) (Tas.)	55-64	30+	F	311
Central Coast (M) (Tas.)	55-64	30+	M	98
Central Coast (M) (Tas.)	65-74		F	155
Central Coast (M) (Tas.)	65-74		M	139
Central Coast (M) (Tas.)	65-74	0	F	310
Central Coast (M) (Tas.)	65-74	0	M	357
Central Coast (M) (Tas.)	65-74	<5	F	77
Central Coast (M) (Tas.)	65-74	<5	M	200
Central Coast (M) (Tas.)	65-74	5-14	F	253
Central Coast (M) (Tas.)	65-74	5-14	M	319
Central Coast (M) (Tas.)	65-74	15-29	F	267
Central Coast (M) (Tas.)	65-74	15-29	M	179
Central Coast (M) (Tas.)	65-74	30+	F	349
Central Coast (M) (Tas.)	65-74	30+	M	156
Central Coast (M) (Tas.)	75-84		F	139
Central Coast (M) (Tas.)	75-84		M	112
Central Coast (M) (Tas.)	75-84	0	F	256
Central Coast (M) (Tas.)	75-84	0	M	228
Central Coast (M) (Tas.)	75-84	<5	F	45
Central Coast (M) (Tas.)	75-84	<5	M	84
Central Coast (M) (Tas.)	75-84	5-14	F	115
Central Coast (M) (Tas.)	75-84	5-14	M	112
Central Coast (M) (Tas.)	75-84	15-29	F	112
Central Coast (M) (Tas.)	75-84	15-29	M	78
Central Coast (M) (Tas.)	75-84	30+	F	126
Central Coast (M) (Tas.)	75-84	30+	M	80
Central Coast (M) (Tas.)	85+		F	62
Central Coast (M) (Tas.)	85+		M	45
Central Coast (M) (Tas.)	85+	0	F	149
Central Coast (M) (Tas.)	85+	0	M	70
Central Coast (M) (Tas.)	85+	<5	F	26
Central Coast (M) (Tas.)	85+	<5	M	23
Central Coast (M) (Tas.)	85+	5-14	F	43
Central Coast (M) (Tas.)	85+	5-14	M	26
Central Coast (M) (Tas.)	85+	15-29	F	23
Central Coast (M) (Tas.)	85+	15-29	M	19
Central Coast (M) (Tas.)	85+	30+	F	18
Central Coast (M) (Tas.)	85+	30+	M	9
Central Highlands (M) (Tas.)	15-19		F	8
Central Highlands (M) (Tas.)	15-19		M	5
Central Highlands (M) (Tas.)	15-19	0	F	20
Central Highlands (M) (Tas.)	15-19	0	M	18
Central Highlands (M) (Tas.)	15-19	<5	F	20
Central Highlands (M) (Tas.)	15-19	<5	M	11
Central Highlands (M) (Tas.)	15-19	5-14	F	6
Central Highlands (M) (Tas.)	15-19	5-14	M	6
Central Highlands (M) (Tas.)	15-19	30+	F	3
Central Highlands (M) (Tas.)	20-24		M	5
Central Highlands (M) (Tas.)	20-24	0	F	6
Central Highlands (M) (Tas.)	20-24	0	M	16
Central Highlands (M) (Tas.)	20-24	<5	F	3
Central Highlands (M) (Tas.)	20-24	<5	M	16
Central Highlands (M) (Tas.)	20-24	5-14	F	13
Central Highlands (M) (Tas.)	20-24	5-14	M	10
Central Highlands (M) (Tas.)	20-24	15-29	M	3
Central Highlands (M) (Tas.)	20-24	30+	F	3
Central Highlands (M) (Tas.)	25-34		M	15
Central Highlands (M) (Tas.)	25-34	0	F	5
Central Highlands (M) (Tas.)	25-34	0	M	27
Central Highlands (M) (Tas.)	25-34	<5	F	14
Central Highlands (M) (Tas.)	25-34	<5	M	26
Central Highlands (M) (Tas.)	25-34	5-14	F	26
Central Highlands (M) (Tas.)	25-34	5-14	M	19
Central Highlands (M) (Tas.)	25-34	15-29	F	14
Central Highlands (M) (Tas.)	25-34	15-29	M	4
Central Highlands (M) (Tas.)	25-34	30+	F	28
Central Highlands (M) (Tas.)	25-34	30+	M	3
Central Highlands (M) (Tas.)	35-44		F	5
Central Highlands (M) (Tas.)	35-44		M	7
Central Highlands (M) (Tas.)	35-44	0	F	19
Central Highlands (M) (Tas.)	35-44	0	M	24
Central Highlands (M) (Tas.)	35-44	<5	F	5
Central Highlands (M) (Tas.)	35-44	<5	M	25
Central Highlands (M) (Tas.)	35-44	5-14	F	30
Central Highlands (M) (Tas.)	35-44	5-14	M	39
Central Highlands (M) (Tas.)	35-44	15-29	F	24
Central Highlands (M) (Tas.)	35-44	15-29	M	15
Central Highlands (M) (Tas.)	35-44	30+	F	35
Central Highlands (M) (Tas.)	35-44	30+	M	4
Central Highlands (M) (Tas.)	45-54		F	12
Central Highlands (M) (Tas.)	45-54		M	21
Central Highlands (M) (Tas.)	45-54	0	F	17
Central Highlands (M) (Tas.)	45-54	0	M	48
Central Highlands (M) (Tas.)	45-54	<5	F	14
Central Highlands (M) (Tas.)	45-54	<5	M	44
Central Highlands (M) (Tas.)	45-54	5-14	F	32
Central Highlands (M) (Tas.)	45-54	5-14	M	42
Central Highlands (M) (Tas.)	45-54	15-29	F	33
Central Highlands (M) (Tas.)	45-54	15-29	M	20
Central Highlands (M) (Tas.)	45-54	30+	F	32
Central Highlands (M) (Tas.)	45-54	30+	M	5
Central Highlands (M) (Tas.)	55-64		F	19
Central Highlands (M) (Tas.)	55-64		M	21
Central Highlands (M) (Tas.)	55-64	0	F	34
Central Highlands (M) (Tas.)	55-64	0	M	57
Central Highlands (M) (Tas.)	55-64	<5	F	20
Central Highlands (M) (Tas.)	55-64	<5	M	31
Central Highlands (M) (Tas.)	55-64	5-14	F	49
Central Highlands (M) (Tas.)	55-64	5-14	M	52
Central Highlands (M) (Tas.)	55-64	15-29	F	34
Central Highlands (M) (Tas.)	55-64	15-29	M	21
Central Highlands (M) (Tas.)	55-64	30+	F	35
Central Highlands (M) (Tas.)	55-64	30+	M	12
Central Highlands (M) (Tas.)	65-74		F	22
Central Highlands (M) (Tas.)	65-74		M	30
Central Highlands (M) (Tas.)	65-74	0	F	22
Central Highlands (M) (Tas.)	65-74	0	M	61
Central Highlands (M) (Tas.)	65-74	<5	F	8
Central Highlands (M) (Tas.)	65-74	<5	M	32
Central Highlands (M) (Tas.)	65-74	5-14	F	28
Central Highlands (M) (Tas.)	65-74	5-14	M	53
Central Highlands (M) (Tas.)	65-74	15-29	F	24
Central Highlands (M) (Tas.)	65-74	15-29	M	19
Central Highlands (M) (Tas.)	65-74	30+	F	36
Central Highlands (M) (Tas.)	65-74	30+	M	17
Central Highlands (M) (Tas.)	75-84		F	12
Central Highlands (M) (Tas.)	75-84		M	9
Central Highlands (M) (Tas.)	75-84	0	F	15
Central Highlands (M) (Tas.)	75-84	0	M	25
Central Highlands (M) (Tas.)	75-84	<5	F	10
Central Highlands (M) (Tas.)	75-84	<5	M	13
Central Highlands (M) (Tas.)	75-84	5-14	F	9
Central Highlands (M) (Tas.)	75-84	5-14	M	12
Central Highlands (M) (Tas.)	75-84	15-29	F	10
Central Highlands (M) (Tas.)	75-84	15-29	M	14
Central Highlands (M) (Tas.)	75-84	30+	F	6
Central Highlands (M) (Tas.)	75-84	30+	M	9
Central Highlands (M) (Tas.)	85+		M	4
Central Highlands (M) (Tas.)	85+	0	M	8
Central Highlands (M) (Tas.)	85+	<5	M	4
Central Highlands (M) (Tas.)	85+	15-29	F	3
Circular Head (M)	15-19		F	26
Circular Head (M)	15-19		M	38
Circular Head (M)	15-19	0	F	72
Circular Head (M)	15-19	0	M	113
Circular Head (M)	15-19	<5	F	71
Circular Head (M)	15-19	<5	M	97
Circular Head (M)	15-19	5-14	F	54
Circular Head (M)	15-19	5-14	M	20
Circular Head (M)	15-19	15-29	F	3
Circular Head (M)	15-19	15-29	M	3
Circular Head (M)	15-19	30+	F	3
Circular Head (M)	20-24		F	18
Circular Head (M)	20-24		M	27
Circular Head (M)	20-24	0	F	39
Circular Head (M)	20-24	0	M	81
Circular Head (M)	20-24	<5	F	43
Circular Head (M)	20-24	<5	M	85
Circular Head (M)	20-24	5-14	F	70
Circular Head (M)	20-24	5-14	M	50
Circular Head (M)	20-24	15-29	F	29
Circular Head (M)	20-24	15-29	M	12
Circular Head (M)	20-24	30+	F	32
Circular Head (M)	20-24	30+	M	8
Circular Head (M)	25-34		F	30
Circular Head (M)	25-34		M	24
Circular Head (M)	25-34	0	F	39
Circular Head (M)	25-34	0	M	72
Circular Head (M)	25-34	<5	F	33
Circular Head (M)	25-34	<5	M	138
Circular Head (M)	25-34	5-14	F	120
Circular Head (M)	25-34	5-14	M	147
Circular Head (M)	25-34	15-29	F	91
Circular Head (M)	25-34	15-29	M	37
Circular Head (M)	25-34	30+	F	118
Circular Head (M)	25-34	30+	M	19
Circular Head (M)	35-44		F	31
Circular Head (M)	35-44		M	33
Circular Head (M)	35-44	0	F	34
Circular Head (M)	35-44	0	M	78
Circular Head (M)	35-44	<5	F	21
Circular Head (M)	35-44	<5	M	116
Circular Head (M)	35-44	5-14	F	126
Circular Head (M)	35-44	5-14	M	134
Circular Head (M)	35-44	15-29	F	108
Circular Head (M)	35-44	15-29	M	39
Circular Head (M)	35-44	30+	F	121
Circular Head (M)	35-44	30+	M	29
Circular Head (M)	45-54		F	53
Circular Head (M)	45-54		M	72
Circular Head (M)	45-54	0	F	66
Circular Head (M)	45-54	0	M	123
Circular Head (M)	45-54	<5	F	47
Circular Head (M)	45-54	<5	M	140
Circular Head (M)	45-54	5-14	F	178
Circular Head (M)	45-54	5-14	M	145
Circular Head (M)	45-54	15-29	F	145
Circular Head (M)	45-54	15-29	M	31
Circular Head (M)	45-54	30+	F	84
Circular Head (M)	45-54	30+	M	35
Circular Head (M)	55-64		F	51
Circular Head (M)	55-64		M	67
Circular Head (M)	55-64	0	F	66
Circular Head (M)	55-64	0	M	154
Circular Head (M)	55-64	<5	F	51
Circular Head (M)	55-64	<5	M	147
Circular Head (M)	55-64	5-14	F	160
Circular Head (M)	55-64	5-14	M	165
Circular Head (M)	55-64	15-29	F	119
Circular Head (M)	55-64	15-29	M	54
Circular Head (M)	55-64	30+	F	100
Circular Head (M)	55-64	30+	M	31
Circular Head (M)	65-74		F	51
Circular Head (M)	65-74		M	61
Circular Head (M)	65-74	0	F	97
Circular Head (M)	65-74	0	M	129
Circular Head (M)	65-74	<5	F	19
Circular Head (M)	65-74	<5	M	55
Circular Head (M)	65-74	5-14	F	57
Circular Head (M)	65-74	5-14	M	92
Circular Head (M)	65-74	15-29	F	73
Circular Head (M)	65-74	15-29	M	52
Circular Head (M)	65-74	30+	F	85
Circular Head (M)	65-74	30+	M	32
Circular Head (M)	75-84		F	50
Circular Head (M)	75-84		M	29
Circular Head (M)	75-84	0	F	64
Circular Head (M)	75-84	0	M	64
Circular Head (M)	75-84	<5	F	10
Circular Head (M)	75-84	<5	M	21
Circular Head (M)	75-84	5-14	F	26
Circular Head (M)	75-84	5-14	M	37
Circular Head (M)	75-84	15-29	F	27
Circular Head (M)	75-84	15-29	M	16
Circular Head (M)	75-84	30+	F	31
Circular Head (M)	75-84	30+	M	20
Circular Head (M)	85+		F	15
Circular Head (M)	85+		M	15
Circular Head (M)	85+	0	F	34
Circular Head (M)	85+	0	M	21
Circular Head (M)	85+	5-14	F	9
Circular Head (M)	85+	5-14	M	4
Circular Head (M)	85+	15-29	F	6
Circular Head (M)	85+	15-29	M	5
Circular Head (M)	85+	30+	F	4
Circular Head (M)	85+	30+	M	4
Clarence (C)	15-19		F	112
Clarence (C)	15-19		M	127
Clarence (C)	15-19	0	F	484
Clarence (C)	15-19	0	M	688
Clarence (C)	15-19	<5	F	721
Clarence (C)	15-19	<5	M	730
Clarence (C)	15-19	5-14	F	154
Clarence (C)	15-19	5-14	M	92
Clarence (C)	15-19	15-29	F	20
Clarence (C)	15-19	15-29	M	10
Clarence (C)	15-19	30+	F	7
Clarence (C)	15-19	30+	M	7
Clarence (C)	20-24		F	76
Clarence (C)	20-24		M	144
Clarence (C)	20-24	0	F	267
Clarence (C)	20-24	0	M	491
Clarence (C)	20-24	<5	F	519
Clarence (C)	20-24	<5	M	601
Clarence (C)	20-24	5-14	F	331
Clarence (C)	20-24	5-14	M	192
Clarence (C)	20-24	15-29	F	90
Clarence (C)	20-24	15-29	M	34
Clarence (C)	20-24	30+	F	67
Clarence (C)	20-24	30+	M	9
Clarence (C)	25-34		F	148
Clarence (C)	25-34		M	331
Clarence (C)	25-34	0	F	308
Clarence (C)	25-34	0	M	543
Clarence (C)	25-34	<5	F	585
Clarence (C)	25-34	<5	M	963
Clarence (C)	25-34	5-14	F	1111
Clarence (C)	25-34	5-14	M	893
Clarence (C)	25-34	15-29	F	529
Clarence (C)	25-34	15-29	M	196
Clarence (C)	25-34	30+	F	500
Clarence (C)	25-34	30+	M	86
Clarence (C)	35-44		F	153
Clarence (C)	35-44		M	272
Clarence (C)	35-44	0	F	269
Clarence (C)	35-44	0	M	456
Clarence (C)	35-44	<5	F	373
Clarence (C)	35-44	<5	M	922
Clarence (C)	35-44	5-14	F	1268
Clarence (C)	35-44	5-14	M	1225
Clarence (C)	35-44	15-29	F	819
Clarence (C)	35-44	15-29	M	280
Clarence (C)	35-44	30+	F	643
Clarence (C)	35-44	30+	M	112
Clarence (C)	45-54		F	195
Clarence (C)	45-54		M	269
Clarence (C)	45-54	0	F	338
Clarence (C)	45-54	0	M	539
Clarence (C)	45-54	<5	F	478
Clarence (C)	45-54	<5	M	1022
Clarence (C)	45-54	5-14	F	1539
Clarence (C)	45-54	5-14	M	1282
Clarence (C)	45-54	15-29	F	854
Clarence (C)	45-54	15-29	M	324
Clarence (C)	45-54	30+	F	442
Clarence (C)	45-54	30+	M	116
Clarence (C)	55-64		F	244
Clarence (C)	55-64		M	253
Clarence (C)	55-64	0	F	463
Clarence (C)	55-64	0	M	674
Clarence (C)	55-64	<5	F	468
Clarence (C)	55-64	<5	M	907
Clarence (C)	55-64	5-14	F	1394
Clarence (C)	55-64	5-14	M	1246
Clarence (C)	55-64	15-29	F	906
Clarence (C)	55-64	15-29	M	381
Clarence (C)	55-64	30+	F	511
Clarence (C)	55-64	30+	M	146
Clarence (C)	65-74		F	232
Clarence (C)	65-74		M	223
Clarence (C)	65-74	0	F	618
Clarence (C)	65-74	0	M	711
Clarence (C)	65-74	<5	F	207
Clarence (C)	65-74	<5	M	486
Clarence (C)	65-74	5-14	F	712
Clarence (C)	65-74	5-14	M	798
Clarence (C)	65-74	15-29	F	754
Clarence (C)	65-74	15-29	M	427
Clarence (C)	65-74	30+	F	676
Clarence (C)	65-74	30+	M	263
Clarence (C)	75-84		F	271
Clarence (C)	75-84		M	183
Clarence (C)	75-84	0	F	537
Clarence (C)	75-84	0	M	462
Clarence (C)	75-84	<5	F	112
Clarence (C)	75-84	<5	M	215
Clarence (C)	75-84	5-14	F	338
Clarence (C)	75-84	5-14	M	327
Clarence (C)	75-84	15-29	F	306
Clarence (C)	75-84	15-29	M	184
Clarence (C)	75-84	30+	F	324
Clarence (C)	75-84	30+	M	145
Clarence (C)	85+		F	150
Clarence (C)	85+		M	71
Clarence (C)	85+	0	F	434
Clarence (C)	85+	0	M	239
Clarence (C)	85+	<5	F	90
Clarence (C)	85+	<5	M	70
Clarence (C)	85+	5-14	F	137
Clarence (C)	85+	5-14	M	91
Clarence (C)	85+	15-29	F	81
Clarence (C)	85+	15-29	M	43
Clarence (C)	85+	30+	F	51
Clarence (C)	85+	30+	M	37
Derwent Valley (M)	15-19		F	42
Derwent Valley (M)	15-19		M	37
Derwent Valley (M)	15-19	0	F	106
Derwent Valley (M)	15-19	0	M	127
Derwent Valley (M)	15-19	<5	F	113
Derwent Valley (M)	15-19	<5	M	125
Derwent Valley (M)	15-19	5-14	F	22
Derwent Valley (M)	15-19	5-14	M	23
Derwent Valley (M)	15-19	15-29	F	7
Derwent Valley (M)	15-19	15-29	M	3
Derwent Valley (M)	15-19	30+	F	7
Derwent Valley (M)	15-19	30+	M	3
Derwent Valley (M)	20-24		F	23
Derwent Valley (M)	20-24		M	20
Derwent Valley (M)	20-24	0	F	53
Derwent Valley (M)	20-24	0	M	97
Derwent Valley (M)	20-24	<5	F	60
Derwent Valley (M)	20-24	<5	M	81
Derwent Valley (M)	20-24	5-14	F	58
Derwent Valley (M)	20-24	5-14	M	37
Derwent Valley (M)	20-24	15-29	F	33
Derwent Valley (M)	20-24	15-29	M	8
Derwent Valley (M)	20-24	30+	F	10
Derwent Valley (M)	20-24	30+	M	5
Derwent Valley (M)	25-34		F	47
Derwent Valley (M)	25-34		M	48
Derwent Valley (M)	25-34	0	F	73
Derwent Valley (M)	25-34	0	M	132
Derwent Valley (M)	25-34	<5	F	62
Derwent Valley (M)	25-34	<5	M	147
Derwent Valley (M)	25-34	5-14	F	132
Derwent Valley (M)	25-34	5-14	M	129
Derwent Valley (M)	25-34	15-29	F	91
Derwent Valley (M)	25-34	15-29	M	36
Derwent Valley (M)	25-34	30+	F	140
Derwent Valley (M)	25-34	30+	M	19
Derwent Valley (M)	35-44		F	32
Derwent Valley (M)	35-44		M	48
Derwent Valley (M)	35-44	0	F	49
Derwent Valley (M)	35-44	0	M	121
Derwent Valley (M)	35-44	<5	F	53
Derwent Valley (M)	35-44	<5	M	149
Derwent Valley (M)	35-44	5-14	F	171
Derwent Valley (M)	35-44	5-14	M	163
Derwent Valley (M)	35-44	15-29	F	140
Derwent Valley (M)	35-44	15-29	M	60
Derwent Valley (M)	35-44	30+	F	139
Derwent Valley (M)	35-44	30+	M	43
Derwent Valley (M)	45-54		F	58
Derwent Valley (M)	45-54		M	48
Derwent Valley (M)	45-54	0	F	93
Derwent Valley (M)	45-54	0	M	189
Derwent Valley (M)	45-54	<5	F	76
Derwent Valley (M)	45-54	<5	M	172
Derwent Valley (M)	45-54	5-14	F	224
Derwent Valley (M)	45-54	5-14	M	206
Derwent Valley (M)	45-54	15-29	F	192
Derwent Valley (M)	45-54	15-29	M	73
Derwent Valley (M)	45-54	30+	F	110
Derwent Valley (M)	45-54	30+	M	25
Derwent Valley (M)	55-64		F	63
Derwent Valley (M)	55-64		M	72
Derwent Valley (M)	55-64	0	F	135
Derwent Valley (M)	55-64	0	M	192
Derwent Valley (M)	55-64	<5	F	65
Derwent Valley (M)	55-64	<5	M	150
Derwent Valley (M)	55-64	5-14	F	213
Derwent Valley (M)	55-64	5-14	M	208
Derwent Valley (M)	55-64	15-29	F	148
Derwent Valley (M)	55-64	15-29	M	81
Derwent Valley (M)	55-64	30+	F	114
Derwent Valley (M)	55-64	30+	M	51
Derwent Valley (M)	65-74		F	85
Derwent Valley (M)	65-74		M	68
Derwent Valley (M)	65-74	0	F	146
Derwent Valley (M)	65-74	0	M	167
Derwent Valley (M)	65-74	<5	F	24
Derwent Valley (M)	65-74	<5	M	76
Derwent Valley (M)	65-74	5-14	F	99
Derwent Valley (M)	65-74	5-14	M	136
Derwent Valley (M)	65-74	15-29	F	106
Derwent Valley (M)	65-74	15-29	M	84
Derwent Valley (M)	65-74	30+	F	107
Derwent Valley (M)	65-74	30+	M	46
Derwent Valley (M)	75-84		F	60
Derwent Valley (M)	75-84		M	63
Derwent Valley (M)	75-84	0	F	94
Derwent Valley (M)	75-84	0	M	102
Derwent Valley (M)	75-84	<5	F	22
Derwent Valley (M)	75-84	<5	M	30
Derwent Valley (M)	75-84	5-14	F	32
Derwent Valley (M)	75-84	5-14	M	38
Derwent Valley (M)	75-84	15-29	F	32
Derwent Valley (M)	75-84	15-29	M	29
Derwent Valley (M)	75-84	30+	F	40
Derwent Valley (M)	75-84	30+	M	29
Derwent Valley (M)	85+		F	11
Derwent Valley (M)	85+		M	4
Derwent Valley (M)	85+	0	F	56
Derwent Valley (M)	85+	0	M	24
Derwent Valley (M)	85+	<5	F	8
Derwent Valley (M)	85+	<5	M	3
Derwent Valley (M)	85+	5-14	F	16
Derwent Valley (M)	85+	5-14	M	11
Derwent Valley (M)	85+	15-29	F	13
Derwent Valley (M)	85+	15-29	M	4
Derwent Valley (M)	85+	30+	F	7
Devonport (C)	15-19		F	52
Devonport (C)	15-19		M	76
Devonport (C)	15-19	0	F	292
Devonport (C)	15-19	0	M	317
Devonport (C)	15-19	<5	F	337
Devonport (C)	15-19	<5	M	322
Devonport (C)	15-19	5-14	F	80
Devonport (C)	15-19	5-14	M	57
Devonport (C)	15-19	15-29	F	12
Devonport (C)	15-19	15-29	M	7
Devonport (C)	15-19	30+	F	7
Devonport (C)	15-19	30+	M	9
Devonport (C)	20-24		F	29
Devonport (C)	20-24		M	39
Devonport (C)	20-24	0	F	142
Devonport (C)	20-24	0	M	245
Devonport (C)	20-24	<5	F	176
Devonport (C)	20-24	<5	M	217
Devonport (C)	20-24	5-14	F	202
Devonport (C)	20-24	5-14	M	106
Devonport (C)	20-24	15-29	F	75
Devonport (C)	20-24	15-29	M	27
Devonport (C)	20-24	30+	F	52
Devonport (C)	20-24	30+	M	13
Devonport (C)	25-34		F	64
Devonport (C)	25-34		M	94
Devonport (C)	25-34	0	F	160
Devonport (C)	25-34	0	M	303
Devonport (C)	25-34	<5	F	223
Devonport (C)	25-34	<5	M	402
Devonport (C)	25-34	5-14	F	417
Devonport (C)	25-34	5-14	M	383
Devonport (C)	25-34	15-29	F	225
Devonport (C)	25-34	15-29	M	98
Devonport (C)	25-34	30+	F	297
Devonport (C)	25-34	30+	M	42
Devonport (C)	35-44		F	79
Devonport (C)	35-44		M	90
Devonport (C)	35-44	0	F	147
Devonport (C)	35-44	0	M	236
Devonport (C)	35-44	<5	F	145
Devonport (C)	35-44	<5	M	354
Devonport (C)	35-44	5-14	F	457
Devonport (C)	35-44	5-14	M	430
Devonport (C)	35-44	15-29	F	322
Devonport (C)	35-44	15-29	M	132
Devonport (C)	35-44	30+	F	349
Devonport (C)	35-44	30+	M	50
Devonport (C)	45-54		F	89
Devonport (C)	45-54		M	102
Devonport (C)	45-54	0	F	236
Devonport (C)	45-54	0	M	340
Devonport (C)	45-54	<5	F	180
Devonport (C)	45-54	<5	M	419
Devonport (C)	45-54	5-14	F	621
Devonport (C)	45-54	5-14	M	494
Devonport (C)	45-54	15-29	F	340
Devonport (C)	45-54	15-29	M	128
Devonport (C)	45-54	30+	F	266
Devonport (C)	45-54	30+	M	48
Devonport (C)	55-64		F	132
Devonport (C)	55-64		M	151
Devonport (C)	55-64	0	F	290
Devonport (C)	55-64	0	M	405
Devonport (C)	55-64	<5	F	173
Devonport (C)	55-64	<5	M	359
Devonport (C)	55-64	5-14	F	481
Devonport (C)	55-64	5-14	M	434
Devonport (C)	55-64	15-29	F	369
Devonport (C)	55-64	15-29	M	164
Devonport (C)	55-64	30+	F	266
Devonport (C)	55-64	30+	M	67
Devonport (C)	65-74		F	201
Devonport (C)	65-74		M	150
Devonport (C)	65-74	0	F	406
Devonport (C)	65-74	0	M	421
Devonport (C)	65-74	<5	F	90
Devonport (C)	65-74	<5	M	186
Devonport (C)	65-74	5-14	F	266
Devonport (C)	65-74	5-14	M	318
Devonport (C)	65-74	15-29	F	300
Devonport (C)	65-74	15-29	M	172
Devonport (C)	65-74	30+	F	326
Devonport (C)	65-74	30+	M	104
Devonport (C)	75-84		F	176
Devonport (C)	75-84		M	115
Devonport (C)	75-84	0	F	272
Devonport (C)	75-84	0	M	236
Devonport (C)	75-84	<5	F	72
Devonport (C)	75-84	<5	M	86
Devonport (C)	75-84	5-14	F	124
Devonport (C)	75-84	5-14	M	119
Devonport (C)	75-84	15-29	F	141
Devonport (C)	75-84	15-29	M	91
Devonport (C)	75-84	30+	F	124
Devonport (C)	75-84	30+	M	61
Devonport (C)	85+		F	84
Devonport (C)	85+		M	56
Devonport (C)	85+	0	F	220
Devonport (C)	85+	0	M	109
Devonport (C)	85+	<5	F	39
Devonport (C)	85+	<5	M	20
Devonport (C)	85+	5-14	F	43
Devonport (C)	85+	5-14	M	27
Devonport (C)	85+	15-29	F	34
Devonport (C)	85+	15-29	M	23
Devonport (C)	85+	30+	F	27
Devonport (C)	85+	30+	M	14
Dorset (M)	15-19		F	18
Dorset (M)	15-19		M	30
Dorset (M)	15-19	0	F	47
Dorset (M)	15-19	0	M	69
Dorset (M)	15-19	<5	F	62
Dorset (M)	15-19	<5	M	76
Dorset (M)	15-19	5-14	F	19
Dorset (M)	15-19	5-14	M	13
Dorset (M)	15-19	15-29	F	3
Dorset (M)	15-19	30+	F	4
Dorset (M)	20-24		F	19
Dorset (M)	20-24		M	24
Dorset (M)	20-24	0	F	24
Dorset (M)	20-24	0	M	57
Dorset (M)	20-24	<5	F	31
Dorset (M)	20-24	<5	M	57
Dorset (M)	20-24	5-14	F	45
Dorset (M)	20-24	5-14	M	34
Dorset (M)	20-24	15-29	F	19
Dorset (M)	20-24	15-29	M	4
Dorset (M)	20-24	30+	F	11
Dorset (M)	25-34		F	26
Dorset (M)	25-34		M	27
Dorset (M)	25-34	0	F	20
Dorset (M)	25-34	0	M	59
Dorset (M)	25-34	<5	F	32
Dorset (M)	25-34	<5	M	92
Dorset (M)	25-34	5-14	F	76
Dorset (M)	25-34	5-14	M	87
Dorset (M)	25-34	15-29	F	63
Dorset (M)	25-34	15-29	M	23
Dorset (M)	25-34	30+	F	98
Dorset (M)	25-34	30+	M	11
Dorset (M)	35-44		F	35
Dorset (M)	35-44		M	30
Dorset (M)	35-44	0	F	26
Dorset (M)	35-44	0	M	57
Dorset (M)	35-44	<5	F	27
Dorset (M)	35-44	<5	M	78
