LGA_NAME16	EduInstitutionType	Sex	students
Dardanup (S)	Technical or Further Educational Institution	M	107
Dardanup (S)	University or other tertiary	F	171
Dardanup (S)	University or other tertiary	M	47
Denmark (S)		F	344
Denmark (S)		M	325
Denmark (S)	Infants/Primary	F	202
Denmark (S)	Infants/Primary	M	226
Denmark (S)	Pre-school	F	36
Denmark (S)	Pre-school	M	39
Denmark (S)	Secondary	F	208
Denmark (S)	Secondary	M	207
Denmark (S)	Technical or Further Educational Institution	F	51
Denmark (S)	Technical or Further Educational Institution	M	33
Denmark (S)	University or other tertiary	F	31
Denmark (S)	University or other tertiary	M	20
Derby-West Kimberley (S)		F	519
Derby-West Kimberley (S)		M	608
Derby-West Kimberley (S)	Infants/Primary	F	417
Derby-West Kimberley (S)	Infants/Primary	M	419
Derby-West Kimberley (S)	Pre-school	F	60
Derby-West Kimberley (S)	Pre-school	M	51
Derby-West Kimberley (S)	Secondary	F	197
Derby-West Kimberley (S)	Secondary	M	186
Derby-West Kimberley (S)	Technical or Further Educational Institution	F	36
Derby-West Kimberley (S)	Technical or Further Educational Institution	M	58
Derby-West Kimberley (S)	University or other tertiary	F	49
Derby-West Kimberley (S)	University or other tertiary	M	16
Donnybrook-Balingup (S)		F	331
Donnybrook-Balingup (S)		M	305
Donnybrook-Balingup (S)	Infants/Primary	F	230
Donnybrook-Balingup (S)	Infants/Primary	M	216
Donnybrook-Balingup (S)	Pre-school	F	23
Donnybrook-Balingup (S)	Pre-school	M	37
Donnybrook-Balingup (S)	Secondary	F	177
Donnybrook-Balingup (S)	Secondary	M	177
Donnybrook-Balingup (S)	Technical or Further Educational Institution	F	37
Donnybrook-Balingup (S)	Technical or Further Educational Institution	M	37
Donnybrook-Balingup (S)	University or other tertiary	F	48
Donnybrook-Balingup (S)	University or other tertiary	M	16
Dowerin (S)		F	34
Dowerin (S)		M	25
Dowerin (S)	Infants/Primary	F	40
Dowerin (S)	Infants/Primary	M	28
Dowerin (S)	Pre-school	F	8
Dowerin (S)	Pre-school	M	6
Dowerin (S)	Secondary	F	3
Dowerin (S)	Secondary	M	20
Dowerin (S)	Technical or Further Educational Institution	F	3
Dowerin (S)	University or other tertiary	F	3
Dumbleyung (S)		F	43
Dumbleyung (S)		M	39
Dumbleyung (S)	Infants/Primary	F	33
Dumbleyung (S)	Infants/Primary	M	25
Dumbleyung (S)	Pre-school	F	5
Dumbleyung (S)	Pre-school	M	4
Dumbleyung (S)	Secondary	F	3
Dumbleyung (S)	Secondary	M	4
Dumbleyung (S)	Technical or Further Educational Institution	M	3
Dumbleyung (S)	University or other tertiary	F	3
Dundas (S)		F	61
Dundas (S)		M	77
Dundas (S)	Infants/Primary	F	37
Dundas (S)	Infants/Primary	M	21
Dundas (S)	Pre-school	F	3
Dundas (S)	Pre-school	M	3
Dundas (S)	Secondary	F	6
Dundas (S)	Secondary	M	13
Dundas (S)	Technical or Further Educational Institution	F	3
East Fremantle (T)		F	290
East Fremantle (T)		M	275
East Fremantle (T)	Infants/Primary	F	351
East Fremantle (T)	Infants/Primary	M	322
East Fremantle (T)	Pre-school	F	46
East Fremantle (T)	Pre-school	M	41
East Fremantle (T)	Secondary	F	275
East Fremantle (T)	Secondary	M	245
East Fremantle (T)	Technical or Further Educational Institution	F	33
East Fremantle (T)	Technical or Further Educational Institution	M	27
East Fremantle (T)	University or other tertiary	F	269
East Fremantle (T)	University or other tertiary	M	202
East Pilbara (S)		F	544
East Pilbara (S)		M	1575
East Pilbara (S)	Infants/Primary	F	325
East Pilbara (S)	Infants/Primary	M	316
East Pilbara (S)	Pre-school	F	47
East Pilbara (S)	Pre-school	M	56
East Pilbara (S)	Secondary	F	174
East Pilbara (S)	Secondary	M	189
East Pilbara (S)	Technical or Further Educational Institution	F	65
East Pilbara (S)	Technical or Further Educational Institution	M	89
East Pilbara (S)	University or other tertiary	F	68
East Pilbara (S)	University or other tertiary	M	75
Esperance (S)		F	894
Esperance (S)		M	936
Esperance (S)	Infants/Primary	F	595
Esperance (S)	Infants/Primary	M	608
Esperance (S)	Pre-school	F	93
Esperance (S)	Pre-school	M	79
Esperance (S)	Secondary	F	529
Esperance (S)	Secondary	M	534
Esperance (S)	Technical or Further Educational Institution	F	105
Esperance (S)	Technical or Further Educational Institution	M	80
Esperance (S)	University or other tertiary	F	110
Esperance (S)	University or other tertiary	M	36
Exmouth (S)		F	143
Exmouth (S)		M	148
Exmouth (S)	Infants/Primary	F	105
Exmouth (S)	Infants/Primary	M	125
Exmouth (S)	Pre-school	F	23
Exmouth (S)	Pre-school	M	25
Exmouth (S)	Secondary	F	69
Exmouth (S)	Secondary	M	70
Exmouth (S)	Technical or Further Educational Institution	F	31
Exmouth (S)	Technical or Further Educational Institution	M	20
Exmouth (S)	University or other tertiary	F	25
Exmouth (S)	University or other tertiary	M	3
Fremantle (C)		F	1457
Fremantle (C)		M	1385
Fremantle (C)	Infants/Primary	F	862
Fremantle (C)	Infants/Primary	M	852
Fremantle (C)	Pre-school	F	149
Fremantle (C)	Pre-school	M	134
Fremantle (C)	Secondary	F	681
Fremantle (C)	Secondary	M	663
Fremantle (C)	Technical or Further Educational Institution	F	225
Fremantle (C)	Technical or Further Educational Institution	M	214
Fremantle (C)	University or other tertiary	F	1066
Fremantle (C)	University or other tertiary	M	731
Gingin (S)		F	265
Gingin (S)		M	303
Gingin (S)	Infants/Primary	F	198
Gingin (S)	Infants/Primary	M	195
Gingin (S)	Pre-school	F	28
Gingin (S)	Pre-school	M	23
Gingin (S)	Secondary	F	134
Gingin (S)	Secondary	M	146
Gingin (S)	Technical or Further Educational Institution	F	27
Gingin (S)	Technical or Further Educational Institution	M	25
Gingin (S)	University or other tertiary	F	44
Gingin (S)	University or other tertiary	M	13
Gnowangerup (S)		F	55
Gnowangerup (S)		M	87
Gnowangerup (S)	Infants/Primary	F	65
Gnowangerup (S)	Infants/Primary	M	57
Gnowangerup (S)	Pre-school	F	7
Gnowangerup (S)	Pre-school	M	8
Gnowangerup (S)	Secondary	F	18
Gnowangerup (S)	Secondary	M	17
Gnowangerup (S)	Technical or Further Educational Institution	F	15
Gnowangerup (S)	University or other tertiary	F	3
Goomalling (S)		F	62
Goomalling (S)		M	54
Goomalling (S)	Infants/Primary	F	40
Goomalling (S)	Infants/Primary	M	51
Goomalling (S)	Pre-school	F	11
Goomalling (S)	Pre-school	M	8
Goomalling (S)	Secondary	F	25
Goomalling (S)	Secondary	M	23
Goomalling (S)	Technical or Further Educational Institution	F	3
Goomalling (S)	Technical or Further Educational Institution	M	3
Goomalling (S)	University or other tertiary	F	10
Gosnells (C)		F	4041
Gosnells (C)		M	5105
Gosnells (C)	Infants/Primary	F	5141
Gosnells (C)	Infants/Primary	M	5573
Gosnells (C)	Pre-school	F	817
Gosnells (C)	Pre-school	M	811
Gosnells (C)	Secondary	F	3945
Gosnells (C)	Secondary	M	4193
Gosnells (C)	Technical or Further Educational Institution	F	1518
Gosnells (C)	Technical or Further Educational Institution	M	1279
Gosnells (C)	University or other tertiary	F	2711
Gosnells (C)	University or other tertiary	M	2132
Greater Geraldton (C)		F	1917
Greater Geraldton (C)		M	2092
Greater Geraldton (C)	Infants/Primary	F	1777
Greater Geraldton (C)	Infants/Primary	M	1769
Greater Geraldton (C)	Pre-school	F	214
Greater Geraldton (C)	Pre-school	M	240
Greater Geraldton (C)	Secondary	F	1378
Greater Geraldton (C)	Secondary	M	1340
Greater Geraldton (C)	Technical or Further Educational Institution	F	469
Greater Geraldton (C)	Technical or Further Educational Institution	M	282
Greater Geraldton (C)	University or other tertiary	F	428
Greater Geraldton (C)	University or other tertiary	M	152
Halls Creek (S)		F	408
Halls Creek (S)		M	387
Halls Creek (S)	Infants/Primary	F	137
Halls Creek (S)	Infants/Primary	M	157
Halls Creek (S)	Pre-school	F	8
Halls Creek (S)	Pre-school	M	26
Halls Creek (S)	Secondary	F	79
Halls Creek (S)	Secondary	M	78
Halls Creek (S)	Technical or Further Educational Institution	F	10
Halls Creek (S)	Technical or Further Educational Institution	M	12
Halls Creek (S)	University or other tertiary	F	12
Harvey (S)		F	1148
Harvey (S)		M	1144
Harvey (S)	Infants/Primary	F	1290
Harvey (S)	Infants/Primary	M	1389
Harvey (S)	Pre-school	F	147
Harvey (S)	Pre-school	M	194
Harvey (S)	Secondary	F	998
Harvey (S)	Secondary	M	1031
Harvey (S)	Technical or Further Educational Institution	F	276
Harvey (S)	Technical or Further Educational Institution	M	188
Harvey (S)	University or other tertiary	F	315
Harvey (S)	University or other tertiary	M	129
Irwin (S)		F	145
Irwin (S)		M	165
Irwin (S)	Infants/Primary	F	127
Irwin (S)	Infants/Primary	M	149
Irwin (S)	Pre-school	F	29
Irwin (S)	Pre-school	M	24
Irwin (S)	Secondary	F	108
Irwin (S)	Secondary	M	121
Irwin (S)	Technical or Further Educational Institution	F	28
Irwin (S)	Technical or Further Educational Institution	M	20
Irwin (S)	University or other tertiary	F	22
Irwin (S)	University or other tertiary	M	7
Jerramungup (S)		F	71
Jerramungup (S)		M	84
Jerramungup (S)	Infants/Primary	F	50
Jerramungup (S)	Infants/Primary	M	52
Jerramungup (S)	Pre-school	F	3
Jerramungup (S)	Pre-school	M	7
Jerramungup (S)	Secondary	F	6
Jerramungup (S)	Secondary	M	15
Jerramungup (S)	Technical or Further Educational Institution	F	4
Jerramungup (S)	University or other tertiary	F	3
Jerramungup (S)	University or other tertiary	M	3
Joondalup (C)		F	3751
Joondalup (C)		M	3818
Joondalup (C)	Infants/Primary	F	7023
Joondalup (C)	Infants/Primary	M	7324
Joondalup (C)	Pre-school	F	874
Joondalup (C)	Pre-school	M	1008
Joondalup (C)	Secondary	F	5610
Joondalup (C)	Secondary	M	5870
Joondalup (C)	Technical or Further Educational Institution	F	1244
Joondalup (C)	Technical or Further Educational Institution	M	1273
Joondalup (C)	University or other tertiary	F	4577
Joondalup (C)	University or other tertiary	M	3576
Kalamunda (S)		F	2034
Kalamunda (S)		M	1990
Kalamunda (S)	Infants/Primary	F	2529
Kalamunda (S)	Infants/Primary	M	2597
Kalamunda (S)	Pre-school	F	319
Kalamunda (S)	Pre-school	M	373
Kalamunda (S)	Secondary	F	2113
Kalamunda (S)	Secondary	M	2108
Kalamunda (S)	Technical or Further Educational Institution	F	466
Kalamunda (S)	Technical or Further Educational Institution	M	460
Kalamunda (S)	University or other tertiary	F	1185
Kalamunda (S)	University or other tertiary	M	716
Kalgoorlie/Boulder (C)		F	1589
Kalgoorlie/Boulder (C)		M	1826
Kalgoorlie/Boulder (C)	Infants/Primary	F	1436
Kalgoorlie/Boulder (C)	Infants/Primary	M	1466
Kalgoorlie/Boulder (C)	Pre-school	F	207
Kalgoorlie/Boulder (C)	Pre-school	M	214
Kalgoorlie/Boulder (C)	Secondary	F	913
Kalgoorlie/Boulder (C)	Secondary	M	902
Kalgoorlie/Boulder (C)	Technical or Further Educational Institution	F	418
Kalgoorlie/Boulder (C)	Technical or Further Educational Institution	M	214
Kalgoorlie/Boulder (C)	University or other tertiary	F	322
Kalgoorlie/Boulder (C)	University or other tertiary	M	291
Karratha (C)		F	1137
Karratha (C)		M	1930
Karratha (C)	Infants/Primary	F	1049
Karratha (C)	Infants/Primary	M	1179
Karratha (C)	Pre-school	F	174
Karratha (C)	Pre-school	M	199
Karratha (C)	Secondary	F	543
Karratha (C)	Secondary	M	658
Karratha (C)	Technical or Further Educational Institution	F	208
Karratha (C)	Technical or Further Educational Institution	M	147
Karratha (C)	University or other tertiary	F	201
Karratha (C)	University or other tertiary	M	91
Katanning (S)		F	301
Katanning (S)		M	310
Katanning (S)	Infants/Primary	F	148
Katanning (S)	Infants/Primary	M	202
Katanning (S)	Pre-school	F	24
Katanning (S)	Pre-school	M	24
Katanning (S)	Secondary	F	102
Katanning (S)	Secondary	M	113
Katanning (S)	Technical or Further Educational Institution	F	46
Katanning (S)	Technical or Further Educational Institution	M	33
Katanning (S)	University or other tertiary	F	24
Katanning (S)	University or other tertiary	M	6
Kellerberrin (S)		F	68
Kellerberrin (S)		M	68
Kellerberrin (S)	Infants/Primary	F	59
Kellerberrin (S)	Infants/Primary	M	54
Kellerberrin (S)	Pre-school	F	9
Kellerberrin (S)	Pre-school	M	9
Kellerberrin (S)	Secondary	F	32
Kellerberrin (S)	Secondary	M	33
Kellerberrin (S)	Technical or Further Educational Institution	F	10
Kellerberrin (S)	Technical or Further Educational Institution	M	3
Kellerberrin (S)	University or other tertiary	F	13
Kellerberrin (S)	University or other tertiary	M	3
Kent (S)		F	28
Kent (S)		M	42
Kent (S)	Infants/Primary	F	33
Kent (S)	Infants/Primary	M	30
Kent (S)	Secondary	F	9
Kent (S)	Secondary	M	11
Kojonup (S)		F	108
Kojonup (S)		M	110
Kojonup (S)	Infants/Primary	F	110
Kojonup (S)	Infants/Primary	M	78
Kojonup (S)	Pre-school	F	10
Kojonup (S)	Pre-school	M	20
Kojonup (S)	Secondary	F	24
Kojonup (S)	Secondary	M	36
Kojonup (S)	Technical or Further Educational Institution	F	9
Kojonup (S)	Technical or Further Educational Institution	M	6
Kojonup (S)	University or other tertiary	F	3
Kojonup (S)	University or other tertiary	M	3
Kondinin (S)		F	41
Kondinin (S)		M	41
Kondinin (S)	Infants/Primary	F	43
Kondinin (S)	Infants/Primary	M	37
Kondinin (S)	Pre-school	F	4
Kondinin (S)	Pre-school	M	7
Kondinin (S)	Secondary	F	6
Kondinin (S)	Secondary	M	8
Kondinin (S)	Technical or Further Educational Institution	F	4
Kondinin (S)	University or other tertiary	F	10
Koorda (S)		F	10
Koorda (S)		M	17
Koorda (S)	Infants/Primary	F	18
Koorda (S)	Infants/Primary	M	31
Koorda (S)	Pre-school	M	3
Koorda (S)	Secondary	F	7
Koorda (S)	Secondary	M	5
Kulin (S)		F	27
Kulin (S)		M	35
Kulin (S)	Infants/Primary	F	41
Kulin (S)	Infants/Primary	M	31
Kulin (S)	Pre-school	F	4
Kulin (S)	Pre-school	M	3
Kulin (S)	Secondary	F	8
Kulin (S)	Secondary	M	11
Kulin (S)	University or other tertiary	F	6
Kwinana (C)		F	1733
Kwinana (C)		M	2703
Kwinana (C)	Infants/Primary	F	1739
Kwinana (C)	Infants/Primary	M	1841
Kwinana (C)	Pre-school	F	261
Kwinana (C)	Pre-school	M	285
Kwinana (C)	Secondary	F	1091
Kwinana (C)	Secondary	M	1123
Kwinana (C)	Technical or Further Educational Institution	F	417
Kwinana (C)	Technical or Further Educational Institution	M	385
Kwinana (C)	University or other tertiary	F	794
Kwinana (C)	University or other tertiary	M	495
Lake Grace (S)		F	71
Lake Grace (S)		M	60
Lake Grace (S)	Infants/Primary	F	70
Lake Grace (S)	Infants/Primary	M	61
Lake Grace (S)	Pre-school	F	5
Lake Grace (S)	Pre-school	M	11
Lake Grace (S)	Secondary	F	21
Lake Grace (S)	Secondary	M	21
Lake Grace (S)	Technical or Further Educational Institution	F	10
Lake Grace (S)	Technical or Further Educational Institution	M	3
Lake Grace (S)	University or other tertiary	F	6
Laverton (S)		F	64
Laverton (S)		M	165
Laverton (S)	Infants/Primary	F	36
Laverton (S)	Infants/Primary	M	31
Laverton (S)	Pre-school	F	6
Laverton (S)	Secondary	F	14
Laverton (S)	Secondary	M	15
Laverton (S)	Technical or Further Educational Institution	F	3
Laverton (S)	University or other tertiary	F	3
Laverton (S)	University or other tertiary	M	6
Leonora (S)		F	111
Leonora (S)		M	235
Leonora (S)	Infants/Primary	F	52
Leonora (S)	Infants/Primary	M	42
Leonora (S)	Pre-school	F	4
Leonora (S)	Pre-school	M	8
Leonora (S)	Secondary	F	11
Leonora (S)	Secondary	M	13
Leonora (S)	Technical or Further Educational Institution	F	13
Leonora (S)	Technical or Further Educational Institution	M	12
Leonora (S)	University or other tertiary	F	9
Leonora (S)	University or other tertiary	M	9
Mandurah (C)		F	3282
Mandurah (C)		M	3146
Mandurah (C)	Infants/Primary	F	3238
Mandurah (C)	Infants/Primary	M	3412
Mandurah (C)	Pre-school	F	417
Mandurah (C)	Pre-school	M	426
Mandurah (C)	Secondary	F	2409
Mandurah (C)	Secondary	M	2443
Mandurah (C)	Technical or Further Educational Institution	F	759
Mandurah (C)	Technical or Further Educational Institution	M	581
Mandurah (C)	University or other tertiary	F	1293
Mandurah (C)	University or other tertiary	M	641
Manjimup (S)		F	485
Manjimup (S)		M	441
Manjimup (S)	Infants/Primary	F	370
Manjimup (S)	Infants/Primary	M	374
Manjimup (S)	Pre-school	F	47
Manjimup (S)	Pre-school	M	45
Manjimup (S)	Secondary	F	332
Manjimup (S)	Secondary	M	368
Manjimup (S)	Technical or Further Educational Institution	F	75
Manjimup (S)	Technical or Further Educational Institution	M	55
Manjimup (S)	University or other tertiary	F	57
Manjimup (S)	University or other tertiary	M	20
Meekatharra (S)		F	112
Meekatharra (S)		M	153
Meekatharra (S)	Infants/Primary	F	27
Meekatharra (S)	Infants/Primary	M	32
Meekatharra (S)	Pre-school	F	3
Meekatharra (S)	Pre-school	M	7
Meekatharra (S)	Secondary	F	14
Meekatharra (S)	Secondary	M	8
Meekatharra (S)	University or other tertiary	F	10
Meekatharra (S)	University or other tertiary	M	9
Melville (C)		F	3102
Melville (C)		M	2784
Melville (C)	Infants/Primary	F	3797
Melville (C)	Infants/Primary	M	4076
Melville (C)	Pre-school	F	583
Melville (C)	Pre-school	M	561
Melville (C)	Secondary	F	3504
Melville (C)	Secondary	M	3551
Melville (C)	Technical or Further Educational Institution	F	653
Melville (C)	Technical or Further Educational Institution	M	722
Melville (C)	University or other tertiary	F	3764
Melville (C)	University or other tertiary	M	3267
Menzies (S)		F	17
Menzies (S)		M	53
Menzies (S)	Infants/Primary	F	4
Menzies (S)	Infants/Primary	M	13
Menzies (S)	Pre-school	M	4
Menzies (S)	Secondary	F	10
Menzies (S)	Secondary	M	9
Menzies (S)	Technical or Further Educational Institution	F	3
Menzies (S)	Technical or Further Educational Institution	M	3
Merredin (S)		F	145
Merredin (S)		M	218
Merredin (S)	Infants/Primary	F	136
Merredin (S)	Infants/Primary	M	161
Merredin (S)	Pre-school	F	18
Merredin (S)	Pre-school	M	13
Merredin (S)	Secondary	F	116
Merredin (S)	Secondary	M	106
Merredin (S)	Technical or Further Educational Institution	F	28
Merredin (S)	Technical or Further Educational Institution	M	26
Merredin (S)	University or other tertiary	F	25
Mingenew (S)		F	20
Mingenew (S)		M	25
Mingenew (S)	Infants/Primary	F	14
Mingenew (S)	Infants/Primary	M	27
Mingenew (S)	Pre-school	M	4
Mingenew (S)	Secondary	F	3
Mingenew (S)	Secondary	M	9
Mingenew (S)	Technical or Further Educational Institution	F	3
Mingenew (S)	Technical or Further Educational Institution	M	3
Moora (S)		F	137
Moora (S)		M	142
Moora (S)	Infants/Primary	F	120
Moora (S)	Infants/Primary	M	116
Moora (S)	Pre-school	F	7
Moora (S)	Pre-school	M	16
Moora (S)	Secondary	F	63
Moora (S)	Secondary	M	67
Moora (S)	Technical or Further Educational Institution	F	17
Moora (S)	Technical or Further Educational Institution	M	22
Moora (S)	University or other tertiary	F	15
Morawa (S)		F	36
Morawa (S)		M	34
Morawa (S)	Infants/Primary	F	28
Morawa (S)	Infants/Primary	M	49
Morawa (S)	Pre-school	F	3
Morawa (S)	Pre-school	M	7
Morawa (S)	Secondary	F	31
Morawa (S)	Secondary	M	42
Morawa (S)	Technical or Further Educational Institution	F	3
Morawa (S)	University or other tertiary	F	3
Mosman Park (T)		F	414
Mosman Park (T)		M	384
Mosman Park (T)	Infants/Primary	F	370
Mosman Park (T)	Infants/Primary	M	297
Mosman Park (T)	Pre-school	F	44
Mosman Park (T)	Pre-school	M	53
Mosman Park (T)	Secondary	F	499
Mosman Park (T)	Secondary	M	317
Mosman Park (T)	Technical or Further Educational Institution	F	60
Mosman Park (T)	Technical or Further Educational Institution	M	38
Mosman Park (T)	University or other tertiary	F	368
Mosman Park (T)	University or other tertiary	M	300
Mount Magnet (S)		F	51
Mount Magnet (S)		M	69
Mount Magnet (S)	Infants/Primary	F	14
Mount Magnet (S)	Infants/Primary	M	19
Mount Magnet (S)	Pre-school	F	7
Mount Magnet (S)	Secondary	F	6
Mount Magnet (S)	Secondary	M	5
Mount Marshall (S)		F	25
Mount Marshall (S)		M	28
Mount Marshall (S)	Infants/Primary	F	24
Mount Marshall (S)	Infants/Primary	M	29
Mount Marshall (S)	Pre-school	M	8
Mount Marshall (S)	Secondary	F	3
Mount Marshall (S)	Secondary	M	8
Mount Marshall (S)	Technical or Further Educational Institution	F	3
Mount Marshall (S)	University or other tertiary	F	7
Mukinbudin (S)		F	18
Mukinbudin (S)		M	29
Mukinbudin (S)	Infants/Primary	F	21
Mukinbudin (S)	Infants/Primary	M	29
Mukinbudin (S)	Secondary	F	8
Mukinbudin (S)	Secondary	M	5
Mukinbudin (S)	Technical or Further Educational Institution	F	4
Mundaring (S)		F	1219
Mundaring (S)		M	3084
Mundaring (S)	Infants/Primary	F	1512
Mundaring (S)	Infants/Primary	M	1601
Mundaring (S)	Pre-school	F	193
Mundaring (S)	Pre-school	M	215
Mundaring (S)	Secondary	F	1291
Mundaring (S)	Secondary	M	1359
Mundaring (S)	Technical or Further Educational Institution	F	304
Mundaring (S)	Technical or Further Educational Institution	M	271
Mundaring (S)	University or other tertiary	F	716
Mundaring (S)	University or other tertiary	M	448
Murchison (S)		F	15
Murchison (S)		M	34
Murchison (S)	Infants/Primary	F	10
Murchison (S)	Infants/Primary	M	3
Murchison (S)	Pre-school	F	3
Murchison (S)	Secondary	F	3
Murchison (S)	University or other tertiary	F	3
Murray (S)		F	763
Murray (S)		M	816
Murray (S)	Infants/Primary	F	722
Murray (S)	Infants/Primary	M	674
Murray (S)	Pre-school	F	92
Murray (S)	Pre-school	M	123
Murray (S)	Secondary	F	541
Murray (S)	Secondary	M	514
Murray (S)	Technical or Further Educational Institution	F	145
Murray (S)	Technical or Further Educational Institution	M	108
Murray (S)	University or other tertiary	F	217
Murray (S)	University or other tertiary	M	90
Nannup (S)		F	69
Nannup (S)		M	68
Nannup (S)	Infants/Primary	F	41
Nannup (S)	Infants/Primary	M	46
Nannup (S)	Pre-school	F	3
Nannup (S)	Pre-school	M	3
Nannup (S)	Secondary	F	21
Nannup (S)	Secondary	M	31
Nannup (S)	Technical or Further Educational Institution	F	11
Nannup (S)	University or other tertiary	F	8
Narembeen (S)		F	36
Narembeen (S)		M	27
Narembeen (S)	Infants/Primary	F	26
Narembeen (S)	Infants/Primary	M	22
Narembeen (S)	Pre-school	F	3
Narembeen (S)	Pre-school	M	3
Narembeen (S)	Secondary	F	20
Narembeen (S)	Secondary	M	13
Narembeen (S)	Technical or Further Educational Institution	F	5
Narembeen (S)	Technical or Further Educational Institution	M	3
Narembeen (S)	University or other tertiary	F	6
Narrogin (S)		F	336
Narrogin (S)		M	342
Narrogin (S)	Infants/Primary	F	220
Narrogin (S)	Infants/Primary	M	207
Narrogin (S)	Pre-school	F	29
Narrogin (S)	Pre-school	M	37
Narrogin (S)	Secondary	F	215
Narrogin (S)	Secondary	M	195
Narrogin (S)	Technical or Further Educational Institution	F	54
Narrogin (S)	Technical or Further Educational Institution	M	20
Narrogin (S)	University or other tertiary	F	36
Narrogin (S)	University or other tertiary	M	16
Nedlands (C)		F	579
Nedlands (C)		M	564
Nedlands (C)	Infants/Primary	F	1008
Nedlands (C)	Infants/Primary	M	1142
Nedlands (C)	Pre-school	F	137
Nedlands (C)	Pre-school	M	146
Nedlands (C)	Secondary	F	876
Nedlands (C)	Secondary	M	960
Nedlands (C)	Technical or Further Educational Institution	F	77
Nedlands (C)	Technical or Further Educational Institution	M	83
Nedlands (C)	University or other tertiary	F	967
Nedlands (C)	University or other tertiary	M	1045
Ngaanyatjarraku (S)		F	180
Ngaanyatjarraku (S)		M	184
Ngaanyatjarraku (S)	Infants/Primary	F	74
Ngaanyatjarraku (S)	Infants/Primary	M	90
Ngaanyatjarraku (S)	Pre-school	F	10
Ngaanyatjarraku (S)	Pre-school	M	13
Ngaanyatjarraku (S)	Secondary	F	30
Ngaanyatjarraku (S)	Secondary	M	40
Ngaanyatjarraku (S)	Technical or Further Educational Institution	M	3
Ngaanyatjarraku (S)	University or other tertiary	F	9
Ngaanyatjarraku (S)	University or other tertiary	M	3
Northam (S)		F	574
Northam (S)		M	1037
Northam (S)	Infants/Primary	F	428
Northam (S)	Infants/Primary	M	437
Northam (S)	Pre-school	F	66
Northam (S)	Pre-school	M	66
Northam (S)	Secondary	F	368
Northam (S)	Secondary	M	316
Northam (S)	Technical or Further Educational Institution	F	112
Northam (S)	Technical or Further Educational Institution	M	69
Northam (S)	University or other tertiary	F	69
Northam (S)	University or other tertiary	M	58
Northampton (S)		F	183
Northampton (S)		M	215
Northampton (S)	Infants/Primary	F	126
Northampton (S)	Infants/Primary	M	124
Northampton (S)	Pre-school	F	17
Northampton (S)	Pre-school	M	5
Northampton (S)	Secondary	F	75
Northampton (S)	Secondary	M	68
Northampton (S)	Technical or Further Educational Institution	F	23
Northampton (S)	Technical or Further Educational Institution	M	10
Northampton (S)	University or other tertiary	F	17
Nungarin (S)		F	8
Nungarin (S)		M	13
Nungarin (S)	Infants/Primary	F	7
Nungarin (S)	Infants/Primary	M	15
Nungarin (S)	Pre-school	M	3
Nungarin (S)	Secondary	F	5
Nungarin (S)	Secondary	M	4
Nungarin (S)	Technical or Further Educational Institution	F	3
Peppermint Grove (S)		F	74
Peppermint Grove (S)		M	51
Peppermint Grove (S)	Infants/Primary	F	72
Peppermint Grove (S)	Infants/Primary	M	59
Peppermint Grove (S)	Pre-school	F	3
Peppermint Grove (S)	Pre-school	M	3
Peppermint Grove (S)	Secondary	F	212
Peppermint Grove (S)	Secondary	M	65
Peppermint Grove (S)	Technical or Further Educational Institution	F	3
Peppermint Grove (S)	University or other tertiary	F	73
Peppermint Grove (S)	University or other tertiary	M	55
Perenjori (S)		F	27
Perenjori (S)		M	48
Perenjori (S)	Infants/Primary	F	15
Perenjori (S)	Infants/Primary	M	21
Perenjori (S)	Pre-school	F	3
Perenjori (S)	Secondary	F	7
Perenjori (S)	Secondary	M	4
Perenjori (S)	Technical or Further Educational Institution	F	3
Perenjori (S)	Technical or Further Educational Institution	M	3
Perenjori (S)	University or other tertiary	M	6
Perth (C)		F	1934
Perth (C)		M	2113
Perth (C)	Infants/Primary	F	136
Perth (C)	Infants/Primary	M	127
Perth (C)	Pre-school	F	33
Perth (C)	Pre-school	M	39
Perth (C)	Secondary	F	147
Perth (C)	Secondary	M	138
Perth (C)	Technical or Further Educational Institution	F	481
Perth (C)	Technical or Further Educational Institution	M	318
Perth (C)	University or other tertiary	F	1353
Perth (C)	University or other tertiary	M	1310
Pingelly (S)		F	66
Pingelly (S)		M	67
Pingelly (S)	Infants/Primary	F	45
Pingelly (S)	Infants/Primary	M	48
Pingelly (S)	Pre-school	F	5
Pingelly (S)	Pre-school	M	11
Pingelly (S)	Secondary	F	17
Pingelly (S)	Secondary	M	27
Pingelly (S)	Technical or Further Educational Institution	F	3
Pingelly (S)	University or other tertiary	F	3
Plantagenet (S)		F	253
Plantagenet (S)		M	331
Plantagenet (S)	Infants/Primary	F	178
Plantagenet (S)	Infants/Primary	M	208
Plantagenet (S)	Pre-school	F	19
Plantagenet (S)	Pre-school	M	39
Plantagenet (S)	Secondary	F	142
Plantagenet (S)	Secondary	M	157
Plantagenet (S)	Technical or Further Educational Institution	F	42
Plantagenet (S)	Technical or Further Educational Institution	M	34
Plantagenet (S)	University or other tertiary	F	29
Plantagenet (S)	University or other tertiary	M	12
Port Hedland (T)		F	1130
Port Hedland (T)		M	1302
Port Hedland (T)	Infants/Primary	F	627
Port Hedland (T)	Infants/Primary	M	671
Port Hedland (T)	Pre-school	F	100
Port Hedland (T)	Pre-school	M	107
Port Hedland (T)	Secondary	F	330
