LGA_NAME16	Age	NeedsAssistance	Sex	persons
Toodyay (S)	15-19		F	12
Toodyay (S)	15-19		M	14
Toodyay (S)	15-19	0	F	91
Toodyay (S)	15-19	0	M	104
Toodyay (S)	15-19	1	F	6
Toodyay (S)	20-24		F	9
Toodyay (S)	20-24		M	6
Toodyay (S)	20-24	0	F	72
Toodyay (S)	20-24	0	M	82
Toodyay (S)	25-34		F	15
Toodyay (S)	25-34		M	10
Toodyay (S)	25-34	0	F	148
Toodyay (S)	25-34	0	M	123
Toodyay (S)	25-34	1	F	3
Toodyay (S)	35-44		F	20
Toodyay (S)	35-44		M	25
Toodyay (S)	35-44	0	F	179
Toodyay (S)	35-44	0	M	180
Toodyay (S)	35-44	1	F	6
Toodyay (S)	35-44	1	M	3
Toodyay (S)	45-54		F	41
Toodyay (S)	45-54		M	32
Toodyay (S)	45-54	0	F	359
Toodyay (S)	45-54	0	M	316
Toodyay (S)	45-54	1	F	12
Toodyay (S)	45-54	1	M	7
Toodyay (S)	55-64		F	48
Toodyay (S)	55-64		M	46
Toodyay (S)	55-64	0	F	368
Toodyay (S)	55-64	0	M	360
Toodyay (S)	55-64	1	F	18
Toodyay (S)	55-64	1	M	15
Toodyay (S)	65-74		F	36
Toodyay (S)	65-74		M	40
Toodyay (S)	65-74	0	F	271
Toodyay (S)	65-74	0	M	343
Toodyay (S)	65-74	1	F	23
Toodyay (S)	65-74	1	M	35
Toodyay (S)	75-84		F	11
Toodyay (S)	75-84		M	16
Toodyay (S)	75-84	0	F	87
Toodyay (S)	75-84	0	M	119
Toodyay (S)	75-84	1	F	19
Toodyay (S)	75-84	1	M	10
Toodyay (S)	85+	0	F	8
Toodyay (S)	85+	0	M	6
Toodyay (S)	85+	1	F	7
Toodyay (S)	85+	1	M	10
Trayning (S)	0-4	0	F	7
Trayning (S)	0-4	0	M	6
Trayning (S)	5-14		F	3
Trayning (S)	5-14		M	3
Trayning (S)	5-14	0	F	12
Trayning (S)	5-14	0	M	20
Trayning (S)	5-14	1	F	4
Trayning (S)	15-19	0	F	6
Trayning (S)	15-19	0	M	9
Trayning (S)	20-24		F	4
Trayning (S)	20-24		M	5
Trayning (S)	20-24	0	F	3
Trayning (S)	20-24	0	M	10
Trayning (S)	25-34		F	3
Trayning (S)	25-34		M	3
Trayning (S)	25-34	0	F	12
Trayning (S)	25-34	0	M	12
Trayning (S)	35-44		F	3
Trayning (S)	35-44		M	3
Trayning (S)	35-44	0	F	15
Trayning (S)	35-44	0	M	12
Trayning (S)	45-54		F	5
Trayning (S)	45-54		M	9
Trayning (S)	45-54	0	F	28
Trayning (S)	45-54	0	M	30
Trayning (S)	55-64		F	3
Trayning (S)	55-64		M	7
Trayning (S)	55-64	0	F	15
Trayning (S)	55-64	0	M	24
Trayning (S)	55-64	1	M	8
Trayning (S)	65-74	0	F	15
Trayning (S)	65-74	0	M	26
Trayning (S)	75-84	0	F	9
Trayning (S)	75-84	0	M	3
Trayning (S)	75-84	1	F	3
Trayning (S)	85+		M	3
Trayning (S)	85+	0	F	3
Trayning (S)	85+	0	M	3
Trayning (S)	85+	1	F	4
Upper Gascoyne (S)	0-4	0	F	11
Upper Gascoyne (S)	0-4	0	M	18
Upper Gascoyne (S)	5-14		F	5
Upper Gascoyne (S)	5-14		M	3
Upper Gascoyne (S)	5-14	0	F	22
Upper Gascoyne (S)	5-14	0	M	22
Upper Gascoyne (S)	15-19		M	7
Upper Gascoyne (S)	15-19	0	F	11
Upper Gascoyne (S)	15-19	0	M	11
Upper Gascoyne (S)	20-24	0	F	14
Upper Gascoyne (S)	20-24	0	M	8
Upper Gascoyne (S)	25-34		F	3
Upper Gascoyne (S)	25-34		M	7
Upper Gascoyne (S)	25-34	0	F	18
Upper Gascoyne (S)	25-34	0	M	21
Upper Gascoyne (S)	35-44	0	F	10
Upper Gascoyne (S)	35-44	0	M	11
Upper Gascoyne (S)	45-54	0	F	9
Upper Gascoyne (S)	45-54	0	M	11
Upper Gascoyne (S)	55-64		F	3
Upper Gascoyne (S)	55-64		M	3
Upper Gascoyne (S)	55-64	0	F	5
Upper Gascoyne (S)	55-64	0	M	10
Upper Gascoyne (S)	65-74	0	F	3
Upper Gascoyne (S)	65-74	0	M	7
Upper Gascoyne (S)	65-74	1	M	3
Victoria Park (T)	0-4		F	58
Victoria Park (T)	0-4		M	71
Victoria Park (T)	0-4	0	F	981
Victoria Park (T)	0-4	0	M	914
Victoria Park (T)	0-4	1	M	7
Victoria Park (T)	5-14		F	87
Victoria Park (T)	5-14		M	93
Victoria Park (T)	5-14	0	F	1252
Victoria Park (T)	5-14	0	M	1211
Victoria Park (T)	5-14	1	F	15
Victoria Park (T)	5-14	1	M	44
Victoria Park (T)	15-19		F	51
Victoria Park (T)	15-19		M	56
Victoria Park (T)	15-19	0	F	749
Victoria Park (T)	15-19	0	M	746
Victoria Park (T)	15-19	1	F	4
Victoria Park (T)	15-19	1	M	6
Victoria Park (T)	20-24		F	138
Victoria Park (T)	20-24		M	143
Victoria Park (T)	20-24	0	F	1413
Victoria Park (T)	20-24	0	M	1550
Victoria Park (T)	20-24	1	F	12
Victoria Park (T)	20-24	1	M	21
Victoria Park (T)	25-34		F	425
Victoria Park (T)	25-34		M	429
Victoria Park (T)	25-34	0	F	3585
Victoria Park (T)	25-34	0	M	3681
Victoria Park (T)	25-34	1	F	26
Victoria Park (T)	25-34	1	M	40
Victoria Park (T)	35-44		F	218
Victoria Park (T)	35-44		M	282
Victoria Park (T)	35-44	0	F	2270
Victoria Park (T)	35-44	0	M	2393
Victoria Park (T)	35-44	1	F	23
Victoria Park (T)	35-44	1	M	36
Victoria Park (T)	45-54		F	188
Victoria Park (T)	45-54		M	226
Victoria Park (T)	45-54	0	F	1706
Victoria Park (T)	45-54	0	M	1729
Victoria Park (T)	45-54	1	F	56
Victoria Park (T)	45-54	1	M	52
Victoria Park (T)	55-64		F	152
Victoria Park (T)	55-64		M	170
Victoria Park (T)	55-64	0	F	1355
Victoria Park (T)	55-64	0	M	1429
Victoria Park (T)	55-64	1	F	89
Victoria Park (T)	55-64	1	M	88
Victoria Park (T)	65-74		F	120
Victoria Park (T)	65-74		M	100
Victoria Park (T)	65-74	0	F	864
Victoria Park (T)	65-74	0	M	875
Victoria Park (T)	65-74	1	F	109
Victoria Park (T)	65-74	1	M	114
Victoria Park (T)	75-84		F	91
Victoria Park (T)	75-84		M	76
Victoria Park (T)	75-84	0	F	495
Victoria Park (T)	75-84	0	M	383
Victoria Park (T)	75-84	1	F	220
Victoria Park (T)	75-84	1	M	145
Victoria Park (T)	85+		F	144
Victoria Park (T)	85+		M	45
Victoria Park (T)	85+	0	F	241
Victoria Park (T)	85+	0	M	152
Victoria Park (T)	85+	1	F	403
Victoria Park (T)	85+	1	M	141
Victoria Plains (S)	0-4		M	3
Victoria Plains (S)	0-4	0	F	23
Victoria Plains (S)	0-4	0	M	26
Victoria Plains (S)	5-14		F	3
Victoria Plains (S)	5-14		M	6
Victoria Plains (S)	5-14	0	F	57
Victoria Plains (S)	5-14	0	M	37
Victoria Plains (S)	5-14	1	F	3
Victoria Plains (S)	5-14	1	M	7
Victoria Plains (S)	15-19		F	3
Victoria Plains (S)	15-19	0	F	16
Victoria Plains (S)	15-19	0	M	19
Victoria Plains (S)	15-19	1	F	3
Victoria Plains (S)	15-19	1	M	3
Victoria Plains (S)	20-24	0	F	10
Victoria Plains (S)	20-24	0	M	17
Victoria Plains (S)	25-34		F	4
Victoria Plains (S)	25-34		M	8
Victoria Plains (S)	25-34	0	F	39
Victoria Plains (S)	25-34	0	M	41
Victoria Plains (S)	35-44		F	6
Victoria Plains (S)	35-44		M	11
Victoria Plains (S)	35-44	0	F	48
Victoria Plains (S)	35-44	0	M	52
Victoria Plains (S)	45-54		F	4
Victoria Plains (S)	45-54		M	8
Victoria Plains (S)	45-54	0	F	66
Victoria Plains (S)	45-54	0	M	81
Victoria Plains (S)	45-54	1	F	3
Victoria Plains (S)	55-64		F	3
Victoria Plains (S)	55-64		M	9
Victoria Plains (S)	55-64	0	F	48
Victoria Plains (S)	55-64	0	M	68
Victoria Plains (S)	65-74		F	3
Victoria Plains (S)	65-74		M	10
Victoria Plains (S)	65-74	0	F	44
Victoria Plains (S)	65-74	0	M	36
Victoria Plains (S)	65-74	1	F	4
Victoria Plains (S)	65-74	1	M	3
Victoria Plains (S)	75-84		F	3
Victoria Plains (S)	75-84		M	9
Victoria Plains (S)	75-84	0	F	15
Victoria Plains (S)	75-84	0	M	22
Victoria Plains (S)	85+	1	M	4
Vincent (C)	0-4		F	57
Vincent (C)	0-4		M	77
Vincent (C)	0-4	0	F	839
Vincent (C)	0-4	0	M	869
Vincent (C)	0-4	1	F	4
Vincent (C)	0-4	1	M	13
Vincent (C)	5-14		F	74
Vincent (C)	5-14		M	110
Vincent (C)	5-14	0	F	1286
Vincent (C)	5-14	0	M	1405
Vincent (C)	5-14	1	F	14
Vincent (C)	5-14	1	M	24
Vincent (C)	15-19		F	77
Vincent (C)	15-19		M	30
Vincent (C)	15-19	0	F	586
Vincent (C)	15-19	0	M	497
Vincent (C)	15-19	1	F	15
Vincent (C)	15-19	1	M	10
Vincent (C)	20-24		F	137
Vincent (C)	20-24		M	116
Vincent (C)	20-24	0	F	1203
Vincent (C)	20-24	0	M	1001
Vincent (C)	20-24	1	F	12
Vincent (C)	20-24	1	M	15
Vincent (C)	25-34		F	435
Vincent (C)	25-34		M	469
Vincent (C)	25-34	0	F	3819
Vincent (C)	25-34	0	M	3868
Vincent (C)	25-34	1	F	20
Vincent (C)	25-34	1	M	18
Vincent (C)	35-44		F	222
Vincent (C)	35-44		M	252
Vincent (C)	35-44	0	F	2441
Vincent (C)	35-44	0	M	2514
Vincent (C)	35-44	1	F	25
Vincent (C)	35-44	1	M	18
Vincent (C)	45-54		F	143
Vincent (C)	45-54		M	201
Vincent (C)	45-54	0	F	1847
Vincent (C)	45-54	0	M	1952
Vincent (C)	45-54	1	F	36
Vincent (C)	45-54	1	M	60
Vincent (C)	55-64		F	119
Vincent (C)	55-64		M	131
Vincent (C)	55-64	0	F	1408
Vincent (C)	55-64	0	M	1482
Vincent (C)	55-64	1	F	70
Vincent (C)	55-64	1	M	52
Vincent (C)	65-74		F	66
Vincent (C)	65-74		M	90
Vincent (C)	65-74	0	F	744
Vincent (C)	65-74	0	M	799
Vincent (C)	65-74	1	F	103
Vincent (C)	65-74	1	M	83
Vincent (C)	75-84		F	40
Vincent (C)	75-84		M	42
Vincent (C)	75-84	0	F	384
Vincent (C)	75-84	0	M	300
Vincent (C)	75-84	1	F	218
Vincent (C)	75-84	1	M	114
Vincent (C)	85+		F	29
Vincent (C)	85+		M	19
Vincent (C)	85+	0	F	135
Vincent (C)	85+	0	M	95
Vincent (C)	85+	1	F	289
Vincent (C)	85+	1	M	95
Wagin (S)	0-4		F	3
Wagin (S)	0-4		M	6
Wagin (S)	0-4	0	F	44
Wagin (S)	0-4	0	M	40
Wagin (S)	5-14		F	9
Wagin (S)	5-14		M	13
Wagin (S)	5-14	0	F	107
Wagin (S)	5-14	0	M	108
Wagin (S)	15-19		F	11
Wagin (S)	15-19		M	3
Wagin (S)	15-19	0	F	36
Wagin (S)	15-19	0	M	35
Wagin (S)	15-19	1	M	3
Wagin (S)	20-24		M	3
Wagin (S)	20-24	0	F	29
Wagin (S)	20-24	0	M	33
Wagin (S)	25-34		F	11
Wagin (S)	25-34		M	9
Wagin (S)	25-34	0	F	65
Wagin (S)	25-34	0	M	60
Wagin (S)	25-34	1	F	3
Wagin (S)	35-44		F	12
Wagin (S)	35-44		M	5
Wagin (S)	35-44	0	F	88
Wagin (S)	35-44	0	M	80
Wagin (S)	35-44	1	F	7
Wagin (S)	35-44	1	M	3
Wagin (S)	45-54		F	14
Wagin (S)	45-54		M	15
Wagin (S)	45-54	0	F	101
Wagin (S)	45-54	0	M	103
Wagin (S)	45-54	1	F	8
Wagin (S)	45-54	1	M	4
Wagin (S)	55-64		F	21
Wagin (S)	55-64		M	14
Wagin (S)	55-64	0	F	142
Wagin (S)	55-64	0	M	124
Wagin (S)	55-64	1	F	11
Wagin (S)	55-64	1	M	3
Wagin (S)	65-74		F	8
Wagin (S)	65-74		M	14
Wagin (S)	65-74	0	F	96
Wagin (S)	65-74	0	M	126
Wagin (S)	65-74	1	F	8
Wagin (S)	65-74	1	M	7
Wagin (S)	75-84		F	9
Wagin (S)	75-84		M	8
Wagin (S)	75-84	0	F	47
Wagin (S)	75-84	0	M	48
Wagin (S)	75-84	1	F	4
Wagin (S)	75-84	1	M	8
Wagin (S)	85+		F	3
Wagin (S)	85+		M	3
Wagin (S)	85+	0	F	15
Wagin (S)	85+	0	M	14
Wagin (S)	85+	1	F	22
Wagin (S)	85+	1	M	13
Wandering (S)	0-4		M	3
Wandering (S)	0-4	0	F	16
Wandering (S)	0-4	0	M	12
Wandering (S)	5-14		F	3
Wandering (S)	5-14		M	4
Wandering (S)	5-14	0	F	31
Wandering (S)	5-14	0	M	18
Wandering (S)	15-19	0	F	3
Wandering (S)	15-19	0	M	6
Wandering (S)	20-24	0	F	7
Wandering (S)	20-24	0	M	6
Wandering (S)	25-34		F	3
Wandering (S)	25-34	0	F	13
Wandering (S)	25-34	0	M	17
Wandering (S)	35-44		F	3
Wandering (S)	35-44		M	4
Wandering (S)	35-44	0	F	28
Wandering (S)	35-44	0	M	25
Wandering (S)	45-54		F	3
Wandering (S)	45-54		M	8
Wandering (S)	45-54	0	F	35
Wandering (S)	45-54	0	M	40
Wandering (S)	55-64		F	8
Wandering (S)	55-64		M	3
Wandering (S)	55-64	0	F	32
Wandering (S)	55-64	0	M	30
Wandering (S)	65-74		F	3
Wandering (S)	65-74		M	8
Wandering (S)	65-74	0	F	16
Wandering (S)	65-74	0	M	23
Wandering (S)	65-74	1	M	3
Wandering (S)	75-84		M	3
Wandering (S)	75-84	0	F	12
Wandering (S)	75-84	0	M	9
Wandering (S)	85+	1	M	3
Wanneroo (C)	0-4		F	474
Wanneroo (C)	0-4		M	495
Wanneroo (C)	0-4	0	F	6775
Wanneroo (C)	0-4	0	M	7081
Wanneroo (C)	0-4	1	F	65
Wanneroo (C)	0-4	1	M	93
Wanneroo (C)	5-14		F	737
Wanneroo (C)	5-14		M	772
Wanneroo (C)	5-14	0	F	12754
Wanneroo (C)	5-14	0	M	13171
Wanneroo (C)	5-14	1	F	251
Wanneroo (C)	5-14	1	M	544
Wanneroo (C)	15-19		F	345
Wanneroo (C)	15-19		M	361
Wanneroo (C)	15-19	0	F	6095
Wanneroo (C)	15-19	0	M	6352
Wanneroo (C)	15-19	1	F	99
Wanneroo (C)	15-19	1	M	176
Wanneroo (C)	20-24		F	414
Wanneroo (C)	20-24		M	425
Wanneroo (C)	20-24	0	F	5819
Wanneroo (C)	20-24	0	M	5927
Wanneroo (C)	20-24	1	F	73
Wanneroo (C)	20-24	1	M	141
Wanneroo (C)	25-34		F	950
Wanneroo (C)	25-34		M	1012
Wanneroo (C)	25-34	0	F	14119
Wanneroo (C)	25-34	0	M	13039
Wanneroo (C)	25-34	1	F	174
Wanneroo (C)	25-34	1	M	171
Wanneroo (C)	35-44		F	799
Wanneroo (C)	35-44		M	936
Wanneroo (C)	35-44	0	F	13374
Wanneroo (C)	35-44	0	M	12810
Wanneroo (C)	35-44	1	F	203
Wanneroo (C)	35-44	1	M	186
Wanneroo (C)	45-54		F	723
Wanneroo (C)	45-54		M	879
Wanneroo (C)	45-54	0	F	11906
Wanneroo (C)	45-54	0	M	11514
Wanneroo (C)	45-54	1	F	319
Wanneroo (C)	45-54	1	M	287
Wanneroo (C)	55-64		F	542
Wanneroo (C)	55-64		M	538
Wanneroo (C)	55-64	0	F	7669
Wanneroo (C)	55-64	0	M	7163
Wanneroo (C)	55-64	1	F	438
Wanneroo (C)	55-64	1	M	354
Wanneroo (C)	65-74		F	377
Wanneroo (C)	65-74		M	369
Wanneroo (C)	65-74	0	F	4964
Wanneroo (C)	65-74	0	M	4493
Wanneroo (C)	65-74	1	F	483
Wanneroo (C)	65-74	1	M	437
Wanneroo (C)	75-84		F	256
Wanneroo (C)	75-84		M	207
Wanneroo (C)	75-84	0	F	2168
Wanneroo (C)	75-84	0	M	1942
Wanneroo (C)	75-84	1	F	653
Wanneroo (C)	75-84	1	M	422
Wanneroo (C)	85+		F	162
Wanneroo (C)	85+		M	76
Wanneroo (C)	85+	0	F	383
Wanneroo (C)	85+	0	M	348
Wanneroo (C)	85+	1	F	620
Wanneroo (C)	85+	1	M	305
Waroona (S)	0-4		F	10
Waroona (S)	0-4		M	13
Waroona (S)	0-4	0	F	103
Waroona (S)	0-4	0	M	90
Waroona (S)	0-4	1	F	3
Waroona (S)	5-14		F	30
Waroona (S)	5-14		M	29
Waroona (S)	5-14	0	F	221
Waroona (S)	5-14	0	M	246
Waroona (S)	5-14	1	F	7
Waroona (S)	5-14	1	M	9
Waroona (S)	15-19		F	8
Waroona (S)	15-19		M	17
Waroona (S)	15-19	0	F	106
Waroona (S)	15-19	0	M	112
Waroona (S)	20-24		F	8
Waroona (S)	20-24		M	9
Waroona (S)	20-24	0	F	76
Waroona (S)	20-24	0	M	84
Waroona (S)	20-24	1	F	3
Waroona (S)	25-34		F	17
Waroona (S)	25-34		M	29
Waroona (S)	25-34	0	F	184
Waroona (S)	25-34	0	M	169
Waroona (S)	25-34	1	F	3
Waroona (S)	25-34	1	M	3
Waroona (S)	35-44		F	27
Waroona (S)	35-44		M	28
Waroona (S)	35-44	0	F	202
Waroona (S)	35-44	0	M	183
Waroona (S)	35-44	1	F	3
Waroona (S)	35-44	1	M	3
Waroona (S)	45-54		F	25
Waroona (S)	45-54		M	23
Waroona (S)	45-54	0	F	274
Waroona (S)	45-54	0	M	284
Waroona (S)	45-54	1	F	4
Waroona (S)	45-54	1	M	16
Waroona (S)	55-64		F	34
Waroona (S)	55-64		M	31
Waroona (S)	55-64	0	F	258
Waroona (S)	55-64	0	M	264
Waroona (S)	55-64	1	F	9
Waroona (S)	55-64	1	M	24
Waroona (S)	65-74		F	37
Waroona (S)	65-74		M	29
Waroona (S)	65-74	0	F	188
Waroona (S)	65-74	0	M	191
Waroona (S)	65-74	1	F	20
Waroona (S)	65-74	1	M	18
Waroona (S)	75-84		F	31
Waroona (S)	75-84		M	26
Waroona (S)	75-84	0	F	84
Waroona (S)	75-84	0	M	89
Waroona (S)	75-84	1	F	32
Waroona (S)	75-84	1	M	24
Waroona (S)	85+		F	22
Waroona (S)	85+		M	9
Waroona (S)	85+	0	F	15
Waroona (S)	85+	0	M	23
Waroona (S)	85+	1	F	22
Waroona (S)	85+	1	M	11
West Arthur (S)	0-4		M	4
West Arthur (S)	0-4	0	F	33
West Arthur (S)	0-4	0	M	21
West Arthur (S)	5-14		F	4
West Arthur (S)	5-14		M	3
West Arthur (S)	5-14	0	F	45
West Arthur (S)	5-14	0	M	47
West Arthur (S)	15-19	0	F	14
West Arthur (S)	15-19	0	M	14
West Arthur (S)	15-19	1	M	3
West Arthur (S)	20-24	0	F	7
West Arthur (S)	20-24	0	M	14
West Arthur (S)	25-34		F	3
West Arthur (S)	25-34		M	3
West Arthur (S)	25-34	0	F	30
West Arthur (S)	25-34	0	M	35
West Arthur (S)	35-44		F	4
West Arthur (S)	35-44		M	8
West Arthur (S)	35-44	0	F	36
West Arthur (S)	35-44	0	M	37
West Arthur (S)	45-54		F	3
West Arthur (S)	45-54		M	4
West Arthur (S)	45-54	0	F	67
West Arthur (S)	45-54	0	M	61
West Arthur (S)	55-64		F	4
West Arthur (S)	55-64		M	11
West Arthur (S)	55-64	0	F	56
West Arthur (S)	55-64	0	M	64
West Arthur (S)	55-64	1	F	3
West Arthur (S)	55-64	1	M	4
West Arthur (S)	65-74		M	4
West Arthur (S)	65-74	0	F	29
West Arthur (S)	65-74	0	M	46
West Arthur (S)	75-84	0	F	19
West Arthur (S)	75-84	0	M	21
West Arthur (S)	75-84	1	F	3
West Arthur (S)	75-84	1	M	3
West Arthur (S)	85+	0	F	5
West Arthur (S)	85+	0	M	14
West Arthur (S)	85+	1	M	3
Westonia (S)	0-4	0	F	7
Westonia (S)	0-4	0	M	7
Westonia (S)	5-14	0	F	9
Westonia (S)	5-14	0	M	14
Westonia (S)	15-19		M	3
Westonia (S)	15-19	0	F	3
Westonia (S)	20-24	0	F	5
Westonia (S)	20-24	0	M	15
Westonia (S)	25-34		F	3
Westonia (S)	25-34		M	3
Westonia (S)	25-34	0	F	13
Westonia (S)	25-34	0	M	18
Westonia (S)	35-44		F	3
Westonia (S)	35-44		M	9
Westonia (S)	35-44	0	F	20
Westonia (S)	35-44	0	M	30
Westonia (S)	45-54		F	3
Westonia (S)	45-54		M	6
Westonia (S)	45-54	0	F	14
Westonia (S)	45-54	0	M	25
Westonia (S)	55-64		F	3
Westonia (S)	55-64		M	9
Westonia (S)	55-64	0	F	20
Westonia (S)	55-64	0	M	23
Westonia (S)	65-74	0	F	9
Westonia (S)	65-74	0	M	10
Westonia (S)	65-74	1	M	3
Westonia (S)	75-84	0	F	5
Westonia (S)	75-84	0	M	5
Wickepin (S)	0-4		F	3
Wickepin (S)	0-4	0	F	20
Wickepin (S)	0-4	0	M	26
Wickepin (S)	5-14		F	5
Wickepin (S)	5-14		M	3
Wickepin (S)	5-14	0	F	38
Wickepin (S)	5-14	0	M	45
Wickepin (S)	5-14	1	M	4
Wickepin (S)	15-19	0	F	11
Wickepin (S)	15-19	0	M	13
Wickepin (S)	20-24	0	F	12
Wickepin (S)	20-24	0	M	10
Wickepin (S)	25-34		M	3
Wickepin (S)	25-34	0	F	40
Wickepin (S)	25-34	0	M	40
Wickepin (S)	35-44		F	8
Wickepin (S)	35-44		M	3
Wickepin (S)	35-44	0	F	29
Wickepin (S)	35-44	0	M	34
Wickepin (S)	45-54		M	8
Wickepin (S)	45-54	0	F	46
Wickepin (S)	45-54	0	M	57
Wickepin (S)	45-54	1	F	3
Wickepin (S)	55-64		F	5
Wickepin (S)	55-64		M	9
Wickepin (S)	55-64	0	F	45
Wickepin (S)	55-64	0	M	55
Wickepin (S)	55-64	1	F	4
Wickepin (S)	65-74		F	3
Wickepin (S)	65-74		M	5
Wickepin (S)	65-74	0	F	24
Wickepin (S)	65-74	0	M	48
Wickepin (S)	65-74	1	F	4
Wickepin (S)	75-84	0	F	27
Wickepin (S)	75-84	0	M	10
Wickepin (S)	75-84	1	F	3
Wickepin (S)	85+		M	3
Wickepin (S)	85+	0	F	4
Wickepin (S)	85+	0	M	5
Wickepin (S)	85+	1	F	3
Williams (S)	0-4		F	4
Williams (S)	0-4		M	6
Williams (S)	0-4	0	F	29
Williams (S)	0-4	0	M	45
Williams (S)	5-14		M	3
Williams (S)	5-14	0	F	52
Williams (S)	5-14	0	M	58
Williams (S)	5-14	1	M	3
Williams (S)	15-19	0	F	12
Williams (S)	15-19	0	M	14
Williams (S)	20-24		M	3
Williams (S)	20-24	0	F	12
Williams (S)	20-24	0	M	24
Williams (S)	25-34		F	3
Williams (S)	25-34		M	9
Williams (S)	25-34	0	F	55
Williams (S)	25-34	0	M	65
Williams (S)	35-44		F	5
Williams (S)	35-44		M	7
Williams (S)	35-44	0	F	50
Williams (S)	35-44	0	M	49
Williams (S)	45-54		F	4
Williams (S)	45-54		M	4
Williams (S)	45-54	0	F	57
Williams (S)	45-54	0	M	52
Williams (S)	55-64		F	10
Williams (S)	55-64		M	11
Williams (S)	55-64	0	F	85
Williams (S)	55-64	0	M	73
Williams (S)	55-64	1	F	3
Williams (S)	55-64	1	M	3
Williams (S)	65-74		F	8
Williams (S)	65-74		M	3
Williams (S)	65-74	0	F	38
Williams (S)	65-74	0	M	44
Williams (S)	75-84		M	3
Williams (S)	75-84	0	F	24
Williams (S)	75-84	0	M	14
Williams (S)	75-84	1	M	6
Williams (S)	85+	0	M	8
Williams (S)	85+	1	F	3
Williams (S)	85+	1	M	3
Wiluna (S)	0-4		M	3
Wiluna (S)	0-4	0	F	12
Wiluna (S)	0-4	0	M	17
Wiluna (S)	5-14		M	3
Wiluna (S)	5-14	0	F	24
Wiluna (S)	5-14	0	M	26
Wiluna (S)	15-19		M	9
Wiluna (S)	15-19	0	F	9
Wiluna (S)	15-19	0	M	20
Wiluna (S)	20-24		F	3
Wiluna (S)	20-24		M	3
Wiluna (S)	20-24	0	F	13
Wiluna (S)	20-24	0	M	25
Wiluna (S)	25-34		F	12
Wiluna (S)	25-34		M	32
Wiluna (S)	25-34	0	F	52
Wiluna (S)	25-34	0	M	110
Wiluna (S)	35-44		F	9
Wiluna (S)	35-44		M	22
Wiluna (S)	35-44	0	F	37
Wiluna (S)	35-44	0	M	79
Wiluna (S)	45-54		M	23
Wiluna (S)	45-54	0	F	29
Wiluna (S)	45-54	0	M	63
Wiluna (S)	45-54	1	F	3
Wiluna (S)	55-64		F	4
Wiluna (S)	55-64		M	5
Wiluna (S)	55-64	0	F	24
Wiluna (S)	55-64	0	M	38
Wiluna (S)	55-64	1	M	3
Wiluna (S)	65-74		M	4
Wiluna (S)	65-74	0	F	5
Wiluna (S)	65-74	0	M	22
Wiluna (S)	65-74	1	M	3
Wiluna (S)	75-84	0	F	3
Wiluna (S)	75-84	0	M	3
Wongan-Ballidu (S)	0-4		F	3
Wongan-Ballidu (S)	0-4	0	F	44
Wongan-Ballidu (S)	0-4	0	M	45
Wongan-Ballidu (S)	5-14		M	3
Wongan-Ballidu (S)	5-14	0	F	86
Wongan-Ballidu (S)	5-14	0	M	89
Wongan-Ballidu (S)	5-14	1	M	5
Wongan-Ballidu (S)	15-19	0	F	10
Wongan-Ballidu (S)	15-19	0	M	24
Wongan-Ballidu (S)	20-24	0	F	18
Wongan-Ballidu (S)	20-24	0	M	42
Wongan-Ballidu (S)	25-34		F	3
Wongan-Ballidu (S)	25-34		M	4
Wongan-Ballidu (S)	25-34	0	F	84
Wongan-Ballidu (S)	25-34	0	M	78
Wongan-Ballidu (S)	35-44		F	4
Wongan-Ballidu (S)	35-44		M	11
Wongan-Ballidu (S)	35-44	0	F	74
Wongan-Ballidu (S)	35-44	0	M	79
Wongan-Ballidu (S)	35-44	1	F	3
Wongan-Ballidu (S)	35-44	1	M	3
Wongan-Ballidu (S)	45-54		F	3
Wongan-Ballidu (S)	45-54		M	3
Wongan-Ballidu (S)	45-54	0	F	79
Wongan-Ballidu (S)	45-54	0	M	90
Wongan-Ballidu (S)	45-54	1	F	4
Wongan-Ballidu (S)	45-54	1	M	4
Wongan-Ballidu (S)	55-64		F	3
Wongan-Ballidu (S)	55-64		M	3
Wongan-Ballidu (S)	55-64	0	F	88
Wongan-Ballidu (S)	55-64	0	M	105
Wongan-Ballidu (S)	55-64	1	F	3
Wongan-Ballidu (S)	55-64	1	M	3
Wongan-Ballidu (S)	65-74		F	3
Wongan-Ballidu (S)	65-74		M	4
Wongan-Ballidu (S)	65-74	0	F	52
Wongan-Ballidu (S)	65-74	0	M	70
Wongan-Ballidu (S)	65-74	1	M	9
Wongan-Ballidu (S)	75-84	0	F	21
Wongan-Ballidu (S)	75-84	0	M	19
Wongan-Ballidu (S)	75-84	1	M	9
Wongan-Ballidu (S)	85+		F	4
Wongan-Ballidu (S)	85+	0	F	4
Wongan-Ballidu (S)	85+	0	M	7
Wongan-Ballidu (S)	85+	1	F	12
Woodanilling (S)	0-4	0	F	16
Woodanilling (S)	0-4	0	M	18
Woodanilling (S)	5-14		M	5
Woodanilling (S)	5-14	0	F	25
Woodanilling (S)	5-14	0	M	26
Woodanilling (S)	15-19	0	F	3
Woodanilling (S)	15-19	0	M	3
Woodanilling (S)	20-24		F	3
Woodanilling (S)	20-24	0	F	9
Woodanilling (S)	20-24	0	M	11
Woodanilling (S)	25-34	0	F	25
Woodanilling (S)	25-34	0	M	14
