LGA_NAME16	HomeCensusNight	Sex	persons
No usual address (Vic.)	0	M	4331
Migratory - Offshore - Shipping (Vic.)	0	M	3
Migratory - Offshore - Shipping (Vic.)	1	F	4
Migratory - Offshore - Shipping (Vic.)	1	M	20
Aurukun (S)	0	F	57
Aurukun (S)	0	M	49
Aurukun (S)	1	F	583
Aurukun (S)	1	M	582
Balonne (S)	0	F	183
Balonne (S)	0	M	222
Balonne (S)	1	F	1947
Balonne (S)	1	M	2026
Banana (S)	0	F	397
Banana (S)	0	M	472
Banana (S)	1	F	6534
Banana (S)	1	M	6917
Barcaldine (R)	0	F	131
Barcaldine (R)	0	M	174
Barcaldine (R)	1	F	1281
Barcaldine (R)	1	M	1278
Barcoo (S)	0	F	13
Barcoo (S)	0	M	17
Barcoo (S)	1	F	104
Barcoo (S)	1	M	128
Blackall-Tambo (R)	0	F	88
Blackall-Tambo (R)	0	M	112
Blackall-Tambo (R)	1	F	866
Blackall-Tambo (R)	1	M	837
Boulia (S)	0	F	27
Boulia (S)	0	M	24
Boulia (S)	1	F	172
Boulia (S)	1	M	199
Brisbane (C)	0	F	23974
Brisbane (C)	0	M	27257
Brisbane (C)	1	F	550741
Brisbane (C)	1	M	529175
Bulloo (S)	0	F	11
Bulloo (S)	0	M	23
Bulloo (S)	1	F	150
Bulloo (S)	1	M	171
Bundaberg (R)	0	F	2414
Bundaberg (R)	0	M	3107
Bundaberg (R)	1	F	44769
Bundaberg (R)	1	M	42606
Burdekin (S)	0	F	329
Burdekin (S)	0	M	513
Burdekin (S)	1	F	8071
Burdekin (S)	1	M	8158
Burke (S)	0	F	12
Burke (S)	0	M	13
Burke (S)	1	F	137
Burke (S)	1	M	172
Cairns (R)	0	F	3777
Cairns (R)	0	M	4892
Cairns (R)	1	F	75731
Cairns (R)	1	M	72497
Carpentaria (S)	0	F	77
Carpentaria (S)	0	M	119
Carpentaria (S)	1	F	875
Carpentaria (S)	1	M	891
Cassowary Coast (R)	0	F	708
Cassowary Coast (R)	0	M	914
Cassowary Coast (R)	1	F	13245
Cassowary Coast (R)	1	M	13853
Central Highlands (R) (Qld)	0	F	810
Central Highlands (R) (Qld)	0	M	1210
Central Highlands (R) (Qld)	1	F	12432
Central Highlands (R) (Qld)	1	M	13550
Charters Towers (R)	0	F	320
Charters Towers (R)	0	M	480
Charters Towers (R)	1	F	5671
Charters Towers (R)	1	M	5411
Cherbourg (S)	0	F	22
Cherbourg (S)	0	M	12
Cherbourg (S)	1	F	618
Cherbourg (S)	1	M	617
Cloncurry (S)	0	F	83
Cloncurry (S)	0	M	101
Cloncurry (S)	1	F	1242
Cloncurry (S)	1	M	1605
Cook (S)	0	F	141
Cook (S)	0	M	200
Cook (S)	1	F	1809
Cook (S)	1	M	2073
Croydon (S)	0	F	10
Croydon (S)	0	M	16
Croydon (S)	1	F	137
Croydon (S)	1	M	131
Diamantina (S)	0	F	12
Diamantina (S)	0	M	38
Diamantina (S)	1	F	127
Diamantina (S)	1	M	112
Doomadgee (S)	0	F	35
Doomadgee (S)	0	M	33
Doomadgee (S)	1	F	656
Doomadgee (S)	1	M	672
Douglas (S)	0	F	270
Douglas (S)	0	M	348
Douglas (S)	1	F	5488
Douglas (S)	1	M	5611
Etheridge (S)	0	F	41
Etheridge (S)	0	M	40
Etheridge (S)	1	F	326
Etheridge (S)	1	M	397
Flinders (S) (Qld)	0	F	64
Flinders (S) (Qld)	0	M	81
Flinders (S) (Qld)	1	F	695
Flinders (S) (Qld)	1	M	702
Fraser Coast (R)	0	F	2676
Fraser Coast (R)	0	M	3427
Fraser Coast (R)	1	F	49050
Fraser Coast (R)	1	M	46348
Gladstone (R)	0	F	1703
Gladstone (R)	0	M	2494
Gladstone (R)	1	F	28291
Gladstone (R)	1	M	29153
Gold Coast (C)	0	F	11246
Gold Coast (C)	0	M	12963
Gold Coast (C)	1	F	274335
Gold Coast (C)	1	M	257177
Goondiwindi (R)	0	F	342
Goondiwindi (R)	0	M	402
Goondiwindi (R)	1	F	4941
Goondiwindi (R)	1	M	4942
Gympie (R)	0	F	1346
Gympie (R)	0	M	1690
Gympie (R)	1	F	23634
Gympie (R)	1	M	22886
Hinchinbrook (S)	0	F	259
Hinchinbrook (S)	0	M	305
Hinchinbrook (S)	1	F	5069
Hinchinbrook (S)	1	M	5250
Hope Vale (S)	0	F	26
Hope Vale (S)	0	M	56
Hope Vale (S)	1	F	394
Hope Vale (S)	1	M	445
Ipswich (C)	0	F	3617
Ipswich (C)	0	M	4420
Ipswich (C)	1	F	94322
Ipswich (C)	1	M	91382
Isaac (R)	0	F	600
Isaac (R)	0	M	826
Isaac (R)	1	F	8917
Isaac (R)	1	M	10596
Kowanyama (S)	0	F	24
Kowanyama (S)	0	M	22
Kowanyama (S)	1	F	475
Kowanyama (S)	1	M	429
Livingstone (S)	0	F	1039
Livingstone (S)	0	M	1955
Livingstone (S)	1	F	16605
Livingstone (S)	1	M	16665
Lockhart River (S)	0	F	21
Lockhart River (S)	0	M	27
Lockhart River (S)	1	F	335
Lockhart River (S)	1	M	327
Lockyer Valley (R)	0	F	867
Lockyer Valley (R)	0	M	988
Lockyer Valley (R)	1	F	18439
Lockyer Valley (R)	1	M	18310
Logan (C)	0	F	5541
Logan (C)	0	M	6313
Logan (C)	1	F	147944
Logan (C)	1	M	143592
Longreach (R)	0	F	144
Longreach (R)	0	M	176
Longreach (R)	1	F	1723
Longreach (R)	1	M	1609
Mackay (R)	0	F	3137
Mackay (R)	0	M	6409
Mackay (R)	1	F	53580
Mackay (R)	1	M	51850
McKinlay (S)	0	F	28
McKinlay (S)	0	M	40
McKinlay (S)	1	F	329
McKinlay (S)	1	M	394
Mapoon (S)	0	F	12
Mapoon (S)	0	M	5
Mapoon (S)	1	F	145
Mapoon (S)	1	M	144
Maranoa (R)	0	F	394
Maranoa (R)	0	M	566
Maranoa (R)	1	F	5756
Maranoa (R)	1	M	5946
Mareeba (S)	0	F	522
Mareeba (S)	0	M	683
Mareeba (S)	1	F	9726
Mareeba (S)	1	M	10621
Moreton Bay (R)	0	F	8312
Moreton Bay (R)	0	M	10258
Moreton Bay (R)	1	F	208822
Moreton Bay (R)	1	M	197914
Mornington (S)	0	F	56
Mornington (S)	0	M	30
Mornington (S)	1	F	522
Mornington (S)	1	M	535
Mount Isa (C)	0	F	597
Mount Isa (C)	0	M	683
Mount Isa (C)	1	F	8414
Mount Isa (C)	1	M	8975
Murweh (S)	0	F	184
Murweh (S)	0	M	202
Murweh (S)	1	F	1990
Murweh (S)	1	M	1934
Napranum (S)	0	F	23
Napranum (S)	0	M	20
Napranum (S)	1	F	433
Napranum (S)	1	M	473
Noosa (S)	0	F	1384
Noosa (S)	0	M	1766
Noosa (S)	1	F	25418
Noosa (S)	1	M	23575
North Burnett (R)	0	F	306
North Burnett (R)	0	M	402
North Burnett (R)	1	F	4817
North Burnett (R)	1	M	4954
Northern Peninsula Area (R)	0	F	91
Northern Peninsula Area (R)	0	M	97
Northern Peninsula Area (R)	1	F	1347
Northern Peninsula Area (R)	1	M	1262
Palm Island (S)	0	F	56
Palm Island (S)	0	M	71
Palm Island (S)	1	F	1172
Palm Island (S)	1	M	1144
Paroo (S)	0	F	107
Paroo (S)	0	M	88
Paroo (S)	1	F	723
Paroo (S)	1	M	728
Pormpuraaw (S)	0	F	24
Pormpuraaw (S)	0	M	25
Pormpuraaw (S)	1	F	357
Pormpuraaw (S)	1	M	346
Quilpie (S)	0	F	42
Quilpie (S)	0	M	45
Quilpie (S)	1	F	333
Quilpie (S)	1	M	394
Redland (C)	0	F	3123
Redland (C)	0	M	3762
Redland (C)	1	F	71900
Redland (C)	1	M	68229
Richmond (S)	0	F	41
Richmond (S)	0	M	52
Richmond (S)	1	F	334
Richmond (S)	1	M	365
Rockhampton (R)	0	F	1969
Rockhampton (R)	0	M	3232
Rockhampton (R)	1	F	38350
Rockhampton (R)	1	M	36174
Scenic Rim (R)	0	F	854
Scenic Rim (R)	0	M	982
Scenic Rim (R)	1	F	19457
Scenic Rim (R)	1	M	18779
Somerset (R)	0	F	548
Somerset (R)	0	M	657
Somerset (R)	1	F	11666
Somerset (R)	1	M	11724
South Burnett (R)	0	F	822
South Burnett (R)	0	M	1054
South Burnett (R)	1	F	15248
South Burnett (R)	1	M	15065
Southern Downs (R)	0	F	960
Southern Downs (R)	0	M	1082
Southern Downs (R)	1	F	16871
Southern Downs (R)	1	M	16196
Sunshine Coast (R)	0	F	7079
Sunshine Coast (R)	0	M	8818
Sunshine Coast (R)	1	F	145330
Sunshine Coast (R)	1	M	133150
Tablelands (R)	0	F	714
Tablelands (R)	0	M	831
Tablelands (R)	1	F	11902
Tablelands (R)	1	M	11383
Toowoomba (R)	0	F	3849
Toowoomba (R)	0	M	4691
Toowoomba (R)	1	F	78761
Toowoomba (R)	1	M	73481
Torres (S)	0	F	216
Torres (S)	0	M	198
Torres (S)	1	F	1608
Torres (S)	1	M	1591
Torres Strait Island (R)	0	F	198
Torres Strait Island (R)	0	M	235
Torres Strait Island (R)	1	F	2022
Torres Strait Island (R)	1	M	2057
Townsville (C)	0	F	4349
Townsville (C)	0	M	6639
Townsville (C)	1	F	89061
Townsville (C)	1	M	86712
Weipa (T)	0	F	132
Weipa (T)	0	M	148
Weipa (T)	1	F	1670
Weipa (T)	1	M	1956
Western Downs (R)	0	F	964
Western Downs (R)	0	M	1266
Western Downs (R)	1	F	15356
Western Downs (R)	1	M	15865
Whitsunday (R)	0	F	914
Whitsunday (R)	0	M	1554
Whitsunday (R)	1	F	15372
Whitsunday (R)	1	M	15936
Winton (S)	0	F	47
Winton (S)	0	M	53
Winton (S)	1	F	488
Winton (S)	1	M	535
Woorabinda (S)	0	F	22
Woorabinda (S)	0	M	29
Woorabinda (S)	1	F	471
Woorabinda (S)	1	M	440
Wujal Wujal (S)	0	F	7
Wujal Wujal (S)	0	M	13
Wujal Wujal (S)	1	F	145
Wujal Wujal (S)	1	M	122
Yarrabah (S)	0	F	39
Yarrabah (S)	0	M	51
Yarrabah (S)	1	F	1243
Yarrabah (S)	1	M	1232
No usual address (Qld)	0	F	5572
No usual address (Qld)	0	M	6937
Migratory - Offshore - Shipping (Qld)	0	F	3
Migratory - Offshore - Shipping (Qld)	0	M	10
Migratory - Offshore - Shipping (Qld)	1	F	81
Migratory - Offshore - Shipping (Qld)	1	M	56
Adelaide (C)	0	F	533
Adelaide (C)	0	M	703
Adelaide (C)	1	F	10228
Adelaide (C)	1	M	10604
Adelaide Hills (DC)	0	F	904
Adelaide Hills (DC)	0	M	1107
Adelaide Hills (DC)	1	F	18617
Adelaide Hills (DC)	1	M	18227
Alexandrina (DC)	0	F	859
Alexandrina (DC)	0	M	951
Alexandrina (DC)	1	F	12409
Alexandrina (DC)	1	M	11653
Anangu Pitjantjatjara (AC)	0	F	82
Anangu Pitjantjatjara (AC)	0	M	52
Anangu Pitjantjatjara (AC)	1	F	1107
Anangu Pitjantjatjara (AC)	1	M	1029
Barossa (DC)	0	F	556
Barossa (DC)	0	M	647
Barossa (DC)	1	F	11364
Barossa (DC)	1	M	10991
Barunga West (DC)	0	F	96
Barunga West (DC)	0	M	137
Barunga West (DC)	1	F	1135
Barunga West (DC)	1	M	1164
Berri and Barmera (DC)	0	F	275
Berri and Barmera (DC)	0	M	321
Berri and Barmera (DC)	1	F	5002
Berri and Barmera (DC)	1	M	4949
Burnside (C)	0	F	960
Burnside (C)	0	M	1017
Burnside (C)	1	F	22225
Burnside (C)	1	M	19708
Campbelltown (C) (SA)	0	F	882
Campbelltown (C) (SA)	0	M	973
Campbelltown (C) (SA)	1	F	24894
Campbelltown (C) (SA)	1	M	23413
Ceduna (DC)	0	F	133
Ceduna (DC)	0	M	144
Ceduna (DC)	1	F	1581
Ceduna (DC)	1	M	1552
Charles Sturt (C)	0	F	2299
Charles Sturt (C)	0	M	2640
Charles Sturt (C)	1	F	54817
Charles Sturt (C)	1	M	52014
Clare and Gilbert Valleys (DC)	0	F	286
Clare and Gilbert Valleys (DC)	0	M	357
Clare and Gilbert Valleys (DC)	1	F	4245
Clare and Gilbert Valleys (DC)	1	M	4133
Cleve (DC)	0	F	57
Cleve (DC)	0	M	56
Cleve (DC)	1	F	791
Cleve (DC)	1	M	865
Coober Pedy (DC)	0	F	65
Coober Pedy (DC)	0	M	72
Coober Pedy (DC)	1	F	743
Coober Pedy (DC)	1	M	884
Copper Coast (DC)	0	F	469
Copper Coast (DC)	0	M	541
Copper Coast (DC)	1	F	6634
Copper Coast (DC)	1	M	6497
Elliston (DC)	0	F	40
Elliston (DC)	0	M	46
Elliston (DC)	1	F	446
Elliston (DC)	1	M	513
Flinders Ranges (DC)	0	F	84
Flinders Ranges (DC)	0	M	104
Flinders Ranges (DC)	1	F	753
Flinders Ranges (DC)	1	M	697
Franklin Harbour (DC)	0	F	48
Franklin Harbour (DC)	0	M	59
Franklin Harbour (DC)	1	F	560
Franklin Harbour (DC)	1	M	621
Gawler (T)	0	F	549
Gawler (T)	0	M	583
Gawler (T)	1	F	11392
Gawler (T)	1	M	10512
Goyder (DC)	0	F	128
Goyder (DC)	0	M	157
Goyder (DC)	1	F	1925
Goyder (DC)	1	M	1921
Grant (DC)	0	F	247
Grant (DC)	0	M	263
Grant (DC)	1	F	3447
Grant (DC)	1	M	4243
Holdfast Bay (C)	0	F	1000
Holdfast Bay (C)	0	M	1066
Holdfast Bay (C)	1	F	17511
Holdfast Bay (C)	1	M	15781
Kangaroo Island (DC)	0	F	218
Kangaroo Island (DC)	0	M	260
Kangaroo Island (DC)	1	F	2085
Kangaroo Island (DC)	1	M	2148
Karoonda East Murray (DC)	0	F	31
Karoonda East Murray (DC)	0	M	37
Karoonda East Murray (DC)	1	F	496
Karoonda East Murray (DC)	1	M	529
Kimba (DC)	0	F	41
Kimba (DC)	0	M	43
Kimba (DC)	1	F	476
Kimba (DC)	1	M	503
Kingston (DC) (SA)	0	F	93
Kingston (DC) (SA)	0	M	113
Kingston (DC) (SA)	1	F	1038
Kingston (DC) (SA)	1	M	1103
Light (RegC)	0	F	271
Light (RegC)	0	M	376
Light (RegC)	1	F	7021
Light (RegC)	1	M	7065
Lower Eyre Peninsula (DC)	0	F	170
Lower Eyre Peninsula (DC)	0	M	206
Lower Eyre Peninsula (DC)	1	F	2384
Lower Eyre Peninsula (DC)	1	M	2742
Loxton Waikerie (DC)	0	F	320
Loxton Waikerie (DC)	0	M	351
Loxton Waikerie (DC)	1	F	5426
Loxton Waikerie (DC)	1	M	5395
Mallala (DC)	0	F	148
Mallala (DC)	0	M	241
Mallala (DC)	1	F	4093
Mallala (DC)	1	M	4317
Maralinga Tjarutja (AC)	0	F	3
Maralinga Tjarutja (AC)	1	F	29
Maralinga Tjarutja (AC)	1	M	24
Marion (C)	0	F	1930
Marion (C)	0	M	2014
Marion (C)	1	F	44076
Marion (C)	1	M	40598
Mid Murray (DC)	0	F	269
Mid Murray (DC)	0	M	368
Mid Murray (DC)	1	F	3752
Mid Murray (DC)	1	M	4253
Mitcham (C)	0	F	1413
Mitcham (C)	0	M	1635
Mitcham (C)	1	F	32121
Mitcham (C)	1	M	29638
Mount Barker (DC)	0	F	792
Mount Barker (DC)	0	M	892
Mount Barker (DC)	1	F	16354
Mount Barker (DC)	1	M	15357
Mount Gambier (C)	0	F	898
Mount Gambier (C)	0	M	870
Mount Gambier (C)	1	F	12639
Mount Gambier (C)	1	M	11869
Mount Remarkable (DC)	0	F	88
Mount Remarkable (DC)	0	M	134
Mount Remarkable (DC)	1	F	1313
Mount Remarkable (DC)	1	M	1327
Murray Bridge (RC)	0	F	487
Murray Bridge (RC)	0	M	563
Murray Bridge (RC)	1	F	9893
Murray Bridge (RC)	1	M	9911
Naracoorte and Lucindale (DC)	0	F	244
Naracoorte and Lucindale (DC)	0	M	332
Naracoorte and Lucindale (DC)	1	F	3736
Naracoorte and Lucindale (DC)	1	M	3971
Northern Areas (DC)	0	F	101
Northern Areas (DC)	0	M	150
Northern Areas (DC)	1	F	2115
Northern Areas (DC)	1	M	2167
Norwood Payneham St Peters (C)	0	F	824
Norwood Payneham St Peters (C)	0	M	861
Norwood Payneham St Peters (C)	1	F	17605
Norwood Payneham St Peters (C)	1	M	16066
Onkaparinga (C)	0	F	3603
Onkaparinga (C)	0	M	4324
Onkaparinga (C)	1	F	81560
Onkaparinga (C)	1	M	77285
Orroroo/Carrieton (DC)	0	F	34
Orroroo/Carrieton (DC)	0	M	35
Orroroo/Carrieton (DC)	1	F	413
Orroroo/Carrieton (DC)	1	M	409
Peterborough (DC)	0	F	59
Peterborough (DC)	0	M	78
Peterborough (DC)	1	F	782
Peterborough (DC)	1	M	754
Playford (C)	0	F	1701
Playford (C)	0	M	2216
Playford (C)	1	F	43372
Playford (C)	1	M	42081
Port Adelaide Enfield (C)	0	F	2322
Port Adelaide Enfield (C)	0	M	2730
Port Adelaide Enfield (C)	1	F	58811
Port Adelaide Enfield (C)	1	M	57367
Port Augusta (C)	0	F	476
Port Augusta (C)	0	M	602
Port Augusta (C)	1	F	6299
Port Augusta (C)	1	M	6431
Port Lincoln (C)	0	F	580
Port Lincoln (C)	0	M	689
Port Lincoln (C)	1	F	6555
Port Lincoln (C)	1	M	6241
Port Pirie City and Dists (M)	0	F	540
Port Pirie City and Dists (M)	0	M	591
Port Pirie City and Dists (M)	1	F	8320
Port Pirie City and Dists (M)	1	M	7913
Prospect (C)	0	F	485
Prospect (C)	0	M	558
Prospect (C)	1	F	9749
Prospect (C)	1	M	9737
Renmark Paringa (DC)	0	F	312
Renmark Paringa (DC)	0	M	319
Renmark Paringa (DC)	1	F	4442
Renmark Paringa (DC)	1	M	4406
Robe (DC)	0	F	98
Robe (DC)	0	M	92
Robe (DC)	1	F	577
Robe (DC)	1	M	616
Roxby Downs (M)	0	F	83
Roxby Downs (M)	0	M	117
Roxby Downs (M)	1	F	1578
Roxby Downs (M)	1	M	2101
Salisbury (C)	0	F	2342
Salisbury (C)	0	M	3080
Salisbury (C)	1	F	66890
Salisbury (C)	1	M	65675
Southern Mallee (DC)	0	F	73
Southern Mallee (DC)	0	M	75
Southern Mallee (DC)	1	F	908
Southern Mallee (DC)	1	M	971
Streaky Bay (DC)	0	F	103
Streaky Bay (DC)	0	M	109
Streaky Bay (DC)	1	F	879
Streaky Bay (DC)	1	M	996
Tatiara (DC)	0	F	201
Tatiara (DC)	0	M	246
Tatiara (DC)	1	F	2935
Tatiara (DC)	1	M	3240
Tea Tree Gully (C)	0	F	2003
Tea Tree Gully (C)	0	M	2243
Tea Tree Gully (C)	1	F	47917
Tea Tree Gully (C)	1	M	45569
The Coorong (DC)	0	F	183
The Coorong (DC)	0	M	197
The Coorong (DC)	1	F	2435
The Coorong (DC)	1	M	2564
Tumby Bay (DC)	0	F	103
Tumby Bay (DC)	0	M	125
Tumby Bay (DC)	1	F	1219
Tumby Bay (DC)	1	M	1152
Unley (C)	0	F	831
Unley (C)	0	M	924
Unley (C)	1	F	19119
Unley (C)	1	M	16850
Victor Harbor (C)	0	F	568
Victor Harbor (C)	0	M	592
Victor Harbor (C)	1	F	7182
Victor Harbor (C)	1	M	6317
Wakefield (DC)	0	F	185
Wakefield (DC)	0	M	210
Wakefield (DC)	1	F	3153
Wakefield (DC)	1	M	3247
Walkerville (M)	0	F	177
Walkerville (M)	0	M	203
Walkerville (M)	1	F	3704
Walkerville (M)	1	M	3475
Wattle Range (DC)	0	F	414
Wattle Range (DC)	0	M	448
Wattle Range (DC)	1	F	5372
Wattle Range (DC)	1	M	5448
West Torrens (C)	0	F	1168
West Torrens (C)	0	M	1276
West Torrens (C)	1	F	28480
West Torrens (C)	1	M	26973
Whyalla (C)	0	F	716
Whyalla (C)	0	M	756
Whyalla (C)	1	F	10195
Whyalla (C)	1	M	10162
Wudinna (DC)	0	F	35
Wudinna (DC)	0	M	43
Wudinna (DC)	1	F	572
Wudinna (DC)	1	M	590
Yankalilla (DC)	0	F	192
Yankalilla (DC)	0	M	232
Yankalilla (DC)	1	F	2420
Yankalilla (DC)	1	M	2320
Yorke Peninsula (DC)	0	F	499
Yorke Peninsula (DC)	0	M	624
Yorke Peninsula (DC)	1	F	4852
Yorke Peninsula (DC)	1	M	5079
Unincorporated SA	0	F	119
Unincorporated SA	0	M	188
Unincorporated SA	1	F	1246
Unincorporated SA	1	M	1965
No usual address (SA)	0	F	1129
No usual address (SA)	0	M	1734
Migratory - Offshore - Shipping (SA)	1	M	6
Albany (C)	0	F	1259
Albany (C)	0	M	1445
Albany (C)	1	F	17273
Albany (C)	1	M	16612
Armadale (C)	0	F	1303
Armadale (C)	0	M	2139
Armadale (C)	1	F	38703
Armadale (C)	1	M	37458
Ashburton (S)	0	F	269
Ashburton (S)	0	M	562
Ashburton (S)	1	F	3334
Ashburton (S)	1	M	8862
Augusta-Margaret River (S)	0	F	548
Augusta-Margaret River (S)	0	M	765
Augusta-Margaret River (S)	1	F	6586
Augusta-Margaret River (S)	1	M	6368
Bassendean (T)	0	F	295
Bassendean (T)	0	M	392
Bassendean (T)	1	F	7368
Bassendean (T)	1	M	7034
Bayswater (C)	0	F	1250
Bayswater (C)	0	M	1664
Bayswater (C)	1	F	31252
Bayswater (C)	1	M	30510
Belmont (C)	0	F	818
Belmont (C)	0	M	1276
Belmont (C)	1	F	18615
Belmont (C)	1	M	18976
Beverley (S)	0	F	81
Beverley (S)	0	M	97
Beverley (S)	1	F	776
Beverley (S)	1	M	795
Boddington (S)	0	F	57
Boddington (S)	0	M	89
Boddington (S)	1	F	810
Boddington (S)	1	M	891
Boyup Brook (S)	0	F	55
Boyup Brook (S)	0	M	75
Boyup Brook (S)	1	F	787
Boyup Brook (S)	1	M	777
Bridgetown-Greenbushes (S)	0	F	130
Bridgetown-Greenbushes (S)	0	M	193
Bridgetown-Greenbushes (S)	1	F	2262
Bridgetown-Greenbushes (S)	1	M	2073
Brookton (S)	0	F	23
Brookton (S)	0	M	35
Brookton (S)	1	F	463
Brookton (S)	1	M	457
Broome (S)	0	F	510
Broome (S)	0	M	614
Broome (S)	1	F	7588
Broome (S)	1	M	7510
Broomehill-Tambellup (S)	0	F	61
Broomehill-Tambellup (S)	0	M	66
Broomehill-Tambellup (S)	1	F	509
Broomehill-Tambellup (S)	1	M	505
Bruce Rock (S)	0	F	30
Bruce Rock (S)	0	M	33
Bruce Rock (S)	1	F	417
Bruce Rock (S)	1	M	444
Bunbury (C)	0	F	997
Bunbury (C)	0	M	1247
Bunbury (C)	1	F	15277
Bunbury (C)	1	M	14401
Busselton (C)	0	F	1407
Busselton (C)	0	M	1916
Busselton (C)	1	F	17380
Busselton (C)	1	M	15985
Cambridge (T)	0	F	559
Cambridge (T)	0	M	682
Cambridge (T)	1	F	13104
Cambridge (T)	1	M	12443
Canning (C)	0	F	1416
Canning (C)	0	M	2053
Canning (C)	1	F	43474
Canning (C)	1	M	43243
Capel (S)	0	F	409
Capel (S)	0	M	650
Capel (S)	1	F	8327
Capel (S)	1	M	7740
Carnamah (S)	0	F	20
Carnamah (S)	0	M	30
Carnamah (S)	1	F	233
Carnamah (S)	1	M	268
Carnarvon (S)	0	F	180
Carnarvon (S)	0	M	237
Carnarvon (S)	1	F	2457
Carnarvon (S)	1	M	2653
Chapman Valley (S)	0	F	26
Chapman Valley (S)	0	M	62
Chapman Valley (S)	1	F	678
Chapman Valley (S)	1	M	651
Chittering (S)	0	F	122
Chittering (S)	0	M	231
Chittering (S)	1	F	2568
Chittering (S)	1	M	2553
Claremont (T)	0	F	224
Claremont (T)	0	M	253
Claremont (T)	1	F	4957
Claremont (T)	1	M	4615
Cockburn (C)	0	F	1849
Cockburn (C)	0	M	2834
Cockburn (C)	1	F	51056
Cockburn (C)	1	M	48731
Collie (S)	0	F	254
Collie (S)	0	M	357
Collie (S)	1	F	4106
Collie (S)	1	M	4079
Coolgardie (S)	0	F	94
Coolgardie (S)	0	M	112
Coolgardie (S)	1	F	1585
Coolgardie (S)	1	M	1815
Coorow (S)	0	F	42
Coorow (S)	0	M	88
Coorow (S)	1	F	421
Coorow (S)	1	M	485
Corrigin (S)	0	F	52
Corrigin (S)	0	M	79
Corrigin (S)	1	F	497
Corrigin (S)	1	M	519
Cottesloe (T)	0	F	239
Cottesloe (T)	0	M	294
Cottesloe (T)	1	F	3620
Cottesloe (T)	1	M	3440
Cranbrook (S)	0	F	43
Cranbrook (S)	0	M	55
Cranbrook (S)	1	F	482
Cranbrook (S)	1	M	503
Cuballing (S)	0	F	26
Cuballing (S)	0	M	64
Cuballing (S)	1	F	373
Cuballing (S)	1	M	404
Cue (S)	0	F	5
Cue (S)	0	M	8
Cue (S)	1	F	72
Cue (S)	1	M	100
Cunderdin (S)	0	F	28
Cunderdin (S)	0	M	55
Cunderdin (S)	1	F	620
Cunderdin (S)	1	M	754
Dalwallinu (S)	0	F	52
Dalwallinu (S)	0	M	60
Dalwallinu (S)	1	F	593
Dalwallinu (S)	1	M	721
Dandaragan (S)	0	F	153
Dandaragan (S)	0	M	201
Dandaragan (S)	1	F	1361
Dandaragan (S)	1	M	1500
Dardanup (S)	0	F	363
Dardanup (S)	0	M	589
Dardanup (S)	1	F	6727
Dardanup (S)	1	M	6348
Denmark (S)	0	F	238
Denmark (S)	0	M	289
Denmark (S)	1	F	2702
Denmark (S)	1	M	2612
Derby-West Kimberley (S)	0	F	303
Derby-West Kimberley (S)	0	M	274
Derby-West Kimberley (S)	1	F	3529
Derby-West Kimberley (S)	1	M	3621
Donnybrook-Balingup (S)	0	F	205
Donnybrook-Balingup (S)	0	M	258
Donnybrook-Balingup (S)	1	F	2768
Donnybrook-Balingup (S)	1	M	2647
Dowerin (S)	0	F	18
Dowerin (S)	0	M	22
Dowerin (S)	1	F	322
Dowerin (S)	1	M	328
Dumbleyung (S)	0	F	26
Dumbleyung (S)	0	M	26
Dumbleyung (S)	1	F	301
Dumbleyung (S)	1	M	325
Dundas (S)	0	F	27
Dundas (S)	0	M	42
Dundas (S)	1	F	319
Dundas (S)	1	M	380
East Fremantle (T)	0	F	185
East Fremantle (T)	0	M	243
East Fremantle (T)	1	F	3651
East Fremantle (T)	1	M	3296
East Pilbara (S)	0	F	234
East Pilbara (S)	0	M	456
East Pilbara (S)	1	F	3296
East Pilbara (S)	1	M	6602
Esperance (S)	0	F	542
Esperance (S)	0	M	676
Esperance (S)	1	F	6524
Esperance (S)	1	M	6493
Exmouth (S)	0	F	118
Exmouth (S)	0	M	149
Exmouth (S)	1	F	1178
Exmouth (S)	1	M	1280
Fremantle (C)	0	F	773
Fremantle (C)	0	M	995
Fremantle (C)	1	F	14155
Fremantle (C)	1	M	12964
Gingin (S)	0	F	201
Gingin (S)	0	M	298
Gingin (S)	1	F	2309
Gingin (S)	1	M	2405
Gnowangerup (S)	0	F	40
Gnowangerup (S)	0	M	63
Gnowangerup (S)	1	F	523
Gnowangerup (S)	1	M	596
Goomalling (S)	0	F	32
Goomalling (S)	0	M	34
Goomalling (S)	1	F	486
Goomalling (S)	1	M	482
Gosnells (C)	0	F	1770
Gosnells (C)	0	M	2717
Gosnells (C)	1	F	56299
Gosnells (C)	1	M	57289
Greater Geraldton (C)	0	F	1105
Greater Geraldton (C)	0	M	1616
Greater Geraldton (C)	1	F	18364
Greater Geraldton (C)	1	M	17552
Halls Creek (S)	0	F	188
Halls Creek (S)	0	M	159
Halls Creek (S)	1	F	1476
Halls Creek (S)	1	M	1447
Harvey (S)	0	F	671
Harvey (S)	0	M	1072
Harvey (S)	1	F	12594
Harvey (S)	1	M	12214
Irwin (S)	0	F	132
Irwin (S)	0	M	210
Irwin (S)	1	F	1645
Irwin (S)	1	M	1588
Jerramungup (S)	0	F	48
Jerramungup (S)	0	M	56
Jerramungup (S)	1	F	450
Jerramungup (S)	1	M	559
