LGA_NAME16	Age	Sex	persons
Ravensthorpe (S)	45-54	F	116
Ravensthorpe (S)	45-54	M	128
Ravensthorpe (S)	55-64	F	118
Ravensthorpe (S)	55-64	M	159
Ravensthorpe (S)	65-74	F	116
Ravensthorpe (S)	65-74	M	137
Ravensthorpe (S)	75-84	F	46
Ravensthorpe (S)	75-84	M	46
Ravensthorpe (S)	85+	F	7
Ravensthorpe (S)	85+	M	10
Rockingham (C)	0-4	F	4636
Rockingham (C)	0-4	M	4773
Rockingham (C)	5-14	F	9064
Rockingham (C)	5-14	M	9437
Rockingham (C)	15-19	F	4020
Rockingham (C)	15-19	M	4190
Rockingham (C)	20-24	F	4151
Rockingham (C)	20-24	M	4359
Rockingham (C)	25-34	F	9278
Rockingham (C)	25-34	M	8944
Rockingham (C)	35-44	F	8782
Rockingham (C)	35-44	M	8418
Rockingham (C)	45-54	F	8666
Rockingham (C)	45-54	M	8554
Rockingham (C)	55-64	F	6306
Rockingham (C)	55-64	M	6112
Rockingham (C)	65-74	F	4556
Rockingham (C)	65-74	M	4297
Rockingham (C)	75-84	F	2593
Rockingham (C)	75-84	M	2259
Rockingham (C)	85+	F	1025
Rockingham (C)	85+	M	686
Sandstone (S)	35-44	M	8
Sandstone (S)	45-54	F	9
Sandstone (S)	45-54	M	7
Sandstone (S)	55-64	F	12
Sandstone (S)	55-64	M	15
Sandstone (S)	65-74	F	9
Sandstone (S)	65-74	M	17
Sandstone (S)	75-84	M	3
Serpentine-Jarrahdale (S)	0-4	F	1118
Serpentine-Jarrahdale (S)	0-4	M	1208
Serpentine-Jarrahdale (S)	5-14	F	1971
Serpentine-Jarrahdale (S)	5-14	M	2101
Serpentine-Jarrahdale (S)	15-19	F	846
Serpentine-Jarrahdale (S)	15-19	M	852
Serpentine-Jarrahdale (S)	20-24	F	935
Serpentine-Jarrahdale (S)	20-24	M	855
Serpentine-Jarrahdale (S)	25-34	F	2231
Serpentine-Jarrahdale (S)	25-34	M	2231
Serpentine-Jarrahdale (S)	35-44	F	1863
Serpentine-Jarrahdale (S)	35-44	M	1866
Serpentine-Jarrahdale (S)	45-54	F	1788
Serpentine-Jarrahdale (S)	45-54	M	1906
Serpentine-Jarrahdale (S)	55-64	F	1303
Serpentine-Jarrahdale (S)	55-64	M	1312
Serpentine-Jarrahdale (S)	65-74	F	739
Serpentine-Jarrahdale (S)	65-74	M	873
Serpentine-Jarrahdale (S)	75-84	F	319
Serpentine-Jarrahdale (S)	75-84	M	325
Serpentine-Jarrahdale (S)	85+	F	103
Serpentine-Jarrahdale (S)	85+	M	88
Shark Bay (S)	0-4	F	36
Shark Bay (S)	0-4	M	40
Shark Bay (S)	5-14	F	41
Shark Bay (S)	5-14	M	51
Shark Bay (S)	15-19	F	11
Shark Bay (S)	15-19	M	7
Shark Bay (S)	20-24	F	24
Shark Bay (S)	20-24	M	18
Shark Bay (S)	25-34	F	70
Shark Bay (S)	25-34	M	62
Shark Bay (S)	35-44	F	60
Shark Bay (S)	35-44	M	74
Shark Bay (S)	45-54	F	57
Shark Bay (S)	45-54	M	64
Shark Bay (S)	55-64	F	59
Shark Bay (S)	55-64	M	86
Shark Bay (S)	65-74	F	57
Shark Bay (S)	65-74	M	88
Shark Bay (S)	75-84	F	13
Shark Bay (S)	75-84	M	20
Shark Bay (S)	85+	F	5
Shark Bay (S)	85+	M	10
South Perth (C)	0-4	F	933
South Perth (C)	0-4	M	1038
South Perth (C)	5-14	F	1965
South Perth (C)	5-14	M	2166
South Perth (C)	15-19	F	1223
South Perth (C)	15-19	M	1428
South Perth (C)	20-24	F	1832
South Perth (C)	20-24	M	1830
South Perth (C)	25-34	F	3487
South Perth (C)	25-34	M	3627
South Perth (C)	35-44	F	2719
South Perth (C)	35-44	M	2693
South Perth (C)	45-54	F	2764
South Perth (C)	45-54	M	2499
South Perth (C)	55-64	F	2795
South Perth (C)	55-64	M	2365
South Perth (C)	65-74	F	1879
South Perth (C)	65-74	M	1786
South Perth (C)	75-84	F	1070
South Perth (C)	75-84	M	755
South Perth (C)	85+	F	778
South Perth (C)	85+	M	358
Stirling (C)	0-4	F	6226
Stirling (C)	0-4	M	6800
Stirling (C)	5-14	F	11035
Stirling (C)	5-14	M	11332
Stirling (C)	15-19	F	5420
Stirling (C)	15-19	M	5339
Stirling (C)	20-24	F	6735
Stirling (C)	20-24	M	6656
Stirling (C)	25-34	F	19715
Stirling (C)	25-34	M	19814
Stirling (C)	35-44	F	15257
Stirling (C)	35-44	M	15050
Stirling (C)	45-54	F	13184
Stirling (C)	45-54	M	12958
Stirling (C)	55-64	F	11640
Stirling (C)	55-64	M	10573
Stirling (C)	65-74	F	9079
Stirling (C)	65-74	M	7633
Stirling (C)	75-84	F	6129
Stirling (C)	75-84	M	4732
Stirling (C)	85+	F	3122
Stirling (C)	85+	M	1774
Subiaco (C)	0-4	F	500
Subiaco (C)	0-4	M	511
Subiaco (C)	5-14	F	910
Subiaco (C)	5-14	M	933
Subiaco (C)	15-19	F	552
Subiaco (C)	15-19	M	489
Subiaco (C)	20-24	F	894
Subiaco (C)	20-24	M	891
Subiaco (C)	25-34	F	1793
Subiaco (C)	25-34	M	1798
Subiaco (C)	35-44	F	1325
Subiaco (C)	35-44	M	1267
Subiaco (C)	45-54	F	1151
Subiaco (C)	45-54	M	1041
Subiaco (C)	55-64	F	1084
Subiaco (C)	55-64	M	1009
Subiaco (C)	65-74	F	916
Subiaco (C)	65-74	M	875
Subiaco (C)	75-84	F	541
Subiaco (C)	75-84	M	455
Subiaco (C)	85+	F	277
Subiaco (C)	85+	M	158
Swan (C)	0-4	F	4865
Swan (C)	0-4	M	5189
Swan (C)	5-14	F	9119
Swan (C)	5-14	M	9827
Swan (C)	15-19	F	4303
Swan (C)	15-19	M	4714
Swan (C)	20-24	F	4716
Swan (C)	20-24	M	4670
Swan (C)	25-34	F	10825
Swan (C)	25-34	M	10314
Swan (C)	35-44	F	9976
Swan (C)	35-44	M	9361
Swan (C)	45-54	F	9337
Swan (C)	45-54	M	9125
Swan (C)	55-64	F	6941
Swan (C)	55-64	M	6766
Swan (C)	65-74	F	4358
Swan (C)	65-74	M	4103
Swan (C)	75-84	F	2085
Swan (C)	75-84	M	1887
Swan (C)	85+	F	853
Swan (C)	85+	M	530
Tammin (S)	0-4	F	11
Tammin (S)	0-4	M	17
Tammin (S)	5-14	F	30
Tammin (S)	5-14	M	37
Tammin (S)	15-19	F	3
Tammin (S)	15-19	M	11
Tammin (S)	20-24	F	8
Tammin (S)	20-24	M	11
Tammin (S)	25-34	F	34
Tammin (S)	25-34	M	19
Tammin (S)	35-44	F	24
Tammin (S)	35-44	M	26
Tammin (S)	45-54	F	29
Tammin (S)	45-54	M	36
Tammin (S)	55-64	F	21
Tammin (S)	55-64	M	32
Tammin (S)	65-74	F	21
Tammin (S)	65-74	M	20
Tammin (S)	75-84	F	9
Tammin (S)	75-84	M	14
Tammin (S)	85+	F	3
Three Springs (S)	0-4	F	24
Three Springs (S)	0-4	M	31
Three Springs (S)	5-14	F	45
Three Springs (S)	5-14	M	48
Three Springs (S)	15-19	F	3
Three Springs (S)	15-19	M	12
Three Springs (S)	20-24	F	14
Three Springs (S)	20-24	M	11
Three Springs (S)	25-34	F	43
Three Springs (S)	25-34	M	36
Three Springs (S)	35-44	F	39
Three Springs (S)	35-44	M	29
Three Springs (S)	45-54	F	32
Three Springs (S)	45-54	M	35
Three Springs (S)	55-64	F	46
Three Springs (S)	55-64	M	42
Three Springs (S)	65-74	F	32
Three Springs (S)	65-74	M	46
Three Springs (S)	75-84	F	3
Three Springs (S)	75-84	M	7
Three Springs (S)	85+	F	8
Three Springs (S)	85+	M	4
Toodyay (S)	0-4	F	91
Toodyay (S)	0-4	M	103
Toodyay (S)	5-14	F	220
Toodyay (S)	5-14	M	233
Toodyay (S)	15-19	F	105
Toodyay (S)	15-19	M	120
Toodyay (S)	20-24	F	77
Toodyay (S)	20-24	M	86
Toodyay (S)	25-34	F	167
Toodyay (S)	25-34	M	133
Toodyay (S)	35-44	F	208
Toodyay (S)	35-44	M	210
Toodyay (S)	45-54	F	417
Toodyay (S)	45-54	M	358
Toodyay (S)	55-64	F	441
Toodyay (S)	55-64	M	423
Toodyay (S)	65-74	F	330
Toodyay (S)	65-74	M	416
Toodyay (S)	75-84	F	118
Toodyay (S)	75-84	M	142
Toodyay (S)	85+	F	20
Toodyay (S)	85+	M	16
Trayning (S)	0-4	F	7
Trayning (S)	0-4	M	6
Trayning (S)	5-14	F	16
Trayning (S)	5-14	M	17
Trayning (S)	15-19	F	6
Trayning (S)	15-19	M	4
Trayning (S)	20-24	F	5
Trayning (S)	20-24	M	15
Trayning (S)	25-34	F	9
Trayning (S)	25-34	M	13
Trayning (S)	35-44	F	16
Trayning (S)	35-44	M	14
Trayning (S)	45-54	F	35
Trayning (S)	45-54	M	38
Trayning (S)	55-64	F	16
Trayning (S)	55-64	M	40
Trayning (S)	65-74	F	23
Trayning (S)	65-74	M	26
Trayning (S)	75-84	F	11
Trayning (S)	75-84	M	6
Trayning (S)	85+	F	5
Trayning (S)	85+	M	3
Upper Gascoyne (S)	0-4	F	11
Upper Gascoyne (S)	0-4	M	15
Upper Gascoyne (S)	5-14	F	30
Upper Gascoyne (S)	5-14	M	21
Upper Gascoyne (S)	15-19	F	10
Upper Gascoyne (S)	15-19	M	19
Upper Gascoyne (S)	20-24	F	16
Upper Gascoyne (S)	20-24	M	12
Upper Gascoyne (S)	25-34	F	21
Upper Gascoyne (S)	25-34	M	28
Upper Gascoyne (S)	35-44	F	10
Upper Gascoyne (S)	35-44	M	17
Upper Gascoyne (S)	45-54	F	9
Upper Gascoyne (S)	45-54	M	16
Upper Gascoyne (S)	55-64	F	9
Upper Gascoyne (S)	55-64	M	15
Upper Gascoyne (S)	65-74	F	3
Upper Gascoyne (S)	65-74	M	14
Upper Gascoyne (S)	75-84	M	3
Victoria Park (T)	0-4	F	1047
Victoria Park (T)	0-4	M	992
Victoria Park (T)	5-14	F	1354
Victoria Park (T)	5-14	M	1347
Victoria Park (T)	15-19	F	810
Victoria Park (T)	15-19	M	808
Victoria Park (T)	20-24	F	1565
Victoria Park (T)	20-24	M	1703
Victoria Park (T)	25-34	F	4036
Victoria Park (T)	25-34	M	4149
Victoria Park (T)	35-44	F	2513
Victoria Park (T)	35-44	M	2709
Victoria Park (T)	45-54	F	1945
Victoria Park (T)	45-54	M	2005
Victoria Park (T)	55-64	F	1596
Victoria Park (T)	55-64	M	1685
Victoria Park (T)	65-74	F	1099
Victoria Park (T)	65-74	M	1093
Victoria Park (T)	75-84	F	810
Victoria Park (T)	75-84	M	606
Victoria Park (T)	85+	F	788
Victoria Park (T)	85+	M	337
Victoria Plains (S)	0-4	F	25
Victoria Plains (S)	0-4	M	33
Victoria Plains (S)	5-14	F	63
Victoria Plains (S)	5-14	M	43
Victoria Plains (S)	15-19	F	19
Victoria Plains (S)	15-19	M	25
Victoria Plains (S)	20-24	F	9
Victoria Plains (S)	20-24	M	17
Victoria Plains (S)	25-34	F	48
Victoria Plains (S)	25-34	M	49
Victoria Plains (S)	35-44	F	57
Victoria Plains (S)	35-44	M	62
Victoria Plains (S)	45-54	F	76
Victoria Plains (S)	45-54	M	98
Victoria Plains (S)	55-64	F	54
Victoria Plains (S)	55-64	M	79
Victoria Plains (S)	65-74	F	48
Victoria Plains (S)	65-74	M	50
Victoria Plains (S)	75-84	F	15
Victoria Plains (S)	75-84	M	33
Victoria Plains (S)	85+	M	3
Vincent (C)	0-4	F	897
Vincent (C)	0-4	M	955
Vincent (C)	5-14	F	1369
Vincent (C)	5-14	M	1541
Vincent (C)	15-19	F	672
Vincent (C)	15-19	M	535
Vincent (C)	20-24	F	1351
Vincent (C)	20-24	M	1129
Vincent (C)	25-34	F	4276
Vincent (C)	25-34	M	4345
Vincent (C)	35-44	F	2694
Vincent (C)	35-44	M	2782
Vincent (C)	45-54	F	2026
Vincent (C)	45-54	M	2211
Vincent (C)	55-64	F	1597
Vincent (C)	55-64	M	1664
Vincent (C)	65-74	F	912
Vincent (C)	65-74	M	970
Vincent (C)	75-84	F	648
Vincent (C)	75-84	M	456
Vincent (C)	85+	F	453
Vincent (C)	85+	M	214
Wagin (S)	0-4	F	47
Wagin (S)	0-4	M	50
Wagin (S)	5-14	F	119
Wagin (S)	5-14	M	118
Wagin (S)	15-19	F	49
Wagin (S)	15-19	M	41
Wagin (S)	20-24	F	33
Wagin (S)	20-24	M	38
Wagin (S)	25-34	F	73
Wagin (S)	25-34	M	71
Wagin (S)	35-44	F	107
Wagin (S)	35-44	M	88
Wagin (S)	45-54	F	125
Wagin (S)	45-54	M	126
Wagin (S)	55-64	F	169
Wagin (S)	55-64	M	145
Wagin (S)	65-74	F	116
Wagin (S)	65-74	M	149
Wagin (S)	75-84	F	66
Wagin (S)	75-84	M	65
Wagin (S)	85+	F	38
Wagin (S)	85+	M	23
Wandering (S)	0-4	F	14
Wandering (S)	0-4	M	10
Wandering (S)	5-14	F	34
Wandering (S)	5-14	M	27
Wandering (S)	15-19	F	3
Wandering (S)	15-19	M	6
Wandering (S)	20-24	F	7
Wandering (S)	20-24	M	10
Wandering (S)	25-34	F	19
Wandering (S)	25-34	M	19
Wandering (S)	35-44	F	30
Wandering (S)	35-44	M	25
Wandering (S)	45-54	F	40
Wandering (S)	45-54	M	47
Wandering (S)	55-64	F	33
Wandering (S)	55-64	M	37
Wandering (S)	65-74	F	16
Wandering (S)	65-74	M	29
Wandering (S)	75-84	F	12
Wandering (S)	75-84	M	11
Wandering (S)	85+	M	3
Wanneroo (C)	0-4	F	7312
Wanneroo (C)	0-4	M	7679
Wanneroo (C)	5-14	F	13746
Wanneroo (C)	5-14	M	14481
Wanneroo (C)	15-19	F	6541
Wanneroo (C)	15-19	M	6892
Wanneroo (C)	20-24	F	6308
Wanneroo (C)	20-24	M	6484
Wanneroo (C)	25-34	F	15245
Wanneroo (C)	25-34	M	14222
Wanneroo (C)	35-44	F	14373
Wanneroo (C)	35-44	M	13928
Wanneroo (C)	45-54	F	12951
Wanneroo (C)	45-54	M	12682
Wanneroo (C)	55-64	F	8650
Wanneroo (C)	55-64	M	8052
Wanneroo (C)	65-74	F	5823
Wanneroo (C)	65-74	M	5301
Wanneroo (C)	75-84	F	3084
Wanneroo (C)	75-84	M	2569
Wanneroo (C)	85+	F	1164
Wanneroo (C)	85+	M	726
Waroona (S)	0-4	F	118
Waroona (S)	0-4	M	106
Waroona (S)	5-14	F	265
Waroona (S)	5-14	M	289
Waroona (S)	15-19	F	118
Waroona (S)	15-19	M	127
Waroona (S)	20-24	F	87
Waroona (S)	20-24	M	94
Waroona (S)	25-34	F	200
Waroona (S)	25-34	M	200
Waroona (S)	35-44	F	232
Waroona (S)	35-44	M	216
Waroona (S)	45-54	F	298
Waroona (S)	45-54	M	318
Waroona (S)	55-64	F	304
Waroona (S)	55-64	M	317
Waroona (S)	65-74	F	244
Waroona (S)	65-74	M	235
Waroona (S)	75-84	F	153
Waroona (S)	75-84	M	139
Waroona (S)	85+	F	59
Waroona (S)	85+	M	38
West Arthur (S)	0-4	F	36
West Arthur (S)	0-4	M	29
West Arthur (S)	5-14	F	52
West Arthur (S)	5-14	M	46
West Arthur (S)	15-19	F	14
West Arthur (S)	15-19	M	15
West Arthur (S)	20-24	F	8
West Arthur (S)	20-24	M	16
West Arthur (S)	25-34	F	38
West Arthur (S)	25-34	M	39
West Arthur (S)	35-44	F	45
West Arthur (S)	35-44	M	40
West Arthur (S)	45-54	F	75
West Arthur (S)	45-54	M	64
West Arthur (S)	55-64	F	61
West Arthur (S)	55-64	M	77
West Arthur (S)	65-74	F	36
West Arthur (S)	65-74	M	54
West Arthur (S)	75-84	F	29
West Arthur (S)	75-84	M	21
West Arthur (S)	85+	F	5
West Arthur (S)	85+	M	13
Westonia (S)	0-4	F	7
Westonia (S)	0-4	M	6
Westonia (S)	5-14	F	9
Westonia (S)	5-14	M	18
Westonia (S)	15-19	F	3
Westonia (S)	15-19	M	3
Westonia (S)	20-24	F	6
Westonia (S)	20-24	M	14
Westonia (S)	25-34	F	14
Westonia (S)	25-34	M	21
Westonia (S)	35-44	F	23
Westonia (S)	35-44	M	33
Westonia (S)	45-54	F	17
Westonia (S)	45-54	M	31
Westonia (S)	55-64	F	25
Westonia (S)	55-64	M	31
Westonia (S)	65-74	F	10
Westonia (S)	65-74	M	14
Westonia (S)	75-84	F	9
Westonia (S)	75-84	M	9
Wickepin (S)	0-4	F	27
Wickepin (S)	0-4	M	24
Wickepin (S)	5-14	F	43
Wickepin (S)	5-14	M	47
Wickepin (S)	15-19	F	13
Wickepin (S)	15-19	M	10
Wickepin (S)	20-24	F	12
Wickepin (S)	20-24	M	10
Wickepin (S)	25-34	F	41
Wickepin (S)	25-34	M	44
Wickepin (S)	35-44	F	37
Wickepin (S)	35-44	M	41
Wickepin (S)	45-54	F	51
Wickepin (S)	45-54	M	62
Wickepin (S)	55-64	F	51
Wickepin (S)	55-64	M	61
Wickepin (S)	65-74	F	31
Wickepin (S)	65-74	M	53
Wickepin (S)	75-84	F	34
Wickepin (S)	75-84	M	12
Wickepin (S)	85+	F	7
Wickepin (S)	85+	M	7
Williams (S)	0-4	F	31
Williams (S)	0-4	M	53
Williams (S)	5-14	F	54
Williams (S)	5-14	M	66
Williams (S)	15-19	F	12
Williams (S)	15-19	M	13
Williams (S)	20-24	F	16
Williams (S)	20-24	M	26
Williams (S)	25-34	F	55
Williams (S)	25-34	M	75
Williams (S)	35-44	F	62
Williams (S)	35-44	M	52
Williams (S)	45-54	F	58
Williams (S)	45-54	M	59
Williams (S)	55-64	F	96
Williams (S)	55-64	M	84
Williams (S)	65-74	F	50
Williams (S)	65-74	M	52
Williams (S)	75-84	F	27
Williams (S)	75-84	M	26
Williams (S)	85+	F	4
Williams (S)	85+	M	6
Wiluna (S)	0-4	F	10
Wiluna (S)	0-4	M	24
Wiluna (S)	5-14	F	24
Wiluna (S)	5-14	M	26
Wiluna (S)	15-19	F	9
Wiluna (S)	15-19	M	26
Wiluna (S)	20-24	F	17
Wiluna (S)	20-24	M	33
Wiluna (S)	25-34	F	57
Wiluna (S)	25-34	M	142
Wiluna (S)	35-44	F	45
Wiluna (S)	35-44	M	101
Wiluna (S)	45-54	F	33
Wiluna (S)	45-54	M	80
Wiluna (S)	55-64	F	29
Wiluna (S)	55-64	M	46
Wiluna (S)	65-74	F	5
Wiluna (S)	65-74	M	25
Wiluna (S)	75-84	F	5
Wiluna (S)	75-84	M	3
Wongan-Ballidu (S)	0-4	F	47
Wongan-Ballidu (S)	0-4	M	45
Wongan-Ballidu (S)	5-14	F	94
Wongan-Ballidu (S)	5-14	M	94
Wongan-Ballidu (S)	15-19	F	10
Wongan-Ballidu (S)	15-19	M	30
Wongan-Ballidu (S)	20-24	F	21
Wongan-Ballidu (S)	20-24	M	39
Wongan-Ballidu (S)	25-34	F	87
Wongan-Ballidu (S)	25-34	M	86
Wongan-Ballidu (S)	35-44	F	84
Wongan-Ballidu (S)	35-44	M	92
Wongan-Ballidu (S)	45-54	F	87
Wongan-Ballidu (S)	45-54	M	98
Wongan-Ballidu (S)	55-64	F	99
Wongan-Ballidu (S)	55-64	M	111
Wongan-Ballidu (S)	65-74	F	61
Wongan-Ballidu (S)	65-74	M	86
Wongan-Ballidu (S)	75-84	F	26
Wongan-Ballidu (S)	75-84	M	28
Wongan-Ballidu (S)	85+	F	20
Wongan-Ballidu (S)	85+	M	10
Woodanilling (S)	0-4	F	15
Woodanilling (S)	0-4	M	18
Woodanilling (S)	5-14	F	29
Woodanilling (S)	5-14	M	29
Woodanilling (S)	15-19	F	4
Woodanilling (S)	15-19	M	3
Woodanilling (S)	20-24	F	13
Woodanilling (S)	20-24	M	8
Woodanilling (S)	25-34	F	23
Woodanilling (S)	25-34	M	16
Woodanilling (S)	35-44	F	28
Woodanilling (S)	35-44	M	28
Woodanilling (S)	45-54	F	38
Woodanilling (S)	45-54	M	35
Woodanilling (S)	55-64	F	25
Woodanilling (S)	55-64	M	48
Woodanilling (S)	65-74	F	15
Woodanilling (S)	65-74	M	17
Woodanilling (S)	75-84	F	4
Woodanilling (S)	75-84	M	10
Wyalkatchem (S)	0-4	F	4
Wyalkatchem (S)	0-4	M	15
Wyalkatchem (S)	5-14	F	23
Wyalkatchem (S)	5-14	M	23
Wyalkatchem (S)	15-19	F	3
Wyalkatchem (S)	15-19	M	9
Wyalkatchem (S)	20-24	F	8
Wyalkatchem (S)	20-24	M	8
Wyalkatchem (S)	25-34	F	24
Wyalkatchem (S)	25-34	M	28
Wyalkatchem (S)	35-44	F	23
Wyalkatchem (S)	35-44	M	17
Wyalkatchem (S)	45-54	F	34
Wyalkatchem (S)	45-54	M	44
Wyalkatchem (S)	55-64	F	46
Wyalkatchem (S)	55-64	M	48
Wyalkatchem (S)	65-74	F	32
Wyalkatchem (S)	65-74	M	44
Wyalkatchem (S)	75-84	F	29
Wyalkatchem (S)	75-84	M	24
Wyalkatchem (S)	85+	F	19
Wyalkatchem (S)	85+	M	5
Wyndham-East Kimberley (S)	0-4	F	306
Wyndham-East Kimberley (S)	0-4	M	306
Wyndham-East Kimberley (S)	5-14	F	526
Wyndham-East Kimberley (S)	5-14	M	500
Wyndham-East Kimberley (S)	15-19	F	211
Wyndham-East Kimberley (S)	15-19	M	196
Wyndham-East Kimberley (S)	20-24	F	235
Wyndham-East Kimberley (S)	20-24	M	279
Wyndham-East Kimberley (S)	25-34	F	672
Wyndham-East Kimberley (S)	25-34	M	559
Wyndham-East Kimberley (S)	35-44	F	544
Wyndham-East Kimberley (S)	35-44	M	480
Wyndham-East Kimberley (S)	45-54	F	532
Wyndham-East Kimberley (S)	45-54	M	506
Wyndham-East Kimberley (S)	55-64	F	389
Wyndham-East Kimberley (S)	55-64	M	440
Wyndham-East Kimberley (S)	65-74	F	144
Wyndham-East Kimberley (S)	65-74	M	202
Wyndham-East Kimberley (S)	75-84	F	41
Wyndham-East Kimberley (S)	75-84	M	48
Wyndham-East Kimberley (S)	85+	F	13
Wyndham-East Kimberley (S)	85+	M	5
Yalgoo (S)	0-4	F	4
Yalgoo (S)	0-4	M	4
Yalgoo (S)	5-14	F	8
Yalgoo (S)	5-14	M	15
Yalgoo (S)	15-19	F	8
Yalgoo (S)	15-19	M	7
Yalgoo (S)	20-24	F	10
Yalgoo (S)	20-24	M	15
Yalgoo (S)	25-34	F	18
Yalgoo (S)	25-34	M	54
Yalgoo (S)	35-44	F	12
Yalgoo (S)	35-44	M	31
Yalgoo (S)	45-54	F	21
Yalgoo (S)	45-54	M	42
Yalgoo (S)	55-64	F	23
Yalgoo (S)	55-64	M	33
Yalgoo (S)	65-74	F	3
Yalgoo (S)	65-74	M	6
Yalgoo (S)	75-84	F	7
Yalgoo (S)	85+	F	3
Yilgarn (S)	0-4	F	25
Yilgarn (S)	0-4	M	25
Yilgarn (S)	5-14	F	50
Yilgarn (S)	5-14	M	51
Yilgarn (S)	15-19	F	15
Yilgarn (S)	15-19	M	21
Yilgarn (S)	20-24	F	21
Yilgarn (S)	20-24	M	27
Yilgarn (S)	25-34	F	57
Yilgarn (S)	25-34	M	121
Yilgarn (S)	35-44	F	61
Yilgarn (S)	35-44	M	102
Yilgarn (S)	45-54	F	93
Yilgarn (S)	45-54	M	156
Yilgarn (S)	55-64	F	60
Yilgarn (S)	55-64	M	116
Yilgarn (S)	65-74	F	54
Yilgarn (S)	65-74	M	70
Yilgarn (S)	75-84	F	20
Yilgarn (S)	75-84	M	36
Yilgarn (S)	85+	F	7
Yilgarn (S)	85+	M	13
York (S)	0-4	F	93
York (S)	0-4	M	94
York (S)	5-14	F	214
York (S)	5-14	M	209
York (S)	15-19	F	59
York (S)	15-19	M	93
York (S)	20-24	F	44
York (S)	20-24	M	74
York (S)	25-34	F	141
York (S)	25-34	M	123
York (S)	35-44	F	173
York (S)	35-44	M	154
York (S)	45-54	F	266
York (S)	45-54	M	254
York (S)	55-64	F	341
York (S)	55-64	M	307
York (S)	65-74	F	282
York (S)	65-74	M	323
York (S)	75-84	F	136
York (S)	75-84	M	141
York (S)	85+	F	47
York (S)	85+	M	34
No usual address (WA)	0-4	F	79
No usual address (WA)	0-4	M	81
No usual address (WA)	5-14	F	120
No usual address (WA)	5-14	M	120
No usual address (WA)	15-19	F	65
No usual address (WA)	15-19	M	84
No usual address (WA)	20-24	F	242
No usual address (WA)	20-24	M	254
No usual address (WA)	25-34	F	534
No usual address (WA)	25-34	M	773
No usual address (WA)	35-44	F	305
No usual address (WA)	35-44	M	606
No usual address (WA)	45-54	F	325
No usual address (WA)	45-54	M	638
No usual address (WA)	55-64	F	442
No usual address (WA)	55-64	M	540
No usual address (WA)	65-74	F	254
No usual address (WA)	65-74	M	375
No usual address (WA)	75-84	F	37
No usual address (WA)	75-84	M	58
No usual address (WA)	85+	F	11
No usual address (WA)	85+	M	12
Migratory - Offshore - Shipping (WA)	20-24	F	3
Migratory - Offshore - Shipping (WA)	20-24	M	17
Migratory - Offshore - Shipping (WA)	25-34	F	6
Migratory - Offshore - Shipping (WA)	25-34	M	124
Migratory - Offshore - Shipping (WA)	35-44	F	3
Migratory - Offshore - Shipping (WA)	35-44	M	120
Migratory - Offshore - Shipping (WA)	45-54	F	8
Migratory - Offshore - Shipping (WA)	45-54	M	94
Migratory - Offshore - Shipping (WA)	55-64	F	7
Migratory - Offshore - Shipping (WA)	55-64	M	43
Migratory - Offshore - Shipping (WA)	65-74	M	8
Migratory - Offshore - Shipping (WA)	75-84	M	3
Migratory - Offshore - Shipping (WA)	85+	M	3
Break O'Day (M)	0-4	F	124
Break O'Day (M)	0-4	M	134
Break O'Day (M)	5-14	F	306
Break O'Day (M)	5-14	M	296
Break O'Day (M)	15-19	F	134
Break O'Day (M)	15-19	M	155
Break O'Day (M)	20-24	F	79
Break O'Day (M)	20-24	M	87
Break O'Day (M)	25-34	F	209
Break O'Day (M)	25-34	M	168
Break O'Day (M)	35-44	F	294
Break O'Day (M)	35-44	M	265
Break O'Day (M)	45-54	F	435
Break O'Day (M)	45-54	M	418
Break O'Day (M)	55-64	F	616
Break O'Day (M)	55-64	M	643
Break O'Day (M)	65-74	F	505
Break O'Day (M)	65-74	M	631
Break O'Day (M)	75-84	F	216
Break O'Day (M)	75-84	M	239
Break O'Day (M)	85+	F	90
Break O'Day (M)	85+	M	60
Brighton (M)	0-4	F	637
Brighton (M)	0-4	M	690
Brighton (M)	5-14	F	1227
Brighton (M)	5-14	M	1345
Brighton (M)	15-19	F	560
Brighton (M)	15-19	M	603
Brighton (M)	20-24	F	607
Brighton (M)	20-24	M	479
Brighton (M)	25-34	F	1194
Brighton (M)	25-34	M	983
Brighton (M)	35-44	F	1126
Brighton (M)	35-44	M	1040
Brighton (M)	45-54	F	1032
Brighton (M)	45-54	M	1006
Brighton (M)	55-64	F	1070
Brighton (M)	55-64	M	947
Brighton (M)	65-74	F	647
Brighton (M)	65-74	M	666
Brighton (M)	75-84	F	273
Brighton (M)	75-84	M	249
Brighton (M)	85+	F	88
Brighton (M)	85+	M	48
Burnie (C)	0-4	F	581
Burnie (C)	0-4	M	548
Burnie (C)	5-14	F	1158
Burnie (C)	5-14	M	1166
Burnie (C)	15-19	F	673
Burnie (C)	15-19	M	712
Burnie (C)	20-24	F	622
Burnie (C)	20-24	M	591
Burnie (C)	25-34	F	1119
Burnie (C)	25-34	M	1029
Burnie (C)	35-44	F	1144
Burnie (C)	35-44	M	1044
Burnie (C)	45-54	F	1362
Burnie (C)	45-54	M	1254
Burnie (C)	55-64	F	1283
Burnie (C)	55-64	M	1149
Burnie (C)	65-74	F	989
Burnie (C)	65-74	M	944
Burnie (C)	75-84	F	606
Burnie (C)	75-84	M	506
