LGA_NAME16	Age	Sex	persons
Narrandera (A)	45-54	M	372
Narrandera (A)	55-64	F	413
Narrandera (A)	55-64	M	438
Narrandera (A)	65-74	F	342
Narrandera (A)	65-74	M	357
Narrandera (A)	75-84	F	202
Narrandera (A)	75-84	M	187
Narrandera (A)	85+	F	132
Narrandera (A)	85+	M	69
Narromine (A)	0-4	F	225
Narromine (A)	0-4	M	226
Narromine (A)	5-14	F	435
Narromine (A)	5-14	M	487
Narromine (A)	15-19	F	175
Narromine (A)	15-19	M	199
Narromine (A)	20-24	F	159
Narromine (A)	20-24	M	170
Narromine (A)	25-34	F	348
Narromine (A)	25-34	M	308
Narromine (A)	35-44	F	341
Narromine (A)	35-44	M	330
Narromine (A)	45-54	F	410
Narromine (A)	45-54	M	380
Narromine (A)	55-64	F	448
Narromine (A)	55-64	M	444
Narromine (A)	65-74	F	365
Narromine (A)	65-74	M	403
Narromine (A)	75-84	F	216
Narromine (A)	75-84	M	206
Narromine (A)	85+	F	111
Narromine (A)	85+	M	67
Newcastle (C)	0-4	F	4308
Newcastle (C)	0-4	M	4801
Newcastle (C)	5-14	F	8301
Newcastle (C)	5-14	M	8790
Newcastle (C)	15-19	F	4357
Newcastle (C)	15-19	M	4543
Newcastle (C)	20-24	F	6837
Newcastle (C)	20-24	M	6867
Newcastle (C)	25-34	F	11754
Newcastle (C)	25-34	M	12150
Newcastle (C)	35-44	F	10163
Newcastle (C)	35-44	M	9875
Newcastle (C)	45-54	F	9994
Newcastle (C)	45-54	M	9759
Newcastle (C)	55-64	F	9257
Newcastle (C)	55-64	M	8939
Newcastle (C)	65-74	F	6684
Newcastle (C)	65-74	M	6228
Newcastle (C)	75-84	F	4342
Newcastle (C)	75-84	M	3321
Newcastle (C)	85+	F	2771
Newcastle (C)	85+	M	1372
North Sydney (A)	0-4	F	1886
North Sydney (A)	0-4	M	1960
North Sydney (A)	5-14	F	2342
North Sydney (A)	5-14	M	2351
North Sydney (A)	15-19	F	907
North Sydney (A)	15-19	M	939
North Sydney (A)	20-24	F	1870
North Sydney (A)	20-24	M	1568
North Sydney (A)	25-34	F	8699
North Sydney (A)	25-34	M	7650
North Sydney (A)	35-44	F	6333
North Sydney (A)	35-44	M	5988
North Sydney (A)	45-54	F	4324
North Sydney (A)	45-54	M	3895
North Sydney (A)	55-64	F	3907
North Sydney (A)	55-64	M	3273
North Sydney (A)	65-74	F	3195
North Sydney (A)	65-74	M	2727
North Sydney (A)	75-84	F	1503
North Sydney (A)	75-84	M	1182
North Sydney (A)	85+	F	769
North Sydney (A)	85+	M	384
Northern Beaches (A)	0-4	F	7602
Northern Beaches (A)	0-4	M	8072
Northern Beaches (A)	5-14	F	16593
Northern Beaches (A)	5-14	M	17578
Northern Beaches (A)	15-19	F	6932
Northern Beaches (A)	15-19	M	7481
Northern Beaches (A)	20-24	F	6074
Northern Beaches (A)	20-24	M	6485
Northern Beaches (A)	25-34	F	15379
Northern Beaches (A)	25-34	M	14200
Northern Beaches (A)	35-44	F	19671
Northern Beaches (A)	35-44	M	18525
Northern Beaches (A)	45-54	F	19163
Northern Beaches (A)	45-54	M	18234
Northern Beaches (A)	55-64	F	14581
Northern Beaches (A)	55-64	M	13842
Northern Beaches (A)	65-74	F	11773
Northern Beaches (A)	65-74	M	10672
Northern Beaches (A)	75-84	F	7121
Northern Beaches (A)	75-84	M	5965
Northern Beaches (A)	85+	F	4489
Northern Beaches (A)	85+	M	2456
Oberon (A)	0-4	F	153
Oberon (A)	0-4	M	145
Oberon (A)	5-14	F	295
Oberon (A)	5-14	M	332
Oberon (A)	15-19	F	168
Oberon (A)	15-19	M	184
Oberon (A)	20-24	F	110
Oberon (A)	20-24	M	207
Oberon (A)	25-34	F	221
Oberon (A)	25-34	M	263
Oberon (A)	35-44	F	269
Oberon (A)	35-44	M	292
Oberon (A)	45-54	F	365
Oberon (A)	45-54	M	393
Oberon (A)	55-64	F	378
Oberon (A)	55-64	M	350
Oberon (A)	65-74	F	380
Oberon (A)	65-74	M	391
Oberon (A)	75-84	F	142
Oberon (A)	75-84	M	149
Oberon (A)	85+	F	65
Oberon (A)	85+	M	44
Orange (C)	0-4	F	1426
Orange (C)	0-4	M	1553
Orange (C)	5-14	F	2638
Orange (C)	5-14	M	2919
Orange (C)	15-19	F	1281
Orange (C)	15-19	M	1349
Orange (C)	20-24	F	1219
Orange (C)	20-24	M	1092
Orange (C)	25-34	F	2818
Orange (C)	25-34	M	2536
Orange (C)	35-44	F	2587
Orange (C)	35-44	M	2525
Orange (C)	45-54	F	2608
Orange (C)	45-54	M	2380
Orange (C)	55-64	F	2374
Orange (C)	55-64	M	2269
Orange (C)	65-74	F	1929
Orange (C)	65-74	M	1693
Orange (C)	75-84	F	1224
Orange (C)	75-84	M	980
Orange (C)	85+	F	605
Orange (C)	85+	M	311
Parkes (A)	0-4	F	457
Parkes (A)	0-4	M	481
Parkes (A)	5-14	F	984
Parkes (A)	5-14	M	1031
Parkes (A)	15-19	F	514
Parkes (A)	15-19	M	488
Parkes (A)	20-24	F	391
Parkes (A)	20-24	M	426
Parkes (A)	25-34	F	780
Parkes (A)	25-34	M	759
Parkes (A)	35-44	F	815
Parkes (A)	35-44	M	745
Parkes (A)	45-54	F	933
Parkes (A)	45-54	M	965
Parkes (A)	55-64	F	976
Parkes (A)	55-64	M	969
Parkes (A)	65-74	F	748
Parkes (A)	65-74	M	766
Parkes (A)	75-84	F	531
Parkes (A)	75-84	M	418
Parkes (A)	85+	F	283
Parkes (A)	85+	M	154
Parramatta (C)	0-4	F	8215
Parramatta (C)	0-4	M	8290
Parramatta (C)	5-14	F	12071
Parramatta (C)	5-14	M	13025
Parramatta (C)	15-19	F	5488
Parramatta (C)	15-19	M	6020
Parramatta (C)	20-24	F	6998
Parramatta (C)	20-24	M	7866
Parramatta (C)	25-34	F	23024
Parramatta (C)	25-34	M	22756
Parramatta (C)	35-44	F	17141
Parramatta (C)	35-44	M	18710
Parramatta (C)	45-54	F	13600
Parramatta (C)	45-54	M	13031
Parramatta (C)	55-64	F	11568
Parramatta (C)	55-64	M	10801
Parramatta (C)	65-74	F	7819
Parramatta (C)	65-74	M	7235
Parramatta (C)	75-84	F	4620
Parramatta (C)	75-84	M	3973
Parramatta (C)	85+	F	2453
Parramatta (C)	85+	M	1453
Penrith (C)	0-4	F	6988
Penrith (C)	0-4	M	7493
Penrith (C)	5-14	F	13179
Penrith (C)	5-14	M	13629
Penrith (C)	15-19	F	6303
Penrith (C)	15-19	M	6729
Penrith (C)	20-24	F	7016
Penrith (C)	20-24	M	7106
Penrith (C)	25-34	F	15473
Penrith (C)	25-34	M	14820
Penrith (C)	35-44	F	13892
Penrith (C)	35-44	M	13567
Penrith (C)	45-54	F	12664
Penrith (C)	45-54	M	12076
Penrith (C)	55-64	F	11486
Penrith (C)	55-64	M	10736
Penrith (C)	65-74	F	7306
Penrith (C)	65-74	M	7156
Penrith (C)	75-84	F	3403
Penrith (C)	75-84	M	2725
Penrith (C)	85+	F	1529
Penrith (C)	85+	M	793
Port Macquarie-Hastings (A)	0-4	F	1879
Port Macquarie-Hastings (A)	0-4	M	1946
Port Macquarie-Hastings (A)	5-14	F	4517
Port Macquarie-Hastings (A)	5-14	M	4756
Port Macquarie-Hastings (A)	15-19	F	2177
Port Macquarie-Hastings (A)	15-19	M	2256
Port Macquarie-Hastings (A)	20-24	F	1541
Port Macquarie-Hastings (A)	20-24	M	1550
Port Macquarie-Hastings (A)	25-34	F	3478
Port Macquarie-Hastings (A)	25-34	M	3152
Port Macquarie-Hastings (A)	35-44	F	4242
Port Macquarie-Hastings (A)	35-44	M	3868
Port Macquarie-Hastings (A)	45-54	F	5368
Port Macquarie-Hastings (A)	45-54	M	4780
Port Macquarie-Hastings (A)	55-64	F	5956
Port Macquarie-Hastings (A)	55-64	M	5305
Port Macquarie-Hastings (A)	65-74	F	6097
Port Macquarie-Hastings (A)	65-74	M	5681
Port Macquarie-Hastings (A)	75-84	F	3751
Port Macquarie-Hastings (A)	75-84	M	3251
Port Macquarie-Hastings (A)	85+	F	1830
Port Macquarie-Hastings (A)	85+	M	1145
Port Stephens (A)	0-4	F	1920
Port Stephens (A)	0-4	M	1932
Port Stephens (A)	5-14	F	4144
Port Stephens (A)	5-14	M	4524
Port Stephens (A)	15-19	F	2016
Port Stephens (A)	15-19	M	2091
Port Stephens (A)	20-24	F	1703
Port Stephens (A)	20-24	M	1832
Port Stephens (A)	25-34	F	3375
Port Stephens (A)	25-34	M	3308
Port Stephens (A)	35-44	F	4020
Port Stephens (A)	35-44	M	3821
Port Stephens (A)	45-54	F	4706
Port Stephens (A)	45-54	M	4542
Port Stephens (A)	55-64	F	5037
Port Stephens (A)	55-64	M	4633
Port Stephens (A)	65-74	F	4774
Port Stephens (A)	65-74	M	4706
Port Stephens (A)	75-84	F	2457
Port Stephens (A)	75-84	M	2341
Port Stephens (A)	85+	F	1026
Port Stephens (A)	85+	M	651
Queanbeyan-Palerang Regional (A)	0-4	F	1694
Queanbeyan-Palerang Regional (A)	0-4	M	1951
Queanbeyan-Palerang Regional (A)	5-14	F	3574
Queanbeyan-Palerang Regional (A)	5-14	M	3741
Queanbeyan-Palerang Regional (A)	15-19	F	1692
Queanbeyan-Palerang Regional (A)	15-19	M	1828
Queanbeyan-Palerang Regional (A)	20-24	F	1644
Queanbeyan-Palerang Regional (A)	20-24	M	1594
Queanbeyan-Palerang Regional (A)	25-34	F	3891
Queanbeyan-Palerang Regional (A)	25-34	M	3778
Queanbeyan-Palerang Regional (A)	35-44	F	3987
Queanbeyan-Palerang Regional (A)	35-44	M	3909
Queanbeyan-Palerang Regional (A)	45-54	F	4483
Queanbeyan-Palerang Regional (A)	45-54	M	4471
Queanbeyan-Palerang Regional (A)	55-64	F	3436
Queanbeyan-Palerang Regional (A)	55-64	M	3538
Queanbeyan-Palerang Regional (A)	65-74	F	2086
Queanbeyan-Palerang Regional (A)	65-74	M	2177
Queanbeyan-Palerang Regional (A)	75-84	F	969
Queanbeyan-Palerang Regional (A)	75-84	M	907
Queanbeyan-Palerang Regional (A)	85+	F	434
Queanbeyan-Palerang Regional (A)	85+	M	247
Randwick (C)	0-4	F	3766
Randwick (C)	0-4	M	3882
Randwick (C)	5-14	F	6516
Randwick (C)	5-14	M	6795
Randwick (C)	15-19	F	4021
Randwick (C)	15-19	M	4128
Randwick (C)	20-24	F	7325
Randwick (C)	20-24	M	7660
Randwick (C)	25-34	F	13312
Randwick (C)	25-34	M	13259
Randwick (C)	35-44	F	10611
Randwick (C)	35-44	M	10384
Randwick (C)	45-54	F	8672
Randwick (C)	45-54	M	8331
Randwick (C)	55-64	F	6772
Randwick (C)	55-64	M	6326
Randwick (C)	65-74	F	5138
Randwick (C)	65-74	M	4626
Randwick (C)	75-84	F	3294
Randwick (C)	75-84	M	2670
Randwick (C)	85+	F	2053
Randwick (C)	85+	M	1129
Richmond Valley (A)	0-4	F	695
Richmond Valley (A)	0-4	M	676
Richmond Valley (A)	5-14	F	1455
Richmond Valley (A)	5-14	M	1542
Richmond Valley (A)	15-19	F	729
Richmond Valley (A)	15-19	M	778
Richmond Valley (A)	20-24	F	560
Richmond Valley (A)	20-24	M	561
Richmond Valley (A)	25-34	F	1005
Richmond Valley (A)	25-34	M	979
Richmond Valley (A)	35-44	F	1289
Richmond Valley (A)	35-44	M	1183
Richmond Valley (A)	45-54	F	1462
Richmond Valley (A)	45-54	M	1471
Richmond Valley (A)	55-64	F	1651
Richmond Valley (A)	55-64	M	1651
Richmond Valley (A)	65-74	F	1374
Richmond Valley (A)	65-74	M	1436
Richmond Valley (A)	75-84	F	884
Richmond Valley (A)	75-84	M	795
Richmond Valley (A)	85+	F	394
Richmond Valley (A)	85+	M	239
Rockdale (C)	0-4	F	3237
Rockdale (C)	0-4	M	3417
Rockdale (C)	5-14	F	5230
Rockdale (C)	5-14	M	5540
Rockdale (C)	15-19	F	2672
Rockdale (C)	15-19	M	2790
Rockdale (C)	20-24	F	4054
Rockdale (C)	20-24	M	4036
Rockdale (C)	25-34	F	10867
Rockdale (C)	25-34	M	11039
Rockdale (C)	35-44	F	7792
Rockdale (C)	35-44	M	7956
Rockdale (C)	45-54	F	6691
Rockdale (C)	45-54	M	6418
Rockdale (C)	55-64	F	5677
Rockdale (C)	55-64	M	5232
Rockdale (C)	65-74	F	4324
Rockdale (C)	65-74	M	4065
Rockdale (C)	75-84	F	3084
Rockdale (C)	75-84	M	2458
Rockdale (C)	85+	F	1702
Rockdale (C)	85+	M	1117
Ryde (C)	0-4	F	3498
Ryde (C)	0-4	M	3622
Ryde (C)	5-14	F	5677
Ryde (C)	5-14	M	6171
Ryde (C)	15-19	F	2953
Ryde (C)	15-19	M	3185
Ryde (C)	20-24	F	4910
Ryde (C)	20-24	M	4687
Ryde (C)	25-34	F	10868
Ryde (C)	25-34	M	10310
Ryde (C)	35-44	F	8678
Ryde (C)	35-44	M	8477
Ryde (C)	45-54	F	7472
Ryde (C)	45-54	M	6983
Ryde (C)	55-64	F	6463
Ryde (C)	55-64	M	5754
Ryde (C)	65-74	F	4376
Ryde (C)	65-74	M	3938
Ryde (C)	75-84	F	3001
Ryde (C)	75-84	M	2305
Ryde (C)	85+	F	1895
Ryde (C)	85+	M	1079
Shellharbour (C)	0-4	F	2067
Shellharbour (C)	0-4	M	2269
Shellharbour (C)	5-14	F	4555
Shellharbour (C)	5-14	M	4715
Shellharbour (C)	15-19	F	2306
Shellharbour (C)	15-19	M	2411
Shellharbour (C)	20-24	F	2122
Shellharbour (C)	20-24	M	2155
Shellharbour (C)	25-34	F	4163
Shellharbour (C)	25-34	M	3851
Shellharbour (C)	35-44	F	4445
Shellharbour (C)	35-44	M	4169
Shellharbour (C)	45-54	F	4797
Shellharbour (C)	45-54	M	4442
Shellharbour (C)	55-64	F	4436
Shellharbour (C)	55-64	M	4075
Shellharbour (C)	65-74	F	3338
Shellharbour (C)	65-74	M	3193
Shellharbour (C)	75-84	F	1943
Shellharbour (C)	75-84	M	1638
Shellharbour (C)	85+	F	839
Shellharbour (C)	85+	M	538
Shoalhaven (C)	0-4	F	2484
Shoalhaven (C)	0-4	M	2637
Shoalhaven (C)	5-14	F	5441
Shoalhaven (C)	5-14	M	5754
Shoalhaven (C)	15-19	F	2602
Shoalhaven (C)	15-19	M	2708
Shoalhaven (C)	20-24	F	2151
Shoalhaven (C)	20-24	M	2469
Shoalhaven (C)	25-34	F	4607
Shoalhaven (C)	25-34	M	4702
Shoalhaven (C)	35-44	F	5089
Shoalhaven (C)	35-44	M	5006
Shoalhaven (C)	45-54	F	6365
Shoalhaven (C)	45-54	M	5937
Shoalhaven (C)	55-64	F	7966
Shoalhaven (C)	55-64	M	7380
Shoalhaven (C)	65-74	F	7541
Shoalhaven (C)	65-74	M	7435
Shoalhaven (C)	75-84	F	4259
Shoalhaven (C)	75-84	M	3945
Shoalhaven (C)	85+	F	1861
Shoalhaven (C)	85+	M	1301
Singleton (A)	0-4	F	777
Singleton (A)	0-4	M	765
Singleton (A)	5-14	F	1637
Singleton (A)	5-14	M	1688
Singleton (A)	15-19	F	774
Singleton (A)	15-19	M	906
Singleton (A)	20-24	F	647
Singleton (A)	20-24	M	825
Singleton (A)	25-34	F	1427
Singleton (A)	25-34	M	1480
Singleton (A)	35-44	F	1555
Singleton (A)	35-44	M	1508
Singleton (A)	45-54	F	1636
Singleton (A)	45-54	M	1700
Singleton (A)	55-64	F	1348
Singleton (A)	55-64	M	1403
Singleton (A)	65-74	F	832
Singleton (A)	65-74	M	911
Singleton (A)	75-84	F	432
Singleton (A)	75-84	M	408
Singleton (A)	85+	F	226
Singleton (A)	85+	M	114
Snowy Monaro Regional (A)	0-4	F	441
Snowy Monaro Regional (A)	0-4	M	510
Snowy Monaro Regional (A)	5-14	F	1196
Snowy Monaro Regional (A)	5-14	M	1307
Snowy Monaro Regional (A)	15-19	F	542
Snowy Monaro Regional (A)	15-19	M	628
Snowy Monaro Regional (A)	20-24	F	485
Snowy Monaro Regional (A)	20-24	M	584
Snowy Monaro Regional (A)	25-34	F	1056
Snowy Monaro Regional (A)	25-34	M	1174
Snowy Monaro Regional (A)	35-44	F	1194
Snowy Monaro Regional (A)	35-44	M	1265
Snowy Monaro Regional (A)	45-54	F	1517
Snowy Monaro Regional (A)	45-54	M	1528
Snowy Monaro Regional (A)	55-64	F	1373
Snowy Monaro Regional (A)	55-64	M	1524
Snowy Monaro Regional (A)	65-74	F	1087
Snowy Monaro Regional (A)	65-74	M	1181
Snowy Monaro Regional (A)	75-84	F	564
Snowy Monaro Regional (A)	75-84	M	576
Snowy Monaro Regional (A)	85+	F	285
Snowy Monaro Regional (A)	85+	M	174
Snowy Valleys (A)	0-4	F	405
Snowy Valleys (A)	0-4	M	405
Snowy Valleys (A)	5-14	F	881
Snowy Valleys (A)	5-14	M	909
Snowy Valleys (A)	15-19	F	374
Snowy Valleys (A)	15-19	M	396
Snowy Valleys (A)	20-24	F	319
Snowy Valleys (A)	20-24	M	340
Snowy Valleys (A)	25-34	F	693
Snowy Valleys (A)	25-34	M	746
Snowy Valleys (A)	35-44	F	793
Snowy Valleys (A)	35-44	M	837
Snowy Valleys (A)	45-54	F	920
Snowy Valleys (A)	45-54	M	1009
Snowy Valleys (A)	55-64	F	1091
Snowy Valleys (A)	55-64	M	1067
Snowy Valleys (A)	65-74	F	873
Snowy Valleys (A)	65-74	M	905
Snowy Valleys (A)	75-84	F	482
Snowy Valleys (A)	75-84	M	500
Snowy Valleys (A)	85+	F	276
Snowy Valleys (A)	85+	M	159
Strathfield (A)	0-4	F	1095
Strathfield (A)	0-4	M	1219
Strathfield (A)	5-14	F	1917
Strathfield (A)	5-14	M	1989
Strathfield (A)	15-19	F	1206
Strathfield (A)	15-19	M	1232
Strathfield (A)	20-24	F	1765
Strathfield (A)	20-24	M	2089
Strathfield (A)	25-34	F	4331
Strathfield (A)	25-34	M	4969
Strathfield (A)	35-44	F	2572
Strathfield (A)	35-44	M	2699
Strathfield (A)	45-54	F	2476
Strathfield (A)	45-54	M	2194
Strathfield (A)	55-64	F	1987
Strathfield (A)	55-64	M	1920
Strathfield (A)	65-74	F	1203
Strathfield (A)	65-74	M	1160
Strathfield (A)	75-84	F	846
Strathfield (A)	75-84	M	680
Strathfield (A)	85+	F	474
Strathfield (A)	85+	M	280
Sutherland Shire (A)	0-4	F	6568
Sutherland Shire (A)	0-4	M	7051
Sutherland Shire (A)	5-14	F	13633
Sutherland Shire (A)	5-14	M	14400
Sutherland Shire (A)	15-19	F	6397
Sutherland Shire (A)	15-19	M	6735
Sutherland Shire (A)	20-24	F	6205
Sutherland Shire (A)	20-24	M	6508
Sutherland Shire (A)	25-34	F	13508
Sutherland Shire (A)	25-34	M	12739
Sutherland Shire (A)	35-44	F	15527
Sutherland Shire (A)	35-44	M	14631
Sutherland Shire (A)	45-54	F	15609
Sutherland Shire (A)	45-54	M	14695
Sutherland Shire (A)	55-64	F	14003
Sutherland Shire (A)	55-64	M	13275
Sutherland Shire (A)	65-74	F	10393
Sutherland Shire (A)	65-74	M	9593
Sutherland Shire (A)	75-84	F	6085
Sutherland Shire (A)	75-84	M	4972
Sutherland Shire (A)	85+	F	3827
Sutherland Shire (A)	85+	M	2126
Sydney (C)	0-4	F	3478
Sydney (C)	0-4	M	3495
Sydney (C)	5-14	F	3500
Sydney (C)	5-14	M	3561
Sydney (C)	15-19	F	4603
Sydney (C)	15-19	M	3768
Sydney (C)	20-24	F	15355
Sydney (C)	20-24	M	13236
Sydney (C)	25-34	F	33390
Sydney (C)	25-34	M	35479
Sydney (C)	35-44	F	14845
Sydney (C)	35-44	M	19004
Sydney (C)	45-54	F	9199
Sydney (C)	45-54	M	12266
Sydney (C)	55-64	F	7547
Sydney (C)	55-64	M	8532
Sydney (C)	65-74	F	5003
Sydney (C)	65-74	M	5460
Sydney (C)	75-84	F	2524
Sydney (C)	75-84	M	2334
Sydney (C)	85+	F	1075
Sydney (C)	85+	M	709
Tamworth Regional (A)	0-4	F	1877
Tamworth Regional (A)	0-4	M	2025
Tamworth Regional (A)	5-14	F	3995
Tamworth Regional (A)	5-14	M	4215
Tamworth Regional (A)	15-19	F	1810
Tamworth Regional (A)	15-19	M	1941
Tamworth Regional (A)	20-24	F	1599
Tamworth Regional (A)	20-24	M	1594
Tamworth Regional (A)	25-34	F	3671
Tamworth Regional (A)	25-34	M	3519
Tamworth Regional (A)	35-44	F	3586
Tamworth Regional (A)	35-44	M	3341
Tamworth Regional (A)	45-54	F	3978
Tamworth Regional (A)	45-54	M	3648
Tamworth Regional (A)	55-64	F	4002
Tamworth Regional (A)	55-64	M	3695
Tamworth Regional (A)	65-74	F	3162
Tamworth Regional (A)	65-74	M	3000
Tamworth Regional (A)	75-84	F	1959
Tamworth Regional (A)	75-84	M	1609
Tamworth Regional (A)	85+	F	942
Tamworth Regional (A)	85+	M	493
Temora (A)	0-4	F	169
Temora (A)	0-4	M	191
Temora (A)	5-14	F	377
Temora (A)	5-14	M	441
Temora (A)	15-19	F	187
Temora (A)	15-19	M	198
Temora (A)	20-24	F	108
Temora (A)	20-24	M	132
Temora (A)	25-34	F	290
Temora (A)	25-34	M	278
Temora (A)	35-44	F	311
Temora (A)	35-44	M	280
Temora (A)	45-54	F	423
Temora (A)	45-54	M	396
Temora (A)	55-64	F	422
Temora (A)	55-64	M	436
Temora (A)	65-74	F	379
Temora (A)	65-74	M	403
Temora (A)	75-84	F	268
Temora (A)	75-84	M	205
Temora (A)	85+	F	135
Temora (A)	85+	M	76
Tenterfield (A)	0-4	F	143
Tenterfield (A)	0-4	M	139
Tenterfield (A)	5-14	F	383
Tenterfield (A)	5-14	M	368
Tenterfield (A)	15-19	F	151
Tenterfield (A)	15-19	M	181
Tenterfield (A)	20-24	F	111
Tenterfield (A)	20-24	M	97
Tenterfield (A)	25-34	F	235
Tenterfield (A)	25-34	M	192
Tenterfield (A)	35-44	F	365
Tenterfield (A)	35-44	M	306
Tenterfield (A)	45-54	F	401
Tenterfield (A)	45-54	M	419
Tenterfield (A)	55-64	F	658
Tenterfield (A)	55-64	M	643
Tenterfield (A)	65-74	F	549
Tenterfield (A)	65-74	M	584
Tenterfield (A)	75-84	F	262
Tenterfield (A)	75-84	M	257
Tenterfield (A)	85+	F	116
Tenterfield (A)	85+	M	55
The Hills Shire (A)	0-4	F	4765
The Hills Shire (A)	0-4	M	5006
The Hills Shire (A)	5-14	F	11602
The Hills Shire (A)	5-14	M	12250
The Hills Shire (A)	15-19	F	5474
The Hills Shire (A)	15-19	M	5785
The Hills Shire (A)	20-24	F	4616
The Hills Shire (A)	20-24	M	5093
The Hills Shire (A)	25-34	F	8531
The Hills Shire (A)	25-34	M	7977
The Hills Shire (A)	35-44	F	12441
The Hills Shire (A)	35-44	M	11185
The Hills Shire (A)	45-54	F	11632
The Hills Shire (A)	45-54	M	11050
The Hills Shire (A)	55-64	F	9624
The Hills Shire (A)	55-64	M	8982
The Hills Shire (A)	65-74	F	6941
The Hills Shire (A)	65-74	M	6635
The Hills Shire (A)	75-84	F	2921
The Hills Shire (A)	75-84	M	2727
The Hills Shire (A)	85+	F	1247
The Hills Shire (A)	85+	M	748
Tweed (A)	0-4	F	2272
Tweed (A)	0-4	M	2503
Tweed (A)	5-14	F	5176
Tweed (A)	5-14	M	5372
Tweed (A)	15-19	F	2466
Tweed (A)	15-19	M	2526
Tweed (A)	20-24	F	1876
Tweed (A)	20-24	M	2059
Tweed (A)	25-34	F	4258
Tweed (A)	25-34	M	3964
Tweed (A)	35-44	F	5406
Tweed (A)	35-44	M	4859
Tweed (A)	45-54	F	6302
Tweed (A)	45-54	M	5615
Tweed (A)	55-64	F	7212
Tweed (A)	55-64	M	6374
Tweed (A)	65-74	F	6129
Tweed (A)	65-74	M	5898
Tweed (A)	75-84	F	4040
Tweed (A)	75-84	M	3491
Tweed (A)	85+	F	2132
Tweed (A)	85+	M	1453
Upper Hunter Shire (A)	0-4	F	417
Upper Hunter Shire (A)	0-4	M	441
Upper Hunter Shire (A)	5-14	F	1038
Upper Hunter Shire (A)	5-14	M	1014
Upper Hunter Shire (A)	15-19	F	406
Upper Hunter Shire (A)	15-19	M	398
Upper Hunter Shire (A)	20-24	F	328
Upper Hunter Shire (A)	20-24	M	320
Upper Hunter Shire (A)	25-34	F	883
Upper Hunter Shire (A)	25-34	M	783
Upper Hunter Shire (A)	35-44	F	877
Upper Hunter Shire (A)	35-44	M	883
Upper Hunter Shire (A)	45-54	F	948
Upper Hunter Shire (A)	45-54	M	904
Upper Hunter Shire (A)	55-64	F	889
Upper Hunter Shire (A)	55-64	M	962
Upper Hunter Shire (A)	65-74	F	675
Upper Hunter Shire (A)	65-74	M	756
Upper Hunter Shire (A)	75-84	F	469
Upper Hunter Shire (A)	75-84	M	367
Upper Hunter Shire (A)	85+	F	216
Upper Hunter Shire (A)	85+	M	135
Upper Lachlan Shire (A)	0-4	F	206
Upper Lachlan Shire (A)	0-4	M	258
Upper Lachlan Shire (A)	5-14	F	436
Upper Lachlan Shire (A)	5-14	M	455
Upper Lachlan Shire (A)	15-19	F	214
Upper Lachlan Shire (A)	15-19	M	220
Upper Lachlan Shire (A)	20-24	F	140
Upper Lachlan Shire (A)	20-24	M	154
Upper Lachlan Shire (A)	25-34	F	339
Upper Lachlan Shire (A)	25-34	M	292
Upper Lachlan Shire (A)	35-44	F	390
Upper Lachlan Shire (A)	35-44	M	383
Upper Lachlan Shire (A)	45-54	F	589
Upper Lachlan Shire (A)	45-54	M	595
Upper Lachlan Shire (A)	55-64	F	578
Upper Lachlan Shire (A)	55-64	M	635
Upper Lachlan Shire (A)	65-74	F	501
Upper Lachlan Shire (A)	65-74	M	569
Upper Lachlan Shire (A)	75-84	F	284
Upper Lachlan Shire (A)	75-84	M	275
Upper Lachlan Shire (A)	85+	F	97
Upper Lachlan Shire (A)	85+	M	82
Uralla (A)	0-4	F	154
Uralla (A)	0-4	M	155
Uralla (A)	5-14	F	441
Uralla (A)	5-14	M	413
Uralla (A)	15-19	F	186
Uralla (A)	15-19	M	181
Uralla (A)	20-24	F	117
Uralla (A)	20-24	M	117
Uralla (A)	25-34	F	261
Uralla (A)	25-34	M	211
Uralla (A)	35-44	F	350
Uralla (A)	35-44	M	331
Uralla (A)	45-54	F	486
Uralla (A)	45-54	M	412
Uralla (A)	55-64	F	496
Uralla (A)	55-64	M	493
Uralla (A)	65-74	F	370
Uralla (A)	65-74	M	419
Uralla (A)	75-84	F	188
Uralla (A)	75-84	M	154
Uralla (A)	85+	F	76
Uralla (A)	85+	M	44
Wagga Wagga (C)	0-4	F	1975
Wagga Wagga (C)	0-4	M	2238
Wagga Wagga (C)	5-14	F	4216
Wagga Wagga (C)	5-14	M	4270
Wagga Wagga (C)	15-19	F	2080
Wagga Wagga (C)	15-19	M	2265
Wagga Wagga (C)	20-24	F	2565
Wagga Wagga (C)	20-24	M	2396
Wagga Wagga (C)	25-34	F	4400
Wagga Wagga (C)	25-34	M	4208
Wagga Wagga (C)	35-44	F	3831
Wagga Wagga (C)	35-44	M	3697
Wagga Wagga (C)	45-54	F	3867
Wagga Wagga (C)	45-54	M	3687
Wagga Wagga (C)	55-64	F	3730
Wagga Wagga (C)	55-64	M	3483
Wagga Wagga (C)	65-74	F	2626
Wagga Wagga (C)	65-74	M	2503
Wagga Wagga (C)	75-84	F	1710
Wagga Wagga (C)	75-84	M	1271
Wagga Wagga (C)	85+	F	887
Wagga Wagga (C)	85+	M	488
Walcha (A)	0-4	F	85
Walcha (A)	0-4	M	89
Walcha (A)	5-14	F	181
Walcha (A)	5-14	M	174
Walcha (A)	15-19	F	86
Walcha (A)	15-19	M	70
Walcha (A)	20-24	F	61
Walcha (A)	20-24	M	69
