LGA_NAME16	Age	MaritalStatus	Registered	adults
Halls Creek (S)	65-74	Married	0	13
Halls Creek (S)	65-74	Married	1	21
Halls Creek (S)	65-74	Never married		53
Halls Creek (S)	75-84	Married	1	3
Halls Creek (S)	75-84	Never married		23
Halls Creek (S)	85+	Never married		6
Harvey (S)	15-19	Married	0	19
Harvey (S)	15-19	Never married		1557
Harvey (S)	20-24	Married	0	221
Harvey (S)	20-24	Married	1	71
Harvey (S)	20-24	Never married		734
Harvey (S)	25-34	Married	0	672
Harvey (S)	25-34	Married	1	1252
Harvey (S)	25-34	Never married		820
Harvey (S)	35-44	Married	0	456
Harvey (S)	35-44	Married	1	1996
Harvey (S)	35-44	Never married		665
Harvey (S)	45-54	Married	0	409
Harvey (S)	45-54	Married	1	2201
Harvey (S)	45-54	Never married		680
Harvey (S)	55-64	Married	0	218
Harvey (S)	55-64	Married	1	2065
Harvey (S)	55-64	Never married		566
Harvey (S)	65-74	Married	0	77
Harvey (S)	65-74	Married	1	1477
Harvey (S)	65-74	Never married		463
Harvey (S)	75-84	Married	0	17
Harvey (S)	75-84	Married	1	562
Harvey (S)	75-84	Never married		328
Harvey (S)	85+	Married	1	95
Harvey (S)	85+	Never married		139
Irwin (S)	15-19	Married	0	4
Irwin (S)	15-19	Never married		161
Irwin (S)	20-24	Married	0	18
Irwin (S)	20-24	Married	1	3
Irwin (S)	20-24	Never married		60
Irwin (S)	25-34	Married	0	52
Irwin (S)	25-34	Married	1	87
Irwin (S)	25-34	Never married		88
Irwin (S)	35-44	Married	0	62
Irwin (S)	35-44	Married	1	187
Irwin (S)	35-44	Never married		82
Irwin (S)	45-54	Married	0	71
Irwin (S)	45-54	Married	1	257
Irwin (S)	45-54	Never married		74
Irwin (S)	55-64	Married	0	57
Irwin (S)	55-64	Married	1	304
Irwin (S)	55-64	Never married		130
Irwin (S)	65-74	Married	0	41
Irwin (S)	65-74	Married	1	310
Irwin (S)	65-74	Never married		134
Irwin (S)	75-84	Married	0	5
Irwin (S)	75-84	Married	1	144
Irwin (S)	75-84	Never married		87
Irwin (S)	85+	Married	1	33
Irwin (S)	85+	Never married		39
Jerramungup (S)	15-19	Never married		15
Jerramungup (S)	20-24	Married	0	13
Jerramungup (S)	20-24	Married	1	4
Jerramungup (S)	20-24	Never married		17
Jerramungup (S)	25-34	Married	0	46
Jerramungup (S)	25-34	Married	1	45
Jerramungup (S)	25-34	Never married		32
Jerramungup (S)	35-44	Married	0	25
Jerramungup (S)	35-44	Married	1	66
Jerramungup (S)	35-44	Never married		18
Jerramungup (S)	45-54	Married	0	25
Jerramungup (S)	45-54	Married	1	84
Jerramungup (S)	45-54	Never married		37
Jerramungup (S)	55-64	Married	0	19
Jerramungup (S)	55-64	Married	1	87
Jerramungup (S)	55-64	Never married		41
Jerramungup (S)	65-74	Married	0	3
Jerramungup (S)	65-74	Married	1	52
Jerramungup (S)	65-74	Never married		20
Jerramungup (S)	75-84	Married	0	5
Jerramungup (S)	75-84	Married	1	18
Jerramungup (S)	75-84	Never married		18
Jerramungup (S)	85+	Married	1	3
Jerramungup (S)	85+	Never married		3
Joondalup (C)	15-19	Married	0	65
Joondalup (C)	15-19	Married	1	11
Joondalup (C)	15-19	Never married		10089
Joondalup (C)	20-24	Married	0	815
Joondalup (C)	20-24	Married	1	188
Joondalup (C)	20-24	Never married		7953
Joondalup (C)	25-34	Married	0	3520
Joondalup (C)	25-34	Married	1	5841
Joondalup (C)	25-34	Never married		6231
Joondalup (C)	35-44	Married	0	2307
Joondalup (C)	35-44	Married	1	13559
Joondalup (C)	35-44	Never married		3394
Joondalup (C)	45-54	Married	0	2049
Joondalup (C)	45-54	Married	1	16019
Joondalup (C)	45-54	Never married		3893
Joondalup (C)	55-64	Married	0	1126
Joondalup (C)	55-64	Married	1	14405
Joondalup (C)	55-64	Never married		3688
Joondalup (C)	65-74	Married	0	447
Joondalup (C)	65-74	Married	1	9473
Joondalup (C)	65-74	Never married		2714
Joondalup (C)	75-84	Married	0	95
Joondalup (C)	75-84	Married	1	3045
Joondalup (C)	75-84	Never married		1887
Joondalup (C)	85+	Married	0	13
Joondalup (C)	85+	Married	1	667
Joondalup (C)	85+	Never married		1033
Kalamunda (S)	15-19	Married	0	42
Kalamunda (S)	15-19	Married	1	6
Kalamunda (S)	15-19	Never married		3482
Kalamunda (S)	20-24	Married	0	448
Kalamunda (S)	20-24	Married	1	129
Kalamunda (S)	20-24	Never married		2403
Kalamunda (S)	25-34	Married	0	1418
Kalamunda (S)	25-34	Married	1	2590
Kalamunda (S)	25-34	Never married		2237
Kalamunda (S)	35-44	Married	0	919
Kalamunda (S)	35-44	Married	1	4497
Kalamunda (S)	35-44	Never married		1559
Kalamunda (S)	45-54	Married	0	795
Kalamunda (S)	45-54	Married	1	4702
Kalamunda (S)	45-54	Never married		1768
Kalamunda (S)	55-64	Married	0	467
Kalamunda (S)	55-64	Married	1	4215
Kalamunda (S)	55-64	Never married		1493
Kalamunda (S)	65-74	Married	0	224
Kalamunda (S)	65-74	Married	1	3539
Kalamunda (S)	65-74	Never married		1225
Kalamunda (S)	75-84	Married	0	44
Kalamunda (S)	75-84	Married	1	1588
Kalamunda (S)	75-84	Never married		954
Kalamunda (S)	85+	Married	0	12
Kalamunda (S)	85+	Married	1	251
Kalamunda (S)	85+	Never married		442
Kalgoorlie/Boulder (C)	15-19	Married	0	72
Kalgoorlie/Boulder (C)	15-19	Never married		1522
Kalgoorlie/Boulder (C)	20-24	Married	0	532
Kalgoorlie/Boulder (C)	20-24	Married	1	69
Kalgoorlie/Boulder (C)	20-24	Never married		1061
Kalgoorlie/Boulder (C)	25-34	Married	0	1261
Kalgoorlie/Boulder (C)	25-34	Married	1	1782
Kalgoorlie/Boulder (C)	25-34	Never married		1367
Kalgoorlie/Boulder (C)	35-44	Married	0	670
Kalgoorlie/Boulder (C)	35-44	Married	1	2214
Kalgoorlie/Boulder (C)	35-44	Never married		929
Kalgoorlie/Boulder (C)	45-54	Married	0	489
Kalgoorlie/Boulder (C)	45-54	Married	1	2017
Kalgoorlie/Boulder (C)	45-54	Never married		1023
Kalgoorlie/Boulder (C)	55-64	Married	0	246
Kalgoorlie/Boulder (C)	55-64	Married	1	1491
Kalgoorlie/Boulder (C)	55-64	Never married		813
Kalgoorlie/Boulder (C)	65-74	Married	0	58
Kalgoorlie/Boulder (C)	65-74	Married	1	586
Kalgoorlie/Boulder (C)	65-74	Never married		470
Kalgoorlie/Boulder (C)	75-84	Married	0	15
Kalgoorlie/Boulder (C)	75-84	Married	1	182
Kalgoorlie/Boulder (C)	75-84	Never married		244
Kalgoorlie/Boulder (C)	85+	Married	0	3
Kalgoorlie/Boulder (C)	85+	Married	1	29
Kalgoorlie/Boulder (C)	85+	Never married		54
Karratha (C)	15-19	Married	0	38
Karratha (C)	15-19	Never married		917
Karratha (C)	20-24	Married	0	336
Karratha (C)	20-24	Married	1	47
Karratha (C)	20-24	Never married		616
Karratha (C)	25-34	Married	0	1025
Karratha (C)	25-34	Married	1	1456
Karratha (C)	25-34	Never married		873
Karratha (C)	35-44	Married	0	587
Karratha (C)	35-44	Married	1	1932
Karratha (C)	35-44	Never married		585
Karratha (C)	45-54	Married	0	409
Karratha (C)	45-54	Married	1	1294
Karratha (C)	45-54	Never married		518
Karratha (C)	55-64	Married	0	164
Karratha (C)	55-64	Married	1	678
Karratha (C)	55-64	Never married		375
Karratha (C)	65-74	Married	0	17
Karratha (C)	65-74	Married	1	153
Karratha (C)	65-74	Never married		148
Karratha (C)	75-84	Married	0	4
Karratha (C)	75-84	Married	1	22
Karratha (C)	75-84	Never married		45
Karratha (C)	85+	Married	1	3
Karratha (C)	85+	Never married		7
Katanning (S)	15-19	Married	0	7
Katanning (S)	15-19	Never married		191
Katanning (S)	20-24	Married	0	44
Katanning (S)	20-24	Married	1	17
Katanning (S)	20-24	Never married		142
Katanning (S)	25-34	Married	0	67
Katanning (S)	25-34	Married	1	144
Katanning (S)	25-34	Never married		195
Katanning (S)	35-44	Married	0	59
Katanning (S)	35-44	Married	1	253
Katanning (S)	35-44	Never married		119
Katanning (S)	45-54	Married	0	43
Katanning (S)	45-54	Married	1	264
Katanning (S)	45-54	Never married		157
Katanning (S)	55-64	Married	0	34
Katanning (S)	55-64	Married	1	295
Katanning (S)	55-64	Never married		120
Katanning (S)	65-74	Married	0	7
Katanning (S)	65-74	Married	1	207
Katanning (S)	65-74	Never married		80
Katanning (S)	75-84	Married	0	7
Katanning (S)	75-84	Married	1	113
Katanning (S)	75-84	Never married		68
Katanning (S)	85+	Married	0	3
Katanning (S)	85+	Married	1	20
Katanning (S)	85+	Never married		31
Kellerberrin (S)	15-19	Never married		50
Kellerberrin (S)	20-24	Married	0	9
Kellerberrin (S)	20-24	Never married		24
Kellerberrin (S)	25-34	Married	0	24
Kellerberrin (S)	25-34	Married	1	43
Kellerberrin (S)	25-34	Never married		39
Kellerberrin (S)	35-44	Married	0	22
Kellerberrin (S)	35-44	Married	1	48
Kellerberrin (S)	35-44	Never married		32
Kellerberrin (S)	45-54	Married	0	25
Kellerberrin (S)	45-54	Married	1	107
Kellerberrin (S)	45-54	Never married		41
Kellerberrin (S)	55-64	Married	0	5
Kellerberrin (S)	55-64	Married	1	95
Kellerberrin (S)	55-64	Never married		32
Kellerberrin (S)	65-74	Married	1	88
Kellerberrin (S)	65-74	Never married		38
Kellerberrin (S)	75-84	Married	0	4
Kellerberrin (S)	75-84	Married	1	48
Kellerberrin (S)	75-84	Never married		33
Kellerberrin (S)	85+	Married	1	5
Kellerberrin (S)	85+	Never married		16
Kent (S)	15-19	Never married		12
Kent (S)	20-24	Never married		11
Kent (S)	25-34	Married	0	8
Kent (S)	25-34	Married	1	25
Kent (S)	25-34	Never married		14
Kent (S)	35-44	Married	0	6
Kent (S)	35-44	Married	1	61
Kent (S)	35-44	Never married		17
Kent (S)	45-54	Married	0	10
Kent (S)	45-54	Married	1	49
Kent (S)	45-54	Never married		18
Kent (S)	55-64	Married	1	43
Kent (S)	55-64	Never married		11
Kent (S)	65-74	Married	1	34
Kent (S)	65-74	Never married		3
Kent (S)	75-84	Married	1	3
Kent (S)	75-84	Never married		7
Kojonup (S)	15-19	Married	0	7
Kojonup (S)	15-19	Never married		38
Kojonup (S)	20-24	Married	0	18
Kojonup (S)	20-24	Never married		55
Kojonup (S)	25-34	Married	0	61
Kojonup (S)	25-34	Married	1	74
Kojonup (S)	25-34	Never married		59
Kojonup (S)	35-44	Married	0	26
Kojonup (S)	35-44	Married	1	131
Kojonup (S)	35-44	Never married		36
Kojonup (S)	45-54	Married	0	37
Kojonup (S)	45-54	Married	1	157
Kojonup (S)	45-54	Never married		72
Kojonup (S)	55-64	Married	0	10
Kojonup (S)	55-64	Married	1	181
Kojonup (S)	55-64	Never married		51
Kojonup (S)	65-74	Married	0	8
Kojonup (S)	65-74	Married	1	122
Kojonup (S)	65-74	Never married		49
Kojonup (S)	75-84	Married	1	63
Kojonup (S)	75-84	Never married		30
Kojonup (S)	85+	Married	1	17
Kojonup (S)	85+	Never married		18
Kondinin (S)	15-19	Never married		13
Kondinin (S)	20-24	Married	0	3
Kondinin (S)	20-24	Never married		17
Kondinin (S)	25-34	Married	0	16
Kondinin (S)	25-34	Married	1	41
Kondinin (S)	25-34	Never married		28
Kondinin (S)	35-44	Married	0	22
Kondinin (S)	35-44	Married	1	50
Kondinin (S)	35-44	Never married		19
Kondinin (S)	45-54	Married	0	18
Kondinin (S)	45-54	Married	1	61
Kondinin (S)	45-54	Never married		29
Kondinin (S)	55-64	Married	0	3
Kondinin (S)	55-64	Married	1	73
Kondinin (S)	55-64	Never married		21
Kondinin (S)	65-74	Married	0	3
Kondinin (S)	65-74	Married	1	44
Kondinin (S)	65-74	Never married		21
Kondinin (S)	75-84	Married	1	29
Kondinin (S)	75-84	Never married		14
Kondinin (S)	85+	Never married		3
Koorda (S)	15-19	Never married		8
Koorda (S)	20-24	Never married		11
Koorda (S)	25-34	Married	0	11
Koorda (S)	25-34	Married	1	16
Koorda (S)	25-34	Never married		3
Koorda (S)	35-44	Married	0	7
Koorda (S)	35-44	Married	1	30
Koorda (S)	35-44	Never married		7
Koorda (S)	45-54	Married	0	3
Koorda (S)	45-54	Married	1	24
Koorda (S)	45-54	Never married		23
Koorda (S)	55-64	Married	0	11
Koorda (S)	55-64	Married	1	45
Koorda (S)	55-64	Never married		16
Koorda (S)	65-74	Married	0	3
Koorda (S)	65-74	Married	1	30
Koorda (S)	65-74	Never married		12
Koorda (S)	75-84	Married	1	9
Koorda (S)	75-84	Never married		13
Koorda (S)	85+	Married	1	8
Kulin (S)	15-19	Never married		8
Kulin (S)	20-24	Married	0	7
Kulin (S)	20-24	Never married		15
Kulin (S)	25-34	Married	0	20
Kulin (S)	25-34	Married	1	35
Kulin (S)	25-34	Never married		19
Kulin (S)	35-44	Married	0	14
Kulin (S)	35-44	Married	1	66
Kulin (S)	35-44	Never married		20
Kulin (S)	45-54	Married	0	15
Kulin (S)	45-54	Married	1	75
Kulin (S)	45-54	Never married		27
Kulin (S)	55-64	Married	0	7
Kulin (S)	55-64	Married	1	58
Kulin (S)	55-64	Never married		13
Kulin (S)	65-74	Married	0	3
Kulin (S)	65-74	Married	1	52
Kulin (S)	65-74	Never married		16
Kulin (S)	75-84	Married	1	23
Kulin (S)	75-84	Never married		10
Kulin (S)	85+	Married	1	4
Kulin (S)	85+	Never married		9
Kwinana (C)	15-19	Married	0	48
Kwinana (C)	15-19	Never married		2032
Kwinana (C)	20-24	Married	0	587
Kwinana (C)	20-24	Married	1	156
Kwinana (C)	20-24	Never married		1669
Kwinana (C)	25-34	Married	0	1452
Kwinana (C)	25-34	Married	1	2990
Kwinana (C)	25-34	Never married		1910
Kwinana (C)	35-44	Married	0	720
Kwinana (C)	35-44	Married	1	3054
Kwinana (C)	35-44	Never married		1315
Kwinana (C)	45-54	Married	0	473
Kwinana (C)	45-54	Married	1	2223
Kwinana (C)	45-54	Never married		1334
Kwinana (C)	55-64	Married	0	226
Kwinana (C)	55-64	Married	1	1691
Kwinana (C)	55-64	Never married		997
Kwinana (C)	65-74	Married	0	98
Kwinana (C)	65-74	Married	1	1128
Kwinana (C)	65-74	Never married		630
Kwinana (C)	75-84	Married	0	20
Kwinana (C)	75-84	Married	1	491
Kwinana (C)	75-84	Never married		412
Kwinana (C)	85+	Married	0	3
Kwinana (C)	85+	Married	1	81
Kwinana (C)	85+	Never married		141
Lake Grace (S)	15-19	Never married		28
Lake Grace (S)	20-24	Married	0	6
Lake Grace (S)	20-24	Married	1	3
Lake Grace (S)	20-24	Never married		29
Lake Grace (S)	25-34	Married	0	43
Lake Grace (S)	25-34	Married	1	57
Lake Grace (S)	25-34	Never married		42
Lake Grace (S)	35-44	Married	0	22
Lake Grace (S)	35-44	Married	1	97
Lake Grace (S)	35-44	Never married		29
Lake Grace (S)	45-54	Married	0	23
Lake Grace (S)	45-54	Married	1	92
Lake Grace (S)	45-54	Never married		40
Lake Grace (S)	55-64	Married	0	9
Lake Grace (S)	55-64	Married	1	104
Lake Grace (S)	55-64	Never married		41
Lake Grace (S)	65-74	Married	0	3
Lake Grace (S)	65-74	Married	1	53
Lake Grace (S)	65-74	Never married		25
Lake Grace (S)	75-84	Married	1	18
Lake Grace (S)	75-84	Never married		25
Lake Grace (S)	85+	Married	1	4
Lake Grace (S)	85+	Never married		8
Laverton (S)	15-19	Never married		27
Laverton (S)	20-24	Married	0	7
Laverton (S)	20-24	Married	1	3
Laverton (S)	20-24	Never married		17
Laverton (S)	25-34	Married	0	26
Laverton (S)	25-34	Married	1	15
Laverton (S)	25-34	Never married		34
Laverton (S)	35-44	Married	0	10
Laverton (S)	35-44	Married	1	20
Laverton (S)	35-44	Never married		15
Laverton (S)	45-54	Married	0	20
Laverton (S)	45-54	Married	1	26
Laverton (S)	45-54	Never married		21
Laverton (S)	55-64	Married	0	8
Laverton (S)	55-64	Married	1	20
Laverton (S)	55-64	Never married		24
Laverton (S)	65-74	Married	0	3
Laverton (S)	65-74	Married	1	9
Laverton (S)	65-74	Never married		10
Laverton (S)	75-84	Married	1	9
Laverton (S)	75-84	Never married		3
Laverton (S)	85+	Never married		3
Leonora (S)	15-19	Never married		28
Leonora (S)	20-24	Married	0	6
Leonora (S)	20-24	Never married		25
Leonora (S)	25-34	Married	0	46
Leonora (S)	25-34	Married	1	44
Leonora (S)	25-34	Never married		40
Leonora (S)	35-44	Married	0	19
Leonora (S)	35-44	Married	1	42
Leonora (S)	35-44	Never married		38
Leonora (S)	45-54	Married	0	21
Leonora (S)	45-54	Married	1	50
Leonora (S)	45-54	Never married		42
Leonora (S)	55-64	Married	0	14
Leonora (S)	55-64	Married	1	40
Leonora (S)	55-64	Never married		31
Leonora (S)	65-74	Married	0	4
Leonora (S)	65-74	Married	1	23
Leonora (S)	65-74	Never married		19
Leonora (S)	75-84	Married	1	3
Leonora (S)	75-84	Never married		4
Leonora (S)	85+	Married	1	4
Leonora (S)	85+	Never married		3
Mandurah (C)	15-19	Married	0	121
Mandurah (C)	15-19	Married	1	3
Mandurah (C)	15-19	Never married		4366
Mandurah (C)	20-24	Married	0	818
Mandurah (C)	20-24	Married	1	200
Mandurah (C)	20-24	Never married		2761
Mandurah (C)	25-34	Married	0	1966
Mandurah (C)	25-34	Married	1	2921
Mandurah (C)	25-34	Never married		2698
Mandurah (C)	35-44	Married	0	1271
Mandurah (C)	35-44	Married	1	4698
Mandurah (C)	35-44	Never married		2199
Mandurah (C)	45-54	Married	0	1173
Mandurah (C)	45-54	Married	1	5390
Mandurah (C)	45-54	Never married		2599
Mandurah (C)	55-64	Married	0	698
Mandurah (C)	55-64	Married	1	5525
Mandurah (C)	55-64	Never married		2559
Mandurah (C)	65-74	Married	0	465
Mandurah (C)	65-74	Married	1	5750
Mandurah (C)	65-74	Never married		2300
Mandurah (C)	75-84	Married	0	169
Mandurah (C)	75-84	Married	1	3225
Mandurah (C)	75-84	Never married		1762
Mandurah (C)	85+	Married	0	16
Mandurah (C)	85+	Married	1	599
Mandurah (C)	85+	Never married		909
Manjimup (S)	15-19	Married	0	14
Manjimup (S)	15-19	Never married		494
Manjimup (S)	20-24	Married	0	102
Manjimup (S)	20-24	Married	1	20
Manjimup (S)	20-24	Never married		221
Manjimup (S)	25-34	Married	0	191
Manjimup (S)	25-34	Married	1	269
Manjimup (S)	25-34	Never married		257
Manjimup (S)	35-44	Married	0	165
Manjimup (S)	35-44	Married	1	484
Manjimup (S)	35-44	Never married		220
Manjimup (S)	45-54	Married	0	181
Manjimup (S)	45-54	Married	1	701
Manjimup (S)	45-54	Never married		355
Manjimup (S)	55-64	Married	0	116
Manjimup (S)	55-64	Married	1	751
Manjimup (S)	55-64	Never married		356
Manjimup (S)	65-74	Married	0	54
Manjimup (S)	65-74	Married	1	571
Manjimup (S)	65-74	Never married		258
Manjimup (S)	75-84	Married	0	11
Manjimup (S)	75-84	Married	1	306
Manjimup (S)	75-84	Never married		141
Manjimup (S)	85+	Married	1	53
Manjimup (S)	85+	Never married		83
Meekatharra (S)	15-19	Never married		34
Meekatharra (S)	20-24	Married	0	3
Meekatharra (S)	20-24	Never married		9
Meekatharra (S)	25-34	Married	0	25
Meekatharra (S)	25-34	Married	1	15
Meekatharra (S)	25-34	Never married		53
Meekatharra (S)	35-44	Married	0	22
Meekatharra (S)	35-44	Married	1	25
Meekatharra (S)	35-44	Never married		21
Meekatharra (S)	45-54	Married	0	13
Meekatharra (S)	45-54	Married	1	18
Meekatharra (S)	45-54	Never married		34
Meekatharra (S)	55-64	Married	0	12
Meekatharra (S)	55-64	Married	1	32
Meekatharra (S)	55-64	Never married		35
Meekatharra (S)	65-74	Married	0	3
Meekatharra (S)	65-74	Married	1	18
Meekatharra (S)	65-74	Never married		24
Meekatharra (S)	75-84	Never married		5
Meekatharra (S)	85+	Never married		3
Melville (C)	15-19	Married	0	22
Melville (C)	15-19	Married	1	3
Melville (C)	15-19	Never married		5975
Melville (C)	20-24	Married	0	467
Melville (C)	20-24	Married	1	88
Melville (C)	20-24	Never married		5362
Melville (C)	25-34	Married	0	1850
Melville (C)	25-34	Married	1	3567
Melville (C)	25-34	Never married		4720
Melville (C)	35-44	Married	0	1127
Melville (C)	35-44	Married	1	7968
Melville (C)	35-44	Never married		2308
Melville (C)	45-54	Married	0	953
Melville (C)	45-54	Married	1	8710
Melville (C)	45-54	Never married		2802
Melville (C)	55-64	Married	0	691
Melville (C)	55-64	Married	1	8346
Melville (C)	55-64	Never married		2653
Melville (C)	65-74	Married	0	301
Melville (C)	65-74	Married	1	5996
Melville (C)	65-74	Never married		2196
Melville (C)	75-84	Married	0	67
Melville (C)	75-84	Married	1	2986
Melville (C)	75-84	Never married		1909
Melville (C)	85+	Married	0	4
Melville (C)	85+	Married	1	838
Melville (C)	85+	Never married		1491
Menzies (S)	15-19	Never married		22
Menzies (S)	20-24	Married	0	3
Menzies (S)	20-24	Married	1	3
Menzies (S)	20-24	Never married		13
Menzies (S)	25-34	Married	0	4
Menzies (S)	25-34	Married	1	16
Menzies (S)	25-34	Never married		19
Menzies (S)	35-44	Married	0	6
Menzies (S)	35-44	Married	1	11
Menzies (S)	35-44	Never married		14
Menzies (S)	45-54	Married	0	3
Menzies (S)	45-54	Married	1	10
Menzies (S)	45-54	Never married		20
Menzies (S)	55-64	Married	0	4
Menzies (S)	55-64	Married	1	12
Menzies (S)	55-64	Never married		19
Menzies (S)	65-74	Married	0	6
Menzies (S)	65-74	Married	1	8
Menzies (S)	65-74	Never married		11
Menzies (S)	75-84	Never married		3
Merredin (S)	15-19	Married	0	3
Merredin (S)	15-19	Never married		154
Merredin (S)	20-24	Married	0	66
Merredin (S)	20-24	Married	1	4
Merredin (S)	20-24	Never married		189
Merredin (S)	25-34	Married	0	97
Merredin (S)	25-34	Married	1	144
Merredin (S)	25-34	Never married		111
Merredin (S)	35-44	Married	0	60
Merredin (S)	35-44	Married	1	180
Merredin (S)	35-44	Never married		90
Merredin (S)	45-54	Married	0	47
Merredin (S)	45-54	Married	1	231
Merredin (S)	45-54	Never married		110
Merredin (S)	55-64	Married	0	18
Merredin (S)	55-64	Married	1	261
Merredin (S)	55-64	Never married		99
Merredin (S)	65-74	Married	0	9
Merredin (S)	65-74	Married	1	152
Merredin (S)	65-74	Never married		86
Merredin (S)	75-84	Married	0	3
Merredin (S)	75-84	Married	1	73
Merredin (S)	75-84	Never married		50
Merredin (S)	85+	Married	1	18
Merredin (S)	85+	Never married		32
Mingenew (S)	15-19	Never married		15
Mingenew (S)	20-24	Married	0	3
Mingenew (S)	20-24	Married	1	3
Mingenew (S)	20-24	Never married		12
Mingenew (S)	25-34	Married	0	14
Mingenew (S)	25-34	Married	1	23
Mingenew (S)	25-34	Never married		14
Mingenew (S)	35-44	Married	0	13
Mingenew (S)	35-44	Married	1	30
Mingenew (S)	35-44	Never married		9
Mingenew (S)	45-54	Married	0	7
Mingenew (S)	45-54	Married	1	33
Mingenew (S)	45-54	Never married		15
Mingenew (S)	55-64	Married	0	5
Mingenew (S)	55-64	Married	1	36
Mingenew (S)	55-64	Never married		22
Mingenew (S)	65-74	Married	0	5
Mingenew (S)	65-74	Married	1	22
Mingenew (S)	65-74	Never married		11
Mingenew (S)	75-84	Married	1	9
Mingenew (S)	75-84	Never married		5
Mingenew (S)	85+	Never married		3
Moora (S)	15-19	Married	0	3
Moora (S)	15-19	Never married		90
Moora (S)	20-24	Married	0	33
Moora (S)	20-24	Never married		83
Moora (S)	25-34	Married	0	61
Moora (S)	25-34	Married	1	61
Moora (S)	25-34	Never married		83
Moora (S)	35-44	Married	0	53
Moora (S)	35-44	Married	1	160
Moora (S)	35-44	Never married		64
Moora (S)	45-54	Married	0	44
Moora (S)	45-54	Married	1	202
Moora (S)	45-54	Never married		71
Moora (S)	55-64	Married	0	23
Moora (S)	55-64	Married	1	159
Moora (S)	55-64	Never married		87
Moora (S)	65-74	Married	0	8
Moora (S)	65-74	Married	1	130
Moora (S)	65-74	Never married		70
Moora (S)	75-84	Married	0	3
Moora (S)	75-84	Married	1	52
Moora (S)	75-84	Never married		40
Moora (S)	85+	Married	1	6
Moora (S)	85+	Never married		28
Morawa (S)	15-19	Married	0	3
Morawa (S)	15-19	Never married		28
Morawa (S)	20-24	Married	0	3
Morawa (S)	20-24	Never married		23
Morawa (S)	25-34	Married	0	17
Morawa (S)	25-34	Married	1	23
Morawa (S)	25-34	Never married		34
Morawa (S)	35-44	Married	0	14
Morawa (S)	35-44	Married	1	33
Morawa (S)	35-44	Never married		19
Morawa (S)	45-54	Married	0	7
Morawa (S)	45-54	Married	1	52
Morawa (S)	45-54	Never married		25
Morawa (S)	55-64	Married	0	13
Morawa (S)	55-64	Married	1	48
Morawa (S)	55-64	Never married		26
Morawa (S)	65-74	Married	1	26
Morawa (S)	65-74	Never married		18
Morawa (S)	75-84	Married	1	27
Morawa (S)	75-84	Never married		17
Morawa (S)	85+	Married	1	10
Morawa (S)	85+	Never married		3
Mosman Park (T)	15-19	Married	0	4
Mosman Park (T)	15-19	Never married		519
Mosman Park (T)	20-24	Married	0	47
Mosman Park (T)	20-24	Married	1	6
Mosman Park (T)	20-24	Never married		382
Mosman Park (T)	25-34	Married	0	228
Mosman Park (T)	25-34	Married	1	336
Mosman Park (T)	25-34	Never married		428
Mosman Park (T)	35-44	Married	0	104
Mosman Park (T)	35-44	Married	1	620
Mosman Park (T)	35-44	Never married		216
Mosman Park (T)	45-54	Married	0	81
Mosman Park (T)	45-54	Married	1	802
Mosman Park (T)	45-54	Never married		282
Mosman Park (T)	55-64	Married	0	95
Mosman Park (T)	55-64	Married	1	537
Mosman Park (T)	55-64	Never married		263
Mosman Park (T)	65-74	Married	0	33
Mosman Park (T)	65-74	Married	1	442
Mosman Park (T)	65-74	Never married		283
Mosman Park (T)	75-84	Married	0	14
Mosman Park (T)	75-84	Married	1	179
Mosman Park (T)	75-84	Never married		168
Mosman Park (T)	85+	Married	0	3
Mosman Park (T)	85+	Married	1	35
Mosman Park (T)	85+	Never married		80
Mount Magnet (S)	15-19	Never married		13
Mount Magnet (S)	20-24	Never married		10
Mount Magnet (S)	25-34	Married	0	12
Mount Magnet (S)	25-34	Married	1	6
Mount Magnet (S)	25-34	Never married		10
Mount Magnet (S)	35-44	Married	0	11
Mount Magnet (S)	35-44	Married	1	17
Mount Magnet (S)	35-44	Never married		14
Mount Magnet (S)	45-54	Married	0	17
Mount Magnet (S)	45-54	Married	1	20
Mount Magnet (S)	45-54	Never married		15
Mount Magnet (S)	55-64	Married	0	21
Mount Magnet (S)	55-64	Married	1	9
Mount Magnet (S)	55-64	Never married		24
Mount Magnet (S)	65-74	Married	0	4
Mount Magnet (S)	65-74	Married	1	20
Mount Magnet (S)	65-74	Never married		22
Mount Magnet (S)	75-84	Never married		3
Mount Magnet (S)	85+	Never married		3
Mount Marshall (S)	15-19	Never married		4
Mount Marshall (S)	20-24	Never married		5
Mount Marshall (S)	25-34	Married	0	20
Mount Marshall (S)	25-34	Married	1	24
Mount Marshall (S)	25-34	Never married		17
Mount Marshall (S)	35-44	Married	0	14
Mount Marshall (S)	35-44	Married	1	37
Mount Marshall (S)	35-44	Never married		18
Mount Marshall (S)	45-54	Married	0	13
Mount Marshall (S)	45-54	Married	1	56
Mount Marshall (S)	45-54	Never married		13
Mount Marshall (S)	55-64	Married	0	3
Mount Marshall (S)	55-64	Married	1	33
Mount Marshall (S)	55-64	Never married		25
Mount Marshall (S)	65-74	Married	0	3
Mount Marshall (S)	65-74	Married	1	24
Mount Marshall (S)	65-74	Never married		15
Mount Marshall (S)	75-84	Married	1	15
Mount Marshall (S)	75-84	Never married		3
Mount Marshall (S)	85+	Married	1	4
