LGA_NAME16	Age	Sex	Volunteer	adults
Bourke (A)	15-19	F	0	35
Bourke (A)	15-19	F	1	13
Bourke (A)	15-19	M		13
Bourke (A)	15-19	M	0	24
Bourke (A)	15-19	M	1	12
Bourke (A)	20-24	F		18
Bourke (A)	20-24	F	0	46
Bourke (A)	20-24	F	1	14
Bourke (A)	20-24	M		21
Bourke (A)	20-24	M	0	55
Bourke (A)	20-24	M	1	5
Bourke (A)	25-34	F		29
Bourke (A)	25-34	F	0	120
Bourke (A)	25-34	F	1	39
Bourke (A)	25-34	M		40
Bourke (A)	25-34	M	0	112
Bourke (A)	25-34	M	1	30
Bourke (A)	35-44	F		30
Bourke (A)	35-44	F	0	78
Bourke (A)	35-44	F	1	55
Bourke (A)	35-44	M		27
Bourke (A)	35-44	M	0	61
Bourke (A)	35-44	M	1	39
Bourke (A)	45-54	F		49
Bourke (A)	45-54	F	0	96
Bourke (A)	45-54	F	1	51
Bourke (A)	45-54	M		45
Bourke (A)	45-54	M	0	110
Bourke (A)	45-54	M	1	44
Bourke (A)	55-64	F		25
Bourke (A)	55-64	F	0	73
Bourke (A)	55-64	F	1	32
Bourke (A)	55-64	M		48
Bourke (A)	55-64	M	0	94
Bourke (A)	55-64	M	1	35
Bourke (A)	65-74	F		23
Bourke (A)	65-74	F	0	52
Bourke (A)	65-74	F	1	28
Bourke (A)	65-74	M		23
Bourke (A)	65-74	M	0	68
Bourke (A)	65-74	M	1	22
Bourke (A)	75-84	F		15
Bourke (A)	75-84	F	0	23
Bourke (A)	75-84	F	1	20
Bourke (A)	75-84	M		13
Bourke (A)	75-84	M	0	22
Bourke (A)	75-84	M	1	6
Bourke (A)	85+	F		5
Bourke (A)	85+	F	0	13
Bourke (A)	85+	F	1	3
Bourke (A)	85+	M		3
Bourke (A)	85+	M	0	3
Bourke (A)	85+	M	1	5
Brewarrina (A)	15-19	F		6
Brewarrina (A)	15-19	F	0	39
Brewarrina (A)	15-19	F	1	3
Brewarrina (A)	15-19	M		6
Brewarrina (A)	15-19	M	0	30
Brewarrina (A)	15-19	M	1	3
Brewarrina (A)	20-24	F		3
Brewarrina (A)	20-24	F	0	43
Brewarrina (A)	20-24	F	1	12
Brewarrina (A)	20-24	M		27
Brewarrina (A)	20-24	M	0	27
Brewarrina (A)	20-24	M	1	5
Brewarrina (A)	25-34	F		13
Brewarrina (A)	25-34	F	0	92
Brewarrina (A)	25-34	F	1	12
Brewarrina (A)	25-34	M		28
Brewarrina (A)	25-34	M	0	78
Brewarrina (A)	25-34	M	1	11
Brewarrina (A)	35-44	F		9
Brewarrina (A)	35-44	F	0	54
Brewarrina (A)	35-44	F	1	11
Brewarrina (A)	35-44	M		8
Brewarrina (A)	35-44	M	0	59
Brewarrina (A)	35-44	M	1	11
Brewarrina (A)	45-54	F		18
Brewarrina (A)	45-54	F	0	76
Brewarrina (A)	45-54	F	1	37
Brewarrina (A)	45-54	M		18
Brewarrina (A)	45-54	M	0	89
Brewarrina (A)	45-54	M	1	31
Brewarrina (A)	55-64	F		10
Brewarrina (A)	55-64	F	0	71
Brewarrina (A)	55-64	F	1	18
Brewarrina (A)	55-64	M		7
Brewarrina (A)	55-64	M	0	80
Brewarrina (A)	55-64	M	1	25
Brewarrina (A)	65-74	F		8
Brewarrina (A)	65-74	F	0	43
Brewarrina (A)	65-74	F	1	8
Brewarrina (A)	65-74	M		3
Brewarrina (A)	65-74	M	0	41
Brewarrina (A)	65-74	M	1	12
Brewarrina (A)	75-84	F	0	13
Brewarrina (A)	75-84	F	1	5
Brewarrina (A)	75-84	M	0	20
Brewarrina (A)	75-84	M	1	3
Brewarrina (A)	85+	F	0	14
Brewarrina (A)	85+	M		3
Brewarrina (A)	85+	M	0	5
Broken Hill (C)	15-19	F		39
Broken Hill (C)	15-19	F	0	331
Broken Hill (C)	15-19	F	1	71
Broken Hill (C)	15-19	M		50
Broken Hill (C)	15-19	M	0	402
Broken Hill (C)	15-19	M	1	61
Broken Hill (C)	20-24	F		45
Broken Hill (C)	20-24	F	0	358
Broken Hill (C)	20-24	F	1	80
Broken Hill (C)	20-24	M		55
Broken Hill (C)	20-24	M	0	375
Broken Hill (C)	20-24	M	1	49
Broken Hill (C)	25-34	F		95
Broken Hill (C)	25-34	F	0	823
Broken Hill (C)	25-34	F	1	179
Broken Hill (C)	25-34	M		121
Broken Hill (C)	25-34	M	0	765
Broken Hill (C)	25-34	M	1	135
Broken Hill (C)	35-44	F		76
Broken Hill (C)	35-44	F	0	648
Broken Hill (C)	35-44	F	1	225
Broken Hill (C)	35-44	M		98
Broken Hill (C)	35-44	M	0	627
Broken Hill (C)	35-44	M	1	183
Broken Hill (C)	45-54	F		72
Broken Hill (C)	45-54	F	0	845
Broken Hill (C)	45-54	F	1	246
Broken Hill (C)	45-54	M		127
Broken Hill (C)	45-54	M	0	854
Broken Hill (C)	45-54	M	1	201
Broken Hill (C)	55-64	F		112
Broken Hill (C)	55-64	F	0	938
Broken Hill (C)	55-64	F	1	297
Broken Hill (C)	55-64	M		112
Broken Hill (C)	55-64	M	0	960
Broken Hill (C)	55-64	M	1	246
Broken Hill (C)	65-74	F		108
Broken Hill (C)	65-74	F	0	644
Broken Hill (C)	65-74	F	1	288
Broken Hill (C)	65-74	M		111
Broken Hill (C)	65-74	M	0	685
Broken Hill (C)	65-74	M	1	220
Broken Hill (C)	75-84	F		93
Broken Hill (C)	75-84	F	0	494
Broken Hill (C)	75-84	F	1	123
Broken Hill (C)	75-84	M		57
Broken Hill (C)	75-84	M	0	379
Broken Hill (C)	75-84	M	1	66
Broken Hill (C)	85+	F		63
Broken Hill (C)	85+	F	0	308
Broken Hill (C)	85+	F	1	26
Broken Hill (C)	85+	M		38
Broken Hill (C)	85+	M	0	137
Broken Hill (C)	85+	M	1	21
Burwood (A)	15-19	F		70
Burwood (A)	15-19	F	0	807
Burwood (A)	15-19	F	1	265
Burwood (A)	15-19	M		68
Burwood (A)	15-19	M	0	754
Burwood (A)	15-19	M	1	191
Burwood (A)	20-24	F		135
Burwood (A)	20-24	F	0	1693
Burwood (A)	20-24	F	1	371
Burwood (A)	20-24	M		166
Burwood (A)	20-24	M	0	1772
Burwood (A)	20-24	M	1	259
Burwood (A)	25-34	F		261
Burwood (A)	25-34	F	0	3178
Burwood (A)	25-34	F	1	507
Burwood (A)	25-34	M		257
Burwood (A)	25-34	M	0	3272
Burwood (A)	25-34	M	1	387
Burwood (A)	35-44	F		129
Burwood (A)	35-44	F	0	1660
Burwood (A)	35-44	F	1	434
Burwood (A)	35-44	M		136
Burwood (A)	35-44	M	0	1746
Burwood (A)	35-44	M	1	280
Burwood (A)	45-54	F		117
Burwood (A)	45-54	F	0	1723
Burwood (A)	45-54	F	1	424
Burwood (A)	45-54	M		140
Burwood (A)	45-54	M	0	1617
Burwood (A)	45-54	M	1	318
Burwood (A)	55-64	F		106
Burwood (A)	55-64	F	0	1502
Burwood (A)	55-64	F	1	303
Burwood (A)	55-64	M		95
Burwood (A)	55-64	M	0	1372
Burwood (A)	55-64	M	1	234
Burwood (A)	65-74	F		78
Burwood (A)	65-74	F	0	1063
Burwood (A)	65-74	F	1	189
Burwood (A)	65-74	M		70
Burwood (A)	65-74	M	0	948
Burwood (A)	65-74	M	1	132
Burwood (A)	75-84	F		76
Burwood (A)	75-84	F	0	846
Burwood (A)	75-84	F	1	89
Burwood (A)	75-84	M		52
Burwood (A)	75-84	M	0	652
Burwood (A)	75-84	M	1	70
Burwood (A)	85+	F		66
Burwood (A)	85+	F	0	499
Burwood (A)	85+	F	1	27
Burwood (A)	85+	M		38
Burwood (A)	85+	M	0	321
Burwood (A)	85+	M	1	19
Byron (A)	15-19	F		149
Byron (A)	15-19	F	0	484
Byron (A)	15-19	F	1	142
Byron (A)	15-19	M		145
Byron (A)	15-19	M	0	567
Byron (A)	15-19	M	1	124
Byron (A)	20-24	F		93
Byron (A)	20-24	F	0	399
Byron (A)	20-24	F	1	111
Byron (A)	20-24	M		92
Byron (A)	20-24	M	0	411
Byron (A)	20-24	M	1	84
Byron (A)	25-34	F		226
Byron (A)	25-34	F	0	1213
Byron (A)	25-34	F	1	353
Byron (A)	25-34	M		251
Byron (A)	25-34	M	0	1122
Byron (A)	25-34	M	1	228
Byron (A)	35-44	F		297
Byron (A)	35-44	F	0	1377
Byron (A)	35-44	F	1	711
Byron (A)	35-44	M		269
Byron (A)	35-44	M	0	1303
Byron (A)	35-44	M	1	431
Byron (A)	45-54	F		327
Byron (A)	45-54	F	0	1428
Byron (A)	45-54	F	1	860
Byron (A)	45-54	M		323
Byron (A)	45-54	M	0	1395
Byron (A)	45-54	M	1	550
Byron (A)	55-64	F		350
Byron (A)	55-64	F	0	1596
Byron (A)	55-64	F	1	847
Byron (A)	55-64	M		363
Byron (A)	55-64	M	0	1625
Byron (A)	55-64	M	1	713
Byron (A)	65-74	F		219
Byron (A)	65-74	F	0	822
Byron (A)	65-74	F	1	577
Byron (A)	65-74	M		256
Byron (A)	65-74	M	0	1048
Byron (A)	65-74	M	1	456
Byron (A)	75-84	F		116
Byron (A)	75-84	F	0	394
Byron (A)	75-84	F	1	193
Byron (A)	75-84	M		95
Byron (A)	75-84	M	0	350
Byron (A)	75-84	M	1	115
Byron (A)	85+	F		103
Byron (A)	85+	F	0	293
Byron (A)	85+	F	1	56
Byron (A)	85+	M		46
Byron (A)	85+	M	0	163
Byron (A)	85+	M	1	16
Cabonne (A)	15-19	F		62
Cabonne (A)	15-19	F	0	261
Cabonne (A)	15-19	F	1	120
Cabonne (A)	15-19	M		60
Cabonne (A)	15-19	M	0	301
Cabonne (A)	15-19	M	1	99
Cabonne (A)	20-24	F		26
Cabonne (A)	20-24	F	0	185
Cabonne (A)	20-24	F	1	35
Cabonne (A)	20-24	M		20
Cabonne (A)	20-24	M	0	210
Cabonne (A)	20-24	M	1	40
Cabonne (A)	25-34	F		39
Cabonne (A)	25-34	F	0	416
Cabonne (A)	25-34	F	1	160
Cabonne (A)	25-34	M		50
Cabonne (A)	25-34	M	0	411
Cabonne (A)	25-34	M	1	116
Cabonne (A)	35-44	F		59
Cabonne (A)	35-44	F	0	405
Cabonne (A)	35-44	F	1	342
Cabonne (A)	35-44	M		66
Cabonne (A)	35-44	M	0	454
Cabonne (A)	35-44	M	1	233
Cabonne (A)	45-54	F		74
Cabonne (A)	45-54	F	0	563
Cabonne (A)	45-54	F	1	324
Cabonne (A)	45-54	M		89
Cabonne (A)	45-54	M	0	585
Cabonne (A)	45-54	M	1	266
Cabonne (A)	55-64	F		56
Cabonne (A)	55-64	F	0	574
Cabonne (A)	55-64	F	1	231
Cabonne (A)	55-64	M		65
Cabonne (A)	55-64	M	0	598
Cabonne (A)	55-64	M	1	255
Cabonne (A)	65-74	F		66
Cabonne (A)	65-74	F	0	435
Cabonne (A)	65-74	F	1	267
Cabonne (A)	65-74	M		72
Cabonne (A)	65-74	M	0	494
Cabonne (A)	65-74	M	1	224
Cabonne (A)	75-84	F		45
Cabonne (A)	75-84	F	0	231
Cabonne (A)	75-84	F	1	122
Cabonne (A)	75-84	M		45
Cabonne (A)	75-84	M	0	256
Cabonne (A)	75-84	M	1	88
Cabonne (A)	85+	F		29
Cabonne (A)	85+	F	0	138
Cabonne (A)	85+	F	1	23
Cabonne (A)	85+	M		22
Cabonne (A)	85+	M	0	87
Cabonne (A)	85+	M	1	11
Camden (A)	15-19	F		150
Camden (A)	15-19	F	0	2011
Camden (A)	15-19	F	1	469
Camden (A)	15-19	M		174
Camden (A)	15-19	M	0	2127
Camden (A)	15-19	M	1	418
Camden (A)	20-24	F		143
Camden (A)	20-24	F	0	1956
Camden (A)	20-24	F	1	328
Camden (A)	20-24	M		128
Camden (A)	20-24	M	0	2074
Camden (A)	20-24	M	1	221
Camden (A)	25-34	F		322
Camden (A)	25-34	F	0	5089
Camden (A)	25-34	F	1	800
Camden (A)	25-34	M		314
Camden (A)	25-34	M	0	4833
Camden (A)	25-34	M	1	551
Camden (A)	35-44	F		268
Camden (A)	35-44	F	0	4580
Camden (A)	35-44	F	1	1271
Camden (A)	35-44	M		288
Camden (A)	35-44	M	0	4650
Camden (A)	35-44	M	1	904
Camden (A)	45-54	F		227
Camden (A)	45-54	F	0	3903
Camden (A)	45-54	F	1	886
Camden (A)	45-54	M		266
Camden (A)	45-54	M	0	3787
Camden (A)	45-54	M	1	772
Camden (A)	55-64	F		200
Camden (A)	55-64	F	0	3024
Camden (A)	55-64	F	1	628
Camden (A)	55-64	M		173
Camden (A)	55-64	M	0	2851
Camden (A)	55-64	M	1	500
Camden (A)	65-74	F		189
Camden (A)	65-74	F	0	1870
Camden (A)	65-74	F	1	508
Camden (A)	65-74	M		189
Camden (A)	65-74	M	0	1835
Camden (A)	65-74	M	1	390
Camden (A)	75-84	F		162
Camden (A)	75-84	F	0	915
Camden (A)	75-84	F	1	170
Camden (A)	75-84	M		117
Camden (A)	75-84	M	0	755
Camden (A)	75-84	M	1	165
Camden (A)	85+	F		163
Camden (A)	85+	F	0	446
Camden (A)	85+	F	1	44
Camden (A)	85+	M		73
Camden (A)	85+	M	0	232
Camden (A)	85+	M	1	29
Campbelltown (C) (NSW)	15-19	F		453
Campbelltown (C) (NSW)	15-19	F	0	3947
Campbelltown (C) (NSW)	15-19	F	1	777
Campbelltown (C) (NSW)	15-19	M		478
Campbelltown (C) (NSW)	15-19	M	0	4317
Campbelltown (C) (NSW)	15-19	M	1	679
Campbelltown (C) (NSW)	20-24	F		375
Campbelltown (C) (NSW)	20-24	F	0	4440
Campbelltown (C) (NSW)	20-24	F	1	893
Campbelltown (C) (NSW)	20-24	M		434
Campbelltown (C) (NSW)	20-24	M	0	4661
Campbelltown (C) (NSW)	20-24	M	1	647
Campbelltown (C) (NSW)	25-34	F		780
Campbelltown (C) (NSW)	25-34	F	0	9881
Campbelltown (C) (NSW)	25-34	F	1	1527
Campbelltown (C) (NSW)	25-34	M		760
Campbelltown (C) (NSW)	25-34	M	0	9270
Campbelltown (C) (NSW)	25-34	M	1	1091
Campbelltown (C) (NSW)	35-44	F		666
Campbelltown (C) (NSW)	35-44	F	0	8178
Campbelltown (C) (NSW)	35-44	F	1	1887
Campbelltown (C) (NSW)	35-44	M		692
Campbelltown (C) (NSW)	35-44	M	0	8378
Campbelltown (C) (NSW)	35-44	M	1	1292
Campbelltown (C) (NSW)	45-54	F		626
Campbelltown (C) (NSW)	45-54	F	0	8038
Campbelltown (C) (NSW)	45-54	F	1	1524
Campbelltown (C) (NSW)	45-54	M		591
Campbelltown (C) (NSW)	45-54	M	0	7489
Campbelltown (C) (NSW)	45-54	M	1	1298
Campbelltown (C) (NSW)	55-64	F		577
Campbelltown (C) (NSW)	55-64	F	0	7701
Campbelltown (C) (NSW)	55-64	F	1	1352
Campbelltown (C) (NSW)	55-64	M		558
Campbelltown (C) (NSW)	55-64	M	0	7240
Campbelltown (C) (NSW)	55-64	M	1	1128
Campbelltown (C) (NSW)	65-74	F		589
Campbelltown (C) (NSW)	65-74	F	0	4777
Campbelltown (C) (NSW)	65-74	F	1	851
Campbelltown (C) (NSW)	65-74	M		494
Campbelltown (C) (NSW)	65-74	M	0	4631
Campbelltown (C) (NSW)	65-74	M	1	740
Campbelltown (C) (NSW)	75-84	F		393
Campbelltown (C) (NSW)	75-84	F	0	1952
Campbelltown (C) (NSW)	75-84	F	1	262
Campbelltown (C) (NSW)	75-84	M		292
Campbelltown (C) (NSW)	75-84	M	0	1646
Campbelltown (C) (NSW)	75-84	M	1	226
Campbelltown (C) (NSW)	85+	F		314
Campbelltown (C) (NSW)	85+	F	0	745
Campbelltown (C) (NSW)	85+	F	1	38
Campbelltown (C) (NSW)	85+	M		127
Campbelltown (C) (NSW)	85+	M	0	420
Campbelltown (C) (NSW)	85+	M	1	23
Canada Bay (A)	15-19	F		118
Canada Bay (A)	15-19	F	0	1365
Canada Bay (A)	15-19	F	1	478
Canada Bay (A)	15-19	M		156
Canada Bay (A)	15-19	M	0	1485
Canada Bay (A)	15-19	M	1	398
Canada Bay (A)	20-24	F		225
Canada Bay (A)	20-24	F	0	2488
Canada Bay (A)	20-24	F	1	512
Canada Bay (A)	20-24	M		212
Canada Bay (A)	20-24	M	0	2475
Canada Bay (A)	20-24	M	1	378
Canada Bay (A)	25-34	F		602
Canada Bay (A)	25-34	F	0	6698
Canada Bay (A)	25-34	F	1	1156
Canada Bay (A)	25-34	M		629
Canada Bay (A)	25-34	M	0	6678
Canada Bay (A)	25-34	M	1	925
Canada Bay (A)	35-44	F		414
Canada Bay (A)	35-44	F	0	4897
Canada Bay (A)	35-44	F	1	1561
Canada Bay (A)	35-44	M		419
Canada Bay (A)	35-44	M	0	5019
Canada Bay (A)	35-44	M	1	1033
Canada Bay (A)	45-54	F		348
Canada Bay (A)	45-54	F	0	4254
Canada Bay (A)	45-54	F	1	1431
Canada Bay (A)	45-54	M		305
Canada Bay (A)	45-54	M	0	3873
Canada Bay (A)	45-54	M	1	1029
Canada Bay (A)	55-64	F		310
Canada Bay (A)	55-64	F	0	3771
Canada Bay (A)	55-64	F	1	874
Canada Bay (A)	55-64	M		249
Canada Bay (A)	55-64	M	0	3358
Canada Bay (A)	55-64	M	1	704
Canada Bay (A)	65-74	F		250
Canada Bay (A)	65-74	F	0	2719
Canada Bay (A)	65-74	F	1	680
Canada Bay (A)	65-74	M		232
Canada Bay (A)	65-74	M	0	2427
Canada Bay (A)	65-74	M	1	559
Canada Bay (A)	75-84	F		193
Canada Bay (A)	75-84	F	0	1759
Canada Bay (A)	75-84	F	1	293
Canada Bay (A)	75-84	M		135
Canada Bay (A)	75-84	M	0	1443
Canada Bay (A)	75-84	M	1	199
Canada Bay (A)	85+	F		132
Canada Bay (A)	85+	F	0	1084
Canada Bay (A)	85+	F	1	66
Canada Bay (A)	85+	M		71
Canada Bay (A)	85+	M	0	637
Canada Bay (A)	85+	M	1	35
Canterbury-Bankstown (A)	15-19	F		851
Canterbury-Bankstown (A)	15-19	F	0	7863
Canterbury-Bankstown (A)	15-19	F	1	1956
Canterbury-Bankstown (A)	15-19	M		894
Canterbury-Bankstown (A)	15-19	M	0	8845
Canterbury-Bankstown (A)	15-19	M	1	1452
Canterbury-Bankstown (A)	20-24	F		880
Canterbury-Bankstown (A)	20-24	F	0	9296
Canterbury-Bankstown (A)	20-24	F	1	1797
Canterbury-Bankstown (A)	20-24	M		932
Canterbury-Bankstown (A)	20-24	M	0	10169
Canterbury-Bankstown (A)	20-24	M	1	1417
Canterbury-Bankstown (A)	25-34	F		1844
Canterbury-Bankstown (A)	25-34	F	0	21624
Canterbury-Bankstown (A)	25-34	F	1	3009
Canterbury-Bankstown (A)	25-34	M		2209
Canterbury-Bankstown (A)	25-34	M	0	21932
Canterbury-Bankstown (A)	25-34	M	1	2442
Canterbury-Bankstown (A)	35-44	F		1553
Canterbury-Bankstown (A)	35-44	F	0	18463
Canterbury-Bankstown (A)	35-44	F	1	3556
Canterbury-Bankstown (A)	35-44	M		1742
Canterbury-Bankstown (A)	35-44	M	0	18904
Canterbury-Bankstown (A)	35-44	M	1	2636
Canterbury-Bankstown (A)	45-54	F		1492
Canterbury-Bankstown (A)	45-54	F	0	17743
Canterbury-Bankstown (A)	45-54	F	1	3121
Canterbury-Bankstown (A)	45-54	M		1597
Canterbury-Bankstown (A)	45-54	M	0	17387
Canterbury-Bankstown (A)	45-54	M	1	2466
Canterbury-Bankstown (A)	55-64	F		1207
Canterbury-Bankstown (A)	55-64	F	0	15441
Canterbury-Bankstown (A)	55-64	F	1	2123
Canterbury-Bankstown (A)	55-64	M		1220
Canterbury-Bankstown (A)	55-64	M	0	15097
Canterbury-Bankstown (A)	55-64	M	1	1859
Canterbury-Bankstown (A)	65-74	F		993
Canterbury-Bankstown (A)	65-74	F	0	10167
Canterbury-Bankstown (A)	65-74	F	1	1447
Canterbury-Bankstown (A)	65-74	M		991
Canterbury-Bankstown (A)	65-74	M	0	10179
Canterbury-Bankstown (A)	65-74	M	1	1134
Canterbury-Bankstown (A)	75-84	F		834
Canterbury-Bankstown (A)	75-84	F	0	7116
Canterbury-Bankstown (A)	75-84	F	1	670
Canterbury-Bankstown (A)	75-84	M		676
Canterbury-Bankstown (A)	75-84	M	0	6016
Canterbury-Bankstown (A)	75-84	M	1	545
Canterbury-Bankstown (A)	85+	F		490
Canterbury-Bankstown (A)	85+	F	0	3900
Canterbury-Bankstown (A)	85+	F	1	182
Canterbury-Bankstown (A)	85+	M		346
Canterbury-Bankstown (A)	85+	M	0	2451
Canterbury-Bankstown (A)	85+	M	1	117
Carrathool (A)	15-19	F		9
Carrathool (A)	15-19	F	0	45
Carrathool (A)	15-19	F	1	25
Carrathool (A)	15-19	M		14
Carrathool (A)	15-19	M	0	46
Carrathool (A)	15-19	M	1	12
Carrathool (A)	20-24	F		9
Carrathool (A)	20-24	F	0	55
Carrathool (A)	20-24	F	1	13
Carrathool (A)	20-24	M		12
Carrathool (A)	20-24	M	0	58
Carrathool (A)	20-24	M	1	11
Carrathool (A)	25-34	F		18
Carrathool (A)	25-34	F	0	106
Carrathool (A)	25-34	F	1	48
Carrathool (A)	25-34	M		19
Carrathool (A)	25-34	M	0	132
Carrathool (A)	25-34	M	1	37
Carrathool (A)	35-44	F		22
Carrathool (A)	35-44	F	0	71
Carrathool (A)	35-44	F	1	68
Carrathool (A)	35-44	M		18
Carrathool (A)	35-44	M	0	100
Carrathool (A)	35-44	M	1	48
Carrathool (A)	45-54	F		12
Carrathool (A)	45-54	F	0	109
Carrathool (A)	45-54	F	1	69
Carrathool (A)	45-54	M		18
Carrathool (A)	45-54	M	0	130
Carrathool (A)	45-54	M	1	57
Carrathool (A)	55-64	F		16
Carrathool (A)	55-64	F	0	103
Carrathool (A)	55-64	F	1	53
Carrathool (A)	55-64	M		16
Carrathool (A)	55-64	M	0	137
Carrathool (A)	55-64	M	1	53
Carrathool (A)	65-74	F		5
Carrathool (A)	65-74	F	0	55
Carrathool (A)	65-74	F	1	30
Carrathool (A)	65-74	M		8
Carrathool (A)	65-74	M	0	77
Carrathool (A)	65-74	M	1	26
Carrathool (A)	75-84	F		10
Carrathool (A)	75-84	F	0	37
Carrathool (A)	75-84	F	1	16
Carrathool (A)	75-84	M		15
Carrathool (A)	75-84	M	0	46
Carrathool (A)	75-84	M	1	18
Carrathool (A)	85+	F		7
Carrathool (A)	85+	F	0	32
Carrathool (A)	85+	F	1	3
Carrathool (A)	85+	M	0	20
Central Coast (C) (NSW)	15-19	F		753
Central Coast (C) (NSW)	15-19	F	0	7258
Central Coast (C) (NSW)	15-19	F	1	1802
Central Coast (C) (NSW)	15-19	M		817
Central Coast (C) (NSW)	15-19	M	0	7666
Central Coast (C) (NSW)	15-19	M	1	1642
Central Coast (C) (NSW)	20-24	F		557
Central Coast (C) (NSW)	20-24	F	0	6913
Central Coast (C) (NSW)	20-24	F	1	1436
Central Coast (C) (NSW)	20-24	M		596
Central Coast (C) (NSW)	20-24	M	0	7548
Central Coast (C) (NSW)	20-24	M	1	1119
Central Coast (C) (NSW)	25-34	F		965
Central Coast (C) (NSW)	25-34	F	0	14309
Central Coast (C) (NSW)	25-34	F	1	2763
Central Coast (C) (NSW)	25-34	M		1105
Central Coast (C) (NSW)	25-34	M	0	14115
Central Coast (C) (NSW)	25-34	M	1	2018
Central Coast (C) (NSW)	35-44	F		1098
Central Coast (C) (NSW)	35-44	F	0	14256
Central Coast (C) (NSW)	35-44	F	1	4991
Central Coast (C) (NSW)	35-44	M		1158
Central Coast (C) (NSW)	35-44	M	0	14582
Central Coast (C) (NSW)	35-44	M	1	3298
Central Coast (C) (NSW)	45-54	F		1259
Central Coast (C) (NSW)	45-54	F	0	16430
Central Coast (C) (NSW)	45-54	F	1	4884
Central Coast (C) (NSW)	45-54	M		1315
Central Coast (C) (NSW)	45-54	M	0	15930
Central Coast (C) (NSW)	45-54	M	1	3804
Central Coast (C) (NSW)	55-64	F		1330
Central Coast (C) (NSW)	55-64	F	0	16823
Central Coast (C) (NSW)	55-64	F	1	4156
Central Coast (C) (NSW)	55-64	M		1342
Central Coast (C) (NSW)	55-64	M	0	15476
Central Coast (C) (NSW)	55-64	M	1	3232
Central Coast (C) (NSW)	65-74	F		1672
Central Coast (C) (NSW)	65-74	F	0	13618
Central Coast (C) (NSW)	65-74	F	1	4054
Central Coast (C) (NSW)	65-74	M		1418
Central Coast (C) (NSW)	65-74	M	0	12759
Central Coast (C) (NSW)	65-74	M	1	3073
Central Coast (C) (NSW)	75-84	F		1756
Central Coast (C) (NSW)	75-84	F	0	8464
Central Coast (C) (NSW)	75-84	F	1	1756
Central Coast (C) (NSW)	75-84	M		1232
Central Coast (C) (NSW)	75-84	M	0	7037
Central Coast (C) (NSW)	75-84	M	1	1443
Central Coast (C) (NSW)	85+	F		1479
Central Coast (C) (NSW)	85+	F	0	4579
Central Coast (C) (NSW)	85+	F	1	355
Central Coast (C) (NSW)	85+	M		741
Central Coast (C) (NSW)	85+	M	0	2843
Central Coast (C) (NSW)	85+	M	1	283
Central Darling (A)	15-19	F		18
Central Darling (A)	15-19	F	0	43
Central Darling (A)	15-19	F	1	4
Central Darling (A)	15-19	M		10
Central Darling (A)	15-19	M	0	39
Central Darling (A)	15-19	M	1	9
Central Darling (A)	20-24	F		12
Central Darling (A)	20-24	F	0	36
Central Darling (A)	20-24	F	1	13
Central Darling (A)	20-24	M		7
Central Darling (A)	20-24	M	0	41
Central Darling (A)	20-24	M	1	5
Central Darling (A)	25-34	F		30
Central Darling (A)	25-34	F	0	78
Central Darling (A)	25-34	F	1	21
Central Darling (A)	25-34	M		42
Central Darling (A)	25-34	M	0	67
Central Darling (A)	25-34	M	1	15
Central Darling (A)	35-44	F		20
Central Darling (A)	35-44	F	0	50
Central Darling (A)	35-44	F	1	26
Central Darling (A)	35-44	M		28
Central Darling (A)	35-44	M	0	62
Central Darling (A)	35-44	M	1	27
Central Darling (A)	45-54	F		21
Central Darling (A)	45-54	F	0	72
Central Darling (A)	45-54	F	1	25
Central Darling (A)	45-54	M		33
Central Darling (A)	45-54	M	0	83
Central Darling (A)	45-54	M	1	20
Central Darling (A)	55-64	F		20
Central Darling (A)	55-64	F	0	74
Central Darling (A)	55-64	F	1	20
Central Darling (A)	55-64	M		24
Central Darling (A)	55-64	M	0	94
Central Darling (A)	55-64	M	1	33
Central Darling (A)	65-74	F		15
Central Darling (A)	65-74	F	0	34
Central Darling (A)	65-74	F	1	18
Central Darling (A)	65-74	M		22
Central Darling (A)	65-74	M	0	76
Central Darling (A)	65-74	M	1	23
Central Darling (A)	75-84	F		11
Central Darling (A)	75-84	F	0	16
Central Darling (A)	75-84	F	1	3
Central Darling (A)	75-84	M		9
Central Darling (A)	75-84	M	0	25
Central Darling (A)	75-84	M	1	5
Central Darling (A)	85+	F	0	11
Central Darling (A)	85+	F	1	5
Central Darling (A)	85+	M	0	3
Cessnock (C)	15-19	F		172
Cessnock (C)	15-19	F	0	1327
Cessnock (C)	15-19	F	1	204
Cessnock (C)	15-19	M		190
Cessnock (C)	15-19	M	0	1387
Cessnock (C)	15-19	M	1	181
Cessnock (C)	20-24	F		115
Cessnock (C)	20-24	F	0	1391
Cessnock (C)	20-24	F	1	176
Cessnock (C)	20-24	M		262
Cessnock (C)	20-24	M	0	1366
Cessnock (C)	20-24	M	1	136
Cessnock (C)	25-34	F		293
Cessnock (C)	25-34	F	0	2827
Cessnock (C)	25-34	F	1	511
Cessnock (C)	25-34	M		568
Cessnock (C)	25-34	M	0	2638
Cessnock (C)	25-34	M	1	323
Cessnock (C)	35-44	F		222
Cessnock (C)	35-44	F	0	2426
Cessnock (C)	35-44	F	1	712
Cessnock (C)	35-44	M		467
Cessnock (C)	35-44	M	0	2557
Cessnock (C)	35-44	M	1	479
