LGA_NAME16	Age	persons
Greater Bendigo (C)	5-14	14123
Greater Bendigo (C)	15-19	7066
Greater Bendigo (C)	20-24	7580
Greater Bendigo (C)	25-34	13739
Greater Bendigo (C)	35-44	13101
Greater Bendigo (C)	45-54	14091
Greater Bendigo (C)	55-64	14036
Greater Bendigo (C)	65-74	10859
Greater Bendigo (C)	75-84	6065
Greater Bendigo (C)	85+	2743
Greater Dandenong (C)	0-4	10490
Greater Dandenong (C)	5-14	16961
Greater Dandenong (C)	15-19	9021
Greater Dandenong (C)	20-24	12088
Greater Dandenong (C)	25-34	27166
Greater Dandenong (C)	35-44	20720
Greater Dandenong (C)	45-54	17859
Greater Dandenong (C)	55-64	15838
Greater Dandenong (C)	65-74	11906
Greater Dandenong (C)	75-84	6995
Greater Dandenong (C)	85+	3008
Greater Geelong (C)	0-4	14347
Greater Geelong (C)	5-14	27911
Greater Geelong (C)	15-19	14447
Greater Geelong (C)	20-24	15606
Greater Geelong (C)	25-34	29642
Greater Geelong (C)	35-44	29252
Greater Geelong (C)	45-54	29972
Greater Geelong (C)	55-64	28885
Greater Geelong (C)	65-74	23587
Greater Geelong (C)	75-84	13316
Greater Geelong (C)	85+	6460
Greater Shepparton (C)	0-4	4218
Greater Shepparton (C)	5-14	8489
Greater Shepparton (C)	15-19	4328
Greater Shepparton (C)	20-24	3571
Greater Shepparton (C)	25-34	7850
Greater Shepparton (C)	35-44	7777
Greater Shepparton (C)	45-54	8548
Greater Shepparton (C)	55-64	7911
Greater Shepparton (C)	65-74	6169
Greater Shepparton (C)	75-84	3497
Greater Shepparton (C)	85+	1484
Hepburn (S)	0-4	695
Hepburn (S)	5-14	1703
Hepburn (S)	15-19	677
Hepburn (S)	20-24	549
Hepburn (S)	25-34	1136
Hepburn (S)	35-44	1723
Hepburn (S)	45-54	2297
Hepburn (S)	55-64	2802
Hepburn (S)	65-74	2265
Hepburn (S)	75-84	1027
Hepburn (S)	85+	469
Hindmarsh (S)	0-4	260
Hindmarsh (S)	5-14	610
Hindmarsh (S)	15-19	319
Hindmarsh (S)	20-24	247
Hindmarsh (S)	25-34	487
Hindmarsh (S)	35-44	525
Hindmarsh (S)	45-54	791
Hindmarsh (S)	55-64	949
Hindmarsh (S)	65-74	766
Hindmarsh (S)	75-84	482
Hindmarsh (S)	85+	290
Hobsons Bay (C)	0-4	6062
Hobsons Bay (C)	5-14	10291
Hobsons Bay (C)	15-19	4656
Hobsons Bay (C)	20-24	5173
Hobsons Bay (C)	25-34	13093
Hobsons Bay (C)	35-44	13433
Hobsons Bay (C)	45-54	12638
Hobsons Bay (C)	55-64	10308
Hobsons Bay (C)	65-74	6854
Hobsons Bay (C)	75-84	4320
Hobsons Bay (C)	85+	1952
Horsham (RC)	0-4	1218
Horsham (RC)	5-14	2510
Horsham (RC)	15-19	1182
Horsham (RC)	20-24	1105
Horsham (RC)	25-34	2291
Horsham (RC)	35-44	2194
Horsham (RC)	45-54	2512
Horsham (RC)	55-64	2676
Horsham (RC)	65-74	2028
Horsham (RC)	75-84	1316
Horsham (RC)	85+	613
Hume (C)	0-4	15542
Hume (C)	5-14	28371
Hume (C)	15-19	14047
Hume (C)	20-24	14538
Hume (C)	25-34	31082
Hume (C)	35-44	27319
Hume (C)	45-54	26340
Hume (C)	55-64	19741
Hume (C)	65-74	12573
Hume (C)	75-84	5924
Hume (C)	85+	1889
Indigo (S)	0-4	780
Indigo (S)	5-14	2072
Indigo (S)	15-19	939
Indigo (S)	20-24	589
Indigo (S)	25-34	1250
Indigo (S)	35-44	1928
Indigo (S)	45-54	2462
Indigo (S)	55-64	2633
Indigo (S)	65-74	2039
Indigo (S)	75-84	902
Indigo (S)	85+	353
Kingston (C) (Vic.)	0-4	9110
Kingston (C) (Vic.)	5-14	17684
Kingston (C) (Vic.)	15-19	8174
Kingston (C) (Vic.)	20-24	8811
Kingston (C) (Vic.)	25-34	19800
Kingston (C) (Vic.)	35-44	22479
Kingston (C) (Vic.)	45-54	21604
Kingston (C) (Vic.)	55-64	17615
Kingston (C) (Vic.)	65-74	13553
Kingston (C) (Vic.)	75-84	8428
Kingston (C) (Vic.)	85+	4139
Knox (C)	0-4	9014
Knox (C)	5-14	18049
Knox (C)	15-19	9911
Knox (C)	20-24	10200
Knox (C)	25-34	20332
Knox (C)	35-44	20753
Knox (C)	45-54	22075
Knox (C)	55-64	19896
Knox (C)	65-74	13662
Knox (C)	75-84	7112
Knox (C)	85+	3105
Latrobe (C) (Vic.)	0-4	4362
Latrobe (C) (Vic.)	5-14	8897
Latrobe (C) (Vic.)	15-19	4409
Latrobe (C) (Vic.)	20-24	4789
Latrobe (C) (Vic.)	25-34	9057
Latrobe (C) (Vic.)	35-44	8337
Latrobe (C) (Vic.)	45-54	9718
Latrobe (C) (Vic.)	55-64	10102
Latrobe (C) (Vic.)	65-74	7609
Latrobe (C) (Vic.)	75-84	4227
Latrobe (C) (Vic.)	85+	1761
Loddon (S)	0-4	335
Loddon (S)	5-14	857
Loddon (S)	15-19	413
Loddon (S)	20-24	230
Loddon (S)	25-34	518
Loddon (S)	35-44	717
Loddon (S)	45-54	1078
Loddon (S)	55-64	1356
Loddon (S)	65-74	1139
Loddon (S)	75-84	621
Loddon (S)	85+	256
Macedon Ranges (S)	0-4	2902
Macedon Ranges (S)	5-14	6538
Macedon Ranges (S)	15-19	2919
Macedon Ranges (S)	20-24	2114
Macedon Ranges (S)	25-34	3942
Macedon Ranges (S)	35-44	6277
Macedon Ranges (S)	45-54	7184
Macedon Ranges (S)	55-64	6356
Macedon Ranges (S)	65-74	5046
Macedon Ranges (S)	75-84	2012
Macedon Ranges (S)	85+	811
Manningham (C)	0-4	5538
Manningham (C)	5-14	13190
Manningham (C)	15-19	7542
Manningham (C)	20-24	7222
Manningham (C)	25-34	12885
Manningham (C)	35-44	14044
Manningham (C)	45-54	16681
Manningham (C)	55-64	14448
Manningham (C)	65-74	12292
Manningham (C)	75-84	8740
Manningham (C)	85+	3668
Mansfield (S)	0-4	433
Mansfield (S)	5-14	1106
Mansfield (S)	15-19	499
Mansfield (S)	20-24	299
Mansfield (S)	25-34	662
Mansfield (S)	35-44	937
Mansfield (S)	45-54	1156
Mansfield (S)	55-64	1428
Mansfield (S)	65-74	1311
Mansfield (S)	75-84	551
Mansfield (S)	85+	207
Maribyrnong (C)	0-4	5675
Maribyrnong (C)	5-14	7518
Maribyrnong (C)	15-19	3635
Maribyrnong (C)	20-24	7258
Maribyrnong (C)	25-34	19006
Maribyrnong (C)	35-44	14058
Maribyrnong (C)	45-54	9900
Maribyrnong (C)	55-64	7247
Maribyrnong (C)	65-74	4024
Maribyrnong (C)	75-84	2589
Maribyrnong (C)	85+	1379
Maroondah (C)	0-4	7334
Maroondah (C)	5-14	13269
Maroondah (C)	15-19	6671
Maroondah (C)	20-24	6629
Maroondah (C)	25-34	15284
Maroondah (C)	35-44	15617
Maroondah (C)	45-54	15158
Maroondah (C)	55-64	12710
Maroondah (C)	65-74	9647
Maroondah (C)	75-84	5414
Maroondah (C)	85+	2647
Melbourne (C)	0-4	4386
Melbourne (C)	5-14	4342
Melbourne (C)	15-19	10591
Melbourne (C)	20-24	29756
Melbourne (C)	25-34	44425
Melbourne (C)	35-44	16035
Melbourne (C)	45-54	9784
Melbourne (C)	55-64	7798
Melbourne (C)	65-74	5288
Melbourne (C)	75-84	2299
Melbourne (C)	85+	1255
Melton (C)	0-4	11473
Melton (C)	5-14	21867
Melton (C)	15-19	8883
Melton (C)	20-24	8616
Melton (C)	25-34	20955
Melton (C)	35-44	22853
Melton (C)	45-54	16888
Melton (C)	55-64	12486
Melton (C)	65-74	7681
Melton (C)	75-84	2847
Melton (C)	85+	887
Mildura (RC)	0-4	3363
Mildura (RC)	5-14	6867
Mildura (RC)	15-19	3518
Mildura (RC)	20-24	3153
Mildura (RC)	25-34	6535
Mildura (RC)	35-44	6168
Mildura (RC)	45-54	7079
Mildura (RC)	55-64	7111
Mildura (RC)	65-74	5493
Mildura (RC)	75-84	3169
Mildura (RC)	85+	1419
Mitchell (S)	0-4	2858
Mitchell (S)	5-14	5614
Mitchell (S)	15-19	2880
Mitchell (S)	20-24	2487
Mitchell (S)	25-34	5230
Mitchell (S)	35-44	5178
Mitchell (S)	45-54	5789
Mitchell (S)	55-64	5056
Mitchell (S)	65-74	3608
Mitchell (S)	75-84	1633
Mitchell (S)	85+	581
Moira (S)	0-4	1585
Moira (S)	5-14	3548
Moira (S)	15-19	1711
Moira (S)	20-24	1378
Moira (S)	25-34	2699
Moira (S)	35-44	2919
Moira (S)	45-54	3764
Moira (S)	55-64	4227
Moira (S)	65-74	3960
Moira (S)	75-84	2377
Moira (S)	85+	935
Monash (C)	0-4	9283
Monash (C)	5-14	19610
Monash (C)	15-19	12399
Monash (C)	20-24	17853
Monash (C)	25-34	27136
Monash (C)	35-44	23495
Monash (C)	45-54	23081
Monash (C)	55-64	18367
Monash (C)	65-74	15185
Monash (C)	75-84	11113
Monash (C)	85+	5088
Moonee Valley (C)	0-4	6617
Moonee Valley (C)	5-14	12944
Moonee Valley (C)	15-19	6344
Moonee Valley (C)	20-24	7987
Moonee Valley (C)	25-34	18685
Moonee Valley (C)	35-44	16665
Moonee Valley (C)	45-54	15917
Moonee Valley (C)	55-64	12788
Moonee Valley (C)	65-74	9385
Moonee Valley (C)	75-84	6384
Moonee Valley (C)	85+	2967
Moorabool (S)	0-4	2023
Moorabool (S)	5-14	4417
Moorabool (S)	15-19	2082
Moorabool (S)	20-24	1711
Moorabool (S)	25-34	3488
Moorabool (S)	35-44	4238
Moorabool (S)	45-54	4754
Moorabool (S)	55-64	4118
Moorabool (S)	65-74	3226
Moorabool (S)	75-84	1263
Moorabool (S)	85+	491
Moreland (C)	0-4	10264
Moreland (C)	5-14	15833
Moreland (C)	15-19	7115
Moreland (C)	20-24	12878
Moreland (C)	25-34	35425
Moreland (C)	35-44	25663
Moreland (C)	45-54	19207
Moreland (C)	55-64	13853
Moreland (C)	65-74	9556
Moreland (C)	75-84	8461
Moreland (C)	85+	4311
Mornington Peninsula (S)	0-4	8007
Mornington Peninsula (S)	5-14	18830
Mornington Peninsula (S)	15-19	8945
Mornington Peninsula (S)	20-24	7409
Mornington Peninsula (S)	25-34	13493
Mornington Peninsula (S)	35-44	17916
Mornington Peninsula (S)	45-54	21250
Mornington Peninsula (S)	55-64	21007
Mornington Peninsula (S)	65-74	20899
Mornington Peninsula (S)	75-84	12178
Mornington Peninsula (S)	85+	5059
Mount Alexander (S)	0-4	837
Mount Alexander (S)	5-14	1979
Mount Alexander (S)	15-19	933
Mount Alexander (S)	20-24	723
Mount Alexander (S)	25-34	1544
Mount Alexander (S)	35-44	2161
Mount Alexander (S)	45-54	2815
Mount Alexander (S)	55-64	3239
Mount Alexander (S)	65-74	2638
Mount Alexander (S)	75-84	1325
Mount Alexander (S)	85+	563
Moyne (S)	0-4	967
Moyne (S)	5-14	2392
Moyne (S)	15-19	978
Moyne (S)	20-24	717
Moyne (S)	25-34	1537
Moyne (S)	35-44	1974
Moyne (S)	45-54	2372
Moyne (S)	55-64	2483
Moyne (S)	65-74	1833
Moyne (S)	75-84	863
Moyne (S)	85+	373
Murrindindi (S)	0-4	621
Murrindindi (S)	5-14	1563
Murrindindi (S)	15-19	697
Murrindindi (S)	20-24	513
Murrindindi (S)	25-34	1118
Murrindindi (S)	35-44	1603
Murrindindi (S)	45-54	1982
Murrindindi (S)	55-64	2376
Murrindindi (S)	65-74	2090
Murrindindi (S)	75-84	854
Murrindindi (S)	85+	314
Nillumbik (S)	0-4	3266
Nillumbik (S)	5-14	8792
Nillumbik (S)	15-19	4612
Nillumbik (S)	20-24	3951
Nillumbik (S)	25-34	5639
Nillumbik (S)	35-44	8026
Nillumbik (S)	45-54	10069
Nillumbik (S)	55-64	8881
Nillumbik (S)	65-74	5391
Nillumbik (S)	75-84	1946
Nillumbik (S)	85+	705
Northern Grampians (S)	0-4	522
Northern Grampians (S)	5-14	1193
Northern Grampians (S)	15-19	663
Northern Grampians (S)	20-24	511
Northern Grampians (S)	25-34	1073
Northern Grampians (S)	35-44	1171
Northern Grampians (S)	45-54	1635
Northern Grampians (S)	55-64	1834
Northern Grampians (S)	65-74	1595
Northern Grampians (S)	75-84	848
Northern Grampians (S)	85+	400
Port Phillip (C)	0-4	4893
Port Phillip (C)	5-14	6894
Port Phillip (C)	15-19	2896
Port Phillip (C)	20-24	6555
Port Phillip (C)	25-34	26249
Port Phillip (C)	35-44	18115
Port Phillip (C)	45-54	13486
Port Phillip (C)	55-64	10205
Port Phillip (C)	65-74	6946
Port Phillip (C)	75-84	3197
Port Phillip (C)	85+	1433
Pyrenees (S)	0-4	342
Pyrenees (S)	5-14	797
Pyrenees (S)	15-19	327
Pyrenees (S)	20-24	258
Pyrenees (S)	25-34	567
Pyrenees (S)	35-44	786
Pyrenees (S)	45-54	1045
Pyrenees (S)	55-64	1331
Pyrenees (S)	65-74	1159
Pyrenees (S)	75-84	451
Pyrenees (S)	85+	178
Queenscliffe (B)	0-4	78
Queenscliffe (B)	5-14	256
Queenscliffe (B)	15-19	138
Queenscliffe (B)	20-24	72
Queenscliffe (B)	25-34	126
Queenscliffe (B)	35-44	208
Queenscliffe (B)	45-54	330
Queenscliffe (B)	55-64	497
Queenscliffe (B)	65-74	620
Queenscliffe (B)	75-84	387
Queenscliffe (B)	85+	149
South Gippsland (S)	0-4	1589
South Gippsland (S)	5-14	3528
South Gippsland (S)	15-19	1614
South Gippsland (S)	20-24	1147
South Gippsland (S)	25-34	2527
South Gippsland (S)	35-44	2999
South Gippsland (S)	45-54	3956
South Gippsland (S)	55-64	4537
South Gippsland (S)	65-74	4037
South Gippsland (S)	75-84	1954
South Gippsland (S)	85+	808
Southern Grampians (S)	0-4	848
Southern Grampians (S)	5-14	1897
Southern Grampians (S)	15-19	998
Southern Grampians (S)	20-24	740
Southern Grampians (S)	25-34	1469
Southern Grampians (S)	35-44	1649
Southern Grampians (S)	45-54	2182
Southern Grampians (S)	55-64	2419
Southern Grampians (S)	65-74	2018
Southern Grampians (S)	75-84	1131
Southern Grampians (S)	85+	582
Stonnington (C)	0-4	4356
Stonnington (C)	5-14	8507
Stonnington (C)	15-19	4680
Stonnington (C)	20-24	9561
Stonnington (C)	25-34	24674
Stonnington (C)	35-44	14153
Stonnington (C)	45-54	12125
Stonnington (C)	55-64	9993
Stonnington (C)	65-74	8179
Stonnington (C)	75-84	5130
Stonnington (C)	85+	2472
Strathbogie (S)	0-4	452
Strathbogie (S)	5-14	1060
Strathbogie (S)	15-19	486
Strathbogie (S)	20-24	354
Strathbogie (S)	25-34	825
Strathbogie (S)	35-44	979
Strathbogie (S)	45-54	1356
Strathbogie (S)	55-64	1847
Strathbogie (S)	65-74	1653
Strathbogie (S)	75-84	886
Strathbogie (S)	85+	376
Surf Coast (S)	0-4	1860
Surf Coast (S)	5-14	4192
Surf Coast (S)	15-19	1647
Surf Coast (S)	20-24	1201
Surf Coast (S)	25-34	2925
Surf Coast (S)	35-44	4113
Surf Coast (S)	45-54	4220
Surf Coast (S)	55-64	4088
Surf Coast (S)	65-74	3191
Surf Coast (S)	75-84	1392
Surf Coast (S)	85+	566
Swan Hill (RC)	0-4	1326
Swan Hill (RC)	5-14	2611
Swan Hill (RC)	15-19	1275
Swan Hill (RC)	20-24	1190
Swan Hill (RC)	25-34	2520
Swan Hill (RC)	35-44	2303
Swan Hill (RC)	45-54	2704
Swan Hill (RC)	55-64	2769
Swan Hill (RC)	65-74	2044
Swan Hill (RC)	75-84	1281
Swan Hill (RC)	85+	563
Towong (S)	0-4	279
Towong (S)	5-14	680
Towong (S)	15-19	328
Towong (S)	20-24	213
Towong (S)	25-34	451
Towong (S)	35-44	572
Towong (S)	45-54	879
Towong (S)	55-64	1040
Towong (S)	65-74	906
Towong (S)	75-84	433
Towong (S)	85+	197
Wangaratta (RC)	0-4	1536
Wangaratta (RC)	5-14	3572
Wangaratta (RC)	15-19	1641
Wangaratta (RC)	20-24	1300
Wangaratta (RC)	25-34	2649
Wangaratta (RC)	35-44	3291
Wangaratta (RC)	45-54	3858
Wangaratta (RC)	55-64	4094
Wangaratta (RC)	65-74	3412
Wangaratta (RC)	75-84	1960
Wangaratta (RC)	85+	1008
Warrnambool (C)	0-4	1950
Warrnambool (C)	5-14	4157
Warrnambool (C)	15-19	2249
Warrnambool (C)	20-24	2220
Warrnambool (C)	25-34	4061
Warrnambool (C)	35-44	3920
Warrnambool (C)	45-54	4484
Warrnambool (C)	55-64	4254
Warrnambool (C)	65-74	3394
Warrnambool (C)	75-84	1992
Warrnambool (C)	85+	969
Wellington (S)	0-4	2443
Wellington (S)	5-14	5187
Wellington (S)	15-19	2517
Wellington (S)	20-24	2137
Wellington (S)	25-34	4858
Wellington (S)	35-44	4937
Wellington (S)	45-54	5734
Wellington (S)	55-64	6490
Wellington (S)	65-74	5096
Wellington (S)	75-84	2546
Wellington (S)	85+	1033
West Wimmera (S)	0-4	209
West Wimmera (S)	5-14	465
West Wimmera (S)	15-19	211
West Wimmera (S)	20-24	149
West Wimmera (S)	25-34	357
West Wimmera (S)	35-44	356
West Wimmera (S)	45-54	594
West Wimmera (S)	55-64	602
West Wimmera (S)	65-74	519
West Wimmera (S)	75-84	313
West Wimmera (S)	85+	132
Whitehorse (C)	0-4	8822
Whitehorse (C)	5-14	18422
Whitehorse (C)	15-19	10350
Whitehorse (C)	20-24	13115
Whitehorse (C)	25-34	22853
Whitehorse (C)	35-44	21633
Whitehorse (C)	45-54	21261
Whitehorse (C)	55-64	17334
Whitehorse (C)	65-74	13608
Whitehorse (C)	75-84	9724
Whitehorse (C)	85+	4959
Whittlesea (C)	0-4	16149
Whittlesea (C)	5-14	26028
Whittlesea (C)	15-19	11604
Whittlesea (C)	20-24	13528
Whittlesea (C)	25-34	33696
Whittlesea (C)	35-44	29423
Whittlesea (C)	45-54	24418
Whittlesea (C)	55-64	19446
Whittlesea (C)	65-74	13540
Whittlesea (C)	75-84	7300
Whittlesea (C)	85+	2354
Wodonga (C)	0-4	2828
Wodonga (C)	5-14	5281
Wodonga (C)	15-19	2683
Wodonga (C)	20-24	2697
Wodonga (C)	25-34	5417
Wodonga (C)	35-44	4854
Wodonga (C)	45-54	5048
Wodonga (C)	55-64	4689
Wodonga (C)	65-74	3387
Wodonga (C)	75-84	1722
Wodonga (C)	85+	745
Wyndham (C)	0-4	21381
Wyndham (C)	5-14	32428
Wyndham (C)	15-19	12735
Wyndham (C)	20-24	13376
Wyndham (C)	25-34	40889
Wyndham (C)	35-44	36623
Wyndham (C)	45-54	25419
Wyndham (C)	55-64	17924
Wyndham (C)	65-74	10507
Wyndham (C)	75-84	4383
Wyndham (C)	85+	1451
Yarra (C)	0-4	4006
Yarra (C)	5-14	5669
Yarra (C)	15-19	2717
Yarra (C)	20-24	7045
Yarra (C)	25-34	26525
Yarra (C)	35-44	14030
Yarra (C)	45-54	9837
Yarra (C)	55-64	7727
Yarra (C)	65-74	5298
Yarra (C)	75-84	2718
Yarra (C)	85+	1075
Yarra Ranges (S)	0-4	9143
Yarra Ranges (S)	5-14	19315
Yarra Ranges (S)	15-19	9760
Yarra Ranges (S)	20-24	8912
Yarra Ranges (S)	25-34	17884
Yarra Ranges (S)	35-44	19756
Yarra Ranges (S)	45-54	21729
Yarra Ranges (S)	55-64	19702
Yarra Ranges (S)	65-74	14447
Yarra Ranges (S)	75-84	6352
Yarra Ranges (S)	85+	2533
Yarriambiack (S)	0-4	287
Yarriambiack (S)	5-14	767
Yarriambiack (S)	15-19	366
Yarriambiack (S)	20-24	283
Yarriambiack (S)	25-34	569
Yarriambiack (S)	35-44	557
Yarriambiack (S)	45-54	935
Yarriambiack (S)	55-64	1085
Yarriambiack (S)	65-74	929
Yarriambiack (S)	75-84	566
Yarriambiack (S)	85+	332
Unincorporated Vic	0-4	40
Unincorporated Vic	5-14	98
Unincorporated Vic	15-19	37
Unincorporated Vic	20-24	103
Unincorporated Vic	25-34	210
Unincorporated Vic	35-44	135
Unincorporated Vic	45-54	88
Unincorporated Vic	55-64	84
Unincorporated Vic	65-74	61
Unincorporated Vic	75-84	19
No usual address (Vic.)	0-4	379
No usual address (Vic.)	5-14	367
No usual address (Vic.)	15-19	357
No usual address (Vic.)	20-24	898
No usual address (Vic.)	25-34	1848
No usual address (Vic.)	35-44	1295
No usual address (Vic.)	45-54	975
No usual address (Vic.)	55-64	816
No usual address (Vic.)	65-74	482
No usual address (Vic.)	75-84	121
No usual address (Vic.)	85+	38
Migratory - Offshore - Shipping (Vic.)	25-34	4
Migratory - Offshore - Shipping (Vic.)	35-44	3
Migratory - Offshore - Shipping (Vic.)	45-54	11
Migratory - Offshore - Shipping (Vic.)	55-64	5
Aurukun (S)	0-4	113
Aurukun (S)	5-14	260
Aurukun (S)	15-19	84
Aurukun (S)	20-24	114
Aurukun (S)	25-34	201
Aurukun (S)	35-44	174
Aurukun (S)	45-54	169
Aurukun (S)	55-64	101
Aurukun (S)	65-74	44
Aurukun (S)	75-84	9
Balonne (S)	0-4	301
Balonne (S)	5-14	643
Balonne (S)	15-19	266
Balonne (S)	20-24	205
Balonne (S)	25-34	517
Balonne (S)	35-44	545
Balonne (S)	45-54	639
Balonne (S)	55-64	582
Balonne (S)	65-74	415
Balonne (S)	75-84	202
Balonne (S)	85+	64
Banana (S)	0-4	1048
Banana (S)	5-14	2119
Banana (S)	15-19	776
Banana (S)	20-24	779
Banana (S)	25-34	1926
Banana (S)	35-44	1935
Banana (S)	45-54	1976
Banana (S)	55-64	1749
Banana (S)	65-74	1133
Banana (S)	75-84	661
Banana (S)	85+	211
Barcaldine (R)	0-4	196
Barcaldine (R)	5-14	388
Barcaldine (R)	15-19	122
Barcaldine (R)	20-24	158
Barcaldine (R)	25-34	337
Barcaldine (R)	35-44	327
Barcaldine (R)	45-54	431
Barcaldine (R)	55-64	382
Barcaldine (R)	65-74	304
Barcaldine (R)	75-84	172
Barcaldine (R)	85+	51
Barcoo (S)	0-4	14
Barcoo (S)	5-14	28
Barcoo (S)	15-19	16
Barcoo (S)	20-24	19
Barcoo (S)	25-34	26
Barcoo (S)	35-44	23
Barcoo (S)	45-54	56
Barcoo (S)	55-64	40
Barcoo (S)	65-74	33
Barcoo (S)	75-84	5
Barcoo (S)	85+	3
Blackall-Tambo (R)	0-4	118
Blackall-Tambo (R)	5-14	215
Blackall-Tambo (R)	15-19	83
Blackall-Tambo (R)	20-24	67
Blackall-Tambo (R)	25-34	200
Blackall-Tambo (R)	35-44	220
Blackall-Tambo (R)	45-54	257
Blackall-Tambo (R)	55-64	321
Blackall-Tambo (R)	65-74	258
Blackall-Tambo (R)	75-84	126
Blackall-Tambo (R)	85+	42
Boulia (S)	0-4	16
Boulia (S)	5-14	58
Boulia (S)	15-19	22
Boulia (S)	20-24	37
Boulia (S)	25-34	81
Boulia (S)	35-44	50
Boulia (S)	45-54	55
Boulia (S)	55-64	70
Boulia (S)	65-74	25
Boulia (S)	75-84	9
Brisbane (C)	0-4	67922
Brisbane (C)	5-14	131355
Brisbane (C)	15-19	69948
Brisbane (C)	20-24	98289
Brisbane (C)	25-34	195695
Brisbane (C)	35-44	165961
Brisbane (C)	45-54	146777
Brisbane (C)	55-64	113996
Brisbane (C)	65-74	78318
Brisbane (C)	75-84	41994
Brisbane (C)	85+	20904
Bulloo (S)	0-4	19
Bulloo (S)	5-14	37
Bulloo (S)	15-19	18
Bulloo (S)	20-24	19
Bulloo (S)	25-34	48
Bulloo (S)	35-44	46
Bulloo (S)	45-54	49
Bulloo (S)	55-64	69
Bulloo (S)	65-74	29
Bulloo (S)	75-84	12
Bulloo (S)	85+	7
Bundaberg (R)	0-4	4793
Bundaberg (R)	5-14	11613
Bundaberg (R)	15-19	5624
Bundaberg (R)	20-24	4663
Bundaberg (R)	25-34	9253
Bundaberg (R)	35-44	9864
Bundaberg (R)	45-54	12237
Bundaberg (R)	55-64	13336
Bundaberg (R)	65-74	12504
Bundaberg (R)	75-84	6662
Bundaberg (R)	85+	2348
Burdekin (S)	0-4	881
Burdekin (S)	5-14	2153
Burdekin (S)	15-19	1031
Burdekin (S)	20-24	915
Burdekin (S)	25-34	1673
Burdekin (S)	35-44	1946
Burdekin (S)	45-54	2349
Burdekin (S)	55-64	2493
Burdekin (S)	65-74	2023
Burdekin (S)	75-84	1153
Burdekin (S)	85+	463
Burke (S)	0-4	14
Burke (S)	5-14	38
Burke (S)	15-19	15
Burke (S)	20-24	29
Burke (S)	25-34	52
Burke (S)	35-44	46
Burke (S)	45-54	47
Burke (S)	55-64	60
Burke (S)	65-74	22
Burke (S)	75-84	3
Cairns (R)	0-4	10221
Cairns (R)	5-14	21880
Cairns (R)	15-19	9803
Cairns (R)	20-24	9148
Cairns (R)	25-34	21325
Cairns (R)	35-44	22691
Cairns (R)	45-54	22880
Cairns (R)	55-64	19022
Cairns (R)	65-74	12624
Cairns (R)	75-84	5312
Cairns (R)	85+	1981
Carpentaria (S)	0-4	132
Carpentaria (S)	5-14	273
Carpentaria (S)	15-19	97
Carpentaria (S)	20-24	135
Carpentaria (S)	25-34	259
Carpentaria (S)	35-44	240
Carpentaria (S)	45-54	295
Carpentaria (S)	55-64	260
Carpentaria (S)	65-74	193
Carpentaria (S)	75-84	64
Carpentaria (S)	85+	10
Cassowary Coast (R)	0-4	1622
Cassowary Coast (R)	5-14	3644
Cassowary Coast (R)	15-19	1562
Cassowary Coast (R)	20-24	1435
Cassowary Coast (R)	25-34	3164
Cassowary Coast (R)	35-44	3148
Cassowary Coast (R)	45-54	4050
Cassowary Coast (R)	55-64	4483
Cassowary Coast (R)	65-74	3266
Cassowary Coast (R)	75-84	1712
Cassowary Coast (R)	85+	647
Central Highlands (R) (Qld)	0-4	2497
Central Highlands (R) (Qld)	5-14	4423
Central Highlands (R) (Qld)	15-19	1571
Central Highlands (R) (Qld)	20-24	1720
Central Highlands (R) (Qld)	25-34	4634
Central Highlands (R) (Qld)	35-44	4135
Central Highlands (R) (Qld)	45-54	3964
Central Highlands (R) (Qld)	55-64	2939
Central Highlands (R) (Qld)	65-74	1424
Central Highlands (R) (Qld)	75-84	558
Central Highlands (R) (Qld)	85+	133
Charters Towers (R)	0-4	656
Charters Towers (R)	5-14	1899
Charters Towers (R)	15-19	893
Charters Towers (R)	20-24	553
Charters Towers (R)	25-34	1187
Charters Towers (R)	35-44	1420
Charters Towers (R)	45-54	1513
Charters Towers (R)	55-64	1563
Charters Towers (R)	65-74	1313
Charters Towers (R)	75-84	675
Charters Towers (R)	85+	211
Cherbourg (S)	0-4	175
Cherbourg (S)	5-14	289
Cherbourg (S)	15-19	134
Cherbourg (S)	20-24	122
Cherbourg (S)	25-34	148
Cherbourg (S)	35-44	146
Cherbourg (S)	45-54	121
Cherbourg (S)	55-64	82
Cherbourg (S)	65-74	37
Cherbourg (S)	75-84	10
Cherbourg (S)	85+	5
Cloncurry (S)	0-4	240
Cloncurry (S)	5-14	374
Cloncurry (S)	15-19	145
Cloncurry (S)	20-24	202
Cloncurry (S)	25-34	551
Cloncurry (S)	35-44	422
Cloncurry (S)	45-54	416
Cloncurry (S)	55-64	385
Cloncurry (S)	65-74	206
Cloncurry (S)	75-84	64
Cloncurry (S)	85+	20
Cook (S)	0-4	258
Cook (S)	5-14	526
Cook (S)	15-19	194
Cook (S)	20-24	291
Cook (S)	25-34	528
Cook (S)	35-44	507
Cook (S)	45-54	563
Cook (S)	55-64	686
Cook (S)	65-74	506
Cook (S)	75-84	136
Cook (S)	85+	31
Croydon (S)	0-4	14
Croydon (S)	5-14	43
Croydon (S)	15-19	4
Croydon (S)	20-24	24
Croydon (S)	25-34	37
Croydon (S)	35-44	45
Croydon (S)	45-54	49
