LGA_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	persons_in_families
Wentworth (A)	1	1	0	1	95
Wentworth (A)	1	1	1	0	303
Wentworth (A)	1	1	1	1	88
Western Plains Regional (A)					451
Western Plains Regional (A)	0	0	0	1	1544
Western Plains Regional (A)	0	0	1	0	389
Western Plains Regional (A)	0	0	1	1	261
Western Plains Regional (A)	0	1	0	0	3473
Western Plains Regional (A)	0	1	0	1	395
Western Plains Regional (A)	0	1	1	0	606
Western Plains Regional (A)	0	1	1	1	152
Western Plains Regional (A)	1	0	0	1	2850
Western Plains Regional (A)	1	0	1	0	1032
Western Plains Regional (A)	1	0	1	1	850
Western Plains Regional (A)	1	1	0	0	11439
Western Plains Regional (A)	1	1	0	1	636
Western Plains Regional (A)	1	1	1	0	2359
Western Plains Regional (A)	1	1	1	1	454
Willoughby (C)					801
Willoughby (C)	0	0	0	1	1895
Willoughby (C)	0	0	1	0	1030
Willoughby (C)	0	0	1	1	303
Willoughby (C)	0	1	0	0	1867
Willoughby (C)	0	1	0	1	80
Willoughby (C)	0	1	1	0	519
Willoughby (C)	0	1	1	1	47
Willoughby (C)	1	0	0	1	3958
Willoughby (C)	1	0	1	0	4159
Willoughby (C)	1	0	1	1	1870
Willoughby (C)	1	1	0	0	23808
Willoughby (C)	1	1	0	1	362
Willoughby (C)	1	1	1	0	3793
Willoughby (C)	1	1	1	1	196
Wingecarribee (A)					241
Wingecarribee (A)	0	0	0	1	1427
Wingecarribee (A)	0	0	1	0	400
Wingecarribee (A)	0	0	1	1	219
Wingecarribee (A)	0	1	0	0	1674
Wingecarribee (A)	0	1	0	1	251
Wingecarribee (A)	0	1	1	0	579
Wingecarribee (A)	0	1	1	1	124
Wingecarribee (A)	1	0	0	1	3098
Wingecarribee (A)	1	0	1	0	1213
Wingecarribee (A)	1	0	1	1	912
Wingecarribee (A)	1	1	0	0	10454
Wingecarribee (A)	1	1	0	1	729
Wingecarribee (A)	1	1	1	0	2249
Wingecarribee (A)	1	1	1	1	556
Wollondilly (A)					228
Wollondilly (A)	0	0	0	1	1330
Wollondilly (A)	0	0	1	0	320
Wollondilly (A)	0	0	1	1	175
Wollondilly (A)	0	1	0	0	1707
Wollondilly (A)	0	1	0	1	216
Wollondilly (A)	0	1	1	0	513
Wollondilly (A)	0	1	1	1	136
Wollondilly (A)	1	0	0	1	5006
Wollondilly (A)	1	0	1	0	1609
Wollondilly (A)	1	0	1	1	1599
Wollondilly (A)	1	1	0	0	13725
Wollondilly (A)	1	1	0	1	1735
Wollondilly (A)	1	1	1	0	3130
Wollondilly (A)	1	1	1	1	1006
Wollongong (C)					1799
Wollongong (C)	0	0	0	1	7938
Wollongong (C)	0	0	1	0	2100
Wollongong (C)	0	0	1	1	1311
Wollongong (C)	0	1	0	0	8524
Wollongong (C)	0	1	0	1	1089
Wollongong (C)	0	1	1	0	2321
Wollongong (C)	0	1	1	1	487
Wollongong (C)	1	0	0	1	15637
Wollongong (C)	1	0	1	0	6908
Wollongong (C)	1	0	1	1	5809
Wollongong (C)	1	1	0	0	48074
Wollongong (C)	1	1	0	1	2774
Wollongong (C)	1	1	1	0	9979
Wollongong (C)	1	1	1	1	2182
Woollahra (A)					571
Woollahra (A)	0	0	0	1	1127
Woollahra (A)	0	0	1	0	579
Woollahra (A)	0	0	1	1	199
Woollahra (A)	0	1	0	0	1301
Woollahra (A)	0	1	0	1	59
Woollahra (A)	0	1	1	0	322
Woollahra (A)	0	1	1	1	26
Woollahra (A)	1	0	0	1	2210
Woollahra (A)	1	0	1	0	2245
Woollahra (A)	1	0	1	1	1122
Woollahra (A)	1	1	0	0	12299
Woollahra (A)	1	1	0	1	124
Woollahra (A)	1	1	1	0	2402
Woollahra (A)	1	1	1	1	209
Yass Valley (A)					77
Yass Valley (A)	0	0	0	1	340
Yass Valley (A)	0	0	1	0	101
Yass Valley (A)	0	0	1	1	51
Yass Valley (A)	0	1	0	0	530
Yass Valley (A)	0	1	0	1	65
Yass Valley (A)	0	1	1	0	126
Yass Valley (A)	0	1	1	1	21
Yass Valley (A)	1	0	0	1	1122
Yass Valley (A)	1	0	1	0	582
Yass Valley (A)	1	0	1	1	330
Yass Valley (A)	1	1	0	0	4478
Yass Valley (A)	1	1	0	1	300
Yass Valley (A)	1	1	1	0	1123
Yass Valley (A)	1	1	1	1	206
Unincorporated NSW					9
Unincorporated NSW	0	0	0	1	20
Unincorporated NSW	0	1	0	0	14
Unincorporated NSW	0	1	0	1	3
Unincorporated NSW	1	0	0	1	66
Unincorporated NSW	1	0	1	0	12
Unincorporated NSW	1	0	1	1	6
Unincorporated NSW	1	1	0	0	259
Unincorporated NSW	1	1	0	1	12
Unincorporated NSW	1	1	1	0	14
Alpine (S)					73
Alpine (S)	0	0	0	1	275
Alpine (S)	0	0	1	0	100
Alpine (S)	0	0	1	1	41
Alpine (S)	0	1	0	0	484
Alpine (S)	0	1	0	1	25
Alpine (S)	0	1	1	0	114
Alpine (S)	0	1	1	1	8
Alpine (S)	1	0	0	1	662
Alpine (S)	1	0	1	0	360
Alpine (S)	1	0	1	1	177
Alpine (S)	1	1	0	0	2374
Alpine (S)	1	1	0	1	131
Alpine (S)	1	1	1	0	536
Alpine (S)	1	1	1	1	97
Ararat (RC)					85
Ararat (RC)	0	0	0	1	330
Ararat (RC)	0	0	1	0	103
Ararat (RC)	0	0	1	1	29
Ararat (RC)	0	1	0	0	494
Ararat (RC)	0	1	0	1	52
Ararat (RC)	0	1	1	0	103
Ararat (RC)	0	1	1	1	7
Ararat (RC)	1	0	0	1	607
Ararat (RC)	1	0	1	0	220
Ararat (RC)	1	0	1	1	204
Ararat (RC)	1	1	0	0	2107
Ararat (RC)	1	1	0	1	144
Ararat (RC)	1	1	1	0	420
Ararat (RC)	1	1	1	1	97
Ballarat (C)					826
Ballarat (C)	0	0	0	1	3151
Ballarat (C)	0	0	1	0	1126
Ballarat (C)	0	0	1	1	671
Ballarat (C)	0	1	0	0	5457
Ballarat (C)	0	1	0	1	657
Ballarat (C)	0	1	1	0	1251
Ballarat (C)	0	1	1	1	279
Ballarat (C)	1	0	0	1	5173
Ballarat (C)	1	0	1	0	2767
Ballarat (C)	1	0	1	1	2126
Ballarat (C)	1	1	0	0	23510
Ballarat (C)	1	1	0	1	1031
Ballarat (C)	1	1	1	0	5148
Ballarat (C)	1	1	1	1	812
Banyule (C)					1287
Banyule (C)	0	0	0	1	4533
Banyule (C)	0	0	1	0	1417
Banyule (C)	0	0	1	1	848
Banyule (C)	0	1	0	0	3688
Banyule (C)	0	1	0	1	387
Banyule (C)	0	1	1	0	1033
Banyule (C)	0	1	1	1	202
Banyule (C)	1	0	0	1	9324
Banyule (C)	1	0	1	0	5854
Banyule (C)	1	0	1	1	4078
Banyule (C)	1	1	0	0	33034
Banyule (C)	1	1	0	1	903
Banyule (C)	1	1	1	0	6352
Banyule (C)	1	1	1	1	897
Bass Coast (S)					185
Bass Coast (S)	0	0	0	1	930
Bass Coast (S)	0	0	1	0	299
Bass Coast (S)	0	0	1	1	124
Bass Coast (S)	0	1	0	0	1619
Bass Coast (S)	0	1	0	1	198
Bass Coast (S)	0	1	1	0	358
Bass Coast (S)	0	1	1	1	80
Bass Coast (S)	1	0	0	1	1452
Bass Coast (S)	1	0	1	0	734
Bass Coast (S)	1	0	1	1	418
Bass Coast (S)	1	1	0	0	6347
Bass Coast (S)	1	1	0	1	336
Bass Coast (S)	1	1	1	0	1258
Bass Coast (S)	1	1	1	1	259
Baw Baw (S)					283
Baw Baw (S)	0	0	0	1	1315
Baw Baw (S)	0	0	1	0	475
Baw Baw (S)	0	0	1	1	306
Baw Baw (S)	0	1	0	0	2139
Baw Baw (S)	0	1	0	1	213
Baw Baw (S)	0	1	1	0	447
Baw Baw (S)	0	1	1	1	188
Baw Baw (S)	1	0	0	1	3082
Baw Baw (S)	1	0	1	0	1528
Baw Baw (S)	1	0	1	1	1130
Baw Baw (S)	1	1	0	0	11222
Baw Baw (S)	1	1	0	1	680
Baw Baw (S)	1	1	1	0	2626
Baw Baw (S)	1	1	1	1	578
Bayside (C)					625
Bayside (C)	0	0	0	1	2520
Bayside (C)	0	0	1	0	1216
Bayside (C)	0	0	1	1	502
Bayside (C)	0	1	0	0	2327
Bayside (C)	0	1	0	1	132
Bayside (C)	0	1	1	0	796
Bayside (C)	0	1	1	1	62
Bayside (C)	1	0	0	1	5857
Bayside (C)	1	0	1	0	6520
Bayside (C)	1	0	1	1	3637
Bayside (C)	1	1	0	0	27325
Bayside (C)	1	1	0	1	510
Bayside (C)	1	1	1	0	6776
Bayside (C)	1	1	1	1	562
Benalla (RC)					92
Benalla (RC)	0	0	0	1	391
Benalla (RC)	0	0	1	0	127
Benalla (RC)	0	0	1	1	49
Benalla (RC)	0	1	0	0	737
Benalla (RC)	0	1	0	1	52
Benalla (RC)	0	1	1	0	185
Benalla (RC)	0	1	1	1	19
Benalla (RC)	1	0	0	1	765
Benalla (RC)	1	0	1	0	348
Benalla (RC)	1	0	1	1	206
Benalla (RC)	1	1	0	0	2340
Benalla (RC)	1	1	0	1	120
Benalla (RC)	1	1	1	0	568
Benalla (RC)	1	1	1	1	100
Boroondara (C)					2000
Boroondara (C)	0	0	0	1	3762
Boroondara (C)	0	0	1	0	2330
Boroondara (C)	0	0	1	1	922
Boroondara (C)	0	1	0	0	3626
Boroondara (C)	0	1	0	1	186
Boroondara (C)	0	1	1	0	1471
Boroondara (C)	0	1	1	1	132
Boroondara (C)	1	0	0	1	9648
Boroondara (C)	1	0	1	0	12303
Boroondara (C)	1	0	1	1	6157
Boroondara (C)	1	1	0	0	42595
Boroondara (C)	1	1	0	1	709
Boroondara (C)	1	1	1	0	11995
Boroondara (C)	1	1	1	1	943
Brimbank (C)					2668
Brimbank (C)	0	0	0	1	9180
Brimbank (C)	0	0	1	0	2344
Brimbank (C)	0	0	1	1	2116
Brimbank (C)	0	1	0	0	9232
Brimbank (C)	0	1	0	1	1191
Brimbank (C)	0	1	1	0	3272
Brimbank (C)	0	1	1	1	929
Brimbank (C)	1	0	0	1	19217
Brimbank (C)	1	0	1	0	7534
Brimbank (C)	1	0	1	1	7538
Brimbank (C)	1	1	0	0	46264
Brimbank (C)	1	1	0	1	3106
Brimbank (C)	1	1	1	0	11100
Brimbank (C)	1	1	1	1	2979
Buloke (S)					44
Buloke (S)	0	0	0	1	152
Buloke (S)	0	0	1	0	45
Buloke (S)	0	0	1	1	22
Buloke (S)	0	1	0	0	194
Buloke (S)	0	1	0	1	5
Buloke (S)	0	1	1	0	43
Buloke (S)	0	1	1	1	5
Buloke (S)	1	0	0	1	256
Buloke (S)	1	0	1	0	211
Buloke (S)	1	0	1	1	66
Buloke (S)	1	1	0	0	1194
Buloke (S)	1	1	0	1	56
Buloke (S)	1	1	1	0	396
Buloke (S)	1	1	1	1	46
Campaspe (S)					216
Campaspe (S)	0	0	0	1	1083
Campaspe (S)	0	0	1	0	281
Campaspe (S)	0	0	1	1	179
Campaspe (S)	0	1	0	0	1636
Campaspe (S)	0	1	0	1	166
Campaspe (S)	0	1	1	0	390
Campaspe (S)	0	1	1	1	78
Campaspe (S)	1	0	0	1	2246
Campaspe (S)	1	0	1	0	1007
Campaspe (S)	1	0	1	1	760
Campaspe (S)	1	1	0	0	7655
Campaspe (S)	1	1	0	1	514
Campaspe (S)	1	1	1	0	1989
Campaspe (S)	1	1	1	1	423
Cardinia (S)					572
Cardinia (S)	0	0	0	1	2720
Cardinia (S)	0	0	1	0	879
Cardinia (S)	0	0	1	1	589
Cardinia (S)	0	1	0	0	4556
Cardinia (S)	0	1	0	1	567
Cardinia (S)	0	1	1	0	1151
Cardinia (S)	0	1	1	1	316
Cardinia (S)	1	0	0	1	6384
Cardinia (S)	1	0	1	0	2988
Cardinia (S)	1	0	1	1	3099
Cardinia (S)	1	1	0	0	28809
Cardinia (S)	1	1	0	1	1560
Cardinia (S)	1	1	1	0	5882
Cardinia (S)	1	1	1	1	1482
Casey (C)					2318
Casey (C)	0	0	0	1	9774
Casey (C)	0	0	1	0	2756
Casey (C)	0	0	1	1	2309
Casey (C)	0	1	0	0	11839
Casey (C)	0	1	0	1	1711
Casey (C)	0	1	1	0	3730
Casey (C)	0	1	1	1	1207
Casey (C)	1	0	0	1	24465
Casey (C)	1	0	1	0	12485
Casey (C)	1	0	1	1	11652
Casey (C)	1	1	0	0	94094
Casey (C)	1	1	0	1	5425
Casey (C)	1	1	1	0	22182
Casey (C)	1	1	1	1	5676
Central Goldfields (S)					77
Central Goldfields (S)	0	0	0	1	538
Central Goldfields (S)	0	0	1	0	136
Central Goldfields (S)	0	0	1	1	75
Central Goldfields (S)	0	1	0	0	778
Central Goldfields (S)	0	1	0	1	73
Central Goldfields (S)	0	1	1	0	129
Central Goldfields (S)	0	1	1	1	28
Central Goldfields (S)	1	0	0	1	757
Central Goldfields (S)	1	0	1	0	282
Central Goldfields (S)	1	0	1	1	204
Central Goldfields (S)	1	1	0	0	2045
Central Goldfields (S)	1	1	0	1	132
Central Goldfields (S)	1	1	1	0	534
Central Goldfields (S)	1	1	1	1	138
Colac-Otway (S)					184
Colac-Otway (S)	0	0	0	1	645
Colac-Otway (S)	0	0	1	0	142
Colac-Otway (S)	0	0	1	1	88
Colac-Otway (S)	0	1	0	0	885
Colac-Otway (S)	0	1	0	1	94
Colac-Otway (S)	0	1	1	0	195
Colac-Otway (S)	0	1	1	1	92
Colac-Otway (S)	1	0	0	1	1208
Colac-Otway (S)	1	0	1	0	498
Colac-Otway (S)	1	0	1	1	364
Colac-Otway (S)	1	1	0	0	4516
Colac-Otway (S)	1	1	0	1	246
Colac-Otway (S)	1	1	1	0	1011
Colac-Otway (S)	1	1	1	1	192
Corangamite (S)					121
Corangamite (S)	0	0	0	1	469
Corangamite (S)	0	0	1	0	100
Corangamite (S)	0	0	1	1	89
Corangamite (S)	0	1	0	0	602
Corangamite (S)	0	1	0	1	87
Corangamite (S)	0	1	1	0	127
Corangamite (S)	0	1	1	1	21
Corangamite (S)	1	0	0	1	930
Corangamite (S)	1	0	1	0	526
Corangamite (S)	1	0	1	1	348
Corangamite (S)	1	1	0	0	3422
Corangamite (S)	1	1	0	1	143
Corangamite (S)	1	1	1	0	953
Corangamite (S)	1	1	1	1	183
Darebin (C)					2108
Darebin (C)	0	0	0	1	5419
Darebin (C)	0	0	1	0	1486
Darebin (C)	0	0	1	1	777
Darebin (C)	0	1	0	0	4342
Darebin (C)	0	1	0	1	425
Darebin (C)	0	1	1	0	890
Darebin (C)	0	1	1	1	233
Darebin (C)	1	0	0	1	8547
Darebin (C)	1	0	1	0	4652
Darebin (C)	1	0	1	1	3346
Darebin (C)	1	1	0	0	35657
Darebin (C)	1	1	0	1	1089
Darebin (C)	1	1	1	0	6193
Darebin (C)	1	1	1	1	785
East Gippsland (S)					272
East Gippsland (S)	0	0	0	1	1225
East Gippsland (S)	0	0	1	0	326
East Gippsland (S)	0	0	1	1	182
East Gippsland (S)	0	1	0	0	1884
East Gippsland (S)	0	1	0	1	181
East Gippsland (S)	0	1	1	0	541
East Gippsland (S)	0	1	1	1	78
East Gippsland (S)	1	0	0	1	2309
East Gippsland (S)	1	0	1	0	934
East Gippsland (S)	1	0	1	1	636
East Gippsland (S)	1	1	0	0	8373
East Gippsland (S)	1	1	0	1	448
East Gippsland (S)	1	1	1	0	1751
East Gippsland (S)	1	1	1	1	308
Frankston (C)					1278
Frankston (C)	0	0	0	1	5912
Frankston (C)	0	0	1	0	1683
Frankston (C)	0	0	1	1	1220
Frankston (C)	0	1	0	0	6782
Frankston (C)	0	1	0	1	821
Frankston (C)	0	1	1	0	1661
Frankston (C)	0	1	1	1	401
Frankston (C)	1	0	0	1	10120
Frankston (C)	1	0	1	0	3952
Frankston (C)	1	0	1	1	3599
Frankston (C)	1	1	0	0	32390
Frankston (C)	1	1	0	1	1957
Frankston (C)	1	1	1	0	6110
Frankston (C)	1	1	1	1	1299
Gannawarra (S)					73
Gannawarra (S)	0	0	0	1	267
Gannawarra (S)	0	0	1	0	71
Gannawarra (S)	0	0	1	1	25
Gannawarra (S)	0	1	0	0	329
Gannawarra (S)	0	1	0	1	33
Gannawarra (S)	0	1	1	0	97
Gannawarra (S)	0	1	1	1	17
Gannawarra (S)	1	0	0	1	654
Gannawarra (S)	1	0	1	0	280
Gannawarra (S)	1	0	1	1	163
Gannawarra (S)	1	1	0	0	1948
Gannawarra (S)	1	1	0	1	121
Gannawarra (S)	1	1	1	0	694
Gannawarra (S)	1	1	1	1	114
Glen Eira (C)					1450
Glen Eira (C)	0	0	0	1	3491
Glen Eira (C)	0	0	1	0	1746
Glen Eira (C)	0	0	1	1	724
Glen Eira (C)	0	1	0	0	3397
Glen Eira (C)	0	1	0	1	187
Glen Eira (C)	0	1	1	0	963
Glen Eira (C)	0	1	1	1	113
Glen Eira (C)	1	0	0	1	7994
Glen Eira (C)	1	0	1	0	7300
Glen Eira (C)	1	0	1	1	4022
Glen Eira (C)	1	1	0	0	40001
Glen Eira (C)	1	1	0	1	687
Glen Eira (C)	1	1	1	0	8107
Glen Eira (C)	1	1	1	1	904
Glenelg (S)					125
Glenelg (S)	0	0	0	1	593
Glenelg (S)	0	0	1	0	201
Glenelg (S)	0	0	1	1	44
Glenelg (S)	0	1	0	0	864
Glenelg (S)	0	1	0	1	89
Glenelg (S)	0	1	1	0	141
Glenelg (S)	0	1	1	1	41
Glenelg (S)	1	0	0	1	1115
Glenelg (S)	1	0	1	0	563
Glenelg (S)	1	0	1	1	302
Glenelg (S)	1	1	0	0	3723
Glenelg (S)	1	1	0	1	223
Glenelg (S)	1	1	1	0	926
Glenelg (S)	1	1	1	1	211
Golden Plains (S)					87
Golden Plains (S)	0	0	0	1	469
Golden Plains (S)	0	0	1	0	153
Golden Plains (S)	0	0	1	1	60
Golden Plains (S)	0	1	0	0	675
Golden Plains (S)	0	1	0	1	65
Golden Plains (S)	0	1	1	0	185
Golden Plains (S)	0	1	1	1	56
Golden Plains (S)	1	0	0	1	1612
Golden Plains (S)	1	0	1	0	711
Golden Plains (S)	1	0	1	1	708
Golden Plains (S)	1	1	0	0	6628
Golden Plains (S)	1	1	0	1	396
Golden Plains (S)	1	1	1	0	1576
Golden Plains (S)	1	1	1	1	373
Greater Bendigo (C)					958
Greater Bendigo (C)	0	0	0	1	3452
Greater Bendigo (C)	0	0	1	0	1126
Greater Bendigo (C)	0	0	1	1	677
Greater Bendigo (C)	0	1	0	0	5852
Greater Bendigo (C)	0	1	0	1	615
Greater Bendigo (C)	0	1	1	0	1529
Greater Bendigo (C)	0	1	1	1	304
Greater Bendigo (C)	1	0	0	1	6093
Greater Bendigo (C)	1	0	1	0	3272
Greater Bendigo (C)	1	0	1	1	2058
Greater Bendigo (C)	1	1	0	0	25233
Greater Bendigo (C)	1	1	0	1	1371
Greater Bendigo (C)	1	1	1	0	5561
Greater Bendigo (C)	1	1	1	1	1156
Greater Dandenong (C)					2234
Greater Dandenong (C)	0	0	0	1	6553
Greater Dandenong (C)	0	0	1	0	1891
Greater Dandenong (C)	0	0	1	1	1327
Greater Dandenong (C)	0	1	0	0	6320
Greater Dandenong (C)	0	1	0	1	824
Greater Dandenong (C)	0	1	1	0	1946
Greater Dandenong (C)	0	1	1	1	681
Greater Dandenong (C)	1	0	0	1	12211
Greater Dandenong (C)	1	0	1	0	5631
Greater Dandenong (C)	1	0	1	1	4903
Greater Dandenong (C)	1	1	0	0	38300
Greater Dandenong (C)	1	1	0	1	2093
Greater Dandenong (C)	1	1	1	0	8732
Greater Dandenong (C)	1	1	1	1	2125
Greater Geelong (C)					1815
Greater Geelong (C)	0	0	0	1	7786
Greater Geelong (C)	0	0	1	0	2567
Greater Geelong (C)	0	0	1	1	1547
Greater Geelong (C)	0	1	0	0	10454
Greater Geelong (C)	0	1	0	1	1148
Greater Geelong (C)	0	1	1	0	2731
Greater Geelong (C)	0	1	1	1	631
Greater Geelong (C)	1	0	0	1	14239
Greater Geelong (C)	1	0	1	0	7752
Greater Geelong (C)	1	0	1	1	5691
Greater Geelong (C)	1	1	0	0	54724
Greater Geelong (C)	1	1	0	1	2323
Greater Geelong (C)	1	1	1	0	11142
Greater Geelong (C)	1	1	1	1	1866
Greater Shepparton (C)					432
Greater Shepparton (C)	0	0	0	1	1879
Greater Shepparton (C)	0	0	1	0	603
Greater Shepparton (C)	0	0	1	1	344
Greater Shepparton (C)	0	1	0	0	3242
Greater Shepparton (C)	0	1	0	1	330
Greater Shepparton (C)	0	1	1	0	894
Greater Shepparton (C)	0	1	1	1	206
Greater Shepparton (C)	1	0	0	1	3780
Greater Shepparton (C)	1	0	1	0	1760
Greater Shepparton (C)	1	0	1	1	1381
Greater Shepparton (C)	1	1	0	0	14495
Greater Shepparton (C)	1	1	0	1	868
Greater Shepparton (C)	1	1	1	0	3972
Greater Shepparton (C)	1	1	1	1	832
Hepburn (S)					76
Hepburn (S)	0	0	0	1	491
Hepburn (S)	0	0	1	0	101
Hepburn (S)	0	0	1	1	52
Hepburn (S)	0	1	0	0	558
Hepburn (S)	0	1	0	1	61
Hepburn (S)	0	1	1	0	126
Hepburn (S)	0	1	1	1	44
Hepburn (S)	1	0	0	1	917
Hepburn (S)	1	0	1	0	327
Hepburn (S)	1	0	1	1	168
Hepburn (S)	1	1	0	0	2992
Hepburn (S)	1	1	0	1	228
Hepburn (S)	1	1	1	0	517
Hepburn (S)	1	1	1	1	118
Hindmarsh (S)					43
Hindmarsh (S)	0	0	0	1	147
Hindmarsh (S)	0	0	1	0	35
Hindmarsh (S)	0	0	1	1	17
Hindmarsh (S)	0	1	0	0	156
Hindmarsh (S)	0	1	0	1	26
Hindmarsh (S)	0	1	1	0	70
Hindmarsh (S)	1	0	0	1	264
Hindmarsh (S)	1	0	1	0	196
Hindmarsh (S)	1	0	1	1	109
Hindmarsh (S)	1	1	0	0	1062
Hindmarsh (S)	1	1	0	1	50
Hindmarsh (S)	1	1	1	0	317
Hindmarsh (S)	1	1	1	1	27
Hobsons Bay (C)					1068
Hobsons Bay (C)	0	0	0	1	3708
Hobsons Bay (C)	0	0	1	0	998
Hobsons Bay (C)	0	0	1	1	624
Hobsons Bay (C)	0	1	0	0	3110
Hobsons Bay (C)	0	1	0	1	284
Hobsons Bay (C)	0	1	1	0	778
Hobsons Bay (C)	0	1	1	1	113
Hobsons Bay (C)	1	0	0	1	6526
Hobsons Bay (C)	1	0	1	0	3524
Hobsons Bay (C)	1	0	1	1	2672
Hobsons Bay (C)	1	1	0	0	24174
Hobsons Bay (C)	1	1	0	1	783
Hobsons Bay (C)	1	1	1	0	4354
Hobsons Bay (C)	1	1	1	1	770
Horsham (RC)					148
Horsham (RC)	0	0	0	1	514
Horsham (RC)	0	0	1	0	158
Horsham (RC)	0	0	1	1	62
Horsham (RC)	0	1	0	0	1023
Horsham (RC)	0	1	0	1	71
Horsham (RC)	0	1	1	0	211
Horsham (RC)	0	1	1	1	31
Horsham (RC)	1	0	0	1	1035
Horsham (RC)	1	0	1	0	472
Horsham (RC)	1	0	1	1	401
Horsham (RC)	1	1	0	0	4638
Horsham (RC)	1	1	0	1	217
Horsham (RC)	1	1	1	0	855
Horsham (RC)	1	1	1	1	219
Hume (C)					1683
Hume (C)	0	0	0	1	8085
Hume (C)	0	0	1	0	1879
Hume (C)	0	0	1	1	1941
Hume (C)	0	1	0	0	8485
Hume (C)	0	1	0	1	1336
Hume (C)	0	1	1	0	2687
Hume (C)	0	1	1	1	886
Hume (C)	1	0	0	1	18015
Hume (C)	1	0	1	0	7456
Hume (C)	1	0	1	1	8674
Hume (C)	1	1	0	0	56386
Hume (C)	1	1	0	1	4046
Hume (C)	1	1	1	0	14717
Hume (C)	1	1	1	1	4408
Indigo (S)					77
Indigo (S)	0	0	0	1	374
Indigo (S)	0	0	1	0	135
Indigo (S)	0	0	1	1	87
Indigo (S)	0	1	0	0	549
Indigo (S)	0	1	0	1	45
Indigo (S)	0	1	1	0	190
Indigo (S)	0	1	1	1	32
Indigo (S)	1	0	0	1	958
Indigo (S)	1	0	1	0	468
Indigo (S)	1	0	1	1	296
Indigo (S)	1	1	0	0	3790
Indigo (S)	1	1	0	1	151
Indigo (S)	1	1	1	0	777
Indigo (S)	1	1	1	1	168
Kingston (C) (Vic.)					1421
Kingston (C) (Vic.)	0	0	0	1	5759
Kingston (C) (Vic.)	0	0	1	0	1852
Kingston (C) (Vic.)	0	0	1	1	1048
Kingston (C) (Vic.)	0	1	0	0	4477
Kingston (C) (Vic.)	0	1	0	1	422
Kingston (C) (Vic.)	0	1	1	0	1261
Kingston (C) (Vic.)	0	1	1	1	174
Kingston (C) (Vic.)	1	0	0	1	11776
Kingston (C) (Vic.)	1	0	1	0	6492
Kingston (C) (Vic.)	1	0	1	1	4884
Kingston (C) (Vic.)	1	1	0	0	40991
Kingston (C) (Vic.)	1	1	0	1	1300
Kingston (C) (Vic.)	1	1	1	0	7687
Kingston (C) (Vic.)	1	1	1	1	1114
Knox (C)					1216
Knox (C)	0	0	0	1	5810
Knox (C)	0	0	1	0	1839
Knox (C)	0	0	1	1	1349
Knox (C)	0	1	0	0	4942
Knox (C)	0	1	0	1	602
Knox (C)	0	1	1	0	1440
Knox (C)	0	1	1	1	312
Knox (C)	1	0	0	1	15460
Knox (C)	1	0	1	0	8062
Knox (C)	1	0	1	1	6710
Knox (C)	1	1	0	0	39270
Knox (C)	1	1	0	1	1751
Knox (C)	1	1	1	0	9256
Knox (C)	1	1	1	1	1694
Latrobe (C) (Vic.)					497
Latrobe (C) (Vic.)	0	0	0	1	2378
Latrobe (C) (Vic.)	0	0	1	0	732
Latrobe (C) (Vic.)	0	0	1	1	450
Latrobe (C) (Vic.)	0	1	0	0	4454
Latrobe (C) (Vic.)	0	1	0	1	495
Latrobe (C) (Vic.)	0	1	1	0	1007
Latrobe (C) (Vic.)	0	1	1	1	240
Latrobe (C) (Vic.)	1	0	0	1	4698
Latrobe (C) (Vic.)	1	0	1	0	2015
Latrobe (C) (Vic.)	1	0	1	1	1407
Latrobe (C) (Vic.)	1	1	0	0	14899
Latrobe (C) (Vic.)	1	1	0	1	742
Latrobe (C) (Vic.)	1	1	1	0	3126
Latrobe (C) (Vic.)	1	1	1	1	598
Loddon (S)					41
Loddon (S)	0	0	0	1	218
Loddon (S)	0	0	1	0	40
Loddon (S)	0	0	1	1	24
Loddon (S)	0	1	0	0	214
Loddon (S)	0	1	0	1	30
Loddon (S)	0	1	1	0	55
Loddon (S)	0	1	1	1	20
Loddon (S)	1	0	0	1	358
Loddon (S)	1	0	1	0	196
Loddon (S)	1	0	1	1	77
Loddon (S)	1	1	0	0	1326
Loddon (S)	1	1	0	1	60
Loddon (S)	1	1	1	0	434
Loddon (S)	1	1	1	1	76
Macedon Ranges (S)					201
Macedon Ranges (S)	0	0	0	1	1146
Macedon Ranges (S)	0	0	1	0	407
Macedon Ranges (S)	0	0	1	1	261
Macedon Ranges (S)	0	1	0	0	1249
Macedon Ranges (S)	0	1	0	1	154
Macedon Ranges (S)	0	1	1	0	457
Macedon Ranges (S)	0	1	1	1	121
Macedon Ranges (S)	1	0	0	1	3291
Macedon Ranges (S)	1	0	1	0	1819
Macedon Ranges (S)	1	0	1	1	1313
Macedon Ranges (S)	1	1	0	0	13091
Macedon Ranges (S)	1	1	0	1	609
Macedon Ranges (S)	1	1	1	0	2884
Macedon Ranges (S)	1	1	1	1	578
Manningham (C)					1036
Manningham (C)	0	0	0	1	3867
Manningham (C)	0	0	1	0	1510
Manningham (C)	0	0	1	1	715
Manningham (C)	0	1	0	0	2747
Manningham (C)	0	1	0	1	196
Manningham (C)	0	1	1	0	877
Manningham (C)	0	1	1	1	160
Manningham (C)	1	0	0	1	11802
