LGA_NAME16	AgeStudent	Sex	students
Fraser Coast (R)	5-14	F	5284
Fraser Coast (R)	5-14	M	5593
Fraser Coast (R)	15-19	F	1750
Fraser Coast (R)	15-19	M	1709
Fraser Coast (R)	20-24	F	396
Fraser Coast (R)	20-24	M	236
Fraser Coast (R)	25+	F	1766
Fraser Coast (R)	25+	M	656
Gladstone (R)	0-4	F	334
Gladstone (R)	0-4	M	347
Gladstone (R)	5-14	F	4179
Gladstone (R)	5-14	M	4279
Gladstone (R)	15-19	F	1139
Gladstone (R)	15-19	M	1211
Gladstone (R)	20-24	F	328
Gladstone (R)	20-24	M	197
Gladstone (R)	25+	F	1236
Gladstone (R)	25+	M	455
Gold Coast (C)	0-4	F	3291
Gold Coast (C)	0-4	M	3430
Gold Coast (C)	5-14	F	30102
Gold Coast (C)	5-14	M	31625
Gold Coast (C)	15-19	F	12312
Gold Coast (C)	15-19	M	11780
Gold Coast (C)	20-24	F	7020
Gold Coast (C)	20-24	M	5837
Gold Coast (C)	25+	F	12805
Gold Coast (C)	25+	M	7462
Goondiwindi (R)	0-4	F	59
Goondiwindi (R)	0-4	M	46
Goondiwindi (R)	5-14	F	629
Goondiwindi (R)	5-14	M	684
Goondiwindi (R)	15-19	F	183
Goondiwindi (R)	15-19	M	156
Goondiwindi (R)	20-24	F	47
Goondiwindi (R)	20-24	M	27
Goondiwindi (R)	25+	F	154
Goondiwindi (R)	25+	M	46
Gympie (R)	0-4	F	185
Gympie (R)	0-4	M	220
Gympie (R)	5-14	F	2749
Gympie (R)	5-14	M	2972
Gympie (R)	15-19	F	864
Gympie (R)	15-19	M	857
Gympie (R)	20-24	F	188
Gympie (R)	20-24	M	131
Gympie (R)	25+	F	847
Gympie (R)	25+	M	270
Hinchinbrook (S)	0-4	F	38
Hinchinbrook (S)	0-4	M	34
Hinchinbrook (S)	5-14	F	521
Hinchinbrook (S)	5-14	M	586
Hinchinbrook (S)	15-19	F	178
Hinchinbrook (S)	15-19	M	239
Hinchinbrook (S)	20-24	F	39
Hinchinbrook (S)	20-24	M	29
Hinchinbrook (S)	25+	F	109
Hinchinbrook (S)	25+	M	36
Hope Vale (S)	0-4	F	7
Hope Vale (S)	0-4	M	16
Hope Vale (S)	5-14	F	59
Hope Vale (S)	5-14	M	84
Hope Vale (S)	15-19	F	10
Hope Vale (S)	15-19	M	6
Hope Vale (S)	25+	F	9
Hope Vale (S)	25+	M	6
Ipswich (C)	0-4	F	1167
Ipswich (C)	0-4	M	1261
Ipswich (C)	5-14	F	13200
Ipswich (C)	5-14	M	13732
Ipswich (C)	15-19	F	4415
Ipswich (C)	15-19	M	4327
Ipswich (C)	20-24	F	1828
Ipswich (C)	20-24	M	1280
Ipswich (C)	25+	F	4551
Ipswich (C)	25+	M	2271
Isaac (R)	0-4	F	145
Isaac (R)	0-4	M	141
Isaac (R)	5-14	F	1376
Isaac (R)	5-14	M	1470
Isaac (R)	15-19	F	308
Isaac (R)	15-19	M	269
Isaac (R)	20-24	F	71
Isaac (R)	20-24	M	40
Isaac (R)	25+	F	373
Isaac (R)	25+	M	160
Kowanyama (S)	0-4	F	3
Kowanyama (S)	5-14	F	81
Kowanyama (S)	5-14	M	77
Kowanyama (S)	15-19	F	6
Kowanyama (S)	15-19	M	15
Kowanyama (S)	25+	F	4
Kowanyama (S)	25+	M	8
Livingstone (S)	0-4	F	151
Livingstone (S)	0-4	M	143
Livingstone (S)	5-14	F	2053
Livingstone (S)	5-14	M	2330
Livingstone (S)	15-19	F	764
Livingstone (S)	15-19	M	773
Livingstone (S)	20-24	F	204
Livingstone (S)	20-24	M	150
Livingstone (S)	25+	F	561
Livingstone (S)	25+	M	249
Lockhart River (S)	0-4	F	3
Lockhart River (S)	0-4	M	4
Lockhart River (S)	5-14	F	45
Lockhart River (S)	5-14	M	40
Lockhart River (S)	15-19	M	4
Lockhart River (S)	20-24	M	4
Lockhart River (S)	25+	F	4
Lockyer Valley (R)	0-4	F	167
Lockyer Valley (R)	0-4	M	188
Lockyer Valley (R)	5-14	F	2236
Lockyer Valley (R)	5-14	M	2478
Lockyer Valley (R)	15-19	F	897
Lockyer Valley (R)	15-19	M	815
Lockyer Valley (R)	20-24	F	515
Lockyer Valley (R)	20-24	M	246
Lockyer Valley (R)	25+	F	772
Lockyer Valley (R)	25+	M	330
Logan (C)	0-4	F	1824
Logan (C)	0-4	M	1897
Logan (C)	5-14	F	19984
Logan (C)	5-14	M	20842
Logan (C)	15-19	F	7029
Logan (C)	15-19	M	6849
Logan (C)	20-24	F	2662
Logan (C)	20-24	M	2060
Logan (C)	25+	F	6097
Logan (C)	25+	M	3111
Longreach (R)	0-4	F	19
Longreach (R)	0-4	M	20
Longreach (R)	5-14	F	185
Longreach (R)	5-14	M	214
Longreach (R)	15-19	F	70
Longreach (R)	15-19	M	45
Longreach (R)	20-24	F	29
Longreach (R)	20-24	M	13
Longreach (R)	25+	F	62
Longreach (R)	25+	M	26
Mackay (R)	0-4	F	581
Mackay (R)	0-4	M	635
Mackay (R)	5-14	F	7122
Mackay (R)	5-14	M	7499
Mackay (R)	15-19	F	2307
Mackay (R)	15-19	M	2258
Mackay (R)	20-24	F	701
Mackay (R)	20-24	M	427
Mackay (R)	25+	F	2136
Mackay (R)	25+	M	868
McKinlay (S)	0-4	F	3
McKinlay (S)	5-14	F	44
McKinlay (S)	5-14	M	28
McKinlay (S)	15-19	F	8
McKinlay (S)	15-19	M	3
McKinlay (S)	25+	F	11
McKinlay (S)	25+	M	9
Mapoon (S)	0-4	F	11
Mapoon (S)	0-4	M	3
Mapoon (S)	5-14	F	25
Mapoon (S)	5-14	M	25
Mapoon (S)	15-19	F	3
Mapoon (S)	15-19	M	3
Mapoon (S)	20-24	F	3
Maranoa (R)	0-4	F	67
Maranoa (R)	0-4	M	79
Maranoa (R)	5-14	F	718
Maranoa (R)	5-14	M	811
Maranoa (R)	15-19	F	164
Maranoa (R)	15-19	M	212
Maranoa (R)	20-24	F	67
Maranoa (R)	20-24	M	30
Maranoa (R)	25+	F	218
Maranoa (R)	25+	M	81
Mareeba (S)	0-4	F	83
Mareeba (S)	0-4	M	72
Mareeba (S)	5-14	F	1157
Mareeba (S)	5-14	M	1222
Mareeba (S)	15-19	F	370
Mareeba (S)	15-19	M	341
Mareeba (S)	20-24	F	70
Mareeba (S)	20-24	M	32
Mareeba (S)	25+	F	311
Mareeba (S)	25+	M	108
Moreton Bay (R)	0-4	F	2381
Moreton Bay (R)	0-4	M	2598
Moreton Bay (R)	5-14	F	27350
Moreton Bay (R)	5-14	M	28908
Moreton Bay (R)	15-19	F	9583
Moreton Bay (R)	15-19	M	9247
Moreton Bay (R)	20-24	F	3462
Moreton Bay (R)	20-24	M	2574
Moreton Bay (R)	25+	F	8577
Moreton Bay (R)	25+	M	3946
Mornington (S)	0-4	F	5
Mornington (S)	0-4	M	11
Mornington (S)	5-14	F	101
Mornington (S)	5-14	M	114
Mornington (S)	15-19	F	12
Mornington (S)	15-19	M	8
Mornington (S)	20-24	F	3
Mornington (S)	20-24	M	4
Mornington (S)	25+	F	8
Mornington (S)	25+	M	4
Mount Isa (C)	0-4	F	120
Mount Isa (C)	0-4	M	109
Mount Isa (C)	5-14	F	1158
Mount Isa (C)	5-14	M	1187
Mount Isa (C)	15-19	F	281
Mount Isa (C)	15-19	M	290
Mount Isa (C)	20-24	F	96
Mount Isa (C)	20-24	M	40
Mount Isa (C)	25+	F	424
Mount Isa (C)	25+	M	218
Murweh (S)	0-4	F	15
Murweh (S)	0-4	M	23
Murweh (S)	5-14	F	240
Murweh (S)	5-14	M	264
Murweh (S)	15-19	F	51
Murweh (S)	15-19	M	66
Murweh (S)	20-24	F	24
Murweh (S)	20-24	M	5
Murweh (S)	25+	F	61
Murweh (S)	25+	M	23
Napranum (S)	0-4	F	9
Napranum (S)	0-4	M	10
Napranum (S)	5-14	F	73
Napranum (S)	5-14	M	80
Napranum (S)	15-19	F	14
Napranum (S)	15-19	M	21
Napranum (S)	25+	F	4
Napranum (S)	25+	M	3
Noosa (S)	0-4	F	218
Noosa (S)	0-4	M	228
Noosa (S)	5-14	F	2769
Noosa (S)	5-14	M	2986
Noosa (S)	15-19	F	991
Noosa (S)	15-19	M	1005
Noosa (S)	20-24	F	238
Noosa (S)	20-24	M	191
Noosa (S)	25+	F	948
Noosa (S)	25+	M	400
North Burnett (R)	0-4	F	28
North Burnett (R)	0-4	M	29
North Burnett (R)	5-14	F	565
North Burnett (R)	5-14	M	567
North Burnett (R)	15-19	F	163
North Burnett (R)	15-19	M	144
North Burnett (R)	20-24	F	31
North Burnett (R)	20-24	M	15
North Burnett (R)	25+	F	92
North Burnett (R)	25+	M	43
Northern Peninsula Area (R)	0-4	F	41
Northern Peninsula Area (R)	0-4	M	31
Northern Peninsula Area (R)	5-14	F	277
Northern Peninsula Area (R)	5-14	M	298
Northern Peninsula Area (R)	15-19	F	59
Northern Peninsula Area (R)	15-19	M	54
Northern Peninsula Area (R)	20-24	F	12
Northern Peninsula Area (R)	25+	F	49
Northern Peninsula Area (R)	25+	M	17
Palm Island (S)	0-4	F	19
Palm Island (S)	0-4	M	16
Palm Island (S)	5-14	F	196
Palm Island (S)	5-14	M	218
Palm Island (S)	15-19	F	29
Palm Island (S)	15-19	M	34
Palm Island (S)	25+	F	16
Palm Island (S)	25+	M	7
Paroo (S)	0-4	F	3
Paroo (S)	0-4	M	3
Paroo (S)	5-14	F	82
Paroo (S)	5-14	M	77
Paroo (S)	15-19	F	23
Paroo (S)	15-19	M	12
Paroo (S)	20-24	F	11
Paroo (S)	25+	F	20
Paroo (S)	25+	M	6
Pormpuraaw (S)	0-4	F	7
Pormpuraaw (S)	0-4	M	15
Pormpuraaw (S)	5-14	F	60
Pormpuraaw (S)	5-14	M	46
Pormpuraaw (S)	15-19	F	7
Pormpuraaw (S)	15-19	M	3
Pormpuraaw (S)	25+	M	3
Quilpie (S)	0-4	F	5
Quilpie (S)	0-4	M	3
Quilpie (S)	5-14	F	47
Quilpie (S)	5-14	M	63
Quilpie (S)	15-19	F	7
Quilpie (S)	15-19	M	5
Quilpie (S)	20-24	F	10
Quilpie (S)	20-24	M	5
Quilpie (S)	25+	F	15
Quilpie (S)	25+	M	5
Redland (C)	0-4	F	740
Redland (C)	0-4	M	763
Redland (C)	5-14	F	8920
Redland (C)	5-14	M	9465
Redland (C)	15-19	F	3544
Redland (C)	15-19	M	3608
Redland (C)	20-24	F	1267
Redland (C)	20-24	M	1022
Redland (C)	25+	F	2541
Redland (C)	25+	M	1218
Richmond (S)	0-4	F	3
Richmond (S)	0-4	M	3
Richmond (S)	5-14	F	40
Richmond (S)	5-14	M	39
Richmond (S)	15-19	M	3
Richmond (S)	20-24	F	8
Richmond (S)	20-24	M	3
Richmond (S)	25+	F	3
Richmond (S)	25+	M	4
Rockhampton (R)	0-4	F	393
Rockhampton (R)	0-4	M	339
Rockhampton (R)	5-14	F	4869
Rockhampton (R)	5-14	M	5192
Rockhampton (R)	15-19	F	1830
Rockhampton (R)	15-19	M	1679
Rockhampton (R)	20-24	F	694
Rockhampton (R)	20-24	M	430
Rockhampton (R)	25+	F	1653
Rockhampton (R)	25+	M	836
Scenic Rim (R)	0-4	F	161
Scenic Rim (R)	0-4	M	164
Scenic Rim (R)	5-14	F	2490
Scenic Rim (R)	5-14	M	2513
Scenic Rim (R)	15-19	F	834
Scenic Rim (R)	15-19	M	784
Scenic Rim (R)	20-24	F	198
Scenic Rim (R)	20-24	M	120
Scenic Rim (R)	25+	F	630
Scenic Rim (R)	25+	M	287
Somerset (R)	0-4	F	122
Somerset (R)	0-4	M	100
Somerset (R)	5-14	F	1492
Somerset (R)	5-14	M	1552
Somerset (R)	15-19	F	412
Somerset (R)	15-19	M	465
Somerset (R)	20-24	F	117
Somerset (R)	20-24	M	57
Somerset (R)	25+	F	380
Somerset (R)	25+	M	143
South Burnett (R)	0-4	F	124
South Burnett (R)	0-4	M	126
South Burnett (R)	5-14	F	1859
South Burnett (R)	5-14	M	2012
South Burnett (R)	15-19	F	510
South Burnett (R)	15-19	M	541
South Burnett (R)	20-24	F	96
South Burnett (R)	20-24	M	59
South Burnett (R)	25+	F	492
South Burnett (R)	25+	M	202
Southern Downs (R)	0-4	F	130
Southern Downs (R)	0-4	M	154
Southern Downs (R)	5-14	F	2028
Southern Downs (R)	5-14	M	2216
Southern Downs (R)	15-19	F	643
Southern Downs (R)	15-19	M	726
Southern Downs (R)	20-24	F	145
Southern Downs (R)	20-24	M	77
Southern Downs (R)	25+	F	522
Southern Downs (R)	25+	M	203
Sunshine Coast (R)	0-4	F	1399
Sunshine Coast (R)	0-4	M	1489
Sunshine Coast (R)	5-14	F	17008
Sunshine Coast (R)	5-14	M	17979
Sunshine Coast (R)	15-19	F	6409
Sunshine Coast (R)	15-19	M	5944
Sunshine Coast (R)	20-24	F	2661
Sunshine Coast (R)	20-24	M	1864
Sunshine Coast (R)	25+	F	6565
Sunshine Coast (R)	25+	M	3110
Tablelands (R)	0-4	F	85
Tablelands (R)	0-4	M	108
Tablelands (R)	5-14	F	1351
Tablelands (R)	5-14	M	1457
Tablelands (R)	15-19	F	438
Tablelands (R)	15-19	M	398
Tablelands (R)	20-24	F	91
Tablelands (R)	20-24	M	37
Tablelands (R)	25+	F	356
Tablelands (R)	25+	M	119
Toowoomba (R)	0-4	F	832
Toowoomba (R)	0-4	M	860
Toowoomba (R)	5-14	F	10233
Toowoomba (R)	5-14	M	10207
Toowoomba (R)	15-19	F	3663
Toowoomba (R)	15-19	M	3456
Toowoomba (R)	20-24	F	1448
Toowoomba (R)	20-24	M	1206
Toowoomba (R)	25+	F	3590
Toowoomba (R)	25+	M	2135
Torres (S)	0-4	F	43
Torres (S)	0-4	M	32
Torres (S)	5-14	F	274
Torres (S)	5-14	M	304
Torres (S)	15-19	F	64
Torres (S)	15-19	M	78
Torres (S)	20-24	F	4
Torres (S)	20-24	M	10
Torres (S)	25+	F	83
Torres (S)	25+	M	34
Torres Strait Island (R)	0-4	F	55
Torres Strait Island (R)	0-4	M	55
Torres Strait Island (R)	5-14	F	449
Torres Strait Island (R)	5-14	M	452
Torres Strait Island (R)	15-19	F	53
Torres Strait Island (R)	15-19	M	49
Torres Strait Island (R)	20-24	F	21
Torres Strait Island (R)	20-24	M	10
Torres Strait Island (R)	25+	F	41
Torres Strait Island (R)	25+	M	15
Townsville (C)	0-4	F	968
Townsville (C)	0-4	M	1062
Townsville (C)	5-14	F	11328
Townsville (C)	5-14	M	11641
Townsville (C)	15-19	F	4575
Townsville (C)	15-19	M	4339
Townsville (C)	20-24	F	2739
Townsville (C)	20-24	M	1804
Townsville (C)	25+	F	4846
Townsville (C)	25+	M	2568
Weipa (T)	0-4	F	21
Weipa (T)	0-4	M	22
Weipa (T)	5-14	F	294
Weipa (T)	5-14	M	289
Weipa (T)	15-19	F	68
Weipa (T)	15-19	M	53
Weipa (T)	20-24	F	6
Weipa (T)	20-24	M	9
Weipa (T)	25+	F	77
Weipa (T)	25+	M	31
Western Downs (R)	0-4	F	182
Western Downs (R)	0-4	M	196
Western Downs (R)	5-14	F	2072
Western Downs (R)	5-14	M	2274
Western Downs (R)	15-19	F	631
Western Downs (R)	15-19	M	607
Western Downs (R)	20-24	F	140
Western Downs (R)	20-24	M	80
Western Downs (R)	25+	F	467
Western Downs (R)	25+	M	214
Whitsunday (R)	0-4	F	145
Whitsunday (R)	0-4	M	170
Whitsunday (R)	5-14	F	1710
Whitsunday (R)	5-14	M	1821
Whitsunday (R)	15-19	F	454
Whitsunday (R)	15-19	M	457
Whitsunday (R)	20-24	F	130
Whitsunday (R)	20-24	M	77
Whitsunday (R)	25+	F	525
Whitsunday (R)	25+	M	197
Winton (S)	0-4	F	3
Winton (S)	0-4	M	5
Winton (S)	5-14	F	46
Winton (S)	5-14	M	55
Winton (S)	15-19	F	16
Winton (S)	15-19	M	3
Winton (S)	20-24	F	10
Winton (S)	25+	F	23
Winton (S)	25+	M	3
Woorabinda (S)	0-4	F	3
Woorabinda (S)	0-4	M	7
Woorabinda (S)	5-14	F	88
Woorabinda (S)	5-14	M	97
Woorabinda (S)	15-19	F	19
Woorabinda (S)	15-19	M	19
Woorabinda (S)	25+	F	3
Wujal Wujal (S)	5-14	F	14
Wujal Wujal (S)	5-14	M	16
Yarrabah (S)	0-4	F	21
Yarrabah (S)	0-4	M	21
Yarrabah (S)	5-14	F	258
Yarrabah (S)	5-14	M	290
Yarrabah (S)	15-19	F	59
Yarrabah (S)	15-19	M	40
Yarrabah (S)	20-24	F	7
Yarrabah (S)	20-24	M	3
Yarrabah (S)	25+	F	17
Yarrabah (S)	25+	M	8
No usual address (Qld)	0-4	F	12
No usual address (Qld)	0-4	M	15
No usual address (Qld)	5-14	F	179
No usual address (Qld)	5-14	M	179
No usual address (Qld)	15-19	F	76
No usual address (Qld)	15-19	M	58
No usual address (Qld)	20-24	F	96
No usual address (Qld)	20-24	M	73
No usual address (Qld)	25+	F	177
No usual address (Qld)	25+	M	124
Migratory - Offshore - Shipping (Qld)	15-19	F	5
Migratory - Offshore - Shipping (Qld)	15-19	M	3
Migratory - Offshore - Shipping (Qld)	25+	F	3
Adelaide (C)	0-4	F	43
Adelaide (C)	0-4	M	43
Adelaide (C)	5-14	F	317
Adelaide (C)	5-14	M	318
Adelaide (C)	15-19	F	725
Adelaide (C)	15-19	M	641
Adelaide (C)	20-24	F	1876
Adelaide (C)	20-24	M	1695
Adelaide (C)	25+	F	1051
Adelaide (C)	25+	M	1039
Adelaide Hills (DC)	0-4	F	220
Adelaide Hills (DC)	0-4	M	216
Adelaide Hills (DC)	5-14	F	2493
Adelaide Hills (DC)	5-14	M	2541
Adelaide Hills (DC)	15-19	F	1038
Adelaide Hills (DC)	15-19	M	1129
Adelaide Hills (DC)	20-24	F	448
Adelaide Hills (DC)	20-24	M	422
Adelaide Hills (DC)	25+	F	723
Adelaide Hills (DC)	25+	M	399
Alexandrina (DC)	0-4	F	106
Alexandrina (DC)	0-4	M	93
Alexandrina (DC)	5-14	F	1293
Alexandrina (DC)	5-14	M	1331
Alexandrina (DC)	15-19	F	502
Alexandrina (DC)	15-19	M	430
Alexandrina (DC)	20-24	F	136
Alexandrina (DC)	20-24	M	82
Alexandrina (DC)	25+	F	386
Alexandrina (DC)	25+	M	154
Anangu Pitjantjatjara (AC)	0-4	F	14
Anangu Pitjantjatjara (AC)	0-4	M	15
Anangu Pitjantjatjara (AC)	5-14	F	147
Anangu Pitjantjatjara (AC)	5-14	M	154
Anangu Pitjantjatjara (AC)	15-19	F	34
Anangu Pitjantjatjara (AC)	15-19	M	34
Anangu Pitjantjatjara (AC)	20-24	F	15
Anangu Pitjantjatjara (AC)	20-24	M	8
Anangu Pitjantjatjara (AC)	25+	F	28
Anangu Pitjantjatjara (AC)	25+	M	24
Barossa (DC)	0-4	F	107
Barossa (DC)	0-4	M	150
Barossa (DC)	5-14	F	1383
Barossa (DC)	5-14	M	1482
Barossa (DC)	15-19	F	548
Barossa (DC)	15-19	M	523
Barossa (DC)	20-24	F	148
Barossa (DC)	20-24	M	105
Barossa (DC)	25+	F	356
Barossa (DC)	25+	M	186
Barunga West (DC)	0-4	F	9
Barunga West (DC)	0-4	M	10
Barunga West (DC)	5-14	F	91
Barunga West (DC)	5-14	M	118
Barunga West (DC)	15-19	F	37
Barunga West (DC)	15-19	M	34
Barunga West (DC)	20-24	F	8
Barunga West (DC)	25+	F	24
Barunga West (DC)	25+	M	8
Berri and Barmera (DC)	0-4	F	45
Berri and Barmera (DC)	0-4	M	43
Berri and Barmera (DC)	5-14	F	552
Berri and Barmera (DC)	5-14	M	641
Berri and Barmera (DC)	15-19	F	212
Berri and Barmera (DC)	15-19	M	232
Berri and Barmera (DC)	20-24	F	36
Berri and Barmera (DC)	20-24	M	26
Berri and Barmera (DC)	25+	F	135
Berri and Barmera (DC)	25+	M	75
Burnside (C)	0-4	F	278
Burnside (C)	0-4	M	244
Burnside (C)	5-14	F	2622
Burnside (C)	5-14	M	2686
Burnside (C)	15-19	F	1489
Burnside (C)	15-19	M	1331
Burnside (C)	20-24	F	819
Burnside (C)	20-24	M	853
Burnside (C)	25+	F	1054
Burnside (C)	25+	M	797
Campbelltown (C) (SA)	0-4	F	252
Campbelltown (C) (SA)	0-4	M	282
Campbelltown (C) (SA)	5-14	F	2447
Campbelltown (C) (SA)	5-14	M	2764
Campbelltown (C) (SA)	15-19	F	1268
Campbelltown (C) (SA)	15-19	M	1322
Campbelltown (C) (SA)	20-24	F	835
Campbelltown (C) (SA)	20-24	M	825
Campbelltown (C) (SA)	25+	F	1265
Campbelltown (C) (SA)	25+	M	830
Ceduna (DC)	0-4	F	29
Ceduna (DC)	0-4	M	17
Ceduna (DC)	5-14	F	187
Ceduna (DC)	5-14	M	189
Ceduna (DC)	15-19	F	61
Ceduna (DC)	15-19	M	61
Ceduna (DC)	20-24	F	13
Ceduna (DC)	20-24	M	8
Ceduna (DC)	25+	F	48
Ceduna (DC)	25+	M	24
Charles Sturt (C)	0-4	F	541
Charles Sturt (C)	0-4	M	519
Charles Sturt (C)	5-14	F	5137
Charles Sturt (C)	5-14	M	5391
Charles Sturt (C)	15-19	F	2508
Charles Sturt (C)	15-19	M	2449
Charles Sturt (C)	20-24	F	1639
Charles Sturt (C)	20-24	M	1609
Charles Sturt (C)	25+	F	2548
Charles Sturt (C)	25+	M	1799
Clare and Gilbert Valleys (DC)	0-4	F	53
Clare and Gilbert Valleys (DC)	0-4	M	61
Clare and Gilbert Valleys (DC)	5-14	F	525
Clare and Gilbert Valleys (DC)	5-14	M	527
Clare and Gilbert Valleys (DC)	15-19	F	169
Clare and Gilbert Valleys (DC)	15-19	M	168
Clare and Gilbert Valleys (DC)	20-24	F	26
Clare and Gilbert Valleys (DC)	20-24	M	24
Clare and Gilbert Valleys (DC)	25+	F	127
Clare and Gilbert Valleys (DC)	25+	M	53
Cleve (DC)	0-4	F	7
Cleve (DC)	0-4	M	8
Cleve (DC)	5-14	F	91
Cleve (DC)	5-14	M	122
Cleve (DC)	15-19	F	42
Cleve (DC)	15-19	M	35
Cleve (DC)	20-24	F	4
Cleve (DC)	20-24	M	3
Cleve (DC)	25+	F	27
Cleve (DC)	25+	M	3
Coober Pedy (DC)	0-4	F	8
Coober Pedy (DC)	0-4	M	12
Coober Pedy (DC)	5-14	F	65
Coober Pedy (DC)	5-14	M	67
Coober Pedy (DC)	15-19	F	19
Coober Pedy (DC)	15-19	M	16
Coober Pedy (DC)	20-24	F	10
Coober Pedy (DC)	25+	F	34
Coober Pedy (DC)	25+	M	20
Copper Coast (DC)	0-4	F	50
Copper Coast (DC)	0-4	M	61
Copper Coast (DC)	5-14	F	624
Copper Coast (DC)	5-14	M	756
Copper Coast (DC)	15-19	F	238
Copper Coast (DC)	15-19	M	253
Copper Coast (DC)	20-24	F	35
Copper Coast (DC)	20-24	M	26
Copper Coast (DC)	25+	F	147
Copper Coast (DC)	25+	M	60
Elliston (DC)	0-4	F	5
Elliston (DC)	0-4	M	3
Elliston (DC)	5-14	F	54
Elliston (DC)	5-14	M	76
Elliston (DC)	15-19	F	14
Elliston (DC)	15-19	M	3
Elliston (DC)	20-24	F	3
Elliston (DC)	25+	F	10
Elliston (DC)	25+	M	3
Flinders Ranges (DC)	0-4	F	11
Flinders Ranges (DC)	0-4	M	4
Flinders Ranges (DC)	5-14	F	74
Flinders Ranges (DC)	5-14	M	78
Flinders Ranges (DC)	15-19	F	33
Flinders Ranges (DC)	15-19	M	27
Flinders Ranges (DC)	20-24	F	3
Flinders Ranges (DC)	20-24	M	4
Flinders Ranges (DC)	25+	F	24
Flinders Ranges (DC)	25+	M	12
Franklin Harbour (DC)	0-4	F	3
Franklin Harbour (DC)	0-4	M	5
Franklin Harbour (DC)	5-14	F	56
Franklin Harbour (DC)	5-14	M	77
Franklin Harbour (DC)	15-19	F	12
Franklin Harbour (DC)	15-19	M	14
Franklin Harbour (DC)	20-24	M	4
Franklin Harbour (DC)	25+	F	11
Franklin Harbour (DC)	25+	M	10
Gawler (T)	0-4	F	116
Gawler (T)	0-4	M	112
Gawler (T)	5-14	F	1264
Gawler (T)	5-14	M	1252
Gawler (T)	15-19	F	506
Gawler (T)	15-19	M	551
Gawler (T)	20-24	F	249
Gawler (T)	20-24	M	153
Gawler (T)	25+	F	457
Gawler (T)	25+	M	206
Goyder (DC)	0-4	F	21
Goyder (DC)	0-4	M	19
Goyder (DC)	5-14	F	259
Goyder (DC)	5-14	M	194
Goyder (DC)	15-19	F	77
Goyder (DC)	15-19	M	81
Goyder (DC)	20-24	F	15
Goyder (DC)	20-24	M	10
Goyder (DC)	25+	F	55
Goyder (DC)	25+	M	18
Grant (DC)	0-4	F	23
Grant (DC)	0-4	M	44
Grant (DC)	5-14	F	480
Grant (DC)	5-14	M	553
Grant (DC)	15-19	F	187
Grant (DC)	15-19	M	165
Grant (DC)	20-24	F	37
Grant (DC)	20-24	M	24
Grant (DC)	25+	F	110
Grant (DC)	25+	M	42
Holdfast Bay (C)	0-4	F	151
Holdfast Bay (C)	0-4	M	158
Holdfast Bay (C)	5-14	F	1509
Holdfast Bay (C)	5-14	M	1555
Holdfast Bay (C)	15-19	F	715
Holdfast Bay (C)	15-19	M	770
Holdfast Bay (C)	20-24	F	557
Holdfast Bay (C)	20-24	M	466
Holdfast Bay (C)	25+	F	850
Holdfast Bay (C)	25+	M	539
Kangaroo Island (DC)	0-4	F	22
Kangaroo Island (DC)	0-4	M	20
Kangaroo Island (DC)	5-14	F	217
Kangaroo Island (DC)	5-14	M	247
Kangaroo Island (DC)	15-19	F	69
Kangaroo Island (DC)	15-19	M	67
Kangaroo Island (DC)	20-24	F	8
Kangaroo Island (DC)	20-24	M	5
Kangaroo Island (DC)	25+	F	49
Kangaroo Island (DC)	25+	M	19
Karoonda East Murray (DC)	0-4	F	5
Karoonda East Murray (DC)	0-4	M	4
Karoonda East Murray (DC)	5-14	F	63
Karoonda East Murray (DC)	5-14	M	75
Karoonda East Murray (DC)	15-19	F	26
Karoonda East Murray (DC)	15-19	M	19
Karoonda East Murray (DC)	20-24	F	3
Karoonda East Murray (DC)	25+	F	10
Karoonda East Murray (DC)	25+	M	5
Kimba (DC)	0-4	F	5
Kimba (DC)	0-4	M	12
Kimba (DC)	5-14	F	67
Kimba (DC)	5-14	M	71
Kimba (DC)	15-19	F	12
Kimba (DC)	15-19	M	14
Kimba (DC)	25+	F	7
Kingston (DC) (SA)	0-4	F	5
Kingston (DC) (SA)	0-4	M	10
Kingston (DC) (SA)	5-14	F	82
Kingston (DC) (SA)	5-14	M	133
Kingston (DC) (SA)	15-19	F	34
Kingston (DC) (SA)	15-19	M	34
Kingston (DC) (SA)	20-24	F	5
Kingston (DC) (SA)	20-24	M	5
Kingston (DC) (SA)	25+	F	17
Kingston (DC) (SA)	25+	M	4
Light (RegC)	0-4	F	75
Light (RegC)	0-4	M	85
Light (RegC)	5-14	F	1019
Light (RegC)	5-14	M	1146
Light (RegC)	15-19	F	404
Light (RegC)	15-19	M	382
Light (RegC)	20-24	F	165
Light (RegC)	20-24	M	102
Light (RegC)	25+	F	262
Light (RegC)	25+	M	98
Lower Eyre Peninsula (DC)	0-4	F	19
Lower Eyre Peninsula (DC)	0-4	M	32
Lower Eyre Peninsula (DC)	5-14	F	323
Lower Eyre Peninsula (DC)	5-14	M	373
Lower Eyre Peninsula (DC)	15-19	F	110
Lower Eyre Peninsula (DC)	15-19	M	104
Lower Eyre Peninsula (DC)	20-24	F	15
Lower Eyre Peninsula (DC)	20-24	M	5
Lower Eyre Peninsula (DC)	25+	F	69
Lower Eyre Peninsula (DC)	25+	M	26
Loxton Waikerie (DC)	0-4	F	50
