LGA_NAME16	MaxSchoolingCompleted	Sex	persons
Ku-ring-gai (A)	Year 11	F	2391
Ku-ring-gai (A)	Year 11	M	1950
Ku-ring-gai (A)	Year 12	F	37172
Ku-ring-gai (A)	Year 12	M	34783
Kyogle (A)	Did not go to school	F	9
Kyogle (A)	Did not go to school	M	10
Kyogle (A)	Year 8	F	241
Kyogle (A)	Year 8	M	310
Kyogle (A)	Year 9	F	309
Kyogle (A)	Year 9	M	383
Kyogle (A)	Year 10	F	1183
Kyogle (A)	Year 10	M	1311
Kyogle (A)	Year 11	F	289
Kyogle (A)	Year 11	M	286
Kyogle (A)	Year 12	F	1212
Kyogle (A)	Year 12	M	1033
Lachlan (A)	Did not go to school	F	12
Lachlan (A)	Did not go to school	M	24
Lachlan (A)	Year 8	F	159
Lachlan (A)	Year 8	M	213
Lachlan (A)	Year 9	F	224
Lachlan (A)	Year 9	M	241
Lachlan (A)	Year 10	F	662
Lachlan (A)	Year 10	M	786
Lachlan (A)	Year 11	F	180
Lachlan (A)	Year 11	M	137
Lachlan (A)	Year 12	F	868
Lachlan (A)	Year 12	M	640
Lake Macquarie (C)	Did not go to school	F	213
Lake Macquarie (C)	Did not go to school	M	236
Lake Macquarie (C)	Year 8	F	3925
Lake Macquarie (C)	Year 8	M	3800
Lake Macquarie (C)	Year 9	F	8779
Lake Macquarie (C)	Year 9	M	7671
Lake Macquarie (C)	Year 10	F	26715
Lake Macquarie (C)	Year 10	M	25882
Lake Macquarie (C)	Year 11	F	5245
Lake Macquarie (C)	Year 11	M	5970
Lake Macquarie (C)	Year 12	F	32848
Lake Macquarie (C)	Year 12	M	28991
Lane Cove (A)	Did not go to school	F	57
Lane Cove (A)	Did not go to school	M	46
Lane Cove (A)	Year 8	F	202
Lane Cove (A)	Year 8	M	216
Lane Cove (A)	Year 9	F	364
Lane Cove (A)	Year 9	M	361
Lane Cove (A)	Year 10	F	1391
Lane Cove (A)	Year 10	M	1105
Lane Cove (A)	Year 11	F	521
Lane Cove (A)	Year 11	M	658
Lane Cove (A)	Year 12	F	11698
Lane Cove (A)	Year 12	M	11076
Leeton (A)	Did not go to school	F	17
Leeton (A)	Did not go to school	M	25
Leeton (A)	Year 8	F	271
Leeton (A)	Year 8	M	392
Leeton (A)	Year 9	F	438
Leeton (A)	Year 9	M	450
Leeton (A)	Year 10	F	1458
Leeton (A)	Year 10	M	1571
Leeton (A)	Year 11	F	372
Leeton (A)	Year 11	M	320
Leeton (A)	Year 12	F	1365
Leeton (A)	Year 12	M	1090
Lismore (C)	Did not go to school	F	49
Lismore (C)	Did not go to school	M	54
Lismore (C)	Year 8	F	905
Lismore (C)	Year 8	M	945
Lismore (C)	Year 9	F	1308
Lismore (C)	Year 9	M	1445
Lismore (C)	Year 10	F	5384
Lismore (C)	Year 10	M	4984
Lismore (C)	Year 11	F	1329
Lismore (C)	Year 11	M	1192
Lismore (C)	Year 12	F	7613
Lismore (C)	Year 12	M	6653
Lithgow (C)	Did not go to school	F	17
Lithgow (C)	Did not go to school	M	32
Lithgow (C)	Year 8	F	514
Lithgow (C)	Year 8	M	585
Lithgow (C)	Year 9	F	870
Lithgow (C)	Year 9	M	835
Lithgow (C)	Year 10	F	2801
Lithgow (C)	Year 10	M	3130
Lithgow (C)	Year 11	F	595
Lithgow (C)	Year 11	M	594
Lithgow (C)	Year 12	F	2755
Lithgow (C)	Year 12	M	2185
Liverpool (C)	Did not go to school	F	2466
Liverpool (C)	Did not go to school	M	1669
Liverpool (C)	Year 8	F	5372
Liverpool (C)	Year 8	M	4454
Liverpool (C)	Year 9	F	4484
Liverpool (C)	Year 9	M	4350
Liverpool (C)	Year 10	F	14367
Liverpool (C)	Year 10	M	15715
Liverpool (C)	Year 11	F	4312
Liverpool (C)	Year 11	M	4962
Liverpool (C)	Year 12	F	42643
Liverpool (C)	Year 12	M	39725
Liverpool Plains (A)	Did not go to school	F	11
Liverpool Plains (A)	Did not go to school	M	14
Liverpool Plains (A)	Year 8	F	166
Liverpool Plains (A)	Year 8	M	291
Liverpool Plains (A)	Year 9	F	331
Liverpool Plains (A)	Year 9	M	333
Liverpool Plains (A)	Year 10	F	999
Liverpool Plains (A)	Year 10	M	1068
Liverpool Plains (A)	Year 11	F	234
Liverpool Plains (A)	Year 11	M	202
Liverpool Plains (A)	Year 12	F	994
Liverpool Plains (A)	Year 12	M	796
Lockhart (A)	Did not go to school	F	3
Lockhart (A)	Did not go to school	M	3
Lockhart (A)	Year 8	F	53
Lockhart (A)	Year 8	M	115
Lockhart (A)	Year 9	F	107
Lockhart (A)	Year 9	M	129
Lockhart (A)	Year 10	F	383
Lockhart (A)	Year 10	M	442
Lockhart (A)	Year 11	F	103
Lockhart (A)	Year 11	M	95
Lockhart (A)	Year 12	F	433
Lockhart (A)	Year 12	M	322
Maitland (C)	Did not go to school	F	67
Maitland (C)	Did not go to school	M	83
Maitland (C)	Year 8	F	1401
Maitland (C)	Year 8	M	1348
Maitland (C)	Year 9	F	3108
Maitland (C)	Year 9	M	2806
Maitland (C)	Year 10	F	10113
Maitland (C)	Year 10	M	10114
Maitland (C)	Year 11	F	2282
Maitland (C)	Year 11	M	2432
Maitland (C)	Year 12	F	12298
Maitland (C)	Year 12	M	10200
Mid-Coast (A)	Did not go to school	F	96
Mid-Coast (A)	Did not go to school	M	111
Mid-Coast (A)	Year 8	F	2406
Mid-Coast (A)	Year 8	M	2787
Mid-Coast (A)	Year 9	F	4619
Mid-Coast (A)	Year 9	M	4401
Mid-Coast (A)	Year 10	F	13624
Mid-Coast (A)	Year 10	M	12801
Mid-Coast (A)	Year 11	F	2580
Mid-Coast (A)	Year 11	M	2526
Mid-Coast (A)	Year 12	F	11955
Mid-Coast (A)	Year 12	M	10447
Mid-Western Regional (A)	Did not go to school	F	30
Mid-Western Regional (A)	Did not go to school	M	30
Mid-Western Regional (A)	Year 8	F	522
Mid-Western Regional (A)	Year 8	M	670
Mid-Western Regional (A)	Year 9	F	838
Mid-Western Regional (A)	Year 9	M	895
Mid-Western Regional (A)	Year 10	F	2841
Mid-Western Regional (A)	Year 10	M	3212
Mid-Western Regional (A)	Year 11	F	669
Mid-Western Regional (A)	Year 11	M	729
Mid-Western Regional (A)	Year 12	F	3526
Mid-Western Regional (A)	Year 12	M	2787
Moree Plains (A)	Did not go to school	F	22
Moree Plains (A)	Did not go to school	M	40
Moree Plains (A)	Year 8	F	262
Moree Plains (A)	Year 8	M	430
Moree Plains (A)	Year 9	F	405
Moree Plains (A)	Year 9	M	523
Moree Plains (A)	Year 10	F	1325
Moree Plains (A)	Year 10	M	1515
Moree Plains (A)	Year 11	F	397
Moree Plains (A)	Year 11	M	351
Moree Plains (A)	Year 12	F	1897
Moree Plains (A)	Year 12	M	1501
Mosman (A)	Did not go to school	F	17
Mosman (A)	Did not go to school	M	26
Mosman (A)	Year 8	F	119
Mosman (A)	Year 8	M	102
Mosman (A)	Year 9	F	323
Mosman (A)	Year 9	M	239
Mosman (A)	Year 10	F	1219
Mosman (A)	Year 10	M	671
Mosman (A)	Year 11	F	616
Mosman (A)	Year 11	M	413
Mosman (A)	Year 12	F	9512
Mosman (A)	Year 12	M	8282
Murray River (A)	Did not go to school	F	7
Murray River (A)	Did not go to school	M	22
Murray River (A)	Year 8	F	334
Murray River (A)	Year 8	M	424
Murray River (A)	Year 9	F	451
Murray River (A)	Year 9	M	566
Murray River (A)	Year 10	F	966
Murray River (A)	Year 10	M	1195
Murray River (A)	Year 11	F	825
Murray River (A)	Year 11	M	764
Murray River (A)	Year 12	F	1746
Murray River (A)	Year 12	M	1298
Murrumbidgee (A)	Did not go to school	F	7
Murrumbidgee (A)	Year 8	F	101
Murrumbidgee (A)	Year 8	M	164
Murrumbidgee (A)	Year 9	F	120
Murrumbidgee (A)	Year 9	M	169
Murrumbidgee (A)	Year 10	F	380
Murrumbidgee (A)	Year 10	M	498
Murrumbidgee (A)	Year 11	F	139
Murrumbidgee (A)	Year 11	M	136
Murrumbidgee (A)	Year 12	F	511
Murrumbidgee (A)	Year 12	M	407
Muswellbrook (A)	Did not go to school	F	18
Muswellbrook (A)	Did not go to school	M	23
Muswellbrook (A)	Year 8	F	340
Muswellbrook (A)	Year 8	M	394
Muswellbrook (A)	Year 9	F	650
Muswellbrook (A)	Year 9	M	643
Muswellbrook (A)	Year 10	F	1987
Muswellbrook (A)	Year 10	M	2286
Muswellbrook (A)	Year 11	F	513
Muswellbrook (A)	Year 11	M	534
Muswellbrook (A)	Year 12	F	2034
Muswellbrook (A)	Year 12	M	1642
Nambucca (A)	Did not go to school	F	22
Nambucca (A)	Did not go to school	M	29
Nambucca (A)	Year 8	F	484
Nambucca (A)	Year 8	M	590
Nambucca (A)	Year 9	F	938
Nambucca (A)	Year 9	M	879
Nambucca (A)	Year 10	F	2683
Nambucca (A)	Year 10	M	2616
Nambucca (A)	Year 11	F	572
Nambucca (A)	Year 11	M	547
Nambucca (A)	Year 12	F	2606
Nambucca (A)	Year 12	M	2239
Narrabri (A)	Did not go to school	F	16
Narrabri (A)	Did not go to school	M	26
Narrabri (A)	Year 8	F	278
Narrabri (A)	Year 8	M	416
Narrabri (A)	Year 9	F	436
Narrabri (A)	Year 9	M	548
Narrabri (A)	Year 10	F	1518
Narrabri (A)	Year 10	M	1622
Narrabri (A)	Year 11	F	360
Narrabri (A)	Year 11	M	382
Narrabri (A)	Year 12	F	1805
Narrabri (A)	Year 12	M	1455
Narrandera (A)	Did not go to school	F	11
Narrandera (A)	Did not go to school	M	18
Narrandera (A)	Year 8	F	142
Narrandera (A)	Year 8	M	211
Narrandera (A)	Year 9	F	243
Narrandera (A)	Year 9	M	250
Narrandera (A)	Year 10	F	706
Narrandera (A)	Year 10	M	755
Narrandera (A)	Year 11	F	164
Narrandera (A)	Year 11	M	180
Narrandera (A)	Year 12	F	739
Narrandera (A)	Year 12	M	545
Narromine (A)	Did not go to school	F	8
Narromine (A)	Did not go to school	M	12
Narromine (A)	Year 8	F	146
Narromine (A)	Year 8	M	198
Narromine (A)	Year 9	F	245
Narromine (A)	Year 9	M	276
Narromine (A)	Year 10	F	748
Narromine (A)	Year 10	M	847
Narromine (A)	Year 11	F	178
Narromine (A)	Year 11	M	172
Narromine (A)	Year 12	F	928
Narromine (A)	Year 12	M	691
Newcastle (C)	Did not go to school	F	327
Newcastle (C)	Did not go to school	M	253
Newcastle (C)	Year 8	F	2715
Newcastle (C)	Year 8	M	2447
Newcastle (C)	Year 9	F	5079
Newcastle (C)	Year 9	M	4487
Newcastle (C)	Year 10	F	15833
Newcastle (C)	Year 10	M	15737
Newcastle (C)	Year 11	F	3560
Newcastle (C)	Year 11	M	4060
Newcastle (C)	Year 12	F	33709
Newcastle (C)	Year 12	M	31522
North Sydney (A)	Did not go to school	F	82
North Sydney (A)	Did not go to school	M	49
North Sydney (A)	Year 8	F	256
North Sydney (A)	Year 8	M	236
North Sydney (A)	Year 9	F	468
North Sydney (A)	Year 9	M	383
North Sydney (A)	Year 10	F	2349
North Sydney (A)	Year 10	M	1604
North Sydney (A)	Year 11	F	1063
North Sydney (A)	Year 11	M	868
North Sydney (A)	Year 12	F	24631
North Sydney (A)	Year 12	M	21992
Northern Beaches (A)	Did not go to school	F	392
Northern Beaches (A)	Did not go to school	M	354
Northern Beaches (A)	Year 8	F	2334
Northern Beaches (A)	Year 8	M	2097
Northern Beaches (A)	Year 9	F	4186
Northern Beaches (A)	Year 9	M	3819
Northern Beaches (A)	Year 10	F	17844
Northern Beaches (A)	Year 10	M	15699
Northern Beaches (A)	Year 11	F	5370
Northern Beaches (A)	Year 11	M	5532
Northern Beaches (A)	Year 12	F	67740
Northern Beaches (A)	Year 12	M	64028
Oberon (A)	Did not go to school	F	4
Oberon (A)	Did not go to school	M	11
Oberon (A)	Year 8	F	98
Oberon (A)	Year 8	M	148
Oberon (A)	Year 9	F	190
Oberon (A)	Year 9	M	181
Oberon (A)	Year 10	F	643
Oberon (A)	Year 10	M	772
Oberon (A)	Year 11	F	137
Oberon (A)	Year 11	M	140
Oberon (A)	Year 12	F	759
Oberon (A)	Year 12	M	623
Orange (C)	Did not go to school	F	70
Orange (C)	Did not go to school	M	71
Orange (C)	Year 8	F	872
Orange (C)	Year 8	M	901
Orange (C)	Year 9	F	1353
Orange (C)	Year 9	M	1293
Orange (C)	Year 10	F	4582
Orange (C)	Year 10	M	4568
Orange (C)	Year 11	F	1105
Orange (C)	Year 11	M	1013
Orange (C)	Year 12	F	7228
Orange (C)	Year 12	M	5879
Parkes (A)	Did not go to school	F	15
Parkes (A)	Did not go to school	M	20
Parkes (A)	Year 8	F	348
Parkes (A)	Year 8	M	438
Parkes (A)	Year 9	F	536
Parkes (A)	Year 9	M	548
Parkes (A)	Year 10	F	1830
Parkes (A)	Year 10	M	1917
Parkes (A)	Year 11	F	460
Parkes (A)	Year 11	M	390
Parkes (A)	Year 12	F	1997
Parkes (A)	Year 12	M	1655
Parramatta (C)	Did not go to school	F	1210
Parramatta (C)	Did not go to school	M	1025
Parramatta (C)	Year 8	F	2804
Parramatta (C)	Year 8	M	2285
Parramatta (C)	Year 9	F	3553
Parramatta (C)	Year 9	M	3155
Parramatta (C)	Year 10	F	11789
Parramatta (C)	Year 10	M	10965
Parramatta (C)	Year 11	F	3511
Parramatta (C)	Year 11	M	3785
Parramatta (C)	Year 12	F	63152
Parramatta (C)	Year 12	M	62790
Penrith (C)	Did not go to school	F	516
Penrith (C)	Did not go to school	M	409
Penrith (C)	Year 8	F	3641
Penrith (C)	Year 8	M	3423
Penrith (C)	Year 9	F	5781
Penrith (C)	Year 9	M	5886
Penrith (C)	Year 10	F	22249
Penrith (C)	Year 10	M	23100
Penrith (C)	Year 11	F	5097
Penrith (C)	Year 11	M	5596
Penrith (C)	Year 12	F	35557
Penrith (C)	Year 12	M	31100
Port Macquarie-Hastings (A)	Did not go to school	F	74
Port Macquarie-Hastings (A)	Did not go to school	M	76
Port Macquarie-Hastings (A)	Year 8	F	1667
Port Macquarie-Hastings (A)	Year 8	M	1732
Port Macquarie-Hastings (A)	Year 9	F	3187
Port Macquarie-Hastings (A)	Year 9	M	3125
Port Macquarie-Hastings (A)	Year 10	F	10930
Port Macquarie-Hastings (A)	Year 10	M	9692
Port Macquarie-Hastings (A)	Year 11	F	2505
Port Macquarie-Hastings (A)	Year 11	M	2453
Port Macquarie-Hastings (A)	Year 12	F	12688
Port Macquarie-Hastings (A)	Year 12	M	10925
Port Stephens (A)	Did not go to school	F	76
Port Stephens (A)	Did not go to school	M	102
Port Stephens (A)	Year 8	F	1244
Port Stephens (A)	Year 8	M	1341
Port Stephens (A)	Year 9	F	3014
Port Stephens (A)	Year 9	M	2812
Port Stephens (A)	Year 10	F	9502
Port Stephens (A)	Year 10	M	9458
Port Stephens (A)	Year 11	F	2055
Port Stephens (A)	Year 11	M	2237
Port Stephens (A)	Year 12	F	10297
Port Stephens (A)	Year 12	M	9191
Queanbeyan-Palerang Regional (A)	Did not go to school	F	95
Queanbeyan-Palerang Regional (A)	Did not go to school	M	82
Queanbeyan-Palerang Regional (A)	Year 8	F	827
Queanbeyan-Palerang Regional (A)	Year 8	M	882
Queanbeyan-Palerang Regional (A)	Year 9	F	1156
Queanbeyan-Palerang Regional (A)	Year 9	M	1281
Queanbeyan-Palerang Regional (A)	Year 10	F	4492
Queanbeyan-Palerang Regional (A)	Year 10	M	4748
Queanbeyan-Palerang Regional (A)	Year 11	F	1305
Queanbeyan-Palerang Regional (A)	Year 11	M	1504
Queanbeyan-Palerang Regional (A)	Year 12	F	12799
Queanbeyan-Palerang Regional (A)	Year 12	M	11928
Randwick (C)	Did not go to school	F	449
Randwick (C)	Did not go to school	M	314
Randwick (C)	Year 8	F	1843
Randwick (C)	Year 8	M	1415
Randwick (C)	Year 9	F	1836
Randwick (C)	Year 9	M	1668
Randwick (C)	Year 10	F	6491
Randwick (C)	Year 10	M	5959
Randwick (C)	Year 11	F	2225
Randwick (C)	Year 11	M	2340
Randwick (C)	Year 12	F	42865
Randwick (C)	Year 12	M	40046
Richmond Valley (A)	Did not go to school	F	20
Richmond Valley (A)	Did not go to school	M	40
Richmond Valley (A)	Year 8	F	739
Richmond Valley (A)	Year 8	M	811
Richmond Valley (A)	Year 9	F	954
Richmond Valley (A)	Year 9	M	1115
Richmond Valley (A)	Year 10	F	3203
Richmond Valley (A)	Year 10	M	3226
Richmond Valley (A)	Year 11	F	680
Richmond Valley (A)	Year 11	M	663
Richmond Valley (A)	Year 12	F	2719
Richmond Valley (A)	Year 12	M	2198
Rockdale (C)	Did not go to school	F	923
Rockdale (C)	Did not go to school	M	566
Rockdale (C)	Year 8	F	2847
Rockdale (C)	Year 8	M	2185
Rockdale (C)	Year 9	F	1768
Rockdale (C)	Year 9	M	1611
Rockdale (C)	Year 10	F	6548
Rockdale (C)	Year 10	M	6384
Rockdale (C)	Year 11	F	1912
Rockdale (C)	Year 11	M	2174
Rockdale (C)	Year 12	F	28809
Rockdale (C)	Year 12	M	28360
Ryde (C)	Did not go to school	F	610
Ryde (C)	Did not go to school	M	417
Ryde (C)	Year 8	F	1816
Ryde (C)	Year 8	M	1375
Ryde (C)	Year 9	F	1772
Ryde (C)	Year 9	M	1491
Ryde (C)	Year 10	F	6042
Ryde (C)	Year 10	M	5181
Ryde (C)	Year 11	F	1726
Ryde (C)	Year 11	M	1855
Ryde (C)	Year 12	F	35699
Ryde (C)	Year 12	M	33789
Shellharbour (C)	Did not go to school	F	186
Shellharbour (C)	Did not go to school	M	148
Shellharbour (C)	Year 8	F	1663
Shellharbour (C)	Year 8	M	1510
Shellharbour (C)	Year 9	F	2696
Shellharbour (C)	Year 9	M	2431
Shellharbour (C)	Year 10	F	9459
Shellharbour (C)	Year 10	M	9270
Shellharbour (C)	Year 11	F	2054
Shellharbour (C)	Year 11	M	2122
Shellharbour (C)	Year 12	F	10078
Shellharbour (C)	Year 12	M	8945
Shoalhaven (C)	Did not go to school	F	100
Shoalhaven (C)	Did not go to school	M	118
Shoalhaven (C)	Year 8	F	2222
Shoalhaven (C)	Year 8	M	2417
Shoalhaven (C)	Year 9	F	4330
Shoalhaven (C)	Year 9	M	4298
Shoalhaven (C)	Year 10	F	13592
Shoalhaven (C)	Year 10	M	13072
Shoalhaven (C)	Year 11	F	2756
Shoalhaven (C)	Year 11	M	2949
Shoalhaven (C)	Year 12	F	15026
Shoalhaven (C)	Year 12	M	13223
Singleton (A)	Did not go to school	F	13
Singleton (A)	Did not go to school	M	25
Singleton (A)	Year 8	F	395
Singleton (A)	Year 8	M	479
Singleton (A)	Year 9	F	837
Singleton (A)	Year 9	M	828
Singleton (A)	Year 10	F	2868
Singleton (A)	Year 10	M	3291
Singleton (A)	Year 11	F	669
Singleton (A)	Year 11	M	923
Singleton (A)	Year 12	F	3290
Singleton (A)	Year 12	M	2873
Snowy Monaro Regional (A)	Did not go to school	F	27
Snowy Monaro Regional (A)	Did not go to school	M	42
Snowy Monaro Regional (A)	Year 8	F	352
Snowy Monaro Regional (A)	Year 8	M	432
Snowy Monaro Regional (A)	Year 9	F	536
Snowy Monaro Regional (A)	Year 9	M	622
Snowy Monaro Regional (A)	Year 10	F	1989
Snowy Monaro Regional (A)	Year 10	M	2359
Snowy Monaro Regional (A)	Year 11	F	574
Snowy Monaro Regional (A)	Year 11	M	588
Snowy Monaro Regional (A)	Year 12	F	3752
Snowy Monaro Regional (A)	Year 12	M	3466
Snowy Valleys (A)	Did not go to school	F	16
Snowy Valleys (A)	Did not go to school	M	27
Snowy Valleys (A)	Year 8	F	317
Snowy Valleys (A)	Year 8	M	463
Snowy Valleys (A)	Year 9	F	508
Snowy Valleys (A)	Year 9	M	630
Snowy Valleys (A)	Year 10	F	1783
Snowy Valleys (A)	Year 10	M	1895
Snowy Valleys (A)	Year 11	F	486
Snowy Valleys (A)	Year 11	M	484
Snowy Valleys (A)	Year 12	F	1975
Snowy Valleys (A)	Year 12	M	1570
Strathfield (A)	Did not go to school	F	291
Strathfield (A)	Did not go to school	M	203
Strathfield (A)	Year 8	F	663
Strathfield (A)	Year 8	M	494
Strathfield (A)	Year 9	F	486
Strathfield (A)	Year 9	M	439
Strathfield (A)	Year 10	F	1570
Strathfield (A)	Year 10	M	1462
Strathfield (A)	Year 11	F	555
Strathfield (A)	Year 11	M	622
Strathfield (A)	Year 12	F	12033
Strathfield (A)	Year 12	M	12565
Sutherland Shire (A)	Did not go to school	F	329
Sutherland Shire (A)	Did not go to school	M	286
Sutherland Shire (A)	Year 8	F	2645
Sutherland Shire (A)	Year 8	M	2145
Sutherland Shire (A)	Year 9	F	5377
Sutherland Shire (A)	Year 9	M	4413
Sutherland Shire (A)	Year 10	F	22077
Sutherland Shire (A)	Year 10	M	21151
Sutherland Shire (A)	Year 11	F	4588
Sutherland Shire (A)	Year 11	M	5420
Sutherland Shire (A)	Year 12	F	51280
Sutherland Shire (A)	Year 12	M	47217
Sydney (C)	Did not go to school	F	770
Sydney (C)	Did not go to school	M	601
Sydney (C)	Year 8	F	1643
Sydney (C)	Year 8	M	1456
Sydney (C)	Year 9	F	1515
Sydney (C)	Year 9	M	1649
Sydney (C)	Year 10	F	5074
Sydney (C)	Year 10	M	5965
Sydney (C)	Year 11	F	2620
Sydney (C)	Year 11	M	3314
Sydney (C)	Year 12	F	69848
Sydney (C)	Year 12	M	73199
Tamworth Regional (A)	Did not go to school	F	85
Tamworth Regional (A)	Did not go to school	M	96
Tamworth Regional (A)	Year 8	F	1264
Tamworth Regional (A)	Year 8	M	1500
Tamworth Regional (A)	Year 9	F	2244
Tamworth Regional (A)	Year 9	M	2248
Tamworth Regional (A)	Year 10	F	7519
Tamworth Regional (A)	Year 10	M	7364
Tamworth Regional (A)	Year 11	F	1683
Tamworth Regional (A)	Year 11	M	1610
Tamworth Regional (A)	Year 12	F	9367
Tamworth Regional (A)	Year 12	M	7547
Temora (A)	Did not go to school	F	8
Temora (A)	Did not go to school	M	8
Temora (A)	Year 8	F	184
Temora (A)	Year 8	M	188
Temora (A)	Year 9	F	272
Temora (A)	Year 9	M	305
Temora (A)	Year 10	F	889
Temora (A)	Year 10	M	892
Temora (A)	Year 11	F	165
Temora (A)	Year 11	M	176
Temora (A)	Year 12	F	778
Temora (A)	Year 12	M	618
Tenterfield (A)	Did not go to school	F	5
Tenterfield (A)	Did not go to school	M	14
Tenterfield (A)	Year 8	F	162
Tenterfield (A)	Year 8	M	236
Tenterfield (A)	Year 9	F	272
Tenterfield (A)	Year 9	M	287
Tenterfield (A)	Year 10	F	884
Tenterfield (A)	Year 10	M	868
Tenterfield (A)	Year 11	F	201
Tenterfield (A)	Year 11	M	194
Tenterfield (A)	Year 12	F	918
Tenterfield (A)	Year 12	M	752
The Hills Shire (A)	Did not go to school	F	368
The Hills Shire (A)	Did not go to school	M	294
The Hills Shire (A)	Year 8	F	1539
The Hills Shire (A)	Year 8	M	1324
The Hills Shire (A)	Year 9	F	2759
The Hills Shire (A)	Year 9	M	2613
The Hills Shire (A)	Year 10	F	11282
The Hills Shire (A)	Year 10	M	10133
The Hills Shire (A)	Year 11	F	3065
The Hills Shire (A)	Year 11	M	3365
The Hills Shire (A)	Year 12	F	41827
The Hills Shire (A)	Year 12	M	40068
Tweed (A)	Did not go to school	F	100
Tweed (A)	Did not go to school	M	95
Tweed (A)	Year 8	F	2022
Tweed (A)	Year 8	M	1972
Tweed (A)	Year 9	F	3142
Tweed (A)	Year 9	M	2967
Tweed (A)	Year 10	F	11895
Tweed (A)	Year 10	M	10918
Tweed (A)	Year 11	F	2965
Tweed (A)	Year 11	M	2955
Tweed (A)	Year 12	F	15452
Tweed (A)	Year 12	M	13618
Upper Hunter Shire (A)	Did not go to school	F	14
Upper Hunter Shire (A)	Did not go to school	M	20
Upper Hunter Shire (A)	Year 8	F	301
Upper Hunter Shire (A)	Year 8	M	407
Upper Hunter Shire (A)	Year 9	F	512
Upper Hunter Shire (A)	Year 9	M	540
Upper Hunter Shire (A)	Year 10	F	1635
Upper Hunter Shire (A)	Year 10	M	1940
Upper Hunter Shire (A)	Year 11	F	380
Upper Hunter Shire (A)	Year 11	M	364
Upper Hunter Shire (A)	Year 12	F	2145
Upper Hunter Shire (A)	Year 12	M	1587
Upper Lachlan Shire (A)	Did not go to school	F	5
Upper Lachlan Shire (A)	Did not go to school	M	11
Upper Lachlan Shire (A)	Year 8	F	168
Upper Lachlan Shire (A)	Year 8	M	258
Upper Lachlan Shire (A)	Year 9	F	252
Upper Lachlan Shire (A)	Year 9	M	321
Upper Lachlan Shire (A)	Year 10	F	860
Upper Lachlan Shire (A)	Year 10	M	1050
Upper Lachlan Shire (A)	Year 11	F	239
Upper Lachlan Shire (A)	Year 11	M	179
Upper Lachlan Shire (A)	Year 12	F	1266
Upper Lachlan Shire (A)	Year 12	M	1022
Uralla (A)	Did not go to school	F	4
Uralla (A)	Did not go to school	M	10
Uralla (A)	Year 8	F	121
Uralla (A)	Year 8	M	172
Uralla (A)	Year 9	F	182
Uralla (A)	Year 9	M	222
Uralla (A)	Year 10	F	708
Uralla (A)	Year 10	M	741
Uralla (A)	Year 11	F	161
Uralla (A)	Year 11	M	137
Uralla (A)	Year 12	F	1101
Uralla (A)	Year 12	M	833
Wagga Wagga (C)	Did not go to school	F	93
Wagga Wagga (C)	Did not go to school	M	118
Wagga Wagga (C)	Year 8	F	1101
Wagga Wagga (C)	Year 8	M	1277
Wagga Wagga (C)	Year 9	F	1930
Wagga Wagga (C)	Year 9	M	2031
Wagga Wagga (C)	Year 10	F	6897
Wagga Wagga (C)	Year 10	M	6884
Wagga Wagga (C)	Year 11	F	1774
Wagga Wagga (C)	Year 11	M	1941
Wagga Wagga (C)	Year 12	F	11909
Wagga Wagga (C)	Year 12	M	9781
Walcha (A)	Did not go to school	F	3
Walcha (A)	Did not go to school	M	5
Walcha (A)	Year 8	F	63
Walcha (A)	Year 8	M	92
Walcha (A)	Year 9	F	123
Walcha (A)	Year 9	M	132
Walcha (A)	Year 10	F	343
Walcha (A)	Year 10	M	406
Walcha (A)	Year 11	F	78
Walcha (A)	Year 11	M	71
Walcha (A)	Year 12	F	483
Walcha (A)	Year 12	M	391
Walgett (A)	Did not go to school	F	21
Walgett (A)	Did not go to school	M	34
Walgett (A)	Year 8	F	159
Walgett (A)	Year 8	M	282
Walgett (A)	Year 9	F	217
Walgett (A)	Year 9	M	289
Walgett (A)	Year 10	F	598
Walgett (A)	Year 10	M	720
Walgett (A)	Year 11	F	195
Walgett (A)	Year 11	M	178
Walgett (A)	Year 12	F	737
Walgett (A)	Year 12	M	685
Warren (A)	Did not go to school	F	4
Warren (A)	Did not go to school	M	14
Warren (A)	Year 8	F	46
Warren (A)	Year 8	M	69
Warren (A)	Year 9	F	92
Warren (A)	Year 9	M	114
Warren (A)	Year 10	F	278
Warren (A)	Year 10	M	342
Warren (A)	Year 11	F	63
Warren (A)	Year 11	M	58
Warren (A)	Year 12	F	441
Warren (A)	Year 12	M	344
Warrumbungle Shire (A)	Did not go to school	F	4
Warrumbungle Shire (A)	Did not go to school	M	11
Warrumbungle Shire (A)	Year 8	F	237
Warrumbungle Shire (A)	Year 8	M	381
Warrumbungle Shire (A)	Year 9	F	354
Warrumbungle Shire (A)	Year 9	M	453
Warrumbungle Shire (A)	Year 10	F	1180
Warrumbungle Shire (A)	Year 10	M	1220
Warrumbungle Shire (A)	Year 11	F	271
Warrumbungle Shire (A)	Year 11	M	240
Warrumbungle Shire (A)	Year 12	F	1281
Warrumbungle Shire (A)	Year 12	M	994
Waverley (A)	Did not go to school	F	78
Waverley (A)	Did not go to school	M	68
Waverley (A)	Year 8	F	437
Waverley (A)	Year 8	M	363
Waverley (A)	Year 9	F	561
Waverley (A)	Year 9	M	535
Waverley (A)	Year 10	F	2215
