LGA_NAME16	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Gilgandra (A)	20-24		M	13
Gilgandra (A)	20-24	0	F	93
Gilgandra (A)	20-24	0	M	86
Gilgandra (A)	20-24	1	F	6
Gilgandra (A)	20-24	1	M	10
Gilgandra (A)	25-34		F	14
Gilgandra (A)	25-34		M	17
Gilgandra (A)	25-34	0	F	182
Gilgandra (A)	25-34	0	M	165
Gilgandra (A)	25-34	1	F	20
Gilgandra (A)	25-34	1	M	14
Gilgandra (A)	35-44		F	12
Gilgandra (A)	35-44		M	16
Gilgandra (A)	35-44	0	F	168
Gilgandra (A)	35-44	0	M	167
Gilgandra (A)	35-44	1	F	37
Gilgandra (A)	35-44	1	M	23
Gilgandra (A)	45-54		F	20
Gilgandra (A)	45-54		M	34
Gilgandra (A)	45-54	0	F	185
Gilgandra (A)	45-54	0	M	211
Gilgandra (A)	45-54	1	F	66
Gilgandra (A)	45-54	1	M	44
Gilgandra (A)	55-64		F	24
Gilgandra (A)	55-64		M	37
Gilgandra (A)	55-64	0	F	227
Gilgandra (A)	55-64	0	M	225
Gilgandra (A)	55-64	1	F	55
Gilgandra (A)	55-64	1	M	37
Gilgandra (A)	65-74		F	46
Gilgandra (A)	65-74		M	32
Gilgandra (A)	65-74	0	F	182
Gilgandra (A)	65-74	0	M	183
Gilgandra (A)	65-74	1	F	36
Gilgandra (A)	65-74	1	M	31
Gilgandra (A)	75-84		F	29
Gilgandra (A)	75-84		M	34
Gilgandra (A)	75-84	0	F	135
Gilgandra (A)	75-84	0	M	117
Gilgandra (A)	75-84	1	F	18
Gilgandra (A)	75-84	1	M	13
Gilgandra (A)	85+		F	18
Gilgandra (A)	85+		M	17
Gilgandra (A)	85+	0	F	49
Gilgandra (A)	85+	0	M	39
Gilgandra (A)	85+	1	F	7
Gilgandra (A)	85+	1	M	10
Glen Innes Severn (A)	15-19		F	32
Glen Innes Severn (A)	15-19		M	39
Glen Innes Severn (A)	15-19	0	F	180
Glen Innes Severn (A)	15-19	0	M	199
Glen Innes Severn (A)	15-19	1	F	12
Glen Innes Severn (A)	15-19	1	M	14
Glen Innes Severn (A)	20-24		F	26
Glen Innes Severn (A)	20-24		M	26
Glen Innes Severn (A)	20-24	0	F	160
Glen Innes Severn (A)	20-24	0	M	150
Glen Innes Severn (A)	20-24	1	F	17
Glen Innes Severn (A)	20-24	1	M	20
Glen Innes Severn (A)	25-34		F	41
Glen Innes Severn (A)	25-34		M	115
Glen Innes Severn (A)	25-34	0	F	278
Glen Innes Severn (A)	25-34	0	M	296
Glen Innes Severn (A)	25-34	1	F	57
Glen Innes Severn (A)	25-34	1	M	27
Glen Innes Severn (A)	35-44		F	51
Glen Innes Severn (A)	35-44		M	115
Glen Innes Severn (A)	35-44	0	F	328
Glen Innes Severn (A)	35-44	0	M	302
Glen Innes Severn (A)	35-44	1	F	79
Glen Innes Severn (A)	35-44	1	M	53
Glen Innes Severn (A)	45-54		F	42
Glen Innes Severn (A)	45-54		M	85
Glen Innes Severn (A)	45-54	0	F	410
Glen Innes Severn (A)	45-54	0	M	374
Glen Innes Severn (A)	45-54	1	F	103
Glen Innes Severn (A)	45-54	1	M	62
Glen Innes Severn (A)	55-64		F	66
Glen Innes Severn (A)	55-64		M	79
Glen Innes Severn (A)	55-64	0	F	473
Glen Innes Severn (A)	55-64	0	M	515
Glen Innes Severn (A)	55-64	1	F	133
Glen Innes Severn (A)	55-64	1	M	111
Glen Innes Severn (A)	65-74		F	106
Glen Innes Severn (A)	65-74		M	102
Glen Innes Severn (A)	65-74	0	F	455
Glen Innes Severn (A)	65-74	0	M	472
Glen Innes Severn (A)	65-74	1	F	92
Glen Innes Severn (A)	65-74	1	M	60
Glen Innes Severn (A)	75-84		F	83
Glen Innes Severn (A)	75-84		M	60
Glen Innes Severn (A)	75-84	0	F	250
Glen Innes Severn (A)	75-84	0	M	243
Glen Innes Severn (A)	75-84	1	F	36
Glen Innes Severn (A)	75-84	1	M	33
Glen Innes Severn (A)	85+		F	56
Glen Innes Severn (A)	85+		M	34
Glen Innes Severn (A)	85+	0	F	123
Glen Innes Severn (A)	85+	0	M	53
Glen Innes Severn (A)	85+	1	F	6
Glen Innes Severn (A)	85+	1	M	4
Goulburn Mulwaree (A)	15-19		F	103
Goulburn Mulwaree (A)	15-19		M	113
Goulburn Mulwaree (A)	15-19	0	F	687
Goulburn Mulwaree (A)	15-19	0	M	771
Goulburn Mulwaree (A)	15-19	1	F	43
Goulburn Mulwaree (A)	15-19	1	M	32
Goulburn Mulwaree (A)	20-24		F	55
Goulburn Mulwaree (A)	20-24		M	147
Goulburn Mulwaree (A)	20-24	0	F	610
Goulburn Mulwaree (A)	20-24	0	M	745
Goulburn Mulwaree (A)	20-24	1	F	63
Goulburn Mulwaree (A)	20-24	1	M	46
Goulburn Mulwaree (A)	25-34		F	131
Goulburn Mulwaree (A)	25-34		M	336
Goulburn Mulwaree (A)	25-34	0	F	1403
Goulburn Mulwaree (A)	25-34	0	M	1355
Goulburn Mulwaree (A)	25-34	1	F	219
Goulburn Mulwaree (A)	25-34	1	M	118
Goulburn Mulwaree (A)	35-44		F	125
Goulburn Mulwaree (A)	35-44		M	311
Goulburn Mulwaree (A)	35-44	0	F	1310
Goulburn Mulwaree (A)	35-44	0	M	1304
Goulburn Mulwaree (A)	35-44	1	F	271
Goulburn Mulwaree (A)	35-44	1	M	198
Goulburn Mulwaree (A)	45-54		F	133
Goulburn Mulwaree (A)	45-54		M	253
Goulburn Mulwaree (A)	45-54	0	F	1457
Goulburn Mulwaree (A)	45-54	0	M	1526
Goulburn Mulwaree (A)	45-54	1	F	395
Goulburn Mulwaree (A)	45-54	1	M	273
Goulburn Mulwaree (A)	55-64		F	149
Goulburn Mulwaree (A)	55-64		M	169
Goulburn Mulwaree (A)	55-64	0	F	1422
Goulburn Mulwaree (A)	55-64	0	M	1507
Goulburn Mulwaree (A)	55-64	1	F	441
Goulburn Mulwaree (A)	55-64	1	M	270
Goulburn Mulwaree (A)	65-74		F	202
Goulburn Mulwaree (A)	65-74		M	225
Goulburn Mulwaree (A)	65-74	0	F	1183
Goulburn Mulwaree (A)	65-74	0	M	1205
Goulburn Mulwaree (A)	65-74	1	F	235
Goulburn Mulwaree (A)	65-74	1	M	201
Goulburn Mulwaree (A)	75-84		F	205
Goulburn Mulwaree (A)	75-84		M	152
Goulburn Mulwaree (A)	75-84	0	F	660
Goulburn Mulwaree (A)	75-84	0	M	588
Goulburn Mulwaree (A)	75-84	1	F	79
Goulburn Mulwaree (A)	75-84	1	M	78
Goulburn Mulwaree (A)	85+		F	180
Goulburn Mulwaree (A)	85+		M	69
Goulburn Mulwaree (A)	85+	0	F	291
Goulburn Mulwaree (A)	85+	0	M	155
Goulburn Mulwaree (A)	85+	1	F	21
Goulburn Mulwaree (A)	85+	1	M	26
Greater Hume Shire (A)	15-19		F	33
Greater Hume Shire (A)	15-19		M	43
Greater Hume Shire (A)	15-19	0	F	267
Greater Hume Shire (A)	15-19	0	M	290
Greater Hume Shire (A)	15-19	1	F	26
Greater Hume Shire (A)	15-19	1	M	20
Greater Hume Shire (A)	20-24		F	17
Greater Hume Shire (A)	20-24		M	23
Greater Hume Shire (A)	20-24	0	F	135
Greater Hume Shire (A)	20-24	0	M	194
Greater Hume Shire (A)	20-24	1	F	20
Greater Hume Shire (A)	20-24	1	M	13
Greater Hume Shire (A)	25-34		F	41
Greater Hume Shire (A)	25-34		M	38
Greater Hume Shire (A)	25-34	0	F	375
Greater Hume Shire (A)	25-34	0	M	343
Greater Hume Shire (A)	25-34	1	F	53
Greater Hume Shire (A)	25-34	1	M	34
Greater Hume Shire (A)	35-44		F	47
Greater Hume Shire (A)	35-44		M	29
Greater Hume Shire (A)	35-44	0	F	431
Greater Hume Shire (A)	35-44	0	M	430
Greater Hume Shire (A)	35-44	1	F	94
Greater Hume Shire (A)	35-44	1	M	52
Greater Hume Shire (A)	45-54		F	50
Greater Hume Shire (A)	45-54		M	34
Greater Hume Shire (A)	45-54	0	F	516
Greater Hume Shire (A)	45-54	0	M	533
Greater Hume Shire (A)	45-54	1	F	176
Greater Hume Shire (A)	45-54	1	M	122
Greater Hume Shire (A)	55-64		F	69
Greater Hume Shire (A)	55-64		M	75
Greater Hume Shire (A)	55-64	0	F	527
Greater Hume Shire (A)	55-64	0	M	618
Greater Hume Shire (A)	55-64	1	F	188
Greater Hume Shire (A)	55-64	1	M	97
Greater Hume Shire (A)	65-74		F	69
Greater Hume Shire (A)	65-74		M	72
Greater Hume Shire (A)	65-74	0	F	429
Greater Hume Shire (A)	65-74	0	M	536
Greater Hume Shire (A)	65-74	1	F	75
Greater Hume Shire (A)	65-74	1	M	61
Greater Hume Shire (A)	75-84		F	48
Greater Hume Shire (A)	75-84		M	55
Greater Hume Shire (A)	75-84	0	F	193
Greater Hume Shire (A)	75-84	0	M	209
Greater Hume Shire (A)	75-84	1	F	33
Greater Hume Shire (A)	75-84	1	M	26
Greater Hume Shire (A)	85+		F	47
Greater Hume Shire (A)	85+		M	28
Greater Hume Shire (A)	85+	0	F	101
Greater Hume Shire (A)	85+	0	M	77
Greater Hume Shire (A)	85+	1	F	8
Greater Hume Shire (A)	85+	1	M	3
Griffith (C)	15-19		F	90
Griffith (C)	15-19		M	116
Griffith (C)	15-19	0	F	610
Griffith (C)	15-19	0	M	712
Griffith (C)	15-19	1	F	44
Griffith (C)	15-19	1	M	50
Griffith (C)	20-24		F	81
Griffith (C)	20-24		M	97
Griffith (C)	20-24	0	F	614
Griffith (C)	20-24	0	M	659
Griffith (C)	20-24	1	F	38
Griffith (C)	20-24	1	M	37
Griffith (C)	25-34		F	176
Griffith (C)	25-34		M	202
Griffith (C)	25-34	0	F	1396
Griffith (C)	25-34	0	M	1446
Griffith (C)	25-34	1	F	184
Griffith (C)	25-34	1	M	114
Griffith (C)	35-44		F	163
Griffith (C)	35-44		M	161
Griffith (C)	35-44	0	F	1120
Griffith (C)	35-44	0	M	1248
Griffith (C)	35-44	1	F	257
Griffith (C)	35-44	1	M	154
Griffith (C)	45-54		F	178
Griffith (C)	45-54		M	175
Griffith (C)	45-54	0	F	1169
Griffith (C)	45-54	0	M	1246
Griffith (C)	45-54	1	F	327
Griffith (C)	45-54	1	M	229
Griffith (C)	55-64		F	189
Griffith (C)	55-64		M	202
Griffith (C)	55-64	0	F	964
Griffith (C)	55-64	0	M	1149
Griffith (C)	55-64	1	F	335
Griffith (C)	55-64	1	M	202
Griffith (C)	65-74		F	177
Griffith (C)	65-74		M	158
Griffith (C)	65-74	0	F	739
Griffith (C)	65-74	0	M	706
Griffith (C)	65-74	1	F	162
Griffith (C)	65-74	1	M	105
Griffith (C)	75-84		F	178
Griffith (C)	75-84		M	152
Griffith (C)	75-84	0	F	502
Griffith (C)	75-84	0	M	451
Griffith (C)	75-84	1	F	70
Griffith (C)	75-84	1	M	61
Griffith (C)	85+		F	162
Griffith (C)	85+		M	81
Griffith (C)	85+	0	F	242
Griffith (C)	85+	0	M	136
Griffith (C)	85+	1	F	13
Griffith (C)	85+	1	M	24
Gundagai (A)	15-19		F	35
Gundagai (A)	15-19		M	38
Gundagai (A)	15-19	0	F	234
Gundagai (A)	15-19	0	M	259
Gundagai (A)	15-19	1	F	22
Gundagai (A)	15-19	1	M	16
Gundagai (A)	20-24		F	27
Gundagai (A)	20-24		M	20
Gundagai (A)	20-24	0	F	192
Gundagai (A)	20-24	0	M	219
Gundagai (A)	20-24	1	F	20
Gundagai (A)	20-24	1	M	11
Gundagai (A)	25-34		F	47
Gundagai (A)	25-34		M	46
Gundagai (A)	25-34	0	F	396
Gundagai (A)	25-34	0	M	381
Gundagai (A)	25-34	1	F	60
Gundagai (A)	25-34	1	M	31
Gundagai (A)	35-44		F	55
Gundagai (A)	35-44		M	56
Gundagai (A)	35-44	0	F	440
Gundagai (A)	35-44	0	M	432
Gundagai (A)	35-44	1	F	124
Gundagai (A)	35-44	1	M	73
Gundagai (A)	45-54		F	53
Gundagai (A)	45-54		M	73
Gundagai (A)	45-54	0	F	496
Gundagai (A)	45-54	0	M	536
Gundagai (A)	45-54	1	F	133
Gundagai (A)	45-54	1	M	87
Gundagai (A)	55-64		F	69
Gundagai (A)	55-64		M	92
Gundagai (A)	55-64	0	F	547
Gundagai (A)	55-64	0	M	617
Gundagai (A)	55-64	1	F	198
Gundagai (A)	55-64	1	M	120
Gundagai (A)	65-74		F	92
Gundagai (A)	65-74		M	89
Gundagai (A)	65-74	0	F	565
Gundagai (A)	65-74	0	M	571
Gundagai (A)	65-74	1	F	113
Gundagai (A)	65-74	1	M	82
Gundagai (A)	75-84		F	94
Gundagai (A)	75-84		M	74
Gundagai (A)	75-84	0	F	362
Gundagai (A)	75-84	0	M	340
Gundagai (A)	75-84	1	F	56
Gundagai (A)	75-84	1	M	43
Gundagai (A)	85+		F	52
Gundagai (A)	85+		M	26
Gundagai (A)	85+	0	F	192
Gundagai (A)	85+	0	M	97
Gundagai (A)	85+	1	F	14
Gundagai (A)	85+	1	M	15
Gunnedah (A)	15-19		F	47
Gunnedah (A)	15-19		M	57
Gunnedah (A)	15-19	0	F	272
Gunnedah (A)	15-19	0	M	301
Gunnedah (A)	15-19	1	F	17
Gunnedah (A)	15-19	1	M	8
Gunnedah (A)	20-24		F	27
Gunnedah (A)	20-24		M	39
Gunnedah (A)	20-24	0	F	262
Gunnedah (A)	20-24	0	M	276
Gunnedah (A)	20-24	1	F	37
Gunnedah (A)	20-24	1	M	19
Gunnedah (A)	25-34		F	57
Gunnedah (A)	25-34		M	64
Gunnedah (A)	25-34	0	F	618
Gunnedah (A)	25-34	0	M	627
Gunnedah (A)	25-34	1	F	97
Gunnedah (A)	25-34	1	M	55
Gunnedah (A)	35-44		F	48
Gunnedah (A)	35-44		M	79
Gunnedah (A)	35-44	0	F	534
Gunnedah (A)	35-44	0	M	555
Gunnedah (A)	35-44	1	F	97
Gunnedah (A)	35-44	1	M	63
Gunnedah (A)	45-54		F	74
Gunnedah (A)	45-54		M	82
Gunnedah (A)	45-54	0	F	554
Gunnedah (A)	45-54	0	M	587
Gunnedah (A)	45-54	1	F	146
Gunnedah (A)	45-54	1	M	90
Gunnedah (A)	55-64		F	74
Gunnedah (A)	55-64		M	81
Gunnedah (A)	55-64	0	F	537
Gunnedah (A)	55-64	0	M	623
Gunnedah (A)	55-64	1	F	141
Gunnedah (A)	55-64	1	M	111
Gunnedah (A)	65-74		F	78
Gunnedah (A)	65-74		M	88
Gunnedah (A)	65-74	0	F	431
Gunnedah (A)	65-74	0	M	447
Gunnedah (A)	65-74	1	F	87
Gunnedah (A)	65-74	1	M	55
Gunnedah (A)	75-84		F	88
Gunnedah (A)	75-84		M	58
Gunnedah (A)	75-84	0	F	305
Gunnedah (A)	75-84	0	M	274
Gunnedah (A)	75-84	1	F	42
Gunnedah (A)	75-84	1	M	31
Gunnedah (A)	85+		F	34
Gunnedah (A)	85+		M	32
Gunnedah (A)	85+	0	F	169
Gunnedah (A)	85+	0	M	79
Gunnedah (A)	85+	1	F	6
Gunnedah (A)	85+	1	M	5
Gwydir (A)	15-19		F	26
Gwydir (A)	15-19		M	27
Gwydir (A)	15-19	0	F	95
Gwydir (A)	15-19	0	M	90
Gwydir (A)	15-19	1	F	7
Gwydir (A)	15-19	1	M	6
Gwydir (A)	20-24		F	10
Gwydir (A)	20-24		M	11
Gwydir (A)	20-24	0	F	92
Gwydir (A)	20-24	0	M	98
Gwydir (A)	20-24	1	F	13
Gwydir (A)	20-24	1	M	4
Gwydir (A)	25-34		F	23
Gwydir (A)	25-34		M	27
Gwydir (A)	25-34	0	F	173
Gwydir (A)	25-34	0	M	176
Gwydir (A)	25-34	1	F	28
Gwydir (A)	25-34	1	M	11
Gwydir (A)	35-44		F	25
Gwydir (A)	35-44		M	27
Gwydir (A)	35-44	0	F	197
Gwydir (A)	35-44	0	M	205
Gwydir (A)	35-44	1	F	48
Gwydir (A)	35-44	1	M	22
Gwydir (A)	45-54		F	45
Gwydir (A)	45-54		M	35
Gwydir (A)	45-54	0	F	263
Gwydir (A)	45-54	0	M	279
Gwydir (A)	45-54	1	F	64
Gwydir (A)	45-54	1	M	49
Gwydir (A)	55-64		F	45
Gwydir (A)	55-64		M	68
Gwydir (A)	55-64	0	F	217
Gwydir (A)	55-64	0	M	280
Gwydir (A)	55-64	1	F	84
Gwydir (A)	55-64	1	M	48
Gwydir (A)	65-74		F	44
Gwydir (A)	65-74		M	59
Gwydir (A)	65-74	0	F	260
Gwydir (A)	65-74	0	M	291
Gwydir (A)	65-74	1	F	72
Gwydir (A)	65-74	1	M	44
Gwydir (A)	75-84		F	46
Gwydir (A)	75-84		M	52
Gwydir (A)	75-84	0	F	147
Gwydir (A)	75-84	0	M	157
Gwydir (A)	75-84	1	F	20
Gwydir (A)	75-84	1	M	23
Gwydir (A)	85+		F	34
Gwydir (A)	85+		M	13
Gwydir (A)	85+	0	F	71
Gwydir (A)	85+	0	M	38
Gwydir (A)	85+	1	M	3
Hawkesbury (C)	15-19		F	210
Hawkesbury (C)	15-19		M	217
Hawkesbury (C)	15-19	0	F	1892
Hawkesbury (C)	15-19	0	M	2053
Hawkesbury (C)	15-19	1	F	121
Hawkesbury (C)	15-19	1	M	87
Hawkesbury (C)	20-24		F	161
Hawkesbury (C)	20-24		M	153
Hawkesbury (C)	20-24	0	F	1852
Hawkesbury (C)	20-24	0	M	1958
Hawkesbury (C)	20-24	1	F	160
Hawkesbury (C)	20-24	1	M	110
Hawkesbury (C)	25-34		F	253
Hawkesbury (C)	25-34		M	287
Hawkesbury (C)	25-34	0	F	3391
Hawkesbury (C)	25-34	0	M	3452
Hawkesbury (C)	25-34	1	F	416
Hawkesbury (C)	25-34	1	M	228
Hawkesbury (C)	35-44		F	237
Hawkesbury (C)	35-44		M	273
Hawkesbury (C)	35-44	0	F	3250
Hawkesbury (C)	35-44	0	M	3327
Hawkesbury (C)	35-44	1	F	674
Hawkesbury (C)	35-44	1	M	361
Hawkesbury (C)	45-54		F	346
Hawkesbury (C)	45-54		M	366
Hawkesbury (C)	45-54	0	F	3648
Hawkesbury (C)	45-54	0	M	3745
Hawkesbury (C)	45-54	1	F	917
Hawkesbury (C)	45-54	1	M	541
Hawkesbury (C)	55-64		F	270
Hawkesbury (C)	55-64		M	275
Hawkesbury (C)	55-64	0	F	2830
Hawkesbury (C)	55-64	0	M	3109
Hawkesbury (C)	55-64	1	F	838
Hawkesbury (C)	55-64	1	M	508
Hawkesbury (C)	65-74		F	277
Hawkesbury (C)	65-74		M	262
Hawkesbury (C)	65-74	0	F	2119
Hawkesbury (C)	65-74	0	M	2162
Hawkesbury (C)	65-74	1	F	464
Hawkesbury (C)	65-74	1	M	286
Hawkesbury (C)	75-84		F	218
Hawkesbury (C)	75-84		M	146
Hawkesbury (C)	75-84	0	F	1070
Hawkesbury (C)	75-84	0	M	929
Hawkesbury (C)	75-84	1	F	144
Hawkesbury (C)	75-84	1	M	127
Hawkesbury (C)	85+		F	114
Hawkesbury (C)	85+		M	67
Hawkesbury (C)	85+	0	F	513
Hawkesbury (C)	85+	0	M	278
Hawkesbury (C)	85+	1	F	19
Hawkesbury (C)	85+	1	M	21
Hay (A)	15-19		F	13
Hay (A)	15-19		M	13
Hay (A)	15-19	0	F	64
Hay (A)	15-19	0	M	68
Hay (A)	15-19	1	F	8
Hay (A)	15-19	1	M	7
Hay (A)	20-24		F	9
Hay (A)	20-24		M	12
Hay (A)	20-24	0	F	52
Hay (A)	20-24	0	M	67
Hay (A)	20-24	1	F	7
Hay (A)	20-24	1	M	4
Hay (A)	25-34		F	26
Hay (A)	25-34		M	25
Hay (A)	25-34	0	F	109
Hay (A)	25-34	0	M	110
Hay (A)	25-34	1	F	14
Hay (A)	25-34	1	M	13
Hay (A)	35-44		F	19
Hay (A)	35-44		M	16
Hay (A)	35-44	0	F	107
Hay (A)	35-44	0	M	100
Hay (A)	35-44	1	F	26
Hay (A)	35-44	1	M	15
Hay (A)	45-54		F	26
Hay (A)	45-54		M	39
Hay (A)	45-54	0	F	153
Hay (A)	45-54	0	M	159
Hay (A)	45-54	1	F	52
Hay (A)	45-54	1	M	33
Hay (A)	55-64		F	18
Hay (A)	55-64		M	29
Hay (A)	55-64	0	F	137
Hay (A)	55-64	0	M	167
Hay (A)	55-64	1	F	47
Hay (A)	55-64	1	M	31
Hay (A)	65-74		F	42
Hay (A)	65-74		M	32
Hay (A)	65-74	0	F	118
Hay (A)	65-74	0	M	129
Hay (A)	65-74	1	F	25
Hay (A)	65-74	1	M	15
Hay (A)	75-84		F	26
Hay (A)	75-84		M	30
Hay (A)	75-84	0	F	75
Hay (A)	75-84	0	M	78
Hay (A)	75-84	1	F	12
Hay (A)	85+		F	12
Hay (A)	85+		M	11
Hay (A)	85+	0	F	18
Hay (A)	85+	0	M	14
Hay (A)	85+	1	F	3
Hay (A)	85+	1	M	3
Hilltops (A)	15-19		F	96
Hilltops (A)	15-19		M	87
Hilltops (A)	15-19	0	F	453
Hilltops (A)	15-19	0	M	459
Hilltops (A)	15-19	1	F	33
Hilltops (A)	15-19	1	M	24
Hilltops (A)	20-24		F	39
Hilltops (A)	20-24		M	27
Hilltops (A)	20-24	0	F	387
Hilltops (A)	20-24	0	M	376
Hilltops (A)	20-24	1	F	35
Hilltops (A)	20-24	1	M	25
Hilltops (A)	25-34		F	72
Hilltops (A)	25-34		M	63
Hilltops (A)	25-34	0	F	693
Hilltops (A)	25-34	0	M	666
Hilltops (A)	25-34	1	F	125
Hilltops (A)	25-34	1	M	61
Hilltops (A)	35-44		F	70
Hilltops (A)	35-44		M	73
Hilltops (A)	35-44	0	F	765
Hilltops (A)	35-44	0	M	831
Hilltops (A)	35-44	1	F	175
Hilltops (A)	35-44	1	M	101
Hilltops (A)	45-54		F	106
Hilltops (A)	45-54		M	106
Hilltops (A)	45-54	0	F	909
Hilltops (A)	45-54	0	M	925
Hilltops (A)	45-54	1	F	258
Hilltops (A)	45-54	1	M	142
Hilltops (A)	55-64		F	106
Hilltops (A)	55-64		M	127
Hilltops (A)	55-64	0	F	865
Hilltops (A)	55-64	0	M	992
Hilltops (A)	55-64	1	F	271
Hilltops (A)	55-64	1	M	161
Hilltops (A)	65-74		F	154
Hilltops (A)	65-74		M	170
Hilltops (A)	65-74	0	F	834
Hilltops (A)	65-74	0	M	919
Hilltops (A)	65-74	1	F	192
Hilltops (A)	65-74	1	M	131
Hilltops (A)	75-84		F	116
Hilltops (A)	75-84		M	102
Hilltops (A)	75-84	0	F	486
Hilltops (A)	75-84	0	M	428
Hilltops (A)	75-84	1	F	68
Hilltops (A)	75-84	1	M	62
Hilltops (A)	85+		F	72
Hilltops (A)	85+		M	50
Hilltops (A)	85+	0	F	262
Hilltops (A)	85+	0	M	122
Hilltops (A)	85+	1	F	6
Hilltops (A)	85+	1	M	14
Hornsby (A)	15-19		F	209
Hornsby (A)	15-19		M	229
Hornsby (A)	15-19	0	F	4311
Hornsby (A)	15-19	0	M	4521
Hornsby (A)	15-19	1	F	218
Hornsby (A)	15-19	1	M	196
Hornsby (A)	20-24		F	169
Hornsby (A)	20-24		M	171
Hornsby (A)	20-24	0	F	3640
Hornsby (A)	20-24	0	M	3944
Hornsby (A)	20-24	1	F	245
Hornsby (A)	20-24	1	M	201
Hornsby (A)	25-34		F	327
Hornsby (A)	25-34		M	379
Hornsby (A)	25-34	0	F	6501
Hornsby (A)	25-34	0	M	6398
Hornsby (A)	25-34	1	F	660
Hornsby (A)	25-34	1	M	429
Hornsby (A)	35-44		F	399
Hornsby (A)	35-44		M	447
Hornsby (A)	35-44	0	F	9101
Hornsby (A)	35-44	0	M	8599
Hornsby (A)	35-44	1	F	1307
Hornsby (A)	35-44	1	M	844
Hornsby (A)	45-54		F	396
Hornsby (A)	45-54		M	395
Hornsby (A)	45-54	0	F	8520
Hornsby (A)	45-54	0	M	8513
Hornsby (A)	45-54	1	F	2052
Hornsby (A)	45-54	1	M	1213
Hornsby (A)	55-64		F	313
Hornsby (A)	55-64		M	321
Hornsby (A)	55-64	0	F	6503
Hornsby (A)	55-64	0	M	6692
Hornsby (A)	55-64	1	F	2046
Hornsby (A)	55-64	1	M	1322
Hornsby (A)	65-74		F	329
Hornsby (A)	65-74		M	286
Hornsby (A)	65-74	0	F	4901
Hornsby (A)	65-74	0	M	4755
Hornsby (A)	65-74	1	F	1118
Hornsby (A)	65-74	1	M	767
Hornsby (A)	75-84		F	413
Hornsby (A)	75-84		M	287
Hornsby (A)	75-84	0	F	2968
Hornsby (A)	75-84	0	M	2528
Hornsby (A)	75-84	1	F	481
Hornsby (A)	75-84	1	M	402
Hornsby (A)	85+		F	558
Hornsby (A)	85+		M	230
Hornsby (A)	85+	0	F	1815
Hornsby (A)	85+	0	M	1039
Hornsby (A)	85+	1	F	87
Hornsby (A)	85+	1	M	117
Hunters Hill (A)	15-19		F	24
Hunters Hill (A)	15-19		M	27
Hunters Hill (A)	15-19	0	F	313
Hunters Hill (A)	15-19	0	M	728
Hunters Hill (A)	15-19	1	F	12
Hunters Hill (A)	15-19	1	M	49
Hunters Hill (A)	20-24		F	27
Hunters Hill (A)	20-24		M	23
Hunters Hill (A)	20-24	0	F	278
Hunters Hill (A)	20-24	0	M	307
Hunters Hill (A)	20-24	1	F	26
Hunters Hill (A)	20-24	1	M	28
Hunters Hill (A)	25-34		F	44
Hunters Hill (A)	25-34		M	47
Hunters Hill (A)	25-34	0	F	496
Hunters Hill (A)	25-34	0	M	459
Hunters Hill (A)	25-34	1	F	48
Hunters Hill (A)	25-34	1	M	34
Hunters Hill (A)	35-44		F	54
Hunters Hill (A)	35-44		M	44
Hunters Hill (A)	35-44	0	F	742
Hunters Hill (A)	35-44	0	M	692
Hunters Hill (A)	35-44	1	F	111
Hunters Hill (A)	35-44	1	M	52
Hunters Hill (A)	45-54		F	48
Hunters Hill (A)	45-54		M	55
Hunters Hill (A)	45-54	0	F	782
Hunters Hill (A)	45-54	0	M	780
Hunters Hill (A)	45-54	1	F	215
Hunters Hill (A)	45-54	1	M	120
Hunters Hill (A)	55-64		F	52
Hunters Hill (A)	55-64		M	53
Hunters Hill (A)	55-64	0	F	603
Hunters Hill (A)	55-64	0	M	594
Hunters Hill (A)	55-64	1	F	212
Hunters Hill (A)	55-64	1	M	129
Hunters Hill (A)	65-74		F	61
Hunters Hill (A)	65-74		M	50
Hunters Hill (A)	65-74	0	F	551
Hunters Hill (A)	65-74	0	M	556
Hunters Hill (A)	65-74	1	F	119
Hunters Hill (A)	65-74	1	M	89
Hunters Hill (A)	75-84		F	39
Hunters Hill (A)	75-84		M	33
Hunters Hill (A)	75-84	0	F	385
Hunters Hill (A)	75-84	0	M	298
Hunters Hill (A)	75-84	1	F	53
Hunters Hill (A)	75-84	1	M	48
Hunters Hill (A)	85+		F	45
Hunters Hill (A)	85+		M	19
Hunters Hill (A)	85+	0	F	432
Hunters Hill (A)	85+	0	M	211
Hunters Hill (A)	85+	1	F	14
Hunters Hill (A)	85+	1	M	21
Inner West (A)	15-19		F	274
Inner West (A)	15-19		M	303
Inner West (A)	15-19	0	F	2873
Inner West (A)	15-19	0	M	3025
Inner West (A)	15-19	1	F	152
Inner West (A)	15-19	1	M	153
Inner West (A)	20-24		F	591
Inner West (A)	20-24		M	548
Inner West (A)	20-24	0	F	5737
Inner West (A)	20-24	0	M	5291
Inner West (A)	20-24	1	F	300
Inner West (A)	20-24	1	M	275
Inner West (A)	25-34		F	1760
Inner West (A)	25-34		M	1764
Inner West (A)	25-34	0	F	16175
Inner West (A)	25-34	0	M	15303
Inner West (A)	25-34	1	F	1088
Inner West (A)	25-34	1	M	816
Inner West (A)	35-44		F	1285
Inner West (A)	35-44		M	1347
