LGA_NAME16	AgeStudent	students
Tea Tree Gully (C)	5-14	10979
Tea Tree Gully (C)	15-19	4876
Tea Tree Gully (C)	20-24	2185
Tea Tree Gully (C)	25+	3311
The Coorong (DC)	0-4	58
The Coorong (DC)	5-14	591
The Coorong (DC)	15-19	205
The Coorong (DC)	20-24	13
The Coorong (DC)	25+	91
Tumby Bay (DC)	0-4	19
Tumby Bay (DC)	5-14	274
Tumby Bay (DC)	15-19	75
Tumby Bay (DC)	20-24	17
Tumby Bay (DC)	25+	37
Unley (C)	0-4	443
Unley (C)	5-14	3996
Unley (C)	15-19	1881
Unley (C)	20-24	1552
Unley (C)	25+	2051
Victor Harbor (C)	0-4	115
Victor Harbor (C)	5-14	1195
Victor Harbor (C)	15-19	446
Victor Harbor (C)	20-24	91
Victor Harbor (C)	25+	296
Wakefield (DC)	0-4	73
Wakefield (DC)	5-14	800
Wakefield (DC)	15-19	286
Wakefield (DC)	20-24	42
Wakefield (DC)	25+	141
Walkerville (M)	0-4	81
Walkerville (M)	5-14	772
Walkerville (M)	15-19	444
Walkerville (M)	20-24	339
Walkerville (M)	25+	302
Wattle Range (DC)	0-4	115
Wattle Range (DC)	5-14	1362
Wattle Range (DC)	15-19	456
Wattle Range (DC)	20-24	95
Wattle Range (DC)	25+	206
West Torrens (C)	0-4	576
West Torrens (C)	5-14	5003
West Torrens (C)	15-19	2602
West Torrens (C)	20-24	2528
West Torrens (C)	25+	3227
Whyalla (C)	0-4	259
Whyalla (C)	5-14	2529
Whyalla (C)	15-19	948
Whyalla (C)	20-24	218
Whyalla (C)	25+	652
Wudinna (DC)	0-4	18
Wudinna (DC)	5-14	183
Wudinna (DC)	15-19	22
Wudinna (DC)	20-24	9
Wudinna (DC)	25+	15
Yankalilla (DC)	0-4	26
Yankalilla (DC)	5-14	472
Yankalilla (DC)	15-19	149
Yankalilla (DC)	20-24	24
Yankalilla (DC)	25+	102
Yorke Peninsula (DC)	0-4	78
Yorke Peninsula (DC)	5-14	997
Yorke Peninsula (DC)	15-19	330
Yorke Peninsula (DC)	20-24	40
Yorke Peninsula (DC)	25+	141
Unincorporated SA	0-4	29
Unincorporated SA	5-14	259
Unincorporated SA	15-19	55
Unincorporated SA	20-24	18
Unincorporated SA	25+	64
No usual address (SA)	0-4	11
No usual address (SA)	5-14	90
No usual address (SA)	15-19	85
No usual address (SA)	20-24	42
No usual address (SA)	25+	97
Albany (C)	0-4	345
Albany (C)	5-14	4412
Albany (C)	15-19	1550
Albany (C)	20-24	253
Albany (C)	25+	865
Armadale (C)	0-4	1313
Armadale (C)	5-14	9819
Armadale (C)	15-19	3300
Armadale (C)	20-24	1304
Armadale (C)	25+	2722
Ashburton (S)	0-4	134
Ashburton (S)	5-14	914
Ashburton (S)	15-19	134
Ashburton (S)	20-24	37
Ashburton (S)	25+	390
Augusta-Margaret River (S)	0-4	185
Augusta-Margaret River (S)	5-14	1813
Augusta-Margaret River (S)	15-19	467
Augusta-Margaret River (S)	20-24	65
Augusta-Margaret River (S)	25+	389
Bassendean (T)	0-4	162
Bassendean (T)	5-14	1595
Bassendean (T)	15-19	606
Bassendean (T)	20-24	286
Bassendean (T)	25+	555
Bayswater (C)	0-4	747
Bayswater (C)	5-14	5907
Bayswater (C)	15-19	2433
Bayswater (C)	20-24	1704
Bayswater (C)	25+	3001
Belmont (C)	0-4	413
Belmont (C)	5-14	3312
Belmont (C)	15-19	1217
Belmont (C)	20-24	1162
Belmont (C)	25+	1942
Beverley (S)	0-4	12
Beverley (S)	5-14	172
Beverley (S)	15-19	30
Beverley (S)	20-24	5
Beverley (S)	25+	26
Boddington (S)	0-4	25
Boddington (S)	5-14	241
Boddington (S)	15-19	42
Boddington (S)	20-24	11
Boddington (S)	25+	36
Boyup Brook (S)	0-4	27
Boyup Brook (S)	5-14	208
Boyup Brook (S)	15-19	37
Boyup Brook (S)	20-24	5
Boyup Brook (S)	25+	21
Bridgetown-Greenbushes (S)	0-4	54
Bridgetown-Greenbushes (S)	5-14	540
Bridgetown-Greenbushes (S)	15-19	152
Bridgetown-Greenbushes (S)	20-24	21
Bridgetown-Greenbushes (S)	25+	82
Brookton (S)	0-4	11
Brookton (S)	5-14	85
Brookton (S)	15-19	22
Brookton (S)	25+	15
Broome (S)	0-4	216
Broome (S)	5-14	2128
Broome (S)	15-19	469
Broome (S)	20-24	85
Broome (S)	25+	534
Broomehill-Tambellup (S)	0-4	19
Broomehill-Tambellup (S)	5-14	138
Broomehill-Tambellup (S)	15-19	21
Broomehill-Tambellup (S)	20-24	6
Broomehill-Tambellup (S)	25+	14
Bruce Rock (S)	0-4	10
Bruce Rock (S)	5-14	117
Bruce Rock (S)	15-19	18
Bruce Rock (S)	20-24	3
Bruce Rock (S)	25+	15
Bunbury (C)	0-4	351
Bunbury (C)	5-14	3320
Bunbury (C)	15-19	1115
Bunbury (C)	20-24	260
Bunbury (C)	25+	788
Busselton (C)	0-4	455
Busselton (C)	5-14	4762
Busselton (C)	15-19	1488
Busselton (C)	20-24	214
Busselton (C)	25+	850
Cambridge (T)	0-4	423
Cambridge (T)	5-14	3940
Cambridge (T)	15-19	1523
Cambridge (T)	20-24	829
Cambridge (T)	25+	938
Canning (C)	0-4	970
Canning (C)	5-14	10065
Canning (C)	15-19	5274
Canning (C)	20-24	4583
Canning (C)	25+	4912
Capel (S)	0-4	227
Capel (S)	5-14	2727
Capel (S)	15-19	1058
Capel (S)	20-24	155
Capel (S)	25+	467
Carnamah (S)	0-4	7
Carnamah (S)	5-14	63
Carnamah (S)	15-19	10
Carnamah (S)	25+	4
Carnarvon (S)	0-4	53
Carnarvon (S)	5-14	605
Carnarvon (S)	15-19	101
Carnarvon (S)	20-24	24
Carnarvon (S)	25+	90
Chapman Valley (S)	0-4	18
Chapman Valley (S)	5-14	197
Chapman Valley (S)	15-19	54
Chapman Valley (S)	20-24	3
Chapman Valley (S)	25+	33
Chittering (S)	0-4	70
Chittering (S)	5-14	686
Chittering (S)	15-19	288
Chittering (S)	20-24	58
Chittering (S)	25+	88
Claremont (T)	0-4	100
Claremont (T)	5-14	1120
Claremont (T)	15-19	715
Claremont (T)	20-24	390
Claremont (T)	25+	385
Cockburn (C)	0-4	1549
Cockburn (C)	5-14	12383
Cockburn (C)	15-19	4779
Cockburn (C)	20-24	2327
Cockburn (C)	25+	3695
Collie (S)	0-4	104
Collie (S)	5-14	1002
Collie (S)	15-19	332
Collie (S)	20-24	42
Collie (S)	25+	137
Coolgardie (S)	0-4	42
Coolgardie (S)	5-14	449
Coolgardie (S)	15-19	136
Coolgardie (S)	20-24	20
Coolgardie (S)	25+	88
Coorow (S)	0-4	5
Coorow (S)	5-14	88
Coorow (S)	15-19	19
Coorow (S)	20-24	7
Coorow (S)	25+	6
Corrigin (S)	0-4	8
Corrigin (S)	5-14	123
Corrigin (S)	15-19	27
Corrigin (S)	20-24	3
Corrigin (S)	25+	18
Cottesloe (T)	0-4	85
Cottesloe (T)	5-14	940
Cottesloe (T)	15-19	403
Cottesloe (T)	20-24	203
Cottesloe (T)	25+	262
Cranbrook (S)	0-4	14
Cranbrook (S)	5-14	124
Cranbrook (S)	15-19	15
Cranbrook (S)	20-24	4
Cranbrook (S)	25+	13
Cuballing (S)	0-4	11
Cuballing (S)	5-14	93
Cuballing (S)	15-19	20
Cuballing (S)	20-24	3
Cuballing (S)	25+	12
Cue (S)	5-14	11
Cue (S)	25+	3
Cunderdin (S)	0-4	19
Cunderdin (S)	5-14	179
Cunderdin (S)	15-19	125
Cunderdin (S)	20-24	6
Cunderdin (S)	25+	26
Dalwallinu (S)	0-4	11
Dalwallinu (S)	5-14	166
Dalwallinu (S)	15-19	31
Dalwallinu (S)	20-24	7
Dalwallinu (S)	25+	27
Dandaragan (S)	0-4	38
Dandaragan (S)	5-14	282
Dandaragan (S)	15-19	71
Dandaragan (S)	20-24	8
Dandaragan (S)	25+	39
Dardanup (S)	0-4	203
Dardanup (S)	5-14	1801
Dardanup (S)	15-19	616
Dardanup (S)	20-24	98
Dardanup (S)	25+	329
Denmark (S)	0-4	51
Denmark (S)	5-14	637
Denmark (S)	15-19	271
Denmark (S)	20-24	22
Denmark (S)	25+	111
Derby-West Kimberley (S)	0-4	120
Derby-West Kimberley (S)	5-14	1038
Derby-West Kimberley (S)	15-19	183
Derby-West Kimberley (S)	20-24	33
Derby-West Kimberley (S)	25+	145
Donnybrook-Balingup (S)	0-4	55
Donnybrook-Balingup (S)	5-14	646
Donnybrook-Balingup (S)	15-19	205
Donnybrook-Balingup (S)	20-24	26
Donnybrook-Balingup (S)	25+	98
Dowerin (S)	0-4	15
Dowerin (S)	5-14	79
Dowerin (S)	15-19	11
Dowerin (S)	20-24	3
Dowerin (S)	25+	6
Dumbleyung (S)	0-4	14
Dumbleyung (S)	5-14	59
Dumbleyung (S)	15-19	5
Dumbleyung (S)	20-24	3
Dumbleyung (S)	25+	5
Dundas (S)	0-4	3
Dundas (S)	5-14	76
Dundas (S)	15-19	9
Dundas (S)	20-24	4
Dundas (S)	25+	8
East Fremantle (T)	0-4	102
East Fremantle (T)	5-14	937
East Fremantle (T)	15-19	376
East Fremantle (T)	20-24	202
East Fremantle (T)	25+	251
East Pilbara (S)	0-4	92
East Pilbara (S)	5-14	860
East Pilbara (S)	15-19	172
East Pilbara (S)	20-24	46
East Pilbara (S)	25+	294
Esperance (S)	0-4	152
Esperance (S)	5-14	1747
Esperance (S)	15-19	610
Esperance (S)	20-24	71
Esperance (S)	25+	227
Exmouth (S)	0-4	31
Exmouth (S)	5-14	312
Exmouth (S)	15-19	81
Exmouth (S)	20-24	6
Exmouth (S)	25+	57
Fremantle (C)	0-4	269
Fremantle (C)	5-14	2380
Fremantle (C)	15-19	1014
Fremantle (C)	20-24	636
Fremantle (C)	25+	1478
Gingin (S)	0-4	48
Gingin (S)	5-14	536
Gingin (S)	15-19	160
Gingin (S)	20-24	30
Gingin (S)	25+	75
Gnowangerup (S)	0-4	10
Gnowangerup (S)	5-14	143
Gnowangerup (S)	15-19	21
Gnowangerup (S)	20-24	4
Gnowangerup (S)	25+	25
Goomalling (S)	0-4	17
Goomalling (S)	5-14	117
Goomalling (S)	15-19	17
Goomalling (S)	20-24	8
Goomalling (S)	25+	16
Gosnells (C)	0-4	1678
Gosnells (C)	5-14	14626
Gosnells (C)	15-19	5761
Gosnells (C)	20-24	2814
Gosnells (C)	25+	4327
Greater Geraldton (C)	0-4	463
Greater Geraldton (C)	5-14	4910
Greater Geraldton (C)	15-19	1663
Greater Geraldton (C)	20-24	282
Greater Geraldton (C)	25+	924
Halls Creek (S)	0-4	35
Halls Creek (S)	5-14	396
Halls Creek (S)	15-19	65
Halls Creek (S)	20-24	7
Halls Creek (S)	25+	35
Harvey (S)	0-4	342
Harvey (S)	5-14	3726
Harvey (S)	15-19	1211
Harvey (S)	20-24	168
Harvey (S)	25+	611
Irwin (S)	0-4	33
Irwin (S)	5-14	400
Irwin (S)	15-19	126
Irwin (S)	20-24	13
Irwin (S)	25+	64
Jerramungup (S)	0-4	9
Jerramungup (S)	5-14	127
Jerramungup (S)	15-19	11
Jerramungup (S)	20-24	6
Jerramungup (S)	25+	8
Joondalup (C)	0-4	2113
Joondalup (C)	5-14	19747
Joondalup (C)	15-19	8637
Joondalup (C)	20-24	4047
Joondalup (C)	25+	4729
Kalamunda (S)	0-4	728
Kalamunda (S)	5-14	7162
Kalamunda (S)	15-19	2915
Kalamunda (S)	20-24	960
Kalamunda (S)	25+	1520
Kalgoorlie/Boulder (C)	0-4	468
Kalgoorlie/Boulder (C)	5-14	3837
Kalgoorlie/Boulder (C)	15-19	1064
Kalgoorlie/Boulder (C)	20-24	274
Kalgoorlie/Boulder (C)	25+	909
Karratha (C)	0-4	394
Karratha (C)	5-14	2830
Karratha (C)	15-19	650
Karratha (C)	20-24	103
Karratha (C)	25+	567
Katanning (S)	0-4	49
Katanning (S)	5-14	472
Katanning (S)	15-19	123
Katanning (S)	20-24	24
Katanning (S)	25+	86
Kellerberrin (S)	0-4	6
Kellerberrin (S)	5-14	149
Kellerberrin (S)	15-19	36
Kellerberrin (S)	20-24	11
Kellerberrin (S)	25+	17
Kent (S)	0-4	5
Kent (S)	5-14	66
Kent (S)	15-19	8
Kent (S)	20-24	4
Kent (S)	25+	3
Kojonup (S)	0-4	24
Kojonup (S)	5-14	234
Kojonup (S)	15-19	30
Kojonup (S)	20-24	6
Kojonup (S)	25+	17
Kondinin (S)	0-4	10
Kondinin (S)	5-14	93
Kondinin (S)	15-19	12
Kondinin (S)	20-24	3
Kondinin (S)	25+	14
Koorda (S)	0-4	3
Koorda (S)	5-14	52
Koorda (S)	15-19	7
Koorda (S)	25+	3
Kulin (S)	0-4	9
Kulin (S)	5-14	83
Kulin (S)	15-19	6
Kulin (S)	20-24	3
Kulin (S)	25+	8
Kwinana (C)	0-4	602
Kwinana (C)	5-14	4716
Kwinana (C)	15-19	1491
Kwinana (C)	20-24	654
Kwinana (C)	25+	1303
Lake Grace (S)	0-4	11
Lake Grace (S)	5-14	155
Lake Grace (S)	15-19	20
Lake Grace (S)	20-24	3
Lake Grace (S)	25+	22
Laverton (S)	0-4	12
Laverton (S)	5-14	85
Laverton (S)	15-19	16
Laverton (S)	20-24	3
Laverton (S)	25+	14
Leonora (S)	0-4	7
Leonora (S)	5-14	103
Leonora (S)	15-19	7
Leonora (S)	20-24	6
Leonora (S)	25+	43
Mandurah (C)	0-4	919
Mandurah (C)	5-14	9086
Mandurah (C)	15-19	3281
Mandurah (C)	20-24	972
Mandurah (C)	25+	1940
Manjimup (S)	0-4	99
Manjimup (S)	5-14	1107
Manjimup (S)	15-19	375
Manjimup (S)	20-24	43
Manjimup (S)	25+	134
Meekatharra (S)	0-4	7
Meekatharra (S)	5-14	77
Meekatharra (S)	15-19	9
Meekatharra (S)	20-24	3
Meekatharra (S)	25+	15
Melville (C)	0-4	1195
Melville (C)	5-14	11232
Melville (C)	15-19	5590
Melville (C)	20-24	3378
Melville (C)	25+	3718
Menzies (S)	0-4	3
Menzies (S)	5-14	30
Menzies (S)	15-19	7
Menzies (S)	25+	11
Merredin (S)	0-4	43
Merredin (S)	5-14	406
Merredin (S)	15-19	131
Merredin (S)	20-24	93
Merredin (S)	25+	45
Mingenew (S)	0-4	3
Mingenew (S)	5-14	46
Mingenew (S)	15-19	8
Mingenew (S)	25+	12
Moora (S)	0-4	27
Moora (S)	5-14	299
Moora (S)	15-19	78
Moora (S)	20-24	20
Moora (S)	25+	33
Morawa (S)	0-4	5
Morawa (S)	5-14	102
Morawa (S)	15-19	53
Morawa (S)	20-24	4
Morawa (S)	25+	9
Mosman Park (T)	0-4	99
Mosman Park (T)	5-14	1065
Mosman Park (T)	15-19	577
Mosman Park (T)	20-24	286
Mosman Park (T)	25+	380
Mount Magnet (S)	0-4	3
Mount Magnet (S)	5-14	48
Mount Magnet (S)	15-19	12
Mount Magnet (S)	25+	3
Mount Marshall (S)	0-4	8
Mount Marshall (S)	5-14	56
Mount Marshall (S)	15-19	5
Mount Marshall (S)	25+	10
Mukinbudin (S)	0-4	7
Mukinbudin (S)	5-14	55
Mukinbudin (S)	15-19	3
Mukinbudin (S)	25+	7
Mundaring (S)	0-4	430
Mundaring (S)	5-14	4429
Mundaring (S)	15-19	1835
Mundaring (S)	20-24	518
Mundaring (S)	25+	925
Murchison (S)	0-4	3
Murchison (S)	5-14	17
Murchison (S)	15-19	3
Murchison (S)	25+	3
Murray (S)	0-4	192
Murray (S)	5-14	1979
Murray (S)	15-19	661
Murray (S)	20-24	155
Murray (S)	25+	320
Nannup (S)	5-14	121
Nannup (S)	15-19	26
Nannup (S)	20-24	3
Nannup (S)	25+	18
Narembeen (S)	0-4	8
Narembeen (S)	5-14	76
Narembeen (S)	15-19	12
Narembeen (S)	25+	9
Narrogin (S)	0-4	58
Narrogin (S)	5-14	627
Narrogin (S)	15-19	250
Narrogin (S)	20-24	18
Narrogin (S)	25+	108
Nedlands (C)	0-4	298
Nedlands (C)	5-14	3038
Nedlands (C)	15-19	1399
Nedlands (C)	20-24	995
Nedlands (C)	25+	807
Ngaanyatjarraku (S)	0-4	25
Ngaanyatjarraku (S)	5-14	210
Ngaanyatjarraku (S)	15-19	29
Ngaanyatjarraku (S)	20-24	4
Ngaanyatjarraku (S)	25+	12
Northam (S)	0-4	124
Northam (S)	5-14	1239
Northam (S)	15-19	377
Northam (S)	20-24	60
Northam (S)	25+	248
Northampton (S)	0-4	33
Northampton (S)	5-14	326
Northampton (S)	15-19	85
Northampton (S)	20-24	10
Northampton (S)	25+	43
Nungarin (S)	0-4	3
Nungarin (S)	5-14	25
Nungarin (S)	15-19	8
Nungarin (S)	20-24	6
Nungarin (S)	25+	3
Peppermint Grove (S)	0-4	12
Peppermint Grove (S)	5-14	250
Peppermint Grove (S)	15-19	193
Peppermint Grove (S)	20-24	61
Peppermint Grove (S)	25+	50
Perenjori (S)	0-4	7
Perenjori (S)	5-14	49
Perenjori (S)	15-19	6
Perenjori (S)	20-24	5
Perenjori (S)	25+	11
Perth (C)	0-4	73
Perth (C)	5-14	375
Perth (C)	15-19	707
Perth (C)	20-24	1435
Perth (C)	25+	1946
Pingelly (S)	0-4	11
Pingelly (S)	5-14	117
Pingelly (S)	15-19	24
Pingelly (S)	20-24	3
Pingelly (S)	25+	13
Plantagenet (S)	0-4	52
Plantagenet (S)	5-14	549
Plantagenet (S)	15-19	176
Plantagenet (S)	20-24	21
Plantagenet (S)	25+	80
Port Hedland (T)	0-4	201
Port Hedland (T)	5-14	1647
Port Hedland (T)	15-19	378
Port Hedland (T)	20-24	87
Port Hedland (T)	25+	462
Quairading (S)	0-4	8
Quairading (S)	5-14	98
Quairading (S)	15-19	14
Quairading (S)	25+	12
Ravensthorpe (S)	0-4	10
Ravensthorpe (S)	5-14	174
Ravensthorpe (S)	15-19	19
Ravensthorpe (S)	20-24	4
Ravensthorpe (S)	25+	23
Rockingham (C)	0-4	1829
Rockingham (C)	5-14	16901
Rockingham (C)	15-19	5629
Rockingham (C)	20-24	1710
Rockingham (C)	25+	3437
Serpentine-Jarrahdale (S)	0-4	431
Serpentine-Jarrahdale (S)	5-14	3678
Serpentine-Jarrahdale (S)	15-19	1139
Serpentine-Jarrahdale (S)	20-24	320
Serpentine-Jarrahdale (S)	25+	641
Shark Bay (S)	0-4	14
Shark Bay (S)	5-14	86
Shark Bay (S)	15-19	6
Shark Bay (S)	20-24	4
Shark Bay (S)	25+	13
South Perth (C)	0-4	426
South Perth (C)	5-14	3830
South Perth (C)	15-19	2240
South Perth (C)	20-24	2073
South Perth (C)	25+	2316
Stirling (C)	0-4	2603
Stirling (C)	5-14	20595
Stirling (C)	15-19	8761
Stirling (C)	20-24	5766
Stirling (C)	25+	9978
Subiaco (C)	0-4	234
Subiaco (C)	5-14	1723
Subiaco (C)	15-19	934
Subiaco (C)	20-24	1230
Subiaco (C)	25+	1414
Swan (C)	0-4	1854
Swan (C)	5-14	17207
Swan (C)	15-19	6510
Swan (C)	20-24	2495
Swan (C)	25+	4266
Tammin (S)	0-4	3
Tammin (S)	5-14	53
Tammin (S)	15-19	4
Tammin (S)	20-24	3
Tammin (S)	25+	7
Three Springs (S)	0-4	8
Three Springs (S)	5-14	82
Three Springs (S)	15-19	8
Three Springs (S)	20-24	3
Three Springs (S)	25+	5
Toodyay (S)	0-4	40
Toodyay (S)	5-14	390
Toodyay (S)	15-19	142
Toodyay (S)	20-24	23
Toodyay (S)	25+	87
Trayning (S)	5-14	31
Trayning (S)	15-19	3
Trayning (S)	20-24	3
Upper Gascoyne (S)	0-4	9
Upper Gascoyne (S)	5-14	38
Upper Gascoyne (S)	15-19	9
Upper Gascoyne (S)	25+	5
Victoria Park (T)	0-4	364
Victoria Park (T)	5-14	2451
Victoria Park (T)	15-19	1260
Victoria Park (T)	20-24	1650
Victoria Park (T)	25+	2317
Victoria Plains (S)	0-4	13
Victoria Plains (S)	5-14	98
Victoria Plains (S)	15-19	26
Victoria Plains (S)	25+	17
Vincent (C)	0-4	375
Vincent (C)	5-14	2683
Vincent (C)	15-19	937
Vincent (C)	20-24	1055
Vincent (C)	25+	2166
Wagin (S)	0-4	20
Wagin (S)	5-14	206
Wagin (S)	15-19	50
Wagin (S)	20-24	7
Wagin (S)	25+	23
Wandering (S)	0-4	3
Wandering (S)	5-14	52
Wandering (S)	15-19	3
Wandering (S)	20-24	3
Wandering (S)	25+	3
Wanneroo (C)	0-4	2980
Wanneroo (C)	5-14	25867
Wanneroo (C)	15-19	9885
Wanneroo (C)	20-24	3837
Wanneroo (C)	25+	5984
Waroona (S)	0-4	36
Waroona (S)	5-14	467
Waroona (S)	15-19	153
Waroona (S)	20-24	29
Waroona (S)	25+	56
West Arthur (S)	0-4	11
West Arthur (S)	5-14	88
West Arthur (S)	15-19	16
West Arthur (S)	25+	9
Westonia (S)	5-14	30
Westonia (S)	15-19	3
Westonia (S)	25+	6
Wickepin (S)	0-4	8
Wickepin (S)	5-14	80
Wickepin (S)	15-19	15
Wickepin (S)	25+	13
Williams (S)	0-4	10
Williams (S)	5-14	107
Williams (S)	15-19	9
Williams (S)	25+	22
Wiluna (S)	0-4	6
Wiluna (S)	5-14	45
Wiluna (S)	15-19	13
Wiluna (S)	20-24	7
Wiluna (S)	25+	15
Wongan-Ballidu (S)	0-4	13
Wongan-Ballidu (S)	5-14	175
Wongan-Ballidu (S)	15-19	23
Wongan-Ballidu (S)	20-24	3
Wongan-Ballidu (S)	25+	31
Woodanilling (S)	0-4	12
Woodanilling (S)	5-14	50
Woodanilling (S)	15-19	6
Woodanilling (S)	20-24	4
Wyalkatchem (S)	0-4	3
Wyalkatchem (S)	5-14	43
Wyalkatchem (S)	15-19	4
Wyalkatchem (S)	25+	9
Wyndham-East Kimberley (S)	0-4	99
Wyndham-East Kimberley (S)	5-14	825
Wyndham-East Kimberley (S)	15-19	170
Wyndham-East Kimberley (S)	20-24	44
Wyndham-East Kimberley (S)	25+	203
Yalgoo (S)	5-14	13
Yalgoo (S)	15-19	7
Yalgoo (S)	25+	7
Yilgarn (S)	0-4	10
Yilgarn (S)	5-14	86
Yilgarn (S)	15-19	17
Yilgarn (S)	20-24	3
Yilgarn (S)	25+	9
York (S)	0-4	43
York (S)	5-14	354
York (S)	15-19	104
York (S)	20-24	11
York (S)	25+	54
No usual address (WA)	0-4	17
No usual address (WA)	5-14	186
No usual address (WA)	15-19	53
No usual address (WA)	20-24	67
No usual address (WA)	25+	145
Migratory - Offshore - Shipping (WA)	25+	12
Break O'Day (M)	0-4	30
Break O'Day (M)	5-14	533
Break O'Day (M)	15-19	177
Break O'Day (M)	20-24	18
Break O'Day (M)	25+	124
Brighton (M)	0-4	174
Brighton (M)	5-14	2243
Brighton (M)	15-19	781
Brighton (M)	20-24	151
Brighton (M)	25+	317
Burnie (C)	0-4	138
Burnie (C)	5-14	2141
Burnie (C)	15-19	965
Burnie (C)	20-24	224
Burnie (C)	25+	533
Central Coast (M) (Tas.)	0-4	174
Central Coast (M) (Tas.)	5-14	2298
Central Coast (M) (Tas.)	15-19	878
Central Coast (M) (Tas.)	20-24	181
Central Coast (M) (Tas.)	25+	461
Central Highlands (M) (Tas.)	0-4	19
Central Highlands (M) (Tas.)	5-14	205
Central Highlands (M) (Tas.)	15-19	47
Central Highlands (M) (Tas.)	20-24	11
Central Highlands (M) (Tas.)	25+	31
Circular Head (M)	0-4	78
Circular Head (M)	5-14	997
Circular Head (M)	15-19	297
Circular Head (M)	20-24	60
Circular Head (M)	25+	119
Clarence (C)	0-4	518
Clarence (C)	5-14	6259
Clarence (C)	15-19	2398
Clarence (C)	20-24	848
Clarence (C)	25+	1704
Derwent Valley (M)	0-4	78
Derwent Valley (M)	5-14	1191
Derwent Valley (M)	15-19	403
Derwent Valley (M)	20-24	74
Derwent Valley (M)	25+	192
Devonport (C)	0-4	225
Devonport (C)	5-14	2821
Devonport (C)	15-19	1084
Devonport (C)	20-24	218
Devonport (C)	25+	611
Dorset (M)	0-4	44
Dorset (M)	5-14	726
Dorset (M)	15-19	239
Dorset (M)	20-24	42
Dorset (M)	25+	116
Flinders (M) (Tas.)	0-4	3
Flinders (M) (Tas.)	5-14	65
Flinders (M) (Tas.)	15-19	17
Flinders (M) (Tas.)	20-24	5
Flinders (M) (Tas.)	25+	14
George Town (M)	0-4	40
George Town (M)	5-14	770
George Town (M)	15-19	245
George Town (M)	20-24	56
George Town (M)	25+	116
Glamorgan/Spring Bay (M)	0-4	31
Glamorgan/Spring Bay (M)	5-14	324
Glamorgan/Spring Bay (M)	15-19	75
Glamorgan/Spring Bay (M)	20-24	9
Glamorgan/Spring Bay (M)	25+	55
Glenorchy (C)	0-4	398
Glenorchy (C)	5-14	5073
Glenorchy (C)	15-19	2063
Glenorchy (C)	20-24	727
Glenorchy (C)	25+	1621
Hobart (C)	0-4	425
Hobart (C)	5-14	4673
Hobart (C)	15-19	2491
Hobart (C)	20-24	2725
Hobart (C)	25+	3529
Huon Valley (M)	0-4	116
Huon Valley (M)	5-14	1800
Huon Valley (M)	15-19	657
Huon Valley (M)	20-24	127
Huon Valley (M)	25+	450
Kentish (M)	0-4	39
Kentish (M)	5-14	659
Kentish (M)	15-19	261
Kentish (M)	20-24	40
Kentish (M)	25+	143
King Island (M)	0-4	9
King Island (M)	5-14	134
King Island (M)	15-19	22
King Island (M)	20-24	12
King Island (M)	25+	24
Kingborough (M)	0-4	344
Kingborough (M)	5-14	4647
Kingborough (M)	15-19	1741
Kingborough (M)	20-24	618
Kingborough (M)	25+	1352
Latrobe (M) (Tas.)	0-4	84
Latrobe (M) (Tas.)	5-14	1136
Latrobe (M) (Tas.)	15-19	379
Latrobe (M) (Tas.)	20-24	69
Latrobe (M) (Tas.)	25+	223
Launceston (C)	0-4	625
Launceston (C)	5-14	7069
Launceston (C)	15-19	3062
Launceston (C)	20-24	1801
Launceston (C)	25+	2565
Meander Valley (M)	0-4	176
Meander Valley (M)	5-14	2119
Meander Valley (M)	15-19	854
Meander Valley (M)	20-24	188
Meander Valley (M)	25+	444
Northern Midlands (M)	0-4	131
Northern Midlands (M)	5-14	1337
Northern Midlands (M)	15-19	489
Northern Midlands (M)	20-24	103
Northern Midlands (M)	25+	233
Sorell (M)	0-4	133
Sorell (M)	5-14	1607
Sorell (M)	15-19	568
Sorell (M)	20-24	164
Sorell (M)	25+	349
Southern Midlands (M)	0-4	42
Southern Midlands (M)	5-14	728
Southern Midlands (M)	15-19	274
Southern Midlands (M)	20-24	37
Southern Midlands (M)	25+	113
Tasman (M)	0-4	9
Tasman (M)	5-14	210
Tasman (M)	15-19	47
Tasman (M)	20-24	6
Tasman (M)	25+	30
Waratah/Wynyard (M)	0-4	115
Waratah/Wynyard (M)	5-14	1460
Waratah/Wynyard (M)	15-19	552
Waratah/Wynyard (M)	20-24	94
Waratah/Wynyard (M)	25+	290
West Coast (M)	0-4	49
West Coast (M)	5-14	441
West Coast (M)	15-19	101
West Coast (M)	20-24	19
West Coast (M)	25+	87
West Tamar (M)	0-4	205
West Tamar (M)	5-14	2622
West Tamar (M)	15-19	1125
West Tamar (M)	20-24	289
West Tamar (M)	25+	754
No usual address (Tas.)	0-4	11
No usual address (Tas.)	5-14	33
No usual address (Tas.)	15-19	28
No usual address (Tas.)	20-24	9
No usual address (Tas.)	25+	28
Migratory - Offshore - Shipping (Tas.)	20-24	3
Migratory - Offshore - Shipping (Tas.)	25+	3
Alice Springs (T)	0-4	328
Alice Springs (T)	5-14	2896
Alice Springs (T)	15-19	877
Alice Springs (T)	20-24	206
Alice Springs (T)	25+	1211
Barkly (R)	0-4	140
Barkly (R)	5-14	1009
Barkly (R)	15-19	142
Barkly (R)	20-24	23
Barkly (R)	25+	133
Belyuen (S)	5-14	10
