POA_CODE_2016	EduInstitutionType	Sex	students
POA3032	Pre-school	F	198
POA3032	Pre-school	M	245
POA3032	Secondary	F	680
POA3032	Secondary	M	685
POA3032	Technical or Further Educational Institution	F	280
POA3032	Technical or Further Educational Institution	M	240
POA3032	University or other tertiary	F	1460
POA3032	University or other tertiary	M	1367
POA3033		F	560
POA3033		M	445
POA3033	Infants/Primary	F	535
POA3033	Infants/Primary	M	592
POA3033	Pre-school	F	100
POA3033	Pre-school	M	109
POA3033	Secondary	F	424
POA3033	Secondary	M	454
POA3033	Technical or Further Educational Institution	F	74
POA3033	Technical or Further Educational Institution	M	98
POA3033	University or other tertiary	F	363
POA3033	University or other tertiary	M	257
POA3034		F	438
POA3034		M	416
POA3034	Infants/Primary	F	352
POA3034	Infants/Primary	M	391
POA3034	Pre-school	F	75
POA3034	Pre-school	M	89
POA3034	Secondary	F	290
POA3034	Secondary	M	316
POA3034	Technical or Further Educational Institution	F	67
POA3034	Technical or Further Educational Institution	M	69
POA3034	University or other tertiary	F	255
POA3034	University or other tertiary	M	216
POA3036		F	170
POA3036		M	160
POA3036	Infants/Primary	F	209
POA3036	Infants/Primary	M	262
POA3036	Pre-school	F	37
POA3036	Pre-school	M	42
POA3036	Secondary	F	243
POA3036	Secondary	M	227
POA3036	Technical or Further Educational Institution	F	21
POA3036	Technical or Further Educational Institution	M	33
POA3036	University or other tertiary	F	158
POA3036	University or other tertiary	M	141
POA3037		F	1837
POA3037		M	1618
POA3037	Infants/Primary	F	2718
POA3037	Infants/Primary	M	2752
POA3037	Pre-school	F	468
POA3037	Pre-school	M	475
POA3037	Secondary	F	2127
POA3037	Secondary	M	2112
POA3037	Technical or Further Educational Institution	F	362
POA3037	Technical or Further Educational Institution	M	424
POA3037	University or other tertiary	F	1351
POA3037	University or other tertiary	M	1034
POA3038		F	837
POA3038		M	793
POA3038	Infants/Primary	F	948
POA3038	Infants/Primary	M	1008
POA3038	Pre-school	F	149
POA3038	Pre-school	M	161
POA3038	Secondary	F	1050
POA3038	Secondary	M	1049
POA3038	Technical or Further Educational Institution	F	172
POA3038	Technical or Further Educational Institution	M	222
POA3038	University or other tertiary	F	792
POA3038	University or other tertiary	M	719
POA3039		F	493
POA3039		M	422
POA3039	Infants/Primary	F	488
POA3039	Infants/Primary	M	525
POA3039	Pre-school	F	115
POA3039	Pre-school	M	110
POA3039	Secondary	F	415
POA3039	Secondary	M	343
POA3039	Technical or Further Educational Institution	F	91
POA3039	Technical or Further Educational Institution	M	108
POA3039	University or other tertiary	F	544
POA3039	University or other tertiary	M	515
POA3040		F	907
POA3040		M	799
POA3040	Infants/Primary	F	968
POA3040	Infants/Primary	M	999
POA3040	Pre-school	F	170
POA3040	Pre-school	M	192
POA3040	Secondary	F	923
POA3040	Secondary	M	929
POA3040	Technical or Further Educational Institution	F	158
POA3040	Technical or Further Educational Institution	M	169
POA3040	University or other tertiary	F	1027
POA3040	University or other tertiary	M	831
POA3041		F	471
POA3041		M	372
POA3041	Infants/Primary	F	529
POA3041	Infants/Primary	M	583
POA3041	Pre-school	F	80
POA3041	Pre-school	M	103
POA3041	Secondary	F	454
POA3041	Secondary	M	496
POA3041	Technical or Further Educational Institution	F	71
POA3041	Technical or Further Educational Institution	M	89
POA3041	University or other tertiary	F	392
POA3041	University or other tertiary	M	301
POA3042		F	543
POA3042		M	487
POA3042	Infants/Primary	F	540
POA3042	Infants/Primary	M	621
POA3042	Pre-school	F	132
POA3042	Pre-school	M	111
POA3042	Secondary	F	422
POA3042	Secondary	M	420
POA3042	Technical or Further Educational Institution	F	54
POA3042	Technical or Further Educational Institution	M	82
POA3042	University or other tertiary	F	343
POA3042	University or other tertiary	M	272
POA3043		F	692
POA3043		M	670
POA3043	Infants/Primary	F	586
POA3043	Infants/Primary	M	625
POA3043	Pre-school	F	126
POA3043	Pre-school	M	116
POA3043	Secondary	F	449
POA3043	Secondary	M	473
POA3043	Technical or Further Educational Institution	F	129
POA3043	Technical or Further Educational Institution	M	156
POA3043	University or other tertiary	F	389
POA3043	University or other tertiary	M	253
POA3044		F	1032
POA3044		M	1005
POA3044	Infants/Primary	F	979
POA3044	Infants/Primary	M	1112
POA3044	Pre-school	F	237
POA3044	Pre-school	M	255
POA3044	Secondary	F	723
POA3044	Secondary	M	803
POA3044	Technical or Further Educational Institution	F	197
POA3044	Technical or Further Educational Institution	M	230
POA3044	University or other tertiary	F	825
POA3044	University or other tertiary	M	705
POA3045		F	29
POA3045		M	39
POA3046		F	1554
POA3046		M	1545
POA3046	Infants/Primary	F	1122
POA3046	Infants/Primary	M	1191
POA3046	Pre-school	F	236
POA3046	Pre-school	M	275
POA3046	Secondary	F	806
POA3046	Secondary	M	882
POA3046	Technical or Further Educational Institution	F	280
POA3046	Technical or Further Educational Institution	M	337
POA3046	University or other tertiary	F	934
POA3046	University or other tertiary	M	923
POA3047		F	1482
POA3047		M	1530
POA3047	Infants/Primary	F	856
POA3047	Infants/Primary	M	895
POA3047	Pre-school	F	119
POA3047	Pre-school	M	143
POA3047	Secondary	F	684
POA3047	Secondary	M	662
POA3047	Technical or Further Educational Institution	F	296
POA3047	Technical or Further Educational Institution	M	295
POA3047	University or other tertiary	F	458
POA3047	University or other tertiary	M	559
POA3048		F	1017
POA3048		M	939
POA3048	Infants/Primary	F	794
POA3048	Infants/Primary	M	829
POA3048	Pre-school	F	113
POA3048	Pre-school	M	115
POA3048	Secondary	F	701
POA3048	Secondary	M	722
POA3048	Technical or Further Educational Institution	F	251
POA3048	Technical or Further Educational Institution	M	204
POA3048	University or other tertiary	F	455
POA3048	University or other tertiary	M	370
POA3049		F	352
POA3049		M	278
POA3049	Infants/Primary	F	363
POA3049	Infants/Primary	M	363
POA3049	Pre-school	F	56
POA3049	Pre-school	M	64
POA3049	Secondary	F	333
POA3049	Secondary	M	294
POA3049	Technical or Further Educational Institution	F	76
POA3049	Technical or Further Educational Institution	M	89
POA3049	University or other tertiary	F	234
POA3049	University or other tertiary	M	153
POA3050		F	19
POA3050		M	24
POA3051		F	1091
POA3051		M	1024
POA3051	Infants/Primary	F	307
POA3051	Infants/Primary	M	290
POA3051	Pre-school	F	56
POA3051	Pre-school	M	55
POA3051	Secondary	F	187
POA3051	Secondary	M	245
POA3051	Technical or Further Educational Institution	F	211
POA3051	Technical or Further Educational Institution	M	139
POA3051	University or other tertiary	F	1998
POA3051	University or other tertiary	M	1593
POA3052		F	514
POA3052		M	334
POA3052	Infants/Primary	F	69
POA3052	Infants/Primary	M	80
POA3052	Pre-school	F	13
POA3052	Pre-school	M	24
POA3052	Secondary	F	57
POA3052	Secondary	M	54
POA3052	Technical or Further Educational Institution	F	31
POA3052	Technical or Further Educational Institution	M	36
POA3052	University or other tertiary	F	748
POA3052	University or other tertiary	M	726
POA3053		F	1219
POA3053		M	1054
POA3053	Infants/Primary	F	191
POA3053	Infants/Primary	M	211
POA3053	Pre-school	F	33
POA3053	Pre-school	M	35
POA3053	Secondary	F	194
POA3053	Secondary	M	195
POA3053	Technical or Further Educational Institution	F	256
POA3053	Technical or Further Educational Institution	M	215
POA3053	University or other tertiary	F	4497
POA3053	University or other tertiary	M	3361
POA3054		F	331
POA3054		M	291
POA3054	Infants/Primary	F	177
POA3054	Infants/Primary	M	198
POA3054	Pre-school	F	48
POA3054	Pre-school	M	46
POA3054	Secondary	F	127
POA3054	Secondary	M	142
POA3054	Technical or Further Educational Institution	F	49
POA3054	Technical or Further Educational Institution	M	48
POA3054	University or other tertiary	F	673
POA3054	University or other tertiary	M	484
POA3055		F	550
POA3055		M	493
POA3055	Infants/Primary	F	364
POA3055	Infants/Primary	M	392
POA3055	Pre-school	F	103
POA3055	Pre-school	M	108
POA3055	Secondary	F	249
POA3055	Secondary	M	246
POA3055	Technical or Further Educational Institution	F	110
POA3055	Technical or Further Educational Institution	M	122
POA3055	University or other tertiary	F	910
POA3055	University or other tertiary	M	725
POA3056		F	933
POA3056		M	887
POA3056	Infants/Primary	F	524
POA3056	Infants/Primary	M	518
POA3056	Pre-school	F	126
POA3056	Pre-school	M	161
POA3056	Secondary	F	305
POA3056	Secondary	M	320
POA3056	Technical or Further Educational Institution	F	224
POA3056	Technical or Further Educational Institution	M	231
POA3056	University or other tertiary	F	1796
POA3056	University or other tertiary	M	1405
POA3057		F	459
POA3057		M	430
POA3057	Infants/Primary	F	267
POA3057	Infants/Primary	M	256
POA3057	Pre-school	F	51
POA3057	Pre-school	M	54
POA3057	Secondary	F	173
POA3057	Secondary	M	159
POA3057	Technical or Further Educational Institution	F	99
POA3057	Technical or Further Educational Institution	M	97
POA3057	University or other tertiary	F	825
POA3057	University or other tertiary	M	593
POA3058		F	1197
POA3058		M	1059
POA3058	Infants/Primary	F	1138
POA3058	Infants/Primary	M	1159
POA3058	Pre-school	F	285
POA3058	Pre-school	M	305
POA3058	Secondary	F	766
POA3058	Secondary	M	712
POA3058	Technical or Further Educational Institution	F	295
POA3058	Technical or Further Educational Institution	M	316
POA3058	University or other tertiary	F	1598
POA3058	University or other tertiary	M	1219
POA3059		F	400
POA3059		M	384
POA3059	Infants/Primary	F	629
POA3059	Infants/Primary	M	668
POA3059	Pre-school	F	110
POA3059	Pre-school	M	138
POA3059	Secondary	F	667
POA3059	Secondary	M	636
POA3059	Technical or Further Educational Institution	F	95
POA3059	Technical or Further Educational Institution	M	123
POA3059	University or other tertiary	F	485
POA3059	University or other tertiary	M	367
POA3060		F	656
POA3060		M	655
POA3060	Infants/Primary	F	576
POA3060	Infants/Primary	M	612
POA3060	Pre-school	F	111
POA3060	Pre-school	M	128
POA3060	Secondary	F	442
POA3060	Secondary	M	414
POA3060	Technical or Further Educational Institution	F	100
POA3060	Technical or Further Educational Institution	M	150
POA3060	University or other tertiary	F	309
POA3060	University or other tertiary	M	440
POA3061		F	241
POA3061		M	286
POA3061	Infants/Primary	F	235
POA3061	Infants/Primary	M	211
POA3061	Pre-school	F	39
POA3061	Pre-school	M	40
POA3061	Secondary	F	169
POA3061	Secondary	M	156
POA3061	Technical or Further Educational Institution	F	50
POA3061	Technical or Further Educational Institution	M	61
POA3061	University or other tertiary	F	103
POA3061	University or other tertiary	M	95
POA3063		F	16
POA3063		M	17
POA3063	Infants/Primary	F	28
POA3063	Infants/Primary	M	29
POA3063	Secondary	F	36
POA3063	Secondary	M	26
POA3063	Technical or Further Educational Institution	F	6
POA3063	University or other tertiary	F	15
POA3063	University or other tertiary	M	3
POA3064		F	3060
POA3064		M	2680
POA3064	Infants/Primary	F	3856
POA3064	Infants/Primary	M	4114
POA3064	Pre-school	F	711
POA3064	Pre-school	M	762
POA3064	Secondary	F	2956
POA3064	Secondary	M	2891
POA3064	Technical or Further Educational Institution	F	849
POA3064	Technical or Further Educational Institution	M	828
POA3064	University or other tertiary	F	1856
POA3064	University or other tertiary	M	1464
POA3065		F	856
POA3065		M	814
POA3065	Infants/Primary	F	166
POA3065	Infants/Primary	M	202
POA3065	Pre-school	F	56
POA3065	Pre-school	M	49
POA3065	Secondary	F	142
POA3065	Secondary	M	126
POA3065	Technical or Further Educational Institution	F	92
POA3065	Technical or Further Educational Institution	M	61
POA3065	University or other tertiary	F	585
POA3065	University or other tertiary	M	420
POA3066		F	667
POA3066		M	620
POA3066	Infants/Primary	F	148
POA3066	Infants/Primary	M	156
POA3066	Pre-school	F	27
POA3066	Pre-school	M	28
POA3066	Secondary	F	110
POA3066	Secondary	M	97
POA3066	Technical or Further Educational Institution	F	127
POA3066	Technical or Further Educational Institution	M	84
POA3066	University or other tertiary	F	451
POA3066	University or other tertiary	M	349
POA3067		F	436
POA3067		M	436
POA3067	Infants/Primary	F	104
POA3067	Infants/Primary	M	116
POA3067	Pre-school	F	30
POA3067	Pre-school	M	32
POA3067	Secondary	F	87
POA3067	Secondary	M	75
POA3067	Technical or Further Educational Institution	F	98
POA3067	Technical or Further Educational Institution	M	83
POA3067	University or other tertiary	F	457
POA3067	University or other tertiary	M	367
POA3068		F	882
POA3068		M	757
POA3068	Infants/Primary	F	596
POA3068	Infants/Primary	M	612
POA3068	Pre-school	F	129
POA3068	Pre-school	M	146
POA3068	Secondary	F	347
POA3068	Secondary	M	320
POA3068	Technical or Further Educational Institution	F	117
POA3068	Technical or Further Educational Institution	M	118
POA3068	University or other tertiary	F	988
POA3068	University or other tertiary	M	633
POA3070		F	981
POA3070		M	836
POA3070	Infants/Primary	F	914
POA3070	Infants/Primary	M	918
POA3070	Pre-school	F	185
POA3070	Pre-school	M	234
POA3070	Secondary	F	567
POA3070	Secondary	M	605
POA3070	Technical or Further Educational Institution	F	189
POA3070	Technical or Further Educational Institution	M	186
POA3070	University or other tertiary	F	1211
POA3070	University or other tertiary	M	735
POA3071		F	735
POA3071		M	629
POA3071	Infants/Primary	F	634
POA3071	Infants/Primary	M	670
POA3071	Pre-school	F	152
POA3071	Pre-school	M	158
POA3071	Secondary	F	366
POA3071	Secondary	M	404
POA3071	Technical or Further Educational Institution	F	156
POA3071	Technical or Further Educational Institution	M	158
POA3071	University or other tertiary	F	853
POA3071	University or other tertiary	M	602
POA3072		F	1543
POA3072		M	1497
POA3072	Infants/Primary	F	1052
POA3072	Infants/Primary	M	1135
POA3072	Pre-school	F	240
POA3072	Pre-school	M	232
POA3072	Secondary	F	743
POA3072	Secondary	M	745
POA3072	Technical or Further Educational Institution	F	380
POA3072	Technical or Further Educational Institution	M	331
POA3072	University or other tertiary	F	1375
POA3072	University or other tertiary	M	1205
POA3073		F	2547
POA3073		M	2268
POA3073	Infants/Primary	F	1484
POA3073	Infants/Primary	M	1647
POA3073	Pre-school	F	334
POA3073	Pre-school	M	348
POA3073	Secondary	F	1038
POA3073	Secondary	M	1118
POA3073	Technical or Further Educational Institution	F	503
POA3073	Technical or Further Educational Institution	M	475
POA3073	University or other tertiary	F	1553
POA3073	University or other tertiary	M	1500
POA3074		F	867
POA3074		M	827
POA3074	Infants/Primary	F	677
POA3074	Infants/Primary	M	632
POA3074	Pre-school	F	112
POA3074	Pre-school	M	130
POA3074	Secondary	F	505
POA3074	Secondary	M	548
POA3074	Technical or Further Educational Institution	F	206
POA3074	Technical or Further Educational Institution	M	208
POA3074	University or other tertiary	F	482
POA3074	University or other tertiary	M	427
POA3075		F	1017
POA3075		M	893
POA3075	Infants/Primary	F	817
POA3075	Infants/Primary	M	827
POA3075	Pre-school	F	169
POA3075	Pre-school	M	164
POA3075	Secondary	F	653
POA3075	Secondary	M	662
POA3075	Technical or Further Educational Institution	F	204
POA3075	Technical or Further Educational Institution	M	204
POA3075	University or other tertiary	F	518
POA3075	University or other tertiary	M	432
POA3076		F	1262
POA3076		M	1102
POA3076	Infants/Primary	F	1389
POA3076	Infants/Primary	M	1528
POA3076	Pre-school	F	274
POA3076	Pre-school	M	331
POA3076	Secondary	F	944
POA3076	Secondary	M	1010
POA3076	Technical or Further Educational Institution	F	363
POA3076	Technical or Further Educational Institution	M	344
POA3076	University or other tertiary	F	774
POA3076	University or other tertiary	M	624
POA3078		F	430
POA3078		M	408
POA3078	Infants/Primary	F	430
POA3078	Infants/Primary	M	429
POA3078	Pre-school	F	91
POA3078	Pre-school	M	98
POA3078	Secondary	F	320
POA3078	Secondary	M	339
POA3078	Technical or Further Educational Institution	F	100
POA3078	Technical or Further Educational Institution	M	132
POA3078	University or other tertiary	F	593
POA3078	University or other tertiary	M	401
POA3079		F	468
POA3079		M	435
POA3079	Infants/Primary	F	639
POA3079	Infants/Primary	M	616
POA3079	Pre-school	F	120
POA3079	Pre-school	M	127
POA3079	Secondary	F	568
POA3079	Secondary	M	571
POA3079	Technical or Further Educational Institution	F	101
POA3079	Technical or Further Educational Institution	M	89
POA3079	University or other tertiary	F	638
POA3079	University or other tertiary	M	526
POA3081		F	856
POA3081		M	711
POA3081	Infants/Primary	F	459
POA3081	Infants/Primary	M	422
POA3081	Pre-school	F	97
POA3081	Pre-school	M	102
POA3081	Secondary	F	317
POA3081	Secondary	M	354
POA3081	Technical or Further Educational Institution	F	164
POA3081	Technical or Further Educational Institution	M	158
POA3081	University or other tertiary	F	441
POA3081	University or other tertiary	M	408
POA3082		F	966
POA3082		M	825
POA3082	Infants/Primary	F	1075
POA3082	Infants/Primary	M	1154
POA3082	Pre-school	F	170
POA3082	Pre-school	M	215
POA3082	Secondary	F	1023
POA3082	Secondary	M	1066
POA3082	Technical or Further Educational Institution	F	270
POA3082	Technical or Further Educational Institution	M	302
POA3082	University or other tertiary	F	909
POA3082	University or other tertiary	M	744
POA3083		F	1170
POA3083		M	1066
POA3083	Infants/Primary	F	940
POA3083	Infants/Primary	M	1051
POA3083	Pre-school	F	194
POA3083	Pre-school	M	205
POA3083	Secondary	F	827
POA3083	Secondary	M	882
POA3083	Technical or Further Educational Institution	F	296
POA3083	Technical or Further Educational Institution	M	279
POA3083	University or other tertiary	F	2176
POA3083	University or other tertiary	M	2165
POA3084		F	772
POA3084		M	662
POA3084	Infants/Primary	F	1097
POA3084	Infants/Primary	M	1158
POA3084	Pre-school	F	270
POA3084	Pre-school	M	232
POA3084	Secondary	F	792
POA3084	Secondary	M	795
POA3084	Technical or Further Educational Institution	F	149
POA3084	Technical or Further Educational Institution	M	134
POA3084	University or other tertiary	F	859
POA3084	University or other tertiary	M	687
POA3085		F	438
POA3085		M	396
POA3085	Infants/Primary	F	586
POA3085	Infants/Primary	M	604
POA3085	Pre-school	F	141
POA3085	Pre-school	M	148
POA3085	Secondary	F	373
POA3085	Secondary	M	431
POA3085	Technical or Further Educational Institution	F	93
POA3085	Technical or Further Educational Institution	M	97
POA3085	University or other tertiary	F	470
POA3085	University or other tertiary	M	411
POA3086		F	59
POA3086		M	38
POA3086	Infants/Primary	M	3
POA3086	Technical or Further Educational Institution	M	3
POA3086	University or other tertiary	F	465
POA3086	University or other tertiary	M	294
POA3087		F	246
POA3087		M	233
POA3087	Infants/Primary	F	364
POA3087	Infants/Primary	M	391
POA3087	Pre-school	F	90
POA3087	Pre-school	M	72
POA3087	Secondary	F	251
POA3087	Secondary	M	266
POA3087	Technical or Further Educational Institution	F	70
POA3087	Technical or Further Educational Institution	M	81
POA3087	University or other tertiary	F	210
POA3087	University or other tertiary	M	175
POA3088		F	671
POA3088		M	575
POA3088	Infants/Primary	F	1091
POA3088	Infants/Primary	M	1161
POA3088	Pre-school	F	277
POA3088	Pre-school	M	267
POA3088	Secondary	F	818
POA3088	Secondary	M	881
POA3088	Technical or Further Educational Institution	F	166
POA3088	Technical or Further Educational Institution	M	233
POA3088	University or other tertiary	F	694
POA3088	University or other tertiary	M	496
POA3089		F	252
POA3089		M	259
POA3089	Infants/Primary	F	532
POA3089	Infants/Primary	M	539
POA3089	Pre-school	F	97
POA3089	Pre-school	M	115
POA3089	Secondary	F	493
POA3089	Secondary	M	516
POA3089	Technical or Further Educational Institution	F	75
POA3089	Technical or Further Educational Institution	M	140
POA3089	University or other tertiary	F	343
POA3089	University or other tertiary	M	239
POA3090		F	51
POA3090		M	56
POA3090	Infants/Primary	F	137
POA3090	Infants/Primary	M	149
POA3090	Pre-school	F	12
POA3090	Pre-school	M	20
POA3090	Secondary	F	130
POA3090	Secondary	M	119
POA3090	Technical or Further Educational Institution	F	21
POA3090	Technical or Further Educational Institution	M	22
POA3090	University or other tertiary	F	80
POA3090	University or other tertiary	M	64
POA3091		F	53
POA3091		M	64
POA3091	Infants/Primary	F	60
POA3091	Infants/Primary	M	65
POA3091	Pre-school	F	4
POA3091	Pre-school	M	12
POA3091	Secondary	F	80
POA3091	Secondary	M	66
POA3091	Technical or Further Educational Institution	F	12
POA3091	Technical or Further Educational Institution	M	24
POA3091	University or other tertiary	F	32
POA3091	University or other tertiary	M	41
POA3093		F	104
POA3093		M	71
POA3093	Infants/Primary	F	135
POA3093	Infants/Primary	M	138
POA3093	Pre-school	F	33
POA3093	Pre-school	M	27
POA3093	Secondary	F	119
POA3093	Secondary	M	132
POA3093	Technical or Further Educational Institution	F	24
POA3093	Technical or Further Educational Institution	M	16
POA3093	University or other tertiary	F	107
POA3093	University or other tertiary	M	78
POA3094		F	232
POA3094		M	165
POA3094	Infants/Primary	F	376
POA3094	Infants/Primary	M	406
POA3094	Pre-school	F	85
POA3094	Pre-school	M	99
POA3094	Secondary	F	279
POA3094	Secondary	M	263
POA3094	Technical or Further Educational Institution	F	43
POA3094	Technical or Further Educational Institution	M	70
POA3094	University or other tertiary	F	205
POA3094	University or other tertiary	M	152
POA3095		F	683
POA3095		M	594
POA3095	Infants/Primary	F	1288
POA3095	Infants/Primary	M	1392
POA3095	Pre-school	F	260
POA3095	Pre-school	M	267
POA3095	Secondary	F	1105
POA3095	Secondary	M	1158
POA3095	Technical or Further Educational Institution	F	186
POA3095	Technical or Further Educational Institution	M	263
POA3095	University or other tertiary	F	843
POA3095	University or other tertiary	M	602
POA3096		F	59
POA3096		M	51
POA3096	Infants/Primary	F	81
POA3096	Infants/Primary	M	81
POA3096	Pre-school	F	18
POA3096	Pre-school	M	12
POA3096	Secondary	F	99
POA3096	Secondary	M	84
POA3096	Technical or Further Educational Institution	F	4
POA3096	Technical or Further Educational Institution	M	26
POA3096	University or other tertiary	F	57
POA3096	University or other tertiary	M	30
POA3097		F	54
POA3097		M	49
POA3097	Infants/Primary	F	84
POA3097	Infants/Primary	M	58
POA3097	Pre-school	F	14
POA3097	Pre-school	M	9
POA3097	Secondary	F	68
POA3097	Secondary	M	89
POA3097	Technical or Further Educational Institution	F	3
POA3097	Technical or Further Educational Institution	M	14
POA3097	University or other tertiary	F	35
POA3097	University or other tertiary	M	36
POA3099		F	162
POA3099		M	127
POA3099	Infants/Primary	F	233
POA3099	Infants/Primary	M	242
POA3099	Pre-school	F	46
POA3099	Pre-school	M	39
POA3099	Secondary	F	195
POA3099	Secondary	M	197
POA3099	Technical or Further Educational Institution	F	29
POA3099	Technical or Further Educational Institution	M	45
POA3099	University or other tertiary	F	133
POA3099	University or other tertiary	M	81
POA3101		F	907
POA3101		M	861
POA3101	Infants/Primary	F	945
POA3101	Infants/Primary	M	961
POA3101	Pre-school	F	181
POA3101	Pre-school	M	185
POA3101	Secondary	F	969
POA3101	Secondary	M	926
POA3101	Technical or Further Educational Institution	F	162
POA3101	Technical or Further Educational Institution	M	135
POA3101	University or other tertiary	F	1119
POA3101	University or other tertiary	M	1092
POA3102		F	186
POA3102		M	182
POA3102	Infants/Primary	F	307
POA3102	Infants/Primary	M	354
POA3102	Pre-school	F	62
POA3102	Pre-school	M	66
POA3102	Secondary	F	244
POA3102	Secondary	M	316
POA3102	Technical or Further Educational Institution	F	39
POA3102	Technical or Further Educational Institution	M	36
POA3102	University or other tertiary	F	265
POA3102	University or other tertiary	M	220
POA3103		F	452
POA3103		M	348
POA3103	Infants/Primary	F	582
POA3103	Infants/Primary	M	581
POA3103	Pre-school	F	112
POA3103	Pre-school	M	103
POA3103	Secondary	F	648
POA3103	Secondary	M	715
POA3103	Technical or Further Educational Institution	F	78
POA3103	Technical or Further Educational Institution	M	73
POA3103	University or other tertiary	F	673
POA3103	University or other tertiary	M	625
POA3104		F	543
POA3104		M	474
POA3104	Infants/Primary	F	879
POA3104	Infants/Primary	M	955
POA3104	Pre-school	F	170
POA3104	Pre-school	M	157
POA3104	Secondary	F	1035
POA3104	Secondary	M	1142
POA3104	Technical or Further Educational Institution	F	90
POA3104	Technical or Further Educational Institution	M	121
POA3104	University or other tertiary	F	836
POA3104	University or other tertiary	M	842
POA3105		F	341
POA3105		M	317
POA3105	Infants/Primary	F	340
POA3105	Infants/Primary	M	378
POA3105	Pre-school	F	84
POA3105	Pre-school	M	85
POA3105	Secondary	F	312
POA3105	Secondary	M	331
POA3105	Technical or Further Educational Institution	F	54
POA3105	Technical or Further Educational Institution	M	37
POA3105	University or other tertiary	F	334
POA3105	University or other tertiary	M	325
POA3106		F	484
POA3106		M	405
POA3106	Infants/Primary	F	594
POA3106	Infants/Primary	M	632
POA3106	Pre-school	F	109
POA3106	Pre-school	M	129
POA3106	Secondary	F	543
POA3106	Secondary	M	599
POA3106	Technical or Further Educational Institution	F	99
POA3106	Technical or Further Educational Institution	M	116
POA3106	University or other tertiary	F	513
POA3106	University or other tertiary	M	484
POA3107		F	407
POA3107		M	367
POA3107	Infants/Primary	F	500
POA3107	Infants/Primary	M	530
POA3107	Pre-school	F	117
POA3107	Pre-school	M	116
POA3107	Secondary	F	423
POA3107	Secondary	M	416
POA3107	Technical or Further Educational Institution	F	70
POA3107	Technical or Further Educational Institution	M	90
POA3107	University or other tertiary	F	379
POA3107	University or other tertiary	M	341
POA3108		F	733
POA3108		M	571
POA3108	Infants/Primary	F	562
POA3108	Infants/Primary	M	629
POA3108	Pre-school	F	127
POA3108	Pre-school	M	127
POA3108	Secondary	F	610
POA3108	Secondary	M	602
POA3108	Technical or Further Educational Institution	F	214
POA3108	Technical or Further Educational Institution	M	200
POA3108	University or other tertiary	F	811
POA3108	University or other tertiary	M	719
POA3109		F	829
POA3109		M	621
POA3109	Infants/Primary	F	1046
POA3109	Infants/Primary	M	1159
POA3109	Pre-school	F	208
POA3109	Pre-school	M	247
POA3109	Secondary	F	959
POA3109	Secondary	M	1054
POA3109	Technical or Further Educational Institution	F	192
POA3109	Technical or Further Educational Institution	M	225
POA3109	University or other tertiary	F	939
POA3109	University or other tertiary	M	876
POA3111		F	375
POA3111		M	303
POA3111	Infants/Primary	F	487
POA3111	Infants/Primary	M	510
POA3111	Pre-school	F	102
POA3111	Pre-school	M	100
POA3111	Secondary	F	464
POA3111	Secondary	M	471
POA3111	Technical or Further Educational Institution	F	67
POA3111	Technical or Further Educational Institution	M	68
POA3111	University or other tertiary	F	354
POA3111	University or other tertiary	M	343
POA3113		F	213
POA3113		M	240
POA3113	Infants/Primary	F	419
POA3113	Infants/Primary	M	440
POA3113	Pre-school	F	70
POA3113	Pre-school	M	80
POA3113	Secondary	F	392
POA3113	Secondary	M	386
POA3113	Technical or Further Educational Institution	F	60
POA3113	Technical or Further Educational Institution	M	53
POA3113	University or other tertiary	F	275
POA3113	University or other tertiary	M	221
POA3114		F	77
POA3114		M	79
POA3114	Infants/Primary	F	177
POA3114	Infants/Primary	M	224
POA3114	Pre-school	F	28
POA3114	Pre-school	M	41
POA3114	Secondary	F	186
POA3114	Secondary	M	251
POA3114	Technical or Further Educational Institution	F	22
POA3114	Technical or Further Educational Institution	M	37
POA3114	University or other tertiary	F	148
POA3114	University or other tertiary	M	115
POA3115		F	92
POA3115		M	92
POA3115	Infants/Primary	F	153
POA3115	Infants/Primary	M	175
POA3115	Pre-school	F	25
POA3115	Pre-school	M	26
POA3115	Secondary	F	189
POA3115	Secondary	M	197
POA3115	Technical or Further Educational Institution	F	18
POA3115	Technical or Further Educational Institution	M	47
POA3115	University or other tertiary	F	108
POA3115	University or other tertiary	M	89
POA3116		F	266
POA3116		M	264
POA3116	Infants/Primary	F	379
POA3116	Infants/Primary	M	374
POA3116	Pre-school	F	64
POA3116	Pre-school	M	92
POA3116	Secondary	F	333
POA3116	Secondary	M	372
POA3116	Technical or Further Educational Institution	F	66
POA3116	Technical or Further Educational Institution	M	106
POA3116	University or other tertiary	F	237
POA3116	University or other tertiary	M	144
POA3121		F	1547
POA3121		M	1393
POA3121	Infants/Primary	F	606
POA3121	Infants/Primary	M	541
POA3121	Pre-school	F	163
POA3121	Pre-school	M	129
POA3121	Secondary	F	468
POA3121	Secondary	M	405
POA3121	Technical or Further Educational Institution	F	274
POA3121	Technical or Further Educational Institution	M	278
POA3121	University or other tertiary	F	1398
POA3121	University or other tertiary	M	1087
POA3122		F	1014
POA3122		M	873
POA3122	Infants/Primary	F	671
POA3122	Infants/Primary	M	695
POA3122	Pre-school	F	138
POA3122	Pre-school	M	155
POA3122	Secondary	F	533
POA3122	Secondary	M	598
