POA_CODE_2016	AgeChild	CoupleFamily	ParentsBornAus	children
POA3109	18-20	0	Mother only	11
POA3109	18-20	0	Neither	101
POA3109	18-20	1	Both	155
POA3109	18-20	1	Father only	36
POA3109	18-20	1	Mother only	49
POA3109	18-20	1	Neither	386
POA3109	21-24	0	Both	20
POA3109	21-24	0	Father only	3
POA3109	21-24	0	Mother only	3
POA3109	21-24	0	Neither	59
POA3109	21-24	1		3
POA3109	21-24	1	Both	80
POA3109	21-24	1	Father only	24
POA3109	21-24	1	Mother only	18
POA3109	21-24	1	Neither	220
POA3111	0-4	0		5
POA3111	0-4	0	Both	28
POA3111	0-4	0	Father only	4
POA3111	0-4	0	Neither	4
POA3111	0-4	1	Both	278
POA3111	0-4	1	Father only	49
POA3111	0-4	1	Mother only	41
POA3111	0-4	1	Neither	176
POA3111	5-9	0		3
POA3111	5-9	0	Both	35
POA3111	5-9	0	Father only	10
POA3111	5-9	0	Mother only	14
POA3111	5-9	0	Neither	20
POA3111	5-9	1		3
POA3111	5-9	1	Both	285
POA3111	5-9	1	Father only	70
POA3111	5-9	1	Mother only	60
POA3111	5-9	1	Neither	174
POA3111	10-12	0	Both	30
POA3111	10-12	0	Mother only	11
POA3111	10-12	0	Neither	18
POA3111	10-12	1	Both	201
POA3111	10-12	1	Father only	34
POA3111	10-12	1	Mother only	47
POA3111	10-12	1	Neither	111
POA3111	13-14	0	Both	15
POA3111	13-14	0	Father only	3
POA3111	13-14	0	Mother only	3
POA3111	13-14	0	Neither	4
POA3111	13-14	1	Both	158
POA3111	13-14	1	Father only	26
POA3111	13-14	1	Mother only	24
POA3111	13-14	1	Neither	58
POA3111	15-17	0	Both	25
POA3111	15-17	0	Father only	3
POA3111	15-17	0	Mother only	7
POA3111	15-17	0	Neither	30
POA3111	15-17	1	Both	199
POA3111	15-17	1	Father only	42
POA3111	15-17	1	Mother only	46
POA3111	15-17	1	Neither	104
POA3111	18-20	0	Both	13
POA3111	18-20	0	Father only	3
POA3111	18-20	0	Mother only	5
POA3111	18-20	0	Neither	16
POA3111	18-20	1	Both	119
POA3111	18-20	1	Father only	18
POA3111	18-20	1	Mother only	29
POA3111	18-20	1	Neither	96
POA3111	21-24	0	Both	20
POA3111	21-24	0	Mother only	3
POA3111	21-24	0	Neither	9
POA3111	21-24	1	Both	72
POA3111	21-24	1	Father only	6
POA3111	21-24	1	Mother only	19
POA3111	21-24	1	Neither	49
POA3113	0-4	0	Both	12
POA3113	0-4	0	Father only	4
POA3113	0-4	0	Mother only	6
POA3113	0-4	1		3
POA3113	0-4	1	Both	245
POA3113	0-4	1	Father only	42
POA3113	0-4	1	Mother only	36
POA3113	0-4	1	Neither	15
POA3113	5-9	0	Both	19
POA3113	5-9	0	Father only	7
POA3113	5-9	0	Mother only	7
POA3113	5-9	1		3
POA3113	5-9	1	Both	387
POA3113	5-9	1	Father only	59
POA3113	5-9	1	Mother only	54
POA3113	5-9	1	Neither	27
POA3113	10-12	0	Both	18
POA3113	10-12	0	Mother only	13
POA3113	10-12	0	Neither	3
POA3113	10-12	1	Both	248
POA3113	10-12	1	Father only	31
POA3113	10-12	1	Mother only	38
POA3113	10-12	1	Neither	36
POA3113	13-14	0	Both	21
POA3113	13-14	0	Father only	3
POA3113	13-14	0	Mother only	3
POA3113	13-14	0	Neither	7
POA3113	13-14	1	Both	167
POA3113	13-14	1	Father only	25
POA3113	13-14	1	Mother only	26
POA3113	13-14	1	Neither	26
POA3113	15-17	0	Both	32
POA3113	15-17	0	Father only	3
POA3113	15-17	0	Mother only	4
POA3113	15-17	1	Both	207
POA3113	15-17	1	Father only	32
POA3113	15-17	1	Mother only	40
POA3113	15-17	1	Neither	39
POA3113	18-20	0	Both	18
POA3113	18-20	0	Mother only	4
POA3113	18-20	0	Neither	6
POA3113	18-20	1	Both	127
POA3113	18-20	1	Father only	26
POA3113	18-20	1	Mother only	21
POA3113	18-20	1	Neither	25
POA3113	21-24	0	Both	11
POA3113	21-24	0	Mother only	4
POA3113	21-24	1	Both	65
POA3113	21-24	1	Father only	12
POA3113	21-24	1	Mother only	12
POA3113	21-24	1	Neither	15
POA3114	0-4	0	Both	3
POA3114	0-4	0	Father only	4
POA3114	0-4	0	Neither	3
POA3114	0-4	1	Both	81
POA3114	0-4	1	Father only	20
POA3114	0-4	1	Mother only	15
POA3114	0-4	1	Neither	10
POA3114	5-9	0	Both	8
POA3114	5-9	0	Father only	3
POA3114	5-9	1	Both	182
POA3114	5-9	1	Father only	29
POA3114	5-9	1	Mother only	20
POA3114	5-9	1	Neither	18
POA3114	10-12	0	Both	12
POA3114	10-12	1	Both	127
POA3114	10-12	1	Father only	26
POA3114	10-12	1	Mother only	20
POA3114	10-12	1	Neither	10
POA3114	13-14	0	Both	6
POA3114	13-14	1	Both	94
POA3114	13-14	1	Father only	12
POA3114	13-14	1	Mother only	15
POA3114	13-14	1	Neither	11
POA3114	15-17	0	Both	6
POA3114	15-17	0	Neither	3
POA3114	15-17	1	Both	137
POA3114	15-17	1	Father only	31
POA3114	15-17	1	Mother only	15
POA3114	15-17	1	Neither	20
POA3114	18-20	0	Both	10
POA3114	18-20	1	Both	107
POA3114	18-20	1	Father only	11
POA3114	18-20	1	Mother only	10
POA3114	18-20	1	Neither	15
POA3114	21-24	1	Both	49
POA3114	21-24	1	Father only	10
POA3114	21-24	1	Mother only	3
POA3114	21-24	1	Neither	11
POA3115	0-4	0	Both	3
POA3115	0-4	1	Both	120
POA3115	0-4	1	Father only	6
POA3115	0-4	1	Mother only	5
POA3115	0-4	1	Neither	5
POA3115	5-9	0	Both	11
POA3115	5-9	0	Father only	3
POA3115	5-9	0	Mother only	3
POA3115	5-9	0	Neither	3
POA3115	5-9	1	Both	138
POA3115	5-9	1	Father only	10
POA3115	5-9	1	Mother only	20
POA3115	5-9	1	Neither	14
POA3115	10-12	0	Both	12
POA3115	10-12	0	Mother only	3
POA3115	10-12	1	Both	108
POA3115	10-12	1	Father only	12
POA3115	10-12	1	Mother only	19
POA3115	10-12	1	Neither	10
POA3115	13-14	0	Both	17
POA3115	13-14	0	Neither	3
POA3115	13-14	1	Both	80
POA3115	13-14	1	Father only	3
POA3115	13-14	1	Mother only	13
POA3115	13-14	1	Neither	12
POA3115	15-17	0	Both	20
POA3115	15-17	0	Mother only	5
POA3115	15-17	0	Neither	3
POA3115	15-17	1	Both	134
POA3115	15-17	1	Father only	8
POA3115	15-17	1	Mother only	21
POA3115	15-17	1	Neither	11
POA3115	18-20	0	Both	11
POA3115	18-20	0	Mother only	3
POA3115	18-20	1	Both	81
POA3115	18-20	1	Father only	9
POA3115	18-20	1	Mother only	17
POA3115	18-20	1	Neither	4
POA3115	21-24	1	Both	33
POA3115	21-24	1	Father only	8
POA3115	21-24	1	Mother only	3
POA3115	21-24	1	Neither	7
POA3116	0-4	0	Both	37
POA3116	0-4	0	Mother only	7
POA3116	0-4	0	Neither	4
POA3116	0-4	1		4
POA3116	0-4	1	Both	387
POA3116	0-4	1	Father only	28
POA3116	0-4	1	Mother only	38
POA3116	0-4	1	Neither	46
POA3116	5-9	0		3
POA3116	5-9	0	Both	53
POA3116	5-9	0	Father only	6
POA3116	5-9	0	Mother only	10
POA3116	5-9	0	Neither	3
POA3116	5-9	1		3
POA3116	5-9	1	Both	363
POA3116	5-9	1	Father only	36
POA3116	5-9	1	Mother only	23
POA3116	5-9	1	Neither	54
POA3116	10-12	0	Both	49
POA3116	10-12	0	Father only	4
POA3116	10-12	0	Mother only	7
POA3116	10-12	0	Neither	4
POA3116	10-12	1	Both	201
POA3116	10-12	1	Father only	22
POA3116	10-12	1	Mother only	16
POA3116	10-12	1	Neither	43
POA3116	13-14	0	Both	31
POA3116	13-14	0	Father only	5
POA3116	13-14	0	Mother only	3
POA3116	13-14	0	Neither	4
POA3116	13-14	1	Both	142
POA3116	13-14	1	Father only	13
POA3116	13-14	1	Mother only	9
POA3116	13-14	1	Neither	35
POA3116	15-17	0	Both	62
POA3116	15-17	0	Father only	4
POA3116	15-17	0	Mother only	11
POA3116	15-17	0	Neither	8
POA3116	15-17	1	Both	175
POA3116	15-17	1	Father only	29
POA3116	15-17	1	Mother only	28
POA3116	15-17	1	Neither	44
POA3116	18-20	0	Both	24
POA3116	18-20	0	Father only	4
POA3116	18-20	0	Mother only	5
POA3116	18-20	0	Neither	5
POA3116	18-20	1	Both	80
POA3116	18-20	1	Father only	10
POA3116	18-20	1	Mother only	18
POA3116	18-20	1	Neither	45
POA3116	21-24	0	Both	10
POA3116	21-24	0	Neither	6
POA3116	21-24	1	Both	24
POA3116	21-24	1	Father only	7
POA3116	21-24	1	Mother only	13
POA3116	21-24	1	Neither	14
POA3121	0-4	0		5
POA3121	0-4	0	Both	37
POA3121	0-4	0	Father only	16
POA3121	0-4	0	Mother only	13
POA3121	0-4	0	Neither	85
POA3121	0-4	1		8
POA3121	0-4	1	Both	527
POA3121	0-4	1	Father only	150
POA3121	0-4	1	Mother only	123
POA3121	0-4	1	Neither	238
POA3121	5-9	0		17
POA3121	5-9	0	Both	42
POA3121	5-9	0	Father only	9
POA3121	5-9	0	Mother only	20
POA3121	5-9	0	Neither	87
POA3121	5-9	1		7
POA3121	5-9	1	Both	368
POA3121	5-9	1	Father only	77
POA3121	5-9	1	Mother only	84
POA3121	5-9	1	Neither	159
POA3121	10-12	0		6
POA3121	10-12	0	Both	32
POA3121	10-12	0	Father only	11
POA3121	10-12	0	Mother only	11
POA3121	10-12	0	Neither	63
POA3121	10-12	1		3
POA3121	10-12	1	Both	184
POA3121	10-12	1	Father only	20
POA3121	10-12	1	Mother only	36
POA3121	10-12	1	Neither	96
POA3121	13-14	0	Both	14
POA3121	13-14	0	Father only	3
POA3121	13-14	0	Mother only	7
POA3121	13-14	0	Neither	61
POA3121	13-14	1	Both	108
POA3121	13-14	1	Father only	12
POA3121	13-14	1	Mother only	23
POA3121	13-14	1	Neither	72
POA3121	15-17	0		5
POA3121	15-17	0	Both	36
POA3121	15-17	0	Father only	7
POA3121	15-17	0	Mother only	11
POA3121	15-17	0	Neither	69
POA3121	15-17	1		3
POA3121	15-17	1	Both	132
POA3121	15-17	1	Father only	20
POA3121	15-17	1	Mother only	22
POA3121	15-17	1	Neither	69
POA3121	18-20	0		3
POA3121	18-20	0	Both	29
POA3121	18-20	0	Father only	5
POA3121	18-20	0	Mother only	9
POA3121	18-20	0	Neither	52
POA3121	18-20	1	Both	76
POA3121	18-20	1	Father only	3
POA3121	18-20	1	Mother only	11
POA3121	18-20	1	Neither	67
POA3121	21-24	0	Both	19
POA3121	21-24	0	Mother only	3
POA3121	21-24	0	Neither	36
POA3121	21-24	1	Both	41
POA3121	21-24	1	Father only	8
POA3121	21-24	1	Mother only	8
POA3121	21-24	1	Neither	42
POA3122	0-4	0	Both	11
POA3122	0-4	0	Mother only	3
POA3122	0-4	0	Neither	14
POA3122	0-4	1		9
POA3122	0-4	1	Both	408
POA3122	0-4	1	Father only	96
POA3122	0-4	1	Mother only	95
POA3122	0-4	1	Neither	275
POA3122	5-9	0	Both	50
POA3122	5-9	0	Father only	11
POA3122	5-9	0	Mother only	8
POA3122	5-9	0	Neither	23
POA3122	5-9	1		4
POA3122	5-9	1	Both	497
POA3122	5-9	1	Father only	94
POA3122	5-9	1	Mother only	85
POA3122	5-9	1	Neither	205
POA3122	10-12	0	Both	30
POA3122	10-12	0	Father only	4
POA3122	10-12	0	Mother only	3
POA3122	10-12	0	Neither	17
POA3122	10-12	1		3
POA3122	10-12	1	Both	316
POA3122	10-12	1	Father only	55
POA3122	10-12	1	Mother only	51
POA3122	10-12	1	Neither	80
POA3122	13-14	0	Both	20
POA3122	13-14	0	Father only	4
POA3122	13-14	0	Mother only	9
POA3122	13-14	0	Neither	6
POA3122	13-14	1	Both	212
POA3122	13-14	1	Father only	28
POA3122	13-14	1	Mother only	28
POA3122	13-14	1	Neither	58
POA3122	15-17	0	Both	51
POA3122	15-17	0	Father only	4
POA3122	15-17	0	Mother only	13
POA3122	15-17	0	Neither	31
POA3122	15-17	1	Both	257
POA3122	15-17	1	Father only	52
POA3122	15-17	1	Mother only	44
POA3122	15-17	1	Neither	47
POA3122	18-20	0	Both	23
POA3122	18-20	0	Father only	3
POA3122	18-20	0	Mother only	4
POA3122	18-20	0	Neither	21
POA3122	18-20	1	Both	172
POA3122	18-20	1	Father only	33
POA3122	18-20	1	Mother only	21
POA3122	18-20	1	Neither	46
POA3122	21-24	0	Both	26
POA3122	21-24	0	Mother only	4
POA3122	21-24	0	Neither	8
POA3122	21-24	1	Both	104
POA3122	21-24	1	Father only	15
POA3122	21-24	1	Mother only	11
POA3122	21-24	1	Neither	17
POA3123	0-4	0		3
POA3123	0-4	0	Both	11
POA3123	0-4	0	Father only	4
POA3123	0-4	0	Mother only	5
POA3123	0-4	0	Neither	10
POA3123	0-4	1	Both	338
POA3123	0-4	1	Father only	80
POA3123	0-4	1	Mother only	71
POA3123	0-4	1	Neither	192
POA3123	5-9	0	Both	26
POA3123	5-9	0	Father only	12
POA3123	5-9	0	Mother only	20
POA3123	5-9	0	Neither	26
POA3123	5-9	1	Both	351
POA3123	5-9	1	Father only	72
POA3123	5-9	1	Mother only	73
POA3123	5-9	1	Neither	180
POA3123	10-12	0	Both	23
POA3123	10-12	0	Father only	3
POA3123	10-12	0	Mother only	13
POA3123	10-12	0	Neither	14
POA3123	10-12	1	Both	209
POA3123	10-12	1	Father only	49
POA3123	10-12	1	Mother only	29
POA3123	10-12	1	Neither	70
POA3123	13-14	0	Both	23
POA3123	13-14	0	Father only	3
POA3123	13-14	0	Mother only	5
POA3123	13-14	0	Neither	13
POA3123	13-14	1	Both	132
POA3123	13-14	1	Father only	23
POA3123	13-14	1	Mother only	24
POA3123	13-14	1	Neither	32
POA3123	15-17	0	Both	33
POA3123	15-17	0	Father only	8
POA3123	15-17	0	Mother only	12
POA3123	15-17	0	Neither	25
POA3123	15-17	1	Both	196
POA3123	15-17	1	Father only	26
POA3123	15-17	1	Mother only	30
POA3123	15-17	1	Neither	55
POA3123	18-20	0	Both	16
POA3123	18-20	0	Mother only	14
POA3123	18-20	0	Neither	7
POA3123	18-20	1	Both	121
POA3123	18-20	1	Father only	17
POA3123	18-20	1	Mother only	21
POA3123	18-20	1	Neither	40
POA3123	21-24	0	Both	8
POA3123	21-24	0	Neither	9
POA3123	21-24	1	Both	64
POA3123	21-24	1	Father only	14
POA3123	21-24	1	Mother only	16
POA3123	21-24	1	Neither	28
POA3124	0-4	0		4
POA3124	0-4	0	Both	25
POA3124	0-4	0	Father only	4
POA3124	0-4	0	Mother only	8
POA3124	0-4	0	Neither	25
POA3124	0-4	1	Both	401
POA3124	0-4	1	Father only	100
POA3124	0-4	1	Mother only	101
POA3124	0-4	1	Neither	291
POA3124	5-9	0		8
POA3124	5-9	0	Both	56
POA3124	5-9	0	Father only	11
POA3124	5-9	0	Mother only	21
POA3124	5-9	0	Neither	44
POA3124	5-9	1	Both	603
POA3124	5-9	1	Father only	151
POA3124	5-9	1	Mother only	117
POA3124	5-9	1	Neither	287
POA3124	10-12	0	Both	40
POA3124	10-12	0	Father only	6
POA3124	10-12	0	Mother only	10
POA3124	10-12	0	Neither	24
POA3124	10-12	1	Both	470
POA3124	10-12	1	Father only	82
POA3124	10-12	1	Mother only	77
POA3124	10-12	1	Neither	145
POA3124	13-14	0		3
POA3124	13-14	0	Both	30
POA3124	13-14	0	Father only	7
POA3124	13-14	0	Mother only	13
POA3124	13-14	0	Neither	15
POA3124	13-14	1	Both	323
POA3124	13-14	1	Father only	35
POA3124	13-14	1	Mother only	57
POA3124	13-14	1	Neither	114
POA3124	15-17	0		3
POA3124	15-17	0	Both	54
POA3124	15-17	0	Father only	8
POA3124	15-17	0	Mother only	19
POA3124	15-17	0	Neither	52
POA3124	15-17	1	Both	408
POA3124	15-17	1	Father only	73
POA3124	15-17	1	Mother only	76
POA3124	15-17	1	Neither	129
POA3124	18-20	0	Both	36
POA3124	18-20	0	Father only	6
POA3124	18-20	0	Mother only	14
POA3124	18-20	0	Neither	38
POA3124	18-20	1		3
POA3124	18-20	1	Both	299
POA3124	18-20	1	Father only	60
POA3124	18-20	1	Mother only	54
POA3124	18-20	1	Neither	134
POA3124	21-24	0	Both	29
POA3124	21-24	0	Father only	6
POA3124	21-24	0	Mother only	11
POA3124	21-24	0	Neither	11
POA3124	21-24	1	Both	180
POA3124	21-24	1	Father only	30
POA3124	21-24	1	Mother only	34
POA3124	21-24	1	Neither	58
POA3125	0-4	0		3
POA3125	0-4	0	Both	15
POA3125	0-4	0	Mother only	3
POA3125	0-4	0	Neither	22
POA3125	0-4	1		3
POA3125	0-4	1	Both	187
POA3125	0-4	1	Father only	45
POA3125	0-4	1	Mother only	57
POA3125	0-4	1	Neither	268
POA3125	5-9	0		3
POA3125	5-9	0	Both	35
POA3125	5-9	0	Father only	10
POA3125	5-9	0	Mother only	4
POA3125	5-9	0	Neither	35
POA3125	5-9	1	Both	244
POA3125	5-9	1	Father only	46
POA3125	5-9	1	Mother only	57
POA3125	5-9	1	Neither	190
POA3125	10-12	0	Both	29
POA3125	10-12	0	Father only	3
POA3125	10-12	0	Mother only	3
POA3125	10-12	0	Neither	19
POA3125	10-12	1	Both	146
POA3125	10-12	1	Father only	26
POA3125	10-12	1	Mother only	26
POA3125	10-12	1	Neither	109
POA3125	13-14	0	Both	13
POA3125	13-14	0	Mother only	4
POA3125	13-14	0	Neither	20
POA3125	13-14	1	Both	104
POA3125	13-14	1	Father only	5
POA3125	13-14	1	Mother only	15
POA3125	13-14	1	Neither	57
POA3125	15-17	0	Both	38
POA3125	15-17	0	Father only	4
POA3125	15-17	0	Mother only	9
POA3125	15-17	0	Neither	44
POA3125	15-17	1	Both	116
POA3125	15-17	1	Father only	16
POA3125	15-17	1	Mother only	23
POA3125	15-17	1	Neither	99
POA3125	18-20	0	Both	24
POA3125	18-20	0	Father only	3
POA3125	18-20	0	Mother only	5
POA3125	18-20	0	Neither	32
POA3125	18-20	1	Both	71
POA3125	18-20	1	Father only	13
POA3125	18-20	1	Mother only	15
POA3125	18-20	1	Neither	80
POA3125	21-24	0	Both	12
POA3125	21-24	0	Father only	3
POA3125	21-24	0	Neither	24
POA3125	21-24	1	Both	24
POA3125	21-24	1	Father only	3
POA3125	21-24	1	Mother only	6
POA3125	21-24	1	Neither	57
POA3126	0-4	0	Both	3
POA3126	0-4	0	Neither	8
POA3126	0-4	1	Both	119
POA3126	0-4	1	Father only	43
POA3126	0-4	1	Mother only	25
POA3126	0-4	1	Neither	100
POA3126	5-9	0	Both	7
POA3126	5-9	0	Father only	6
POA3126	5-9	0	Mother only	3
POA3126	5-9	0	Neither	23
POA3126	5-9	1	Both	208
POA3126	5-9	1	Father only	65
POA3126	5-9	1	Mother only	50
POA3126	5-9	1	Neither	111
POA3126	10-12	0	Both	14
POA3126	10-12	0	Father only	3
POA3126	10-12	0	Mother only	4
POA3126	10-12	0	Neither	21
POA3126	10-12	1	Both	162
POA3126	10-12	1	Father only	24
POA3126	10-12	1	Mother only	32
POA3126	10-12	1	Neither	77
POA3126	13-14	0	Both	12
POA3126	13-14	0	Father only	6
POA3126	13-14	0	Neither	16
POA3126	13-14	1		3
POA3126	13-14	1	Both	111
POA3126	13-14	1	Father only	23
POA3126	13-14	1	Mother only	26
POA3126	13-14	1	Neither	40
POA3126	15-17	0	Both	14
POA3126	15-17	0	Father only	7
POA3126	15-17	0	Mother only	3
POA3126	15-17	0	Neither	22
POA3126	15-17	1		3
POA3126	15-17	1	Both	166
POA3126	15-17	1	Father only	32
POA3126	15-17	1	Mother only	31
POA3126	15-17	1	Neither	71
POA3126	18-20	0	Both	9
POA3126	18-20	0	Father only	5
POA3126	18-20	0	Mother only	3
POA3126	18-20	0	Neither	19
POA3126	18-20	1	Both	143
POA3126	18-20	1	Father only	22
POA3126	18-20	1	Mother only	21
POA3126	18-20	1	Neither	58
POA3126	21-24	0	Both	9
POA3126	21-24	0	Father only	7
POA3126	21-24	0	Mother only	3
POA3126	21-24	0	Neither	9
POA3126	21-24	1	Both	77
POA3126	21-24	1	Father only	10
POA3126	21-24	1	Mother only	14
POA3126	21-24	1	Neither	48
POA3127	0-4	0	Both	15
POA3127	0-4	0	Father only	4
POA3127	0-4	0	Mother only	6
POA3127	0-4	0	Neither	11
POA3127	0-4	1	Both	403
POA3127	0-4	1	Father only	114
POA3127	0-4	1	Mother only	63
POA3127	0-4	1	Neither	234
POA3127	5-9	0	Both	35
POA3127	5-9	0	Father only	3
POA3127	5-9	0	Mother only	9
POA3127	5-9	0	Neither	22
POA3127	5-9	1	Both	587
POA3127	5-9	1	Father only	121
POA3127	5-9	1	Mother only	97
POA3127	5-9	1	Neither	238
POA3127	10-12	0	Both	29
POA3127	10-12	0	Father only	5
POA3127	10-12	0	Mother only	10
POA3127	10-12	0	Neither	20
POA3127	10-12	1	Both	412
POA3127	10-12	1	Father only	66
POA3127	10-12	1	Mother only	77
POA3127	10-12	1	Neither	115
POA3127	13-14	0		4
POA3127	13-14	0	Both	20
POA3127	13-14	0	Father only	8
POA3127	13-14	0	Mother only	3
POA3127	13-14	0	Neither	18
POA3127	13-14	1	Both	273
POA3127	13-14	1	Father only	47
POA3127	13-14	1	Mother only	40
POA3127	13-14	1	Neither	86
POA3127	15-17	0	Both	45
POA3127	15-17	0	Father only	7
POA3127	15-17	0	Mother only	12
POA3127	15-17	0	Neither	30
POA3127	15-17	1	Both	393
POA3127	15-17	1	Father only	56
POA3127	15-17	1	Mother only	70
POA3127	15-17	1	Neither	108
POA3127	18-20	0	Both	40
POA3127	18-20	0	Father only	7
POA3127	18-20	0	Mother only	10
POA3127	18-20	0	Neither	26
POA3127	18-20	1	Both	263
POA3127	18-20	1	Father only	28
POA3127	18-20	1	Mother only	38
POA3127	18-20	1	Neither	94
POA3127	21-24	0	Both	21
POA3127	21-24	0	Father only	3
POA3127	21-24	0	Mother only	4
POA3127	21-24	0	Neither	17
POA3127	21-24	1	Both	169
POA3127	21-24	1	Father only	13
POA3127	21-24	1	Mother only	22
POA3127	21-24	1	Neither	58
POA3128	0-4	0	Both	8
POA3128	0-4	0	Father only	3
POA3128	0-4	0	Mother only	5
POA3128	0-4	0	Neither	37
POA3128	0-4	1		3
POA3128	0-4	1	Both	272
POA3128	0-4	1	Father only	63
POA3128	0-4	1	Mother only	69
POA3128	0-4	1	Neither	437
POA3128	5-9	0		3
POA3128	5-9	0	Both	32
POA3128	5-9	0	Father only	8
POA3128	5-9	0	Mother only	21
POA3128	5-9	0	Neither	57
POA3128	5-9	1		3
POA3128	5-9	1	Both	320
POA3128	5-9	1	Father only	70
POA3128	5-9	1	Mother only	53
POA3128	5-9	1	Neither	263
POA3128	10-12	0	Both	40
POA3128	10-12	0	Father only	6
POA3128	10-12	0	Mother only	12
POA3128	10-12	0	Neither	42
POA3128	10-12	1	Both	236
POA3128	10-12	1	Father only	44
POA3128	10-12	1	Mother only	41
POA3128	10-12	1	Neither	148
POA3128	13-14	0		4
POA3128	13-14	0	Both	18
POA3128	13-14	0	Father only	7
POA3128	13-14	0	Neither	35
POA3128	13-14	1		4
POA3128	13-14	1	Both	149
POA3128	13-14	1	Father only	26
POA3128	13-14	1	Mother only	16
POA3128	13-14	1	Neither	71
POA3128	15-17	0		3
POA3128	15-17	0	Both	31
POA3128	15-17	0	Father only	16
POA3128	15-17	0	Mother only	15
POA3128	15-17	0	Neither	80
POA3128	15-17	1		4
POA3128	15-17	1	Both	226
POA3128	15-17	1	Father only	34
POA3128	15-17	1	Mother only	36
POA3128	15-17	1	Neither	126
POA3128	18-20	0	Both	22
POA3128	18-20	0	Father only	4
POA3128	18-20	0	Mother only	6
POA3128	18-20	0	Neither	47
POA3128	18-20	1	Both	116
POA3128	18-20	1	Father only	28
POA3128	18-20	1	Mother only	24
POA3128	18-20	1	Neither	85
POA3128	21-24	0	Both	12
POA3128	21-24	0	Father only	3
POA3128	21-24	0	Neither	30
POA3128	21-24	1	Both	64
POA3128	21-24	1	Father only	7
POA3128	21-24	1	Mother only	4
POA3128	21-24	1	Neither	39
POA3129	0-4	0		3
POA3129	0-4	0	Both	22
POA3129	0-4	0	Father only	3
POA3129	0-4	0	Mother only	8
POA3129	0-4	0	Neither	30
POA3129	0-4	1		3
POA3129	0-4	1	Both	351
POA3129	0-4	1	Father only	87
POA3129	0-4	1	Mother only	78
POA3129	0-4	1	Neither	391
POA3129	5-9	0		4
POA3129	5-9	0	Both	57
POA3129	5-9	0	Father only	4
POA3129	5-9	0	Mother only	6
POA3129	5-9	0	Neither	48
POA3129	5-9	1		4
POA3129	5-9	1	Both	412
POA3129	5-9	1	Father only	70
POA3129	5-9	1	Mother only	73
POA3129	5-9	1	Neither	319
POA3129	10-12	0	Both	45
POA3129	10-12	0	Father only	7
POA3129	10-12	0	Mother only	9
POA3129	10-12	0	Neither	21
POA3129	10-12	1	Both	245
POA3129	10-12	1	Father only	43
POA3129	10-12	1	Mother only	39
POA3129	10-12	1	Neither	173
POA3129	13-14	0	Both	23
POA3129	13-14	0	Father only	10
POA3129	13-14	0	Mother only	6
POA3129	13-14	0	Neither	33
POA3129	13-14	1		3
POA3129	13-14	1	Both	171
POA3129	13-14	1	Father only	28
POA3129	13-14	1	Mother only	27
POA3129	13-14	1	Neither	97
POA3129	15-17	0	Both	35
POA3129	15-17	0	Father only	11
POA3129	15-17	0	Mother only	8
POA3129	15-17	0	Neither	58
POA3129	15-17	1	Both	213
POA3129	15-17	1	Father only	42
POA3129	15-17	1	Mother only	28
POA3129	15-17	1	Neither	151
POA3129	18-20	0	Both	39
POA3129	18-20	0	Father only	6
POA3129	18-20	0	Mother only	4
POA3129	18-20	0	Neither	39
POA3129	18-20	1		3
POA3129	18-20	1	Both	124
POA3129	18-20	1	Father only	20
POA3129	18-20	1	Mother only	20
POA3129	18-20	1	Neither	118
POA3129	21-24	0	Both	13
POA3129	21-24	0	Father only	4
POA3129	21-24	0	Mother only	7
POA3129	21-24	0	Neither	31
POA3129	21-24	1	Both	72
POA3129	21-24	1	Father only	10
POA3129	21-24	1	Mother only	8
POA3129	21-24	1	Neither	53
POA3130	0-4	0		6
POA3130	0-4	0	Both	45
POA3130	0-4	0	Father only	6
POA3130	0-4	0	Mother only	6
POA3130	0-4	0	Neither	36
POA3130	0-4	1	Both	762
POA3130	0-4	1	Father only	143
POA3130	0-4	1	Mother only	157
POA3130	0-4	1	Neither	563
POA3130	5-9	0		3
POA3130	5-9	0	Both	84
POA3130	5-9	0	Father only	22
POA3130	5-9	0	Mother only	25
POA3130	5-9	0	Neither	59
POA3130	5-9	1		8
POA3130	5-9	1	Both	1034
POA3130	5-9	1	Father only	165
POA3130	5-9	1	Mother only	172
POA3130	5-9	1	Neither	456
POA3130	10-12	0	Both	92
POA3130	10-12	0	Father only	15
POA3130	10-12	0	Mother only	17
POA3130	10-12	0	Neither	36
POA3130	10-12	1		3
POA3130	10-12	1	Both	617
POA3130	10-12	1	Father only	79
POA3130	10-12	1	Mother only	101
POA3130	10-12	1	Neither	241
POA3130	13-14	0		3
POA3130	13-14	0	Both	71
POA3130	13-14	0	Father only	14
POA3130	13-14	0	Mother only	11
POA3130	13-14	0	Neither	37
POA3130	13-14	1	Both	362
POA3130	13-14	1	Father only	53
POA3130	13-14	1	Mother only	59
POA3130	13-14	1	Neither	169
POA3130	15-17	0	Both	90
POA3130	15-17	0	Father only	22
POA3130	15-17	0	Mother only	25
POA3130	15-17	0	Neither	87
POA3130	15-17	1	Both	519
POA3130	15-17	1	Father only	69
POA3130	15-17	1	Mother only	91
POA3130	15-17	1	Neither	228
POA3130	18-20	0		3
POA3130	18-20	0	Both	48
POA3130	18-20	0	Father only	14
POA3130	18-20	0	Mother only	18
