POA_CODE_2016	CoupleFamily	HasChild	IncomeFamily.max	families
POA0800			52500	3
POA0800			78750	3
POA0800			91875	3
POA0800			131250	7
POA0800			157500	3
POA0800			183750	4
POA0800	0			5
POA0800	0		0	3
POA0800	0		21000	5
POA0800	0		26250	4
POA0800	0		34125	5
POA0800	0		42000	7
POA0800	0		52500	9
POA0800	0		65625	10
POA0800	0		78750	11
POA0800	0		91875	5
POA0800	0		105000	6
POA0800	0		131250	5
POA0800	0		157500	8
POA0800	0		183750	4
POA0800	0		210000	5
POA0800	0		Inf	6
POA0800	1	0		115
POA0800	1	0	0	11
POA0800	1	0	42000	14
POA0800	1	0	52500	17
POA0800	1	0	65625	37
POA0800	1	0	78750	61
POA0800	1	0	91875	63
POA0800	1	0	105000	61
POA0800	1	0	131250	186
POA0800	1	0	157500	137
POA0800	1	0	183750	87
POA0800	1	0	210000	137
POA0800	1	0	Inf	188
POA0800	1	1	34125	3
POA0800	1	1	42000	13
POA0810				3
POA0810			0	3
POA0810			15750	3
POA0810			26250	3
POA0810			34125	3
POA0810			42000	6
POA0810			52500	13
POA0810			65625	4
POA0810			78750	11
POA0810			91875	8
POA0810			105000	6
POA0810			131250	23
POA0810			157500	20
POA0810			183750	10
POA0810			Inf	15
POA0810	0			180
POA0810	0		0	15
POA0810	0		7875	9
POA0810	0		15750	20
POA0810	0		21000	28
POA0810	0		26250	34
POA0810	0		34125	64
POA0810	0		42000	80
POA0810	0		52500	93
POA0810	0		65625	124
POA0810	0		78750	95
POA0810	0		91875	78
POA0810	0		105000	74
POA0810	0		131250	116
POA0810	0		157500	53
POA0810	0		183750	22
POA0810	0		210000	18
POA0810	0		Inf	25
POA0810	1	0		845
POA0810	1	0	0	48
POA0810	1	0	7875	7
POA0810	1	0	15750	14
POA0810	1	0	21000	8
POA0810	1	0	26250	62
POA0810	1	0	34125	41
POA0810	1	0	42000	132
POA0810	1	0	52500	184
POA0810	1	0	65625	335
POA0810	1	0	78750	381
POA0810	1	0	91875	368
POA0810	1	0	105000	417
POA0810	1	0	131250	984
POA0810	1	0	157500	805
POA0810	1	0	183750	608
POA0810	1	0	210000	431
POA0810	1	0	Inf	1041
POA0810	1	1	15750	4
POA0810	1	1	21000	3
POA0810	1	1	26250	19
POA0810	1	1	34125	21
POA0810	1	1	42000	46
POA0812			15750	4
POA0812			34125	4
POA0812			42000	3
POA0812			52500	4
POA0812			65625	4
POA0812			78750	5
POA0812			91875	7
POA0812			105000	5
POA0812			131250	15
POA0812			157500	13
POA0812			183750	3
POA0812			Inf	6
POA0812	0			122
POA0812	0		0	8
POA0812	0		7875	3
POA0812	0		15750	14
POA0812	0		21000	33
POA0812	0		26250	59
POA0812	0		34125	66
POA0812	0		42000	60
POA0812	0		52500	71
POA0812	0		65625	69
POA0812	0		78750	63
POA0812	0		91875	59
POA0812	0		105000	60
POA0812	0		131250	82
POA0812	0		157500	47
POA0812	0		183750	18
POA0812	0		210000	13
POA0812	0		Inf	19
POA0812	1	0		478
POA0812	1	0	0	26
POA0812	1	0	7875	10
POA0812	1	0	15750	9
POA0812	1	0	21000	4
POA0812	1	0	26250	27
POA0812	1	0	34125	19
POA0812	1	0	42000	63
POA0812	1	0	52500	116
POA0812	1	0	65625	168
POA0812	1	0	78750	199
POA0812	1	0	91875	192
POA0812	1	0	105000	233
POA0812	1	0	131250	552
POA0812	1	0	157500	480
POA0812	1	0	183750	380
POA0812	1	0	210000	297
POA0812	1	0	Inf	509
POA0812	1	1	7875	4
POA0812	1	1	15750	11
POA0812	1	1	21000	3
POA0812	1	1	26250	10
POA0812	1	1	34125	12
POA0812	1	1	42000	25
POA0820				4
POA0820			26250	3
POA0820			42000	8
POA0820			52500	7
POA0820			65625	7
POA0820			78750	3
POA0820			91875	3
POA0820			105000	7
POA0820			131250	15
