POA_CODE_2016	medianTotalFamilyIncome
POA2734	89076
POA2735	48516
POA2736	71500
POA2737	79352
POA2738	96408
POA2739	72228
POA2745	117364
POA2747	92664
POA2748	104260
POA2749	104208
POA2750	93392
POA2752	110292
POA2753	92768
POA2754	90324
POA2755	
POA2756	101348
POA2757	94432
POA2758	112424
POA2759	102336
POA2760	80028
POA2761	97552
POA2762	110240
POA2763	109148
POA2765	96668
POA2766	93808
POA2767	93600
POA2768	124800
POA2769	135720
POA2770	65520
POA2773	126256
POA2774	111384
POA2775	70980
POA2776	105872
POA2777	107068
POA2778	99632
POA2779	93548
POA2780	74620
POA2782	81640
POA2783	87256
POA2784	81120
POA2785	73216
POA2786	66872
POA2787	78780
POA2790	69264
POA2791	70668
POA2792	73112
POA2793	56108
POA2794	64480
POA2795	84812
POA2797	79092
POA2798	106340
POA2799	76388
POA2800	88504
POA2803	58500
POA2804	67600
POA2805	59488
POA2806	63856
POA2807	50492
POA2808	49140
POA2809	55224
POA2810	63492
POA2817	60424
POA2818	86632
POA2820	60580
POA2821	71656
POA2822	58812
POA2823	67548
POA2824	74100
POA2825	83512
POA2826	109772
POA2827	61672
POA2828	59592
POA2829	65572
POA2830	83304
POA2831	76388
POA2832	58760
POA2833	55224
POA2834	47528
POA2835	106392
POA2836	59748
POA2838	45292
POA2839	47840
POA2840	81120
POA2842	48256
POA2843	61204
POA2844	58084
POA2845	76440
POA2846	45812
POA2847	67444
POA2848	48256
POA2849	60476
POA2850	79716
POA2852	69576
POA2864	80600
POA2865	79508
POA2866	77116
POA2867	65416
POA2868	62660
POA2869	55900
POA2870	76700
POA2871	68796
POA2873	76648
POA2874	67600
POA2875	67444
POA2876	59644
POA2877	65468
POA2878	81224
POA2879	46280
POA2880	66456
POA2898	92248
POA2899	67080
POA2900	111696
POA2902	117416
POA2903	120120
POA2904	133640
POA2905	119288
POA2906	123084
POA2911	142740
POA2912	116792
POA2913	124280
POA2914	133172
POA3000	73944
POA3002	162240
POA3003	116792
POA3004	131352
POA3005	133224
POA3006	119028
POA3008	116324
POA3010	168948
POA3011	97448
POA3012	95420
POA3013	130832
POA3015	129064
POA3016	135616
POA3018	101556
POA3019	59956
POA3020	63648
POA3021	58084
POA3022	69992
POA3023	85436
POA3024	83044
POA3025	76856
POA3026	35724
POA3027	113308
POA3028	80912
POA3029	84188
POA3030	95004
POA3031	115128
POA3032	110968
POA3033	91104
POA3034	79612
POA3036	104936
POA3037	92144
POA3038	92560
POA3039	126048
POA3040	124176
POA3041	119236
POA3042	95576
POA3043	79352
POA3044	102960
POA3045	
POA3046	78156
POA3047	52156
POA3048	55432
POA3049	91520
POA3050	
POA3051	101036
POA3052	113828
POA3053	71344
POA3054	134888
POA3055	102440
POA3056	114712
POA3057	115180
POA3058	102024
POA3059	105664
POA3060	63856
POA3061	52312
POA3062	
POA3063	109720
POA3064	77168
POA3065	115596
POA3066	114400
POA3067	127868
POA3068	139932
POA3070	125684
POA3071	107120
POA3072	91728
POA3073	73892
POA3074	57772
POA3075	63492
POA3076	77168
POA3078	130884
POA3079	132704
POA3081	77064
POA3082	85540
POA3083	79768
POA3084	114660
POA3085	110136
POA3086	29900
POA3087	98540
POA3088	105976
POA3089	117832
POA3090	140088
POA3091	121940
POA3093	117468
POA3094	109824
POA3095	124176
POA3096	103792
POA3097	127296
POA3099	105508
POA3101	144872
POA3102	135408
POA3103	114712
POA3104	117936
POA3105	94224
POA3106	108680
POA3107	96720
POA3108	82160
POA3109	88608
POA3111	109356
POA3113	128232
POA3114	149396
POA3115	132860
POA3116	100048
POA3121	132652
POA3122	137540
POA3123	140868
POA3124	144040
POA3125	91884
POA3126	159900
POA3127	143780
POA3128	86060
POA3129	98748
POA3130	107276
POA3131	93548
POA3132	106496
POA3133	98332
POA3134	102544
POA3135	103584
POA3136	95888
POA3137	90948
POA3138	93184
POA3139	85696
POA3140	91728
POA3141	128076
POA3142	173628
POA3143	140764
POA3144	167700
POA3145	135408
POA3146	147420
POA3147	121836
POA3148	95888
POA3149	100724
POA3150	94224
POA3151	83460
POA3152	96044
POA3153	85904
POA3154	99164
POA3155	82212
POA3156	98072
POA3158	105456
POA3159	103324
POA3160	101504
POA3161	136968
POA3162	127712
POA3163	107900
POA3165	106964
POA3166	100152
POA3167	90272
POA3168	71240
POA3169	73528
POA3170	90064
POA3171	58344
POA3172	76440
POA3173	84032
POA3174	64272
POA3175	62296
POA3177	55328
POA3178	105976
POA3179	91312
POA3180	88036
POA3181	130780
POA3182	122044
POA3183	118976
POA3184	136552
POA3185	129896
POA3186	173524
POA3187	140296
POA3188	138216
POA3189	99112
POA3190	112996
POA3191	147784
POA3192	103844
POA3193	141388
POA3194	109772
POA3195	115752
POA3196	99892
POA3197	103168
POA3198	83772
POA3199	82420
POA3200	55172
POA3201	79716
POA3202	105144
POA3204	118508
POA3205	137800
POA3206	172068
POA3207	148252
POA3211	98748
POA3212	93496
POA3213	94120
POA3214	52624
POA3215	75608
POA3216	90324
POA3217	103532
POA3218	96408
POA3219	68744
POA3220	113048
POA3221	114608
POA3222	75088
POA3223	60996
POA3224	80860
POA3225	82160
POA3226	92664
POA3227	108992
POA3228	105872
POA3230	88348
POA3231	76856
POA3232	77324
POA3233	61464
POA3234	84500
POA3235	76492
POA3236	57408
POA3237	62816
POA3238	67132
POA3239	62972
POA3240	99632
POA3241	68692
POA3242	79924
POA3243	77220
POA3249	69420
POA3250	72748
POA3251	66508
POA3254	73840
POA3260	65624
POA3264	68380
POA3265	81640
POA3266	71708
POA3267	60112
POA3268	72592
POA3269	78936
POA3270	64012
POA3271	79040
POA3272	61724
POA3273	70408
POA3274	79092
POA3275	104624
POA3276	79976
POA3277	90584
POA3278	75504
POA3279	85384
POA3280	77116
POA3281	94484
POA3282	77220
POA3283	80392
POA3284	74724
POA3285	81224
POA3286	62296
POA3287	80704
POA3289	70148
POA3292	57668
POA3293	63076
POA3294	71500
POA3300	71968
POA3301	91312
POA3302	76856
POA3303	78780
POA3304	71188
POA3305	72124
POA3309	67132
POA3310	63180
POA3311	54548
POA3312	71240
POA3314	69836
POA3315	61724
POA3317	67600
POA3318	67860
POA3319	65520
POA3321	97500
POA3322	56628
POA3323	67132
POA3324	65780
POA3325	55900
POA3328	90584
POA3329	61724
POA3330	63336
POA3331	92560
POA3332	82836
POA3333	75296
POA3334	67964
POA3335	96876
POA3337	75192
POA3338	77948
POA3340	88400
POA3341	102856
POA3342	80548
POA3345	87516
POA3350	84188
POA3351	76180
POA3352	86528
POA3355	60424
POA3356	63284
POA3357	98904
POA3360	58500
POA3361	58188
POA3363	66508
POA3364	70564
POA3370	54132
POA3371	51012
POA3373	59540
POA3374	73320
POA3375	54184
POA3377	66976
POA3378	76856
POA3379	65260
POA3380	66456
POA3381	70304
POA3384	65936
POA3385	62036
POA3387	63648
POA3388	60112
POA3390	60320
POA3391	59748
POA3392	55640
POA3393	61880
POA3395	63960
POA3396	65988
POA3400	71552
POA3401	80600
POA3407	66196
POA3409	71240
POA3412	54756
POA3413	79612
POA3414	62192
POA3415	129948
POA3418	67236
POA3419	71188
POA3420	69524
POA3423	41132
POA3424	63960
POA3427	87776
POA3428	91520
POA3429	95628
POA3430	79300
POA3431	107484
POA3432	106860
POA3433	94588
POA3434	95836
POA3435	88816
POA3437	111956
POA3438	105456
POA3440	112164
POA3441	124696
POA3442	104884
POA3444	80860
POA3446	74984
POA3447	76492
POA3448	66976
POA3450	67860
POA3451	72696
POA3453	81224
POA3458	76440
POA3460	65624
POA3461	67028
POA3462	58968
POA3463	60060
POA3464	62556
POA3465	52416
POA3467	52780
POA3468	59384
POA3469	46176
POA3472	44200
POA3475	45032
POA3477	59020
POA3478	58500
POA3480	62296
POA3482	58500
POA3483	66872
POA3485	53404
POA3487	67132
POA3488	63336
POA3489	56316
POA3490	63856
POA3491	59748
POA3494	64324
POA3496	69212
POA3498	76804
POA3500	67704
POA3501	95888
POA3505	68484
POA3506	117000
POA3507	50544
POA3509	79092
POA3512	70564
POA3515	83824
POA3516	73476
POA3517	59488
POA3518	48412
POA3520	38324
POA3521	76180
POA3522	60112
POA3523	55068
POA3525	52624
POA3527	51324
POA3529	61724
POA3530	68224
POA3531	55224
POA3533	57772
POA3537	61724
POA3540	58500
POA3542	50908
POA3544	65780
POA3546	75348
POA3549	67028
POA3550	73684
POA3551	93340
POA3555	68848
POA3556	62764
POA3557	77272
POA3558	65208
POA3559	66872
POA3561	67652
POA3562	73476
POA3563	66040
POA3564	75088
POA3565	62816
POA3566	62920
POA3567	65208
POA3568	63648
POA3570	64688
POA3571	55692
POA3572	62504
POA3573	60112
POA3575	61620
POA3576	49868
POA3579	62244
POA3580	53508
POA3581	60632
POA3583	60632
POA3584	70096
POA3585	72956
POA3586	75816
POA3588	59540
POA3589	73476
POA3590	68588
POA3591	73112
POA3594	70616
POA3595	46800
POA3596	62816
POA3597	71500
POA3599	70408
POA3607	81224
POA3608	69576
POA3610	63492
POA3612	59852
POA3614	96304
POA3616	76284
POA3617	57200
POA3618	63960
POA3620	67600
POA3621	70096
POA3622	77012
POA3623	58708
POA3624	60632
POA3629	67600
POA3630	67288
POA3631	95368
POA3633	87256
POA3634	83460
POA3635	76700
POA3636	67184
POA3637	70096
POA3638	66300
POA3639	52364
POA3640	71708
POA3641	70980
POA3644	67548
POA3646	72696
POA3647	
POA3649	65728
POA3658	75348
POA3659	81692
POA3660	67028
POA3662	110344
POA3663	66612
POA3664	75816
POA3665	69524
POA3666	65000
POA3669	63024
POA3670	65624
POA3672	62660
POA3673	68016
POA3675	76648
POA3677	69420
POA3678	80912
POA3682	78936
POA3683	75816
POA3685	74984
POA3687	74464
POA3688	89284
POA3690	77012
POA3691	94900
POA3694	
POA3695	94484
POA3697	74360
POA3698	74828
POA3699	66352
POA3700	72124
POA3701	65572
POA3704	71500
POA3705	72904
POA3707	59436
POA3708	48048
POA3709	71500
POA3711	68536
POA3712	78624
POA3713	56784
POA3714	69628
POA3715	67184
POA3717	67028
POA3718	55224
POA3719	68224
POA3720	58968
POA3722	73892
POA3723	64324
POA3725	73372
POA3726	63076
POA3727	61724
POA3728	59540
POA3730	65936
POA3732	64584
POA3733	71500
POA3735	69004
POA3737	67756
POA3738	66092
POA3739	76336
POA3740	68588
POA3741	66248
POA3744	71500
POA3746	66196
POA3747	75868
POA3749	88504
POA3750	83564
POA3751	82316
POA3752	96512
POA3753	103584
POA3754	96824
POA3755	85748
POA3756	90116
POA3757	91520
POA3758	98800
POA3759	117312
POA3760	108316
POA3761	102180
POA3762	113048
POA3763	85176
POA3764	84864
POA3765	101712
POA3766	93808
POA3767	99996
POA3770	92352
POA3775	93808
POA3777	78832
POA3778	75816
POA3779	61048
POA3781	92508
POA3782	99684
POA3783	93132
POA3785	134316
POA3786	115128
POA3787	115596
POA3788	97656
POA3789	91884
POA3791	108004
POA3792	90376
POA3793	81432
POA3795	94380
POA3796	96824
POA3797	72592
POA3799	64064
POA3800	151632
POA3802	79924
POA3803	70876
POA3804	111592
POA3805	87984
POA3806	101140
POA3807	110760
POA3808	116844
POA3809	101868
POA3810	80444
POA3812	97864
POA3813	87724
POA3814	84292
POA3815	92508
POA3816	74360
POA3818	72644
POA3820	79092
POA3821	83200
POA3822	81432
POA3823	76960
POA3824	78884
POA3825	64688
POA3831	75192
POA3832	63024
POA3833	48724
POA3835	68224
POA3840	63804
POA3842	60944
POA3844	87412
POA3847	75764
POA3850	80444
POA3851	70824
POA3852	143000
POA3854	100828
POA3856	95576
POA3857	86892
POA3858	68276
POA3859	71968
POA3860	72176
POA3862	72436
POA3864	69056
POA3865	69160
POA3869	85384
POA3870	72332
POA3871	68536
POA3873	96564
POA3874	63076
POA3875	66352
POA3878	65364
POA3880	57460
POA3882	68016
POA3885	61568
POA3886	59748
POA3887	48308
POA3888	57564
POA3889	39312
POA3890	46332
POA3891	54184
POA3892	57148
POA3893	60112
POA3895	58500
POA3896	61724
POA3898	65416
POA3900	55224
POA3902	62192
POA3903	63024
POA3904	59748
POA3909	58396
POA3910	96564
POA3911	89804
POA3912	89076
POA3913	89492
POA3915	65676
POA3916	102076
POA3918	86164
POA3919	74776
POA3920	103116
POA3921	43836
POA3922	60996
POA3923	59644
POA3925	70044
POA3926	96616
POA3927	94796
POA3928	99112
POA3929	102336
POA3930	122356
POA3931	82368
POA3933	109408
POA3934	105872
POA3936	74152
POA3937	104572
POA3938	77792
POA3939	66560
POA3940	57096
POA3941	69264
POA3942	71708
POA3943	82108
POA3944	117676
POA3945	75244
POA3946	70200
POA3950	64480
POA3951	70720
POA3953	73788
POA3954	85384
POA3956	59228
POA3957	81224
POA3958	79092
POA3959	64636
POA3960	65104
POA3962	60840
POA3964	53872
POA3965	67132
POA3966	61724
POA3967	67132
POA3971	60320
POA3975	98436
POA3976	70616
POA3977	86528
POA3978	99112
POA3979	81484
POA3980	90792
POA3981	83824
POA3984	61776
POA3987	77636
POA3988	71240
POA3990	68224
POA3991	52468
POA3992	65312
POA3995	58708
POA3996	67704
POA4000	112892
POA4005	146640
POA4006	111644
POA4007	136656
POA4008	83408
POA4009	
POA4010	124800
POA4011	128596
POA4012	113724
POA4013	113880
POA4014	110916
POA4017	99320
POA4018	90064
POA4019	76128
POA4020	79768
POA4021	69004
POA4022	71656
POA4025	66612
POA4029	
POA4030	122928
POA4031	120952
POA4032	90584
POA4034	94224
POA4035	120224
POA4036	89960
POA4037	125736
POA4051	128284
POA4053	109928
POA4054	98852
POA4055	116532
POA4059	116948
POA4060	148096
POA4061	125528
POA4064	146848
POA4065	162916
POA4066	121732
POA4067	105924
POA4068	117208
POA4069	140140
POA4070	117156
POA4072	
POA4073	127036
POA4074	111228
POA4075	121680
POA4076	71604
POA4077	61828
POA4078	93184
POA4101	116116
POA4102	100828
POA4103	109824
POA4104	121056
POA4105	111020
POA4106	80340
POA4107	99892
POA4108	74620
POA4109	75036
POA4110	77792
POA4111	92976
POA4112	95836
POA4113	81536
POA4114	55120
POA4115	98124
POA4116	89648
POA4117	89284
POA4118	84916
POA4119	90532
POA4120	112788
POA4121	124904
POA4122	97968
POA4123	98488
POA4124	89596
POA4125	80548
POA4127	83044
POA4128	104260
POA4129	86736
POA4130	111332
POA4131	71864
POA4132	70668
POA4133	76700
POA4151	120120
POA4152	119496
POA4153	114920
POA4154	136344
POA4155	124904
POA4156	135876
POA4157	92456
POA4158	83668
POA4159	99736
POA4160	108108
POA4161	92716
POA4163	89232
POA4164	108160
POA4165	97656
POA4169	120224
POA4170	129376
POA4171	153920
POA4172	116896
POA4173	97344
POA4174	99528
POA4178	97812
POA4179	108264
POA4183	66976
POA4184	42692
POA4205	64740
POA4207	75348
POA4208	99372
POA4209	90324
POA4210	96356
POA4211	85488
POA4212	98852
POA4213	92664
POA4214	84656
POA4215	66976
POA4216	76284
POA4217	84240
POA4218	89856
POA4220	89804
POA4221	86528
POA4222	
POA4223	84812
POA4224	80496
POA4225	73320
POA4226	86788
POA4227	86268
POA4228	100776
POA4229	
POA4230	72020
POA4270	97500
POA4271	75712
POA4272	76856
POA4275	87984
POA4280	92872
POA4285	76648
POA4287	61880
POA4300	94744
POA4301	73684
POA4303	53404
POA4304	70096
POA4305	76336
POA4306	96616
POA4307	82420
POA4309	69212
POA4310	69836
POA4311	65052
POA4312	52468
POA4313	55328
POA4340	73476
POA4341	68900
POA4342	66924
POA4343	69524
POA4344	73476
POA4345	49348
POA4346	76076
POA4347	68016
POA4350	79976
POA4352	97188
POA4353	72280
POA4354	65728
POA4355	56992
POA4356	76804
POA4357	66768
POA4358	81640
POA4359	76648
POA4360	75244
POA4361	65676
POA4362	61204
POA4363	83044
POA4364	81224
POA4365	49140
POA4370	65624
POA4371	61360
POA4372	68692
POA4373	56108
POA4374	58500
POA4375	55224
POA4376	56628
POA4377	62816
POA4378	58136
POA4380	61464
POA4381	58760
POA4382	58760
POA4383	42172
POA4384	56316
POA4385	54808
POA4387	62192
POA4388	53612
POA4390	88348
POA4400	77272
POA4401	69836
POA4402	50024
POA4403	75816
POA4404	87724
POA4405	81016
POA4406	62972
POA4407	79248
POA4408	71864
POA4410	63180
POA4411	93600
POA4412	80132
POA4413	86684
POA4415	72592
POA4416	85540
POA4417	71500
POA4418	53300
POA4419	87724
POA4420	79352
POA4421	48412
POA4422	73112
POA4423	60424
POA4424	80600
POA4425	66456
POA4426	62816
POA4427	61412
POA4428	70980
POA4454	77636
POA4455	97188
POA4461	66612
POA4462	49868
POA4465	68484
POA4467	65884
POA4468	73632
POA4470	81432
POA4472	66248
POA4474	58448
POA4475	
POA4477	64480
POA4478	64688
POA4479	
POA4480	77116
POA4481	101816
POA4482	100724
POA4486	63908
POA4487	80860
POA4488	59748
POA4489	94224
POA4490	63804
POA4491	61724
POA4492	75192
POA4493	
POA4494	73632
POA4496	76336
POA4497	87724
POA4498	105092
POA4500	95992
POA4501	76076
POA4502	94276
POA4503	85748
POA4504	100412
POA4505	85800
POA4506	73164
POA4507	57460
POA4508	66040
POA4509	101140
POA4510	66924
POA4511	63180
POA4512	95316
POA4514	75764
POA4515	71292
POA4516	93236
POA4517	76856
POA4518	78052
POA4519	72904
POA4520	125944
POA4521	103480
POA4550	73424
POA4551	74308
POA4552	64116
POA4553	86580
POA4554	81120
POA4555	80496
POA4556	86268
POA4557	85280
POA4558	71188
POA4559	82628
POA4560	72124
POA4561	81588
POA4562	81172
POA4563	71448
POA4564	75348
POA4565	65884
POA4566	74100
POA4567	86164
POA4568	68692
POA4569	64012
POA4570	60424
POA4571	60996
POA4572	90376
POA4573	82212
POA4574	61568
POA4575	84812
POA4580	41444
POA4581	55380
POA4600	50232
POA4601	53612
POA4605	52832
POA4606	57980
POA4608	62036
POA4610	67860
POA4611	53612
POA4612	42432
POA4613	44564
POA4614	44096
POA4615	51584
POA4620	52416
POA4621	46592
POA4625	66196
POA4626	65468
POA4627	58084
POA4630	61256
POA4650	58136
POA4655	57460
POA4659	45812
POA4660	50284
POA4662	50856
POA4670	63700
POA4671	49452
POA4673	55484
POA4674	41132
POA4676	47424
POA4677	62920
POA4678	61308
POA4680	105820
POA4694	79248
POA4695	83564
POA4697	74724
POA4699	69836
POA4700	81380
POA4701	82576
POA4702	80860
POA4703	82004
POA4704	73632
POA4705	78832
POA4706	71500
POA4707	68224
POA4709	186212
POA4710	67860
POA4711	108160
POA4712	76076
POA4713	37232
POA4714	49452
POA4715	107276
POA4716	94432
POA4717	125580
POA4718	102700
POA4719	73216
POA4720	111332
POA4721	98800
POA4722	97188
POA4723	102804
POA4724	85384
POA4725	86424
POA4726	66196
POA4727	79612
POA4728	62348
POA4730	85280
POA4731	55224
POA4732	61724
POA4733	70200
POA4735	75088
POA4736	84448
POA4737	82264
POA4738	85176
POA4739	74360
POA4740	92716
POA4741	84708
POA4742	99736
POA4743	137488
POA4744	141232
POA4745	121212
POA4746	134160
