POA_CODE_2016	AgeStudent	Sex	students
POA2576	15-19	M	268
POA2576	20-24	F	85
POA2576	20-24	M	62
POA2576	25+	F	199
POA2576	25+	M	109
POA2577	0-4	F	108
POA2577	0-4	M	124
POA2577	5-14	F	883
POA2577	5-14	M	917
POA2577	15-19	F	354
POA2577	15-19	M	405
POA2577	20-24	F	69
POA2577	20-24	M	62
POA2577	25+	F	289
POA2577	25+	M	131
POA2578	0-4	F	11
POA2578	0-4	M	17
POA2578	5-14	F	120
POA2578	5-14	M	143
POA2578	15-19	F	55
POA2578	15-19	M	56
POA2578	20-24	F	9
POA2578	20-24	M	7
POA2578	25+	F	37
POA2578	25+	M	14
POA2579	0-4	F	24
POA2579	0-4	M	28
POA2579	5-14	F	237
POA2579	5-14	M	267
POA2579	15-19	F	64
POA2579	15-19	M	62
POA2579	20-24	F	15
POA2579	20-24	M	18
POA2579	25+	F	68
POA2579	25+	M	30
POA2580	0-4	F	218
POA2580	0-4	M	202
POA2580	5-14	F	1523
POA2580	5-14	M	1684
POA2580	15-19	F	549
POA2580	15-19	M	591
POA2580	20-24	F	178
POA2580	20-24	M	171
POA2580	25+	F	551
POA2580	25+	M	273
POA2581	0-4	F	21
POA2581	0-4	M	25
POA2581	5-14	F	125
POA2581	5-14	M	117
POA2581	15-19	F	37
POA2581	15-19	M	41
POA2581	20-24	F	9
POA2581	20-24	M	10
POA2581	25+	F	30
POA2581	25+	M	15
POA2582	0-4	F	103
POA2582	0-4	M	108
POA2582	5-14	F	820
POA2582	5-14	M	854
POA2582	15-19	F	301
POA2582	15-19	M	260
POA2582	20-24	F	95
POA2582	20-24	M	69
POA2582	25+	F	277
POA2582	25+	M	131
POA2583	0-4	F	20
POA2583	0-4	M	30
POA2583	5-14	F	216
POA2583	5-14	M	207
POA2583	15-19	F	84
POA2583	15-19	M	78
POA2583	20-24	F	28
POA2583	20-24	M	14
POA2583	25+	F	54
POA2583	25+	M	26
POA2584	0-4	F	4
POA2584	0-4	M	3
POA2584	5-14	F	28
POA2584	5-14	M	44
POA2584	15-19	F	6
POA2584	15-19	M	4
POA2584	20-24	F	3
POA2584	25+	F	8
POA2584	25+	M	5
POA2585	0-4	F	3
POA2585	0-4	M	3
POA2585	5-14	F	6
POA2585	5-14	M	19
POA2585	15-19	M	6
POA2586	0-4	F	12
POA2586	0-4	M	15
POA2586	5-14	F	122
POA2586	5-14	M	151
POA2586	15-19	F	55
POA2586	15-19	M	65
POA2586	20-24	F	18
POA2586	20-24	M	5
POA2586	25+	F	54
POA2586	25+	M	4
POA2587	0-4	F	22
POA2587	0-4	M	21
POA2587	5-14	F	165
POA2587	5-14	M	138
POA2587	15-19	F	58
POA2587	15-19	M	52
POA2587	20-24	F	11
POA2587	20-24	M	13
POA2587	25+	F	44
POA2587	25+	M	17
POA2588	0-4	F	3
POA2588	5-14	F	20
POA2588	5-14	M	14
POA2588	15-19	F	3
POA2588	15-19	M	3
POA2588	25+	F	6
POA2590	0-4	F	41
POA2590	0-4	M	54
POA2590	5-14	F	366
POA2590	5-14	M	402
POA2590	15-19	F	108
POA2590	15-19	M	128
POA2590	20-24	F	46
POA2590	20-24	M	18
POA2590	25+	F	91
POA2590	25+	M	34
POA2594	0-4	F	92
POA2594	0-4	M	84
POA2594	5-14	F	757
POA2594	5-14	M	810
POA2594	15-19	F	257
POA2594	15-19	M	236
POA2594	20-24	F	69
POA2594	20-24	M	49
POA2594	25+	F	189
POA2594	25+	M	61
POA2600	0-4	F	43
POA2600	0-4	M	47
POA2600	5-14	F	378
POA2600	5-14	M	311
POA2600	15-19	F	217
POA2600	15-19	M	142
POA2600	20-24	F	82
POA2600	20-24	M	73
POA2600	25+	F	215
POA2600	25+	M	157
POA2601	0-4	F	3
POA2601	0-4	M	8
POA2601	5-14	F	17
POA2601	5-14	M	16
POA2601	15-19	F	767
POA2601	15-19	M	514
POA2601	20-24	F	1048
POA2601	20-24	M	930
POA2601	25+	F	402
POA2601	25+	M	478
POA2602	0-4	F	152
POA2602	0-4	M	176
POA2602	5-14	F	1583
POA2602	5-14	M	1546
POA2602	15-19	F	616
POA2602	15-19	M	638
POA2602	20-24	F	869
POA2602	20-24	M	742
POA2602	25+	F	1310
POA2602	25+	M	1129
POA2603	0-4	F	48
POA2603	0-4	M	48
POA2603	5-14	F	489
POA2603	5-14	M	546
POA2603	15-19	F	202
POA2603	15-19	M	296
POA2603	20-24	F	110
POA2603	20-24	M	113
POA2603	25+	F	294
POA2603	25+	M	212
POA2604	0-4	F	59
POA2604	0-4	M	62
POA2604	5-14	F	376
POA2604	5-14	M	402
POA2604	15-19	F	177
POA2604	15-19	M	207
POA2604	20-24	F	124
POA2604	20-24	M	117
POA2604	25+	F	448
POA2604	25+	M	375
POA2605	0-4	F	67
POA2605	0-4	M	75
POA2605	5-14	F	797
POA2605	5-14	M	792
POA2605	15-19	F	277
POA2605	15-19	M	296
POA2605	20-24	F	112
POA2605	20-24	M	147
POA2605	25+	F	275
POA2605	25+	M	227
POA2606	0-4	F	52
POA2606	0-4	M	39
POA2606	5-14	F	417
POA2606	5-14	M	430
POA2606	15-19	F	167
POA2606	15-19	M	183
POA2606	20-24	F	117
POA2606	20-24	M	117
POA2606	25+	F	332
POA2606	25+	M	319
POA2607	0-4	F	69
POA2607	0-4	M	59
POA2607	5-14	F	709
POA2607	5-14	M	891
POA2607	15-19	F	364
POA2607	15-19	M	397
POA2607	20-24	F	182
POA2607	20-24	M	197
POA2607	25+	F	372
POA2607	25+	M	235
POA2609	0-4	F	4
POA2609	0-4	M	4
POA2609	5-14	F	30
POA2609	5-14	M	14
POA2609	15-19	F	11
POA2609	15-19	M	17
POA2609	20-24	F	3
POA2609	20-24	M	12
POA2609	25+	F	13
POA2609	25+	M	8
POA2611	0-4	F	179
POA2611	0-4	M	198
POA2611	5-14	F	1669
POA2611	5-14	M	1865
POA2611	15-19	F	576
POA2611	15-19	M	566
POA2611	20-24	F	313
POA2611	20-24	M	262
POA2611	25+	F	769
POA2611	25+	M	533
POA2612	0-4	F	47
POA2612	0-4	M	44
POA2612	5-14	F	386
POA2612	5-14	M	409
POA2612	15-19	F	396
POA2612	15-19	M	489
POA2612	20-24	F	803
POA2612	20-24	M	1028
POA2612	25+	F	693
POA2612	25+	M	841
POA2614	0-4	F	110
POA2614	0-4	M	120
POA2614	5-14	F	1162
POA2614	5-14	M	1176
POA2614	15-19	F	404
POA2614	15-19	M	435
POA2614	20-24	F	320
POA2614	20-24	M	364
POA2614	25+	F	619
POA2614	25+	M	484
POA2615	0-4	F	286
POA2615	0-4	M	311
POA2615	5-14	F	2709
POA2615	5-14	M	3024
POA2615	15-19	F	990
POA2615	15-19	M	969
POA2615	20-24	F	543
POA2615	20-24	M	487
POA2615	25+	F	1301
POA2615	25+	M	812
POA2617	0-4	F	164
POA2617	0-4	M	160
POA2617	5-14	F	1300
POA2617	5-14	M	1439
POA2617	15-19	F	768
POA2617	15-19	M	735
POA2617	20-24	F	1346
POA2617	20-24	M	1281
POA2617	25+	F	1281
POA2617	25+	M	1129
POA2618	0-4	M	3
POA2618	5-14	F	102
POA2618	5-14	M	91
POA2618	15-19	F	50
POA2618	15-19	M	49
POA2618	20-24	F	18
POA2618	20-24	M	17
POA2618	25+	F	32
POA2618	25+	M	20
POA2619	0-4	F	73
POA2619	0-4	M	73
POA2619	5-14	F	786
POA2619	5-14	M	825
POA2619	15-19	F	319
POA2619	15-19	M	367
POA2619	20-24	F	110
POA2619	20-24	M	112
POA2619	25+	F	230
POA2619	25+	M	183
POA2620	0-4	F	174
POA2620	0-4	M	275
POA2620	5-14	F	2033
POA2620	5-14	M	2111
POA2620	15-19	F	769
POA2620	15-19	M	825
POA2620	20-24	F	398
POA2620	20-24	M	351
POA2620	25+	F	988
POA2620	25+	M	627
POA2621	0-4	F	43
POA2621	0-4	M	46
POA2621	5-14	F	413
POA2621	5-14	M	447
POA2621	15-19	F	156
POA2621	15-19	M	166
POA2621	20-24	F	45
POA2621	20-24	M	37
POA2621	25+	F	132
POA2621	25+	M	83
POA2622	0-4	F	19
POA2622	0-4	M	26
POA2622	5-14	F	186
POA2622	5-14	M	190
POA2622	15-19	F	73
POA2622	15-19	M	67
POA2622	20-24	F	11
POA2622	20-24	M	7
POA2622	25+	F	63
POA2622	25+	M	34
POA2623	0-4	F	10
POA2623	0-4	M	3
POA2623	5-14	F	29
POA2623	5-14	M	37
POA2623	15-19	F	9
POA2623	15-19	M	11
POA2623	20-24	F	3
POA2623	25+	F	11
POA2623	25+	M	3
POA2625	0-4	M	3
POA2625	5-14	F	17
POA2625	5-14	M	16
POA2625	15-19	M	3
POA2625	25+	F	3
POA2625	25+	M	4
POA2626	0-4	M	3
POA2626	5-14	F	30
POA2626	5-14	M	41
POA2626	15-19	F	11
POA2626	15-19	M	16
POA2626	20-24	F	3
POA2626	25+	F	7
POA2626	25+	M	3
POA2627	0-4	F	20
POA2627	0-4	M	37
POA2627	5-14	F	271
POA2627	5-14	M	305
POA2627	15-19	F	88
POA2627	15-19	M	102
POA2627	20-24	F	25
POA2627	20-24	M	28
POA2627	25+	F	100
POA2627	25+	M	59
POA2628	0-4	F	16
POA2628	0-4	M	16
POA2628	5-14	F	119
POA2628	5-14	M	125
POA2628	15-19	F	33
POA2628	15-19	M	38
POA2628	20-24	F	13
POA2628	20-24	M	16
POA2628	25+	F	51
POA2628	25+	M	17
POA2629	5-14	F	11
POA2629	5-14	M	21
POA2629	15-19	F	6
POA2629	15-19	M	4
POA2629	20-24	F	3
POA2629	25+	F	5
POA2629	25+	M	6
POA2630	0-4	F	52
POA2630	0-4	M	49
POA2630	5-14	F	423
POA2630	5-14	M	467
POA2630	15-19	F	158
POA2630	15-19	M	170
POA2630	20-24	F	64
POA2630	20-24	M	39
POA2630	25+	F	165
POA2630	25+	M	75
POA2631	0-4	F	4
POA2631	0-4	M	7
POA2631	5-14	F	35
POA2631	5-14	M	32
POA2631	15-19	F	19
POA2631	15-19	M	10
POA2631	25+	F	6
POA2631	25+	M	3
POA2632	0-4	F	8
POA2632	0-4	M	15
POA2632	5-14	F	110
POA2632	5-14	M	91
POA2632	15-19	F	24
POA2632	15-19	M	28
POA2632	20-24	F	7
POA2632	20-24	M	8
POA2632	25+	F	27
POA2632	25+	M	14
POA2633	0-4	F	4
POA2633	0-4	M	3
POA2633	5-14	F	14
POA2633	5-14	M	12
POA2633	15-19	F	4
POA2633	15-19	M	3
POA2633	25+	F	4
POA2640	0-4	F	242
POA2640	0-4	M	255
POA2640	5-14	F	2110
POA2640	5-14	M	2122
POA2640	15-19	F	857
POA2640	15-19	M	831
POA2640	20-24	F	492
POA2640	20-24	M	300
POA2640	25+	F	811
POA2640	25+	M	441
POA2641	0-4	F	95
POA2641	0-4	M	75
POA2641	5-14	F	771
POA2641	5-14	M	831
POA2641	15-19	F	317
POA2641	15-19	M	274
POA2641	20-24	F	143
POA2641	20-24	M	110
POA2641	25+	F	331
POA2641	25+	M	178
POA2642	0-4	F	43
POA2642	0-4	M	50
POA2642	5-14	F	360
POA2642	5-14	M	348
POA2642	15-19	F	106
POA2642	15-19	M	107
POA2642	20-24	F	27
POA2642	20-24	M	16
POA2642	25+	F	77
POA2642	25+	M	25
POA2643	0-4	F	21
POA2643	0-4	M	22
POA2643	5-14	F	137
POA2643	5-14	M	164
POA2643	15-19	F	43
POA2643	15-19	M	55
POA2643	20-24	F	14
POA2643	20-24	M	8
POA2643	25+	F	46
POA2643	25+	M	15
POA2644	0-4	F	8
POA2644	0-4	M	18
POA2644	5-14	F	157
POA2644	5-14	M	135
POA2644	15-19	F	54
POA2644	15-19	M	50
POA2644	20-24	F	12
POA2644	20-24	M	16
POA2644	25+	F	35
POA2644	25+	M	16
POA2645	0-4	M	3
POA2645	5-14	F	26
POA2645	5-14	M	19
POA2645	15-19	M	4
POA2645	25+	F	3
POA2646	0-4	F	37
POA2646	0-4	M	51
POA2646	5-14	F	389
POA2646	5-14	M	363
POA2646	15-19	F	134
POA2646	15-19	M	129
POA2646	20-24	F	38
POA2646	20-24	M	25
POA2646	25+	F	105
POA2646	25+	M	36
POA2647	0-4	F	10
POA2647	0-4	M	12
POA2647	5-14	F	113
POA2647	5-14	M	90
POA2647	15-19	F	30
POA2647	15-19	M	21
POA2647	20-24	F	10
POA2647	20-24	M	8
POA2647	25+	F	19
POA2647	25+	M	6
POA2648	0-4	F	8
POA2648	0-4	M	16
POA2648	5-14	F	94
POA2648	5-14	M	95
POA2648	15-19	F	32
POA2648	15-19	M	37
POA2648	20-24	F	12
POA2648	20-24	M	6
POA2648	25+	F	35
POA2648	25+	M	8
POA2650	0-4	F	377
POA2650	0-4	M	464
POA2650	5-14	F	3574
POA2650	5-14	M	3664
POA2650	15-19	F	1330
POA2650	15-19	M	1304
POA2650	20-24	F	917
POA2650	20-24	M	535
POA2650	25+	F	1422
POA2650	25+	M	811
POA2651	0-4	F	20
POA2651	0-4	M	25
POA2651	5-14	F	179
POA2651	5-14	M	157
POA2651	15-19	F	48
POA2651	15-19	M	78
POA2651	20-24	F	31
POA2651	20-24	M	59
POA2651	25+	F	58
POA2651	25+	M	60
POA2652	0-4	F	33
POA2652	0-4	M	31
POA2652	5-14	F	243
POA2652	5-14	M	285
POA2652	15-19	F	75
POA2652	15-19	M	92
POA2652	20-24	F	39
POA2652	20-24	M	21
POA2652	25+	F	63
POA2652	25+	M	24
POA2653	0-4	F	14
POA2653	0-4	M	11
POA2653	5-14	F	133
POA2653	5-14	M	118
POA2653	15-19	F	39
POA2653	15-19	M	38
POA2653	20-24	F	13
POA2653	20-24	M	17
POA2653	25+	F	29
POA2653	25+	M	10
POA2655	0-4	F	8
POA2655	0-4	M	10
POA2655	5-14	F	83
POA2655	5-14	M	78
POA2655	15-19	F	24
POA2655	15-19	M	22
POA2655	20-24	F	6
POA2655	25+	F	18
POA2655	25+	M	10
POA2656	0-4	F	9
POA2656	0-4	M	3
POA2656	5-14	F	84
POA2656	5-14	M	62
POA2656	15-19	F	11
POA2656	15-19	M	35
POA2656	20-24	F	4
POA2656	20-24	M	3
POA2656	25+	F	12
POA2658	0-4	F	17
POA2658	0-4	M	13
POA2658	5-14	F	97
POA2658	5-14	M	112
POA2658	15-19	F	26
POA2658	15-19	M	32
POA2658	20-24	F	7
POA2658	20-24	M	4
POA2658	25+	F	19
POA2658	25+	M	9
POA2659	0-4	F	5
POA2659	0-4	M	7
POA2659	5-14	F	67
POA2659	5-14	M	63
POA2659	15-19	F	43
POA2659	15-19	M	31
POA2659	20-24	F	8
POA2659	25+	F	5
POA2659	25+	M	3
POA2660	0-4	F	15
POA2660	0-4	M	7
POA2660	5-14	F	108
POA2660	5-14	M	129
POA2660	15-19	F	29
POA2660	15-19	M	39
POA2660	20-24	F	4
POA2660	20-24	M	8
POA2660	25+	F	19
POA2660	25+	M	6
POA2661	0-4	F	5
POA2661	0-4	M	4
POA2661	5-14	F	15
POA2661	5-14	M	20
POA2661	15-19	F	9
POA2661	15-19	M	14
POA2661	20-24	F	3
POA2661	20-24	M	19
POA2661	25+	F	9
POA2661	25+	M	19
POA2663	0-4	F	35
POA2663	0-4	M	25
POA2663	5-14	F	241
POA2663	5-14	M	288
POA2663	15-19	F	77
POA2663	15-19	M	63
POA2663	20-24	F	28
POA2663	20-24	M	9
POA2663	25+	F	80
POA2663	25+	M	34
POA2665	0-4	F	16
POA2665	0-4	M	20
POA2665	5-14	F	133
POA2665	5-14	M	153
POA2665	15-19	F	36
POA2665	15-19	M	43
POA2665	20-24	F	3
POA2665	20-24	M	4
POA2665	25+	F	18
POA2665	25+	M	8
POA2666	0-4	F	42
POA2666	0-4	M	46
POA2666	5-14	F	317
POA2666	5-14	M	363
POA2666	15-19	F	117
POA2666	15-19	M	142
POA2666	20-24	F	26
POA2666	20-24	M	8
POA2666	25+	F	71
POA2666	25+	M	38
POA2668	0-4	F	3
POA2668	0-4	M	3
POA2668	5-14	F	36
POA2668	5-14	M	34
POA2668	15-19	F	9
POA2668	15-19	M	14
POA2668	20-24	F	3
POA2668	20-24	M	3
POA2668	25+	F	3
POA2668	25+	M	4
POA2669	0-4	F	14
POA2669	0-4	M	12
POA2669	5-14	F	119
POA2669	5-14	M	103
POA2669	15-19	F	33
POA2669	15-19	M	26
POA2669	20-24	F	10
POA2669	20-24	M	5
POA2669	25+	F	11
POA2669	25+	M	4
POA2671	0-4	F	26
POA2671	0-4	M	27
POA2671	5-14	F	249
POA2671	5-14	M	263
POA2671	15-19	F	78
POA2671	15-19	M	63
POA2671	20-24	F	19
POA2671	20-24	M	8
POA2671	25+	F	53
POA2671	25+	M	20
POA2672	0-4	F	24
POA2672	0-4	M	22
POA2672	5-14	F	75
POA2672	5-14	M	99
POA2672	15-19	F	37
POA2672	15-19	M	23
POA2672	20-24	F	7
POA2672	20-24	M	4
POA2672	25+	F	14
POA2672	25+	M	8
POA2675	0-4	F	14
POA2675	0-4	M	8
POA2675	5-14	F	90
POA2675	5-14	M	76
POA2675	15-19	F	32
POA2675	15-19	M	22
POA2675	20-24	F	4
POA2675	20-24	M	3
POA2675	25+	F	17
POA2675	25+	M	9
POA2678	5-14	F	3
POA2678	5-14	M	4
POA2678	15-19	F	67
POA2678	15-19	M	21
POA2678	20-24	F	132
POA2678	20-24	M	72
POA2678	25+	F	14
POA2678	25+	M	12
POA2680	0-4	F	168
POA2680	0-4	M	194
POA2680	5-14	F	1424
POA2680	5-14	M	1450
POA2680	15-19	F	446
POA2680	15-19	M	500
POA2680	20-24	F	126
POA2680	20-24	M	99
POA2680	25+	F	349
POA2680	25+	M	232
POA2681	0-4	F	21
POA2681	0-4	M	16
POA2681	5-14	F	110
POA2681	5-14	M	130
POA2681	15-19	F	31
POA2681	15-19	M	33
POA2681	20-24	F	5
POA2681	25+	F	27
POA2681	25+	M	16
POA2700	0-4	F	26
POA2700	0-4	M	38
POA2700	5-14	F	284
POA2700	5-14	M	260
POA2700	15-19	F	87
POA2700	15-19	M	81
POA2700	20-24	F	26
POA2700	20-24	M	19
POA2700	25+	F	77
POA2700	25+	M	29
POA2701	0-4	F	23
POA2701	0-4	M	17
POA2701	5-14	F	167
POA2701	5-14	M	182
POA2701	15-19	F	56
POA2701	15-19	M	60
POA2701	20-24	F	14
POA2701	20-24	M	7
POA2701	25+	F	38
POA2701	25+	M	12
POA2702	0-4	F	7
POA2702	0-4	M	5
POA2702	5-14	F	47
POA2702	5-14	M	59
POA2702	15-19	F	17
POA2702	15-19	M	14
POA2702	20-24	F	3
POA2702	25+	F	17
POA2702	25+	M	7
POA2703	0-4	F	3
POA2703	0-4	M	3
POA2703	5-14	F	106
POA2703	5-14	M	103
POA2703	15-19	F	136
POA2703	15-19	M	89
POA2703	20-24	F	3
POA2703	25+	F	3
POA2703	25+	M	5
POA2705	0-4	F	82
POA2705	0-4	M	66
POA2705	5-14	F	584
POA2705	5-14	M	628
POA2705	15-19	F	244
POA2705	15-19	M	215
POA2705	20-24	F	45
POA2705	20-24	M	30
POA2705	25+	F	137
POA2705	25+	M	66
POA2706	0-4	F	7
POA2706	0-4	M	3
POA2706	5-14	F	60
POA2706	5-14	M	85
POA2706	15-19	F	20
POA2706	15-19	M	25
POA2706	20-24	F	5
POA2706	20-24	M	4
POA2706	25+	F	17
POA2706	25+	M	12
POA2707	0-4	F	7
POA2707	0-4	M	17
POA2707	5-14	F	89
POA2707	5-14	M	92
POA2707	15-19	F	34
POA2707	15-19	M	41
POA2707	20-24	F	10
POA2707	20-24	M	4
POA2707	25+	F	18
POA2707	25+	M	10
POA2710	0-4	F	53
POA2710	0-4	M	62
POA2710	5-14	F	549
POA2710	5-14	M	554
POA2710	15-19	F	196
POA2710	15-19	M	161
POA2710	20-24	F	49
POA2710	20-24	M	35
POA2710	25+	F	129
POA2710	25+	M	56
POA2711	0-4	F	19
POA2711	0-4	M	17
POA2711	5-14	F	178
POA2711	5-14	M	180
POA2711	15-19	F	59
POA2711	15-19	M	67
POA2711	20-24	F	14
POA2711	20-24	M	12
POA2711	25+	F	35
POA2711	25+	M	14
POA2712	0-4	F	7
POA2712	0-4	M	3
POA2712	5-14	F	63
POA2712	5-14	M	66
POA2712	15-19	F	23
POA2712	15-19	M	24
POA2712	20-24	M	5
POA2712	25+	F	18
POA2712	25+	M	9
POA2713	0-4	F	20
POA2713	0-4	M	26
POA2713	5-14	F	157
POA2713	5-14	M	149
POA2713	15-19	F	54
POA2713	15-19	M	47
POA2713	20-24	F	16
POA2713	20-24	M	6
POA2713	25+	F	48
POA2713	25+	M	14
POA2714	0-4	F	26
POA2714	0-4	M	22
POA2714	5-14	F	135
POA2714	5-14	M	121
POA2714	15-19	F	29
POA2714	15-19	M	36
POA2714	20-24	F	3
POA2714	20-24	M	8
POA2714	25+	F	36
POA2714	25+	M	21
POA2715	0-4	F	9
POA2715	0-4	M	8
POA2715	5-14	F	79
POA2715	5-14	M	94
POA2715	15-19	F	23
POA2715	15-19	M	37
POA2715	20-24	F	4
POA2715	20-24	M	3
POA2715	25+	F	9
POA2715	25+	M	6
POA2716	0-4	F	4
POA2716	0-4	M	3
POA2716	5-14	F	43
POA2716	5-14	M	64
POA2716	15-19	F	17
POA2716	15-19	M	25
POA2716	20-24	F	3
POA2716	20-24	M	3
POA2716	25+	F	9
POA2716	25+	M	9
POA2717	0-4	F	10
POA2717	0-4	M	4
POA2717	5-14	F	66
POA2717	5-14	M	65
POA2717	15-19	F	35
POA2717	15-19	M	28
POA2717	20-24	F	6
POA2717	20-24	M	5
POA2717	25+	F	20
POA2717	25+	M	5
POA2720	0-4	F	54
POA2720	0-4	M	42
POA2720	5-14	F	467
POA2720	5-14	M	471
POA2720	15-19	F	161
POA2720	15-19	M	150
POA2720	20-24	F	42
POA2720	20-24	M	17
POA2720	25+	F	134
POA2720	25+	M	60
POA2721	0-4	F	4
POA2721	0-4	M	3
POA2721	5-14	F	15
POA2721	5-14	M	13
POA2721	15-19	F	5
POA2721	25+	F	3
POA2722	0-4	F	18
POA2722	0-4	M	27
POA2722	5-14	F	178
POA2722	5-14	M	214
POA2722	15-19	F	77
POA2722	15-19	M	55
POA2722	20-24	F	24
POA2722	20-24	M	10
POA2722	25+	F	36
POA2722	25+	M	13
POA2725	0-4	F	6
POA2725	5-14	F	23
POA2725	5-14	M	21
POA2725	15-19	F	9
POA2725	15-19	M	5
POA2726	0-4	F	3
POA2726	5-14	F	5
POA2726	5-14	M	3
POA2726	15-19	F	3
POA2726	15-19	M	3
POA2727	0-4	M	5
POA2727	5-14	F	22
POA2727	5-14	M	35
POA2727	15-19	F	5
POA2727	15-19	M	5
POA2727	20-24	F	3
POA2727	25+	F	6
POA2727	25+	M	3
POA2729	0-4	F	10
POA2729	0-4	M	18
POA2729	5-14	F	113
POA2729	5-14	M	136
POA2729	15-19	F	31
POA2729	15-19	M	45
POA2729	20-24	F	6
POA2729	20-24	M	3
POA2729	25+	F	21
POA2729	25+	M	12
POA2730	0-4	F	11
POA2730	0-4	M	8
POA2730	5-14	F	60
POA2730	5-14	M	61
POA2730	15-19	F	15
POA2730	15-19	M	27
POA2730	20-24	F	3
POA2730	20-24	M	5
POA2730	25+	F	10
POA2730	25+	M	13
POA2731	0-4	F	28
POA2731	0-4	M	43
POA2731	5-14	F	369
POA2731	5-14	M	323
POA2731	15-19	F	132
POA2731	15-19	M	111
POA2731	20-24	F	34
POA2731	20-24	M	13
POA2731	25+	F	89
POA2731	25+	M	37
POA2732	0-4	F	12
POA2732	0-4	M	5
POA2732	5-14	F	69
POA2732	5-14	M	79
POA2732	15-19	F	33
POA2732	15-19	M	24
POA2732	20-24	F	13
POA2732	20-24	M	3
POA2732	25+	F	15
POA2732	25+	M	7
POA2733	0-4	F	4
POA2733	0-4	M	9
POA2733	5-14	F	24
POA2733	5-14	M	28
POA2733	15-19	M	10
POA2733	25+	F	12
POA2734	5-14	F	26
POA2734	5-14	M	30
POA2734	15-19	F	16
POA2734	15-19	M	18
POA2734	20-24	M	3
POA2734	25+	F	3
POA2735	0-4	F	3
POA2735	5-14	F	26
POA2735	5-14	M	27
POA2735	15-19	F	19
POA2735	15-19	M	13
POA2735	20-24	F	3
POA2735	25+	F	7
POA2736	0-4	F	4
POA2736	0-4	M	3
POA2736	5-14	F	16
POA2736	5-14	M	17
POA2736	15-19	F	5
POA2736	15-19	M	5
POA2736	20-24	F	3
POA2736	25+	F	7
POA2737	0-4	F	6
POA2737	0-4	M	5
POA2737	5-14	F	70
POA2737	5-14	M	60
POA2737	15-19	F	9
POA2737	15-19	M	14
POA2737	20-24	F	4
POA2737	20-24	M	3
POA2737	25+	F	19
POA2737	25+	M	3
POA2738	0-4	F	15
POA2738	0-4	M	15
POA2738	5-14	F	121
POA2738	5-14	M	127
POA2738	15-19	F	38
POA2738	15-19	M	45
POA2738	20-24	F	10
POA2738	20-24	M	9
POA2738	25+	F	21
POA2738	25+	M	3
POA2739	0-4	F	14
POA2739	0-4	M	17
POA2739	5-14	F	89
POA2739	5-14	M	83
POA2739	15-19	F	30
POA2739	15-19	M	20
POA2739	20-24	F	4
POA2739	20-24	M	5
POA2739	25+	F	27
POA2739	25+	M	11
POA2745	0-4	F	301
POA2745	0-4	M	270
POA2745	5-14	F	2283
POA2745	5-14	M	2213
POA2745	15-19	F	877
POA2745	15-19	M	900
POA2745	20-24	F	337
POA2745	20-24	M	319
POA2745	25+	F	531
POA2745	25+	M	258
POA2747	0-4	F	389
POA2747	0-4	M	414
POA2747	5-14	F	2615
POA2747	5-14	M	2722
POA2747	15-19	F	904
POA2747	15-19	M	913
POA2747	20-24	F	478
POA2747	20-24	M	384
POA2747	25+	F	942
POA2747	25+	M	555
POA2748	0-4	F	3
POA2748	0-4	M	11
POA2748	5-14	F	97
POA2748	5-14	M	117
POA2748	15-19	F	50
POA2748	15-19	M	83
POA2748	20-24	F	18
POA2748	20-24	M	23
POA2748	25+	F	16
POA2748	25+	M	16
POA2749	0-4	F	168
POA2749	0-4	M	189
POA2749	5-14	F	1149
POA2749	5-14	M	1153
POA2749	15-19	F	396
POA2749	15-19	M	472
POA2749	20-24	F	167
POA2749	20-24	M	153
POA2749	25+	F	330
POA2749	25+	M	146
POA2750	0-4	F	334
POA2750	0-4	M	405
POA2750	5-14	F	2540
POA2750	5-14	M	2678
POA2750	15-19	F	965
POA2750	15-19	M	934
POA2750	20-24	F	398
POA2750	20-24	M	365
POA2750	25+	F	915
POA2750	25+	M	524
POA2752	0-4	F	54
POA2752	0-4	M	59
POA2752	5-14	F	332
POA2752	5-14	M	385
POA2752	15-19	F	130
POA2752	15-19	M	147
POA2752	20-24	F	49
POA2752	20-24	M	39
POA2752	25+	F	63
POA2752	25+	M	33
POA2753	0-4	F	98
POA2753	0-4	M	119
POA2753	5-14	F	1022
POA2753	5-14	M	1046
POA2753	15-19	F	438
POA2753	15-19	M	439
POA2753	20-24	F	216
POA2753	20-24	M	153
POA2753	25+	F	333
POA2753	25+	M	185
POA2754	0-4	F	50
POA2754	0-4	M	43
POA2754	5-14	F	341
POA2754	5-14	M	346
POA2754	15-19	F	140
POA2754	15-19	M	133
POA2754	20-24	F	64
POA2754	20-24	M	43
POA2754	25+	F	96
POA2754	25+	M	50
POA2755	5-14	F	4
POA2755	5-14	M	7
POA2755	15-19	F	3
POA2755	20-24	M	4
POA2756	0-4	F	300
POA2756	0-4	M	354
POA2756	5-14	F	2134
POA2756	5-14	M	2304
POA2756	15-19	F	821
POA2756	15-19	M	790
POA2756	20-24	F	323
POA2756	20-24	M	264
POA2756	25+	F	583
POA2756	25+	M	264
POA2757	0-4	F	3
POA2757	0-4	M	9
POA2757	5-14	F	58
POA2757	5-14	M	67
POA2757	15-19	F	22
POA2757	15-19	M	24
POA2757	20-24	F	4
POA2757	20-24	M	9
