POA_CODE_2016	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
POA2800	0	1	4434
POA2800	0	2	384
POA2800	0	3	50
POA2800	0	4	36
POA2800	0	5	16
POA2800	0	6	3
POA2800	1	2	5076
POA2800	1	3	2266
POA2800	1	4	2302
POA2800	1	5	1135
POA2800	1	6	503
POA2803	0	1	30
POA2803	1	2	46
POA2803	1	3	10
POA2803	1	4	11
POA2803	1	6	4
POA2804	0	1	349
POA2804	0	2	15
POA2804	0	3	3
POA2804	1	2	347
POA2804	1	3	124
POA2804	1	4	109
POA2804	1	5	70
POA2804	1	6	21
POA2805	0	1	50
POA2805	1	2	56
POA2805	1	3	14
POA2805	1	4	24
POA2805	1	5	16
POA2805	1	6	6
POA2806	0	1	89
POA2806	0	2	12
POA2806	1	2	126
POA2806	1	3	35
POA2806	1	4	33
POA2806	1	5	17
POA2806	1	6	8
POA2807	0	1	65
POA2807	0	2	5
POA2807	1	2	62
POA2807	1	3	16
POA2807	1	4	16
POA2807	1	5	7
POA2807	1	6	4
POA2808	0	1	28
POA2808	1	2	38
POA2808	1	3	7
POA2808	1	6	3
POA2809	0	1	20
POA2809	1	2	39
POA2809	1	3	3
POA2809	1	4	4
POA2809	1	5	7
POA2810	0	1	425
POA2810	0	2	22
POA2810	0	3	3
POA2810	1	2	478
POA2810	1	3	132
POA2810	1	4	109
POA2810	1	5	68
POA2810	1	6	31
POA2817	0	1	33
POA2817	1	2	50
POA2817	1	3	14
POA2817	1	4	11
POA2817	1	5	7
POA2817	1	6	3
POA2818	0	1	65
POA2818	0	2	3
POA2818	1	2	106
POA2818	1	3	50
POA2818	1	4	35
POA2818	1	5	23
POA2818	1	6	17
POA2820	0	1	783
POA2820	0	2	61
POA2820	0	3	3
POA2820	1	2	762
POA2820	1	3	320
POA2820	1	4	269
POA2820	1	5	138
POA2820	1	6	87
POA2821	0	1	465
POA2821	0	2	26
POA2821	0	3	3
POA2821	1	2	582
POA2821	1	3	226
POA2821	1	4	202
POA2821	1	5	128
POA2821	1	6	77
POA2822	0	1	46
POA2822	0	2	3
POA2822	1	2	56
POA2822	1	3	24
POA2822	1	4	16
POA2822	1	5	3
POA2822	1	6	3
POA2823	0	1	168
POA2823	0	2	13
POA2823	1	2	183
POA2823	1	3	61
POA2823	1	4	52
POA2823	1	5	32
POA2823	1	6	17
POA2824	0	1	273
POA2824	0	2	20
POA2824	0	3	6
POA2824	1	2	286
POA2824	1	3	96
POA2824	1	4	80
POA2824	1	5	48
POA2824	1	6	28
POA2825	0	1	280
POA2825	0	2	18
POA2825	0	3	3
POA2825	1	2	282
POA2825	1	3	105
POA2825	1	4	109
POA2825	1	5	54
POA2825	1	6	32
POA2826	0	1	14
POA2826	1	2	24
POA2826	1	3	5
POA2826	1	4	9
POA2826	1	5	3
POA2826	1	6	4
POA2827	0	1	426
POA2827	0	2	30
POA2827	1	2	501
POA2827	1	3	155
POA2827	1	4	152
POA2827	1	5	92
POA2827	1	6	33
POA2828	0	1	92
POA2828	0	2	6
POA2828	1	2	105
POA2828	1	3	31
POA2828	1	4	22
POA2828	1	5	21
POA2828	1	6	15
POA2829	0	1	334
POA2829	0	2	26
POA2829	1	2	338
POA2829	1	3	157
POA2829	1	4	109
POA2829	1	5	62
POA2829	1	6	40
POA2830	0	1	3646
POA2830	0	2	366
POA2830	0	3	76
POA2830	0	4	11
POA2830	1	2	4429
POA2830	1	3	2252
POA2830	1	4	1931
POA2830	1	5	985
POA2830	1	6	518
POA2831	0	1	149
POA2831	0	2	14
POA2831	1	2	232
POA2831	1	3	90
POA2831	1	4	93
POA2831	1	5	43
POA2831	1	6	31
POA2832	0	1	255
POA2832	0	2	20
POA2832	0	3	3
POA2832	1	2	237
POA2832	1	3	95
POA2832	1	4	106
POA2832	1	5	62
POA2832	1	6	52
POA2833	0	1	71
POA2833	0	2	10
POA2833	0	3	4
POA2833	1	2	66
POA2833	1	3	36
POA2833	1	4	18
POA2833	1	5	9
POA2833	1	6	19
POA2834	0	1	460
POA2834	0	2	40
POA2834	1	2	308
POA2834	1	3	97
POA2834	1	4	66
POA2834	1	5	19
POA2834	1	6	31
POA2835	0	1	451
POA2835	0	2	30
POA2835	0	3	3
POA2835	1	2	496
POA2835	1	3	173
POA2835	1	4	192
POA2835	1	5	98
POA2835	1	6	46
POA2836	0	1	87
POA2836	0	2	8
POA2836	1	2	59
POA2836	1	3	50
POA2836	1	4	35
POA2836	1	5	13
POA2836	1	6	29
POA2838	0	1	28
POA2838	1	2	29
POA2838	1	3	14
POA2838	1	4	6
POA2838	1	5	8
POA2838	1	6	8
POA2839	0	1	125
POA2839	0	2	19
POA2839	1	2	133
POA2839	1	3	64
POA2839	1	4	46
POA2839	1	5	32
POA2839	1	6	25
POA2840	0	1	274
POA2840	0	2	16
POA2840	0	3	3
POA2840	1	2	245
POA2840	1	3	112
POA2840	1	4	92
POA2840	1	5	59
POA2840	1	6	47
POA2842	0	1	79
POA2842	0	2	3
POA2842	1	2	87
POA2842	1	3	26
POA2842	1	4	29
POA2842	1	5	18
POA2842	1	6	7
POA2843	0	1	123
POA2843	0	2	11
POA2843	1	2	181
POA2843	1	3	44
POA2843	1	4	57
POA2843	1	5	36
POA2843	1	6	11
POA2844	0	1	149
POA2844	0	2	8
POA2844	1	2	196
POA2844	1	3	50
POA2844	1	4	51
POA2844	1	5	24
POA2844	1	6	15
POA2845	0	1	170
POA2845	0	2	9
POA2845	1	2	217
POA2845	1	3	92
POA2845	1	4	102
POA2845	1	5	49
POA2845	1	6	21
POA2846	0	1	44
POA2846	1	2	29
POA2846	1	3	18
POA2846	1	4	5
POA2846	1	5	3
POA2846	1	6	3
POA2847	0	1	244
POA2847	0	2	26
POA2847	1	2	302
POA2847	1	3	113
POA2847	1	4	112
POA2847	1	5	60
POA2847	1	6	17
POA2848	0	1	283
POA2848	0	2	25
POA2848	1	2	214
POA2848	1	3	79
POA2848	1	4	51
POA2848	1	5	29
POA2848	1	6	15
POA2849	0	1	191
POA2849	0	2	20
POA2849	1	2	235
POA2849	1	3	55
POA2849	1	4	62
POA2849	1	5	31
POA2849	1	6	12
POA2850	0	1	1742
POA2850	0	2	153
POA2850	0	3	24
POA2850	0	4	4
POA2850	0	5	5
POA2850	1	2	2093
POA2850	1	3	894
POA2850	1	4	849
POA2850	1	5	408
POA2850	1	6	185
POA2852	0	1	361
POA2852	0	2	24
POA2852	0	3	3
POA2852	1	2	407
POA2852	1	3	177
POA2852	1	4	148
POA2852	1	5	87
POA2852	1	6	38
POA2864	0	1	60
POA2864	0	2	3
POA2864	1	2	108
POA2864	1	3	40
POA2864	1	4	38
POA2864	1	5	19
POA2864	1	6	16
POA2865	0	1	87
POA2865	0	2	6
POA2865	0	3	3
POA2865	1	2	102
POA2865	1	3	49
POA2865	1	4	33
POA2865	1	5	23
POA2865	1	6	9
POA2866	0	1	273
POA2866	0	2	14
POA2866	1	2	352
POA2866	1	3	139
POA2866	1	4	159
POA2866	1	5	101
POA2866	1	6	41
POA2867	0	1	53
POA2867	0	2	3
POA2867	1	2	86
POA2867	1	3	20
POA2867	1	4	38
POA2867	1	5	10
POA2867	1	6	11
POA2868	0	1	77
POA2868	0	2	5
POA2868	1	2	84
POA2868	1	3	34
POA2868	1	4	25
POA2868	1	5	12
POA2868	1	6	7
POA2869	0	1	180
POA2869	0	2	12
POA2869	1	2	215
POA2869	1	3	75
POA2869	1	4	44
POA2869	1	5	29
POA2869	1	6	15
POA2870	0	1	1254
POA2870	0	2	71
POA2870	0	3	8
POA2870	0	4	5
POA2870	0	5	3
POA2870	1	2	1390
POA2870	1	3	576
POA2870	1	4	530
POA2870	1	5	308
POA2870	1	6	173
POA2871	0	1	1017
POA2871	0	2	69
POA2871	0	3	11
POA2871	1	2	1183
POA2871	1	3	425
POA2871	1	4	370
POA2871	1	5	237
POA2871	1	6	103
POA2873	0	1	67
POA2873	0	2	8
POA2873	1	2	75
POA2873	1	3	22
POA2873	1	4	14
POA2873	1	5	10
POA2873	1	6	4
POA2874	0	1	49
POA2874	0	2	6
POA2874	1	2	59
POA2874	1	3	16
POA2874	1	4	23
POA2874	1	5	8
POA2874	1	6	3
POA2875	0	1	111
POA2875	1	2	122
POA2875	1	3	35
POA2875	1	4	34
POA2875	1	5	27
POA2875	1	6	14
POA2876	0	1	29
POA2876	1	2	44
POA2876	1	3	19
POA2876	1	4	17
POA2876	1	5	12
POA2876	1	6	5
POA2877	0	1	426
POA2877	0	2	21
POA2877	1	2	436
POA2877	1	3	196
POA2877	1	4	169
POA2877	1	5	83
POA2877	1	6	54
POA2878	0	1	38
POA2878	0	2	3
POA2878	1	2	28
POA2878	1	3	13
POA2878	1	4	12
POA2878	1	5	3
POA2878	1	6	8
POA2879	0	1	97
POA2879	0	2	3
POA2879	1	2	77
POA2879	1	3	23
POA2879	1	4	23
POA2879	1	5	10
POA2879	1	6	8
POA2880	0	1	2581
POA2880	0	2	170
POA2880	0	3	13
POA2880	0	4	3
POA2880	1	2	2417
POA2880	1	3	960
POA2880	1	4	748
POA2880	1	5	314
POA2880	1	6	149
POA2898	0	1	43
POA2898	0	2	3
POA2898	1	2	51
POA2898	1	3	20
POA2898	1	4	14
POA2898	1	5	6
POA2899	0	1	244
POA2899	0	2	7
POA2899	1	2	286
POA2899	1	3	84
POA2899	1	4	68
POA2899	1	5	38
POA2899	1	6	8
POA2900	0	1	318
POA2900	0	2	33
POA2900	0	3	16
POA2900	1	2	295
POA2900	1	3	126
POA2900	1	4	66
POA2900	1	5	12
POA2900	1	6	6
POA2902	0	1	1204
POA2902	0	2	109
POA2902	0	3	22
POA2902	0	4	13
POA2902	0	6	3
POA2902	1	2	1756
POA2902	1	3	912
POA2902	1	4	902
POA2902	1	5	340
POA2902	1	6	152
POA2903	0	1	714
POA2903	0	2	65
POA2903	0	3	12
POA2903	0	4	4
POA2903	1	2	1107
POA2903	1	3	544
POA2903	1	4	576
POA2903	1	5	216
POA2903	1	6	106
POA2904	0	1	867
POA2904	0	2	52
POA2904	0	3	8
POA2904	0	4	8
POA2904	1	2	1502
POA2904	1	3	808
POA2904	1	4	856
POA2904	1	5	310
POA2904	1	6	116
POA2905	0	1	1984
POA2905	0	2	189
POA2905	0	3	31
POA2905	0	4	9
POA2905	0	5	7
POA2905	1	2	2915
POA2905	1	3	1865
POA2905	1	4	1902
POA2905	1	5	720
POA2905	1	6	331
POA2906	0	1	1154
POA2906	0	2	81
POA2906	0	3	20
POA2906	0	4	3
POA2906	1	2	1740
POA2906	1	3	1148
POA2906	1	4	1253
POA2906	1	5	467
POA2906	1	6	188
POA2911	0	1	235
POA2911	0	2	44
POA2911	0	3	15
POA2911	0	4	8
POA2911	0	5	3
POA2911	0	6	5
POA2911	1	2	429
POA2911	1	3	334
POA2911	1	4	314
POA2911	1	5	101
POA2911	1	6	40
POA2912	0	1	434
POA2912	0	2	72
POA2912	0	3	44
POA2912	0	4	28
POA2912	0	5	14
POA2912	0	6	10
POA2912	1	2	524
POA2912	1	3	329
POA2912	1	4	396
POA2912	1	5	138
POA2912	1	6	93
POA2913	0	1	2301
POA2913	0	2	306
POA2913	0	3	96
POA2913	0	4	33
POA2913	0	5	16
POA2913	0	6	10
POA2913	1	2	3370
POA2913	1	3	2326
POA2913	1	4	2382
POA2913	1	5	864
POA2913	1	6	367
POA2914	0	1	1082
POA2914	0	2	174
POA2914	0	3	63
POA2914	0	4	33
POA2914	0	5	8
POA2914	0	6	7
POA2914	1	2	1780
POA2914	1	3	1561
POA2914	1	4	2053
POA2914	1	5	787
POA2914	1	6	339
POA3000	0	1	6243
POA3000	0	2	2796
POA3000	0	3	1145
POA3000	0	4	492
POA3000	0	5	163
POA3000	0	6	84
POA3000	1	2	3928
POA3000	1	3	1201
POA3000	1	4	468
POA3000	1	5	117
POA3000	1	6	44
POA3002	0	1	859
POA3002	0	2	127
POA3002	0	3	52
POA3002	0	4	23
POA3002	0	5	3
POA3002	0	6	3
POA3002	1	2	783
POA3002	1	3	196
POA3002	1	4	83
POA3002	1	5	24
POA3002	1	6	12
POA3003	0	1	560
POA3003	0	2	243
POA3003	0	3	112
POA3003	0	4	56
POA3003	0	5	22
POA3003	0	6	14
POA3003	1	2	687
POA3003	1	3	215
POA3003	1	4	137
POA3003	1	5	31
POA3003	1	6	15
POA3004	0	1	1726
POA3004	0	2	277
POA3004	0	3	93
POA3004	0	4	21
POA3004	0	5	4
POA3004	0	6	3
POA3004	1	2	1628
POA3004	1	3	381
POA3004	1	4	164
POA3004	1	5	31
POA3004	1	6	6
POA3005	0	1	51
POA3005	0	2	13
POA3005	0	3	8
POA3005	1	2	60
POA3005	1	3	24
POA3005	1	4	9
POA3005	1	5	6
POA3006	0	1	2891
POA3006	0	2	973
POA3006	0	3	368
POA3006	0	4	103
POA3006	0	5	27
POA3006	0	6	20
POA3006	1	2	2783
POA3006	1	3	820
POA3006	1	4	255
POA3006	1	5	59
POA3006	1	6	29
POA3008	0	1	1385
POA3008	0	2	408
POA3008	0	3	176
POA3008	0	4	69
POA3008	0	5	21
POA3008	0	6	5
POA3008	1	2	1591
POA3008	1	3	578
POA3008	1	4	202
POA3008	1	5	46
POA3008	1	6	17
POA3010	1	2	3
POA3010	1	4	3
POA3011	0	1	2636
POA3011	0	2	627
POA3011	0	3	267
POA3011	0	4	116
POA3011	0	5	41
POA3011	0	6	33
POA3011	1	2	2319
POA3011	1	3	1194
POA3011	1	4	855
POA3011	1	5	242
POA3011	1	6	133
POA3012	0	1	2653
POA3012	0	2	494
POA3012	0	3	195
POA3012	0	4	75
POA3012	0	5	36
POA3012	0	6	29
POA3012	1	2	2665
POA3012	1	3	1565
POA3012	1	4	1411
POA3012	1	5	453
POA3012	1	6	235
POA3013	0	1	1305
POA3013	0	2	233
POA3013	0	3	104
POA3013	0	4	36
POA3013	0	5	4
POA3013	0	6	3
POA3013	1	2	1674
POA3013	1	3	895
POA3013	1	4	986
POA3013	1	5	282
POA3013	1	6	69
POA3015	0	1	1502
POA3015	0	2	196
POA3015	0	3	68
POA3015	0	4	29
POA3015	0	5	9
POA3015	0	6	3
POA3015	1	2	1901
POA3015	1	3	1089
POA3015	1	4	1186
POA3015	1	5	369
POA3015	1	6	120
POA3016	0	1	1498
POA3016	0	2	86
POA3016	0	3	22
POA3016	0	4	7
POA3016	1	2	1621
POA3016	1	3	870
POA3016	1	4	1110
POA3016	1	5	400
POA3016	1	6	92
POA3018	0	1	1577
POA3018	0	2	147
POA3018	0	3	19
POA3018	0	5	3
POA3018	0	6	3
POA3018	1	2	1611
POA3018	1	3	736
POA3018	1	4	734
POA3018	1	5	222
POA3018	1	6	84
POA3019	0	1	743
POA3019	0	2	89
POA3019	0	3	54
POA3019	0	4	27
POA3019	0	5	14
POA3019	0	6	11
POA3019	1	2	641
POA3019	1	3	469
POA3019	1	4	456
POA3019	1	5	270
POA3019	1	6	222
POA3020	0	1	3297
POA3020	0	2	392
POA3020	0	3	143
POA3020	0	4	99
POA3020	0	5	63
POA3020	0	6	58
POA3020	1	2	3758
POA3020	1	3	2573
POA3020	1	4	2280
POA3020	1	5	1123
POA3020	1	6	937
POA3021	0	1	3446
POA3021	0	2	379
POA3021	0	3	140
POA3021	0	4	98
POA3021	0	5	49
POA3021	0	6	28
POA3021	1	2	4611
POA3021	1	3	3179
POA3021	1	4	2760
POA3021	1	5	1484
POA3021	1	6	1192
POA3022	0	1	315
POA3022	0	2	35
POA3022	0	3	4
POA3022	0	4	7
POA3022	0	5	4
POA3022	0	6	3
POA3022	1	2	285
POA3022	1	3	169
POA3022	1	4	123
POA3022	1	5	73
POA3022	1	6	57
POA3023	0	1	2581
POA3023	0	2	295
POA3023	0	3	68
POA3023	0	4	22
POA3023	0	5	11
POA3023	0	6	6
POA3023	1	2	4064
POA3023	1	3	3654
POA3023	1	4	4480
POA3023	1	5	2021
POA3023	1	6	1363
POA3024	0	1	1135
POA3024	0	2	162
POA3024	0	3	25
POA3024	0	4	3
POA3024	1	2	1797
POA3024	1	3	1558
POA3024	1	4	1611
POA3024	1	5	681
POA3024	1	6	430
POA3025	0	1	1104
POA3025	0	2	93
POA3025	0	3	42
POA3025	0	4	5
POA3025	0	5	6
POA3025	0	6	3
POA3025	1	2	1336
POA3025	1	3	693
POA3025	1	4	580
POA3025	1	5	255
POA3025	1	6	200
POA3026	0	1	35
POA3026	0	2	4
POA3026	1	2	3
POA3027	0	1	148
POA3027	0	2	34
POA3027	0	3	16
POA3027	0	4	6
POA3027	0	5	4
POA3027	0	6	4
POA3027	1	2	417
POA3027	1	3	548
POA3027	1	4	502
POA3027	1	5	164
POA3027	1	6	118
POA3028	0	1	2195
POA3028	0	2	253
POA3028	0	3	59
POA3028	0	4	22
POA3028	0	5	16
POA3028	0	6	9
POA3028	1	2	2826
POA3028	1	3	1949
POA3028	1	4	1798
POA3028	1	5	687
POA3028	1	6	335
POA3029	0	1	3726
POA3029	0	2	457
POA3029	0	3	108
POA3029	0	4	48
POA3029	0	5	25
POA3029	0	6	13
POA3029	1	2	6426
POA3029	1	3	5965
POA3029	1	4	6043
POA3029	1	5	2826
POA3029	1	6	2093
POA3030	0	1	5235
POA3030	0	2	639
POA3030	0	3	140
POA3030	0	4	58
POA3030	0	5	15
POA3030	0	6	7
POA3030	1	2	7828
POA3030	1	3	6401
POA3030	1	4	7162
POA3030	1	5	2812
POA3030	1	6	1585
POA3031	0	1	2483
POA3031	0	2	467
POA3031	0	3	260
POA3031	0	4	76
POA3031	0	5	13
POA3031	0	6	6
POA3031	1	2	2136
POA3031	1	3	960
POA3031	1	4	743
POA3031	1	5	248
POA3031	1	6	127
POA3032	0	1	2949
POA3032	0	2	630
POA3032	0	3	245
POA3032	0	4	102
POA3032	0	5	18
POA3032	0	6	14
POA3032	1	2	3206
POA3032	1	3	1647
POA3032	1	4	1629
POA3032	1	5	533
POA3032	1	6	210
POA3033	0	1	957
POA3033	0	2	87
POA3033	0	3	14
POA3033	0	4	3
POA3033	0	5	3
POA3033	1	2	1663
POA3033	1	3	921
POA3033	1	4	972
POA3033	1	5	354
POA3033	1	6	119
POA3034	0	1	848
POA3034	0	2	67
POA3034	0	3	25
POA3034	0	4	3
POA3034	0	5	3
POA3034	1	2	1328
POA3034	1	3	724
POA3034	1	4	696
POA3034	1	5	288
POA3034	1	6	120
POA3036	0	1	401
POA3036	0	2	21
POA3036	1	2	635
POA3036	1	3	330
POA3036	1	4	408
POA3036	1	5	177
POA3036	1	6	69
POA3037	0	1	1938
POA3037	0	2	155
POA3037	0	3	32
POA3037	0	4	16
POA3037	0	5	7
POA3037	0	6	8
POA3037	1	2	3198
POA3037	1	3	2867
POA3037	1	4	4100
POA3037	1	5	1835
POA3037	1	6	898
POA3038	0	1	1147
POA3038	0	2	59
POA3038	0	3	18
POA3038	0	4	3
POA3038	0	5	7
POA3038	1	2	2424
POA3038	1	3	1662
POA3038	1	4	2063
POA3038	1	5	826
POA3038	1	6	413
POA3039	0	1	1569
POA3039	0	2	241
POA3039	0	3	90
POA3039	0	4	36
POA3039	0	5	3
POA3039	0	6	3
POA3039	1	2	1512
POA3039	1	3	799
POA3039	1	4	839
POA3039	1	5	310
POA3039	1	6	83
POA3040	0	1	2712
POA3040	0	2	283
POA3040	0	3	78
POA3040	0	4	21
POA3040	0	5	4
POA3040	0	6	5
POA3040	1	2	2553
POA3040	1	3	1395
POA3040	1	4	1732
POA3040	1	5	671
POA3040	1	6	171
POA3041	0	1	993
POA3041	0	2	104
POA3041	0	3	15
POA3041	0	4	4
POA3041	0	5	3
POA3041	1	2	1258
POA3041	1	3	665
POA3041	1	4	890
POA3041	1	5	331
POA3041	1	6	107
POA3042	0	1	1581
POA3042	0	2	116
POA3042	0	3	28
POA3042	0	4	7
POA3042	0	5	8
POA3042	1	2	1889
POA3042	1	3	976
POA3042	1	4	966
POA3042	1	5	350
POA3042	1	6	106
POA3043	0	1	1624
POA3043	0	2	139
POA3043	0	3	29
POA3043	0	4	6
POA3043	0	6	3
POA3043	1	2	2043
POA3043	1	3	1109
POA3043	1	4	1000
POA3043	1	5	403
POA3043	1	6	185
POA3044	0	1	2562
POA3044	0	2	288
POA3044	0	3	81
POA3044	0	4	28
POA3044	0	5	15
POA3044	0	6	6
POA3044	1	2	2756
POA3044	1	3	1569
POA3044	1	4	1779
POA3044	1	5	587
POA3044	1	6	210
POA3046	0	1	3158
POA3046	0	2	318
POA3046	0	3	106
POA3046	0	4	47
POA3046	0	5	33
POA3046	0	6	33
POA3046	1	2	3407
POA3046	1	3	2061
POA3046	1	4	1772
POA3046	1	5	776
POA3046	1	6	493
POA3047	0	1	1411
POA3047	0	2	150
POA3047	0	3	59
POA3047	0	4	44
POA3047	0	5	24
POA3047	0	6	8
POA3047	1	2	1326
POA3047	1	3	1022
POA3047	1	4	949
POA3047	1	5	611
POA3047	1	6	630
POA3048	0	1	760
POA3048	0	2	81
POA3048	0	3	13
POA3048	0	4	9
POA3048	0	5	4
POA3048	0	6	3
POA3048	1	2	1121
POA3048	1	3	935
POA3048	1	4	965
POA3048	1	5	653
POA3048	1	6	555
POA3049	0	1	624
POA3049	0	2	53
POA3049	0	3	7
POA3049	0	4	4
POA3049	1	2	944
POA3049	1	3	554
POA3049	1	4	631
POA3049	1	5	237
POA3049	1	6	127
POA3051	0	1	2058
POA3051	0	2	686
POA3051	0	3	315
POA3051	0	4	118
POA3051	0	5	43
POA3051	0	6	9
POA3051	1	2	1538
POA3051	1	3	551
POA3051	1	4	393
POA3051	1	5	112
POA3051	1	6	83
POA3052	0	1	616
POA3052	0	2	232
POA3052	0	3	93
POA3052	0	4	44
POA3052	0	5	33
POA3052	0	6	13
POA3052	1	2	548
POA3052	1	3	208
POA3052	1	4	125
POA3052	1	5	52
POA3052	1	6	16
POA3053	0	1	3485
POA3053	0	2	1387
POA3053	0	3	431
POA3053	0	4	149
POA3053	0	5	57
POA3053	0	6	28
POA3053	1	2	1577
POA3053	1	3	481
POA3053	1	4	262
POA3053	1	5	85
POA3053	1	6	76
POA3054	0	1	941
POA3054	0	2	300
POA3054	0	3	237
POA3054	0	4	89
POA3054	0	5	27
POA3054	0	6	12
POA3054	1	2	1004
POA3054	1	3	441
POA3054	1	4	313
POA3054	1	5	80
POA3054	1	6	27
POA3055	0	1	1948
POA3055	0	2	411
POA3055	0	3	183
POA3055	0	4	81
POA3055	0	5	21
POA3055	0	6	6
POA3055	1	2	1636
POA3055	1	3	733
POA3055	1	4	649
POA3055	1	5	196
POA3055	1	6	73
POA3056	0	1	2999
POA3056	0	2	934
POA3056	0	3	476
POA3056	0	4	220
POA3056	0	5	84
POA3056	0	6	22
POA3056	1	2	2941
POA3056	1	3	1170
POA3056	1	4	947
POA3056	1	5	241
POA3056	1	6	87
POA3057	0	1	1597
POA3057	0	2	439
POA3057	0	3	206
POA3057	0	4	85
POA3057	0	5	12
POA3057	0	6	20
POA3057	1	2	1508
POA3057	1	3	597
POA3057	1	4	430
POA3057	1	5	104
POA3057	1	6	26
POA3058	0	1	2936
POA3058	0	2	567
POA3058	0	3	343
POA3058	0	4	148
POA3058	0	5	49
POA3058	0	6	23
POA3058	1	2	3408
POA3058	1	3	1945
POA3058	1	4	1933
POA3058	1	5	649
POA3058	1	6	313
POA3059	0	1	337
POA3059	0	2	25
POA3059	0	3	4
POA3059	0	4	3
POA3059	1	2	1070
POA3059	1	3	897
POA3059	1	4	1230
POA3059	1	5	586
POA3059	1	6	292
POA3060	0	1	1045
POA3060	0	2	82
POA3060	0	3	36
POA3060	0	4	21
POA3060	0	5	16
POA3060	0	6	18
POA3060	1	2	1123
POA3060	1	3	707
POA3060	1	4	745
POA3060	1	5	387
POA3060	1	6	332
POA3061	0	1	344
POA3061	0	2	23
POA3061	0	3	10
POA3061	0	5	5
POA3061	0	6	7
POA3061	1	2	400
POA3061	1	3	200
POA3061	1	4	202
POA3061	1	5	172
POA3061	1	6	190
POA3063	0	1	14
POA3063	1	2	38
POA3063	1	3	33
POA3063	1	4	45
POA3063	1	5	23
POA3063	1	6	9
POA3064	0	1	2409
POA3064	0	2	295
POA3064	0	3	57
POA3064	0	4	23
POA3064	0	5	6
POA3064	0	6	13
POA3064	1	2	4137
POA3064	1	3	4140
POA3064	1	4	5009
POA3064	1	5	2709
POA3064	1	6	2162
POA3065	0	1	1421
POA3065	0	2	312
POA3065	0	3	149
POA3065	0	4	81
POA3065	0	5	35
POA3065	0	6	13
POA3065	1	2	1252
POA3065	1	3	456
POA3065	1	4	275
POA3065	1	5	76
POA3065	1	6	56
POA3066	0	1	1333
POA3066	0	2	376
POA3066	0	3	122
POA3066	0	4	33
POA3066	0	5	8
POA3066	0	6	3
POA3066	1	2	1210
POA3066	1	3	338
POA3066	1	4	199
POA3066	1	5	59
POA3066	1	6	46
POA3067	0	1	1161
POA3067	0	2	348
POA3067	0	3	117
POA3067	0	4	50
POA3067	0	5	10
POA3067	1	2	1206
POA3067	1	3	348
POA3067	1	4	221
POA3067	1	5	60
POA3067	1	6	34
POA3068	0	1	2272
POA3068	0	2	489
POA3068	0	3	300
POA3068	0	4	141
POA3068	0	5	29
POA3068	0	6	5
POA3068	1	2	2227
POA3068	1	3	893
POA3068	1	4	865
POA3068	1	5	238
POA3068	1	6	65
POA3070	0	1	2561
POA3070	0	2	547
POA3070	0	3	282
POA3070	0	4	123
POA3070	0	5	26
POA3070	0	6	17
POA3070	1	2	2561
POA3070	1	3	1309
POA3070	1	4	1422
POA3070	1	5	409
POA3070	1	6	112
POA3071	0	1	2358
POA3071	0	2	445
POA3071	0	3	167
POA3071	0	4	80
POA3071	0	5	29
POA3071	0	6	6
POA3071	1	2	1988
POA3071	1	3	1022
POA3071	1	4	973
POA3071	1	5	284
POA3071	1	6	100
POA3072	0	1	3311
POA3072	0	2	617
POA3072	0	3	280
POA3072	0	4	115
POA3072	0	5	26
POA3072	0	6	18
POA3072	1	2	3361
POA3072	1	3	1818
POA3072	1	4	1770
POA3072	1	5	600
POA3072	1	6	298
POA3073	0	1	5431
POA3073	0	2	658
POA3073	0	3	200
POA3073	0	4	83
POA3073	0	5	27
POA3073	0	6	44
POA3073	1	2	5374
POA3073	1	3	2985
POA3073	1	4	2561
POA3073	1	5	1018
POA3073	1	6	539
POA3074	0	1	1412
POA3074	0	2	111
POA3074	0	3	26
POA3074	0	4	22
POA3074	0	5	3
POA3074	0	6	3
POA3074	1	2	2128
POA3074	1	3	1290
POA3074	1	4	1068
POA3074	1	5	555
POA3074	1	6	405
POA3075	0	1	1398
POA3075	0	2	116
POA3075	0	3	27
POA3075	0	4	23
POA3075	0	5	10
POA3075	0	6	8
POA3075	1	2	2231
POA3075	1	3	1353
POA3075	1	4	1245
POA3075	1	5	605
POA3075	1	6	460
POA3076	0	1	1630
POA3076	0	2	178
POA3076	0	3	43
POA3076	0	4	12
POA3076	0	5	14
POA3076	0	6	3
POA3076	1	2	2438
POA3076	1	3	2007
POA3076	1	4	2251
POA3076	1	5	967
POA3076	1	6	580
POA3078	0	1	1341
POA3078	0	2	195
POA3078	0	3	81
POA3078	0	4	37
POA3078	0	5	14
POA3078	1	2	1199
POA3078	1	3	590
POA3078	1	4	690
POA3078	1	5	222
POA3078	1	6	60
POA3079	0	1	1468
POA3079	0	2	153
POA3079	0	3	45
POA3079	0	4	17
POA3079	1	2	1691
POA3079	1	3	909
POA3079	1	4	1108
POA3079	1	5	394
POA3079	1	6	94
POA3081	0	1	1507
POA3081	0	2	215
POA3081	0	3	68
POA3081	0	4	30
POA3081	0	5	6
POA3081	0	6	5
POA3081	1	2	1351
POA3081	1	3	775
POA3081	1	4	598
POA3081	1	5	240
POA3081	1	6	180
POA3082	0	1	1513
POA3082	0	2	147
POA3082	0	3	49
POA3082	0	4	24
POA3082	0	5	5
