POA_CODE_2016	medianTotalPersonalIncome
POA2409	20072
POA2410	23504
POA2411	35932
POA2415	24752
POA2420	27248
POA2421	33956
POA2422	24856
POA2423	23608
POA2424	22724
POA2425	26832
POA2426	23660
POA2427	22828
POA2428	24804
POA2429	24700
POA2430	25064
POA2431	24960
POA2439	25792
POA2440	24648
POA2441	24648
POA2443	23816
POA2444	29744
POA2445	27612
POA2446	27508
POA2447	25376
POA2448	24076
POA2449	22412
POA2450	30056
POA2452	28704
POA2453	24752
POA2454	27456
POA2455	26052
POA2456	28288
POA2460	25272
POA2462	23764
POA2463	24180
POA2464	25688
POA2465	23036
POA2466	22256
POA2469	22360
POA2470	25740
POA2471	24960
POA2472	26520
POA2473	25896
POA2474	24076
POA2475	20644
POA2476	23764
POA2477	30888
POA2478	31304
POA2479	34268
POA2480	28652
POA2481	33488
POA2482	26572
POA2483	29120
POA2484	26260
POA2485	26676
POA2486	27560
POA2487	32032
POA2488	31460
POA2489	28912
POA2490	30732
POA2500	28860
POA2502	23192
POA2505	24908
POA2506	24908
POA2508	43420
POA2515	42952
POA2516	39780
POA2517	34736
POA2518	29588
POA2519	29900
POA2522	9100
POA2525	33540
POA2526	31772
POA2527	31876
POA2528	25428
POA2529	33332
POA2530	30004
POA2533	35412
POA2534	36140
POA2535	31044
POA2536	26728
POA2537	27300
POA2538	28392
POA2539	25324
POA2540	26520
POA2541	26312
POA2545	25480
POA2546	25532
POA2548	29536
POA2549	29172
POA2550	28184
POA2551	25012
POA2555	29692
POA2556	31720
POA2557	40768
POA2558	36296
POA2559	20956
POA2560	32916
POA2563	30784
POA2564	27092
POA2565	34788
POA2566	33436
POA2567	42068
POA2568	32032
POA2569	38064
POA2570	42900
POA2571	42328
POA2572	34268
POA2573	33280
POA2574	33800
POA2575	33332
POA2576	34736
POA2577	33540
POA2578	30160
POA2579	30368
POA2580	32864
POA2581	40248
POA2582	43784
POA2583	29172
POA2584	33332
POA2585	25792
POA2586	28496
POA2587	26832
POA2588	35880
POA2590	27092
POA2594	28184
POA2600	74048
POA2601	16276
POA2602	51584
POA2603	70980
POA2604	70668
POA2605	57980
POA2606	53248
POA2607	52364
POA2609	35412
POA2611	56576
POA2612	55536
POA2614	50076
POA2615	48412
POA2617	45604
POA2618	49452
POA2619	63492
POA2620	46956
POA2621	55848
POA2622	31512
POA2623	43004
POA2625	49868
POA2626	38636
POA2627	41340
POA2628	32500
POA2629	27508
POA2630	32396
POA2631	27248
POA2632	31044
POA2633	25792
POA2640	35984
POA2641	28288
POA2642	34164
POA2643	27768
POA2644	30888
POA2645	27664
POA2646	29796
POA2647	28964
POA2648	25792
POA2649	23400
POA2650	36192
POA2651	40612
POA2652	33176
POA2653	30576
POA2655	31668
POA2656	29692
POA2658	26208
POA2659	26884
POA2660	28652
POA2661	40508
POA2663	30368
POA2665	28080
POA2666	28600
POA2668	22360
POA2669	31148
POA2671	30836
POA2672	25844
POA2675	34112
POA2678	10296
POA2680	35152
POA2681	34320
POA2700	29536
POA2701	34528
POA2702	25740
POA2703	18304
POA2705	32864
POA2706	32656
POA2707	36452
POA2710	30160
POA2711	31512
POA2712	26052
POA2713	28548
POA2714	25168
POA2715	30212
POA2716	31616
POA2717	22672
POA2720	30576
POA2721	26364
POA2722	29172
POA2725	23556
POA2726	33436
POA2727	35568
POA2729	29640
POA2730	27300
POA2731	30732
POA2732	26936
POA2733	29068
POA2734	34580
POA2735	21840
POA2736	28548
POA2737	34892
POA2738	38480
POA2739	31200
POA2745	44616
POA2747	37752
POA2748	36920
POA2749	40508
POA2750	36504
POA2752	40352
POA2753	35048
POA2754	35308
POA2755	62452
POA2756	38948
POA2757	38324
POA2758	40976
POA2759	39364
POA2760	34112
POA2761	36764
POA2762	42744
POA2763	40976
POA2765	36140
POA2766	33228
POA2767	33956
POA2768	42692
POA2769	53716
POA2770	25428
POA2773	43888
POA2774	41444
POA2775	29900
POA2776	41184
POA2777	38532
POA2778	36816
POA2779	35256
POA2780	29536
POA2782	32812
POA2783	33072
POA2784	32136
POA2785	31408
POA2786	27768
POA2787	31148
POA2790	26936
POA2791	24752
POA2792	29016
POA2793	23400
POA2794	26988
POA2795	33644
POA2797	30628
POA2798	40872
POA2799	29432
POA2800	35204
POA2803	28184
POA2804	27560
POA2805	24128
POA2806	29432
POA2807	23764
POA2808	23504
POA2809	27196
POA2810	25636
POA2817	29172
POA2818	36504
POA2820	25012
POA2821	30732
POA2822	26676
POA2823	30940
POA2824	32708
POA2825	33488
POA2826	40248
POA2827	27560
POA2828	25012
POA2829	27976
POA2830	35828
POA2831	32448
POA2832	26364
POA2833	24076
POA2834	22568
POA2835	39052
POA2836	23244
POA2838	19916
POA2839	23244
POA2840	37388
POA2842	24076
POA2843	25896
POA2844	26884
POA2845	28288
POA2846	21944
POA2847	25220
POA2848	21684
POA2849	24440
POA2850	30680
POA2852	26572
POA2864	32448
POA2865	31304
POA2866	30576
POA2867	29380
POA2868	24960
POA2869	23920
POA2870	30212
POA2871	29484
POA2873	26104
POA2874	25532
POA2875	28444
POA2876	25376
POA2877	28964
POA2878	40612
POA2879	22724
POA2880	27664
POA2898	39624
POA2899	30784
POA2900	53144
POA2902	47684
POA2903	48308
POA2904	53300
POA2905	49088
POA2906	50388
POA2911	64584
POA2912	46488
POA2913	52832
POA2914	57876
POA3000	22412
POA3002	69732
POA3003	44304
POA3004	61724
POA3005	59228
POA3006	50960
POA3008	50180
POA3010	5512
POA3011	35672
POA3012	36452
POA3013	48048
POA3015	49972
POA3016	46072
POA3018	38168
POA3019	22048
POA3020	24024
POA3021	22100
POA3022	26416
POA3023	32240
POA3024	35724
POA3025	26156
POA3026	29120
POA3027	45656
POA3028	30472
POA3029	34476
POA3030	36504
POA3031	43888
POA3032	41288
POA3033	31720
POA3034	27352
POA3036	35880
POA3037	32916
POA3038	30732
POA3039	44720
POA3040	44408
POA3041	42640
POA3042	35724
POA3043	31304
POA3044	37856
POA3045	80600
POA3046	29380
POA3047	20384
POA3048	19604
POA3049	33488
POA3050	29900
POA3051	30472
POA3052	34580
POA3053	17472
POA3054	50336
POA3055	38584
POA3056	42484
POA3057	47632
POA3058	34684
POA3059	34892
POA3060	23452
POA3061	19552
POA3062	
POA3063	35412
POA3064	28652
POA3065	48100
POA3066	50388
POA3067	55536
POA3068	54340
POA3070	45708
POA3071	40352
POA3072	33124
POA3073	28132
POA3074	22100
POA3075	23244
POA3076	30212
POA3078	44980
POA3079	46280
POA3081	28236
POA3082	30628
POA3083	26312
POA3084	40092
POA3085	39520
POA3086	8736
POA3087	36088
POA3088	39156
POA3089	40820
POA3090	43576
POA3091	37960
POA3093	41236
POA3094	41340
POA3095	42120
POA3096	33228
POA3097	41340
POA3099	37960
POA3101	47996
POA3102	43472
POA3103	37388
POA3104	36556
POA3105	31356
POA3106	35464
POA3107	32968
POA3108	29848
POA3109	29588
POA3111	34788
POA3113	41600
POA3114	40976
POA3115	40872
POA3116	35776
POA3121	57304
POA3122	49400
POA3123	51012
POA3124	44304
POA3125	23192
POA3126	47476
POA3127	46124
POA3128	27144
POA3129	32864
POA3130	35152
POA3131	32396
POA3132	38844
POA3133	32812
POA3134	36244
POA3135	37128
POA3136	35672
POA3137	34736
POA3138	35672
POA3139	34476
POA3140	34528
POA3141	58552
POA3142	63284
POA3143	55068
POA3144	58292
POA3145	39780
POA3146	50180
POA3147	37908
POA3148	33176
POA3149	33592
POA3150	30264
POA3151	26728
POA3152	32760
POA3153	35048
POA3154	36764
POA3155	34216
POA3156	35620
POA3158	38688
POA3159	37648
POA3160	37804
POA3161	48568
POA3162	43420
POA3163	38688
POA3165	37024
POA3166	34112
POA3167	30992
POA3168	20488
POA3169	25792
POA3170	31668
POA3171	21268
POA3172	28392
POA3173	30160
POA3174	25220
POA3175	24544
POA3177	23348
POA3178	36400
POA3179	32916
POA3180	32864
POA3181	55016
POA3182	53508
POA3183	49816
POA3184	60528
POA3185	49452
POA3186	54496
POA3187	43524
POA3188	42276
POA3189	35724
POA3190	41288
POA3191	48204
POA3192	37232
POA3193	46124
POA3194	40768
POA3195	40404
POA3196	38688
POA3197	39208
POA3198	34528
POA3199	32604
POA3200	24388
POA3201	34892
POA3202	38168
POA3204	39052
POA3205	54548
POA3206	61516
POA3207	63596
POA3211	33176
POA3212	34632
POA3213	33228
POA3214	22984
POA3215	29380
POA3216	32136
POA3217	43992
POA3218	36192
POA3219	28392
POA3220	40092
POA3221	37804
POA3222	29796
POA3223	25584
POA3224	32136
POA3225	34372
POA3226	35464
POA3227	40976
POA3228	40040
POA3230	36972
POA3231	34528
POA3232	35880
POA3233	29380
POA3234	39520
POA3235	37492
POA3236	25064
POA3237	25688
POA3238	25792
POA3239	25324
POA3240	34736
POA3241	27664
POA3242	33228
POA3243	32032
POA3249	29484
POA3250	30004
POA3251	28236
POA3254	34944
POA3260	27924
POA3264	26780
POA3265	32760
POA3266	29588
POA3267	27872
POA3268	32656
POA3269	33436
POA3270	32292
POA3271	31252
POA3272	25324
POA3273	31148
POA3274	30576
POA3275	36452
POA3276	31304
POA3277	35672
POA3278	32448
POA3279	32708
POA3280	31876
POA3281	37960
POA3282	32656
POA3283	34788
POA3284	31512
POA3285	30420
POA3286	27300
POA3287	36400
POA3289	28392
POA3292	25740
POA3293	27300
POA3294	30888
POA3300	29900
POA3301	38012
POA3302	33436
POA3303	38324
POA3304	27976
POA3305	28444
POA3309	24232
POA3310	24544
POA3311	24076
POA3312	28392
POA3314	31356
POA3315	27040
POA3317	36036
POA3318	27664
POA3319	30784
POA3321	39000
POA3322	22620
POA3323	34216
POA3324	25428
POA3325	25116
POA3328	34632
POA3329	27924
POA3330	27404
POA3331	36452
POA3332	31512
POA3333	31096
POA3334	27300
POA3335	40404
POA3337	30836
POA3338	31980
POA3340	33852
POA3341	35256
POA3342	31044
POA3345	32136
POA3350	32292
POA3351	29796
POA3352	32968
POA3355	25480
POA3356	26884
POA3357	36816
POA3360	24700
POA3361	24128
POA3363	27352
POA3364	28704
POA3370	23244
POA3371	22256
POA3373	25012
POA3374	27924
POA3375	24856
POA3377	29328
POA3378	36972
POA3379	28912
POA3380	27196
POA3381	31356
POA3384	26884
POA3385	25116
POA3387	27456
POA3388	25116
POA3390	25636
POA3391	25220
POA3392	23972
POA3393	26572
POA3395	26052
POA3396	26884
POA3400	31824
POA3401	33228
POA3407	28132
POA3409	32188
POA3412	23816
POA3413	34684
POA3414	24648
POA3415	27560
POA3418	29224
POA3419	27924
POA3420	33592
POA3423	21164
POA3424	24492
POA3427	37284
POA3428	32760
POA3429	36036
POA3430	32292
POA3431	39156
POA3432	45656
POA3433	35620
POA3434	34268
POA3435	33852
POA3437	39208
POA3438	37752
POA3440	39520
POA3441	44564
POA3442	38012
POA3444	31564
POA3446	30264
POA3447	31460
POA3448	28652
POA3450	28860
POA3451	30316
POA3453	31512
POA3458	29640
POA3460	28392
POA3461	28808
POA3462	25948
POA3463	25116
POA3464	24960
POA3465	23868
POA3467	23660
POA3468	21944
POA3469	23452
POA3472	22048
POA3475	20904
POA3477	24544
POA3478	24388
POA3480	25636
POA3482	21892
POA3483	27404
POA3485	23764
POA3487	23140
POA3488	26416
POA3489	24128
POA3490	26312
POA3491	25792
POA3494	30888
POA3496	28288
POA3498	31200
POA3500	28392
POA3501	37076
POA3505	27404
POA3506	29900
POA3507	24700
POA3509	31148
POA3512	30940
POA3515	36660
POA3516	28288
POA3517	24180
POA3518	22828
POA3520	19604
POA3521	29484
POA3522	26468
POA3523	23348
POA3525	23608
POA3527	23920
POA3529	25636
POA3530	31616
POA3531	22620
POA3533	24232
POA3537	25272
POA3540	24596
POA3542	22360
POA3544	29328
POA3546	27404
POA3549	29120
POA3550	30940
POA3551	36712
POA3555	29744
POA3556	27716
POA3557	31148
POA3558	26468
POA3559	26988
POA3561	27716
POA3562	34684
POA3563	27820
POA3564	31564
POA3565	28132
POA3566	26312
POA3567	27872
POA3568	26624
POA3570	25688
POA3571	24076
POA3572	29900
POA3573	25272
POA3575	26416
POA3576	27924
POA3579	26052
POA3580	24128
POA3581	26624
POA3583	24336
POA3584	29432
POA3585	31408
POA3586	33436
POA3588	28340
POA3589	30420
POA3590	27144
POA3591	32188
POA3594	26676
POA3595	22100
POA3596	27300
POA3597	29588
POA3599	27300
POA3607	36400
POA3608	28964
POA3610	25792
POA3612	24232
POA3614	37596
POA3616	30576
POA3617	24752
POA3618	25480
POA3620	28652
POA3621	27820
POA3622	30420
POA3623	24232
POA3624	26208
POA3629	29120
POA3630	29016
POA3631	36244
POA3633	34684
POA3634	31928
POA3635	32396
POA3636	27560
POA3637	31408
POA3638	28288
POA3639	24180
POA3640	29068
POA3641	27820
POA3644	27248
POA3646	29016
POA3647	13832
POA3649	25844
POA3658	30628
POA3659	33332
POA3660	28184
POA3662	51480
POA3663	33488
POA3664	31096
POA3665	28704
POA3666	27820
POA3669	25896
POA3670	27300
POA3672	27924
POA3673	28132
POA3675	33696
POA3677	30160
POA3678	32812
POA3682	35620
POA3683	30836
POA3685	32708
POA3687	29328
POA3688	37908
POA3690	33488
POA3691	39468
POA3694	49764
POA3695	37128
POA3697	27040
POA3698	31460
POA3699	30524
POA3700	29588
POA3701	28236
POA3704	32188
POA3705	28912
POA3707	24388
POA3708	24232
POA3709	28028
POA3711	30420
POA3712	26104
POA3713	24492
POA3714	27768
POA3715	27040
POA3717	28028
POA3718	30628
POA3719	28652
POA3720	28600
POA3722	32032
POA3723	27872
POA3725	29744
POA3726	24284
POA3727	24336
POA3728	25324
POA3730	27508
POA3732	28860
POA3733	32552
POA3735	31980
POA3737	27352
POA3738	27820
POA3739	31720
POA3740	30524
POA3741	30472
POA3744	31512
POA3746	26780
POA3747	31928
POA3749	34788
POA3750	36816
POA3751	30264
POA3752	36556
POA3753	40716
POA3754	40872
POA3755	31512
POA3756	36868
POA3757	33436
POA3758	36036
POA3759	41912
POA3760	41340
POA3761	35620
POA3762	33124
POA3763	33176
POA3764	31928
POA3765	35828
POA3766	39624
POA3767	35724
POA3770	35724
POA3775	36244
POA3777	30836
POA3778	28808
POA3779	26728
POA3781	36244
POA3782	35152
POA3783	34060
POA3785	52884
POA3786	38116
POA3787	38792
POA3788	38064
POA3789	35724
POA3791	37804
POA3792	37024
POA3793	31824
POA3795	34892
POA3796	35256
POA3797	26728
POA3799	26156
POA3800	2288
POA3802	29380
POA3803	25428
POA3804	35152
POA3805	32396
POA3806	36816
POA3807	37856
POA3808	41964
POA3809	44304
POA3810	34372
POA3812	34892
POA3813	31460
POA3814	32864
POA3815	31616
POA3816	30056
POA3818	29172
POA3820	30992
POA3821	33072
POA3822	32084
POA3823	31408
POA3824	31564
POA3825	25376
POA3831	30888
POA3832	27768
POA3833	23244
POA3835	26988
POA3840	25428
POA3842	24492
POA3844	33488
POA3847	30524
POA3850	31616
POA3851	25636
POA3852	55796
POA3854	35932
POA3856	33852
POA3857	32136
POA3858	27508
POA3859	29952
POA3860	30004
POA3862	30212
POA3864	28652
POA3865	30264
POA3869	32292
POA3870	26260
POA3871	26312
POA3873	27820
POA3874	25116
POA3875	29224
POA3878	29068
POA3880	24804
POA3882	25532
POA3885	25272
POA3886	24960
POA3887	21528
POA3888	24128
POA3889	19968
POA3890	22464
POA3891	21216
POA3892	24648
POA3893	28756
POA3895	26208
POA3896	28340
POA3898	27872
POA3900	24596
POA3902	25116
POA3903	25272
POA3904	28340
POA3909	25064
POA3910	37440
POA3911	34060
POA3912	34112
POA3913	35672
POA3915	27612
POA3916	43316
POA3918	34268
POA3919	29900
POA3920	42900
POA3921	21424
POA3922	26676
POA3923	27924
POA3925	30212
POA3926	37960
POA3927	36556
POA3928	39000
POA3929	44252
POA3930	39520
POA3931	32500
POA3933	36764
POA3934	37804
POA3936	30992
POA3937	38844
POA3938	32136
POA3939	26988
POA3940	25012
POA3941	28964
POA3942	32292
POA3943	35256
POA3944	59644
POA3945	31616
POA3946	29536
POA3950	26624
POA3951	27352
POA3953	30368
POA3954	33488
POA3956	25688
POA3957	32812
POA3958	33072
POA3959	29068
POA3960	25272
POA3962	24960
POA3964	26208
POA3965	24700
POA3966	25116
POA3967	25532
POA3971	24960
POA3975	38064
POA3976	28080
POA3977	35568
POA3978	42328
POA3979	33592
POA3980	34840
POA3981	33436
POA3984	25688
POA3987	30472
POA3988	30836
POA3990	33332
POA3991	22256
POA3992	28236
POA3995	24960
POA3996	28964
POA4000	36712
POA4005	61828
POA4006	47996
POA4007	54860
POA4008	38532
POA4009	
POA4010	49452
POA4011	49296
POA4012	47476
POA4013	44408
POA4014	42068
POA4017	36920
POA4018	37336
POA4019	32084
POA4020	31876
POA4021	28496
POA4022	27924
POA4025	40612
POA4029	35724
POA4030	47112
POA4031	48568
POA4032	36764
POA4034	37076
POA4035	41912
POA4036	37700
POA4037	46072
POA4051	48984
POA4053	42848
POA4054	38220
POA4055	43628
POA4059	37128
POA4060	50024
POA4061	43940
POA4064	55380
POA4065	53820
POA4066	43576
POA4067	23452
POA4068	38844
POA4069	45604
POA4070	42536
POA4072	3016
POA4073	46124
POA4074	41132
POA4075	43888
POA4076	28184
POA4077	24284
POA4078	36868
POA4101	41288
POA4102	33956
POA4103	38688
POA4104	43992
POA4105	42276
POA4106	32240
POA4107	36816
POA4108	27352
POA4109	25324
POA4110	30160
POA4111	22516
POA4112	32864
POA4113	30108
POA4114	23660
POA4115	37076
POA4116	34268
POA4117	38844
POA4118	35464
POA4119	35828
POA4120	44408
POA4121	44252
POA4122	35256
POA4123	38532
POA4124	34892
POA4125	29432
POA4127	34060
POA4128	40248
POA4129	37180
POA4130	39676
POA4131	30056
POA4132	30836
POA4133	32968
POA4151	48620
POA4152	44096
POA4153	43212
POA4154	52208
POA4155	39364
POA4156	43368
POA4157	36660
POA4158	37700
POA4159	37024
POA4160	38792
POA4161	36816
POA4163	34112
POA4164	39052
POA4165	36816
POA4169	47632
POA4170	51428
POA4171	58292
POA4172	46800
POA4173	40976
POA4174	40560
POA4178	37440
POA4179	39884
POA4183	29536
POA4184	21684
POA4205	26364
POA4207	32396
POA4208	39624
POA4209	38376
POA4210	37752
POA4211	34424
POA4212	36660
POA4213	34892
POA4214	32084
POA4215	28600
POA4216	32448
POA4217	34944
POA4218	38376
POA4220	36556
POA4221	33852
POA4222	
POA4223	33436
POA4224	34944
POA4225	32604
POA4226	34164
POA4227	35152
POA4228	34788
POA4229	156
POA4230	36348
POA4270	36348
POA4271	30212
POA4272	30212
POA4275	34892
POA4280	35516
POA4285	30472
POA4287	25272
POA4300	39156
POA4301	33748
POA4303	22880
POA4304	29952
POA4305	32344
POA4306	36816
POA4307	33592
POA4309	27456
POA4310	28080
POA4311	26156
POA4312	23036
POA4313	23088
POA4340	28704
POA4341	26572
POA4342	26052
POA4343	28028
POA4344	31668
POA4345	4264
POA4346	33696
POA4347	27144
POA4350	33748
POA4352	37284
POA4353	28704
POA4354	27040
POA4355	24336
POA4356	31668
POA4357	28496
POA4358	35152
POA4359	32396
POA4360	30056
POA4361	25740
POA4362	25688
POA4363	32552
POA4364	36400
POA4365	21528
POA4370	27820
POA4371	24804
POA4372	31044
POA4373	23868
POA4374	25116
POA4375	25480
POA4376	23920
POA4377	24908
POA4378	25532
POA4380	25584
POA4381	23972
POA4382	26052
POA4383	21320
POA4384	20072
POA4385	23972
POA4387	28652
POA4388	21996
POA4390	37960
POA4400	32760
POA4401	31096
POA4402	21320
POA4403	33228
POA4404	41236
POA4405	34008
POA4406	30212
POA4407	34216
POA4408	25636
POA4410	24908
POA4411	40092
POA4412	31824
POA4413	33332
POA4415	34840
POA4416	43368
POA4417	30784
POA4418	24024
POA4419	44876
POA4420	35048
POA4421	22828
POA4422	28964
POA4423	32344
POA4424	26780
POA4425	29276
POA4426	27144
POA4427	29068
POA4428	33176
POA4454	39104
POA4455	42640
POA4461	34320
POA4462	22412
POA4465	30160
POA4467	26260
POA4468	30992
POA4470	36296
POA4472	26728
POA4474	23400
POA4475	
POA4477	27300
POA4478	34840
POA4479	19448
POA4480	38792
POA4481	43056
POA4482	37908
POA4486	30940
POA4487	35204
POA4488	31616
POA4489	24232
POA4490	27144
POA4491	29900
POA4492	44356
POA4493	45032
POA4494	41860
POA4496	32136
POA4497	37700
POA4498	45500
POA4500	37856
POA4501	32552
POA4502	38012
POA4503	37596
POA4504	39312
POA4505	32396
POA4506	30784
POA4507	25012
POA4508	28444
POA4509	41340
POA4510	27508
POA4511	26000
POA4512	34736
POA4514	29796
POA4515	30784
POA4516	32396
POA4517	29640
POA4518	30108
POA4519	29536
POA4520	42068
POA4521	38272
POA4550	29536
POA4551	30472
POA4552	27560
POA4553	33072
POA4554	32292
POA4555	31772
POA4556	32604
POA4557	36036
POA4558	32240
POA4559	31408
POA4560	29796
POA4561	32292
POA4562	31720
POA4563	29380
POA4564	33384
POA4565	27924
POA4566	32084
POA4567	36244
POA4568	28392
POA4569	26936
POA4570	25220
POA4571	25012
POA4572	39520
POA4573	34892
POA4574	26416
POA4575	34476
POA4580	21528
POA4581	26624
POA4600	22204
POA4601	23608
POA4605	22516
POA4606	24908
POA4608	24856
POA4610	28288
POA4611	23556
POA4612	20956
POA4613	20644
POA4614	21840
POA4615	22828
POA4620	22724
POA4621	22152
POA4625	28548
POA4626	33644
POA4627	23972
POA4630	25532
POA4650	24232
POA4655	24804
POA4659	21892
POA4660	22568
POA4662	22984
POA4670	26208
POA4671	21788
POA4673	23452
POA4674	20644
POA4676	20280
POA4677	25012
POA4678	25376
POA4680	37856
POA4694	25584
POA4695	25428
POA4697	23192
POA4699	29900
POA4700	30420
POA4701	33540
POA4702	33592
POA4703	32032
POA4704	32448
POA4705	39312
POA4706	29900
POA4707	24544
POA4709	70824
POA4710	29692
POA4711	37544
POA4712	40092
POA4713	16588
POA4714	23036
POA4715	39364
POA4716	34892
POA4717	57408
POA4718	42640
POA4719	32864
POA4720	45344
POA4721	38896
POA4722	43056
POA4723	41912
POA4724	37856
POA4725	37180
POA4726	31668
POA4727	36920
POA4728	27560
POA4730	38428
POA4731	23972
POA4732	26624
POA4733	31980
POA4735	34320
POA4736	43576
POA4737	32136
POA4738	31304
POA4739	26676
POA4740	36972
POA4741	33644
