POA_CODE_2016	medianMortgageRepayment
POA4800	20280
POA4801	
POA4802	21840
POA4803	25608
POA4804	14400
POA4805	20400
POA4806	14400
POA4807	15960
POA4808	15600
POA4809	13776
POA4810	20796
POA4811	20280
POA4812	18720
POA4814	20400
POA4815	18984
POA4816	19200
POA4817	20796
POA4818	23400
POA4819	16644
POA4820	15804
POA4821	10404
POA4822	8520
POA4823	8028
POA4824	18120
POA4825	22620
POA4828	
POA4829	10404
POA4830	
POA4849	15600
POA4850	15600
POA4852	18204
POA4854	15600
POA4855	13752
POA4856	13800
POA4858	17844
POA4859	11844
POA4860	15600
POA4861	14688
POA4865	20796
POA4868	18768
POA4869	19608
POA4870	20136
POA4871	15600
POA4872	17556
POA4873	18204
POA4874	26400
POA4875	20460
POA4876	3912
POA4877	20796
POA4878	20280
POA4879	21120
POA4880	18000
POA4881	19764
POA4882	19200
POA4883	17676
POA4884	18204
POA4885	15600
POA4886	15348
POA4887	12996
POA4888	13524
POA4890	11124
POA4891	12000
POA4892	8208
POA4895	15060
POA5000	20796
POA5005	
POA5006	23400
POA5007	19740
POA5008	19200
POA5009	19200
POA5010	18204
POA5011	20796
POA5012	18204
POA5013	16644
POA5014	18516
POA5015	18000
POA5016	20016
POA5017	17352
POA5018	20400
POA5019	20796
POA5020	20796
POA5021	22356
POA5022	22416
POA5023	19200
POA5024	21600
POA5025	21576
POA5031	20796
POA5032	19920
POA5033	19764
POA5034	24000
POA5035	19200
POA5037	20064
POA5038	19200
POA5039	21576
POA5040	24000
POA5041	22296
POA5042	19200
POA5043	19200
POA5044	21600
POA5045	21324
POA5046	19500
POA5047	19656
POA5048	20796
POA5049	21156
POA5050	20484
POA5051	22104
POA5052	21972
POA5061	26004
POA5062	24000
POA5063	23244
POA5064	26004
POA5065	24000
POA5066	25200
POA5067	23400
POA5068	23400
POA5069	24000
POA5070	20796
POA5072	21672
POA5073	20796
POA5074	19200
POA5075	18720
POA5076	19764
POA5081	24000
POA5082	22884
POA5083	20796
POA5084	17916
POA5085	20400
POA5086	19116
POA5087	19764
POA5088	17052
POA5089	19224
POA5090	18000
POA5091	18720
POA5092	17424
POA5093	17160
POA5094	15228
POA5095	19500
POA5096	15600
POA5097	18000
POA5098	16896
POA5106	
POA5107	16644
POA5108	15600
POA5109	16116
POA5110	17652
POA5111	
POA5112	14040
POA5113	12000
POA5114	16632
POA5115	16800
POA5116	17160
POA5117	21480
POA5118	18000
POA5120	21348
POA5121	17676
POA5125	19500
POA5126	18204
POA5127	18228
POA5131	20796
POA5132	23400
POA5133	22800
POA5134	24000
POA5136	20796
POA5137	23400
POA5138	22356
POA5139	20796
POA5140	24228
POA5141	22992
POA5142	21996
POA5144	24000
POA5150	26952
POA5151	26004
POA5152	24000
POA5153	20796
POA5154	24000
POA5155	19920
POA5156	20796
POA5157	19500
POA5158	18984
POA5159	18732
POA5160	
POA5161	16380
POA5162	16056
POA5163	15600
POA5164	14400
POA5165	16176
POA5166	14148
POA5167	18204
POA5168	16488
POA5169	19188
POA5170	16728
POA5171	19500
POA5172	19500
POA5173	17172
POA5174	16848
POA5201	19080
POA5202	18000
POA5203	14400
POA5204	12996
POA5210	19764
POA5211	15600
POA5212	14400
POA5213	16848
POA5214	14400
POA5220	11664
POA5221	10404
POA5222	12996
POA5223	12996
POA5231	21204
POA5232	18000
POA5233	19500
POA5234	19560
POA5235	15600
POA5236	15600
POA5237	12996
POA5238	12480
POA5240	16800
POA5241	16896
POA5242	20520
POA5243	23400
POA5244	18492
POA5245	20796
POA5250	20796
POA5251	19656
POA5252	18204
POA5253	14040
POA5254	14400
POA5255	18204
POA5256	12996
POA5259	12996
POA5260	10404
POA5261	9600
POA5262	10404
POA5263	12000
POA5264	12000
POA5265	8244
POA5266	11964
POA5267	10404
POA5268	12000
POA5269	8844
POA5270	14400
POA5271	12996
POA5272	9360
POA5273	12000
POA5275	12480
POA5276	15600
POA5277	10404
POA5278	8064
POA5279	6240
POA5280	12000
POA5290	13824
POA5291	16344
POA5301	6504
POA5302	9876
POA5303	9108
POA5304	7800
POA5306	12000
POA5307	8232
POA5308	4704
POA5309	8808
POA5310	9348
POA5311	6756
POA5320	10404
POA5321	8508
POA5322	10404
POA5330	11436
POA5331	12996
POA5332	9360
POA5333	12996
POA5340	13308
POA5341	12972
POA5342	13548
POA5343	12996
POA5344	12996
POA5345	13200
POA5346	9996
POA5350	19200
POA5351	18204
POA5352	17448
POA5353	15600
POA5354	7800
POA5355	17160
POA5356	13332
POA5357	10404
POA5360	16896
POA5371	18984
POA5372	16380
POA5373	14400
POA5374	11880
POA5381	5400
POA5400	18108
POA5401	12216
POA5410	15600
POA5411	11700
POA5412	12996
POA5413	9828
POA5414	8760
POA5415	16800
POA5416	11964
POA5417	9876
POA5418	6972
POA5419	5964
POA5420	8148
POA5421	7800
POA5422	6756
POA5431	9840
POA5432	7104
POA5433	12000
POA5434	8316
POA5440	2400
POA5451	15600
POA5452	16896
POA5453	15996
POA5454	9360
POA5455	
POA5460	12996
POA5461	11436
POA5462	12996
POA5464	9360
POA5470	5724
POA5471	4680
POA5472	5508
POA5473	7512
POA5480	11568
POA5481	8316
POA5482	10296
POA5483	12348
POA5485	12996
POA5490	6960
POA5491	12996
POA5493	8400
POA5495	12744
POA5501	18000
POA5502	15084
POA5510	9096
POA5520	7800
POA5521	7164
POA5522	13908
POA5523	12672
POA5540	12216
POA5550	10404
POA5552	8064
POA5554	13860
POA5555	8400
POA5556	14352
POA5558	13944
POA5560	10404
POA5570	9876
POA5571	12996
POA5572	10404
POA5573	11700
POA5575	12996
POA5576	11544
POA5577	9600
POA5580	8844
POA5581	12996
POA5582	12996
POA5583	12000
POA5600	17940
POA5601	18084
POA5602	14172
POA5603	10500
POA5604	14868
POA5605	14040
POA5606	15600
POA5607	17892
POA5608	12996
POA5609	21948
POA5630	8628
POA5631	12996
POA5632	8364
POA5633	3120
POA5640	10404
POA5641	9756
POA5642	
POA5650	
POA5651	11472
POA5652	10404
POA5653	9756
POA5654	7284
POA5655	6756
POA5660	
POA5661	4056
POA5670	14220
POA5671	8460
POA5680	15324
POA5690	15372
POA5700	14040
POA5701	
POA5710	18000
POA5713	
POA5715	
POA5717	
POA5719	
POA5720	
POA5722	11148
POA5723	6672
POA5724	
POA5725	24000
POA5730	
POA5731	
POA5732	
POA5733	
POA5734	
POA5950	
POA5960	
POA6000	26004
POA6003	24492
POA6004	26004
POA6005	24000
POA6006	28800
POA6007	28596
POA6008	30000
POA6009	39600
POA6010	33804
POA6011	38700
POA6012	32400
POA6014	30000
POA6015	36396
POA6016	26004
POA6017	20796
POA6018	28068
POA6019	26520
POA6020	26520
POA6021	24000
POA6022	24000
POA6023	26004
POA6024	24000
POA6025	24372
POA6026	24000
POA6027	24000
POA6028	26004
POA6029	31800
POA6030	24000
POA6031	25476
POA6032	28104
POA6033	25008
POA6034	28356
POA6035	24600
POA6036	25632
POA6037	24000
POA6038	26988
POA6041	24000
POA6042	9912
POA6043	18000
POA6044	20088
POA6050	27600
POA6051	23400
POA6052	26004
POA6053	25200
POA6054	20796
POA6055	26004
POA6056	20928
POA6057	23436
POA6058	22296
POA6059	24000
POA6060	23400
POA6061	20796
POA6062	23400
POA6063	21600
POA6064	20796
POA6065	26004
POA6066	21360
POA6067	
POA6068	
POA6069	26004
POA6070	26004
POA6071	24768
POA6072	24000
POA6073	24000
POA6074	23700
POA6076	25284
POA6077	31200
POA6078	26004
POA6079	
POA6081	24000
POA6082	25200
POA6083	24024
POA6084	25476
POA6090	
POA6100	24540
POA6101	24600
POA6102	23400
POA6103	24000
POA6104	24000
POA6105	22200
POA6106	
POA6107	23400
POA6108	20796
POA6109	19788
POA6110	22104
POA6111	20796
POA6112	23868
POA6121	28596
POA6122	25200
POA6123	24000
POA6124	23400
POA6125	26004
POA6126	17940
POA6147	20400
POA6148	24000
POA6149	24000
POA6150	26004
POA6151	27600
POA6152	26004
POA6153	30444
POA6154	28164
POA6155	24444
POA6156	26400
POA6157	26004
POA6158	30000
POA6159	30456
POA6160	26004
POA6161	
POA6162	26004
POA6163	23400
POA6164	25740
POA6165	20400
POA6166	26400
POA6167	20700
POA6168	18960
POA6169	20796
POA6170	24240
POA6171	26004
POA6172	22332
POA6173	26004
POA6174	23796
POA6175	24732
POA6176	25380
POA6180	23400
POA6181	28596
POA6182	
POA6207	26004
POA6208	21840
POA6209	21996
POA6210	21324
POA6211	24000
POA6213	19224
POA6214	21492
POA6215	19632
POA6218	15600
POA6220	20748
POA6221	22104
POA6223	26004
POA6224	18204
POA6225	18204
POA6226	26004
POA6227	24000
POA6228	23400
POA6229	24540
POA6230	20796
POA6232	21600
POA6233	22392
POA6236	24000
POA6237	23400
POA6239	19236
POA6240	15600
POA6243	17868
POA6244	15600
POA6251	15900
POA6252	19740
POA6253	14700
POA6254	12600
POA6255	18204
POA6256	20796
POA6258	15600
POA6260	15396
POA6262	13500
POA6271	19764
POA6275	17160
POA6280	21600
POA6281	24000
POA6282	24000
POA6284	24000
POA6285	20796
POA6286	18708
POA6288	20436
POA6290	17496
POA6302	18000
POA6304	13812
POA6306	12996
POA6308	14400
POA6309	12000
POA6311	15600
POA6312	14556
POA6313	12996
POA6315	12000
POA6316	9984
POA6317	13596
POA6318	10800
POA6320	8712
POA6321	8844
POA6322	11916
POA6323	14748
POA6324	14796
POA6326	15600
POA6327	18204
POA6328	9672
POA6330	19236
POA6333	18876
POA6335	9744
POA6336	5604
POA6337	11580
POA6338	10368
POA6341	9000
POA6343	
POA6346	12000
POA6348	15600
POA6350	6048
POA6351	
POA6352	7776
POA6353	14040
POA6355	5160
POA6356	3480
POA6357	
POA6358	6504
POA6359	13200
POA6361	
POA6363	4548
POA6365	8064
POA6367	7800
POA6368	
POA6369	7800
POA6370	10404
POA6372	7968
POA6373	
POA6375	12000
POA6383	12252
POA6384	
POA6385	
POA6386	4884
POA6390	20796
POA6391	15144
POA6392	10716
POA6393	
POA6394	5196
POA6395	12996
POA6396	10668
POA6397	5448
POA6398	12996
POA6401	15600
POA6403	15600
POA6405	11700
POA6407	12000
POA6409	10404
POA6410	10404
POA6411	20004
POA6412	
POA6413	
POA6414	
POA6415	13524
POA6418	10320
POA6419	
POA6420	
POA6421	15084
POA6422	
POA6423	12228
POA6424	
POA6425	
POA6426	9600
POA6427	
POA6428	5916
POA6429	11004
POA6430	23400
POA6431	
POA6432	18204
POA6434	
POA6436	
POA6437	
POA6438	10404
POA6440	8148
POA6442	14400
POA6443	7248
POA6445	4044
POA6446	
POA6447	
POA6448	18456
POA6450	20652
POA6452	
POA6460	12996
POA6461	10404
POA6462	16404
POA6463	
POA6465	
POA6466	
POA6467	
POA6468	10404
POA6470	
POA6472	5520
POA6473	
POA6475	6504
POA6476	
POA6477	6120
POA6479	7200
POA6480	22800
POA6484	
POA6485	7284
POA6487	
POA6488	7020
POA6489	5724
POA6490	9096
POA6501	26004
POA6502	21012
POA6503	20400
POA6504	26400
POA6505	23700
POA6506	10404
POA6507	11856
POA6509	
POA6510	13488
POA6511	20796
POA6512	5196
POA6513	11700
POA6514	20796
POA6515	9288
POA6516	22356
POA6517	8844
POA6518	7800
POA6519	7128
POA6521	12912
POA6522	8400
POA6525	20796
POA6528	16800
POA6530	20280
POA6532	24000
POA6535	15600
POA6536	19536
POA6537	17280
POA6556	22944
POA6558	24000
POA6560	16896
POA6562	21600
POA6564	19656
POA6566	18204
POA6567	20796
POA6568	6432
POA6569	12000
POA6571	25008
POA6572	
POA6574	
POA6575	
POA6603	12996
POA6605	
POA6606	5268
POA6608	12996
POA6609	11988
POA6612	10404
POA6613	7956
POA6614	
POA6616	12000
POA6620	9288
POA6623	6504
POA6625	
POA6627	
POA6628	
POA6630	7800
POA6631	
POA6632	
POA6635	3900
POA6638	5304
POA6639	
POA6640	9300
POA6642	7200
POA6646	
POA6701	18204
POA6705	
POA6707	26004
POA6710	27900
POA6711	
POA6712	
POA6713	38400
POA6714	30000
POA6716	
POA6718	20604
POA6720	30168
POA6721	36396
POA6722	31200
POA6725	31128
POA6726	30000
POA6728	20796
POA6731	
POA6733	
POA6740	12720
POA6743	26400
POA6751	8844
POA6753	5196
POA6754	
POA6758	
POA6760	21204
POA6762	
POA6765	22800
POA6770	11772
POA6798	20604
POA6799	12348
POA7000	20796
POA7001	
POA7004	18000
POA7005	22800
POA7007	20796
POA7008	18204
POA7009	15600
POA7010	15600
POA7011	15600
POA7012	15600
POA7015	18204
POA7016	11964
POA7017	18204
POA7018	18000
POA7019	14400
POA7020	19236
POA7021	18000
POA7022	15600
POA7023	18204
POA7024	18204
POA7025	18204
POA7026	15600
POA7027	10404
POA7030	15228
POA7050	18204
POA7052	18204
POA7053	19500
POA7054	19200
POA7055	18204
POA7109	15600
POA7112	13680
POA7113	15084
POA7116	12996
POA7117	12000
POA7119	5460
POA7120	10404
POA7139	
POA7140	13200
POA7150	16452
POA7155	17676
POA7162	16116
POA7163	12996
POA7170	20796
POA7171	16644
POA7172	16896
POA7173	14400
POA7174	13212
POA7175	13152
POA7176	14400
POA7177	12996
POA7178	11700
POA7179	9600
POA7180	10404
POA7182	11088
POA7183	5460
POA7184	10404
POA7185	6900
POA7186	16596
POA7187	14496
POA7190	12936
POA7209	11052
POA7210	10536
POA7211	8844
POA7212	15600
POA7213	7152
POA7214	7800
POA7215	12624
POA7216	11856
POA7248	13260
POA7249	15600
POA7250	15600
POA7252	15600
POA7253	12000
POA7254	12996
POA7255	9096
POA7256	12000
POA7257	
POA7258	18984
POA7259	15108
POA7260	12480
POA7261	8004
POA7262	15600
POA7263	9612
POA7264	8220
POA7265	11364
POA7267	15600
POA7268	15348
POA7270	12120
POA7275	15600
POA7276	13008
POA7277	17424
POA7290	15600
POA7291	15600
POA7292	14688
POA7300	16800
POA7301	15600
POA7302	13308
POA7303	13656
POA7304	12996
POA7305	10308
POA7306	14400
POA7307	15600
POA7310	14400
POA7315	14400
POA7316	15084
POA7320	12996
POA7321	12996
POA7322	13236
POA7325	14400
POA7330	12996
POA7331	14400
POA7466	
POA7467	7800
POA7468	13308
POA7469	6744
POA7470	6372
POA9494	
POA9797	
