POA_CODE_2016	MaxSchoolingCompleted	adults
POA3032	Year 11	1806
POA3032	Year 12	17124
POA3033	Did not go to school	190
POA3033	Year 8	1163
POA3033	Year 9	695
POA3033	Year 10	1493
POA3033	Year 11	1390
POA3033	Year 12	6145
POA3034	Did not go to school	277
POA3034	Year 8	1267
POA3034	Year 9	525
POA3034	Year 10	1063
POA3034	Year 11	883
POA3034	Year 12	5018
POA3036	Did not go to school	39
POA3036	Year 8	299
POA3036	Year 9	294
POA3036	Year 10	659
POA3036	Year 11	692
POA3036	Year 12	2663
POA3037	Did not go to school	609
POA3037	Year 8	2437
POA3037	Year 9	1975
POA3037	Year 10	4840
POA3037	Year 11	4411
POA3037	Year 12	22559
POA3038	Did not go to school	384
POA3038	Year 8	1809
POA3038	Year 9	1170
POA3038	Year 10	2979
POA3038	Year 11	2784
POA3038	Year 12	12460
POA3039	Did not go to school	135
POA3039	Year 8	673
POA3039	Year 9	373
POA3039	Year 10	853
POA3039	Year 11	1003
POA3039	Year 12	8044
POA3040	Did not go to school	133
POA3040	Year 8	845
POA3040	Year 9	857
POA3040	Year 10	1996
POA3040	Year 11	2162
POA3040	Year 12	14167
POA3041	Did not go to school	51
POA3041	Year 8	408
POA3041	Year 9	435
POA3041	Year 10	1105
POA3041	Year 11	1178
POA3041	Year 12	6220
POA3042	Did not go to school	202
POA3042	Year 8	1168
POA3042	Year 9	711
POA3042	Year 10	1619
POA3042	Year 11	1541
POA3042	Year 12	6856
POA3043	Did not go to school	227
POA3043	Year 8	1106
POA3043	Year 9	922
POA3043	Year 10	2163
POA3043	Year 11	1723
POA3043	Year 12	7365
POA3044	Did not go to school	281
POA3044	Year 8	1725
POA3044	Year 9	924
POA3044	Year 10	2089
POA3044	Year 11	2052
POA3044	Year 12	13361
POA3045	Year 10	4
POA3045	Year 11	3
POA3045	Year 12	16
POA3046	Did not go to school	569
POA3046	Year 8	2588
POA3046	Year 9	1506
POA3046	Year 10	3062
POA3046	Year 11	2503
POA3046	Year 12	15236
POA3047	Did not go to school	765
POA3047	Year 8	1939
POA3047	Year 9	1159
POA3047	Year 10	1933
POA3047	Year 11	1334
POA3047	Year 12	6948
POA3048	Did not go to school	639
POA3048	Year 8	1912
POA3048	Year 9	1128
POA3048	Year 10	1678
POA3048	Year 11	1267
POA3048	Year 12	6050
POA3049	Did not go to school	100
POA3049	Year 8	472
POA3049	Year 9	510
POA3049	Year 10	1209
POA3049	Year 11	1103
POA3049	Year 12	3750
POA3050	Year 8	4
POA3050	Year 9	3
POA3050	Year 11	5
POA3050	Year 12	36
POA3051	Did not go to school	139
POA3051	Year 8	305
POA3051	Year 9	272
POA3051	Year 10	477
POA3051	Year 11	557
POA3051	Year 12	9899
POA3052	Did not go to school	21
POA3052	Year 8	87
POA3052	Year 9	68
POA3052	Year 10	174
POA3052	Year 11	170
POA3052	Year 12	3984
POA3053	Did not go to school	173
POA3053	Year 8	338
POA3053	Year 9	251
POA3053	Year 10	480
POA3053	Year 11	735
POA3053	Year 12	13738
POA3054	Did not go to school	39
POA3054	Year 8	162
POA3054	Year 9	125
POA3054	Year 10	262
POA3054	Year 11	378
POA3054	Year 12	5985
POA3055	Did not go to school	186
POA3055	Year 8	730
POA3055	Year 9	330
POA3055	Year 10	765
POA3055	Year 11	729
POA3055	Year 12	8592
POA3056	Did not go to school	345
POA3056	Year 8	1147
POA3056	Year 9	421
POA3056	Year 10	993
POA3056	Year 11	1048
POA3056	Year 12	16337
POA3057	Did not go to school	118
POA3057	Year 8	460
POA3057	Year 9	187
POA3057	Year 10	454
POA3057	Year 11	484
POA3057	Year 12	7831
POA3058	Did not go to school	661
POA3058	Year 8	2300
POA3058	Year 9	943
POA3058	Year 10	2124
POA3058	Year 11	2062
POA3058	Year 12	18089
POA3059	Did not go to school	166
POA3059	Year 8	815
POA3059	Year 9	623
POA3059	Year 10	1558
POA3059	Year 11	1587
POA3059	Year 12	7104
POA3060	Did not go to school	359
POA3060	Year 8	1412
POA3060	Year 9	561
POA3060	Year 10	1154
POA3060	Year 11	848
POA3060	Year 12	5581
POA3061	Did not go to school	283
POA3061	Year 8	673
POA3061	Year 9	297
POA3061	Year 10	478
POA3061	Year 11	320
POA3061	Year 12	1650
POA3063	Did not go to school	4
POA3063	Year 8	25
POA3063	Year 9	20
POA3063	Year 10	75
POA3063	Year 11	72
POA3063	Year 12	222
POA3064	Did not go to school	1444
POA3064	Year 8	3697
POA3064	Year 9	3541
POA3064	Year 10	7313
POA3064	Year 11	5703
POA3064	Year 12	30827
POA3065	Did not go to school	146
POA3065	Year 8	319
POA3065	Year 9	186
POA3065	Year 10	417
POA3065	Year 11	409
POA3065	Year 12	6397
POA3066	Did not go to school	104
POA3066	Year 8	258
POA3066	Year 9	148
POA3066	Year 10	371
POA3066	Year 11	354
POA3066	Year 12	5243
POA3067	Did not go to school	70
POA3067	Year 8	169
POA3067	Year 9	127
POA3067	Year 10	302
POA3067	Year 11	380
POA3067	Year 12	5735
POA3068	Did not go to school	140
POA3068	Year 8	539
POA3068	Year 9	337
POA3068	Year 10	774
POA3068	Year 11	809
POA3068	Year 12	12006
POA3070	Did not go to school	304
POA3070	Year 8	1167
POA3070	Year 9	505
POA3070	Year 10	1137
POA3070	Year 11	1193
POA3070	Year 12	14714
POA3071	Did not go to school	272
POA3071	Year 8	1149
POA3071	Year 9	448
POA3071	Year 10	950
POA3071	Year 11	1031
POA3071	Year 12	10473
POA3072	Did not go to school	572
POA3072	Year 8	2068
POA3072	Year 9	1032
POA3072	Year 10	2184
POA3072	Year 11	1980
POA3072	Year 12	17241
POA3073	Did not go to school	1067
POA3073	Year 8	4453
POA3073	Year 9	2125
POA3073	Year 10	4090
POA3073	Year 11	3541
POA3073	Year 12	22814
POA3074	Did not go to school	736
POA3074	Year 8	2708
POA3074	Year 9	1028
POA3074	Year 10	1868
POA3074	Year 11	1417
POA3074	Year 12	7931
POA3075	Did not go to school	752
POA3075	Year 8	2587
POA3075	Year 9	1144
POA3075	Year 10	2166
POA3075	Year 11	1572
POA3075	Year 12	8666
POA3076	Did not go to school	377
POA3076	Year 8	1825
POA3076	Year 9	1495
POA3076	Year 10	3262
POA3076	Year 11	2542
POA3076	Year 12	13942
POA3078	Did not go to school	94
POA3078	Year 8	452
POA3078	Year 9	306
POA3078	Year 10	646
POA3078	Year 11	715
POA3078	Year 12	6914
POA3079	Did not go to school	67
POA3079	Year 8	460
POA3079	Year 9	440
POA3079	Year 10	980
POA3079	Year 11	1147
POA3079	Year 12	9357
POA3081	Did not go to school	210
POA3081	Year 8	776
POA3081	Year 9	661
POA3081	Year 10	1133
POA3081	Year 11	927
POA3081	Year 12	6043
POA3082	Did not go to school	378
POA3082	Year 8	1707
POA3082	Year 9	1415
POA3082	Year 10	3128
POA3082	Year 11	3013
POA3082	Year 12	13587
POA3083	Did not go to school	427
POA3083	Year 8	1652
POA3083	Year 9	1379
POA3083	Year 10	2699
POA3083	Year 11	2389
POA3083	Year 12	16329
POA3084	Did not go to school	120
POA3084	Year 8	999
POA3084	Year 9	857
POA3084	Year 10	1880
POA3084	Year 11	1983
POA3084	Year 12	13666
POA3085	Did not go to school	74
POA3085	Year 8	505
POA3085	Year 9	466
POA3085	Year 10	1259
POA3085	Year 11	1211
POA3085	Year 12	7011
POA3086	Year 11	9
POA3086	Year 12	781
POA3087	Did not go to school	60
POA3087	Year 8	492
POA3087	Year 9	471
POA3087	Year 10	1000
POA3087	Year 11	967
POA3087	Year 12	4019
POA3088	Did not go to school	120
POA3088	Year 8	1058
POA3088	Year 9	1168
POA3088	Year 10	2841
POA3088	Year 11	2938
POA3088	Year 12	12620
POA3089	Did not go to school	18
POA3089	Year 8	265
POA3089	Year 9	523
POA3089	Year 10	1431
POA3089	Year 11	1426
POA3089	Year 12	5346
POA3090	Did not go to school	14
POA3090	Year 8	57
POA3090	Year 9	99
POA3090	Year 10	256
POA3090	Year 11	305
POA3090	Year 12	1068
POA3091	Did not go to school	7
POA3091	Year 8	60
POA3091	Year 9	87
POA3091	Year 10	224
POA3091	Year 11	207
POA3091	Year 12	632
POA3093	Did not go to school	5
POA3093	Year 8	151
POA3093	Year 9	169
POA3093	Year 10	415
POA3093	Year 11	384
POA3093	Year 12	2005
POA3094	Did not go to school	14
POA3094	Year 8	252
POA3094	Year 9	373
POA3094	Year 10	913
POA3094	Year 11	957
POA3094	Year 12	4367
POA3095	Did not go to school	33
POA3095	Year 8	553
POA3095	Year 9	1039
POA3095	Year 10	2619
POA3095	Year 11	3039
POA3095	Year 12	14057
POA3096	Did not go to school	5
POA3096	Year 8	60
POA3096	Year 9	110
POA3096	Year 10	293
POA3096	Year 11	259
POA3096	Year 12	807
POA3097	Year 8	27
POA3097	Year 9	55
POA3097	Year 10	113
POA3097	Year 11	135
POA3097	Year 12	741
POA3099	Did not go to school	7
POA3099	Year 8	127
POA3099	Year 9	216
POA3099	Year 10	563
POA3099	Year 11	660
POA3099	Year 12	2123
POA3101	Did not go to school	167
POA3101	Year 8	581
POA3101	Year 9	558
POA3101	Year 10	1110
POA3101	Year 11	1367
POA3101	Year 12	15370
POA3102	Did not go to school	39
POA3102	Year 8	187
POA3102	Year 9	190
POA3102	Year 10	347
POA3102	Year 11	395
POA3102	Year 12	3813
POA3103	Did not go to school	77
POA3103	Year 8	428
POA3103	Year 9	455
POA3103	Year 10	916
POA3103	Year 11	1019
POA3103	Year 12	9345
POA3104	Did not go to school	117
POA3104	Year 8	632
POA3104	Year 9	624
POA3104	Year 10	1189
POA3104	Year 11	1391
POA3104	Year 12	11850
POA3105	Did not go to school	148
POA3105	Year 8	921
POA3105	Year 9	376
POA3105	Year 10	843
POA3105	Year 11	806
POA3105	Year 12	5515
POA3106	Did not go to school	165
POA3106	Year 8	702
POA3106	Year 9	611
POA3106	Year 10	1324
POA3106	Year 11	1276
POA3106	Year 12	9162
POA3107	Did not go to school	150
POA3107	Year 8	751
POA3107	Year 9	469
POA3107	Year 10	1119
POA3107	Year 11	1051
POA3107	Year 12	6991
POA3108	Did not go to school	268
POA3108	Year 8	1120
POA3108	Year 9	765
POA3108	Year 10	1561
POA3108	Year 11	1384
POA3108	Year 12	11869
POA3109	Did not go to school	329
POA3109	Year 8	1314
POA3109	Year 9	1087
POA3109	Year 10	2280
POA3109	Year 11	2136
POA3109	Year 12	15338
POA3111	Did not go to school	87
POA3111	Year 8	467
POA3111	Year 9	554
POA3111	Year 10	1051
POA3111	Year 11	1074
POA3111	Year 12	6355
POA3113	Did not go to school	13
POA3113	Year 8	169
POA3113	Year 9	295
POA3113	Year 10	747
POA3113	Year 11	825
POA3113	Year 12	4342
POA3114	Did not go to school	10
POA3114	Year 8	108
POA3114	Year 9	170
POA3114	Year 10	327
POA3114	Year 11	409
POA3114	Year 12	1930
POA3115	Did not go to school	3
POA3115	Year 8	86
POA3115	Year 9	163
POA3115	Year 10	473
POA3115	Year 11	536
POA3115	Year 12	1732
POA3116	Did not go to school	47
POA3116	Year 8	387
POA3116	Year 9	538
POA3116	Year 10	1483
POA3116	Year 11	1313
POA3116	Year 12	3939
POA3121	Did not go to school	460
POA3121	Year 8	1001
POA3121	Year 9	573
POA3121	Year 10	1313
POA3121	Year 11	1454
POA3121	Year 12	20079
POA3122	Did not go to school	71
POA3122	Year 8	348
POA3122	Year 9	346
POA3122	Year 10	796
POA3122	Year 11	1059
POA3122	Year 12	16261
POA3123	Did not go to school	71
POA3123	Year 8	256
POA3123	Year 9	247
POA3123	Year 10	564
POA3123	Year 11	719
POA3123	Year 12	9418
POA3124	Did not go to school	87
POA3124	Year 8	477
POA3124	Year 9	544
POA3124	Year 10	1203
POA3124	Year 11	1419
POA3124	Year 12	13446
POA3125	Did not go to school	120
POA3125	Year 8	523
POA3125	Year 9	456
POA3125	Year 10	845
POA3125	Year 11	954
POA3125	Year 12	9345
POA3126	Did not go to school	13
POA3126	Year 8	128
POA3126	Year 9	212
POA3126	Year 10	397
POA3126	Year 11	512
POA3126	Year 12	4943
POA3127	Did not go to school	65
POA3127	Year 8	332
POA3127	Year 9	446
POA3127	Year 10	988
POA3127	Year 11	1262
POA3127	Year 12	11271
POA3128	Did not go to school	252
POA3128	Year 8	589
POA3128	Year 9	618
POA3128	Year 10	1070
POA3128	Year 11	1165
POA3128	Year 12	12111
POA3129	Did not go to school	156
POA3129	Year 8	592
POA3129	Year 9	540
POA3129	Year 10	1180
POA3129	Year 11	1229
POA3129	Year 12	9899
POA3130	Did not go to school	253
POA3130	Year 8	1170
POA3130	Year 9	1148
POA3130	Year 10	2417
POA3130	Year 11	2508
POA3130	Year 12	17193
POA3131	Did not go to school	269
POA3131	Year 8	994
POA3131	Year 9	885
POA3131	Year 10	1894
POA3131	Year 11	1749
POA3131	Year 12	11589
POA3132	Did not go to school	154
POA3132	Year 8	531
POA3132	Year 9	544
POA3132	Year 10	1235
POA3132	Year 11	1381
POA3132	Year 12	8643
POA3133	Did not go to school	213
POA3133	Year 8	835
POA3133	Year 9	887
POA3133	Year 10	2066
POA3133	Year 11	1986
POA3133	Year 12	11493
POA3134	Did not go to school	269
POA3134	Year 8	1261
POA3134	Year 9	1346
POA3134	Year 10	3246
POA3134	Year 11	3362
POA3134	Year 12	15803
POA3135	Did not go to school	147
POA3135	Year 8	700
POA3135	Year 9	797
POA3135	Year 10	2024
POA3135	Year 11	2128
POA3135	Year 12	9472
POA3136	Did not go to school	246
POA3136	Year 8	1696
POA3136	Year 9	2180
POA3136	Year 10	5499
POA3136	Year 11	5209
POA3136	Year 12	19110
POA3137	Did not go to school	52
POA3137	Year 8	577
POA3137	Year 9	875
POA3137	Year 10	2076
POA3137	Year 11	1852
POA3137	Year 12	5027
POA3138	Did not go to school	163
POA3138	Year 8	774
POA3138	Year 9	1208
POA3138	Year 10	3002
POA3138	Year 11	2852
POA3138	Year 12	8610
POA3139	Did not go to school	31
POA3139	Year 8	495
POA3139	Year 9	994
POA3139	Year 10	2390
POA3139	Year 11	2012
POA3139	Year 12	4307
POA3140	Did not go to school	65
POA3140	Year 8	736
POA3140	Year 9	1074
POA3140	Year 10	2487
POA3140	Year 11	2243
POA3140	Year 12	6079
POA3141	Did not go to school	105
POA3141	Year 8	341
POA3141	Year 9	315
POA3141	Year 10	954
POA3141	Year 11	1109
POA3141	Year 12	17923
POA3142	Did not go to school	19
POA3142	Year 8	156
POA3142	Year 9	208
POA3142	Year 10	574
POA3142	Year 11	786
POA3142	Year 12	8752
POA3143	Did not go to school	27
POA3143	Year 8	180
POA3143	Year 9	149
POA3143	Year 10	377
POA3143	Year 11	460
POA3143	Year 12	5988
POA3144	Did not go to school	30
POA3144	Year 8	219
POA3144	Year 9	203
POA3144	Year 10	481
POA3144	Year 11	642
POA3144	Year 12	6841
POA3145	Did not go to school	124
POA3145	Year 8	602
POA3145	Year 9	548
POA3145	Year 10	1172
POA3145	Year 11	1307
POA3145	Year 12	14524
POA3146	Did not go to school	66
POA3146	Year 8	508
POA3146	Year 9	574
POA3146	Year 10	1249
POA3146	Year 11	1536
POA3146	Year 12	15483
POA3147	Did not go to school	123
POA3147	Year 8	473
POA3147	Year 9	463
POA3147	Year 10	962
POA3147	Year 11	920
POA3147	Year 12	7966
POA3148	Did not go to school	109
POA3148	Year 8	366
POA3148	Year 9	241
POA3148	Year 10	523
POA3148	Year 11	503
POA3148	Year 12	5006
POA3149	Did not go to school	256
POA3149	Year 8	1194
POA3149	Year 9	1107
POA3149	Year 10	2403
POA3149	Year 11	2441
POA3149	Year 12	18977
POA3150	Did not go to school	499
POA3150	Year 8	2263
POA3150	Year 9	2100
POA3150	Year 10	4757
POA3150	Year 11	4309
POA3150	Year 12	33674
POA3151	Did not go to school	157
POA3151	Year 8	573
POA3151	Year 9	386
POA3151	Year 10	811
POA3151	Year 11	711
POA3151	Year 12	5680
POA3152	Did not go to school	285
POA3152	Year 8	1202
POA3152	Year 9	1478
POA3152	Year 10	3426
POA3152	Year 11	3278
POA3152	Year 12	16626
POA3153	Did not go to school	151
POA3153	Year 8	825
POA3153	Year 9	1085
POA3153	Year 10	2751
POA3153	Year 11	2200
POA3153	Year 12	8605
POA3154	Did not go to school	11
POA3154	Year 8	115
POA3154	Year 9	223
POA3154	Year 10	629
POA3154	Year 11	604
POA3154	Year 12	1678
POA3155	Did not go to school	103
POA3155	Year 8	871
POA3155	Year 9	1221
POA3155	Year 10	3042
POA3155	Year 11	2583
POA3155	Year 12	9302
POA3156	Did not go to school	143
POA3156	Year 8	1259
POA3156	Year 9	2079
POA3156	Year 10	4911
POA3156	Year 11	4627
POA3156	Year 12	15842
POA3158	Did not go to school	13
POA3158	Year 8	129
POA3158	Year 9	295
POA3158	Year 10	801
POA3158	Year 11	799
POA3158	Year 12	3104
POA3159	Did not go to school	3
POA3159	Year 8	47
POA3159	Year 9	109
POA3159	Year 10	284
POA3159	Year 11	313
POA3159	Year 12	1196
POA3160	Did not go to school	12
POA3160	Year 8	227
POA3160	Year 9	431
POA3160	Year 10	1057
POA3160	Year 11	1092
POA3160	Year 12	4006
POA3161	Did not go to school	48
POA3161	Year 8	312
POA3161	Year 9	311
POA3161	Year 10	671
POA3161	Year 11	746
POA3161	Year 12	9669
POA3162	Did not go to school	95
POA3162	Year 8	491
POA3162	Year 9	361
POA3162	Year 10	920
POA3162	Year 11	979
POA3162	Year 12	10572
POA3163	Did not go to school	172
POA3163	Year 8	1003
POA3163	Year 9	757
POA3163	Year 10	1781
POA3163	Year 11	1853
POA3163	Year 12	20255
POA3165	Did not go to school	170
POA3165	Year 8	1151
POA3165	Year 9	877
POA3165	Year 10	2270
POA3165	Year 11	2188
POA3165	Year 12	13988
POA3166	Did not go to school	312
POA3166	Year 8	1367
POA3166	Year 9	730
POA3166	Year 10	1521
POA3166	Year 11	1539
POA3166	Year 12	13093
POA3167	Did not go to school	158
POA3167	Year 8	647
POA3167	Year 9	322
POA3167	Year 10	783
POA3167	Year 11	712
POA3167	Year 12	4612
POA3168	Did not go to school	214
POA3168	Year 8	789
POA3168	Year 9	432
POA3168	Year 10	807
POA3168	Year 11	716
POA3168	Year 12	13925
POA3169	Did not go to school	576
POA3169	Year 8	1599
POA3169	Year 9	746
POA3169	Year 10	1641
POA3169	Year 11	1181
POA3169	Year 12	10231
POA3170	Did not go to school	234
POA3170	Year 8	1039
POA3170	Year 9	777
POA3170	Year 10	1639
POA3170	Year 11	1417
POA3170	Year 12	9851
POA3171	Did not go to school	1291
POA3171	Year 8	1981
POA3171	Year 9	928
POA3171	Year 10	1656
POA3171	Year 11	1132
POA3171	Year 12	9660
POA3172	Did not go to school	764
POA3172	Year 8	1468
POA3172	Year 9	1160
POA3172	Year 10	2411
POA3172	Year 11	2089
POA3172	Year 12	9927
POA3173	Did not go to school	764
POA3173	Year 8	1536
POA3173	Year 9	1103
POA3173	Year 10	2420
POA3173	Year 11	1758
POA3173	Year 12	12089
POA3174	Did not go to school	1279
POA3174	Year 8	2717
POA3174	Year 9	1755
POA3174	Year 10	3714
POA3174	Year 11	2598
POA3174	Year 12	17267
POA3175	Did not go to school	2401
POA3175	Year 8	4201
POA3175	Year 9	2301
POA3175	Year 10	5172
POA3175	Year 11	3687
POA3175	Year 12	21471
POA3177	Did not go to school	493
POA3177	Year 8	944
POA3177	Year 9	681
POA3177	Year 10	1316
POA3177	Year 11	900
POA3177	Year 12	3815
POA3178	Did not go to school	210
POA3178	Year 8	1040
POA3178	Year 9	1455
POA3178	Year 10	3755
POA3178	Year 11	3635
POA3178	Year 12	16221
POA3179	Did not go to school	29
POA3179	Year 8	205
POA3179	Year 9	320
POA3179	Year 10	736
POA3179	Year 11	594
POA3179	Year 12	2760
POA3180	Did not go to school	36
POA3180	Year 8	261
POA3180	Year 9	388
POA3180	Year 10	922
POA3180	Year 11	830
POA3180	Year 12	3406
POA3181	Did not go to school	147
POA3181	Year 8	660
POA3181	Year 9	319
POA3181	Year 10	900
POA3181	Year 11	915
POA3181	Year 12	13539
POA3182	Did not go to school	80
POA3182	Year 8	353
POA3182	Year 9	358
POA3182	Year 10	1202
POA3182	Year 11	1296
POA3182	Year 12	15037
POA3183	Did not go to school	75
POA3183	Year 8	333
POA3183	Year 9	317
POA3183	Year 10	899
POA3183	Year 11	1043
POA3183	Year 12	11471
POA3184	Did not go to school	39
POA3184	Year 8	198
POA3184	Year 9	233
POA3184	Year 10	756
POA3184	Year 11	829
POA3184	Year 12	9964
POA3185	Did not go to school	56
POA3185	Year 8	312
POA3185	Year 9	296
POA3185	Year 10	615
POA3185	Year 11	752
POA3185	Year 12	7766
POA3186	Did not go to school	57
POA3186	Year 8	453
POA3186	Year 9	581
POA3186	Year 10	1415
POA3186	Year 11	1685
POA3186	Year 12	13636
POA3187	Did not go to school	57
POA3187	Year 8	409
POA3187	Year 9	434
POA3187	Year 10	1113
POA3187	Year 11	1192
POA3187	Year 12	8751
POA3188	Did not go to school	80
POA3188	Year 8	504
POA3188	Year 9	589
POA3188	Year 10	1266
POA3188	Year 11	1317
POA3188	Year 12	9669
POA3189	Did not go to school	58
POA3189	Year 8	218
POA3189	Year 9	208
POA3189	Year 10	474
POA3189	Year 11	476
POA3189	Year 12	3007
POA3190	Did not go to school	44
POA3190	Year 8	412
POA3190	Year 9	370
POA3190	Year 10	850
POA3190	Year 11	775
POA3190	Year 12	5381
POA3191	Did not go to school	24
POA3191	Year 8	225
POA3191	Year 9	306
POA3191	Year 10	724
POA3191	Year 11	797
POA3191	Year 12	5766
POA3192	Did not go to school	152
POA3192	Year 8	1057
POA3192	Year 9	841
POA3192	Year 10	2050
POA3192	Year 11	2001
POA3192	Year 12	11058
POA3193	Did not go to school	23
POA3193	Year 8	350
POA3193	Year 9	572
POA3193	Year 10	1544
POA3193	Year 11	1826
POA3193	Year 12	10597
POA3194	Did not go to school	73
POA3194	Year 8	434
POA3194	Year 9	471
POA3194	Year 10	1125
POA3194	Year 11	1181
POA3194	Year 12	6898
POA3195	Did not go to school	163
POA3195	Year 8	1106
POA3195	Year 9	1316
POA3195	Year 10	3365
POA3195	Year 11	3492
POA3195	Year 12	17603
POA3196	Did not go to school	89
POA3196	Year 8	858
POA3196	Year 9	1114
POA3196	Year 10	2966
POA3196	Year 11	2665
POA3196	Year 12	11179
POA3197	Did not go to school	50
POA3197	Year 8	418
POA3197	Year 9	599
POA3197	Year 10	1485
POA3197	Year 11	1325
POA3197	Year 12	4976
POA3198	Did not go to school	55
POA3198	Year 8	642
POA3198	Year 9	996
POA3198	Year 10	2443
POA3198	Year 11	1879
POA3198	Year 12	6392
POA3199	Did not go to school	175
POA3199	Year 8	2017
POA3199	Year 9	3028
POA3199	Year 10	7607
POA3199	Year 11	6304
POA3199	Year 12	21650
POA3200	Did not go to school	35
POA3200	Year 8	421
POA3200	Year 9	528
POA3200	Year 10	994
POA3200	Year 11	592
POA3200	Year 12	1407
POA3201	Did not go to school	100
POA3201	Year 8	802
POA3201	Year 9	1235
POA3201	Year 10	3103
POA3201	Year 11	2506
POA3201	Year 12	7195
POA3202	Did not go to school	14
POA3202	Year 8	105
POA3202	Year 9	101
POA3202	Year 10	243
POA3202	Year 11	216
POA3202	Year 12	1394
POA3204	Did not go to school	143
POA3204	Year 8	922
POA3204	Year 9	885
POA3204	Year 10	1993
POA3204	Year 11	2049
POA3204	Year 12	17284
POA3205	Did not go to school	73
POA3205	Year 8	313
POA3205	Year 9	215
POA3205	Year 10	572
POA3205	Year 11	594
POA3205	Year 12	6827
POA3206	Did not go to school	61
POA3206	Year 8	377
POA3206	Year 9	236
POA3206	Year 10	508
POA3206	Year 11	636
POA3206	Year 12	6027
POA3207	Did not go to school	87
POA3207	Year 8	516
POA3207	Year 9	365
POA3207	Year 10	1084
POA3207	Year 11	1059
POA3207	Year 12	9460
POA3211	Did not go to school	10
POA3211	Year 8	55
POA3211	Year 9	82
POA3211	Year 10	215
POA3211	Year 11	174
POA3211	Year 12	408
POA3212	Did not go to school	52
POA3212	Year 8	590
POA3212	Year 9	919
POA3212	Year 10	2360
POA3212	Year 11	2144
POA3212	Year 12	5566
POA3213	Did not go to school	13
POA3213	Year 8	177
POA3213	Year 9	259
POA3213	Year 10	529
POA3213	Year 11	588
POA3213	Year 12	1399
POA3214	Did not go to school	416
POA3214	Year 8	2067
POA3214	Year 9	2117
POA3214	Year 10	3968
POA3214	Year 11	2826
POA3214	Year 12	5535
POA3215	Did not go to school	201
POA3215	Year 8	1552
POA3215	Year 9	1206
POA3215	Year 10	2626
POA3215	Year 11	2453
POA3215	Year 12	7453
POA3216	Did not go to school	155
POA3216	Year 8	2145
POA3216	Year 9	2845
POA3216	Year 10	6542
POA3216	Year 11	6740
POA3216	Year 12	24606
POA3217	Did not go to school	7
POA3217	Year 8	109
POA3217	Year 9	211
POA3217	Year 10	616
POA3217	Year 11	689
POA3217	Year 12	2930
POA3218	Did not go to school	51
POA3218	Year 8	517
POA3218	Year 9	624
POA3218	Year 10	1405
POA3218	Year 11	1478
POA3218	Year 12	6114
POA3219	Did not go to school	105
POA3219	Year 8	1342
POA3219	Year 9	1556
POA3219	Year 10	3103
POA3219	Year 11	2608
POA3219	Year 12	6369
POA3220	Did not go to school	52
POA3220	Year 8	526
POA3220	Year 9	658
POA3220	Year 10	1497
POA3220	Year 11	1760
POA3220	Year 12	8082
POA3221	Year 8	19
POA3221	Year 9	24
POA3221	Year 10	72
POA3221	Year 11	83
POA3221	Year 12	344
POA3222	Did not go to school	28
POA3222	Year 8	650
POA3222	Year 9	929
POA3222	Year 10	2384
POA3222	Year 11	2107
POA3222	Year 12	5144
POA3223	Did not go to school	38
POA3223	Year 8	521
POA3223	Year 9	593
POA3223	Year 10	1341
POA3223	Year 11	1050
POA3223	Year 12	2235
POA3224	Did not go to school	37
POA3224	Year 8	664
POA3224	Year 9	929
POA3224	Year 10	2125
POA3224	Year 11	2068
POA3224	Year 12	4830
POA3225	Did not go to school	13
POA3225	Year 8	135
POA3225	Year 9	170
POA3225	Year 10	472
POA3225	Year 11	518
POA3225	Year 12	1883
POA3226	Did not go to school	14
POA3226	Year 8	442
POA3226	Year 9	654
POA3226	Year 10	1749
POA3226	Year 11	1783
POA3226	Year 12	6006
POA3227	Did not go to school	3
POA3227	Year 8	92
POA3227	Year 9	147
POA3227	Year 10	431
POA3227	Year 11	532
POA3227	Year 12	2209
POA3228	Did not go to school	25
POA3228	Year 8	399
POA3228	Year 9	592
POA3228	Year 10	1700
POA3228	Year 11	2069
POA3228	Year 12	8206
POA3230	Year 8	81
POA3230	Year 9	99
POA3230	Year 10	287
POA3230	Year 11	367
POA3230	Year 12	1155
POA3231	Year 8	20
POA3231	Year 9	39
POA3231	Year 10	117
POA3231	Year 11	149
POA3231	Year 12	657
POA3232	Did not go to school	5
POA3232	Year 8	31
POA3232	Year 9	44
POA3232	Year 10	121
POA3232	Year 11	122
POA3232	Year 12	526
POA3233	Did not go to school	3
POA3233	Year 8	100
POA3233	Year 9	127
POA3233	Year 10	280
POA3233	Year 11	256
POA3233	Year 12	806
POA3234	Year 8	4
POA3234	Year 9	10
POA3234	Year 10	17
POA3234	Year 11	18
POA3234	Year 12	90
POA3235	Year 8	3
POA3235	Year 9	19
POA3235	Year 10	39
POA3235	Year 11	46
POA3235	Year 12	174
POA3236	Year 8	10
POA3236	Year 9	14
POA3236	Year 10	29
POA3236	Year 11	31
POA3236	Year 12	85
POA3237	Year 8	5
POA3237	Year 9	14
POA3237	Year 10	37
POA3237	Year 11	27
POA3237	Year 12	95
POA3238	Year 8	10
POA3238	Year 9	15
POA3238	Year 10	28
POA3238	Year 11	17
POA3238	Year 12	101
POA3239	Year 8	29
POA3239	Year 9	24
POA3239	Year 10	75
POA3239	Year 11	54
POA3239	Year 12	136
POA3240	Did not go to school	6
POA3240	Year 8	49
POA3240	Year 9	107
