POA_CODE_2016	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
POA2824	65-74				F	24
POA2824	65-74				M	27
POA2824	65-74	0			F	87
POA2824	65-74	0			M	118
POA2824	65-74	1	0	1	F	14
POA2824	65-74	1	0	1	M	10
POA2824	75-84				F	21
POA2824	75-84				M	15
POA2824	75-84	0			F	64
POA2824	75-84	0			M	48
POA2824	75-84	1	0	1	F	3
POA2824	75-84	1	0	1	M	4
POA2824	85+				F	10
POA2824	85+				M	7
POA2824	85+	0			F	25
POA2824	85+	0			M	14
POA2824	85+	1	1	0	F	3
POA2825	15-19				F	10
POA2825	15-19				M	18
POA2825	15-19	0			F	60
POA2825	15-19	0			M	54
POA2825	15-19	1	0	1	F	5
POA2825	20-24				F	9
POA2825	20-24				M	10
POA2825	20-24	0			F	41
POA2825	20-24	0			M	59
POA2825	20-24	1	0	1	F	6
POA2825	20-24	1	0	1	M	3
POA2825	20-24	1	1	0	F	9
POA2825	20-24	1	1	0	M	10
POA2825	25-34				F	10
POA2825	25-34				M	20
POA2825	25-34	0			F	50
POA2825	25-34	0			M	65
POA2825	25-34	1	0	1	F	9
POA2825	25-34	1	0	1	M	3
POA2825	25-34	1	1	0	F	62
POA2825	25-34	1	1	0	M	48
POA2825	35-44				F	15
POA2825	35-44				M	18
POA2825	35-44	0			F	38
POA2825	35-44	0			M	53
POA2825	35-44	1	0	1	F	6
POA2825	35-44	1	0	1	M	3
POA2825	35-44	1	1	0	F	72
POA2825	35-44	1	1	0	M	47
POA2825	45-54				F	12
POA2825	45-54				M	23
POA2825	45-54	0			F	84
POA2825	45-54	0			M	111
POA2825	45-54	1	0	1	F	25
POA2825	45-54	1	0	1	M	3
POA2825	45-54	1	1	0	F	33
POA2825	45-54	1	1	0	M	36
POA2825	45-54	1	1	1	F	3
POA2825	55-64				F	17
POA2825	55-64				M	14
POA2825	55-64	0			F	83
POA2825	55-64	0			M	95
POA2825	55-64	1	0	1	F	19
POA2825	55-64	1	0	1	M	11
POA2825	55-64	1	1	0	F	3
POA2825	55-64	1	1	0	M	3
POA2825	65-74				F	16
POA2825	65-74				M	13
POA2825	65-74	0			F	100
POA2825	65-74	0			M	99
POA2825	65-74	1	0	1	F	16
POA2825	65-74	1	0	1	M	8
POA2825	75-84				F	9
POA2825	75-84				M	12
POA2825	75-84	0			F	67
POA2825	75-84	0			M	64
POA2825	75-84	1	0	1	F	3
POA2825	75-84	1	0	1	M	7
POA2825	85+				F	11
POA2825	85+				M	3
POA2825	85+	0			F	31
POA2825	85+	0			M	17
POA2826	15-19	0			F	3
POA2826	15-19	0			M	4
POA2826	20-24	0			F	4
POA2826	25-34				M	4
POA2826	25-34	0			M	10
POA2826	25-34	1	1	0	F	9
POA2826	25-34	1	1	0	M	4
POA2826	35-44	0			F	3
POA2826	35-44	1	1	0	F	6
POA2826	35-44	1	1	0	M	3
POA2826	45-54	0			F	5
POA2826	45-54	0			M	16
POA2826	45-54	1	1	0	F	5
POA2826	45-54	1	1	0	M	3
POA2826	55-64				F	3
POA2826	55-64	0			F	10
POA2826	55-64	0			M	17
POA2826	65-74	0			F	9
POA2826	65-74	0			M	8
POA2826	75-84	0			F	9
POA2826	75-84	0			M	7
POA2827	15-19				F	15
POA2827	15-19				M	21
POA2827	15-19	0			F	67
POA2827	15-19	0			M	85
POA2827	15-19	1	0	1	F	9
POA2827	15-19	1	0	1	M	3
POA2827	20-24				F	6
POA2827	20-24				M	9
POA2827	20-24	0			F	50
POA2827	20-24	0			M	67
POA2827	20-24	1	0	1	F	3
POA2827	20-24	1	0	1	M	11
POA2827	20-24	1	1	0	F	29
POA2827	20-24	1	1	0	M	6
POA2827	25-34				F	10
POA2827	25-34				M	19
POA2827	25-34	0			F	65
POA2827	25-34	0			M	94
POA2827	25-34	1	0	1	F	14
POA2827	25-34	1	0	1	M	7
POA2827	25-34	1	1	0	F	87
POA2827	25-34	1	1	0	M	56
POA2827	25-34	1	1	1	F	7
POA2827	35-44				F	14
POA2827	35-44				M	20
POA2827	35-44	0			F	57
POA2827	35-44	0			M	67
POA2827	35-44	1	0	1	F	9
POA2827	35-44	1	0	1	M	3
POA2827	35-44	1	1	0	F	110
POA2827	35-44	1	1	0	M	89
POA2827	35-44	1	1	1	F	3
POA2827	45-54				F	17
POA2827	45-54				M	27
POA2827	45-54	0			F	144
POA2827	45-54	0			M	149
POA2827	45-54	1	0	1	F	34
POA2827	45-54	1	0	1	M	11
POA2827	45-54	1	1	0	F	51
POA2827	45-54	1	1	0	M	56
POA2827	45-54	1	1	1	F	3
POA2827	55-64				F	22
POA2827	55-64				M	27
POA2827	55-64	0			F	179
POA2827	55-64	0			M	197
POA2827	55-64	1	0	1	F	55
POA2827	55-64	1	0	1	M	20
POA2827	55-64	1	1	0	F	6
POA2827	55-64	1	1	0	M	7
POA2827	65-74				F	30
POA2827	65-74				M	26
POA2827	65-74	0			F	175
POA2827	65-74	0			M	168
POA2827	65-74	1	0	1	F	23
POA2827	65-74	1	0	1	M	13
POA2827	65-74	1	1	0	M	5
POA2827	75-84				F	33
POA2827	75-84				M	23
POA2827	75-84	0			F	133
POA2827	75-84	0			M	120
POA2827	75-84	1	0	1	F	7
POA2827	75-84	1	0	1	M	4
POA2827	85+				F	14
POA2827	85+				M	13
POA2827	85+	0			F	55
POA2827	85+	0			M	38
POA2828	15-19				F	9
POA2828	15-19	0			F	10
POA2828	15-19	0			M	9
POA2828	20-24				F	5
POA2828	20-24				M	3
POA2828	20-24	0			F	15
POA2828	20-24	0			M	17
POA2828	20-24	1	1	0	F	8
POA2828	25-34				F	3
POA2828	25-34				M	8
POA2828	25-34	0			F	14
POA2828	25-34	0			M	22
POA2828	25-34	1	1	0	F	13
POA2828	25-34	1	1	0	M	13
POA2828	35-44				F	9
POA2828	35-44				M	10
POA2828	35-44	0			F	14
POA2828	35-44	0			M	20
POA2828	35-44	1	1	0	F	19
POA2828	35-44	1	1	0	M	16
POA2828	45-54				F	3
POA2828	45-54				M	6
POA2828	45-54	0			F	34
POA2828	45-54	0			M	53
POA2828	45-54	1	0	1	F	9
POA2828	45-54	1	0	1	M	3
POA2828	45-54	1	1	0	F	13
POA2828	45-54	1	1	0	M	9
POA2828	55-64				F	6
POA2828	55-64				M	11
POA2828	55-64	0			F	35
POA2828	55-64	0			M	47
POA2828	55-64	1	0	1	F	10
POA2828	55-64	1	0	1	M	3
POA2828	55-64	1	1	0	M	3
POA2828	65-74				F	8
POA2828	65-74				M	13
POA2828	65-74	0			F	37
POA2828	65-74	0			M	33
POA2828	75-84				F	4
POA2828	75-84				M	4
POA2828	75-84	0			F	22
POA2828	75-84	0			M	25
POA2828	85+				F	6
POA2828	85+				M	4
POA2828	85+	0			F	4
POA2828	85+	0			M	4
POA2829	15-19				F	14
POA2829	15-19				M	29
POA2829	15-19	0			F	53
POA2829	15-19	0			M	63
POA2829	15-19	1	0	1	F	4
POA2829	15-19	1	0	1	M	3
POA2829	20-24				F	6
POA2829	20-24				M	7
POA2829	20-24	0			F	59
POA2829	20-24	0			M	55
POA2829	20-24	1	0	1	M	4
POA2829	20-24	1	1	0	F	24
POA2829	20-24	1	1	0	M	7
POA2829	25-34				F	32
POA2829	25-34				M	36
POA2829	25-34	0			F	65
POA2829	25-34	0			M	84
POA2829	25-34	1	0	1	F	11
POA2829	25-34	1	0	1	M	5
POA2829	25-34	1	1	0	F	81
POA2829	25-34	1	1	0	M	48
POA2829	35-44				F	33
POA2829	35-44				M	27
POA2829	35-44	0			F	46
POA2829	35-44	0			M	53
POA2829	35-44	1	0	1	F	5
POA2829	35-44	1	0	1	M	5
POA2829	35-44	1	1	0	F	79
POA2829	35-44	1	1	0	M	46
POA2829	35-44	1	1	1	F	3
POA2829	45-54				F	39
POA2829	45-54				M	40
POA2829	45-54	0			F	110
POA2829	45-54	0			M	127
POA2829	45-54	1	0	1	F	21
POA2829	45-54	1	0	1	M	9
POA2829	45-54	1	1	0	F	35
POA2829	45-54	1	1	0	M	42
POA2829	45-54	1	1	1	F	4
POA2829	45-54	1	1	1	M	3
POA2829	55-64				F	38
POA2829	55-64				M	37
POA2829	55-64	0			F	138
POA2829	55-64	0			M	156
POA2829	55-64	1	0	1	F	37
POA2829	55-64	1	0	1	M	15
POA2829	55-64	1	1	0	F	4
POA2829	55-64	1	1	0	M	4
POA2829	65-74				F	37
POA2829	65-74				M	43
POA2829	65-74	0			F	104
POA2829	65-74	0			M	139
POA2829	65-74	1	0	1	F	18
POA2829	65-74	1	0	1	M	8
POA2829	75-84				F	27
POA2829	75-84				M	15
POA2829	75-84	0			F	61
POA2829	75-84	0			M	69
POA2829	75-84	1	0	1	F	5
POA2829	85+				F	7
POA2829	85+				M	8
POA2829	85+	0			F	46
POA2829	85+	0			M	22
POA2830	15-19				F	133
POA2830	15-19				M	133
POA2830	15-19	0			F	993
POA2830	15-19	0			M	1083
POA2830	15-19	1	0	1	F	115
POA2830	15-19	1	0	1	M	46
POA2830	15-19	1	1	0	F	27
POA2830	15-19	1	1	0	M	3
POA2830	20-24				F	103
POA2830	20-24				M	113
POA2830	20-24	0			F	832
POA2830	20-24	0			M	977
POA2830	20-24	1	0	1	F	106
POA2830	20-24	1	0	1	M	53
POA2830	20-24	1	1	0	F	234
POA2830	20-24	1	1	0	M	118
POA2830	20-24	1	1	1	F	16
POA2830	20-24	1	1	1	M	3
POA2830	25-34				F	234
POA2830	25-34				M	231
POA2830	25-34	0			F	1194
POA2830	25-34	0			M	1422
POA2830	25-34	1	0	1	F	151
POA2830	25-34	1	0	1	M	74
POA2830	25-34	1	1	0	F	1286
POA2830	25-34	1	1	0	M	858
POA2830	25-34	1	1	1	F	87
POA2830	25-34	1	1	1	M	20
POA2830	35-44				F	176
POA2830	35-44				M	200
POA2830	35-44	0			F	688
POA2830	35-44	0			M	870
POA2830	35-44	1	0	1	F	123
POA2830	35-44	1	0	1	M	41
POA2830	35-44	1	1	0	F	1426
POA2830	35-44	1	1	0	M	1205
POA2830	35-44	1	1	1	F	93
POA2830	35-44	1	1	1	M	31
POA2830	45-54				F	209
POA2830	45-54				M	203
POA2830	45-54	0			F	1554
POA2830	45-54	0			M	1511
POA2830	45-54	1	0	1	F	301
POA2830	45-54	1	0	1	M	120
POA2830	45-54	1	1	0	F	569
POA2830	45-54	1	1	0	M	588
POA2830	45-54	1	1	1	F	28
POA2830	45-54	1	1	1	M	20
POA2830	55-64				F	210
POA2830	55-64				M	197
POA2830	55-64	0			F	1710
POA2830	55-64	0			M	1742
POA2830	55-64	1	0	1	F	586
POA2830	55-64	1	0	1	M	222
POA2830	55-64	1	1	0	F	53
POA2830	55-64	1	1	0	M	102
POA2830	65-74				F	184
POA2830	65-74				M	168
POA2830	65-74	0			F	1248
POA2830	65-74	0			M	1299
POA2830	65-74	1	0	1	F	298
POA2830	65-74	1	0	1	M	186
POA2830	65-74	1	1	0	F	17
POA2830	65-74	1	1	0	M	9
POA2830	75-84				F	174
POA2830	75-84				M	112
POA2830	75-84	0			F	925
POA2830	75-84	0			M	723
POA2830	75-84	1	0	1	F	70
POA2830	75-84	1	0	1	M	50
POA2830	75-84	1	1	0	F	4
POA2830	75-84	1	1	0	M	4
POA2830	85+				F	79
POA2830	85+				M	49
POA2830	85+	0			F	445
POA2830	85+	0			M	273
POA2830	85+	1	0	1	F	7
POA2831	15-19				F	6
POA2831	15-19				M	6
POA2831	15-19	0			F	33
POA2831	15-19	0			M	41
POA2831	15-19	1	0	1	F	3
POA2831	20-24				F	3
POA2831	20-24				M	8
POA2831	20-24	0			F	30
POA2831	20-24	0			M	29
POA2831	20-24	1	0	1	F	3
POA2831	20-24	1	0	1	M	3
POA2831	20-24	1	1	0	F	3
POA2831	20-24	1	1	0	M	3
POA2831	25-34				F	7
POA2831	25-34				M	12
POA2831	25-34	0			F	39
POA2831	25-34	0			M	57
POA2831	25-34	1	0	1	F	4
POA2831	25-34	1	0	1	M	4
POA2831	25-34	1	1	0	F	63
POA2831	25-34	1	1	0	M	38
POA2831	25-34	1	1	1	F	3
POA2831	25-34	1	1	1	M	4
POA2831	35-44				F	16
POA2831	35-44				M	14
POA2831	35-44	0			F	34
POA2831	35-44	0			M	24
POA2831	35-44	1	0	1	F	3
POA2831	35-44	1	1	0	F	61
POA2831	35-44	1	1	0	M	66
POA2831	35-44	1	1	1	F	3
POA2831	45-54				F	15
POA2831	45-54				M	26
POA2831	45-54	0			F	84
POA2831	45-54	0			M	103
POA2831	45-54	1	0	1	F	9
POA2831	45-54	1	0	1	M	12
POA2831	45-54	1	1	0	F	30
POA2831	45-54	1	1	0	M	27
POA2831	55-64				F	18
POA2831	55-64				M	15
POA2831	55-64	0			F	84
POA2831	55-64	0			M	109
POA2831	55-64	1	0	1	F	23
POA2831	55-64	1	0	1	M	10
POA2831	55-64	1	1	0	F	4
POA2831	55-64	1	1	0	M	5
POA2831	65-74				F	9
POA2831	65-74				M	16
POA2831	65-74	0			F	56
POA2831	65-74	0			M	82
POA2831	65-74	1	0	1	F	14
POA2831	65-74	1	0	1	M	5
POA2831	75-84				F	9
POA2831	75-84				M	3
POA2831	75-84	0			F	25
POA2831	75-84	0			M	28
POA2831	75-84	1	0	1	F	4
POA2831	85+				M	8
POA2831	85+	0			F	8
POA2831	85+	0			M	6
POA2832	15-19				F	10
POA2832	15-19				M	13
POA2832	15-19	0			F	35
POA2832	15-19	0			M	47
POA2832	15-19	1	0	1	F	6
POA2832	15-19	1	0	1	M	4
POA2832	20-24				F	15
POA2832	20-24				M	14
POA2832	20-24	0			F	47
POA2832	20-24	0			M	61
POA2832	20-24	1	0	1	F	3
POA2832	20-24	1	0	1	M	3
POA2832	20-24	1	1	0	F	14
POA2832	20-24	1	1	0	M	5
POA2832	25-34				F	34
POA2832	25-34				M	24
POA2832	25-34	0			F	82
POA2832	25-34	0			M	98
POA2832	25-34	1	0	1	F	8
POA2832	25-34	1	0	1	M	4
POA2832	25-34	1	1	0	F	74
POA2832	25-34	1	1	0	M	46
POA2832	35-44				F	24
POA2832	35-44				M	23
POA2832	35-44	0			F	55
POA2832	35-44	0			M	56
POA2832	35-44	1	0	1	F	7
POA2832	35-44	1	0	1	M	3
POA2832	35-44	1	1	0	F	55
POA2832	35-44	1	1	0	M	56
POA2832	35-44	1	1	1	F	3
POA2832	35-44	1	1	1	M	5
POA2832	45-54				F	23
POA2832	45-54				M	20
POA2832	45-54	0			F	113
POA2832	45-54	0			M	110
POA2832	45-54	1	0	1	F	14
POA2832	45-54	1	0	1	M	3
POA2832	45-54	1	1	0	F	15
POA2832	45-54	1	1	0	M	29
POA2832	55-64				F	28
POA2832	55-64				M	48
POA2832	55-64	0			F	96
POA2832	55-64	0			M	168
POA2832	55-64	1	0	1	F	27
POA2832	55-64	1	0	1	M	11
POA2832	65-74				F	15
POA2832	65-74				M	17
POA2832	65-74	0			F	65
POA2832	65-74	0			M	97
POA2832	65-74	1	0	1	F	11
POA2832	65-74	1	0	1	M	9
POA2832	75-84				F	5
POA2832	75-84				M	9
POA2832	75-84	0			F	35
POA2832	75-84	0			M	31
POA2832	85+				M	3
POA2832	85+	0			F	9
POA2832	85+	0			M	10
POA2833	15-19				F	4
POA2833	15-19				M	4
POA2833	15-19	0			F	11
POA2833	15-19	0			M	14
POA2833	20-24	0			F	7
POA2833	20-24	0			M	13
POA2833	20-24	1	1	0	F	4
POA2833	20-24	1	1	0	M	3
POA2833	25-34				F	3
POA2833	25-34				M	5
POA2833	25-34	0			F	23
POA2833	25-34	0			M	21
POA2833	25-34	1	0	1	F	3
POA2833	25-34	1	1	0	F	20
POA2833	25-34	1	1	0	M	7
POA2833	35-44				F	3
POA2833	35-44				M	5
POA2833	35-44	0			F	21
POA2833	35-44	0			M	17
POA2833	35-44	1	0	1	M	3
POA2833	35-44	1	1	0	F	14
POA2833	35-44	1	1	0	M	19
POA2833	45-54				M	5
POA2833	45-54	0			F	24
POA2833	45-54	0			M	22
POA2833	45-54	1	0	1	F	6
POA2833	45-54	1	1	0	F	3
POA2833	45-54	1	1	0	M	3
POA2833	55-64				F	3
POA2833	55-64				M	3
POA2833	55-64	0			F	27
POA2833	55-64	0			M	46
POA2833	55-64	1	0	1	F	8
POA2833	55-64	1	0	1	M	4
POA2833	65-74				M	9
POA2833	65-74	0			F	24
POA2833	65-74	0			M	37
POA2833	65-74	1	0	1	F	3
POA2833	65-74	1	0	1	M	3
POA2833	75-84	0			F	9
POA2833	75-84	0			M	15
POA2833	85+	0			F	11
POA2833	85+	0			M	5
POA2834	15-19				M	12
POA2834	15-19	0			F	25
POA2834	15-19	0			M	50
POA2834	15-19	1	0	1	F	6
POA2834	15-19	1	0	1	M	3
POA2834	20-24				F	9
POA2834	20-24				M	6
POA2834	20-24	0			F	29
POA2834	20-24	0			M	35
POA2834	20-24	1	0	1	F	3
POA2834	20-24	1	1	0	F	10
POA2834	20-24	1	1	0	M	6
POA2834	25-34				F	14
POA2834	25-34				M	17
POA2834	25-34	0			F	35
POA2834	25-34	0			M	62
POA2834	25-34	1	0	1	F	3
POA2834	25-34	1	0	1	M	3
POA2834	25-34	1	1	0	F	49
POA2834	25-34	1	1	0	M	19
POA2834	25-34	1	1	1	F	3
POA2834	35-44				F	19
POA2834	35-44				M	15
POA2834	35-44	0			F	41
POA2834	35-44	0			M	55
POA2834	35-44	1	0	1	F	7
POA2834	35-44	1	0	1	M	4
POA2834	35-44	1	1	0	F	53
POA2834	35-44	1	1	0	M	36
POA2834	45-54				F	31
POA2834	45-54				M	20
POA2834	45-54	0			F	122
POA2834	45-54	0			M	108
POA2834	45-54	1	0	1	F	14
POA2834	45-54	1	0	1	M	3
POA2834	45-54	1	1	0	F	15
POA2834	45-54	1	1	0	M	23
POA2834	55-64				F	12
POA2834	55-64				M	36
POA2834	55-64	0			F	119
POA2834	55-64	0			M	172
POA2834	55-64	1	0	1	F	11
POA2834	55-64	1	0	1	M	5
POA2834	55-64	1	1	0	F	3
POA2834	55-64	1	1	0	M	6
POA2834	65-74				F	31
POA2834	65-74				M	40
POA2834	65-74	0			F	117
POA2834	65-74	0			M	187
POA2834	65-74	1	0	1	F	4
POA2834	65-74	1	0	1	M	4
POA2834	65-74	1	1	0	M	3
POA2834	75-84				F	15
POA2834	75-84				M	37
POA2834	75-84	0			F	64
POA2834	75-84	0			M	91
POA2834	75-84	1	0	1	F	8
POA2834	85+				F	3
POA2834	85+				M	6
POA2834	85+	0			F	15
POA2834	85+	0			M	15
POA2835	15-19				F	13
POA2835	15-19				M	22
POA2835	15-19	0			F	81
POA2835	15-19	0			M	88
POA2835	15-19	1	0	1	F	11
POA2835	15-19	1	0	1	M	4
POA2835	20-24				F	19
POA2835	20-24				M	17
POA2835	20-24	0			F	56
POA2835	20-24	0			M	76
POA2835	20-24	1	0	1	F	12
POA2835	20-24	1	0	1	M	4
POA2835	20-24	1	1	0	F	29
POA2835	20-24	1	1	0	M	5
POA2835	25-34				F	40
POA2835	25-34				M	39
POA2835	25-34	0			F	106
POA2835	25-34	0			M	162
POA2835	25-34	1	0	1	F	21
POA2835	25-34	1	0	1	M	9
POA2835	25-34	1	1	0	F	166
POA2835	25-34	1	1	0	M	107
POA2835	25-34	1	1	1	F	14
POA2835	25-34	1	1	1	M	3
POA2835	35-44				F	29
POA2835	35-44				M	37
POA2835	35-44	0			F	67
POA2835	35-44	0			M	97
POA2835	35-44	1	0	1	F	3
POA2835	35-44	1	0	1	M	10
POA2835	35-44	1	1	0	F	134
POA2835	35-44	1	1	0	M	141
POA2835	35-44	1	1	1	F	8
POA2835	35-44	1	1	1	M	3
POA2835	45-54				F	38
POA2835	45-54				M	38
POA2835	45-54	0			F	147
POA2835	45-54	0			M	167
POA2835	45-54	1	0	1	F	26
POA2835	45-54	1	0	1	M	15
POA2835	45-54	1	1	0	F	37
POA2835	45-54	1	1	0	M	56
POA2835	55-64				F	29
POA2835	55-64				M	44
POA2835	55-64	0			F	161
POA2835	55-64	0			M	222
POA2835	55-64	1	0	1	F	30
POA2835	55-64	1	0	1	M	14
POA2835	55-64	1	1	0	F	3
POA2835	55-64	1	1	0	M	9
POA2835	65-74				F	21
POA2835	65-74				M	26
POA2835	65-74	0			F	115
POA2835	65-74	0			M	130
POA2835	65-74	1	0	1	F	14
POA2835	65-74	1	0	1	M	9
POA2835	75-84				F	30
POA2835	75-84				M	20
POA2835	75-84	0			F	90
POA2835	75-84	0			M	58
POA2835	85+				F	10
POA2835	85+				M	4
POA2835	85+	0			F	38
POA2835	85+	0			M	24
POA2836	15-19				F	4
POA2836	15-19				M	4
POA2836	15-19	0			F	28
POA2836	15-19	0			M	25
POA2836	15-19	1	0	1	F	3
POA2836	15-19	1	0	1	M	3
POA2836	20-24				F	3
POA2836	20-24				M	3
POA2836	20-24	0			F	21
POA2836	20-24	0			M	25
POA2836	20-24	1	0	1	F	4
POA2836	20-24	1	1	0	F	3
POA2836	20-24	1	1	0	M	3
POA2836	25-34				F	21
POA2836	25-34				M	16
POA2836	25-34	0			F	32
POA2836	25-34	0			M	31
POA2836	25-34	1	0	1	F	4
POA2836	25-34	1	0	1	M	5
POA2836	25-34	1	1	0	F	20
POA2836	25-34	1	1	0	M	16
POA2836	35-44				F	9
POA2836	35-44				M	5
POA2836	35-44	0			F	20
POA2836	35-44	0			M	39
POA2836	35-44	1	0	1	F	5
POA2836	35-44	1	1	0	F	14
POA2836	35-44	1	1	0	M	13
POA2836	35-44	1	1	1	F	3
POA2836	45-54				F	5
POA2836	45-54				M	8
POA2836	45-54	0			F	37
POA2836	45-54	0			M	37
POA2836	45-54	1	0	1	F	4
POA2836	45-54	1	1	0	F	11
POA2836	45-54	1	1	0	M	6
POA2836	55-64				F	3
POA2836	55-64				M	5
POA2836	55-64	0			F	42
POA2836	55-64	0			M	46
POA2836	55-64	1	0	1	F	9
POA2836	55-64	1	0	1	M	3
POA2836	65-74				F	5
POA2836	65-74				M	10
POA2836	65-74	0			F	27
POA2836	65-74	0			M	36
POA2836	75-84				F	3
POA2836	75-84	0			F	7
POA2836	75-84	0			M	9
POA2836	85+	0			F	10
POA2836	85+	0			M	3
POA2838	15-19				F	3
POA2838	15-19	0			F	5
POA2838	15-19	0			M	3
POA2838	20-24	0			F	5
POA2838	20-24	0			M	3
POA2838	25-34				F	3
POA2838	25-34	0			F	10
POA2838	25-34	0			M	11
POA2838	25-34	1	1	0	F	7
POA2838	25-34	1	1	0	M	9
POA2838	35-44	0			F	6
POA2838	35-44	0			M	7
POA2838	35-44	1	1	0	F	4
POA2838	35-44	1	1	0	M	3
POA2838	45-54				M	4
POA2838	45-54	0			F	11
POA2838	45-54	0			M	10
POA2838	55-64	0			F	16
POA2838	55-64	0			M	22
POA2838	65-74	0			F	14
POA2838	65-74	0			M	4
POA2838	65-74	1	0	1	F	3
POA2839	15-19				F	11
POA2839	15-19				M	6
POA2839	15-19	0			F	24
POA2839	15-19	0			M	25
POA2839	15-19	1	0	1	F	9
POA2839	15-19	1	1	0	F	6
POA2839	20-24				F	3
POA2839	20-24				M	27
POA2839	20-24	0			F	29
POA2839	20-24	0			M	23
POA2839	20-24	1	0	1	F	3
POA2839	20-24	1	1	0	F	11
POA2839	20-24	1	1	0	M	6
POA2839	25-34				F	5
POA2839	25-34				M	26
POA2839	25-34	0			F	48
POA2839	25-34	0			M	52
POA2839	25-34	1	0	1	F	6
POA2839	25-34	1	0	1	M	3
POA2839	25-34	1	1	0	F	33
POA2839	25-34	1	1	0	M	19
POA2839	35-44				F	4
POA2839	35-44				M	5
POA2839	35-44	0			F	34
POA2839	35-44	0			M	43
POA2839	35-44	1	1	0	F	19
POA2839	35-44	1	1	0	M	17
POA2839	35-44	1	1	1	F	3
POA2839	45-54				F	13
POA2839	45-54				M	17
POA2839	45-54	0			F	74
POA2839	45-54	0			M	76
POA2839	45-54	1	0	1	F	7
POA2839	45-54	1	0	1	M	11
POA2839	45-54	1	1	0	F	17
POA2839	45-54	1	1	0	M	10
POA2839	55-64				F	5
POA2839	55-64				M	5
POA2839	55-64	0			F	61
POA2839	55-64	0			M	71
POA2839	55-64	1	0	1	F	10
POA2839	55-64	1	0	1	M	5
POA2839	55-64	1	1	0	F	3
POA2839	55-64	1	1	0	M	5
POA2839	65-74	0			F	30
POA2839	65-74	0			M	39
POA2839	75-84	0			F	21
POA2839	75-84	0			M	21
POA2839	75-84	1	0	1	F	3
POA2839	85+				M	3
POA2839	85+	0			F	14
POA2839	85+	0			M	3
POA2840	15-19				F	15
POA2840	15-19				M	19
POA2840	15-19	0			F	48
POA2840	15-19	0			M	43
POA2840	15-19	1	0	1	F	8
POA2840	15-19	1	0	1	M	3
POA2840	15-19	1	1	0	F	3
POA2840	20-24				F	22
POA2840	20-24				M	21
POA2840	20-24	0			F	45
POA2840	20-24	0			M	50
POA2840	20-24	1	0	1	F	3
POA2840	20-24	1	0	1	M	10
POA2840	20-24	1	1	0	F	16
POA2840	20-24	1	1	0	M	9
POA2840	20-24	1	1	1	F	3
POA2840	25-34				F	29
POA2840	25-34				M	36
POA2840	25-34	0			F	78
POA2840	25-34	0			M	100
POA2840	25-34	1	0	1	F	11
POA2840	25-34	1	1	0	F	74
POA2840	25-34	1	1	0	M	43
POA2840	35-44				F	32
POA2840	35-44				M	31
POA2840	35-44	0			F	56
POA2840	35-44	0			M	47
POA2840	35-44	1	0	1	F	13
POA2840	35-44	1	0	1	M	8
POA2840	35-44	1	1	0	F	66
POA2840	35-44	1	1	0	M	51
POA2840	35-44	1	1	1	F	3
POA2840	45-54				F	53
POA2840	45-54				M	48
POA2840	45-54	0			F	103
POA2840	45-54	0			M	124
POA2840	45-54	1	0	1	F	17
POA2840	45-54	1	0	1	M	8
POA2840	45-54	1	1	0	F	28
POA2840	45-54	1	1	0	M	26
POA2840	45-54	1	1	1	M	3
POA2840	55-64				F	28
POA2840	55-64				M	46
POA2840	55-64	0			F	95
POA2840	55-64	0			M	124
POA2840	55-64	1	0	1	F	15
POA2840	55-64	1	0	1	M	9
POA2840	55-64	1	1	0	F	3
POA2840	55-64	1	1	0	M	3
POA2840	65-74				F	28
POA2840	65-74				M	20
POA2840	65-74	0			F	70
POA2840	65-74	0			M	90
POA2840	65-74	1	0	1	F	13
POA2840	75-84				F	19
POA2840	75-84				M	16
POA2840	75-84	0			F	41
POA2840	75-84	0			M	32
POA2840	75-84	1	0	1	F	4
POA2840	85+				F	3
POA2840	85+				M	3
POA2840	85+	0			F	15
POA2840	85+	0			M	7
POA2842	15-19				F	4
POA2842	15-19	0			F	4
POA2842	15-19	0			M	10
POA2842	20-24	0			F	7
POA2842	20-24	0			M	7
POA2842	25-34				F	3
POA2842	25-34				M	3
POA2842	25-34	0			F	11
POA2842	25-34	0			M	21
POA2842	25-34	1	0	1	F	4
POA2842	25-34	1	1	0	F	17
POA2842	25-34	1	1	0	M	8
POA2842	35-44				M	3
POA2842	35-44	0			F	7
POA2842	35-44	0			M	7
POA2842	35-44	1	0	1	F	3
POA2842	35-44	1	1	0	F	21
POA2842	35-44	1	1	0	M	19
POA2842	45-54				F	8
POA2842	45-54				M	7
POA2842	45-54	0			F	19
POA2842	45-54	0			M	22
POA2842	45-54	1	0	1	F	3
POA2842	45-54	1	0	1	M	3
POA2842	45-54	1	1	0	F	4
POA2842	45-54	1	1	0	M	17
POA2842	55-64				F	3
POA2842	55-64	0			F	31
POA2842	55-64	0			M	46
POA2842	55-64	1	0	1	F	10
POA2842	55-64	1	0	1	M	7
POA2842	55-64	1	1	0	M	4
POA2842	65-74				F	3
POA2842	65-74				M	8
POA2842	65-74	0			F	34
POA2842	65-74	0			M	45
POA2842	65-74	1	0	1	F	4
POA2842	65-74	1	0	1	M	3
POA2842	75-84				F	3
POA2842	75-84				M	3
POA2842	75-84	0			F	11
